% isAttack tcpFlood:	667
% isAttack slowRead:	667
% isAttack httpFlood:	667
% isAttack slowHeaders:	667
% isAttack udpFlood:	372
% isAttack slowBody:	667
@relation 'TCP Flood-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-5,8,18,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute count numeric
@attribute dst_host_srv_count numeric
@attribute isAttack {tcpFlood,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
tcp,OTH,78,0,11737,74,tcpFlood
tcp,OTH,78,0,9825,70,tcpFlood
tcp,OTH,78,0,15336,74,tcpFlood
tcp,OTH,78,0,5511,64,tcpFlood
tcp,OTH,78,0,9849,74,tcpFlood
tcp,OTH,78,0,18105,73,tcpFlood
tcp,OTH,306,0,4671,56,tcpFlood
tcp,OTH,78,0,5254,72,tcpFlood
tcp,OTH,78,0,17184,75,tcpFlood
tcp,OTH,78,0,10008,72,tcpFlood
tcp,OTH,78,0,10772,68,tcpFlood
tcp,OTH,78,0,6564,65,tcpFlood
tcp,OTH,78,0,26867,67,tcpFlood
tcp,OTH,78,0,24465,64,tcpFlood
tcp,OTH,78,0,7204,77,tcpFlood
tcp,OTH,78,0,23019,66,tcpFlood
tcp,OTH,78,0,5183,67,tcpFlood
tcp,OTH,78,0,6234,67,tcpFlood
tcp,OTH,78,0,15388,76,tcpFlood
tcp,OTH,78,0,8622,69,tcpFlood
tcp,OTH,78,0,9543,76,tcpFlood
tcp,OTH,78,0,4773,67,tcpFlood
tcp,OTH,78,0,26888,64,tcpFlood
tcp,OTH,78,0,6470,64,tcpFlood
tcp,OTH,78,0,5288,68,tcpFlood
tcp,OTH,78,0,6573,71,tcpFlood
tcp,OTH,78,0,11760,67,tcpFlood
tcp,OTH,78,0,25650,70,tcpFlood
tcp,OTH,78,0,5599,69,tcpFlood
tcp,OTH,78,0,9977,66,tcpFlood
tcp,OTH,78,0,16612,76,tcpFlood
tcp,OTH,78,0,10516,67,tcpFlood
tcp,OTH,78,0,8234,73,tcpFlood
tcp,OTH,78,0,22149,66,tcpFlood
tcp,OTH,78,0,1329,63,tcpFlood
tcp,OTH,78,0,772,67,tcpFlood
tcp,OTH,78,0,8347,69,tcpFlood
tcp,OTH,78,0,22598,67,tcpFlood
tcp,OTH,78,0,3783,68,tcpFlood
tcp,OTH,78,0,8583,66,tcpFlood
tcp,OTH,78,0,20081,62,tcpFlood
tcp,OTH,78,0,20719,67,tcpFlood
tcp,OTH,78,0,7152,71,tcpFlood
tcp,OTH,78,0,26863,67,tcpFlood
tcp,OTH,78,0,11117,72,tcpFlood
tcp,OTH,78,0,20626,69,tcpFlood
tcp,OTH,78,0,12330,69,tcpFlood
tcp,OTH,78,0,9862,75,tcpFlood
tcp,OTH,78,0,9973,67,tcpFlood
tcp,OTH,78,0,14529,68,tcpFlood
tcp,OTH,78,0,14994,64,tcpFlood
tcp,OTH,78,0,5679,67,tcpFlood
tcp,OTH,78,0,27088,72,tcpFlood
tcp,OTH,78,0,23586,66,tcpFlood
tcp,OTH,78,0,20616,70,tcpFlood
tcp,OTH,78,0,9957,72,tcpFlood
tcp,OTH,78,0,15590,76,tcpFlood
tcp,OTH,78,0,17173,75,tcpFlood
tcp,OTH,78,0,12604,67,tcpFlood
tcp,OTH,78,0,214,72,tcpFlood
tcp,OTH,78,0,10737,64,tcpFlood
tcp,OTH,78,0,12622,69,tcpFlood
tcp,OTH,78,0,10582,57,tcpFlood
tcp,OTH,78,0,5151,65,tcpFlood
tcp,OTH,78,0,23421,65,tcpFlood
tcp,OTH,78,0,6997,72,tcpFlood
tcp,OTH,78,0,27108,62,tcpFlood
tcp,OTH,78,0,9988,69,tcpFlood
tcp,OTH,78,0,20440,66,tcpFlood
tcp,OTH,78,0,6602,67,tcpFlood
tcp,OTH,78,0,17615,72,tcpFlood
tcp,OTH,78,0,16347,71,tcpFlood
tcp,OTH,78,0,9861,75,tcpFlood
tcp,OTH,78,0,11390,67,tcpFlood
tcp,OTH,78,0,9936,76,tcpFlood
tcp,OTH,78,0,10610,67,tcpFlood
tcp,OTH,78,0,7581,72,tcpFlood
tcp,OTH,78,0,9897,69,tcpFlood
tcp,OTH,78,0,19670,70,tcpFlood
tcp,OTH,78,0,645,71,tcpFlood
tcp,OTH,78,0,6555,69,tcpFlood
tcp,OTH,78,0,24711,71,tcpFlood
tcp,OTH,78,0,8609,65,tcpFlood
tcp,OTH,78,0,9905,66,tcpFlood
tcp,OTH,78,0,20337,78,tcpFlood
tcp,OTH,78,0,18558,69,tcpFlood
tcp,OTH,78,0,1064,65,tcpFlood
tcp,OTH,78,0,26695,71,tcpFlood
tcp,OTH,78,0,23658,69,tcpFlood
tcp,OTH,78,0,7335,71,tcpFlood
tcp,OTH,78,0,11323,67,tcpFlood
tcp,OTH,78,0,5594,68,tcpFlood
tcp,OTH,78,0,11528,66,tcpFlood
tcp,OTH,78,0,5699,70,tcpFlood
tcp,OTH,78,0,6493,68,tcpFlood
tcp,OTH,78,0,13012,78,tcpFlood
tcp,OTH,78,0,10879,70,tcpFlood
tcp,OTH,78,0,9798,74,tcpFlood
tcp,OTH,78,0,1556,70,tcpFlood
tcp,OTH,78,0,9563,73,tcpFlood
tcp,OTH,78,0,4772,65,tcpFlood
tcp,OTH,78,0,20621,66,tcpFlood
tcp,OTH,78,0,23735,66,tcpFlood
tcp,OTH,78,0,10618,68,tcpFlood
tcp,OTH,78,0,23763,72,tcpFlood
tcp,OTH,78,0,19743,73,tcpFlood
tcp,OTH,78,0,11716,69,tcpFlood
tcp,OTH,78,0,4380,67,tcpFlood
tcp,OTH,78,0,8459,68,tcpFlood
tcp,OTH,78,0,2766,70,tcpFlood
tcp,OTH,78,0,5560,62,tcpFlood
tcp,OTH,78,0,9868,71,tcpFlood
tcp,OTH,78,0,22032,65,tcpFlood
tcp,OTH,78,0,15539,71,tcpFlood
tcp,OTH,78,0,21533,77,tcpFlood
tcp,OTH,78,0,332,72,tcpFlood
tcp,OTH,78,0,9080,71,tcpFlood
udp,OTH,60,0,105,34,udpFlood
udp,OTH,60,0,108,34,udpFlood
udp,OTH,60,0,124,33,udpFlood
udp,OTH,60,0,81,41,udpFlood
udp,OTH,60,0,141,35,udpFlood
udp,OTH,60,0,96,43,udpFlood
udp,OTH,60,0,112,33,udpFlood
udp,OTH,60,0,107,33,udpFlood
udp,OTH,60,0,141,30,udpFlood
udp,OTH,60,0,113,34,udpFlood
udp,OTH,60,0,136,33,udpFlood
udp,OTH,60,0,105,33,udpFlood
udp,OTH,60,0,108,33,udpFlood
udp,OTH,60,0,76,32,udpFlood
udp,OTH,60,0,125,33,udpFlood
udp,OTH,60,0,142,33,udpFlood
udp,OTH,60,0,137,33,udpFlood
udp,OTH,60,0,100,34,udpFlood
udp,OTH,60,0,108,40,udpFlood
udp,OTH,60,0,112,34,udpFlood
udp,OTH,60,0,160,33,udpFlood
udp,OTH,60,0,116,37,udpFlood
udp,OTH,60,0,122,33,udpFlood
udp,OTH,60,0,80,36,udpFlood
udp,OTH,60,0,108,33,udpFlood
udp,OTH,60,0,131,33,udpFlood
udp,OTH,60,0,164,33,udpFlood
udp,OTH,60,0,141,21,udpFlood
udp,OTH,60,0,106,40,udpFlood
udp,OTH,60,0,111,34,udpFlood
udp,OTH,60,0,108,34,udpFlood
udp,OTH,60,0,48,22,udpFlood
udp,OTH,60,0,141,23,udpFlood
udp,OTH,60,0,34,31,udpFlood
udp,OTH,60,0,65,26,udpFlood
udp,OTH,60,0,103,34,udpFlood
udp,OTH,60,0,83,40,udpFlood
udp,OTH,60,0,116,34,udpFlood
udp,OTH,60,0,110,33,udpFlood
udp,OTH,60,0,142,33,udpFlood
udp,OTH,60,0,138,12,udpFlood
udp,OTH,60,0,94,42,udpFlood
udp,OTH,60,0,106,34,udpFlood
udp,OTH,60,0,108,38,udpFlood
udp,OTH,60,0,114,37,udpFlood
udp,OTH,60,0,165,33,udpFlood
udp,OTH,60,0,111,33,udpFlood
udp,OTH,60,0,153,33,udpFlood
udp,OTH,60,0,159,33,udpFlood
udp,OTH,60,0,114,33,udpFlood
udp,OTH,60,0,139,18,udpFlood
udp,OTH,60,0,146,33,udpFlood
udp,OTH,60,0,104,34,udpFlood
udp,OTH,60,0,140,33,udpFlood
udp,OTH,60,0,31,28,udpFlood
udp,OTH,60,0,142,33,udpFlood
udp,OTH,60,0,105,33,udpFlood
udp,OTH,60,0,109,34,udpFlood
udp,OTH,60,0,141,22,udpFlood
udp,OTH,60,0,26,26,udpFlood
udp,OTH,60,0,107,33,udpFlood
udp,OTH,60,0,115,33,udpFlood
udp,OTH,60,0,113,33,udpFlood
udp,OTH,60,0,140,21,udpFlood
udp,OTH,60,0,138,13,udpFlood
udp,OTH,60,0,117,33,udpFlood
udp,OTH,60,0,87,42,udpFlood
udp,OTH,60,0,141,29,udpFlood
udp,OTH,60,0,160,33,udpFlood
udp,OTH,60,0,138,33,udpFlood
udp,OTH,60,0,110,33,udpFlood
udp,OTH,60,0,143,33,udpFlood
udp,OTH,60,0,125,33,udpFlood
udp,OTH,60,0,137,33,udpFlood
udp,OTH,60,0,33,30,udpFlood
udp,OTH,60,0,103,34,udpFlood
udp,OTH,60,0,113,33,udpFlood
udp,OTH,60,0,92,42,udpFlood
udp,OTH,60,0,159,33,udpFlood
udp,OTH,60,0,114,33,udpFlood
udp,OTH,60,0,160,33,udpFlood
udp,OTH,60,0,138,33,udpFlood
udp,OTH,60,0,78,34,udpFlood
udp,OTH,60,0,114,33,udpFlood
udp,OTH,60,0,80,42,udpFlood
udp,OTH,60,0,71,29,udpFlood
udp,OTH,60,0,159,33,udpFlood
udp,OTH,60,0,112,33,udpFlood
udp,OTH,60,0,107,33,udpFlood
udp,OTH,60,0,138,33,udpFlood
udp,OTH,60,0,109,34,udpFlood
udp,OTH,60,0,110,34,udpFlood
udp,OTH,60,0,153,33,udpFlood
udp,OTH,60,0,113,34,udpFlood
udp,OTH,60,0,108,33,udpFlood
udp,OTH,60,0,121,33,udpFlood
udp,OTH,60,0,108,33,udpFlood
udp,OTH,60,0,52,24,udpFlood
udp,OTH,60,0,141,31,udpFlood
udp,OTH,60,0,142,33,udpFlood
udp,OTH,60,0,100,42,udpFlood
udp,OTH,60,0,157,33,udpFlood
udp,OTH,60,0,128,33,udpFlood
udp,OTH,60,0,164,33,udpFlood
udp,OTH,60,0,47,22,udpFlood
udp,OTH,60,0,104,39,udpFlood
udp,OTH,60,0,130,33,udpFlood
udp,OTH,60,0,108,34,udpFlood
udp,OTH,60,0,108,34,udpFlood
udp,OTH,60,0,110,34,udpFlood
udp,OTH,60,0,102,34,udpFlood
udp,OTH,60,0,120,33,udpFlood
udp,OTH,60,0,85,40,udpFlood
udp,OTH,60,0,29,26,udpFlood
udp,OTH,60,0,142,33,udpFlood
udp,OTH,60,0,120,35,udpFlood
udp,OTH,60,0,74,30,udpFlood
udp,OTH,60,0,111,38,udpFlood
udp,OTH,60,0,17,17,udpFlood
udp,OTH,60,0,138,19,udpFlood
udp,OTH,60,0,110,40,udpFlood
udp,OTH,60,0,121,33,udpFlood
udp,OTH,60,0,56,24,udpFlood
udp,OTH,60,0,23,23,udpFlood
udp,OTH,60,0,139,33,udpFlood
udp,OTH,60,0,129,33,udpFlood
udp,OTH,60,0,105,39,udpFlood
udp,OTH,60,0,101,34,udpFlood
udp,OTH,60,0,77,33,udpFlood
udp,OTH,60,0,119,34,udpFlood
udp,OTH,60,0,113,38,udpFlood
udp,OTH,60,0,109,33,udpFlood
udp,OTH,60,0,138,11,udpFlood
udp,OTH,60,0,114,33,udpFlood
udp,OTH,60,0,105,33,udpFlood
udp,OTH,60,0,145,33,udpFlood
udp,OTH,60,0,0,0,udpFlood
udp,OTH,60,0,101,34,udpFlood
udp,OTH,60,0,88,41,udpFlood
udp,OTH,60,0,102,33,udpFlood
udp,OTH,60,0,30,27,udpFlood
udp,OTH,60,0,138,33,udpFlood
udp,OTH,60,0,121,33,udpFlood
udp,OTH,60,0,88,40,udpFlood
udp,OTH,60,0,108,33,udpFlood
udp,OTH,60,0,111,33,udpFlood
udp,OTH,60,0,112,33,udpFlood
udp,OTH,60,0,24,24,udpFlood
udp,OTH,60,0,117,33,udpFlood
udp,OTH,60,0,143,33,udpFlood
udp,OTH,60,0,109,38,udpFlood
udp,OTH,60,0,108,33,udpFlood
udp,OTH,60,0,115,34,udpFlood
udp,OTH,60,0,118,34,udpFlood
udp,OTH,60,0,121,33,udpFlood
udp,OTH,60,0,139,20,udpFlood
udp,OTH,60,0,60,25,udpFlood
udp,OTH,60,0,112,33,udpFlood
udp,OTH,60,0,69,27,udpFlood
udp,OTH,60,0,160,33,udpFlood
udp,OTH,60,0,95,42,udpFlood
udp,OTH,60,0,128,33,udpFlood
udp,OTH,60,0,141,33,udpFlood
udp,OTH,60,0,102,40,udpFlood
udp,OTH,60,0,155,33,udpFlood
udp,OTH,60,0,108,34,udpFlood
udp,OTH,60,0,87,40,udpFlood
udp,OTH,60,0,145,33,udpFlood
udp,OTH,60,0,125,33,udpFlood
udp,OTH,60,0,86,40,udpFlood
udp,OTH,60,0,94,42,udpFlood
udp,OTH,60,0,113,34,udpFlood
udp,OTH,60,0,57,24,udpFlood
udp,OTH,60,0,140,21,udpFlood
udp,OTH,60,0,117,33,udpFlood
udp,OTH,60,0,112,33,udpFlood
udp,OTH,60,0,110,33,udpFlood
udp,OTH,60,0,45,22,udpFlood
udp,OTH,60,0,137,11,udpFlood
udp,OTH,60,0,119,35,udpFlood
udp,OTH,60,0,141,29,udpFlood
udp,OTH,60,0,141,27,udpFlood
udp,OTH,60,0,141,30,udpFlood
udp,OTH,60,0,154,33,udpFlood
udp,OTH,60,0,128,33,udpFlood
udp,OTH,60,0,106,33,udpFlood
udp,OTH,60,0,101,40,udpFlood
udp,OTH,60,0,109,33,udpFlood
udp,OTH,60,0,137,20,udpFlood
udp,OTH,60,0,86,42,udpFlood
udp,OTH,60,0,138,15,udpFlood
udp,OTH,60,0,102,33,udpFlood
udp,OTH,60,0,120,33,udpFlood
udp,OTH,60,0,116,33,udpFlood
udp,OTH,60,0,145,33,udpFlood
udp,OTH,60,0,117,34,udpFlood
udp,OTH,60,0,85,41,udpFlood
udp,OTH,60,0,101,34,udpFlood
udp,OTH,60,0,142,33,udpFlood
udp,OTH,60,0,103,33,udpFlood
udp,OTH,60,0,141,33,udpFlood
udp,OTH,60,0,93,42,udpFlood
udp,OTH,60,0,93,42,udpFlood
udp,OTH,60,0,132,33,udpFlood
udp,OTH,60,0,110,33,udpFlood
udp,OTH,60,0,135,18,udpFlood
udp,OTH,60,0,116,33,udpFlood
udp,OTH,60,0,87,42,udpFlood
udp,OTH,60,0,103,40,udpFlood
udp,OTH,60,0,143,33,udpFlood
udp,OTH,60,0,141,24,udpFlood
udp,OTH,60,0,145,33,udpFlood
udp,OTH,60,0,151,33,udpFlood
udp,OTH,60,0,15,15,udpFlood
udp,OTH,60,0,86,42,udpFlood
udp,OTH,60,0,106,33,udpFlood
udp,OTH,60,0,114,33,udpFlood
udp,OTH,60,0,8,8,udpFlood
udp,OTH,60,0,108,33,udpFlood
udp,OTH,60,0,138,33,udpFlood
udp,OTH,60,0,164,33,udpFlood
udp,OTH,60,0,49,21,udpFlood
udp,OTH,60,0,123,33,udpFlood
udp,OTH,60,0,151,33,udpFlood
udp,OTH,60,0,64,26,udpFlood
udp,OTH,60,0,125,33,udpFlood
udp,OTH,60,0,110,33,udpFlood
udp,OTH,60,0,160,33,udpFlood
udp,OTH,60,0,119,33,udpFlood
udp,OTH,60,0,142,33,udpFlood
udp,OTH,60,0,84,40,udpFlood
udp,OTH,60,0,7,7,udpFlood
udp,OTH,60,0,125,33,udpFlood
udp,OTH,60,0,86,40,udpFlood
udp,OTH,60,0,14,14,udpFlood
udp,OTH,60,0,81,42,udpFlood
udp,OTH,60,0,138,14,udpFlood
udp,OTH,60,0,91,42,udpFlood
udp,OTH,60,0,112,33,udpFlood
udp,OTH,60,0,141,34,udpFlood
udp,OTH,60,0,123,33,udpFlood
udp,OTH,60,0,131,33,udpFlood
udp,OTH,60,0,114,33,udpFlood
udp,OTH,60,0,62,25,udpFlood
udp,OTH,60,0,121,33,udpFlood
udp,OTH,60,0,112,34,udpFlood
udp,OTH,60,0,114,33,udpFlood
udp,OTH,60,0,131,33,udpFlood
udp,OTH,60,0,11,11,udpFlood
udp,OTH,60,0,145,33,udpFlood
udp,OTH,60,0,129,33,udpFlood
udp,OTH,60,0,109,33,udpFlood
udp,OTH,60,0,54,23,udpFlood
udp,OTH,60,0,136,18,udpFlood
udp,OTH,60,0,4,4,udpFlood
udp,OTH,60,0,148,33,udpFlood
udp,OTH,60,0,87,41,udpFlood
udp,OTH,60,0,142,33,udpFlood
udp,OTH,60,0,142,33,udpFlood
udp,OTH,60,0,141,33,udpFlood
udp,OTH,60,0,117,33,udpFlood
udp,OTH,60,0,153,33,udpFlood
udp,OTH,60,0,117,33,udpFlood
udp,OTH,60,0,121,33,udpFlood
udp,OTH,60,0,28,25,udpFlood
udp,OTH,60,0,160,33,udpFlood
udp,OTH,60,0,143,30,udpFlood
udp,OTH,60,0,5,5,udpFlood
udp,OTH,60,0,130,33,udpFlood
udp,OTH,60,0,142,33,udpFlood
udp,OTH,60,0,105,40,udpFlood
udp,OTH,60,0,116,33,udpFlood
udp,OTH,60,0,121,33,udpFlood
udp,OTH,60,0,80,41,udpFlood
udp,OTH,60,0,131,33,udpFlood
udp,OTH,60,0,104,34,udpFlood
udp,OTH,60,0,138,21,udpFlood
udp,OTH,60,0,89,41,udpFlood
udp,OTH,60,0,112,33,udpFlood
udp,OTH,60,0,42,34,udpFlood
udp,OTH,60,0,118,33,udpFlood
udp,OTH,60,0,108,33,udpFlood
udp,OTH,60,0,86,42,udpFlood
udp,OTH,60,0,125,33,udpFlood
udp,OTH,60,0,113,33,udpFlood
udp,OTH,60,0,110,33,udpFlood
udp,OTH,60,0,55,24,udpFlood
udp,OTH,60,0,112,34,udpFlood
udp,OTH,60,0,25,25,udpFlood
udp,OTH,60,0,113,34,udpFlood
udp,OTH,60,0,121,33,udpFlood
udp,OTH,60,0,98,41,udpFlood
udp,OTH,60,0,61,25,udpFlood
udp,OTH,60,0,161,33,udpFlood
udp,OTH,60,0,147,33,udpFlood
udp,OTH,60,0,136,33,udpFlood
udp,OTH,60,0,104,34,udpFlood
udp,OTH,60,0,112,33,udpFlood
udp,OTH,60,0,90,42,udpFlood
udp,OTH,60,0,117,33,udpFlood
udp,OTH,60,0,153,33,udpFlood
udp,OTH,60,0,103,33,udpFlood
udp,OTH,60,0,104,40,udpFlood
udp,OTH,60,0,145,33,udpFlood
udp,OTH,60,0,112,33,udpFlood
udp,OTH,60,0,121,33,udpFlood
udp,OTH,60,0,19,19,udpFlood
udp,OTH,60,0,3,3,udpFlood
udp,OTH,60,0,109,33,udpFlood
udp,OTH,60,0,161,33,udpFlood
udp,OTH,60,0,141,32,udpFlood
udp,OTH,60,0,118,36,udpFlood
udp,OTH,60,0,114,33,udpFlood
udp,OTH,60,0,153,33,udpFlood
udp,OTH,60,0,112,33,udpFlood
udp,OTH,60,0,107,33,udpFlood
udp,OTH,60,0,156,33,udpFlood
udp,OTH,60,0,105,33,udpFlood
udp,OTH,60,0,97,43,udpFlood
udp,OTH,60,0,117,33,udpFlood
udp,OTH,60,0,145,33,udpFlood
udp,OTH,60,0,141,24,udpFlood
udp,OTH,60,0,109,33,udpFlood
udp,OTH,60,0,114,33,udpFlood
udp,OTH,60,0,84,42,udpFlood
udp,OTH,60,0,40,37,udpFlood
udp,OTH,60,0,102,34,udpFlood
udp,OTH,60,0,139,17,udpFlood
udp,OTH,60,0,145,33,udpFlood
udp,OTH,60,0,145,33,udpFlood
udp,OTH,60,0,133,33,udpFlood
udp,OTH,60,0,82,42,udpFlood
udp,OTH,60,0,106,34,udpFlood
udp,OTH,60,0,50,22,udpFlood
udp,OTH,60,0,130,33,udpFlood
udp,OTH,60,0,139,17,udpFlood
udp,OTH,60,0,113,33,udpFlood
udp,OTH,60,0,109,33,udpFlood
udp,OTH,60,0,110,33,udpFlood
udp,OTH,60,0,109,33,udpFlood
udp,OTH,60,0,125,33,udpFlood
udp,OTH,60,0,117,33,udpFlood
udp,OTH,60,0,84,40,udpFlood
udp,OTH,60,0,142,33,udpFlood
udp,OTH,60,0,53,23,udpFlood
udp,OTH,60,0,138,16,udpFlood
udp,OTH,60,0,83,42,udpFlood
udp,OTH,60,0,83,41,udpFlood
udp,OTH,60,0,142,33,udpFlood
udp,OTH,60,0,153,33,udpFlood
udp,OTH,60,0,141,34,udpFlood
udp,OTH,60,0,110,33,udpFlood
udp,OTH,60,0,142,33,udpFlood
udp,OTH,60,0,95,42,udpFlood
udp,OTH,60,0,105,34,udpFlood
udp,OTH,60,0,2,2,udpFlood
udp,OTH,60,0,111,34,udpFlood
udp,OTH,60,0,6,6,udpFlood
udp,OTH,60,0,102,33,udpFlood
udp,OTH,60,0,142,33,udpFlood
udp,OTH,60,0,134,33,udpFlood
udp,OTH,60,0,145,33,udpFlood
udp,OTH,60,0,146,33,udpFlood
udp,OTH,60,0,138,12,udpFlood
udp,OTH,60,0,163,33,udpFlood
udp,OTH,60,0,98,42,udpFlood
udp,OTH,60,0,104,34,udpFlood
udp,OTH,60,0,115,37,udpFlood
udp,OTH,60,0,107,34,udpFlood
udp,OTH,60,0,114,33,udpFlood
udp,OTH,60,0,110,33,udpFlood
udp,OTH,60,0,110,33,udpFlood
tcp,S3,374,755,119,100,httpFlood
tcp,S3,386,821,200,100,httpFlood
tcp,RSTO,446,755,429,100,httpFlood
tcp,S3,377,755,915,100,httpFlood
tcp,OTH,60,0,177,33,httpFlood
tcp,RSTO,446,755,718,100,httpFlood
tcp,S3,374,755,109,100,httpFlood
tcp,RSTO,446,755,673,100,httpFlood
tcp,RSTO,446,755,479,100,httpFlood
tcp,OTH,60,0,140,31,httpFlood
tcp,OTH,66,0,35,33,httpFlood
tcp,S3,374,755,133,100,httpFlood
tcp,OTH,66,0,79,59,httpFlood
tcp,S3,374,755,169,100,httpFlood
tcp,S3,374,755,147,100,httpFlood
tcp,S3,377,755,472,100,httpFlood
tcp,RSTO,446,755,587,100,httpFlood
tcp,S3,380,755,145,100,httpFlood
tcp,OTH,66,0,129,34,httpFlood
tcp,S3,374,755,135,100,httpFlood
tcp,OTH,66,0,29,29,httpFlood
tcp,OTH,60,0,179,33,httpFlood
tcp,OTH,60,0,168,33,httpFlood
tcp,OTH,60,0,143,31,httpFlood
tcp,RSTO,446,755,476,100,httpFlood
tcp,RSTO,446,755,766,100,httpFlood
tcp,S3,377,755,951,100,httpFlood
tcp,S3,374,755,136,100,httpFlood
tcp,S3,374,755,151,100,httpFlood
tcp,S3,374,755,148,100,httpFlood
tcp,S3,374,755,178,100,httpFlood
tcp,S3,377,755,499,100,httpFlood
tcp,S3,374,755,151,100,httpFlood
tcp,S3,374,755,242,100,httpFlood
tcp,S3,377,755,519,100,httpFlood
tcp,S3,374,755,126,100,httpFlood
tcp,RSTO,446,755,757,100,httpFlood
tcp,OTH,60,0,179,33,httpFlood
tcp,S3,374,755,136,100,httpFlood
tcp,OTH,60,0,120,33,httpFlood
tcp,OTH,60,0,166,33,httpFlood
tcp,S3,374,755,150,100,httpFlood
tcp,S3,386,821,146,100,httpFlood
tcp,S3,377,755,1027,100,httpFlood
tcp,S3,374,755,159,100,httpFlood
tcp,S3,374,755,426,100,httpFlood
tcp,RSTO,446,755,328,100,httpFlood
tcp,OTH,60,0,109,33,httpFlood
tcp,OTH,60,0,180,33,httpFlood
tcp,S3,374,755,159,100,httpFlood
tcp,RSTO,446,755,370,100,httpFlood
tcp,S3,374,755,152,100,httpFlood
tcp,S3,377,755,410,100,httpFlood
tcp,S3,380,755,979,100,httpFlood
tcp,RSTO,446,755,499,100,httpFlood
tcp,OTH,66,0,180,99,httpFlood
tcp,OTH,66,0,172,99,httpFlood
tcp,S3,374,755,350,100,httpFlood
tcp,S3,464,1370,148,100,httpFlood
tcp,S3,377,755,976,100,httpFlood
tcp,RSTO,446,755,373,100,httpFlood
tcp,OTH,60,0,178,33,httpFlood
tcp,OTH,66,0,236,98,httpFlood
tcp,RSTO,446,755,639,100,httpFlood
tcp,S3,374,755,64,64,httpFlood
tcp,S3,374,755,77,98,httpFlood
tcp,S3,374,755,135,100,httpFlood
tcp,RSTO,446,755,770,100,httpFlood
tcp,S3,374,755,96,98,httpFlood
tcp,OTH,60,0,135,27,httpFlood
tcp,S3,374,755,121,100,httpFlood
tcp,S3,374,755,212,100,httpFlood
tcp,S3,380,755,150,100,httpFlood
tcp,OTH,60,0,119,31,httpFlood
tcp,OTH,60,0,179,33,httpFlood
tcp,S3,374,755,94,100,httpFlood
tcp,S3,380,755,753,100,httpFlood
tcp,S3,374,755,159,100,httpFlood
tcp,OTH,60,0,178,33,httpFlood
tcp,S3,374,755,145,100,httpFlood
tcp,S3,392,821,775,100,httpFlood
tcp,OTH,60,0,141,32,httpFlood
tcp,RSTO,446,755,792,100,httpFlood
tcp,S3,374,755,159,100,httpFlood
tcp,S3,377,755,620,100,httpFlood
tcp,S3,374,755,159,100,httpFlood
tcp,OTH,66,0,47,34,httpFlood
tcp,S3,374,755,140,100,httpFlood
tcp,S3,374,755,389,100,httpFlood
tcp,S3,374,755,151,100,httpFlood
tcp,RSTO,446,755,534,100,httpFlood
tcp,S3,374,755,191,100,httpFlood
tcp,OTH,60,0,136,33,httpFlood
tcp,S3,380,755,755,100,httpFlood
tcp,S3,374,755,150,100,httpFlood
tcp,S3,374,755,72,98,httpFlood
tcp,OTH,60,0,178,33,httpFlood
tcp,S3,374,755,133,100,httpFlood
tcp,S3,374,755,139,100,httpFlood
tcp,OTH,60,0,127,32,httpFlood
tcp,S3,374,755,157,100,httpFlood
tcp,OTH,66,0,83,56,httpFlood
tcp,S3,377,755,880,100,httpFlood
tcp,S3,380,755,939,100,httpFlood
tcp,OTH,60,0,19,19,httpFlood
tcp,OTH,60,0,138,33,httpFlood
tcp,S3,374,755,100,100,httpFlood
tcp,S3,374,755,154,100,httpFlood
tcp,OTH,66,0,122,32,httpFlood
tcp,S3,380,755,145,100,httpFlood
tcp,RSTO,446,755,622,100,httpFlood
tcp,S3,374,755,143,100,httpFlood
tcp,OTH,60,0,101,34,httpFlood
tcp,S3,374,755,142,100,httpFlood
tcp,OTH,60,0,136,31,httpFlood
tcp,RSTO,446,755,620,100,httpFlood
tcp,OTH,60,0,180,33,httpFlood
tcp,S3,374,755,22,22,httpFlood
tcp,S3,374,755,142,100,httpFlood
tcp,S3,377,755,359,70,httpFlood
tcp,S3,374,755,149,100,httpFlood
tcp,OTH,60,0,147,31,httpFlood
tcp,OTH,66,0,123,33,httpFlood
tcp,OTH,66,0,99,67,httpFlood
tcp,OTH,60,0,180,33,httpFlood
tcp,RSTO,446,755,327,100,httpFlood
tcp,S3,386,821,128,100,httpFlood
tcp,S3,464,1370,106,100,httpFlood
tcp,S3,377,755,811,99,httpFlood
tcp,OTH,66,0,54,94,httpFlood
tcp,S1,242,140,171,100,httpFlood
tcp,OTH,60,0,136,33,httpFlood
tcp,S3,374,755,154,100,httpFlood
tcp,S3,374,755,52,98,httpFlood
tcp,RSTO,446,755,737,100,httpFlood
tcp,S3,374,755,8,98,httpFlood
tcp,OTH,60,0,178,33,httpFlood
