% isAttack tcpFlood:	667
% isAttack slowRead:	667
% isAttack httpFlood:	667
% isAttack slowHeaders:	667
% isAttack udpFlood:	372
% isAttack slowBody:	667
@relation 'TCP Flood-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-5,8,18,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute count numeric
@attribute dst_host_srv_count numeric
@attribute isAttack {tcpFlood,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
tcp,S3,374,755,151,100,httpFlood
tcp,S3,374,755,155,100,httpFlood
tcp,S3,374,755,150,100,httpFlood
tcp,S1,248,140,179,100,httpFlood
tcp,OTH,66,0,270,98,httpFlood
tcp,S3,374,755,150,100,httpFlood
tcp,S3,374,755,125,100,httpFlood
tcp,RSTO,446,755,455,100,httpFlood
tcp,OTH,66,0,65,94,httpFlood
tcp,S3,374,755,150,100,httpFlood
tcp,OTH,60,0,180,33,httpFlood
tcp,S3,374,755,75,75,httpFlood
tcp,S3,374,755,144,100,httpFlood
tcp,S3,377,755,993,100,httpFlood
tcp,S3,377,755,956,100,httpFlood
tcp,S3,374,755,132,100,httpFlood
tcp,RSTO,446,755,633,100,httpFlood
tcp,S3,380,755,754,100,httpFlood
tcp,S3,374,755,153,100,httpFlood
tcp,RSTO,446,755,738,100,httpFlood
tcp,OTH,66,0,74,94,httpFlood
tcp,OTH,60,0,171,33,httpFlood
tcp,S3,377,755,935,100,httpFlood
tcp,S3,380,755,905,100,httpFlood
tcp,OTH,60,0,174,33,httpFlood
tcp,RSTO,446,755,692,100,httpFlood
tcp,S3,374,755,149,100,httpFlood
tcp,S3,374,755,152,100,httpFlood
tcp,S3,374,755,147,100,httpFlood
tcp,OTH,66,0,66,44,httpFlood
tcp,S3,380,755,978,100,httpFlood
tcp,OTH,66,0,20,75,httpFlood
tcp,S3,374,755,149,100,httpFlood
tcp,S3,377,755,760,99,httpFlood
tcp,S3,374,755,5,5,httpFlood
tcp,RSTO,446,755,522,100,httpFlood
tcp,RSTO,446,755,541,100,httpFlood
tcp,S3,374,755,153,100,httpFlood
tcp,RSTO,446,755,490,100,httpFlood
tcp,S3,377,755,657,100,httpFlood
tcp,OTH,66,0,82,94,httpFlood
tcp,S3,374,755,100,100,httpFlood
tcp,S3,374,755,110,100,httpFlood
tcp,S3,374,755,163,100,httpFlood
tcp,OTH,66,0,21,21,httpFlood
tcp,S3,374,755,359,100,httpFlood
tcp,OTH,60,0,167,33,httpFlood
tcp,S3,380,755,758,100,httpFlood
tcp,S3,374,755,146,100,httpFlood
tcp,S3,374,755,146,100,httpFlood
tcp,S3,392,821,749,100,httpFlood
tcp,OTH,60,0,170,33,httpFlood
tcp,S3,374,755,163,100,httpFlood
tcp,S3,374,755,135,100,httpFlood
tcp,S3,374,755,264,100,httpFlood
tcp,S3,377,755,470,100,httpFlood
tcp,S3,374,755,140,94,httpFlood
tcp,OTH,66,0,25,80,httpFlood
tcp,OTH,66,0,155,100,httpFlood
tcp,RSTO,446,755,841,100,httpFlood
tcp,S3,377,755,714,100,httpFlood
tcp,S3,374,755,62,62,httpFlood
tcp,S3,374,755,146,100,httpFlood
tcp,OTH,60,0,179,33,httpFlood
tcp,S3,377,755,358,69,httpFlood
tcp,RSTO,446,755,536,100,httpFlood
tcp,OTH,60,0,178,33,httpFlood
tcp,OTH,60,0,177,33,httpFlood
tcp,OTH,60,0,132,31,httpFlood
tcp,S3,374,755,151,100,httpFlood
tcp,OTH,66,0,114,27,httpFlood
tcp,S3,374,755,141,100,httpFlood
tcp,OTH,66,0,186,98,httpFlood
tcp,S3,374,755,47,98,httpFlood
tcp,S1,242,140,151,100,httpFlood
tcp,RSTO,446,755,480,100,httpFlood
tcp,S3,374,755,150,100,httpFlood
tcp,OTH,66,0,171,100,httpFlood
tcp,S3,377,755,307,35,httpFlood
tcp,OTH,66,0,237,98,httpFlood
tcp,S1,242,140,185,100,httpFlood
tcp,S3,374,755,168,100,httpFlood
tcp,S3,374,755,81,81,httpFlood
tcp,S3,380,755,766,100,httpFlood
tcp,S3,374,755,112,75,httpFlood
tcp,RSTO,446,755,500,100,httpFlood
tcp,OTH,66,0,55,37,httpFlood
tcp,S3,380,755,933,100,httpFlood
tcp,OTH,66,0,153,100,httpFlood
tcp,S3,377,755,849,99,httpFlood
tcp,S3,374,755,158,100,httpFlood
tcp,OTH,60,0,167,33,httpFlood
tcp,S3,374,755,120,100,httpFlood
tcp,S3,374,755,70,70,httpFlood
tcp,S3,374,755,230,100,httpFlood
tcp,OTH,60,0,179,33,httpFlood
tcp,S3,374,755,169,100,httpFlood
tcp,S3,377,755,494,100,httpFlood
tcp,OTH,60,0,178,33,httpFlood
tcp,OTH,60,0,147,31,httpFlood
tcp,S3,386,821,123,100,httpFlood
tcp,S3,374,755,174,100,httpFlood
tcp,S3,380,755,163,100,httpFlood
tcp,S3,374,755,144,100,httpFlood
tcp,S3,377,755,394,94,httpFlood
tcp,OTH,66,0,125,100,httpFlood
tcp,S3,374,755,186,100,httpFlood
tcp,OTH,66,0,249,98,httpFlood
tcp,S3,377,755,1009,100,httpFlood
tcp,S3,374,755,127,100,httpFlood
tcp,S3,374,755,151,100,httpFlood
tcp,S3,377,755,1026,100,httpFlood
tcp,OTH,60,0,7,7,httpFlood
tcp,S1,242,140,457,100,httpFlood
tcp,OTH,60,0,25,25,httpFlood
tcp,S3,377,755,466,100,httpFlood
tcp,S3,377,755,644,100,httpFlood
tcp,S3,374,755,59,59,httpFlood
tcp,OTH,60,0,172,33,httpFlood
tcp,S3,377,755,623,100,httpFlood
tcp,S1,248,140,213,100,httpFlood
tcp,S3,374,755,130,100,httpFlood
tcp,RSTO,446,755,783,100,httpFlood
tcp,OTH,66,0,191,98,httpFlood
tcp,S3,374,755,144,100,httpFlood
tcp,S3,374,755,132,100,httpFlood
tcp,S3,377,755,362,72,httpFlood
tcp,S3,386,821,372,100,httpFlood
tcp,S3,374,755,157,100,httpFlood
tcp,S3,464,1370,109,100,httpFlood
tcp,S3,374,755,66,66,httpFlood
tcp,OTH,66,0,166,100,httpFlood
tcp,S3,374,755,111,100,httpFlood
tcp,S3,374,755,123,100,httpFlood
tcp,S3,377,755,727,100,httpFlood
tcp,S3,374,755,71,71,httpFlood
tcp,OTH,66,0,24,24,httpFlood
tcp,OTH,60,0,52,33,httpFlood
tcp,S3,374,755,144,100,httpFlood
tcp,S3,377,755,817,99,httpFlood
tcp,S3,374,755,148,100,httpFlood
tcp,S3,392,821,760,100,httpFlood
tcp,S3,377,755,917,100,httpFlood
tcp,S3,377,755,486,100,httpFlood
tcp,S3,374,755,86,86,httpFlood
tcp,S3,374,755,141,100,httpFlood
tcp,S3,377,755,646,100,httpFlood
tcp,S3,380,755,869,100,httpFlood
tcp,RSTO,446,755,532,100,httpFlood
tcp,S3,374,755,151,100,httpFlood
tcp,OTH,66,0,160,100,httpFlood
tcp,RSTO,446,755,517,100,httpFlood
tcp,S3,374,755,161,100,httpFlood
tcp,OTH,66,0,51,34,httpFlood
tcp,S3,380,755,947,100,httpFlood
tcp,S3,374,755,136,100,httpFlood
tcp,OTH,66,0,288,100,httpFlood
tcp,S3,374,755,165,100,httpFlood
tcp,S3,374,755,142,100,httpFlood
tcp,RSTO,446,755,580,100,httpFlood
tcp,S3,374,755,131,100,httpFlood
tcp,OTH,60,0,177,33,httpFlood
tcp,S3,377,755,955,100,httpFlood
tcp,S3,374,755,54,54,httpFlood
tcp,S3,374,755,13,13,httpFlood
tcp,OTH,66,0,156,100,httpFlood
tcp,RSTO,446,755,431,100,httpFlood
tcp,S3,374,755,142,100,httpFlood
tcp,S3,377,755,325,47,httpFlood
tcp,S3,377,755,556,100,httpFlood
tcp,S3,374,755,341,100,httpFlood
tcp,S3,380,755,967,100,httpFlood
tcp,S3,377,755,607,100,httpFlood
tcp,S3,374,755,142,100,httpFlood
tcp,RSTO,446,755,839,100,httpFlood
tcp,S3,374,755,97,97,httpFlood
tcp,OTH,60,0,179,33,httpFlood
tcp,S3,377,755,378,83,httpFlood
tcp,OTH,60,0,129,32,httpFlood
tcp,OTH,60,0,124,33,httpFlood
tcp,OTH,66,0,145,45,httpFlood
tcp,OTH,60,0,95,37,httpFlood
tcp,OTH,60,0,142,31,httpFlood
tcp,OTH,66,0,98,100,httpFlood
tcp,OTH,66,0,112,100,httpFlood
tcp,S3,377,755,563,100,httpFlood
tcp,OTH,66,0,14,14,httpFlood
tcp,S3,374,755,378,100,httpFlood
tcp,OTH,66,0,50,42,httpFlood
tcp,S3,374,755,148,100,httpFlood
tcp,S3,374,755,143,95,httpFlood
tcp,S3,377,755,958,100,httpFlood
tcp,OTH,60,0,136,33,httpFlood
tcp,S3,374,755,151,100,httpFlood
tcp,S3,374,755,159,100,httpFlood
tcp,S3,377,755,905,100,httpFlood
tcp,S3,374,755,78,78,httpFlood
tcp,OTH,66,0,309,100,httpFlood
tcp,S3,377,755,570,100,httpFlood
tcp,S3,380,755,159,100,httpFlood
tcp,S3,377,755,321,44,httpFlood
tcp,S1,248,140,204,100,httpFlood
tcp,S3,374,755,107,100,httpFlood
tcp,OTH,60,0,179,33,httpFlood
tcp,RSTO,446,755,608,100,httpFlood
tcp,S3,377,755,476,100,httpFlood
tcp,RSTO,446,755,747,100,httpFlood
tcp,OTH,60,0,134,36,httpFlood
tcp,S3,374,755,80,80,httpFlood
tcp,S3,380,755,945,100,httpFlood
tcp,S3,374,755,126,100,httpFlood
tcp,S3,374,755,96,100,httpFlood
tcp,S3,377,755,614,100,httpFlood
tcp,OTH,60,0,158,33,httpFlood
tcp,S3,377,755,433,100,httpFlood
tcp,RSTO,446,755,383,100,httpFlood
tcp,S3,380,755,906,100,httpFlood
tcp,S3,374,755,283,100,httpFlood
tcp,S3,374,755,41,41,httpFlood
tcp,OTH,66,0,144,100,httpFlood
tcp,S3,374,755,323,100,httpFlood
tcp,S3,374,755,134,100,httpFlood
tcp,S3,374,755,56,56,httpFlood
tcp,OTH,60,0,112,32,httpFlood
tcp,S3,377,755,674,100,httpFlood
tcp,S3,377,755,1014,100,httpFlood
tcp,S3,386,821,147,100,httpFlood
tcp,S3,374,755,154,100,httpFlood
tcp,OTH,66,0,234,98,httpFlood
tcp,OTH,66,0,77,55,httpFlood
tcp,S3,374,755,221,100,httpFlood
tcp,RSTO,446,755,584,100,httpFlood
tcp,S3,374,755,13,98,httpFlood
tcp,RSTO,446,755,828,100,httpFlood
tcp,S3,374,755,4,4,httpFlood
tcp,S3,377,755,861,100,httpFlood
tcp,S3,380,755,144,100,httpFlood
tcp,OTH,60,0,32,32,httpFlood
tcp,OTH,60,0,179,33,httpFlood
tcp,S3,380,755,757,100,httpFlood
tcp,OTH,60,0,155,33,httpFlood
tcp,RSTO,446,755,575,100,httpFlood
tcp,S1,242,140,161,100,httpFlood
tcp,S3,374,755,111,100,httpFlood
tcp,RSTO,446,755,811,100,httpFlood
tcp,RSTO,446,755,412,100,httpFlood
tcp,OTH,60,0,114,32,httpFlood
tcp,OTH,66,0,50,94,httpFlood
tcp,OTH,60,0,119,31,httpFlood
tcp,RSTO,446,755,765,100,httpFlood
tcp,S3,377,755,818,99,httpFlood
tcp,OTH,60,0,119,31,httpFlood
tcp,S3,377,755,661,100,httpFlood
tcp,S3,374,755,156,100,httpFlood
tcp,S3,374,755,147,100,httpFlood
tcp,S3,374,755,156,100,httpFlood
tcp,S3,374,755,117,100,httpFlood
tcp,OTH,60,0,133,33,httpFlood
tcp,S3,374,755,396,100,httpFlood
tcp,S3,374,755,25,98,httpFlood
tcp,S3,374,755,148,100,httpFlood
tcp,S3,374,755,152,100,httpFlood
tcp,RSTO,446,755,340,100,httpFlood
tcp,S3,374,755,115,100,httpFlood
tcp,S3,380,755,994,100,httpFlood
tcp,RSTO,446,755,660,100,httpFlood
tcp,S3,380,755,145,100,httpFlood
tcp,RSTO,446,755,567,100,httpFlood
tcp,S3,374,755,147,100,httpFlood
tcp,S3,377,755,757,99,httpFlood
tcp,S3,377,755,844,99,httpFlood
tcp,S3,374,755,63,98,httpFlood
tcp,S3,374,755,97,97,httpFlood
tcp,S3,377,755,952,100,httpFlood
tcp,OTH,66,0,119,30,httpFlood
tcp,OTH,66,0,93,99,httpFlood
tcp,S3,374,755,127,100,httpFlood
tcp,OTH,60,0,47,33,httpFlood
tcp,S3,377,755,344,60,httpFlood
tcp,OTH,60,0,128,32,httpFlood
tcp,S3,374,755,153,100,httpFlood
tcp,OTH,60,0,178,33,httpFlood
tcp,S3,374,755,139,100,httpFlood
tcp,S3,374,755,145,100,httpFlood
tcp,OTH,60,0,177,33,httpFlood
tcp,RSTO,446,755,371,100,httpFlood
tcp,S3,377,755,975,100,httpFlood
tcp,S3,374,755,400,100,httpFlood
tcp,OTH,60,0,142,32,httpFlood
tcp,OTH,66,0,76,58,httpFlood
tcp,S3,374,755,166,100,httpFlood
tcp,S3,374,755,147,100,httpFlood
tcp,S3,374,755,83,83,httpFlood
tcp,S3,374,755,12,12,httpFlood
tcp,RSTO,446,755,404,100,httpFlood
tcp,OTH,66,0,94,100,httpFlood
tcp,S3,374,755,149,100,httpFlood
tcp,S3,374,755,146,100,httpFlood
tcp,OTH,60,0,180,33,httpFlood
tcp,RSTO,446,755,782,100,httpFlood
tcp,OTH,66,0,3,3,httpFlood
tcp,S3,377,755,338,56,httpFlood
tcp,OTH,60,0,130,32,httpFlood
tcp,S3,374,755,129,100,httpFlood
tcp,S3,374,755,151,100,httpFlood
tcp,S3,380,755,875,100,httpFlood
tcp,S3,374,755,161,100,httpFlood
tcp,S3,377,755,459,100,httpFlood
tcp,S3,374,755,176,100,httpFlood
tcp,S3,374,755,157,100,httpFlood
tcp,OTH,66,0,41,30,httpFlood
tcp,OTH,60,0,137,19,httpFlood
tcp,OTH,66,0,280,99,httpFlood
tcp,S3,452,821,89,100,httpFlood
tcp,S3,374,755,34,34,httpFlood
tcp,S3,377,755,640,100,httpFlood
tcp,OTH,66,0,75,53,httpFlood
tcp,OTH,66,0,15,15,httpFlood
tcp,S3,377,755,930,100,httpFlood
tcp,S3,374,755,122,100,httpFlood
tcp,OTH,66,0,132,100,httpFlood
tcp,S3,374,755,140,100,httpFlood
tcp,S3,374,755,61,98,httpFlood
tcp,OTH,60,0,172,33,httpFlood
tcp,S3,377,755,848,99,httpFlood
tcp,OTH,60,0,179,33,httpFlood
tcp,S3,374,755,140,100,httpFlood
tcp,S3,377,755,548,100,httpFlood
tcp,OTH,66,0,13,13,httpFlood
tcp,S3,377,755,716,100,httpFlood
tcp,S3,374,755,190,100,httpFlood
tcp,OTH,60,0,99,35,httpFlood
tcp,RSTO,446,755,363,100,httpFlood
tcp,S3,374,755,69,69,httpFlood
tcp,OTH,60,0,138,33,httpFlood
tcp,OTH,66,0,20,20,httpFlood
tcp,RSTO,446,755,663,100,httpFlood
tcp,S3,374,755,132,100,httpFlood
tcp,S3,374,755,152,100,httpFlood
tcp,OTH,60,0,180,33,httpFlood
tcp,S3,374,755,153,100,httpFlood
tcp,RSTO,446,755,661,100,httpFlood
tcp,RSTO,446,755,605,100,httpFlood
tcp,S3,374,755,134,100,httpFlood
tcp,S3,374,755,262,100,httpFlood
tcp,S3,374,755,125,100,httpFlood
tcp,OTH,66,0,3,3,httpFlood
tcp,OTH,60,0,177,33,httpFlood
tcp,S3,377,755,1028,100,httpFlood
tcp,S3,380,755,928,100,httpFlood
tcp,S1,242,140,449,100,httpFlood
tcp,S3,374,755,150,100,httpFlood
tcp,S3,377,755,428,100,httpFlood
tcp,S3,380,755,162,100,httpFlood
tcp,OTH,60,0,159,33,httpFlood
tcp,S3,374,755,322,100,httpFlood
tcp,S3,374,755,93,93,httpFlood
tcp,OTH,60,0,73,21,httpFlood
tcp,RSTO,446,755,514,100,httpFlood
tcp,S3,374,755,158,100,httpFlood
tcp,RSTO,446,755,676,100,httpFlood
tcp,OTH,60,0,178,33,httpFlood
tcp,RSTO,446,755,428,100,httpFlood
tcp,OTH,60,0,137,11,httpFlood
tcp,RSTO,446,755,402,100,httpFlood
tcp,RSTO,446,755,553,100,httpFlood
tcp,S3,377,755,453,100,httpFlood
tcp,S3,392,821,753,100,httpFlood
tcp,OTH,66,0,322,100,httpFlood
tcp,S3,374,755,156,100,httpFlood
tcp,S3,374,755,154,100,httpFlood
tcp,OTH,60,0,179,33,httpFlood
tcp,S3,374,755,101,100,httpFlood
tcp,S3,374,755,134,100,httpFlood
tcp,RSTO,446,755,460,100,httpFlood
tcp,S3,374,755,146,100,httpFlood
tcp,S3,374,755,141,100,httpFlood
tcp,S1,242,140,183,100,httpFlood
tcp,S1,242,140,445,100,httpFlood
tcp,OTH,60,0,179,33,httpFlood
tcp,RSTO,446,755,471,100,httpFlood
tcp,S3,374,755,151,100,httpFlood
tcp,OTH,60,0,125,32,httpFlood
tcp,OTH,66,0,44,31,httpFlood
tcp,S3,386,821,65,65,httpFlood
tcp,OTH,66,0,306,100,httpFlood
tcp,S3,380,755,954,100,httpFlood
tcp,S3,374,755,220,100,httpFlood
tcp,S3,374,755,38,38,httpFlood
tcp,S3,374,755,150,100,httpFlood
tcp,S3,377,755,384,87,httpFlood
tcp,S3,377,755,829,99,httpFlood
tcp,OTH,60,0,177,33,httpFlood
tcp,S3,374,755,141,100,httpFlood
tcp,OTH,66,0,6,66,httpFlood
tcp,OTH,60,0,144,31,httpFlood
tcp,OTH,60,0,135,25,httpFlood
tcp,RSTO,446,755,612,100,httpFlood
tcp,S3,374,755,171,100,httpFlood
tcp,S3,374,755,37,37,httpFlood
tcp,OTH,66,0,89,96,httpFlood
tcp,S3,374,755,142,100,httpFlood
tcp,S3,374,755,123,100,httpFlood
tcp,S3,374,755,85,98,httpFlood
tcp,S3,374,755,33,98,httpFlood
tcp,S1,248,140,217,100,httpFlood
tcp,OTH,66,0,31,31,httpFlood
tcp,S3,374,755,157,100,httpFlood
tcp,RSTO,446,755,523,100,httpFlood
tcp,OTH,66,0,116,28,httpFlood
tcp,S3,377,755,430,100,httpFlood
tcp,S3,380,755,135,100,httpFlood
tcp,S3,374,755,157,100,httpFlood
tcp,S3,374,755,165,100,httpFlood
tcp,OTH,60,0,140,14,httpFlood
tcp,S3,374,755,121,100,httpFlood
tcp,OTH,66,0,181,99,httpFlood
tcp,S3,377,755,547,100,httpFlood
tcp,RSTO,446,755,420,100,httpFlood
tcp,OTH,60,0,20,20,httpFlood
tcp,S3,374,755,130,100,httpFlood
tcp,OTH,66,0,232,98,httpFlood
tcp,S3,374,755,134,100,httpFlood
tcp,S3,374,755,155,100,httpFlood
tcp,OTH,60,0,170,33,httpFlood
tcp,OTH,66,0,205,98,httpFlood
tcp,S3,374,755,177,100,httpFlood
tcp,RSTO,446,755,510,100,httpFlood
tcp,S3,377,755,643,100,httpFlood
tcp,OTH,60,0,63,30,httpFlood
tcp,S3,374,755,144,100,httpFlood
tcp,S3,374,755,11,98,httpFlood
tcp,S3,374,755,123,82,httpFlood
tcp,S3,377,755,540,100,httpFlood
tcp,RSTO,446,755,588,100,httpFlood
tcp,S3,374,755,140,100,httpFlood
tcp,S3,377,755,345,61,httpFlood
tcp,S3,374,755,103,100,httpFlood
tcp,RSTO,446,755,706,100,httpFlood
tcp,S3,374,755,301,100,httpFlood
tcp,S3,374,755,97,100,httpFlood
tcp,OTH,60,0,138,33,httpFlood
tcp,OTH,66,0,47,94,httpFlood
tcp,S3,377,755,539,100,httpFlood
tcp,RSTO,446,755,707,100,httpFlood
tcp,OTH,60,0,113,33,httpFlood
tcp,OTH,60,0,168,33,httpFlood
tcp,S3,377,755,989,100,httpFlood
tcp,RSTO,446,755,515,100,httpFlood
tcp,S3,374,755,140,100,httpFlood
tcp,S3,374,755,137,100,httpFlood
tcp,S3,377,755,963,100,httpFlood
tcp,S1,245,140,1035,100,httpFlood
tcp,S3,374,755,114,100,httpFlood
tcp,OTH,60,0,129,33,httpFlood
tcp,S3,377,755,703,100,httpFlood
tcp,OTH,66,0,168,100,httpFlood
tcp,S3,374,755,154,100,httpFlood
tcp,OTH,60,0,136,33,httpFlood
tcp,S3,374,755,170,100,httpFlood
tcp,RSTO,446,755,427,100,httpFlood
tcp,OTH,66,0,126,100,httpFlood
tcp,OTH,60,0,92,35,httpFlood
tcp,S3,374,755,24,24,httpFlood
tcp,S3,374,755,160,100,httpFlood
tcp,S3,377,755,626,100,httpFlood
tcp,S3,377,755,749,100,httpFlood
tcp,S3,374,755,67,67,httpFlood
tcp,S3,374,755,156,100,httpFlood
tcp,S3,380,755,143,100,httpFlood
tcp,RSTO,446,755,674,100,httpFlood
tcp,S3,377,755,602,100,httpFlood
tcp,OTH,60,0,15,15,httpFlood
tcp,S3,374,755,164,100,httpFlood
tcp,OTH,60,0,62,31,httpFlood
tcp,S3,464,1370,107,100,httpFlood
tcp,S3,377,755,342,59,httpFlood
tcp,S1,242,140,178,100,httpFlood
tcp,S3,377,755,776,99,httpFlood
tcp,S3,377,755,815,99,httpFlood
tcp,S3,374,755,147,100,httpFlood
tcp,S3,374,755,139,100,httpFlood
tcp,S3,374,755,345,100,httpFlood
tcp,RSTO,446,755,557,100,httpFlood
tcp,S3,374,755,174,100,httpFlood
tcp,S3,377,755,689,100,httpFlood
tcp,S3,377,755,732,100,httpFlood
tcp,RSTO,446,755,713,100,httpFlood
tcp,S3,374,755,196,100,httpFlood
tcp,S3,380,755,989,100,httpFlood
tcp,S3,374,755,98,98,httpFlood
tcp,S3,374,755,57,57,httpFlood
tcp,S3,377,755,700,100,httpFlood
tcp,OTH,66,0,63,42,httpFlood
tcp,S3,374,755,139,100,httpFlood
tcp,S3,380,755,861,100,httpFlood
tcp,S3,374,755,155,100,httpFlood
tcp,OTH,60,0,172,33,httpFlood
tcp,S3,380,755,165,100,httpFlood
tcp,S3,374,755,155,100,httpFlood
tcp,S3,374,755,255,100,httpFlood
tcp,S3,374,755,64,64,httpFlood
tcp,OTH,66,0,7,7,httpFlood
tcp,S3,374,755,137,100,httpFlood
tcp,S3,374,755,92,100,httpFlood
tcp,RSTO,446,755,847,100,httpFlood
tcp,OTH,60,0,61,32,httpFlood
tcp,OTH,66,0,20,20,httpFlood
tcp,S3,374,755,145,100,httpFlood
tcp,S3,374,755,137,100,httpFlood
tcp,S3,374,755,46,46,httpFlood
tcp,S3,374,755,394,100,httpFlood
tcp,S3,374,755,130,100,httpFlood
tcp,S3,374,755,127,100,httpFlood
tcp,S3,374,755,151,100,httpFlood
tcp,S3,377,755,785,99,httpFlood
tcp,S3,374,755,151,100,httpFlood
tcp,S3,374,755,15,98,httpFlood
tcp,OTH,60,0,124,33,httpFlood
tcp,OTH,60,0,165,33,httpFlood
tcp,S3,374,755,120,100,httpFlood
tcp,S3,380,755,143,100,httpFlood
tcp,S3,374,755,147,100,httpFlood
tcp,S3,377,755,593,100,httpFlood
tcp,S1,248,140,176,100,httpFlood
tcp,S3,377,755,882,100,httpFlood
tcp,S3,374,755,76,76,httpFlood
tcp,OTH,60,0,164,33,httpFlood
tcp,RSTO,446,755,582,100,httpFlood
tcp,S3,374,755,145,100,httpFlood
tcp,S1,370,0,661,100,slowBody
tcp,OTH,60,0,489,78,slowBody
tcp,S1,296,0,64,65,slowBody
tcp,OTH,60,0,959,45,slowBody
tcp,S1,296,0,391,100,slowBody
tcp,RSTO,1160,958,25,40,slowBody
tcp,OTH,60,0,776,35,slowBody
tcp,S1,296,0,239,100,slowBody
tcp,OTH,60,0,820,38,slowBody
tcp,OTH,177,0,25,33,slowBody
tcp,S1,296,0,484,100,slowBody
tcp,S1,370,0,48,100,slowBody
tcp,S1,296,0,707,100,slowBody
tcp,S1,680,206,44,74,slowBody
tcp,OTH,66,0,460,88,slowBody
tcp,OTH,122,0,83,50,slowBody
tcp,S1,370,0,539,100,slowBody
tcp,S1,370,0,215,99,slowBody
tcp,S1,296,0,272,100,slowBody
tcp,OTH,117,0,111,50,slowBody
tcp,OTH,101,0,221,50,slowBody
tcp,OTH,109,0,93,50,slowBody
tcp,S1,148,0,29,75,slowBody
tcp,S1,370,0,325,100,slowBody
tcp,OTH,60,0,863,38,slowBody
tcp,S1,296,0,530,100,slowBody
tcp,S1,148,0,117,100,slowBody
tcp,OTH,60,0,500,70,slowBody
tcp,S1,296,0,400,100,slowBody
tcp,S1,296,0,350,100,slowBody
tcp,S1,296,0,408,100,slowBody
tcp,S1,222,0,821,100,slowBody
tcp,S1,222,0,477,100,slowBody
tcp,S1,637,206,147,100,slowBody
tcp,S1,222,0,732,100,slowBody
tcp,OTH,60,0,889,23,slowBody
tcp,S1,370,0,602,100,slowBody
tcp,OTH,60,0,693,53,slowBody
tcp,OTH,54,0,5,8,slowBody
tcp,S1,296,0,65,100,slowBody
tcp,S1,370,0,607,100,slowBody
tcp,OTH,60,0,980,45,slowBody
tcp,S1,222,0,865,100,slowBody
tcp,OTH,105,0,119,50,slowBody
tcp,S1,296,0,111,100,slowBody
tcp,RSTO,1106,958,166,100,slowBody
tcp,OTH,114,0,266,50,slowBody
tcp,OTH,66,0,492,86,slowBody
tcp,S1,370,0,484,100,slowBody
tcp,S1,222,0,600,100,slowBody
tcp,OTH,66,0,431,80,slowBody
tcp,S1,222,0,482,100,slowBody
tcp,OTH,66,0,444,80,slowBody
tcp,S2,1385,140,121,100,slowBody
tcp,RSTO,886,953,149,99,slowBody
tcp,S1,296,0,628,100,slowBody
tcp,OTH,60,0,366,87,slowBody
tcp,S1,296,0,432,100,slowBody
tcp,S1,370,0,358,100,slowBody
tcp,OTH,60,0,792,36,slowBody
tcp,S1,370,0,227,100,slowBody
tcp,S1,222,0,663,100,slowBody
tcp,S2,4679,74,616,100,slowBody
tcp,S1,296,0,408,100,slowBody
tcp,S1,296,0,101,100,slowBody
tcp,OTH,66,0,316,67,slowBody
tcp,S1,74,0,216,100,slowBody
tcp,OTH,66,0,437,80,slowBody
tcp,OTH,60,0,995,53,slowBody
tcp,S1,370,0,303,100,slowBody
tcp,S1,370,0,466,100,slowBody
tcp,OTH,66,0,433,89,slowBody
tcp,RSTO,1090,892,39,64,slowBody
tcp,S1,370,0,639,100,slowBody
tcp,OTH,102,0,89,50,slowBody
tcp,S1,370,0,191,100,slowBody
tcp,S1,296,0,775,100,slowBody
tcp,RSTO,1113,958,98,100,slowBody
tcp,S1,148,0,428,100,slowBody
tcp,OTH,77,0,101,50,slowBody
tcp,S1,296,0,619,100,slowBody
tcp,RSTO,1114,1024,143,100,slowBody
tcp,OTH,60,0,798,37,slowBody
tcp,S1,370,0,121,100,slowBody
tcp,RSTO,869,1019,86,93,slowBody
tcp,OTH,60,0,669,70,slowBody
tcp,S1,296,0,303,100,slowBody
tcp,S1,370,0,305,100,slowBody
tcp,RSTO,1191,1024,186,100,slowBody
tcp,RSTO,1107,892,155,100,slowBody
tcp,S1,296,0,964,100,slowBody
tcp,S1,74,0,78,90,slowBody
tcp,OTH,60,0,660,47,slowBody
tcp,S1,74,0,29,72,slowBody
tcp,RSTO,5224,838,8,59,slowBody
tcp,OTH,129,0,55,51,slowBody
tcp,S1,370,0,281,100,slowBody
tcp,S1,665,140,476,94,slowBody
tcp,S1,296,0,75,100,slowBody
tcp,S1,148,0,351,100,slowBody
tcp,OTH,66,0,484,86,slowBody
tcp,S1,296,0,208,100,slowBody
tcp,OTH,60,0,1063,51,slowBody
tcp,S1,548,140,494,89,slowBody
tcp,OTH,60,0,776,30,slowBody
tcp,OTH,60,0,1112,51,slowBody
