% isAttack normal:	1332
% isAttack highrate:	1260
% isAttack lowrate:	1332
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:highrate, udpFlood:highrate, httpFlood:highrate, slowBody:lowrate, slowHeaders:lowrate, slowRead:lowrate-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3,11,20,22,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute srv_serror_rate numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {normal,highrate,lowrate}

@data
S3,0.02,0,0,highrate
OTH,0,0,0,highrate
S3,0.81,0,0,highrate
OTH,0,0,0,highrate
S3,0.53,0,0,highrate
S1,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0.51,0.35,highrate
OTH,0,0,0,highrate
S3,0.11,0,0,highrate
RSTO,0,0,0,highrate
S3,0.67,0,0,highrate
S3,1,0,0,highrate
S1,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S1,1,0,0,highrate
S3,1,0,0,highrate
S3,0.75,0,0,highrate
S3,0.64,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
S3,0.81,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
S3,0.7,0,0,highrate
OTH,0,0,0,highrate
S3,0.8,0,0,highrate
S3,1,0,0,highrate
S3,0.37,0.11,0.07,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,0.05,0,0,highrate
S3,1,0,0,highrate
S3,0.37,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,0.54,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,0.81,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,0.25,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,0.77,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,0.81,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,0.81,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
S1,1,0,0,highrate
S3,1,0,0,highrate
S3,0.14,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,0.41,0,0,highrate
S1,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,0.65,0,0,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,0.25,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
S3,0.11,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,0.81,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,0.59,0,0,highrate
OTH,0,0,0,highrate
RSTO,0,0,0,highrate
S3,0.77,0,0,highrate
S3,1,0,0,highrate
S3,0.93,0,0,highrate
RSTO,0,0,0,highrate
S3,0.56,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,0.29,0.31,0.19,highrate
RSTO,0,0,0,highrate
RSTO,0,0,0,highrate
S3,0.47,0,0,highrate
RSTO,0,0,0,highrate
S3,0.03,0,0,highrate
S3,0.35,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,0.49,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,0.24,0,0,highrate
S3,1,0,0,highrate
S3,0.78,0,0,highrate
S3,0.62,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,0.05,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,0.8,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,0.12,0.74,0.58,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
S3,0.83,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,0.83,0,0,highrate
S3,0.74,0,0,highrate
S3,0.76,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S1,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
S3,0.72,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,0.76,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,0.71,0,0,highrate
S3,0.31,0,0,highrate
S3,0.78,0,0,highrate
S3,0.94,0,0,highrate
S3,0.75,0,0,highrate
S3,0.17,0.62,0.45,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S1,1,0,0,highrate
S3,0.73,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,0.78,0,0,highrate
S3,0.25,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
RSTO,0,0,0,highrate
S3,0.45,0,0,highrate
S3,1,0,0,highrate
S3,0.65,0,0,highrate
S3,0.5,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
S3,0.82,0,0,highrate
S3,0.36,0.13,0.07,highrate
S3,1,0,0,highrate
OTH,0,0,0.46,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,0.69,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,0.74,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,0.6,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
RSTO,0,0,0,highrate
RSTO,0,0,0,highrate
S3,0.72,0,0,highrate
S3,1,0,0,highrate
S3,0.82,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,0.65,0,0,highrate
OTH,0,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S1,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,0.04,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,0.82,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
RSTO,0,0,0,highrate
OTH,0,0,0,highrate
S3,0.08,0,0,highrate
RSTO,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,0.08,0.83,0.71,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S1,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0.9,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0.63,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
S3,0.82,0,0,highrate
S3,0.46,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S1,1,0,0,highrate
S3,1,0,0,highrate
S1,1,0,0,highrate
OTH,0,0,0,highrate
S3,0.84,0,0,highrate
OTH,0,0,0,highrate
S3,0.63,0,0,highrate
OTH,0,0,0,highrate
S1,1,0,0,highrate
RSTO,0,0,0,highrate
S3,0.25,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S1,1,0,0,highrate
OTH,0,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,0.7,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,0.35,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,0.25,0,0,highrate
OTH,0,0,0,highrate
S3,0.18,0.6,0.43,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,0.8,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,0.79,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,0.79,0,0,highrate
RSTO,0,0,0,highrate
S3,0.69,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,0.07,0,0,highrate
S3,0.77,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0.63,highrate
S3,1,0,0,highrate
S3,0.72,0,0,highrate
S3,0.78,0,0,highrate
OTH,0,0,0.1,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,0.41,0,0.01,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,0.76,0,0,highrate
S3,0.37,0.12,0.07,highrate
S3,1,0,0,highrate
S3,0.56,0,0,highrate
S3,1,0,0,highrate
S3,0.2,0.55,0.39,highrate
S3,1,0,0,highrate
S3,0.67,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,0.51,0,0,highrate
S3,0.51,0,0,highrate
OTH,0,0,0,highrate
RSTO,0,0,0,highrate
S3,1,0,0,highrate
S1,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,0.69,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
RSTO,0,0,0,highrate
S3,0.81,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,0.05,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,0.68,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,0.34,0.19,0.11,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,0.42,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
S3,0.3,0,0,highrate
S3,0.83,0,0,highrate
OTH,0,0,0,highrate
S3,0.78,0,0,highrate
RSTO,0,0,0,highrate
OTH,0,0.88,0.79,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,1,0,0,highrate
S3,0.66,0,0,highrate
S3,1,0,0,highrate
S3,0.12,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
S3,0.77,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,0.16,0.63,0.46,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
RSTO,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,0.26,0.39,0.24,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S3,0.17,0.61,0.44,highrate
S1,1,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
OTH,0,0,0,highrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0.01,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.58,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.99,0,0,lowrate
S1,1,0,0,lowrate
S1,0.94,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
RSTO,0,0,0,lowrate
S1,0.98,0,0,lowrate
RSTO,0,0,0,lowrate
S1,1,0,0,lowrate
RSTO,0,0,0,lowrate
RSTO,0,0.02,0,lowrate
S1,0.98,0,0,lowrate
S1,0.24,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.97,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
RSTO,1,0,0,lowrate
S1,0.97,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
RSTO,0.86,0,0,lowrate
RSTO,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.53,0,0,lowrate
S1,1,0,0,lowrate
RSTO,0,0,0,lowrate
S1,0.61,0,0,lowrate
S1,1,0,0,lowrate
RSTO,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
S1,1,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
RSTO,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.95,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.1,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.07,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
RSTO,0,0,0,lowrate
S1,1,0.01,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
RSTO,0.62,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.99,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.98,0,0,lowrate
S1,0.26,0,0,lowrate
S1,0.99,0,0,lowrate
OTH,0,0,0,lowrate
RSTO,0.44,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.19,0,0,lowrate
OTH,0,0,0,lowrate
RSTO,0,0,0,lowrate
S1,0.96,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0.01,0,lowrate
S1,1,0,0,lowrate
S1,0.48,0,0,lowrate
RSTO,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
RSTO,0.42,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.99,0,0,lowrate
S1,1,0,0,lowrate
S1,0.98,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
SF,0,0,0,lowrate
S1,0.88,0,0,lowrate
S1,1,0,0,lowrate
S1,0.86,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.99,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
S1,0.3,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.98,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
RSTO,0,0,0,lowrate
S1,1,0,0,lowrate
S1,0.94,0,0,lowrate
RSTO,0,0,0,lowrate
S1,1,0,0,lowrate
S1,1,0,0,lowrate
S1,0.67,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.99,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
RSTO,0,0,0,lowrate
S1,1,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
RSTO,0,0,0,lowrate
RSTO,0,0,0,lowrate
S1,0.89,0,0,lowrate
S1,0.96,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0.02,0,lowrate
RSTO,0,0.01,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.4,0,0,lowrate
RSTO,0,0.02,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
RSTO,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
RSTO,0,0.02,0,lowrate
OTH,0,0,0,lowrate
S1,0.23,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.94,0,0,lowrate
S1,1,0,0,lowrate
RSTO,0,0.01,0,lowrate
S1,0.99,0,0,lowrate
S1,0.74,0,0,lowrate
RSTO,0,0,0,lowrate
S1,1,0,0,lowrate
S1,0.99,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
S1,1,0,0,lowrate
S1,0.78,0,0,lowrate
S1,1,0,0,lowrate
S1,1,0,0,lowrate
RSTO,0.46,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
RSTO,0.73,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
RSTO,0.41,0,0,lowrate
S1,1,0,0,lowrate
S1,0.56,0,0,lowrate
S1,0.99,0,0,lowrate
S1,1,0,0,lowrate
S1,0.98,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.98,0,0,lowrate
S1,0.73,0,0,lowrate
S1,0.86,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.2,0,0,lowrate
RSTO,0,0,0,lowrate
S1,0.99,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.99,0.01,0,lowrate
S1,0.98,0,0,lowrate
S1,1,0,0,lowrate
RSTO,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
S1,1,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
S1,1,0,0,lowrate
RSTO,0,0,0,lowrate
S1,1,0,0,lowrate
S1,0.41,0,0,lowrate
OTH,0,0,0,lowrate
RSTO,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.99,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
S1,1,0,0,lowrate
S1,0.39,0,0,lowrate
S1,1,0,0,lowrate
RSTO,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
S1,0.71,0,0,lowrate
S1,0.98,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
RSTO,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
S1,0.24,0,0,lowrate
S1,0.84,0,0,lowrate
OTH,0,0,0,lowrate
RSTO,0,0,0,lowrate
S1,1,0,0,lowrate
S1,0.63,0,0,lowrate
S1,0.41,0,0,lowrate
RSTO,0,0,0,lowrate
RSTO,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
RSTO,0,0,0,lowrate
RSTO,0,0,0,lowrate
S1,1,0.01,0,lowrate
S1,0.19,0,0,lowrate
S1,0.2,0,0,lowrate
S1,0.38,0,0,lowrate
S1,1,0,0,lowrate
RSTO,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
RSTO,0,0.01,0,lowrate
S1,1,0,0,lowrate
RSTO,0,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.99,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.98,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.98,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.97,0,0,lowrate
S1,1,0,0,lowrate
S1,0.59,0,0,lowrate
S1,0.99,0,0,lowrate
S1,0.97,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.36,0,0,lowrate
S2,1,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.96,0.01,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0.01,0,lowrate
S1,1,0,0,lowrate
S2,0.58,0,0,lowrate
OTH,0,0,0,lowrate
OTH,0,0,0,lowrate
S1,0.99,0,0,lowrate
S1,0.93,0,0,lowrate
RSTO,0,0,0,lowrate
S1,1,0,0,lowrate
S1,1,0,0,lowrate
S1,0.99,0,0,lowrate
RSTO,0,0,0,lowrate
S1,1,0,0,lowrate
OTH,0,0,0,lowrate
S1,1,0,0,lowrate
S1,1,0,0,lowrate
S1,1,0,0,lowrate
