% isAttack HIGH_RATE:	1087
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'normal-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2,5,8,23,27,29,33,38,40'

@attribute total_fvolume numeric
@attribute min_fpktl numeric
@attribute std_fpktl numeric
@attribute mean_active numeric
@attribute mean_idle numeric
@attribute std_idle numeric
@attribute sflow_bbytes numeric
@attribute total_fhlen numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
47568,64,495,1422284,2646257,1401912,0,928,NORMAL
126,126,0,0,0,0,0,28,NORMAL
96,48,0,129985,0,0,0,48,NORMAL
152,76,0,0,3797992,0,0,48,NORMAL
315,315,0,0,0,0,0,28,NORMAL
132,44,0,1780082,0,0,0,68,NORMAL
64,64,0,0,0,0,0,28,NORMAL
78,78,0,0,0,0,0,28,NORMAL
240,80,0,0,1999724,116,0,68,NORMAL
126,126,0,0,0,0,0,28,NORMAL
152,152,0,0,0,0,0,28,NORMAL
149,149,0,0,0,0,0,28,NORMAL
78,78,0,0,0,0,0,28,NORMAL
96,96,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
74,74,0,0,0,0,0,28,NORMAL
84,84,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
11616,1452,0,5059,0,0,0,168,NORMAL
79,79,0,0,0,0,0,28,NORMAL
341,341,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
74,74,0,0,0,0,0,28,NORMAL
60,60,0,0,0,0,0,28,NORMAL
93,93,0,0,0,0,0,28,NORMAL
426,426,0,0,0,0,0,28,NORMAL
93,93,0,0,0,0,0,28,NORMAL
92,92,0,0,0,0,0,28,NORMAL
596,596,0,0,0,0,0,28,NORMAL
176,44,0,59456,0,0,0,88,NORMAL
228,228,0,0,0,0,0,28,NORMAL
89,89,0,0,0,0,0,28,NORMAL
62,62,0,0,0,0,0,28,NORMAL
790,790,0,0,0,0,0,28,NORMAL
129,129,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
128,32,0,0,2756387,63600,0,88,NORMAL
78,35,5,244582,0,0,0,48,NORMAL
387,129,0,0,3244280,1224332,0,68,NORMAL
88,44,0,50251,0,0,0,48,NORMAL
326,326,0,0,0,0,0,28,NORMAL
646,646,0,0,0,0,0,28,NORMAL
123,41,0,0,2518796,11918,0,68,NORMAL
296,296,0,0,0,0,0,28,NORMAL
79,79,0,0,0,0,0,28,NORMAL
292,292,0,0,0,0,0,28,NORMAL
367,367,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
74,74,0,0,0,0,0,28,NORMAL
315,315,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
2216,1108,0,0,6015578,0,0,48,NORMAL
122,122,0,0,0,0,0,28,NORMAL
73,73,0,0,0,0,0,28,NORMAL
163,163,0,0,0,0,0,28,NORMAL
131,131,0,0,0,0,0,28,NORMAL
176,44,0,8926,7016345,0,0,88,NORMAL
44,44,0,0,0,0,0,28,NORMAL
305,305,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
636,636,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
116,58,0,0,3380274,0,0,48,NORMAL
116,58,0,0,3162133,0,0,48,NORMAL
197,197,0,0,0,0,0,28,NORMAL
165,165,0,0,0,0,0,28,NORMAL
177,177,0,0,0,0,0,28,NORMAL
62,62,0,0,0,0,0,28,NORMAL
306,129,33,0,7475339,0,0,48,NORMAL
76,76,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
100,100,0,0,0,0,0,28,NORMAL
129,129,0,0,0,0,0,28,NORMAL
296,296,0,0,0,0,0,28,NORMAL
354,177,0,97007,0,0,0,48,NORMAL
126,126,0,0,0,0,0,28,NORMAL
131,131,0,0,0,0,0,28,NORMAL
147,147,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
1144,48,741,0,1035567,0,0,48,NORMAL
147,147,0,0,0,0,0,28,NORMAL
131,131,0,0,0,0,0,28,NORMAL
132,44,0,961557,0,0,0,68,NORMAL
305,305,0,0,0,0,0,28,NORMAL
300,300,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
74,74,0,0,0,0,0,28,NORMAL
130,130,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
73,73,0,0,0,0,0,28,NORMAL
65,65,0,0,0,0,0,28,NORMAL
116,116,0,0,0,0,0,28,NORMAL
111,111,0,0,0,0,0,28,NORMAL
100,100,0,0,0,0,0,28,NORMAL
88,44,0,0,1205989,0,0,48,NORMAL
51,51,0,0,0,0,0,28,NORMAL
258,258,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
90,90,0,0,0,0,0,28,NORMAL
1060,1060,0,0,0,0,0,28,NORMAL
106,106,0,0,0,0,0,28,NORMAL
123,123,0,0,0,0,0,28,NORMAL
92,92,0,0,0,0,0,28,NORMAL
154,48,5,619281,0,0,0,68,NORMAL
159,45,6,199165,0,0,0,68,NORMAL
172,172,0,0,0,0,0,28,NORMAL
84,84,0,0,0,0,0,28,NORMAL
99,99,0,0,0,0,0,28,NORMAL
116,116,0,0,0,0,0,28,NORMAL
129,129,0,0,0,0,0,28,NORMAL
88,44,0,0,1099042,0,0,48,NORMAL
76,76,0,0,0,0,0,28,NORMAL
96,48,0,105003,0,0,0,48,NORMAL
129,129,0,0,0,0,0,28,NORMAL
222,48,36,503689,0,0,0,68,NORMAL
129,129,0,0,0,0,0,28,NORMAL
67,67,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
132,44,0,69092,0,0,0,68,NORMAL
118,56,4,0,3001414,0,0,48,NORMAL
367,367,0,0,0,0,0,28,NORMAL
252,126,0,0,5890086,0,0,48,NORMAL
146,146,0,0,0,0,0,28,NORMAL
95,95,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
176,44,0,24796,0,0,0,88,NORMAL
83,83,0,0,0,0,0,28,NORMAL
116,116,0,0,0,0,0,28,NORMAL
71,71,0,0,0,0,0,28,NORMAL
129,129,0,0,0,0,0,28,NORMAL
116,116,0,0,0,0,0,28,NORMAL
358,53,26,1116633,0,0,0,88,NORMAL
1108,1108,0,0,0,0,0,28,NORMAL
76,76,0,0,0,0,0,28,NORMAL
84,84,0,0,0,0,0,28,NORMAL
88,88,0,0,0,0,0,28,NORMAL
62,62,0,0,0,0,0,28,NORMAL
129,129,0,0,0,0,0,28,NORMAL
634,634,0,0,0,0,0,28,NORMAL
88,44,0,949621,0,0,0,48,NORMAL
131,131,0,0,0,0,0,28,NORMAL
89,89,0,0,0,0,0,28,NORMAL
272,48,124,0,1291320,0,0,48,NORMAL
142,142,0,0,0,0,0,28,NORMAL
74,74,0,0,0,0,0,28,NORMAL
262,131,0,0,4510543,0,0,48,NORMAL
11616,1452,0,4721,0,0,0,168,NORMAL
126,126,0,0,0,0,0,28,NORMAL
48,48,0,0,0,0,0,28,NORMAL
107,107,0,0,0,0,0,28,NORMAL
90,90,0,0,0,0,0,28,NORMAL
88,44,0,38571,0,0,0,48,NORMAL
3494,48,11,8592605,0,0,0,1248,NORMAL
406,58,0,210080,3087579,171836,0,148,NORMAL
64,64,0,0,0,0,0,28,NORMAL
352,352,0,0,0,0,0,28,NORMAL
74,74,0,0,0,0,0,28,NORMAL
145,145,0,0,0,0,0,28,NORMAL
78,78,0,0,0,0,0,28,NORMAL
76,76,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
72,72,0,0,0,0,0,28,NORMAL
200,200,0,0,0,0,0,28,NORMAL
258,129,0,0,6895971,0,0,48,NORMAL
1290,129,0,598800,1504074,411660,0,208,NORMAL
1160,1160,0,0,0,0,0,28,NORMAL
129,129,0,0,0,0,0,28,NORMAL
74,74,0,0,0,0,0,28,NORMAL
669,669,0,0,0,0,0,28,NORMAL
698,698,0,0,0,0,0,28,NORMAL
73,73,0,0,0,0,0,28,NORMAL
51,51,0,0,0,0,0,28,NORMAL
97,97,0,0,0,0,0,28,NORMAL
145,145,0,0,0,0,0,28,NORMAL
77,77,0,0,0,0,0,28,NORMAL
1688,268,6,52688,2119854,744827,0,128,NORMAL
180,180,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
62,62,0,0,0,0,0,28,NORMAL
515,515,0,0,0,0,0,28,NORMAL
475,475,0,0,0,0,0,28,NORMAL
110,110,0,0,0,0,0,28,NORMAL
96,48,0,47927,0,0,0,48,NORMAL
129,129,0,0,0,0,0,28,NORMAL
643,643,0,0,0,0,0,28,NORMAL
77,77,0,0,0,0,0,28,NORMAL
48,48,0,0,0,0,0,28,NORMAL
723,723,0,0,0,0,0,28,NORMAL
158,158,0,0,0,0,0,28,NORMAL
305,305,0,0,0,0,0,28,NORMAL
77,77,0,0,0,0,0,28,NORMAL
132,44,0,7791,7024148,0,0,68,NORMAL
699,48,93,396492,1510182,409487,0,168,NORMAL
88,44,0,3515,0,0,0,48,NORMAL
73,73,0,0,0,0,0,28,NORMAL
46,46,0,0,0,0,0,28,NORMAL
95,95,0,0,0,0,0,28,NORMAL
30,30,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
112,112,0,0,0,0,0,28,NORMAL
176,44,0,47568,0,0,0,88,NORMAL
131,131,0,0,0,0,0,28,NORMAL
96,96,0,0,0,0,0,28,NORMAL
95,95,0,0,0,0,0,28,NORMAL
86,86,0,0,0,0,0,28,NORMAL
116,116,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
129,129,0,0,0,0,0,28,NORMAL
273,273,0,0,0,0,0,28,NORMAL
163,163,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
131,131,0,0,0,0,0,28,NORMAL
51771,117,621,6175964,0,0,0,1608,NORMAL
596,596,0,0,0,0,0,28,NORMAL
88,44,0,0,1097169,0,0,48,NORMAL
132,44,0,43534,0,0,0,68,NORMAL
81,81,0,0,0,0,0,28,NORMAL
30,30,0,0,0,0,0,28,NORMAL
635,635,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
95,95,0,0,0,0,0,28,NORMAL
69,69,0,0,0,0,0,28,NORMAL
129,129,0,0,0,0,0,28,NORMAL
134,134,0,0,0,0,0,28,NORMAL
90,90,0,0,0,0,0,28,NORMAL
90,90,0,0,0,0,0,28,NORMAL
97,97,0,0,0,0,0,28,NORMAL
1108,1108,0,0,0,0,0,28,NORMAL
58,58,0,0,0,0,0,28,NORMAL
82,82,0,0,0,0,0,28,NORMAL
258,129,0,0,6704364,0,0,48,NORMAL
126,126,0,0,0,0,0,28,NORMAL
93,93,0,0,0,0,0,28,NORMAL
275,275,0,0,0,0,0,28,NORMAL
311,311,0,0,0,0,0,28,NORMAL
142,142,0,0,0,0,0,28,NORMAL
258,129,0,0,3640462,0,0,48,NORMAL
58,58,0,0,0,0,0,28,NORMAL
90,90,0,0,0,0,0,28,NORMAL
611,611,0,0,0,0,0,28,NORMAL
58,58,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
2065,48,335,1994801,0,0,0,208,NORMAL
164,164,0,0,0,0,0,28,NORMAL
129,129,0,0,0,0,0,28,NORMAL
596,596,0,0,0,0,0,28,NORMAL
69,69,0,0,0,0,0,28,NORMAL
1499,709,57,0,4106718,0,0,48,NORMAL
442,80,12,212069,1848774,203073,0,108,NORMAL
90,90,0,0,0,0,0,28,NORMAL
76,76,0,0,0,0,0,28,NORMAL
2468,48,5,2534744,1460720,70484,0,1008,NORMAL
126,126,0,0,0,0,0,28,NORMAL
48,48,0,0,0,0,0,28,NORMAL
856,856,0,0,0,0,0,28,NORMAL
64,32,0,0,5022699,0,0,48,NORMAL
44,44,0,0,0,0,0,28,NORMAL
90,90,0,0,0,0,0,28,NORMAL
1108,1108,0,0,0,0,0,28,NORMAL
196,45,74,0,4137288,0,0,48,NORMAL
147,147,0,0,0,0,0,28,NORMAL
749,749,0,0,0,0,0,28,NORMAL
71,71,0,0,0,0,0,28,NORMAL
124,124,0,0,0,0,0,28,NORMAL
240,80,0,0,1998213,4380,0,68,NORMAL
131,131,0,0,0,0,0,28,NORMAL
14827,333,284,1623860,2735438,1104130,0,408,NORMAL
129,129,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
6545,45,42,3193747,1673577,0,0,1508,NORMAL
130,130,0,0,0,0,0,28,NORMAL
300,300,0,0,0,0,0,28,NORMAL
116,58,0,0,3055410,0,0,48,NORMAL
44,44,0,0,0,0,0,28,NORMAL
152,152,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
85,85,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
96,48,0,0,1220422,0,0,48,NORMAL
66,66,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
252,252,0,0,0,0,0,28,NORMAL
53,53,0,0,0,0,0,28,NORMAL
655,655,0,0,0,0,0,28,NORMAL
132,44,0,30175,0,0,0,68,NORMAL
268,268,0,0,0,0,0,28,NORMAL
634,634,0,0,0,0,0,28,NORMAL
116,116,0,0,0,0,0,28,NORMAL
73,73,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
58,58,0,0,0,0,0,28,NORMAL
258,129,0,0,1800054,0,0,48,NORMAL
92,92,0,0,0,0,0,28,NORMAL
119,119,0,0,0,0,0,28,NORMAL
122,122,0,0,0,0,0,28,NORMAL
1492,417,79,0,3077763,866405,0,68,NORMAL
129,129,0,0,0,0,0,28,NORMAL
190,190,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
75,75,0,0,0,0,0,28,NORMAL
67,67,0,0,0,0,0,28,NORMAL
221,221,0,0,0,0,0,28,NORMAL
131,131,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
14396,48,19,4530995,1287580,0,0,5668,NORMAL
88,44,0,20064,0,0,0,48,NORMAL
48,48,0,0,0,0,0,28,NORMAL
116,58,0,0,6168110,0,0,48,NORMAL
240,48,0,339718,2765229,1291085,0,108,NORMAL
99,99,0,0,0,0,0,28,NORMAL
336,56,0,476160,2425736,1105885,0,128,NORMAL
2379,40,526,558840,1058943,0,0,128,NORMAL
30,30,0,0,0,0,0,28,NORMAL
66,66,0,0,0,0,0,28,NORMAL
95,95,0,0,0,0,0,28,NORMAL
124,124,0,0,0,0,0,28,NORMAL
1505,69,1,332486,1600482,533640,0,428,NORMAL
126,126,0,0,0,0,0,28,NORMAL
123,123,0,0,0,0,0,28,NORMAL
51,51,0,0,0,0,0,28,NORMAL
98,98,0,0,0,0,0,28,NORMAL
70,70,0,0,0,0,0,28,NORMAL
102,102,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
299,299,0,0,0,0,0,28,NORMAL
84,84,0,0,0,0,0,28,NORMAL
116,116,0,0,0,0,0,28,NORMAL
174,174,0,0,0,0,0,28,NORMAL
46,46,0,0,0,0,0,28,NORMAL
11616,1452,0,5045,0,0,0,168,NORMAL
330,330,0,0,0,0,0,28,NORMAL
69,69,0,0,0,0,0,28,NORMAL
92,92,0,0,0,0,0,28,NORMAL
96,48,0,0,6124771,0,0,48,NORMAL
129,129,0,0,0,0,0,28,NORMAL
140,140,0,0,0,0,0,28,NORMAL
117,117,0,0,0,0,0,28,NORMAL
140,140,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
145,145,0,0,0,0,0,28,NORMAL
72,72,0,0,0,0,0,28,NORMAL
2825,565,0,0,1613642,263845,0,108,NORMAL
296,296,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
93,93,0,0,0,0,0,28,NORMAL
58,58,0,0,0,0,0,28,NORMAL
399,57,0,127187,2199084,1260193,0,148,NORMAL
46,46,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
176,44,0,255268,1324408,454929,0,88,NORMAL
97,97,0,0,0,0,0,28,NORMAL
262,131,0,0,9679887,0,0,48,NORMAL
84,84,0,0,0,0,0,28,NORMAL
74,74,0,0,0,0,0,28,NORMAL
30,30,0,0,0,0,0,28,NORMAL
131,131,0,0,0,0,0,28,NORMAL
144,144,0,0,0,0,0,28,NORMAL
305,305,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
48,48,0,0,0,0,0,28,NORMAL
324,324,0,0,0,0,0,28,NORMAL
73,73,0,0,0,0,0,28,NORMAL
129,129,0,0,0,0,0,28,NORMAL
81,81,0,0,0,0,0,28,NORMAL
173,51,50,0,3329456,0,0,48,NORMAL
1192,596,0,519,0,0,0,48,NORMAL
303,303,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
630,630,0,0,0,0,0,28,NORMAL
623,623,0,0,0,0,0,28,NORMAL
129,129,0,0,0,0,0,28,NORMAL
30,30,0,0,0,0,0,28,NORMAL
377,377,0,0,0,0,0,28,NORMAL
116,58,0,0,6154744,0,0,48,NORMAL
126,126,0,0,0,0,0,28,NORMAL
92,92,0,0,0,0,0,28,NORMAL
67,67,0,0,0,0,0,28,NORMAL
79,79,0,0,0,0,0,28,NORMAL
296,296,0,0,0,0,0,28,NORMAL
80,80,0,0,0,0,0,28,NORMAL
92,92,0,0,0,0,0,28,NORMAL
84,84,0,0,0,0,0,28,NORMAL
64,64,0,0,0,0,0,28,NORMAL
116,116,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
78,78,0,0,0,0,0,28,NORMAL
474,474,0,0,0,0,0,28,NORMAL
97,97,0,0,0,0,0,28,NORMAL
131,131,0,0,0,0,0,28,NORMAL
315,315,0,0,0,0,0,28,NORMAL
73,73,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
93,93,0,0,0,0,0,28,NORMAL
732,88,184,91526,1278231,0,0,88,NORMAL
1108,1108,0,0,0,0,0,28,NORMAL
80,80,0,0,0,0,0,28,NORMAL
116,116,0,0,0,0,0,28,NORMAL
321,107,0,499873,1000432,0,0,68,NORMAL
44,44,0,0,0,0,0,28,NORMAL
121,121,0,0,0,0,0,28,NORMAL
73,73,0,0,0,0,0,28,NORMAL
88,44,0,162977,0,0,0,48,NORMAL
131,131,0,0,0,0,0,28,NORMAL
92,92,0,0,0,0,0,28,NORMAL
73,73,0,0,0,0,0,28,NORMAL
62,62,0,0,0,0,0,28,NORMAL
596,596,0,0,0,0,0,28,NORMAL
30,30,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
122,122,0,0,0,0,0,28,NORMAL
1060,1060,0,0,0,0,0,28,NORMAL
178,178,0,0,0,0,0,28,NORMAL
516,129,0,739959,4981097,0,0,88,NORMAL
94,94,0,0,0,0,0,28,NORMAL
138,138,0,0,0,0,0,28,NORMAL
129,129,0,0,0,0,0,28,NORMAL
270,54,0,1304823,0,0,0,108,NORMAL
126,126,0,0,0,0,0,28,NORMAL
129,129,0,0,0,0,0,28,NORMAL
76,76,0,0,0,0,0,28,NORMAL
315,315,0,0,0,0,0,28,NORMAL
75,75,0,0,0,0,0,28,NORMAL
76,76,0,0,0,0,0,28,NORMAL
30,30,0,0,0,0,0,28,NORMAL
92,92,0,0,0,0,0,28,NORMAL
264,44,0,1003897,1061947,0,0,128,NORMAL
1060,1060,0,0,0,0,0,28,NORMAL
158,158,0,0,0,0,0,28,NORMAL
65,65,0,0,0,0,0,28,NORMAL
691,691,0,0,0,0,0,28,NORMAL
151,151,0,0,0,0,0,28,NORMAL
635,635,0,0,0,0,0,28,NORMAL
890,48,16,974965,1027077,11843,0,308,NORMAL
63,63,0,0,0,0,0,28,NORMAL
176,44,0,66486,0,0,0,88,NORMAL
129,129,0,0,0,0,0,28,NORMAL
160,160,0,0,0,0,0,28,NORMAL
197,197,0,0,0,0,0,28,NORMAL
92,92,0,0,0,0,0,28,NORMAL
94,94,0,0,0,0,0,28,NORMAL
64,64,0,0,0,0,0,28,NORMAL
800,800,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
77,77,0,0,0,0,0,28,NORMAL
250,250,0,0,0,0,0,28,NORMAL
153,153,0,0,0,0,0,28,NORMAL
124,124,0,0,0,0,0,28,NORMAL
86,86,0,0,0,0,0,28,NORMAL
88,44,0,23379,0,0,0,48,NORMAL
326,326,0,0,0,0,0,28,NORMAL
371,371,0,0,0,0,0,28,NORMAL
131,131,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
304,76,0,249471,0,0,0,88,NORMAL
29,29,0,0,0,0,0,28,NORMAL
2817,455,419,191368,0,0,0,68,NORMAL
126,126,0,0,0,0,0,28,NORMAL
2216,1108,0,0,1444428,0,0,48,NORMAL
56,56,0,0,0,0,0,28,NORMAL
1268,317,0,310172,3948607,3546550,0,88,NORMAL
2216,1108,0,0,5386854,0,0,48,NORMAL
116,116,0,0,0,0,0,28,NORMAL
133,133,0,0,0,0,0,28,NORMAL
63,63,0,0,0,0,0,28,NORMAL
90,90,0,0,0,0,0,28,NORMAL
546,82,9,0,1847904,1001734,0,128,NORMAL
44,44,0,0,0,0,0,28,NORMAL
192,48,0,8067,7313298,0,0,88,NORMAL
90,90,0,0,0,0,0,28,NORMAL
100,100,0,0,0,0,0,28,NORMAL
131,131,0,0,0,0,0,28,NORMAL
30,30,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
296,296,0,0,0,0,0,28,NORMAL
72,72,0,0,0,0,0,28,NORMAL
30,30,0,0,0,0,0,28,NORMAL
250,250,0,0,0,0,0,28,NORMAL
30,30,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
95,95,0,0,0,0,0,28,NORMAL
90,90,0,0,0,0,0,28,NORMAL
145,145,0,0,0,0,0,28,NORMAL
129,129,0,0,0,0,0,28,NORMAL
2032,1016,0,201385,0,0,0,48,NORMAL
53,53,0,0,0,0,0,28,NORMAL
136,136,0,0,0,0,0,28,NORMAL
319,319,0,0,0,0,0,28,NORMAL
131,131,0,0,0,0,0,28,NORMAL
92,92,0,0,0,0,0,28,NORMAL
116,116,0,0,0,0,0,28,NORMAL
129,129,0,0,0,0,0,28,NORMAL
64,32,0,0,5045374,0,0,48,NORMAL
44,44,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
528,528,0,0,0,0,0,28,NORMAL
118,118,0,0,0,0,0,28,NORMAL
174,58,0,0,4534832,2250225,0,68,NORMAL
48,48,0,0,0,0,0,28,NORMAL
71,71,0,0,0,0,0,28,NORMAL
119,119,0,0,0,0,0,28,NORMAL
88,44,0,770672,0,0,0,48,NORMAL
1019,1019,0,0,0,0,0,28,NORMAL
74,74,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
48,48,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
184,184,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
122,122,0,0,0,0,0,28,NORMAL
69,69,0,0,0,0,0,28,NORMAL
64,64,0,0,0,0,0,28,NORMAL
176,44,0,151815,0,0,0,88,NORMAL
121,121,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
56,56,0,0,0,0,0,28,NORMAL
30,30,0,0,0,0,0,28,NORMAL
64,64,0,0,0,0,0,28,NORMAL
70,70,0,0,0,0,0,28,NORMAL
1192,596,0,804874,0,0,0,48,NORMAL
673,48,305,413601,0,0,0,68,NORMAL
97,97,0,0,0,0,0,28,NORMAL
51,51,0,0,0,0,0,28,NORMAL
72,72,0,0,0,0,0,28,NORMAL
2218,53,7,1067802,2134093,237397,0,648,NORMAL
96,48,0,220239,0,0,0,48,NORMAL
1748,48,116,2157725,0,0,0,328,NORMAL
48,48,0,0,0,0,0,28,NORMAL
69,69,0,0,0,0,0,28,NORMAL
62,62,0,0,0,0,0,28,NORMAL
70,70,0,0,0,0,0,28,NORMAL
404,120,16,222528,0,0,0,68,NORMAL
10432,53,696,784384,1100216,84573,0,308,NORMAL
703,703,0,0,0,0,0,28,NORMAL
142,142,0,0,0,0,0,28,NORMAL
132,44,0,28824,1904101,0,0,68,NORMAL
81,81,0,0,0,0,0,28,NORMAL
313,313,0,0,0,0,0,28,NORMAL
1016,1016,0,0,0,0,0,28,NORMAL
57,57,0,0,0,0,0,28,NORMAL
76,76,0,0,0,0,0,28,NORMAL
73,73,0,0,0,0,0,28,NORMAL
78,78,0,0,0,0,0,28,NORMAL
75,75,0,0,0,0,0,28,NORMAL
83,83,0,0,0,0,0,28,NORMAL
645,129,0,0,1910894,1151457,0,108,NORMAL
3402,42,0,4744853,0,0,0,1628,NORMAL
44,44,0,0,0,0,0,28,NORMAL
368,92,0,0,2009754,184,0,88,NORMAL
44,44,0,0,0,0,0,28,NORMAL
131,131,0,0,0,0,0,28,NORMAL
90,90,0,0,0,0,0,28,NORMAL
20301,48,21,10445040,0,0,0,3568,NORMAL
90,90,0,0,0,0,0,28,NORMAL
44,44,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
1108,1108,0,0,0,0,0,28,NORMAL
695,695,0,0,0,0,0,28,NORMAL
103,103,0,0,0,0,0,28,NORMAL
30,30,0,0,0,0,0,28,NORMAL
147,147,0,0,0,0,0,28,NORMAL
116,58,0,0,3415957,0,0,48,NORMAL
305,305,0,0,0,0,0,28,NORMAL
92,92,0,0,0,0,0,28,NORMAL
71,71,0,0,0,0,0,28,NORMAL
93,93,0,0,0,0,0,28,NORMAL
260,260,0,0,0,0,0,28,NORMAL
90,90,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
58,58,0,0,0,0,0,28,NORMAL
64,64,0,0,0,0,0,28,NORMAL
791,791,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
76,76,0,0,0,0,0,28,NORMAL
176,176,0,0,0,0,0,28,NORMAL
76,76,0,0,0,0,0,28,NORMAL
167,167,0,0,0,0,0,28,NORMAL
106,106,0,0,0,0,0,28,NORMAL
73,73,0,0,0,0,0,28,NORMAL
58,58,0,0,0,0,0,28,NORMAL
1108,1108,0,0,0,0,0,28,NORMAL
158,158,0,0,0,0,0,28,NORMAL
221,221,0,0,0,0,0,28,NORMAL
140,140,0,0,0,0,0,28,NORMAL
164,164,0,0,0,0,0,28,NORMAL
131,131,0,0,0,0,0,28,NORMAL
635,635,0,0,0,0,0,28,NORMAL
106,106,0,0,0,0,0,28,NORMAL
629,629,0,0,0,0,0,28,NORMAL
184,92,0,0,2009588,0,0,48,NORMAL
1490,107,15,155006,1720004,866445,0,248,NORMAL
132,44,0,43389,0,0,0,68,NORMAL
112,112,0,0,0,0,0,28,NORMAL
84,84,0,0,0,0,0,28,NORMAL
129,129,0,0,0,0,0,28,NORMAL
175,175,0,0,0,0,0,28,NORMAL
126,126,0,0,0,0,0,28,NORMAL
142,142,0,0,0,0,0,28,NORMAL
