% isAttack HIGH_RATE:	1705
% isAttack LOW_RATE:	2000
@relation 'TCP Flood-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2,4,8-9,14-16,21,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute src_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute same_srv_rate numeric
@attribute diff_srv_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE}

@data
tcp,78,7448,7448,1,0,0,0.01,HIGH_RATE
tcp,78,9247,9247,1,0,0,0.01,HIGH_RATE
tcp,78,5579,5579,1,0,0,0,HIGH_RATE
tcp,78,9882,9882,1,0,0,0.01,HIGH_RATE
tcp,78,10360,10360,1,0,0,0.02,HIGH_RATE
tcp,78,9664,9664,1,0,0,0.03,HIGH_RATE
tcp,78,18392,18392,1,0,0,0,HIGH_RATE
tcp,78,5135,5135,1,0,0,0.01,HIGH_RATE
tcp,78,10618,10618,1,0,0,0.02,HIGH_RATE
tcp,78,15175,15175,1,0,0,0.01,HIGH_RATE
tcp,78,10816,10816,1,0,0,0.03,HIGH_RATE
tcp,78,20624,20624,1,0,0,0.01,HIGH_RATE
tcp,78,250,250,1,0,0,0.01,HIGH_RATE
tcp,78,9488,9488,1,0,0,0.03,HIGH_RATE
tcp,78,24923,24923,1,0,0,0.03,HIGH_RATE
tcp,78,8481,8481,1,0,0,0.02,HIGH_RATE
tcp,78,20013,20013,1,0,0,0,HIGH_RATE
tcp,78,9060,9060,1,0,0,0.01,HIGH_RATE
tcp,78,10569,10569,1,0,0,0.03,HIGH_RATE
tcp,78,27022,27022,1,0,0,0,HIGH_RATE
tcp,78,4830,4830,1,0,0,0.01,HIGH_RATE
tcp,78,22358,22358,1,0,0,0,HIGH_RATE
tcp,78,20752,20752,1,0,0,0.01,HIGH_RATE
tcp,78,6520,6520,1,0,0,0.01,HIGH_RATE
tcp,78,22561,22561,1,0,0,0.01,HIGH_RATE
tcp,78,7665,7665,1,0,0,0.01,HIGH_RATE
tcp,78,14541,14541,1,0,0,0.04,HIGH_RATE
tcp,78,14173,14173,1,0,0,0.03,HIGH_RATE
tcp,78,20541,20541,1,0,0,0.04,HIGH_RATE
tcp,78,24591,24591,1,0,0,0.01,HIGH_RATE
tcp,78,9074,9074,1,0,0,0.01,HIGH_RATE
tcp,78,8870,8870,1,0,0,0.01,HIGH_RATE
tcp,78,26890,26890,1,0,0,0.01,HIGH_RATE
tcp,78,6646,6646,1,0,0,0.02,HIGH_RATE
tcp,78,5959,5959,1,0,0,0,HIGH_RATE
tcp,78,11628,11628,1,0,0,0.01,HIGH_RATE
tcp,78,25745,25745,1,0,0,0.02,HIGH_RATE
tcp,78,23618,23618,1,0,0,0.04,HIGH_RATE
tcp,78,22501,22501,1,0,0,0.02,HIGH_RATE
tcp,78,23487,23487,1,0,0,0.03,HIGH_RATE
tcp,78,9888,9888,1,0,0,0.01,HIGH_RATE
tcp,78,5436,5436,1,0,0,0,HIGH_RATE
tcp,78,7134,7134,1,0,0,0,HIGH_RATE
tcp,78,5437,5437,1,0,0,0.03,HIGH_RATE
tcp,78,20673,20673,1,0,0,0.03,HIGH_RATE
tcp,78,15148,15148,1,0,0,0.01,HIGH_RATE
tcp,78,16498,16498,1,0,0,0.01,HIGH_RATE
tcp,78,3990,3990,1,0,0,0,HIGH_RATE
tcp,78,4648,4648,1,0,0,0,HIGH_RATE
tcp,78,21310,21310,1,0,0,0,HIGH_RATE
tcp,78,18190,18190,1,0,0,0,HIGH_RATE
tcp,78,6905,6905,1,0,0,0.01,HIGH_RATE
tcp,78,10184,10184,1,0,0,0.01,HIGH_RATE
tcp,78,6558,6558,1,0,0,0,HIGH_RATE
tcp,78,9928,9928,1,0,0,0.03,HIGH_RATE
tcp,78,10779,10779,1,0,0,0.03,HIGH_RATE
tcp,78,8283,8283,1,0,0,0.01,HIGH_RATE
tcp,78,4778,4778,1,0,0,0.06,HIGH_RATE
tcp,78,26885,26885,1,0,0,0.01,HIGH_RATE
tcp,78,24463,24463,1,0,0,0.03,HIGH_RATE
tcp,78,7898,7898,1,0,0,0.04,HIGH_RATE
tcp,78,20681,20681,1,0,0,0,HIGH_RATE
tcp,78,9961,9961,1,0,0,0,HIGH_RATE
tcp,78,15652,15652,1,0,0,0.01,HIGH_RATE
tcp,78,21120,21120,1,0,0,0,HIGH_RATE
tcp,78,22833,22833,1,0,0,0.03,HIGH_RATE
tcp,78,27098,27098,1,0,0,0,HIGH_RATE
tcp,78,11021,11021,1,0,0,0.01,HIGH_RATE
tcp,78,7173,7173,1,0,0,0.03,HIGH_RATE
tcp,78,4701,4701,1,0,0,0.05,HIGH_RATE
tcp,78,24061,24061,1,0,0,0.03,HIGH_RATE
tcp,78,23951,23951,1,0,0,0.01,HIGH_RATE
tcp,78,12670,12670,1,0,0,0,HIGH_RATE
tcp,78,20632,20632,1,0,0,0,HIGH_RATE
tcp,78,5455,5455,1,0,0,0.03,HIGH_RATE
tcp,78,22234,22234,1,0,0,0.03,HIGH_RATE
tcp,78,20707,20707,1,0,0,0,HIGH_RATE
tcp,78,7562,7562,1,0,0,0,HIGH_RATE
tcp,78,11827,11827,1,0,0,0,HIGH_RATE
tcp,78,11984,11984,1,0,0,0.04,HIGH_RATE
tcp,78,15064,15064,1,0,0,0.04,HIGH_RATE
tcp,78,10318,10318,1,0,0,0.01,HIGH_RATE
tcp,78,127,127,1,0,0,0.01,HIGH_RATE
tcp,78,8700,8700,1,0,0,0.03,HIGH_RATE
tcp,78,13500,13500,1,0,0,0.03,HIGH_RATE
tcp,78,12396,12396,1,0,0,0.01,HIGH_RATE
tcp,78,24670,24670,1,0,0,0.03,HIGH_RATE
tcp,78,14996,14996,1,0,0,0.02,HIGH_RATE
tcp,78,5767,5767,1,0,0,0.01,HIGH_RATE
tcp,78,20318,20318,1,0,0,0.01,HIGH_RATE
tcp,78,23763,23763,1,0,0,0.03,HIGH_RATE
tcp,78,26254,26254,1,0,0,0.02,HIGH_RATE
tcp,78,21538,21538,1,0,0,0.03,HIGH_RATE
tcp,78,7133,7133,1,0,0,0.03,HIGH_RATE
tcp,78,15356,15356,1,0,0,0,HIGH_RATE
tcp,78,21309,21309,1,0,0,0,HIGH_RATE
tcp,78,9675,9675,1,0,0,0.03,HIGH_RATE
tcp,78,15000,15000,1,0,0,0.01,HIGH_RATE
tcp,78,8335,8335,1,0,0,0.01,HIGH_RATE
tcp,78,17815,17815,1,0,0,0.01,HIGH_RATE
tcp,78,8832,8832,1,0,0,0,HIGH_RATE
tcp,78,23549,23549,1,0,0,0,HIGH_RATE
tcp,78,23649,23649,1,0,0,0.03,HIGH_RATE
tcp,78,21150,21150,1,0,0,0,HIGH_RATE
tcp,78,6459,6459,1,0,0,0,HIGH_RATE
tcp,78,20546,20546,1,0,0,0.03,HIGH_RATE
tcp,78,6556,6556,1,0,0,0.03,HIGH_RATE
tcp,78,26523,26523,1,0,0,0,HIGH_RATE
tcp,78,11391,11391,1,0,0,0.01,HIGH_RATE
tcp,78,10672,10672,1,0,0,0.01,HIGH_RATE
tcp,78,5694,5694,1,0,0,0.02,HIGH_RATE
tcp,78,11067,11067,1,0,0,0.04,HIGH_RATE
tcp,78,26769,26769,1,0,0,0.02,HIGH_RATE
tcp,78,11121,11121,1,0,0,0.01,HIGH_RATE
tcp,78,17490,17490,1,0,0,0.04,HIGH_RATE
tcp,78,25027,25027,1,0,0,0,HIGH_RATE
tcp,78,6702,6702,1,0,0,0.01,HIGH_RATE
tcp,78,12574,12574,1,0,0,0.01,HIGH_RATE
tcp,78,17542,17542,1,0,0,0.04,HIGH_RATE
tcp,78,21789,21789,1,0,0,0.03,HIGH_RATE
tcp,78,22359,22359,1,0,0,0.03,HIGH_RATE
tcp,78,19793,19793,1,0,0,0.01,HIGH_RATE
tcp,78,24077,24077,1,0,0,0.01,HIGH_RATE
tcp,78,5639,5639,1,0,0,0.03,HIGH_RATE
tcp,78,438,438,1,0,0,0.01,HIGH_RATE
tcp,78,20385,20385,1,0,0,0,HIGH_RATE
tcp,78,8057,8057,1,0,0,0.01,HIGH_RATE
tcp,78,4645,4645,1,0,0,0.02,HIGH_RATE
tcp,78,20540,20540,1,0,0,0,HIGH_RATE
tcp,78,11118,11118,1,0,0,0.03,HIGH_RATE
tcp,78,9399,9399,1,0,0,0,HIGH_RATE
tcp,78,9875,9875,1,0,0,0.01,HIGH_RATE
tcp,78,6475,6475,1,0,0,0,HIGH_RATE
tcp,78,20630,20630,1,0,0,0.01,HIGH_RATE
tcp,78,10707,10707,1,0,0,0.01,HIGH_RATE
tcp,78,6458,6458,1,0,0,0.01,HIGH_RATE
tcp,78,11737,11737,1,0,0,0.01,HIGH_RATE
tcp,78,9825,9825,1,0,0,0.01,HIGH_RATE
tcp,78,15336,15336,1,0,0,0.03,HIGH_RATE
tcp,78,5511,5511,1,0,0,0.02,HIGH_RATE
tcp,78,9849,9849,1,0,0,0,HIGH_RATE
tcp,78,18105,18105,1,0,0,0.03,HIGH_RATE
tcp,306,4671,4671,1,0,0,0,HIGH_RATE
tcp,78,5254,5254,1,0,0,0.04,HIGH_RATE
tcp,78,17184,17184,1,0,0,0.04,HIGH_RATE
tcp,78,10008,10008,1,0,0,0.01,HIGH_RATE
tcp,78,10772,10772,1,0,0,0.03,HIGH_RATE
tcp,78,6564,6564,1,0,0,0.02,HIGH_RATE
tcp,78,26867,26867,1,0,0,0,HIGH_RATE
tcp,78,24465,24465,1,0,0,0.03,HIGH_RATE
tcp,78,7204,7204,1,0,0,0,HIGH_RATE
tcp,78,23019,23019,1,0,0,0,HIGH_RATE
tcp,78,5183,5183,1,0,0,0.03,HIGH_RATE
tcp,78,6234,6234,1,0,0,0.03,HIGH_RATE
tcp,78,15388,15388,1,0,0,0.04,HIGH_RATE
tcp,78,8622,8622,1,0,0,0,HIGH_RATE
tcp,78,9543,9543,1,0,0,0.01,HIGH_RATE
tcp,78,4773,4773,1,0,0,0.04,HIGH_RATE
tcp,78,26888,26888,1,0,0,0.02,HIGH_RATE
tcp,78,6470,6470,1,0,0,0.02,HIGH_RATE
tcp,78,5288,5288,1,0,0,0.03,HIGH_RATE
tcp,78,6573,6573,1,0,0,0,HIGH_RATE
tcp,78,11760,11760,1,0,0,0.06,HIGH_RATE
tcp,78,25650,25650,1,0,0,0.03,HIGH_RATE
tcp,78,5599,5599,1,0,0,0.01,HIGH_RATE
tcp,78,9977,9977,1,0,0,0,HIGH_RATE
tcp,78,16612,16612,1,0,0,0.04,HIGH_RATE
tcp,78,10516,10516,1,0,0,0,HIGH_RATE
tcp,78,8234,8234,1,0,0,0.01,HIGH_RATE
tcp,78,22149,22149,1,0,0,0.01,HIGH_RATE
tcp,78,1329,1329,1,0,0,0.03,HIGH_RATE
tcp,78,772,772,1,0,0,0.03,HIGH_RATE
tcp,78,8347,8347,1,0,0,0.01,HIGH_RATE
tcp,78,22598,22598,1,0,0,0.01,HIGH_RATE
tcp,78,3783,3783,1,0,0,0.03,HIGH_RATE
tcp,78,8583,8583,1,0,0,0,HIGH_RATE
tcp,78,20081,20081,1,0,0,0.02,HIGH_RATE
tcp,78,20719,20719,1,0,0,0.01,HIGH_RATE
tcp,78,7152,7152,1,0,0,0.01,HIGH_RATE
tcp,78,26863,26863,1,0,0,0.01,HIGH_RATE
tcp,78,11117,11117,1,0,0,0.03,HIGH_RATE
tcp,78,20626,20626,1,0,0,0.01,HIGH_RATE
tcp,78,12330,12330,1,0,0,0,HIGH_RATE
tcp,78,9862,9862,1,0,0,0.01,HIGH_RATE
tcp,78,9973,9973,1,0,0,0.03,HIGH_RATE
tcp,78,14529,14529,1,0,0,0.03,HIGH_RATE
tcp,78,14994,14994,1,0,0,0.02,HIGH_RATE
tcp,78,5679,5679,1,0,0,0.03,HIGH_RATE
tcp,78,27088,27088,1,0,0,0.01,HIGH_RATE
tcp,78,23586,23586,1,0,0,0.01,HIGH_RATE
tcp,78,20616,20616,1,0,0,0.03,HIGH_RATE
tcp,78,9957,9957,1,0,0,0,HIGH_RATE
tcp,78,15590,15590,1,0,0,0.04,HIGH_RATE
tcp,78,17173,17173,1,0,0,0.03,HIGH_RATE
tcp,78,12604,12604,1,0,0,0.01,HIGH_RATE
tcp,78,214,214,1,0,0,0.01,HIGH_RATE
tcp,78,10737,10737,1,0,0,0,HIGH_RATE
tcp,78,12622,12622,1,0,0,0.03,HIGH_RATE
tcp,78,10582,10582,1,0,0,0.02,HIGH_RATE
tcp,78,5151,5151,1,0,0,0.02,HIGH_RATE
tcp,78,23421,23421,1,0,0,0,HIGH_RATE
tcp,78,6997,6997,1,0,0,0.01,HIGH_RATE
tcp,78,27108,27108,1,0,0,0.03,HIGH_RATE
tcp,78,9988,9988,1,0,0,0,HIGH_RATE
tcp,78,20440,20440,1,0,0,0.01,HIGH_RATE
tcp,78,6602,6602,1,0,0,0,HIGH_RATE
tcp,78,17615,17615,1,0,0,0.04,HIGH_RATE
tcp,78,16347,16347,1,0,0,0.03,HIGH_RATE
tcp,78,9861,9861,1,0,0,0.03,HIGH_RATE
tcp,78,11390,11390,1,0,0,0.04,HIGH_RATE
tcp,78,9936,9936,1,0,0,0.01,HIGH_RATE
tcp,78,10610,10610,1,0,0,0.01,HIGH_RATE
tcp,78,7581,7581,1,0,0,0.03,HIGH_RATE
tcp,78,9897,9897,1,0,0,0.03,HIGH_RATE
tcp,78,19670,19670,1,0,0,0.01,HIGH_RATE
tcp,78,645,645,1,0,0,0,HIGH_RATE
tcp,78,6555,6555,1,0,0,0,HIGH_RATE
tcp,78,24711,24711,1,0,0,0.04,HIGH_RATE
tcp,78,8609,8609,1,0,0,0.03,HIGH_RATE
tcp,78,9905,9905,1,0,0,0.03,HIGH_RATE
tcp,78,20337,20337,1,0,0,0.01,HIGH_RATE
tcp,78,18558,18558,1,0,0,0.01,HIGH_RATE
tcp,78,1064,1064,1,0,0,0.03,HIGH_RATE
tcp,78,26695,26695,1,0,0,0.01,HIGH_RATE
tcp,78,23658,23658,1,0,0,0.03,HIGH_RATE
tcp,78,7335,7335,1,0,0,0.01,HIGH_RATE
tcp,78,11323,11323,1,0,0,0.01,HIGH_RATE
tcp,78,5594,5594,1,0,0,0.06,HIGH_RATE
tcp,78,11528,11528,1,0,0,0.01,HIGH_RATE
tcp,78,5699,5699,1,0,0,0.01,HIGH_RATE
tcp,78,6493,6493,1,0,0,0.01,HIGH_RATE
tcp,78,13012,13012,1,0,0,0.03,HIGH_RATE
tcp,78,10879,10879,1,0,0,0.01,HIGH_RATE
tcp,78,9798,9798,1,0,0,0.01,HIGH_RATE
tcp,78,1556,1556,1,0,0,0.03,HIGH_RATE
tcp,78,9563,9563,1,0,0,0,HIGH_RATE
tcp,78,4772,4772,1,0,0,0.02,HIGH_RATE
tcp,78,20621,20621,1,0,0,0,HIGH_RATE
tcp,78,23735,23735,1,0,0,0.03,HIGH_RATE
tcp,78,10618,10618,1,0,0,0.01,HIGH_RATE
tcp,78,23763,23763,1,0,0,0,HIGH_RATE
tcp,78,19743,19743,1,0,0,0.01,HIGH_RATE
tcp,78,11716,11716,1,0,0,0.03,HIGH_RATE
tcp,78,4380,4380,1,0,0,0.04,HIGH_RATE
tcp,78,8459,8459,1,0,0,0.01,HIGH_RATE
tcp,78,2766,2766,1,0,0,0.01,HIGH_RATE
tcp,78,5560,5560,1,0,0,0.05,HIGH_RATE
tcp,78,9868,9868,1,0,0,0.01,HIGH_RATE
tcp,78,22032,22032,1,0,0,0.02,HIGH_RATE
tcp,78,15539,15539,1,0,0,0.04,HIGH_RATE
tcp,78,21533,21533,1,0,0,0.01,HIGH_RATE
tcp,78,332,332,1,0,0,0.01,HIGH_RATE
tcp,78,9080,9080,1,0,0,0.03,HIGH_RATE
tcp,78,22071,22071,1,0,0,0,HIGH_RATE
tcp,78,18986,18986,1,0,0,0.03,HIGH_RATE
tcp,78,9034,9034,1,0,0,0.03,HIGH_RATE
tcp,78,25092,25092,1,0,0,0.04,HIGH_RATE
tcp,78,8487,8487,1,0,0,0.03,HIGH_RATE
tcp,78,25587,25587,1,0,0,0.01,HIGH_RATE
tcp,78,7655,7655,1,0,0,0.01,HIGH_RATE
tcp,78,8403,8403,1,0,0,0.06,HIGH_RATE
tcp,78,9637,9637,1,0,0,0,HIGH_RATE
tcp,78,24957,24957,1,0,0,0.04,HIGH_RATE
tcp,78,2412,2412,1,0,0,0.04,HIGH_RATE
tcp,78,7725,7725,1,0,0,0.01,HIGH_RATE
tcp,78,25261,25261,1,0,0,0.01,HIGH_RATE
tcp,78,15287,15287,1,0,0,0.03,HIGH_RATE
tcp,78,11661,11661,1,0,0,0.04,HIGH_RATE
tcp,78,23559,23559,1,0,0,0.01,HIGH_RATE
tcp,78,5584,5584,1,0,0,0.01,HIGH_RATE
tcp,78,9632,9632,1,0,0,0.04,HIGH_RATE
tcp,78,9914,9914,1,0,0,0.04,HIGH_RATE
tcp,78,6804,6804,1,0,0,0.03,HIGH_RATE
tcp,78,14166,14166,1,0,0,0,HIGH_RATE
tcp,78,9903,9903,1,0,0,0.03,HIGH_RATE
tcp,78,16662,16662,1,0,0,0.03,HIGH_RATE
tcp,78,11234,11234,1,0,0,0.03,HIGH_RATE
tcp,78,11931,11931,1,0,0,0,HIGH_RATE
tcp,78,4957,4957,1,0,0,0.03,HIGH_RATE
tcp,78,8553,8553,1,0,0,0,HIGH_RATE
tcp,78,16325,16325,1,0,0,0.03,HIGH_RATE
tcp,78,9998,9998,1,0,0,0.04,HIGH_RATE
tcp,78,7117,7117,1,0,0,0.02,HIGH_RATE
tcp,78,9859,9859,1,0,0,0.03,HIGH_RATE
tcp,78,22510,22510,1,0,0,0,HIGH_RATE
tcp,78,10456,10456,1,0,0,0,HIGH_RATE
tcp,78,6461,6461,1,0,0,0.01,HIGH_RATE
tcp,78,15450,15450,1,0,0,0.05,HIGH_RATE
tcp,78,26449,26449,1,0,0,0.03,HIGH_RATE
tcp,78,7965,7965,1,0,0,0.03,HIGH_RATE
tcp,78,9295,9295,1,0,0,0.01,HIGH_RATE
tcp,78,11836,11836,1,0,0,0,HIGH_RATE
tcp,78,22223,22223,1,0,0,0.01,HIGH_RATE
tcp,78,7947,7947,1,0,0,0,HIGH_RATE
tcp,78,11655,11655,1,0,0,0.01,HIGH_RATE
tcp,78,6689,6689,1,0,0,0.01,HIGH_RATE
tcp,78,10704,10704,1,0,0,0,HIGH_RATE
tcp,78,6566,6566,1,0,0,0,HIGH_RATE
tcp,78,11825,11825,1,0,0,0.04,HIGH_RATE
tcp,78,9642,9642,1,0,0,0.03,HIGH_RATE
tcp,78,7981,7981,1,0,0,0,HIGH_RATE
tcp,78,20615,20615,1,0,0,0.01,HIGH_RATE
tcp,78,22420,22420,1,0,0,0,HIGH_RATE
tcp,78,13943,13943,1,0,0,0.03,HIGH_RATE
tcp,78,15320,15320,1,0,0,0,HIGH_RATE
tcp,78,15061,15061,1,0,0,0.01,HIGH_RATE
tcp,78,24973,24973,1,0,0,0.03,HIGH_RATE
tcp,78,11312,11312,1,0,0,0.01,HIGH_RATE
tcp,78,6454,6454,1,0,0,0.03,HIGH_RATE
tcp,78,10495,10495,1,0,0,0.01,HIGH_RATE
tcp,78,27021,27021,1,0,0,0,HIGH_RATE
tcp,78,10221,10221,1,0,0,0.03,HIGH_RATE
tcp,78,9645,9645,1,0,0,0.03,HIGH_RATE
tcp,78,14832,14832,1,0,0,0.01,HIGH_RATE
tcp,78,23033,23033,1,0,0,0,HIGH_RATE
tcp,78,9984,9984,1,0,0,0.01,HIGH_RATE
tcp,78,23642,23642,1,0,0,0.01,HIGH_RATE
tcp,78,9784,9784,1,0,0,0.01,HIGH_RATE
tcp,78,7527,7527,1,0,0,0.03,HIGH_RATE
tcp,78,20561,20561,1,0,0,0.03,HIGH_RATE
tcp,78,8136,8136,1,0,0,0.03,HIGH_RATE
tcp,78,7984,7984,1,0,0,0.04,HIGH_RATE
tcp,78,11257,11257,1,0,0,0.01,HIGH_RATE
tcp,78,8681,8681,1,0,0,0.01,HIGH_RATE
tcp,78,9352,9352,1,0,0,0.01,HIGH_RATE
tcp,78,6539,6539,1,0,0,0,HIGH_RATE
tcp,78,4133,4133,1,0,0,0.03,HIGH_RATE
tcp,78,25314,25314,1,0,0,0.03,HIGH_RATE
tcp,78,1330,1330,1,0,0,0.02,HIGH_RATE
tcp,78,14564,14564,1,0,0,0.03,HIGH_RATE
tcp,78,5489,5489,1,0,0,0.03,HIGH_RATE
tcp,78,23590,23590,1,0,0,0.02,HIGH_RATE
tcp,78,3288,3288,1,0,0,0.03,HIGH_RATE
tcp,78,2485,2485,1,0,0,0.01,HIGH_RATE
tcp,78,15477,15477,1,0,0,0.05,HIGH_RATE
tcp,78,15306,15306,1,0,0,0.02,HIGH_RATE
tcp,78,6440,6440,1,0,0,0.04,HIGH_RATE
tcp,78,15370,15370,1,0,0,0.04,HIGH_RATE
tcp,78,23907,23907,1,0,0,0.03,HIGH_RATE
tcp,78,4640,4640,1,0,0,0.06,HIGH_RATE
tcp,78,8220,8220,1,0,0,0,HIGH_RATE
tcp,78,4853,4853,1,0,0,0.04,HIGH_RATE
tcp,78,10178,10178,1,0,0,0.01,HIGH_RATE
tcp,78,14735,14735,1,0,0,0.04,HIGH_RATE
tcp,78,4872,4872,1,0,0,0.04,HIGH_RATE
tcp,78,22448,22448,1,0,0,0.01,HIGH_RATE
tcp,78,5746,5746,1,0,0,0,HIGH_RATE
tcp,78,6314,6314,1,0,0,0.01,HIGH_RATE
tcp,78,9916,9916,1,0,0,0,HIGH_RATE
tcp,78,9889,9889,1,0,0,0,HIGH_RATE
tcp,78,6612,6612,1,0,0,0,HIGH_RATE
tcp,78,15084,15084,1,0,0,0.01,HIGH_RATE
tcp,78,18810,18810,1,0,0,0.01,HIGH_RATE
tcp,78,900,900,1,0,0,0.03,HIGH_RATE
tcp,78,5776,5776,1,0,0,0.03,HIGH_RATE
tcp,78,6672,6672,1,0,0,0,HIGH_RATE
tcp,78,10142,10142,1,0,0,0.01,HIGH_RATE
tcp,78,6417,6417,1,0,0,0,HIGH_RATE
tcp,78,15887,15887,1,0,0,0,HIGH_RATE
tcp,78,9334,9334,1,0,0,0.01,HIGH_RATE
tcp,78,20547,20547,1,0,0,0.03,HIGH_RATE
tcp,78,26054,26054,1,0,0,0.01,HIGH_RATE
tcp,78,11269,11269,1,0,0,0.01,HIGH_RATE
tcp,78,9985,9985,1,0,0,0.01,HIGH_RATE
tcp,78,13536,13536,1,0,0,0.03,HIGH_RATE
tcp,78,21464,21464,1,0,0,0.01,HIGH_RATE
tcp,78,12291,12291,1,0,0,0.03,HIGH_RATE
tcp,78,16507,16507,1,0,0,0.01,HIGH_RATE
tcp,78,25516,25516,1,0,0,0.01,HIGH_RATE
tcp,78,26989,26989,1,0,0,0.01,HIGH_RATE
tcp,78,9883,9883,1,0,0,0.01,HIGH_RATE
tcp,78,9977,9977,1,0,0,0.01,HIGH_RATE
tcp,78,24778,24778,1,0,0,0.03,HIGH_RATE
tcp,78,7530,7530,1,0,0,0.03,HIGH_RATE
tcp,78,20537,20537,1,0,0,0.01,HIGH_RATE
tcp,78,1409,1409,1,0,0,0.03,HIGH_RATE
tcp,78,8083,8083,1,0,0,0.03,HIGH_RATE
tcp,78,11451,11451,1,0,0,0.01,HIGH_RATE
tcp,78,9911,9911,1,0,0,0,HIGH_RATE
tcp,78,6470,6470,1,0,0,0.04,HIGH_RATE
tcp,78,22890,22890,1,0,0,0.03,HIGH_RATE
tcp,78,9071,9071,1,0,0,0.01,HIGH_RATE
tcp,78,8018,8018,1,0,0,0.06,HIGH_RATE
tcp,78,11830,11830,1,0,0,0,HIGH_RATE
tcp,78,5341,5341,1,0,0,0.03,HIGH_RATE
tcp,78,11761,11761,1,0,0,0.06,HIGH_RATE
tcp,78,5693,5693,1,0,0,0.01,HIGH_RATE
tcp,78,23531,23531,1,0,0,0.03,HIGH_RATE
tcp,78,11384,11384,1,0,0,0.03,HIGH_RATE
tcp,78,9630,9630,1,0,0,0,HIGH_RATE
tcp,78,12016,12016,1,0,0,0.04,HIGH_RATE
tcp,78,7677,7677,1,0,0,0,HIGH_RATE
tcp,78,9433,9433,1,0,0,0.04,HIGH_RATE
tcp,78,20476,20476,1,0,0,0.01,HIGH_RATE
tcp,78,14309,14309,1,0,0,0.04,HIGH_RATE
tcp,78,12865,12865,1,0,0,0.03,HIGH_RATE
tcp,78,9893,9893,1,0,0,0,HIGH_RATE
tcp,78,6459,6459,1,0,0,0,HIGH_RATE
tcp,78,9986,9986,1,0,0,0.01,HIGH_RATE
tcp,78,12892,12892,1,0,0,0.04,HIGH_RATE
tcp,78,1788,1788,1,0,0,0,HIGH_RATE
tcp,78,10000,10000,1,0,0,0.01,HIGH_RATE
tcp,78,17957,17957,1,0,0,0.01,HIGH_RATE
tcp,78,9949,9949,1,0,0,0.03,HIGH_RATE
tcp,78,23043,23043,1,0,0,0.02,HIGH_RATE
tcp,78,11716,11716,1,0,0,0.03,HIGH_RATE
tcp,78,19497,19497,1,0,0,0.01,HIGH_RATE
tcp,78,25772,25772,1,0,0,0.02,HIGH_RATE
tcp,78,20622,20622,1,0,0,0.01,HIGH_RATE
tcp,78,8036,8036,1,0,0,0.03,HIGH_RATE
tcp,78,9551,9551,1,0,0,0.03,HIGH_RATE
tcp,78,19624,19624,1,0,0,0,HIGH_RATE
tcp,78,5905,5905,1,0,0,0.01,HIGH_RATE
tcp,78,9990,9990,1,0,0,0.06,HIGH_RATE
tcp,78,8292,8292,1,0,0,0,HIGH_RATE
tcp,78,9873,9873,1,0,0,0.04,HIGH_RATE
tcp,78,21104,21104,1,0,0,0.01,HIGH_RATE
tcp,78,15449,15449,1,0,0,0.01,HIGH_RATE
tcp,78,9999,9999,1,0,0,0.01,HIGH_RATE
tcp,78,7739,7739,1,0,0,0.03,HIGH_RATE
tcp,78,27022,27022,1,0,0,0.01,HIGH_RATE
tcp,78,5020,5020,1,0,0,0.01,HIGH_RATE
tcp,78,1456,1456,1,0,0,0,HIGH_RATE
tcp,78,7944,7944,1,0,0,0.01,HIGH_RATE
tcp,78,9587,9587,1,0,0,0.03,HIGH_RATE
tcp,78,8559,8559,1,0,0,0.03,HIGH_RATE
tcp,78,4659,4659,1,0,0,0,HIGH_RATE
tcp,78,18900,18900,1,0,0,0.01,HIGH_RATE
tcp,78,10840,10840,1,0,0,0.01,HIGH_RATE
tcp,78,10942,10942,1,0,0,0.01,HIGH_RATE
tcp,78,11566,11566,1,0,0,0.01,HIGH_RATE
tcp,78,11125,11125,1,0,0,0.01,HIGH_RATE
tcp,78,318,318,1,0,0,0.03,HIGH_RATE
tcp,78,12237,12237,1,0,0,0.03,HIGH_RATE
tcp,78,9749,9749,1,0,0,0.01,HIGH_RATE
tcp,78,20671,20671,1,0,0,0.01,HIGH_RATE
tcp,78,11481,11481,1,0,0,0.01,HIGH_RATE
tcp,78,2060,2060,1,0,0,0.01,HIGH_RATE
tcp,78,11144,11144,1,0,0,0.03,HIGH_RATE
tcp,78,20758,20758,1,0,0,0.01,HIGH_RATE
tcp,78,23303,23303,1,0,0,0.01,HIGH_RATE
tcp,78,4330,4330,1,0,0,0.03,HIGH_RATE
tcp,78,20220,20220,1,0,0,0.04,HIGH_RATE
tcp,78,24322,24322,1,0,0,0.03,HIGH_RATE
