% isAttack tcpFlood:	667
% isAttack slowRead:	667
% isAttack httpFlood:	667
% isAttack slowHeaders:	667
% isAttack slowBody:	667
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3-5,8-9,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute isAttack {tcpFlood,httpFlood,slowRead,slowHeaders,slowBody}

@data
OTH,78,0,3223,3223,tcpFlood
OTH,78,0,1069,1069,tcpFlood
OTH,78,0,2172,2172,tcpFlood
OTH,78,0,5384,5384,tcpFlood
OTH,78,0,134,134,tcpFlood
OTH,78,0,5459,5459,tcpFlood
OTH,78,0,404,404,tcpFlood
OTH,78,0,4574,4574,tcpFlood
OTH,78,0,346,346,tcpFlood
OTH,78,0,5442,5442,tcpFlood
OTH,78,0,2280,2280,tcpFlood
OTH,78,0,327,327,tcpFlood
OTH,78,0,5938,5938,tcpFlood
OTH,78,0,612,612,tcpFlood
OTH,78,0,3154,3154,tcpFlood
OTH,78,0,4881,4881,tcpFlood
OTH,78,0,3978,3978,tcpFlood
OTH,78,0,6106,6106,tcpFlood
OTH,78,0,224,224,tcpFlood
OTH,78,0,761,761,tcpFlood
OTH,78,0,3466,3466,tcpFlood
OTH,78,0,856,856,tcpFlood
OTH,78,0,3801,3801,tcpFlood
OTH,78,0,1100,1100,tcpFlood
OTH,78,0,5029,5029,tcpFlood
OTH,78,0,2470,2470,tcpFlood
OTH,78,0,2217,2217,tcpFlood
OTH,78,0,201,201,tcpFlood
OTH,78,0,5493,5493,tcpFlood
OTH,78,0,984,984,tcpFlood
OTH,78,0,439,439,tcpFlood
OTH,78,0,4551,4551,tcpFlood
OTH,78,0,4989,4989,tcpFlood
OTH,78,0,3509,3509,tcpFlood
OTH,78,0,5927,5927,tcpFlood
OTH,78,0,5614,5614,tcpFlood
OTH,78,0,2919,2919,tcpFlood
OTH,78,0,6152,6152,tcpFlood
OTH,78,0,1280,1280,tcpFlood
OTH,78,0,2758,2758,tcpFlood
OTH,78,0,4556,4556,tcpFlood
OTH,78,0,2971,2971,tcpFlood
OTH,78,0,4355,4355,tcpFlood
OTH,78,0,336,336,tcpFlood
OTH,78,0,3561,3561,tcpFlood
OTH,78,0,5711,5711,tcpFlood
OTH,78,0,4647,4647,tcpFlood
OTH,78,0,4342,4342,tcpFlood
OTH,78,0,4877,4877,tcpFlood
OTH,78,0,638,638,tcpFlood
OTH,78,0,6188,6188,tcpFlood
OTH,78,0,2103,2103,tcpFlood
OTH,78,0,5945,5945,tcpFlood
OTH,78,0,2275,2275,tcpFlood
OTH,78,0,2310,2310,tcpFlood
OTH,78,0,2795,2795,tcpFlood
OTH,78,0,731,731,tcpFlood
OTH,78,0,1554,1554,tcpFlood
OTH,78,0,3953,3953,tcpFlood
OTH,78,0,3408,3408,tcpFlood
OTH,78,0,277,277,tcpFlood
OTH,78,0,1513,1513,tcpFlood
OTH,78,0,1393,1393,tcpFlood
OTH,78,0,136,136,tcpFlood
OTH,78,0,2440,2440,tcpFlood
OTH,78,0,4607,4607,tcpFlood
OTH,78,0,5516,5516,tcpFlood
OTH,78,0,2461,2461,tcpFlood
OTH,78,0,3118,3118,tcpFlood
OTH,78,0,4691,4691,tcpFlood
OTH,78,0,3576,3576,tcpFlood
OTH,78,0,3108,3108,tcpFlood
OTH,78,0,5257,5257,tcpFlood
OTH,78,0,4506,4506,tcpFlood
OTH,78,0,236,236,tcpFlood
OTH,78,0,5508,5508,tcpFlood
OTH,78,0,3360,3360,tcpFlood
OTH,78,0,4931,4931,tcpFlood
OTH,78,0,67,67,tcpFlood
OTH,78,0,3690,3690,tcpFlood
OTH,78,0,1976,1976,tcpFlood
OTH,78,0,3288,3288,tcpFlood
OTH,78,0,4369,4369,tcpFlood
OTH,78,0,4399,4399,tcpFlood
OTH,78,0,2331,2331,tcpFlood
OTH,78,0,5988,5988,tcpFlood
OTH,78,0,3900,3900,tcpFlood
OTH,78,0,5214,5214,tcpFlood
OTH,78,0,2004,2004,tcpFlood
OTH,78,0,4058,4058,tcpFlood
OTH,78,0,5304,5304,tcpFlood
OTH,78,0,2008,2008,tcpFlood
OTH,78,0,3565,3565,tcpFlood
OTH,78,0,6193,6193,tcpFlood
OTH,78,0,3976,3976,tcpFlood
OTH,78,0,3505,3505,tcpFlood
OTH,66,0,798,798,httpFlood
S3,374,755,925,925,httpFlood
S3,374,755,68,68,httpFlood
S3,374,755,1113,1113,httpFlood
OTH,66,0,554,554,httpFlood
S3,374,755,329,329,httpFlood
OTH,66,0,116,116,httpFlood
S3,374,755,131,131,httpFlood
RSTO,440,755,578,578,httpFlood
S3,374,755,145,145,httpFlood
OTH,66,0,20,20,httpFlood
S3,374,755,385,385,httpFlood
S3,374,755,657,657,httpFlood
S3,374,755,1027,1027,httpFlood
S3,374,755,829,829,httpFlood
OTH,66,0,276,276,httpFlood
OTH,66,0,177,177,httpFlood
OTH,66,0,761,761,httpFlood
OTH,66,0,917,917,httpFlood
RSTO,440,755,456,456,httpFlood
OTH,66,0,447,447,httpFlood
OTH,66,0,341,341,httpFlood
S3,374,755,735,735,httpFlood
S3,374,755,18,18,httpFlood
S3,374,755,720,720,httpFlood
RSTO,440,755,30,30,httpFlood
S3,374,755,950,950,httpFlood
OTH,66,0,21,21,httpFlood
OTH,66,0,336,336,httpFlood
S3,374,755,1072,1072,httpFlood
RSTO,440,755,402,402,httpFlood
S3,374,755,271,271,httpFlood
RSTO,440,755,264,264,httpFlood
S3,670,755,2,2,httpFlood
OTH,66,0,157,157,httpFlood
S3,374,755,340,340,httpFlood
OTH,66,0,127,127,httpFlood
S3,374,755,546,546,httpFlood
OTH,66,0,122,122,httpFlood
OTH,66,0,106,106,httpFlood
S3,374,755,424,424,httpFlood
S3,374,755,662,662,httpFlood
S3,374,755,1150,1150,httpFlood
OTH,66,0,538,538,httpFlood
OTH,66,0,63,63,httpFlood
OTH,66,0,650,650,httpFlood
OTH,66,0,768,768,httpFlood
S3,374,755,173,173,httpFlood
OTH,66,0,740,740,httpFlood
S1,242,140,171,171,httpFlood
RSTO,440,755,104,104,httpFlood
S3,374,755,610,610,httpFlood
S3,374,755,819,819,httpFlood
S3,374,755,1074,1074,httpFlood
OTH,66,0,889,889,httpFlood
S3,374,755,419,419,httpFlood
OTH,66,0,246,246,httpFlood
S3,374,755,956,956,httpFlood
S3,374,755,150,150,httpFlood
S3,1088,755,7,7,httpFlood
OTH,66,0,793,793,httpFlood
S3,374,755,940,940,httpFlood
S3,374,755,894,894,httpFlood
S3,374,755,52,52,httpFlood
S3,374,755,1209,1209,httpFlood
S3,374,755,538,538,httpFlood
S3,374,755,156,156,httpFlood
S3,374,755,149,149,httpFlood
OTH,66,0,89,89,httpFlood
OTH,66,0,57,57,httpFlood
S3,374,755,139,139,httpFlood
RSTO,440,755,48,48,httpFlood
S3,374,755,428,428,httpFlood
OTH,66,0,343,343,httpFlood
S3,374,755,134,134,httpFlood
S3,374,755,202,202,httpFlood
RSTO,440,755,197,197,httpFlood
S3,374,755,331,331,httpFlood
S3,374,755,864,864,httpFlood
S3,374,755,112,112,httpFlood
OTH,66,0,395,395,httpFlood
S3,374,755,383,383,httpFlood
S3,374,755,330,330,httpFlood
S3,374,755,39,39,httpFlood
OTH,66,0,373,373,httpFlood
S3,374,755,97,97,httpFlood
OTH,66,0,826,826,httpFlood
RSTO,440,755,354,354,httpFlood
RSTO,440,755,233,233,httpFlood
OTH,66,0,88,88,httpFlood
OTH,66,0,228,228,httpFlood
RSTO,440,755,402,402,httpFlood
OTH,66,0,818,818,httpFlood
RSTO,440,755,535,535,httpFlood
S3,374,755,263,263,httpFlood
S3,374,755,557,557,httpFlood
RSTO,440,755,257,257,httpFlood
S3,374,755,158,158,httpFlood
OTH,66,0,888,888,httpFlood
S3,374,755,1176,1176,httpFlood
OTH,66,0,386,386,httpFlood
S3,374,755,72,72,httpFlood
S1,242,140,189,189,httpFlood
S3,374,755,94,94,httpFlood
OTH,66,0,566,566,httpFlood
RSTO,440,755,124,124,httpFlood
RSTO,440,755,403,403,httpFlood
OTH,66,0,107,107,httpFlood
S3,374,755,637,637,httpFlood
S3,374,755,1049,1049,httpFlood
S3,374,755,804,804,httpFlood
OTH,66,0,439,439,httpFlood
RSTO,440,755,241,241,httpFlood
S3,374,755,147,147,httpFlood
S1,242,140,211,211,httpFlood
S3,374,755,1020,1020,httpFlood
RSTO,440,755,192,192,httpFlood
OTH,66,0,437,437,httpFlood
S3,374,755,432,432,httpFlood
OTH,66,0,732,732,httpFlood
S1,242,140,210,210,httpFlood
S3,374,755,254,254,httpFlood
S1,242,140,174,174,httpFlood
S3,374,755,134,134,httpFlood
OTH,66,0,813,813,httpFlood
S3,374,755,150,150,httpFlood
RSTO,440,755,553,553,httpFlood
S3,374,755,314,314,httpFlood
S3,374,755,1186,1186,httpFlood
OTH,66,0,264,264,httpFlood
OTH,66,0,800,800,httpFlood
OTH,66,0,416,416,httpFlood
S3,374,755,301,301,httpFlood
S3,374,755,1199,1199,httpFlood
S3,374,755,395,395,httpFlood
S1,242,140,183,183,httpFlood
RSTO,440,755,494,494,httpFlood
OTH,66,0,959,959,httpFlood
OTH,66,0,609,609,httpFlood
S3,374,755,792,792,httpFlood
OTH,66,0,977,977,httpFlood
S3,374,755,1092,1092,httpFlood
S3,374,755,803,803,httpFlood
RSTO,440,755,408,408,httpFlood
OTH,66,0,383,383,httpFlood
OTH,66,0,91,91,httpFlood
S3,374,755,505,505,httpFlood
S3,374,755,426,426,httpFlood
S3,374,755,948,948,httpFlood
OTH,66,0,209,209,httpFlood
OTH,66,0,18,18,httpFlood
RSTO,440,755,353,353,httpFlood
S3,374,755,727,727,httpFlood
S3,374,755,263,263,httpFlood
S3,374,755,514,514,httpFlood
OTH,66,0,919,919,httpFlood
S3,374,755,259,259,httpFlood
OTH,66,0,444,444,httpFlood
OTH,66,0,197,197,httpFlood
OTH,66,0,731,731,httpFlood
S3,374,755,148,148,httpFlood
S3,374,755,1256,1256,httpFlood
S3,374,755,141,141,httpFlood
RSTO,440,755,400,400,httpFlood
OTH,66,0,384,384,httpFlood
OTH,66,0,309,309,httpFlood
OTH,66,0,189,189,httpFlood
OTH,66,0,406,406,httpFlood
OTH,66,0,518,518,httpFlood
OTH,66,0,68,68,httpFlood
S3,374,755,152,152,httpFlood
OTH,66,0,756,756,httpFlood
S3,374,755,151,151,httpFlood
OTH,66,0,805,805,httpFlood
OTH,66,0,932,932,httpFlood
S3,374,755,10,10,httpFlood
S3,374,755,299,299,httpFlood
RSTO,440,755,362,362,httpFlood
S3,374,755,509,509,httpFlood
S3,374,755,552,552,httpFlood
S3,374,755,1004,1004,httpFlood
OTH,66,0,391,391,httpFlood
S3,374,755,873,873,httpFlood
S3,374,755,1091,1091,httpFlood
OTH,66,0,641,641,httpFlood
OTH,66,0,998,998,httpFlood
S3,374,755,276,276,httpFlood
OTH,66,0,24,24,httpFlood
OTH,66,0,297,297,httpFlood
S1,242,140,158,158,httpFlood
RSTO,440,755,485,485,httpFlood
S3,374,755,1149,1149,httpFlood
S3,374,755,341,341,httpFlood
S3,374,755,331,331,httpFlood
OTH,66,0,881,881,httpFlood
S3,374,755,648,648,httpFlood
OTH,66,0,859,859,httpFlood
S3,374,755,50,50,httpFlood
S3,374,755,532,532,httpFlood
S3,374,755,148,148,httpFlood
OTH,66,0,10,10,httpFlood
OTH,66,0,851,851,httpFlood
OTH,66,0,106,106,httpFlood
S3,374,755,127,127,httpFlood
S3,374,755,446,446,httpFlood
S3,374,755,359,359,httpFlood
OTH,66,0,227,227,httpFlood
S3,986,755,155,155,httpFlood
RSTO,440,755,378,378,httpFlood
RSTO,440,755,570,570,httpFlood
S3,374,755,255,255,httpFlood
S3,374,755,144,144,httpFlood
RSTO,440,755,125,125,httpFlood
S3,374,755,1275,1275,httpFlood
OTH,66,0,401,401,httpFlood
S3,374,755,473,473,httpFlood
OTH,66,0,21,21,httpFlood
OTH,66,0,922,922,httpFlood
S3,374,755,1229,1229,httpFlood
S3,374,755,149,149,httpFlood
S3,374,755,471,471,httpFlood
OTH,66,0,741,741,httpFlood
OTH,66,0,866,866,httpFlood
OTH,66,0,190,190,httpFlood
S3,374,755,926,926,httpFlood
RSTO,440,755,440,440,httpFlood
OTH,66,0,890,890,httpFlood
OTH,66,0,995,995,httpFlood
OTH,66,0,948,948,httpFlood
S3,374,755,814,814,httpFlood
OTH,66,0,833,833,httpFlood
OTH,66,0,199,199,httpFlood
S3,374,755,130,130,httpFlood
S3,374,755,1118,1118,httpFlood
RSTO,440,755,613,613,httpFlood
S3,374,755,668,668,httpFlood
S3,374,755,273,273,httpFlood
S3,374,755,125,125,httpFlood
S3,374,755,1240,1240,httpFlood
S3,374,755,559,559,httpFlood
RSTO,440,755,105,105,httpFlood
S3,374,755,140,140,httpFlood
S3,374,755,246,246,httpFlood
S3,374,755,297,297,httpFlood
S3,374,755,148,148,httpFlood
S3,374,755,698,698,httpFlood
RSTO,440,755,388,388,httpFlood
OTH,66,0,431,431,httpFlood
OTH,66,0,398,398,httpFlood
RSTO,440,755,47,47,httpFlood
RSTO,440,755,138,138,httpFlood
OTH,66,0,389,389,httpFlood
S3,374,755,139,139,httpFlood
S3,374,755,134,134,httpFlood
S3,374,755,1241,1241,httpFlood
OTH,66,0,470,470,httpFlood
S3,374,755,1163,1163,httpFlood
S3,374,755,143,143,httpFlood
S3,374,755,843,843,httpFlood
S3,374,755,1105,1105,httpFlood
S3,374,755,447,447,httpFlood
OTH,66,0,427,427,httpFlood
S3,374,755,754,754,httpFlood
S3,374,755,126,126,httpFlood
OTH,66,0,248,248,httpFlood
S3,374,755,302,302,httpFlood
S3,374,755,681,681,httpFlood
S3,374,755,1274,1274,httpFlood
OTH,66,0,700,700,httpFlood
S3,374,755,314,314,httpFlood
OTH,66,0,925,925,httpFlood
OTH,66,0,254,254,httpFlood
S3,374,755,1054,1054,httpFlood
S3,374,755,1083,1083,httpFlood
S3,374,755,1246,1246,httpFlood
S3,374,755,445,445,httpFlood
OTH,66,0,49,49,httpFlood
OTH,66,0,479,479,httpFlood
S3,1134,755,154,154,httpFlood
OTH,66,0,50,50,httpFlood
S3,374,755,147,147,httpFlood
S3,374,755,418,418,httpFlood
S3,374,755,278,278,httpFlood
S3,374,755,78,78,httpFlood
S3,374,755,384,384,httpFlood
S3,374,755,143,143,httpFlood
S3,374,755,179,179,httpFlood
S3,374,755,147,147,httpFlood
S3,374,755,134,134,httpFlood
RSTO,440,755,373,373,httpFlood
S3,374,755,564,564,httpFlood
OTH,66,0,110,110,httpFlood
S3,374,755,815,815,httpFlood
S3,374,755,177,177,httpFlood
S3,374,755,724,724,httpFlood
OTH,66,0,674,674,httpFlood
S3,374,755,1273,1273,httpFlood
S3,374,755,793,793,httpFlood
S3,374,755,582,582,httpFlood
RSTO,440,755,312,312,httpFlood
S3,374,755,41,41,httpFlood
RSTO,440,755,324,324,httpFlood
OTH,66,0,476,476,httpFlood
S3,374,755,63,63,httpFlood
S3,374,755,111,111,httpFlood
S3,374,755,146,146,httpFlood
S3,374,755,37,37,httpFlood
RSTO,440,755,272,272,httpFlood
S3,374,755,1205,1205,httpFlood
S1,242,140,203,203,httpFlood
S3,374,755,588,588,httpFlood
OTH,66,0,128,128,httpFlood
S3,374,755,160,160,httpFlood
OTH,66,0,388,388,httpFlood
OTH,66,0,359,359,httpFlood
S3,374,755,491,491,httpFlood
OTH,66,0,647,647,httpFlood
S3,374,755,285,285,httpFlood
S3,374,755,767,767,httpFlood
OTH,66,0,334,334,httpFlood
S3,374,755,250,250,httpFlood
OTH,66,0,75,75,httpFlood
S3,374,755,1050,1050,httpFlood
S3,374,755,86,86,httpFlood
S3,374,755,15,15,httpFlood
OTH,66,0,11,11,httpFlood
RSTO,440,755,469,469,httpFlood
OTH,66,0,837,837,httpFlood
S3,374,755,261,261,httpFlood
S3,374,755,3,3,httpFlood
S3,374,755,116,116,httpFlood
OTH,66,0,436,436,httpFlood
S3,374,755,139,139,httpFlood
S3,374,755,932,932,httpFlood
S3,374,755,394,394,httpFlood
S3,374,755,208,208,httpFlood
S3,374,755,511,511,httpFlood
S3,374,755,649,649,httpFlood
S3,374,755,915,915,httpFlood
S3,374,755,508,508,httpFlood
S3,374,755,149,149,httpFlood
OTH,66,0,1010,1010,httpFlood
S3,374,755,425,425,httpFlood
OTH,66,0,946,946,httpFlood
S3,374,755,537,537,httpFlood
S3,374,755,127,127,httpFlood
OTH,66,0,13,13,httpFlood
S3,374,755,131,131,httpFlood
OTH,66,0,159,159,httpFlood
OTH,66,0,115,115,httpFlood
RSTO,440,755,276,276,httpFlood
OTH,66,0,891,891,httpFlood
S3,374,755,366,366,httpFlood
S3,374,755,572,572,httpFlood
S3,374,755,1208,1208,httpFlood
S3,374,755,128,128,httpFlood
OTH,66,0,134,134,httpFlood
S3,374,755,150,150,httpFlood
OTH,66,0,69,69,httpFlood
OTH,66,0,748,748,httpFlood
S3,374,755,833,833,httpFlood
S3,374,755,747,747,httpFlood
S3,374,755,952,952,httpFlood
OTH,66,0,238,238,httpFlood
S3,374,755,982,982,httpFlood
S3,374,755,339,339,httpFlood
OTH,66,0,810,810,httpFlood
OTH,66,0,385,385,httpFlood
OTH,66,0,468,468,httpFlood
S3,374,755,1231,1231,httpFlood
S3,374,755,521,521,httpFlood
OTH,66,0,171,171,httpFlood
OTH,66,0,872,872,httpFlood
OTH,66,0,521,521,httpFlood
S3,374,755,145,145,httpFlood
RSTO,440,755,156,156,httpFlood
S3,374,755,156,156,httpFlood
S3,374,755,260,260,httpFlood
OTH,66,0,497,497,httpFlood
OTH,66,0,405,405,httpFlood
OTH,66,0,605,605,httpFlood
S3,374,755,782,782,httpFlood
S3,374,755,817,817,httpFlood
S3,374,755,339,339,httpFlood
S3,374,755,57,57,httpFlood
OTH,66,0,25,25,httpFlood
OTH,66,0,37,37,httpFlood
S3,374,755,96,96,httpFlood
S3,374,755,907,907,httpFlood
S3,374,755,951,951,httpFlood
RSTO,440,755,530,530,httpFlood
RSTO,440,755,568,568,httpFlood
S3,374,755,968,968,httpFlood
OTH,66,0,139,139,httpFlood
OTH,66,0,915,915,httpFlood
OTH,66,0,1,1,httpFlood
OTH,66,0,459,459,httpFlood
RSTO,440,755,483,483,httpFlood
OTH,66,0,314,314,httpFlood
OTH,66,0,739,739,httpFlood
S3,374,755,104,104,httpFlood
OTH,66,0,493,493,httpFlood
OTH,66,0,59,59,httpFlood
OTH,66,0,342,342,httpFlood
RSTO,440,755,350,350,httpFlood
OTH,66,0,200,200,httpFlood
OTH,66,0,119,119,httpFlood
OTH,66,0,315,315,httpFlood
OTH,66,0,88,88,httpFlood
S3,374,755,901,901,httpFlood
S3,374,755,1104,1104,httpFlood
S3,374,755,1171,1171,httpFlood
OTH,66,0,455,455,httpFlood
OTH,66,0,862,862,httpFlood
OTH,66,0,842,842,httpFlood
OTH,66,0,425,425,httpFlood
OTH,66,0,785,785,httpFlood
S3,374,755,232,232,httpFlood
S3,374,755,1090,1090,httpFlood
S3,374,755,157,157,httpFlood
S3,374,755,1127,1127,httpFlood
OTH,66,0,434,434,httpFlood
S3,374,755,408,408,httpFlood
OTH,66,0,237,237,httpFlood
S3,374,755,147,147,httpFlood
OTH,66,0,646,646,httpFlood
S3,374,755,1191,1191,httpFlood
S3,374,755,992,992,httpFlood
S3,374,755,237,237,httpFlood
S3,374,755,199,199,httpFlood
OTH,66,0,821,821,httpFlood
S3,374,755,153,153,httpFlood
OTH,66,0,136,136,httpFlood
S3,374,755,575,575,httpFlood
OTH,66,0,625,625,httpFlood
S3,374,755,772,772,httpFlood
S3,374,755,112,112,httpFlood
OTH,66,0,464,464,httpFlood
OTH,66,0,44,44,httpFlood
OTH,66,0,441,441,httpFlood
OTH,66,0,142,142,httpFlood
OTH,66,0,319,319,httpFlood
S3,374,755,1085,1085,httpFlood
OTH,66,0,411,411,httpFlood
S3,374,755,29,29,httpFlood
OTH,66,0,806,806,httpFlood
S3,374,755,834,834,httpFlood
RSTO,440,755,401,401,httpFlood
S3,374,755,113,113,httpFlood
S3,374,755,742,742,httpFlood
S1,242,140,172,172,httpFlood
S3,374,755,1221,1221,httpFlood
S3,374,755,542,542,httpFlood
S3,374,755,842,842,httpFlood
S1,242,140,200,200,httpFlood
S1,242,140,195,195,httpFlood
OTH,66,0,99,99,httpFlood
RSTO,440,755,113,113,httpFlood
OTH,66,0,357,357,httpFlood
S3,374,755,1122,1122,httpFlood
S3,374,755,885,885,httpFlood
OTH,66,0,364,364,httpFlood
S3,374,755,1039,1039,httpFlood
S3,374,755,1158,1158,httpFlood
OTH,66,0,92,92,httpFlood
OTH,66,0,387,387,httpFlood
S1,242,140,165,165,httpFlood
S3,374,755,1250,1250,httpFlood
OTH,66,0,1,1,httpFlood
OTH,66,0,653,653,httpFlood
S3,374,755,129,129,httpFlood
S3,374,755,137,137,httpFlood
OTH,66,0,1,1,httpFlood
OTH,66,0,250,250,httpFlood
S3,374,755,150,150,httpFlood
OTH,66,0,104,104,httpFlood
OTH,66,0,102,102,httpFlood
S3,374,755,154,154,httpFlood
OTH,66,0,46,46,httpFlood
S1,242,140,226,226,httpFlood
OTH,66,0,560,560,httpFlood
S3,374,755,449,449,httpFlood
RSTO,440,755,483,483,httpFlood
OTH,66,0,355,355,httpFlood
RSTO,440,755,612,612,httpFlood
S3,374,755,718,718,httpFlood
OTH,66,0,42,42,httpFlood
S3,374,755,128,128,httpFlood
OTH,66,0,487,487,httpFlood
OTH,66,0,402,402,httpFlood
OTH,66,0,33,33,httpFlood
OTH,66,0,132,132,httpFlood
OTH,66,0,30,30,httpFlood
S3,374,755,175,175,httpFlood
S3,374,755,1223,1223,httpFlood
S3,374,755,126,126,httpFlood
S3,374,755,360,360,httpFlood
OTH,66,0,57,57,httpFlood
OTH,66,0,586,586,httpFlood
S3,374,755,313,313,httpFlood
OTH,66,0,486,486,httpFlood
S3,374,755,130,130,httpFlood
OTH,66,0,253,253,httpFlood
OTH,66,0,201,201,httpFlood
S3,374,755,366,366,httpFlood
RSTO,440,755,517,517,httpFlood
S1,242,140,194,194,httpFlood
OTH,66,0,473,473,httpFlood
S3,374,755,144,144,httpFlood
S3,374,755,137,137,httpFlood
OTH,66,0,101,101,httpFlood
S3,374,755,174,174,httpFlood
S3,374,755,148,148,httpFlood
OTH,66,0,797,797,httpFlood
S3,374,755,1228,1228,httpFlood
S3,374,755,399,399,httpFlood
S3,374,755,1188,1188,httpFlood
OTH,66,0,219,219,httpFlood
S3,374,755,994,994,httpFlood
S3,374,755,98,98,httpFlood
S3,374,755,325,325,httpFlood
OTH,66,0,716,716,httpFlood
S3,374,755,518,518,httpFlood
OTH,66,0,41,41,httpFlood
OTH,66,0,780,780,httpFlood
S3,374,755,140,140,httpFlood
S3,374,755,140,140,httpFlood
S3,374,755,148,148,httpFlood
OTH,66,0,997,997,httpFlood
OTH,66,0,212,212,httpFlood
OTH,66,0,202,202,httpFlood
OTH,66,0,936,936,httpFlood
S3,374,755,897,897,httpFlood
S3,374,755,77,77,httpFlood
RSTO,440,755,320,320,httpFlood
S3,374,755,412,412,httpFlood
S3,374,755,765,765,httpFlood
OTH,66,0,293,293,httpFlood
S3,374,755,872,872,httpFlood
OTH,66,0,71,71,httpFlood
S3,374,755,988,988,httpFlood
OTH,66,0,620,620,httpFlood
S3,374,755,141,141,httpFlood
S3,374,755,358,358,httpFlood
S3,374,755,1071,1071,httpFlood
OTH,66,0,18,18,httpFlood
S3,374,755,529,529,httpFlood
OTH,66,0,56,56,httpFlood
RSTO,440,755,267,267,httpFlood
S3,374,755,167,167,httpFlood
OTH,66,0,230,230,httpFlood
OTH,66,0,490,490,httpFlood
OTH,66,0,255,255,httpFlood
OTH,66,0,802,802,httpFlood
OTH,66,0,42,42,httpFlood
S3,374,755,485,485,httpFlood
S3,374,755,116,116,httpFlood
RSTO,440,755,259,259,httpFlood
RSTO,440,755,198,198,httpFlood
S3,374,755,1028,1028,httpFlood
OTH,66,0,736,736,httpFlood
S3,374,755,729,729,httpFlood
OTH,66,0,169,169,httpFlood
S3,374,755,509,509,httpFlood
S3,374,755,147,147,httpFlood
OTH,66,0,466,466,httpFlood
RSTO,440,755,221,221,httpFlood
S3,374,755,127,127,httpFlood
S3,374,755,1002,1002,httpFlood
OTH,66,0,290,290,httpFlood
S3,374,755,154,154,httpFlood
S1,242,140,216,216,httpFlood
OTH,66,0,80,80,httpFlood
S3,374,755,501,501,httpFlood
OTH,66,0,471,471,httpFlood
RSTO,440,755,69,69,httpFlood
OTH,66,0,993,993,httpFlood
S3,374,755,1045,1045,httpFlood
OTH,66,0,928,928,httpFlood
S3,374,755,178,178,httpFlood
S3,596,755,307,307,httpFlood
S3,374,755,822,822,httpFlood
S3,374,755,1025,1025,httpFlood
OTH,66,0,697,697,httpFlood
OTH,66,0,407,407,httpFlood
OTH,66,0,320,320,httpFlood
OTH,66,0,880,880,httpFlood
S3,374,755,594,594,httpFlood
RSTO,440,755,455,455,httpFlood
S3,374,755,275,275,httpFlood
OTH,66,0,906,906,httpFlood
RSTO,440,755,262,262,httpFlood
OTH,66,0,32,32,httpFlood
OTH,66,0,688,688,httpFlood
S3,374,755,1063,1063,httpFlood
OTH,66,0,912,912,httpFlood
S3,374,755,659,659,httpFlood
S3,374,755,995,995,httpFlood
S3,374,755,469,469,httpFlood
S3,374,755,93,93,httpFlood
OTH,66,0,571,571,httpFlood
S3,374,755,608,608,httpFlood
OTH,66,0,935,935,httpFlood
OTH,66,0,214,214,httpFlood
OTH,66,0,523,523,httpFlood
S3,374,755,522,522,httpFlood
RSTO,440,755,247,247,httpFlood
OTH,66,0,17,17,httpFlood
S3,374,755,280,280,httpFlood
S3,374,755,433,433,httpFlood
S3,374,755,702,702,httpFlood
OTH,66,0,445,445,httpFlood
S3,374,755,115,115,httpFlood
S3,374,755,300,300,httpFlood
OTH,66,0,511,511,httpFlood
OTH,66,0,916,916,httpFlood
S3,374,755,356,356,httpFlood
OTH,66,0,86,86,httpFlood
S3,374,755,1017,1017,httpFlood
OTH,66,0,980,980,httpFlood
S3,374,755,1008,1008,httpFlood
S3,374,755,602,602,httpFlood
S3,374,755,768,768,httpFlood
OTH,66,0,207,207,httpFlood
S3,374,755,726,726,httpFlood
OTH,66,0,515,515,httpFlood
S3,374,755,147,147,httpFlood
S3,374,755,670,670,httpFlood
OTH,66,0,899,899,httpFlood
OTH,66,0,621,621,httpFlood
S3,374,755,869,869,httpFlood
S3,374,755,393,393,httpFlood
S3,374,755,1242,1242,httpFlood
RSTO,440,755,60,60,httpFlood
OTH,66,0,879,879,httpFlood
S3,374,755,117,117,httpFlood
OTH,66,0,882,882,httpFlood
OTH,66,0,559,559,httpFlood
S1,242,140,202,202,httpFlood
OTH,66,0,131,131,httpFlood
S3,374,755,489,489,httpFlood
S3,374,755,774,774,httpFlood
OTH,66,0,1003,1003,httpFlood
S3,374,755,215,215,httpFlood
S3,374,755,719,719,httpFlood
OTH,66,0,561,561,httpFlood
OTH,66,0,60,60,httpFlood
OTH,66,0,603,603,httpFlood
OTH,66,0,204,204,httpFlood
OTH,66,0,71,71,httpFlood
S3,374,755,157,157,httpFlood
RSTO,440,755,256,256,httpFlood
S3,374,755,34,34,httpFlood
S3,374,755,155,155,httpFlood
S3,374,755,481,481,httpFlood
OTH,66,0,75,75,httpFlood
S3,374,755,329,329,httpFlood
