% isAttack normal:	1333
% isAttack attack:	2592
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R1-3,5,8-9,18-19,22,27'

@attribute duration numeric
@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute dst_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {normal,attack}

@data
0,tcp,SF,12461,281,281,100,1,0,normal
0,tcp,OTH,0,5917,5917,64,1,0,normal
0,tcp,SF,12395,1886,1886,99,1,0,normal
0,tcp,SF,12461,2753,2753,100,1,0,normal
0,tcp,SF,12461,3368,3368,100,1,0,normal
0,tcp,SF,12461,3909,3909,100,1,0,normal
0,tcp,SF,12395,2621,2621,100,1,0,normal
0,tcp,OTH,0,3144,3144,100,1,0,normal
0,tcp,SF,12461,1723,1723,100,1,0,normal
0,tcp,OTH,0,5463,5463,100,1,0,normal
0,tcp,OTH,0,3743,3743,52,1,0,normal
0,tcp,OTH,0,5044,5044,46,1,0,normal
0,tcp,SF,12461,3301,3301,100,1,0,normal
0,tcp,SF,12461,3345,3345,96,1,0,normal
0,tcp,SF,206,3117,3117,86,1,0,normal
0,tcp,S3,12527,3754,3754,100,1,0,normal
0,tcp,OTH,0,4363,4363,48,1,0,normal
0,tcp,OTH,0,3868,3868,46,1,0,normal
0,tcp,SF,12461,2015,2015,100,1,0,normal
0,tcp,SF,12395,2216,2216,100,1,0,normal
0,tcp,OTH,0,5011,5011,47,1,0,normal
0,tcp,SF,12461,2041,2041,100,1,0,normal
0,tcp,OTH,0,3360,3360,50,1,0,normal
0,tcp,OTH,0,5902,5902,56,1,0,normal
0,tcp,OTH,0,3255,3255,38,1,0,normal
0,tcp,OTH,0,2952,2952,42,1,0,normal
0,tcp,OTH,0,5891,5891,45,1,0,normal
0,tcp,SF,12461,2202,2202,100,1,0,normal
0,tcp,RSTR,343,1912,1912,100,1,0,normal
0,tcp,SF,12461,1241,1241,100,1,0,normal
0,tcp,OTH,0,3721,3721,50,1,0,normal
0,tcp,OTH,0,6276,6276,50,1,0,normal
0,tcp,OTH,0,1889,1889,45,1,0,normal
0,tcp,OTH,0,4318,4318,53,1,0,normal
0,tcp,OTH,0,5082,5082,31,1,0,normal
0,tcp,OTH,0,3876,3876,100,1,0,normal
0,tcp,SF,272,1912,1912,68,1,0,normal
0,tcp,SF,12461,2306,2306,100,1,0,normal
0,tcp,OTH,0,5909,5909,50,1,0,normal
0,tcp,SF,12461,1906,1906,100,1,0,normal
0,tcp,SF,12527,2214,2214,100,1,0,normal
0,tcp,OTH,0,3217,3217,47,1,0,normal
0,tcp,SF,12461,4263,4263,64,1,0,normal
0,tcp,OTH,0,3013,3013,43,1,0,normal
0,tcp,SF,12461,1945,1945,100,1,0,normal
0,tcp,OTH,0,3030,3030,45,1,0,normal
0,tcp,SF,12461,105,105,100,1,0,normal
0,tcp,SF,12395,3219,3219,98,1,0,normal
0,tcp,OTH,0,3616,3616,44,1,0,normal
0,tcp,SF,12461,2113,2113,100,1,0,normal
0,tcp,OTH,0,2856,2856,48,1,0,normal
1,tcp,SF,12461,1440,1440,100,1,0,normal
0,tcp,SF,12395,1980,1980,100,1,0,normal
1,tcp,SF,12461,2955,2955,100,1,0,normal
0,tcp,SF,12461,1530,1530,100,1,0,normal
0,tcp,OTH,0,2987,2987,46,1,0,normal
0,tcp,SF,12461,2554,2554,100,1,0,normal
0,tcp,SF,12461,2243,2243,100,1,0,normal
0,tcp,OTH,0,2849,2849,88,1,0,normal
0,tcp,SF,12527,1887,1887,79,1,0,normal
0,tcp,OTH,0,3079,3079,83,1,0,normal
0,tcp,S2,140,3407,3407,100,1,0,normal
0,tcp,SF,12461,306,306,100,1,0,normal
0,tcp,OTH,0,3897,3897,88,1,0,normal
0,tcp,SF,12395,2031,2031,100,1,0,normal
0,tcp,SF,12461,1281,1281,100,1,0,normal
0,tcp,OTH,0,5099,5099,45,1,0,normal
0,tcp,SF,12461,1291,1291,100,1,0,normal
0,tcp,RSTR,10864,1776,1776,100,1,0,normal
0,tcp,OTH,0,3021,3021,84,1,0,normal
0,tcp,SF,12461,2321,2321,100,1,0,normal
0,tcp,SF,12461,3873,3873,100,1,0,normal
0,tcp,SF,12461,2077,2077,100,1,0,normal
0,tcp,SF,12461,2334,2334,100,1,0,normal
0,tcp,SF,12461,4071,4071,100,1,0,normal
0,tcp,SF,12461,1910,1910,89,1,0,normal
0,tcp,OTH,0,5104,5104,50,1,0,normal
0,tcp,S1,12395,3467,3467,100,1,0,normal
0,tcp,SF,12461,3210,3210,52,1,0,normal
0,tcp,OTH,0,5192,5192,28,1,0,normal
0,tcp,OTH,0,3101,3101,83,1,0,normal
0,tcp,SF,12461,1852,1852,100,1,0,normal
0,tcp,OTH,0,4955,4955,43,1,0,normal
0,tcp,SF,12461,1842,1842,100,1,0,normal
0,tcp,OTH,0,5964,5964,52,1,0,normal
0,tcp,SF,12461,2381,2381,100,1,0,normal
0,tcp,OTH,0,5686,5686,47,1,0,normal
0,tcp,SF,12461,4011,4011,94,1,0,normal
0,tcp,OTH,0,3607,3607,32,1,0,normal
0,tcp,OTH,0,5182,5182,22,1,0,normal
0,tcp,OTH,0,5961,5961,39,1,0,normal
0,tcp,SF,12461,2077,2077,100,1,0,normal
0,tcp,OTH,0,3201,3201,48,1,0,normal
0,tcp,SF,12461,1855,1855,100,1,0,normal
0,tcp,SF,12461,2134,2134,100,1,0,normal
0,tcp,SF,12461,1671,1671,100,1,0,normal
0,tcp,SF,12461,1829,1829,100,1,0,normal
0,tcp,SF,12461,1895,1895,100,1,0,normal
0,tcp,OTH,0,3075,3075,46,1,0,normal
0,tcp,OTH,0,5229,5229,39,1,0,normal
0,tcp,OTH,0,3686,3686,91,1,0,normal
0,tcp,SF,12461,1936,1936,100,1,0,normal
0,tcp,SF,12461,2066,2066,100,1,0,normal
0,tcp,OTH,0,2878,2878,53,1,0,normal
0,tcp,OTH,0,3363,3363,52,1,0,normal
0,tcp,OTH,0,2909,2909,19,1,0,normal
0,tcp,OTH,0,3172,3172,67,1,0,normal
0,tcp,OTH,0,2931,2931,49,1,0,normal
0,tcp,SF,12461,2147,2147,100,1,0,normal
0,tcp,SF,12461,2051,2051,88,1,0,normal
0,tcp,SF,12538,3067,3067,72,1,0,normal
0,tcp,OTH,0,3906,3906,51,1,0,normal
0,tcp,OTH,0,5189,5189,40,1,0,normal
0,tcp,SF,12461,2440,2440,100,1,0,normal
0,tcp,OTH,0,1858,1858,100,1,0,normal
0,tcp,SF,12461,2511,2511,100,1,0,normal
0,tcp,OTH,0,6237,6237,47,1,0,normal
0,tcp,OTH,0,5707,5707,46,1,0,normal
0,tcp,OTH,0,3207,3207,48,1,0,normal
0,tcp,SF,12395,2612,2612,100,1,0,normal
0,tcp,S3,206,2762,2762,100,1,0,normal
0,tcp,OTH,0,4310,4310,48,1,0,normal
0,tcp,SF,12461,280,280,100,1,0,normal
0,tcp,SF,12461,642,642,100,1,0,normal
0,tcp,OTH,0,3156,3156,52,1,0,normal
0,tcp,SF,12461,2282,2282,100,1,0,normal
0,tcp,SF,12461,2125,2125,100,1,0,normal
0,tcp,S3,12472,2126,2126,100,1,0,normal
0,tcp,SF,12461,590,590,100,1,0,normal
0,tcp,SF,12461,1925,1925,86,1,0,normal
0,tcp,OTH,0,5092,5092,69,1,0,normal
0,tcp,OTH,0,4840,4840,57,1,0,normal
0,tcp,OTH,0,3838,3838,44,1,0,normal
0,tcp,OTH,0,3186,3186,100,1,0,normal
0,tcp,OTH,0,3294,3294,45,1,0,normal
0,tcp,SF,12461,2843,2843,100,1,0,normal
0,tcp,SF,12461,1863,1863,100,1,0,normal
0,tcp,SF,12461,2201,2201,100,1,0,normal
0,tcp,S1,7636,2159,2159,100,1,0,normal
0,tcp,S2,206,3257,3257,100,1,0,normal
0,tcp,OTH,0,5933,5933,41,1,0,normal
0,tcp,OTH,0,6028,6028,42,1,0,normal
0,tcp,SF,12461,2023,2023,100,1,0,normal
0,tcp,SF,12461,3942,3942,71,1,0,normal
0,tcp,SF,12461,2357,2357,100,1,0,normal
0,tcp,S2,12329,3631,3631,100,1,0,normal
0,tcp,SF,12461,2170,2170,100,1,0,normal
0,tcp,OTH,0,5309,5309,81,1,0,normal
0,tcp,SF,9359,3944,3944,71,1,0,normal
0,tcp,SF,12461,2818,2818,99,1,0,normal
0,tcp,OTH,0,3037,3037,20,1,0,normal
0,tcp,SF,12461,3049,3049,100,1,0,normal
0,tcp,SF,12395,1129,1129,100,1,0,normal
0,tcp,SF,12461,1393,1393,100,1,0,normal
0,tcp,SF,12461,2127,2127,100,1,0,normal
0,tcp,OTH,0,3810,3810,39,1,0,normal
0,tcp,SF,12461,2047,2047,100,1,0,normal
0,tcp,OTH,0,3281,3281,38,1,0,normal
0,tcp,OTH,0,2972,2972,44,1,0,normal
0,tcp,SF,12461,2143,2143,91,1,0,normal
0,tcp,OTH,0,2368,2368,52,1,0,normal
0,tcp,SF,12461,3381,3381,100,1,0,normal
0,tcp,OTH,0,2789,2789,79,1,0,normal
0,tcp,SF,12461,2263,2263,100,1,0,normal
0,tcp,SF,12461,1558,1558,100,1,0,normal
0,tcp,OTH,0,3667,3667,45,1,0,normal
0,tcp,OTH,0,3947,3947,84,1,0,normal
0,tcp,OTH,0,2814,2814,46,1,0,normal
0,tcp,SF,12461,1606,1606,100,1,0,normal
0,tcp,SF,12461,2914,2914,100,1,0,normal
0,tcp,SF,12461,1580,1580,100,1,0,normal
0,tcp,OTH,0,2608,2608,43,1,0,normal
0,tcp,OTH,0,5789,5789,32,1,0,normal
0,tcp,SF,12461,2290,2290,100,1,0,normal
0,tcp,SF,12461,3090,3090,100,1,0,normal
0,tcp,SF,12461,1916,1916,50,1,0,normal
0,tcp,SF,12461,307,307,100,1,0,normal
0,tcp,OTH,0,4210,4210,57,1,0,normal
0,tcp,SF,12461,5681,5681,72,1,0,normal
0,tcp,OTH,0,5340,5340,81,1,0,normal
0,tcp,OTH,0,3195,3195,43,1,0,normal
0,tcp,SF,12527,3115,3115,74,1,0,normal
0,tcp,OTH,0,3185,3185,53,1,0,normal
0,tcp,OTH,0,2770,2770,50,1,0,normal
0,tcp,OTH,0,4996,4996,68,1,0,normal
0,tcp,OTH,0,5199,5199,51,1,0,normal
0,tcp,SF,12461,2102,2102,100,1,0,normal
0,tcp,SF,12461,905,905,99,1,0,normal
0,tcp,SF,12461,976,976,100,1,0,normal
0,tcp,SF,12395,1471,1471,100,1,0,normal
0,tcp,OTH,0,5491,5491,79,1,0,normal
0,tcp,SF,12461,20,20,20,1,0,normal
0,tcp,OTH,0,6233,6233,50,1,0,normal
0,tcp,SF,12461,2057,2057,99,1,0,normal
0,tcp,SF,12461,3053,3053,100,1,0,normal
0,tcp,SF,12461,1528,1528,100,1,0,normal
0,tcp,SF,12461,2146,2146,100,1,0,normal
0,tcp,OTH,0,3091,3091,41,1,0,normal
0,tcp,S2,140,2575,2575,100,1,0,normal
0,tcp,SF,12461,779,779,100,1,0,normal
0,tcp,SF,12461,1871,1871,100,1,0,normal
0,tcp,OTH,0,2795,2795,53,1,0,normal
0,tcp,SF,12461,985,985,100,1,0,normal
0,tcp,OTH,0,6297,6297,44,1,0,normal
0,tcp,SF,12461,2456,2456,100,1,0,normal
0,tcp,SF,12461,3309,3309,82,1,0,normal
0,tcp,OTH,0,2740,2740,56,1,0,normal
0,tcp,OTH,0,1449,1449,50,1,0,normal
0,tcp,SF,12461,2153,2153,100,1,0,normal
0,tcp,S2,206,3266,3266,100,1,0,normal
0,tcp,S2,206,3582,3582,100,1,0,normal
0,tcp,OTH,0,2973,2973,63,1,0,normal
0,tcp,SF,12395,4460,4460,60,1,0,normal
0,tcp,OTH,0,5465,5465,100,1,0,normal
0,tcp,OTH,0,1492,1492,67,1,0,normal
0,tcp,OTH,0,2863,2863,49,1,0,normal
0,tcp,OTH,0,2849,2849,50,1,0,normal
0,tcp,SF,12461,1126,1126,100,1,0,normal
0,tcp,SF,12461,2177,2177,100,1,0,normal
0,tcp,SF,12461,2039,2039,100,1,0,normal
0,tcp,OTH,0,4082,4082,99,1,0,normal
0,tcp,SF,12461,1536,1536,100,1,0,normal
0,tcp,SF,12461,2251,2251,100,1,0,normal
0,tcp,OTH,0,3186,3186,44,1,0,normal
0,tcp,SF,12461,1910,1910,100,1,0,normal
0,tcp,OTH,0,3877,3877,54,1,0,normal
0,tcp,SF,12461,1892,1892,99,1,0,normal
0,tcp,SF,12461,2242,2242,100,1,0,normal
0,tcp,SF,12461,3358,3358,100,1,0,normal
0,tcp,OTH,0,4879,4879,50,1,0,normal
0,tcp,SF,12461,1150,1150,100,1,0,normal
0,tcp,SF,12461,1917,1917,85,1,0,normal
0,tcp,S3,12395,3688,3688,100,1,0,normal
0,tcp,SF,12461,2978,2978,63,1,0,normal
0,tcp,OTH,0,2026,2026,47,1,0,normal
0,tcp,OTH,0,2129,2129,53,1,0,normal
0,tcp,SF,12461,1981,1981,100,1,0,normal
0,tcp,OTH,0,2490,2490,55,1,0,normal
0,tcp,OTH,0,2890,2890,41,1,0,normal
0,tcp,OTH,0,5820,5820,45,1,0,normal
0,tcp,SF,12461,2126,2126,100,1,0,normal
0,tcp,OTH,0,3648,3648,85,1,0,normal
0,tcp,OTH,0,3927,3927,80,1,0,normal
0,tcp,SF,12461,3846,3846,100,1,0,normal
0,tcp,SF,12461,2120,2120,100,1,0,normal
0,tcp,OTH,0,3865,3865,75,1,0,normal
0,tcp,SF,12461,3909,3909,100,1,0,normal
0,tcp,OTH,0,2960,2960,46,1,0,normal
0,tcp,SF,12461,2000,2000,86,1,0,normal
0,tcp,OTH,0,2242,2242,48,1,0,normal
0,tcp,SF,12461,1904,1904,100,1,0,normal
0,tcp,SF,12461,3022,3022,63,1,0,normal
0,tcp,OTH,0,3973,3973,97,1,0,normal
0,tcp,SF,12461,3173,3173,100,1,0,normal
0,tcp,SF,12461,2138,2138,100,1,0,normal
0,tcp,OTH,0,3384,3384,52,1,0,normal
0,tcp,OTH,0,4392,4392,32,1,0,normal
0,tcp,SF,12461,2067,2067,47,1,0,normal
0,tcp,SF,12395,2272,2272,100,1,0,normal
0,tcp,SF,12395,4271,4271,66,1,0,normal
0,tcp,SF,12461,3378,3378,100,1,0,normal
0,tcp,SF,12461,1146,1146,100,1,0,normal
0,tcp,OTH,0,3081,3081,46,1,0,normal
0,tcp,SF,12461,2842,2842,100,1,0,normal
0,tcp,OTH,0,4394,4394,34,1,0,normal
0,tcp,OTH,0,5659,5659,11,1,0,normal
0,tcp,OTH,0,5833,5833,41,1,0,normal
0,tcp,SF,12395,3161,3161,100,1,0,normal
0,tcp,S1,66,3179,3179,100,1,0,normal
0,tcp,SF,12461,2757,2757,48,1,0,normal
0,tcp,OTH,0,4010,4010,99,1,0,normal
0,tcp,SF,12461,2619,2619,66,1,0,normal
0,tcp,S1,12329,3568,3568,100,1,0,normal
0,tcp,OTH,0,3459,3459,53,1,0,normal
0,tcp,OTH,0,5762,5762,45,1,0,normal
0,tcp,SF,12395,2133,2133,99,1,0,normal
0,tcp,S3,12395,2927,2927,100,1,0,normal
0,tcp,SF,12461,3098,3098,80,1,0,normal
0,tcp,SF,12461,1952,1952,100,1,0,normal
0,tcp,SF,12461,3523,3523,100,1,0,normal
0,tcp,OTH,0,4372,4372,39,1,0,normal
0,tcp,SF,12461,2253,2253,100,1,0,normal
0,tcp,OTH,0,3156,3156,39,1,0,normal
0,tcp,SF,12461,2989,2989,65,1,0,normal
0,tcp,OTH,0,3266,3266,48,1,0,normal
0,tcp,SF,12461,3238,3238,98,1,0,normal
0,tcp,SF,12395,5662,5662,72,1,0,normal
0,tcp,SF,12461,2531,2531,100,1,0,normal
0,tcp,SF,12461,3901,3901,100,1,0,normal
0,tcp,OTH,0,2930,2930,47,1,0,normal
0,tcp,SF,12461,3883,3883,98,1,0,normal
0,tcp,OTH,0,2880,2880,76,1,0,normal
0,tcp,SF,12461,2112,2112,100,1,0,normal
1,tcp,SF,12461,2963,2963,100,1,0,normal
0,tcp,S3,12395,1739,1739,100,1,0,normal
0,tcp,SF,12395,3045,3045,89,1,0,normal
0,tcp,OTH,0,3661,3661,86,1,0,normal
0,tcp,OTH,0,3306,3306,58,1,0,normal
0,tcp,SF,12461,1737,1737,100,1,0,normal
0,tcp,OTH,0,5211,5211,42,1,0,normal
0,tcp,SF,12461,3331,3331,91,1,0,normal
0,tcp,SF,12461,2168,2168,100,1,0,normal
0,tcp,SF,12461,3081,3081,85,1,0,normal
0,tcp,S2,206,1927,1927,100,1,0,normal
0,tcp,SF,12461,1853,1853,100,1,0,normal
0,tcp,SF,12461,2150,2150,100,1,0,normal
0,tcp,SF,12461,2066,2066,100,1,0,normal
0,tcp,SF,12461,2235,2235,100,1,0,normal
0,tcp,OTH,0,6134,6134,44,1,0,normal
0,tcp,SF,12461,1188,1188,100,1,0,normal
0,tcp,OTH,0,3282,3282,96,1,0,normal
0,tcp,OTH,0,2954,2954,48,1,0,normal
0,tcp,OTH,0,3186,3186,62,1,0,normal
0,tcp,OTH,0,5892,5892,45,1,0,normal
0,tcp,OTH,0,3117,3117,29,1,0,normal
0,tcp,OTH,0,6264,6264,48,1,0,normal
0,tcp,SF,12461,4091,4091,100,1,0,normal
0,tcp,OTH,0,5512,5512,81,1,0,normal
0,tcp,OTH,0,4904,4904,43,1,0,normal
0,tcp,SF,12461,2393,2393,86,1,0,normal
0,tcp,SF,12461,2519,2519,100,1,0,normal
0,tcp,OTH,0,3368,3368,46,1,0,normal
0,tcp,SF,12461,2555,2555,100,1,0,normal
0,tcp,SF,12461,4251,4251,83,1,0,normal
0,tcp,OTH,0,3777,3777,43,1,0,normal
0,tcp,OTH,0,5902,5902,43,1,0,normal
0,tcp,SF,12461,3386,3386,100,1,0,normal
0,tcp,OTH,0,3666,3666,39,1,0,normal
0,tcp,OTH,0,3834,3834,33,1,0,normal
0,tcp,SF,12461,2512,2512,100,1,0,normal
0,tcp,SF,12461,3371,3371,100,1,0,normal
0,tcp,OTH,0,3600,3600,66,1,0,normal
0,tcp,SF,12461,804,804,100,1,0,normal
0,tcp,SF,12461,2238,2238,100,1,0,normal
0,tcp,OTH,0,2911,2911,53,1,0,normal
0,tcp,SF,12395,1505,1505,95,1,0,normal
0,tcp,SF,12461,950,950,100,1,0,normal
0,tcp,OTH,0,3192,3192,62,1,0,normal
0,tcp,SF,12395,1936,1936,86,1,0,normal
0,tcp,OTH,0,2813,2813,50,1,0,normal
0,tcp,OTH,0,5406,5406,97,1,0,normal
0,tcp,OTH,0,3026,3026,21,1,0,normal
0,tcp,RSTR,12521,3306,3306,100,1,0,normal
0,tcp,SF,12461,1461,1461,100,1,0,normal
0,tcp,OTH,0,3970,3970,94,1,0,normal
0,tcp,OTH,0,3491,3491,49,1,0,normal
0,tcp,SF,12461,1062,1062,100,1,0,normal
0,tcp,OTH,0,2894,2894,50,1,0,normal
0,tcp,SF,12395,986,986,100,1,0,normal
0,tcp,SF,12461,2351,2351,100,1,0,normal
0,tcp,SF,12461,3314,3314,51,1,0,normal
0,tcp,OTH,0,3297,3297,47,1,0,normal
0,tcp,S1,74,2206,2206,100,1,0,normal
0,tcp,SF,12461,2577,2577,52,1,0,normal
0,tcp,OTH,0,5823,5823,45,1,0,normal
0,tcp,S1,74,2657,2657,100,1,0,normal
0,tcp,SF,12461,1839,1839,100,1,0,normal
0,tcp,OTH,0,2853,2853,49,1,0,normal
0,tcp,SF,12461,4000,4000,98,1,0,normal
0,tcp,SF,12461,3960,3960,100,1,0,normal
0,tcp,OTH,0,3160,3160,42,1,0,normal
0,tcp,SF,12395,946,946,100,1,0,normal
0,tcp,SF,12461,2324,2324,100,1,0,normal
0,tcp,SF,12461,3248,3248,100,1,0,normal
0,tcp,OTH,0,3032,3032,39,1,0,normal
0,tcp,OTH,0,3158,3158,51,1,0,normal
0,tcp,OTH,0,3532,3532,46,1,0,normal
0,tcp,SF,12461,2501,2501,100,1,0,normal
0,tcp,OTH,0,5687,5687,47,1,0,normal
0,tcp,SF,12395,2315,2315,100,1,0,normal
0,tcp,OTH,0,4601,4601,48,1,0,normal
0,tcp,SF,12461,1143,1143,100,1,0,normal
0,tcp,SF,12461,2246,2246,100,1,0,normal
0,tcp,OTH,0,2987,2987,58,1,0,normal
0,tcp,OTH,0,2592,2592,68,1,0,normal
0,tcp,OTH,0,6255,6255,48,1,0,normal
0,tcp,SF,12461,927,927,100,1,0,normal
0,tcp,SF,12461,35,35,35,1,0,normal
0,tcp,RSTR,12521,1894,1894,100,1,0,normal
0,tcp,OTH,0,4646,4646,52,1,0,normal
0,tcp,SF,12461,1008,1008,100,1,0,normal
0,tcp,SF,12461,2167,2167,50,1,0,normal
0,tcp,OTH,0,2616,2616,51,1,0,normal
0,tcp,SF,12461,3363,3363,73,1,0,normal
0,tcp,S3,140,1966,1966,100,1,0,normal
0,tcp,SF,12461,1192,1192,100,1,0,normal
0,tcp,SF,12461,2882,2882,77,1,0,normal
0,tcp,OTH,0,2467,2467,85,1,0,normal
0,tcp,SF,12461,746,746,100,1,0,normal
0,tcp,OTH,0,3089,3089,43,1,0,normal
0,tcp,SF,12461,2152,2152,100,1,0,normal
0,tcp,SF,12461,2137,2137,100,1,0,normal
0,tcp,SF,12461,2502,2502,100,1,0,normal
0,tcp,OTH,0,3615,3615,94,1,0,normal
0,tcp,SF,12461,2314,2314,100,1,0,normal
0,tcp,SF,12461,2227,2227,100,1,0,normal
0,tcp,SF,12527,3094,3094,73,1,0,normal
0,tcp,OTH,0,5953,5953,44,1,0,normal
0,tcp,S1,74,3563,3563,100,1,0,normal
0,tcp,SF,12461,3910,3910,100,1,0,normal
0,tcp,SF,12461,4195,4195,76,1,0,normal
0,tcp,SF,12461,2127,2127,92,1,0,normal
0,tcp,OTH,0,4924,4924,57,1,0,normal
0,tcp,OTH,0,5622,5622,49,1,0,normal
0,tcp,SF,12461,3375,3375,100,1,0,normal
0,tcp,SF,12461,2445,2445,100,1,0,normal
0,tcp,SF,12461,1862,1862,100,1,0,normal
0,tcp,OTH,0,6368,6368,26,1,0,normal
0,tcp,SF,12461,3219,3219,94,1,0,normal
0,tcp,OTH,0,3320,3320,63,1,0,normal
0,tcp,OTH,0,5709,5709,48,1,0,normal
0,tcp,SF,12461,2113,2113,100,1,0,normal
0,tcp,SF,12461,1866,1866,99,1,0,normal
0,tcp,S1,12395,3489,3489,100,1,0,normal
0,tcp,OTH,0,3197,3197,84,1,0,normal
0,tcp,SF,12461,2536,2536,100,1,0,normal
0,tcp,SF,12461,4113,4113,100,1,0,normal
0,tcp,OTH,0,5840,5840,55,1,0,normal
0,tcp,OTH,0,2838,2838,45,1,0,normal
0,tcp,SF,12461,2404,2404,99,1,0,normal
0,tcp,OTH,0,4689,4689,31,1,0,normal
0,tcp,OTH,0,3900,3900,80,1,0,normal
0,tcp,OTH,0,3302,3302,60,1,0,normal
0,tcp,SF,12461,3157,3157,100,1,0,normal
0,tcp,OTH,0,3042,3042,48,1,0,normal
0,tcp,OTH,0,4468,4468,54,1,0,normal
0,tcp,SF,12461,1455,1455,100,1,0,normal
0,tcp,OTH,0,3524,3524,66,1,0,normal
0,tcp,OTH,0,2693,2693,56,1,0,normal
0,tcp,SF,12461,1836,1836,100,1,0,normal
0,tcp,SF,12461,2246,2246,100,1,0,normal
0,tcp,SF,12461,709,709,100,1,0,normal
0,tcp,OTH,0,2856,2856,74,1,0,normal
0,tcp,S3,12395,3628,3628,100,1,0,normal
0,tcp,SF,12461,1127,1127,100,1,0,normal
0,tcp,SF,12461,2041,2041,100,1,0,normal
0,tcp,SF,12461,3316,3316,100,1,0,normal
0,tcp,SF,12461,2154,2154,98,1,0,normal
0,tcp,S2,140,2516,2516,100,1,0,normal
0,tcp,OTH,0,2092,2092,50,1,0,normal
0,tcp,SF,12461,1087,1087,100,1,0,normal
0,tcp,SF,12461,2528,2528,100,1,0,normal
0,tcp,SF,12395,2565,2565,100,1,0,normal
0,tcp,SF,12461,1856,1856,100,1,0,normal
0,tcp,SF,12461,1893,1893,92,1,0,normal
0,tcp,SF,12395,2341,2341,100,1,0,normal
0,tcp,OTH,0,3197,3197,62,1,0,normal
0,tcp,SF,12461,3875,3875,100,1,0,normal
0,tcp,OTH,0,5764,5764,45,1,0,normal
0,tcp,SF,12461,2263,2263,100,1,0,normal
0,tcp,OTH,0,2986,2986,53,1,0,normal
0,tcp,SF,12461,2846,2846,77,1,0,normal
0,tcp,OTH,0,5961,5961,45,1,0,normal
0,tcp,SF,12461,2541,2541,100,1,0,normal
0,tcp,OTH,0,3024,3024,19,1,0,normal
0,tcp,SF,12461,1893,1893,50,1,0,normal
0,tcp,SF,12461,3341,3341,100,1,0,normal
0,tcp,OTH,0,3579,3579,67,1,0,normal
0,tcp,OTH,0,2456,2456,86,1,0,normal
0,tcp,SF,12461,3905,3905,100,1,0,normal
0,tcp,SF,12461,1992,1992,100,1,0,normal
0,tcp,SF,12461,2224,2224,100,1,0,normal
0,tcp,SF,12461,1873,1873,100,1,0,normal
0,tcp,OTH,0,3515,3515,46,1,0,normal
0,tcp,OTH,0,3639,3639,85,1,0,normal
0,tcp,OTH,0,5435,5435,98,1,0,normal
0,tcp,SF,12406,3854,3854,75,1,0,normal
0,tcp,SF,12395,4472,4472,55,1,0,normal
0,tcp,OTH,0,2947,2947,48,1,0,normal
0,tcp,SF,12461,3081,3081,90,1,0,normal
0,tcp,SF,12461,797,797,100,1,0,normal
0,tcp,SF,12461,2057,2057,86,1,0,normal
0,tcp,OTH,0,3936,3936,68,1,0,normal
0,tcp,OTH,0,4908,4908,61,1,0,normal
0,tcp,SF,12395,1462,1462,100,1,0,normal
0,tcp,SF,12538,351,351,100,1,0,normal
0,tcp,SF,12461,1971,1971,100,1,0,normal
0,tcp,OTH,0,1452,1452,52,1,0,normal
0,tcp,OTH,0,3258,3258,31,1,0,normal
0,tcp,SF,12461,1848,1848,100,1,0,normal
0,tcp,OTH,0,3113,3113,37,1,0,normal
0,tcp,OTH,0,2881,2881,25,1,0,normal
0,tcp,OTH,0,3082,3082,33,1,0,normal
0,tcp,OTH,0,2780,2780,44,1,0,normal
0,tcp,SF,12461,1189,1189,100,1,0,normal
0,tcp,S3,12395,2951,2951,100,1,0,normal
0,tcp,OTH,0,3218,3218,41,1,0,normal
0,tcp,SF,12461,1991,1991,100,1,0,normal
0,tcp,SF,12461,2389,2389,100,1,0,normal
0,tcp,OTH,0,5043,5043,45,1,0,normal
0,tcp,RSTR,332,1896,1896,100,1,0,normal
0,tcp,OTH,0,3005,3005,73,1,0,normal
0,tcp,OTH,0,3814,3814,41,1,0,normal
0,tcp,OTH,0,3536,3536,35,1,0,normal
0,tcp,S1,140,2348,2348,100,1,0,normal
0,tcp,SF,12461,2104,2104,100,1,0,normal
0,tcp,SF,12461,2118,2118,100,1,0,normal
0,tcp,OTH,0,2767,2767,42,1,0,normal
0,tcp,SF,12461,3883,3883,100,1,0,normal
0,tcp,OTH,0,3262,3262,47,1,0,normal
0,tcp,SF,12461,3006,3006,74,1,0,normal
0,tcp,SF,12461,1944,1944,100,1,0,normal
0,tcp,OTH,0,3140,3140,49,1,0,normal
0,tcp,SF,12461,3890,3890,100,1,0,normal
