% isAttack normal:	2000
% isAttack attack:	2000
@relation 'normal-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-5,7-8,40'

@attribute total_fvolume numeric
@attribute total_bpackets numeric
@attribute total_bvolume numeric
@attribute min_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute isAttack {normal,attack}

@data
698,0,0,698,698,0,normal
73,0,0,73,73,0,normal
51,0,0,51,51,0,normal
97,0,0,97,97,0,normal
145,0,0,145,145,0,normal
77,0,0,77,77,0,normal
1688,0,0,268,284,6,normal
180,0,0,180,180,0,normal
126,0,0,126,126,0,normal
62,0,0,62,62,0,normal
515,0,0,515,515,0,normal
475,0,0,475,475,0,normal
110,0,0,110,110,0,normal
96,0,0,48,48,0,normal
129,0,0,129,129,0,normal
643,0,0,643,643,0,normal
77,0,0,77,77,0,normal
48,0,0,48,48,0,normal
723,0,0,723,723,0,normal
158,0,0,158,158,0,normal
305,0,0,305,305,0,normal
77,0,0,77,77,0,normal
132,0,0,44,44,0,normal
699,0,0,48,316,93,normal
88,0,0,44,44,0,normal
73,0,0,73,73,0,normal
46,0,0,46,46,0,normal
95,0,0,95,95,0,normal
30,0,0,30,30,0,normal
126,0,0,126,126,0,normal
112,0,0,112,112,0,normal
176,0,0,44,44,0,normal
131,0,0,131,131,0,normal
96,0,0,96,96,0,normal
95,0,0,95,95,0,normal
86,0,0,86,86,0,normal
116,0,0,116,116,0,normal
44,0,0,44,44,0,normal
129,0,0,129,129,0,normal
273,0,0,273,273,0,normal
163,0,0,163,163,0,normal
126,0,0,126,126,0,normal
126,0,0,126,126,0,normal
131,0,0,131,131,0,normal
51771,0,0,117,1485,621,normal
596,0,0,596,596,0,normal
88,0,0,44,44,0,normal
132,0,0,44,44,0,normal
81,0,0,81,81,0,normal
30,0,0,30,30,0,normal
635,0,0,635,635,0,normal
126,0,0,126,126,0,normal
95,0,0,95,95,0,normal
69,0,0,69,69,0,normal
129,0,0,129,129,0,normal
134,0,0,134,134,0,normal
90,0,0,90,90,0,normal
90,0,0,90,90,0,normal
97,0,0,97,97,0,normal
1108,0,0,1108,1108,0,normal
58,0,0,58,58,0,normal
82,0,0,82,82,0,normal
258,0,0,129,129,0,normal
126,0,0,126,126,0,normal
93,0,0,93,93,0,normal
275,0,0,275,275,0,normal
311,0,0,311,311,0,normal
142,0,0,142,142,0,normal
258,0,0,129,129,0,normal
58,0,0,58,58,0,normal
90,0,0,90,90,0,normal
611,0,0,611,611,0,normal
58,0,0,58,58,0,normal
44,0,0,44,44,0,normal
2065,0,0,48,1117,335,normal
164,0,0,164,164,0,normal
129,0,0,129,129,0,normal
596,0,0,596,596,0,normal
69,0,0,69,69,0,normal
1499,0,0,709,790,57,normal
442,0,0,80,106,12,normal
90,0,0,90,90,0,normal
76,0,0,76,76,0,normal
2468,0,0,48,76,5,normal
126,0,0,126,126,0,normal
48,0,0,48,48,0,normal
856,0,0,856,856,0,normal
64,0,0,32,32,0,normal
44,0,0,44,44,0,normal
90,0,0,90,90,0,normal
1108,0,0,1108,1108,0,normal
196,0,0,45,151,74,normal
147,0,0,147,147,0,normal
749,0,0,749,749,0,normal
71,0,0,71,71,0,normal
124,0,0,124,124,0,normal
240,0,0,80,80,0,normal
131,0,0,131,131,0,normal
14827,0,0,333,1017,284,normal
129,0,0,129,129,0,normal
126,0,0,126,126,0,normal
6545,0,0,45,169,42,normal
130,0,0,130,130,0,normal
300,0,0,300,300,0,normal
116,0,0,58,58,0,normal
44,0,0,44,44,0,normal
152,0,0,152,152,0,normal
126,0,0,126,126,0,normal
85,0,0,85,85,0,normal
126,0,0,126,126,0,normal
96,0,0,48,48,0,normal
66,0,0,66,66,0,normal
126,0,0,126,126,0,normal
252,0,0,252,252,0,normal
53,0,0,53,53,0,normal
655,0,0,655,655,0,normal
132,0,0,44,44,0,normal
268,0,0,268,268,0,normal
634,0,0,634,634,0,normal
116,0,0,116,116,0,normal
73,0,0,73,73,0,normal
126,0,0,126,126,0,normal
58,0,0,58,58,0,normal
258,0,0,129,129,0,normal
92,0,0,92,92,0,normal
119,0,0,119,119,0,normal
122,0,0,122,122,0,normal
1492,0,0,417,575,79,normal
129,0,0,129,129,0,normal
190,0,0,190,190,0,normal
126,0,0,126,126,0,normal
75,0,0,75,75,0,normal
67,0,0,67,67,0,normal
221,0,0,221,221,0,normal
131,0,0,131,131,0,normal
126,0,0,126,126,0,normal
14396,0,0,48,380,19,normal
88,0,0,44,44,0,normal
48,0,0,48,48,0,normal
116,0,0,58,58,0,normal
240,0,0,48,48,0,normal
99,0,0,99,99,0,normal
336,0,0,56,56,0,normal
2379,0,0,40,1076,526,normal
30,0,0,30,30,0,normal
66,0,0,66,66,0,normal
95,0,0,95,95,0,normal
124,0,0,124,124,0,normal
1505,0,0,69,75,1,normal
126,0,0,126,126,0,normal
123,0,0,123,123,0,normal
51,0,0,51,51,0,normal
98,0,0,98,98,0,normal
70,0,0,70,70,0,normal
102,0,0,102,102,0,normal
44,0,0,44,44,0,normal
299,0,0,299,299,0,normal
84,0,0,84,84,0,normal
116,0,0,116,116,0,normal
174,0,0,174,174,0,normal
46,0,0,46,46,0,normal
11616,0,0,1452,1452,0,normal
330,0,0,330,330,0,normal
69,0,0,69,69,0,normal
92,0,0,92,92,0,normal
96,0,0,48,48,0,normal
129,0,0,129,129,0,normal
140,0,0,140,140,0,normal
117,0,0,117,117,0,normal
140,0,0,140,140,0,normal
126,0,0,126,126,0,normal
145,0,0,145,145,0,normal
72,0,0,72,72,0,normal
2825,0,0,565,565,0,normal
296,0,0,296,296,0,normal
126,0,0,126,126,0,normal
93,0,0,93,93,0,normal
58,0,0,58,58,0,normal
399,0,0,57,57,0,normal
46,0,0,46,46,0,normal
126,0,0,126,126,0,normal
126,0,0,126,126,0,normal
176,0,0,44,44,0,normal
97,0,0,97,97,0,normal
262,0,0,131,131,0,normal
84,0,0,84,84,0,normal
74,0,0,74,74,0,normal
30,0,0,30,30,0,normal
131,0,0,131,131,0,normal
144,0,0,144,144,0,normal
305,0,0,305,305,0,normal
44,0,0,44,44,0,normal
48,0,0,48,48,0,normal
324,0,0,324,324,0,normal
73,0,0,73,73,0,normal
129,0,0,129,129,0,normal
81,0,0,81,81,0,normal
173,0,0,51,122,50,normal
1192,0,0,596,596,0,normal
303,0,0,303,303,0,normal
126,0,0,126,126,0,normal
630,0,0,630,630,0,normal
623,0,0,623,623,0,normal
129,0,0,129,129,0,normal
30,0,0,30,30,0,normal
377,0,0,377,377,0,normal
116,0,0,58,58,0,normal
126,0,0,126,126,0,normal
92,0,0,92,92,0,normal
67,0,0,67,67,0,normal
79,0,0,79,79,0,normal
296,0,0,296,296,0,normal
80,0,0,80,80,0,normal
92,0,0,92,92,0,normal
84,0,0,84,84,0,normal
64,0,0,64,64,0,normal
116,0,0,116,116,0,normal
44,0,0,44,44,0,normal
78,0,0,78,78,0,normal
474,0,0,474,474,0,normal
97,0,0,97,97,0,normal
131,0,0,131,131,0,normal
315,0,0,315,315,0,normal
73,0,0,73,73,0,normal
126,0,0,126,126,0,normal
93,0,0,93,93,0,normal
732,0,0,88,460,184,normal
1108,0,0,1108,1108,0,normal
80,0,0,80,80,0,normal
116,0,0,116,116,0,normal
321,0,0,107,107,0,normal
44,0,0,44,44,0,normal
121,0,0,121,121,0,normal
73,0,0,73,73,0,normal
88,0,0,44,44,0,normal
131,0,0,131,131,0,normal
92,0,0,92,92,0,normal
73,0,0,73,73,0,normal
62,0,0,62,62,0,normal
596,0,0,596,596,0,normal
30,0,0,30,30,0,normal
44,0,0,44,44,0,normal
122,0,0,122,122,0,normal
1060,0,0,1060,1060,0,normal
178,0,0,178,178,0,normal
516,0,0,129,129,0,normal
94,0,0,94,94,0,normal
138,0,0,138,138,0,normal
129,0,0,129,129,0,normal
270,0,0,54,54,0,normal
126,0,0,126,126,0,normal
129,0,0,129,129,0,normal
76,0,0,76,76,0,normal
315,0,0,315,315,0,normal
75,0,0,75,75,0,normal
76,0,0,76,76,0,normal
30,0,0,30,30,0,normal
92,0,0,92,92,0,normal
264,0,0,44,44,0,normal
1060,0,0,1060,1060,0,normal
158,0,0,158,158,0,normal
65,0,0,65,65,0,normal
691,0,0,691,691,0,normal
151,0,0,151,151,0,normal
635,0,0,635,635,0,normal
890,0,0,48,82,16,normal
63,0,0,63,63,0,normal
176,0,0,44,44,0,normal
129,0,0,129,129,0,normal
160,0,0,160,160,0,normal
197,0,0,197,197,0,normal
92,0,0,92,92,0,normal
94,0,0,94,94,0,normal
64,0,0,64,64,0,normal
800,0,0,800,800,0,normal
44,0,0,44,44,0,normal
77,0,0,77,77,0,normal
250,0,0,250,250,0,normal
153,0,0,153,153,0,normal
124,0,0,124,124,0,normal
86,0,0,86,86,0,normal
88,0,0,44,44,0,normal
326,0,0,326,326,0,normal
371,0,0,371,371,0,normal
131,0,0,131,131,0,normal
126,0,0,126,126,0,normal
126,0,0,126,126,0,normal
304,0,0,76,76,0,normal
29,0,0,29,29,0,normal
2817,0,0,455,1181,419,normal
126,0,0,126,126,0,normal
2216,0,0,1108,1108,0,normal
56,0,0,56,56,0,normal
1268,0,0,317,317,0,normal
2216,0,0,1108,1108,0,normal
116,0,0,116,116,0,normal
133,0,0,133,133,0,normal
63,0,0,63,63,0,normal
90,0,0,90,90,0,normal
546,0,0,82,100,9,normal
44,0,0,44,44,0,normal
192,0,0,48,48,0,normal
90,0,0,90,90,0,normal
100,0,0,100,100,0,normal
131,0,0,131,131,0,normal
30,0,0,30,30,0,normal
44,0,0,44,44,0,normal
296,0,0,296,296,0,normal
72,0,0,72,72,0,normal
208900,737,40464,52,2948,147,attack
710200,5477,286266,52,1500,27,attack
240584,726,39640,52,1500,113,attack
139848,583,32100,60,2948,235,attack
39272,236,13088,52,436,62,attack
488476,2652,139566,52,1500,55,attack
779664,6376,332414,52,2896,37,attack
591252,3843,200990,52,1500,31,attack
797460,5678,301562,52,2948,89,attack
244444,892,49956,52,2224,163,attack
153508,634,34860,52,2080,161,attack
287416,866,48348,52,2056,172,attack
461972,2794,150762,52,2948,145,attack
281352,907,50528,52,2056,155,attack
146644,570,31520,52,2236,254,attack
710600,5094,266602,52,2584,33,attack
267872,889,49876,52,2948,182,attack
293024,1565,85826,52,2248,140,attack
337644,2028,110142,52,2104,122,attack
428644,3012,161450,52,2948,105,attack
203132,1445,75794,52,1780,39,attack
724068,5371,280682,52,1744,26,attack
317832,1718,94130,52,2948,122,attack
824132,5669,301638,52,2948,83,attack
567088,3648,191902,52,2632,59,attack
276360,966,54176,52,2056,170,attack
182720,736,41052,52,2948,188,attack
194044,784,43688,52,2948,136,attack
269192,973,54336,52,2056,175,attack
500908,3036,159174,52,2248,45,attack
579576,3791,199702,52,1500,49,attack
278928,938,52088,52,2948,170,attack
18272,136,7424,52,364,50,attack
233036,731,40252,52,2948,148,attack
150536,562,30932,52,2948,242,attack
265140,901,50364,52,2728,193,attack
808364,5318,282634,52,2948,97,attack
1312,0,0,328,328,0,attack
48140,280,15396,60,424,71,attack
455392,2893,151882,52,2116,50,attack
138732,548,30388,52,2948,235,attack
478144,3093,162722,52,2416,57,attack
346660,1919,103486,52,2948,132,attack
141052,615,34036,52,2948,202,attack
195572,1425,74658,52,1948,46,attack
194612,1313,68822,52,2948,100,attack
259340,825,45932,52,2948,187,attack
171288,783,43184,52,1500,126,attack
2056,1,60,52,1500,454,attack
239416,780,43052,52,2948,125,attack
446944,3313,177282,52,2948,123,attack
528376,3347,175526,52,2948,60,attack
424404,2926,156850,52,2948,120,attack
623072,3880,203678,52,2752,53,attack
512456,3143,164926,52,2248,44,attack
2424,2,120,52,1500,383,attack
455636,2824,153010,52,2948,105,attack
757776,5063,265022,52,1500,26,attack
398252,3659,191282,52,2824,55,attack
597824,4767,248706,52,2692,49,attack
435268,2421,131498,52,2948,161,attack
507088,3228,169818,52,2332,46,attack
277432,912,50944,52,2948,182,attack
170420,668,37156,52,2948,159,attack
399300,2357,128206,52,2500,122,attack
525056,3315,174774,52,2584,43,attack
724296,5780,302238,52,1500,22,attack
305768,2415,130010,52,2948,143,attack
480492,3390,177890,52,2260,59,attack
504100,2906,152666,52,1552,32,attack
597580,3967,208466,52,2872,60,attack
301568,1549,84922,52,2032,110,attack
136072,540,30064,60,2128,150,attack
546444,4413,230262,52,1500,38,attack
65896,295,16476,52,1500,128,attack
210096,834,46036,52,1500,140,attack
2528,1,60,52,316,116,attack
723268,6318,329346,52,2948,50,attack
273600,928,51940,52,2948,202,attack
358048,2253,122042,52,2948,124,attack
391872,2802,150230,52,2948,115,attack
257552,1262,69734,52,2948,151,attack
183632,685,38540,52,2948,183,attack
639372,5667,295574,52,2848,45,attack
142,0,0,71,71,0,attack
151988,608,34004,52,1840,198,attack
642284,3878,203646,52,1900,50,attack
176452,729,40300,52,1960,174,attack
49844,255,14248,52,2156,192,attack
831964,6297,334798,52,1684,62,attack
513640,3030,159002,52,2948,67,attack
288108,889,49532,52,2948,213,attack
796884,6384,332490,52,1240,10,attack
381476,2412,131334,52,2948,131,attack
179712,697,38412,52,2044,204,attack
825636,5749,304166,52,2948,88,attack
765164,5771,307974,52,2948,80,attack
378348,2573,137730,52,2948,144,attack
182992,722,39956,52,2068,155,attack
325616,1853,101326,52,2948,130,attack
246884,781,43324,52,2948,133,attack
106000,422,23140,52,2948,166,attack
2228,1,60,52,256,86,attack
166464,692,38380,52,2948,224,attack
736548,6667,347982,52,2920,43,attack
224080,921,51140,52,2776,157,attack
571668,3727,200662,52,2948,135,attack
133644,526,28980,52,2948,254,attack
506140,3133,164866,52,2428,47,attack
1868,1,60,60,1500,543,attack
600436,4083,219318,52,2948,89,attack
2312,1,60,52,280,99,attack
398852,2717,145630,52,2948,122,attack
614296,4958,259284,52,2860,44,attack
627584,3908,205250,52,2872,57,attack
201352,1421,74582,52,1500,35,attack
2484,1,60,52,292,112,attack
409876,2942,157318,52,2704,97,attack
575160,3997,208842,52,2948,48,attack
16716,119,6456,52,352,47,attack
210872,774,42920,52,2948,202,attack
474736,3138,164730,52,2704,66,attack
272692,909,50532,52,2788,166,attack
187108,719,40056,52,2948,174,attack
110960,480,26828,52,1500,151,attack
396576,2481,133462,52,2068,100,attack
379100,2413,131286,52,2948,176,attack
208132,711,39544,52,2948,160,attack
300448,1550,85046,52,2948,119,attack
505136,2968,156026,52,2512,43,attack
286672,921,51028,52,2948,186,attack
699656,5373,286702,52,2948,93,attack
451768,2930,156638,52,2948,127,attack
463816,3088,165534,52,2948,98,attack
126784,489,26940,52,2948,180,attack
510324,3191,167350,52,2200,42,attack
239784,782,43496,52,1500,120,attack
848648,12156,632634,52,1228,10,attack
304168,1043,58044,52,2684,159,attack
718296,5427,283702,52,1792,24,attack
46472,208,11460,52,424,75,attack
504388,3113,163394,52,2284,38,attack
284592,1521,82472,52,2056,115,attack
157372,666,36676,52,2224,172,attack
254120,813,45308,52,2948,208,attack
1736,1,60,52,1500,644,attack
48024,266,14668,52,2020,115,attack
473592,3336,178958,52,2296,103,attack
678844,4982,265802,52,2948,121,attack
26864,167,9080,52,412,55,attack
528096,3268,177170,52,2948,115,attack
234520,718,39420,52,2948,139,attack
195296,1326,69510,52,1500,51,attack
772440,5559,295030,52,2948,95,attack
511828,3042,159710,52,2272,44,attack
731288,5585,298970,52,2948,88,attack
229,0,0,229,229,0,attack
495568,3501,187182,52,2948,86,attack
307412,1664,91110,52,2948,134,attack
674456,5251,280586,52,2948,104,attack
168176,782,43372,52,2248,157,attack
646200,4040,212194,52,2488,48,attack
697780,5042,269146,52,2948,118,attack
692388,5044,270026,52,2464,107,attack
740884,5254,280106,52,2948,113,attack
726256,5987,311846,52,76,0,attack
195496,1408,73774,52,1500,46,attack
201436,1396,72696,52,1500,39,attack
481308,3096,162186,52,2948,57,attack
561176,3809,200518,52,2248,60,attack
140480,593,32980,52,2380,220,attack
448368,2959,160166,52,2948,137,attack
1980,1,60,52,1500,480,attack
472552,3043,162950,52,1972,90,attack
192128,1468,76882,52,1804,43,attack
580368,3899,204850,52,2332,49,attack
729380,6019,313510,52,64,0,attack
594852,5052,263714,52,2836,51,attack
237288,773,43144,52,2680,176,attack
152936,666,36860,52,2212,149,attack
736568,5343,279470,52,1672,24,attack
480364,3437,183486,52,2948,112,attack
296620,2352,126990,52,2948,138,attack
398384,3303,172726,52,2620,55,attack
410344,2787,150862,52,2596,129,attack
465208,3683,192186,52,1500,41,attack
246476,774,43264,52,2948,204,attack
615000,4899,255634,52,2776,44,attack
166036,520,28772,60,2948,259,attack
355272,2478,132870,52,2948,127,attack
230840,770,42516,52,2948,129,attack
755624,5607,292662,52,1500,25,attack
648476,3841,201982,52,2948,59,attack
440664,3379,176434,52,2948,87,attack
278296,967,53584,52,2948,184,attack
810176,6021,320282,52,1936,64,attack
748512,5762,306682,52,2284,86,attack
260076,855,47776,52,2140,177,attack
198828,708,39484,52,2488,166,attack
199152,1468,77014,52,1500,36,attack
561004,3576,188302,52,2948,59,attack
295844,976,54724,52,2740,175,attack
70008,284,16064,52,2104,190,attack
606412,4930,257146,52,2668,42,attack
257536,869,48472,52,2948,160,attack
608980,4886,254998,52,2764,45,attack
549100,4443,231854,52,2836,45,attack
250104,1147,63386,52,2948,148,attack
520444,3201,172770,52,2948,127,attack
186216,676,37672,60,2948,177,attack
471680,3342,178426,52,2948,113,attack
191316,616,34076,52,2948,285,attack
161176,668,37044,52,1816,178,attack
184516,755,41572,52,2948,231,attack
155648,577,31956,52,2308,210,attack
465844,3205,170886,52,2948,118,attack
459540,3270,175234,52,2948,93,attack
285292,987,54944,52,1500,153,attack
423908,2836,152114,52,2948,106,attack
410492,2471,133134,52,2812,108,attack
264308,1351,74062,52,2948,149,attack
162316,762,42592,52,1576,112,attack
792580,6089,323694,52,2948,89,attack
522344,3297,178018,52,2948,137,attack
740368,5945,310398,52,1500,22,attack
170436,727,40204,52,2032,136,attack
263264,887,49508,52,2948,192,attack
280332,1399,77230,52,2140,155,attack
194348,819,45344,52,2948,180,attack
707052,5530,289062,52,1816,25,attack
143268,564,30952,52,2948,218,attack
756008,5519,288114,52,1500,25,attack
137852,626,34688,52,2056,119,attack
451220,3164,170542,52,2216,135,attack
402444,2745,147326,52,2948,135,attack
207484,560,31104,52,2948,275,attack
261732,883,49092,52,2948,221,attack
375336,2418,129722,52,2948,138,attack
1752,1,60,52,280,88,attack
123000,481,26500,52,2948,289,attack
657276,3919,205810,52,2948,57,attack
324580,2434,130862,52,2948,144,attack
790308,6898,359878,52,1588,39,attack
334840,2264,121782,52,2948,144,attack
489764,2840,149062,52,2948,58,attack
179536,738,41432,52,2948,160,attack
288044,2164,116238,52,2948,169,attack
192868,674,37604,52,2020,182,attack
285976,960,53528,52,2416,174,attack
128584,478,26824,52,2948,264,attack
203740,834,46236,52,2948,175,attack
765960,6306,328694,52,2788,38,attack
103908,478,26352,52,1500,102,attack
985940,7920,412362,52,1300,11,attack
220184,803,44684,52,2948,199,attack
398884,2637,142830,52,2948,152,attack
178292,707,39144,52,2948,182,attack
2124,1,60,52,1500,433,attack
501980,3226,169326,52,1984,39,attack
445268,3067,164230,52,2948,129,attack
434124,3005,160990,52,2948,120,attack
283152,925,51756,52,2500,161,attack
198884,798,44012,52,2948,235,attack
730340,6021,313614,52,64,0,attack
183608,675,37336,52,2948,271,attack
238948,823,45348,52,2948,132,attack
306592,1023,57352,52,2596,159,attack
672408,4961,264982,52,2948,128,attack
1924,1,60,52,1500,508,attack
168708,781,43576,52,2948,171,attack
25904,145,7884,52,1500,175,attack
1872,1,60,60,1500,543,attack
195484,1466,76778,52,1732,46,attack
416352,2699,145598,52,2632,101,attack
825148,12304,640330,52,1240,10,attack
2116,1,60,52,1500,433,attack
758860,5704,304602,52,1900,82,attack
126064,459,25264,52,2948,231,attack
426132,2797,150134,52,2948,100,attack
802644,6974,363722,52,1500,33,attack
33444,198,10880,52,1924,170,attack
195996,746,41356,52,2948,159,attack
245280,744,41108,52,2948,139,attack
747172,5578,291106,52,2560,33,attack
496360,3005,157654,52,1500,39,attack
506368,3165,165938,52,1500,39,attack
828088,5977,316678,52,2776,88,attack
406364,2562,138258,52,2948,110,attack
240844,729,40004,52,2948,146,attack
2000,1,60,60,1500,479,attack
277312,964,53872,52,1912,185,attack
259940,813,45608,52,2948,202,attack
778032,5618,299806,52,2068,69,attack
437072,2798,151610,52,2948,114,attack
279200,967,53932,52,2044,161,attack
153732,623,34760,52,2948,220,attack
476040,3051,165098,52,2948,103,attack
698552,5441,284690,52,1852,26,attack
628196,4030,211850,52,1996,49,attack
792288,6901,359762,52,1500,33,attack
281664,898,49872,52,2828,186,attack
344636,2141,116674,52,2948,146,attack
421996,769,41640,52,1720,63,attack
143528,575,31760,52,2948,214,attack
422952,2902,155090,52,2320,96,attack
721476,5531,294406,52,2948,106,attack
186560,605,33400,52,2948,292,attack
443088,3391,181626,52,2948,108,attack
165132,691,38104,52,2948,190,attack
373232,2221,116986,52,1804,50,attack
192604,1297,68074,52,2948,74,attack
659032,5523,288002,52,3496,55,attack
233436,801,44028,52,1500,126,attack
584752,3716,195306,52,2536,55,attack
242148,820,45120,52,2948,130,attack
760796,6508,339650,52,2752,37,attack
441484,2935,156942,52,2948,112,attack
507264,3358,181254,52,2632,111,attack
990200,13551,705174,52,1252,11,attack
15212,74,3988,52,1500,211,attack
426540,2880,154134,52,2948,92,attack
359524,2284,124270,52,2584,112,attack
135940,556,30532,52,2948,197,attack
682220,5059,270622,52,2948,110,attack
740748,5441,284246,52,1672,30,attack
472164,3320,177458,52,2948,112,attack
521796,3080,162134,52,2332,48,attack
577712,3738,196506,52,2344,55,attack
608476,4960,258978,52,2788,46,attack
621344,4118,216470,52,1972,52,attack
498904,2871,156098,52,2948,140,attack
469788,3404,183398,52,2948,118,attack
2124,1,60,52,1500,433,attack
284216,938,52348,52,2320,188,attack
720180,5171,270590,52,1500,27,attack
1872,1,60,60,1500,543,attack
214228,830,46396,52,1888,128,attack
335332,2120,114282,52,2948,168,attack
2284,1,60,52,532,199,attack
361848,2344,123054,52,1648,40,attack
125320,413,22864,52,2948,210,attack
2456,1,60,52,304,110,attack
294280,1667,91078,52,2948,148,attack
577024,3601,189102,52,2948,76,attack
7508,57,3136,52,280,44,attack
140932,616,34252,52,2948,200,attack
530432,4462,232546,52,688,6,attack
206888,1443,75710,52,2260,45,attack
757768,5556,296314,52,2948,98,attack
437512,3174,171082,52,2080,129,attack
227348,761,42048,52,2948,136,attack
302916,974,54636,52,2948,183,attack
547336,4459,232678,52,2848,46,attack
285360,959,53412,52,2248,167,attack
55784,255,14232,52,1500,162,attack
1580,1,60,60,220,78,attack
158732,675,37312,52,2536,186,attack
103424,469,25784,52,1580,133,attack
513468,3311,173654,52,2948,66,attack
451344,3351,179378,52,2948,93,attack
461844,3343,178518,52,2948,100,attack
986656,13592,707306,52,1276,11,attack
648080,4742,254506,52,3964,134,attack
724324,5982,311586,52,64,0,attack
496528,4127,215682,52,2824,49,attack
269524,1303,71694,52,2948,143,attack
171784,711,39240,52,2272,176,attack
486684,3048,164434,52,2948,116,attack
483768,3089,167446,52,2948,106,attack
78284,317,17844,52,1500,169,attack
698492,5181,270554,52,2948,49,attack
270076,886,49300,52,2132,185,attack
247732,838,46664,52,2152,182,attack
301296,1516,83158,52,2948,143,attack
2500,1,60,52,604,230,attack
314120,2304,124082,52,2536,138,attack
393192,2652,141722,52,2948,127,attack
87252,396,22136,52,1624,150,attack
498020,3134,164174,52,2948,57,attack
2456,1,60,52,304,110,attack
771072,5422,283482,52,1744,26,attack
176400,656,36812,52,2948,173,attack
286080,961,53500,52,2948,165,attack
407072,2775,150874,52,2948,143,attack
199300,1552,81358,52,1840,42,attack
568212,3696,199150,52,2788,100,attack
454952,2892,156430,52,2948,152,attack
647844,8222,428078,52,64,0,attack
380800,2536,136354,52,2396,130,attack
261552,1260,69746,52,2948,152,attack
810304,6026,321170,52,2948,77,attack
199764,1424,74762,52,1500,54,attack
185664,802,44592,52,1948,131,attack
237600,664,36124,52,1828,128,attack
298396,1594,87590,52,2332,153,attack
255324,809,45316,52,2948,194,attack
418884,2490,130738,52,1936,42,attack
97524,461,25672,52,1500,94,attack
604352,4976,259702,52,2680,46,attack
201684,467,25888,52,2948,329,attack
238076,741,40972,52,2948,135,attack
285308,944,52876,52,2344,162,attack
348248,1984,107762,52,2948,151,attack
190676,1394,73202,52,1744,43,attack
717012,5182,270378,52,2332,35,attack
380860,2416,131690,52,2948,177,attack
201108,681,37944,52,2948,173,attack
356668,2478,132898,52,2948,144,attack
280308,2056,111314,52,2948,164,attack
153816,612,33708,52,2948,205,attack
113352,461,25672,52,2404,158,attack
373300,2352,127734,52,2948,161,attack
721528,5436,289422,52,2080,99,attack
697188,5767,300406,52,64,0,attack
53060,266,14612,52,472,84,attack
612472,4990,260182,52,2872,42,attack
2176,2,120,52,1500,415,attack
787584,5681,301882,52,2824,89,attack
2328,1,60,52,304,114,attack
509388,2970,156210,52,1500,36,attack
419860,2903,155962,52,2948,124,attack
326464,1944,106286,52,2092,117,attack
230652,961,53646,52,1684,115,attack
142960,608,33696,52,2092,160,attack
414520,2511,135058,52,2948,120,attack
270324,971,54180,52,2680,180,attack
291752,910,50844,52,2948,182,attack
638112,3953,207658,52,2896,62,attack
416492,3667,191554,52,1500,47,attack
725504,5502,287918,52,2948,43,attack
157496,437,24416,52,2948,277,attack
479936,2990,156674,52,2948,81,attack
570344,3908,210714,52,2948,99,attack
809008,5802,308394,52,2152,81,attack
470552,3466,184862,52,2948,174,attack
718896,5559,295922,52,2948,96,attack
173488,664,36780,52,2344,161,attack
55960,267,14992,52,1792,126,attack
166396,596,32972,52,2948,171,attack
159240,672,37372,52,2948,194,attack
242976,866,48144,52,2704,188,attack
188308,719,39984,52,1672,166,attack
470564,3090,166922,52,2948,121,attack
198480,1339,70270,52,1500,43,attack
400164,2609,139822,52,1960,103,attack
986836,13525,703822,52,760,8,attack
611196,3906,205130,52,1876,57,attack
572596,3539,185602,52,2948,70,attack
732964,5368,285810,52,2948,93,attack
705532,5284,276230,52,2356,29,attack
147740,585,32340,52,2948,225,attack
174500,718,39660,52,2948,192,attack
1752,1,60,52,280,88,attack
847356,5862,310658,52,1936,63,attack
415036,2844,152562,60,1864,85,attack
567012,3647,196462,52,2068,120,attack
510716,3401,183086,52,2948,111,attack
256464,862,47652,52,2948,111,attack
803040,5824,309618,52,2948,76,attack
709828,5126,267882,52,1500,26,attack
818560,5590,296526,52,2948,98,attack
472308,3213,173926,52,1960,87,attack
519124,3295,173170,52,2320,52,attack
391772,2751,148394,52,2464,158,attack
654180,5419,282310,52,64,0,attack
13828,109,5924,52,352,44,attack
277516,959,53136,52,2948,178,attack
455928,3412,184114,52,2948,121,attack
23804,173,9432,52,1756,148,attack
386140,2464,132710,52,2948,140,attack
302116,1015,56708,52,2948,175,attack
646996,8212,428072,52,76,1,attack
242132,870,48484,52,2948,197,attack
197100,1409,74026,52,2596,60,attack
50024,252,13904,52,568,91,attack
388668,2613,140258,52,2948,109,attack
55472,231,12820,52,2948,225,attack
308316,1045,58232,52,2948,172,attack
741104,5731,305410,52,2116,86,attack
264964,895,49844,52,2620,160,attack
987204,13412,697946,52,820,8,attack
277932,1918,103882,52,2200,161,attack
2236,1,60,52,1500,399,attack
2060,1,60,52,1500,454,attack
591584,3947,206586,52,1500,34,attack
3112,1,60,52,424,170,attack
465200,2891,151974,52,1288,29,attack
