% isAttack tcpFlood:	444
% isAttack normal:	1333
% isAttack slowRead:	444
% isAttack httpFlood:	444
% isAttack slowHeaders:	444
% isAttack udpFlood:	372
% isAttack slowBody:	444
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-4,8,17-18,26-27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_srv_rerror_rate numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
tcp,S3,380,864,100,100,0,httpFlood
tcp,S3,374,102,100,100,0,httpFlood
tcp,RSTO,446,571,100,100,0,httpFlood
tcp,S3,374,295,100,100,0,httpFlood
tcp,RSTO,446,819,100,100,0,httpFlood
tcp,S3,380,759,100,100,0,httpFlood
tcp,S3,374,150,100,100,0,httpFlood
tcp,S3,374,68,98,98,0,httpFlood
tcp,S3,377,910,100,100,0,httpFlood
tcp,S3,374,126,100,100,0,httpFlood
tcp,S3,374,128,100,100,0,httpFlood
tcp,OTH,60,179,33,33,0,httpFlood
tcp,OTH,66,134,100,100,0,httpFlood
tcp,S3,374,244,100,100,0,httpFlood
tcp,S3,374,159,100,100,0,httpFlood
tcp,S3,380,731,100,100,0,httpFlood
tcp,RSTO,446,655,100,100,0,httpFlood
tcp,OTH,60,164,33,33,0,httpFlood
tcp,S3,380,960,100,100,0,httpFlood
tcp,S3,374,151,100,100,0,httpFlood
tcp,S3,374,182,100,100,0,httpFlood
tcp,OTH,66,11,69,69,0,httpFlood
tcp,OTH,66,38,35,35,0,httpFlood
tcp,S3,374,175,100,100,0,httpFlood
tcp,RSTO,446,693,100,100,0,httpFlood
tcp,S3,374,167,100,100,0,httpFlood
tcp,S3,374,169,100,100,0,httpFlood
tcp,S3,374,109,100,100,0,httpFlood
tcp,OTH,60,135,29,29,0,httpFlood
tcp,OTH,66,122,100,100,0,httpFlood
tcp,OTH,66,180,99,99,0,httpFlood
tcp,S3,374,160,100,100,0,httpFlood
tcp,S3,386,317,100,100,0,httpFlood
tcp,OTH,66,98,100,100,0,httpFlood
tcp,OTH,66,40,92,92,0,httpFlood
tcp,S3,374,96,98,98,0,httpFlood
tcp,S3,377,1010,100,100,0,httpFlood
tcp,RSTO,446,564,100,100,0,httpFlood
tcp,RSTO,446,688,100,100,0,httpFlood
tcp,S3,374,139,100,100,0,httpFlood
tcp,OTH,66,37,31,31,0,httpFlood
tcp,S3,380,871,100,100,0,httpFlood
tcp,OTH,66,23,23,23,0,httpFlood
tcp,S3,377,915,100,100,0,httpFlood
tcp,OTH,60,143,31,31,0,httpFlood
tcp,S3,377,464,100,100,0,httpFlood
tcp,S1,242,177,100,100,0,httpFlood
tcp,OTH,60,180,33,33,0,httpFlood
tcp,S3,374,114,100,100,0,httpFlood
tcp,OTH,60,143,31,31,0,httpFlood
tcp,OTH,66,133,49,37,0,httpFlood
tcp,S3,380,959,100,100,0,httpFlood
tcp,RSTO,446,448,100,100,0,httpFlood
tcp,S3,377,597,100,100,0,httpFlood
tcp,S3,374,13,13,13,0,httpFlood
tcp,S1,248,177,100,100,0,httpFlood
tcp,S3,386,136,100,100,0,httpFlood
tcp,S1,242,174,100,100,0,httpFlood
tcp,S3,374,123,100,100,0,httpFlood
tcp,S3,377,728,100,100,0,httpFlood
tcp,S3,377,563,100,100,0,httpFlood
tcp,S3,386,143,100,100,0,httpFlood
tcp,S3,374,149,100,100,0,httpFlood
tcp,S3,374,132,100,100,0,httpFlood
tcp,S3,374,228,100,100,0,httpFlood
tcp,S3,374,152,100,100,0,httpFlood
tcp,RSTO,446,652,100,100,0,httpFlood
tcp,S3,377,933,100,100,0,httpFlood
tcp,OTH,66,5,5,5,0,httpFlood
tcp,S3,374,83,83,83,0,httpFlood
tcp,OTH,60,180,33,33,0,httpFlood
tcp,OTH,66,319,100,100,0,httpFlood
tcp,S3,374,145,100,100,0,httpFlood
tcp,S3,374,100,100,100,0,httpFlood
tcp,RSTO,446,627,100,100,0,httpFlood
tcp,S3,377,646,100,100,0,httpFlood
tcp,OTH,60,174,33,33,0,httpFlood
tcp,S3,374,146,100,100,0,httpFlood
tcp,S3,374,157,100,100,0,httpFlood
tcp,S3,377,388,94,90,0,httpFlood
tcp,S3,374,79,79,79,0,httpFlood
tcp,S3,374,134,100,100,0,httpFlood
tcp,S3,380,895,100,100,0,httpFlood
tcp,S3,374,147,100,100,0,httpFlood
tcp,S3,374,158,100,100,0,httpFlood
tcp,S3,374,181,100,100,0,httpFlood
tcp,S3,386,335,100,100,0,httpFlood
tcp,S3,377,476,100,100,0,httpFlood
tcp,S3,374,134,100,100,0,httpFlood
tcp,S3,374,156,100,100,0,httpFlood
tcp,S3,377,901,100,100,0,httpFlood
tcp,S3,374,94,94,94,0,httpFlood
tcp,S3,374,171,100,100,0,httpFlood
tcp,S3,374,55,98,98,0,httpFlood
tcp,OTH,60,177,33,33,0,httpFlood
tcp,S3,380,773,100,100,0,httpFlood
tcp,OTH,66,29,29,29,0,httpFlood
tcp,S3,374,154,100,100,0,httpFlood
tcp,S3,374,145,100,100,0,httpFlood
tcp,OTH,66,203,98,98,0,httpFlood
tcp,OTH,60,163,33,33,0,httpFlood
tcp,S3,374,176,100,100,0,httpFlood
tcp,S3,377,903,100,100,0,httpFlood
tcp,OTH,60,177,33,33,0,httpFlood
tcp,S3,374,164,100,100,0,httpFlood
tcp,OTH,60,170,33,33,0,httpFlood
tcp,OTH,60,136,33,33,0,httpFlood
tcp,S3,374,137,100,100,0,httpFlood
tcp,S3,377,918,100,100,0,httpFlood
tcp,S3,380,146,100,100,0,httpFlood
tcp,S3,374,151,100,100,0,httpFlood
tcp,OTH,66,36,88,88,0,httpFlood
tcp,S3,374,162,100,100,0,httpFlood
tcp,S3,374,152,100,100,0,httpFlood
tcp,RSTO,446,340,100,100,0,httpFlood
tcp,S1,242,454,100,100,0,httpFlood
tcp,S3,374,306,100,100,0,httpFlood
tcp,S3,380,992,100,100,0,httpFlood
tcp,S3,374,15,98,98,0,httpFlood
tcp,S3,374,154,100,100,0,httpFlood
tcp,S3,377,406,100,100,0,httpFlood
tcp,S1,242,447,100,100,0,httpFlood
tcp,OTH,60,177,33,33,0,httpFlood
tcp,S3,380,141,100,100,0,httpFlood
tcp,OTH,66,31,31,31,0,httpFlood
tcp,OTH,60,47,33,33,0,httpFlood
tcp,S3,374,20,20,20,0,httpFlood
tcp,S3,374,43,98,98,0,httpFlood
tcp,OTH,66,199,98,98,0,httpFlood
tcp,S3,374,166,100,100,0,httpFlood
tcp,S3,377,566,100,100,0,httpFlood
tcp,S3,374,148,100,100,0,httpFlood
tcp,RSTO,446,371,100,100,0,httpFlood
tcp,RSTO,446,676,100,100,0,httpFlood
tcp,S3,374,165,100,100,0,httpFlood
tcp,OTH,66,21,21,21,0,httpFlood
tcp,S3,392,778,100,100,0,httpFlood
tcp,OTH,66,204,98,98,0,httpFlood
tcp,S3,374,140,100,100,0,httpFlood
tcp,RSTO,446,787,100,100,0,httpFlood
tcp,S3,374,174,100,100,0,httpFlood
tcp,S3,374,112,75,75,0,httpFlood
tcp,OTH,66,227,98,98,0,httpFlood
tcp,OTH,60,166,33,33,0,httpFlood
tcp,S3,377,926,100,100,0,httpFlood
tcp,S3,374,222,100,100,0,httpFlood
tcp,S3,374,395,100,100,0,httpFlood
tcp,S3,374,141,100,100,0,httpFlood
tcp,S3,377,514,100,100,0,httpFlood
tcp,RSTO,446,598,100,100,0,httpFlood
tcp,S3,377,777,99,99,0,httpFlood
tcp,S3,374,52,52,52,0,httpFlood
tcp,S3,374,133,100,100,0,httpFlood
tcp,RSTO,446,649,100,100,0,httpFlood
tcp,S3,377,486,100,100,0,httpFlood
tcp,S3,374,34,98,98,0,httpFlood
tcp,OTH,66,77,58,58,0,httpFlood
tcp,RSTO,446,589,100,100,0,httpFlood
tcp,S3,374,149,100,100,0,httpFlood
tcp,S3,374,139,100,100,0,httpFlood
tcp,RSTO,446,484,100,100,0,httpFlood
tcp,S3,374,150,100,100,0,httpFlood
tcp,RSTO,446,695,100,100,0,httpFlood
tcp,OTH,60,136,33,33,0,httpFlood
tcp,OTH,60,125,33,33,0,httpFlood
tcp,S3,374,3,3,3,0,httpFlood
tcp,S3,377,363,86,73,0,httpFlood
tcp,RSTO,446,522,100,100,0,httpFlood
tcp,RSTO,446,501,100,100,0,httpFlood
tcp,S3,377,431,100,100,0,httpFlood
tcp,RSTO,446,359,100,100,0,httpFlood
tcp,S3,374,103,71,71,0,httpFlood
tcp,S3,374,155,100,100,0,httpFlood
tcp,OTH,60,136,33,33,0,httpFlood
tcp,S3,374,128,100,100,0,httpFlood
tcp,S3,377,441,100,100,0,httpFlood
tcp,S3,374,106,100,100,0,httpFlood
tcp,S3,374,137,100,100,0,httpFlood
tcp,OTH,60,176,33,33,0,httpFlood
tcp,OTH,60,177,33,33,0,httpFlood
tcp,OTH,66,145,100,100,0,httpFlood
tcp,S3,374,120,100,100,0,httpFlood
tcp,S3,392,764,100,100,0,httpFlood
tcp,S3,374,118,100,100,0,httpFlood
tcp,S3,377,820,99,99,0,httpFlood
tcp,S3,377,540,100,100,0,httpFlood
tcp,OTH,66,279,99,99,0,httpFlood
tcp,S3,374,167,100,100,0,httpFlood
tcp,S3,374,298,100,100,0,httpFlood
tcp,S3,380,898,100,100,0,httpFlood
tcp,S3,374,65,65,65,0,httpFlood
tcp,S3,374,75,75,75,0,httpFlood
tcp,OTH,66,16,16,16,0,httpFlood
tcp,S3,374,147,100,100,0,httpFlood
tcp,S3,377,874,100,100,0,httpFlood
tcp,S3,374,147,100,100,0,httpFlood
tcp,S3,374,97,100,100,0,httpFlood
tcp,S3,374,70,70,70,0,httpFlood
tcp,OTH,60,136,33,33,0,httpFlood
tcp,S3,377,323,74,45,0,httpFlood
tcp,RSTO,446,740,100,100,0,httpFlood
tcp,S3,374,149,100,100,0,httpFlood
tcp,S3,377,1020,100,100,0,httpFlood
tcp,S3,374,133,100,100,0,httpFlood
tcp,S3,374,151,100,100,0,httpFlood
tcp,S3,374,15,15,15,0,httpFlood
tcp,S3,377,1006,100,100,0,httpFlood
tcp,S3,377,715,100,100,0,httpFlood
tcp,S3,377,772,99,99,0,httpFlood
tcp,S3,374,147,100,100,0,httpFlood
tcp,OTH,66,94,65,65,0,httpFlood
tcp,S3,374,153,100,100,0,httpFlood
tcp,OTH,60,4,4,4,0,httpFlood
tcp,S1,242,449,100,100,0,httpFlood
tcp,S3,374,159,100,100,0,httpFlood
tcp,RSTO,446,413,100,100,0,httpFlood
tcp,S3,377,673,100,100,0,httpFlood
tcp,OTH,66,73,94,94,0,httpFlood
tcp,OTH,60,130,32,32,0,httpFlood
tcp,S3,377,749,100,100,0,httpFlood
tcp,S3,380,165,100,100,0,httpFlood
tcp,OTH,66,37,89,89,0,httpFlood
tcp,S3,374,64,64,64,0,httpFlood
tcp,OTH,60,84,27,27,0,httpFlood
tcp,OTH,60,119,31,31,0,httpFlood
tcp,S3,377,657,100,100,0,httpFlood
tcp,S3,374,145,97,97,0,httpFlood
tcp,S3,377,800,99,99,0,httpFlood
tcp,S3,374,142,100,100,0,httpFlood
tcp,S3,377,736,100,100,0,httpFlood
tcp,S3,377,333,76,53,0,httpFlood
tcp,S3,374,141,100,100,0,httpFlood
tcp,S3,374,145,100,100,0,httpFlood
tcp,S3,374,138,100,100,0,httpFlood
tcp,S3,374,302,100,100,0,httpFlood
tcp,RSTO,446,759,100,100,0,httpFlood
tcp,S3,374,110,100,100,0,httpFlood
tcp,OTH,60,179,33,33,0,httpFlood
tcp,S1,242,452,100,100,0,httpFlood
tcp,S3,377,697,100,100,0,httpFlood
tcp,OTH,60,177,33,33,0,httpFlood
tcp,S3,377,812,99,99,0,httpFlood
tcp,S3,374,134,93,93,0,httpFlood
tcp,S3,386,142,100,100,0,httpFlood
tcp,OTH,60,129,32,32,0,httpFlood
tcp,RSTO,446,844,100,100,0,httpFlood
tcp,S3,377,420,100,100,0,httpFlood
tcp,S3,374,130,100,100,0,httpFlood
tcp,S3,377,574,100,100,0,httpFlood
tcp,S3,377,449,100,100,0,httpFlood
tcp,RSTO,446,396,100,100,0,httpFlood
tcp,S3,374,156,100,100,0,httpFlood
tcp,S3,377,975,100,100,0,httpFlood
tcp,S3,377,386,94,88,0,httpFlood
tcp,S3,374,44,44,44,0,httpFlood
tcp,OTH,60,69,15,28,0,httpFlood
tcp,OTH,66,85,96,96,0,httpFlood
tcp,OTH,60,179,33,33,0,httpFlood
tcp,OTH,66,56,94,94,0,httpFlood
tcp,S3,377,623,100,100,0,httpFlood
tcp,S3,374,197,100,100,0,httpFlood
tcp,OTH,60,179,33,33,0,httpFlood
tcp,RSTO,446,329,100,100,0,httpFlood
tcp,S3,374,248,100,100,0,httpFlood
tcp,OTH,66,19,19,19,0,httpFlood
tcp,OTH,60,80,24,24,0,httpFlood
tcp,OTH,60,177,33,33,0,httpFlood
tcp,OTH,60,178,33,33,0,httpFlood
tcp,S3,377,722,100,100,0,httpFlood
tcp,S3,374,145,100,100,0,httpFlood
tcp,S3,374,38,38,38,0,httpFlood
tcp,OTH,60,179,33,33,0,httpFlood
tcp,S3,374,72,72,72,0,httpFlood
tcp,S3,374,145,100,100,0,httpFlood
tcp,OTH,60,180,33,33,0,httpFlood
tcp,S3,374,144,100,100,0,httpFlood
tcp,S3,374,81,81,81,0,httpFlood
tcp,S3,377,520,100,100,0,httpFlood
tcp,S3,374,95,100,100,0,httpFlood
tcp,OTH,60,140,31,31,0,httpFlood
tcp,RSTO,446,404,100,100,0,httpFlood
tcp,RSTO,446,846,100,100,0,httpFlood
tcp,S3,377,676,100,100,0,httpFlood
tcp,S3,374,150,100,100,0,httpFlood
tcp,S3,377,961,100,100,0,httpFlood
tcp,S3,380,141,100,100,0,httpFlood
tcp,S3,374,10,98,98,0,httpFlood
tcp,OTH,66,309,100,100,0,httpFlood
tcp,S3,374,39,98,98,0,httpFlood
tcp,RSTO,446,332,100,100,0,httpFlood
tcp,OTH,60,179,33,33,0,httpFlood
tcp,S3,374,138,100,100,0,httpFlood
tcp,OTH,60,136,33,33,0,httpFlood
tcp,S3,374,155,100,100,0,httpFlood
tcp,S3,374,196,100,100,0,httpFlood
tcp,S3,377,572,100,100,0,httpFlood
tcp,RSTO,446,346,100,100,0,httpFlood
tcp,S3,374,135,100,100,0,httpFlood
tcp,S3,374,72,98,98,0,httpFlood
tcp,S1,248,215,100,100,0,httpFlood
tcp,S3,374,131,100,100,0,httpFlood
tcp,S3,374,138,100,100,0,httpFlood
tcp,S3,374,104,71,71,0,httpFlood
tcp,S3,374,146,100,100,0,httpFlood
tcp,OTH,60,177,33,33,0,httpFlood
tcp,S3,374,396,100,100,0,httpFlood
tcp,S3,374,135,100,100,0,httpFlood
tcp,RSTO,446,502,100,100,0,httpFlood
tcp,S3,374,97,100,100,0,httpFlood
tcp,OTH,60,28,28,28,0,httpFlood
tcp,S3,377,966,100,100,0,httpFlood
tcp,S3,374,120,100,100,0,httpFlood
tcp,OTH,66,224,98,98,0,httpFlood
tcp,S3,374,31,31,31,0,httpFlood
tcp,S3,374,374,100,100,0,httpFlood
tcp,S3,374,154,100,100,0,httpFlood
tcp,OTH,66,254,98,98,0,httpFlood
tcp,RSTO,446,367,100,100,0,httpFlood
tcp,OTH,60,177,33,33,0,httpFlood
tcp,S3,380,930,100,100,0,httpFlood
tcp,RSTO,446,639,100,100,0,httpFlood
tcp,OTH,60,128,33,33,0,httpFlood
tcp,S3,374,150,100,100,0,httpFlood
tcp,S3,377,316,71,41,0,httpFlood
tcp,RSTO,446,431,100,100,0,httpFlood
tcp,S3,374,92,92,92,0,httpFlood
tcp,OTH,78,12032,71,71,0,tcpFlood
tcp,OTH,78,7360,74,74,0,tcpFlood
tcp,OTH,78,6615,66,66,0,tcpFlood
tcp,OTH,78,20561,67,67,0,tcpFlood
tcp,OTH,78,11558,68,68,0,tcpFlood
tcp,OTH,78,22309,68,68,0,tcpFlood
tcp,OTH,78,7369,74,74,0,tcpFlood
tcp,OTH,78,24401,66,66,0,tcpFlood
tcp,OTH,78,6566,67,67,0,tcpFlood
tcp,OTH,78,10887,76,76,0,tcpFlood
tcp,OTH,78,9012,69,69,0,tcpFlood
tcp,OTH,78,13450,69,69,0,tcpFlood
tcp,OTH,78,6536,67,67,0,tcpFlood
tcp,OTH,78,14478,68,68,0,tcpFlood
tcp,OTH,78,7201,77,77,0,tcpFlood
tcp,OTH,78,14183,69,69,0,tcpFlood
tcp,OTH,78,5250,74,74,0,tcpFlood
tcp,OTH,78,7980,67,67,0,tcpFlood
tcp,OTH,78,20381,64,64,0,tcpFlood
tcp,OTH,78,1626,70,70,0,tcpFlood
tcp,OTH,78,9562,65,65,0,tcpFlood
tcp,OTH,78,8665,73,73,0,tcpFlood
tcp,OTH,78,12599,67,67,0,tcpFlood
tcp,OTH,78,26821,70,70,0,tcpFlood
tcp,OTH,78,705,69,69,0,tcpFlood
tcp,OTH,78,6530,73,73,0,tcpFlood
tcp,OTH,78,23195,69,69,0,tcpFlood
tcp,OTH,78,7905,77,77,0,tcpFlood
tcp,OTH,78,82,65,65,0,tcpFlood
tcp,OTH,78,317,71,71,0,tcpFlood
tcp,OTH,78,7262,71,71,0,tcpFlood
tcp,OTH,78,6573,71,71,0,tcpFlood
tcp,OTH,78,1455,72,72,0,tcpFlood
tcp,OTH,78,7975,67,67,0,tcpFlood
tcp,OTH,78,23767,70,70,0,tcpFlood
tcp,OTH,78,9832,76,76,0,tcpFlood
tcp,OTH,78,5458,66,66,0,tcpFlood
tcp,OTH,78,7503,67,67,0,tcpFlood
tcp,OTH,78,26102,68,68,0,tcpFlood
tcp,OTH,78,19639,53,53,0,tcpFlood
tcp,OTH,78,5988,70,70,0,tcpFlood
tcp,OTH,78,18333,75,75,0,tcpFlood
tcp,OTH,78,21515,71,71,0,tcpFlood
tcp,OTH,78,10604,70,70,0,tcpFlood
tcp,OTH,78,8043,75,75,0,tcpFlood
tcp,OTH,78,5945,63,63,0,tcpFlood
tcp,OTH,78,12696,70,70,0,tcpFlood
tcp,OTH,78,23460,63,63,0,tcpFlood
tcp,OTH,78,11084,71,71,0,tcpFlood
tcp,OTH,78,3602,72,72,0,tcpFlood
tcp,OTH,78,6556,69,69,0,tcpFlood
tcp,OTH,78,9922,66,66,0,tcpFlood
tcp,OTH,78,20618,71,71,0,tcpFlood
tcp,OTH,78,6506,71,71,0,tcpFlood
tcp,OTH,78,25379,65,65,0,tcpFlood
tcp,OTH,78,7766,71,71,0,tcpFlood
tcp,OTH,78,20693,69,69,0,tcpFlood
tcp,OTH,78,24147,77,77,0,tcpFlood
tcp,OTH,78,10351,76,76,0,tcpFlood
tcp,OTH,78,19274,66,66,0,tcpFlood
tcp,OTH,78,19473,69,69,0,tcpFlood
tcp,OTH,78,26987,66,66,0,tcpFlood
tcp,OTH,78,2592,65,65,0,tcpFlood
tcp,OTH,78,5669,71,71,0,tcpFlood
tcp,OTH,78,19402,68,68,0,tcpFlood
tcp,OTH,78,20634,75,75,0,tcpFlood
tcp,OTH,78,6032,67,67,0,tcpFlood
tcp,OTH,78,9898,68,68,0,tcpFlood
tcp,OTH,78,4677,49,49,0,tcpFlood
tcp,OTH,78,5111,69,69,0,tcpFlood
tcp,OTH,78,23038,68,68,0,tcpFlood
tcp,OTH,78,22270,67,67,0,tcpFlood
tcp,OTH,78,6531,69,69,0,tcpFlood
tcp,OTH,78,10906,73,73,0,tcpFlood
tcp,OTH,78,20315,76,76,0,tcpFlood
tcp,OTH,78,19351,65,65,0,tcpFlood
tcp,OTH,78,8046,72,72,0,tcpFlood
tcp,OTH,78,17257,79,79,0,tcpFlood
tcp,OTH,78,23660,69,69,0,tcpFlood
tcp,OTH,78,23431,65,65,0,tcpFlood
tcp,OTH,78,1229,65,65,0,tcpFlood
tcp,OTH,78,7374,70,70,0,tcpFlood
tcp,OTH,78,5583,71,71,0,tcpFlood
tcp,OTH,78,7327,70,70,0,tcpFlood
tcp,OTH,78,23595,66,66,0,tcpFlood
tcp,OTH,78,10884,71,71,0,tcpFlood
tcp,OTH,78,22477,65,65,0,tcpFlood
tcp,OTH,78,5175,69,69,0,tcpFlood
tcp,OTH,78,7699,66,66,0,tcpFlood
tcp,OTH,78,18890,70,70,0,tcpFlood
tcp,OTH,78,7081,67,67,0,tcpFlood
tcp,OTH,78,19057,70,70,0,tcpFlood
tcp,OTH,78,23224,72,72,0,tcpFlood
tcp,OTH,78,19329,66,66,0,tcpFlood
tcp,OTH,78,6226,72,72,0,tcpFlood
tcp,OTH,78,23056,66,66,0,tcpFlood
tcp,OTH,78,5491,65,65,0,tcpFlood
tcp,OTH,78,7329,70,70,0,tcpFlood
tcp,OTH,78,22013,59,59,0,tcpFlood
tcp,OTH,78,39,39,39,0,tcpFlood
tcp,OTH,78,8561,75,75,0,tcpFlood
tcp,OTH,78,7103,65,65,0,tcpFlood
tcp,OTH,78,10601,69,69,0,tcpFlood
tcp,OTH,78,8005,71,71,0,tcpFlood
tcp,OTH,78,10416,68,68,0,tcpFlood
tcp,OTH,78,10028,76,76,0,tcpFlood
tcp,OTH,78,7421,76,76,0,tcpFlood
tcp,OTH,78,6360,70,70,0,tcpFlood
tcp,OTH,78,6226,67,67,0,tcpFlood
tcp,OTH,78,6467,68,68,0,tcpFlood
tcp,OTH,78,4539,68,68,0,tcpFlood
tcp,OTH,78,10353,65,65,0,tcpFlood
tcp,OTH,78,19818,71,71,0,tcpFlood
tcp,OTH,78,21399,63,63,0,tcpFlood
tcp,OTH,78,15025,65,65,0,tcpFlood
tcp,OTH,78,6956,66,66,0,tcpFlood
tcp,OTH,78,27023,65,65,0,tcpFlood
tcp,OTH,78,9844,71,71,0,tcpFlood
tcp,OTH,78,9984,67,67,0,tcpFlood
tcp,OTH,78,6530,69,69,0,tcpFlood
tcp,OTH,78,14996,65,65,0,tcpFlood
tcp,OTH,78,9985,68,68,0,tcpFlood
tcp,OTH,78,24048,75,75,0,tcpFlood
tcp,OTH,78,16294,70,70,0,tcpFlood
tcp,OTH,78,6510,75,75,0,tcpFlood
tcp,OTH,78,10619,67,67,0,tcpFlood
tcp,OTH,78,9855,74,74,0,tcpFlood
tcp,OTH,78,4350,69,69,0,tcpFlood
tcp,OTH,78,6174,72,72,0,tcpFlood
tcp,OTH,78,16353,72,72,0,tcpFlood
tcp,OTH,78,13507,70,70,0,tcpFlood
tcp,OTH,78,8983,69,69,0,tcpFlood
tcp,OTH,78,2814,73,73,0,tcpFlood
tcp,OTH,78,1401,69,69,0,tcpFlood
tcp,OTH,78,3214,67,67,0,tcpFlood
tcp,OTH,78,26108,66,66,0,tcpFlood
tcp,OTH,78,8149,67,67,0,tcpFlood
tcp,OTH,78,9458,67,67,0,tcpFlood
tcp,OTH,78,4760,65,65,0,tcpFlood
tcp,OTH,78,9725,73,73,0,tcpFlood
tcp,OTH,78,7239,77,77,0,tcpFlood
tcp,OTH,78,20614,70,70,0,tcpFlood
tcp,OTH,78,26373,68,68,0,tcpFlood
tcp,OTH,78,12243,67,67,0,tcpFlood
tcp,OTH,78,2632,67,67,0,tcpFlood
tcp,OTH,78,15419,72,72,0,tcpFlood
tcp,OTH,78,5614,69,69,0,tcpFlood
tcp,OTH,78,7974,74,74,0,tcpFlood
tcp,OTH,78,22147,66,66,0,tcpFlood
tcp,OTH,78,4628,62,62,0,tcpFlood
tcp,OTH,78,6963,68,68,0,tcpFlood
tcp,OTH,78,14829,67,67,0,tcpFlood
tcp,OTH,78,22282,68,68,0,tcpFlood
tcp,OTH,78,10375,73,73,0,tcpFlood
tcp,OTH,78,10715,68,68,0,tcpFlood
tcp,OTH,78,9071,70,70,0,tcpFlood
tcp,OTH,78,21044,72,72,0,tcpFlood
tcp,OTH,78,7111,68,68,0,tcpFlood
tcp,OTH,78,26854,71,71,0,tcpFlood
tcp,OTH,78,24915,60,60,0,tcpFlood
tcp,OTH,78,20563,69,69,0,tcpFlood
tcp,OTH,78,16823,75,75,0,tcpFlood
tcp,OTH,78,5568,67,67,0,tcpFlood
tcp,OTH,78,23785,66,66,0,tcpFlood
tcp,OTH,78,9134,69,69,0,tcpFlood
tcp,OTH,78,5593,71,71,0,tcpFlood
tcp,OTH,78,5257,70,70,0,tcpFlood
tcp,OTH,78,26999,65,65,0,tcpFlood
tcp,OTH,78,18324,78,78,0,tcpFlood
tcp,OTH,78,9120,66,66,0,tcpFlood
tcp,OTH,78,12341,71,71,0,tcpFlood
tcp,OTH,78,20743,72,72,0,tcpFlood
tcp,OTH,78,5577,68,68,0,tcpFlood
tcp,OTH,78,6539,72,72,0,tcpFlood
tcp,OTH,78,7776,72,72,0,tcpFlood
tcp,OTH,78,3692,71,71,0,tcpFlood
tcp,OTH,78,9582,72,72,0,tcpFlood
tcp,OTH,78,8085,70,70,0,tcpFlood
tcp,OTH,78,7824,72,72,0,tcpFlood
tcp,OTH,78,20434,67,67,0,tcpFlood
tcp,OTH,78,22118,68,68,0,tcpFlood
tcp,OTH,78,5219,67,67,0,tcpFlood
tcp,OTH,78,26689,74,74,0,tcpFlood
tcp,OTH,78,9449,70,70,0,tcpFlood
tcp,OTH,78,11425,67,67,0,tcpFlood
tcp,OTH,78,11818,70,70,0,tcpFlood
tcp,OTH,78,25097,75,75,0,tcpFlood
tcp,OTH,78,7470,73,73,0,tcpFlood
tcp,OTH,78,9918,67,67,0,tcpFlood
tcp,OTH,78,22130,71,71,0,tcpFlood
tcp,OTH,78,450,72,72,0,tcpFlood
tcp,OTH,78,11823,67,67,0,tcpFlood
tcp,OTH,78,15900,70,70,0,tcpFlood
tcp,OTH,78,23722,73,73,0,tcpFlood
tcp,OTH,78,11062,69,69,0,tcpFlood
tcp,OTH,78,20446,66,66,0,tcpFlood
tcp,OTH,78,6547,69,69,0,tcpFlood
tcp,OTH,78,8809,63,63,0,tcpFlood
tcp,OTH,78,1336,63,63,0,tcpFlood
tcp,OTH,78,8651,68,68,0,tcpFlood
tcp,OTH,78,5430,70,70,0,tcpFlood
tcp,OTH,78,6491,68,68,0,tcpFlood
tcp,OTH,78,19713,73,73,0,tcpFlood
tcp,OTH,78,8033,72,72,0,tcpFlood
tcp,OTH,78,11501,70,70,0,tcpFlood
tcp,OTH,78,9875,68,68,0,tcpFlood
tcp,OTH,78,7623,72,72,0,tcpFlood
tcp,OTH,78,1592,75,75,0,tcpFlood
tcp,OTH,78,11549,66,66,0,tcpFlood
tcp,OTH,78,9202,65,65,0,tcpFlood
tcp,OTH,78,26381,69,69,0,tcpFlood
tcp,OTH,78,20669,65,65,0,tcpFlood
tcp,OTH,78,15725,72,72,0,tcpFlood
tcp,OTH,78,10885,70,70,0,tcpFlood
tcp,OTH,78,9846,70,70,0,tcpFlood
tcp,OTH,78,11760,64,64,0,tcpFlood
tcp,OTH,78,7149,71,71,0,tcpFlood
tcp,OTH,78,7934,73,73,0,tcpFlood
tcp,OTH,78,12541,67,67,0,tcpFlood
tcp,OTH,78,9698,73,73,0,tcpFlood
tcp,OTH,78,20640,67,67,0,tcpFlood
tcp,OTH,78,14306,74,74,0,tcpFlood
tcp,OTH,78,7960,66,66,0,tcpFlood
tcp,OTH,78,26668,66,66,0,tcpFlood
tcp,OTH,78,15014,69,69,0,tcpFlood
tcp,OTH,78,5282,71,71,0,tcpFlood
tcp,OTH,78,1133,67,67,0,tcpFlood
