@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:highrate, udpFlood:highrate, httpFlood:highrate, slowBody:lowrate, slowHeaders:lowrate, slowRead:lowrate-weka.filters.unsupervised.attribute.Remove-V-R3-4,8-10,18,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute serror_rate numeric
@attribute dst_host_srv_count numeric
@attribute isAttack {normal,highrate,lowrate}

@data
OTH,66,3218,3218,0,41,normal
SF,946,1991,1991,0,100,normal
SF,946,2389,2389,0,100,normal
OTH,66,5043,5043,0,45,normal
RSTR,364,1896,1896,0.13,100,normal
OTH,78,3005,3005,0,73,normal
OTH,66,3814,3814,0,41,normal
OTH,66,3536,3536,0,35,normal
S1,286,2348,2348,0.29,100,normal
SF,946,2104,2104,0,100,normal
SF,946,2118,2118,0,100,normal
OTH,66,2767,2767,0,42,normal
SF,946,3883,3883,0,100,normal
OTH,66,3262,3262,0,47,normal
SF,946,3006,3006,0,74,normal
SF,946,1944,1944,0,100,normal
OTH,66,3140,3140,0,49,normal
SF,946,3890,3890,0,100,normal
SF,946,3387,3387,0,100,normal
SF,946,3859,3859,0,100,normal
OTH,66,4954,4954,0,57,normal
OTH,66,2433,2433,0,39,normal
OTH,66,3349,3349,0,53,normal
S3,946,2191,2191,0.24,100,normal
S3,958,3094,3094,0.44,100,normal
SF,946,2276,2276,0,100,normal
S3,946,1969,1969,0.15,100,normal
SF,946,2082,2082,0,100,normal
OTH,66,2855,2855,0,50,normal
SF,946,2126,2126,0,100,normal
OTH,66,5272,5272,0,92,normal
SF,1120,2265,2265,0,100,normal
SF,946,3170,3170,0,100,normal
OTH,66,3542,3542,0,48,normal
OTH,66,4848,4848,0,48,normal
OTH,66,3518,3518,0,46,normal
SF,946,2274,2274,0,100,normal
SF,946,2761,2761,0,52,normal
SF,1020,2049,2049,0,100,normal
SF,946,1983,1983,0,100,normal
OTH,66,5904,5904,0,40,normal
OTH,146,3291,3291,0,68,normal
SF,946,2194,2194,0,100,normal
SF,946,3876,3876,0,100,normal
SF,946,1945,1945,0,100,normal
OTH,146,3312,3312,0,47,normal
SF,946,3347,3347,0,96,normal
OTH,78,5385,5385,0,98,normal
OTH,66,5181,5181,0,22,normal
SF,946,2524,2524,0,99,normal
SF,946,3367,3367,0,100,normal
SF,946,2067,2067,0,100,normal
OTH,66,2857,2857,0,37,normal
SF,946,2206,2206,0,100,normal
SF,1042,1953,1953,0,93,normal
OTH,66,5234,5234,0,65,normal
OTH,78,5744,5744,0,59,normal
SF,946,2008,2008,0,100,normal
SF,295,2,27,0,255,normal
SF,295,5,5,0,255,normal
SF,237,14,14,0,255,normal
SF,273,1,1,0,255,normal
SF,210,42,42,0,255,normal
SF,249,8,8,0,255,normal
SF,303,12,17,0,255,normal
SF,205,7,7,0,255,normal
SF,212,3,9,0,215,normal
SF,296,24,24,0,255,normal
SF,171,9,13,0,238,normal
SF,352,3,3,0,255,normal
SF,229,27,34,0,255,normal
REJ,0,1,1,0,249,normal
SF,226,5,5,0,255,normal
SF,261,16,16,0,255,normal
SF,290,3,4,0,255,normal
SF,216,3,3,0,255,normal
SF,230,2,12,0,255,normal
SF,214,12,12,0,255,normal
SF,299,4,4,0,255,normal
SF,241,2,37,0,255,normal
SF,235,12,12,0,255,normal
SF,217,8,31,0,255,normal
SF,253,11,11,0,255,normal
SF,214,2,2,0,255,normal
SF,251,1,1,0,231,normal
SF,249,1,1,0,255,normal
SF,221,4,7,0,255,normal
SF,218,7,12,0.14,255,normal
SF,217,3,3,0,255,normal
SF,224,16,16,0,255,normal
SF,191,1,1,0,255,normal
SF,323,18,24,0,255,normal
SF,222,9,9,0,255,normal
SF,209,2,2,0,255,normal
REJ,0,1,1,0,90,normal
SF,200,7,12,0,255,normal
SF,327,2,21,0,255,normal
SF,311,6,6,0,255,normal
SF,244,2,4,0,255,normal
SF,230,5,5,0,255,normal
SF,338,8,8,0,255,normal
SF,297,15,15,0,255,normal
SF,260,9,22,0,255,normal
SF,195,8,9,0,255,normal
SF,352,16,16,0,255,normal
SF,230,11,11,0,255,normal
SF,240,9,9,0,255,normal
SF,334,3,3,0,255,normal
SF,297,6,17,0,255,normal
SF,244,5,12,0,255,normal
REJ,0,1,2,0,255,normal
SF,212,6,7,0,255,normal
SF,237,14,32,0,255,normal
SF,207,26,27,0,255,normal
SF,308,1,6,0,216,normal
SF,271,1,1,0,255,normal
SF,229,10,10,0,255,normal
SF,176,6,6,0,255,normal
SF,221,32,34,0,255,normal
SF,275,4,14,0,255,normal
SF,289,24,26,0,255,normal
SF,451,12,12,0,255,normal
SF,221,36,67,0,255,normal
SF,0,44,44,0.02,255,normal
SF,324,2,32,0,255,normal
SF,252,25,45,0,255,normal
SF,366,28,34,0,255,normal
S1,216,2,2,0.5,255,normal
SF,300,21,21,0,255,normal
SF,240,13,13,0,255,normal
SF,230,5,7,0,36,normal
SF,357,9,11,0,255,normal
SF,228,16,26,0,255,normal
SF,209,11,11,0,255,normal
SF,218,11,19,0,255,normal
SF,279,24,27,0,255,normal
SF,204,6,16,0,255,normal
SF,325,6,6,0,183,normal
REJ,0,1,1,0,250,normal
SF,204,14,14,0,255,normal
SF,302,12,23,0,255,normal
SF,288,1,1,0,231,normal
SF,313,1,1,0,255,normal
REJ,0,1,1,0,71,normal
SF,206,14,14,0,255,normal
SF,241,10,11,0,255,normal
SF,226,7,7,0,255,normal
SF,287,22,22,0,255,normal
SF,205,17,17,0,255,normal
SF,221,14,39,0,255,normal
SF,162,2,2,0,255,normal
SF,216,35,35,0,255,normal
SF,208,19,20,0,255,normal
SF,211,25,29,0,255,normal
SF,329,5,9,0,255,normal
SF,222,1,1,0,22,normal
SF,326,3,3,0,255,normal
SF,299,4,5,0,255,normal
SF,304,7,7,0,255,normal
SF,238,1,1,0,255,normal
SF,245,6,7,0,255,normal
SF,253,10,10,0.2,255,normal
SF,304,3,17,0,255,normal
SF,220,17,17,0,255,normal
REJ,0,1,1,0,255,normal
SF,306,22,22,0,255,normal
SF,299,29,46,0,255,normal
SF,299,1,1,0,255,normal
SF,235,1,1,0,255,normal
SF,307,17,66,0,255,normal
SF,236,6,6,0,255,normal
SF,210,3,3,0,255,normal
SF,288,15,28,0,255,normal
SF,144,9,9,0,255,normal
SF,231,37,37,0,255,normal
REJ,0,1,2,0,255,normal
SF,195,1,1,0,255,normal
SF,322,16,24,0,255,normal
SF,212,4,36,0,255,normal
SF,289,11,11,0,255,normal
SF,232,6,8,0,195,normal
SF,143,1,3,0,255,normal
SF,202,17,17,0.06,255,normal
SF,366,7,7,0,255,normal
SF,399,12,12,0,255,normal
SF,225,5,5,0,255,normal
SF,302,4,4,0,255,normal
SF,175,7,7,0,255,normal
SF,237,1,48,0,216,normal
SF,183,7,7,0,255,normal
SF,147,1,1,0,255,normal
REJ,0,1,1,0,242,normal
SF,241,8,8,0,255,normal
SF,295,11,11,0,255,normal
SF,204,19,28,0,255,normal
SF,205,12,13,0,255,normal
SF,206,26,26,0,255,normal
SF,307,1,2,0,255,normal
SF,374,26,26,0,255,normal
SF,368,39,48,0,255,normal
SF,226,4,8,0.25,255,normal
SF,303,2,2,0,222,normal
SF,292,18,18,0,255,normal
SF,303,12,14,0,255,normal
SF,234,1,1,0,195,normal
SF,241,7,7,0,255,normal
SF,219,6,35,0,255,normal
SF,304,25,7,0,229,normal
SF,296,8,8,0,255,normal
SF,193,12,12,0,255,normal
SF,349,17,30,0,250,normal
SF,234,6,9,0,255,normal
SF,260,2,6,0,255,normal
SF,318,3,4,0,255,normal
SF,239,5,5,0,255,normal
SF,333,10,31,0,255,normal
SF,356,11,51,0.09,255,normal
SF,228,7,8,0,239,normal
SF,216,32,37,0,255,normal
SF,293,19,19,0,255,normal
SF,314,3,7,0,255,normal
SF,317,9,21,0,255,normal
SF,282,1,3,0,255,normal
SF,199,10,10,0,255,normal
SF,208,20,20,0,255,normal
SF,223,2,2,0,255,normal
SF,280,3,3,0,255,normal
SF,173,6,6,0,136,normal
SF,289,11,24,0.09,255,normal
SF,234,1,1,0,255,normal
SF,239,2,3,0,255,normal
SF,274,12,12,0,255,normal
S0,0,2,3,0.5,255,normal
SF,335,25,29,0,255,normal
SF,309,7,7,0,255,normal
SF,254,7,18,0,255,normal
SF,237,7,7,0,255,normal
SF,204,9,11,0,255,normal
SF,149,1,1,0,255,normal
SF,346,20,23,0,255,normal
SF,250,31,31,0,255,normal
SF,292,4,13,0,255,normal
SF,219,9,9,0,255,normal
SF,211,4,9,0,255,normal
SF,241,4,5,0,254,normal
SF,286,3,4,0,255,normal
SF,195,3,4,0,255,normal
SF,298,2,2,0,255,normal
SF,236,21,24,0,126,normal
SF,219,1,6,0,255,normal
SF,349,12,12,0,255,normal
SF,143,4,4,0,255,normal
SF,330,12,12,0,255,normal
SF,244,1,1,0,250,normal
SF,227,3,3,0,255,normal
SF,204,2,2,0,255,normal
SF,379,5,5,0,255,normal
SF,327,3,3,0,255,normal
SF,214,3,17,0,255,normal
SF,227,7,9,0,255,normal
SF,272,1,1,0,255,normal
SF,241,3,3,0,255,normal
S0,0,2,2,0.5,255,normal
SF,293,5,5,0,255,normal
SF,257,11,71,0,255,normal
SF,255,6,7,0,255,normal
SF,225,17,17,0,255,normal
SF,265,4,4,0,255,normal
REJ,0,1,1,0,198,normal
SF,242,9,9,0,255,normal
SF,213,17,17,0,255,normal
SF,307,40,42,0,255,normal
SF,322,13,14,0,255,normal
SF,201,1,3,0,255,normal
SF,207,18,37,0,255,normal
REJ,0,1,1,0,118,normal
SF,154,1,1,0,255,normal
SF,301,5,7,0,249,normal
SF,307,4,4,0.25,255,normal
SF,474,10,29,0,255,normal
SF,190,6,6,0,172,normal
SF,234,7,9,0,255,normal
SF,302,9,12,0,255,normal
SF,183,1,1,0,255,normal
SF,373,19,40,0,255,normal
SF,206,14,16,0,255,normal
SF,223,18,21,0,255,normal
SF,190,11,16,0,255,normal
SF,203,15,15,0,255,normal
SF,251,17,17,0,255,normal
SF,162,2,20,0,255,normal
SF,209,19,19,0,255,normal
SF,286,11,39,0,255,normal
SF,210,13,13,0,255,normal
SF,301,5,5,0,255,normal
SF,266,3,4,0,255,normal
SF,216,11,11,0,255,normal
REJ,0,1,3,0,255,normal
SF,206,1,1,0,255,normal
SF,207,6,6,0,24,normal
SF,229,1,9,0,255,normal
SF,284,11,11,0,255,normal
S2,144,1,1,1,255,normal
SF,205,28,31,0,255,normal
SF,295,37,37,0,255,normal
SF,188,3,3,0,255,normal
SF,326,3,6,0,255,normal
SF,223,2,3,0,255,normal
SF,206,6,6,0,255,normal
SF,320,2,2,0,255,normal
SF,233,8,10,0,255,normal
SF,187,12,12,0,255,normal
SF,289,3,4,0,255,normal
SF,448,1,9,0,255,normal
SF,296,25,34,0,219,normal
SF,222,5,5,0,255,normal
SF,255,7,7,0,253,normal
SF,297,7,23,0,255,normal
SF,284,3,3,0,255,normal
SF,319,9,10,0,255,normal
SF,212,85,89,0,255,normal
SF,168,1,1,0,79,normal
SF,466,1,1,0,249,normal
SF,227,1,1,0,255,normal
SF,343,4,4,0,70,normal
REJ,0,1,1,0,255,normal
SF,169,1,1,0,255,normal
SF,293,5,5,0,255,normal
SF,253,2,2,0.5,255,normal
SF,210,5,14,0,255,normal
REJ,0,1,1,0,115,normal
SF,209,1,1,0,255,normal
SF,360,7,7,0,255,normal
SF,240,9,9,0,255,normal
SF,213,3,7,0.33,255,normal
SF,314,15,16,0,255,normal
SF,236,5,17,0,255,normal
SF,325,5,5,0.2,255,normal
SF,327,3,23,0,255,normal
SF,238,13,14,0,79,normal
SF,305,5,5,0,255,normal
SF,318,3,21,0,255,normal
SF,323,4,4,0.25,255,normal
REJ,0,511,1,0,196,normal
REJ,0,1,1,0,251,normal
SF,295,5,5,0,255,normal
SF,289,15,15,0,255,normal
SF,297,6,6,0,255,normal
SF,216,7,7,0,255,normal
SF,307,17,17,0,255,normal
REJ,0,1,1,0,219,normal
SF,302,12,12,0,255,normal
SF,296,6,6,0,252,normal
SF,199,7,7,0,255,normal
SF,287,11,11,0,255,normal
SF,311,18,19,0,255,normal
SF,199,3,3,0,212,normal
SF,249,17,17,0,255,normal
SF,325,10,12,0,255,normal
SF,157,1,1,0,255,normal
SF,240,3,7,0,255,normal
SF,236,6,11,0,255,normal
SF,289,2,2,0,255,normal
SF,157,1,17,0,255,normal
REJ,0,1,3,0,253,normal
S1,0,1,1,1,255,normal
SF,244,10,31,0,255,normal
SF,332,15,15,0,255,normal
REJ,0,1,1,0,255,normal
SF,227,29,29,0,255,normal
SF,282,8,8,0,255,normal
SF,212,21,21,0,255,normal
SF,203,4,4,0.25,255,normal
SF,297,27,29,0,255,normal
REJ,0,1,1,0,90,normal
SF,184,1,3,0,255,normal
SF,219,10,12,0,255,normal
SF,304,14,19,0.07,252,normal
SF,288,16,48,0,255,normal
SF,197,11,11,0,255,normal
SF,302,2,3,0,255,normal
SF,259,9,9,0,255,normal
SF,325,24,24,0,255,normal
SF,237,14,14,0,255,normal
REJ,0,1,1,0,227,normal
SF,229,10,12,0,255,normal
SF,225,10,10,0,255,normal
SF,234,20,20,0,255,normal
SF,209,1,1,0,255,normal
SF,322,8,9,0,255,normal
RSTO,0,1,4,0,255,normal
REJ,0,1,1,0,163,normal
SF,325,4,4,0,255,normal
SF,262,4,4,0.25,255,normal
SF,204,18,18,0,255,normal
SF,216,7,7,0,255,normal
SF,200,7,7,0,255,normal
SF,234,10,17,0,255,normal
SF,226,19,20,0,255,normal
SF,153,8,8,0,255,normal
SF,319,25,25,0,255,normal
SF,234,7,44,0,255,normal
SF,255,6,6,0,255,normal
REJ,0,1,2,0,34,normal
SF,279,5,5,0,255,normal
SF,220,4,5,0,255,normal
SF,212,3,3,0,255,normal
SF,300,6,6,0,255,normal
SF,299,14,14,0,255,normal
SF,274,13,13,0,255,normal
SF,356,19,33,0,255,normal
SF,285,11,14,0,255,normal
SF,211,15,15,0,255,normal
SF,227,17,17,0,255,normal
SF,204,36,36,0,255,normal
RSTO,0,3,13,0,255,normal
SF,315,13,14,0,255,normal
SF,153,1,12,0,255,normal
SF,210,2,2,0,255,normal
SF,203,5,10,0,255,normal
SF,266,1,1,0,255,normal
REJ,0,1,1,0,238,normal
SF,307,9,11,0,255,normal
SF,320,24,53,0,255,normal
SF,308,3,7,0,255,normal
SF,215,9,9,0,255,normal
SF,236,22,22,0,255,normal
SF,224,7,7,0,255,normal
SF,225,2,5,0,255,normal
SF,295,7,7,0,255,normal
SF,273,1,1,0,255,normal
SF,313,13,13,0,255,normal
SF,249,20,2,0,228,normal
SF,285,6,6,0,255,normal
SF,213,3,5,0,255,normal
SF,239,7,8,0,255,normal
SF,241,5,5,0,255,normal
SF,186,15,20,0,255,normal
SF,326,2,32,0,255,normal
REJ,0,11,11,0,179,normal
SF,309,12,16,0,255,normal
SF,316,5,5,0,255,normal
SF,327,26,27,0,255,normal
SF,317,3,3,0,255,normal
SF,337,6,6,0,255,normal
SF,454,1,10,0,255,normal
SF,262,1,1,0,255,normal
SF,243,2,33,0,255,normal
SF,384,1,18,0,255,normal
REJ,0,1,1,0,117,normal
SF,166,3,3,0,255,normal
SF,171,1,1,0,255,normal
SF,321,3,6,0,255,normal
REJ,0,1,1,0,255,normal
SF,227,7,7,0,255,normal
REJ,0,1,1,0,250,normal
SF,271,11,11,0,255,normal
SF,209,9,9,0,255,normal
SF,248,8,8,0,255,normal
SF,179,9,9,0,255,normal
SF,232,21,22,0,255,normal
SF,270,1,1,0,166,normal
SF,304,13,14,0.08,255,normal
SF,189,4,13,0,255,normal
SF,276,1,1,0,225,normal
SF,191,6,9,0,255,normal
SF,316,11,11,0,255,normal
SF,229,6,6,0,255,normal
REJ,0,1,1,0,253,normal
SF,192,2,3,0,164,normal
SF,309,13,13,0,234,normal
SF,278,6,15,0,255,normal
SF,214,5,5,0,255,normal
SF,204,38,38,0,255,normal
SF,380,1,5,0,255,normal
SF,237,1,5,0,255,normal
SF,240,14,14,0,255,normal
SF,329,8,8,0,244,normal
SF,271,1,10,0,255,normal
SF,227,21,21,0,255,normal
SF,246,23,23,0,255,normal
SF,231,11,12,0,251,normal
SF,190,1,7,0,255,normal
SF,320,10,10,0,255,normal
SF,289,4,4,0,255,normal
SF,330,10,10,0,255,normal
SF,335,20,21,0,255,normal
SF,204,23,23,0,255,normal
REJ,0,1,2,0,152,normal
SF,195,2,3,0,255,normal
SF,291,8,8,0,255,normal
SF,284,1,1,0,255,normal
SF,250,1,1,0,255,normal
SF,234,77,77,0,255,normal
SF,273,21,31,0,255,normal
SF,312,2,2,0,255,normal
SF,217,11,11,0,255,normal
SF,225,5,5,0,255,normal
SF,201,1,1,0,255,normal
SF,218,1,1,0,255,normal
SF,297,1,1,0,255,normal
SF,232,4,19,0,255,normal
SF,238,11,21,0,122,normal
SF,252,3,3,0,255,normal
SF,352,4,4,0,255,normal
SF,192,1,1,0,255,normal
SF,289,3,3,0,155,normal
SF,342,9,9,0,255,normal
SF,167,2,2,0,255,normal
SF,386,1,5,0,255,normal
SF,263,1,2,0,255,normal
SF,332,7,7,0,248,normal
SF,234,6,7,0,255,normal
SF,315,7,7,0,255,normal
SF,214,7,24,0,255,normal
SF,218,2,2,0,255,normal
SF,301,5,5,0,255,normal
SF,207,7,7,0,255,normal
SF,267,1,1,0,239,normal
SF,326,4,4,0,255,normal
SF,265,10,20,0,255,normal
SF,336,16,47,0,255,normal
SF,164,6,6,0,255,normal
SF,333,13,17,0,255,normal
REJ,0,1,1,0,255,normal
SF,223,4,6,0,255,normal
SF,228,9,14,0,37,normal
SF,197,31,54,0,255,normal
SF,258,1,9,0,4,normal
SF,220,16,34,0,255,normal
SF,283,11,11,0,255,normal
SF,190,17,22,0,255,normal
SF,322,2,15,0,255,normal
SF,209,1,6,0,255,normal
SF,229,2,2,0,255,normal
SF,229,4,13,0,215,normal
SF,216,20,30,0,255,normal
REJ,0,1,1,0,255,normal
SF,185,13,13,0,255,normal
SF,291,1,1,0,255,normal
SF,327,10,10,0,255,normal
SF,202,1,6,0,255,normal
SF,312,2,4,0,255,normal
REJ,0,1,1,0,219,normal
SF,261,4,4,0,249,normal
SF,298,1,26,0,255,normal
SF,224,12,12,0,255,normal
SF,304,19,19,0,255,normal
SF,216,3,7,0,255,normal
SF,215,13,13,0,255,normal
SF,180,6,39,0,255,normal
SF,307,11,11,0,255,normal
SF,162,1,1,0,255,normal
SF,314,12,15,0,255,normal
SF,237,16,16,0,255,normal
SF,0,25,25,0.04,255,normal
SF,233,1,1,0,255,normal
SF,289,8,12,0,255,normal
SF,415,1,13,0,255,normal
SF,246,8,8,0,255,normal
SF,211,3,11,0,255,normal
SF,296,1,4,0,119,normal
SF,288,11,12,0,255,normal
SF,233,3,3,0,255,normal
SF,256,17,17,0,255,normal
SF,204,9,9,0,255,normal
SF,188,2,2,0,255,normal
SF,171,9,9,0,214,normal
SF,313,8,8,0,255,normal
SF,297,4,4,0,255,normal
SF,232,2,4,0,255,normal
SF,222,2,3,0,255,normal
SF,240,4,4,0,255,normal
SF,328,15,15,0.07,255,normal
SF,219,11,12,0,255,normal
SF,240,14,14,0,255,normal
SF,235,2,2,0,255,normal
SF,335,9,28,0,255,normal
SF,299,4,5,0,80,normal
SF,201,19,19,0,255,normal
SF,267,1,12,0,247,normal
SF,377,1,5,0,255,normal
SF,185,1,2,0,255,normal
SF,215,3,8,0,255,normal
SF,235,5,5,0,255,normal
SF,236,1,1,0,255,normal
SF,230,18,25,0,255,normal
SF,241,2,2,0,255,normal
REJ,0,1,1,0,231,normal
SF,238,3,3,0,255,normal
SF,204,7,7,0,255,normal
SF,232,3,3,0.33,255,normal
SF,228,9,9,0,255,normal
SF,229,3,3,0,255,normal
SF,344,17,27,0,255,normal
SF,216,1,6,0,255,normal
SF,151,12,12,0,255,normal
SF,294,6,6,0,255,normal
SF,199,30,30,0,255,normal
SF,266,9,9,0,255,normal
SF,316,2,4,0,255,normal
SF,199,2,3,0,255,normal
SF,216,3,6,0,255,normal
SF,346,8,8,0,255,normal
SF,277,16,34,0,255,normal
SF,249,1,18,0,255,normal
SF,352,3,23,0,255,normal
SF,306,3,30,0,251,normal
SF,282,8,9,0,255,normal
SF,214,31,31,0,255,normal
SF,232,14,30,0,255,normal
S0,0,1,1,1,126,normal
REJ,0,4,4,0,245,normal
SF,313,14,14,0,255,normal
SF,200,6,11,0,255,normal
REJ,0,1,1,0,250,normal
REJ,0,1,1,0,207,normal
SF,334,10,10,0,63,normal
SF,154,3,3,0,255,normal
SF,228,12,12,0,255,normal
SF,222,10,16,0,255,normal
SF,208,8,8,0,255,normal
S0,204,2,5,0.5,255,normal
SF,256,1,1,0,255,normal
REJ,0,1,1,0,255,normal
SF,297,9,9,0,67,normal
SF,194,3,17,0,255,normal
SF,153,1,1,0,255,normal
SF,316,22,22,0,255,normal
SF,185,2,2,0,255,normal
SF,240,6,6,0,255,normal
SF,250,12,36,0,255,normal
SF,208,10,10,0,255,normal
SF,233,21,21,0,255,normal
SF,295,9,11,0,255,normal
SF,276,11,11,0,255,normal
SF,260,4,4,0,255,normal
SF,222,7,7,0,255,normal
SF,294,7,8,0,255,normal
SF,255,19,19,0,255,normal
SF,193,2,2,0,255,normal
SF,218,9,9,0,255,normal
SF,190,2,2,0,255,normal
REJ,0,1,1,0,12,normal
SF,302,3,3,0,255,normal
SF,302,10,10,0,255,normal
SF,261,8,9,0,255,normal
SF,322,15,15,0,255,normal
SF,320,30,30,0,255,normal
SF,344,15,25,0,255,normal
SF,200,10,15,0,255,normal
SF,343,10,11,0,255,normal
SF,322,5,5,0.2,255,normal
SF,231,10,10,0,247,normal
SF,229,11,11,0,255,normal
SF,342,4,5,0,255,normal
SF,194,2,2,0,255,normal
SF,245,27,33,0,29,normal
SF,326,2,2,0,11,normal
SF,233,5,7,0,255,normal
SF,360,1,3,0,255,normal
SF,272,3,3,0,255,normal
SF,325,5,9,0,72,normal
SF,239,16,16,0,255,normal
SF,319,17,30,0,255,normal
SF,190,2,5,0,47,normal
SF,204,5,24,0,255,normal
SF,318,4,4,0,255,normal
SF,317,23,23,0,255,normal
SF,324,2,2,0.5,255,normal
SF,323,5,5,0.2,255,normal
SF,306,5,9,0,255,normal
SF,319,3,42,0,193,normal
SF,253,9,9,0,255,normal
SF,313,2,6,0,127,normal
SF,330,4,11,0,255,normal
SF,289,26,26,0,255,normal
SF,272,7,27,0,255,normal
SF,246,2,4,0,255,normal
SF,226,8,23,0,255,normal
SF,235,10,11,0,153,normal
SF,237,5,5,0,255,normal
SF,204,3,3,0,255,normal
SF,219,27,27,0,255,normal
SF,249,4,4,0.25,255,normal
SF,300,44,46,0,255,normal
SF,212,21,22,0,255,normal
REJ,0,1,4,0,22,normal
REJ,0,1,1,0,219,normal
SF,212,12,12,0,255,normal
SF,163,6,6,0,255,normal
SF,318,5,5,0,255,normal
SF,208,5,5,0,255,normal
SF,208,10,10,0,255,normal
SF,208,5,5,0,255,normal
SF,286,37,37,0,255,normal
SF,199,5,5,0,255,normal
SF,295,2,2,0,255,normal
SF,190,21,26,0,255,normal
SF,267,8,9,0,255,normal
REJ,0,1,1,0,255,normal
SF,213,4,4,0,255,normal
SF,240,1,7,0,246,normal
S0,0,2,2,0.5,254,normal
SF,295,9,9,0,255,normal
SF,214,3,8,0,255,normal
SF,197,2,34,0,237,normal
SF,321,19,19,0,255,normal
SF,325,19,22,0,255,normal
SF,307,6,6,0,255,normal
SF,277,15,25,0,255,normal
SF,330,3,4,0,255,normal
SF,197,19,19,0,255,normal
SF,324,8,8,0,255,normal
SF,204,29,53,0,255,normal
SF,361,3,5,0,255,normal
RSTO,151,1,2,0,255,normal
SF,237,5,5,0,255,normal
SF,281,16,19,0,255,normal
SF,146,13,14,0,255,normal
SF,261,1,3,0,255,normal
SF,252,3,3,0.33,237,normal
SF,303,5,5,0,220,normal
SF,306,14,14,0,255,normal
SF,223,2,2,0,255,normal
SF,312,5,5,0,255,normal
SF,233,7,17,0,255,normal
SF,308,20,20,0,255,normal
REJ,0,1,2,0,238,normal
REJ,0,1,1,0,249,normal
SF,219,13,14,0,255,normal
SF,236,1,1,0,255,normal
SF,294,6,6,0,255,normal
SF,313,4,6,0,255,normal
SF,337,3,9,0,255,normal
SF,309,20,20,0,255,normal
SF,156,1,1,0,255,normal
SF,199,19,19,0,255,normal
SF,189,5,6,0,255,normal
REJ,0,1,1,0,255,normal
SF,265,22,32,0,255,normal
SF,201,9,12,0,255,normal
SF,286,8,8,0,255,normal
SF,242,5,5,0,255,normal
SF,183,17,18,0,255,normal
SF,224,5,9,0,255,normal
SF,255,6,10,0,255,normal
SF,219,15,18,0,255,normal
SF,218,14,15,0,255,normal
SF,260,2,3,0,240,normal
SF,347,26,26,0,255,normal
SF,193,2,7,0,255,normal
SF,281,5,5,0,255,normal
SF,323,1,1,0,61,normal
SF,170,1,1,0,255,normal
SF,170,1,1,0,255,normal
REJ,0,1,1,0,255,normal
SF,295,1,1,0,255,normal
SF,224,4,4,0,255,normal
SF,327,2,2,0,204,normal
SF,247,17,18,0,255,normal
REJ,0,1,2,0,255,normal
SF,325,28,29,0,255,normal
SF,325,12,12,0,255,normal
SF,185,1,1,0,255,normal
SF,313,26,30,0,255,normal
SF,197,10,24,0,255,normal
SF,328,4,4,0,255,normal
SF,321,7,7,0,255,normal
SF,214,10,11,0,255,normal
SF,180,2,2,0,255,normal
SF,209,2,2,0,255,normal
SF,347,3,3,0,255,normal
SF,302,3,3,0,255,normal
SF,166,3,3,0,255,normal
SF,175,1,1,0,255,normal
SF,277,13,13,0,255,normal
SF,213,29,29,0,255,normal
SF,185,1,1,0,251,normal
SF,238,17,18,0,255,normal
SF,285,3,3,0,255,normal
SF,354,18,18,0,255,normal
SF,318,4,4,0,255,normal
SF,224,3,3,0,255,normal
REJ,0,1,1,0,253,normal
SF,234,9,9,0,255,normal
SF,193,6,6,0,255,normal
SF,307,9,10,0,255,normal
SF,324,9,9,0,255,normal
SF,288,14,15,0,255,normal
SF,168,1,1,0,255,normal
SF,192,10,22,0.1,216,normal
SF,253,15,15,0,255,normal
SF,200,32,32,0,255,normal
REJ,0,1,1,0,251,normal
SF,334,2,2,0,255,normal
SF,258,3,8,0,255,normal
REJ,0,1,1,0,255,normal
SF,325,2,2,0,255,normal
SF,297,4,5,0,255,normal
SF,230,6,6,0,238,normal
SF,233,14,14,0,255,normal
REJ,0,1,1,0,157,normal
SF,225,15,15,0,255,normal
SF,312,6,6,0,255,normal
SF,312,17,17,0,255,normal
SF,236,8,8,0,255,normal
SF,292,4,6,0,255,normal
SF,302,2,12,0,249,normal
SF,227,12,20,0,255,normal
SF,216,35,35,0,255,normal
SF,320,20,24,0,255,normal
SF,200,5,5,0,255,normal
REJ,0,1,1,0,38,normal
SF,257,29,30,0,255,normal
SF,205,17,24,0,255,normal
SF,310,1,12,0,253,normal
SF,198,12,12,0,255,normal
SF,261,1,2,0,232,normal
SF,382,7,15,0.14,255,normal
SF,219,4,4,0,211,normal
SF,201,3,21,0,255,normal
SF,237,21,21,0,255,normal
REJ,0,1,1,0,255,normal
S0,0,2,4,0.5,255,normal
REJ,0,1,1,0,115,normal
SF,305,1,2,0,236,normal
SF,237,9,9,0,255,normal
SF,241,3,3,0,247,normal
SF,211,5,13,0,204,normal
SF,213,6,6,0,255,normal
SF,205,4,5,0,255,normal
SF,341,6,34,0.17,255,normal
SF,333,30,30,0,255,normal
SF,335,5,6,0,255,normal
SF,373,27,33,0,255,normal
S1,0,1,1,1,255,normal
