@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:highrate, udpFlood:highrate, httpFlood:highrate, slowBody:lowrate, slowHeaders:lowrate, slowRead:lowrate-weka.filters.unsupervised.attribute.Remove-V-R3-4,8-10,18,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute serror_rate numeric
@attribute dst_host_srv_count numeric
@attribute isAttack {normal,highrate,lowrate}

@data
S3,386,129,129,1,100,highrate
S3,377,585,425,0.48,100,highrate
S3,374,184,184,1,100,highrate
S1,248,169,169,1,100,highrate
S3,377,1008,848,0.7,100,highrate
RSTO,446,480,480,0,100,highrate
OTH,66,0,0,0,0,highrate
OTH,66,27,27,0,27,highrate
OTH,60,79,117,0,23,highrate
S3,374,96,96,1,100,highrate
RSTO,446,530,530,0,100,highrate
OTH,66,261,261,0,98,highrate
OTH,60,105,105,0,33,highrate
S3,374,3,3,1,98,highrate
RSTO,446,401,401,0,100,highrate
OTH,60,147,147,0,33,highrate
OTH,60,178,178,0,33,highrate
S3,374,6,6,1,6,highrate
OTH,66,117,117,0,100,highrate
S1,248,152,152,1,100,highrate
S3,374,152,152,1,100,highrate
OTH,60,162,162,0,33,highrate
OTH,60,117,117,0,33,highrate
S1,242,457,457,1,100,highrate
RSTO,446,352,352,0,100,highrate
S3,377,628,468,0.52,100,highrate
S3,374,131,131,1,100,highrate
S3,377,509,349,0.4,100,highrate
OTH,60,98,98,0,42,highrate
RSTO,446,706,706,0,100,highrate
S3,380,770,770,0.26,100,highrate
S3,374,9,9,1,9,highrate
OTH,60,109,109,0,33,highrate
S3,374,351,351,1,100,highrate
S3,377,825,665,0.63,99,highrate
S3,374,149,149,1,100,highrate
OTH,60,169,169,0,33,highrate
S3,377,850,690,0.64,99,highrate
S1,242,171,171,1,100,highrate
OTH,66,59,59,0,94,highrate
S3,377,636,476,0.52,100,highrate
S3,374,30,30,1,30,highrate
S3,374,134,134,1,100,highrate
S3,374,152,152,1,100,highrate
S3,374,120,120,1,100,highrate
OTH,60,177,177,0,33,highrate
S3,374,179,179,1,100,highrate
S3,374,166,166,1,100,highrate
OTH,60,117,117,0,33,highrate
OTH,60,113,113,0,38,highrate
S3,374,165,165,1,100,highrate
S3,374,152,152,1,100,highrate
RSTO,446,461,461,0,100,highrate
OTH,60,110,110,0,34,highrate
OTH,60,137,137,0,20,highrate
OTH,60,144,144,0,31,highrate
S3,374,175,175,1,100,highrate
S3,377,897,737,0.66,100,highrate
S3,380,771,771,0.25,100,highrate
S3,377,853,693,0.64,99,highrate
RSTO,446,486,486,0,100,highrate
RSTO,446,843,843,0,100,highrate
RSTO,446,689,689,0,100,highrate
S3,380,145,145,1,100,highrate
S3,377,928,768,0.67,100,highrate
S1,245,1034,875,0.71,100,highrate
OTH,60,177,177,0,33,highrate
S3,374,150,150,0.73,100,highrate
S1,248,200,200,1,100,highrate
OTH,60,153,153,0,33,highrate
OTH,60,179,179,0,33,highrate
OTH,60,104,104,0,34,highrate
S3,374,133,133,1,100,highrate
S3,464,107,107,1,100,highrate
S3,374,142,142,1,100,highrate
OTH,66,85,85,0,57,highrate
S3,377,1028,868,0.7,100,highrate
OTH,66,99,99,0,100,highrate
S3,374,137,137,0.27,94,highrate
S3,374,170,170,1,100,highrate
S3,374,150,150,1,100,highrate
S3,374,196,196,0.49,100,highrate
S3,374,398,398,1,100,highrate
RSTO,446,729,729,0,100,highrate
OTH,60,137,137,0,11,highrate
OTH,66,7,7,0,7,highrate
S3,380,874,874,0.03,100,highrate
S3,374,294,294,1,100,highrate
OTH,60,141,141,0,31,highrate
OTH,60,119,119,0,31,highrate
RSTO,446,692,692,0,100,highrate
OTH,60,100,100,0,40,highrate
OTH,60,178,178,0,33,highrate
S3,377,821,661,0.63,99,highrate
S3,374,50,50,1,50,highrate
OTH,66,311,311,0,100,highrate
RSTO,446,423,423,0,100,highrate
S3,374,151,151,1,100,highrate
S3,374,296,296,1,100,highrate
RSTO,446,610,610,0,100,highrate
S3,374,170,170,0.41,100,highrate
OTH,60,112,112,0,38,highrate
S3,374,149,149,1,100,highrate
OTH,60,177,177,0,33,highrate
OTH,66,35,35,0,88,highrate
S3,377,643,483,0.53,100,highrate
OTH,60,136,174,0,33,highrate
OTH,66,60,60,0,41,highrate
S3,374,157,157,1,100,highrate
OTH,60,89,89,0,41,highrate
OTH,60,95,133,0,37,highrate
OTH,66,31,31,0,85,highrate
S3,374,133,133,1,100,highrate
OTH,66,72,72,0,56,highrate
OTH,66,86,86,0,96,highrate
RSTO,446,848,848,0,100,highrate
S3,380,162,162,1,100,highrate
S3,374,121,121,1,100,highrate
S3,374,444,444,1,100,highrate
OTH,60,107,107,0,33,highrate
OTH,60,126,164,0,33,highrate
OTH,60,178,178,0,33,highrate
RSTO,446,363,363,0,100,highrate
S3,374,154,154,1,100,highrate
RSTO,446,538,538,0,100,highrate
S3,377,713,553,0.57,100,highrate
S3,377,819,659,0.63,99,highrate
S3,374,438,438,1,100,highrate
OTH,60,177,177,0,33,highrate
OTH,66,289,289,0,100,highrate
OTH,60,111,111,0,33,highrate
S1,248,192,192,1,100,highrate
S3,380,906,906,0.06,100,highrate
S3,374,54,54,1,98,highrate
S1,242,182,182,1,100,highrate
S3,374,135,135,1,100,highrate
OTH,60,114,114,0,32,highrate
OTH,60,111,111,0,38,highrate
S3,374,150,150,0.77,100,highrate
S3,377,987,827,0.69,100,highrate
S3,374,145,145,1,100,highrate
S3,374,146,146,0.94,100,highrate
OTH,60,135,135,0,26,highrate
OTH,60,169,169,0,33,highrate
OTH,66,64,64,0,50,highrate
S3,374,110,110,1,100,highrate
OTH,60,51,51,0,23,highrate
S3,374,148,148,1,100,highrate
OTH,60,122,122,0,33,highrate
S3,374,39,39,1,39,highrate
S3,377,541,381,0.44,100,highrate
S3,374,93,93,1,98,highrate
OTH,60,125,125,0,33,highrate
S3,374,150,150,1,100,highrate
S3,377,384,224,0.21,87,highrate
OTH,66,42,42,0,38,highrate
OTH,60,104,104,0,33,highrate
OTH,66,265,265,0,98,highrate
OTH,66,105,53,0,30,highrate
OTH,60,160,160,0,33,highrate
S3,386,314,314,1,100,highrate
RSTO,446,428,428,0,100,highrate
S3,374,148,148,1,100,highrate
OTH,66,60,60,0,48,highrate
OTH,60,174,174,0,33,highrate
S3,374,156,156,1,100,highrate
OTH,66,142,87,0,43,highrate
OTH,66,81,81,0,94,highrate
S3,377,858,698,0.65,100,highrate
OTH,66,135,135,0,100,highrate
S3,377,694,534,0.56,100,highrate
S3,374,141,141,1,100,highrate
RSTO,446,671,671,0,100,highrate
S3,380,888,888,0.04,100,highrate
S3,392,777,777,0.25,100,highrate
S3,374,139,139,1,100,highrate
S3,377,828,668,0.63,99,highrate
S3,374,144,144,1,100,highrate
S3,377,569,409,0.47,100,highrate
S3,377,796,636,0.62,99,highrate
S3,374,149,149,1,100,highrate
S3,374,143,143,1,100,highrate
S3,374,141,141,1,100,highrate
S3,377,512,352,0.41,100,highrate
S3,464,104,104,1,100,highrate
S3,374,149,149,1,100,highrate
S3,380,730,730,0.2,100,highrate
S3,374,167,167,1,100,highrate
OTH,60,132,132,0,36,highrate
S3,374,242,242,1,100,highrate
S3,374,137,137,1,100,highrate
S1,242,175,175,1,100,highrate
S3,374,129,129,1,100,highrate
S3,377,555,395,0.45,100,highrate
S3,380,756,756,0.23,100,highrate
S3,386,370,370,1,100,highrate
OTH,60,136,174,0,33,highrate
S3,392,749,749,0.22,100,highrate
S3,374,84,84,1,84,highrate
S3,377,786,626,0.61,99,highrate
OTH,66,62,62,0,42,highrate
S3,374,21,21,1,98,highrate
OTH,60,19,19,0,19,highrate
S3,374,214,214,1,100,highrate
S3,374,247,247,1,100,highrate
RSTO,446,804,804,0,100,highrate
S3,374,159,159,1,100,highrate
OTH,66,46,46,0,39,highrate
OTH,60,122,122,0,33,highrate
S3,380,135,135,1,100,highrate
S3,374,152,152,1,100,highrate
S3,377,305,145,0,33,highrate
OTH,60,180,180,0,33,highrate
S3,374,164,164,1,100,highrate
S3,464,121,121,1,100,highrate
S3,374,115,115,1,100,highrate
OTH,66,275,275,0,99,highrate
OTH,66,274,274,0,99,highrate
RSTO,446,539,539,0,100,highrate
S3,374,161,161,1,100,highrate
S3,374,134,134,1,100,highrate
OTH,60,174,174,0,33,highrate
RSTO,446,529,529,0,100,highrate
S3,377,843,683,0.64,99,highrate
RSTO,446,510,510,0,100,highrate
S3,374,133,133,1,100,highrate
S3,386,201,201,1,100,highrate
S3,377,395,235,0.23,94,highrate
S3,374,373,373,1,100,highrate
S3,386,123,123,1,100,highrate
OTH,66,111,111,0,100,highrate
S3,374,174,174,0.43,100,highrate
RSTO,446,542,542,0,100,highrate
S3,374,119,119,1,100,highrate
S3,377,913,753,0.67,100,highrate
OTH,66,110,58,0,33,highrate
OTH,60,180,180,0,33,highrate
OTH,60,171,171,0,33,highrate
S3,374,150,150,1,100,highrate
S3,374,133,133,1,100,highrate
OTH,60,110,110,0,33,highrate
S3,377,989,829,0.69,100,highrate
RSTO,446,708,708,0,100,highrate
RSTO,446,630,630,0,100,highrate
S3,374,106,106,1,100,highrate
RSTO,446,416,416,0,100,highrate
S3,374,118,118,1,100,highrate
S3,377,568,408,0.46,100,highrate
S3,374,233,233,1,100,highrate
S3,374,142,142,1,100,highrate
S3,380,728,728,0.2,100,highrate
OTH,60,180,180,0,33,highrate
S3,374,58,58,1,98,highrate
OTH,66,118,65,0,29,highrate
OTH,66,56,56,0,46,highrate
RSTO,446,624,624,0,100,highrate
OTH,60,137,175,0,33,highrate
S3,374,160,160,1,100,highrate
S3,374,67,67,1,67,highrate
OTH,60,110,110,0,40,highrate
OTH,60,170,170,0,33,highrate
OTH,60,94,94,0,42,highrate
S1,242,171,171,1,100,highrate
S3,374,33,33,1,33,highrate
OTH,60,179,179,0,33,highrate
S3,374,139,139,1,100,highrate
RSTO,446,545,545,0,100,highrate
S1,245,1044,885,0.71,100,highrate
RSTO,446,457,457,0,100,highrate
OTH,60,117,117,0,33,highrate
S3,374,154,154,1,100,highrate
OTH,66,135,80,0,38,highrate
S3,374,151,151,1,100,highrate
RSTO,446,341,341,0,100,highrate
RSTO,446,626,626,0,100,highrate
RSTO,446,390,390,0,100,highrate
S3,374,81,81,1,81,highrate
RSTO,446,473,473,0,100,highrate
OTH,66,151,151,0,100,highrate
S3,374,161,161,1,100,highrate
S3,380,869,869,0.02,100,highrate
RSTO,446,699,699,0,100,highrate
S3,374,417,417,1,100,highrate
OTH,66,41,41,0,92,highrate
OTH,60,179,179,0,33,highrate
S3,380,157,157,1,100,highrate
S3,374,269,269,1,100,highrate
S3,374,270,270,1,100,highrate
S1,242,172,172,1,100,highrate
S3,374,150,150,1,100,highrate
S3,377,869,709,0.65,100,highrate
S3,374,7,7,1,7,highrate
S3,386,315,315,1,100,highrate
S3,374,148,148,0.69,100,highrate
S3,374,153,153,1,100,highrate
OTH,60,161,161,0,33,highrate
OTH,60,138,138,0,33,highrate
OTH,66,146,91,0,45,highrate
S3,374,352,352,1,100,highrate
RSTO,446,587,587,0,100,highrate
S3,392,761,761,0.24,100,highrate
S3,374,18,18,1,18,highrate
OTH,60,41,41,0,33,highrate
S3,374,101,101,1,100,highrate
OTH,60,165,165,0,33,highrate
OTH,60,138,138,0,33,highrate
S3,377,909,749,0.67,100,highrate
OTH,60,140,140,0,31,highrate
OTH,66,48,48,0,40,highrate
S3,377,951,791,0.68,100,highrate
OTH,60,179,179,0,33,highrate
OTH,66,50,50,0,34,highrate
S3,380,145,145,1,100,highrate
S3,374,165,165,1,100,highrate
S3,380,864,864,0.01,100,highrate
S3,374,102,102,1,100,highrate
RSTO,446,571,571,0,100,highrate
S3,374,295,295,1,100,highrate
RSTO,446,819,819,0,100,highrate
S3,380,759,759,0.29,100,highrate
S3,374,150,150,1,100,highrate
OTH,60,111,111,0,33,highrate
S3,374,68,68,1,98,highrate
S3,377,910,750,0.67,100,highrate
S3,374,126,126,1,100,highrate
S3,374,128,128,1,100,highrate
OTH,60,179,179,0,33,highrate
OTH,66,134,134,0,100,highrate
S3,374,244,244,1,100,highrate
S3,374,159,159,1,100,highrate
S3,380,731,731,0.21,100,highrate
RSTO,446,655,655,0,100,highrate
OTH,60,164,164,0,33,highrate
S3,380,960,960,0.11,100,highrate
S3,374,151,151,1,100,highrate
S3,374,182,182,1,100,highrate
OTH,66,11,11,0,69,highrate
OTH,66,38,38,0,35,highrate
S3,374,175,175,0.43,100,highrate
OTH,60,105,105,0,39,highrate
RSTO,446,693,693,0,100,highrate
S3,374,167,167,1,100,highrate
S3,374,169,169,1,100,highrate
S3,374,109,109,1,100,highrate
OTH,60,135,135,0,29,highrate
OTH,66,122,122,0,100,highrate
OTH,66,180,180,0,99,highrate
OTH,60,88,88,0,41,highrate
S3,374,160,160,1,100,highrate
S3,386,317,317,1,100,highrate
OTH,66,98,98,0,100,highrate
OTH,60,142,142,0,33,highrate
OTH,66,40,40,0,92,highrate
S3,374,96,96,1,98,highrate
S3,377,1010,850,0.7,100,highrate
RSTO,446,564,564,0,100,highrate
RSTO,446,688,688,0,100,highrate
S3,374,139,139,1,100,highrate
OTH,66,37,37,0,31,highrate
OTH,60,110,110,0,33,highrate
S3,380,871,871,0.02,100,highrate
OTH,66,23,23,0,23,highrate
S3,377,915,755,0.67,100,highrate
OTH,60,143,143,0,31,highrate
S3,377,464,304,0.34,100,highrate
S1,242,177,177,1,100,highrate
OTH,60,180,180,0,33,highrate
S3,374,114,114,1,100,highrate
OTH,60,143,143,0,31,highrate
OTH,66,133,78,0,37,highrate
OTH,60,67,67,0,27,highrate
S3,380,959,959,0.11,100,highrate
RSTO,446,448,448,0,100,highrate
S3,377,597,437,0.49,100,highrate
S3,374,13,13,1,13,highrate
S1,248,177,177,1,100,highrate
S3,386,136,136,1,100,highrate
OTH,60,133,133,0,33,highrate
S1,242,174,174,1,100,highrate
S3,374,123,123,1,100,highrate
S3,377,728,568,0.58,100,highrate
S3,377,563,403,0.46,100,highrate
S3,386,143,143,1,100,highrate
S3,374,149,149,1,100,highrate
S3,374,132,132,1,100,highrate
S3,374,228,228,1,100,highrate
S3,374,152,152,1,100,highrate
RSTO,446,652,652,0,100,highrate
S3,377,933,773,0.67,100,highrate
OTH,66,5,5,0,5,highrate
S3,374,83,83,1,83,highrate
OTH,60,180,180,0,33,highrate
OTH,66,319,319,0,100,highrate
OTH,60,141,141,0,23,highrate
S3,374,145,145,1,100,highrate
S3,374,100,100,1,100,highrate
RSTO,446,627,627,0,100,highrate
S3,377,646,486,0.53,100,highrate
OTH,60,174,174,0,33,highrate
S3,374,146,146,0.8,100,highrate
S3,374,157,157,1,100,highrate
S3,377,388,228,0.22,90,highrate
S3,374,79,79,1,79,highrate
S3,374,134,134,1,100,highrate
S3,380,895,895,0.05,100,highrate
S3,374,147,147,1,100,highrate
S3,374,158,158,0.37,100,highrate
S3,374,181,181,1,100,highrate
S3,386,335,335,1,100,highrate
S3,377,476,316,0.36,100,highrate
S3,374,134,134,1,100,highrate
S3,374,156,156,1,100,highrate
S3,377,901,741,0.66,100,highrate
S3,374,94,94,1,94,highrate
S3,374,171,171,1,100,highrate
S3,374,55,55,1,98,highrate
OTH,60,177,177,0,33,highrate
S3,380,773,773,0.25,100,highrate
OTH,66,29,29,0,29,highrate
S3,374,154,154,1,100,highrate
OTH,60,116,116,0,33,highrate
OTH,60,59,59,0,25,highrate
S3,374,145,145,0.77,100,highrate
OTH,66,203,203,0,98,highrate
OTH,60,163,163,0,33,highrate
S3,374,176,176,1,100,highrate
S3,377,903,743,0.66,100,highrate
OTH,60,177,177,0,33,highrate
OTH,60,105,105,0,34,highrate
S3,374,164,164,1,100,highrate
OTH,60,170,170,0,33,highrate
OTH,60,81,81,0,42,highrate
OTH,60,136,174,0,33,highrate
S3,374,137,137,1,100,highrate
S3,377,918,758,0.67,100,highrate
OTH,60,142,142,0,33,highrate
S3,380,146,146,1,100,highrate
S3,374,151,151,1,100,highrate
OTH,66,36,36,0,88,highrate
S3,374,162,162,1,100,highrate
S3,374,152,152,1,100,highrate
RSTO,446,340,340,0,100,highrate
S1,242,454,454,1,100,highrate
S3,374,306,306,1,100,highrate
S3,380,992,992,0.14,100,highrate
S3,374,15,15,1,98,highrate
S3,374,154,154,1,100,highrate
S3,377,406,246,0.25,100,highrate
S1,242,447,447,1,100,highrate
OTH,60,177,177,0,33,highrate
S3,380,141,141,1,100,highrate
OTH,66,31,31,0,31,highrate
OTH,60,47,47,0,33,highrate
S3,374,20,20,1,20,highrate
S3,374,43,43,1,98,highrate
OTH,66,199,199,0,98,highrate
S3,374,166,166,1,100,highrate
S3,377,566,406,0.46,100,highrate
S3,374,148,148,1,100,highrate
RSTO,446,371,371,0,100,highrate
RSTO,446,676,676,0,100,highrate
S3,374,165,165,1,100,highrate
OTH,66,21,21,0,21,highrate
S3,392,778,778,0.25,100,highrate
OTH,66,204,204,0,98,highrate
S3,374,140,140,1,100,highrate
RSTO,446,787,787,0,100,highrate
S3,374,174,174,1,100,highrate
S3,374,112,112,0.11,75,highrate
OTH,66,227,227,0,98,highrate
OTH,60,166,166,0,33,highrate
S3,377,926,766,0.67,100,highrate
S3,374,222,222,1,100,highrate
S3,374,395,395,1,100,highrate
S3,374,141,141,1,100,highrate
OTH,60,141,141,0,29,highrate
S3,377,514,354,0.41,100,highrate
OTH,60,102,102,0,33,highrate
RSTO,446,598,598,0,100,highrate
S3,377,777,617,0.61,99,highrate
S3,374,52,52,1,52,highrate
S3,374,133,133,0.93,100,highrate
RSTO,446,649,649,0,100,highrate
S3,377,486,326,0.37,100,highrate
S3,374,34,34,1,98,highrate
OTH,66,77,77,0,58,highrate
RSTO,446,589,589,0,100,highrate
S3,374,149,149,1,100,highrate
S3,374,139,139,1,100,highrate
RSTO,446,484,484,0,100,highrate
S3,374,150,150,1,100,highrate
RSTO,446,695,695,0,100,highrate
OTH,60,136,174,0,33,highrate
OTH,60,125,125,0,33,highrate
S3,374,3,3,1,3,highrate
S3,377,363,203,0.16,73,highrate
RSTO,446,522,522,0,100,highrate
RSTO,446,501,501,0,100,highrate
S3,377,431,271,0.29,100,highrate
RSTO,446,359,359,0,100,highrate
S3,374,103,103,0.03,71,highrate
S3,374,155,155,0.35,100,highrate
OTH,60,136,174,0,33,highrate
S3,374,128,128,1,100,highrate
S3,377,441,281,0.31,100,highrate
S3,374,106,106,1,100,highrate
OTH,60,94,94,0,42,highrate
S3,374,137,137,1,100,highrate
OTH,60,176,176,0,33,highrate
OTH,60,177,177,0,33,highrate
OTH,66,145,145,0,100,highrate
S3,374,120,120,1,100,highrate
S3,392,764,764,0.24,100,highrate
S3,374,118,118,1,100,highrate
S3,377,820,660,0.63,99,highrate
S3,377,540,380,0.44,100,highrate
OTH,66,279,279,0,99,highrate
S3,374,167,167,1,100,highrate
S3,374,298,298,1,100,highrate
S3,380,898,898,0.05,100,highrate
S3,374,65,65,1,65,highrate
S3,374,75,75,1,75,highrate
OTH,66,16,16,0,16,highrate
S3,374,147,147,1,100,highrate
OTH,60,115,115,0,33,highrate
S3,377,874,714,0.65,100,highrate
S3,374,147,147,1,100,highrate
S3,374,97,97,1,100,highrate
S3,374,70,70,1,70,highrate
OTH,60,136,174,0,33,highrate
S3,377,323,163,0.06,45,highrate
RSTO,446,740,740,0,100,highrate
S3,374,149,149,1,100,highrate
S3,377,1020,860,0.7,100,highrate
S3,374,133,133,1,100,highrate
S3,374,151,151,1,100,highrate
S3,374,15,15,1,15,highrate
S3,377,1006,846,0.7,100,highrate
S3,377,715,555,0.57,100,highrate
S3,377,772,612,0.61,99,highrate
S3,374,147,147,1,100,highrate
OTH,66,94,94,0,65,highrate
S3,374,153,153,1,100,highrate
OTH,60,4,4,0,4,highrate
S1,242,449,449,1,100,highrate
OTH,60,9,9,0,9,highrate
S3,374,159,159,1,100,highrate
RSTO,446,413,413,0,100,highrate
S3,377,673,513,0.55,100,highrate
OTH,60,107,107,0,33,highrate
OTH,66,73,73,0,94,highrate
OTH,60,130,130,0,32,highrate
S3,377,749,589,0.59,100,highrate
OTH,60,110,110,0,33,highrate
S3,380,165,165,1,100,highrate
OTH,66,37,37,0,89,highrate
S3,374,64,64,1,64,highrate
OTH,60,84,122,0,27,highrate
OTH,60,119,119,0,31,highrate
S3,377,657,497,0.54,100,highrate
S3,374,145,145,0.31,97,highrate
S3,377,800,640,0.62,99,highrate
S3,374,142,142,0.94,100,highrate
S3,377,736,576,0.59,100,highrate
S3,377,333,173,0.09,53,highrate
OTH,60,158,158,0,33,highrate
S3,374,141,141,1,100,highrate
S3,374,145,145,1,100,highrate
S3,374,138,138,1,100,highrate
S3,374,302,302,1,100,highrate
RSTO,446,759,759,0,100,highrate
S3,374,110,110,1,100,highrate
OTH,60,179,179,0,33,highrate
S1,242,452,452,1,100,highrate
S3,377,697,537,0.56,100,highrate
OTH,60,177,177,0,33,highrate
OTH,60,87,87,0,42,highrate
S3,377,812,652,0.63,99,highrate
S3,374,134,134,0.25,93,highrate
S3,386,142,142,1,100,highrate
OTH,60,129,129,0,32,highrate
RSTO,446,844,844,0,100,highrate
S3,377,420,260,0.28,100,highrate
S3,374,130,130,1,100,highrate
S3,377,574,414,0.47,100,highrate
S3,377,449,289,0.32,100,highrate
RSTO,446,396,396,0,100,highrate
S3,374,156,156,1,100,highrate
S3,377,975,815,0.69,100,highrate
S3,377,386,226,0.21,88,highrate
S3,374,44,44,1,44,highrate
OTH,60,69,107,0,28,highrate
OTH,66,85,85,0,96,highrate
OTH,60,179,179,0,33,highrate
OTH,66,56,56,0,94,highrate
S3,377,623,463,0.51,100,highrate
S3,374,197,197,1,100,highrate
OTH,60,179,179,0,33,highrate
RSTO,446,329,329,0,100,highrate
S3,374,248,248,1,100,highrate
OTH,60,142,142,0,33,highrate
OTH,66,19,19,0,19,highrate
OTH,60,80,118,0,24,highrate
OTH,60,177,177,0,33,highrate
OTH,60,22,22,0,22,highrate
OTH,60,105,105,0,34,highrate
OTH,60,178,178,0,33,highrate
S3,377,722,562,0.58,100,highrate
S3,374,145,145,1,100,highrate
S3,374,38,38,1,38,highrate
OTH,60,179,179,0,33,highrate
S3,374,72,72,1,72,highrate
S3,374,145,145,1,100,highrate
OTH,60,180,180,0,33,highrate
S3,374,144,144,1,100,highrate
S3,374,81,81,1,81,highrate
S3,377,520,360,0.42,100,highrate
S3,374,95,95,1,100,highrate
OTH,60,140,140,0,31,highrate
RSTO,446,404,404,0,100,highrate
RSTO,446,846,846,0,100,highrate
S3,377,676,516,0.55,100,highrate
S3,374,150,150,1,100,highrate
S3,377,961,801,0.68,100,highrate
S3,380,141,141,1,100,highrate
S3,374,10,10,1,98,highrate
OTH,66,309,309,0,100,highrate
S3,374,39,39,1,98,highrate
RSTO,446,332,332,0,100,highrate
OTH,60,179,179,0,33,highrate
S3,374,138,138,1,100,highrate
OTH,60,136,174,0,33,highrate
S3,374,155,155,1,100,highrate
S3,374,196,196,1,100,highrate
S3,377,572,412,0.47,100,highrate
OTH,60,107,107,0,34,highrate
RSTO,446,346,346,0,100,highrate
S3,374,135,135,1,100,highrate
S3,374,72,72,1,98,highrate
S1,248,215,215,1,100,highrate
S3,374,131,131,1,100,highrate
S3,374,138,138,1,100,highrate
S3,374,104,104,0.04,71,highrate
S3,374,146,146,1,100,highrate
OTH,60,177,177,0,33,highrate
S3,374,396,396,1,100,highrate
S3,374,135,135,1,100,highrate
RSTO,446,502,502,0,100,highrate
OTH,60,31,31,0,28,highrate
S3,374,97,97,1,100,highrate
OTH,60,28,28,0,28,highrate
S3,377,966,806,0.69,100,highrate
S3,374,120,120,1,100,highrate
OTH,66,224,224,0,98,highrate
S3,374,31,31,1,31,highrate
S3,374,374,374,1,100,highrate
S3,374,154,154,1,100,highrate
OTH,66,254,254,0,98,highrate
RSTO,446,367,367,0,100,highrate
OTH,60,177,177,0,33,highrate
S3,380,930,930,0.08,100,highrate
RSTO,446,639,639,0,100,highrate
OTH,60,128,166,0,33,highrate
S3,374,150,150,1,100,highrate
S3,377,316,156,0.04,41,highrate
RSTO,446,431,431,0,100,highrate
S3,374,92,92,1,92,highrate
OTH,60,179,179,0,33,highrate
OTH,60,176,176,0,33,highrate
S1,248,186,186,1,100,highrate
OTH,60,147,147,0,31,highrate
OTH,60,56,94,0,41,highrate
S3,374,164,164,1,100,highrate
S3,374,140,140,1,100,highrate
OTH,60,63,101,0,30,highrate
OTH,60,4,4,0,4,highrate
OTH,60,179,179,0,33,highrate
OTH,60,138,138,0,33,highrate
RSTO,446,847,847,0,100,highrate
S3,374,253,253,1,100,highrate
S3,377,947,787,0.68,100,highrate
S3,374,184,184,0.46,100,highrate
S3,374,113,113,1,100,highrate
OTH,66,84,84,0,96,highrate
OTH,66,16,16,0,72,highrate
OTH,60,90,90,0,41,highrate
OTH,66,87,87,0,59,highrate
S1,248,181,181,1,100,highrate
S3,374,163,163,1,100,highrate
S1,242,159,159,1,100,highrate
OTH,60,0,0,0,0,highrate
S3,377,1030,871,0.71,100,highrate
OTH,60,113,113,0,34,highrate
S3,377,553,393,0.45,100,highrate
OTH,66,10,10,0,10,highrate
S1,248,160,160,1,100,highrate
RSTO,446,482,482,0,100,highrate
S3,392,774,774,0.25,100,highrate
S3,374,145,145,1,100,highrate
S3,374,64,64,1,64,highrate
OTH,60,135,135,0,32,highrate
OTH,60,108,108,0,34,highrate
S1,248,206,206,1,100,highrate
OTH,60,142,142,0,31,highrate
RSTO,446,432,432,0,100,highrate
S3,374,119,119,1,100,highrate
S3,374,102,102,1,100,highrate
S3,374,133,133,1,100,highrate
S3,377,640,480,0.53,100,highrate
OTH,60,177,177,0,33,highrate
S3,374,153,153,1,100,highrate
RSTO,446,438,438,0,100,highrate
S3,374,149,149,1,100,highrate
OTH,60,125,125,0,33,highrate
S3,374,12,12,1,98,highrate
OTH,60,125,125,0,33,highrate
OTH,66,296,296,0,100,highrate
S3,374,153,153,0.35,100,highrate
S3,374,14,14,1,14,highrate
S3,374,117,117,1,100,highrate
S3,374,442,442,1,100,highrate
OTH,60,177,177,0,33,highrate
OTH,60,139,139,0,17,highrate
S3,380,144,144,1,100,highrate
S3,374,271,271,1,100,highrate
S3,392,775,775,0.25,100,highrate
OTH,66,166,166,0,100,highrate
S3,377,335,175,0.09,54,highrate
S3,374,121,121,1,100,highrate
OTH,66,260,260,0,98,highrate
OTH,60,163,163,0,33,highrate
S3,377,865,705,0.65,100,highrate
OTH,66,155,155,0,100,highrate
S3,374,113,113,1,100,highrate
OTH,60,109,109,0,34,highrate
S3,374,61,61,1,61,highrate
S3,377,844,684,0.64,99,highrate
OTH,60,119,119,0,34,highrate
S3,374,156,156,1,100,highrate
OTH,66,14,14,0,71,highrate
OTH,60,117,117,0,33,highrate
OTH,60,36,36,0,33,highrate
S3,374,132,132,1,100,highrate
OTH,60,114,114,0,32,highrate
OTH,60,143,143,0,33,highrate
OTH,60,138,138,0,33,highrate
OTH,60,174,174,0,33,highrate
OTH,60,163,163,0,33,highrate
S3,374,142,142,1,100,highrate
S3,374,159,159,1,100,highrate
S3,377,840,680,0.64,99,highrate
RSTO,446,354,354,0,100,highrate
S3,377,632,472,0.52,100,highrate
OTH,60,109,109,0,33,highrate
OTH,66,258,258,0,98,highrate
OTH,60,180,180,0,33,highrate
S3,374,147,147,1,100,highrate
S3,380,919,919,0.07,100,highrate
S3,377,787,627,0.61,99,highrate
OTH,66,40,40,0,33,highrate
S3,380,144,144,1,100,highrate
S3,374,279,279,1,100,highrate
