% isAttack normal:	2667
% isAttack highrate:	1705
% isAttack lowrate:	2000
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:highrate, udpFlood:highrate, httpFlood:highrate, slowBody:lowrate, slowHeaders:lowrate, slowRead:lowrate-weka.filters.unsupervised.attribute.Remove-V-R3-4,8-10,18,27-weka.filters.unsupervised.attribute.Remove'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute serror_rate numeric
@attribute dst_host_srv_count numeric
@attribute isAttack {normal,highrate,lowrate}

@data
OTH,60,768,768,0,45,lowrate
OTH,66,386,386,0,89,lowrate
S1,370,310,310,0.88,100,lowrate
OTH,60,707,707,0,49,lowrate
OTH,60,932,932,0,31,lowrate
S1,296,390,390,1,100,lowrate
S1,74,272,271,0.98,100,lowrate
OTH,118,205,205,0,50,lowrate
OTH,60,14,14,0,68,lowrate
S1,296,159,159,1,100,lowrate
OTH,88,182,182,0,50,lowrate
S1,296,599,599,1,100,lowrate
OTH,66,515,515,0,100,lowrate
OTH,122,51,51,0,63,lowrate
S1,296,535,535,1,100,lowrate
RSTO,2576,18,18,0,59,lowrate
S1,74,882,881,0.99,100,lowrate
S1,665,36,35,0.89,93,lowrate
OTH,97,250,250,0,50,lowrate
S1,370,286,286,0.87,100,lowrate
S1,148,174,173,0.99,100,lowrate
OTH,105,232,232,0,50,lowrate
S1,370,673,673,0.87,100,lowrate
OTH,215,608,608,0,85,lowrate
OTH,66,432,432,0,88,lowrate
OTH,60,784,784,0,33,lowrate
RSTO,2091,229,229,0,100,lowrate
RSTO,984,58,58,0,59,lowrate
OTH,103,73,73,0,50,lowrate
OTH,60,860,860,0,48,lowrate
S1,296,144,144,1,100,lowrate
RSTO,3094,891,891,0.29,100,lowrate
OTH,104,238,238,0,50,lowrate
RSTO,874,349,349,0.36,100,lowrate
S1,296,302,302,1,100,lowrate
S1,296,576,576,0.52,100,lowrate
RSTO,885,83,82,0,93,lowrate
OTH,60,607,607,0,36,lowrate
OTH,60,917,917,0,45,lowrate
RSTO,3430,387,387,0,100,lowrate
S1,296,454,454,1,100,lowrate
OTH,60,880,880,0,33,lowrate
OTH,60,739,739,0,54,lowrate
S1,956,748,747,1,100,lowrate
S1,222,729,728,1,99,lowrate
OTH,95,124,124,0,50,lowrate
OTH,60,971,971,0,45,lowrate
OTH,60,681,681,0,64,lowrate
RSTO,2266,574,574,0,100,lowrate
S1,370,223,223,0.09,100,lowrate
S1,370,248,247,1,100,lowrate
OTH,60,4,4,0,60,lowrate
RSTO,891,27,27,0,61,lowrate
OTH,60,630,630,0,70,lowrate
S1,370,239,239,1,100,lowrate
S1,296,619,619,1,100,lowrate
OTH,108,109,109,0,50,lowrate
S1,296,434,434,1,100,lowrate
OTH,170,81,81,0,89,lowrate
S1,296,415,415,1,100,lowrate
OTH,66,543,543,0,84,lowrate
S1,296,475,475,1,100,lowrate
S1,370,641,640,0.6,100,lowrate
S1,370,117,117,0.99,100,lowrate
S1,370,585,584,0.57,99,lowrate
S1,296,665,665,1,100,lowrate
OTH,110,128,128,0,50,lowrate
S1,370,263,263,1,100,lowrate
S1,370,220,220,1,100,lowrate
OTH,66,388,388,0,84,lowrate
OTH,96,139,139,0,50,lowrate
OTH,60,725,725,0,47,lowrate
OTH,189,5,5,0,13,lowrate
S1,296,558,558,1,100,lowrate
S1,370,443,443,0.44,100,lowrate
S1,148,414,413,0.99,100,lowrate
S1,296,313,313,1,100,lowrate
OTH,66,433,433,0,100,lowrate
S1,296,554,554,1,100,lowrate
OTH,114,118,118,0,50,lowrate
S1,370,109,109,0.98,100,lowrate
S1,370,273,273,1,100,lowrate
S1,370,146,146,0.99,100,lowrate
S1,296,473,473,1,100,lowrate
S1,74,342,341,0.99,100,lowrate
S1,370,246,246,0.09,100,lowrate
RSTO,2994,200,200,0,99,lowrate
OTH,60,809,809,0,51,lowrate
OTH,85,250,250,0,50,lowrate
S1,370,277,277,0.17,100,lowrate
S1,370,383,383,1,100,lowrate
S1,296,265,265,1,100,lowrate
OTH,66,336,336,0,75,lowrate
OTH,463,3,3,0,9,lowrate
S1,148,381,380,0.98,100,lowrate
OTH,84,225,225,0,50,lowrate
OTH,54,16,16,0,16,lowrate
RSTO,1100,132,132,0,100,lowrate
OTH,87,130,130,0,50,lowrate
S1,148,109,108,0.95,100,lowrate
OTH,60,740,740,0,50,lowrate
S1,370,994,993,1,100,lowrate
S1,773,725,724,1,100,lowrate
S1,148,78,77,0.99,93,lowrate
OTH,60,706,706,0,49,lowrate
S1,296,363,363,1,100,lowrate
S1,148,280,279,0.99,98,lowrate
S1,296,340,340,1,100,lowrate
OTH,66,495,495,0,86,lowrate
S1,296,637,636,1,100,lowrate
S1,370,211,210,0.05,100,lowrate
S1,370,117,117,0.98,100,lowrate
S1,370,805,804,1,100,lowrate
S1,74,490,490,1,99,lowrate
S1,370,15,15,0.93,100,lowrate
OTH,60,678,678,0,64,lowrate
S1,370,380,380,0.9,100,lowrate
S1,370,806,806,0.21,100,lowrate
OTH,60,818,818,0,24,lowrate
RSTO,1100,27,27,0,62,lowrate
S1,222,38,38,0.5,78,lowrate
OTH,60,7,7,0,66,lowrate
S1,370,185,185,0.58,100,lowrate
S1,370,174,174,0.99,100,lowrate
OTH,166,244,244,0,100,lowrate
RSTO,958,140,139,0,100,lowrate
S1,296,432,432,1,100,lowrate
S1,370,483,483,0.49,100,lowrate
RSTO,993,390,390,0.39,100,lowrate
S1,370,719,719,0.61,100,lowrate
OTH,102,179,179,0,50,lowrate
OTH,66,477,477,0,81,lowrate
OTH,101,221,221,0,52,lowrate
S1,370,50,50,0.94,100,lowrate
OTH,60,749,749,0,23,lowrate
S1,296,465,465,1,100,lowrate
OTH,60,888,888,0,48,lowrate
OTH,60,1096,1096,0,50,lowrate
RSTO,1644,300,300,0,100,lowrate
S1,222,90,90,0.77,98,lowrate
S1,370,8,8,0.88,100,lowrate
S1,296,224,224,1,100,lowrate
OTH,104,61,61,0,51,lowrate
RSTO,1027,178,178,0,100,lowrate
RSTO,1388,203,203,0,100,lowrate
S1,370,255,255,0.1,100,lowrate
S1,370,656,655,1,100,lowrate
OTH,66,484,484,0,86,lowrate
OTH,66,559,559,0,71,lowrate
S1,148,222,221,0.98,100,lowrate
RSTO,1096,168,168,0.58,100,lowrate
OTH,60,827,827,0,50,lowrate
S1,370,505,504,1,100,lowrate
S1,296,61,61,1,100,lowrate
OTH,60,910,910,0,48,lowrate
OTH,99,193,193,0,50,lowrate
RSTO,975,8,8,0,12,lowrate
OTH,66,416,416,0,88,lowrate
OTH,110,15,15,0,18,lowrate
S1,148,139,139,1,100,lowrate
S1,370,382,382,0.9,100,lowrate
S1,548,626,625,0.99,100,lowrate
S1,296,674,674,1,100,lowrate
OTH,408,4,4,0,58,lowrate
S1,370,217,216,0.07,100,lowrate
S1,968,27,26,0.67,57,lowrate
S1,370,237,237,1,100,lowrate
S1,74,120,119,0.97,100,lowrate
OTH,60,1064,1064,0,54,lowrate
OTH,99,207,207,0,50,lowrate
OTH,60,633,633,0,47,lowrate
S1,296,654,654,1,100,lowrate
RSTO,947,51,50,0,79,lowrate
RSTO,2321,603,603,0,100,lowrate
S1,370,40,40,0.9,100,lowrate
OTH,60,690,690,0,48,lowrate
S1,370,248,248,0.1,100,lowrate
S1,74,435,435,1,100,lowrate
OTH,106,235,235,0,50,lowrate
S1,148,119,119,0.99,100,lowrate
OTH,60,4,4,0,4,lowrate
S1,370,579,578,1,100,lowrate
S1,370,36,36,0.97,100,lowrate
S1,296,47,47,1,48,lowrate
S1,296,493,493,1,100,lowrate
S1,296,31,31,1,100,lowrate
S1,621,651,650,0.99,96,lowrate
OTH,86,3,3,0,55,lowrate
OTH,60,629,629,0,76,lowrate
S1,370,18,18,0.94,100,lowrate
RSTO,1109,107,107,0,100,lowrate
OTH,60,805,805,0,40,lowrate
S1,370,550,549,1,100,lowrate
OTH,60,1066,1066,0,49,lowrate
OTH,66,391,391,0,83,lowrate
S1,370,289,289,0.87,100,lowrate
S1,370,776,776,0.19,100,lowrate
S1,370,423,423,0.98,100,lowrate
OTH,98,179,179,0,50,lowrate
S1,296,659,659,0.58,100,lowrate
OTH,112,268,268,0,50,lowrate
OTH,366,1,1,0,1,lowrate
S1,370,482,482,0.43,100,lowrate
S1,296,337,337,1,100,lowrate
OTH,60,506,506,0,84,lowrate
OTH,103,225,225,0,50,lowrate
S1,370,416,416,0.91,100,lowrate
OTH,119,139,139,0,50,lowrate
S1,148,516,515,0.99,100,lowrate
OTH,60,1038,1038,0,51,lowrate
OTH,66,854,854,0,62,lowrate
OTH,120,152,152,0,50,lowrate
S1,370,453,452,1,100,lowrate
RSTO,1021,110,110,0.87,100,lowrate
RSTO,1103,120,120,0,99,lowrate
OTH,60,1112,1112,0,56,lowrate
RSTO,1256,247,247,0,100,lowrate
OTH,60,1102,1102,0,51,lowrate
RSTO,953,119,118,0,100,lowrate
RSTO,1025,49,49,0,50,lowrate
S1,296,662,662,1,100,lowrate
OTH,66,303,303,0,55,lowrate
OTH,99,219,219,0,50,lowrate
S1,296,6,6,1,7,lowrate
OTH,116,71,71,0,50,lowrate
OTH,60,876,876,0,29,lowrate
S1,296,4,4,1,100,lowrate
S1,548,464,463,0.99,95,lowrate
OTH,60,955,955,0,45,lowrate
S1,296,1,1,1,1,lowrate
S1,370,14,14,1,100,lowrate
RSTO,3122,372,372,0,100,lowrate
S1,296,130,130,1,100,lowrate
RSTO,1034,187,187,0,100,lowrate
OTH,60,1075,1075,0,47,lowrate
OTH,60,802,802,0,50,lowrate
S1,370,170,170,0.98,100,lowrate
S1,370,427,427,0.41,100,lowrate
S1,148,48,48,0.98,100,lowrate
OTH,60,795,795,0,51,lowrate
OTH,66,512,512,0,85,lowrate
RSTO,1644,289,289,0,100,lowrate
S1,660,169,169,1,100,lowrate
S1,370,274,273,0.26,99,lowrate
S1,2834,224,223,0.96,100,lowrate
S1,370,795,795,0.21,100,lowrate
S1,296,632,632,1,100,lowrate
S1,296,105,105,1,100,lowrate
S1,148,421,420,0.99,100,lowrate
OTH,60,3,3,0,3,lowrate
S1,370,355,355,1,100,lowrate
S1,610,165,164,0.99,99,lowrate
S1,370,464,463,1,100,lowrate
S1,370,54,54,0.94,100,lowrate
OTH,525,32,32,0,68,lowrate
S1,968,42,41,0.79,64,lowrate
S1,148,283,282,0.99,100,lowrate
OTH,66,408,408,0,84,lowrate
S1,296,90,90,1,91,lowrate
S2,3777,293,293,0.88,100,lowrate
OTH,60,745,745,0,30,lowrate
S1,370,502,501,1,100,lowrate
S1,665,207,206,0.99,100,lowrate
OTH,106,118,118,0,50,lowrate
RSTO,909,163,163,0,100,lowrate
RSTO,2522,337,337,0,100,lowrate
S1,370,337,337,0.88,100,lowrate
S1,222,918,918,1,100,lowrate
S1,370,666,665,1,100,lowrate
OTH,112,132,132,0,50,lowrate
OTH,66,313,313,0,65,lowrate
S1,370,238,237,0.14,99,lowrate
OTH,66,404,404,0,100,lowrate
S1,400,58,57,0.98,92,lowrate
OTH,66,503,503,0,84,lowrate
S1,370,232,232,0.14,100,lowrate
S1,296,491,491,1,100,lowrate
RSTO,1078,198,198,0,100,lowrate
S1,3859,575,574,1,100,lowrate
S1,222,915,915,1,100,lowrate
OTH,66,360,360,0,84,lowrate
S1,74,419,418,0.98,98,lowrate
S1,3748,203,202,1,99,lowrate
OTH,129,16,16,0,16,lowrate
S1,926,334,333,0.97,100,lowrate
S1,370,684,684,0.58,100,lowrate
OTH,85,41,41,0,73,lowrate
RSTO,1179,145,145,0,100,lowrate
S1,148,137,137,0.99,100,lowrate
S1,296,94,94,1,100,lowrate
OTH,60,1135,1135,0,47,lowrate
OTH,60,1083,1083,0,49,lowrate
RSTO,1131,242,242,0,100,lowrate
OTH,109,76,76,0,50,lowrate
S1,296,492,492,0.44,100,lowrate
OTH,66,415,415,0,100,lowrate
S1,370,70,70,0.99,100,lowrate
OTH,105,180,180,0,50,lowrate
S1,296,294,294,1,100,lowrate
S1,222,644,644,1,100,lowrate
S1,296,420,420,1,100,lowrate
S1,752,185,184,0.99,100,lowrate
OTH,60,713,713,0,48,lowrate
OTH,60,737,737,0,50,lowrate
S1,370,210,210,0.99,100,lowrate
RSTO,1099,18,18,0,33,lowrate
S1,4053,402,401,1,100,lowrate
S1,370,67,67,0.94,100,lowrate
S1,370,975,974,1,100,lowrate
OTH,119,141,141,0,50,lowrate
OTH,86,77,77,0,50,lowrate
OTH,66,418,418,0,100,lowrate
OTH,110,249,249,0,50,lowrate
OTH,60,903,903,0,15,lowrate
OTH,66,491,491,0,90,lowrate
OTH,60,1108,1108,0,51,lowrate
S1,296,532,532,0.48,100,lowrate
S1,370,186,186,0.99,100,lowrate
OTH,60,517,517,0,83,lowrate
OTH,66,543,543,0,100,lowrate
S1,296,105,105,1,100,lowrate
OTH,66,418,418,0,87,lowrate
OTH,94,223,223,0,50,lowrate
RSTO,1025,2,2,0,30,lowrate
OTH,60,918,918,0,19,lowrate
S1,370,226,226,0.98,100,lowrate
S1,296,681,681,1,100,lowrate
S1,370,737,736,0.62,100,lowrate
RSTO,883,67,67,0,86,lowrate
S1,296,567,566,1,99,lowrate
RSTO,994,44,44,0,45,lowrate
RSTO,1122,11,11,0,55,lowrate
S1,370,181,181,0.98,100,lowrate
S1,74,400,399,0.99,100,lowrate
S1,370,351,351,1,100,lowrate
S1,370,297,297,0.24,100,lowrate
OTH,93,151,151,0,50,lowrate
S1,370,328,328,0.89,100,lowrate
S1,74,271,270,0.98,100,lowrate
OTH,60,712,712,0,55,lowrate
RSTO,1149,480,480,0.91,100,lowrate
OTH,105,256,256,0,50,lowrate
RSTO,2828,1,0,0,66,lowrate
OTH,60,957,957,0,46,lowrate
S1,370,95,95,0.97,100,lowrate
S1,370,343,343,0.89,100,lowrate
OTH,60,688,688,0,57,lowrate
S1,370,498,497,1,100,lowrate
OTH,66,303,303,0,58,lowrate
OTH,83,103,103,0,50,lowrate
OTH,60,621,621,0,46,lowrate
OTH,122,64,64,0,50,lowrate
S1,296,622,622,1,100,lowrate
OTH,60,1109,1109,0,50,lowrate
RSTO,1132,424,424,0.37,100,lowrate
RSTO,905,273,273,1,100,lowrate
S1,74,193,193,0.97,100,lowrate
S1,74,801,800,0.99,100,lowrate
OTH,108,262,262,0,50,lowrate
OTH,60,1075,1075,0,47,lowrate
OTH,121,138,138,0,50,lowrate
OTH,60,938,938,0,46,lowrate
OTH,60,951,951,0,48,lowrate
S1,74,536,536,1,99,lowrate
S1,296,54,54,1,55,lowrate
S1,920,157,156,0.99,100,lowrate
RSTO,958,243,243,0.86,100,lowrate
RSTO,874,145,145,0,100,lowrate
S1,74,431,430,0.99,100,lowrate
OTH,66,379,379,0,89,lowrate
OTH,60,44,44,0,56,lowrate
S1,296,113,113,1,100,lowrate
OTH,66,384,384,0,100,lowrate
S1,148,39,39,0.77,79,lowrate
OTH,66,301,301,0,61,lowrate
S1,370,603,603,0.53,100,lowrate
S1,148,197,196,0.99,100,lowrate
S1,296,616,615,1,100,lowrate
OTH,60,11,11,0,67,lowrate
RSTO,1139,190,189,0,100,lowrate
RSTO,889,125,125,0,100,lowrate
S1,148,332,331,0.99,100,lowrate
S1,370,200,200,0.61,100,lowrate
S1,296,65,65,1,66,lowrate
RSTO,1644,304,304,0,100,lowrate
S1,370,659,658,0.63,100,lowrate
S1,370,554,553,1,100,lowrate
RSTO,1100,64,64,0,85,lowrate
RSTO,3430,429,429,0,100,lowrate
RSTO,1300,330,330,0,100,lowrate
OTH,92,213,213,0,50,lowrate
S1,758,196,195,0.93,100,lowrate
S1,762,176,175,0.99,100,lowrate
OTH,80,197,197,0,50,lowrate
OTH,60,849,849,0,51,lowrate
RSTO,1100,135,135,0,99,lowrate
RSTO,909,330,329,0.38,99,lowrate
OTH,586,3,3,0,9,lowrate
S1,148,130,130,0.99,100,lowrate
OTH,60,348,348,0,79,lowrate
OTH,98,176,176,0,50,lowrate
S1,74,440,439,0.99,100,lowrate
OTH,60,984,984,0,44,lowrate
RSTO,1100,110,110,0,100,lowrate
RSTO,1089,146,146,0,100,lowrate
OTH,66,24,24,0,63,lowrate
OTH,66,298,298,0,58,lowrate
OTH,60,877,877,0,47,lowrate
OTH,66,470,470,0,81,lowrate
OTH,66,640,640,0,79,lowrate
OTH,60,500,500,0,73,lowrate
S1,370,685,684,1,100,lowrate
S1,1362,234,233,1,100,lowrate
OTH,60,661,661,0,48,lowrate
S1,622,153,153,1,100,lowrate
S1,370,320,319,1,100,lowrate
S1,370,563,563,0.55,100,lowrate
OTH,87,79,79,0,50,lowrate
S1,296,471,470,1,100,lowrate
S1,296,196,196,1,100,lowrate
OTH,66,461,461,0,88,lowrate
S1,370,241,240,1,100,lowrate
S1,222,766,766,1,100,lowrate
OTH,66,333,333,0,73,lowrate
S1,296,273,273,1,100,lowrate
OTH,66,407,407,0,84,lowrate
RSTO,1104,32,32,0,33,lowrate
S1,370,510,509,0.5,99,lowrate
OTH,104,14,14,0,28,lowrate
S1,370,264,263,0.23,100,lowrate
S1,148,480,480,1,100,lowrate
OTH,88,272,272,0,50,lowrate
OTH,81,39,39,0,60,lowrate
S1,370,61,61,0.95,100,lowrate
S1,370,520,519,0.53,99,lowrate
S1,296,51,51,1,100,lowrate
OTH,66,582,582,0,93,lowrate
S1,628,145,144,0.99,99,lowrate
OTH,60,628,628,0,79,lowrate
S1,370,697,696,0.65,100,lowrate
OTH,104,191,191,0,50,lowrate
OTH,54,10,10,0,29,lowrate
S1,370,340,340,1,100,lowrate
OTH,96,138,138,0,50,lowrate
S1,370,222,222,0.1,100,lowrate
S1,296,261,261,1,100,lowrate
S1,370,275,275,1,100,lowrate
S1,296,416,416,1,100,lowrate
S2,4736,621,621,0.87,100,lowrate
S1,74,521,521,1,99,lowrate
S1,296,680,680,1,100,lowrate
S1,296,749,749,1,100,lowrate
S1,148,80,79,0.94,98,lowrate
S1,148,399,398,0.98,100,lowrate
OTH,60,808,808,0,35,lowrate
OTH,104,276,276,0,50,lowrate
S1,296,660,660,1,100,lowrate
OTH,132,150,150,0,50,lowrate
S1,370,196,196,0.99,100,lowrate
OTH,60,851,851,0,59,lowrate
OTH,60,675,675,0,67,lowrate
S1,296,149,149,1,100,lowrate
OTH,96,248,248,0,50,lowrate
S1,370,462,461,0.47,99,lowrate
OTH,633,19,19,0,60,lowrate
S1,296,194,194,1,100,lowrate
S1,622,195,195,1,100,lowrate
OTH,60,999,999,0,45,lowrate
OTH,95,161,161,0,50,lowrate
OTH,60,1036,1036,0,50,lowrate
S1,222,736,735,1,99,lowrate
OTH,60,466,466,0,88,lowrate
OTH,66,446,446,0,100,lowrate
S1,781,50,49,0.74,71,lowrate
OTH,60,354,354,0,82,lowrate
RSTO,1127,160,160,0,100,lowrate
OTH,66,539,539,0,91,lowrate
S1,296,400,400,0.32,100,lowrate
S1,296,443,443,1,100,lowrate
OTH,60,731,731,0,51,lowrate
S1,370,504,503,0.5,99,lowrate
S1,370,696,696,0.88,100,lowrate
S1,296,80,80,1,81,lowrate
OTH,150,198,198,0,100,lowrate
S1,148,169,168,0.99,100,lowrate
OTH,95,122,122,0,50,lowrate
OTH,101,89,89,0,50,lowrate
OTH,60,693,693,0,47,lowrate
S1,370,214,214,0.07,100,lowrate
RSTO,1131,386,386,0,100,lowrate
OTH,66,518,518,0,100,lowrate
OTH,60,976,976,0,44,lowrate
S1,370,396,395,1,100,lowrate
OTH,60,670,670,0,49,lowrate
RSTO,808,124,123,0,99,lowrate
OTH,66,613,613,0,92,lowrate
OTH,525,14,14,0,32,lowrate
RSTO,1034,191,191,0,100,lowrate
S1,370,245,245,1,100,lowrate
OTH,60,841,841,0,48,lowrate
RSTO,947,61,60,0,83,lowrate
OTH,105,263,263,0,50,lowrate
OTH,60,902,902,0,29,lowrate
OTH,94,169,169,0,50,lowrate
RSTO,1040,96,96,0,97,lowrate
RSTO,5345,11,11,0,65,lowrate
S1,74,190,189,0.98,100,lowrate
OTH,114,57,57,0,52,lowrate
S1,762,35,34,0.97,74,lowrate
S1,296,810,810,0.66,100,lowrate
OTH,60,869,869,0,38,lowrate
S1,296,663,662,1,100,lowrate
S1,296,407,407,1,100,lowrate
OTH,60,863,863,0,49,lowrate
OTH,105,274,274,0,50,lowrate
RSTO,1308,508,508,0,100,lowrate
S1,370,445,444,0.45,100,lowrate
OTH,78,76,76,0,50,lowrate
S1,148,362,362,1,100,lowrate
OTH,89,172,172,0,50,lowrate
S1,370,575,574,0.57,100,lowrate
RSTO,1119,156,156,0.62,100,lowrate
OTH,60,644,644,0,81,lowrate
S1,296,352,352,1,100,lowrate
OTH,66,408,408,0,84,lowrate
S1,148,63,62,0.92,98,lowrate
RSTO,1176,409,409,0.38,100,lowrate
S1,370,137,137,0.99,100,lowrate
OTH,66,518,518,0,94,lowrate
S1,148,258,257,0.98,98,lowrate
S1,222,98,98,0.79,100,lowrate
S1,296,282,282,1,100,lowrate
OTH,118,14,14,0,17,lowrate
OTH,60,1011,1011,0,50,lowrate
S1,370,181,181,0.98,100,lowrate
S1,370,274,274,0.26,100,lowrate
S1,296,484,483,0.98,100,lowrate
RSTO,1131,518,518,0.85,100,lowrate
OTH,60,949,949,0,31,lowrate
OTH,81,100,100,0,50,lowrate
S1,296,166,166,1,100,lowrate
S1,370,594,593,0.57,100,lowrate
RSTO,1139,2,2,0,27,lowrate
S1,222,455,455,1,100,lowrate
S1,370,156,156,0.99,100,lowrate
OTH,60,1108,1108,0,56,lowrate
S1,370,969,968,1,100,lowrate
RSTO,2356,501,501,0.44,98,lowrate
OTH,60,756,756,0,44,lowrate
OTH,60,932,932,0,50,lowrate
OTH,75,217,217,0,50,lowrate
RSTO,1034,411,411,0,100,lowrate
OTH,114,178,178,0,50,lowrate
OTH,66,592,592,0,89,lowrate
S1,148,296,295,0.98,100,lowrate
S1,296,259,259,1,100,lowrate
RSTO,2321,598,598,0,100,lowrate
OTH,120,240,240,0,50,lowrate
S1,370,336,336,0.89,100,lowrate
S1,370,747,746,0.62,100,lowrate
S1,296,653,653,1,100,lowrate
S1,296,589,589,1,100,lowrate
RSTO,1078,214,214,0,100,lowrate
S1,296,483,483,1,100,lowrate
OTH,60,637,637,0,76,lowrate
S1,722,24,23,0.96,65,lowrate
S1,296,744,744,1,100,lowrate
S1,370,233,233,1,100,lowrate
S1,296,201,201,1,100,lowrate
S1,370,250,250,0.19,100,lowrate
OTH,66,380,380,0,84,lowrate
S1,370,64,64,0.98,100,lowrate
S1,296,151,151,1,100,lowrate
OTH,102,42,42,0,56,lowrate
S2,1424,438,438,1,100,lowrate
S1,148,132,131,0.96,100,lowrate
OTH,66,298,298,0,58,lowrate
S1,296,486,486,1,100,lowrate
S2,3760,576,575,0.57,100,lowrate
S1,370,497,496,0.51,99,lowrate
RSTO,919,53,53,0,78,lowrate
OTH,88,130,130,0,50,lowrate
OTH,525,8,8,0,56,lowrate
S1,74,424,423,0.98,98,lowrate
S1,370,304,304,0.33,100,lowrate
S1,296,159,159,1,100,lowrate
OTH,66,356,356,0,83,lowrate
OTH,628,15,15,0,64,lowrate
RSTO,1157,124,124,0,100,lowrate
S1,74,68,68,0.96,89,lowrate
OTH,81,87,87,0,50,lowrate
S1,930,78,77,0.99,87,lowrate
OTH,60,770,770,0,23,lowrate
OTH,60,78,78,0,51,lowrate
OTH,60,421,421,0,85,lowrate
OTH,102,38,38,0,46,lowrate
S1,370,709,709,0.88,100,lowrate
S1,628,64,63,0.98,82,lowrate
OTH,60,996,996,0,51,lowrate
OTH,60,887,887,0,19,lowrate
S1,400,695,694,1,99,lowrate
OTH,66,467,467,0,88,lowrate
S1,148,211,210,1,100,lowrate
S1,370,548,548,0.48,100,lowrate
RSTO,1039,40,40,0,68,lowrate
OTH,74,65,65,0,50,lowrate
OTH,108,278,278,0,50,lowrate
OTH,111,82,82,0,50,lowrate
OTH,107,179,179,0,50,lowrate
S1,296,72,72,1,73,lowrate
S1,296,554,554,0.51,100,lowrate
S1,370,532,531,0.54,99,lowrate
RSTO,909,221,221,0,100,lowrate
S1,653,183,183,1,100,lowrate
OTH,60,789,789,0,33,lowrate
S1,370,126,126,0.98,100,lowrate
OTH,126,105,105,0,50,lowrate
OTH,103,241,241,0,50,lowrate
S1,296,987,987,0.72,100,lowrate
S1,296,304,304,1,100,lowrate
OTH,112,271,271,0,50,lowrate
OTH,66,335,335,0,69,lowrate
RSTO,1151,142,142,0,100,lowrate
OTH,80,111,111,0,50,lowrate
S1,222,850,850,1,100,lowrate
S1,370,140,140,1,100,lowrate
S1,296,421,421,0.35,100,lowrate
OTH,60,21,21,0,21,lowrate
OTH,112,212,212,0,50,lowrate
S1,222,526,525,1,100,lowrate
OTH,66,287,287,0,53,lowrate
OTH,66,284,284,0,51,lowrate
OTH,125,7,7,0,60,lowrate
OTH,60,873,873,0,51,lowrate
RSTO,1066,450,450,0.42,100,lowrate
OTH,66,532,532,0,87,lowrate
S1,370,158,158,0.99,100,lowrate
S1,370,295,295,1,100,lowrate
S1,370,58,58,1,100,lowrate
OTH,66,314,314,0,66,lowrate
OTH,151,126,126,0,100,lowrate
S1,296,188,188,1,100,lowrate
S1,74,419,418,0.99,100,lowrate
S1,370,592,591,0.58,100,lowrate
S1,370,718,718,0.12,100,lowrate
S1,370,607,607,0.58,100,lowrate
RSTO,847,78,77,0,92,lowrate
S1,148,25,25,0.64,73,lowrate
S1,728,58,57,0.98,78,lowrate
OTH,87,126,126,0,50,lowrate
S1,370,114,114,0.98,100,lowrate
OTH,60,990,990,0,46,lowrate
S1,296,531,531,1,100,lowrate
S1,222,488,488,1,100,lowrate
OTH,108,81,81,0,50,lowrate
OTH,66,521,521,0,94,lowrate
OTH,94,132,132,0,50,lowrate
S1,370,344,344,0.4,100,lowrate
S1,296,118,118,1,100,lowrate
OTH,60,822,822,0,46,lowrate
RSTO,1178,151,151,0,100,lowrate
S1,148,184,183,0.99,100,lowrate
S1,370,602,601,1,100,lowrate
S1,370,511,511,0.5,100,lowrate
S1,222,541,540,1,100,lowrate
OTH,66,532,532,0,70,lowrate
S1,148,370,369,0.98,100,lowrate
OTH,60,959,959,0,48,lowrate
S1,296,381,381,1,100,lowrate
S1,296,657,657,1,100,lowrate
S1,370,231,230,1,100,lowrate
RSTO,3430,406,406,0,100,lowrate
SF,1062,12,12,0,65,lowrate
S1,665,119,119,0.99,100,lowrate
S1,370,316,316,0.88,99,lowrate
S1,296,203,203,1,100,lowrate
OTH,612,11,11,0,56,lowrate
S1,370,259,259,0.86,100,lowrate
OTH,60,953,953,0,45,lowrate
S1,148,321,320,0.99,100,lowrate
S1,370,248,247,1,100,lowrate
OTH,167,104,104,0,100,lowrate
OTH,60,807,807,0,30,lowrate
S1,222,574,574,1,100,lowrate
OTH,60,623,623,0,77,lowrate
S1,370,268,268,0.99,100,lowrate
S1,370,511,510,0.52,99,lowrate
S1,296,603,603,1,100,lowrate
S1,296,606,606,1,100,lowrate
OTH,117,257,257,0,50,lowrate
S1,370,738,737,1,99,lowrate
S1,370,295,295,0.3,100,lowrate
OTH,66,583,583,0,90,lowrate
S1,370,91,91,0.98,100,lowrate
S1,296,613,613,1,100,lowrate
OTH,467,7,7,0,7,lowrate
S1,296,667,667,1,100,lowrate
S1,296,29,29,1,100,lowrate
S1,222,100,100,0.79,100,lowrate
RSTO,866,146,146,0,100,lowrate
S1,74,535,535,1,99,lowrate
S1,775,190,189,0.93,100,lowrate
RSTO,1078,184,184,0,99,lowrate
S1,370,234,234,1,100,lowrate
