% isAttack highrate:	1000
% isAttack lowrate:	1000
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:highrate, udpFlood:highrate, httpFlood:highrate, slowBody:lowrate, slowHeaders:lowrate, slowRead:lowrate-weka.filters.unsupervised.attribute.Remove-V-R1,3-4,8,19,21,27-weka.filters.unsupervised.attribute.Remove'

@attribute duration numeric
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute isAttack {highrate,lowrate}

@data
0,OTH,60,110,1,0.97,highrate
0,S3,380,165,1,0,highrate
0,OTH,66,37,1,0.01,highrate
0,S3,374,64,1,0,highrate
0,OTH,60,84,1,0.96,highrate
0,OTH,60,119,1,0.97,highrate
0,S3,377,657,1,0,highrate
0,S3,374,145,1,0,highrate
0,S3,377,800,1,0,highrate
0,S3,374,142,1,0,highrate
1,S3,377,736,1,0,highrate
0,S3,377,333,0.38,0,highrate
0,OTH,60,158,1,0.97,highrate
1,S3,374,141,1,0,highrate
1,S3,374,145,1,0,highrate
1,S3,374,138,1,0,highrate
0,S3,374,302,1,0,highrate
1,RSTO,446,759,1,0,highrate
0,S3,374,110,1,0,highrate
0,OTH,60,179,1,0.97,highrate
0,S1,242,452,1,0,highrate
0,S3,377,697,1,0,highrate
0,OTH,60,177,1,0.97,highrate
0,OTH,60,87,1,0.98,highrate
0,S3,377,812,1,0,highrate
0,S3,374,134,1,0,highrate
0,S3,386,142,1,0,highrate
0,OTH,60,129,1,0.97,highrate
0,RSTO,446,844,1,0,highrate
0,S3,377,420,1,0,highrate
0,S3,374,130,1,0,highrate
0,S3,377,574,1,0,highrate
1,S3,377,449,1,0,highrate
6,RSTO,446,396,1,0,highrate
0,S3,374,156,1,0,highrate
0,S3,377,975,1,0,highrate
0,S3,377,386,0.87,0,highrate
0,S3,374,44,1,0,highrate
0,OTH,60,69,1,0.52,highrate
0,OTH,66,85,1,0,highrate
0,OTH,60,179,1,0.97,highrate
0,OTH,66,56,1,0,highrate
0,S3,377,623,1,0,highrate
0,S3,374,197,1,0,highrate
0,OTH,60,179,1,0.97,highrate
6,RSTO,446,329,1,0,highrate
0,S3,374,248,1,0,highrate
0,OTH,60,142,1,0.97,highrate
0,OTH,66,19,1,0,highrate
0,OTH,60,80,1,0.96,highrate
0,OTH,60,177,1,0.97,highrate
0,OTH,60,22,1,0.96,highrate
0,OTH,60,105,1,0.97,highrate
0,OTH,60,178,1,0.97,highrate
0,S3,377,722,1,0,highrate
0,S3,374,145,1,0,highrate
0,S3,374,38,1,0,highrate
0,OTH,60,179,1,0.97,highrate
0,S3,374,72,1,0,highrate
1,S3,374,145,1,0,highrate
0,OTH,60,180,1,0.97,highrate
1,S3,374,144,1,0,highrate
0,S3,374,81,1,0,highrate
0,S3,377,520,1,0,highrate
0,S3,374,95,1,0,highrate
0,OTH,60,140,1,0.97,highrate
6,RSTO,446,404,1,0,highrate
0,RSTO,446,846,1,0,highrate
0,S3,377,676,1,0,highrate
0,S3,374,150,1,0,highrate
0,S3,377,961,1,0,highrate
0,S3,380,141,1,0,highrate
0,S3,374,10,1,0,highrate
0,OTH,66,309,1,0,highrate
0,S3,374,39,1,0,highrate
6,RSTO,446,332,1,0,highrate
0,OTH,60,179,1,0.97,highrate
0,S3,374,138,1,0,highrate
0,OTH,60,136,1,0.97,highrate
0,S3,374,155,1,0,highrate
0,S3,374,196,1,0,highrate
0,S3,377,572,1,0,highrate
0,OTH,60,107,1,0.97,highrate
6,RSTO,446,346,1,0,highrate
0,S3,374,135,1,0,highrate
0,S3,374,72,1,0,highrate
0,S1,248,215,1,0,highrate
0,S3,374,131,1,0,highrate
0,S3,374,138,1,0,highrate
0,S3,374,104,1,0,highrate
1,S3,374,146,1,0,highrate
0,OTH,60,177,1,0.97,highrate
0,S3,374,396,1,0,highrate
0,S3,374,135,1,0,highrate
4,RSTO,446,502,1,0,highrate
0,OTH,60,31,1,0.97,highrate
0,S3,374,97,1,0,highrate
0,OTH,60,28,1,0.97,highrate
0,S3,377,966,1,0,highrate
1,S3,374,120,1,0,highrate
0,OTH,66,224,1,0,highrate
0,S3,374,31,1,0,highrate
0,S3,374,374,1,0,highrate
0,S3,374,154,1,0,highrate
0,OTH,66,254,1,0,highrate
6,RSTO,446,367,1,0,highrate
0,OTH,60,177,1,0.97,highrate
0,S3,380,930,1,0,highrate
2,RSTO,446,639,1,0,highrate
0,OTH,60,128,1,0.97,highrate
0,S3,374,150,1,0,highrate
0,S3,377,316,0.17,0,highrate
6,RSTO,446,431,1,0,highrate
0,S3,374,92,1,0,highrate
0,OTH,60,179,1,0.97,highrate
0,OTH,60,176,1,0.97,highrate
0,S1,248,186,1,0,highrate
0,OTH,60,147,1,0.97,highrate
0,OTH,60,56,1,0.1,highrate
1,S3,374,164,1,0,highrate
0,S3,374,140,1,0,highrate
0,OTH,60,63,1,0.35,highrate
0,OTH,60,4,1,0.8,highrate
0,OTH,60,179,1,0.97,highrate
0,OTH,60,138,1,0.97,highrate
0,RSTO,446,847,1,0,highrate
0,S3,374,253,1,0,highrate
0,S3,377,947,1,0,highrate
1,S3,374,184,1,0,highrate
0,S3,374,113,1,0,highrate
0,OTH,66,84,1,0,highrate
0,OTH,66,16,1,0.01,highrate
0,OTH,60,90,1,0.98,highrate
0,OTH,66,87,1,0.02,highrate
0,S1,248,181,1,0,highrate
0,S3,374,163,1,0,highrate
0,S1,242,159,1,0,highrate
0,OTH,60,0,0,0,highrate
0,S3,377,1030,1,0,highrate
0,OTH,60,113,1,0.97,highrate
0,S3,377,553,1,0,highrate
0,OTH,66,10,1,0,highrate
0,S1,248,160,1,0,highrate
4,RSTO,446,482,1,0,highrate
1,S3,392,774,1,0,highrate
0,S3,374,145,1,0,highrate
0,S3,374,64,1,0,highrate
0,OTH,60,135,1,0.97,highrate
0,OTH,60,108,1,0.97,highrate
0,S1,248,206,1,0,highrate
0,OTH,60,142,1,0.97,highrate
6,RSTO,446,432,1,0,highrate
0,S3,374,119,1,0,highrate
0,S3,374,102,1,0,highrate
0,S3,374,133,1,0,highrate
0,S3,377,640,1,0,highrate
0,OTH,60,177,1,0.97,highrate
1,S3,374,153,1,0,highrate
6,RSTO,446,438,1,0,highrate
0,S3,374,149,1,0,highrate
0,OTH,60,125,1,0.97,highrate
0,S3,374,12,1,0,highrate
0,OTH,60,125,1,0.97,highrate
0,OTH,66,296,1,0,highrate
1,S3,374,153,1,0,highrate
0,S3,374,14,1,0,highrate
0,S3,374,117,1,0,highrate
0,S3,374,442,1,0,highrate
0,OTH,60,177,1,0.97,highrate
0,OTH,60,139,1,0.94,highrate
0,S3,380,144,1,0,highrate
0,S3,374,271,1,0,highrate
1,S3,392,775,1,0,highrate
0,OTH,66,166,1,0,highrate
0,S3,377,335,0.4,0,highrate
0,S3,374,121,1,0,highrate
0,OTH,66,260,1,0,highrate
0,OTH,60,163,1,0.97,highrate
0,S3,377,865,1,0,highrate
0,OTH,66,155,1,0,highrate
0,S3,374,113,1,0,highrate
0,OTH,60,109,1,0.97,highrate
0,S3,374,61,1,0,highrate
0,S3,377,844,1,0,highrate
0,OTH,60,119,1,0.97,highrate
0,S3,374,156,1,0,highrate
0,OTH,66,14,1,0.03,highrate
0,OTH,60,117,1,0.97,highrate
0,OTH,60,36,1,0.97,highrate
0,S3,374,132,1,0,highrate
0,OTH,60,114,1,0.97,highrate
0,OTH,60,143,1,0.97,highrate
0,OTH,60,138,1,0.97,highrate
0,OTH,60,174,1,0.97,highrate
0,OTH,60,163,1,0.97,highrate
0,S3,374,142,1,0,highrate
0,S3,374,159,1,0,highrate
0,S3,377,840,1,0,highrate
6,RSTO,446,354,1,0,highrate
0,S3,377,632,1,0,highrate
0,OTH,60,109,1,0.97,highrate
0,OTH,66,258,1,0,highrate
0,OTH,60,180,1,0.97,highrate
1,S3,374,147,1,0,highrate
0,S3,380,919,1,0,highrate
0,S3,377,787,1,0,highrate
0,OTH,66,40,1,0,highrate
0,S3,380,144,1,0,highrate
0,S3,374,279,1,0,highrate
6,RSTO,446,381,1,0,highrate
0,S3,374,126,1,0,highrate
0,OTH,60,131,1,0.97,highrate
0,OTH,66,71,1,0,highrate
0,OTH,60,58,1,0.96,highrate
0,OTH,60,64,1,0.35,highrate
0,S3,374,363,1,0,highrate
1,S3,374,149,1,0,highrate
0,S3,377,803,1,0,highrate
0,OTH,60,73,1,0.86,highrate
0,OTH,60,177,1,0.97,highrate
1,S3,374,169,1,0,highrate
0,S3,377,403,1,0,highrate
0,OTH,60,14,1,0.93,highrate
0,OTH,60,109,1,0.97,highrate
0,S3,377,769,1,0,highrate
0,S3,377,387,0.88,0,highrate
0,S3,374,145,1,0,highrate
0,S3,377,488,1,0,highrate
1,S3,374,144,1,0,highrate
0,S3,377,339,0.45,0,highrate
0,S3,380,163,1,0,highrate
1,S3,377,601,1,0,highrate
0,OTH,60,141,1,0.97,highrate
0,OTH,60,141,1,0.97,highrate
0,OTH,60,129,1,0.97,highrate
0,S3,380,851,1,0,highrate
0,S3,374,355,1,0,highrate
0,OTH,66,82,1,0,highrate
1,S3,377,454,1,0,highrate
1,S3,377,452,1,0,highrate
0,OTH,60,154,1,0.97,highrate
6,RSTO,446,361,1,0,highrate
0,S3,374,149,1,0,highrate
0,S1,248,203,1,0,highrate
0,S3,380,161,1,0,highrate
0,S3,374,215,1,0,highrate
0,S3,374,153,1,0,highrate
1,S3,374,147,1,0,highrate
0,S3,377,620,1,0,highrate
0,OTH,60,178,1,0.97,highrate
0,OTH,60,117,1,0.97,highrate
0,OTH,60,136,1,0.97,highrate
0,S3,374,161,1,0,highrate
0,OTH,60,167,1,0.97,highrate
0,OTH,66,16,1,0,highrate
4,RSTO,446,576,1,0,highrate
0,S3,377,905,1,0,highrate
0,OTH,60,140,1,0.95,highrate
0,S3,374,172,1,0,highrate
0,S3,374,105,1,0,highrate
0,S3,380,142,1,0,highrate
0,OTH,66,240,1,0,highrate
0,S3,374,5,1,0,highrate
0,OTH,60,112,1,0.97,highrate
0,S3,377,607,1,0,highrate
0,OTH,60,168,1,0.97,highrate
0,OTH,60,120,1,0.97,highrate
0,OTH,60,45,1,0.97,highrate
0,OTH,60,133,1,0.97,highrate
0,OTH,60,164,1,0.97,highrate
0,S3,374,169,1,0,highrate
0,S3,377,378,0.81,0,highrate
0,OTH,60,139,1,0.95,highrate
0,OTH,60,177,1,0.97,highrate
0,S3,377,410,1,0,highrate
0,S3,374,80,1,0,highrate
1,S3,464,112,1,0,highrate
0,OTH,66,162,1,0,highrate
0,S3,380,762,1,0,highrate
0,S3,377,999,1,0,highrate
0,OTH,60,143,1,0.97,highrate
0,S3,377,801,1,0,highrate
0,RSTO,446,791,1,0,highrate
0,OTH,66,111,0.12,0,highrate
0,S3,374,136,1,0,highrate
0,S3,386,203,1,0,highrate
0,S3,374,144,1,0,highrate
0,S3,374,176,1,0,highrate
0,S3,374,150,1,0,highrate
1,S3,377,587,1,0,highrate
0,S3,374,289,1,0,highrate
0,S3,374,113,1,0,highrate
0,OTH,60,20,1,0.95,highrate
0,S3,374,151,1,0,highrate
0,S3,377,775,1,0,highrate
0,OTH,60,138,1,0.93,highrate
0,OTH,66,56,1,0,highrate
0,OTH,60,138,1,0.97,highrate
0,OTH,60,123,1,0.97,highrate
0,OTH,60,179,1,0.97,highrate
0,OTH,60,39,1,0.97,highrate
0,S3,374,303,1,0,highrate
0,S3,377,332,0.37,0,highrate
0,S3,374,358,1,0,highrate
6,RSTO,446,385,1,0,highrate
0,S3,374,45,1,0,highrate
0,OTH,66,290,1,0,highrate
0,S3,377,355,0.61,0,highrate
0,OTH,60,116,1,0.97,highrate
0,OTH,60,46,1,0.97,highrate
0,S3,377,334,0.39,0,highrate
0,S1,248,208,1,0,highrate
0,S3,377,367,0.72,0,highrate
2,RSTO,446,744,1,0,highrate
0,OTH,66,11,1,0,highrate
0,S3,377,859,1,0,highrate
1,S3,377,600,1,0,highrate
0,OTH,78,5257,1,0,highrate
0,OTH,78,26999,1,0.02,highrate
0,OTH,78,18324,1,0.03,highrate
0,OTH,78,9120,1,0,highrate
0,OTH,78,12341,1,0.04,highrate
0,OTH,78,20743,1,0.01,highrate
0,OTH,78,5577,1,0,highrate
0,OTH,78,6539,1,0.01,highrate
0,OTH,78,7776,1,0,highrate
1,S3,374,157,1,0,highrate
0,OTH,78,3692,1,0.01,highrate
0,OTH,78,9582,1,0.01,highrate
0,OTH,78,8085,1,0.04,highrate
0,OTH,78,7824,1,0,highrate
0,OTH,78,20434,1,0.01,highrate
0,OTH,78,22118,1,0.01,highrate
0,OTH,78,5219,1,0.03,highrate
0,OTH,78,26689,1,0.03,highrate
0,OTH,78,9449,1,0.03,highrate
0,S3,374,74,1,0,highrate
0,OTH,78,11425,1,0.01,highrate
0,OTH,78,11818,1,0.04,highrate
0,OTH,78,25097,1,0.03,highrate
0,OTH,78,7470,1,0.04,highrate
0,OTH,78,9918,1,0,highrate
0,OTH,78,22130,1,0.04,highrate
0,OTH,78,450,1,0.01,highrate
0,OTH,60,79,1,0.97,highrate
0,OTH,78,11823,1,0.03,highrate
0,OTH,78,15900,1,0,highrate
0,OTH,78,23722,1,0.03,highrate
0,OTH,78,11062,1,0.03,highrate
0,OTH,78,20446,1,0.01,highrate
0,OTH,78,6547,1,0.03,highrate
0,OTH,78,8809,1,0,highrate
0,OTH,78,1336,1,0.02,highrate
0,OTH,78,8651,1,0.03,highrate
0,OTH,78,5430,1,0.07,highrate
0,OTH,78,6491,1,0.01,highrate
0,OTH,78,19713,1,0.01,highrate
0,OTH,78,8033,1,0.03,highrate
0,S3,374,165,1,0,highrate
0,OTH,78,11501,1,0.01,highrate
0,OTH,78,9875,1,0.03,highrate
0,OTH,66,176,1,0,highrate
0,OTH,78,7623,1,0.01,highrate
0,OTH,60,68,1,0.96,highrate
0,OTH,78,1592,1,0.03,highrate
0,OTH,78,11549,1,0.03,highrate
0,OTH,78,9202,1,0.02,highrate
0,OTH,78,26381,1,0,highrate
0,OTH,78,20669,1,0.02,highrate
0,OTH,78,15725,1,0.01,highrate
0,OTH,78,10885,1,0,highrate
0,OTH,78,9846,1,0,highrate
0,OTH,78,11760,1,0.05,highrate
0,S3,374,169,1,0,highrate
0,OTH,78,7149,1,0.01,highrate
0,OTH,78,7934,1,0.01,highrate
0,OTH,60,592,1,0,lowrate
20,S1,610,163,1,0,lowrate
15,S1,370,333,1,0,lowrate
30,RSTO,1012,102,1,0,lowrate
0,OTH,117,198,1,0,lowrate
15,S1,370,265,1,0,lowrate
15,S1,370,19,1,0,lowrate
0,OTH,107,79,1,0,lowrate
15,S1,370,380,1,0,lowrate
10,S1,784,96,0.99,0,lowrate
15,S1,370,384,1,0,lowrate
7,S1,296,521,1,0,lowrate
31,RSTO,946,40,1,0,lowrate
0,OTH,60,747,1,0.02,lowrate
0,OTH,66,393,1,0,lowrate
0,OTH,60,658,1,0,lowrate
0,OTH,60,1043,1,0,lowrate
15,S1,370,284,1,0,lowrate
15,S1,370,262,1,0,lowrate
15,S1,370,688,1,0,lowrate
15,S1,370,79,1,0,lowrate
0,OTH,66,553,1,0,lowrate
0,OTH,60,3,1,0.03,lowrate
20,S1,622,94,0.99,0,lowrate
32,S2,4132,183,1,0,lowrate
0,OTH,66,302,1,0,lowrate
30,RSTO,878,165,1,0,lowrate
30,RSTO,908,125,1,0,lowrate
15,S1,370,607,1,0,lowrate
15,S1,370,285,1,0,lowrate
0,OTH,107,128,1,0,lowrate
0,OTH,89,194,1,0,lowrate
30,RSTO,1078,147,1,0,lowrate
18,S1,1996,493,1,0,lowrate
0,OTH,66,310,1,0,lowrate
0,S1,665,149,1,0,lowrate
0,OTH,60,887,1,0.02,lowrate
7,S1,296,678,1,0,lowrate
15,S1,370,618,1,0,lowrate
0,OTH,99,175,1,0,lowrate
15,S1,370,308,1,0,lowrate
15,S1,370,43,1,0,lowrate
3,S1,222,255,1,0,lowrate
0,OTH,94,214,1,0,lowrate
15,S1,370,115,1,0,lowrate
15,S1,370,237,1,0,lowrate
15,S1,370,396,1,0,lowrate
0,OTH,93,60,1,0,lowrate
15,S1,370,90,1,0,lowrate
0,OTH,60,695,1,0,lowrate
7,S1,296,592,1,0,lowrate
30,RSTO,972,56,1,0,lowrate
0,OTH,60,585,1,0.07,lowrate
29,RSTO,995,392,1,0,lowrate
15,S1,370,284,1,0,lowrate
15,S1,370,331,1,0,lowrate
0,OTH,60,926,1,0.02,lowrate
15,S1,370,633,1,0,lowrate
20,S1,583,77,0.99,0,lowrate
0,OTH,95,194,1,0,lowrate
30,RSTO,906,82,1,0,lowrate
0,S1,400,124,1,0,lowrate
15,S1,370,294,1,0,lowrate
15,S1,370,631,1,0,lowrate
0,S1,665,194,1,0,lowrate
0,OTH,60,894,1,0.02,lowrate
0,OTH,106,270,1,0,lowrate
30,RSTO,1028,121,1,0,lowrate
15,S1,370,302,1,0,lowrate
15,S1,370,338,1,0,lowrate
10,S1,774,124,1,0,lowrate
0,S1,400,144,1,0,lowrate
0,OTH,60,860,1,0.02,lowrate
0,S1,665,379,1,0,lowrate
0,OTH,410,25,1,0,lowrate
30,RSTO,1051,56,0.99,0,lowrate
0,OTH,66,422,1,0,lowrate
0,OTH,60,738,1,0,lowrate
0,OTH,353,7,1,0,lowrate
15,S1,370,230,1,0,lowrate
15,S1,370,184,1,0,lowrate
0,OTH,54,3,1,0.5,lowrate
31,RSTO,1069,1,0.98,0,lowrate
7,S1,296,618,1,0,lowrate
0,S1,665,197,1,0,lowrate
30,RSTO,932,163,1,0,lowrate
15,S1,370,127,1,0,lowrate
0,S1,74,427,1,0,lowrate
30,RSTO,940,138,1,0,lowrate
0,OTH,117,65,1,0,lowrate
0,OTH,105,264,1,0,lowrate
0,S1,74,169,1,0,lowrate
30,RSTO,1132,146,1,0,lowrate
0,OTH,108,82,1,0,lowrate
15,S1,370,593,1,0,lowrate
0,OTH,60,608,1,0,lowrate
15,S1,370,22,1,0,lowrate
0,S1,74,548,1,0,lowrate
7,S1,296,476,1,0,lowrate
10,S1,757,149,1,0,lowrate
1,S1,148,215,1,0,lowrate
0,OTH,60,742,1,0,lowrate
30,RSTO,1055,93,1,0,lowrate
20,S1,578,123,1,0,lowrate
0,OTH,60,612,1,0,lowrate
0,OTH,60,1057,1,0.02,lowrate
15,S1,370,348,1,0,lowrate
0,OTH,60,595,1,0.05,lowrate
0,OTH,100,136,1,0,lowrate
31,RSTO,1076,7,1,0,lowrate
15,S1,370,489,1,0,lowrate
15,S1,370,771,1,0,lowrate
0,OTH,111,51,1,0,lowrate
30,RSTO,874,130,1,0,lowrate
0,OTH,83,76,1,0,lowrate
15,S1,370,327,1,0,lowrate
15,S1,370,397,1,0,lowrate
0,OTH,96,50,1,0,lowrate
0,OTH,101,27,1,0,lowrate
7,S1,296,411,1,0,lowrate
0,S1,74,118,1,0,lowrate
7,S1,296,151,1,0,lowrate
15,S1,370,226,1,0,lowrate
3,S1,222,979,1,0,lowrate
0,S1,74,719,1,0,lowrate
0,OTH,60,589,1,0.08,lowrate
0,S1,74,26,0.99,0,lowrate
0,OTH,108,283,1,0,lowrate
0,OTH,60,665,1,0,lowrate
12,S1,222,79,1,0,lowrate
15,S1,370,259,1,0,lowrate
0,OTH,66,409,1,0,lowrate
15,S1,370,354,1,0,lowrate
30,RSTO,886,129,1,0,lowrate
0,OTH,94,220,1,0,lowrate
7,S1,296,209,1,0,lowrate
0,OTH,60,792,1,0,lowrate
0,OTH,60,888,1,0,lowrate
7,S1,296,665,1,0,lowrate
1,S1,148,440,1,0,lowrate
0,OTH,60,865,1,0.02,lowrate
0,OTH,95,276,1,0,lowrate
7,S1,296,615,1,0,lowrate
15,S1,370,372,1,0,lowrate
20,S1,1127,203,1,0,lowrate
0,OTH,60,1120,1,0,lowrate
0,OTH,104,123,1,0,lowrate
0,OTH,97,38,1,0,lowrate
0,OTH,66,454,1,0,lowrate
8,S1,148,97,1,0,lowrate
15,S1,370,729,1,0,lowrate
29,RSTO,909,447,1,0,lowrate
0,OTH,66,553,1,0,lowrate
0,OTH,113,151,1,0,lowrate
0,OTH,105,136,1,0,lowrate
15,S1,370,422,1,0,lowrate
10,S1,649,144,1,0,lowrate
0,OTH,66,475,1,0,lowrate
31,S2,2695,363,1,0,lowrate
0,OTH,66,440,1,0,lowrate
0,OTH,104,223,1,0,lowrate
0,OTH,89,71,1,0,lowrate
0,OTH,60,5,1,0.08,lowrate
0,OTH,114,259,1,0,lowrate
3,S1,222,655,1,0,lowrate
8,S1,148,18,1,0,lowrate
0,OTH,54,7,1,0.04,lowrate
0,OTH,60,545,1,0,lowrate
8,S1,148,101,1,0,lowrate
0,S1,140,132,1,0,lowrate
30,RSTO,985,335,1,0,lowrate
0,S1,74,219,1,0,lowrate
15,S1,370,265,1,0,lowrate
0,OTH,60,4,1,0.03,lowrate
15,S1,370,635,1,0,lowrate
27,S1,953,732,1,0,lowrate
7,S1,296,536,1,0,lowrate
7,S1,296,291,1,0,lowrate
30,RSTO,1024,100,1,0,lowrate
0,OTH,110,76,1,0,lowrate
7,S1,296,618,1,0,lowrate
0,OTH,82,114,1,0,lowrate
0,OTH,60,1026,1,0,lowrate
30,S2,1519,437,1,0,lowrate
15,S1,370,307,1,0,lowrate
7,S1,296,663,1,0,lowrate
1,S1,148,593,1,0,lowrate
0,S1,74,664,1,0,lowrate
15,S1,370,457,1,0,lowrate
15,S1,370,658,1,0,lowrate
0,OTH,66,476,1,0,lowrate
0,OTH,60,951,1,0.02,lowrate
0,OTH,60,968,1,0,lowrate
7,S1,296,742,1,0,lowrate
0,OTH,60,795,1,0.03,lowrate
0,OTH,98,251,1,0,lowrate
15,S1,370,8,1,0,lowrate
0,OTH,86,228,1,0,lowrate
30,RSTO,1100,80,1,0,lowrate
7,S1,296,231,1,0,lowrate
7,S1,296,353,1,0,lowrate
7,S1,296,956,1,0,lowrate
15,S1,370,264,1,0,lowrate
0,OTH,626,6,1,0,lowrate
1,S1,148,90,1,0,lowrate
0,OTH,103,228,1,0,lowrate
15,S1,370,455,1,0,lowrate
7,S1,296,224,1,0,lowrate
0,OTH,173,196,1,0,lowrate
1,S1,148,414,1,0,lowrate
15,S1,370,349,1,0,lowrate
30,RSTO,964,55,1,0,lowrate
13,S1,2220,711,1,0,lowrate
0,OTH,60,677,1,0,lowrate
0,OTH,112,120,1,0,lowrate
0,OTH,60,840,1,0,lowrate
0,OTH,132,10,1,0,lowrate
7,S1,296,72,1,0,lowrate
0,OTH,60,958,1,0.02,lowrate
0,OTH,167,71,1,0,lowrate
15,S1,370,247,1,0,lowrate
30,RSTO,1644,288,1,0,lowrate
7,S1,296,420,1,0,lowrate
7,S1,296,151,1,0,lowrate
1,S1,148,705,1,0,lowrate
15,S1,370,465,1,0,lowrate
0,OTH,60,676,1,0,lowrate
0,OTH,66,347,1,0,lowrate
8,S1,148,412,1,0,lowrate
0,OTH,60,773,1,0.03,lowrate
29,RSTO,1151,396,1,0,lowrate
0,OTH,60,1127,1,0,lowrate
31,RSTO,1183,8,0.97,0,lowrate
7,S1,296,391,1,0,lowrate
15,S1,370,314,1,0,lowrate
31,S2,4034,200,1,0,lowrate
0,OTH,83,15,1,0,lowrate
7,S1,296,471,1,0,lowrate
3,S1,222,650,1,0,lowrate
7,S1,296,276,1,0,lowrate
15,S1,370,213,1,0,lowrate
15,S1,370,394,1,0,lowrate
15,S1,370,336,1,0,lowrate
15,S1,370,420,1,0,lowrate
0,OTH,60,777,1,0.02,lowrate
15,S1,370,978,1,0,lowrate
7,S1,296,561,1,0,lowrate
0,OTH,106,204,1,0,lowrate
0,OTH,114,278,1,0,lowrate
3,S1,222,831,1,0,lowrate
15,S1,370,272,1,0,lowrate
0,OTH,99,190,1,0,lowrate
0,OTH,66,349,1,0,lowrate
0,OTH,66,430,1,0,lowrate
15,S1,370,547,1,0,lowrate
30,RSTO,924,123,1,0,lowrate
15,S1,370,669,1,0,lowrate
0,OTH,60,12,1,0.02,lowrate
0,OTH,66,464,1,0,lowrate
3,S1,222,988,1,0,lowrate
7,S1,296,232,1,0,lowrate
0,OTH,66,430,1,0,lowrate
0,OTH,66,477,1,0,lowrate
0,S1,665,115,1,0,lowrate
15,S1,370,424,1,0,lowrate
15,S1,370,482,1,0,lowrate
28,RSTO,2567,318,1,0,lowrate
7,S1,296,397,1,0,lowrate
0,OTH,66,340,1,0,lowrate
0,OTH,525,298,1,0,lowrate
7,S1,296,789,1,0,lowrate
0,S1,548,562,1,0,lowrate
15,S1,370,685,1,0,lowrate
0,OTH,60,1099,1,0,lowrate
0,S1,74,239,1,0,lowrate
0,OTH,60,898,1,0,lowrate
1,S1,148,133,1,0,lowrate
0,OTH,66,594,1,0,lowrate
0,OTH,113,183,1,0,lowrate
7,S1,296,152,1,0,lowrate
0,OTH,66,538,1,0,lowrate
15,S1,370,556,1,0,lowrate
10,S1,763,104,0.99,0,lowrate
29,RSTO,1078,473,1,0,lowrate
7,S1,296,554,1,0,lowrate
15,S1,370,304,1,0,lowrate
29,RSTO,3430,391,1,0,lowrate
28,RSTO,1332,635,1,0,lowrate
15,S1,370,475,1,0,lowrate
15,S1,370,524,1,0,lowrate
15,S1,370,788,1,0,lowrate
13,S1,902,150,1,0,lowrate
8,S1,148,249,0.99,0,lowrate
0,OTH,105,230,1,0,lowrate
15,S1,370,155,1,0,lowrate
7,S1,296,466,1,0,lowrate
7,S1,296,458,1,0,lowrate
0,OTH,519,1,1,0,lowrate
30,RSTO,802,126,1,0,lowrate
0,OTH,110,190,1,0,lowrate
15,S1,370,821,1,0,lowrate
15,S1,370,615,1,0,lowrate
15,S1,370,330,1,0,lowrate
7,S1,296,149,1,0,lowrate
7,S1,296,543,1,0,lowrate
0,OTH,112,231,1,0,lowrate
0,OTH,114,24,1,0,lowrate
7,S1,296,672,1,0,lowrate
7,S1,296,164,1,0,lowrate
0,OTH,101,25,1,0,lowrate
0,OTH,481,5,1,0,lowrate
13,S1,968,87,0.99,0,lowrate
0,OTH,66,378,1,0,lowrate
0,OTH,481,4,1,0,lowrate
30,RSTO,1131,252,1,0,lowrate
30,RSTO,1129,372,1,0,lowrate
0,S1,74,157,1,0,lowrate
15,S1,370,602,1,0,lowrate
0,S1,74,354,1,0,lowrate
7,S1,296,308,1,0,lowrate
15,S1,370,485,1,0,lowrate
15,S1,370,748,1,0,lowrate
15,S1,370,329,1,0,lowrate
29,S1,955,93,0.99,0,lowrate
7,S1,296,326,1,0,lowrate
7,S1,296,110,1,0,lowrate
0,S1,400,193,1,0,lowrate
15,S1,370,627,1,0,lowrate
7,S1,296,443,1,0,lowrate
15,S1,370,687,1,0,lowrate
0,OTH,66,620,1,0,lowrate
15,S1,370,317,1,0,lowrate
15,S1,370,343,1,0,lowrate
0,S1,74,634,1,0,lowrate
7,S1,296,102,1,0,lowrate
0,OTH,66,520,1,0,lowrate
0,OTH,66,298,1,0,lowrate
7,S1,296,407,1,0,lowrate
27,S1,986,716,1,0,lowrate
7,S1,296,614,1,0,lowrate
0,OTH,106,225,1,0,lowrate
8,S1,148,180,1,0,lowrate
0,OTH,117,213,1,0,lowrate
0,S1,74,571,1,0,lowrate
0,OTH,98,206,1,0,lowrate
0,S1,74,132,1,0,lowrate
0,OTH,66,621,1,0,lowrate
0,OTH,124,217,1,0,lowrate
0,OTH,66,290,1,0,lowrate
0,OTH,66,498,1,0,lowrate
15,S1,370,655,1,0,lowrate
0,OTH,66,384,1,0,lowrate
0,S1,74,165,1,0,lowrate
