% isAttack normal:	1333
% isAttack highrate:	1260
% isAttack lowrate:	1332
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:highrate, udpFlood:highrate, httpFlood:highrate, slowBody:lowrate, slowHeaders:lowrate, slowRead:lowrate-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-4,8-9,16-18,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute isAttack {normal,highrate,lowrate}

@data
tcp,SF,946,1866,1866,0,100,100,normal
tcp,SF,946,1944,1944,0,100,100,normal
tcp,OTH,66,4742,4742,0,52,52,normal
tcp,SF,946,2210,2210,0,100,100,normal
tcp,SF,946,2141,2141,0,100,100,normal
tcp,OTH,66,3065,3065,0,40,40,normal
tcp,SF,946,2122,2122,0,100,100,normal
tcp,OTH,66,5910,5910,0,53,53,normal
tcp,SF,946,1144,1144,0,100,100,normal
tcp,SF,946,2119,2119,0,100,100,normal
tcp,SF,946,2323,2323,0,47,47,normal
tcp,SF,946,2750,2750,0,100,100,normal
tcp,OTH,66,3114,3114,0,83,83,normal
tcp,SF,946,3028,3028,0,100,100,normal
tcp,S1,286,1665,1665,0,100,100,normal
tcp,SF,946,2187,2187,0,100,100,normal
tcp,OTH,66,3069,3069,0,85,85,normal
tcp,OTH,66,3493,3493,0,48,48,normal
tcp,SF,946,1583,1583,0,100,100,normal
tcp,SF,946,2122,2122,0,100,100,normal
tcp,SF,946,2330,2330,0,100,100,normal
tcp,S1,140,2264,2264,0,100,100,normal
tcp,SF,880,2711,2711,0,78,78,normal
tcp,OTH,66,3383,3383,0,52,52,normal
tcp,SF,946,2179,2179,0,98,98,normal
tcp,SF,946,2943,2943,0,100,100,normal
tcp,SF,946,999,999,0,100,100,normal
tcp,OTH,146,3546,3546,0,52,52,normal
tcp,SF,1048,2034,2034,0,100,100,normal
tcp,RSTR,1086,1530,1530,0,90,90,normal
tcp,SF,1024,2780,2780,0,100,100,normal
tcp,SF,1024,2685,2685,0,100,100,normal
tcp,SF,946,2533,2533,0,100,100,normal
tcp,OTH,66,2789,2789,0,46,46,normal
tcp,SF,946,2321,2321,0,100,100,normal
tcp,SF,946,2167,2167,0,99,99,normal
tcp,SF,880,2080,2080,0,88,88,normal
tcp,SF,946,3088,3088,0,100,100,normal
tcp,OTH,146,4355,4355,0,80,80,normal
tcp,OTH,66,3005,3005,0,56,56,normal
tcp,SF,880,3372,3372,0,65,65,normal
tcp,OTH,66,5974,5974,0,42,42,normal
tcp,SF,946,2187,2187,0,100,100,normal
tcp,SF,946,281,281,0,100,100,normal
tcp,OTH,66,5917,5917,0,64,64,normal
tcp,SF,880,1886,1886,0,99,99,normal
tcp,SF,946,2753,2753,0,100,100,normal
tcp,SF,946,3368,3368,0,100,100,normal
tcp,SF,946,3909,3909,0,100,100,normal
tcp,SF,880,2621,2621,0,100,100,normal
tcp,OTH,66,3144,3144,0,100,100,normal
tcp,SF,1120,1723,1723,0,100,100,normal
tcp,OTH,66,5463,5463,0,100,100,normal
tcp,OTH,66,3743,3743,0,52,52,normal
tcp,OTH,66,5044,5044,0,46,46,normal
tcp,SF,946,3301,3301,0,100,100,normal
tcp,SF,946,3345,3345,0,96,96,normal
tcp,SF,430,3117,3117,0,86,86,normal
tcp,S3,958,3754,3754,0,100,100,normal
tcp,OTH,66,4363,4363,0,48,48,normal
tcp,OTH,66,3868,3868,0,46,46,normal
tcp,SF,946,2015,2015,0,100,100,normal
tcp,SF,880,2216,2216,0,100,100,normal
tcp,OTH,66,5011,5011,0,47,47,normal
tcp,SF,946,2041,2041,0,100,100,normal
tcp,OTH,66,3360,3360,0,50,50,normal
tcp,OTH,66,5902,5902,0,56,56,normal
tcp,OTH,66,3255,3255,0,38,38,normal
tcp,OTH,66,2952,2952,0,42,42,normal
tcp,OTH,66,5891,5891,0,45,45,normal
tcp,SF,946,2202,2202,0,100,100,normal
tcp,RSTR,364,1912,1912,0,100,100,normal
tcp,SF,946,1241,1241,0,100,100,normal
tcp,OTH,66,3721,3721,0,50,50,normal
tcp,OTH,66,6276,6276,0,50,50,normal
tcp,OTH,66,1889,1889,0,45,45,normal
tcp,OTH,66,4318,4318,0,53,53,normal
tcp,OTH,66,5082,5082,0,31,31,normal
tcp,OTH,78,3876,3876,0,100,100,normal
tcp,SF,352,1912,1912,0,68,68,normal
tcp,SF,946,2306,2306,0,100,100,normal
tcp,OTH,66,5909,5909,0,50,50,normal
tcp,SF,946,1906,1906,0,100,100,normal
tcp,SF,1024,2214,2214,0,100,100,normal
tcp,OTH,66,3217,3217,0,47,47,normal
tcp,SF,946,4263,4263,0,64,64,normal
tcp,OTH,66,3013,3013,0,43,43,normal
tcp,SF,946,1945,1945,0,100,100,normal
tcp,OTH,66,3030,3030,0,45,45,normal
tcp,SF,946,105,105,0,100,100,normal
tcp,SF,880,3219,3219,0,98,98,normal
tcp,OTH,66,3616,3616,0,44,44,normal
tcp,SF,1120,2113,2113,0,100,100,normal
tcp,OTH,66,2856,2856,0,48,48,normal
tcp,SF,1020,1440,1440,0,100,100,normal
tcp,SF,880,1980,1980,0,100,100,normal
tcp,SF,946,2955,2955,0,100,100,normal
tcp,SF,1120,1530,1530,0,100,100,normal
tcp,OTH,66,2987,2987,0,46,46,normal
tcp,SF,946,2554,2554,0,100,100,normal
tcp,SF,946,2243,2243,0,100,100,normal
tcp,OTH,78,2849,2849,0,88,88,normal
tcp,SF,1024,1887,1887,0,79,79,normal
tcp,OTH,66,3079,3079,0,83,83,normal
tcp,S2,352,3407,3407,0,100,100,normal
tcp,SF,946,306,306,0,100,100,normal
tcp,OTH,78,3897,3897,0,88,88,normal
tcp,SF,880,2031,2031,0,100,100,normal
tcp,SF,946,1281,1281,0,100,100,normal
tcp,OTH,66,5099,5099,0,45,45,normal
tcp,SF,946,1291,1291,0,100,100,normal
tcp,RSTR,958,1776,1776,0,100,100,normal
tcp,OTH,66,3021,3021,0,84,84,normal
tcp,SF,946,2321,2321,0,100,100,normal
tcp,SF,946,3873,3873,0,100,100,normal
tcp,SF,946,2077,2077,0,100,100,normal
tcp,SF,946,2334,2334,0,100,100,normal
tcp,SF,946,4071,4071,0,100,100,normal
tcp,SF,946,1910,1910,0,89,89,normal
tcp,OTH,66,5104,5104,0,50,50,normal
tcp,S1,880,3467,3467,0,100,100,normal
tcp,SF,1024,3210,3210,0,52,52,normal
tcp,OTH,66,5192,5192,0,28,28,normal
tcp,OTH,66,3101,3101,0,83,83,normal
tcp,SF,946,1852,1852,0,100,100,normal
tcp,OTH,66,4955,4955,0,43,43,normal
tcp,SF,946,1842,1842,0,100,100,normal
tcp,OTH,66,5964,5964,0,52,52,normal
tcp,SF,946,2381,2381,0,100,100,normal
tcp,OTH,66,5686,5686,0,47,47,normal
tcp,SF,946,4011,4011,0,94,94,normal
tcp,OTH,66,3607,3607,0,32,32,normal
tcp,OTH,66,5182,5182,0,22,22,normal
tcp,OTH,66,5961,5961,0,39,39,normal
tcp,SF,946,2077,2077,0,100,100,normal
tcp,OTH,66,3201,3201,0,48,48,normal
tcp,SF,946,1855,1855,0,100,100,normal
tcp,SF,1048,2134,2134,0,100,100,normal
tcp,SF,946,1671,1671,0,100,100,normal
tcp,SF,946,1829,1829,0,100,100,normal
tcp,SF,946,1895,1895,0,100,100,normal
tcp,OTH,146,3075,3075,0,46,46,normal
tcp,OTH,146,5229,5229,0,39,39,normal
tcp,OTH,66,3686,3686,0,91,91,normal
tcp,SF,946,1936,1936,0,100,100,normal
tcp,SF,946,2066,2066,0,100,100,normal
tcp,OTH,66,2878,2878,0,53,53,normal
tcp,OTH,66,3363,3363,0,52,52,normal
tcp,OTH,66,2909,2909,0,19,19,normal
tcp,OTH,66,3172,3172,0,67,67,normal
tcp,OTH,66,2931,2931,0,49,49,normal
tcp,SF,946,2147,2147,0,100,100,normal
tcp,SF,946,2051,2051,0,88,88,normal
tcp,SF,1024,3067,3067,0,72,72,normal
tcp,OTH,66,3906,3906,0,51,51,normal
tcp,OTH,66,5189,5189,0,40,40,normal
tcp,SF,946,2440,2440,0,100,100,normal
tcp,OTH,78,1858,1858,0,100,100,normal
tcp,SF,946,2511,2511,0,100,100,normal
tcp,OTH,66,6237,6237,0,47,47,normal
tcp,OTH,78,5707,5707,0,46,46,normal
tcp,OTH,66,3207,3207,0,48,48,normal
tcp,SF,946,2612,2612,0,100,100,normal
tcp,S3,286,2762,2762,0,100,100,normal
tcp,OTH,66,4310,4310,0,48,48,normal
tcp,SF,946,280,280,0,100,100,normal
tcp,SF,946,642,642,0,100,100,normal
tcp,OTH,66,3156,3156,0,52,52,normal
tcp,SF,946,2282,2282,0,100,100,normal
tcp,SF,946,2125,2125,0,100,100,normal
tcp,S3,814,2126,2126,0,100,100,normal
tcp,SF,946,590,590,0,100,100,normal
tcp,SF,946,1925,1925,0,86,86,normal
tcp,OTH,66,5092,5092,0,69,69,normal
tcp,OTH,66,4840,4840,0,57,57,normal
tcp,OTH,66,3838,3838,0,44,44,normal
tcp,OTH,66,3186,3186,0,100,100,normal
tcp,OTH,66,3294,3294,0,45,45,normal
tcp,SF,946,2843,2843,0,100,100,normal
tcp,SF,946,1863,1863,0,100,100,normal
tcp,SF,946,2201,2201,0,100,100,normal
tcp,S1,386,2159,2159,0,100,100,normal
tcp,S2,1024,3257,3257,0,100,100,normal
tcp,OTH,66,5933,5933,0,41,41,normal
tcp,OTH,66,6028,6028,0,42,42,normal
tcp,SF,946,2023,2023,0,100,100,normal
tcp,SF,946,3942,3942,0,71,71,normal
tcp,SF,946,2357,2357,0,100,100,normal
tcp,S2,946,3631,3631,0,100,100,normal
tcp,SF,946,2170,2170,0,100,100,normal
tcp,OTH,146,5309,5309,0,81,81,normal
tcp,SF,734,3944,3944,0,71,71,normal
tcp,SF,946,2818,2818,0,99,99,normal
tcp,OTH,66,3037,3037,0,20,20,normal
tcp,SF,946,3049,3049,0,100,100,normal
tcp,SF,880,1129,1129,0,100,100,normal
tcp,SF,946,1393,1393,0,100,100,normal
tcp,SF,1120,2127,2127,0,100,100,normal
tcp,OTH,66,3810,3810,0,39,39,normal
tcp,SF,946,2047,2047,0,100,100,normal
tcp,OTH,66,3281,3281,0,38,38,normal
tcp,OTH,146,2972,2972,0,44,44,normal
tcp,SF,946,2143,2143,0,91,91,normal
tcp,OTH,66,2368,2368,0,52,52,normal
tcp,SF,946,3381,3381,0,100,100,normal
tcp,OTH,146,2789,2789,0,79,79,normal
tcp,SF,946,2263,2263,0,100,100,normal
tcp,SF,946,1558,1558,0,100,100,normal
tcp,OTH,66,3667,3667,0,45,45,normal
tcp,OTH,66,3947,3947,0,84,84,normal
tcp,OTH,66,2814,2814,0,46,46,normal
tcp,SF,946,1606,1606,0,100,100,normal
tcp,SF,946,2914,2914,0,100,100,normal
tcp,SF,946,1580,1580,0,100,100,normal
tcp,OTH,66,2608,2608,0,43,43,normal
tcp,OTH,66,5789,5789,0,32,32,normal
tcp,SF,946,2290,2290,0,100,100,normal
tcp,SF,946,3090,3090,0,100,100,normal
tcp,SF,946,1916,1916,0,50,50,normal
tcp,SF,946,307,307,0,100,100,normal
tcp,OTH,66,4210,4210,0,57,57,normal
tcp,SF,946,5681,5681,0,72,72,normal
tcp,OTH,66,5340,5340,0,81,81,normal
tcp,OTH,66,3195,3195,0,43,43,normal
tcp,SF,1024,3115,3115,0,74,74,normal
tcp,OTH,66,3185,3185,0,53,53,normal
tcp,OTH,66,2770,2770,0,50,50,normal
tcp,OTH,66,4996,4996,0,68,68,normal
tcp,OTH,66,5199,5199,0,51,51,normal
tcp,SF,946,2102,2102,0,100,100,normal
tcp,SF,946,905,905,0,99,99,normal
tcp,SF,946,976,976,0,100,100,normal
tcp,SF,880,1471,1471,0,100,100,normal
tcp,OTH,66,5491,5491,0,79,79,normal
tcp,SF,946,20,20,0,20,20,normal
tcp,OTH,66,6233,6233,0,50,50,normal
tcp,SF,946,2057,2057,0,99,99,normal
tcp,SF,946,3053,3053,0,100,100,normal
tcp,SF,946,1528,1528,0,100,100,normal
tcp,SF,946,2146,2146,0,100,100,normal
tcp,OTH,146,3091,3091,0,41,41,normal
tcp,S2,206,2575,2575,0,100,100,normal
tcp,SF,946,779,779,0,100,100,normal
tcp,SF,946,1871,1871,0,100,100,normal
tcp,OTH,66,2795,2795,0,53,53,normal
tcp,SF,946,985,985,0,100,100,normal
tcp,OTH,66,6297,6297,0,44,44,normal
tcp,SF,946,2456,2456,0,100,100,normal
tcp,SF,430,3309,3309,0,82,82,normal
tcp,OTH,66,2740,2740,0,56,56,normal
tcp,OTH,66,1449,1449,0,50,50,normal
tcp,SF,946,2153,2153,0,100,100,normal
tcp,S2,1024,3266,3266,0,100,100,normal
tcp,S2,946,3582,3582,0,100,100,normal
tcp,OTH,66,2973,2973,0,63,63,normal
tcp,SF,880,4460,4460,0,60,60,normal
tcp,OTH,66,5465,5465,0,100,100,normal
tcp,OTH,66,1492,1492,0,67,67,normal
tcp,OTH,66,2863,2863,0,49,49,normal
tcp,OTH,66,2849,2849,0,50,50,normal
tcp,SF,946,1126,1126,0,100,100,normal
tcp,SF,946,2177,2177,0,100,100,normal
tcp,SF,946,2039,2039,0,100,100,normal
tcp,OTH,66,4082,4082,0,99,99,normal
tcp,SF,946,1536,1536,0,100,100,normal
tcp,SF,946,2251,2251,0,100,100,normal
tcp,OTH,66,3186,3186,0,44,44,normal
tcp,SF,946,1910,1910,0,100,100,normal
tcp,OTH,66,3877,3877,0,54,54,normal
tcp,SF,946,1892,1892,0,99,99,normal
tcp,SF,1092,2242,2242,0,100,100,normal
tcp,SF,946,3358,3358,0,100,100,normal
tcp,OTH,66,4879,4879,0,50,50,normal
tcp,SF,946,1150,1150,0,100,100,normal
tcp,SF,946,1917,1917,0,85,85,normal
tcp,S3,800,3688,3688,0,100,100,normal
tcp,SF,946,2978,2978,0,63,63,normal
tcp,OTH,66,2026,2026,0,47,47,normal
tcp,OTH,66,2129,2129,0,53,53,normal
tcp,SF,946,1981,1981,0,100,100,normal
tcp,OTH,78,2490,2490,0,55,55,normal
tcp,OTH,66,2890,2890,0,41,41,normal
tcp,OTH,66,5820,5820,0,45,45,normal
tcp,SF,946,2126,2126,0,100,100,normal
tcp,OTH,66,3648,3648,0,85,85,normal
tcp,OTH,66,3927,3927,0,80,80,normal
tcp,SF,946,3846,3846,0,100,100,normal
tcp,SF,946,2120,2120,0,100,100,normal
tcp,OTH,78,3865,3865,0,75,75,normal
tcp,SF,946,3909,3909,0,100,100,normal
tcp,OTH,66,2960,2960,0,46,46,normal
tcp,SF,946,2000,2000,0,86,86,normal
tcp,OTH,66,2242,2242,0,48,48,normal
tcp,SF,946,1904,1904,0,100,100,normal
tcp,SF,946,3022,3022,0,63,63,normal
tcp,OTH,66,3973,3973,0,97,97,normal
tcp,SF,946,3173,3173,0,100,100,normal
tcp,SF,946,2138,2138,0,100,100,normal
tcp,OTH,66,3384,3384,0,52,52,normal
tcp,OTH,66,4392,4392,0,32,32,normal
tcp,SF,946,2067,2067,0,47,47,normal
tcp,SF,880,2272,2272,0,100,100,normal
tcp,SF,880,4271,4271,0,66,66,normal
tcp,SF,946,3378,3378,0,100,100,normal
tcp,SF,946,1146,1146,0,100,100,normal
tcp,OTH,66,3081,3081,0,46,46,normal
tcp,SF,946,2842,2842,0,100,100,normal
tcp,OTH,66,4394,4394,0,34,34,normal
tcp,OTH,66,5659,5659,0,11,11,normal
tcp,OTH,66,5833,5833,0,41,41,normal
tcp,SF,880,3161,3161,0,100,100,normal
tcp,S1,220,3179,3179,0,100,100,normal
tcp,SF,946,2757,2757,0,48,48,normal
tcp,OTH,66,4010,4010,0,99,99,normal
tcp,SF,800,2619,2619,0,66,66,normal
tcp,S1,734,3568,3568,0,100,100,normal
tcp,OTH,66,3459,3459,0,53,53,normal
tcp,OTH,146,5762,5762,0,45,45,normal
tcp,SF,880,2133,2133,0,99,99,normal
tcp,S3,1012,2927,2927,0,100,100,normal
tcp,SF,946,3098,3098,0,80,80,normal
tcp,SF,946,1952,1952,0,100,100,normal
tcp,SF,946,3523,3523,0,100,100,normal
tcp,OTH,66,4372,4372,0,39,39,normal
tcp,SF,946,2253,2253,0,100,100,normal
tcp,OTH,66,3156,3156,0,39,39,normal
tcp,SF,946,2989,2989,0,65,65,normal
tcp,OTH,66,3266,3266,0,48,48,normal
tcp,SF,946,3238,3238,0,98,98,normal
tcp,SF,880,5662,5662,0,72,72,normal
tcp,SF,946,2531,2531,0,100,100,normal
tcp,SF,946,3901,3901,0,100,100,normal
tcp,OTH,66,2930,2930,0,47,47,normal
tcp,SF,946,3883,3883,0,98,98,normal
tcp,OTH,78,2880,2880,0,76,76,normal
tcp,SF,946,2112,2112,0,100,100,normal
tcp,SF,946,2963,2963,0,100,100,normal
tcp,S3,946,1739,1739,0,100,100,normal
tcp,SF,880,3045,3045,0,89,89,normal
tcp,OTH,66,3661,3661,0,86,86,normal
tcp,OTH,66,3306,3306,0,58,58,normal
tcp,SF,946,1737,1737,0,100,100,normal
tcp,OTH,66,5211,5211,0,42,42,normal
tcp,SF,946,3331,3331,0,91,91,normal
tcp,SF,946,2168,2168,0,100,100,normal
tcp,SF,946,3081,3081,0,85,85,normal
tcp,S2,1024,1927,1927,0,100,100,normal
tcp,SF,946,1853,1853,0,100,100,normal
tcp,SF,946,2150,2150,0,100,100,normal
tcp,SF,946,2066,2066,0,100,100,normal
tcp,SF,946,2235,2235,0,100,100,normal
tcp,OTH,66,6134,6134,0,44,44,normal
tcp,SF,946,1188,1188,0,100,100,normal
tcp,OTH,78,3282,3282,0,96,96,normal
tcp,OTH,66,2954,2954,0,48,48,normal
tcp,OTH,66,3186,3186,0,62,62,normal
tcp,OTH,66,5892,5892,0,45,45,normal
tcp,OTH,66,3117,3117,0,29,29,normal
tcp,OTH,66,6264,6264,0,48,48,normal
tcp,SF,946,4091,4091,0,100,100,normal
tcp,OTH,66,5512,5512,0,81,81,normal
tcp,OTH,66,4904,4904,0,43,43,normal
tcp,SF,946,2393,2393,0,86,86,normal
tcp,SF,946,2519,2519,0,100,100,normal
tcp,OTH,66,3368,3368,0,46,46,normal
tcp,SF,946,2555,2555,0,100,100,normal
tcp,SF,946,4251,4251,0,83,83,normal
tcp,OTH,66,3777,3777,0,43,43,normal
tcp,OTH,66,5902,5902,0,43,43,normal
tcp,SF,946,3386,3386,0,100,100,normal
tcp,OTH,66,3666,3666,0,39,39,normal
tcp,OTH,66,3834,3834,0,33,33,normal
tcp,SF,946,2512,2512,0,100,100,normal
tcp,SF,946,3371,3371,0,100,100,normal
tcp,OTH,66,3600,3600,0,66,66,normal
tcp,SF,946,804,804,0,100,100,normal
tcp,SF,946,2238,2238,0,100,100,normal
tcp,OTH,66,2911,2911,0,53,53,normal
tcp,SF,880,1505,1505,0,95,95,normal
tcp,SF,946,950,950,0,100,100,normal
tcp,OTH,146,3192,3192,0,62,62,normal
tcp,SF,880,1936,1936,0,86,86,normal
tcp,OTH,66,2813,2813,0,50,50,normal
tcp,OTH,66,5406,5406,0,97,97,normal
tcp,OTH,66,3026,3026,0,21,21,normal
tcp,RSTR,880,3306,3306,0,100,100,normal
tcp,SF,946,1461,1461,0,100,100,normal
tcp,OTH,66,3970,3970,0,94,94,normal
tcp,OTH,66,3491,3491,0,49,49,normal
tcp,SF,946,1062,1062,0,100,100,normal
tcp,OTH,66,2894,2894,0,50,50,normal
tcp,SF,880,986,986,0,100,100,normal
tcp,SF,946,2351,2351,0,100,100,normal
tcp,SF,946,3314,3314,0,51,51,normal
tcp,OTH,66,3297,3297,0,47,47,normal
tcp,S1,880,2206,2206,0,100,100,normal
tcp,SF,946,2577,2577,0,52,52,normal
tcp,OTH,66,5823,5823,0,45,45,normal
tcp,S1,140,2657,2657,0,100,100,normal
tcp,SF,946,1839,1839,0,100,100,normal
tcp,OTH,66,2853,2853,0,49,49,normal
tcp,SF,946,4000,4000,0,98,98,normal
tcp,SF,946,3960,3960,0,100,100,normal
tcp,OTH,66,3160,3160,0,42,42,normal
tcp,SF,880,946,946,0,100,100,normal
tcp,SF,946,2324,2324,0,100,100,normal
tcp,SF,946,3248,3248,0,100,100,normal
tcp,OTH,66,3032,3032,0,39,39,normal
tcp,OTH,66,3158,3158,0,51,51,normal
tcp,OTH,66,3532,3532,0,46,46,normal
tcp,SF,946,2501,2501,0,100,100,normal
tcp,OTH,66,5687,5687,0,47,47,normal
tcp,SF,880,2315,2315,0,100,100,normal
tcp,OTH,66,4601,4601,0,48,48,normal
tcp,SF,946,1143,1143,0,100,100,normal
tcp,SF,946,2246,2246,0,100,100,normal
tcp,OTH,146,2987,2987,0,58,58,normal
tcp,OTH,66,2592,2592,0,68,68,normal
tcp,OTH,66,6255,6255,0,48,48,normal
tcp,SF,946,927,927,0,100,100,normal
tcp,SF,946,35,35,0,35,35,normal
tcp,RSTR,364,1894,1894,0,100,100,normal
tcp,OTH,66,4646,4646,0,52,52,normal
tcp,SF,946,1008,1008,0,100,100,normal
tcp,SF,946,2167,2167,0,50,50,normal
tcp,OTH,66,2616,2616,0,51,51,normal
tcp,SF,946,3363,3363,0,73,73,normal
tcp,S3,140,1966,1966,0,100,100,normal
tcp,SF,946,1192,1192,0,100,100,normal
tcp,SF,946,2882,2882,0,77,77,normal
tcp,OTH,78,2467,2467,0,85,85,normal
tcp,SF,946,746,746,0,100,100,normal
tcp,OTH,66,3089,3089,0,43,43,normal
tcp,SF,946,2152,2152,0,100,100,normal
tcp,SF,946,2137,2137,0,100,100,normal
tcp,SF,946,2502,2502,0,100,100,normal
tcp,OTH,66,3615,3615,0,94,94,normal
tcp,SF,946,2314,2314,0,100,100,normal
tcp,SF,946,2227,2227,0,100,100,normal
tcp,SF,1024,3094,3094,0,73,73,normal
tcp,OTH,66,5953,5953,0,44,44,normal
tcp,S1,286,3563,3563,0,100,100,normal
tcp,SF,946,3910,3910,0,100,100,normal
tcp,SF,946,4195,4195,0,76,76,normal
tcp,SF,946,2127,2127,0,92,92,normal
tcp,OTH,66,4924,4924,0,57,57,normal
tcp,OTH,66,5622,5622,0,49,49,normal
tcp,SF,946,3375,3375,0,100,100,normal
tcp,SF,946,2445,2445,0,100,100,normal
tcp,SF,946,1862,1862,0,100,100,normal
tcp,OTH,66,6368,6368,0,26,26,normal
tcp,SF,946,3219,3219,0,94,94,normal
tcp,OTH,66,3320,3320,0,63,63,normal
tcp,OTH,78,5709,5709,0,48,48,normal
tcp,SF,946,2113,2113,0,100,100,normal
tcp,SF,946,1866,1866,0,99,99,normal
tcp,S1,880,3489,3489,0,100,100,normal
tcp,OTH,66,3197,3197,0,84,84,normal
tcp,SF,946,2536,2536,0,100,100,normal
tcp,SF,946,4113,4113,0,100,100,normal
tcp,OTH,146,5840,5840,0,55,55,normal
tcp,OTH,66,2838,2838,0,45,45,normal
tcp,SF,946,2404,2404,0,99,99,normal
tcp,OTH,66,4689,4689,0,31,31,normal
tcp,OTH,66,3900,3900,0,80,80,normal
tcp,OTH,66,3302,3302,0,60,60,normal
tcp,SF,946,3157,3157,0,100,100,normal
tcp,OTH,66,3042,3042,0,48,48,normal
tcp,OTH,66,4468,4468,0,54,54,normal
tcp,SF,946,1455,1455,0,100,100,normal
tcp,OTH,78,3524,3524,0,66,66,normal
tcp,OTH,66,2693,2693,0,56,56,normal
tcp,SF,946,1836,1836,0,100,100,normal
tcp,SF,946,2246,2246,0,100,100,normal
tcp,SF,946,709,709,0,100,100,normal
tcp,OTH,146,2856,2856,0,74,74,normal
tcp,S3,946,3628,3628,0,100,100,normal
tcp,SF,946,1127,1127,0,100,100,normal
tcp,SF,946,2041,2041,0,100,100,normal
tcp,SF,946,3316,3316,0,100,100,normal
tcp,SF,946,2154,2154,0,98,98,normal
tcp,S2,352,2516,2516,0,100,100,normal
tcp,OTH,66,2092,2092,0,50,50,normal
tcp,SF,946,1087,1087,0,100,100,normal
tcp,SF,946,2528,2528,0,100,100,normal
tcp,SF,880,2565,2565,0,100,100,normal
tcp,SF,946,1856,1856,0,100,100,normal
tcp,SF,946,1893,1893,0,92,92,normal
tcp,SF,880,2341,2341,0,100,100,normal
tcp,OTH,66,3197,3197,0,62,62,normal
tcp,SF,946,3875,3875,0,100,100,normal
tcp,OTH,66,5764,5764,0,45,45,normal
tcp,SF,946,2263,2263,0,100,100,normal
tcp,OTH,66,2986,2986,0,53,53,normal
tcp,SF,946,2846,2846,0,77,77,normal
tcp,OTH,66,5961,5961,0,45,45,normal
tcp,SF,946,2541,2541,0,100,100,normal
tcp,OTH,66,3024,3024,0,19,19,normal
tcp,SF,946,1893,1893,0,50,50,normal
tcp,SF,946,3341,3341,0,100,100,normal
tcp,OTH,146,3579,3579,0,67,67,normal
tcp,OTH,78,2456,2456,0,86,86,normal
tcp,SF,946,3905,3905,0,100,100,normal
tcp,SF,946,1992,1992,0,100,100,normal
tcp,SF,946,2224,2224,0,100,100,normal
tcp,SF,946,1873,1873,0,100,100,normal
tcp,OTH,66,3515,3515,0,46,46,normal
tcp,OTH,66,3639,3639,0,85,85,normal
tcp,OTH,66,5435,5435,0,98,98,normal
tcp,SF,880,3854,3854,0,75,75,normal
tcp,SF,880,4472,4472,0,55,55,normal
tcp,OTH,66,2947,2947,0,48,48,normal
tcp,SF,946,3081,3081,0,90,90,normal
tcp,SF,946,797,797,0,100,100,normal
tcp,SF,946,2057,2057,0,86,86,normal
tcp,OTH,66,3936,3936,0,68,68,normal
tcp,OTH,66,4908,4908,0,61,61,normal
tcp,SF,880,1462,1462,0,100,100,normal
tcp,SF,1024,351,351,0,100,100,normal
tcp,SF,946,1971,1971,0,100,100,normal
tcp,OTH,66,1452,1452,0,52,52,normal
tcp,OTH,66,3258,3258,0,31,31,normal
tcp,SF,946,1848,1848,0,100,100,normal
tcp,OTH,66,3113,3113,0,37,37,normal
tcp,OTH,66,2881,2881,0,25,25,normal
tcp,OTH,66,3082,3082,0,33,33,normal
tcp,OTH,66,2780,2780,0,44,44,normal
tcp,SF,946,1189,1189,0,100,100,normal
tcp,S3,748,2951,2951,0,100,100,normal
tcp,OTH,66,3218,3218,0,41,41,normal
tcp,SF,946,1991,1991,0,100,100,normal
tcp,SF,946,2389,2389,0,100,100,normal
tcp,OTH,66,5043,5043,0,45,45,normal
tcp,RSTR,364,1896,1896,0,100,100,normal
tcp,OTH,78,3005,3005,0,73,73,normal
tcp,OTH,66,3814,3814,0,41,41,normal
tcp,OTH,66,3536,3536,0,35,35,normal
tcp,S1,286,2348,2348,0,100,100,normal
tcp,SF,946,2104,2104,0,100,100,normal
tcp,SF,946,2118,2118,0,100,100,normal
tcp,OTH,66,2767,2767,0,42,42,normal
tcp,SF,946,3883,3883,0,100,100,normal
tcp,OTH,66,3262,3262,0,47,47,normal
tcp,SF,946,3006,3006,0,74,74,normal
tcp,SF,946,1944,1944,0,100,100,normal
tcp,OTH,66,3140,3140,0,49,49,normal
tcp,SF,946,3890,3890,0,100,100,normal
tcp,SF,946,3387,3387,0,100,100,normal
tcp,SF,946,3859,3859,0,100,100,normal
tcp,OTH,66,4954,4954,0,57,57,normal
tcp,OTH,66,2433,2433,0,39,39,normal
tcp,OTH,66,3349,3349,0,53,53,normal
tcp,S3,946,2191,2191,0,100,100,normal
tcp,S3,958,3094,3094,0,100,100,normal
tcp,SF,946,2276,2276,0,100,100,normal
tcp,S3,946,1969,1969,0,100,100,normal
