@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-V-R2-4,9,16-17,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute srv_count numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_count numeric
@attribute isAttack {tcpFlood,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
tcp,S3,374,149,0,100,httpFlood
tcp,S3,377,860,0.17,100,httpFlood
tcp,S3,374,133,0,100,httpFlood
tcp,S3,374,151,0,100,httpFlood
tcp,S3,374,15,0,15,httpFlood
tcp,S3,377,846,0.17,100,httpFlood
tcp,S3,377,555,0.26,100,httpFlood
tcp,S3,377,612,0.24,99,httpFlood
tcp,S3,374,147,0,100,httpFlood
tcp,OTH,66,94,0,65,httpFlood
tcp,S3,374,153,0,100,httpFlood
tcp,OTH,60,4,0,4,httpFlood
tcp,S1,242,449,0,100,httpFlood
udp,OTH,60,9,0,9,udpFlood
tcp,S3,374,159,0,100,httpFlood
tcp,RSTO,446,413,0,100,httpFlood
tcp,S3,377,513,0.28,100,httpFlood
udp,OTH,60,107,0,33,udpFlood
tcp,OTH,66,73,0,94,httpFlood
tcp,OTH,60,130,0,32,httpFlood
tcp,S3,377,589,0.24,100,httpFlood
udp,OTH,60,110,0,33,udpFlood
tcp,S3,380,165,0,100,httpFlood
tcp,OTH,66,37,0,89,httpFlood
tcp,S3,374,64,0,64,httpFlood
tcp,OTH,60,122,0.31,27,httpFlood
tcp,OTH,60,119,0,31,httpFlood
tcp,S3,377,497,0.29,100,httpFlood
tcp,S3,374,145,0,97,httpFlood
tcp,S3,377,640,0.23,99,httpFlood
tcp,S3,374,142,0,100,httpFlood
tcp,S3,377,576,0.25,100,httpFlood
tcp,S3,377,173,0.83,76,httpFlood
udp,OTH,60,158,0,33,udpFlood
tcp,S3,374,141,0,100,httpFlood
tcp,S3,374,145,0,100,httpFlood
tcp,S3,374,138,0,100,httpFlood
tcp,S3,374,302,0,100,httpFlood
tcp,RSTO,446,759,0,100,httpFlood
tcp,S3,374,110,0,100,httpFlood
tcp,OTH,60,179,0,33,httpFlood
tcp,S1,242,452,0,100,httpFlood
tcp,S3,377,537,0.27,100,httpFlood
tcp,OTH,60,177,0,33,httpFlood
udp,OTH,60,87,0,42,udpFlood
tcp,S3,377,652,0.22,99,httpFlood
tcp,S3,374,134,0,93,httpFlood
tcp,S3,386,142,0,100,httpFlood
tcp,OTH,60,129,0,32,httpFlood
tcp,RSTO,446,844,0,100,httpFlood
tcp,S3,377,260,0.55,100,httpFlood
tcp,S3,374,130,0,100,httpFlood
tcp,S3,377,414,0.35,100,httpFlood
tcp,S3,377,289,0.5,100,httpFlood
tcp,RSTO,446,396,0,100,httpFlood
tcp,S3,374,156,0,100,httpFlood
tcp,S3,377,815,0.18,100,httpFlood
tcp,S3,377,226,0.64,94,httpFlood
tcp,S3,374,44,0,44,httpFlood
tcp,OTH,60,107,0.36,15,httpFlood
tcp,OTH,66,85,0,96,httpFlood
tcp,OTH,60,179,0,33,httpFlood
tcp,OTH,66,56,0,94,httpFlood
tcp,S3,377,463,0.31,100,httpFlood
tcp,S3,374,197,0,100,httpFlood
tcp,OTH,60,179,0,33,httpFlood
tcp,RSTO,446,329,0,100,httpFlood
tcp,S3,374,248,0,100,httpFlood
udp,OTH,60,142,0,33,udpFlood
tcp,OTH,66,19,0,19,httpFlood
tcp,OTH,60,118,0.32,24,httpFlood
tcp,OTH,60,177,0,33,httpFlood
udp,OTH,60,22,0,22,udpFlood
udp,OTH,60,105,0,34,udpFlood
tcp,OTH,60,178,0,33,httpFlood
tcp,S3,377,562,0.26,100,httpFlood
tcp,S3,374,145,0,100,httpFlood
tcp,S3,374,38,0,38,httpFlood
tcp,OTH,60,179,0,33,httpFlood
tcp,S3,374,72,0,72,httpFlood
tcp,S3,374,145,0,100,httpFlood
tcp,OTH,60,180,0,33,httpFlood
tcp,S3,374,144,0,100,httpFlood
tcp,S3,374,81,0,81,httpFlood
tcp,S3,377,360,0.4,100,httpFlood
tcp,S3,374,95,0,100,httpFlood
tcp,OTH,60,140,0,31,httpFlood
tcp,RSTO,446,404,0,100,httpFlood
tcp,RSTO,446,846,0,100,httpFlood
tcp,S3,377,516,0.28,100,httpFlood
tcp,S3,374,150,0,100,httpFlood
tcp,S3,377,801,0.18,100,httpFlood
tcp,S3,380,141,0,100,httpFlood
tcp,S3,374,10,0,98,httpFlood
tcp,OTH,66,309,0,100,httpFlood
tcp,S3,374,39,0,98,httpFlood
tcp,RSTO,446,332,0,100,httpFlood
tcp,OTH,60,179,0,33,httpFlood
tcp,S3,374,138,0,100,httpFlood
tcp,OTH,60,174,0.22,33,httpFlood
tcp,S3,374,155,0,100,httpFlood
tcp,S3,374,196,0,100,httpFlood
tcp,S3,377,412,0.35,100,httpFlood
udp,OTH,60,107,0,34,udpFlood
tcp,RSTO,446,346,0,100,httpFlood
tcp,S3,374,135,0,100,httpFlood
tcp,S3,374,72,0,98,httpFlood
tcp,S1,248,215,0,100,httpFlood
tcp,S3,374,131,0,100,httpFlood
tcp,S3,374,138,0,100,httpFlood
tcp,S3,374,104,0,71,httpFlood
tcp,S3,374,146,0,100,httpFlood
tcp,OTH,60,177,0,33,httpFlood
tcp,S3,374,396,0,100,httpFlood
tcp,S3,374,135,0,100,httpFlood
tcp,RSTO,446,502,0,100,httpFlood
udp,OTH,60,31,0,28,udpFlood
tcp,S3,374,97,0,100,httpFlood
tcp,OTH,60,28,0,28,httpFlood
tcp,S3,377,806,0.18,100,httpFlood
tcp,S3,374,120,0,100,httpFlood
tcp,OTH,66,224,0,98,httpFlood
tcp,S3,374,31,0,31,httpFlood
tcp,S3,374,374,0,100,httpFlood
tcp,S3,374,154,0,100,httpFlood
tcp,OTH,66,254,0,98,httpFlood
tcp,RSTO,446,367,0,100,httpFlood
tcp,OTH,60,177,0,33,httpFlood
tcp,S3,380,930,0,100,httpFlood
tcp,RSTO,446,639,0,100,httpFlood
tcp,OTH,60,166,0.23,33,httpFlood
tcp,S3,374,150,0,100,httpFlood
tcp,S3,377,156,0.92,71,httpFlood
tcp,RSTO,446,431,0,100,httpFlood
tcp,S3,374,92,0,92,httpFlood
tcp,OTH,60,179,0,33,httpFlood
tcp,OTH,60,176,0,33,httpFlood
tcp,S1,248,186,0,100,httpFlood
tcp,OTH,60,147,0,31,httpFlood
tcp,OTH,60,94,0.4,4,httpFlood
tcp,S3,374,164,0,100,httpFlood
tcp,S3,374,140,0,100,httpFlood
tcp,OTH,60,101,0.38,11,httpFlood
udp,OTH,60,4,0,4,udpFlood
tcp,OTH,60,179,0,33,httpFlood
udp,OTH,60,138,0,33,udpFlood
tcp,RSTO,446,847,0,100,httpFlood
tcp,S3,374,253,0,100,httpFlood
tcp,S3,377,787,0.18,100,httpFlood
tcp,S3,374,184,0,100,httpFlood
tcp,S3,374,113,0,100,httpFlood
tcp,OTH,66,84,0,96,httpFlood
tcp,OTH,66,16,0,72,httpFlood
udp,OTH,60,90,0,41,udpFlood
tcp,OTH,66,87,0,59,httpFlood
tcp,S1,248,181,0,100,httpFlood
tcp,S3,374,163,0,100,httpFlood
tcp,S1,242,159,0,100,httpFlood
tcp,OTH,60,0,0,0,httpFlood
tcp,S3,377,871,0.16,100,httpFlood
udp,OTH,60,113,0,34,udpFlood
tcp,S3,377,393,0.37,100,httpFlood
tcp,OTH,66,10,0,10,httpFlood
tcp,S1,248,160,0,100,httpFlood
tcp,RSTO,446,482,0,100,httpFlood
tcp,S3,392,774,0,100,httpFlood
tcp,S3,374,145,0,100,httpFlood
tcp,S3,374,64,0,64,httpFlood
tcp,OTH,60,135,0,32,httpFlood
udp,OTH,60,108,0,34,udpFlood
tcp,S1,248,206,0,100,httpFlood
tcp,OTH,60,142,0,31,httpFlood
tcp,RSTO,446,432,0,100,httpFlood
tcp,S3,374,119,0,100,httpFlood
tcp,S3,374,102,0,100,httpFlood
tcp,S3,374,133,0,100,httpFlood
tcp,S3,377,480,0.3,100,httpFlood
tcp,OTH,60,177,0,33,httpFlood
tcp,S3,374,153,0,100,httpFlood
tcp,RSTO,446,438,0,100,httpFlood
tcp,S3,374,149,0,100,httpFlood
udp,OTH,60,125,0,33,udpFlood
tcp,S3,374,12,0,98,httpFlood
udp,OTH,60,125,0,33,udpFlood
tcp,OTH,66,296,0,100,httpFlood
tcp,S3,374,153,0,100,httpFlood
tcp,S3,374,14,0,14,httpFlood
tcp,S3,374,117,0,100,httpFlood
tcp,S3,374,442,0,100,httpFlood
tcp,OTH,60,177,0,33,httpFlood
udp,OTH,60,139,0,17,udpFlood
tcp,S3,380,144,0,100,httpFlood
tcp,S3,374,271,0,100,httpFlood
tcp,S3,392,775,0,100,httpFlood
tcp,OTH,66,166,0,100,httpFlood
tcp,S3,377,175,0.82,77,httpFlood
tcp,S3,374,121,0,100,httpFlood
tcp,OTH,66,260,0,98,httpFlood
tcp,OTH,60,163,0,33,httpFlood
tcp,S3,377,705,0.2,100,httpFlood
tcp,OTH,66,155,0,100,httpFlood
tcp,S3,374,113,0,100,httpFlood
udp,OTH,60,109,0,34,udpFlood
tcp,S3,374,61,0,61,httpFlood
tcp,S3,377,684,0.21,99,httpFlood
udp,OTH,60,119,0,34,udpFlood
tcp,S3,374,156,0,100,httpFlood
tcp,OTH,66,14,0,71,httpFlood
udp,OTH,60,117,0,33,udpFlood
udp,OTH,60,36,0,33,udpFlood
tcp,S3,374,132,0,100,httpFlood
tcp,OTH,60,114,0,32,httpFlood
udp,OTH,60,143,0,33,udpFlood
udp,OTH,60,138,0,33,udpFlood
tcp,OTH,60,174,0,33,httpFlood
tcp,OTH,60,163,0,33,httpFlood
tcp,S3,374,142,0,100,httpFlood
tcp,S3,374,159,0,100,httpFlood
tcp,S3,377,680,0.21,99,httpFlood
tcp,RSTO,446,354,0,100,httpFlood
tcp,S3,377,472,0.31,100,httpFlood
udp,OTH,60,109,0,33,udpFlood
tcp,OTH,66,258,0,98,httpFlood
tcp,OTH,60,180,0,33,httpFlood
tcp,S3,374,147,0,100,httpFlood
tcp,S3,380,919,0,100,httpFlood
tcp,S3,377,627,0.23,99,httpFlood
tcp,OTH,66,40,0,33,httpFlood
tcp,S3,380,144,0,100,httpFlood
tcp,S3,374,279,0,100,httpFlood
tcp,RSTO,446,381,0,100,httpFlood
tcp,S3,374,126,0,100,httpFlood
udp,OTH,60,131,0,33,udpFlood
tcp,OTH,66,71,0,94,httpFlood
udp,OTH,60,58,0,25,udpFlood
tcp,OTH,60,102,0.37,11,httpFlood
tcp,S3,374,363,0,100,httpFlood
tcp,S3,374,149,0,100,httpFlood
tcp,S3,377,643,0.22,99,httpFlood
tcp,OTH,60,111,0.34,19,httpFlood
tcp,OTH,60,177,0,33,httpFlood
tcp,S3,374,169,0,100,httpFlood
tcp,S3,377,243,0.59,99,httpFlood
tcp,OTH,60,14,0,14,httpFlood
udp,OTH,60,109,0,34,udpFlood
tcp,S3,377,609,0.24,99,httpFlood
tcp,S3,377,227,0.63,94,httpFlood
tcp,S3,374,145,0,100,httpFlood
tcp,S3,377,328,0.44,100,httpFlood
tcp,S3,374,144,0,100,httpFlood
tcp,S3,377,179,0.8,78,httpFlood
tcp,S3,380,163,0,100,httpFlood
tcp,S3,377,441,0.33,100,httpFlood
udp,OTH,60,141,0,29,udpFlood
udp,OTH,60,141,0,30,udpFlood
tcp,OTH,60,129,0,32,httpFlood
tcp,S3,380,851,0,100,httpFlood
tcp,S3,374,355,0,100,httpFlood
tcp,OTH,66,82,0,94,httpFlood
tcp,S3,377,294,0.49,100,httpFlood
tcp,S3,377,292,0.49,100,httpFlood
udp,OTH,60,154,0,33,udpFlood
tcp,RSTO,446,361,0,100,httpFlood
tcp,S3,374,149,0,100,httpFlood
tcp,S1,248,203,0,100,httpFlood
tcp,S3,380,161,0,100,httpFlood
tcp,S3,374,215,0,100,httpFlood
tcp,S3,374,153,0,100,httpFlood
tcp,S3,374,147,0,100,httpFlood
tcp,S3,377,460,0.31,100,httpFlood
tcp,OTH,60,178,0,33,httpFlood
tcp,OTH,60,117,0,32,httpFlood
tcp,OTH,60,174,0.22,33,httpFlood
tcp,S3,374,161,0,100,httpFlood
tcp,OTH,60,167,0,33,httpFlood
tcp,OTH,66,16,0,16,httpFlood
tcp,RSTO,446,576,0,100,httpFlood
tcp,S3,377,745,0.19,100,httpFlood
udp,OTH,60,140,0,21,udpFlood
tcp,S3,374,172,0,100,httpFlood
tcp,S3,374,105,0,71,httpFlood
tcp,S3,380,142,0,100,httpFlood
tcp,OTH,66,240,0,98,httpFlood
tcp,S3,374,5,0,98,httpFlood
udp,OTH,60,112,0,33,udpFlood
tcp,S3,377,447,0.32,100,httpFlood
tcp,OTH,60,168,0,33,httpFlood
udp,OTH,60,120,0,35,udpFlood
tcp,OTH,60,45,0,33,httpFlood
tcp,OTH,60,133,0,33,httpFlood
tcp,OTH,60,164,0,33,httpFlood
tcp,S3,374,169,0,100,httpFlood
tcp,S3,377,218,0.66,91,httpFlood
udp,OTH,60,139,0,20,udpFlood
tcp,OTH,60,177,0,33,httpFlood
tcp,S3,377,250,0.58,100,httpFlood
tcp,S3,374,80,0,80,httpFlood
tcp,S3,464,112,0,100,httpFlood
tcp,OTH,66,162,0,100,httpFlood
tcp,S3,380,762,0,100,httpFlood
tcp,S3,377,839,0.17,100,httpFlood
tcp,OTH,60,143,0,31,httpFlood
tcp,S3,377,641,0.22,99,httpFlood
tcp,RSTO,446,791,0,100,httpFlood
tcp,OTH,66,59,0.88,57,httpFlood
tcp,S3,374,136,0,100,httpFlood
tcp,S3,386,203,0,100,httpFlood
tcp,S3,374,144,0,100,httpFlood
tcp,S3,374,176,0,100,httpFlood
tcp,S3,374,150,0,100,httpFlood
tcp,S3,377,427,0.34,100,httpFlood
tcp,S3,374,289,0,100,httpFlood
tcp,S3,374,113,0,76,httpFlood
tcp,OTH,60,20,0,20,httpFlood
tcp,S3,374,151,0,100,httpFlood
tcp,S3,377,615,0.23,99,httpFlood
tcp,OTH,60,138,0,13,httpFlood
tcp,OTH,66,56,0,38,httpFlood
udp,OTH,60,138,0,33,udpFlood
udp,OTH,60,123,0,33,udpFlood
tcp,OTH,60,179,0,33,httpFlood
udp,OTH,60,39,0,36,udpFlood
tcp,S3,374,303,0,100,httpFlood
tcp,S3,377,172,0.84,76,httpFlood
tcp,S3,374,358,0,100,httpFlood
tcp,RSTO,446,385,0,100,httpFlood
tcp,S3,374,45,0,45,httpFlood
tcp,OTH,66,290,0,100,httpFlood
tcp,S3,377,195,0.74,84,httpFlood
udp,OTH,60,116,0,33,udpFlood
tcp,OTH,60,46,0,33,httpFlood
tcp,S3,377,174,0.83,76,httpFlood
tcp,S1,248,208,0,100,httpFlood
tcp,S3,377,207,0.7,87,httpFlood
tcp,RSTO,446,744,0,100,httpFlood
tcp,OTH,66,11,0,11,httpFlood
tcp,S3,377,699,0.21,100,httpFlood
tcp,S3,377,440,0.33,100,httpFlood
tcp,OTH,78,5257,0,70,tcpFlood
tcp,OTH,78,26999,0,65,tcpFlood
tcp,OTH,78,18324,0,78,tcpFlood
tcp,OTH,78,9120,0,66,tcpFlood
tcp,OTH,78,12341,0,71,tcpFlood
tcp,OTH,78,20743,0,72,tcpFlood
tcp,OTH,78,5577,0,68,tcpFlood
tcp,OTH,78,6539,0,72,tcpFlood
tcp,OTH,78,7776,0,72,tcpFlood
tcp,S3,374,157,0,100,httpFlood
tcp,OTH,78,3692,0,71,tcpFlood
tcp,OTH,78,9582,0,72,tcpFlood
tcp,OTH,78,8085,0,70,tcpFlood
tcp,OTH,78,7824,0,72,tcpFlood
tcp,OTH,78,20434,0,67,tcpFlood
tcp,OTH,78,22118,0,68,tcpFlood
tcp,OTH,78,5219,0,67,tcpFlood
tcp,OTH,78,26689,0,74,tcpFlood
tcp,OTH,78,9449,0,70,tcpFlood
tcp,S3,374,74,0,98,httpFlood
tcp,OTH,78,11425,0,67,tcpFlood
tcp,OTH,78,11818,0,70,tcpFlood
tcp,OTH,78,25097,0,75,tcpFlood
tcp,OTH,78,7470,0,73,tcpFlood
tcp,OTH,78,9918,0,67,tcpFlood
tcp,OTH,78,22130,0,71,tcpFlood
tcp,OTH,78,450,0,72,tcpFlood
udp,OTH,60,79,0,35,udpFlood
tcp,OTH,78,11823,0,67,tcpFlood
tcp,OTH,78,15900,0,70,tcpFlood
tcp,OTH,78,23722,0,73,tcpFlood
tcp,OTH,78,11062,0,69,tcpFlood
tcp,OTH,78,20446,0,66,tcpFlood
tcp,OTH,78,6547,0,69,tcpFlood
tcp,OTH,78,8809,0,63,tcpFlood
tcp,OTH,78,1336,0,63,tcpFlood
tcp,OTH,78,8651,0,68,tcpFlood
tcp,OTH,78,5430,0,70,tcpFlood
tcp,OTH,78,6491,0,68,tcpFlood
tcp,OTH,78,19713,0,73,tcpFlood
tcp,OTH,78,8033,0,72,tcpFlood
tcp,S3,374,165,0,100,httpFlood
tcp,OTH,78,11501,0,70,tcpFlood
tcp,OTH,78,9875,0,68,tcpFlood
tcp,OTH,66,176,0,99,httpFlood
tcp,OTH,78,7623,0,72,tcpFlood
udp,OTH,60,68,0,27,udpFlood
tcp,OTH,78,1592,0,75,tcpFlood
tcp,OTH,78,11549,0,66,tcpFlood
tcp,OTH,78,9202,0,65,tcpFlood
tcp,OTH,78,26381,0,69,tcpFlood
tcp,OTH,78,20669,0,65,tcpFlood
tcp,OTH,78,15725,0,72,tcpFlood
tcp,OTH,78,10885,0,70,tcpFlood
tcp,OTH,78,9846,0,70,tcpFlood
tcp,OTH,78,11760,0,64,tcpFlood
tcp,S3,374,169,0,100,httpFlood
tcp,OTH,78,7149,0,71,tcpFlood
tcp,OTH,78,7934,0,73,tcpFlood
tcp,OTH,78,12541,0,67,tcpFlood
tcp,OTH,78,9698,0,73,tcpFlood
tcp,OTH,78,20640,0,67,tcpFlood
tcp,OTH,78,14306,0,74,tcpFlood
tcp,OTH,78,7960,0,66,tcpFlood
tcp,OTH,78,26668,0,66,tcpFlood
tcp,OTH,78,15014,0,69,tcpFlood
tcp,OTH,78,5282,0,71,tcpFlood
tcp,OTH,78,1133,0,67,tcpFlood
tcp,OTH,78,12876,0,76,tcpFlood
tcp,OTH,78,8695,0,71,tcpFlood
tcp,OTH,78,5544,0,71,tcpFlood
tcp,S3,377,206,0.7,87,httpFlood
tcp,OTH,78,24994,0,70,tcpFlood
udp,OTH,60,109,0,33,udpFlood
tcp,OTH,78,27025,0,68,tcpFlood
tcp,OTH,78,15801,0,74,tcpFlood
tcp,S3,374,284,0,100,httpFlood
tcp,OTH,78,26861,0,66,tcpFlood
tcp,OTH,78,7621,0,72,tcpFlood
tcp,OTH,78,5649,0,70,tcpFlood
tcp,S3,374,159,0,100,httpFlood
tcp,OTH,78,9982,0,69,tcpFlood
tcp,OTH,78,13633,0,71,tcpFlood
tcp,OTH,78,7817,0,72,tcpFlood
tcp,OTH,78,6466,0,64,tcpFlood
tcp,OTH,78,7525,0,69,tcpFlood
tcp,OTH,78,4397,0,65,tcpFlood
tcp,OTH,78,11785,0,76,tcpFlood
tcp,OTH,78,16464,0,74,tcpFlood
tcp,OTH,78,12265,0,71,tcpFlood
tcp,OTH,78,23395,0,64,tcpFlood
tcp,OTH,78,22083,0,66,tcpFlood
tcp,OTH,78,10665,0,74,tcpFlood
tcp,OTH,78,12207,0,72,tcpFlood
tcp,OTH,78,8870,0,69,tcpFlood
tcp,OTH,78,8531,0,74,tcpFlood
tcp,OTH,78,21055,0,74,tcpFlood
tcp,OTH,78,9403,0,65,tcpFlood
tcp,OTH,78,22172,0,68,tcpFlood
tcp,OTH,78,14546,0,73,tcpFlood
tcp,OTH,78,9125,0,68,tcpFlood
tcp,OTH,78,8203,0,75,tcpFlood
tcp,OTH,78,7771,0,65,tcpFlood
tcp,OTH,78,5503,0,71,tcpFlood
tcp,OTH,78,9345,0,66,tcpFlood
tcp,OTH,78,7181,0,67,tcpFlood
tcp,OTH,78,7913,0,70,tcpFlood
tcp,OTH,78,20638,0,69,tcpFlood
tcp,OTH,78,22476,0,65,tcpFlood
tcp,S3,374,98,0,100,httpFlood
tcp,OTH,78,22223,0,66,tcpFlood
tcp,OTH,78,17994,0,71,tcpFlood
tcp,OTH,78,16022,0,79,tcpFlood
tcp,OTH,78,25945,0,72,tcpFlood
tcp,OTH,78,17546,0,72,tcpFlood
tcp,OTH,78,5782,0,70,tcpFlood
tcp,OTH,78,9890,0,71,tcpFlood
tcp,OTH,78,3601,0,71,tcpFlood
tcp,OTH,78,6171,0,70,tcpFlood
tcp,OTH,78,25927,0,70,tcpFlood
tcp,OTH,78,4659,0,57,tcpFlood
tcp,OTH,78,6376,0,71,tcpFlood
tcp,S3,377,835,0.17,100,httpFlood
tcp,OTH,78,17755,0,71,tcpFlood
tcp,OTH,78,20714,0,64,tcpFlood
tcp,S3,374,180,0,100,httpFlood
tcp,OTH,78,8048,0,73,tcpFlood
tcp,OTH,78,6207,0,69,tcpFlood
tcp,OTH,78,21339,0,69,tcpFlood
tcp,OTH,78,9860,0,65,tcpFlood
tcp,OTH,78,23837,0,56,tcpFlood
tcp,OTH,78,6546,0,68,tcpFlood
tcp,OTH,78,27120,0,70,tcpFlood
tcp,OTH,78,4986,0,68,tcpFlood
tcp,OTH,78,27026,0,71,tcpFlood
tcp,OTH,78,14594,0,75,tcpFlood
tcp,OTH,78,1171,0,67,tcpFlood
tcp,OTH,78,7941,0,75,tcpFlood
tcp,OTH,78,23697,0,73,tcpFlood
tcp,OTH,78,11123,0,69,tcpFlood
tcp,OTH,78,9892,0,70,tcpFlood
tcp,OTH,78,10759,0,67,tcpFlood
tcp,OTH,78,23791,0,70,tcpFlood
tcp,OTH,78,17466,0,78,tcpFlood
tcp,OTH,78,5354,0,71,tcpFlood
tcp,OTH,78,7084,0,73,tcpFlood
tcp,S3,374,25,0,25,httpFlood
tcp,OTH,78,7189,0,75,tcpFlood
tcp,OTH,78,7568,0,65,tcpFlood
tcp,OTH,78,20559,0,68,tcpFlood
tcp,OTH,78,8059,0,74,tcpFlood
tcp,OTH,78,11764,0,67,tcpFlood
tcp,OTH,78,9899,0,67,tcpFlood
tcp,OTH,66,83,0,56,httpFlood
tcp,OTH,78,16332,0,71,tcpFlood
tcp,OTH,78,5539,0,69,tcpFlood
tcp,OTH,78,27114,0,67,tcpFlood
tcp,S3,374,119,0,100,httpFlood
tcp,OTH,60,177,0,33,httpFlood
tcp,OTH,78,20717,0,67,tcpFlood
tcp,OTH,78,8182,0,68,tcpFlood
tcp,OTH,78,8515,0,68,tcpFlood
tcp,OTH,78,6549,0,69,tcpFlood
tcp,OTH,60,176,0.22,33,httpFlood
tcp,OTH,78,17556,0,73,tcpFlood
tcp,OTH,78,20621,0,71,tcpFlood
tcp,S3,374,51,0,51,httpFlood
tcp,OTH,78,17794,0,75,tcpFlood
tcp,OTH,78,7783,0,72,tcpFlood
tcp,OTH,78,9220,0,64,tcpFlood
tcp,OTH,78,20782,0,65,tcpFlood
tcp,OTH,78,23447,0,74,tcpFlood
tcp,OTH,78,4975,0,69,tcpFlood
tcp,OTH,78,23589,0,65,tcpFlood
tcp,OTH,78,25966,0,73,tcpFlood
tcp,OTH,78,7548,0,67,tcpFlood
tcp,OTH,78,1713,0,64,tcpFlood
tcp,S3,374,149,0,100,httpFlood
udp,OTH,60,129,0,33,udpFlood
tcp,OTH,78,11816,0,68,tcpFlood
tcp,OTH,78,8328,0,68,tcpFlood
tcp,S3,374,75,0,75,httpFlood
tcp,OTH,78,10603,0,71,tcpFlood
tcp,OTH,78,10174,0,68,tcpFlood
tcp,OTH,78,24087,0,74,tcpFlood
tcp,OTH,78,10902,0,72,tcpFlood
tcp,OTH,66,302,0,100,httpFlood
tcp,OTH,78,9504,0,64,tcpFlood
tcp,OTH,78,7761,0,71,tcpFlood
tcp,OTH,78,10545,0,65,tcpFlood
tcp,OTH,78,24859,0,69,tcpFlood
tcp,OTH,78,8076,0,73,tcpFlood
tcp,OTH,78,8723,0,75,tcpFlood
tcp,OTH,78,20492,0,70,tcpFlood
tcp,S3,374,148,0,100,httpFlood
tcp,OTH,78,765,0,68,tcpFlood
tcp,OTH,78,2533,0,63,tcpFlood
tcp,OTH,78,6336,0,68,tcpFlood
tcp,OTH,78,13233,0,79,tcpFlood
tcp,OTH,78,7633,0,72,tcpFlood
tcp,OTH,78,14434,0,75,tcpFlood
tcp,OTH,78,6538,0,68,tcpFlood
tcp,OTH,78,20381,0,75,tcpFlood
tcp,OTH,78,8480,0,65,tcpFlood
tcp,OTH,78,8265,0,63,tcpFlood
tcp,OTH,78,10762,0,71,tcpFlood
tcp,OTH,78,12819,0,69,tcpFlood
tcp,OTH,78,8729,0,66,tcpFlood
tcp,OTH,78,9243,0,70,tcpFlood
tcp,S3,377,783,0.18,100,httpFlood
tcp,OTH,78,4894,0,68,tcpFlood
tcp,S3,377,330,0.44,100,httpFlood
tcp,OTH,78,8744,0,73,tcpFlood
tcp,OTH,78,9849,0,66,tcpFlood
tcp,OTH,78,7934,0,73,tcpFlood
tcp,OTH,78,10454,0,75,tcpFlood
tcp,OTH,78,10465,0,69,tcpFlood
tcp,OTH,78,26892,0,69,tcpFlood
tcp,OTH,78,9902,0,72,tcpFlood
tcp,OTH,78,15380,0,71,tcpFlood
tcp,OTH,78,6061,0,71,tcpFlood
tcp,OTH,78,8568,0,73,tcpFlood
tcp,OTH,78,9967,0,69,tcpFlood
tcp,OTH,78,10949,0,67,tcpFlood
tcp,OTH,78,6497,0,70,tcpFlood
tcp,OTH,78,21322,0,68,tcpFlood
tcp,OTH,78,18436,0,68,tcpFlood
tcp,OTH,78,1865,0,68,tcpFlood
tcp,OTH,78,16998,0,73,tcpFlood
tcp,OTH,78,2700,0,70,tcpFlood
tcp,OTH,78,9974,0,69,tcpFlood
tcp,S3,374,127,0,100,httpFlood
tcp,OTH,78,7809,0,74,tcpFlood
tcp,OTH,78,10713,0,67,tcpFlood
tcp,OTH,78,5464,0,70,tcpFlood
tcp,OTH,78,22390,0,69,tcpFlood
tcp,OTH,78,15771,0,73,tcpFlood
tcp,OTH,78,6150,0,66,tcpFlood
tcp,OTH,78,5835,0,67,tcpFlood
tcp,OTH,78,2106,0,64,tcpFlood
tcp,OTH,78,9889,0,72,tcpFlood
tcp,OTH,78,6474,0,71,tcpFlood
tcp,OTH,78,8316,0,69,tcpFlood
tcp,OTH,78,7173,0,72,tcpFlood
tcp,OTH,78,11799,0,69,tcpFlood
tcp,OTH,78,10303,0,68,tcpFlood
tcp,OTH,78,8940,0,73,tcpFlood
tcp,OTH,78,9927,0,67,tcpFlood
tcp,OTH,78,8864,0,69,tcpFlood
tcp,OTH,78,7592,0,66,tcpFlood
tcp,RSTO,446,391,0,100,httpFlood
tcp,OTH,78,9601,0,66,tcpFlood
tcp,OTH,78,15264,0,65,tcpFlood
tcp,OTH,78,14414,0,78,tcpFlood
tcp,OTH,78,5175,0,66,tcpFlood
tcp,OTH,78,24181,0,76,tcpFlood
tcp,OTH,78,10720,0,72,tcpFlood
tcp,OTH,78,5748,0,69,tcpFlood
tcp,OTH,78,1772,0,73,tcpFlood
tcp,S3,374,27,0,98,httpFlood
tcp,OTH,78,19050,0,72,tcpFlood
tcp,OTH,78,718,0,71,tcpFlood
tcp,OTH,78,8640,0,69,tcpFlood
tcp,OTH,78,5658,0,74,tcpFlood
tcp,OTH,78,8590,0,64,tcpFlood
tcp,OTH,78,13384,0,76,tcpFlood
