% isAttack normal:	2000
% isAttack attack:	2000
@relation 'normal-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R6,9,30,40'

@attribute mean_fpktl numeric
@attribute min_bpktl numeric
@attribute sflow_fpackets numeric
@attribute isAttack {normal,attack}

@data
44,-1,3,normal
300,-1,1,normal
93,-1,1,normal
61,-1,1,normal
243,-1,1,normal
60,-1,1,normal
44,-1,3,normal
87,-1,1,normal
48,-1,1,normal
94,-1,1,normal
92,-1,1,normal
44,-1,2,normal
125,-1,7,normal
70,-1,1,normal
48,-1,1,normal
58,-1,1,normal
44,-1,1,normal
92,-1,1,normal
126,-1,1,normal
67,-1,1,normal
300,-1,1,normal
94,-1,1,normal
176,-1,1,normal
617,-1,1,normal
126,-1,1,normal
235,-1,1,normal
44,-1,3,normal
197,-1,1,normal
177,-1,1,normal
300,-1,1,normal
44,-1,1,normal
326,-1,1,normal
126,-1,1,normal
131,-1,1,normal
1452,-1,8,normal
126,-1,1,normal
48,-1,1,normal
268,-1,1,normal
126,-1,1,normal
81,-1,1,normal
155,-1,1,normal
275,-1,1,normal
140,-1,1,normal
296,-1,1,normal
76,-1,1,normal
158,-1,1,normal
129,-1,1,normal
96,-1,1,normal
92,-1,1,normal
48,-1,2,normal
315,-1,1,normal
96,-1,1,normal
221,-1,1,normal
30,-1,1,normal
44,-1,1,normal
44,-1,2,normal
44,-1,1,normal
129,-1,1,normal
92,-1,1,normal
97,-1,1,normal
116,-1,1,normal
317,-1,1,normal
196,-1,1,normal
276,-1,1,normal
110,-1,1,normal
1108,-1,2,normal
48,-1,1,normal
133,-1,1,normal
45,-1,1,normal
161,-1,1,normal
142,-1,1,normal
131,-1,1,normal
78,-1,1,normal
1108,-1,1,normal
92,-1,1,normal
73,-1,1,normal
66,-1,4,normal
211,-1,1,normal
44,-1,2,normal
300,-1,1,normal
624,-1,1,normal
131,-1,1,normal
48,-1,1,normal
95,-1,1,normal
126,-1,1,normal
131,-1,19,normal
81,-1,1,normal
131,-1,1,normal
81,-1,1,normal
147,-1,1,normal
44,-1,4,normal
83,-1,1,normal
92,-1,1,normal
596,-1,1,normal
126,-1,1,normal
85,-1,1,normal
129,-1,2,normal
495,-1,1,normal
399,-1,1,normal
126,-1,1,normal
1484,-1,10,normal
131,-1,1,normal
665,-1,75,normal
129,-1,1,normal
44,-1,6,normal
129,-1,1,normal
44,-1,1,normal
44,-1,1,normal
1060,-1,417,normal
129,-1,1,normal
126,-1,1,normal
72,-1,1,normal
72,-1,1,normal
84,-1,1,normal
370,-1,1,normal
44,-1,1,normal
129,-1,1,normal
73,-1,1,normal
131,-1,8,normal
73,-1,1,normal
92,-1,1,normal
48,-1,1,normal
77,-1,1,normal
29,-1,1,normal
48,-1,1,normal
62,-1,1,normal
143,-1,1,normal
159,-1,1,normal
92,-1,1,normal
66,-1,1,normal
129,-1,1,normal
90,-1,1,normal
129,-1,1,normal
75,-1,1,normal
69,-1,1,normal
90,-1,1,normal
126,-1,1,normal
142,-1,1,normal
131,-1,1,normal
92,-1,1,normal
129,-1,1,normal
129,-1,1,normal
44,-1,1,normal
154,-1,1,normal
129,-1,1,normal
58,-1,1,normal
126,-1,1,normal
126,-1,1,normal
276,-1,1,normal
618,-1,163,normal
183,-1,1,normal
99,-1,1,normal
95,-1,1,normal
585,-1,1,normal
44,-1,2,normal
80,-1,1,normal
181,-1,1,normal
76,-1,1,normal
126,-1,1,normal
126,-1,1,normal
48,-1,1,normal
44,-1,1,normal
96,-1,1,normal
126,-1,1,normal
73,-1,1,normal
58,-1,1,normal
177,-1,1,normal
1060,-1,1,normal
1452,-1,8,normal
73,-1,1,normal
83,-1,1,normal
131,-1,1,normal
126,-1,1,normal
92,-1,1,normal
1108,-1,1,normal
44,-1,1,normal
44,-1,3,normal
94,-1,1,normal
129,-1,1,normal
116,-1,1,normal
631,-1,1,normal
44,-1,1,normal
86,-1,1,normal
116,-1,1,normal
126,-1,1,normal
44,-1,2,normal
235,-1,1,normal
93,-1,1,normal
126,-1,1,normal
64,-1,1,normal
126,-1,1,normal
30,-1,1,normal
126,-1,1,normal
177,-1,1,normal
64,-1,1,normal
44,-1,3,normal
70,-1,1,normal
129,-1,1,normal
49,-1,1,normal
174,-1,1,normal
158,-1,2,normal
92,-1,1,normal
62,-1,1,normal
126,-1,1,normal
177,-1,1,normal
274,-1,1,normal
100,-1,1,normal
126,-1,1,normal
220,-1,1,normal
69,-1,1,normal
80,-1,1,normal
90,-1,1,normal
129,-1,1,normal
116,-1,1,normal
764,-1,1,normal
157,-1,2,normal
427,-1,2,normal
61,-1,1,normal
58,-1,1,normal
63,-1,1,normal
78,-1,1,normal
151,-1,1,normal
93,-1,1,normal
637,-1,1,normal
131,-1,1,normal
126,-1,1,normal
30,-1,1,normal
126,-1,1,normal
129,-1,1,normal
91,-1,1,normal
79,-1,1,normal
1108,-1,4,normal
73,-1,1,normal
176,-1,1,normal
138,-1,8,normal
129,-1,1,normal
122,-1,1,normal
44,-1,4,normal
126,-1,1,normal
57,-1,1,normal
73,-1,1,normal
93,-1,1,normal
131,-1,1,normal
58,-1,1,normal
71,-1,1,normal
126,-1,1,normal
1060,-1,1,normal
44,-1,1,normal
75,-1,1,normal
1108,-1,1,normal
129,-1,1,normal
130,-1,1,normal
80,-1,1,normal
126,-1,1,normal
113,-1,1,normal
66,-1,1,normal
75,-1,1,normal
92,-1,1,normal
116,-1,1,normal
44,-1,2,normal
76,-1,1,normal
101,-1,1,normal
73,-1,1,normal
80,-1,1,normal
136,-1,1,normal
158,-1,1,normal
30,-1,1,normal
86,-1,1,normal
89,-1,1,normal
67,-1,1,normal
126,-1,1,normal
58,-1,1,normal
58,-1,1,normal
131,-1,1,normal
48,-1,1,normal
73,-1,1,normal
177,-1,1,normal
74,-1,1,normal
140,-1,1,normal
73,-1,1,normal
145,-1,1,normal
126,-1,1,normal
97,-1,1,normal
44,-1,2,normal
30,-1,1,normal
195,-1,1,normal
32,-1,1,normal
52,-1,1,normal
296,-1,1,normal
90,-1,1,normal
296,-1,1,normal
80,-1,1,normal
60,-1,1,normal
92,-1,1,normal
182,-1,1,normal
755,-1,1,normal
30,-1,1,normal
73,-1,1,normal
48,-1,1,normal
32,-1,1,normal
134,-1,1,normal
53,-1,2,normal
116,-1,1,normal
48,-1,1,normal
743,-1,1,normal
1034,-1,15,normal
126,-1,1,normal
48,-1,2,normal
76,-1,1,normal
315,-1,1,normal
44,-1,3,normal
64,-1,1,normal
78,-1,1,normal
80,-1,1,normal
126,-1,1,normal
152,-1,1,normal
149,-1,1,normal
78,-1,1,normal
96,-1,1,normal
126,-1,1,normal
74,-1,1,normal
84,-1,1,normal
44,-1,1,normal
1452,-1,8,normal
79,-1,1,normal
341,-1,1,normal
44,-1,1,normal
74,-1,1,normal
60,-1,1,normal
93,-1,1,normal
426,-1,1,normal
93,-1,1,normal
92,-1,1,normal
596,-1,1,normal
44,-1,4,normal
228,-1,1,normal
89,-1,1,normal
62,-1,1,normal
790,-1,1,normal
129,-1,1,normal
126,-1,1,normal
32,-1,1,normal
39,-1,2,normal
129,-1,1,normal
44,-1,2,normal
326,-1,1,normal
646,-1,1,normal
41,-1,1,normal
296,-1,1,normal
79,-1,1,normal
292,-1,1,normal
367,-1,1,normal
44,-1,1,normal
74,-1,1,normal
315,-1,1,normal
126,-1,1,normal
1108,-1,1,normal
122,-1,1,normal
73,-1,1,normal
163,-1,1,normal
131,-1,1,normal
44,-1,2,normal
44,-1,1,normal
305,-1,1,normal
44,-1,1,normal
636,-1,1,normal
126,-1,1,normal
58,-1,1,normal
58,-1,1,normal
197,-1,1,normal
165,-1,1,normal
177,-1,1,normal
62,-1,1,normal
153,-1,1,normal
76,-1,1,normal
44,-1,1,normal
100,-1,1,normal
129,-1,1,normal
296,-1,1,normal
177,-1,2,normal
126,-1,1,normal
131,-1,1,normal
147,-1,1,normal
44,-1,1,normal
572,-1,1,normal
147,-1,1,normal
131,-1,1,normal
44,-1,3,normal
305,-1,1,normal
300,-1,1,normal
126,-1,1,normal
74,-1,1,normal
130,-1,1,normal
126,-1,1,normal
73,-1,1,normal
65,-1,1,normal
116,-1,1,normal
111,-1,1,normal
100,-1,1,normal
44,-1,1,normal
51,-1,1,normal
258,-1,1,normal
126,-1,1,normal
90,-1,1,normal
1060,-1,1,normal
106,-1,1,normal
123,-1,1,normal
92,-1,1,normal
51,-1,3,normal
53,-1,3,normal
172,-1,1,normal
84,-1,1,normal
99,-1,1,normal
116,-1,1,normal
129,-1,1,normal
44,-1,1,normal
76,-1,1,normal
48,-1,2,normal
129,-1,1,normal
74,-1,3,normal
129,-1,1,normal
67,-1,1,normal
44,-1,1,normal
44,-1,3,normal
59,-1,1,normal
367,-1,1,normal
126,-1,1,normal
146,-1,1,normal
95,-1,1,normal
126,-1,1,normal
44,-1,4,normal
83,-1,1,normal
116,-1,1,normal
71,-1,1,normal
129,-1,1,normal
116,-1,1,normal
89,-1,4,normal
1108,-1,1,normal
76,-1,1,normal
84,-1,1,normal
88,-1,1,normal
62,-1,1,normal
129,-1,1,normal
634,-1,1,normal
44,-1,2,normal
131,-1,1,normal
89,-1,1,normal
136,-1,1,normal
142,-1,1,normal
74,-1,1,normal
131,-1,1,normal
1452,-1,8,normal
126,-1,1,normal
48,-1,1,normal
107,-1,1,normal
90,-1,1,normal
44,-1,2,normal
56,-1,62,normal
58,-1,2,normal
64,-1,1,normal
352,-1,1,normal
74,-1,1,normal
145,-1,1,normal
78,-1,1,normal
76,-1,1,normal
44,-1,1,normal
72,-1,1,normal
200,-1,1,normal
129,-1,1,normal
129,-1,2,normal
1160,-1,1,normal
129,-1,1,normal
74,-1,1,normal
669,-1,1,normal
698,-1,1,normal
73,-1,1,normal
51,-1,1,normal
97,-1,1,normal
145,-1,1,normal
77,-1,1,normal
281,-1,2,normal
180,-1,1,normal
126,-1,1,normal
62,-1,1,normal
515,-1,1,normal
475,-1,1,normal
110,-1,1,normal
48,-1,2,normal
129,-1,1,normal
643,-1,1,normal
77,-1,1,normal
48,-1,1,normal
723,-1,1,normal
158,-1,1,normal
305,-1,1,normal
77,-1,1,normal
44,-1,1,normal
87,-1,2,normal
44,-1,2,normal
73,-1,1,normal
46,-1,1,normal
95,-1,1,normal
30,-1,1,normal
126,-1,1,normal
112,-1,1,normal
44,-1,4,normal
131,-1,1,normal
96,-1,1,normal
95,-1,1,normal
86,-1,1,normal
116,-1,1,normal
44,-1,1,normal
129,-1,1,normal
273,-1,1,normal
163,-1,1,normal
126,-1,1,normal
126,-1,1,normal
131,-1,1,normal
647,-1,80,normal
596,-1,1,normal
44,-1,1,normal
44,-1,3,normal
81,-1,1,normal
30,-1,1,normal
635,-1,1,normal
126,-1,1,normal
95,-1,1,normal
69,-1,1,normal
129,-1,1,normal
134,-1,1,normal
90,-1,1,normal
90,-1,1,normal
97,-1,1,normal
1108,-1,1,normal
58,-1,1,normal
82,-1,1,normal
129,-1,1,normal
126,-1,1,normal
93,-1,1,normal
275,-1,1,normal
311,-1,1,normal
142,-1,1,normal
129,-1,1,normal
58,-1,1,normal
90,-1,1,normal
611,-1,1,normal
58,-1,1,normal
44,-1,1,normal
206,-1,10,normal
164,-1,1,normal
129,-1,1,normal
596,-1,1,normal
69,-1,1,normal
749,-1,1,normal
88,-1,1,normal
90,-1,1,normal
76,-1,1,normal
49,-1,16,normal
126,-1,1,normal
48,-1,1,normal
856,-1,1,normal
32,-1,1,normal
44,-1,1,normal
90,-1,1,normal
1108,-1,1,normal
98,-1,1,normal
147,-1,1,normal
749,-1,1,normal
71,-1,1,normal
124,-1,1,normal
80,-1,1,normal
131,-1,1,normal
741,-1,6,normal
129,-1,1,normal
126,-1,1,normal
87,-1,37,normal
130,-1,1,normal
300,-1,1,normal
58,-1,1,normal
44,-1,1,normal
152,-1,1,normal
126,-1,1,normal
85,-1,1,normal
126,-1,1,normal
48,-1,1,normal
66,-1,1,normal
126,-1,1,normal
252,-1,1,normal
53,-1,1,normal
655,-1,1,normal
44,-1,3,normal
268,-1,1,normal
634,-1,1,normal
116,-1,1,normal
73,-1,1,normal
126,-1,1,normal
58,-1,1,normal
129,-1,1,normal
92,-1,1,normal
119,-1,1,normal
122,-1,1,normal
497,-1,1,normal
129,-1,1,normal
190,-1,1,normal
126,-1,1,normal
75,-1,1,normal
67,-1,1,normal
221,-1,1,normal
131,-1,1,normal
126,-1,1,normal
50,-1,141,normal
44,-1,2,normal
48,-1,1,normal
58,-1,1,normal
48,-1,1,normal
99,-1,1,normal
56,-1,2,normal
396,-1,3,normal
30,-1,1,normal
66,-1,1,normal
95,-1,1,normal
124,-1,1,normal
71,-1,3,normal
126,-1,1,normal
123,-1,1,normal
51,-1,1,normal
98,-1,1,normal
70,-1,1,normal
102,-1,1,normal
44,-1,1,normal
299,-1,1,normal
84,-1,1,normal
116,-1,1,normal
174,-1,1,normal
46,-1,1,normal
1452,-1,8,normal
330,-1,1,normal
69,-1,1,normal
92,-1,1,normal
48,-1,1,normal
129,-1,1,normal
140,-1,1,normal
117,-1,1,normal
140,-1,1,normal
126,-1,1,normal
145,-1,1,normal
72,-1,1,normal
565,-1,1,normal
296,-1,1,normal
126,-1,1,normal
93,-1,1,normal
58,-1,1,normal
57,-1,1,normal
46,-1,1,normal
126,-1,1,normal
126,-1,1,normal
44,-1,1,normal
97,-1,1,normal
131,-1,1,normal
84,-1,1,normal
74,-1,1,normal
30,-1,1,normal
131,-1,1,normal
144,-1,1,normal
305,-1,1,normal
44,-1,1,normal
48,-1,1,normal
324,-1,1,normal
73,-1,1,normal
129,-1,1,normal
81,-1,1,normal
86,-1,1,normal
596,-1,2,normal
303,-1,1,normal
126,-1,1,normal
630,-1,1,normal
623,-1,1,normal
129,-1,1,normal
30,-1,1,normal
377,-1,1,normal
58,-1,1,normal
126,-1,1,normal
92,-1,1,normal
67,-1,1,normal
79,-1,1,normal
296,-1,1,normal
80,-1,1,normal
92,-1,1,normal
84,-1,1,normal
64,-1,1,normal
116,-1,1,normal
44,-1,1,normal
78,-1,1,normal
474,-1,1,normal
97,-1,1,normal
131,-1,1,normal
315,-1,1,normal
73,-1,1,normal
126,-1,1,normal
93,-1,1,normal
183,-1,2,normal
1108,-1,1,normal
80,-1,1,normal
116,-1,1,normal
107,-1,1,normal
44,-1,1,normal
121,-1,1,normal
73,-1,1,normal
44,-1,2,normal
131,-1,1,normal
92,-1,1,normal
73,-1,1,normal
62,-1,1,normal
596,-1,1,normal
30,-1,1,normal
44,-1,1,normal
122,-1,1,normal
1060,-1,1,normal
178,-1,1,normal
129,-1,2,normal
94,-1,1,normal
138,-1,1,normal
129,-1,1,normal
54,-1,5,normal
126,-1,1,normal
129,-1,1,normal
76,-1,1,normal
315,-1,1,normal
75,-1,1,normal
76,-1,1,normal
30,-1,1,normal
92,-1,1,normal
44,-1,3,normal
1060,-1,1,normal
158,-1,1,normal
65,-1,1,normal
691,-1,1,normal
151,-1,1,normal
635,-1,1,normal
59,-1,3,normal
63,-1,1,normal
44,-1,4,normal
129,-1,1,normal
160,-1,1,normal
197,-1,1,normal
92,-1,1,normal
94,-1,1,normal
64,-1,1,normal
800,-1,1,normal
44,-1,1,normal
77,-1,1,normal
250,-1,1,normal
153,-1,1,normal
124,-1,1,normal
86,-1,1,normal
44,-1,2,normal
326,-1,1,normal
371,-1,1,normal
131,-1,1,normal
126,-1,1,normal
126,-1,1,normal
76,-1,4,normal
29,-1,1,normal
939,-1,3,normal
126,-1,1,normal
1108,-1,1,normal
56,-1,1,normal
317,-1,1,normal
1108,-1,1,normal
116,-1,1,normal
133,-1,1,normal
63,-1,1,normal
90,-1,1,normal
91,-1,1,normal
44,-1,1,normal
48,-1,2,normal
90,-1,1,normal
100,-1,1,normal
131,-1,1,normal
30,-1,1,normal
44,-1,1,normal
296,-1,1,normal
72,-1,1,normal
106,52,983,attack
65,52,10914,attack
96,52,1243,attack
129,52,1081,attack
85,52,462,attack
67,52,7211,attack
65,52,11941,attack
65,52,9041,attack
71,52,5556,attack
118,52,2057,attack
114,52,1337,attack
120,52,2378,attack
90,52,2550,attack
117,52,2389,attack
143,52,1020,attack
65,52,10899,attack
124,52,2154,attack
96,52,1524,attack
90,52,1862,attack
77,52,2763,attack
66,52,3072,attack
64,52,11153,attack
90,52,1761,attack
72,52,5706,attack
68,52,8330,attack
124,52,2221,attack
126,52,1439,attack
107,52,1802,attack
122,52,2206,attack
66,52,7589,attack
67,52,8608,attack
116,52,2386,attack
78,52,234,attack
104,52,1120,attack
133,52,1128,attack
126,52,2092,attack
73,52,5497,attack
328,-1,1,attack
89,52,540,attack
66,52,6851,attack
132,52,1045,attack
67,52,7118,attack
86,52,2003,attack
125,52,1127,attack
66,52,2943,attack
69,52,2793,attack
118,52,2187,attack
100,52,1696,attack
205,60,1,attack
97,52,1225,attack
78,52,2830,attack
66,52,7916,attack
78,52,2698,attack
67,52,9270,attack
66,52,7719,attack
173,60,3,attack
84,52,2706,attack
65,52,11650,attack
66,52,5985,attack
66,52,9027,attack
95,52,2269,attack
66,52,7634,attack
122,52,2267,attack
108,52,1569,attack
87,52,2271,attack
66,52,7929,attack
64,52,11149,attack
87,52,3497,attack
67,52,7132,attack
65,52,7682,attack
67,52,8888,attack
93,52,1611,attack
112,52,1208,attack
65,52,8302,attack
110,52,149,attack
110,52,1906,attack
140,60,6,attack
65,52,10985,attack
125,52,2178,attack
88,52,2017,attack
78,52,2499,attack
102,52,1261,attack
118,52,1554,attack
65,52,9712,attack
71,-1,2,attack
127,52,1188,attack
67,52,9567,attack
120,52,1469,attack
109,52,456,attack
70,40,5903,attack
67,52,7598,attack
130,52,2215,attack
64,52,12430,attack
89,52,2137,attack
131,52,1366,attack
72,40,5720,attack
72,52,5244,attack
83,52,2265,attack
112,52,1628,attack
92,52,1761,attack
99,52,1245,attack
108,52,980,attack
117,60,4,attack
128,52,1300,attack
65,52,11266,attack
112,52,1988,attack
86,52,3314,attack
141,52,946,attack
66,52,7658,attack
266,60,1,attack
79,52,3788,attack
128,60,6,attack
80,52,2462,attack
65,52,9320,attack
67,52,9345,attack
66,52,3044,attack
155,60,4,attack
76,52,2666,attack
65,52,8719,attack
78,52,214,attack
121,52,867,attack
67,52,7061,attack
123,52,2213,attack
115,52,1625,attack
111,52,330,attack
77,52,2546,attack
97,52,1935,attack
105,52,983,attack
90,52,1651,attack
65,52,7683,attack
125,52,2276,attack
74,52,4699,attack
79,52,2839,attack
76,52,3038,attack
103,52,1220,attack
65,52,7750,attack
98,52,1219,attack
64,52,13239,attack
117,52,2588,attack
64,52,11056,attack
87,52,531,attack
65,52,7679,attack
93,52,1520,attack
113,52,1388,attack
127,52,1989,attack
347,60,2,attack
95,52,251,attack
76,52,3077,attack
77,40,4372,attack
79,52,339,attack
85,52,3084,attack
101,52,1155,attack
66,52,2920,attack
74,40,5216,attack
66,52,7742,attack
73,52,4950,attack
229,-1,1,attack
73,52,3356,attack
95,52,1614,attack
76,40,4407,attack
111,52,1506,attack
67,52,9634,attack
77,52,2982,attack
77,52,4481,attack
75,52,4909,attack
63,52,11348,attack
66,52,2931,attack
66,52,3029,attack
66,52,7240,attack
67,52,8253,attack
126,52,1110,attack
88,52,2537,attack
220,60,1,attack
76,52,3080,attack
66,52,2898,attack
67,52,8653,attack
63,52,11397,attack
65,52,4508,attack
124,52,1904,attack
113,52,1353,attack
65,52,11310,attack
76,52,3136,attack
88,52,3362,attack
66,52,5976,attack
89,52,4604,attack
66,52,7013,attack
132,52,1854,attack
65,52,9355,attack
148,52,1115,attack
82,52,2155,attack
99,52,1159,attack
65,52,11613,attack
67,52,9624,attack
68,52,2148,attack
122,52,2279,attack
71,52,5689,attack
74,52,5048,attack
124,52,2084,attack
118,52,1678,attack
66,52,3013,attack
67,52,8291,attack
119,52,2472,attack
119,52,586,attack
65,52,9221,attack
119,52,2147,attack
65,52,9239,attack
65,52,8324,attack
103,52,1208,attack
85,52,3053,attack
122,52,1518,attack
77,52,3046,attack
158,52,301,attack
123,52,1301,attack
124,52,1481,attack
129,52,1200,attack
77,52,3007,attack
75,52,3059,attack
118,52,2399,attack
78,52,2712,attack
79,52,2591,attack
96,52,1369,attack
103,52,1565,attack
73,40,5401,attack
88,52,2964,attack
64,52,11393,attack
108,52,1573,attack
130,52,2022,attack
100,52,1401,attack
115,52,841,attack
65,52,10876,attack
127,52,1120,attack
65,52,11619,attack
101,52,1359,attack
85,52,5268,attack
81,52,2457,attack
151,52,343,attack
131,52,1984,attack
83,52,2257,attack
109,60,16,attack
137,52,446,attack
67,52,9724,attack
87,52,1230,attack
65,52,12052,attack
83,52,2009,attack
66,52,7338,attack
112,52,1592,attack
90,52,3168,attack
127,52,1514,attack
117,52,2442,attack
145,52,881,attack
120,52,1697,attack
65,52,11701,attack
95,52,1093,attack
64,52,15366,attack
119,52,1842,attack
90,52,4415,attack
123,52,1449,attack
193,60,2,attack
65,52,7608,attack
79,52,2796,attack
79,52,2719,attack
120,52,2341,attack
129,52,1531,attack
63,52,11412,attack
143,52,639,attack
102,52,1168,attack
117,52,2619,attack
78,40,4263,attack
240,60,2,attack
113,52,1483,attack
101,52,255,attack
267,60,1,attack
66,52,2939,attack
84,52,2451,attack
64,52,12872,attack
192,60,1,attack
73,52,5143,attack
136,52,926,attack
77,52,2766,attack
65,52,12307,attack
100,52,111,attack
111,52,1750,attack
99,52,1237,attack
65,52,11456,attack
65,52,7529,attack
65,52,7679,attack
72,52,5704,attack
79,52,2565,attack
101,52,1191,attack
222,60,1,attack
129,52,2144,attack
130,52,1999,attack
72,52,5402,attack
85,52,1707,attack
117,52,2377,attack
125,52,1222,attack
82,52,2886,attack
65,52,10743,attack
67,52,9342,attack
65,52,12133,attack
127,52,2215,attack
92,52,1854,attack
73,52,5744,attack
121,52,1185,attack
76,52,2761,attack
74,40,2415,attack
160,52,232,attack
76,52,2889,attack
118,52,1396,attack
66,52,5586,attack
67,52,2840,attack
65,52,9989,attack
102,52,1142,attack
67,52,8684,attack
98,52,1226,attack
65,52,11649,attack
77,52,2864,attack
84,52,3005,attack
64,52,15438,attack
107,52,141,attack
76,52,2784,attack
87,52,2047,attack
115,52,1181,attack
77,40,4415,attack
65,52,11357,attack
76,52,3092,attack
66,52,7831,attack
67,52,8532,attack
65,52,9233,attack
67,52,9225,attack
90,52,2741,attack
80,52,5838,attack
193,60,2,attack
125,52,2273,attack
65,52,11078,attack
267,60,2,attack
105,52,1013,attack
90,52,1843,attack
163,60,4,attack
66,52,5473,attack
126,52,992,attack
136,60,4,attack
99,52,1484,attack
68,52,8455,attack
77,52,48,attack
118,52,1193,attack
64,52,8277,attack
66,52,3123,attack
74,52,5098,attack
84,52,5156,attack
103,52,1095,attack
122,52,2469,attack
65,52,8306,attack
116,52,2446,attack
106,52,522,attack
131,60,3,attack
119,52,1323,attack
101,52,509,attack
67,52,7642,attack
75,52,2996,attack
75,52,3048,attack
64,52,15377,attack
80,52,2669,attack
63,52,11318,attack
66,52,7502,attack
99,52,1355,attack
117,52,1457,attack
85,52,2859,attack
83,52,2889,attack
119,52,654,attack
65,52,10662,attack
127,52,2123,attack
129,52,1919,attack
99,52,1512,attack
178,60,4,attack
89,52,3492,attack
80,52,2442,attack
106,52,823,attack
66,52,7488,attack
136,60,6,attack
65,52,11858,attack
121,52,1453,attack
116,52,2449,attack
89,52,4563,attack
66,52,3008,attack
81,52,3500,attack
91,52,2478,attack
63,52,10123,attack
81,52,2332,attack
99,52,1315,attack
71,40,5630,attack
68,52,2935,attack
108,52,1714,attack
98,52,1211,attack
98,52,1516,attack
124,52,2046,attack
66,52,6334,attack
94,52,1027,attack
65,52,9174,attack
174,52,193,attack
100,52,1185,attack
118,52,2409,attack
94,52,1851,attack
66,52,2868,attack
65,52,10984,attack
97,52,3920,attack
120,52,836,attack
84,52,2112,attack
90,52,3088,attack
130,52,1180,attack
111,52,1021,attack
94,52,1970,attack
75,52,4757,attack
63,52,10894,attack
93,52,567,attack
65,52,9329,attack
181,60,2,attack
72,40,5429,attack
145,60,5,attack
65,52,7729,attack
81,52,2584,attack
92,52,1766,attack
101,52,1133,attack
110,52,1298,attack
80,52,2576,attack
120,52,2235,attack
125,52,2316,attack
67,52,9424,attack
66,52,6273,attack
65,52,11079,attack
157,52,142,attack
68,52,3480,attack
81,52,3504,attack
71,40,5627,attack
86,40,1362,attack
74,52,4824,attack
116,52,1484,attack
96,52,578,attack
116,52,1433,attack
119,52,1330,attack
124,52,1951,attack
119,52,1574,attack
86,52,2709,attack
66,52,2995,attack
78,52,2539,attack
64,52,15386,attack
67,52,9025,attack
68,52,8399,attack
74,52,4906,attack
65,52,10853,attack
133,52,1110,attack
120,52,1452,attack
109,60,16,attack
70,40,6028,attack
76,52,2722,attack
84,52,3345,attack
84,52,3022,attack
93,52,1377,attack
71,52,5592,attack
65,52,10910,attack
72,40,3757,attack
81,52,2885,attack
66,52,7754,attack
90,52,2158,attack
63,52,10222,attack
77,52,179,attack
122,52,2260,attack
82,52,5524,attack
94,52,83,attack
83,52,2325,attack
121,52,2477,attack
64,52,10082,attack
126,52,1917,attack
67,52,2926,attack
95,52,522,attack
79,52,2434,attack
112,52,495,attack
120,52,2563,attack
73,52,5034,attack
115,52,2297,attack
64,52,15391,attack
95,52,2914,attack
172,60,1,attack
206,60,2,attack
65,52,9034,attack
183,60,5,attack
65,52,7059,attack
112,60,6,attack
87,52,2172,attack
96,52,1261,attack
66,52,7492,attack
118,52,2053,attack
65,52,11192,attack
126,52,1227,attack
66,52,8261,attack
79,52,2692,attack
128,52,1885,attack
205,60,2,attack
97,52,1263,attack
105,52,1160,attack
40,-1,9449,attack
40,-1,19621,attack
40,-1,26625,attack
40,-1,7274,attack
40,-1,5719,attack
40,-1,1816,attack
40,-1,7782,attack
40,-1,4521,attack
40,-1,4099,attack
40,-1,19733,attack
40,-1,5201,attack
40,-1,4218,attack
40,-1,2367,attack
40,-1,4983,attack
40,-1,3898,attack
40,-1,6293,attack
40,-1,4161,attack
40,-1,11329,attack
40,-1,4197,attack
40,-1,7496,attack
40,-1,7168,attack
40,-1,19312,attack
40,-1,24329,attack
40,-1,10133,attack
40,-1,9939,attack
40,-1,5248,attack
40,-1,6997,attack
40,-1,6061,attack
40,-1,8808,attack
40,-1,11492,attack
40,-1,26398,attack
40,-1,5512,attack
40,-1,2227,attack
40,-1,5495,attack
40,-1,4354,attack
40,-1,19448,attack
40,-1,22610,attack
40,-1,4269,attack
40,-1,18869,attack
40,-1,7934,attack
40,-1,6244,attack
40,-1,9738,attack
40,-1,5439,attack
40,-1,1839,attack
40,-1,17677,attack
40,-1,4441,attack
40,-1,5395,attack
40,-1,22833,attack
40,-1,6243,attack
40,-1,6252,attack
40,-1,4385,attack
40,-1,4045,attack
40,-1,22849,attack
40,-1,7081,attack
40,-1,7492,attack
40,-1,11508,attack
40,-1,18628,attack
40,-1,7233,attack
40,-1,11430,attack
40,-1,18178,attack
40,-1,5805,attack
40,-1,1042,attack
40,-1,25867,attack
40,-1,4228,attack
40,-1,4313,attack
40,-1,4236,attack
40,-1,4171,attack
40,-1,5885,attack
40,-1,4224,attack
40,-1,24612,attack
40,-1,4071,attack
40,-1,7371,attack
40,-1,18426,attack
40,-1,26042,attack
40,-1,22552,attack
40,-1,19687,attack
40,-1,18300,attack
40,-1,20321,attack
40,-1,4324,attack
40,-1,4271,attack
40,-1,20153,attack
40,-1,7226,attack
40,-1,4382,attack
