% isAttack normal:	2000
% isAttack attack:	2000
@relation 'normal-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R6,9,30,40'

@attribute mean_fpktl numeric
@attribute min_bpktl numeric
@attribute sflow_fpackets numeric
@attribute isAttack {normal,attack}

@data
40,-1,18439,attack
40,-1,7275,attack
40,-1,7963,attack
40,-1,5731,attack
40,-1,10956,attack
40,-1,6164,attack
40,-1,4339,attack
40,-1,4303,attack
40,-1,5713,attack
40,-1,4134,attack
40,-1,5513,attack
40,-1,5530,attack
40,-1,6386,attack
40,-1,4260,attack
40,-1,11489,attack
40,-1,24858,attack
40,-1,4039,attack
40,-1,1805,attack
40,-1,7602,attack
40,-1,2414,attack
40,-1,9558,attack
40,-1,6419,attack
40,-1,7326,attack
40,-1,22552,attack
40,-1,4552,attack
40,-1,10029,attack
40,-1,9642,attack
40,-1,4118,attack
40,-1,4142,attack
40,-1,7004,attack
40,-1,4417,attack
40,-1,19128,attack
40,-1,4621,attack
40,-1,6258,attack
40,-1,24814,attack
40,-1,5653,attack
40,-1,7486,attack
40,-1,7298,attack
40,-1,8481,attack
40,-1,11044,attack
40,-1,7517,attack
40,-1,4332,attack
40,-1,26434,attack
40,-1,7187,attack
40,-1,11689,attack
40,-1,7120,attack
40,-1,1778,attack
40,-1,5877,attack
40,-1,302,attack
40,-1,26319,attack
40,-1,20269,attack
40,-1,4377,attack
40,-1,5076,attack
40,-1,26393,attack
40,-1,4280,attack
40,-1,2266,attack
40,-1,7312,attack
40,-1,5427,attack
40,-1,1052,attack
40,-1,6141,attack
40,-1,1758,attack
40,-1,7506,attack
40,-1,7324,attack
40,-1,5179,attack
40,-1,4365,attack
40,-1,7319,attack
40,-1,7188,attack
40,-1,5575,attack
40,-1,9660,attack
40,-1,7337,attack
40,-1,6028,attack
40,-1,19823,attack
40,-1,11630,attack
40,-1,26412,attack
40,-1,4197,attack
40,-1,5688,attack
40,-1,3173,attack
40,-1,7388,attack
40,-1,26251,attack
40,-1,20433,attack
40,-1,20190,attack
40,-1,4119,attack
40,-1,6129,attack
40,-1,4313,attack
40,-1,4429,attack
40,-1,6387,attack
40,-1,24886,attack
40,-1,19957,attack
40,-1,5594,attack
40,-1,4360,attack
40,-1,5420,attack
40,-1,4422,attack
40,-1,18269,attack
40,-1,9758,attack
40,-1,9511,attack
40,-1,5739,attack
40,-1,7319,attack
40,-1,7347,attack
40,-1,26343,attack
40,-1,7465,attack
40,-1,5954,attack
40,-1,5733,attack
40,-1,19499,attack
40,-1,5537,attack
40,-1,26452,attack
53,-1,2,attack
328,-1,1,attack
40,-1,26425,attack
40,-1,7381,attack
40,-1,7106,attack
40,-1,4358,attack
40,-1,2387,attack
40,-1,4179,attack
40,-1,19708,attack
40,-1,22876,attack
40,-1,5455,attack
40,-1,22951,attack
40,-1,9157,attack
40,-1,7002,attack
40,-1,6039,attack
40,-1,7226,attack
40,-1,22363,attack
40,-1,7262,attack
40,-1,24401,attack
40,-1,19558,attack
40,-1,19152,attack
40,-1,26275,attack
40,-1,4155,attack
40,-1,11727,attack
40,-1,9924,attack
40,-1,4241,attack
40,-1,4332,attack
40,-1,5411,attack
40,-1,4226,attack
40,-1,6045,attack
40,-1,5853,attack
40,-1,26012,attack
40,-1,2304,attack
40,-1,18055,attack
40,-1,4786,attack
40,-1,2608,attack
40,-1,9023,attack
40,-1,4310,attack
40,-1,7454,attack
40,-1,4324,attack
40,-1,4388,attack
40,-1,11425,attack
40,-1,26277,attack
40,-1,26385,attack
40,-1,8015,attack
40,-1,7321,attack
40,-1,6047,attack
40,-1,4014,attack
40,-1,22440,attack
40,-1,4278,attack
40,-1,7369,attack
40,-1,5476,attack
40,-1,9760,attack
40,-1,26369,attack
40,-1,2636,attack
40,-1,7524,attack
40,-1,9904,attack
40,-1,7306,attack
40,-1,7579,attack
40,-1,9497,attack
40,-1,1871,attack
40,-1,9828,attack
40,-1,255,attack
40,-1,5912,attack
40,-1,18553,attack
40,-1,6318,attack
40,-1,20080,attack
40,-1,9638,attack
40,-1,4367,attack
40,-1,18242,attack
40,-1,18567,attack
40,-1,4319,attack
40,-1,9853,attack
40,-1,9403,attack
40,-1,25785,attack
40,-1,20279,attack
40,-1,5667,attack
40,-1,5893,attack
40,-1,7424,attack
40,-1,18974,attack
40,-1,4281,attack
40,-1,9613,attack
40,-1,4365,attack
40,-1,19665,attack
40,-1,5894,attack
40,-1,5267,attack
40,-1,26020,attack
40,-1,6363,attack
40,-1,17766,attack
40,-1,20091,attack
40,-1,18196,attack
40,-1,9619,attack
40,-1,5374,attack
40,-1,19563,attack
40,-1,5393,attack
40,-1,24479,attack
40,-1,4384,attack
40,-1,4495,attack
40,-1,5793,attack
40,-1,5414,attack
40,-1,5926,attack
40,-1,9519,attack
40,-1,18133,attack
40,-1,5466,attack
40,-1,4259,attack
40,-1,7573,attack
40,-1,7602,attack
40,-1,26258,attack
40,-1,7051,attack
40,-1,26297,attack
40,-1,25899,attack
40,-1,4241,attack
40,-1,5453,attack
40,-1,5641,attack
40,-1,4241,attack
40,-1,4175,attack
40,-1,9452,attack
40,-1,26590,attack
40,-1,6308,attack
40,-1,9722,attack
40,-1,6194,attack
40,-1,19423,attack
40,-1,5944,attack
40,-1,7235,attack
40,-1,7317,attack
40,-1,18253,attack
40,-1,5535,attack
40,-1,6519,attack
40,-1,26023,attack
40,-1,6732,attack
40,-1,24256,attack
40,-1,20287,attack
40,-1,1785,attack
40,-1,4473,attack
40,-1,5604,attack
40,-1,10711,attack
40,-1,6447,attack
40,-1,4342,attack
40,-1,9865,attack
40,-1,6106,attack
40,-1,300,attack
40,-1,5933,attack
40,-1,2377,attack
40,-1,9728,attack
40,-1,4385,attack
40,-1,6097,attack
40,-1,7035,attack
40,-1,7231,attack
40,-1,4348,attack
40,-1,20151,attack
40,-1,5692,attack
40,-1,7291,attack
40,-1,6491,attack
40,-1,5774,attack
40,-1,18146,attack
40,-1,4550,attack
40,-1,7732,attack
40,-1,7245,attack
40,-1,6974,attack
40,-1,4446,attack
40,-1,7378,attack
40,-1,9348,attack
40,-1,4468,attack
40,-1,5800,attack
40,-1,11027,attack
40,-1,9408,attack
40,-1,5832,attack
40,-1,18320,attack
40,-1,5927,attack
40,-1,38,attack
40,-1,24934,attack
40,-1,26405,attack
40,-1,7313,attack
40,-1,4281,attack
40,-1,11257,attack
40,-1,26275,attack
40,-1,1844,attack
40,-1,4242,attack
40,-1,25851,attack
40,-1,4180,attack
40,-1,18225,attack
40,-1,4180,attack
40,-1,18623,attack
40,-1,7152,attack
40,-1,6927,attack
40,-1,6224,attack
40,-1,19032,attack
40,-1,7250,attack
40,-1,4827,attack
40,-1,6769,attack
40,-1,7055,attack
40,-1,20213,attack
40,-1,7246,attack
40,-1,7398,attack
40,-1,25022,attack
40,-1,7535,attack
40,-1,4554,attack
40,-1,4358,attack
40,-1,1702,attack
40,-1,5531,attack
40,-1,5739,attack
40,-1,4283,attack
40,-1,5628,attack
40,-1,26342,attack
40,-1,7581,attack
40,-1,6219,attack
40,-1,9579,attack
40,-1,5490,attack
40,-1,18251,attack
40,-1,4415,attack
40,-1,18241,attack
40,-1,4312,attack
40,-1,5519,attack
40,-1,4105,attack
40,-1,7915,attack
40,-1,19584,attack
40,-1,6171,attack
40,-1,9573,attack
40,-1,5820,attack
40,-1,9993,attack
40,-1,7343,attack
40,-1,4328,attack
40,-1,25985,attack
40,-1,6303,attack
40,-1,4434,attack
40,-1,7176,attack
40,-1,4581,attack
40,-1,20079,attack
40,-1,5357,attack
40,-1,5858,attack
40,-1,4452,attack
40,-1,6668,attack
40,-1,9753,attack
40,-1,5908,attack
40,-1,5121,attack
40,-1,1831,attack
40,-1,7208,attack
40,-1,24702,attack
40,-1,20775,attack
40,-1,25006,attack
40,-1,7500,attack
40,-1,7497,attack
40,-1,4266,attack
40,-1,18037,attack
40,-1,22633,attack
40,-1,7180,attack
40,-1,19755,attack
40,-1,5576,attack
40,-1,5538,attack
40,-1,7242,attack
40,-1,4330,attack
40,-1,5800,attack
40,-1,5740,attack
40,-1,4267,attack
40,-1,7010,attack
40,-1,25913,attack
40,-1,6118,attack
40,-1,6276,attack
40,-1,5977,attack
40,-1,7082,attack
40,-1,26698,attack
40,-1,25984,attack
40,-1,4237,attack
40,-1,18212,attack
40,-1,7073,attack
40,-1,7254,attack
40,-1,7112,attack
40,-1,6229,attack
40,-1,4376,attack
40,-1,4401,attack
40,-1,18348,attack
40,-1,5363,attack
40,-1,906,attack
40,-1,4426,attack
40,-1,4386,attack
40,-1,22777,attack
40,-1,7734,attack
40,-1,296,attack
40,-1,5494,attack
40,-1,25895,attack
40,-1,5642,attack
40,-1,18439,attack
40,-1,4064,attack
40,-1,2309,attack
40,-1,2337,attack
40,-1,4274,attack
40,-1,4363,attack
40,-1,7613,attack
40,-1,25972,attack
40,-1,4245,attack
40,-1,5588,attack
40,-1,9481,attack
40,-1,7088,attack
40,-1,1637,attack
40,-1,22736,attack
40,-1,7217,attack
40,-1,18702,attack
40,-1,18860,attack
40,-1,6101,attack
40,-1,4181,attack
40,-1,4624,attack
40,-1,18044,attack
40,-1,26454,attack
40,-1,6486,attack
40,-1,6125,attack
40,-1,4242,attack
40,-1,2212,attack
40,-1,26402,attack
40,-1,6090,attack
40,-1,19743,attack
40,-1,5387,attack
40,-1,19557,attack
60,52,5,attack
60,52,2,attack
59,52,2,attack
60,52,2,attack
60,52,2,attack
59,52,3,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
59,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
59,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,5,attack
59,52,3,attack
59,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,5,attack
59,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
59,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
59,52,3,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
59,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
59,52,3,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
59,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
59,52,3,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
59,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
66,52,3,attack
60,52,5,attack
59,52,2,attack
59,52,2,attack
59,52,3,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
73,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
59,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
59,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
69,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
59,52,2,attack
60,52,2,attack
59,52,3,attack
59,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
59,52,2,attack
60,52,2,attack
60,52,2,attack
59,52,3,attack
59,52,3,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
66,52,3,attack
60,52,5,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
59,52,2,attack
66,52,3,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
59,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
59,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
66,52,3,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
59,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
59,52,2,attack
60,52,5,attack
59,52,3,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
59,52,3,attack
60,52,2,attack
66,52,3,attack
59,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
59,52,2,attack
76,52,3,attack
60,52,5,attack
59,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
59,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
59,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
66,52,3,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
59,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
59,52,2,attack
66,52,3,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
59,52,2,attack
59,52,3,attack
59,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
66,52,3,attack
59,52,2,attack
71,52,8,attack
60,52,5,attack
59,52,3,attack
60,52,2,attack
59,52,2,attack
59,52,2,attack
66,52,3,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
59,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
66,52,3,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
74,52,3,attack
73,52,2,attack
60,52,2,attack
59,52,3,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
59,52,3,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
59,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
66,52,3,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
59,52,3,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
59,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
59,52,2,attack
60,52,5,attack
66,52,3,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
59,52,2,attack
59,52,2,attack
60,52,5,attack
59,52,2,attack
60,52,5,attack
59,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
66,52,3,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
66,52,3,attack
60,52,2,attack
60,52,5,attack
59,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
59,52,2,attack
60,52,2,attack
60,52,2,attack
59,52,2,attack
66,52,3,attack
60,52,2,attack
59,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,5,attack
60,52,5,attack
59,52,2,attack
59,52,2,attack
60,52,2,attack
66,52,3,attack
59,52,2,attack
59,52,2,attack
60,52,2,attack
60,52,1,attack
60,52,5,attack
59,52,2,attack
59,52,3,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
59,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,1,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
59,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,5,attack
59,52,3,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
60,52,2,attack
115,52,1,attack
109,52,1,attack
109,52,1,attack
110,52,2,attack
117,52,1,attack
123,52,1,attack
105,52,1,attack
110,52,1,attack
104,52,2,attack
101,52,1,attack
106,52,1,attack
115,52,1,attack
108,52,1,attack
109,52,1,attack
108,52,1,attack
182,60,2,attack
110,52,1,attack
113,52,2,attack
292,60,2,attack
105,52,1,attack
104,52,1,attack
116,52,1,attack
103,52,1,attack
107,52,2,attack
122,52,1,attack
127,52,1,attack
128,52,1,attack
109,52,1,attack
120,52,1,attack
109,52,2,attack
104,52,1,attack
107,52,1,attack
106,52,1,attack
100,52,1,attack
108,52,1,attack
107,52,2,attack
100,52,1,attack
113,52,1,attack
328,-1,1,attack
114,52,1,attack
99,52,1,attack
108,52,1,attack
104,52,1,attack
90,52,1,attack
258,52,2,attack
112,52,1,attack
117,52,1,attack
115,52,1,attack
110,52,1,attack
245,52,1,attack
109,52,1,attack
309,52,2,attack
276,52,2,attack
116,52,1,attack
107,52,1,attack
105,52,2,attack
110,52,2,attack
123,52,1,attack
106,52,1,attack
111,52,1,attack
99,52,1,attack
112,52,1,attack
123,52,1,attack
109,52,2,attack
109,52,2,attack
119,52,1,attack
106,52,1,attack
113,52,1,attack
97,52,1,attack
103,52,1,attack
126,52,1,attack
134,52,1,attack
104,52,1,attack
91,52,1,attack
107,52,1,attack
101,52,1,attack
241,52,9,attack
118,52,1,attack
105,52,1,attack
105,52,1,attack
372,52,2,attack
107,52,1,attack
306,60,1,attack
121,52,1,attack
88,52,1,attack
176,60,2,attack
116,52,1,attack
128,52,1,attack
105,52,1,attack
102,52,2,attack
118,52,1,attack
107,52,1,attack
120,52,1,attack
311,52,2,attack
295,52,2,attack
110,52,1,attack
172,52,1,attack
249,60,1,attack
107,52,1,attack
113,52,1,attack
186,52,2,attack
107,52,2,attack
114,52,1,attack
120,52,1,attack
113,52,1,attack
109,52,1,attack
123,52,1,attack
118,52,1,attack
119,52,1,attack
112,52,1,attack
117,52,1,attack
110,52,1,attack
118,52,1,attack
109,52,1,attack
111,52,1,attack
114,52,1,attack
67,52,13,attack
113,52,1,attack
122,52,1,attack
110,52,1,attack
102,52,1,attack
126,52,1,attack
101,52,1,attack
109,52,1,attack
103,52,1,attack
101,52,1,attack
114,52,1,attack
107,52,1,attack
114,52,1,attack
117,52,1,attack
110,52,1,attack
107,52,1,attack
105,52,2,attack
104,52,2,attack
120,52,1,attack
106,52,2,attack
112,52,2,attack
288,60,1,attack
110,52,1,attack
103,52,1,attack
107,52,1,attack
114,52,1,attack
103,52,1,attack
111,52,1,attack
113,52,1,attack
113,52,2,attack
176,60,2,attack
103,52,1,attack
118,52,1,attack
104,52,1,attack
113,52,1,attack
106,52,1,attack
107,52,2,attack
105,52,1,attack
105,52,1,attack
106,52,1,attack
107,52,1,attack
116,52,1,attack
107,52,1,attack
107,52,2,attack
119,52,1,attack
99,52,1,attack
122,52,1,attack
108,52,1,attack
122,52,1,attack
123,52,1,attack
110,52,1,attack
115,52,1,attack
105,52,1,attack
126,52,1,attack
109,52,2,attack
109,52,1,attack
98,52,1,attack
108,52,1,attack
108,52,1,attack
108,52,1,attack
112,52,1,attack
115,52,1,attack
104,52,1,attack
104,52,2,attack
114,52,1,attack
106,52,1,attack
109,52,1,attack
372,52,2,attack
101,52,1,attack
101,52,1,attack
99,52,1,attack
120,52,1,attack
106,52,1,attack
115,52,1,attack
108,52,1,attack
108,52,1,attack
104,52,1,attack
106,52,2,attack
110,52,1,attack
110,52,1,attack
104,52,1,attack
109,52,1,attack
114,52,1,attack
111,52,1,attack
110,52,1,attack
90,52,1,attack
108,52,1,attack
297,52,2,attack
88,52,1,attack
114,52,1,attack
110,52,2,attack
124,52,1,attack
100,52,1,attack
113,52,1,attack
106,52,2,attack
106,52,1,attack
104,52,1,attack
102,52,1,attack
130,52,1,attack
102,52,1,attack
275,52,1,attack
117,52,1,attack
276,52,1,attack
173,60,2,attack
221,60,2,attack
109,52,1,attack
102,52,1,attack
117,52,1,attack
365,52,2,attack
115,52,1,attack
117,52,1,attack
312,52,2,attack
119,52,1,attack
114,52,1,attack
104,52,1,attack
348,60,2,attack
104,52,1,attack
78,52,13,attack
106,52,2,attack
100,52,1,attack
108,52,1,attack
233,52,1,attack
91,52,1,attack
107,52,1,attack
100,52,1,attack
116,52,1,attack
112,52,1,attack
111,52,1,attack
113,52,1,attack
281,60,2,attack
182,60,2,attack
221,52,2,attack
257,60,1,attack
101,52,1,attack
124,52,1,attack
108,52,1,attack
120,52,1,attack
108,52,1,attack
178,52,1,attack
112,52,1,attack
105,52,2,attack
105,52,1,attack
113,52,1,attack
111,52,1,attack
113,52,1,attack
106,52,2,attack
116,52,1,attack
109,52,1,attack
109,52,2,attack
103,52,1,attack
109,52,2,attack
104,52,1,attack
118,52,1,attack
123,52,1,attack
119,52,1,attack
105,52,1,attack
109,52,1,attack
90,52,1,attack
374,52,2,attack
120,52,1,attack
104,52,2,attack
118,52,1,attack
117,52,1,attack
114,52,1,attack
371,52,2,attack
182,60,2,attack
109,52,1,attack
107,52,1,attack
115,52,1,attack
176,60,2,attack
167,52,2,attack
247,60,1,attack
108,52,1,attack
109,52,1,attack
104,52,1,attack
112,52,1,attack
121,52,1,attack
105,52,2,attack
108,52,1,attack
126,52,1,attack
120,52,1,attack
121,52,1,attack
117,52,1,attack
110,52,1,attack
107,52,1,attack
110,52,1,attack
115,52,1,attack
112,52,1,attack
103,52,1,attack
118,52,1,attack
112,52,1,attack
99,52,1,attack
115,52,1,attack
109,52,1,attack
105,52,1,attack
96,52,1,attack
108,52,1,attack
103,52,1,attack
347,60,1,attack
116,52,1,attack
110,52,1,attack
107,52,1,attack
104,52,1,attack
113,52,1,attack
130,52,1,attack
115,52,1,attack
109,52,1,attack
117,52,1,attack
115,52,1,attack
114,52,1,attack
117,52,1,attack
106,52,1,attack
128,52,1,attack
106,52,1,attack
110,52,2,attack
123,52,1,attack
130,52,1,attack
103,52,1,attack
102,52,1,attack
105,52,1,attack
113,52,1,attack
104,52,1,attack
245,52,1,attack
110,52,1,attack
105,52,1,attack
116,52,1,attack
118,52,1,attack
109,52,1,attack
318,52,2,attack
104,52,1,attack
104,52,1,attack
108,52,1,attack
104,52,1,attack
113,52,1,attack
122,52,1,attack
119,52,1,attack
125,52,1,attack
113,52,1,attack
116,52,1,attack
107,52,1,attack
109,52,1,attack
107,52,1,attack
104,52,1,attack
112,52,1,attack
106,52,1,attack
109,52,1,attack
112,52,1,attack
91,52,1,attack
111,52,1,attack
107,52,1,attack
109,52,1,attack
102,52,1,attack
293,52,2,attack
125,52,1,attack
117,52,1,attack
110,52,1,attack
128,52,1,attack
105,52,1,attack
104,52,2,attack
117,52,1,attack
101,52,1,attack
107,52,1,attack
98,52,1,attack
104,52,1,attack
121,52,1,attack
109,52,1,attack
115,52,1,attack
106,52,1,attack
110,52,1,attack
113,52,1,attack
118,52,1,attack
72,52,13,attack
103,52,2,attack
125,52,1,attack
105,52,2,attack
106,52,2,attack
101,52,1,attack
126,52,1,attack
110,52,1,attack
111,52,1,attack
118,52,1,attack
117,52,1,attack
115,52,1,attack
103,52,1,attack
106,52,1,attack
107,52,1,attack
109,52,2,attack
109,52,1,attack
287,60,1,attack
120,52,1,attack
101,52,1,attack
116,52,1,attack
249,52,2,attack
123,52,1,attack
182,60,2,attack
108,52,1,attack
101,52,1,attack
100,52,1,attack
106,52,1,attack
79,52,7,attack
108,52,1,attack
193,60,2,attack
117,52,1,attack
109,52,1,attack
112,52,1,attack
110,52,1,attack
117,52,1,attack
122,52,1,attack
108,52,2,attack
374,52,2,attack
110,52,1,attack
113,52,1,attack
104,52,1,attack
116,52,1,attack
109,52,1,attack
310,52,2,attack
127,52,1,attack
110,52,1,attack
233,52,1,attack
114,52,1,attack
103,52,1,attack
106,52,1,attack
247,52,2,attack
119,52,1,attack
106,52,1,attack
103,52,1,attack
113,52,1,attack
103,52,1,attack
106,52,1,attack
108,52,1,attack
100,52,2,attack
129,52,1,attack
106,52,1,attack
122,52,1,attack
109,52,1,attack
101,52,1,attack
90,52,1,attack
121,52,1,attack
115,52,1,attack
193,60,2,attack
106,52,1,attack
119,52,1,attack
105,52,1,attack
106,52,1,attack
108,52,1,attack
123,52,1,attack
113,52,1,attack
98,52,1,attack
122,52,1,attack
108,52,1,attack
111,52,1,attack
123,52,1,attack
316,52,2,attack
116,52,1,attack
125,52,1,attack
109,52,2,attack
112,52,1,attack
134,52,1,attack
117,52,1,attack
109,52,1,attack
105,52,1,attack
105,52,1,attack
109,52,1,attack
116,52,1,attack
105,52,1,attack
106,52,1,attack
102,52,1,attack
107,52,1,attack
101,52,1,attack
124,52,1,attack
107,52,1,attack
127,52,1,attack
115,52,1,attack
101,52,1,attack
108,52,1,attack
107,52,1,attack
116,52,1,attack
128,52,1,attack
105,52,2,attack
102,52,1,attack
77,52,8,attack
102,52,2,attack
113,52,1,attack
107,52,1,attack
