% isAttack tcpFlood:	199
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack udpFlood:	571
% isAttack slowBody:	571
@relation 'normal-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R7,10,14,22,33,40'

@attribute max_fpktl numeric
@attribute mean_bpktl numeric
@attribute mean_fiat numeric
@attribute min_active numeric
@attribute sflow_bbytes numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
40,-1,2479,30092522,0,udpFlood
40,-1,9141,1118265,0,udpFlood
56,-1,410284,410284,0,udpFlood
40,-1,1944,9652305,0,udpFlood
40,-1,8025,29310613,0,udpFlood
40,-1,1958,29672144,0,udpFlood
40,-1,8554,1083949,0,udpFlood
40,-1,4005,34394,0,udpFlood
40,-1,8365,8301026,0,udpFlood
40,-1,3106,8459078,0,udpFlood
40,-1,1887,9654247,0,udpFlood
40,-1,4278,35424,0,udpFlood
40,-1,2018,9654202,0,udpFlood
40,-1,2041,9653294,0,udpFlood
40,-1,2933,29365552,0,udpFlood
40,-1,11451,920086,0,udpFlood
40,-1,7476,12653402,0,udpFlood
40,-1,1705,29956323,0,udpFlood
40,-1,8229,1115334,0,udpFlood
40,-1,15089,8646412,0,udpFlood
40,-1,6665,28689387,0,udpFlood
40,-1,7148,35095,0,udpFlood
40,-1,4705,29867719,0,udpFlood
40,-1,3910,29366359,0,udpFlood
40,-1,3201,29243026,0,udpFlood
40,-1,1592,30327426,0,udpFlood
40,-1,9314,1123707,0,udpFlood
40,-1,2544,30091831,0,udpFlood
40,-1,3126,8463494,0,udpFlood
40,-1,3645,27244349,0,udpFlood
40,-1,4145,29366333,0,udpFlood
40,-1,10076,10106273,0,udpFlood
40,-1,3978,29367372,0,udpFlood
40,-1,10347,902539,0,udpFlood
40,-1,4013,30338,0,udpFlood
40,-1,4205,36904,0,udpFlood
40,-1,8869,8291090,0,udpFlood
40,-1,2104,9652059,0,udpFlood
40,-1,9672,14963100,0,udpFlood
40,-1,7264,12653112,0,udpFlood
40,-1,2074,7159480,0,udpFlood
40,-1,16435,2361329,0,udpFlood
40,-1,3697,35707,0,udpFlood
40,-1,3250,8463909,0,udpFlood
40,-1,3102,8448349,0,udpFlood
40,-1,10023,910539,0,udpFlood
40,-1,4051,231347,0,udpFlood
40,-1,4582,29866987,0,udpFlood
40,-1,10111,9594823,0,udpFlood
40,-1,2382,30091713,0,udpFlood
40,-1,5723,29341939,0,udpFlood
40,-1,3115,29245585,0,udpFlood
40,-1,8693,9604559,0,udpFlood
40,-1,4516,28605,0,udpFlood
40,-1,4059,48997,0,udpFlood
40,-1,1983,9651401,0,udpFlood
40,-1,4453,29864477,0,udpFlood
40,-1,2436,30092094,0,udpFlood
40,-1,6206,29357883,0,udpFlood
40,-1,2946,29336782,0,udpFlood
40,-1,8958,8300980,0,udpFlood
40,-1,2010,9653365,0,udpFlood
40,-1,2477,30092443,0,udpFlood
40,-1,3022,29365383,0,udpFlood
40,-1,2013,29673347,0,udpFlood
40,-1,9715,913208,0,udpFlood
40,-1,7666,8257131,0,udpFlood
40,-1,4569,29868513,0,udpFlood
40,-1,3137,29245794,0,udpFlood
40,-1,8004,29313558,0,udpFlood
40,-1,13054,28512,0,udpFlood
40,-1,2015,9650835,0,udpFlood
40,-1,3932,204093,0,udpFlood
40,-1,3045,8464639,0,udpFlood
40,-1,13413,2119576,0,udpFlood
53,-1,409601,409601,0,udpFlood
40,-1,3867,31439,0,udpFlood
40,-1,9926,915252,0,udpFlood
40,-1,6150,29368750,0,udpFlood
40,-1,7459,29308543,0,udpFlood
40,-1,3877,29367913,0,udpFlood
40,-1,8400,1653968,0,udpFlood
40,-1,6981,12647977,0,udpFlood
40,-1,9138,9605456,0,udpFlood
40,-1,9267,9548337,0,udpFlood
40,-1,2408,30092717,0,udpFlood
40,-1,2497,30090495,0,udpFlood
40,-1,6811,29324193,0,udpFlood
40,-1,7937,13705012,0,udpFlood
40,-1,13245,1676469,0,udpFlood
40,-1,9813,9570595,0,udpFlood
40,-1,6580,29340486,0,udpFlood
40,-1,4742,29861883,0,udpFlood
40,-1,7280,4319198,0,udpFlood
40,-1,3085,8464086,0,udpFlood
40,-1,5894,29352644,0,udpFlood
40,-1,8500,1662776,0,udpFlood
40,-1,4224,29860581,0,udpFlood
40,-1,11167,9584326,0,udpFlood
40,-1,4347,231475,0,udpFlood
40,-1,3491,27250762,0,udpFlood
40,-1,3784,27251472,0,udpFlood
40,-1,6192,29310024,0,udpFlood
40,-1,6782,28688363,0,udpFlood
40,-1,3950,29366747,0,udpFlood
40,-1,6672,766,0,udpFlood
40,-1,3195,8465033,0,udpFlood
40,-1,9314,1670808,0,udpFlood
40,-1,3669,27248664,0,udpFlood
40,-1,1690,29964567,0,udpFlood
40,-1,6235,5018,0,udpFlood
40,-1,8085,1110195,0,udpFlood
40,-1,7359,12645049,0,udpFlood
40,-1,6698,12977622,0,udpFlood
40,-1,2446,29995977,0,udpFlood
40,-1,8411,8304945,0,udpFlood
40,-1,7173,29311539,0,udpFlood
40,-1,6286,29349743,0,udpFlood
40,-1,3520,27251851,0,udpFlood
40,-1,2180,9652284,0,udpFlood
40,-1,8065,28664542,0,udpFlood
40,-1,3202,29244628,0,udpFlood
40,-1,7080,29371133,0,udpFlood
40,-1,8873,8297887,0,udpFlood
40,-1,16151,2348315,0,udpFlood
40,-1,6781,22748,0,udpFlood
40,-1,7019,29368802,0,udpFlood
40,-1,1905,29672772,0,udpFlood
40,-1,6556,29368577,0,udpFlood
40,-1,3817,29366508,0,udpFlood
40,-1,4051,228057,0,udpFlood
40,-1,4139,27253,0,udpFlood
40,-1,7171,29308368,0,udpFlood
40,-1,1917,29674506,0,udpFlood
40,-1,8552,1125162,0,udpFlood
40,-1,17701,5186398,0,udpFlood
40,-1,7448,29309923,0,udpFlood
40,-1,1857,29673849,0,udpFlood
40,-1,3658,30049,0,udpFlood
40,-1,2372,30091738,0,udpFlood
40,-1,7649,8183861,0,udpFlood
40,-1,1962,9653281,0,udpFlood
40,-1,2451,29996751,0,udpFlood
40,-1,7237,29194939,0,udpFlood
40,-1,4002,27252502,0,udpFlood
40,-1,5163,29862815,0,udpFlood
40,-1,3837,34973,0,udpFlood
40,-1,6750,29359374,0,udpFlood
40,-1,3760,29366479,0,udpFlood
40,-1,1691,29964047,0,udpFlood
40,-1,4223,231449,0,udpFlood
40,-1,3592,27252358,0,udpFlood
40,-1,7239,29312597,0,udpFlood
40,-1,12475,2229,0,udpFlood
40,-1,2053,7748462,0,udpFlood
40,-1,7858,1191375,0,udpFlood
40,-1,3760,46795,0,udpFlood
40,-1,6274,12984478,0,udpFlood
40,-1,3668,29366421,0,udpFlood
40,-1,4906,29866750,0,udpFlood
40,-1,6424,29368428,0,udpFlood
40,-1,4478,29861393,0,udpFlood
40,-1,3140,29241313,0,udpFlood
40,-1,3932,31106,0,udpFlood
40,-1,4524,29867468,0,udpFlood
40,-1,2012,9651936,0,udpFlood
40,-1,1901,9653921,0,udpFlood
40,-1,7797,29309237,0,udpFlood
40,-1,7332,29306593,0,udpFlood
40,-1,4326,31587,0,udpFlood
40,-1,6506,28685537,0,udpFlood
40,-1,6792,29304925,0,udpFlood
40,-1,1922,9653777,0,udpFlood
40,-1,8295,446975,0,udpFlood
40,-1,3164,29245828,0,udpFlood
40,-1,2539,30091362,0,udpFlood
40,-1,8474,8299328,0,udpFlood
40,-1,7681,1109847,0,udpFlood
40,-1,1909,29670731,0,udpFlood
40,-1,8335,8291861,0,udpFlood
40,-1,8580,993149,0,udpFlood
40,-1,7720,12646464,0,udpFlood
40,-1,4197,48530,0,udpFlood
40,-1,3282,29243323,0,udpFlood
40,-1,3095,8424772,0,udpFlood
40,-1,1578,30326141,0,udpFlood
40,-1,10842,1659825,0,udpFlood
40,-1,11147,2360516,0,udpFlood
40,-1,3862,27251835,0,udpFlood
40,-1,1614,30326904,0,udpFlood
40,-1,8982,1658661,0,udpFlood
40,-1,8706,429153,0,udpFlood
40,-1,4477,29868217,0,udpFlood
40,-1,6903,29313094,0,udpFlood
40,-1,7824,13704665,0,udpFlood
40,-1,3712,29366411,0,udpFlood
40,-1,1866,29673998,0,udpFlood
40,-1,4109,128651,0,udpFlood
40,-1,2579,29995954,0,udpFlood
40,-1,3927,29367463,0,udpFlood
40,-1,13456,2359411,0,udpFlood
40,-1,7619,29311115,0,udpFlood
40,-1,5977,29339957,0,udpFlood
40,-1,1661,29956729,0,udpFlood
40,-1,1943,29674115,0,udpFlood
40,-1,3882,34312,0,udpFlood
40,-1,1905,29672902,0,udpFlood
40,-1,3028,8464408,0,udpFlood
40,-1,2058,9653986,0,udpFlood
40,-1,3689,29368970,0,udpFlood
40,-1,1569,30326909,0,udpFlood
40,-1,4684,3084,0,udpFlood
40,-1,12321,1662103,0,udpFlood
40,-1,4220,190944,0,udpFlood
40,-1,7397,12982357,0,udpFlood
40,-1,3002,10322295,0,udpFlood
40,-1,6268,29319298,0,udpFlood
40,-1,8003,2356631,0,udpFlood
40,-1,2885,29365226,0,udpFlood
40,-1,10267,1664356,0,udpFlood
40,-1,11198,1681909,0,udpFlood
40,-1,8320,1664255,0,udpFlood
40,-1,6964,12966055,0,udpFlood
40,-1,8406,1093192,0,udpFlood
40,-1,16366,253976,0,udpFlood
40,-1,1577,30326903,0,udpFlood
40,-1,6049,12601,0,udpFlood
40,-1,5034,29867195,0,udpFlood
40,-1,7496,1118569,0,udpFlood
40,-1,4267,230756,0,udpFlood
40,-1,8298,8301462,0,udpFlood
40,-1,7550,29273225,0,udpFlood
40,-1,7512,12649294,0,udpFlood
40,-1,7977,29310190,0,udpFlood
40,-1,1890,29674000,0,udpFlood
40,-1,8639,1116795,0,udpFlood
40,-1,2048,8766433,0,udpFlood
40,-1,8134,8274927,0,udpFlood
40,-1,6910,29305437,0,udpFlood
40,-1,2986,29364579,0,udpFlood
40,-1,5776,29352410,0,udpFlood
40,-1,3766,31874,0,udpFlood
40,-1,1823,9653102,0,udpFlood
40,-1,3058,29364201,0,udpFlood
40,-1,3793,29364233,0,udpFlood
40,-1,6024,29370257,0,udpFlood
40,-1,3122,8417837,0,udpFlood
40,-1,3151,8434698,0,udpFlood
40,-1,2090,9651319,0,udpFlood
40,-1,7538,13704424,0,udpFlood
40,-1,1584,30326856,0,udpFlood
40,-1,7472,28641515,0,udpFlood
40,-1,3885,29366117,0,udpFlood
40,-1,8010,8265597,0,udpFlood
40,-1,7026,12633819,0,udpFlood
40,-1,1558,9758446,0,udpFlood
40,-1,1936,9653009,0,udpFlood
40,-1,1543,9758306,0,udpFlood
40,-1,8318,8296587,0,udpFlood
40,-1,7819,29370264,0,udpFlood
40,-1,1597,30326673,0,udpFlood
40,-1,10061,1654620,0,udpFlood
40,-1,3643,30603,0,udpFlood
40,-1,8301,41018,0,udpFlood
40,-1,3779,29735,0,udpFlood
40,-1,4309,35833,0,udpFlood
40,-1,3095,29245801,0,udpFlood
40,-1,8786,1115011,0,udpFlood
40,-1,6932,29311211,0,udpFlood
40,-1,4236,72886,0,udpFlood
40,-1,4073,31129,0,udpFlood
40,-1,6352,29342704,0,udpFlood
40,-1,8095,415392,0,udpFlood
40,-1,3716,29368710,0,udpFlood
40,-1,2035,9653792,0,udpFlood
40,-1,7089,12652595,0,udpFlood
40,-1,15411,2346497,0,udpFlood
40,-1,6704,29370269,0,udpFlood
40,-1,7601,29311714,0,udpFlood
40,-1,8155,8292859,0,udpFlood
40,-1,1695,29964536,0,udpFlood
40,-1,7108,2117743,0,udpFlood
40,-1,1694,29956467,0,udpFlood
40,-1,8672,8297201,0,udpFlood
40,-1,8113,8296174,0,udpFlood
40,-1,9241,29313139,0,udpFlood
40,-1,4157,48432,0,udpFlood
40,-1,15414,2360054,0,udpFlood
40,-1,1930,29672769,0,udpFlood
40,-1,4437,197386,0,udpFlood
40,-1,1911,29674700,0,udpFlood
40,-1,4150,219041,0,udpFlood
40,-1,4291,29866106,0,udpFlood
40,-1,1681,29948219,0,udpFlood
40,-1,8370,2822178,0,udpFlood
40,-1,3926,29364839,0,udpFlood
40,-1,3145,8464993,0,udpFlood
40,-1,3719,27244166,0,udpFlood
40,-1,3895,30573,0,udpFlood
40,-1,9189,9583179,0,udpFlood
40,-1,6663,33131,0,udpFlood
40,-1,5647,29310501,0,udpFlood
40,-1,4547,29862106,0,udpFlood
40,-1,15605,1677018,0,udpFlood
40,-1,6069,12403,0,udpFlood
40,-1,2003,9650525,0,udpFlood
40,-1,7323,29310589,0,udpFlood
40,-1,4547,29868695,0,udpFlood
40,-1,7255,29305254,0,udpFlood
40,-1,4093,29364748,0,udpFlood
40,-1,8479,9606995,0,udpFlood
40,-1,9348,839046,0,udpFlood
40,-1,6599,32494,0,udpFlood
40,-1,8615,1125004,0,udpFlood
40,-1,4647,29867277,0,udpFlood
40,-1,6899,28689514,0,udpFlood
40,-1,4152,205177,0,udpFlood
40,-1,3136,29361574,0,udpFlood
40,-1,4227,30574,0,udpFlood
40,-1,3626,29370160,0,udpFlood
40,-1,1718,29947405,0,udpFlood
40,-1,6736,29365491,0,udpFlood
40,-1,5949,29336588,0,udpFlood
40,-1,11417,1681655,0,udpFlood
40,-1,1706,29964746,0,udpFlood
40,-1,3218,8464154,0,udpFlood
40,-1,3739,25143,0,udpFlood
40,-1,5919,29362685,0,udpFlood
40,-1,7006,12646098,0,udpFlood
40,-1,4053,29367918,0,udpFlood
40,-1,3736,27251937,0,udpFlood
40,-1,4662,29866162,0,udpFlood
40,-1,8404,8338882,0,udpFlood
40,-1,1993,9647804,0,udpFlood
40,-1,3900,29367370,0,udpFlood
40,-1,4200,44244,0,udpFlood
40,-1,5002,29862595,0,udpFlood
40,-1,4144,30586,0,udpFlood
40,-1,7681,29310982,0,udpFlood
40,-1,4636,29861452,0,udpFlood
40,-1,7601,29312693,0,udpFlood
40,-1,3760,35393,0,udpFlood
40,-1,4020,34929,0,udpFlood
40,-1,3714,27252388,0,udpFlood
40,-1,7808,29311480,0,udpFlood
40,-1,3494,27251824,0,udpFlood
40,-1,3633,29365499,0,udpFlood
40,-1,5998,29344376,0,udpFlood
40,-1,2098,9652493,0,udpFlood
40,-1,8268,29313588,0,udpFlood
40,-1,9812,1101260,0,udpFlood
40,-1,3985,29366557,0,udpFlood
40,-1,6876,28689989,0,udpFlood
40,-1,13560,12888,0,udpFlood
40,-1,9411,1625509,0,udpFlood
40,-1,8952,9607585,0,udpFlood
40,-1,9960,919026,0,udpFlood
40,-1,7130,12979324,0,udpFlood
40,-1,1684,29964774,0,udpFlood
40,-1,1663,29957054,0,udpFlood
40,-1,7963,29313541,0,udpFlood
40,-1,7297,29348538,0,udpFlood
40,-1,7851,9598988,0,udpFlood
40,-1,7991,29313348,0,udpFlood
40,-1,7149,28690830,0,udpFlood
40,-1,5916,29369990,0,udpFlood
40,-1,7973,29310653,0,udpFlood
40,-1,3889,128758,0,udpFlood
40,-1,1925,29672507,0,udpFlood
40,-1,11802,12833,0,udpFlood
40,-1,8758,455831,0,udpFlood
40,-1,4104,136856,0,udpFlood
40,-1,6741,29270592,0,udpFlood
40,-1,7498,29310764,0,udpFlood
40,-1,1714,29947131,0,udpFlood
40,-1,7049,29353111,0,udpFlood
40,-1,9695,11188368,0,udpFlood
40,-1,3770,29369230,0,udpFlood
40,-1,1690,29953024,0,udpFlood
40,-1,1709,29955170,0,udpFlood
40,-1,6655,28663685,0,udpFlood
40,-1,4488,29867507,0,udpFlood
40,-1,3834,29367904,0,udpFlood
40,-1,4501,29868199,0,udpFlood
40,-1,5611,35539,0,udpFlood
40,-1,6095,29343370,0,udpFlood
40,-1,3933,13371,0,udpFlood
40,-1,3820,33963,0,udpFlood
40,-1,10410,893291,0,udpFlood
40,-1,7949,9605826,0,udpFlood
40,-1,7692,29293900,0,udpFlood
40,-1,6482,28690467,0,udpFlood
40,-1,9592,7094241,0,udpFlood
40,-1,10585,4438555,0,udpFlood
40,-1,10471,9604720,0,udpFlood
40,-1,1556,9757339,0,udpFlood
40,-1,6847,28664402,0,udpFlood
40,-1,3935,219440,0,udpFlood
40,-1,7060,28664646,0,udpFlood
40,-1,4769,29866543,0,udpFlood
40,-1,1962,9653720,0,udpFlood
40,-1,2994,29365172,0,udpFlood
40,-1,8611,2251477,0,udpFlood
40,-1,2375,30086197,0,udpFlood
40,-1,12228,32847,0,udpFlood
40,-1,4618,29865382,0,udpFlood
40,-1,2074,9652499,0,udpFlood
40,-1,5045,29868394,0,udpFlood
40,-1,8692,1092688,0,udpFlood
40,-1,8022,8342350,0,udpFlood
40,-1,7045,28690939,0,udpFlood
40,-1,3633,111736,0,udpFlood
40,-1,3151,29351860,0,udpFlood
40,-1,7903,29313642,0,udpFlood
40,-1,6949,29353438,0,udpFlood
40,-1,3058,8463694,0,udpFlood
40,-1,7868,8270910,0,udpFlood
40,-1,3979,44926,0,udpFlood
40,-1,8705,8271134,0,udpFlood
40,-1,2041,9285791,0,udpFlood
40,-1,6456,29311032,0,udpFlood
40,-1,2159,9653593,0,udpFlood
40,-1,9620,1642251,0,udpFlood
40,-1,1866,29664352,0,udpFlood
40,-1,4787,29861878,0,udpFlood
40,-1,6864,29366964,0,udpFlood
40,-1,13087,12677,0,udpFlood
40,-1,2965,29365450,0,udpFlood
40,-1,1668,29955347,0,udpFlood
40,-1,3704,27252016,0,udpFlood
40,-1,1941,9648652,0,udpFlood
40,-1,7341,29313612,0,udpFlood
40,-1,6359,29368754,0,udpFlood
40,-1,4095,34677,0,udpFlood
40,-1,4560,29868861,0,udpFlood
40,-1,7617,29313435,0,udpFlood
40,-1,9409,9595773,0,udpFlood
40,-1,8977,1640773,0,udpFlood
40,-1,12769,2353030,0,udpFlood
40,-1,7057,29311126,0,udpFlood
40,-1,8748,8269837,0,udpFlood
40,-1,3125,8464421,0,udpFlood
40,-1,1676,29965072,0,udpFlood
40,-1,4575,35365,0,udpFlood
40,-1,4078,29868035,0,udpFlood
40,-1,1932,29673772,0,udpFlood
40,-1,3935,231988,0,udpFlood
40,-1,2004,9651703,0,udpFlood
40,-1,3938,29367391,0,udpFlood
40,-1,2914,29365108,0,udpFlood
40,-1,6317,29305628,0,udpFlood
40,-1,7943,29352530,0,udpFlood
40,-1,4166,30109,0,udpFlood
40,-1,9364,1611992,0,udpFlood
40,-1,6046,29341452,0,udpFlood
40,-1,7375,29308909,0,udpFlood
40,-1,2063,9651263,0,udpFlood
40,-1,8669,1123987,0,udpFlood
40,-1,3813,27252993,0,udpFlood
40,-1,4166,206409,0,udpFlood
40,-1,6398,38731,0,udpFlood
40,-1,4411,29868395,0,udpFlood
40,-1,6312,26569,0,udpFlood
40,-1,7684,1170186,0,udpFlood
40,-1,1630,30327287,0,udpFlood
40,-1,2050,9652091,0,udpFlood
40,-1,4598,35831,0,udpFlood
40,-1,1859,29672460,0,udpFlood
40,-1,3144,29245256,0,udpFlood
40,-1,3263,29245505,0,udpFlood
40,-1,6659,29296013,0,udpFlood
40,-1,10198,9579254,0,udpFlood
195,-1,897448,1794897,0,udpFlood
40,-1,11925,1312152,0,udpFlood
40,-1,11886,16403686,0,udpFlood
40,-1,3090,8421477,0,udpFlood
40,-1,2060,9645836,0,udpFlood
40,-1,3703,29367052,0,udpFlood
40,-1,6799,235293,0,udpFlood
40,-1,3049,29358154,0,udpFlood
40,-1,2023,9654183,0,udpFlood
40,-1,2340,29997072,0,udpFlood
40,-1,13846,1681364,0,udpFlood
40,-1,9594,915900,0,udpFlood
40,-1,1872,29672414,0,udpFlood
40,-1,8976,1124034,0,udpFlood
40,-1,6144,29346360,0,udpFlood
40,-1,11139,2361577,0,udpFlood
40,-1,3801,27250857,0,udpFlood
40,-1,3304,29246272,0,udpFlood
40,-1,8403,12983256,0,udpFlood
40,-1,4807,29866495,0,udpFlood
40,-1,1960,29673098,0,udpFlood
40,-1,2000,9650656,0,udpFlood
40,-1,7318,29368286,0,udpFlood
40,-1,9299,9601376,0,udpFlood
40,-1,12181,16408792,0,udpFlood
40,-1,17246,1676947,0,udpFlood
40,-1,4276,232531,0,udpFlood
40,-1,3711,27253462,0,udpFlood
40,-1,4213,204665,0,udpFlood
40,-1,6797,29295833,0,udpFlood
40,-1,3397,29245521,0,udpFlood
40,-1,3911,138366,0,udpFlood
40,-1,10837,13200168,0,udpFlood
40,-1,2880,29365358,0,udpFlood
40,-1,7632,8297491,0,udpFlood
40,-1,8734,9608114,0,udpFlood
40,-1,7264,29310971,0,udpFlood
40,-1,1659,29948505,0,udpFlood
40,-1,7981,8301355,0,udpFlood
40,-1,8557,12984747,0,udpFlood
40,-1,3060,29359144,0,udpFlood
40,-1,1603,30327351,0,udpFlood
40,-1,7188,28676394,0,udpFlood
40,-1,4379,29868750,0,udpFlood
40,-1,4460,179899,0,udpFlood
40,-1,3095,29358966,0,udpFlood
40,-1,3902,29365893,0,udpFlood
40,-1,6647,28690540,0,udpFlood
40,-1,3025,29243576,0,udpFlood
40,-1,2134,9652558,0,udpFlood
40,-1,13346,7847786,0,udpFlood
40,-1,1680,29956709,0,udpFlood
40,-1,6746,12650277,0,udpFlood
40,-1,1935,29673383,0,udpFlood
40,-1,12309,2218463,0,udpFlood
40,-1,4395,34894,0,udpFlood
40,-1,9804,9557443,0,udpFlood
40,-1,3867,30838,0,udpFlood
40,-1,9242,15407173,0,udpFlood
40,-1,10329,918556,0,udpFlood
40,-1,6898,12984567,0,udpFlood
40,-1,4789,29859730,0,udpFlood
40,-1,4675,230732,0,udpFlood
40,-1,4011,139790,0,udpFlood
40,-1,4509,29868132,0,udpFlood
40,-1,11884,1681857,0,udpFlood
40,-1,3928,34950,0,udpFlood
40,-1,4025,26999,0,udpFlood
40,-1,6824,28689819,0,udpFlood
40,-1,8522,8269858,0,udpFlood
40,-1,1839,9652587,0,udpFlood
40,-1,6759,12655,0,udpFlood
40,-1,3095,29245889,0,udpFlood
40,-1,3778,33584,0,udpFlood
40,-1,8767,6197449,0,udpFlood
40,-1,2037,8260346,0,udpFlood
40,-1,2520,29996793,0,udpFlood
40,-1,7694,28663052,0,udpFlood
40,-1,7872,1124041,0,udpFlood
40,-1,4239,32148,0,udpFlood
40,-1,7061,716592,0,udpFlood
78,-1,375358,176895,0,udpFlood
40,-1,4865,29868138,0,udpFlood
40,-1,1912,9651108,0,udpFlood
40,-1,6645,28690130,0,udpFlood
40,-1,6840,29312378,0,udpFlood
40,-1,3089,8463343,0,udpFlood
40,-1,7185,29311409,0,udpFlood
88,174,14896,59586,699,httpFlood
94,174,58938,0,349,httpFlood
94,174,15344,0,233,httpFlood
88,174,21294,18191,349,httpFlood
88,174,13777,55110,699,httpFlood
88,174,17642,9387,349,httpFlood
88,174,17171,68687,699,httpFlood
94,174,74864,374323,699,httpFlood
91,174,13671,54685,699,httpFlood
88,174,18483,8237,349,httpFlood
88,174,180464,721857,699,httpFlood
88,174,183535,734141,699,httpFlood
94,174,18142,72569,699,httpFlood
94,174,31372,0,349,httpFlood
94,150,630,2804,375,httpFlood
88,150,339,2063,375,httpFlood
94,174,225237,0,349,httpFlood
91,174,14057,56228,699,httpFlood
94,174,235300,0,349,httpFlood
88,56,1823,5688,112,httpFlood
76,76,0,286711,76,httpFlood
88,174,11805,47223,699,httpFlood
94,174,80915,3988,349,httpFlood
94,174,15008,0,233,httpFlood
91,174,75679,302719,699,httpFlood
88,174,252923,1011693,699,httpFlood
88,174,15112,3642,349,httpFlood
88,174,25575,102301,699,httpFlood
88,174,13784,55136,699,httpFlood
94,174,12755,51022,699,httpFlood
94,174,55813,0,349,httpFlood
91,56,311,910,112,httpFlood
88,174,14445,57781,699,httpFlood
94,174,15726,62907,699,httpFlood
88,174,62695,250782,699,httpFlood
88,174,16079,64317,699,httpFlood
94,56,681,2082,112,httpFlood
94,174,48591,0,349,httpFlood
88,174,16636,7473,349,httpFlood
91,174,13090,52361,699,httpFlood
88,174,12533,50133,699,httpFlood
91,150,4251,17006,751,httpFlood
88,174,15415,61661,699,httpFlood
94,174,238117,0,349,httpFlood
91,174,76888,307553,699,httpFlood
94,174,55374,0,349,httpFlood
91,174,77742,310969,699,httpFlood
88,174,180675,722701,699,httpFlood
91,174,76594,306379,699,httpFlood
88,174,12160,48642,699,httpFlood
88,174,183418,733673,699,httpFlood
88,174,24160,96640,699,httpFlood
88,174,12814,51257,699,httpFlood
88,174,61570,246283,699,httpFlood
94,174,16943,67773,699,httpFlood
88,174,14692,2396,349,httpFlood
91,174,14511,58044,699,httpFlood
94,174,47671,0,349,httpFlood
88,174,181583,726332,699,httpFlood
91,174,76498,305995,699,httpFlood
91,174,178884,715539,699,httpFlood
88,174,11003,44015,699,httpFlood
88,174,15681,5464,349,httpFlood
88,174,14495,1413,349,httpFlood
88,174,15455,4340,349,httpFlood
88,174,17461,12085,349,httpFlood
94,174,97233,4138,349,httpFlood
88,174,15300,7719,349,httpFlood
88,56,1040,5503,112,httpFlood
88,174,93314,373259,699,httpFlood
88,174,182703,730815,699,httpFlood
94,174,259054,1036218,699,httpFlood
94,174,67188,0,349,httpFlood
88,174,11823,47292,699,httpFlood
94,174,13825,55301,699,httpFlood
94,174,73357,366785,699,httpFlood
91,174,178662,714649,699,httpFlood
88,174,17985,71940,699,httpFlood
88,174,11679,46717,699,httpFlood
94,174,14601,58404,699,httpFlood
94,174,14324,57298,699,httpFlood
88,174,178220,712882,699,httpFlood
91,174,76698,306793,699,httpFlood
88,174,91275,365103,699,httpFlood
88,174,11826,47304,699,httpFlood
88,174,11834,47339,699,httpFlood
91,174,13776,55106,699,httpFlood
88,174,184357,737428,699,httpFlood
88,174,11876,47506,699,httpFlood
94,174,247749,1238747,699,httpFlood
88,150,517,2266,375,httpFlood
91,174,12824,51299,699,httpFlood
94,174,32444,129776,699,httpFlood
94,174,70674,353370,699,httpFlood
88,174,218067,872271,699,httpFlood
88,174,12653,50615,699,httpFlood
88,174,179186,716745,699,httpFlood
91,174,13228,52914,699,httpFlood
94,174,58818,0,349,httpFlood
88,174,11682,46730,699,httpFlood
88,174,184195,736783,699,httpFlood
88,174,181117,724469,699,httpFlood
94,174,31865,0,349,httpFlood
94,174,14903,0,233,httpFlood
94,174,15502,2473,349,httpFlood
88,174,13064,52257,699,httpFlood
88,174,87576,350305,699,httpFlood
88,174,16618,66473,699,httpFlood
88,174,12799,51196,699,httpFlood
88,174,19576,20702,349,httpFlood
94,174,47909,239549,699,httpFlood
88,174,11845,47382,699,httpFlood
91,174,259318,1037272,699,httpFlood
88,174,18667,74668,699,httpFlood
94,174,54860,0,349,httpFlood
88,174,180635,722541,699,httpFlood
94,174,47894,0,349,httpFlood
94,174,68947,344738,699,httpFlood
91,174,258113,1032453,699,httpFlood
88,174,17592,12621,349,httpFlood
88,174,14384,57538,699,httpFlood
88,174,13868,55472,699,httpFlood
88,174,12400,49601,699,httpFlood
91,174,13972,55889,699,httpFlood
94,174,18888,75554,699,httpFlood
91,174,14835,59341,699,httpFlood
88,174,178301,713207,699,httpFlood
91,174,15333,61335,699,httpFlood
88,56,2657,7982,112,httpFlood
88,174,12682,50728,699,httpFlood
91,174,11274,45096,699,httpFlood
94,174,255463,0,349,httpFlood
88,174,15909,63639,699,httpFlood
94,174,256280,0,349,httpFlood
88,174,60843,243373,699,httpFlood
91,174,178793,715174,699,httpFlood
88,174,14852,3453,349,httpFlood
88,174,16837,2861,349,httpFlood
88,174,11220,44882,699,httpFlood
94,174,68955,344778,699,httpFlood
88,174,253415,1013660,699,httpFlood
88,174,61908,247632,699,httpFlood
