% isAttack tcpFlood:	199
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack udpFlood:	571
% isAttack slowBody:	571
@relation 'normal-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R7,10,14,22,33,40'

@attribute max_fpktl numeric
@attribute mean_bpktl numeric
@attribute mean_fiat numeric
@attribute min_active numeric
@attribute sflow_bbytes numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
88,174,13632,54530,699,httpFlood
88,174,13598,54392,699,httpFlood
88,174,182326,729305,699,httpFlood
94,174,68115,340576,699,httpFlood
94,150,946,4895,375,httpFlood
91,174,181932,727728,699,httpFlood
88,174,181504,726019,699,httpFlood
94,174,17856,71425,699,httpFlood
94,174,263084,1315422,699,httpFlood
88,174,12050,48200,699,httpFlood
91,174,12244,48977,699,httpFlood
88,174,178281,713127,699,httpFlood
88,174,181165,724662,699,httpFlood
94,174,29486,0,349,httpFlood
94,174,31350,0,349,httpFlood
88,174,14607,58431,699,httpFlood
91,174,11633,46532,699,httpFlood
88,174,63770,255080,699,httpFlood
94,174,31907,0,349,httpFlood
91,174,13862,55451,699,httpFlood
94,56,960,2556,112,httpFlood
88,174,95548,382193,699,httpFlood
88,174,64326,257306,699,httpFlood
94,174,48801,0,349,httpFlood
88,150,7089,28358,751,httpFlood
88,56,542,1687,112,httpFlood
91,174,14574,58298,699,httpFlood
88,174,11429,45716,699,httpFlood
94,174,28829,0,349,httpFlood
88,174,181685,726741,699,httpFlood
88,174,122002,488010,699,httpFlood
94,174,14339,0,233,httpFlood
88,174,17504,70019,699,httpFlood
94,174,45235,0,349,httpFlood
88,174,91393,365573,699,httpFlood
91,174,13851,55406,699,httpFlood
88,174,64217,256869,699,httpFlood
88,174,14023,1662,349,httpFlood
88,174,11671,46686,699,httpFlood
88,174,11184,44739,699,httpFlood
91,174,260399,1041599,699,httpFlood
88,174,14937,2091,349,httpFlood
91,174,13025,52102,699,httpFlood
91,174,12630,50520,699,httpFlood
88,174,11092,44370,699,httpFlood
94,174,30380,0,349,httpFlood
88,174,15255,2558,349,httpFlood
88,174,61734,246936,699,httpFlood
94,174,17261,69045,699,httpFlood
88,174,121436,485747,699,httpFlood
88,174,18222,72890,699,httpFlood
88,174,14565,5127,349,httpFlood
88,174,16361,65444,699,httpFlood
91,174,14160,56641,699,httpFlood
88,174,12829,51319,699,httpFlood
94,56,2346,5739,112,httpFlood
88,150,244912,979650,751,httpFlood
88,174,118850,475401,699,httpFlood
88,174,182970,731882,699,httpFlood
91,174,11031,44124,699,httpFlood
88,174,15832,1952,349,httpFlood
88,174,168931,675724,699,httpFlood
91,174,14583,58334,699,httpFlood
94,174,39518,158075,699,httpFlood
88,174,92050,368203,699,httpFlood
88,174,120396,481584,699,httpFlood
88,174,15537,3620,349,httpFlood
94,174,15863,63454,699,httpFlood
88,174,13577,54309,699,httpFlood
88,174,15114,2877,349,httpFlood
88,174,15980,63920,699,httpFlood
88,174,11471,45885,699,httpFlood
88,174,11390,45560,699,httpFlood
88,174,254532,1018131,699,httpFlood
88,174,14044,1410,349,httpFlood
88,174,89746,358984,699,httpFlood
88,56,436,1362,112,httpFlood
88,174,14507,1140,349,httpFlood
91,56,418,1202,112,httpFlood
88,56,896,2838,112,httpFlood
88,174,89792,359168,699,httpFlood
94,174,56530,0,349,httpFlood
88,174,14437,1911,349,httpFlood
88,174,30354,121418,699,httpFlood
88,174,36916,42795,349,httpFlood
88,174,14888,59555,699,httpFlood
91,174,260617,1042471,699,httpFlood
94,174,18523,74092,699,httpFlood
91,174,14132,56530,699,httpFlood
88,174,179145,716582,699,httpFlood
94,174,39428,157713,699,httpFlood
91,174,14008,56035,699,httpFlood
88,214,390,1311,643,httpFlood
88,174,12771,51086,699,httpFlood
88,174,180870,723482,699,httpFlood
88,174,15806,1936,349,httpFlood
94,174,15013,0,233,httpFlood
88,174,61291,245166,699,httpFlood
91,174,75422,301691,699,httpFlood
88,174,16794,3159,349,httpFlood
94,174,20600,82401,699,httpFlood
88,174,16201,8308,349,httpFlood
76,-1,355,210,0,httpFlood
88,174,11830,47320,699,httpFlood
94,174,58575,292878,699,httpFlood
91,174,13834,55339,699,httpFlood
94,174,29488,0,349,httpFlood
88,174,14021,1742,349,httpFlood
94,174,30572,0,349,httpFlood
88,174,179741,718965,699,httpFlood
91,174,12376,49507,699,httpFlood
88,174,92862,371449,699,httpFlood
88,214,463,2814,643,httpFlood
91,174,178839,715357,699,httpFlood
88,174,15801,63204,699,httpFlood
91,174,262146,1048586,699,httpFlood
88,174,182918,731674,699,httpFlood
94,174,48544,0,349,httpFlood
88,174,180029,720119,699,httpFlood
88,174,14563,3529,349,httpFlood
88,174,12841,51364,699,httpFlood
91,174,180826,723306,699,httpFlood
88,174,16055,64223,699,httpFlood
94,174,31414,125658,699,httpFlood
94,174,60216,0,349,httpFlood
88,174,11225,44902,699,httpFlood
94,174,49837,199348,699,httpFlood
94,174,57608,0,349,httpFlood
91,174,257095,1028380,699,httpFlood
88,174,62771,251086,699,httpFlood
88,174,182752,731011,699,httpFlood
88,174,14943,3553,349,httpFlood
91,174,12615,50460,699,httpFlood
88,174,15214,60856,699,httpFlood
88,174,11548,46194,699,httpFlood
88,174,14069,56277,699,httpFlood
88,174,14605,58421,699,httpFlood
94,174,98937,3114,349,httpFlood
88,174,60456,241827,699,httpFlood
91,174,11388,45554,699,httpFlood
91,174,14640,58563,699,httpFlood
88,174,179939,719757,699,httpFlood
94,174,15002,3147,349,httpFlood
94,174,252258,0,349,httpFlood
94,174,69285,277141,699,httpFlood
88,174,11104,44416,699,httpFlood
91,174,13993,55975,699,httpFlood
94,174,30984,123939,699,httpFlood
88,174,63456,253824,699,httpFlood
91,174,15143,60572,699,httpFlood
88,174,182768,731074,699,httpFlood
88,150,5698,22794,751,httpFlood
88,174,14771,59086,699,httpFlood
91,174,11914,47659,699,httpFlood
94,174,88167,2126,349,httpFlood
94,174,28795,0,349,httpFlood
88,174,148860,595441,699,httpFlood
94,174,17214,68859,699,httpFlood
88,174,11738,46954,699,httpFlood
88,150,64832,12722,375,httpFlood
94,174,17136,68544,699,httpFlood
88,174,13666,54666,699,httpFlood
88,174,17954,11372,349,httpFlood
88,174,11407,45631,699,httpFlood
91,174,260750,1043003,699,httpFlood
94,174,16407,65628,699,httpFlood
88,174,15993,5755,349,httpFlood
91,174,12632,50531,699,httpFlood
94,150,1018,4816,375,httpFlood
88,174,179985,719940,699,httpFlood
91,174,77038,308155,699,httpFlood
88,174,15083,60333,699,httpFlood
88,174,13559,54238,699,httpFlood
91,174,12068,48272,699,httpFlood
94,174,19959,79838,699,httpFlood
88,174,14689,58759,699,httpFlood
88,174,13116,52464,699,httpFlood
94,174,15152,0,233,httpFlood
88,174,181886,727545,699,httpFlood
94,174,15271,61086,699,httpFlood
88,174,11840,47360,699,httpFlood
88,174,10902,43609,699,httpFlood
88,174,253072,1012291,699,httpFlood
91,174,180851,723404,699,httpFlood
88,174,182603,730414,699,httpFlood
88,174,15375,3484,349,httpFlood
94,174,16164,3657,349,httpFlood
88,174,15938,4904,349,httpFlood
88,214,721,3335,643,httpFlood
94,174,59818,0,349,httpFlood
88,174,14959,2212,349,httpFlood
94,174,54784,0,349,httpFlood
94,174,244477,0,349,httpFlood
91,174,14974,59897,699,httpFlood
88,174,11912,47649,699,httpFlood
88,174,183799,735196,699,httpFlood
94,174,21015,84061,699,httpFlood
94,174,231241,0,349,httpFlood
88,174,15754,1985,349,httpFlood
88,174,11606,46427,699,httpFlood
88,174,14289,57158,699,httpFlood
94,174,15526,0,233,httpFlood
88,174,12017,48068,699,httpFlood
94,174,18351,73407,699,httpFlood
94,56,511,1777,112,httpFlood
91,174,13901,55604,699,httpFlood
91,174,17127,68509,699,httpFlood
94,174,230348,0,349,httpFlood
88,174,122940,491760,699,httpFlood
94,174,58970,294850,699,httpFlood
91,174,179693,718774,699,httpFlood
88,174,11637,46548,699,httpFlood
88,174,14032,1830,349,httpFlood
88,174,16317,2320,349,httpFlood
88,174,14410,57640,699,httpFlood
88,174,217969,871879,699,httpFlood
88,174,17013,68054,699,httpFlood
88,174,15516,62067,699,httpFlood
88,174,215942,863771,699,httpFlood
88,174,11804,47219,699,httpFlood
94,56,453,1736,112,httpFlood
88,174,63703,254812,699,httpFlood
88,174,14833,4354,349,httpFlood
94,174,226325,0,349,httpFlood
88,174,12498,49995,699,httpFlood
88,174,15354,61418,699,httpFlood
88,174,10896,43587,699,httpFlood
88,174,14476,2825,349,httpFlood
91,174,13433,53733,699,httpFlood
91,174,12770,51082,699,httpFlood
88,174,13294,53177,699,httpFlood
88,150,5803,23215,751,httpFlood
91,174,14078,56314,699,httpFlood
94,56,415,1606,112,httpFlood
88,174,10969,43879,699,httpFlood
94,174,59216,0,349,httpFlood
88,174,184324,737299,699,httpFlood
88,174,11933,47735,699,httpFlood
88,174,182655,730621,699,httpFlood
94,174,109001,545007,699,httpFlood
88,150,20105,80422,751,httpFlood
88,174,15219,7010,349,httpFlood
88,174,11880,47521,699,httpFlood
88,174,61074,244299,699,httpFlood
94,174,53383,0,349,httpFlood
88,174,13259,53037,699,httpFlood
88,174,12865,51462,699,httpFlood
88,174,18661,14642,349,httpFlood
94,174,250213,0,349,httpFlood
91,174,13790,55162,699,httpFlood
88,174,254155,1016620,699,httpFlood
88,56,484,1663,112,httpFlood
88,174,215615,862463,699,httpFlood
94,174,234265,0,349,httpFlood
91,174,258874,1035498,699,httpFlood
88,174,90031,360124,699,httpFlood
88,174,11714,46858,699,httpFlood
88,174,14845,4463,349,httpFlood
88,174,19365,77461,699,httpFlood
91,174,80744,322979,699,httpFlood
88,174,11107,44429,699,httpFlood
88,174,12912,51648,699,httpFlood
91,174,178821,715284,699,httpFlood
94,174,14662,3246,349,httpFlood
94,174,14935,0,233,httpFlood
88,174,183235,732941,699,httpFlood
94,174,32268,0,349,httpFlood
94,174,255166,0,349,httpFlood
94,174,84403,3114,349,httpFlood
94,174,19403,77615,699,httpFlood
88,174,182602,730409,699,httpFlood
88,174,11100,44400,699,httpFlood
94,174,31817,0,349,httpFlood
94,174,56586,0,349,httpFlood
88,56,1058,2807,112,httpFlood
88,174,15722,62889,699,httpFlood
88,174,11632,46528,699,httpFlood
91,174,13001,52004,699,httpFlood
94,174,18505,74021,699,httpFlood
88,174,180175,720702,699,httpFlood
91,174,76094,304376,699,httpFlood
88,174,13598,54392,699,httpFlood
88,174,15904,63617,699,httpFlood
91,174,12872,51488,699,httpFlood
91,174,11609,46438,699,httpFlood
88,174,11970,47881,699,httpFlood
88,174,13772,55088,699,httpFlood
94,174,53400,0,349,httpFlood
88,56,1174,4004,112,httpFlood
88,174,14313,57254,699,httpFlood
88,174,16023,4784,349,httpFlood
94,174,19773,79092,699,httpFlood
94,174,15300,6823,349,httpFlood
88,174,16064,8302,349,httpFlood
94,174,74622,373111,699,httpFlood
88,174,13396,53586,699,httpFlood
88,174,11269,45078,699,httpFlood
88,174,15268,3846,349,httpFlood
88,174,17081,9541,349,httpFlood
94,174,17908,71634,699,httpFlood
94,174,73384,366921,699,httpFlood
88,174,16194,64778,699,httpFlood
88,174,12531,50126,699,httpFlood
94,174,52243,208973,699,httpFlood
91,174,11386,45545,699,httpFlood
88,174,15188,8760,349,httpFlood
88,56,1468,3683,112,httpFlood
88,174,11665,46662,699,httpFlood
91,174,13108,52435,699,httpFlood
88,174,17047,68190,699,httpFlood
88,174,11393,45575,699,httpFlood
91,174,12791,51167,699,httpFlood
88,174,11630,46523,699,httpFlood
88,174,11228,44912,699,httpFlood
91,174,14641,58566,699,httpFlood
88,150,17888,71555,751,httpFlood
91,174,12566,50267,699,httpFlood
94,174,95249,3670,349,httpFlood
88,174,14860,4389,349,httpFlood
88,174,13543,54172,699,httpFlood
94,174,14625,58502,699,httpFlood
94,174,238800,0,349,httpFlood
91,174,13597,54388,699,httpFlood
91,174,13750,55001,699,httpFlood
94,174,18197,72788,699,httpFlood
88,174,61803,247214,699,httpFlood
88,174,12824,51299,699,httpFlood
91,174,11582,46331,699,httpFlood
88,174,18724,74897,699,httpFlood
88,174,86475,345903,699,httpFlood
94,174,16528,3538,349,httpFlood
88,174,183935,735740,699,httpFlood
91,174,180797,723191,699,httpFlood
88,174,17458,9857,349,httpFlood
94,174,58279,0,349,httpFlood
94,174,59700,0,349,httpFlood
88,174,92254,369019,699,httpFlood
91,174,76862,307451,699,httpFlood
88,174,14578,3797,349,httpFlood
91,174,11038,44153,699,httpFlood
91,174,12827,51311,699,httpFlood
88,174,10984,43937,699,httpFlood
88,150,16505,66023,751,httpFlood
88,174,15097,60390,699,httpFlood
88,174,14671,58684,699,httpFlood
88,174,16399,6150,349,httpFlood
94,174,17226,68907,699,httpFlood
88,150,17176,68705,751,httpFlood
88,174,15643,4871,349,httpFlood
88,174,183422,733689,699,httpFlood
88,174,15181,60725,699,httpFlood
94,174,230833,0,349,httpFlood
88,174,15310,61240,699,httpFlood
91,174,13684,54739,699,httpFlood
88,174,11557,46231,699,httpFlood
88,174,17478,11200,349,httpFlood
88,174,11470,45883,699,httpFlood
91,174,11813,47255,699,httpFlood
91,174,11765,47063,699,httpFlood
94,174,14701,58805,699,httpFlood
88,174,19524,78097,699,httpFlood
94,174,56068,0,349,httpFlood
94,174,14971,0,233,httpFlood
88,174,119558,478233,699,httpFlood
94,174,251311,0,349,httpFlood
88,174,11170,44682,699,httpFlood
88,174,11644,46579,699,httpFlood
94,174,55063,0,349,httpFlood
88,174,12983,51935,699,httpFlood
88,174,10909,43638,699,httpFlood
94,174,74062,370313,699,httpFlood
88,174,15752,3562,349,httpFlood
88,174,14852,3507,349,httpFlood
94,174,246271,0,349,httpFlood
91,174,17421,69686,699,httpFlood
88,174,13268,53072,699,httpFlood
91,174,13673,54692,699,httpFlood
91,174,11322,45291,699,httpFlood
91,174,12980,51922,699,httpFlood
88,174,14737,58951,699,httpFlood
94,174,258134,1290672,699,httpFlood
88,174,14421,1831,349,httpFlood
94,174,20375,81501,699,httpFlood
91,174,12907,51628,699,httpFlood
94,174,14873,0,233,httpFlood
88,174,15496,3607,349,httpFlood
88,174,17664,70656,699,httpFlood
88,174,61749,246999,699,httpFlood
88,174,17381,69524,699,httpFlood
94,174,31167,0,349,httpFlood
94,174,17237,68951,699,httpFlood
94,174,16090,9946,349,httpFlood
88,174,215895,863581,699,httpFlood
88,174,13930,55721,699,httpFlood
94,174,18318,73272,699,httpFlood
88,174,11426,45706,699,httpFlood
88,174,179533,718135,699,httpFlood
94,174,31051,124205,699,httpFlood
91,174,12856,51424,699,httpFlood
88,174,178459,713837,699,httpFlood
88,56,1252,5633,112,httpFlood
94,174,235371,0,349,httpFlood
94,174,35148,140592,699,httpFlood
91,174,14571,58286,699,httpFlood
91,174,14101,56406,699,httpFlood
94,174,14717,0,233,httpFlood
91,174,12779,51118,699,httpFlood
88,174,93057,372228,699,httpFlood
88,174,11437,45750,699,httpFlood
88,174,14254,1970,349,httpFlood
88,174,14672,3836,349,httpFlood
88,174,63122,252488,699,httpFlood
88,174,61698,246793,699,httpFlood
88,174,178856,715424,699,httpFlood
91,174,178781,715127,699,httpFlood
88,174,177803,711212,699,httpFlood
88,174,11222,44888,699,httpFlood
88,174,16044,64179,699,httpFlood
88,174,11391,45564,699,httpFlood
94,174,69334,277337,699,httpFlood
94,174,225257,0,349,httpFlood
88,150,397,1921,375,httpFlood
94,174,249299,1246497,699,httpFlood
88,174,15046,60186,699,httpFlood
88,174,15080,2838,349,httpFlood
94,174,39563,158254,699,httpFlood
94,174,49308,0,349,httpFlood
91,174,180790,723160,699,httpFlood
94,174,15284,61139,699,httpFlood
511,54,1638,6,82,slowBody
394,56,1625,3351,112,slowBody
511,122,21318,4217,143,slowBody
467,122,14959,4905,172,slowBody
335,215,277010,488026,92,slowBody
394,56,1612,3278,112,slowBody
511,114,20667,12,182,slowBody
387,56,280932,0,18,slowBody
387,56,279751,0,18,slowBody
467,122,17263,4579,172,slowBody
511,54,1873,15,82,slowBody
387,56,281268,0,18,slowBody
394,54,2215,4,54,slowBody
387,56,279822,0,18,slowBody
511,60,287554,0,7,slowBody
511,54,1390,7,82,slowBody
511,122,224063,3013,107,slowBody
511,54,1626,6,82,slowBody
394,54,1624,13,82,slowBody
511,54,1633,6,82,slowBody
467,134,12621,4379,161,slowBody
511,60,287192,0,12,slowBody
511,134,14120,971,161,slowBody
511,134,265351,1929,161,slowBody
246,113,21426,5,181,slowBody
246,122,11310,5,171,slowBody
511,134,6252,823,161,slowBody
511,114,19284,5,182,slowBody
394,54,1546,13,82,slowBody
511,122,18270,4594,172,slowBody
511,122,17993,4403,172,slowBody
511,114,19601,4,182,slowBody
511,54,1662,5,82,slowBody
394,56,1631,3323,112,slowBody
511,56,1403,2872,112,slowBody
352,1982,226517,1812143,11896,slowBody
394,56,1621,3305,112,slowBody
511,122,269742,1634,215,slowBody
511,54,1634,6,82,slowBody
511,54,1661,5,82,slowBody
394,54,1602,13,82,slowBody
511,54,1600,7,82,slowBody
511,122,268355,1201,215,slowBody
246,113,156007,2,129,slowBody
467,122,22780,4578,172,slowBody
467,122,19376,3430,143,slowBody
387,56,281400,0,18,slowBody
511,114,21174,2,152,slowBody
394,56,1546,3127,112,slowBody
511,60,287002,0,12,slowBody
511,54,1689,6,82,slowBody
246,122,4580,13,171,slowBody
467,134,6650,2823,161,slowBody
246,133,13090,12,160,slowBody
246,122,13301,5,171,slowBody
511,54,1625,8,82,slowBody
387,56,281322,0,18,slowBody
394,56,1693,3448,112,slowBody
248,1982,251105,2425,1982,slowBody
511,122,8126,13,172,slowBody
511,122,16850,4580,172,slowBody
467,134,250379,9360,161,slowBody
511,134,8718,4429,161,slowBody
387,56,280249,0,18,slowBody
511,54,1643,6,82,slowBody
394,56,1689,3472,112,slowBody
511,134,14760,608,161,slowBody
246,113,20626,12,181,slowBody
246,133,2899,13,160,slowBody
394,56,1391,2846,112,slowBody
511,56,1672,3402,112,slowBody
511,54,1630,6,82,slowBody
394,56,1602,3268,112,slowBody
394,60,285659,1713956,60,slowBody
511,122,17971,4078,172,slowBody
246,122,14577,12,171,slowBody
246,122,14429,13,171,slowBody
394,54,1770,14,82,slowBody
467,134,2748,1447,161,slowBody
394,56,1581,3215,112,slowBody
511,134,13697,775,161,slowBody
394,56,1667,3395,112,slowBody
511,56,1674,3407,112,slowBody
511,122,9468,4,172,slowBody
511,56,1673,3404,112,slowBody
60,-1,288,279,0,slowBody
246,113,19121,13,181,slowBody
67,-1,298,298,0,slowBody
511,54,1720,6,82,slowBody
394,56,1622,3345,112,slowBody
246,113,19170,12,181,slowBody
246,122,12317,6,171,slowBody
511,56,1639,3342,112,slowBody
511,134,10160,4446,161,slowBody
511,122,21370,4517,172,slowBody
394,56,1560,3174,112,slowBody
387,60,288006,0,8,slowBody
387,56,281167,0,18,slowBody
511,54,1657,6,82,slowBody
394,54,1677,14,82,slowBody
394,56,1642,3350,112,slowBody
394,54,1687,13,82,slowBody
511,122,3027,13,172,slowBody
511,56,1676,3411,112,slowBody
246,113,19428,12,181,slowBody
467,134,8355,4591,161,slowBody
511,122,10550,5,172,slowBody
387,56,279932,0,18,slowBody
394,54,1597,16,82,slowBody
511,56,1682,3421,112,slowBody
394,60,288040,0,12,slowBody
511,122,269096,857,215,slowBody
394,56,1632,3325,112,slowBody
467,60,288035,3,15,slowBody
511,60,287277,0,12,slowBody
511,60,287074,0,12,slowBody
511,134,12404,822,161,slowBody
387,56,280544,0,18,slowBody
511,114,18358,12,182,slowBody
511,54,1588,6,82,slowBody
246,122,11172,4,171,slowBody
394,56,1662,3389,112,slowBody
387,56,280391,0,18,slowBody
394,56,1546,3130,112,slowBody
511,54,1612,6,82,slowBody
246,113,21124,4,181,slowBody
511,134,6831,2965,161,slowBody
511,122,17987,4335,172,slowBody
511,54,1604,6,82,slowBody
387,56,279701,0,18,slowBody
387,56,280581,0,18,slowBody
394,54,1376,14,82,slowBody
511,54,1583,6,82,slowBody
511,122,14623,13,172,slowBody
467,122,19225,3076,143,slowBody
511,122,8715,4,172,slowBody
511,122,270635,620,215,slowBody
246,113,19783,13,181,slowBody
511,114,20969,2,152,slowBody
387,56,280978,0,18,slowBody
352,416,82954,6,554,slowBody
394,54,1599,17,82,slowBody
246,122,12396,4,171,slowBody
394,56,1644,3351,112,slowBody
511,114,19280,5,182,slowBody
511,122,16917,4540,172,slowBody
511,60,287290,0,12,slowBody
394,54,1435,14,54,slowBody
394,56,1376,2822,112,slowBody
246,113,17050,11,181,slowBody
55,-1,316,316,0,slowBody
387,56,281219,0,18,slowBody
246,122,7439,13,171,slowBody
511,122,18208,4597,172,slowBody
394,56,1645,3355,112,slowBody
394,56,1636,3333,112,slowBody
387,56,281258,0,18,slowBody
511,134,9478,4484,161,slowBody
246,113,22180,4,151,slowBody
394,54,1642,6,82,slowBody
394,56,1623,3311,112,slowBody
387,56,280560,0,18,slowBody
394,54,1560,13,82,slowBody
394,56,1643,3357,112,slowBody
511,134,12050,788,161,slowBody
511,134,8482,908,161,slowBody
467,60,286670,17,17,slowBody
511,56,1726,3512,112,slowBody
394,54,1651,15,82,slowBody
511,134,9917,916,161,slowBody
511,56,1636,3316,112,slowBody
511,54,1308,6,54,slowBody
511,122,17074,13,172,slowBody
246,122,5493,13,171,slowBody
467,134,12523,4283,161,slowBody
394,56,1597,3235,112,slowBody
60,-1,317,309,0,slowBody
387,56,281266,0,18,slowBody
467,134,14866,4533,161,slowBody
387,56,281043,0,18,slowBody
511,122,269696,1249,215,slowBody
511,122,7145,4,172,slowBody
394,56,1591,3220,112,slowBody
511,134,10072,4429,161,slowBody
511,54,1673,6,82,slowBody
511,114,17769,13,182,slowBody
246,113,17342,12,181,slowBody
387,56,280370,0,18,slowBody
511,54,1656,5,82,slowBody
511,114,21407,2,182,slowBody
511,134,6935,2909,161,slowBody
387,56,279717,0,18,slowBody
246,113,17966,12,181,slowBody
467,134,14011,4399,161,slowBody
511,114,17165,12,182,slowBody
511,122,9856,13,172,slowBody
511,122,19264,4457,172,slowBody
511,56,1656,3378,112,slowBody
467,134,3282,1819,161,slowBody
467,122,20955,4587,172,slowBody
387,56,280642,0,18,slowBody
246,113,22458,5,151,slowBody
511,114,16773,14,182,slowBody
467,122,22626,4575,172,slowBody
511,54,1535,6,82,slowBody
467,60,287963,17,15,slowBody
511,54,1672,6,82,slowBody
467,134,14800,4554,161,slowBody
511,56,1635,3328,112,slowBody
511,134,14416,968,161,slowBody
394,56,1169,2359,56,slowBody
511,56,1655,3367,112,slowBody
511,122,269280,735,215,slowBody
467,122,15694,6755,172,slowBody
511,179,223209,57775,89,slowBody
394,56,1665,3431,112,slowBody
511,134,2623,862,161,slowBody
246,122,3741,11,171,slowBody
246,122,13263,5,171,slowBody
246,113,21051,5,181,slowBody
387,56,281330,0,18,slowBody
511,54,1628,6,82,slowBody
511,134,14736,4286,161,slowBody
246,122,10827,12,171,slowBody
394,54,1596,5,82,slowBody
246,122,6319,13,171,slowBody
246,113,21118,6,181,slowBody
246,113,16553,12,181,slowBody
511,54,1662,7,82,slowBody
246,122,12699,5,171,slowBody
394,56,1617,3270,112,slowBody
387,56,279853,0,18,slowBody
246,113,96760,5,113,slowBody
467,134,11614,3993,161,slowBody
394,56,1648,3360,112,slowBody
511,114,20712,12,182,slowBody
511,114,17391,2,182,slowBody
387,56,279864,0,18,slowBody
467,122,19200,3660,143,slowBody
511,114,19112,2,152,slowBody
511,122,18198,4678,172,slowBody
467,134,8868,4536,161,slowBody
467,134,4709,2165,161,slowBody
467,122,22430,4542,172,slowBody
387,56,281451,0,18,slowBody
511,114,20974,5,182,slowBody
511,122,10220,14,172,slowBody
394,54,1675,5,82,slowBody
511,134,258900,679,202,slowBody
467,122,22511,4373,172,slowBody
394,56,1628,3318,112,slowBody
511,114,222855,5,114,slowBody
511,134,13524,958,161,slowBody
511,114,19615,13,182,slowBody
511,56,1621,3305,112,slowBody
246,113,19162,4,181,slowBody
511,134,13251,781,161,slowBody
394,54,1583,5,82,slowBody
246,122,12724,5,171,slowBody
394,54,1614,5,82,slowBody
394,56,1770,3582,112,slowBody
394,54,1642,5,82,slowBody
394,56,1624,3306,112,slowBody
511,122,19744,3730,143,slowBody
511,122,16749,4537,172,slowBody
246,122,6728,11,171,slowBody
467,122,23133,4451,143,slowBody
511,114,16768,12,182,slowBody
511,134,6277,2817,161,slowBody
511,60,287188,0,15,slowBody
246,122,4929,13,171,slowBody
394,60,288854,0,15,slowBody
511,134,14630,4344,161,slowBody
467,134,3080,1571,161,slowBody
246,113,18987,5,181,slowBody
511,56,1693,3440,112,slowBody
511,54,1839,6,82,slowBody
511,122,6215,5,172,slowBody
467,134,1749,1047,161,slowBody
394,54,1912,14,82,slowBody
511,122,222702,3083,107,slowBody
511,122,16694,4591,172,slowBody
511,60,287442,3,15,slowBody
511,60,287568,0,12,slowBody
467,134,6273,4547,161,slowBody
387,56,280433,0,18,slowBody
511,114,224147,2,182,slowBody
511,114,21215,5,182,slowBody
511,122,21335,4459,172,slowBody
511,114,17885,13,182,slowBody
511,122,19403,4423,172,slowBody
394,54,1593,15,82,slowBody
394,54,1670,14,82,slowBody
511,54,1445,5,82,slowBody
511,122,19535,4400,172,slowBody
246,113,17830,12,181,slowBody
511,114,21401,2,182,slowBody
394,54,2039,14,82,slowBody
387,56,280134,0,18,slowBody
511,122,270343,847,215,slowBody
511,122,268675,1907,215,slowBody
511,134,14205,1017,161,slowBody
511,54,1574,6,82,slowBody
511,60,288104,0,12,slowBody
511,56,1664,3386,112,slowBody
511,56,1685,3430,112,slowBody
511,56,1639,3340,112,slowBody
387,56,279647,0,18,slowBody
467,134,14096,4586,161,slowBody
387,56,281291,0,18,slowBody
511,114,19354,2,182,slowBody
511,122,267080,2234,215,slowBody
246,122,2041,14,171,slowBody
394,56,1700,3460,112,slowBody
394,54,1629,13,82,slowBody
246,113,19083,2,181,slowBody
511,122,3373,14,172,slowBody
467,122,22531,3161,143,slowBody
511,60,323991,17,17,slowBody
511,54,1649,6,82,slowBody
387,56,281331,0,18,slowBody
394,56,1642,3385,112,slowBody
394,56,1584,3209,112,slowBody
467,122,14954,4419,172,slowBody
511,114,18227,13,182,slowBody
511,134,13786,981,161,slowBody
394,54,1620,14,82,slowBody
511,122,12576,13,172,slowBody
387,56,280919,0,18,slowBody
394,54,1660,5,82,slowBody
511,122,6145,13,172,slowBody
67,-1,302,298,0,slowBody
55,-1,359,359,0,slowBody
394,54,1615,14,82,slowBody
227,922,1084,6504,4612,slowBody
511,54,1613,6,82,slowBody
511,54,1587,5,82,slowBody
387,56,281387,0,18,slowBody
511,134,13920,3931,161,slowBody
511,134,3345,1627,161,slowBody
387,56,281131,0,18,slowBody
394,54,1582,13,82,slowBody
394,56,2039,4114,112,slowBody
511,114,224147,2,114,slowBody
511,56,1652,3346,112,slowBody
394,54,1565,5,82,slowBody
394,54,1619,13,82,slowBody
511,122,268440,1197,215,slowBody
511,60,287647,0,7,slowBody
511,56,1665,3394,112,slowBody
511,54,1573,5,82,slowBody
511,134,5152,2280,161,slowBody
387,56,280334,0,18,slowBody
511,122,16646,4597,172,slowBody
511,60,287219,0,12,slowBody
511,60,287404,2,15,slowBody
394,56,1632,3329,112,slowBody
511,134,1526,833,161,slowBody
467,122,22718,4664,172,slowBody
511,114,18373,14,182,slowBody
511,122,16753,4616,172,slowBody
511,54,1648,6,82,slowBody
511,114,21218,4,182,slowBody
