% isAttack normal:	1332
% isAttack highrate:	1260
% isAttack lowrate:	1332
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:highrate, udpFlood:highrate, httpFlood:highrate, slowBody:lowrate, slowHeaders:lowrate, slowRead:lowrate-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R1-2,4,8-9,16,18,22,27'

@attribute duration numeric
@attribute protocol_type {tcp,icmp,udp}
@attribute src_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {normal,highrate,lowrate}

@data
0,tcp,140,1966,1966,0,100,0,normal
0,tcp,946,1192,1192,0,100,0,normal
0,tcp,946,2882,2882,0,77,0,normal
0,tcp,78,2467,2467,0,85,0,normal
0,tcp,946,746,746,0,100,0,normal
0,tcp,66,3089,3089,0,43,0,normal
0,tcp,946,2152,2152,0,100,0,normal
0,tcp,946,2137,2137,0,100,0,normal
0,tcp,946,2502,2502,0,100,0,normal
0,tcp,66,3615,3615,0,94,0,normal
0,tcp,946,2314,2314,0,100,0,normal
0,tcp,946,2227,2227,0,100,0,normal
0,tcp,1024,3094,3094,0,73,0,normal
0,tcp,66,5953,5953,0,44,0,normal
0,tcp,286,3563,3563,0,100,0,normal
0,tcp,946,3910,3910,0,100,0,normal
0,tcp,946,4195,4195,0,76,0,normal
0,tcp,946,2127,2127,0,92,0,normal
0,tcp,66,4924,4924,0,57,0,normal
0,tcp,66,5622,5622,0,49,0,normal
0,tcp,946,3375,3375,0,100,0,normal
0,tcp,946,2445,2445,0,100,0,normal
0,tcp,946,1862,1862,0,100,0,normal
0,tcp,66,6368,6368,0,26,0,normal
0,tcp,946,3219,3219,0,94,0,normal
0,tcp,66,3320,3320,0,63,0,normal
0,tcp,78,5709,5709,0,48,0,normal
0,tcp,946,2113,2113,0,100,0,normal
0,tcp,946,1866,1866,0,99,0,normal
0,tcp,880,3489,3489,0,100,0,normal
0,tcp,66,3197,3197,0,84,0,normal
0,tcp,946,2536,2536,0,100,0,normal
0,tcp,946,4113,4113,0,100,0,normal
0,tcp,146,5840,5840,0,55,0,normal
0,tcp,66,2838,2838,0,45,0,normal
0,tcp,946,2404,2404,0,99,0,normal
0,tcp,66,4689,4689,0,31,0,normal
0,tcp,66,3900,3900,0,80,0,normal
0,tcp,66,3302,3302,0,60,0,normal
0,tcp,946,3157,3157,0,100,0,normal
0,tcp,66,3042,3042,0,48,0,normal
0,tcp,66,4468,4468,0,54,0,normal
0,tcp,946,1455,1455,0,100,0,normal
0,tcp,78,3524,3524,0,66,0,normal
0,tcp,66,2693,2693,0,56,0,normal
0,tcp,946,1836,1836,0,100,0,normal
0,tcp,946,2246,2246,0,100,0,normal
0,tcp,946,709,709,0,100,0,normal
0,tcp,146,2856,2856,0,74,0,normal
0,tcp,946,3628,3628,0,100,0,normal
0,tcp,946,1127,1127,0,100,0,normal
0,tcp,946,2041,2041,0,100,0,normal
0,tcp,946,3316,3316,0,100,0,normal
0,tcp,946,2154,2154,0,98,0,normal
0,tcp,352,2516,2516,0,100,0,normal
0,tcp,66,2092,2092,0,50,0,normal
0,tcp,946,1087,1087,0,100,0,normal
0,tcp,946,2528,2528,0,100,0,normal
0,tcp,880,2565,2565,0,100,0,normal
0,tcp,946,1856,1856,0,100,0,normal
0,tcp,946,1893,1893,0,92,0,normal
0,tcp,880,2341,2341,0,100,0,normal
0,tcp,66,3197,3197,0,62,0,normal
0,tcp,946,3875,3875,0,100,0,normal
0,tcp,66,5764,5764,0,45,0,normal
0,tcp,946,2263,2263,0,100,0,normal
0,tcp,66,2986,2986,0,53,0,normal
0,tcp,946,2846,2846,0,77,0,normal
0,tcp,66,5961,5961,0,45,0,normal
0,tcp,946,2541,2541,0,100,0,normal
0,tcp,66,3024,3024,0,19,0,normal
0,tcp,946,1893,1893,0,50,0,normal
0,tcp,946,3341,3341,0,100,0,normal
0,tcp,146,3579,3579,0,67,0,normal
0,tcp,78,2456,2456,0,86,0,normal
0,tcp,946,3905,3905,0,100,0,normal
0,tcp,946,1992,1992,0,100,0,normal
0,tcp,946,2224,2224,0,100,0,normal
0,tcp,946,1873,1873,0,100,0,normal
0,tcp,66,3515,3515,0,46,0,normal
0,tcp,66,3639,3639,0,85,0,normal
0,tcp,66,5435,5435,0,98,0,normal
0,tcp,880,3854,3854,0,75,0,normal
0,tcp,880,4472,4472,0,55,0,normal
0,tcp,66,2947,2947,0,48,0,normal
0,tcp,946,3081,3081,0,90,0,normal
0,tcp,946,797,797,0,100,0,normal
0,tcp,946,2057,2057,0,86,0,normal
0,tcp,66,3936,3936,0,68,0,normal
0,tcp,66,4908,4908,0,61,0,normal
0,tcp,880,1462,1462,0,100,0,normal
0,tcp,1024,351,351,0,100,0,normal
0,tcp,946,1971,1971,0,100,0,normal
0,tcp,66,1452,1452,0,52,0,normal
0,tcp,66,3258,3258,0,31,0,normal
0,tcp,946,1848,1848,0,100,0,normal
0,tcp,66,3113,3113,0,37,0,normal
0,tcp,66,2881,2881,0,25,0,normal
0,tcp,66,3082,3082,0,33,0,normal
0,tcp,66,2780,2780,0,44,0,normal
0,tcp,946,1189,1189,0,100,0,normal
0,tcp,748,2951,2951,0,100,0,normal
0,tcp,66,3218,3218,0,41,0,normal
0,tcp,946,1991,1991,0,100,0,normal
0,tcp,946,2389,2389,0,100,0,normal
0,tcp,66,5043,5043,0,45,0,normal
0,tcp,364,1896,1896,0,100,0,normal
0,tcp,78,3005,3005,0,73,0,normal
0,tcp,66,3814,3814,0,41,0,normal
0,tcp,66,3536,3536,0,35,0,normal
0,tcp,286,2348,2348,0,100,0,normal
0,tcp,946,2104,2104,0,100,0,normal
0,tcp,946,2118,2118,0,100,0,normal
0,tcp,66,2767,2767,0,42,0,normal
0,tcp,946,3883,3883,0,100,0,normal
0,tcp,66,3262,3262,0,47,0,normal
0,tcp,946,3006,3006,0,74,0,normal
0,tcp,946,1944,1944,0,100,0,normal
0,tcp,66,3140,3140,0,49,0,normal
0,tcp,946,3890,3890,0,100,0,normal
0,tcp,946,3387,3387,0,100,0,normal
0,tcp,946,3859,3859,0,100,0,normal
0,tcp,66,4954,4954,0,57,0,normal
0,tcp,66,2433,2433,0,39,0,normal
0,tcp,66,3349,3349,0,53,0,normal
0,tcp,946,2191,2191,0,100,0,normal
0,tcp,958,3094,3094,0,100,0,normal
0,tcp,946,2276,2276,0,100,0,normal
0,tcp,946,1969,1969,0,100,0,normal
0,tcp,946,2082,2082,0,100,0,normal
0,tcp,66,2855,2855,0,50,0,normal
0,tcp,946,2126,2126,0,100,0,normal
0,tcp,66,5272,5272,0,92,0,normal
0,tcp,1120,2265,2265,0,100,0,normal
0,tcp,946,3170,3170,0,100,0,normal
0,tcp,66,3542,3542,0,48,0,normal
0,tcp,66,4848,4848,0,48,0,normal
0,tcp,66,3518,3518,0,46,0,normal
0,tcp,946,2274,2274,0,100,0,normal
0,tcp,946,2761,2761,0,52,0,normal
1,tcp,1020,2049,2049,0,100,0,normal
0,tcp,946,1983,1983,0,100,0,normal
0,tcp,66,5904,5904,0,40,0,normal
0,tcp,146,3291,3291,0,68,0,normal
0,tcp,946,2194,2194,0,100,0,normal
0,tcp,946,3876,3876,0,100,0,normal
0,tcp,946,1945,1945,0,100,0,normal
0,tcp,146,3312,3312,0,47,0,normal
0,tcp,946,3347,3347,0,96,0,normal
0,tcp,78,5385,5385,0,98,0,normal
0,tcp,66,5181,5181,0,22,0,normal
0,tcp,946,2524,2524,0,99,0,normal
0,tcp,946,3367,3367,0,100,0,normal
0,tcp,946,2067,2067,0,100,0,normal
0,tcp,66,2857,2857,0,37,0,normal
0,tcp,946,2206,2206,0,100,0,normal
0,tcp,1042,1953,1953,0,93,0,normal
0,tcp,66,5234,5234,0,65,0,normal
0,tcp,78,5744,5744,0,59,0,normal
0,tcp,946,2008,2008,0,100,0,normal
13,tcp,2155,0,57,1,38,1,normal
0,tcp,66,308,310,0.01,33,0,normal
0,tcp,60,230,231,0,14,0.07,normal
0,tcp,60,37,40,0.07,44,0.16,normal
0,tcp,66,2,4,0.5,51,0.61,normal
44,tcp,2654,0,1,1,11,1,normal
0,tcp,60,317,319,0.01,35,0,normal
0,tcp,272,1,1,0,3,0.67,normal
78,tcp,5390,3,5,0.4,68,0.96,normal
5,tcp,1158,0,5,1,54,1,normal
0,tcp,66,8,17,0.53,44,0.64,normal
0,tcp,139,92,96,0.04,34,0,normal
0,tcp,66,1,2,0.5,44,0.98,normal
0,tcp,60,21,25,0.16,50,0.58,normal
0,tcp,60,22,22,0,45,0.51,normal
0,tcp,66,1,61,0.98,21,0.95,normal
0,tcp,66,91,91,0,18,0,normal
0,tcp,139,226,229,0.01,32,0.09,normal
0,tcp,60,323,325,0.01,35,0,normal
0,tcp,66,16,20,0.2,20,0.2,normal
0,tcp,60,45,79,0.43,36,0,normal
0,tcp,66,11,15,0.27,57,0.81,normal
0,tcp,60,262,268,0.02,49,0,normal
0,tcp,112,10,10,0,47,0.43,normal
0,tcp,154,17,21,0.19,48,0.6,normal
0,tcp,66,10,261,0.96,37,0.76,normal
0,tcp,74,118,119,0.01,33,0,normal
11,tcp,2884,0,11,1,17,1,normal
0,tcp,60,68,123,0.45,47,0.21,normal
0,tcp,66,6,7,0.14,50,0.42,normal
0,tcp,66,4,12,0.67,44,0.91,normal
3,tcp,1865,0,3,1,14,1,normal
0,tcp,60,416,421,0.01,47,0,normal
0,tcp,155,60,64,0.06,34,0,normal
0,tcp,60,284,290,0.02,49,0,normal
123,tcp,3446,1,158,0.99,37,1,normal
3,tcp,1577,11,87,0.87,41,0.98,normal
0,tcp,97,1,15,0.93,53,0.94,normal
4,tcp,2673,0,5,1,49,1,normal
0,tcp,380,0,64,1,38,1,normal
0,tcp,112,0,5,1,48,0.96,normal
0,tcp,305,78,128,0.39,25,0.48,normal
5,tcp,1134,0,7,1,71,1,normal
0,tcp,60,37,41,0.1,40,0.07,normal
0,tcp,155,1,5,0.8,49,0.98,normal
0,tcp,60,79,130,0.39,26,0.5,normal
95,tcp,5714,0,4,1,65,0.97,normal
0,tcp,60,282,282,0,43,0,normal
0,tcp,66,5,6,0.17,50,0.28,normal
0,tcp,60,25,31,0.19,31,0.19,normal
0,tcp,158,0,2,1,43,0.33,normal
7,tcp,272,1,2,0.5,39,0.69,normal
0,tcp,139,120,138,0.13,36,0.03,normal
2,tcp,2949,3,48,0.94,40,0.93,normal
0,tcp,60,32,45,0.29,45,0.29,normal
0,tcp,60,139,168,0.17,33,0,normal
0,tcp,60,85,86,0.01,30,0,normal
188,tcp,3685,0,0,0,30,1,normal
0,tcp,66,9,10,0.1,49,0.49,normal
0,tcp,66,476,481,0.01,49,0,normal
0,tcp,155,116,155,0.25,39,0.26,normal
6,tcp,1271,1,64,0.98,43,0.98,normal
1,tcp,1565,0,99,1,35,1,normal
0,tcp,97,0,2,1,34,0.79,normal
0,tcp,60,92,93,0.01,29,0,normal
0,tcp,60,72,73,0.01,33,0,normal
0,tcp,60,132,150,0.12,35,0.03,normal
0,tcp,60,144,147,0.02,32,0,normal
0,tcp,60,308,310,0.01,32,0,normal
0,tcp,60,131,134,0.02,33,0,normal
0,tcp,60,151,172,0.12,32,0.09,normal
0,tcp,66,276,276,0,32,0,normal
0,tcp,198,6,6,0,6,0,normal
0,tcp,66,0,1,1,0,0,normal
0,tcp,60,22,28,0.21,33,0.18,normal
0,tcp,60,26,46,0.43,44,0.41,normal
0,tcp,66,3,236,0.99,35,0.91,normal
0,tcp,201,3,56,0.95,43,0.93,normal
0,tcp,60,184,185,0.01,37,0,normal
31,tcp,3028,0,6,1,48,1,normal
0,tcp,66,167,168,0.01,21,0,normal
0,tcp,60,60,67,0.1,43,0.14,normal
0,tcp,60,235,241,0.02,48,0,normal
0,tcp,60,289,289,0,33,0,normal
0,tcp,112,4,24,0.83,51,0.82,normal
0,tcp,60,109,112,0.03,34,0,normal
0,tcp,60,309,311,0.01,44,0.05,normal
0,tcp,60,126,177,0.29,19,0,normal
0,tcp,60,70,70,0,43,0,normal
0,tcp,66,7,247,0.97,40,0.88,normal
0,tcp,60,246,282,0.13,33,0.18,normal
0,tcp,66,188,194,0.03,39,0.08,normal
0,tcp,60,317,319,0.01,44,0,normal
6,tcp,272,3,3,0,3,0,normal
0,tcp,156,134,134,0,13,0,normal
0,tcp,66,93,144,0.35,29,0.24,normal
0,tcp,66,8,8,0,47,0.45,normal
1,tcp,1114,3,247,0.99,46,0.93,normal
0,tcp,60,228,228,0,29,0,normal
0,tcp,60,25,25,0,43,0.42,normal
0,tcp,60,136,169,0.2,33,0,normal
0,tcp,60,95,96,0.01,29,0,normal
0,tcp,60,324,326,0.01,33,0,normal
0,tcp,60,185,186,0.01,34,0,normal
0,tcp,60,288,294,0.02,49,0,normal
0,tcp,66,262,262,0,36,0,normal
0,tcp,60,30,43,0.3,46,0.35,normal
0,tcp,66,9,46,0.8,54,0.83,normal
0,tcp,60,183,185,0.01,42,0,normal
0,tcp,66,1,1,0,42,0.98,normal
0,tcp,60,58,60,0.03,37,0,normal
80,tcp,9484,0,10,1,54,1,normal
0,tcp,60,9,10,0.1,20,0.3,normal
0,tcp,66,5,59,0.92,30,0.83,normal
57,tcp,2170,5,33,0.85,17,0.82,normal
0,tcp,60,32,36,0.11,43,0.26,normal
0,tcp,60,446,451,0.01,49,0,normal
0,tcp,60,65,76,0.14,44,0.23,normal
135,tcp,3033,0,148,1,37,1,normal
6,tcp,272,0,3,1,58,1,normal
0,tcp,60,310,312,0.01,31,0,normal
0,tcp,60,439,444,0.01,48,0,normal
0,tcp,66,2,26,0.92,48,0.96,normal
0,tcp,60,209,210,0,31,0,normal
0,tcp,60,159,159,0,15,0,normal
0,tcp,66,310,312,0.01,31,0,normal
8,tcp,272,0,1,1,20,0.8,normal
0,tcp,66,1,1,0,51,0.78,normal
0,tcp,60,217,218,0,41,0,normal
0,tcp,60,47,61,0.23,40,0.12,normal
0,tcp,60,40,40,0,28,0,normal
0,tcp,60,109,109,0,12,0,normal
0,tcp,66,9,11,0.18,40,0.78,normal
0,tcp,60,176,182,0.03,35,0.14,normal
0,tcp,138,6,32,0.81,47,0.83,normal
0,tcp,60,311,313,0.01,35,0,normal
184,tcp,4091,0,4,1,74,0.99,normal
0,tcp,60,160,162,0.01,41,0,normal
0,tcp,66,1,1,0,34,0.97,normal
0,tcp,60,422,427,0.01,47,0,normal
0,tcp,66,105,138,0.24,21,0,normal
0,tcp,60,27,33,0.18,38,0.16,normal
0,tcp,66,302,304,0.01,40,0.05,normal
0,tcp,60,86,87,0.01,46,0.02,normal
65,tcp,1994,0,1,1,79,1,normal
0,tcp,60,461,466,0.01,50,0,normal
0,tcp,60,320,322,0.01,39,0,normal
6,tcp,764,0,5,1,54,0.96,normal
0,tcp,60,3,36,0.92,55,0.91,normal
5,tcp,1519,13,34,0.62,21,0.38,normal
0,tcp,60,51,63,0.19,39,0,normal
0,tcp,66,2,257,0.99,39,0.95,normal
0,tcp,66,18,22,0.18,22,0.18,normal
0,tcp,60,30,30,0,43,0.3,normal
0,tcp,66,2,4,0.5,14,0.14,normal
0,tcp,60,287,287,0,29,0,normal
0,tcp,66,171,172,0.01,26,0,normal
0,tcp,60,37,60,0.38,38,0.05,normal
0,tcp,201,5,58,0.91,43,0.88,normal
0,tcp,60,313,319,0.02,50,0,normal
0,tcp,66,7,8,0.12,51,0.27,normal
0,tcp,60,102,103,0.01,44,0,normal
0,tcp,60,136,139,0.02,34,0,normal
0,tcp,60,184,185,0.01,40,0,normal
0,tcp,60,5,5,0,41,0.83,normal
45,tcp,1846,0,88,1,41,1,normal
23,tcp,15459,0,1,1,44,0.91,normal
0,tcp,60,142,148,0.04,33,0,normal
0,tcp,66,88,88,0,15,0,normal
0,tcp,60,207,208,0,32,0,normal
0,tcp,60,72,73,0.01,38,0,normal
0,tcp,545,5,5,0,19,0.63,normal
0,tcp,60,54,55,0.02,33,0,normal
0,tcp,60,108,108,0,22,0,normal
0,tcp,60,47,47,0,37,0,normal
7,tcp,1527,0,3,1,70,1,normal
0,tcp,66,491,496,0.01,43,0,normal
0,tcp,60,153,156,0.02,34,0,normal
0,tcp,60,80,99,0.19,39,0.03,normal
44,tcp,2196,1,86,0.99,39,0.97,normal
0,tcp,60,443,448,0.01,48,0,normal
0,tcp,60,168,169,0.01,33,0,normal
0,tcp,366,0,206,1,31,1,normal
0,tcp,60,128,131,0.02,33,0,normal
1,tcp,4311,1,1,0,42,0.98,normal
0,tcp,66,13,45,0.71,52,0.63,normal
0,tcp,60,125,127,0.02,9,0,normal
18,tcp,1787,0,6,1,65,1,normal
0,tcp,138,58,60,0.03,36,0,normal
0,tcp,60,148,169,0.12,33,0.12,normal
0,tcp,60,203,204,0,36,0,normal
69,tcp,3680,0,1,1,51,0.9,normal
0,tcp,60,213,213,0,32,0,normal
0,tcp,60,239,245,0.02,48,0,normal
0,tcp,66,316,318,0.01,38,0,normal
64,tcp,2403,2,4,0.5,45,0.93,normal
10,tcp,2410,0,2,1,61,0.79,normal
0,tcp,60,98,101,0.03,32,0.06,normal
0,tcp,60,38,43,0.12,39,0.03,normal
0,tcp,60,35,152,0.77,36,0.81,normal
0,tcp,66,1,5,0.8,39,0.97,normal
43,tcp,2368,0,31,1,28,1,normal
0,tcp,60,147,176,0.16,34,0,normal
0,tcp,66,6,193,0.97,36,0.86,normal
0,tcp,60,53,54,0.02,38,0,normal
0,tcp,66,2,197,0.99,32,0.94,normal
0,tcp,60,156,160,0.03,40,0.05,normal
0,tcp,60,236,242,0.02,48,0,normal
46,tcp,4530,0,0,0,8,1,normal
0,tcp,112,14,15,0.07,54,0.3,normal
0,tcp,60,93,122,0.24,18,0.06,normal
0,tcp,60,131,132,0.01,37,0,normal
0,tcp,60,117,118,0.01,8,0,normal
7,tcp,2004,0,156,1,35,1,normal
0,tcp,60,307,309,0.01,32,0,normal
0,tcp,60,82,86,0.05,34,0,normal
182,tcp,10692,0,83,1,40,1,normal
0,tcp,60,309,311,0.01,33,0,normal
0,tcp,112,6,33,0.82,50,0.88,normal
117,tcp,2706,0,3,1,43,1,normal
8,tcp,272,4,5,0.2,31,0.71,normal
0,tcp,60,19,45,0.58,49,0.61,normal
0,tcp,60,20,26,0.23,44,0.5,normal
74,tcp,56924,0,2,1,31,0.94,normal
0,tcp,60,146,167,0.13,34,0.12,normal
0,tcp,60,73,74,0.01,33,0,normal
0,tcp,60,217,218,0,41,0,normal
0,tcp,60,294,294,0,33,0,normal
0,tcp,66,1,7,0.86,43,0.98,normal
0,tcp,60,41,47,0.13,40,0.03,normal
0,tcp,171,0,13,1,46,1,normal
0,tcp,60,2,13,0.85,41,0.41,normal
0,tcp,60,3,10,0.7,51,0.9,normal
0,tcp,66,11,12,0.08,47,0.77,normal
0,tcp,60,170,172,0.01,34,0,normal
0,tcp,60,197,198,0.01,35,0,normal
0,tcp,60,89,122,0.27,28,0,normal
6,tcp,1567,0,3,1,47,1,normal
0,tcp,66,16,100,0.84,41,0.61,normal
2,tcp,2042,6,27,0.78,21,0.71,normal
0,tcp,60,31,44,0.3,46,0.33,normal
6,tcp,272,2,2,0,2,0,normal
0,tcp,60,23,29,0.21,42,0.17,normal
14,tcp,1955,0,15,1,47,1,normal
19,tcp,7253,2,30,0.93,51,0.96,normal
0,tcp,60,145,146,0.01,37,0,normal
0,tcp,60,8,56,0.86,54,0.85,normal
0,tcp,66,259,259,0,35,0,normal
0,tcp,60,213,213,0,32,0,normal
0,tcp,60,291,291,0,38,0,normal
0,tcp,60,81,81,0,18,0,normal
0,tcp,66,166,168,0.01,35,0,normal
0,tcp,60,88,121,0.27,28,0,normal
0,tcp,60,312,314,0.01,44,0.05,normal
0,tcp,74,166,169,0.02,37,0,normal
0,tcp,78,2,12,0.83,51,0.96,normal
0,tcp,60,46,48,0.04,35,0,normal
8,tcp,1278,1,104,0.99,42,0.98,normal
8,tcp,272,0,1,1,27,0.81,normal
0,tcp,66,2,2,0,35,0.94,normal
10,tcp,1334,3,4,0.25,39,0.51,normal
0,tcp,66,74,75,0.01,41,0.02,normal
0,tcp,60,132,133,0.01,38,0,normal
0,tcp,60,7,71,0.9,44,0.84,normal
0,tcp,60,65,65,0,37,0,normal
7,tcp,254,0,1,1,65,1,normal
0,tcp,60,41,66,0.38,40,0.03,normal
0,tcp,82,376,381,0.01,50,0,normal
0,tcp,60,224,224,0,33,0,normal
7,tcp,1109,0,1,1,30,1,normal
0,tcp,66,1,11,0.91,51,0.98,normal
0,tcp,74,238,268,0.11,42,0.43,normal
0,tcp,60,433,438,0.01,48,0,normal
2,tcp,1874,1,74,0.99,40,0.97,normal
0,tcp,60,97,100,0.03,34,0.06,normal
0,tcp,60,349,354,0.01,49,0,normal
0,tcp,66,167,168,0.01,22,0,normal
3,tcp,338,2,2,0,58,0.93,normal
1,tcp,2848,0,6,1,71,1,normal
0,tcp,100,0,13,1,52,1,normal
7,tcp,272,0,0,0,2,0.5,normal
0,tcp,60,121,123,0.02,10,0.1,normal
2,tcp,843,2,3,0.33,19,0.84,normal
2,tcp,2774,2,2,0,47,0.96,normal
0,tcp,60,311,313,0.01,39,0,normal
0,tcp,60,59,79,0.25,37,0.03,normal
0,tcp,60,98,127,0.23,19,0.05,normal
0,tcp,60,206,207,0,30,0,normal
0,tcp,60,10,15,0.33,40,0.15,normal
0,tcp,60,43,43,0,27,0,normal
0,tcp,112,9,10,0.1,53,0.28,normal
0,tcp,60,52,86,0.4,34,0,normal
0,tcp,60,12,35,0.66,53,0.77,normal
180,tcp,22396,0,33,1,25,1,normal
0,tcp,66,90,105,0.14,40,0.03,normal
0,tcp,66,9,256,0.96,41,0.78,normal
18,tcp,3023,0,28,1,49,1,normal
0,tcp,60,166,168,0.01,34,0,normal
0,tcp,60,463,468,0.01,50,0,normal
0,tcp,60,487,492,0.01,49,0,normal
0,tcp,66,7,8,0.12,45,0.84,normal
0,tcp,60,350,355,0.01,49,0,normal
0,tcp,66,4,259,0.98,40,0.9,normal
0,tcp,66,8,9,0.11,48,0.5,normal
0,tcp,112,6,35,0.83,51,0.88,normal
0,tcp,60,114,165,0.31,40,0.07,normal
0,tcp,60,277,283,0.02,49,0,normal
0,tcp,60,53,60,0.12,42,0.14,normal
0,tcp,60,7,55,0.87,53,0.87,normal
0,tcp,60,308,314,0.02,49,0,normal
0,tcp,60,110,120,0.08,26,0,normal
0,tcp,66,188,189,0.01,33,0,normal
0,tcp,60,87,91,0.04,34,0,normal
0,tcp,60,70,70,0,25,0,normal
0,tcp,66,8,16,0.5,27,0.7,normal
11,tcp,1522,7,16,0.56,51,0.86,normal
0,tcp,66,44,60,0.27,49,0.27,normal
25,tcp,2142,0,7,1,56,1,normal
0,tcp,66,242,272,0.11,44,0.39,normal
0,tcp,60,56,57,0.02,34,0.03,normal
0,tcp,60,31,32,0.03,38,0.03,normal
0,tcp,60,47,70,0.33,32,0,normal
0,tcp,60,130,133,0.02,34,0,normal
0,tcp,60,3,14,0.79,41,0.41,normal
0,tcp,112,5,11,0.55,45,0.89,normal
0,tcp,60,2,3,0.33,15,0.4,normal
0,tcp,66,93,106,0.12,39,0.03,normal
0,tcp,60,53,54,0.02,16,0.06,normal
0,tcp,60,323,325,0.01,40,0,normal
0,tcp,272,0,10,1,39,0.41,normal
43,tcp,2184,3,90,0.97,43,0.93,normal
6,tcp,1135,0,63,1,40,1,normal
0,tcp,66,2,20,0.9,45,0.96,normal
0,tcp,60,53,65,0.18,38,0,normal
0,tcp,60,46,80,0.42,36,0,normal
0,tcp,60,113,113,0,17,0,normal
0,tcp,60,95,96,0.01,42,0,normal
0,tcp,66,3,9,0.67,51,0.76,normal
0,tcp,155,98,136,0.28,39,0.26,normal
0,tcp,66,2,2,0,54,0.78,normal
0,tcp,66,170,171,0.01,24,0,normal
2,tcp,3036,4,234,0.98,41,0.93,normal
0,tcp,60,59,78,0.24,38,0,normal
0,tcp,60,93,96,0.03,34,0.06,normal
0,tcp,60,41,45,0.09,44,0.07,normal
0,tcp,60,312,314,0.01,32,0,normal
6,tcp,1335,2,4,0.5,41,0.95,normal
0,tcp,60,57,66,0.14,34,0,normal
0,tcp,74,173,176,0.02,39,0,normal
0,tcp,60,310,312,0.01,33,0,normal
0,tcp,60,225,225,0,27,0,normal
0,tcp,66,1,1,0,38,0.97,normal
0,tcp,108,4,4,0,54,0.31,normal
0,tcp,60,38,39,0.03,39,0.03,normal
0,tcp,60,35,36,0.03,36,0.03,normal
0,tcp,60,305,311,0.02,49,0,normal
0,tcp,74,112,113,0.01,29,0,normal
0,tcp,112,4,4,0,4,0,normal
0,tcp,60,131,149,0.12,33,0,normal
0,tcp,156,24,28,0.14,46,0.48,normal
0,tcp,60,97,98,0.01,42,0,normal
0,tcp,60,39,41,0.05,47,0.17,normal
0,tcp,60,32,66,0.52,44,0.27,normal
0,tcp,60,18,20,0.1,48,0.29,normal
0,tcp,60,118,121,0.02,34,0,normal
0,tcp,66,481,486,0.01,49,0,normal
5,tcp,272,1,2,0.5,7,0.57,normal
0,tcp,66,76,83,0.08,40,0.03,normal
0,tcp,60,162,162,0,19,0,normal
0,tcp,60,127,130,0.02,33,0,normal
10,tcp,3320,2,9,0.78,42,0.95,normal
0,tcp,60,101,101,0,12,0,normal
0,tcp,60,114,151,0.25,12,0,normal
0,tcp,60,22,90,0.76,48,0.54,normal
6,tcp,1135,0,11,1,46,0.98,normal
0,tcp,60,6,70,0.91,44,0.86,normal
0,tcp,60,324,326,0.01,42,0,normal
0,tcp,272,0,2,1,11,1,normal
11,tcp,2421,1,3,0.67,68,0.91,normal
0,tcp,60,320,322,0.01,37,0,normal
0,tcp,60,2,4,0.5,41,0.85,normal
0,tcp,744,17,51,0.67,50,0.68,normal
0,tcp,60,8,12,0.33,53,0.62,normal
0,tcp,60,309,311,0.01,30,0,normal
0,tcp,60,31,37,0.16,42,0.26,normal
0,tcp,60,419,424,0.01,47,0,normal
0,tcp,60,127,145,0.12,33,0,normal
0,tcp,112,16,48,0.67,55,0.69,normal
0,tcp,60,226,226,0,28,0,normal
0,tcp,66,84,135,0.38,27,0.37,normal
0,tcp,66,316,318,0.01,37,0,normal
0,tcp,60,173,175,0.01,18,0,normal
0,tcp,66,4,4,0,35,0.89,normal
0,tcp,66,11,11,0,38,0.71,normal
5,tcp,900,0,0,0,9,0.89,normal
0,tcp,60,432,437,0.01,48,0,normal
0,tcp,60,53,87,0.39,33,0,normal
0,tcp,60,109,116,0.06,45,0.04,normal
0,tcp,60,145,149,0.03,35,0,normal
12,tcp,5361,0,2,1,12,1,normal
0,tcp,60,34,37,0.08,46,0.26,normal
0,tcp,66,2,2,0,1,0,normal
0,tcp,60,6,7,0.14,18,0.33,normal
0,tcp,66,3,9,0.67,44,0.93,normal
0,tcp,66,317,319,0.01,38,0,normal
0,tcp,60,7,27,0.74,49,0.51,normal
6,tcp,2051,4,12,0.67,48,0.92,normal
0,tcp,60,123,126,0.02,37,0,normal
1,tcp,2037,0,4,1,34,1,normal
0,tcp,60,11,79,0.86,44,0.75,normal
0,tcp,60,1,12,0.92,52,0.98,normal
0,tcp,60,137,158,0.13,34,0.12,normal
0,tcp,60,3,6,0.5,43,0.65,normal
0,tcp,66,3,11,0.73,43,0.93,normal
0,tcp,66,168,170,0.01,36,0,normal
0,tcp,60,42,47,0.11,41,0,normal
11,tcp,2094,2,19,0.89,20,0.9,normal
0,tcp,60,148,152,0.03,32,0,normal
0,tcp,60,39,59,0.34,25,0.16,normal
0,tcp,66,12,253,0.95,25,0.92,normal
