% isAttack HIGH_RATE:	1260
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, normal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-3,8,17,21,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute count numeric
@attribute dst_host_count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
tcp,SF,8,8,0.12,NORMAL
tcp,SF,17,134,0.01,NORMAL
tcp,SF,1,255,0,NORMAL
tcp,SF,2,255,0,NORMAL
tcp,SF,5,80,0.01,NORMAL
tcp,SF,4,255,0,NORMAL
tcp,SF,1,31,0.03,NORMAL
tcp,SF,9,43,0.02,NORMAL
tcp,SF,2,255,0,NORMAL
tcp,SF,22,255,0,NORMAL
tcp,SF,37,253,0,NORMAL
tcp,SF,3,255,0,NORMAL
tcp,REJ,1,52,0.02,NORMAL
tcp,SF,3,102,0.01,NORMAL
tcp,SF,4,52,0.02,NORMAL
tcp,SF,4,48,0.02,NORMAL
tcp,SF,2,74,0.01,NORMAL
tcp,SF,5,255,0,NORMAL
tcp,SF,1,1,1,NORMAL
tcp,SF,1,47,0.02,NORMAL
tcp,SF,14,14,0.07,NORMAL
tcp,SF,3,154,0.01,NORMAL
tcp,SF,9,9,0.11,NORMAL
tcp,SF,1,1,1,NORMAL
tcp,SF,16,255,0,NORMAL
tcp,SF,1,255,0,NORMAL
tcp,SF,13,51,0.02,NORMAL
tcp,SF,10,255,0,NORMAL
tcp,SF,3,3,0.33,NORMAL
tcp,SF,7,255,0,NORMAL
tcp,SF,1,254,0,NORMAL
tcp,SF,6,255,0,NORMAL
tcp,REJ,1,7,0.14,NORMAL
tcp,SF,5,255,0,NORMAL
tcp,SF,29,255,0,NORMAL
tcp,SF,19,255,0,NORMAL
tcp,SF,10,41,0.02,NORMAL
tcp,SF,8,8,0.12,NORMAL
tcp,SF,13,13,0.08,NORMAL
tcp,SF,12,255,0,NORMAL
tcp,SF,3,30,0.03,NORMAL
tcp,SF,18,255,0,NORMAL
tcp,SF,16,255,0,NORMAL
tcp,SF,7,255,0,NORMAL
tcp,SF,1,7,0.14,NORMAL
tcp,REJ,1,1,1,NORMAL
tcp,SF,6,255,0,NORMAL
tcp,SF,51,51,0.02,NORMAL
tcp,SF,9,255,0,NORMAL
tcp,SF,12,255,0,NORMAL
tcp,SF,5,255,0,NORMAL
tcp,SF,1,34,0.03,NORMAL
tcp,SF,1,1,1,NORMAL
tcp,SF,34,34,0.03,NORMAL
tcp,SF,19,19,0.05,NORMAL
tcp,SF,24,255,0,NORMAL
tcp,SF,4,255,0,NORMAL
tcp,SF,27,42,0.02,NORMAL
tcp,SF,5,108,0.01,NORMAL
tcp,SF,21,72,0.01,NORMAL
tcp,SF,13,181,0.01,NORMAL
tcp,SF,6,6,0.17,NORMAL
tcp,SF,2,255,0,NORMAL
tcp,SF,6,255,0,NORMAL
tcp,SF,5,255,0,NORMAL
tcp,SF,1,41,0.02,NORMAL
tcp,SF,4,66,0.02,NORMAL
tcp,SF,3,150,0.01,NORMAL
tcp,SF,32,198,0.01,NORMAL
tcp,SF,4,255,0,NORMAL
tcp,SF,12,91,0.01,NORMAL
tcp,SF,25,65,0.02,NORMAL
tcp,SF,3,9,0.11,NORMAL
tcp,SF,7,255,0,NORMAL
tcp,SF,7,255,0,NORMAL
tcp,SF,11,67,0.01,NORMAL
tcp,RSTO,7,128,0.01,NORMAL
tcp,SF,16,255,0,NORMAL
tcp,SF,10,255,0,NORMAL
tcp,SF,10,213,0.01,NORMAL
tcp,SF,3,195,0.01,NORMAL
tcp,SF,13,13,0.08,NORMAL
tcp,SF,17,255,0,NORMAL
tcp,SF,13,255,0,NORMAL
tcp,SF,3,255,0,NORMAL
tcp,SF,66,234,0,NORMAL
tcp,SF,37,255,0,NORMAL
tcp,REJ,1,2,0.5,NORMAL
tcp,SF,12,255,0,NORMAL
tcp,SF,19,19,0.05,NORMAL
tcp,SF,5,51,0.02,NORMAL
tcp,SF,4,10,0.1,NORMAL
tcp,SF,8,255,0,NORMAL
tcp,SF,5,189,0.01,NORMAL
tcp,SF,1,2,0.5,NORMAL
tcp,SF,1,26,0.04,NORMAL
tcp,SF,25,255,0,NORMAL
tcp,SF,21,228,0,NORMAL
tcp,SF,2,3,0.33,NORMAL
tcp,SF,4,118,0.01,NORMAL
tcp,REJ,1,2,0.5,NORMAL
tcp,SF,8,8,0.12,NORMAL
tcp,SF,15,15,0.07,NORMAL
tcp,SF,23,75,0.01,NORMAL
tcp,SF,4,255,0,NORMAL
tcp,SF,7,255,0,NORMAL
tcp,SF,2,3,0.33,NORMAL
tcp,SF,4,150,0.01,NORMAL
tcp,SF,11,39,0.03,NORMAL
tcp,SF,2,81,0.01,NORMAL
tcp,SF,6,46,0.02,NORMAL
tcp,SF,28,71,0.01,NORMAL
tcp,REJ,1,1,1,NORMAL
tcp,SF,10,255,0,NORMAL
tcp,SF,6,255,0,NORMAL
tcp,SF,28,255,0,NORMAL
tcp,SF,1,125,0.01,NORMAL
tcp,SF,9,9,0.11,NORMAL
tcp,SF,3,3,0.33,NORMAL
tcp,SF,5,255,0,NORMAL
tcp,SF,10,27,0.04,NORMAL
tcp,SF,1,65,0.02,NORMAL
tcp,SF,2,112,0.01,NORMAL
tcp,SF,6,255,0,NORMAL
tcp,SF,5,255,0,NORMAL
tcp,SF,3,6,0.17,NORMAL
tcp,SF,5,5,0.2,NORMAL
tcp,SF,21,53,0.02,NORMAL
tcp,SF,11,148,0.01,NORMAL
tcp,SF,14,255,0,NORMAL
tcp,SF,22,255,0,NORMAL
tcp,SF,19,188,0.01,NORMAL
tcp,SF,33,255,0,NORMAL
tcp,SF,1,1,1,NORMAL
tcp,SF,2,26,0.04,NORMAL
tcp,SF,30,255,0,NORMAL
tcp,REJ,1,19,0.05,NORMAL
tcp,SF,1,12,0.08,NORMAL
tcp,SF,2,24,0.04,NORMAL
tcp,SF,2,43,0.02,NORMAL
tcp,SF,2,86,0.01,NORMAL
tcp,REJ,1,7,0.14,NORMAL
tcp,SF,2,2,0.5,NORMAL
tcp,SF,3,76,0.01,NORMAL
tcp,SF,3,3,0.33,NORMAL
tcp,SF,1,26,0.04,NORMAL
tcp,SF,13,255,0,NORMAL
tcp,SF,11,29,0.03,NORMAL
tcp,SF,10,255,0,NORMAL
tcp,SF,14,255,0,NORMAL
tcp,REJ,1,65,0.02,NORMAL
tcp,SF,1,3,0.33,NORMAL
tcp,SF,19,255,0,NORMAL
tcp,SF,1,1,1,NORMAL
tcp,SF,1,88,0.01,NORMAL
tcp,SF,10,10,0.1,NORMAL
tcp,SF,7,20,0.05,NORMAL
tcp,REJ,1,1,1,NORMAL
tcp,SF,7,7,0.14,NORMAL
tcp,OTH,7926,68,0.04,HIGH_RATE
tcp,OTH,6775,66,0.01,HIGH_RATE
tcp,OTH,24080,74,0.03,HIGH_RATE
tcp,OTH,7619,65,0.03,HIGH_RATE
tcp,OTH,6558,70,0.04,HIGH_RATE
tcp,OTH,5526,71,0.03,HIGH_RATE
tcp,OTH,5506,70,0.04,HIGH_RATE
tcp,OTH,23617,69,0.04,HIGH_RATE
tcp,OTH,9360,65,0.03,HIGH_RATE
tcp,OTH,7403,73,0.03,HIGH_RATE
tcp,OTH,11522,67,0.01,HIGH_RATE
tcp,OTH,20807,70,0.03,HIGH_RATE
tcp,OTH,4737,68,0.01,HIGH_RATE
tcp,OTH,7205,72,0.01,HIGH_RATE
tcp,OTH,23719,66,0.01,HIGH_RATE
tcp,OTH,5434,71,0,HIGH_RATE
tcp,OTH,6548,70,0,HIGH_RATE
tcp,OTH,15327,64,0.02,HIGH_RATE
tcp,OTH,25399,67,0.03,HIGH_RATE
tcp,OTH,24910,60,0.03,HIGH_RATE
tcp,OTH,10507,70,0.03,HIGH_RATE
tcp,OTH,3326,70,0.03,HIGH_RATE
tcp,OTH,6835,70,0.03,HIGH_RATE
tcp,OTH,11559,70,0,HIGH_RATE
tcp,OTH,15062,75,0.04,HIGH_RATE
tcp,OTH,13583,81,0.04,HIGH_RATE
tcp,OTH,594,68,0.01,HIGH_RATE
tcp,OTH,7141,74,0.03,HIGH_RATE
tcp,OTH,15715,72,0.03,HIGH_RATE
tcp,OTH,5985,69,0.03,HIGH_RATE
tcp,OTH,19075,68,0.01,HIGH_RATE
tcp,OTH,10837,69,0.04,HIGH_RATE
tcp,OTH,9369,67,0.03,HIGH_RATE
tcp,OTH,10302,69,0.01,HIGH_RATE
tcp,OTH,12350,65,0.03,HIGH_RATE
tcp,OTH,6510,70,0.03,HIGH_RATE
tcp,OTH,5570,66,0.06,HIGH_RATE
tcp,OTH,7075,73,0.01,HIGH_RATE
tcp,OTH,20728,67,0,HIGH_RATE
tcp,OTH,5979,63,0.02,HIGH_RATE
tcp,OTH,10764,71,0,HIGH_RATE
tcp,OTH,2099,62,0.03,HIGH_RATE
tcp,OTH,12148,67,0.03,HIGH_RATE
tcp,OTH,19589,67,0.01,HIGH_RATE
tcp,OTH,4607,63,0.03,HIGH_RATE
tcp,OTH,11769,67,0.01,HIGH_RATE
tcp,OTH,367,67,0,HIGH_RATE
tcp,OTH,9915,68,0.01,HIGH_RATE
tcp,OTH,13278,73,0.03,HIGH_RATE
tcp,OTH,22041,51,0.02,HIGH_RATE
tcp,OTH,5489,69,0.03,HIGH_RATE
tcp,OTH,27166,68,0.01,HIGH_RATE
tcp,OTH,17207,76,0.04,HIGH_RATE
tcp,OTH,8560,69,0.03,HIGH_RATE
tcp,OTH,16524,73,0.01,HIGH_RATE
tcp,OTH,23691,70,0.01,HIGH_RATE
tcp,OTH,4605,62,0.05,HIGH_RATE
tcp,OTH,13203,79,0.04,HIGH_RATE
tcp,OTH,9097,65,0.02,HIGH_RATE
tcp,OTH,6320,65,0,HIGH_RATE
tcp,OTH,17461,76,0.03,HIGH_RATE
tcp,OTH,6608,69,0.01,HIGH_RATE
tcp,OTH,5895,64,0.02,HIGH_RATE
tcp,OTH,678,70,0.04,HIGH_RATE
tcp,OTH,11667,67,0,HIGH_RATE
tcp,OTH,9897,70,0.01,HIGH_RATE
tcp,OTH,25926,70,0.01,HIGH_RATE
tcp,OTH,10819,68,0.01,HIGH_RATE
tcp,OTH,19643,52,0.02,HIGH_RATE
tcp,OTH,18386,74,0.01,HIGH_RATE
tcp,OTH,5706,69,0,HIGH_RATE
tcp,OTH,19931,72,0.01,HIGH_RATE
tcp,OTH,7824,73,0.05,HIGH_RATE
tcp,OTH,22034,65,0.03,HIGH_RATE
tcp,OTH,7978,70,0.03,HIGH_RATE
tcp,OTH,9864,66,0.01,HIGH_RATE
tcp,OTH,11472,70,0,HIGH_RATE
tcp,OTH,3027,68,0.01,HIGH_RATE
tcp,OTH,16777,77,0,HIGH_RATE
tcp,OTH,6304,67,0.01,HIGH_RATE
tcp,OTH,7448,74,0.01,HIGH_RATE
tcp,OTH,9247,70,0.01,HIGH_RATE
tcp,OTH,5579,69,0,HIGH_RATE
tcp,OTH,9882,70,0.01,HIGH_RATE
tcp,OTH,10360,63,0.02,HIGH_RATE
tcp,OTH,9664,70,0.03,HIGH_RATE
tcp,OTH,18392,74,0,HIGH_RATE
tcp,OTH,5135,71,0.01,HIGH_RATE
tcp,OTH,10618,65,0.02,HIGH_RATE
tcp,OTH,15175,72,0.01,HIGH_RATE
tcp,OTH,10816,71,0.03,HIGH_RATE
tcp,OTH,20624,72,0.01,HIGH_RATE
tcp,OTH,250,74,0.01,HIGH_RATE
tcp,OTH,9488,70,0.03,HIGH_RATE
tcp,OTH,24923,62,0.03,HIGH_RATE
tcp,OTH,8481,65,0.02,HIGH_RATE
tcp,OTH,20013,72,0,HIGH_RATE
tcp,OTH,9060,71,0.01,HIGH_RATE
tcp,OTH,10569,73,0.03,HIGH_RATE
tcp,OTH,27022,73,0,HIGH_RATE
tcp,OTH,4830,69,0.01,HIGH_RATE
tcp,OTH,22358,71,0,HIGH_RATE
tcp,OTH,20752,70,0.01,HIGH_RATE
tcp,OTH,6520,67,0.01,HIGH_RATE
tcp,OTH,22561,77,0.01,HIGH_RATE
tcp,OTH,7665,74,0.01,HIGH_RATE
tcp,OTH,14541,72,0.04,HIGH_RATE
tcp,OTH,14173,72,0.03,HIGH_RATE
tcp,OTH,20541,68,0.04,HIGH_RATE
tcp,OTH,24591,73,0.01,HIGH_RATE
tcp,OTH,9074,69,0.01,HIGH_RATE
tcp,OTH,8870,69,0.01,HIGH_RATE
tcp,OTH,26890,68,0.01,HIGH_RATE
tcp,OTH,6646,63,0.02,HIGH_RATE
tcp,OTH,5959,67,0,HIGH_RATE
tcp,OTH,11628,70,0.01,HIGH_RATE
tcp,OTH,25745,64,0.02,HIGH_RATE
tcp,OTH,23618,69,0.04,HIGH_RATE
tcp,OTH,22501,65,0.02,HIGH_RATE
tcp,OTH,23487,65,0.03,HIGH_RATE
tcp,OTH,9888,69,0.01,HIGH_RATE
tcp,OTH,5436,73,0,HIGH_RATE
tcp,OTH,7134,68,0,HIGH_RATE
tcp,OTH,5437,69,0.03,HIGH_RATE
tcp,OTH,20673,65,0.03,HIGH_RATE
tcp,OTH,15148,72,0.01,HIGH_RATE
tcp,OTH,16498,75,0.01,HIGH_RATE
tcp,OTH,3990,69,0,HIGH_RATE
tcp,OTH,4648,65,0,HIGH_RATE
tcp,OTH,21310,67,0,HIGH_RATE
tcp,OTH,18190,76,0,HIGH_RATE
tcp,OTH,6905,68,0.01,HIGH_RATE
tcp,OTH,10184,72,0.01,HIGH_RATE
tcp,OTH,6558,70,0,HIGH_RATE
tcp,OTH,9928,66,0.03,HIGH_RATE
tcp,OTH,10779,66,0.03,HIGH_RATE
tcp,OTH,8283,66,0.01,HIGH_RATE
tcp,OTH,4778,63,0.06,HIGH_RATE
tcp,OTH,26885,68,0.01,HIGH_RATE
tcp,OTH,24463,62,0.03,HIGH_RATE
tcp,OTH,7898,76,0.04,HIGH_RATE
tcp,OTH,20681,64,0,HIGH_RATE
tcp,OTH,9961,72,0,HIGH_RATE
tcp,OTH,15652,78,0.01,HIGH_RATE
tcp,OTH,21120,73,0,HIGH_RATE
tcp,OTH,22833,68,0.03,HIGH_RATE
tcp,OTH,27098,65,0,HIGH_RATE
tcp,OTH,11021,72,0.01,HIGH_RATE
tcp,OTH,7173,69,0.03,HIGH_RATE
tcp,OTH,4701,59,0.05,HIGH_RATE
tcp,OTH,24061,76,0.03,HIGH_RATE
tcp,OTH,23951,66,0.01,HIGH_RATE
tcp,OTH,12670,70,0,HIGH_RATE
tcp,OTH,20632,72,0,HIGH_RATE
tcp,OTH,5455,66,0.03,HIGH_RATE
tcp,OTH,22234,72,0.03,HIGH_RATE
tcp,OTH,20707,68,0,HIGH_RATE
tcp,OTH,7562,68,0,HIGH_RATE
tcp,OTH,11827,63,0,HIGH_RATE
tcp,OTH,11984,68,0.04,HIGH_RATE
tcp,OTH,15064,75,0.04,HIGH_RATE
tcp,OTH,10318,68,0.01,HIGH_RATE
tcp,OTH,127,68,0.01,HIGH_RATE
tcp,OTH,8700,71,0.03,HIGH_RATE
tcp,OTH,13500,71,0.03,HIGH_RATE
tcp,OTH,12396,66,0.01,HIGH_RATE
tcp,OTH,24670,70,0.03,HIGH_RATE
tcp,OTH,14996,62,0.02,HIGH_RATE
tcp,OTH,5767,70,0.01,HIGH_RATE
tcp,OTH,20318,76,0.01,HIGH_RATE
tcp,OTH,23763,74,0.03,HIGH_RATE
tcp,OTH,26254,65,0.02,HIGH_RATE
tcp,OTH,21538,73,0.03,HIGH_RATE
tcp,OTH,7133,67,0.03,HIGH_RATE
tcp,OTH,15356,66,0,HIGH_RATE
tcp,OTH,21309,66,0,HIGH_RATE
tcp,OTH,9675,67,0.03,HIGH_RATE
tcp,OTH,15000,66,0.01,HIGH_RATE
tcp,OTH,8335,66,0.01,HIGH_RATE
tcp,OTH,17815,73,0.01,HIGH_RATE
tcp,OTH,8832,77,0,HIGH_RATE
tcp,OTH,23549,65,0,HIGH_RATE
tcp,OTH,23649,68,0.03,HIGH_RATE
tcp,OTH,21150,71,0,HIGH_RATE
tcp,OTH,6459,66,0,HIGH_RATE
tcp,OTH,20546,74,0.03,HIGH_RATE
tcp,OTH,6556,70,0.03,HIGH_RATE
tcp,OTH,26523,71,0,HIGH_RATE
tcp,OTH,11391,67,0.01,HIGH_RATE
tcp,OTH,10672,72,0.01,HIGH_RATE
tcp,OTH,5694,62,0.02,HIGH_RATE
tcp,OTH,11067,72,0.04,HIGH_RATE
tcp,OTH,26769,65,0.02,HIGH_RATE
tcp,OTH,11121,68,0.01,HIGH_RATE
tcp,OTH,17490,73,0.04,HIGH_RATE
tcp,OTH,25027,68,0,HIGH_RATE
tcp,OTH,6702,67,0.01,HIGH_RATE
tcp,OTH,12574,68,0.01,HIGH_RATE
tcp,OTH,17542,74,0.04,HIGH_RATE
tcp,OTH,21789,74,0.03,HIGH_RATE
tcp,OTH,22359,70,0.03,HIGH_RATE
tcp,OTH,19793,73,0.01,HIGH_RATE
tcp,OTH,24077,74,0.01,HIGH_RATE
tcp,OTH,5639,68,0.03,HIGH_RATE
tcp,OTH,438,68,0.01,HIGH_RATE
tcp,OTH,20385,67,0,HIGH_RATE
tcp,OTH,8057,70,0.01,HIGH_RATE
tcp,OTH,4645,58,0.02,HIGH_RATE
tcp,OTH,20540,73,0,HIGH_RATE
tcp,OTH,11118,68,0.03,HIGH_RATE
tcp,OTH,9399,64,0,HIGH_RATE
tcp,OTH,9875,68,0.01,HIGH_RATE
tcp,OTH,6475,75,0,HIGH_RATE
tcp,OTH,20630,68,0.01,HIGH_RATE
tcp,OTH,10707,70,0.01,HIGH_RATE
tcp,OTH,6458,71,0.01,HIGH_RATE
tcp,OTH,11737,74,0.01,HIGH_RATE
tcp,OTH,9825,70,0.01,HIGH_RATE
tcp,OTH,15336,74,0.03,HIGH_RATE
tcp,OTH,5511,64,0.02,HIGH_RATE
tcp,OTH,9849,74,0,HIGH_RATE
tcp,OTH,18105,73,0.03,HIGH_RATE
tcp,OTH,4671,56,0,HIGH_RATE
tcp,OTH,5254,72,0.04,HIGH_RATE
tcp,OTH,17184,75,0.04,HIGH_RATE
tcp,OTH,10008,72,0.01,HIGH_RATE
tcp,OTH,10772,68,0.03,HIGH_RATE
tcp,OTH,6564,65,0.02,HIGH_RATE
tcp,OTH,26867,67,0,HIGH_RATE
tcp,OTH,24465,64,0.03,HIGH_RATE
tcp,OTH,7204,77,0,HIGH_RATE
tcp,OTH,23019,66,0,HIGH_RATE
tcp,OTH,5183,67,0.03,HIGH_RATE
tcp,OTH,6234,67,0.03,HIGH_RATE
tcp,OTH,15388,76,0.04,HIGH_RATE
tcp,OTH,8622,69,0,HIGH_RATE
tcp,OTH,9543,76,0.01,HIGH_RATE
tcp,OTH,4773,67,0.04,HIGH_RATE
tcp,OTH,26888,64,0.02,HIGH_RATE
tcp,OTH,6470,64,0.02,HIGH_RATE
tcp,OTH,5288,68,0.03,HIGH_RATE
tcp,OTH,6573,71,0,HIGH_RATE
tcp,OTH,11760,67,0.06,HIGH_RATE
tcp,OTH,25650,70,0.03,HIGH_RATE
tcp,OTH,5599,69,0.01,HIGH_RATE
tcp,OTH,9977,66,0,HIGH_RATE
tcp,OTH,16612,76,0.04,HIGH_RATE
tcp,OTH,10516,67,0,HIGH_RATE
tcp,OTH,8234,73,0.01,HIGH_RATE
tcp,OTH,22149,66,0.01,HIGH_RATE
tcp,OTH,1329,63,0.03,HIGH_RATE
tcp,OTH,772,67,0.03,HIGH_RATE
tcp,OTH,8347,69,0.01,HIGH_RATE
tcp,OTH,22598,67,0.01,HIGH_RATE
tcp,OTH,3783,68,0.03,HIGH_RATE
tcp,OTH,8583,66,0,HIGH_RATE
tcp,OTH,20081,62,0.02,HIGH_RATE
tcp,OTH,20719,67,0.01,HIGH_RATE
tcp,OTH,7152,71,0.01,HIGH_RATE
tcp,OTH,26863,67,0.01,HIGH_RATE
tcp,OTH,11117,72,0.03,HIGH_RATE
tcp,OTH,20626,69,0.01,HIGH_RATE
tcp,OTH,12330,69,0,HIGH_RATE
tcp,OTH,9862,75,0.01,HIGH_RATE
tcp,OTH,9973,67,0.03,HIGH_RATE
tcp,OTH,14529,68,0.03,HIGH_RATE
tcp,OTH,14994,64,0.02,HIGH_RATE
tcp,OTH,5679,67,0.03,HIGH_RATE
tcp,OTH,27088,72,0.01,HIGH_RATE
tcp,OTH,23586,66,0.01,HIGH_RATE
tcp,OTH,20616,70,0.03,HIGH_RATE
tcp,OTH,9957,72,0,HIGH_RATE
tcp,OTH,15590,76,0.04,HIGH_RATE
tcp,OTH,17173,75,0.03,HIGH_RATE
tcp,OTH,12604,67,0.01,HIGH_RATE
tcp,OTH,214,72,0.01,HIGH_RATE
tcp,OTH,10737,64,0,HIGH_RATE
tcp,OTH,12622,69,0.03,HIGH_RATE
tcp,OTH,10582,57,0.02,HIGH_RATE
tcp,OTH,5151,65,0.02,HIGH_RATE
tcp,OTH,23421,65,0,HIGH_RATE
tcp,OTH,6997,72,0.01,HIGH_RATE
tcp,OTH,27108,62,0.03,HIGH_RATE
tcp,OTH,9988,69,0,HIGH_RATE
tcp,OTH,20440,66,0.01,HIGH_RATE
tcp,OTH,6602,67,0,HIGH_RATE
tcp,OTH,17615,72,0.04,HIGH_RATE
tcp,OTH,16347,71,0.03,HIGH_RATE
tcp,OTH,9861,75,0.03,HIGH_RATE
tcp,OTH,11390,67,0.04,HIGH_RATE
tcp,OTH,9936,76,0.01,HIGH_RATE
tcp,OTH,10610,67,0.01,HIGH_RATE
tcp,OTH,7581,72,0.03,HIGH_RATE
tcp,OTH,9897,69,0.03,HIGH_RATE
tcp,OTH,19670,70,0.01,HIGH_RATE
tcp,OTH,645,71,0,HIGH_RATE
tcp,OTH,6555,69,0,HIGH_RATE
tcp,OTH,24711,71,0.04,HIGH_RATE
tcp,OTH,8609,65,0.03,HIGH_RATE
tcp,OTH,9905,66,0.03,HIGH_RATE
tcp,OTH,20337,78,0.01,HIGH_RATE
tcp,OTH,18558,69,0.01,HIGH_RATE
tcp,OTH,1064,65,0.03,HIGH_RATE
tcp,OTH,26695,71,0.01,HIGH_RATE
tcp,OTH,23658,69,0.03,HIGH_RATE
tcp,OTH,7335,71,0.01,HIGH_RATE
tcp,OTH,11323,67,0.01,HIGH_RATE
tcp,OTH,5594,68,0.06,HIGH_RATE
tcp,OTH,11528,66,0.01,HIGH_RATE
tcp,OTH,5699,70,0.01,HIGH_RATE
tcp,OTH,6493,68,0.01,HIGH_RATE
tcp,OTH,13012,78,0.03,HIGH_RATE
tcp,OTH,10879,70,0.01,HIGH_RATE
tcp,OTH,9798,74,0.01,HIGH_RATE
tcp,OTH,1556,70,0.03,HIGH_RATE
tcp,OTH,9563,73,0,HIGH_RATE
tcp,OTH,4772,65,0.02,HIGH_RATE
tcp,OTH,20621,66,0,HIGH_RATE
tcp,OTH,23735,66,0.03,HIGH_RATE
tcp,OTH,10618,68,0.01,HIGH_RATE
tcp,OTH,23763,72,0,HIGH_RATE
tcp,OTH,19743,73,0.01,HIGH_RATE
tcp,OTH,11716,69,0.03,HIGH_RATE
tcp,OTH,4380,67,0.04,HIGH_RATE
tcp,OTH,8459,68,0.01,HIGH_RATE
tcp,OTH,2766,70,0.01,HIGH_RATE
tcp,OTH,5560,62,0.05,HIGH_RATE
tcp,OTH,9868,71,0.01,HIGH_RATE
tcp,OTH,22032,65,0.02,HIGH_RATE
tcp,OTH,15539,71,0.04,HIGH_RATE
tcp,OTH,21533,77,0.01,HIGH_RATE
tcp,OTH,332,72,0.01,HIGH_RATE
tcp,OTH,9080,71,0.03,HIGH_RATE
tcp,OTH,22071,67,0,HIGH_RATE
tcp,OTH,18986,70,0.03,HIGH_RATE
tcp,OTH,9034,70,0.03,HIGH_RATE
tcp,OTH,25092,74,0.04,HIGH_RATE
tcp,OTH,8487,68,0.03,HIGH_RATE
tcp,OTH,25587,69,0.01,HIGH_RATE
tcp,OTH,7655,73,0.01,HIGH_RATE
tcp,OTH,8403,63,0.06,HIGH_RATE
tcp,OTH,9637,69,0,HIGH_RATE
tcp,OTH,24957,68,0.04,HIGH_RATE
tcp,OTH,2412,68,0.04,HIGH_RATE
tcp,OTH,7725,72,0.01,HIGH_RATE
tcp,OTH,25261,75,0.01,HIGH_RATE
tcp,OTH,15287,67,0.03,HIGH_RATE
tcp,OTH,11661,67,0.04,HIGH_RATE
tcp,OTH,23559,70,0.01,HIGH_RATE
tcp,OTH,5584,72,0.01,HIGH_RATE
tcp,OTH,9632,70,0.04,HIGH_RATE
tcp,OTH,9914,73,0.04,HIGH_RATE
tcp,OTH,6804,67,0.03,HIGH_RATE
tcp,OTH,14166,73,0,HIGH_RATE
tcp,OTH,9903,66,0.03,HIGH_RATE
tcp,OTH,16662,76,0.03,HIGH_RATE
tcp,OTH,11234,75,0.03,HIGH_RATE
tcp,OTH,11931,70,0,HIGH_RATE
tcp,OTH,4957,70,0.03,HIGH_RATE
tcp,OTH,8553,69,0,HIGH_RATE
tcp,OTH,16325,71,0.03,HIGH_RATE
tcp,OTH,9998,68,0.04,HIGH_RATE
tcp,OTH,7117,65,0.02,HIGH_RATE
tcp,OTH,9859,70,0.03,HIGH_RATE
tcp,OTH,22510,67,0,HIGH_RATE
tcp,OTH,10456,75,0,HIGH_RATE
tcp,OTH,6461,67,0.01,HIGH_RATE
tcp,OTH,15450,77,0.05,HIGH_RATE
tcp,OTH,26449,73,0.03,HIGH_RATE
tcp,OTH,7965,62,0.03,HIGH_RATE
tcp,OTH,9295,68,0.01,HIGH_RATE
tcp,OTH,11836,65,0,HIGH_RATE
tcp,OTH,22223,66,0.01,HIGH_RATE
tcp,OTH,7947,75,0,HIGH_RATE
tcp,OTH,11655,67,0.01,HIGH_RATE
tcp,OTH,6689,68,0.01,HIGH_RATE
tcp,OTH,10704,70,0,HIGH_RATE
tcp,OTH,6566,67,0,HIGH_RATE
tcp,OTH,11825,73,0.04,HIGH_RATE
tcp,OTH,9642,69,0.03,HIGH_RATE
tcp,OTH,7981,70,0,HIGH_RATE
tcp,OTH,20615,71,0.01,HIGH_RATE
tcp,OTH,22420,69,0,HIGH_RATE
tcp,OTH,13943,74,0.03,HIGH_RATE
tcp,OTH,15320,65,0,HIGH_RATE
tcp,OTH,15061,76,0.01,HIGH_RATE
tcp,OTH,24973,70,0.03,HIGH_RATE
tcp,OTH,11312,70,0.01,HIGH_RATE
tcp,OTH,6454,66,0.03,HIGH_RATE
tcp,OTH,10495,70,0.01,HIGH_RATE
tcp,OTH,27021,67,0,HIGH_RATE
tcp,OTH,10221,72,0.03,HIGH_RATE
tcp,OTH,9645,69,0.03,HIGH_RATE
tcp,OTH,14832,69,0.01,HIGH_RATE
tcp,OTH,23033,63,0,HIGH_RATE
tcp,OTH,9984,67,0.01,HIGH_RATE
tcp,OTH,23642,71,0.01,HIGH_RATE
tcp,OTH,9784,74,0.01,HIGH_RATE
tcp,OTH,7527,67,0.03,HIGH_RATE
tcp,OTH,20561,74,0.03,HIGH_RATE
tcp,OTH,8136,74,0.03,HIGH_RATE
tcp,OTH,7984,68,0.04,HIGH_RATE
tcp,OTH,11257,68,0.01,HIGH_RATE
tcp,OTH,8681,73,0.01,HIGH_RATE
