% isAttack HIGH_RATE:	1260
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, normal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-3,8,17,21,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute count numeric
@attribute dst_host_count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
tcp,RSTO,0,0,0,NORMAL
tcp,OTH,147,34,0.97,NORMAL
tcp,OTH,6,6,0.14,NORMAL
tcp,OTH,53,38,0.97,NORMAL
tcp,OTH,2,2,0.06,NORMAL
tcp,OTH,156,38,0.93,NORMAL
tcp,OTH,236,48,0.98,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,OTH,14,38,0.69,NORMAL
tcp,OTH,93,17,0.89,NORMAL
tcp,OTH,131,37,0.97,NORMAL
tcp,OTH,117,8,0.89,NORMAL
tcp,RSTO,0,0,0,NORMAL
tcp,OTH,307,32,0.97,NORMAL
tcp,OTH,82,34,0.97,NORMAL
tcp,S1,0,0,0,NORMAL
tcp,OTH,309,33,0.97,NORMAL
tcp,OTH,6,6,0.12,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,SF,4,9,0,NORMAL
tcp,OTH,19,19,0.38,NORMAL
tcp,OTH,20,22,0.49,NORMAL
tcp,RSTR,0,2,0,NORMAL
tcp,OTH,146,30,0.86,NORMAL
tcp,OTH,73,33,0.97,NORMAL
tcp,OTH,217,41,0.98,NORMAL
tcp,OTH,294,33,0.97,NORMAL
tcp,OTH,1,1,0.02,NORMAL
tcp,OTH,41,39,0.95,NORMAL
tcp,OTH,0,0,0,NORMAL
tcp,OTH,2,24,0.57,NORMAL
tcp,OTH,3,5,0.1,NORMAL
tcp,OTH,11,11,0.23,NORMAL
tcp,OTH,170,34,0.97,NORMAL
tcp,OTH,197,35,0.97,NORMAL
tcp,OTH,89,28,0.97,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,OTH,16,16,0.38,NORMAL
tcp,RSTO,6,6,0,NORMAL
tcp,OTH,31,31,0.66,NORMAL
tcp,SF,2,2,0,NORMAL
tcp,OTH,23,35,0.81,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,SF,2,2,0,NORMAL
tcp,OTH,145,37,0.97,NORMAL
tcp,OTH,8,8,0.15,NORMAL
tcp,OTH,259,35,0.97,NORMAL
tcp,OTH,213,32,0.97,NORMAL
tcp,OTH,291,38,0.97,NORMAL
tcp,OTH,81,18,0.95,NORMAL
tcp,OTH,166,35,0.97,NORMAL
tcp,OTH,88,28,0.97,NORMAL
tcp,OTH,312,42,0.93,NORMAL
tcp,OTH,166,37,0.97,NORMAL
tcp,OTH,2,2,0.04,NORMAL
tcp,OTH,46,35,0.97,NORMAL
tcp,RSTO,1,1,0,NORMAL
tcp,SF,0,5,0,NORMAL
tcp,OTH,2,2,0.06,NORMAL
tcp,SF,3,19,0,NORMAL
tcp,OTH,74,40,0.95,NORMAL
tcp,OTH,132,38,0.97,NORMAL
tcp,OTH,7,7,0.16,NORMAL
tcp,OTH,65,37,0.97,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,OTH,41,39,0.95,NORMAL
tcp,OTH,376,50,0.98,NORMAL
tcp,OTH,224,33,0.97,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,OTH,1,1,0.02,NORMAL
tcp,OTH,238,24,0.56,NORMAL
tcp,OTH,433,48,0.98,NORMAL
tcp,RSTO,1,1,0,NORMAL
tcp,OTH,97,32,0.91,NORMAL
tcp,OTH,349,49,0.98,NORMAL
tcp,OTH,167,22,0.96,NORMAL
tcp,SF,2,4,0,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,OTH,0,0,0,NORMAL
tcp,SF,0,1,0,NORMAL
tcp,OTH,121,9,0.82,NORMAL
tcp,SF,2,3,0,NORMAL
tcp,SF,2,2,0,NORMAL
tcp,OTH,311,39,0.97,NORMAL
tcp,OTH,59,36,0.95,NORMAL
tcp,OTH,98,18,0.9,NORMAL
tcp,OTH,206,30,0.97,NORMAL
tcp,OTH,10,34,0.83,NORMAL
tcp,OTH,43,27,0.96,NORMAL
tcp,OTH,9,38,0.7,NORMAL
tcp,OTH,52,34,0.97,NORMAL
tcp,OTH,12,12,0.22,NORMAL
tcp,S1,0,0,0,NORMAL
tcp,OTH,90,39,0.95,NORMAL
tcp,OTH,9,9,0.12,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,OTH,166,34,0.97,NORMAL
tcp,OTH,463,50,0.98,NORMAL
tcp,OTH,487,49,0.98,NORMAL
tcp,OTH,7,7,0.15,NORMAL
tcp,OTH,350,49,0.98,NORMAL
tcp,OTH,4,4,0.1,NORMAL
tcp,OTH,8,24,0.49,NORMAL
tcp,OTH,6,6,0.12,NORMAL
tcp,OTH,114,37,0.9,NORMAL
tcp,OTH,277,49,0.98,NORMAL
tcp,OTH,53,36,0.84,NORMAL
tcp,OTH,7,7,0.13,NORMAL
tcp,OTH,308,49,0.98,NORMAL
tcp,OTH,110,26,0.96,NORMAL
tcp,OTH,188,33,0.97,NORMAL
tcp,OTH,87,34,0.97,NORMAL
tcp,OTH,70,25,0.96,NORMAL
tcp,OTH,8,8,0.29,NORMAL
tcp,RSTO,7,7,0,NORMAL
tcp,OTH,44,36,0.72,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,OTH,242,27,0.6,NORMAL
tcp,OTH,56,33,0.94,NORMAL
tcp,OTH,31,37,0.95,NORMAL
tcp,OTH,47,32,0.97,NORMAL
tcp,OTH,130,34,0.97,NORMAL
tcp,OTH,3,24,0.57,NORMAL
tcp,OTH,5,5,0.11,NORMAL
tcp,OTH,2,9,0.56,NORMAL
tcp,OTH,93,38,0.95,NORMAL
tcp,OTH,53,15,0.88,NORMAL
tcp,OTH,323,40,0.98,NORMAL
tcp,OTH,0,23,0.57,NORMAL
tcp,S1,3,3,0,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,OTH,2,2,0.04,NORMAL
tcp,OTH,53,38,0.97,NORMAL
tcp,OTH,46,36,0.97,NORMAL
tcp,OTH,113,17,0.94,NORMAL
tcp,OTH,95,42,0.98,NORMAL
tcp,OTH,3,12,0.15,NORMAL
tcp,OTH,98,29,0.72,NORMAL
tcp,OTH,2,12,0.15,NORMAL
tcp,OTH,170,24,0.96,NORMAL
tcp,S1,4,3,0,NORMAL
tcp,OTH,59,38,0.97,NORMAL
tcp,OTH,93,32,0.91,NORMAL
tcp,OTH,41,41,0.91,NORMAL
tcp,OTH,312,32,0.97,NORMAL
tcp,SF,2,2,0,NORMAL
tcp,OTH,57,34,0.97,NORMAL
tcp,OTH,173,39,0.97,NORMAL
tcp,OTH,310,33,0.97,NORMAL
tcp,OTH,225,27,0.96,NORMAL
tcp,OTH,1,1,0.03,NORMAL
tcp,OTH,4,37,0.67,NORMAL
tcp,OTH,38,38,0.95,NORMAL
tcp,OTH,35,35,0.95,NORMAL
tcp,OTH,305,49,0.98,NORMAL
tcp,OTH,112,29,0.97,NORMAL
tcp,OTH,4,4,0.8,NORMAL
tcp,OTH,131,33,0.97,NORMAL
tcp,OTH,24,24,0.51,NORMAL
tcp,OTH,97,42,0.98,NORMAL
tcp,OTH,39,39,0.81,NORMAL
tcp,OTH,32,32,0.71,NORMAL
tcp,OTH,18,34,0.69,NORMAL
tcp,OTH,118,34,0.97,NORMAL
tcp,OTH,481,49,0.98,NORMAL
tcp,SF,1,3,0,NORMAL
tcp,OTH,76,39,0.95,NORMAL
tcp,OTH,162,19,0.95,NORMAL
tcp,OTH,127,33,0.97,NORMAL
tcp,SF,2,2,0,NORMAL
tcp,OTH,101,12,0.92,NORMAL
tcp,OTH,114,12,0.92,NORMAL
tcp,OTH,22,22,0.45,NORMAL
tcp,SF,0,1,0,NORMAL
tcp,OTH,6,6,0.13,NORMAL
tcp,OTH,324,42,0.98,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,SF,1,6,0,NORMAL
tcp,OTH,320,37,0.97,NORMAL
tcp,OTH,2,6,0.14,NORMAL
tcp,OTH,17,16,0.22,NORMAL
tcp,OTH,8,20,0.37,NORMAL
tcp,OTH,309,30,0.97,NORMAL
tcp,OTH,31,31,0.72,NORMAL
tcp,OTH,419,47,0.98,NORMAL
tcp,OTH,127,33,0.97,NORMAL
tcp,OTH,16,17,0.18,NORMAL
tcp,OTH,226,28,0.97,NORMAL
tcp,OTH,84,17,0.61,NORMAL
tcp,OTH,316,37,0.97,NORMAL
tcp,OTH,173,18,0.95,NORMAL
tcp,OTH,4,4,0.11,NORMAL
tcp,OTH,11,11,0.28,NORMAL
tcp,SF,0,1,0,NORMAL
tcp,OTH,432,48,0.98,NORMAL
tcp,OTH,53,33,0.97,NORMAL
tcp,OTH,109,43,0.93,NORMAL
tcp,OTH,145,35,0.97,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,OTH,34,34,0.72,NORMAL
tcp,OTH,2,1,0.5,NORMAL
tcp,OTH,6,12,0.63,NORMAL
tcp,OTH,3,3,0.07,NORMAL
tcp,OTH,317,38,0.97,NORMAL
tcp,OTH,7,24,0.48,NORMAL
tcp,RSTO,4,4,0,NORMAL
tcp,OTH,123,37,0.97,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,OTH,11,11,0.24,NORMAL
tcp,OTH,1,1,0.02,NORMAL
tcp,OTH,137,30,0.86,NORMAL
tcp,OTH,3,15,0.34,NORMAL
tcp,OTH,3,3,0.07,NORMAL
tcp,OTH,168,36,0.97,NORMAL
tcp,OTH,42,41,0.98,NORMAL
tcp,RSTR,2,2,0,NORMAL
tcp,OTH,148,32,0.97,NORMAL
tcp,OTH,39,21,0.81,NORMAL
tcp,OTH,12,2,0.08,NORMAL
tcp,SF,2,2,0,NORMAL
tcp,OTH,110,38,0.97,NORMAL
tcp,OTH,17,25,0.51,NORMAL
tcp,SF,1,4,0,NORMAL
tcp,OTH,78,32,0.91,NORMAL
tcp,OTH,121,31,0.97,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,OTH,267,23,0.96,NORMAL
tcp,RSTO,0,0,0,NORMAL
tcp,OTH,217,41,0.98,NORMAL
tcp,OTH,99,19,0.9,NORMAL
tcp,OTH,69,25,0.96,NORMAL
tcp,OTH,8,38,0.72,NORMAL
tcp,OTH,250,33,0.97,NORMAL
tcp,OTH,131,33,0.94,NORMAL
tcp,SF,0,11,0,NORMAL
tcp,S1,0,0,0,NORMAL
tcp,S1,1,1,0,NORMAL
tcp,RSTR,0,0,0,NORMAL
tcp,OTH,172,19,0.95,NORMAL
tcp,OTH,52,34,0.97,NORMAL
tcp,OTH,95,32,0.91,NORMAL
tcp,OTH,372,49,0.98,NORMAL
tcp,OTH,161,42,0.98,NORMAL
tcp,OTH,138,33,0.97,NORMAL
tcp,OTH,13,13,0.24,NORMAL
tcp,OTH,321,33,0.97,NORMAL
tcp,SF,1,1,0,NORMAL
tcp,SF,1,1,0,NORMAL
tcp,OTH,81,25,0.62,NORMAL
tcp,OTH,110,14,0.93,NORMAL
tcp,OTH,85,34,0.94,NORMAL
tcp,OTH,1,1,0.02,NORMAL
tcp,OTH,168,36,0.97,NORMAL
tcp,OTH,282,49,0.98,NORMAL
tcp,OTH,55,36,0.95,NORMAL
tcp,OTH,321,40,0.98,NORMAL
tcp,OTH,56,33,0.94,NORMAL
tcp,OTH,284,40,0.98,NORMAL
tcp,OTH,326,43,0.98,NORMAL
tcp,S1,0,0,0,NORMAL
tcp,RSTO,14,4,0,NORMAL
tcp,OTH,12,24,0.41,NORMAL
tcp,OTH,323,37,0.97,NORMAL
tcp,OTH,2,2,0.05,NORMAL
tcp,SF,1,1,0,NORMAL
tcp,RSTO,0,0,0,NORMAL
tcp,OTH,4,4,0.11,NORMAL
tcp,OTH,38,38,0.9,NORMAL
tcp,OTH,39,37,0.95,NORMAL
tcp,OTH,7,7,0.19,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,OTH,357,49,0.98,NORMAL
tcp,OTH,19,19,0.4,NORMAL
tcp,OTH,285,27,0.96,NORMAL
tcp,OTH,9,9,0.2,NORMAL
tcp,OTH,335,49,0.98,NORMAL
tcp,OTH,75,38,0.95,NORMAL
tcp,OTH,168,23,0.96,NORMAL
tcp,OTH,1,1,0.02,NORMAL
tcp,OTH,58,38,0.97,NORMAL
tcp,OTH,208,33,0.97,NORMAL
tcp,OTH,309,33,0.97,NORMAL
tcp,OTH,0,0,0,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,OTH,0,0,0,NORMAL
tcp,OTH,312,33,0.97,NORMAL
tcp,OTH,0,0,0,NORMAL
tcp,RSTO,8,6,0,NORMAL
tcp,OTH,105,28,0.93,NORMAL
tcp,OTH,300,32,0.97,NORMAL
tcp,OTH,298,32,0.97,NORMAL
tcp,SF,4,4,0,NORMAL
tcp,OTH,306,32,0.97,NORMAL
tcp,OTH,25,18,0.42,NORMAL
tcp,OTH,181,38,0.97,NORMAL
tcp,OTH,2,2,0.04,NORMAL
tcp,OTH,4,15,0.3,NORMAL
tcp,OTH,50,37,0.97,NORMAL
tcp,SF,0,3,0,NORMAL
tcp,SF,1,1,0,NORMAL
tcp,RSTO,2,2,0,NORMAL
tcp,OTH,73,34,0.76,NORMAL
tcp,OTH,4,4,0.09,NORMAL
tcp,OTH,287,38,0.97,NORMAL
tcp,OTH,45,40,0.98,NORMAL
tcp,OTH,120,41,0.95,NORMAL
tcp,SF,0,5,0,NORMAL
tcp,OTH,307,30,0.97,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,RSTO,0,0,0,NORMAL
tcp,OTH,298,36,0.92,NORMAL
tcp,OTH,266,38,0.97,NORMAL
tcp,OTH,139,33,0.97,NORMAL
tcp,OTH,41,31,0.76,NORMAL
tcp,SF,1,1,0,NORMAL
tcp,OTH,66,20,0.95,NORMAL
tcp,OTH,290,36,0.97,NORMAL
tcp,OTH,15,21,0.38,NORMAL
tcp,RSTO,0,0,0,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,OTH,2,4,0.08,NORMAL
tcp,OTH,6,6,0.23,NORMAL
tcp,OTH,315,34,0.97,NORMAL
tcp,SF,1,6,0,NORMAL
tcp,S1,0,0,0,NORMAL
tcp,RSTO,6,6,0,NORMAL
tcp,OTH,7,9,0.21,NORMAL
tcp,OTH,43,37,0.97,NORMAL
tcp,OTH,58,33,0.97,NORMAL
tcp,OTH,74,32,0.97,NORMAL
tcp,OTH,193,45,0.98,NORMAL
tcp,OTH,309,34,0.97,NORMAL
tcp,OTH,202,41,0.93,NORMAL
tcp,OTH,17,18,0.33,NORMAL
tcp,OTH,159,41,0.98,NORMAL
tcp,SF,2,2,0,NORMAL
tcp,OTH,87,39,0.95,NORMAL
tcp,OTH,75,34,0.97,NORMAL
tcp,RSTR,0,0,0,NORMAL
tcp,RSTR,0,0,0,NORMAL
tcp,SF,1,1,0,NORMAL
tcp,OTH,0,0,0,NORMAL
tcp,OTH,93,24,0.92,NORMAL
tcp,OTH,54,37,0.97,NORMAL
tcp,OTH,8,14,0.28,NORMAL
tcp,OTH,27,27,0.59,NORMAL
tcp,OTH,287,32,0.97,NORMAL
tcp,OTH,49,37,0.97,NORMAL
tcp,OTH,0,39,0.67,NORMAL
tcp,OTH,9,9,0.17,NORMAL
tcp,OTH,69,33,0.97,NORMAL
tcp,OTH,102,32,0.86,NORMAL
tcp,OTH,290,30,0.97,NORMAL
tcp,OTH,199,40,0.93,NORMAL
tcp,OTH,15,15,0.3,NORMAL
tcp,OTH,30,32,0.82,NORMAL
tcp,OTH,283,42,0.98,NORMAL
tcp,OTH,147,34,0.97,NORMAL
tcp,OTH,488,43,0.98,NORMAL
tcp,OTH,1,1,0.03,NORMAL
tcp,OTH,99,25,0.96,NORMAL
tcp,OTH,43,37,0.95,NORMAL
tcp,OTH,311,35,0.97,NORMAL
tcp,OTH,52,33,0.97,NORMAL
tcp,OTH,0,0,0,NORMAL
tcp,SF,1,1,0,NORMAL
tcp,OTH,286,32,0.97,NORMAL
tcp,OTH,459,50,0.98,NORMAL
tcp,OTH,324,33,0.97,NORMAL
tcp,OTH,156,34,0.97,NORMAL
tcp,OTH,184,42,0.98,NORMAL
tcp,OTH,126,34,0.94,NORMAL
tcp,OTH,70,26,0.96,NORMAL
tcp,OTH,78,31,0.94,NORMAL
tcp,OTH,44,37,0.97,NORMAL
tcp,OTH,87,45,0.96,NORMAL
tcp,OTH,258,50,0.98,NORMAL
tcp,OTH,266,18,0.95,NORMAL
tcp,OTH,297,35,0.97,NORMAL
tcp,OTH,247,50,0.98,NORMAL
tcp,OTH,185,42,0.98,NORMAL
tcp,SF,1,2,0,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,OTH,64,36,0.95,NORMAL
tcp,OTH,16,16,0.43,NORMAL
tcp,OTH,138,32,0.97,NORMAL
tcp,OTH,98,24,0.96,NORMAL
tcp,OTH,2,4,0.09,NORMAL
tcp,OTH,46,28,0.97,NORMAL
tcp,OTH,13,19,0.4,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,OTH,487,43,0.98,NORMAL
tcp,OTH,158,31,0.91,NORMAL
tcp,OTH,1,19,0.06,NORMAL
tcp,SF,2,8,0,NORMAL
tcp,OTH,166,35,0.97,NORMAL
tcp,OTH,41,28,0.97,NORMAL
tcp,OTH,126,26,0.96,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,OTH,68,34,0.97,NORMAL
tcp,OTH,249,23,0.92,NORMAL
tcp,OTH,71,19,0.95,NORMAL
tcp,OTH,0,0,0,NORMAL
tcp,OTH,308,27,0.96,NORMAL
tcp,OTH,149,38,0.9,NORMAL
tcp,OTH,235,33,0.97,NORMAL
tcp,OTH,1,6,0.02,NORMAL
tcp,OTH,59,37,0.97,NORMAL
tcp,OTH,74,35,0.97,NORMAL
tcp,OTH,12,12,0.27,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,OTH,322,50,0.98,NORMAL
tcp,OTH,47,41,0.98,NORMAL
tcp,OTH,187,33,0.97,NORMAL
tcp,OTH,167,19,0.95,NORMAL
tcp,OTH,1,8,0.22,NORMAL
tcp,OTH,136,31,0.84,NORMAL
tcp,OTH,285,39,0.97,NORMAL
tcp,OTH,149,33,0.97,NORMAL
tcp,RSTO,1,1,0,NORMAL
tcp,OTH,128,33,0.97,NORMAL
tcp,SF,2,2,0,NORMAL
tcp,OTH,8,19,0.36,NORMAL
tcp,OTH,9,34,0.83,NORMAL
tcp,S1,0,0,0,NORMAL
tcp,OTH,40,36,0.97,NORMAL
tcp,OTH,291,31,0.97,NORMAL
tcp,OTH,2,5,0.1,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,OTH,121,31,0.97,NORMAL
tcp,OTH,48,35,0.97,NORMAL
tcp,OTH,31,36,0.84,NORMAL
tcp,OTH,1,15,0.34,NORMAL
tcp,OTH,50,36,0.97,NORMAL
tcp,OTH,427,48,0.98,NORMAL
tcp,OTH,32,35,0.83,NORMAL
tcp,OTH,309,28,0.97,NORMAL
tcp,OTH,13,31,0.63,NORMAL
tcp,OTH,104,38,0.97,NORMAL
tcp,OTH,226,28,0.9,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,RSTR,0,2,0,NORMAL
tcp,OTH,41,41,0.93,NORMAL
tcp,OTH,36,37,0.86,NORMAL
tcp,OTH,141,13,0.93,NORMAL
tcp,OTH,74,37,0.97,NORMAL
tcp,S1,0,0,0,NORMAL
tcp,OTH,133,34,0.89,NORMAL
tcp,OTH,1,1,0.03,NORMAL
tcp,OTH,94,26,0.96,NORMAL
tcp,OTH,230,48,0.98,NORMAL
tcp,OTH,483,49,0.98,NORMAL
tcp,OTH,469,49,0.98,NORMAL
tcp,OTH,73,28,0.97,NORMAL
tcp,OTH,21,21,0.53,NORMAL
tcp,OTH,139,34,0.97,NORMAL
tcp,SF,0,0,0,NORMAL
tcp,OTH,13,15,0.29,NORMAL
tcp,OTH,249,41,0.84,NORMAL
tcp,OTH,4,8,0.15,NORMAL
tcp,OTH,485,43,0.98,NORMAL
tcp,OTH,0,0,0,NORMAL
tcp,RSTO,0,0,0,NORMAL
tcp,OTH,18,18,0.34,NORMAL
tcp,SF,17,255,0,NORMAL
tcp,SF,1,255,0,NORMAL
tcp,SF,7,255,0.01,NORMAL
tcp,SF,16,255,0,NORMAL
tcp,SF,6,255,0,NORMAL
tcp,SF,13,255,0.01,NORMAL
tcp,SF,7,7,0.14,NORMAL
tcp,SF,1,255,0,NORMAL
tcp,SF,9,166,0.01,NORMAL
tcp,SF,4,16,0.06,NORMAL
tcp,SF,19,101,0.01,NORMAL
tcp,SF,6,24,0.04,NORMAL
tcp,SF,22,44,0.02,NORMAL
tcp,SF,21,255,0,NORMAL
tcp,SF,13,13,0.08,NORMAL
tcp,SF,6,255,0.01,NORMAL
tcp,SF,8,15,0.07,NORMAL
tcp,SF,38,255,0,NORMAL
tcp,SF,4,83,0.01,NORMAL
tcp,SF,3,91,0.01,NORMAL
tcp,SF,14,219,0,NORMAL
tcp,SF,2,26,0.04,NORMAL
tcp,SF,6,255,0,NORMAL
tcp,SF,3,101,0.01,NORMAL
tcp,SF,1,18,0.06,NORMAL
tcp,SF,1,255,0,NORMAL
tcp,SF,4,255,0,NORMAL
tcp,SF,11,35,0.03,NORMAL
tcp,SF,19,255,0,NORMAL
tcp,SF,15,255,0,NORMAL
tcp,SF,10,255,0,NORMAL
tcp,SF,10,234,0,NORMAL
tcp,SF,4,39,0.03,NORMAL
tcp,REJ,1,17,0.06,NORMAL
tcp,S0,2,228,0.01,NORMAL
tcp,REJ,1,8,0.12,NORMAL
tcp,SF,5,5,0.2,NORMAL
tcp,SF,10,78,0.01,NORMAL
tcp,SF,3,53,0.02,NORMAL
tcp,REJ,1,16,0.06,NORMAL
tcp,SF,3,73,0.01,NORMAL
tcp,REJ,1,61,0.02,NORMAL
tcp,SF,4,106,0.01,NORMAL
tcp,SF,17,36,0.03,NORMAL
tcp,SF,2,189,0.01,NORMAL
tcp,SF,23,118,0.01,NORMAL
tcp,SF,7,255,0,NORMAL
tcp,SF,1,10,0.1,NORMAL
tcp,SF,1,19,0.05,NORMAL
tcp,SF,12,60,0.02,NORMAL
tcp,SF,8,248,0,NORMAL
tcp,SF,6,255,0,NORMAL
tcp,SF,1,48,0.02,NORMAL
tcp,SF,2,2,0.5,NORMAL
tcp,SF,1,28,0.04,NORMAL
tcp,SF,10,255,0,NORMAL
tcp,SF,1,34,0.03,NORMAL
tcp,SF,24,135,0.01,NORMAL
tcp,SF,3,255,0,NORMAL
tcp,SF,4,26,0.04,NORMAL
tcp,SF,1,147,0.01,NORMAL
tcp,SF,1,34,0.03,NORMAL
tcp,SF,2,139,0.01,NORMAL
tcp,SF,20,86,0.01,NORMAL
tcp,REJ,1,1,1,NORMAL
tcp,SF,2,2,0.5,NORMAL
tcp,REJ,1,6,0.17,NORMAL
tcp,SF,7,7,0.14,NORMAL
tcp,SF,5,17,0.06,NORMAL
tcp,SF,5,24,0.04,NORMAL
tcp,SF,4,255,0,NORMAL
tcp,SF,5,255,0,NORMAL
tcp,SF,38,121,0.01,NORMAL
tcp,SF,1,111,0.01,NORMAL
tcp,REJ,1,58,0.02,NORMAL
tcp,SF,1,1,1,NORMAL
tcp,SF,4,32,0.03,NORMAL
tcp,SF,11,97,0.01,NORMAL
tcp,SF,8,255,0,NORMAL
tcp,SF,2,13,0.08,NORMAL
tcp,SF,3,100,0.01,NORMAL
tcp,SF,21,107,0.01,NORMAL
tcp,SF,7,201,0,NORMAL
tcp,SF,6,10,0.1,NORMAL
tcp,SF,1,27,0.04,NORMAL
tcp,SF,8,255,0,NORMAL
tcp,REJ,1,125,0.01,NORMAL
tcp,SF,17,255,0,NORMAL
tcp,SF,2,72,0.01,NORMAL
tcp,SF,24,255,0,NORMAL
tcp,SF,12,255,0,NORMAL
tcp,SF,13,255,0,NORMAL
tcp,SF,7,70,0.01,NORMAL
tcp,SF,4,126,0.01,NORMAL
tcp,SF,6,84,0.01,NORMAL
tcp,SF,7,30,0.03,NORMAL
tcp,REJ,1,7,0.14,NORMAL
tcp,SF,6,6,0.17,NORMAL
tcp,SF,9,9,0.11,NORMAL
tcp,SF,10,10,0.1,NORMAL
tcp,SF,2,29,0.03,NORMAL
tcp,SF,20,255,0,NORMAL
tcp,SF,1,10,0.1,NORMAL
tcp,SF,11,25,0.04,NORMAL
tcp,SF,10,255,0,NORMAL
tcp,S1,4,43,0.02,NORMAL
tcp,SF,11,173,0.01,NORMAL
tcp,SF,14,127,0.01,NORMAL
tcp,SF,3,94,0.01,NORMAL
tcp,SF,1,33,0.03,NORMAL
tcp,SF,6,206,0,NORMAL
tcp,SF,20,41,0.02,NORMAL
tcp,REJ,1,4,0.25,NORMAL
tcp,SF,8,9,0.11,NORMAL
tcp,SF,9,20,0.05,NORMAL
tcp,SF,5,48,0.02,NORMAL
tcp,SF,29,29,0.03,NORMAL
tcp,SF,15,255,0,NORMAL
tcp,SF,16,255,0,NORMAL
tcp,SF,2,15,0.07,NORMAL
tcp,SF,7,40,0.03,NORMAL
tcp,SF,15,33,0.03,NORMAL
tcp,SF,19,101,0.01,NORMAL
tcp,SF,2,28,0.04,NORMAL
tcp,SF,4,255,0,NORMAL
tcp,SF,9,255,0,NORMAL
tcp,SF,1,255,0,NORMAL
tcp,SF,1,88,0.01,NORMAL
tcp,SF,10,255,0,NORMAL
tcp,SF,15,255,0,NORMAL
tcp,SF,10,255,0,NORMAL
tcp,SF,1,255,0,NORMAL
tcp,REJ,1,24,0.04,NORMAL
tcp,SF,9,9,0.11,NORMAL
tcp,SF,13,179,0.01,NORMAL
tcp,SF,10,255,0,NORMAL
tcp,SF,1,58,0.02,NORMAL
tcp,SF,11,255,0,NORMAL
tcp,SF,1,4,0.25,NORMAL
tcp,SF,3,223,0,NORMAL
tcp,SF,17,255,0,NORMAL
tcp,SF,8,140,0.01,NORMAL
tcp,SF,8,255,0,NORMAL
tcp,SF,7,16,0.06,NORMAL
tcp,SF,7,7,0.14,NORMAL
tcp,SF,1,255,0,NORMAL
tcp,SF,3,255,0,NORMAL
tcp,SF,12,42,0.02,NORMAL
tcp,SF,13,53,0.02,NORMAL
tcp,SF,10,65,0.02,NORMAL
tcp,SF,20,255,0,NORMAL
tcp,SF,13,255,0,NORMAL
tcp,SF,6,74,0.01,NORMAL
tcp,SF,9,88,0.01,NORMAL
tcp,SF,6,12,0.08,NORMAL
tcp,SF,4,255,0,NORMAL
tcp,SF,9,181,0.01,NORMAL
tcp,SF,3,129,0.01,NORMAL
tcp,SF,10,255,0,NORMAL
tcp,SF,4,84,0.01,NORMAL
tcp,SF,5,47,0.02,NORMAL
tcp,REJ,1,2,0.5,NORMAL
tcp,SF,14,255,0.01,NORMAL
tcp,SF,22,255,0,NORMAL
tcp,REJ,1,109,0.01,NORMAL
tcp,REJ,1,73,0.01,NORMAL
tcp,SF,16,255,0,NORMAL
tcp,SF,25,255,0,NORMAL
tcp,SF,18,166,0.01,NORMAL
tcp,REJ,1,1,1,NORMAL
tcp,SF,10,27,0.04,NORMAL
tcp,SF,7,29,0.03,NORMAL
tcp,SF,4,181,0.01,NORMAL
tcp,SF,4,255,0,NORMAL
