% isAttack normal:	571
% isAttack attack:	3229
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, normal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-3,5,8,10,16,21-22,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute dst_bytes numeric
@attribute count numeric
@attribute serror_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {normal,attack}

@data
tcp,OTH,0,249,0,0.12,0.84,0.15,normal
tcp,OTH,0,4,0,0.88,0.15,0.84,normal
tcp,OTH,0,485,0,0.01,0.98,0,normal
tcp,OTH,0,0,0,1,0,1,normal
tcp,RSTO,6441,0,0,1,0,1,normal
tcp,OTH,0,18,0,0.56,0.34,0.65,normal
tcp,SF,659,18,0,0,0.06,0.06,normal
tcp,SF,293,24,0,0.07,0,0,normal
tcp,REJ,0,1,0,1,0,0.02,normal
tcp,SF,13788,7,0,0,0.01,0.02,normal
tcp,SF,1183,17,0,0.14,0,0,normal
tcp,SF,1285,4,0,0,0.03,0.08,normal
tcp,SF,7104,9,0,0.1,0.11,0.05,normal
tcp,SF,1040,10,0,0.18,0.04,0.03,normal
tcp,S2,1381,1,1,0,0,0,normal
tcp,SF,13332,3,0,0.5,0,0,normal
tcp,SF,1405,28,0,0.06,0.02,0.04,normal
tcp,SF,1938,2,0,0.38,0.12,0.05,normal
tcp,SF,1124,11,0,0,0.05,0.03,normal
tcp,SF,330,17,0,0,0,0,normal
tcp,SF,247,1,0,0.5,0.04,0.01,normal
tcp,SF,10219,2,0,0,0.01,0.19,normal
tcp,SF,3900,40,0,0,0,0,normal
tcp,SF,2099,14,0,0.12,0,0,normal
tcp,REJ,0,1,0,0,0.25,0.19,normal
tcp,SF,6515,2,0,0.67,0,0,normal
tcp,SF,1984,3,0,0,0,0,normal
tcp,SF,480,9,0.11,0,0.01,0.01,normal
tcp,SF,11148,2,0,0,0.5,0.02,normal
tcp,SF,879,21,0,0.09,0.05,0.01,normal
tcp,SF,769,7,0,0.31,0.01,0.02,normal
tcp,SF,27280,2,0,0.67,0.5,0.02,normal
tcp,SF,362,27,0,0.09,0,0,normal
tcp,SF,21375,2,0,0.16,0.5,0.01,normal
tcp,REJ,0,1,0,0,1,0.06,normal
tcp,S1,21900,1,1,0,0.01,0.01,normal
tcp,SF,893,12,0,0.09,0,0,normal
tcp,SF,342,3,0,0.1,0.01,0.02,normal
tcp,SF,1778,3,0,0,0.33,0.03,normal
tcp,SF,261,42,0,0,0.01,0.03,normal
tcp,SF,1911,5,0,0.33,0.02,0.01,normal
tcp,SF,2102,8,0,0,0,0,normal
tcp,SF,754,8,0,0,0.01,0.04,normal
tcp,SF,398,6,0,0.15,0.01,0.03,normal
tcp,SF,367,5,0,0.43,0.08,0.08,normal
tcp,SF,1893,2,0,0,0.01,0.02,normal
tcp,SF,9737,1,0,0.21,0.03,0.02,normal
tcp,SF,4505,2,0,0,0.03,0.03,normal
tcp,REJ,0,1,0,0,0.5,0.05,normal
tcp,SF,5670,2,0,0,0.04,0.05,normal
tcp,SF,761,2,0,0.5,0.01,0.01,normal
tcp,SF,7333,5,0.2,0,0,0,normal
tcp,SF,2239,3,0,0,0,0,normal
tcp,SF,3724,4,0,0.3,0,0,normal
tcp,REJ,0,1,0,0,0.11,0.1,normal
tcp,SF,5480,4,0,0.22,0.01,0.02,normal
tcp,SF,4716,1,0,0,0.01,0.01,normal
tcp,SF,28549,1,0,1,0.02,0.06,normal
tcp,SF,2139,18,0,0,0.06,0.04,normal
tcp,SF,7509,11,0,0,0.09,0.01,normal
tcp,SF,2454,2,0,0.75,0.14,0.04,normal
tcp,SF,705,2,0,0.4,0.25,0.05,normal
tcp,SF,28382,1,0,0,0.02,0.03,normal
tcp,SF,1681,7,0,0,0.01,0.01,normal
tcp,SF,4841,2,0,0.25,0,0,normal
tcp,SF,1701,13,0,0.1,0.01,0.02,normal
tcp,SF,480,7,0,0.25,0.01,0.02,normal
tcp,SF,5897,3,0,0.5,0.1,0.02,normal
tcp,SF,1394,25,0,0.11,0.01,0.03,normal
tcp,REJ,0,1,0,0,0.33,0.24,normal
tcp,SF,2655,10,0,0.18,0,0,normal
tcp,SF,269,13,0,0.13,0.02,0.05,normal
tcp,SF,6924,26,0,0.07,0.01,0.01,normal
tcp,SF,3615,2,0,0.75,0.25,0.05,normal
tcp,SF,171,1,0,0.15,0.06,0.04,normal
tcp,SF,275,8,0,0,0.01,0,normal
tcp,SF,332,17,0,0,0.01,0.02,normal
tcp,SF,480,10,0,0.11,0.01,0.01,normal
tcp,SF,521,7,0,0,0,0,normal
tcp,SF,993,8,0,0,0.02,0.02,normal
tcp,SF,1214,9,0,0.2,0,0,normal
tcp,SF,1970,19,0,0.06,0.02,0.01,normal
tcp,SF,658,12,0,0,0,0,normal
tcp,SF,1695,4,0,0,0.01,0,normal
tcp,SF,863,14,0,0.13,0,0,normal
tcp,SF,434,25,0,0.08,0,0,normal
tcp,SF,1628,2,0,0,0.5,0,normal
tcp,SF,1028,11,0,0.23,0,0,normal
tcp,SF,186,1,0,0,0.01,0.04,normal
tcp,SF,1003,29,0,0,0,0,normal
tcp,REJ,0,1,0,1,0.02,0.17,normal
tcp,SF,4017,3,0,0.4,0.01,0.02,normal
tcp,SF,7659,12,0,0,0,0,normal
tcp,SF,9852,16,0.06,0,0,0,normal
tcp,SF,3221,1,0,0,0.01,0,normal
tcp,SF,190,1,0,0,1,0.12,normal
tcp,SF,9877,8,0,0,0,0,normal
tcp,SF,9284,13,0,0.06,0,0,normal
tcp,SF,7840,1,0,1,1,0.05,normal
tcp,SF,700,22,0,0,0,0,normal
tcp,SF,8719,2,0,0,0.01,0.02,normal
tcp,SF,258,26,0,0.1,0,0,normal
tcp,SF,1761,11,0,0,0,0,normal
tcp,SF,501,5,0,0,0.08,0.03,normal
tcp,SF,6033,13,0,0,0.01,0.12,normal
tcp,SF,5379,18,0,0,0,0,normal
tcp,SF,9442,5,0,0.33,0.01,0.02,normal
tcp,SF,1718,8,0,0,0,0,normal
tcp,SF,1893,12,0,0,0.08,0.03,normal
tcp,SF,10996,8,0,0.27,0.12,0.05,normal
tcp,SF,999,14,0,0.17,0,0,normal
tcp,SF,1211,9,0,0,0.04,0.02,normal
tcp,SF,1077,11,0,0,0.03,0.07,normal
tcp,SF,215,9,0,0.15,0.02,0.03,normal
tcp,SF,10181,3,0.33,0,0,0,normal
tcp,SF,707,2,0,0.43,0,0,normal
tcp,SF,1434,4,0,0.33,0.06,0.01,normal
tcp,REJ,0,4,0,0,0.07,0.21,normal
tcp,SF,863,11,0,0,0.01,0.01,normal
tcp,SF,8198,3,0,0.4,0.33,0.07,normal
tcp,SF,321,26,0,0,0,0.01,normal
tcp,SF,382,18,0,0,0,0,normal
tcp,SF,1434,7,0,0,0.01,0.02,normal
tcp,SF,11868,9,0,0.17,0.01,0,normal
tcp,SF,8412,15,0,0,0,0,normal
tcp,SF,337,11,0,0,0,0,normal
tcp,SF,15215,1,0,0.33,0.01,0.02,normal
tcp,SF,2828,15,0,0.09,0.01,0.03,normal
tcp,SF,1112,1,0,0,0.04,0.02,normal
tcp,SF,642,10,0,0.18,0.1,0.03,normal
tcp,SF,24572,4,0,0,0.25,0.02,normal
tcp,SF,274,5,0.2,0,0.01,0.05,normal
tcp,SF,1092,11,0,0,0,0,normal
tcp,SF,1719,10,0,0.13,0,0,normal
tcp,SF,1512,12,0,0.12,0,0,normal
tcp,SF,1505,3,0,0,0,0.01,normal
tcp,SF,3172,13,0,0,0.04,0,normal
tcp,SF,8052,2,0,0,0,0,normal
tcp,SF,4341,7,0,0,0.02,0.03,normal
tcp,REJ,0,17,0,0,0.02,0.18,normal
tcp,SF,181,50,0,0.06,0.02,0.05,normal
tcp,REJ,0,1,0,0,0.11,0.26,normal
tcp,SF,2590,17,0,0,0,0,normal
tcp,SF,5034,4,0,0,0.01,0.01,normal
tcp,SF,260,5,0,0,0,0,normal
tcp,SF,7510,3,0,0,0.33,0.03,normal
tcp,SF,443,11,0,0,0.03,0.05,normal
tcp,SF,9142,5,0,0.22,0,0,normal
tcp,SF,1471,3,0,0,0.33,0.06,normal
tcp,OTH,0,26065,0,0,0.04,0,attack
tcp,OTH,0,5798,0,0,0.01,0,attack
tcp,OTH,0,16903,0,0,0.04,0,attack
tcp,OTH,0,8297,0,0,0.03,0,attack
tcp,OTH,0,12277,0,0,0.03,0,attack
tcp,OTH,0,8129,0,0,0.01,0,attack
tcp,OTH,0,20424,0,0,0.02,0,attack
tcp,OTH,0,10602,0,0,0.02,0,attack
tcp,OTH,0,22482,0,0,0.05,0,attack
tcp,OTH,0,23547,0,0,0,0,attack
tcp,OTH,0,7145,0,0,0,0,attack
tcp,OTH,0,10908,0,0,0.01,0,attack
tcp,OTH,0,7560,0,0,0.05,0,attack
tcp,OTH,0,5571,0,0,0.01,0,attack
tcp,OTH,0,6333,0,0,0.03,0,attack
tcp,OTH,0,16614,0,0,0.04,0,attack
tcp,OTH,0,22645,0,0,0.01,0,attack
tcp,OTH,0,317,0,0,0.03,0,attack
tcp,OTH,0,5457,0,0,0.01,0,attack
tcp,OTH,0,20717,0,0,0.05,0,attack
tcp,OTH,0,10387,0,0,0,0,attack
tcp,OTH,0,1851,0,0,0.01,0,attack
tcp,OTH,0,9889,0,0,0.01,0,attack
tcp,OTH,0,4518,0,0,0.01,0,attack
tcp,OTH,0,15195,0,0,0.01,0,attack
tcp,OTH,0,6776,0,0,0.04,0,attack
tcp,OTH,0,21826,0,0,0,0,attack
tcp,OTH,0,4590,0,0,0.08,0,attack
tcp,OTH,0,7977,0,0,0.01,0,attack
tcp,OTH,0,12097,0,0,0.01,0,attack
tcp,OTH,0,24058,0,0,0.03,0,attack
tcp,OTH,0,20170,0,0,0.03,0,attack
tcp,OTH,0,9890,0,0,0.03,0,attack
tcp,OTH,0,23812,0,0,0.02,0,attack
tcp,OTH,0,13,0,0,0,0,attack
tcp,OTH,0,20387,0,0,0.02,0,attack
tcp,OTH,0,15235,0,0,0.01,0,attack
tcp,OTH,0,12898,0,0,0.01,0,attack
tcp,OTH,0,8340,0,0,0.01,0,attack
tcp,OTH,0,27017,0,0,0.01,0,attack
tcp,OTH,0,11800,0,0,0.04,0,attack
tcp,OTH,0,2718,0,0,0.04,0,attack
tcp,OTH,0,11521,0,0,0.01,0,attack
tcp,OTH,0,8192,0,0,0.01,0,attack
tcp,OTH,0,6468,0,0,0.01,0,attack
tcp,OTH,0,4590,0,0,0,0,attack
tcp,OTH,0,20462,0,0,0.01,0,attack
tcp,OTH,0,8185,0,0,0.08,0,attack
tcp,OTH,0,22336,0,0,0.03,0,attack
tcp,OTH,0,16674,0,0,0.04,0,attack
tcp,OTH,0,8553,0,0,0.01,0,attack
tcp,OTH,0,11799,0,0,0.05,0,attack
tcp,OTH,0,12166,0,0,0.06,0,attack
tcp,OTH,0,9427,0,0,0.04,0,attack
tcp,OTH,0,20947,0,0,0,0,attack
tcp,OTH,0,26959,0,0,0.01,0,attack
tcp,OTH,0,14118,0,0,0,0,attack
tcp,OTH,0,11519,0,0,0.01,0,attack
tcp,OTH,0,9867,0,0,0.01,0,attack
tcp,OTH,0,26628,0,0,0,0,attack
tcp,OTH,0,9976,0,0,0.03,0,attack
tcp,OTH,0,6505,0,0,0.03,0,attack
tcp,OTH,0,9487,0,0,0.03,0,attack
tcp,OTH,0,16222,0,0,0.03,0,attack
tcp,OTH,0,7209,0,0,0.01,0,attack
tcp,OTH,0,10115,0,0,0.03,0,attack
tcp,OTH,0,10090,0,0,0.04,0,attack
tcp,OTH,0,9992,0,0,0.03,0,attack
tcp,OTH,0,23082,0,0,0.03,0,attack
tcp,OTH,0,7251,0,0,0.01,0,attack
tcp,OTH,0,8131,0,0,0.07,0,attack
tcp,OTH,0,6567,0,0,0,0,attack
tcp,OTH,0,25467,0,0,0.01,0,attack
tcp,OTH,0,7644,0,0,0.03,0,attack
tcp,OTH,0,6281,0,0,0.03,0,attack
tcp,OTH,0,11690,0,0,0.02,0,attack
tcp,OTH,0,4139,0,0,0.03,0,attack
tcp,OTH,0,22656,0,0,0.01,0,attack
tcp,OTH,0,9799,0,0,0.04,0,attack
tcp,OTH,0,10863,0,0,0.01,0,attack
tcp,OTH,0,20383,0,0,0.03,0,attack
tcp,OTH,0,13947,0,0,0.03,0,attack
tcp,OTH,0,3598,0,0,0.01,0,attack
tcp,OTH,0,9827,0,0,0.01,0,attack
tcp,OTH,0,8725,0,0,0.03,0,attack
tcp,OTH,0,27018,0,0,0.02,0,attack
tcp,OTH,0,19686,0,0,0.01,0,attack
tcp,OTH,0,19546,0,0,0.01,0,attack
tcp,OTH,0,8040,0,0,0.03,0,attack
tcp,OTH,0,11624,0,0,0.03,0,attack
tcp,OTH,0,25345,0,0,0.01,0,attack
tcp,OTH,0,710,0,0,0.01,0,attack
tcp,OTH,0,7464,0,0,0.03,0,attack
tcp,OTH,0,9390,0,0,0.02,0,attack
tcp,OTH,0,9901,0,0,0.01,0,attack
tcp,OTH,0,14825,0,0,0.03,0,attack
tcp,OTH,0,15521,0,0,0.02,0,attack
tcp,OTH,0,3714,0,0,0.02,0,attack
tcp,OTH,0,20623,0,0,0.03,0,attack
tcp,OTH,0,24616,0,0,0,0,attack
tcp,OTH,0,22843,0,0,0.03,0,attack
tcp,OTH,0,23674,0,0,0.04,0,attack
tcp,OTH,0,6022,0,0,0.01,0,attack
tcp,OTH,0,7331,0,0,0,0,attack
tcp,OTH,0,2299,0,0,0.05,0,attack
tcp,OTH,0,5521,0,0,0.01,0,attack
tcp,OTH,0,4541,0,0,0.12,0,attack
tcp,OTH,0,5561,0,0,0.01,0,attack
tcp,OTH,0,5242,0,0,0.01,0,attack
tcp,OTH,0,8684,0,0,0.03,0,attack
tcp,OTH,0,2123,0,0,0.02,0,attack
tcp,OTH,0,6233,0,0,0.03,0,attack
tcp,OTH,0,15474,0,0,0.01,0,attack
tcp,OTH,0,11120,0,0,0,0,attack
tcp,OTH,0,8420,0,0,0.01,0,attack
tcp,OTH,0,22738,0,0,0.01,0,attack
tcp,OTH,0,25991,0,0,0.01,0,attack
tcp,OTH,0,5500,0,0,0.02,0,attack
tcp,OTH,0,6220,0,0,0.06,0,attack
tcp,OTH,0,6353,0,0,0,0,attack
tcp,OTH,0,26696,0,0,0.01,0,attack
tcp,OTH,0,10930,0,0,0.03,0,attack
tcp,OTH,0,5642,0,0,0.04,0,attack
tcp,OTH,0,6540,0,0,0,0,attack
tcp,OTH,0,15117,0,0,0,0,attack
tcp,OTH,0,6930,0,0,0.03,0,attack
tcp,OTH,0,21965,0,0,0.01,0,attack
tcp,OTH,0,9326,0,0,0.05,0,attack
tcp,OTH,0,8296,0,0,0.01,0,attack
tcp,OTH,0,8826,0,0,0.03,0,attack
tcp,OTH,0,12049,0,0,0.03,0,attack
tcp,OTH,0,5728,0,0,0.04,0,attack
tcp,OTH,0,25800,0,0,0.02,0,attack
tcp,OTH,0,15889,0,0,0,0,attack
tcp,OTH,0,1529,0,0,0.03,0,attack
tcp,OTH,0,19264,0,0,0.01,0,attack
tcp,OTH,0,22916,0,0,0.03,0,attack
tcp,OTH,0,10821,0,0,0.03,0,attack
tcp,OTH,0,13132,0,0,0.04,0,attack
tcp,OTH,0,5514,0,0,0.03,0,attack
tcp,OTH,0,6591,0,0,0.03,0,attack
tcp,OTH,0,8177,0,0,0.04,0,attack
tcp,OTH,0,10075,0,0,0.01,0,attack
tcp,OTH,0,21023,0,0,0.01,0,attack
tcp,OTH,0,19419,0,0,0,0,attack
tcp,OTH,0,15696,0,0,0.03,0,attack
tcp,OTH,0,11538,0,0,0,0,attack
tcp,OTH,0,18018,0,0,0,0,attack
tcp,OTH,0,5503,0,0,0.01,0,attack
tcp,OTH,0,10701,0,0,0.03,0,attack
tcp,OTH,0,7536,0,0,0.01,0,attack
tcp,OTH,0,10274,0,0,0.03,0,attack
tcp,OTH,0,4240,0,0,0.03,0,attack
tcp,OTH,0,8053,0,0,0,0,attack
tcp,OTH,0,26769,0,0,0.02,0,attack
tcp,OTH,0,20664,0,0,0.03,0,attack
tcp,OTH,0,8956,0,0,0.03,0,attack
tcp,OTH,0,8636,0,0,0.03,0,attack
tcp,OTH,0,6728,0,0,0.03,0,attack
tcp,OTH,0,11099,0,0,0.01,0,attack
tcp,OTH,0,6555,0,0,0,0,attack
tcp,OTH,0,12457,0,0,0.01,0,attack
tcp,OTH,0,11702,0,0,0.02,0,attack
tcp,OTH,0,3205,0,0,0.03,0,attack
tcp,OTH,0,15069,0,0,0.03,0,attack
tcp,OTH,0,19644,0,0,0.02,0,attack
tcp,OTH,0,4679,0,0,0.03,0,attack
tcp,OTH,0,14811,0,0,0.03,0,attack
tcp,OTH,0,6493,0,0,0,0,attack
tcp,OTH,0,6090,0,0,0,0,attack
tcp,OTH,0,5158,0,0,0.04,0,attack
tcp,OTH,0,10607,0,0,0.03,0,attack
tcp,OTH,0,9899,0,0,0.03,0,attack
tcp,OTH,0,14842,0,0,0.03,0,attack
tcp,OTH,0,6968,0,0,0.01,0,attack
tcp,OTH,0,17369,0,0,0.01,0,attack
tcp,OTH,0,5566,0,0,0.01,0,attack
tcp,OTH,0,10601,0,0,0,0,attack
tcp,OTH,0,2461,0,0,0.03,0,attack
tcp,OTH,0,6576,0,0,0.03,0,attack
tcp,OTH,0,20547,0,0,0.01,0,attack
tcp,OTH,0,1627,0,0,0,0,attack
tcp,OTH,0,21299,0,0,0,0,attack
tcp,OTH,0,23016,0,0,0,0,attack
tcp,OTH,0,7205,0,0,0,0,attack
tcp,OTH,0,26696,0,0,0.03,0,attack
tcp,OTH,0,6566,0,0,0,0,attack
tcp,OTH,0,22230,0,0,0.01,0,attack
tcp,OTH,0,10061,0,0,0.03,0,attack
tcp,OTH,0,27016,0,0,0.01,0,attack
tcp,OTH,0,15942,0,0,0.03,0,attack
tcp,OTH,0,7926,0,0,0.04,0,attack
tcp,OTH,0,6775,0,0,0.01,0,attack
tcp,OTH,0,24080,0,0,0.03,0,attack
tcp,OTH,0,7619,0,0,0.03,0,attack
tcp,OTH,0,6558,0,0,0.04,0,attack
tcp,OTH,0,5526,0,0,0.03,0,attack
tcp,OTH,0,5506,0,0,0.04,0,attack
tcp,OTH,0,23617,0,0,0.04,0,attack
tcp,OTH,0,9360,0,0,0.03,0,attack
tcp,OTH,0,7403,0,0,0.03,0,attack
tcp,OTH,0,11522,0,0,0.01,0,attack
tcp,OTH,0,20807,0,0,0.03,0,attack
tcp,OTH,0,4737,0,0,0.01,0,attack
tcp,OTH,0,7205,0,0,0.01,0,attack
tcp,OTH,0,23719,0,0,0.01,0,attack
tcp,OTH,0,5434,0,0,0,0,attack
tcp,OTH,0,6548,0,0,0,0,attack
tcp,OTH,0,15327,0,0,0.02,0,attack
tcp,OTH,0,25399,0,0,0.03,0,attack
tcp,OTH,0,24910,0,0,0.03,0,attack
tcp,OTH,0,10507,0,0,0.03,0,attack
tcp,OTH,0,3326,0,0,0.03,0,attack
tcp,OTH,0,6835,0,0,0.03,0,attack
tcp,OTH,0,11559,0,0,0,0,attack
tcp,OTH,0,15062,0,0,0.04,0,attack
tcp,OTH,0,13583,0,0,0.04,0,attack
tcp,OTH,0,594,0,0,0.01,0,attack
tcp,OTH,0,7141,0,0,0.03,0,attack
tcp,OTH,0,15715,0,0,0.03,0,attack
tcp,OTH,0,5985,0,0,0.03,0,attack
tcp,OTH,0,19075,0,0,0.01,0,attack
tcp,OTH,0,10837,0,0,0.04,0,attack
tcp,OTH,0,9369,0,0,0.03,0,attack
tcp,OTH,0,10302,0,0,0.01,0,attack
tcp,OTH,0,12350,0,0,0.03,0,attack
tcp,OTH,0,6510,0,0,0.03,0,attack
tcp,OTH,0,5570,0,0,0.06,0,attack
tcp,OTH,0,7075,0,0,0.01,0,attack
tcp,OTH,0,20728,0,0,0,0,attack
tcp,OTH,0,5979,0,0,0.02,0,attack
tcp,OTH,0,10764,0,0,0,0,attack
tcp,OTH,0,2099,0,0,0.03,0,attack
tcp,OTH,0,12148,0,0,0.03,0,attack
tcp,OTH,0,19589,0,0,0.01,0,attack
tcp,OTH,0,4607,0,0,0.03,0,attack
tcp,OTH,0,11769,0,0,0.01,0,attack
tcp,OTH,0,367,0,0,0,0,attack
tcp,OTH,0,9915,0,0,0.01,0,attack
tcp,OTH,0,13278,0,0,0.03,0,attack
tcp,OTH,0,22041,0,0,0.02,0,attack
tcp,OTH,0,5489,0,0,0.03,0,attack
tcp,OTH,0,27166,0,0,0.01,0,attack
tcp,OTH,0,17207,0,0,0.04,0,attack
tcp,OTH,0,8560,0,0,0.03,0,attack
tcp,OTH,0,16524,0,0,0.01,0,attack
tcp,OTH,0,23691,0,0,0.01,0,attack
tcp,OTH,0,4605,0,0,0.05,0,attack
tcp,OTH,0,13203,0,0,0.04,0,attack
tcp,OTH,0,9097,0,0,0.02,0,attack
tcp,OTH,0,6320,0,0,0,0,attack
tcp,OTH,0,17461,0,0,0.03,0,attack
tcp,OTH,0,6608,0,0,0.01,0,attack
tcp,OTH,0,5895,0,0,0.02,0,attack
tcp,OTH,0,678,0,0,0.04,0,attack
tcp,OTH,0,11667,0,0,0,0,attack
tcp,OTH,0,9897,0,0,0.01,0,attack
tcp,OTH,0,25926,0,0,0.01,0,attack
tcp,OTH,0,10819,0,0,0.01,0,attack
tcp,OTH,0,19643,0,0,0.02,0,attack
tcp,OTH,0,18386,0,0,0.01,0,attack
tcp,OTH,0,5706,0,0,0,0,attack
tcp,OTH,0,19931,0,0,0.01,0,attack
tcp,OTH,0,7824,0,0,0.05,0,attack
tcp,OTH,0,22034,0,0,0.03,0,attack
tcp,OTH,0,7978,0,0,0.03,0,attack
tcp,OTH,0,9864,0,0,0.01,0,attack
tcp,OTH,0,11472,0,0,0,0,attack
tcp,OTH,0,3027,0,0,0.01,0,attack
tcp,OTH,0,16777,0,0,0,0,attack
tcp,OTH,0,6304,0,0,0.01,0,attack
tcp,OTH,0,7448,0,0,0.01,0,attack
tcp,OTH,0,9247,0,0,0.01,0,attack
tcp,OTH,0,5579,0,0,0,0,attack
tcp,OTH,0,9882,0,0,0.01,0,attack
tcp,OTH,0,10360,0,0,0.02,0,attack
tcp,OTH,0,9664,0,0,0.03,0,attack
tcp,OTH,0,18392,0,0,0,0,attack
tcp,OTH,0,5135,0,0,0.01,0,attack
tcp,OTH,0,10618,0,0,0.02,0,attack
tcp,OTH,0,15175,0,0,0.01,0,attack
tcp,OTH,0,10816,0,0,0.03,0,attack
tcp,OTH,0,20624,0,0,0.01,0,attack
tcp,OTH,0,250,0,0,0.01,0,attack
tcp,OTH,0,9488,0,0,0.03,0,attack
tcp,OTH,0,24923,0,0,0.03,0,attack
tcp,OTH,0,8481,0,0,0.02,0,attack
tcp,OTH,0,20013,0,0,0,0,attack
tcp,OTH,0,9060,0,0,0.01,0,attack
tcp,OTH,0,10569,0,0,0.03,0,attack
tcp,OTH,0,27022,0,0,0,0,attack
tcp,OTH,0,4830,0,0,0.01,0,attack
tcp,OTH,0,22358,0,0,0,0,attack
tcp,OTH,0,20752,0,0,0.01,0,attack
tcp,OTH,0,6520,0,0,0.01,0,attack
tcp,OTH,0,22561,0,0,0.01,0,attack
tcp,OTH,0,7665,0,0,0.01,0,attack
tcp,OTH,0,14541,0,0,0.04,0,attack
tcp,OTH,0,14173,0,0,0.03,0,attack
tcp,OTH,0,20541,0,0,0.04,0,attack
tcp,OTH,0,24591,0,0,0.01,0,attack
tcp,OTH,0,9074,0,0,0.01,0,attack
tcp,OTH,0,8870,0,0,0.01,0,attack
tcp,OTH,0,26890,0,0,0.01,0,attack
tcp,OTH,0,6646,0,0,0.02,0,attack
tcp,OTH,0,5959,0,0,0,0,attack
tcp,OTH,0,11628,0,0,0.01,0,attack
tcp,OTH,0,25745,0,0,0.02,0,attack
tcp,OTH,0,23618,0,0,0.04,0,attack
tcp,OTH,0,22501,0,0,0.02,0,attack
tcp,OTH,0,23487,0,0,0.03,0,attack
tcp,OTH,0,9888,0,0,0.01,0,attack
tcp,OTH,0,5436,0,0,0,0,attack
tcp,OTH,0,7134,0,0,0,0,attack
tcp,OTH,0,5437,0,0,0.03,0,attack
tcp,OTH,0,20673,0,0,0.03,0,attack
tcp,OTH,0,15148,0,0,0.01,0,attack
tcp,OTH,0,16498,0,0,0.01,0,attack
tcp,OTH,0,3990,0,0,0,0,attack
tcp,OTH,0,4648,0,0,0,0,attack
tcp,OTH,0,21310,0,0,0,0,attack
tcp,OTH,0,18190,0,0,0,0,attack
tcp,OTH,0,6905,0,0,0.01,0,attack
tcp,OTH,0,10184,0,0,0.01,0,attack
tcp,OTH,0,6558,0,0,0,0,attack
tcp,OTH,0,9928,0,0,0.03,0,attack
tcp,OTH,0,10779,0,0,0.03,0,attack
tcp,OTH,0,8283,0,0,0.01,0,attack
tcp,OTH,0,4778,0,0,0.06,0,attack
tcp,OTH,0,26885,0,0,0.01,0,attack
tcp,OTH,0,24463,0,0,0.03,0,attack
tcp,OTH,0,7898,0,0,0.04,0,attack
tcp,OTH,0,20681,0,0,0,0,attack
tcp,OTH,0,9961,0,0,0,0,attack
tcp,OTH,0,15652,0,0,0.01,0,attack
tcp,OTH,0,21120,0,0,0,0,attack
tcp,OTH,0,22833,0,0,0.03,0,attack
tcp,OTH,0,27098,0,0,0,0,attack
tcp,OTH,0,11021,0,0,0.01,0,attack
tcp,OTH,0,7173,0,0,0.03,0,attack
tcp,OTH,0,4701,0,0,0.05,0,attack
tcp,OTH,0,24061,0,0,0.03,0,attack
tcp,OTH,0,23951,0,0,0.01,0,attack
tcp,OTH,0,12670,0,0,0,0,attack
tcp,OTH,0,20632,0,0,0,0,attack
tcp,OTH,0,5455,0,0,0.03,0,attack
tcp,OTH,0,22234,0,0,0.03,0,attack
tcp,OTH,0,20707,0,0,0,0,attack
tcp,OTH,0,7562,0,0,0,0,attack
tcp,OTH,0,11827,0,0,0,0,attack
tcp,OTH,0,11984,0,0,0.04,0,attack
tcp,OTH,0,15064,0,0,0.04,0,attack
tcp,OTH,0,10318,0,0,0.01,0,attack
tcp,OTH,0,127,0,0,0.01,0,attack
tcp,OTH,0,8700,0,0,0.03,0,attack
tcp,OTH,0,13500,0,0,0.03,0,attack
tcp,OTH,0,12396,0,0,0.01,0,attack
tcp,OTH,0,24670,0,0,0.03,0,attack
tcp,OTH,0,14996,0,0,0.02,0,attack
tcp,OTH,0,5767,0,0,0.01,0,attack
tcp,OTH,0,20318,0,0,0.01,0,attack
tcp,OTH,0,23763,0,0,0.03,0,attack
tcp,OTH,0,26254,0,0,0.02,0,attack
tcp,OTH,0,21538,0,0,0.03,0,attack
tcp,OTH,0,7133,0,0,0.03,0,attack
tcp,OTH,0,15356,0,0,0,0,attack
tcp,OTH,0,21309,0,0,0,0,attack
tcp,OTH,0,9675,0,0,0.03,0,attack
tcp,OTH,0,15000,0,0,0.01,0,attack
tcp,OTH,0,8335,0,0,0.01,0,attack
tcp,OTH,0,17815,0,0,0.01,0,attack
tcp,OTH,0,8832,0,0,0,0,attack
tcp,OTH,0,23549,0,0,0,0,attack
tcp,OTH,0,23649,0,0,0.03,0,attack
tcp,OTH,0,21150,0,0,0,0,attack
tcp,OTH,0,6459,0,0,0,0,attack
tcp,OTH,0,20546,0,0,0.03,0,attack
