% isAttack normal:	571
% isAttack attack:	3229
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:normal, normal:normal, tcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-3,5,8,10,16,21-22,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute dst_bytes numeric
@attribute count numeric
@attribute serror_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {normal,attack}

@data
udp,OTH,0,104,0,0,0.97,0,attack
udp,OTH,0,140,0,0,0.97,0,attack
udp,OTH,0,31,0,0,0.97,0,attack
udp,OTH,0,142,0,0,0.97,0,attack
udp,OTH,0,105,0,0,0.97,0,attack
udp,OTH,0,109,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.96,0,attack
udp,OTH,0,26,0,0,0.96,0,attack
udp,OTH,0,107,0,0,0.97,0,attack
udp,OTH,0,115,0,0,0.97,0,attack
udp,OTH,0,113,0,0,0.97,0,attack
udp,OTH,0,140,0,0,0.95,0,attack
udp,OTH,0,138,0,0,0.93,0,attack
udp,OTH,0,117,0,0,0.97,0,attack
udp,OTH,0,87,0,0,0.98,0,attack
udp,OTH,0,141,0,0,0.97,0,attack
udp,OTH,0,160,0,0,0.97,0,attack
udp,OTH,0,138,0,0,0.97,0,attack
udp,OTH,0,110,0,0,0.97,0,attack
udp,OTH,0,143,0,0,0.97,0,attack
udp,OTH,0,125,0,0,0.97,0,attack
udp,OTH,0,137,0,0,0.97,0,attack
udp,OTH,0,33,0,0,0.97,0,attack
udp,OTH,0,103,0,0,0.97,0,attack
udp,OTH,0,113,0,0,0.97,0,attack
udp,OTH,0,92,0,0,0.98,0,attack
udp,OTH,0,159,0,0,0.97,0,attack
udp,OTH,0,114,0,0,0.97,0,attack
udp,OTH,0,160,0,0,0.97,0,attack
udp,OTH,0,138,0,0,0.97,0,attack
udp,OTH,0,78,0,0,0.97,0,attack
udp,OTH,0,114,0,0,0.97,0,attack
udp,OTH,0,80,0,0,0.98,0,attack
udp,OTH,0,71,0,0,0.97,0,attack
udp,OTH,0,159,0,0,0.97,0,attack
udp,OTH,0,112,0,0,0.97,0,attack
udp,OTH,0,107,0,0,0.97,0,attack
udp,OTH,0,138,0,0,0.97,0,attack
udp,OTH,0,109,0,0,0.97,0,attack
udp,OTH,0,110,0,0,0.97,0,attack
udp,OTH,0,153,0,0,0.97,0,attack
udp,OTH,0,113,0,0,0.97,0,attack
udp,OTH,0,108,0,0,0.97,0,attack
udp,OTH,0,121,0,0,0.97,0,attack
udp,OTH,0,108,0,0,0.97,0,attack
udp,OTH,0,52,0,0,0.96,0,attack
udp,OTH,0,141,0,0,0.97,0,attack
udp,OTH,0,142,0,0,0.97,0,attack
udp,OTH,0,100,0,0,0.98,0,attack
udp,OTH,0,157,0,0,0.97,0,attack
udp,OTH,0,128,0,0,0.97,0,attack
udp,OTH,0,164,0,0,0.97,0,attack
udp,OTH,0,47,0,0,0.96,0,attack
udp,OTH,0,104,0,0,0.97,0,attack
udp,OTH,0,130,0,0,0.97,0,attack
udp,OTH,0,108,0,0,0.97,0,attack
udp,OTH,0,108,0,0,0.97,0,attack
udp,OTH,0,110,0,0,0.97,0,attack
udp,OTH,0,102,0,0,0.97,0,attack
udp,OTH,0,120,0,0,0.97,0,attack
udp,OTH,0,85,0,0,0.98,0,attack
udp,OTH,0,29,0,0,0.96,0,attack
udp,OTH,0,142,0,0,0.97,0,attack
udp,OTH,0,120,0,0,0.97,0,attack
udp,OTH,0,74,0,0,0.97,0,attack
udp,OTH,0,111,0,0,0.97,0,attack
udp,OTH,0,17,0,0,0.94,0,attack
udp,OTH,0,138,0,0,0.95,0,attack
udp,OTH,0,110,0,0,0.98,0,attack
udp,OTH,0,121,0,0,0.97,0,attack
udp,OTH,0,56,0,0,0.96,0,attack
udp,OTH,0,23,0,0,0.96,0,attack
udp,OTH,0,139,0,0,0.97,0,attack
udp,OTH,0,129,0,0,0.97,0,attack
udp,OTH,0,105,0,0,0.97,0,attack
udp,OTH,0,101,0,0,0.97,0,attack
udp,OTH,0,77,0,0,0.97,0,attack
udp,OTH,0,119,0,0,0.97,0,attack
udp,OTH,0,113,0,0,0.97,0,attack
udp,OTH,0,109,0,0,0.97,0,attack
udp,OTH,0,138,0,0,0.92,0,attack
udp,OTH,0,114,0,0,0.97,0,attack
udp,OTH,0,105,0,0,0.97,0,attack
udp,OTH,0,145,0,0,0.97,0,attack
udp,OTH,0,0,0,0,0,0,attack
udp,OTH,0,101,0,0,0.97,0,attack
udp,OTH,0,88,0,0,0.98,0,attack
udp,OTH,0,102,0,0,0.97,0,attack
udp,OTH,0,30,0,0,0.96,0,attack
udp,OTH,0,138,0,0,0.97,0,attack
udp,OTH,0,121,0,0,0.97,0,attack
udp,OTH,0,88,0,0,0.98,0,attack
udp,OTH,0,108,0,0,0.97,0,attack
udp,OTH,0,111,0,0,0.97,0,attack
udp,OTH,0,112,0,0,0.97,0,attack
udp,OTH,0,24,0,0,0.96,0,attack
udp,OTH,0,117,0,0,0.97,0,attack
udp,OTH,0,143,0,0,0.97,0,attack
udp,OTH,0,109,0,0,0.97,0,attack
udp,OTH,0,108,0,0,0.97,0,attack
udp,OTH,0,115,0,0,0.97,0,attack
udp,OTH,0,118,0,0,0.97,0,attack
udp,OTH,0,121,0,0,0.97,0,attack
udp,OTH,0,139,0,0,0.95,0,attack
udp,OTH,0,60,0,0,0.96,0,attack
udp,OTH,0,112,0,0,0.97,0,attack
udp,OTH,0,69,0,0,0.96,0,attack
udp,OTH,0,160,0,0,0.97,0,attack
udp,OTH,0,95,0,0,0.98,0,attack
udp,OTH,0,128,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.97,0,attack
udp,OTH,0,102,0,0,0.98,0,attack
udp,OTH,0,155,0,0,0.97,0,attack
udp,OTH,0,108,0,0,0.97,0,attack
udp,OTH,0,87,0,0,0.98,0,attack
udp,OTH,0,145,0,0,0.97,0,attack
udp,OTH,0,125,0,0,0.97,0,attack
udp,OTH,0,86,0,0,0.98,0,attack
udp,OTH,0,94,0,0,0.98,0,attack
udp,OTH,0,113,0,0,0.97,0,attack
udp,OTH,0,57,0,0,0.96,0,attack
udp,OTH,0,140,0,0,0.95,0,attack
udp,OTH,0,117,0,0,0.97,0,attack
udp,OTH,0,112,0,0,0.97,0,attack
udp,OTH,0,110,0,0,0.97,0,attack
udp,OTH,0,45,0,0,0.96,0,attack
udp,OTH,0,137,0,0,0.92,0,attack
udp,OTH,0,119,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.96,0,attack
udp,OTH,0,141,0,0,0.97,0,attack
udp,OTH,0,154,0,0,0.97,0,attack
udp,OTH,0,128,0,0,0.97,0,attack
udp,OTH,0,106,0,0,0.97,0,attack
udp,OTH,0,101,0,0,0.98,0,attack
udp,OTH,0,109,0,0,0.97,0,attack
udp,OTH,0,137,0,0,0.95,0,attack
udp,OTH,0,86,0,0,0.98,0,attack
udp,OTH,0,138,0,0,0.94,0,attack
udp,OTH,0,102,0,0,0.97,0,attack
udp,OTH,0,120,0,0,0.97,0,attack
udp,OTH,0,116,0,0,0.97,0,attack
udp,OTH,0,145,0,0,0.97,0,attack
udp,OTH,0,117,0,0,0.97,0,attack
udp,OTH,0,85,0,0,0.98,0,attack
udp,OTH,0,101,0,0,0.97,0,attack
udp,OTH,0,142,0,0,0.97,0,attack
udp,OTH,0,103,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.97,0,attack
udp,OTH,0,93,0,0,0.98,0,attack
udp,OTH,0,93,0,0,0.98,0,attack
udp,OTH,0,132,0,0,0.97,0,attack
udp,OTH,0,110,0,0,0.97,0,attack
udp,OTH,0,135,0,0,0.95,0,attack
udp,OTH,0,116,0,0,0.97,0,attack
udp,OTH,0,87,0,0,0.98,0,attack
udp,OTH,0,103,0,0,0.98,0,attack
udp,OTH,0,143,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.96,0,attack
udp,OTH,0,145,0,0,0.97,0,attack
udp,OTH,0,151,0,0,0.97,0,attack
udp,OTH,0,15,0,0,0.94,0,attack
udp,OTH,0,86,0,0,0.98,0,attack
udp,OTH,0,106,0,0,0.97,0,attack
udp,OTH,0,114,0,0,0.97,0,attack
udp,OTH,0,8,0,0,0.89,0,attack
udp,OTH,0,108,0,0,0.97,0,attack
udp,OTH,0,138,0,0,0.97,0,attack
udp,OTH,0,164,0,0,0.97,0,attack
udp,OTH,0,49,0,0,0.95,0,attack
udp,OTH,0,123,0,0,0.97,0,attack
udp,OTH,0,151,0,0,0.97,0,attack
udp,OTH,0,64,0,0,0.96,0,attack
udp,OTH,0,125,0,0,0.97,0,attack
udp,OTH,0,110,0,0,0.97,0,attack
udp,OTH,0,160,0,0,0.97,0,attack
udp,OTH,0,119,0,0,0.97,0,attack
udp,OTH,0,142,0,0,0.97,0,attack
udp,OTH,0,84,0,0,0.98,0,attack
udp,OTH,0,7,0,0,0.88,0,attack
udp,OTH,0,125,0,0,0.97,0,attack
udp,OTH,0,86,0,0,0.98,0,attack
udp,OTH,0,14,0,0,0.93,0,attack
udp,OTH,0,81,0,0,0.98,0,attack
udp,OTH,0,138,0,0,0.93,0,attack
udp,OTH,0,91,0,0,0.98,0,attack
udp,OTH,0,112,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.97,0,attack
udp,OTH,0,123,0,0,0.97,0,attack
udp,OTH,0,131,0,0,0.97,0,attack
udp,OTH,0,114,0,0,0.97,0,attack
udp,OTH,0,62,0,0,0.96,0,attack
udp,OTH,0,121,0,0,0.97,0,attack
udp,OTH,0,112,0,0,0.97,0,attack
udp,OTH,0,114,0,0,0.97,0,attack
udp,OTH,0,131,0,0,0.97,0,attack
udp,OTH,0,11,0,0,0.92,0,attack
udp,OTH,0,145,0,0,0.97,0,attack
udp,OTH,0,129,0,0,0.97,0,attack
udp,OTH,0,109,0,0,0.97,0,attack
udp,OTH,0,54,0,0,0.96,0,attack
udp,OTH,0,136,0,0,0.95,0,attack
udp,OTH,0,4,0,0,0.8,0,attack
udp,OTH,0,148,0,0,0.97,0,attack
udp,OTH,0,87,0,0,0.98,0,attack
udp,OTH,0,142,0,0,0.97,0,attack
udp,OTH,0,142,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.97,0,attack
udp,OTH,0,117,0,0,0.97,0,attack
udp,OTH,0,153,0,0,0.97,0,attack
udp,OTH,0,117,0,0,0.97,0,attack
udp,OTH,0,121,0,0,0.97,0,attack
udp,OTH,0,28,0,0,0.96,0,attack
udp,OTH,0,160,0,0,0.97,0,attack
udp,OTH,0,143,0,0,0.97,0,attack
udp,OTH,0,5,0,0,0.83,0,attack
udp,OTH,0,130,0,0,0.97,0,attack
udp,OTH,0,142,0,0,0.97,0,attack
udp,OTH,0,105,0,0,0.98,0,attack
udp,OTH,0,116,0,0,0.97,0,attack
udp,OTH,0,121,0,0,0.97,0,attack
udp,OTH,0,80,0,0,0.98,0,attack
udp,OTH,0,131,0,0,0.97,0,attack
udp,OTH,0,104,0,0,0.97,0,attack
udp,OTH,0,138,0,0,0.95,0,attack
udp,OTH,0,89,0,0,0.98,0,attack
udp,OTH,0,112,0,0,0.97,0,attack
udp,OTH,0,42,0,0,0.97,0,attack
udp,OTH,0,118,0,0,0.97,0,attack
udp,OTH,0,108,0,0,0.97,0,attack
udp,OTH,0,86,0,0,0.98,0,attack
udp,OTH,0,125,0,0,0.97,0,attack
udp,OTH,0,113,0,0,0.97,0,attack
udp,OTH,0,110,0,0,0.97,0,attack
udp,OTH,0,55,0,0,0.96,0,attack
udp,OTH,0,112,0,0,0.97,0,attack
udp,OTH,0,25,0,0,0.96,0,attack
udp,OTH,0,113,0,0,0.97,0,attack
udp,OTH,0,121,0,0,0.97,0,attack
udp,OTH,0,98,0,0,0.98,0,attack
udp,OTH,0,61,0,0,0.96,0,attack
udp,OTH,0,161,0,0,0.97,0,attack
udp,OTH,0,147,0,0,0.97,0,attack
udp,OTH,0,136,0,0,0.97,0,attack
udp,OTH,0,104,0,0,0.97,0,attack
udp,OTH,0,112,0,0,0.97,0,attack
udp,OTH,0,90,0,0,0.98,0,attack
udp,OTH,0,117,0,0,0.97,0,attack
udp,OTH,0,153,0,0,0.97,0,attack
udp,OTH,0,103,0,0,0.97,0,attack
udp,OTH,0,104,0,0,0.98,0,attack
udp,OTH,0,145,0,0,0.97,0,attack
udp,OTH,0,112,0,0,0.97,0,attack
udp,OTH,0,121,0,0,0.97,0,attack
udp,OTH,0,19,0,0,0.95,0,attack
udp,OTH,0,3,0,0,0.75,0,attack
udp,OTH,0,109,0,0,0.97,0,attack
udp,OTH,0,161,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.97,0,attack
udp,OTH,0,118,0,0,0.97,0,attack
udp,OTH,0,114,0,0,0.97,0,attack
udp,OTH,0,153,0,0,0.97,0,attack
udp,OTH,0,112,0,0,0.97,0,attack
udp,OTH,0,107,0,0,0.97,0,attack
udp,OTH,0,156,0,0,0.97,0,attack
udp,OTH,0,105,0,0,0.97,0,attack
udp,OTH,0,97,0,0,0.98,0,attack
udp,OTH,0,117,0,0,0.97,0,attack
udp,OTH,0,145,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.96,0,attack
udp,OTH,0,109,0,0,0.97,0,attack
udp,OTH,0,114,0,0,0.97,0,attack
udp,OTH,0,84,0,0,0.98,0,attack
udp,OTH,0,40,0,0,0.97,0,attack
udp,OTH,0,102,0,0,0.97,0,attack
udp,OTH,0,139,0,0,0.94,0,attack
udp,OTH,0,145,0,0,0.97,0,attack
udp,OTH,0,145,0,0,0.97,0,attack
udp,OTH,0,133,0,0,0.97,0,attack
udp,OTH,0,82,0,0,0.98,0,attack
udp,OTH,0,106,0,0,0.97,0,attack
udp,OTH,0,50,0,0,0.96,0,attack
udp,OTH,0,130,0,0,0.97,0,attack
udp,OTH,0,139,0,0,0.94,0,attack
udp,OTH,0,113,0,0,0.97,0,attack
udp,OTH,0,109,0,0,0.97,0,attack
udp,OTH,0,110,0,0,0.97,0,attack
udp,OTH,0,109,0,0,0.97,0,attack
udp,OTH,0,125,0,0,0.97,0,attack
udp,OTH,0,117,0,0,0.97,0,attack
udp,OTH,0,84,0,0,0.98,0,attack
udp,OTH,0,142,0,0,0.97,0,attack
udp,OTH,0,53,0,0,0.96,0,attack
udp,OTH,0,138,0,0,0.94,0,attack
udp,OTH,0,83,0,0,0.98,0,attack
udp,OTH,0,83,0,0,0.98,0,attack
udp,OTH,0,142,0,0,0.97,0,attack
udp,OTH,0,153,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.97,0,attack
udp,OTH,0,110,0,0,0.97,0,attack
udp,OTH,0,142,0,0,0.97,0,attack
udp,OTH,0,95,0,0,0.98,0,attack
udp,OTH,0,105,0,0,0.97,0,attack
udp,OTH,0,2,0,0,0.67,0,attack
udp,OTH,0,111,0,0,0.97,0,attack
udp,OTH,0,6,0,0,0.86,0,attack
udp,OTH,0,102,0,0,0.97,0,attack
udp,OTH,0,142,0,0,0.97,0,attack
udp,OTH,0,134,0,0,0.97,0,attack
udp,OTH,0,145,0,0,0.97,0,attack
udp,OTH,0,146,0,0,0.97,0,attack
udp,OTH,0,138,0,0,0.92,0,attack
udp,OTH,0,163,0,0,0.97,0,attack
udp,OTH,0,98,0,0,0.98,0,attack
udp,OTH,0,104,0,0,0.97,0,attack
udp,OTH,0,115,0,0,0.97,0,attack
udp,OTH,0,107,0,0,0.97,0,attack
udp,OTH,0,114,0,0,0.97,0,attack
udp,OTH,0,110,0,0,0.97,0,attack
udp,OTH,0,110,0,0,0.97,0,attack
udp,OTH,0,35,0,0,0.97,0,attack
udp,OTH,0,154,0,0,0.97,0,attack
udp,OTH,0,86,0,0,0.98,0,attack
udp,OTH,0,102,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.96,0,attack
udp,OTH,0,114,0,0,0.97,0,attack
udp,OTH,0,107,0,0,0.98,0,attack
udp,OTH,0,10,0,0,0.91,0,attack
udp,OTH,0,87,0,0,0.98,0,attack
udp,OTH,0,114,0,0,0.97,0,attack
udp,OTH,0,79,0,0,0.98,0,attack
udp,OTH,0,109,0,0,0.97,0,attack
udp,OTH,0,148,0,0,0.97,0,attack
udp,OTH,0,117,0,0,0.97,0,attack
udp,OTH,0,149,0,0,0.97,0,attack
udp,OTH,0,143,0,0,0.97,0,attack
udp,OTH,0,118,0,0,0.97,0,attack
udp,OTH,0,137,0,0,0.97,0,attack
udp,OTH,0,79,0,0,0.97,0,attack
udp,OTH,0,111,0,0,0.97,0,attack
udp,OTH,0,109,0,0,0.97,0,attack
udp,OTH,0,103,0,0,0.97,0,attack
udp,OTH,0,83,0,0,0.97,0,attack
udp,OTH,0,160,0,0,0.97,0,attack
udp,OTH,0,160,0,0,0.97,0,attack
udp,OTH,0,151,0,0,0.97,0,attack
udp,OTH,0,158,0,0,0.97,0,attack
udp,OTH,0,18,0,0,0.95,0,attack
udp,OTH,0,162,0,0,0.97,0,attack
udp,OTH,0,79,0,0,0.98,0,attack
udp,OTH,0,138,0,0,0.97,0,attack
udp,OTH,0,108,0,0,0.97,0,attack
udp,OTH,0,153,0,0,0.97,0,attack
udp,OTH,0,153,0,0,0.97,0,attack
udp,OTH,0,139,0,0,0.95,0,attack
udp,OTH,0,84,0,0,0.98,0,attack
udp,OTH,0,125,0,0,0.97,0,attack
udp,OTH,0,107,0,0,0.97,0,attack
udp,OTH,0,133,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.96,0,attack
udp,OTH,0,119,0,0,0.97,0,attack
udp,OTH,0,102,0,0,0.97,0,attack
udp,OTH,0,114,0,0,0.97,0,attack
udp,OTH,0,109,0,0,0.97,0,attack
udp,OTH,0,107,0,0,0.97,0,attack
udp,OTH,0,131,0,0,0.97,0,attack
udp,OTH,0,67,0,0,0.96,0,attack
udp,OTH,0,137,0,0,0.92,0,attack
udp,OTH,0,142,0,0,0.97,0,attack
udp,OTH,0,138,0,0,0.95,0,attack
udp,OTH,0,100,0,0,0.98,0,attack
udp,OTH,0,117,0,0,0.97,0,attack
udp,OTH,0,41,0,0,0.97,0,attack
udp,OTH,0,153,0,0,0.97,0,attack
udp,OTH,0,13,0,0,0.93,0,attack
udp,OTH,0,104,0,0,0.97,0,attack
udp,OTH,0,58,0,0,0.96,0,attack
udp,OTH,0,87,0,0,0.98,0,attack
udp,OTH,0,117,0,0,0.97,0,attack
udp,OTH,0,22,0,0,0.96,0,attack
udp,OTH,0,72,0,0,0.97,0,attack
udp,OTH,0,162,0,0,0.97,0,attack
udp,OTH,0,126,0,0,0.97,0,attack
udp,OTH,0,108,0,0,0.97,0,attack
udp,OTH,0,70,0,0,0.97,0,attack
udp,OTH,0,109,0,0,0.97,0,attack
udp,OTH,0,82,0,0,0.98,0,attack
udp,OTH,0,36,0,0,0.97,0,attack
udp,OTH,0,110,0,0,0.97,0,attack
udp,OTH,0,112,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.97,0,attack
udp,OTH,0,142,0,0,0.97,0,attack
udp,OTH,0,51,0,0,0.96,0,attack
udp,OTH,0,152,0,0,0.97,0,attack
udp,OTH,0,125,0,0,0.97,0,attack
udp,OTH,0,127,0,0,0.97,0,attack
udp,OTH,0,131,0,0,0.97,0,attack
udp,OTH,0,153,0,0,0.97,0,attack
udp,OTH,0,120,0,0,0.97,0,attack
udp,OTH,0,105,0,0,0.97,0,attack
udp,OTH,0,106,0,0,0.97,0,attack
udp,OTH,0,66,0,0,0.96,0,attack
udp,OTH,0,116,0,0,0.97,0,attack
udp,OTH,0,106,0,0,0.97,0,attack
udp,OTH,0,139,0,0,0.95,0,attack
udp,OTH,0,107,0,0,0.97,0,attack
udp,OTH,0,160,0,0,0.97,0,attack
udp,OTH,0,86,0,0,0.98,0,attack
udp,OTH,0,63,0,0,0.96,0,attack
udp,OTH,0,131,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.97,0,attack
udp,OTH,0,117,0,0,0.97,0,attack
udp,OTH,0,144,0,0,0.97,0,attack
udp,OTH,0,37,0,0,0.97,0,attack
udp,OTH,0,86,0,0,0.98,0,attack
udp,OTH,0,158,0,0,0.97,0,attack
udp,OTH,0,112,0,0,0.97,0,attack
udp,OTH,0,114,0,0,0.97,0,attack
udp,OTH,0,46,0,0,0.95,0,attack
udp,OTH,0,110,0,0,0.97,0,attack
udp,OTH,0,125,0,0,0.97,0,attack
udp,OTH,0,27,0,0,0.96,0,attack
udp,OTH,0,99,0,0,0.98,0,attack
udp,OTH,0,21,0,0,0.95,0,attack
udp,OTH,0,9,0,0,0.9,0,attack
udp,OTH,0,158,0,0,0.97,0,attack
udp,OTH,0,117,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.96,0,attack
udp,OTH,0,38,0,0,0.97,0,attack
udp,OTH,0,70,0,0,0.97,0,attack
udp,OTH,0,32,0,0,0.97,0,attack
udp,OTH,0,135,0,0,0.97,0,attack
udp,OTH,0,160,0,0,0.97,0,attack
udp,OTH,0,85,0,0,0.98,0,attack
udp,OTH,0,109,0,0,0.97,0,attack
udp,OTH,0,89,0,0,0.98,0,attack
udp,OTH,0,39,0,0,0.97,0,attack
udp,OTH,0,108,0,0,0.97,0,attack
udp,OTH,0,108,0,0,0.97,0,attack
udp,OTH,0,90,0,0,0.98,0,attack
udp,OTH,0,110,0,0,0.97,0,attack
udp,OTH,0,107,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.96,0,attack
udp,OTH,0,130,0,0,0.97,0,attack
udp,OTH,0,91,0,0,0.98,0,attack
udp,OTH,0,105,0,0,0.97,0,attack
udp,OTH,0,20,0,0,0.95,0,attack
udp,OTH,0,117,0,0,0.97,0,attack
udp,OTH,0,153,0,0,0.97,0,attack
udp,OTH,0,101,0,0,0.97,0,attack
udp,OTH,0,43,0,0,0.97,0,attack
udp,OTH,0,125,0,0,0.97,0,attack
udp,OTH,0,122,0,0,0.97,0,attack
udp,OTH,0,115,0,0,0.97,0,attack
udp,OTH,0,150,0,0,0.97,0,attack
udp,OTH,0,160,0,0,0.97,0,attack
udp,OTH,0,1,0,0,0.5,0,attack
udp,OTH,0,59,0,0,0.96,0,attack
udp,OTH,0,125,0,0,0.97,0,attack
udp,OTH,0,92,0,0,0.98,0,attack
udp,OTH,0,107,0,0,0.97,0,attack
udp,OTH,0,143,0,0,0.97,0,attack
udp,OTH,0,135,0,0,0.97,0,attack
udp,OTH,0,131,0,0,0.97,0,attack
udp,OTH,0,153,0,0,0.97,0,attack
udp,OTH,0,166,0,0,0.97,0,attack
udp,OTH,0,109,0,0,0.97,0,attack
udp,OTH,0,12,0,0,0.92,0,attack
udp,OTH,0,143,0,0,0.97,0,attack
udp,OTH,0,109,0,0,0.98,0,attack
udp,OTH,0,108,0,0,0.97,0,attack
udp,OTH,0,82,0,0,0.97,0,attack
udp,OTH,0,87,0,0,0.98,0,attack
udp,OTH,0,138,0,0,0.97,0,attack
udp,OTH,0,111,0,0,0.97,0,attack
udp,OTH,0,111,0,0,0.97,0,attack
udp,OTH,0,108,0,0,0.97,0,attack
udp,OTH,0,44,0,0,0.97,0,attack
udp,OTH,0,131,0,0,0.97,0,attack
udp,OTH,0,153,0,0,0.97,0,attack
udp,OTH,0,81,0,0,0.97,0,attack
udp,OTH,0,78,0,0,0.98,0,attack
udp,OTH,0,138,0,0,0.97,0,attack
udp,OTH,0,142,0,0,0.97,0,attack
udp,OTH,0,16,0,0,0.94,0,attack
udp,OTH,0,111,0,0,0.97,0,attack
udp,OTH,0,136,0,0,0.91,0,attack
udp,OTH,0,68,0,0,0.96,0,attack
udp,OTH,0,110,0,0,0.97,0,attack
udp,OTH,0,75,0,0,0.97,0,attack
udp,OTH,0,146,0,0,0.97,0,attack
udp,OTH,0,110,0,0,0.97,0,attack
udp,OTH,0,113,0,0,0.97,0,attack
udp,OTH,0,142,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.97,0,attack
udp,OTH,0,73,0,0,0.97,0,attack
udp,OTH,0,140,0,0,0.97,0,attack
udp,OTH,0,82,0,0,0.98,0,attack
udp,OTH,0,137,0,0,0.97,0,attack
udp,OTH,0,85,0,0,0.98,0,attack
udp,OTH,0,85,0,0,0.98,0,attack
udp,OTH,0,138,0,0,0.97,0,attack
udp,OTH,0,141,0,0,0.96,0,attack
udp,OTH,0,112,0,0,0.97,0,attack
udp,OTH,0,106,0,0,0.97,0,attack
udp,OTH,0,99,0,0,0.98,0,attack
tcp,S3,755,125,1,0,0,0,attack
tcp,RSTO,755,455,0,0,0,0,attack
tcp,OTH,0,65,0,0,0,0,attack
tcp,S3,755,150,1,0,0,0,attack
tcp,OTH,0,180,0,0,0.97,0,attack
tcp,S3,755,75,1,0,0,0,attack
tcp,S3,755,144,1,0,0,0,attack
tcp,S3,755,993,0.69,0.17,0,0,attack
tcp,S3,755,956,0.68,0.18,0,0,attack
tcp,S3,755,132,1,0,0,0,attack
tcp,RSTO,755,633,0,0,0,0,attack
tcp,S3,755,754,0.29,0,0,0,attack
tcp,S3,755,153,1,0,0,0,attack
tcp,RSTO,755,738,0,0,0,0,attack
tcp,OTH,0,74,0,0,0,0,attack
tcp,OTH,0,171,0,0,0.97,0,attack
tcp,S3,755,935,0.67,0.19,0,0,attack
tcp,S3,755,905,0.06,0,0,0,attack
tcp,OTH,0,174,0,0,0.97,0,attack
tcp,RSTO,755,692,0,0,0,0,attack
tcp,S3,755,149,0.77,0,0,0,attack
tcp,S3,755,152,1,0,0,0,attack
tcp,S3,755,147,1,0,0,0,attack
tcp,OTH,0,66,0,0,0,0,attack
tcp,S3,755,978,0.13,0,0,0,attack
tcp,OTH,0,20,0,0,0,0,attack
tcp,S3,755,149,0.81,0,0,0,attack
tcp,S3,755,760,0.6,0.24,0,0,attack
tcp,S3,755,5,1,0,0,0,attack
tcp,RSTO,755,522,0,0,0,0,attack
tcp,RSTO,755,541,0,0,0,0,attack
tcp,S3,755,153,1,0,0,0,attack
tcp,RSTO,755,490,0,0,0,0,attack
tcp,S3,755,657,0.54,0.29,0,0,attack
tcp,OTH,0,82,0,0,0,0,attack
tcp,S3,755,100,1,0,0,0,attack
tcp,S3,755,110,1,0,0,0,attack
tcp,S3,755,163,1,0,0,0,attack
tcp,OTH,0,21,0,0,0,0,attack
tcp,S3,755,359,1,0,0,0,attack
tcp,OTH,0,167,0,0,0.97,0,attack
tcp,S3,755,758,0.23,0,0,0,attack
tcp,S3,755,146,1,0,0,0,attack
tcp,S3,755,146,1,0,0,0,attack
tcp,S3,821,749,0.22,0,0,0,attack
tcp,OTH,0,170,0,0,0.97,0,attack
tcp,S3,755,163,1,0,0,0,attack
tcp,S3,755,135,1,0,0,0,attack
tcp,S3,755,264,1,0,0,0,attack
tcp,S3,755,470,0.35,0.46,0,0,attack
tcp,S3,755,140,0.29,0,0,0,attack
tcp,OTH,0,25,0,0,0,0,attack
tcp,OTH,0,155,0,0,0,0,attack
tcp,RSTO,755,841,0,0,0,0,attack
tcp,S3,755,714,0.57,0.26,0,0,attack
tcp,S3,755,62,1,0,0,0,attack
tcp,S3,755,146,1,0,0,0,attack
tcp,OTH,0,179,0,0,0.97,0,attack
tcp,S3,755,358,0.15,0.73,0,0.22,attack
tcp,RSTO,755,536,0,0,0,0,attack
