% isAttack tcpFlood:	199
% isAttack slowRead:	667
% isAttack httpFlood:	667
% isAttack slowHeaders:	667
% isAttack udpFlood:	667
% isAttack slowBody:	667
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R5,7-8,16,30,38-40'

@attribute min_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute std_fiat numeric
@attribute sflow_fpackets numeric
@attribute total_fhlen numeric
@attribute total_bhlen numeric
@attribute isAttack {tcpFlood,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
40,40,0,36536,4035,80708,0,udpFlood
40,40,0,19711,6810,136208,0,udpFlood
40,40,0,24253,5785,115708,0,udpFlood
40,40,0,27465,2267,136028,0,udpFlood
40,40,0,36320,4350,87008,0,udpFlood
40,40,0,13733,7811,156228,0,udpFlood
40,40,0,1378,17719,354388,0,udpFlood
40,40,0,19303,2039,122388,0,udpFlood
40,40,0,18322,7586,151728,0,udpFlood
40,40,0,42551,4050,81008,0,udpFlood
40,40,0,61316,277,22168,0,udpFlood
40,40,0,2165,3775,75508,0,udpFlood
40,40,0,37183,1109,66568,0,udpFlood
40,40,0,24147,1619,129588,0,udpFlood
40,40,0,37876,2228,89128,0,udpFlood
40,40,0,13754,8007,160148,0,udpFlood
40,40,0,22767,6088,121768,0,udpFlood
40,40,0,33997,4572,91448,0,udpFlood
40,40,0,21658,6668,133368,0,udpFlood
40,40,0,12983,9312,186248,0,udpFlood
40,40,0,27383,2212,132728,0,udpFlood
40,40,0,22093,6602,132048,0,udpFlood
40,40,0,2204,4798,95968,0,udpFlood
40,40,0,1822,5078,101568,0,udpFlood
40,40,0,47258,3760,75208,0,udpFlood
40,40,0,42926,3998,79968,0,udpFlood
40,40,0,28501,2010,120648,0,udpFlood
40,40,0,37163,4410,88208,0,udpFlood
40,40,0,40738,4315,86308,0,udpFlood
40,40,0,1925,5023,100468,0,udpFlood
40,40,0,40504,1014,60868,0,udpFlood
40,40,0,12829,9242,184848,0,udpFlood
40,40,0,10417,11852,237048,0,udpFlood
40,40,0,43453,1601,64048,0,udpFlood
40,40,0,38726,1119,67188,0,udpFlood
40,40,0,2121,15538,310768,0,udpFlood
40,40,0,42278,1626,65068,0,udpFlood
40,40,0,38881,724,57948,0,udpFlood
40,40,0,44336,1833,73348,0,udpFlood
40,40,0,29069,2072,124368,0,udpFlood
40,40,0,13098,8910,178208,0,udpFlood
40,40,0,10313,4643,185748,0,udpFlood
40,40,0,975,19219,384388,0,udpFlood
40,40,0,59761,768,46088,0,udpFlood
40,40,0,60376,545,32748,0,udpFlood
40,40,0,18861,7057,141148,0,udpFlood
40,40,0,987,18786,375728,0,udpFlood
40,40,0,54533,926,55588,0,udpFlood
40,40,0,41553,962,57728,0,udpFlood
40,40,0,23399,6672,133448,0,udpFlood
40,40,0,41185,4247,84948,0,udpFlood
40,40,0,47428,1795,71808,0,udpFlood
40,40,0,12978,7912,158248,0,udpFlood
40,40,0,2086,15898,317968,0,udpFlood
40,40,0,18599,2084,125068,0,udpFlood
40,40,0,8301,11629,232588,0,udpFlood
40,40,0,14122,7479,149588,0,udpFlood
40,40,0,67389,419,25168,0,udpFlood
40,40,0,44016,3848,76968,0,udpFlood
40,40,0,32221,4909,98188,0,udpFlood
40,40,0,1264,18031,360628,0,udpFlood
40,40,0,2204,15271,305428,0,udpFlood
40,40,0,27026,2242,134528,0,udpFlood
40,40,0,2234,15575,311508,0,udpFlood
40,40,0,10159,4785,191428,0,udpFlood
40,40,0,2159,4690,93808,0,udpFlood
40,40,0,13449,7962,159248,0,udpFlood
40,40,0,888,19328,386568,0,udpFlood
40,40,0,20162,1818,109088,0,udpFlood
40,40,0,61308,353,28248,0,udpFlood
40,40,0,19091,2036,122188,0,udpFlood
40,40,0,41874,1889,75588,0,udpFlood
40,40,0,13536,4693,187748,0,udpFlood
40,40,0,32736,4678,93568,0,udpFlood
40,40,0,49281,858,51508,0,udpFlood
40,40,0,13968,10178,203568,0,udpFlood
40,40,0,57976,810,48608,0,udpFlood
40,40,0,59723,399,31948,0,udpFlood
40,40,0,51213,1001,60088,0,udpFlood
40,40,0,41147,2006,80248,0,udpFlood
40,40,0,40196,1023,61388,0,udpFlood
40,40,0,75781,196,15708,0,udpFlood
40,40,0,925,19227,384548,0,udpFlood
40,40,0,37791,617,61788,0,udpFlood
40,40,0,23203,5934,118688,0,udpFlood
40,40,0,33957,633,63368,0,udpFlood
40,40,0,19235,2018,121088,0,udpFlood
40,40,0,42195,1630,65228,0,udpFlood
40,40,0,43660,3878,77568,0,udpFlood
40,40,0,44844,1884,75388,0,udpFlood
40,40,0,47479,3675,73508,0,udpFlood
40,40,0,2081,15695,313908,0,udpFlood
40,40,0,39668,712,57008,0,udpFlood
40,40,0,2217,4281,85628,0,udpFlood
40,40,0,40223,1069,64168,0,udpFlood
40,40,0,41799,4242,84848,0,udpFlood
40,40,0,14698,9833,196668,0,udpFlood
40,40,0,31024,5082,101648,0,udpFlood
40,40,0,26479,2305,138348,0,udpFlood
40,40,0,1754,5296,105928,0,udpFlood
40,40,0,14475,9603,192068,0,udpFlood
40,40,0,13409,7742,154848,0,udpFlood
40,40,0,32571,4876,97528,0,udpFlood
40,40,0,10464,4633,185348,0,udpFlood
40,40,0,10711,4593,183728,0,udpFlood
40,40,0,2318,4618,92368,0,udpFlood
40,40,0,44034,1862,74488,0,udpFlood
40,40,0,997,19136,382728,0,udpFlood
40,40,0,39717,3834,76688,0,udpFlood
40,40,0,13390,7558,151168,0,udpFlood
40,40,0,42542,1687,67488,0,udpFlood
40,40,0,43489,2012,80488,0,udpFlood
40,40,0,485,6263,125268,0,udpFlood
40,40,0,1965,4986,99728,0,udpFlood
40,40,0,467,6322,126448,0,udpFlood
40,40,0,42685,1631,65268,0,udpFlood
40,40,0,37126,3757,75148,0,udpFlood
40,40,0,945,18979,379588,0,udpFlood
40,40,0,57466,827,49648,0,udpFlood
40,40,0,23162,1672,133768,0,udpFlood
40,40,0,46626,1087,65248,0,udpFlood
40,40,0,24692,2225,133528,0,udpFlood
40,40,0,27744,2021,121288,0,udpFlood
40,40,0,12706,9448,188968,0,udpFlood
40,40,0,42190,980,58808,0,udpFlood
40,40,0,41450,4229,84588,0,udpFlood
40,40,0,19428,2018,121128,0,udpFlood
40,40,0,27956,2136,128208,0,udpFlood
40,40,0,32792,4620,92408,0,udpFlood
40,40,0,39243,1034,62048,0,udpFlood
40,40,0,13043,7903,158068,0,udpFlood
40,40,0,2104,4743,94868,0,udpFlood
40,40,0,40755,1994,79788,0,udpFlood
40,40,0,77839,288,17308,0,udpFlood
40,40,0,34278,4382,87648,0,udpFlood
40,40,0,46099,3857,77148,0,udpFlood
40,40,0,42041,1664,66568,0,udpFlood
40,40,0,1374,17679,353588,0,udpFlood
40,40,0,45587,977,58668,0,udpFlood
40,40,0,1353,17675,353508,0,udpFlood
40,40,0,43229,1560,62408,0,udpFlood
40,40,0,40692,1673,66948,0,udpFlood
40,40,0,51796,3173,63468,0,udpFlood
40,40,0,28536,2094,125688,0,udpFlood
40,40,0,74726,328,19728,0,udpFlood
40,40,0,2212,15375,307508,0,udpFlood
40,40,0,19815,1938,116308,0,udpFlood
40,40,0,2199,15526,310528,0,udpFlood
40,40,0,19081,2072,124328,0,udpFlood
40,40,0,21089,6960,139208,0,udpFlood
40,40,0,1331,17807,356148,0,udpFlood
40,40,0,42496,1035,62148,0,udpFlood
40,40,0,14651,7479,149588,0,udpFlood
40,40,0,10608,4579,183188,0,udpFlood
40,40,0,18711,7326,146528,0,udpFlood
40,40,0,27572,2234,134088,0,udpFlood
40,40,0,55609,1415,56628,0,udpFlood
40,40,0,42868,739,59168,0,udpFlood
40,40,0,30822,5191,103828,0,udpFlood
40,40,0,22496,6568,131368,0,udpFlood
40,40,0,76488,174,13928,0,udpFlood
40,40,0,39762,616,61608,0,udpFlood
40,40,0,2105,4817,96348,0,udpFlood
40,40,0,42432,4003,80068,0,udpFlood
40,40,0,21892,6569,131388,0,udpFlood
40,40,0,42970,4040,80808,0,udpFlood
40,40,0,15281,7175,143508,0,udpFlood
40,40,0,53889,1535,61408,0,udpFlood
40,40,0,56157,633,50668,0,udpFlood
40,40,0,42898,746,59728,0,udpFlood
40,40,0,41739,1001,60068,0,udpFlood
40,40,0,22437,6427,128548,0,udpFlood
40,40,0,37739,4159,83188,0,udpFlood
40,40,0,19076,2069,124148,0,udpFlood
40,40,0,14715,9362,187248,0,udpFlood
40,40,0,29137,2058,123528,0,udpFlood
40,40,0,12779,8100,162008,0,udpFlood
40,40,0,1398,17426,348528,0,udpFlood
40,40,0,34738,4360,87208,0,udpFlood
40,40,0,33160,4932,98648,0,udpFlood
40,40,0,61313,376,30148,0,udpFlood
40,40,0,1383,17561,351228,0,udpFlood
40,40,0,10961,4503,180128,0,udpFlood
40,40,0,23790,2249,134968,0,udpFlood
40,40,0,31662,4961,99228,0,udpFlood
40,40,0,41247,2019,80768,0,udpFlood
40,40,0,15341,7246,144928,0,udpFlood
40,40,0,18886,7295,145908,0,udpFlood
40,40,0,22629,6407,128148,0,udpFlood
40,40,0,42832,1618,64728,0,udpFlood
40,40,0,2109,4841,96828,0,udpFlood
40,40,0,13630,7531,150628,0,udpFlood
40,40,0,29703,2071,124308,0,udpFlood
40,40,0,23718,5971,119428,0,udpFlood
40,40,0,28299,2100,126028,0,udpFlood
40,40,0,47202,3817,76348,0,udpFlood
40,40,0,22584,6442,128848,0,udpFlood
40,40,0,44102,3857,77148,0,udpFlood
40,40,0,25046,2237,134248,0,udpFlood
40,40,0,25922,2092,125548,0,udpFlood
40,40,0,19111,7338,146768,0,udpFlood
40,40,0,44667,3755,75108,0,udpFlood
40,40,0,18477,7799,155988,0,udpFlood
40,40,0,12702,8083,161668,0,udpFlood
40,40,0,32154,4893,97868,0,udpFlood
40,40,0,2139,4601,92028,0,udpFlood
40,40,0,45388,3546,70928,0,udpFlood
40,40,0,44853,876,52568,0,udpFlood
40,40,0,13774,7370,147408,0,udpFlood
40,40,0,38514,4173,83468,0,udpFlood
40,40,0,66556,197,19748,0,udpFlood
40,40,0,55292,882,52948,0,udpFlood
40,40,0,54693,1454,58168,0,udpFlood
40,40,0,62243,596,47708,0,udpFlood
40,40,0,42275,1959,78388,0,udpFlood
40,40,0,1346,17793,355868,0,udpFlood
40,40,0,1303,18012,360248,0,udpFlood
40,40,0,45207,3682,73648,0,udpFlood
40,40,0,35942,4023,80468,0,udpFlood
40,40,0,51268,1657,66288,0,udpFlood
40,40,0,47213,3669,73388,0,udpFlood
40,40,0,38601,4014,80288,0,udpFlood
40,40,0,32031,4965,99308,0,udpFlood
40,40,0,46596,3677,73548,0,udpFlood
40,40,0,17869,2205,132328,0,udpFlood
40,40,0,2145,15415,308308,0,udpFlood
40,40,0,59895,352,28228,0,udpFlood
40,40,0,41836,958,57528,0,udpFlood
40,40,0,18735,2085,125148,0,udpFlood
40,40,0,40797,4343,86868,0,udpFlood
40,40,0,43477,3910,78208,0,udpFlood
40,40,0,1354,17471,349428,0,udpFlood
40,40,0,36987,4165,83308,0,udpFlood
40,40,0,58926,1155,23108,0,udpFlood
40,40,0,13633,7790,155808,0,udpFlood
40,40,0,1353,17720,354408,0,udpFlood
40,40,0,1357,17521,350428,0,udpFlood
40,40,0,37348,4308,86168,0,udpFlood
40,40,0,21523,6655,133108,0,udpFlood
40,40,0,14348,7659,153188,0,udpFlood
40,40,0,21582,6636,132728,0,udpFlood
40,40,0,36635,516,61948,0,udpFlood
40,40,0,32010,4815,96308,0,udpFlood
40,40,0,28353,2212,132748,0,udpFlood
40,40,0,27498,2259,135548,0,udpFlood
40,40,0,61821,569,45588,0,udpFlood
40,40,0,51933,1636,65468,0,udpFlood
40,40,0,45888,3809,76188,0,udpFlood
40,40,0,37229,4427,88548,0,udpFlood
40,40,0,57930,1226,49048,0,udpFlood
40,40,0,63174,986,39448,0,udpFlood
40,40,0,61278,1242,49708,0,udpFlood
40,40,0,460,6270,125408,0,udpFlood
40,40,0,37924,4187,83748,0,udpFlood
40,40,0,18035,2184,131088,0,udpFlood
40,40,0,38511,4061,81228,0,udpFlood
40,40,0,23626,6263,125268,0,udpFlood
40,40,0,1995,4919,98388,0,udpFlood
40,40,0,13358,9806,196128,0,udpFlood
40,40,0,54767,962,57748,0,udpFlood
40,40,0,7795,12667,253348,0,udpFlood
40,40,0,64776,199,11948,0,udpFlood
40,40,0,23639,6468,129368,0,udpFlood
40,40,0,2241,4655,93108,0,udpFlood
40,40,0,23688,5921,118428,0,udpFlood
40,40,0,42076,988,59288,0,udpFlood
40,40,0,42304,1687,67508,0,udpFlood
40,40,0,39373,4073,81468,0,udpFlood
40,40,0,15195,1679,134368,0,udpFlood
40,40,0,15860,9314,186288,0,udpFlood
40,40,0,47310,3710,74208,0,udpFlood
40,40,0,35191,4225,84508,0,udpFlood
40,40,0,9641,4738,189528,0,udpFlood
40,40,0,40938,1724,68968,0,udpFlood
40,40,0,28392,2187,131268,0,udpFlood
40,40,0,42774,1557,62308,0,udpFlood
40,40,0,2291,4549,90988,0,udpFlood
40,40,0,40112,4541,90828,0,udpFlood
40,40,0,2569,4471,89428,0,udpFlood
40,40,0,55981,864,51868,0,udpFlood
40,40,0,2101,15891,317828,0,udpFlood
40,40,0,22405,6238,124768,0,udpFlood
40,40,0,36377,4279,85588,0,udpFlood
40,40,0,66940,113,11368,0,udpFlood
40,40,0,14212,9903,198068,0,udpFlood
40,40,0,1284,17952,359048,0,udpFlood
40,40,0,18886,7357,147148,0,udpFlood
40,40,0,1970,4970,99408,0,udpFlood
40,40,0,43294,3994,79888,0,udpFlood
40,40,0,32805,4619,92388,0,udpFlood
40,40,0,27782,2124,127448,0,udpFlood
40,40,0,21974,6551,131028,0,udpFlood
40,40,0,45587,3849,76988,0,udpFlood
40,40,0,56646,1381,55268,0,udpFlood
40,40,0,54724,927,55648,0,udpFlood
40,40,0,67462,452,27148,0,udpFlood
40,40,0,41524,4154,83088,0,udpFlood
40,40,0,43391,1550,62008,0,udpFlood
40,40,0,10002,4609,184368,0,udpFlood
40,40,0,1296,17873,357468,0,udpFlood
40,40,0,20110,1868,112088,0,udpFlood
40,40,0,20349,7324,146488,0,udpFlood
40,40,0,2135,15356,307128,0,udpFlood
40,40,0,18766,2188,131308,0,udpFlood
40,40,0,2050,4816,96328,0,udpFlood
40,40,0,14492,7457,149148,0,udpFlood
40,40,0,14627,10075,201508,0,udpFlood
40,40,0,39762,4640,92808,0,udpFlood
40,40,0,40324,3696,73928,0,udpFlood
40,40,0,28735,2087,125228,0,udpFlood
40,40,0,56136,878,52728,0,udpFlood
40,40,0,32332,4854,97088,0,udpFlood
40,40,0,43358,3975,79508,0,udpFlood
40,40,0,2158,4679,93588,0,udpFlood
40,40,0,39940,714,57168,0,udpFlood
40,40,0,18811,7148,142968,0,udpFlood
40,40,0,19902,2065,123908,0,udpFlood
40,40,0,41051,761,60928,0,udpFlood
40,40,0,21598,6772,135448,0,udpFlood
40,40,0,40378,591,59148,0,udpFlood
40,40,0,38795,1127,67668,0,udpFlood
40,40,0,1001,18600,372008,0,udpFlood
40,40,0,2181,4709,94188,0,udpFlood
40,40,0,30309,1891,113488,0,udpFlood
40,40,0,2067,15957,319148,0,udpFlood
40,40,0,12621,9301,186028,0,udpFlood
40,40,0,13622,8962,179248,0,udpFlood
40,40,0,41033,4400,88008,0,udpFlood
40,40,0,59366,1274,50968,0,udpFlood
195,195,0,44217,2,88,0,udpFlood
40,40,0,60268,476,28588,0,udpFlood
40,40,0,65657,1381,27628,0,udpFlood
40,40,0,10469,4682,187288,0,udpFlood
40,40,0,2190,4682,93648,0,udpFlood
40,40,0,13337,7931,158628,0,udpFlood
40,40,0,41994,731,58548,0,udpFlood
40,40,0,14324,9627,192548,0,udpFlood
40,40,0,2095,4771,95428,0,udpFlood
40,40,0,7575,12816,256328,0,udpFlood
40,40,0,73402,182,14608,0,udpFlood
40,40,0,56780,622,49768,0,udpFlood
40,40,0,2054,15848,316968,0,udpFlood
40,40,0,42095,959,57548,0,udpFlood
40,40,0,31878,4777,95548,0,udpFlood
40,40,0,60546,551,33108,0,udpFlood
40,40,0,19254,7169,143388,0,udpFlood
40,40,0,14067,8852,177048,0,udpFlood
40,40,0,48472,1652,66108,0,udpFlood
40,40,0,22345,6213,124268,0,udpFlood
40,40,0,2195,15138,302768,0,udpFlood
40,40,0,2076,4826,96528,0,udpFlood
40,40,0,36162,4014,80288,0,udpFlood
40,40,0,55996,1398,55948,0,udpFlood
40,40,0,68062,1348,26968,0,udpFlood
40,40,0,80513,158,12668,0,udpFlood
40,40,0,19969,2013,120788,0,udpFlood
40,40,0,18456,7344,146888,0,udpFlood
40,40,0,19041,2040,122448,0,udpFlood
40,40,0,41839,4311,86228,0,udpFlood
40,40,0,13405,8610,172208,0,udpFlood
40,40,0,18276,2194,131668,0,udpFlood
40,40,0,61172,1219,24388,0,udpFlood
40,40,0,14001,10194,203888,0,udpFlood
40,40,0,39598,1772,70888,0,udpFlood
40,40,0,53997,1489,59588,0,udpFlood
40,40,0,42630,4036,80728,0,udpFlood
40,40,0,1271,18047,360948,0,udpFlood
40,40,0,40886,1695,67808,0,udpFlood
40,40,0,47218,1632,65308,0,udpFlood
40,40,0,14817,9595,191908,0,udpFlood
52,88,15,156742,5,268,216,httpFlood
52,88,15,18970,5,268,216,httpFlood
52,88,15,20061,5,268,216,httpFlood
52,88,14,1553,2,280,268,httpFlood
52,94,18,19952,5,268,216,httpFlood
52,91,16,327833,5,268,216,httpFlood
52,88,15,21712,5,268,216,httpFlood
52,91,16,490666,5,268,216,httpFlood
52,88,15,20998,5,268,216,httpFlood
52,88,18,1186,3,164,112,httpFlood
52,94,18,18739,5,268,216,httpFlood
52,88,15,18611,5,268,216,httpFlood
52,88,15,20352,5,268,216,httpFlood
52,88,15,334868,5,268,216,httpFlood
52,88,15,334368,5,268,216,httpFlood
52,88,15,23019,5,268,216,httpFlood
52,94,16,37864,3,320,216,httpFlood
52,94,18,18985,5,268,216,httpFlood
52,88,15,331012,5,268,216,httpFlood
52,94,16,84713,3,320,216,httpFlood
52,88,15,159122,5,268,216,httpFlood
52,94,18,19449,5,268,216,httpFlood
52,88,14,12991,5,280,268,httpFlood
52,88,15,330208,5,268,216,httpFlood
52,88,15,18379,5,268,216,httpFlood
52,91,16,492134,5,268,216,httpFlood
52,94,17,615,2,280,268,httpFlood
52,88,15,21229,5,268,216,httpFlood
52,88,15,152638,5,268,216,httpFlood
52,88,15,330918,5,268,216,httpFlood
52,88,15,20825,5,268,216,httpFlood
52,88,15,20959,2,268,216,httpFlood
52,88,15,23019,2,268,216,httpFlood
52,88,15,338176,5,268,216,httpFlood
52,94,16,54593,3,320,216,httpFlood
52,88,15,157527,5,268,216,httpFlood
52,91,16,333869,5,268,216,httpFlood
52,91,16,125038,5,268,216,httpFlood
52,88,15,20948,5,268,216,httpFlood
52,94,16,86186,6,320,216,httpFlood
52,88,15,25295,5,268,216,httpFlood
52,88,15,150937,5,268,216,httpFlood
52,88,15,20145,5,268,216,httpFlood
52,88,15,335450,5,268,216,httpFlood
52,94,16,422474,3,320,216,httpFlood
52,88,14,362,2,280,268,httpFlood
52,88,15,29358,5,268,216,httpFlood
52,94,18,23510,2,268,216,httpFlood
52,88,14,614,2,280,268,httpFlood
52,88,15,19988,5,268,216,httpFlood
52,88,15,260509,5,268,216,httpFlood
52,94,18,54252,5,268,216,httpFlood
52,94,18,37845,5,268,216,httpFlood
52,94,18,38375,5,268,216,httpFlood
52,88,15,333933,5,268,216,httpFlood
52,88,15,324522,5,268,216,httpFlood
52,88,15,335105,5,268,216,httpFlood
52,94,18,24747,2,268,216,httpFlood
52,88,15,26896,2,268,216,httpFlood
52,94,16,481609,3,320,216,httpFlood
52,94,18,19347,5,268,216,httpFlood
52,91,16,19847,5,268,216,httpFlood
52,94,16,86028,3,320,216,httpFlood
52,94,16,37490,3,320,216,httpFlood
52,88,15,23832,2,268,216,httpFlood
52,91,16,20148,5,268,216,httpFlood
52,88,15,147822,5,268,216,httpFlood
52,88,15,153311,5,268,216,httpFlood
52,88,15,215070,5,268,216,httpFlood
52,88,15,23421,2,268,216,httpFlood
52,88,15,18683,5,268,216,httpFlood
52,88,15,25866,2,268,216,httpFlood
52,88,15,335541,5,268,216,httpFlood
52,91,16,332453,5,268,216,httpFlood
52,91,16,331925,5,268,216,httpFlood
52,88,15,92361,5,268,216,httpFlood
52,91,16,20574,5,268,216,httpFlood
52,91,16,21489,5,268,216,httpFlood
52,88,15,24478,2,268,216,httpFlood
52,88,15,150479,5,268,216,httpFlood
52,94,16,447805,3,320,216,httpFlood
52,91,16,19870,5,268,216,httpFlood
52,88,15,19519,5,268,216,httpFlood
52,88,15,20133,5,268,216,httpFlood
52,88,15,331919,5,268,216,httpFlood
52,88,15,22717,5,268,216,httpFlood
52,88,15,22330,5,268,216,httpFlood
52,88,15,18831,5,268,216,httpFlood
52,91,16,17049,5,268,216,httpFlood
52,88,15,333179,5,268,216,httpFlood
52,91,16,19602,5,268,216,httpFlood
52,94,16,33289,3,320,216,httpFlood
52,88,15,19011,5,268,216,httpFlood
52,88,15,20727,5,268,216,httpFlood
52,88,15,95156,5,268,216,httpFlood
52,94,18,20917,5,268,216,httpFlood
52,88,18,804,3,164,112,httpFlood
52,88,15,24106,2,268,216,httpFlood
52,88,15,19335,5,268,216,httpFlood
52,88,15,36353,5,268,216,httpFlood
52,94,22,547,3,164,112,httpFlood
52,88,15,21076,5,268,216,httpFlood
52,88,15,17156,5,268,216,httpFlood
52,94,18,19314,5,268,216,httpFlood
52,94,18,24523,2,268,216,httpFlood
52,94,16,449332,3,320,216,httpFlood
52,88,15,21806,5,268,216,httpFlood
52,94,16,399288,6,320,216,httpFlood
52,91,16,125433,5,268,216,httpFlood
52,88,15,22466,5,268,216,httpFlood
52,88,15,335389,5,268,216,httpFlood
52,88,15,19831,5,268,216,httpFlood
52,91,16,125707,5,268,216,httpFlood
52,88,15,19249,5,268,216,httpFlood
52,88,15,326614,5,268,216,httpFlood
52,88,15,473139,5,268,216,httpFlood
52,88,15,332898,5,268,216,httpFlood
52,88,15,21040,5,268,216,httpFlood
52,88,15,20650,5,268,216,httpFlood
52,88,15,22201,5,268,216,httpFlood
52,88,15,153485,5,268,216,httpFlood
52,88,15,143889,5,268,216,httpFlood
52,88,15,25159,5,268,216,httpFlood
52,88,14,345904,5,280,268,httpFlood
52,88,15,267736,5,268,216,httpFlood
52,94,16,104432,3,320,216,httpFlood
52,88,13,778,3,344,320,httpFlood
52,91,16,20308,5,268,216,httpFlood
52,88,18,241,3,164,112,httpFlood
52,88,15,24535,2,268,216,httpFlood
52,88,15,470759,5,268,216,httpFlood
52,88,15,22099,5,268,216,httpFlood
52,91,16,20694,5,268,216,httpFlood
52,88,15,330508,5,268,216,httpFlood
52,88,15,22185,2,268,216,httpFlood
52,94,16,87280,3,320,216,httpFlood
52,88,15,97320,5,268,216,httpFlood
52,88,15,22859,5,268,216,httpFlood
52,91,16,20059,5,268,216,httpFlood
52,88,15,19438,5,268,216,httpFlood
52,91,16,20307,5,268,216,httpFlood
52,94,16,81044,6,320,216,httpFlood
52,88,15,24184,2,268,216,httpFlood
52,88,15,20505,5,268,216,httpFlood
52,94,16,90373,3,320,216,httpFlood
52,94,16,24447,2,320,216,httpFlood
52,88,15,23210,2,268,216,httpFlood
52,88,15,18106,5,268,216,httpFlood
52,88,15,23088,2,268,216,httpFlood
52,88,15,20524,5,268,216,httpFlood
52,94,16,86103,6,320,216,httpFlood
52,91,16,19239,5,268,216,httpFlood
52,88,15,25395,2,268,216,httpFlood
52,88,15,331723,5,268,216,httpFlood
52,88,15,333744,5,268,216,httpFlood
52,94,18,21260,5,268,216,httpFlood
52,94,16,38301,3,320,216,httpFlood
52,94,17,465,2,280,268,httpFlood
52,88,14,376,2,280,268,httpFlood
52,94,16,422401,3,320,216,httpFlood
52,91,16,19100,5,268,216,httpFlood
52,94,16,441239,3,320,216,httpFlood
52,88,18,2480,3,164,112,httpFlood
76,76,0,0,1,28,20,httpFlood
52,88,15,20160,5,268,216,httpFlood
52,94,16,132620,3,320,216,httpFlood
52,94,16,23340,2,320,216,httpFlood
52,91,16,125067,5,268,216,httpFlood
52,88,15,469661,5,268,216,httpFlood
52,88,15,23811,2,268,216,httpFlood
52,88,15,29599,5,268,216,httpFlood
52,88,15,18103,5,268,216,httpFlood
52,94,18,18812,5,268,216,httpFlood
52,94,16,84326,3,320,216,httpFlood
52,91,20,4,3,164,112,httpFlood
52,88,15,19651,5,268,216,httpFlood
52,94,18,20524,5,268,216,httpFlood
52,88,15,93167,5,268,216,httpFlood
52,88,15,19714,5,268,216,httpFlood
52,94,22,556,3,164,112,httpFlood
52,94,16,69210,3,320,216,httpFlood
52,88,15,25615,2,268,216,httpFlood
52,91,16,19013,5,268,216,httpFlood
52,88,15,21054,5,268,216,httpFlood
52,91,16,6753,5,280,268,httpFlood
52,88,15,19592,5,268,216,httpFlood
52,94,16,447693,3,320,216,httpFlood
52,91,16,125577,5,268,216,httpFlood
52,94,16,82771,3,320,216,httpFlood
52,91,16,126156,5,268,216,httpFlood
52,88,15,331330,5,268,216,httpFlood
52,91,16,125233,5,268,216,httpFlood
52,88,15,20902,5,268,216,httpFlood
52,88,15,337209,5,268,216,httpFlood
52,88,15,26865,5,268,216,httpFlood
52,88,15,20830,5,268,216,httpFlood
52,88,15,95623,5,268,216,httpFlood
52,94,18,19110,5,268,216,httpFlood
52,88,15,24208,2,268,216,httpFlood
52,91,16,18962,5,268,216,httpFlood
52,94,16,68576,3,320,216,httpFlood
52,88,15,331312,5,268,216,httpFlood
52,91,16,125150,5,268,216,httpFlood
52,91,16,329080,5,268,216,httpFlood
52,88,15,19697,5,268,216,httpFlood
52,88,15,25136,2,268,216,httpFlood
52,88,15,24355,2,268,216,httpFlood
52,88,15,24264,2,268,216,httpFlood
52,88,15,20824,2,268,216,httpFlood
52,94,16,165213,3,320,216,httpFlood
52,88,15,20190,2,268,216,httpFlood
52,88,18,1460,3,164,112,httpFlood
52,88,15,157151,5,268,216,httpFlood
52,88,15,338274,5,268,216,httpFlood
52,94,18,488723,5,268,216,httpFlood
52,94,16,106188,3,320,216,httpFlood
52,88,15,20518,5,268,216,httpFlood
52,94,18,19737,5,268,216,httpFlood
52,94,16,98448,6,320,216,httpFlood
52,91,16,328209,5,268,216,httpFlood
52,88,15,20689,5,268,216,httpFlood
52,88,15,19276,5,268,216,httpFlood
52,94,18,20089,5,268,216,httpFlood
52,94,18,19572,5,268,216,httpFlood
52,88,15,327289,5,268,216,httpFlood
52,91,16,124131,5,268,216,httpFlood
52,88,15,154709,5,268,216,httpFlood
52,88,15,20383,5,268,216,httpFlood
52,88,15,20587,5,268,216,httpFlood
52,91,16,19019,5,268,216,httpFlood
52,88,15,339302,5,268,216,httpFlood
52,88,15,20548,5,268,216,httpFlood
52,94,16,384224,6,320,216,httpFlood
52,88,14,507,2,280,268,httpFlood
52,91,16,19565,5,268,216,httpFlood
52,94,18,39109,5,268,216,httpFlood
52,94,16,90145,6,320,216,httpFlood
52,88,15,397721,5,268,216,httpFlood
52,88,15,23301,5,268,216,httpFlood
52,88,15,329717,5,268,216,httpFlood
52,91,16,22341,5,268,216,httpFlood
52,94,16,89799,3,320,216,httpFlood
52,88,15,19936,5,268,216,httpFlood
52,88,15,338472,5,268,216,httpFlood
52,88,15,328176,5,268,216,httpFlood
52,94,16,37934,3,320,216,httpFlood
