% isAttack tcpFlood:	199
% isAttack slowRead:	667
% isAttack httpFlood:	667
% isAttack slowHeaders:	667
% isAttack udpFlood:	667
% isAttack slowBody:	667
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R5,7-8,16,30,38-40'

@attribute min_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute std_fiat numeric
@attribute sflow_fpackets numeric
@attribute total_fhlen numeric
@attribute total_bhlen numeric
@attribute isAttack {tcpFlood,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
52,94,16,25103,2,320,216,httpFlood
52,94,18,25689,2,268,216,httpFlood
52,88,15,24734,5,268,216,httpFlood
52,88,15,143882,5,268,216,httpFlood
52,88,15,18497,5,268,216,httpFlood
52,88,15,21361,5,268,216,httpFlood
52,88,15,20396,2,268,216,httpFlood
52,94,16,77061,6,320,216,httpFlood
52,88,15,20613,5,268,216,httpFlood
52,91,16,487994,5,268,216,httpFlood
52,88,15,20845,5,268,216,httpFlood
52,94,16,79075,3,320,216,httpFlood
52,88,15,329248,5,268,216,httpFlood
52,94,16,68455,3,320,216,httpFlood
52,94,16,89218,6,320,216,httpFlood
52,91,16,486692,5,268,216,httpFlood
52,88,15,21049,2,268,216,httpFlood
52,88,15,20360,5,268,216,httpFlood
52,88,15,19242,5,268,216,httpFlood
52,88,15,21422,5,268,216,httpFlood
52,91,16,23165,5,268,216,httpFlood
52,94,18,21398,5,268,216,httpFlood
52,91,16,20344,5,268,216,httpFlood
52,88,15,327306,5,268,216,httpFlood
52,91,16,19169,5,268,216,httpFlood
52,88,18,240,3,164,112,httpFlood
52,88,15,23270,5,268,216,httpFlood
52,91,16,20088,5,268,216,httpFlood
52,94,16,482555,3,320,216,httpFlood
52,88,15,20786,5,268,216,httpFlood
52,94,16,483274,3,320,216,httpFlood
52,88,15,92065,5,268,216,httpFlood
52,91,16,329724,5,268,216,httpFlood
52,88,15,23952,2,268,216,httpFlood
52,88,15,27223,2,268,216,httpFlood
52,88,15,20846,5,268,216,httpFlood
52,94,16,75510,6,320,216,httpFlood
52,88,15,475323,5,268,216,httpFlood
52,88,15,92607,5,268,216,httpFlood
52,88,15,22804,5,268,216,httpFlood
52,88,15,25619,5,268,216,httpFlood
52,88,15,335927,5,268,216,httpFlood
52,94,16,75843,6,320,216,httpFlood
52,94,17,1005,2,280,268,httpFlood
52,91,16,330409,5,268,216,httpFlood
52,88,15,333752,5,268,216,httpFlood
52,94,18,20285,5,268,216,httpFlood
52,94,16,419132,6,320,216,httpFlood
52,88,15,21788,5,268,216,httpFlood
52,91,16,18915,5,268,216,httpFlood
52,88,15,327058,5,268,216,httpFlood
52,88,15,333405,5,268,216,httpFlood
52,94,16,33737,3,320,216,httpFlood
52,94,16,37413,3,320,216,httpFlood
52,88,15,19821,5,268,216,httpFlood
52,91,16,20529,5,268,216,httpFlood
52,88,15,97823,5,268,216,httpFlood
52,94,16,37514,3,320,216,httpFlood
52,91,16,18987,5,268,216,httpFlood
52,94,22,544,3,164,112,httpFlood
52,88,15,157798,5,268,216,httpFlood
52,88,15,97005,5,268,216,httpFlood
52,94,16,68851,3,320,216,httpFlood
52,88,14,12579,5,280,268,httpFlood
52,88,18,615,3,164,112,httpFlood
52,91,16,19537,5,268,216,httpFlood
52,88,15,20354,5,268,216,httpFlood
52,94,16,33880,3,320,216,httpFlood
52,88,15,333891,5,268,216,httpFlood
52,88,15,214624,5,268,216,httpFlood
52,94,16,23899,2,320,216,httpFlood
52,88,15,20632,5,268,216,httpFlood
52,94,16,63028,3,320,216,httpFlood
52,88,15,154411,5,268,216,httpFlood
52,91,16,19348,5,268,216,httpFlood
52,88,15,95592,5,268,216,httpFlood
52,88,15,23381,2,268,216,httpFlood
52,88,15,21391,5,268,216,httpFlood
52,88,15,20091,5,268,216,httpFlood
52,91,16,492173,5,268,216,httpFlood
52,88,15,25045,2,268,216,httpFlood
52,91,16,19505,5,268,216,httpFlood
52,91,16,20662,5,268,216,httpFlood
52,88,15,20168,5,268,216,httpFlood
52,94,16,34193,3,320,216,httpFlood
52,88,15,25028,2,268,216,httpFlood
52,88,15,96721,5,268,216,httpFlood
52,94,18,20118,5,268,216,httpFlood
52,88,15,214584,5,268,216,httpFlood
52,88,15,19792,5,268,216,httpFlood
52,88,15,23180,2,268,216,httpFlood
52,88,15,18372,5,268,216,httpFlood
52,91,16,19112,5,268,216,httpFlood
52,88,15,19255,5,268,216,httpFlood
52,94,22,1490,3,164,112,httpFlood
52,88,14,487898,5,280,268,httpFlood
52,88,15,207680,5,268,216,httpFlood
52,88,15,334003,5,268,216,httpFlood
52,91,16,20845,5,268,216,httpFlood
52,88,15,26619,2,268,216,httpFlood
52,88,15,309926,5,268,216,httpFlood
52,91,16,20106,5,268,216,httpFlood
52,94,18,49762,5,268,216,httpFlood
52,88,15,154398,5,268,216,httpFlood
52,88,15,209143,5,268,216,httpFlood
52,88,15,24203,2,268,216,httpFlood
52,94,18,19071,5,268,216,httpFlood
52,88,15,20261,5,268,216,httpFlood
52,88,15,24723,2,268,216,httpFlood
52,88,15,20277,5,268,216,httpFlood
52,88,15,20973,5,268,216,httpFlood
52,88,15,21083,5,268,216,httpFlood
52,88,15,469009,5,268,216,httpFlood
52,88,15,23756,2,268,216,httpFlood
52,88,15,150698,5,268,216,httpFlood
52,88,18,510,3,164,112,httpFlood
52,88,15,24567,2,268,216,httpFlood
52,91,20,102,3,164,112,httpFlood
52,88,18,53,3,164,112,httpFlood
52,88,15,150635,5,268,216,httpFlood
52,94,16,85128,3,320,216,httpFlood
52,88,15,23874,2,268,216,httpFlood
52,88,15,36574,5,268,216,httpFlood
52,88,15,33572,2,268,216,httpFlood
52,88,15,19105,5,268,216,httpFlood
52,91,16,491459,5,268,216,httpFlood
52,94,18,21956,5,268,216,httpFlood
52,91,16,19899,5,268,216,httpFlood
52,88,15,329898,5,268,216,httpFlood
52,94,18,49830,5,268,216,httpFlood
52,91,16,20177,5,268,216,httpFlood
52,88,13,372,3,344,320,httpFlood
52,88,15,23694,5,268,216,httpFlood
52,88,15,330325,5,268,216,httpFlood
52,88,15,26429,2,268,216,httpFlood
52,94,16,24233,2,320,216,httpFlood
52,88,15,95649,5,268,216,httpFlood
52,91,16,124279,5,268,216,httpFlood
52,88,15,26952,2,268,216,httpFlood
52,94,18,23359,5,268,216,httpFlood
52,88,15,22098,2,268,216,httpFlood
76,76,0,205,2,88,0,httpFlood
52,88,15,21383,5,268,216,httpFlood
52,94,16,79063,6,320,216,httpFlood
52,91,16,19866,5,268,216,httpFlood
52,94,16,33289,3,320,216,httpFlood
52,88,15,23223,2,268,216,httpFlood
52,94,16,34084,3,320,216,httpFlood
52,88,15,330860,5,268,216,httpFlood
52,91,16,20422,5,268,216,httpFlood
52,88,15,157063,5,268,216,httpFlood
52,88,13,660,3,344,320,httpFlood
52,91,16,328557,5,268,216,httpFlood
52,88,15,21800,5,268,216,httpFlood
52,91,16,489924,5,268,216,httpFlood
52,88,15,334986,5,268,216,httpFlood
52,94,16,69100,3,320,216,httpFlood
52,88,15,330904,5,268,216,httpFlood
52,88,15,23375,2,268,216,httpFlood
52,88,15,24059,5,268,216,httpFlood
52,91,16,329622,5,268,216,httpFlood
52,88,15,20279,5,268,216,httpFlood
52,94,18,37246,5,268,216,httpFlood
52,94,16,90104,3,320,216,httpFlood
52,88,15,20925,5,268,216,httpFlood
52,94,18,72884,5,268,216,httpFlood
52,94,16,87683,3,320,216,httpFlood
52,91,16,485226,5,268,216,httpFlood
52,88,15,96831,5,268,216,httpFlood
52,88,15,323771,5,268,216,httpFlood
52,88,15,23287,2,268,216,httpFlood
52,91,16,19295,5,268,216,httpFlood
52,88,15,19252,5,268,216,httpFlood
52,88,15,19210,5,268,216,httpFlood
52,88,15,18536,5,268,216,httpFlood
52,88,15,20259,5,268,216,httpFlood
52,94,16,168863,3,320,216,httpFlood
52,88,15,93047,5,268,216,httpFlood
52,91,16,21029,5,268,216,httpFlood
52,91,16,22770,5,268,216,httpFlood
52,88,15,330660,5,268,216,httpFlood
52,94,18,24302,2,268,216,httpFlood
52,94,16,476351,3,320,216,httpFlood
52,94,18,108899,5,268,216,httpFlood
52,88,15,19443,5,268,216,httpFlood
52,91,16,20278,5,268,216,httpFlood
52,94,18,39032,5,268,216,httpFlood
52,88,15,96908,5,268,216,httpFlood
52,91,16,22708,5,268,216,httpFlood
52,88,15,337527,5,268,216,httpFlood
52,88,14,10335,5,280,268,httpFlood
52,88,15,19081,5,268,216,httpFlood
52,91,16,19696,5,268,216,httpFlood
52,94,16,147562,3,320,216,httpFlood
52,94,16,34051,3,320,216,httpFlood
52,88,15,268439,5,268,216,httpFlood
52,94,18,19795,5,268,216,httpFlood
52,88,15,21750,5,268,216,httpFlood
52,88,14,120622,3,332,268,httpFlood
52,94,18,20233,5,268,216,httpFlood
52,88,15,19233,5,268,216,httpFlood
52,88,15,22213,2,268,216,httpFlood
52,88,15,21399,5,268,216,httpFlood
52,91,16,489540,5,268,216,httpFlood
52,94,18,20217,5,268,216,httpFlood
52,88,15,24521,2,268,216,httpFlood
52,91,16,20863,5,268,216,httpFlood
52,94,17,1010,2,280,268,httpFlood
52,88,15,331741,5,268,216,httpFlood
52,91,16,124496,5,268,216,httpFlood
52,88,15,19450,5,268,216,httpFlood
52,88,15,22667,5,268,216,httpFlood
52,91,16,21164,5,268,216,httpFlood
52,94,18,22620,5,268,216,httpFlood
52,88,15,18061,5,268,216,httpFlood
52,88,15,22278,5,268,216,httpFlood
52,94,16,24962,2,320,216,httpFlood
52,88,15,333251,5,268,216,httpFlood
52,94,18,19379,5,268,216,httpFlood
52,88,15,20477,5,268,216,httpFlood
52,88,15,20444,5,268,216,httpFlood
52,88,15,475242,5,268,216,httpFlood
52,91,16,332783,5,268,216,httpFlood
52,88,15,337479,5,268,216,httpFlood
52,88,15,24317,2,268,216,httpFlood
52,94,18,26266,2,268,216,httpFlood
52,88,15,24741,2,268,216,httpFlood
52,88,13,1103,3,344,320,httpFlood
52,94,16,92343,3,320,216,httpFlood
52,88,15,24792,2,268,216,httpFlood
52,94,16,79296,3,320,216,httpFlood
52,94,16,460789,3,320,216,httpFlood
52,91,16,20212,5,268,216,httpFlood
52,88,15,20444,5,268,216,httpFlood
52,88,15,339754,5,268,216,httpFlood
52,94,18,23421,5,268,216,httpFlood
52,94,16,434503,3,320,216,httpFlood
52,88,15,26403,2,268,216,httpFlood
52,88,15,20409,5,268,216,httpFlood
52,88,15,18046,5,268,216,httpFlood
52,94,16,25259,2,320,216,httpFlood
52,88,15,20586,5,268,216,httpFlood
52,94,18,19077,5,268,216,httpFlood
52,94,22,556,3,164,112,httpFlood
52,91,16,20960,5,268,216,httpFlood
52,91,16,22680,5,268,216,httpFlood
52,94,16,429685,3,320,216,httpFlood
52,88,15,214346,5,268,216,httpFlood
52,94,16,78697,6,320,216,httpFlood
52,91,16,330675,5,268,216,httpFlood
52,88,15,21397,5,268,216,httpFlood
52,88,15,23251,2,268,216,httpFlood
52,88,15,27465,2,268,216,httpFlood
52,88,15,19873,5,268,216,httpFlood
52,88,15,393762,5,268,216,httpFlood
52,88,15,18979,5,268,216,httpFlood
52,88,15,21754,5,268,216,httpFlood
52,88,15,402374,5,268,216,httpFlood
52,88,15,19195,5,268,216,httpFlood
52,94,22,548,3,164,112,httpFlood
52,88,15,97482,5,268,216,httpFlood
52,88,15,22833,2,268,216,httpFlood
52,94,16,423229,3,320,216,httpFlood
52,88,15,20887,5,268,216,httpFlood
52,88,15,18161,5,268,216,httpFlood
52,88,15,19752,5,268,216,httpFlood
52,88,15,23447,2,268,216,httpFlood
52,91,16,18887,5,268,216,httpFlood
52,91,16,19151,5,268,216,httpFlood
52,88,15,19751,5,268,216,httpFlood
52,88,14,10397,5,280,268,httpFlood
52,91,16,19133,5,268,216,httpFlood
52,94,22,309,3,164,112,httpFlood
52,88,15,20903,5,268,216,httpFlood
52,94,16,90138,3,320,216,httpFlood
52,88,15,339391,5,268,216,httpFlood
52,88,15,20092,5,268,216,httpFlood
52,88,15,336860,5,268,216,httpFlood
52,94,16,131993,6,320,216,httpFlood
52,88,14,38100,5,280,268,httpFlood
52,88,15,22821,2,268,216,httpFlood
52,88,15,20546,5,268,216,httpFlood
52,88,15,93362,5,268,216,httpFlood
52,94,16,79208,3,320,216,httpFlood
52,88,15,20052,5,268,216,httpFlood
52,88,15,19154,5,268,216,httpFlood
52,88,15,21136,2,268,216,httpFlood
52,94,16,467790,3,320,216,httpFlood
52,91,16,19684,5,268,216,httpFlood
52,88,15,443422,5,268,216,httpFlood
52,88,18,526,3,164,112,httpFlood
52,88,15,401812,5,268,216,httpFlood
52,94,16,439172,3,320,216,httpFlood
52,91,16,488327,5,268,216,httpFlood
52,88,15,150183,5,268,216,httpFlood
52,88,15,19868,5,268,216,httpFlood
52,88,15,23086,2,268,216,httpFlood
52,88,15,21806,5,268,216,httpFlood
52,91,16,120689,5,268,216,httpFlood
52,88,15,20205,5,268,216,httpFlood
52,88,15,20483,5,268,216,httpFlood
52,91,16,329123,5,268,216,httpFlood
52,94,18,24005,2,268,216,httpFlood
52,94,16,23266,2,320,216,httpFlood
52,88,15,334519,5,268,216,httpFlood
52,94,16,37940,3,320,216,httpFlood
52,94,16,482887,3,320,216,httpFlood
52,94,16,142209,3,320,216,httpFlood
52,94,18,19934,5,268,216,httpFlood
52,88,15,337584,5,268,216,httpFlood
52,88,15,19636,5,268,216,httpFlood
52,94,16,37617,3,320,216,httpFlood
52,94,16,83948,3,320,216,httpFlood
52,88,18,1290,3,164,112,httpFlood
52,88,15,20414,5,268,216,httpFlood
52,88,15,21527,5,268,216,httpFlood
52,91,16,21566,5,268,216,httpFlood
52,94,18,20434,5,268,216,httpFlood
52,88,15,328846,5,268,216,httpFlood
52,91,16,124449,5,268,216,httpFlood
52,88,15,19124,5,268,216,httpFlood
52,88,15,22027,5,268,216,httpFlood
52,91,16,20081,5,268,216,httpFlood
52,91,16,20299,5,268,216,httpFlood
52,88,15,21811,5,268,216,httpFlood
52,88,15,18522,5,268,216,httpFlood
52,94,16,79170,3,320,216,httpFlood
52,88,18,1325,3,164,112,httpFlood
52,88,15,19256,5,268,216,httpFlood
52,88,15,24382,2,268,216,httpFlood
52,94,18,22731,5,268,216,httpFlood
52,94,18,22848,2,268,216,httpFlood
52,88,15,21926,2,268,216,httpFlood
52,94,16,96683,6,320,216,httpFlood
52,88,15,20742,5,268,216,httpFlood
52,88,15,21142,5,268,216,httpFlood
52,88,15,25267,2,268,216,httpFlood
52,88,15,25449,2,268,216,httpFlood
52,94,18,20006,5,268,216,httpFlood
52,94,16,98953,6,320,216,httpFlood
52,88,15,17126,5,268,216,httpFlood
52,88,15,20797,5,268,216,httpFlood
52,94,18,77056,5,268,216,httpFlood
52,91,16,20700,5,268,216,httpFlood
52,88,15,20345,2,268,216,httpFlood
52,88,18,185,3,164,112,httpFlood
52,88,15,20346,5,268,216,httpFlood
52,91,16,19292,5,268,216,httpFlood
52,88,15,19492,5,268,216,httpFlood
52,88,15,20858,5,268,216,httpFlood
52,91,16,21313,5,268,216,httpFlood
52,88,15,19699,5,268,216,httpFlood
52,88,15,20691,5,268,216,httpFlood
52,91,16,20839,5,268,216,httpFlood
52,88,14,33977,5,280,268,httpFlood
52,91,16,19269,5,268,216,httpFlood
52,94,16,161360,3,320,216,httpFlood
52,88,15,22514,2,268,216,httpFlood
52,88,15,19631,5,268,216,httpFlood
52,94,18,19527,5,268,216,httpFlood
52,94,16,447703,3,320,216,httpFlood
52,91,16,20239,5,268,216,httpFlood
52,91,16,20839,5,268,216,httpFlood
52,94,18,20209,5,268,216,httpFlood
52,88,15,94057,5,268,216,httpFlood
52,88,15,20237,5,268,216,httpFlood
52,91,16,19222,5,268,216,httpFlood
52,88,15,20905,5,268,216,httpFlood
52,88,15,146780,5,268,216,httpFlood
52,94,18,27055,2,268,216,httpFlood
52,88,15,340447,5,268,216,httpFlood
52,91,16,330962,5,268,216,httpFlood
52,88,15,22500,2,268,216,httpFlood
52,94,16,90836,3,320,216,httpFlood
52,94,16,91258,3,320,216,httpFlood
52,88,15,157246,5,268,216,httpFlood
52,91,16,127509,5,268,216,httpFlood
52,88,15,23421,2,268,216,httpFlood
52,91,16,19914,5,268,216,httpFlood
52,91,16,19799,5,268,216,httpFlood
52,88,15,20252,5,268,216,httpFlood
52,88,14,32168,5,280,268,httpFlood
52,88,15,23502,5,268,216,httpFlood
52,88,15,19850,5,268,216,httpFlood
52,88,15,25046,2,268,216,httpFlood
52,94,18,19911,5,268,216,httpFlood
52,88,14,32325,5,280,268,httpFlood
52,88,15,24536,2,268,216,httpFlood
52,88,15,334398,5,268,216,httpFlood
52,88,15,19257,5,268,216,httpFlood
52,94,16,431670,3,320,216,httpFlood
52,88,15,17754,5,268,216,httpFlood
52,91,16,23001,5,268,216,httpFlood
52,88,15,21937,5,268,216,httpFlood
52,88,15,21165,2,268,216,httpFlood
52,88,15,19368,5,268,216,httpFlood
52,91,16,19504,5,268,216,httpFlood
52,91,16,19710,5,268,216,httpFlood
52,94,18,19612,5,268,216,httpFlood
52,88,15,20796,5,268,216,httpFlood
52,94,16,84934,3,320,216,httpFlood
52,94,16,24847,2,320,216,httpFlood
52,88,15,210329,5,268,216,httpFlood
52,94,16,473314,3,320,216,httpFlood
52,88,15,20117,5,268,216,httpFlood
52,88,15,21437,5,268,216,httpFlood
52,94,16,82138,3,320,216,httpFlood
52,88,15,18578,5,268,216,httpFlood
52,88,15,20286,5,268,216,httpFlood
52,94,16,97977,6,320,216,httpFlood
52,88,15,24873,2,268,216,httpFlood
52,88,15,23542,2,268,216,httpFlood
52,94,16,462994,3,320,216,httpFlood
52,91,16,22580,5,268,216,httpFlood
52,88,15,18783,5,268,216,httpFlood
52,91,16,19859,5,268,216,httpFlood
52,91,16,19810,5,268,216,httpFlood
52,91,16,19897,5,268,216,httpFlood
52,88,15,20263,5,268,216,httpFlood
52,94,16,418987,6,320,216,httpFlood
52,88,15,24219,2,268,216,httpFlood
40,511,158,31008,1,412,424,slowBody
52,394,147,880,1,276,164,slowBody
52,394,142,326121,2,528,60,slowBody
40,511,157,28541,1,412,424,slowBody
52,394,195,134,3,164,112,slowBody
40,352,113,1044,7,360,216,slowBody
40,467,144,23235,1,412,320,slowBody
40,511,157,20804,1,412,320,slowBody
40,467,142,36201,1,412,372,slowBody
52,352,143,312971,3,528,60,slowBody
52,511,221,308,2,216,164,slowBody
40,358,103,316283,1,852,164,slowBody
40,511,157,22929,1,412,424,slowBody
40,511,157,25999,1,412,424,slowBody
52,387,91,313421,2,632,112,slowBody
52,394,195,429,3,164,112,slowBody
52,394,195,261,3,164,112,slowBody
52,394,195,347,3,164,112,slowBody
52,511,209,324296,1,684,120,slowBody
40,246,66,31335,1,412,424,slowBody
52,394,195,159,3,164,112,slowBody
40,511,158,6635,1,412,320,slowBody
40,511,159,21566,1,412,320,slowBody
52,387,90,313645,2,632,112,slowBody
52,394,164,340,2,216,164,slowBody
52,511,221,113,2,216,164,slowBody
40,511,159,28819,1,412,424,slowBody
55,55,0,67,2,88,0,slowBody
52,511,262,224,3,164,112,slowBody
40,248,97,311032,3,620,320,slowBody
52,387,90,313764,2,632,112,slowBody
40,511,157,33821,1,412,372,slowBody
52,387,88,313156,2,632,112,slowBody
52,394,163,194,2,216,164,slowBody
40,246,66,19425,1,412,372,slowBody
40,511,158,497840,2,412,372,slowBody
40,511,159,30407,1,412,424,slowBody
52,511,236,325378,2,604,60,slowBody
52,511,223,170,2,216,164,slowBody
52,394,166,111,2,216,164,slowBody
52,387,88,314146,2,632,112,slowBody
52,394,165,336,2,216,164,slowBody
52,511,225,325388,1,760,60,slowBody
40,467,143,1478,1,412,320,slowBody
52,394,168,910,2,224,112,slowBody
52,387,89,315386,2,632,112,slowBody
52,511,200,324330,3,476,60,slowBody
40,511,159,14063,1,412,372,slowBody
40,467,142,11299,1,412,320,slowBody
52,394,163,302,2,216,164,slowBody
40,511,158,29148,1,412,424,slowBody
40,511,158,13896,1,412,320,slowBody
40,511,157,5572,1,412,320,slowBody
52,511,262,237,3,164,112,slowBody
52,352,138,326154,2,580,60,slowBody
52,394,165,87,2,216,164,slowBody
40,511,159,505248,2,412,320,slowBody
52,394,166,178,2,216,164,slowBody
52,394,164,326389,7,372,60,slowBody
52,394,195,22,3,164,112,slowBody
40,246,67,24937,1,412,424,slowBody
40,246,92,287168,2,784,424,slowBody
52,511,220,311389,2,744,120,slowBody
40,511,158,499456,2,412,372,slowBody
52,394,195,159,3,164,112,slowBody
52,387,86,315134,2,632,112,slowBody
40,246,62,35278,1,472,424,slowBody
40,246,66,12212,1,412,372,slowBody
52,394,195,1402,3,164,112,slowBody
40,511,157,27261,1,412,372,slowBody
52,511,216,325668,1,744,120,slowBody
60,60,0,12,2,88,0,slowBody
40,511,159,29225,1,412,372,slowBody
40,467,143,23395,1,412,320,slowBody
52,394,195,245,3,164,112,slowBody
52,511,232,316132,2,656,164,slowBody
40,511,150,500827,1,472,320,slowBody
40,467,143,22909,1,412,320,slowBody
52,511,236,325813,2,604,60,slowBody
52,511,223,325634,1,760,60,slowBody
52,511,221,750,2,216,164,slowBody
52,511,220,259,2,216,164,slowBody
40,246,66,18213,1,412,372,slowBody
52,511,262,420,3,164,112,slowBody
52,394,195,293,3,164,112,slowBody
52,387,91,314692,2,632,112,slowBody
78,78,0,0,1,28,0,slowBody
40,511,157,498426,2,412,372,slowBody
52,511,228,325559,1,760,60,slowBody
52,511,262,335,3,164,112,slowBody
52,387,94,315003,2,632,112,slowBody
52,394,195,222,3,164,112,slowBody
40,511,159,28606,1,412,424,slowBody
52,394,195,251,3,164,112,slowBody
40,246,66,30769,1,412,424,slowBody
40,246,66,33726,1,412,424,slowBody
40,467,143,19695,1,412,320,slowBody
40,511,159,14138,1,412,320,slowBody
40,511,150,32006,1,472,424,slowBody
52,387,87,314731,2,632,112,slowBody
52,511,219,325661,2,536,60,slowBody
40,511,157,499589,2,412,372,slowBody
40,467,135,37259,1,472,372,slowBody
52,394,195,392,3,164,112,slowBody
52,394,195,109,3,164,112,slowBody
40,467,143,36452,1,412,372,slowBody
40,467,143,23003,1,412,320,slowBody
52,511,228,316711,2,648,164,slowBody
52,394,195,251,3,164,112,slowBody
52,394,161,134,2,216,164,slowBody
52,394,165,475,2,216,164,slowBody
52,511,223,362,2,216,164,slowBody
40,511,159,27941,1,412,424,slowBody
40,511,159,14128,1,412,320,slowBody
40,511,158,20380,1,412,320,slowBody
52,394,163,164,2,216,164,slowBody
40,511,159,20704,1,412,320,slowBody
52,387,85,314300,2,632,112,slowBody
40,511,158,2036,1,412,320,slowBody
40,246,66,33401,1,412,424,slowBody
40,511,158,3894,1,412,320,slowBody
52,394,168,724,2,224,112,slowBody
52,394,166,219,2,216,164,slowBody
40,511,158,27612,1,412,424,slowBody
40,511,159,31314,1,412,372,slowBody
52,511,226,257,2,216,164,slowBody
52,511,221,135,2,216,164,slowBody
52,511,221,287,2,216,164,slowBody
52,511,225,325624,1,760,60,slowBody
52,511,224,52,2,216,164,slowBody
52,387,89,314266,2,632,112,slowBody
52,394,195,319,3,164,112,slowBody
52,511,262,287,3,164,112,slowBody
40,246,66,21552,1,412,372,slowBody
40,467,142,20260,1,412,320,slowBody
52,511,206,325596,1,684,120,slowBody
40,246,66,19648,1,412,372,slowBody
52,394,157,326066,2,588,60,slowBody
52,394,162,161,2,216,164,slowBody
40,511,160,27370,1,412,424,slowBody
52,394,163,177,2,216,164,slowBody
40,511,159,22151,1,412,320,slowBody
40,511,158,8967,1,412,320,slowBody
52,511,225,255,2,216,164,slowBody
52,394,195,191,3,164,112,slowBody
40,511,150,34868,1,472,372,slowBody
40,467,144,23391,1,412,372,slowBody
40,335,99,305146,2,792,164,slowBody
52,394,195,205,3,164,112,slowBody
40,511,159,33456,1,412,424,slowBody
52,387,88,313681,2,632,112,slowBody
52,387,86,315155,2,632,112,slowBody
40,467,142,27199,1,412,372,slowBody
52,511,222,1361,2,216,164,slowBody
52,387,89,313445,2,632,112,slowBody
52,394,147,924,1,276,164,slowBody
52,387,91,315057,2,632,112,slowBody
52,511,228,325784,1,760,60,slowBody
52,511,222,40,2,216,164,slowBody
40,511,227,300377,2,844,372,slowBody
52,511,223,274,2,216,164,slowBody
52,394,162,188,2,216,164,slowBody
52,511,219,330,2,216,164,slowBody
40,467,143,19209,1,412,320,slowBody
52,511,236,325608,2,604,60,slowBody
40,511,157,21759,1,412,320,slowBody
40,511,149,501134,1,472,320,slowBody
40,246,66,34290,1,412,424,slowBody
40,246,66,16804,1,412,372,slowBody
40,511,160,8164,1,412,320,slowBody
40,511,157,30873,1,412,424,slowBody
52,394,163,84,2,216,164,slowBody
40,511,158,28983,1,412,372,slowBody
40,511,158,28594,1,412,372,slowBody
40,511,158,31086,1,412,424,slowBody
52,511,223,67,2,216,164,slowBody
52,394,195,152,3,164,112,slowBody
52,511,262,342,3,164,112,slowBody
40,352,158,278610,9,464,320,slowBody
52,394,195,163,3,164,112,slowBody
40,511,157,498653,2,412,372,slowBody
52,511,224,261,2,216,164,slowBody
52,511,224,330,2,216,164,slowBody
52,394,162,499,2,216,164,slowBody
52,511,224,171,2,216,164,slowBody
40,511,157,499492,2,412,372,slowBody
40,246,86,155526,2,748,424,slowBody
40,467,142,36754,1,412,372,slowBody
40,467,134,31612,1,472,372,slowBody
52,387,85,313649,2,632,112,slowBody
40,511,149,34058,1,472,424,slowBody
52,394,195,342,3,164,112,slowBody
52,511,236,326307,2,604,60,slowBody
52,511,222,243,2,216,164,slowBody
40,246,66,5110,1,412,372,slowBody
40,467,142,8871,1,412,320,slowBody
40,246,66,19213,1,412,320,slowBody
40,246,66,20317,1,412,372,slowBody
52,511,223,322,2,216,164,slowBody
52,387,87,313360,2,632,112,slowBody
52,394,195,248,3,164,112,slowBody
40,248,99,293314,2,740,320,slowBody
40,511,159,11232,1,412,372,slowBody
40,511,157,26510,1,412,372,slowBody
40,467,209,310298,2,620,320,slowBody
40,511,159,12420,1,412,320,slowBody
52,387,89,314533,2,632,112,slowBody
52,511,224,106,2,216,164,slowBody
52,394,195,277,3,164,112,slowBody
40,511,159,22925,1,412,320,slowBody
40,246,66,32893,1,412,424,slowBody
40,246,66,2389,1,412,320,slowBody
52,394,195,93,3,164,112,slowBody
52,511,262,183,3,164,112,slowBody
52,511,221,224,2,216,164,slowBody
52,394,195,151,3,164,112,slowBody
52,394,164,324887,7,372,60,slowBody
40,511,157,28036,1,412,372,slowBody
40,246,66,22448,1,412,372,slowBody
40,246,66,22148,1,412,372,slowBody
52,394,163,2236,2,216,164,slowBody
40,467,144,2090,1,412,320,slowBody
52,394,195,134,3,164,112,slowBody
40,511,158,21028,1,412,320,slowBody
52,394,195,418,3,164,112,slowBody
52,511,262,302,3,164,112,slowBody
40,511,159,13602,1,412,372,slowBody
52,511,262,274,3,164,112,slowBody
60,60,0,13,2,88,0,slowBody
40,246,67,30170,1,412,424,slowBody
67,67,0,0,2,48,0,slowBody
52,511,223,241,2,216,164,slowBody
52,394,195,216,3,164,112,slowBody
40,246,67,30393,1,412,424,slowBody
40,246,66,18420,1,412,372,slowBody
52,511,262,490,3,164,112,slowBody
40,511,158,14950,1,412,320,slowBody
40,511,159,34321,1,412,372,slowBody
52,394,195,45,3,164,112,slowBody
52,387,145,326054,1,692,60,slowBody
52,387,90,313611,2,632,112,slowBody
52,511,222,274,2,216,164,slowBody
52,394,163,159,2,216,164,slowBody
