% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack udpFlood:	372
% isAttack slowBody:	571
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R1-2,4-5,8-9,11,14,16-19,21-22,24,27'

@attribute duration numeric
@attribute protocol_type {tcp,icmp,udp}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute srv_serror_rate numeric
@attribute same_srv_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute dst_host_srv_serror_rate numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
4,tcp,446,755,523,523,0,1,0,100,100,1,0,0,0,httpFlood
0,tcp,66,0,116,63,0,0.09,0.83,45,28,0.24,0,0.61,0,httpFlood
0,tcp,377,755,430,270,0.47,0.29,0.53,100,100,1,0,0,1,httpFlood
0,tcp,380,755,135,135,1,1,0,100,100,1,0,0,1,httpFlood
1,tcp,374,755,157,157,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,165,165,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,60,0,140,140,0,1,0,14,14,1,0.93,0,0,httpFlood
0,tcp,374,755,121,121,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,66,0,181,181,0,1,0,99,99,1,0,0,0,httpFlood
0,tcp,377,755,547,387,0.63,0.44,0.37,100,100,1,0,0,1,httpFlood
6,tcp,446,755,420,420,0,1,0,100,100,1,0,0,0,httpFlood
0,tcp,60,0,20,20,0,1,0,20,20,1,0.95,0,0,httpFlood
0,tcp,374,755,130,130,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,66,0,232,232,0,1,0,98,98,1,0,0,0,httpFlood
0,tcp,374,755,134,134,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,155,155,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,60,0,170,170,0,1,0,33,33,1,0.97,0,0,httpFlood
0,tcp,66,0,205,205,0,1,0,98,98,1,0,0,0,httpFlood
1,tcp,374,755,177,177,1,1,0,100,100,1,0,0,1,httpFlood
4,tcp,446,755,510,510,0,1,0,100,100,1,0,0,0,httpFlood
0,tcp,377,755,643,483,0.7,0.53,0.3,100,100,1,0,0,1,httpFlood
0,tcp,60,0,63,101,0,1,0.38,11,30,1,0.35,0.63,0,httpFlood
1,tcp,374,755,144,144,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,11,11,1,1,0,98,98,1,0,0,1,httpFlood
0,tcp,374,755,123,123,0.19,1,0,82,82,1,0,0,0.28,httpFlood
0,tcp,377,755,540,380,0.62,0.44,0.38,100,100,1,0,0,1,httpFlood
4,tcp,446,755,588,588,0,1,0,100,100,1,0,0,0,httpFlood
0,tcp,374,755,140,140,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,377,755,345,185,0.22,0.12,0.78,80,61,0.51,0,0.33,0.67,httpFlood
0,tcp,374,755,103,103,1,1,0,100,100,1,0,0,1,httpFlood
2,tcp,446,755,706,706,0,1,0,100,100,1,0,0,0,httpFlood
0,tcp,374,755,301,301,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,97,97,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,60,0,138,176,0,1,0.22,33,33,1,0.97,0,0,httpFlood
0,tcp,66,0,47,47,0,1,0,94,94,1,0.01,0,0,httpFlood
0,tcp,377,755,539,379,0.62,0.44,0.38,100,100,1,0,0,1,httpFlood
2,tcp,446,755,707,707,0,1,0,100,100,1,0,0,0,httpFlood
0,tcp,60,0,113,151,0,1,0.25,33,33,1,0.97,0,0,httpFlood
0,tcp,60,0,168,168,0,1,0,33,33,1,0.97,0,0,httpFlood
0,tcp,377,755,989,829,0.83,0.69,0.17,100,100,1,0,0,1,httpFlood
4,tcp,446,755,515,515,0,1,0,100,100,1,0,0,0,httpFlood
0,tcp,374,755,140,140,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,137,137,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,377,755,963,803,0.82,0.68,0.18,100,100,1,0,0,1,httpFlood
0,tcp,245,140,1035,876,0.84,0.71,0.16,100,100,1,0,0,1,httpFlood
0,tcp,374,755,114,114,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,60,0,129,167,0,1,0.23,33,33,1,0.97,0,0,httpFlood
0,tcp,377,755,703,543,0.73,0.57,0.27,100,100,1,0,0,1,httpFlood
0,tcp,66,0,168,168,0,1,0,100,100,1,0,0,0,httpFlood
1,tcp,374,755,154,154,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,60,0,136,174,0,1,0.22,33,33,1,0.97,0,0,httpFlood
0,tcp,374,755,170,170,1,1,0,100,100,1,0,0,1,httpFlood
6,tcp,446,755,427,427,0,1,0,100,100,1,0,0,0,httpFlood
0,tcp,66,0,126,126,0,1,0,100,100,1,0,0,0,httpFlood
0,tcp,60,0,92,130,0,1,0.29,35,35,1,0.97,0,0,httpFlood
0,tcp,374,755,24,24,1,1,0,24,24,1,0,0,1,httpFlood
1,tcp,374,755,160,160,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,377,755,626,466,0.69,0.51,0.31,100,100,1,0,0,1,httpFlood
1,tcp,377,755,749,589,0.76,0.59,0.24,100,100,1,0,0,1,httpFlood
0,tcp,374,755,67,67,1,1,0,67,67,1,0,0,1,httpFlood
0,tcp,374,755,156,156,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,380,755,143,143,1,1,0,100,100,1,0,0,1,httpFlood
2,tcp,446,755,674,674,0,1,0,100,100,1,0,0,0,httpFlood
1,tcp,377,755,602,442,0.67,0.5,0.33,100,100,1,0,0,1,httpFlood
0,tcp,60,0,15,15,0,1,0,15,15,1,0.94,0,0,httpFlood
1,tcp,374,755,164,164,0.39,1,0,100,100,1,0,0,0.64,httpFlood
0,tcp,60,0,62,100,0,1,0.38,10,31,1,0.31,0.68,0,httpFlood
1,tcp,464,1370,107,107,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,377,755,342,182,0.21,0.11,0.79,79,59,0.48,0,0.36,0.64,httpFlood
0,tcp,242,140,178,178,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,377,755,776,616,0.77,0.61,0.23,99,99,1,0,0,1,httpFlood
0,tcp,377,755,815,655,0.78,0.63,0.22,99,99,1,0,0,1,httpFlood
1,tcp,374,755,147,147,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,139,139,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,345,345,1,1,0,100,100,1,0,0,1,httpFlood
4,tcp,446,755,557,557,0,1,0,100,100,1,0,0,0,httpFlood
0,tcp,374,755,174,174,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,377,755,689,529,0.73,0.56,0.27,100,100,1,0,0,1,httpFlood
0,tcp,377,755,732,572,0.75,0.58,0.25,100,100,1,0,0,1,httpFlood
2,tcp,446,755,713,713,0,1,0,100,100,1,0,0,0,httpFlood
1,tcp,374,755,196,196,0.49,1,0,100,100,1,0,0,0.96,httpFlood
0,tcp,380,755,989,989,0.14,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,98,98,1,1,0,98,98,1,0,0,1,httpFlood
0,tcp,374,755,57,57,1,1,0,57,57,1,0,0,1,httpFlood
0,tcp,377,755,700,540,0.73,0.57,0.27,100,100,1,0,0,1,httpFlood
0,tcp,66,0,63,63,0,1,0,42,42,1,0,0,0,httpFlood
0,tcp,374,755,139,139,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,380,755,861,861,0.01,1,0,100,100,1,0,0,0.09,httpFlood
0,tcp,374,755,155,155,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,60,0,172,172,0,1,0,33,33,1,0.97,0,0,httpFlood
0,tcp,380,755,165,165,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,155,155,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,255,255,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,64,64,1,1,0,64,64,1,0,0,1,httpFlood
0,tcp,66,0,7,7,0,1,0,7,7,1,0,0,0,httpFlood
0,tcp,374,755,137,137,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,92,92,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,446,755,847,847,0,1,0,100,100,1,0,0,0,httpFlood
0,tcp,60,0,61,99,0,1,0.38,9,32,1,0.27,0.72,0,httpFlood
0,tcp,66,0,20,20,0,1,0,20,20,1,0,0,0,httpFlood
0,tcp,374,755,145,145,0.94,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,137,137,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,46,46,1,1,0,46,46,1,0,0,1,httpFlood
0,tcp,374,755,394,394,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,130,130,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,127,127,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,151,151,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,377,755,785,625,0.77,0.61,0.23,99,99,1,0,0,1,httpFlood
1,tcp,374,755,151,151,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,15,15,1,1,0,98,98,1,0,0,1,httpFlood
0,tcp,60,0,124,124,0,1,0,33,33,1,0.97,0,0,httpFlood
0,tcp,60,0,165,165,0,1,0,33,33,1,0.97,0,0,httpFlood
0,tcp,374,755,120,120,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,380,755,143,143,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,147,147,1,1,0,100,100,1,0,0,1,httpFlood
1,tcp,377,755,593,433,0.67,0.49,0.33,100,100,1,0,0,1,httpFlood
0,tcp,248,140,176,176,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,377,755,882,722,0.8,0.66,0.2,100,100,1,0,0,1,httpFlood
0,tcp,374,755,76,76,1,1,0,76,76,1,0,0,1,httpFlood
0,tcp,60,0,164,164,0,1,0,33,33,1,0.97,0,0,httpFlood
4,tcp,446,755,582,582,0,1,0,100,100,1,0,0,0,httpFlood
1,tcp,374,755,145,145,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,151,151,1,1,0,100,100,1,0,0,1,httpFlood
4,tcp,446,755,526,526,0,1,0,100,100,1,0,0,0,httpFlood
0,tcp,60,0,179,179,0,1,0,33,33,1,0.97,0,0,httpFlood
0,tcp,66,0,165,165,0,1,0,100,100,1,0,0,0,httpFlood
1,tcp,380,755,780,780,0.26,1,0,100,100,1,0,0,1,httpFlood
1,tcp,374,755,179,179,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,380,755,952,952,0.11,1,0,100,100,1,0,0,0.99,httpFlood
0,tcp,374,755,154,154,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,110,110,0.09,1,0,74,74,1,0,0,0.14,httpFlood
1,tcp,374,755,150,150,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,66,0,115,115,0,1,0,100,100,1,0,0,0,httpFlood
1,tcp,374,755,150,150,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,291,291,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,60,0,179,179,0,1,0,33,33,1,0.97,0,0,httpFlood
0,tcp,380,755,962,962,0.11,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,53,53,1,1,0,98,98,1,0,0,1,httpFlood
0,tcp,377,755,909,749,0.81,0.67,0.19,100,100,1,0,0,1,httpFlood
0,tcp,60,0,177,177,0,1,0,33,33,1,0.97,0,0,httpFlood
0,tcp,377,755,1018,858,0.83,0.7,0.17,100,100,1,0,0,1,httpFlood
6,tcp,446,755,392,392,0,1,0,100,100,1,0,0,0,httpFlood
0,tcp,60,0,180,180,0,1,0,33,33,1,0.97,0,0,httpFlood
1,tcp,374,755,147,147,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,66,0,76,76,0,1,0,94,94,1,0,0,0,httpFlood
0,tcp,446,755,822,822,0,1,0,100,100,1,0,0,0,httpFlood
1,tcp,377,755,889,729,0.8,0.66,0.2,100,100,1,0,0,1,httpFlood
0,tcp,60,0,136,174,0,1,0.22,33,33,1,0.97,0,0,httpFlood
0,tcp,66,0,95,95,0,1,0,65,65,1,0.02,0,0,httpFlood
0,tcp,377,755,554,394,0.63,0.45,0.37,100,100,1,0,0,1,httpFlood
0,tcp,377,755,939,779,0.82,0.68,0.18,100,100,1,0,0,1,httpFlood
0,tcp,374,755,148,148,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,60,0,67,105,0,1,0.36,13,30,1,0.42,0.57,0,httpFlood
0,tcp,374,755,148,148,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,60,0,180,180,0,1,0,33,33,1,0.97,0,0,httpFlood
0,tcp,66,0,177,177,0,1,0,99,99,1,0,0,0,httpFlood
0,tcp,60,0,177,177,0,1,0,33,33,1,0.97,0,0,httpFlood
0,tcp,374,755,138,138,0.28,1,0,94,94,1,0,0,0.4,httpFlood
0,tcp,377,755,483,323,0.55,0.37,0.45,100,100,1,0,0,1,httpFlood
0,tcp,66,0,209,209,0,1,0,98,98,1,0,0,0,httpFlood
0,tcp,60,0,136,136,0,1,0,21,21,1,0.95,0,0,httpFlood
1,tcp,380,755,728,728,0.2,1,0,100,100,1,0,0,1,httpFlood
2,tcp,446,755,658,658,0,1,0,100,100,1,0,0,0,httpFlood
0,tcp,374,755,160,160,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,380,755,150,150,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,374,755,129,129,1,1,0,100,100,1,0,0,1,httpFlood
0,tcp,60,0,136,174,0,1,0.22,33,33,1,0.97,0,0,httpFlood
0,tcp,66,0,255,255,0,1,0,98,98,1,0,0,0,httpFlood
0,tcp,377,755,877,717,0.8,0.65,0.2,100,100,1,0,0,1,httpFlood
31,tcp,1529,140,82,82,1,1,0,94,94,1,0,0,0.87,slowBody
1,tcp,148,0,389,389,1,1,0,100,100,1,0,0,1,slowBody
7,tcp,296,0,448,448,1,1,0,100,100,1,0,0,1,slowBody
15,tcp,370,0,346,345,0.41,1,0,100,100,1,0,0,1,slowBody
0,tcp,105,0,191,191,0,1,0,50,50,1,0,0,0,slowBody
8,tcp,148,0,179,178,1,0.99,0,100,100,1,0,0,1,slowBody
0,tcp,60,0,392,392,0,1,0,84,84,1,0.01,0,0,slowBody
7,tcp,296,0,201,201,1,1,0,100,100,1,0,0,1,slowBody
7,tcp,296,0,213,213,1,1,0,100,100,1,0,0,1,slowBody
0,tcp,60,0,1107,1107,0,1,0,59,59,1,0,0,0,slowBody
0,tcp,74,0,398,397,0.99,1,0,100,100,1,0,0,1,slowBody
15,tcp,370,0,374,374,1,1,0,100,100,1,0,0,1,slowBody
15,tcp,370,0,396,396,0.9,1,0,100,100,1,0,0,0.98,slowBody
0,tcp,60,0,955,955,0,1,0,45,45,1,0.02,0,0,slowBody
15,tcp,370,0,120,120,0.99,1,0,100,100,1,0,0,1,slowBody
7,tcp,296,0,667,667,1,1,0,100,100,1,0,0,1,slowBody
0,tcp,91,0,46,46,0,1,0,54,54,1,0,0,0,slowBody
15,tcp,370,0,619,619,0.59,1,0,100,100,1,0,0,1,slowBody
0,tcp,107,0,167,167,0,1,0,50,50,1,0,0,0,slowBody
0,tcp,120,0,183,183,0,1,0,50,50,1,0,0,0,slowBody
0,tcp,60,0,1035,1035,0,1,0,52,52,1,0.02,0,0,slowBody
0,tcp,60,0,744,744,0,1,0,45,45,1,0,0,0,slowBody
30,tcp,1131,958,39,39,0,1,0,54,54,1,0,0,0,slowBody
7,tcp,296,0,73,73,1,1,0,100,100,1,0,0,1,slowBody
0,tcp,60,0,857,857,0,1,0,47,47,1,0,0,0,slowBody
15,tcp,370,0,207,207,0.02,1,0,100,100,1,0,0,0.04,slowBody
15,tcp,370,0,473,473,1,1,0,100,100,1,0,0,1,slowBody
15,tcp,370,0,263,263,0.22,1,0,100,100,1,0,0,0.58,slowBody
0,tcp,60,0,730,730,0,1,0,45,45,1,0.02,0,0,slowBody
0,tcp,110,0,260,260,0,1,0,50,50,1,0,0,0,slowBody
15,tcp,370,0,481,480,0.48,1,0,100,100,1,0,0,0.77,slowBody
10,tcp,652,206,157,156,0.99,0.99,0,100,100,1,0,0,1,slowBody
15,tcp,370,0,461,461,1,1,0,100,100,1,0,0,1,slowBody
15,tcp,370,0,345,345,0.89,1,0,100,100,1,0,0,0.98,slowBody
7,tcp,296,0,66,66,1,1,0,100,100,1,0,0,1,slowBody
3,tcp,222,0,575,575,1,1,0,100,100,1,0,0,1,slowBody
7,tcp,296,0,750,750,0.63,1,0,100,100,1,0,0,1,slowBody
0,tcp,143,0,167,167,0,1,0,100,100,1,0,0,0,slowBody
1,tcp,148,0,302,302,1,1,0,100,100,1,0,0,1,slowBody
15,tcp,370,0,590,590,0.86,1,0,100,100,1,0,0,0.68,slowBody
15,tcp,370,0,196,196,0.81,1,0,100,100,1,0,0,0.65,slowBody
30,tcp,1090,1024,185,185,0,1,0,100,100,1,0,0,0,slowBody
7,tcp,296,0,218,218,1,1,0,100,100,1,0,0,1,slowBody
0,tcp,66,0,442,442,0,1,0,80,80,1,0,0,0,slowBody
1,tcp,148,0,267,267,1,1,0,100,100,1,0,0,1,slowBody
7,tcp,296,0,689,689,1,1,0,100,100,1,0,0,1,slowBody
1,tcp,622,140,195,195,1,1,0,100,100,1,0,0,1,slowBody
7,tcp,296,0,755,755,1,1,0,100,100,1,0,0,1,slowBody
15,tcp,370,0,231,231,0.84,1,0,100,100,1,0,0,0.65,slowBody
15,tcp,370,0,308,308,1,1,0,100,100,1,0,0,1,slowBody
0,tcp,60,0,1012,1012,0,1,0,49,49,1,0.02,0,0,slowBody
9,tcp,813,206,204,204,1,1,0,100,100,1,0,0,1,slowBody
0,tcp,60,0,729,729,0,1,0,46,46,1,0,0,0,slowBody
0,tcp,101,0,244,244,0,1,0,50,50,1,0,0,0,slowBody
7,tcp,296,0,656,656,1,1,0,100,100,1,0,0,1,slowBody
31,tcp,1418,140,155,155,1,1,0,100,100,1,0,0,1,slowBody
0,tcp,60,0,763,763,0,1,0,23,23,1,0,0,0,slowBody
31,tcp,1559,140,145,145,1,1,0,100,100,1,0,0,1,slowBody
15,tcp,370,0,499,499,0.49,1,0,100,100,1,0,0,0.93,slowBody
0,tcp,66,0,338,338,0,1,0,76,76,1,0,0,0,slowBody
0,tcp,66,0,599,599,0,1,0,89,89,1,0,0,0,slowBody
7,tcp,296,0,296,296,1,1,0,100,100,1,0,0,1,slowBody
0,tcp,106,0,57,57,0,1,0,50,50,1,0,0,0,slowBody
0,tcp,74,0,197,196,0.99,0.99,0,100,100,1,0,0,1,slowBody
0,tcp,60,0,685,685,0,1,0,49,49,1,0.02,0,0,slowBody
15,tcp,370,0,248,248,0.17,1,0,100,100,1,0,0,0.43,slowBody
15,tcp,370,0,265,265,1,1,0,100,100,1,0,0,1,slowBody
0,tcp,548,140,648,647,0.99,1,0,100,100,1,0,0,1,slowBody
0,tcp,101,0,170,170,0,1,0,50,50,1,0,0,0,slowBody
28,tcp,4726,74,608,608,0.86,1,0,100,100,1,0,0,0.86,slowBody
0,tcp,73,0,132,132,0,1,0,50,50,1,0,0,0,slowBody
15,tcp,370,0,224,223,0.1,1,0,100,100,1,0,0,0.22,slowBody
0,tcp,100,0,156,156,0,1,0,50,50,1,0,0,0,slowBody
31,tcp,1517,140,217,217,1,1,0,100,100,1,0,0,1,slowBody
15,tcp,370,0,609,609,0.59,1,0,100,100,1,0,0,1,slowBody
0,tcp,60,0,1115,1115,0,1,0,59,59,1,0,0,0,slowBody
15,tcp,370,0,525,525,0.52,1,0,100,100,1,0,0,0.97,slowBody
8,tcp,645,206,499,499,1,1,0,100,100,1,0,0,1,slowBody
15,tcp,370,0,678,678,0.63,1,0,100,100,1,0,0,1,slowBody
7,tcp,296,0,608,608,1,1,0,100,100,1,0,0,1,slowBody
7,tcp,296,0,136,136,1,1,0,100,100,1,0,0,1,slowBody
0,tcp,122,0,269,269,0,1,0,50,50,1,0,0,0,slowBody
0,tcp,60,0,689,689,0,1,0,55,55,1,0,0,0,slowBody
0,tcp,60,0,884,884,0,1,0,48,48,1,0,0,0,slowBody
7,tcp,296,0,670,670,1,1,0,100,100,1,0,0,1,slowBody
15,tcp,370,0,600,599,0.58,1,0,100,100,1,0,0,1,slowBody
15,tcp,370,0,285,285,0.28,1,0,100,100,1,0,0,0.8,slowBody
0,tcp,95,0,268,268,0,1,0,50,50,1,0,0,0,slowBody
8,tcp,148,0,129,128,1,0.99,0,100,100,1,0,0,1,slowBody
0,tcp,60,0,316,316,0,1,0,66,66,1,0.01,0,0,slowBody
7,tcp,296,0,473,473,1,1,0,100,100,1,0,0,1,slowBody
1,tcp,148,0,126,126,1,1,0,100,100,1,0,0,1,slowBody
1,tcp,148,0,500,500,1,1,0,100,100,1,0,0,1,slowBody
0,tcp,60,0,825,825,0,1,0,46,46,1,0.02,0,0,slowBody
8,tcp,148,0,158,157,1,0.99,0,100,100,1,0,0,1,slowBody
31,tcp,1460,140,169,169,1,1,0,100,100,1,0,0,1,slowBody
0,tcp,60,0,1011,1011,0,1,0,52,52,1,0,0,0,slowBody
0,tcp,60,0,1020,1020,0,1,0,54,54,1,0.02,0,0,slowBody
7,tcp,296,0,985,985,0.72,1,0,100,100,1,0,0,1,slowBody
30,tcp,1143,958,182,182,0,1,0,100,100,1,0,0,0,slowBody
15,tcp,370,0,358,357,0.43,1,0,100,100,1,0,0,1,slowBody
7,tcp,296,0,328,328,1,1,0,100,100,1,0,0,1,slowBody
0,tcp,60,0,1016,1016,0,1,0,49,49,1,0.02,0,0,slowBody
15,tcp,370,0,432,431,0.42,1,0,100,100,1,0,0,0.55,slowBody
0,tcp,96,0,40,40,0,1,0,54,54,1,0,0,0,slowBody
10,tcp,646,206,125,124,0.99,0.99,0,100,100,1,0,0,1,slowBody
7,tcp,296,0,238,238,1,1,0,100,100,1,0,0,1,slowBody
7,tcp,296,0,958,958,0.71,1,0,100,100,1,0,0,1,slowBody
7,tcp,296,0,808,808,0.66,1,0,100,100,1,0,0,1,slowBody
0,tcp,129,0,72,72,0,1,0,50,50,1,0,0,0,slowBody
10,tcp,777,206,89,88,0.86,0.99,0,86,85,0.99,0,0,0.89,slowBody
15,tcp,370,0,478,478,1,1,0,100,100,1,0,0,1,slowBody
7,tcp,296,0,737,737,1,1,0,100,100,1,0,0,1,slowBody
30,tcp,904,953,48,47,0,0.98,0,80,79,0.99,0,0,0,slowBody
0,tcp,97,0,198,198,0,1,0,50,50,1,0,0,0,slowBody
7,tcp,296,0,717,717,0.62,1,0,100,100,1,0,0,1,slowBody
0,tcp,60,0,897,897,0,1,0,24,24,1,0.04,0,0,slowBody
7,tcp,296,0,195,195,1,1,0,100,100,1,0,0,1,slowBody
1,tcp,148,0,658,658,1,1,0,100,100,1,0,0,1,slowBody
0,tcp,60,0,981,981,0,1,0,48,48,1,0,0,0,slowBody
15,tcp,370,0,203,203,0.82,1,0,100,100,1,0,0,0.65,slowBody
8,tcp,148,0,196,195,1,0.99,0,100,100,1,0,0,1,slowBody
7,tcp,296,0,781,781,1,1,0,100,100,1,0,0,1,slowBody
0,tcp,91,0,28,28,0,1,0,60,60,1,0,0,0,slowBody
29,tcp,5004,760,644,644,0.87,1,0,100,100,1,0,0,0.99,slowBody
7,tcp,296,0,472,472,1,1,0,100,100,1,0,0,1,slowBody
15,tcp,370,0,576,576,1,1,0,100,100,1,0,0,1,slowBody
0,tcp,66,0,528,528,0,1,0,85,85,1,0,0,0,slowBody
7,tcp,296,0,426,426,0.36,1,0,100,100,1,0,0,1,slowBody
8,tcp,148,0,331,330,1,1,0,100,100,1,0,0,0.99,slowBody
0,tcp,107,0,257,257,0,1,0,50,50,1,0,0,0,slowBody
0,tcp,74,0,154,153,0.99,0.99,0,100,100,1,0,0,1,slowBody
10,tcp,3512,74,668,668,1,1,0,100,100,1,0,0,1,slowBody
30,tcp,1109,958,46,46,0,1,0,71,71,1,0,0,0,slowBody
0,tcp,60,0,665,665,0,1,0,63,63,1,0,0,0,slowBody
30,tcp,1069,958,48,48,0,1,0,79,79,1,0,0,0,slowBody
31,tcp,3945,74,226,226,1,1,0,100,100,1,0,0,1,slowBody
0,tcp,74,0,263,262,0.98,1,0,100,100,1,0,0,0.98,slowBody
15,tcp,370,0,575,575,0.86,1,0,100,100,1,0,0,0.56,slowBody
0,tcp,91,0,19,19,0,1,0,53,53,1,0,0,0,slowBody
28,tcp,1143,1024,720,720,0.62,1,0,100,100,1,0,0,0.81,slowBody
0,tcp,60,0,1031,1031,0,1,0,49,49,1,0.02,0,0,slowBody
10,tcp,665,206,45,44,0.98,0.98,0,75,74,0.99,0,0,0.58,slowBody
0,tcp,60,0,1104,1104,0,1,0,56,56,1,0,0,0,slowBody
8,tcp,148,0,155,154,1,0.99,0,100,100,1,0,0,1,slowBody
3,tcp,222,0,661,661,1,1,0,100,100,1,0,0,1,slowBody
7,tcp,296,0,257,257,1,1,0,100,100,1,0,0,1,slowBody
10,tcp,786,206,188,187,0.94,0.99,0,100,100,1,0,0,1,slowBody
10,tcp,652,206,52,51,0.98,0.98,0,75,74,0.99,0,0,0.68,slowBody
30,tcp,1132,1024,171,171,0,1,0,100,100,1,0,0,0,slowBody
15,tcp,370,0,312,311,0.34,1,0,100,100,1,0,0,0.98,slowBody
0,tcp,60,0,674,674,0,1,0,47,47,1,0,0,0,slowBody
0,tcp,74,0,424,423,0.99,1,0,100,100,1,0,0,1,slowBody
15,tcp,370,0,134,134,0.99,1,0,100,100,1,0,0,1,slowBody
0,tcp,548,140,536,535,0.99,1,0,89,89,1,0,0,0.99,slowBody
15,tcp,370,0,498,498,0.49,1,0,100,100,1,0,0,0.92,slowBody
7,tcp,296,0,100,100,1,1,0,100,100,1,0,0,1,slowBody
0,tcp,60,0,1025,1025,0,1,0,49,49,1,0,0,0,slowBody
0,tcp,60,0,519,519,0,1,0,69,69,1,0,0,0,slowBody
15,tcp,370,0,117,117,0.99,1,0,100,100,1,0,0,1,slowBody
15,tcp,370,0,597,597,0.58,1,0,100,100,1,0,0,1,slowBody
15,tcp,370,0,205,204,0,1,0,100,100,1,0,0,0.01,slowBody
7,tcp,296,0,362,362,1,1,0,100,100,1,0,0,1,slowBody
10,tcp,780,206,158,157,0.92,0.99,0,100,100,1,0,0,1,slowBody
7,tcp,296,0,316,316,1,1,0,100,100,1,0,0,1,slowBody
7,tcp,296,0,790,790,0.65,1,0,100,100,1,0,0,1,slowBody
0,tcp,66,0,489,489,0,1,0,86,86,1,0,0,0,slowBody
0,tcp,66,0,568,568,0,1,0,79,79,1,0,0,0,slowBody
7,tcp,296,0,217,217,1,1,0,100,100,1,0,0,1,slowBody
0,tcp,74,0,319,318,0.99,1,0,100,100,1,0,0,0.98,slowBody
15,tcp,370,0,45,45,1,1,0,100,100,1,0,0,1,slowBody
15,tcp,370,0,537,536,0.53,1,0,99,99,1,0,0,0.97,slowBody
1,tcp,148,0,468,468,1,1,0,100,100,1,0,0,1,slowBody
