% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack udpFlood:	372
% isAttack slowBody:	571
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R1-2,4-5,8-9,11,14,16-19,21-22,24,27'

@attribute duration numeric
@attribute protocol_type {tcp,icmp,udp}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute srv_serror_rate numeric
@attribute same_srv_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute dst_host_srv_serror_rate numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
0,tcp,78,0,9849,9849,0,1,0,74,74,1,0,0,0,tcpFlood
0,tcp,78,0,18105,18105,0,1,0,73,73,1,0.03,0,0,tcpFlood
0,tcp,306,0,4671,4671,0,1,0,56,56,1,0,0,0,tcpFlood
0,tcp,78,0,5254,5254,0,1,0,72,72,1,0.04,0,0,tcpFlood
0,tcp,78,0,17184,17184,0,1,0,75,75,1,0.04,0,0,tcpFlood
0,tcp,78,0,10008,10008,0,1,0,72,72,1,0.01,0,0,tcpFlood
0,tcp,78,0,10772,10772,0,1,0,68,68,1,0.03,0,0,tcpFlood
0,tcp,78,0,6564,6564,0,1,0,65,65,1,0.02,0,0,tcpFlood
0,tcp,78,0,26867,26867,0,1,0,67,67,1,0,0,0,tcpFlood
0,tcp,78,0,24465,24465,0,1,0,64,64,1,0.03,0,0,tcpFlood
0,tcp,78,0,7204,7204,0,1,0,77,77,1,0,0,0,tcpFlood
0,tcp,78,0,23019,23019,0,1,0,66,66,1,0,0,0,tcpFlood
0,tcp,78,0,5183,5183,0,1,0,67,67,1,0.03,0,0,tcpFlood
0,tcp,78,0,6234,6234,0,1,0,67,67,1,0.03,0,0,tcpFlood
0,tcp,78,0,15388,15388,0,1,0,76,76,1,0.04,0,0,tcpFlood
0,tcp,78,0,8622,8622,0,1,0,69,69,1,0,0,0,tcpFlood
0,tcp,78,0,9543,9543,0,1,0,76,76,1,0.01,0,0,tcpFlood
0,tcp,78,0,4773,4773,0,1,0,67,67,1,0.04,0,0,tcpFlood
0,tcp,78,0,26888,26888,0,1,0,64,64,1,0.02,0,0,tcpFlood
0,tcp,78,0,6470,6470,0,1,0,64,64,1,0.02,0,0,tcpFlood
0,tcp,78,0,5288,5288,0,1,0,68,68,1,0.03,0,0,tcpFlood
0,tcp,78,0,6573,6573,0,1,0,71,71,1,0,0,0,tcpFlood
0,tcp,78,0,11760,11760,0,1,0,67,67,1,0.06,0,0,tcpFlood
0,tcp,78,0,25650,25650,0,1,0,70,70,1,0.03,0,0,tcpFlood
0,tcp,78,0,5599,5599,0,1,0,69,69,1,0.01,0,0,tcpFlood
0,tcp,78,0,9977,9977,0,1,0,66,66,1,0,0,0,tcpFlood
0,tcp,78,0,16612,16612,0,1,0,76,76,1,0.04,0,0,tcpFlood
0,tcp,78,0,10516,10516,0,1,0,67,67,1,0,0,0,tcpFlood
0,tcp,78,0,8234,8234,0,1,0,73,73,1,0.01,0,0,tcpFlood
0,tcp,78,0,22149,22149,0,1,0,66,66,1,0.01,0,0,tcpFlood
0,tcp,78,0,1329,1329,0,1,0,63,63,1,0.03,0,0,tcpFlood
0,tcp,78,0,772,772,0,1,0,67,67,1,0.03,0,0,tcpFlood
0,tcp,78,0,8347,8347,0,1,0,69,69,1,0.01,0,0,tcpFlood
0,tcp,78,0,22598,22598,0,1,0,67,67,1,0.01,0,0,tcpFlood
0,tcp,78,0,3783,3783,0,1,0,68,68,1,0.03,0,0,tcpFlood
0,tcp,78,0,8583,8583,0,1,0,66,66,1,0,0,0,tcpFlood
0,tcp,78,0,20081,20081,0,1,0,62,62,1,0.02,0,0,tcpFlood
0,tcp,78,0,20719,20719,0,1,0,67,67,1,0.01,0,0,tcpFlood
0,tcp,78,0,7152,7152,0,1,0,71,71,1,0.01,0,0,tcpFlood
0,tcp,78,0,26863,26863,0,1,0,67,67,1,0.01,0,0,tcpFlood
0,tcp,78,0,11117,11117,0,1,0,72,72,1,0.03,0,0,tcpFlood
0,tcp,78,0,20626,20626,0,1,0,69,69,1,0.01,0,0,tcpFlood
0,tcp,78,0,12330,12330,0,1,0,69,69,1,0,0,0,tcpFlood
0,tcp,78,0,9862,9862,0,1,0,75,75,1,0.01,0,0,tcpFlood
0,tcp,78,0,9973,9973,0,1,0,67,67,1,0.03,0,0,tcpFlood
0,tcp,78,0,14529,14529,0,1,0,68,68,1,0.03,0,0,tcpFlood
0,tcp,78,0,14994,14994,0,1,0,64,64,1,0.02,0,0,tcpFlood
0,tcp,78,0,5679,5679,0,1,0,67,67,1,0.03,0,0,tcpFlood
0,tcp,78,0,27088,27088,0,1,0,72,72,1,0.01,0,0,tcpFlood
0,tcp,78,0,23586,23586,0,1,0,66,66,1,0.01,0,0,tcpFlood
0,tcp,78,0,20616,20616,0,1,0,70,70,1,0.03,0,0,tcpFlood
0,tcp,78,0,9957,9957,0,1,0,72,72,1,0,0,0,tcpFlood
0,tcp,78,0,15590,15590,0,1,0,76,76,1,0.04,0,0,tcpFlood
0,tcp,78,0,17173,17173,0,1,0,75,75,1,0.03,0,0,tcpFlood
0,tcp,78,0,12604,12604,0,1,0,67,67,1,0.01,0,0,tcpFlood
0,tcp,78,0,214,214,0,1,0,72,72,1,0.01,0,0,tcpFlood
0,tcp,78,0,10737,10737,0,1,0,64,64,1,0,0,0,tcpFlood
0,tcp,78,0,12622,12622,0,1,0,69,69,1,0.03,0,0,tcpFlood
0,tcp,78,0,10582,10582,0,1,0,57,57,1,0.02,0,0,tcpFlood
0,tcp,78,0,5151,5151,0,1,0,65,65,1,0.02,0,0,tcpFlood
0,tcp,78,0,23421,23421,0,1,0,65,65,1,0,0,0,tcpFlood
0,tcp,78,0,6997,6997,0,1,0,72,72,1,0.01,0,0,tcpFlood
0,tcp,78,0,27108,27108,0,1,0,62,62,1,0.03,0,0,tcpFlood
0,tcp,78,0,9988,9988,0,1,0,69,69,1,0,0,0,tcpFlood
0,tcp,78,0,20440,20440,0,1,0,66,66,1,0.01,0,0,tcpFlood
0,tcp,78,0,6602,6602,0,1,0,67,67,1,0,0,0,tcpFlood
0,tcp,78,0,17615,17615,0,1,0,72,72,1,0.04,0,0,tcpFlood
0,tcp,78,0,16347,16347,0,1,0,71,71,1,0.03,0,0,tcpFlood
0,tcp,78,0,9861,9861,0,1,0,75,75,1,0.03,0,0,tcpFlood
0,tcp,78,0,11390,11390,0,1,0,67,67,1,0.04,0,0,tcpFlood
0,tcp,78,0,9936,9936,0,1,0,76,76,1,0.01,0,0,tcpFlood
0,tcp,78,0,10610,10610,0,1,0,67,67,1,0.01,0,0,tcpFlood
0,tcp,78,0,7581,7581,0,1,0,72,72,1,0.03,0,0,tcpFlood
0,tcp,78,0,9897,9897,0,1,0,69,69,1,0.03,0,0,tcpFlood
0,tcp,78,0,19670,19670,0,1,0,70,70,1,0.01,0,0,tcpFlood
0,tcp,78,0,645,645,0,1,0,71,71,1,0,0,0,tcpFlood
0,tcp,78,0,6555,6555,0,1,0,69,69,1,0,0,0,tcpFlood
0,tcp,78,0,24711,24711,0,1,0,71,71,1,0.04,0,0,tcpFlood
0,tcp,78,0,8609,8609,0,1,0,65,65,1,0.03,0,0,tcpFlood
0,tcp,78,0,9905,9905,0,1,0,66,66,1,0.03,0,0,tcpFlood
0,tcp,78,0,20337,20337,0,1,0,78,78,1,0.01,0,0,tcpFlood
0,tcp,78,0,18558,18558,0,1,0,69,69,1,0.01,0,0,tcpFlood
0,tcp,78,0,1064,1064,0,1,0,65,65,1,0.03,0,0,tcpFlood
0,tcp,78,0,26695,26695,0,1,0,71,71,1,0.01,0,0,tcpFlood
0,tcp,78,0,23658,23658,0,1,0,69,69,1,0.03,0,0,tcpFlood
0,tcp,78,0,7335,7335,0,1,0,71,71,1,0.01,0,0,tcpFlood
0,tcp,78,0,11323,11323,0,1,0,67,67,1,0.01,0,0,tcpFlood
0,tcp,78,0,5594,5594,0,1,0,68,68,1,0.06,0,0,tcpFlood
0,tcp,78,0,11528,11528,0,1,0,66,66,1,0.01,0,0,tcpFlood
0,tcp,78,0,5699,5699,0,1,0,70,70,1,0.01,0,0,tcpFlood
0,tcp,78,0,6493,6493,0,1,0,68,68,1,0.01,0,0,tcpFlood
0,tcp,78,0,13012,13012,0,1,0,78,78,1,0.03,0,0,tcpFlood
0,tcp,78,0,10879,10879,0,1,0,70,70,1,0.01,0,0,tcpFlood
0,tcp,78,0,9798,9798,0,1,0,74,74,1,0.01,0,0,tcpFlood
0,tcp,78,0,1556,1556,0,1,0,70,70,1,0.03,0,0,tcpFlood
0,tcp,78,0,9563,9563,0,1,0,73,73,1,0,0,0,tcpFlood
0,tcp,78,0,4772,4772,0,1,0,65,65,1,0.02,0,0,tcpFlood
0,tcp,78,0,20621,20621,0,1,0,66,66,1,0,0,0,tcpFlood
0,tcp,78,0,23735,23735,0,1,0,66,66,1,0.03,0,0,tcpFlood
0,tcp,78,0,10618,10618,0,1,0,68,68,1,0.01,0,0,tcpFlood
0,tcp,78,0,23763,23763,0,1,0,72,72,1,0,0,0,tcpFlood
0,tcp,78,0,19743,19743,0,1,0,73,73,1,0.01,0,0,tcpFlood
0,tcp,78,0,11716,11716,0,1,0,69,69,1,0.03,0,0,tcpFlood
0,tcp,78,0,4380,4380,0,1,0,67,67,1,0.04,0,0,tcpFlood
0,tcp,78,0,8459,8459,0,1,0,68,68,1,0.01,0,0,tcpFlood
0,tcp,78,0,2766,2766,0,1,0,70,70,1,0.01,0,0,tcpFlood
0,tcp,78,0,5560,5560,0,1,0,62,62,1,0.05,0,0,tcpFlood
0,tcp,78,0,9868,9868,0,1,0,71,71,1,0.01,0,0,tcpFlood
0,tcp,78,0,22032,22032,0,1,0,65,65,1,0.02,0,0,tcpFlood
0,tcp,78,0,15539,15539,0,1,0,71,71,1,0.04,0,0,tcpFlood
0,tcp,78,0,21533,21533,0,1,0,77,77,1,0.01,0,0,tcpFlood
0,tcp,78,0,332,332,0,1,0,72,72,1,0.01,0,0,tcpFlood
0,tcp,78,0,9080,9080,0,1,0,71,71,1,0.03,0,0,tcpFlood
0,tcp,78,0,22071,22071,0,1,0,67,67,1,0,0,0,tcpFlood
0,tcp,78,0,18986,18986,0,1,0,70,70,1,0.03,0,0,tcpFlood
0,tcp,78,0,9034,9034,0,1,0,70,70,1,0.03,0,0,tcpFlood
0,tcp,78,0,25092,25092,0,1,0,74,74,1,0.04,0,0,tcpFlood
0,tcp,78,0,8487,8487,0,1,0,68,68,1,0.03,0,0,tcpFlood
0,tcp,78,0,25587,25587,0,1,0,69,69,1,0.01,0,0,tcpFlood
0,tcp,78,0,7655,7655,0,1,0,73,73,1,0.01,0,0,tcpFlood
0,tcp,78,0,8403,8403,0,1,0,63,63,1,0.06,0,0,tcpFlood
0,tcp,78,0,9637,9637,0,1,0,69,69,1,0,0,0,tcpFlood
0,tcp,78,0,24957,24957,0,1,0,68,68,1,0.04,0,0,tcpFlood
0,tcp,78,0,2412,2412,0,1,0,68,68,1,0.04,0,0,tcpFlood
0,tcp,78,0,7725,7725,0,1,0,72,72,1,0.01,0,0,tcpFlood
0,tcp,78,0,25261,25261,0,1,0,75,75,1,0.01,0,0,tcpFlood
0,tcp,78,0,15287,15287,0,1,0,67,67,1,0.03,0,0,tcpFlood
0,tcp,78,0,11661,11661,0,1,0,67,67,1,0.04,0,0,tcpFlood
0,tcp,78,0,23559,23559,0,1,0,70,70,1,0.01,0,0,tcpFlood
0,tcp,78,0,5584,5584,0,1,0,72,72,1,0.01,0,0,tcpFlood
0,tcp,78,0,9632,9632,0,1,0,70,70,1,0.04,0,0,tcpFlood
0,tcp,78,0,9914,9914,0,1,0,73,73,1,0.04,0,0,tcpFlood
0,tcp,78,0,6804,6804,0,1,0,67,67,1,0.03,0,0,tcpFlood
0,tcp,78,0,14166,14166,0,1,0,73,73,1,0,0,0,tcpFlood
0,tcp,78,0,9903,9903,0,1,0,66,66,1,0.03,0,0,tcpFlood
0,tcp,78,0,16662,16662,0,1,0,76,76,1,0.03,0,0,tcpFlood
0,tcp,78,0,11234,11234,0,1,0,75,75,1,0.03,0,0,tcpFlood
0,tcp,78,0,11931,11931,0,1,0,70,70,1,0,0,0,tcpFlood
0,tcp,78,0,4957,4957,0,1,0,70,70,1,0.03,0,0,tcpFlood
0,tcp,78,0,8553,8553,0,1,0,69,69,1,0,0,0,tcpFlood
0,tcp,78,0,16325,16325,0,1,0,71,71,1,0.03,0,0,tcpFlood
0,tcp,78,0,9998,9998,0,1,0,68,68,1,0.04,0,0,tcpFlood
0,tcp,78,0,7117,7117,0,1,0,65,65,1,0.02,0,0,tcpFlood
0,tcp,78,0,9859,9859,0,1,0,70,70,1,0.03,0,0,tcpFlood
0,tcp,78,0,22510,22510,0,1,0,67,67,1,0,0,0,tcpFlood
0,tcp,78,0,10456,10456,0,1,0,75,75,1,0,0,0,tcpFlood
0,tcp,78,0,6461,6461,0,1,0,67,67,1,0.01,0,0,tcpFlood
0,tcp,78,0,15450,15450,0,1,0,77,77,1,0.05,0,0,tcpFlood
0,tcp,78,0,26449,26449,0,1,0,73,73,1,0.03,0,0,tcpFlood
0,tcp,78,0,7965,7965,0,1,0,62,62,1,0.03,0,0,tcpFlood
0,tcp,78,0,9295,9295,0,1,0,68,68,1,0.01,0,0,tcpFlood
0,tcp,78,0,11836,11836,0,1,0,65,65,1,0,0,0,tcpFlood
0,tcp,78,0,22223,22223,0,1,0,66,66,1,0.01,0,0,tcpFlood
0,tcp,78,0,7947,7947,0,1,0,75,75,1,0,0,0,tcpFlood
0,tcp,78,0,11655,11655,0,1,0,67,67,1,0.01,0,0,tcpFlood
0,tcp,78,0,6689,6689,0,1,0,68,68,1,0.01,0,0,tcpFlood
0,tcp,78,0,10704,10704,0,1,0,70,70,1,0,0,0,tcpFlood
0,tcp,78,0,6566,6566,0,1,0,67,67,1,0,0,0,tcpFlood
0,tcp,78,0,11825,11825,0,1,0,73,73,1,0.04,0,0,tcpFlood
0,tcp,78,0,9642,9642,0,1,0,69,69,1,0.03,0,0,tcpFlood
0,udp,60,0,105,105,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,108,108,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,124,124,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,81,81,0,1,0,41,41,1,0.98,0,0,udpFlood
0,udp,60,0,141,141,0,1,0,35,35,1,0.97,0,0,udpFlood
0,udp,60,0,96,96,0,1,0,43,43,1,0.98,0,0,udpFlood
0,udp,60,0,112,112,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,107,107,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,141,141,0,1,0,30,30,1,0.97,0,0,udpFlood
0,udp,60,0,113,113,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,136,136,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,105,105,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,108,108,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,76,76,0,1,0,32,32,1,0.97,0,0,udpFlood
0,udp,60,0,125,125,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,142,142,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,137,137,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,100,100,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,108,108,0,1,0,40,40,1,0.98,0,0,udpFlood
0,udp,60,0,112,112,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,160,160,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,116,116,0,1,0,37,37,1,0.97,0,0,udpFlood
0,udp,60,0,122,122,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,80,80,0,1,0,36,36,1,0.97,0,0,udpFlood
0,udp,60,0,108,108,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,131,131,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,164,164,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,141,141,0,1,0,21,21,1,0.95,0,0,udpFlood
0,udp,60,0,106,106,0,1,0,40,40,1,0.98,0,0,udpFlood
0,udp,60,0,111,111,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,108,108,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,48,48,0,1,0,22,22,1,0.96,0,0,udpFlood
0,udp,60,0,141,141,0,1,0,23,23,1,0.96,0,0,udpFlood
0,udp,60,0,34,34,0,1,0,31,31,1,0.97,0,0,udpFlood
0,udp,60,0,65,65,0,1,0,26,26,1,0.96,0,0,udpFlood
0,udp,60,0,103,103,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,83,83,0,1,0,40,40,1,0.98,0,0,udpFlood
0,udp,60,0,116,116,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,110,110,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,142,142,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,138,138,0,1,0,12,12,1,0.92,0,0,udpFlood
0,udp,60,0,94,94,0,1,0,42,42,1,0.98,0,0,udpFlood
0,udp,60,0,106,106,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,108,108,0,1,0,38,38,1,0.97,0,0,udpFlood
0,udp,60,0,114,114,0,1,0,37,37,1,0.97,0,0,udpFlood
0,udp,60,0,165,165,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,111,111,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,153,153,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,159,159,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,114,114,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,139,139,0,1,0,18,18,1,0.95,0,0,udpFlood
0,udp,60,0,146,146,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,104,104,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,140,140,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,31,31,0,1,0,28,28,1,0.97,0,0,udpFlood
0,udp,60,0,142,142,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,105,105,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,109,109,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,141,141,0,1,0,22,22,1,0.96,0,0,udpFlood
0,udp,60,0,26,26,0,1,0,26,26,1,0.96,0,0,udpFlood
0,udp,60,0,107,107,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,115,115,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,113,113,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,140,140,0,1,0,21,21,1,0.95,0,0,udpFlood
0,udp,60,0,138,138,0,1,0,13,13,1,0.93,0,0,udpFlood
0,udp,60,0,117,117,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,87,87,0,1,0,42,42,1,0.98,0,0,udpFlood
0,udp,60,0,141,141,0,1,0,29,29,1,0.97,0,0,udpFlood
0,udp,60,0,160,160,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,138,138,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,110,110,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,143,143,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,125,125,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,137,137,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,33,33,0,1,0,30,30,1,0.97,0,0,udpFlood
0,udp,60,0,103,103,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,113,113,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,92,92,0,1,0,42,42,1,0.98,0,0,udpFlood
0,udp,60,0,159,159,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,114,114,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,160,160,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,138,138,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,78,78,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,114,114,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,80,80,0,1,0,42,42,1,0.98,0,0,udpFlood
0,udp,60,0,71,71,0,1,0,29,29,1,0.97,0,0,udpFlood
0,udp,60,0,159,159,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,112,112,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,107,107,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,138,138,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,109,109,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,110,110,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,153,153,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,113,113,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,108,108,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,121,121,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,108,108,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,52,52,0,1,0,24,24,1,0.96,0,0,udpFlood
0,udp,60,0,141,141,0,1,0,31,31,1,0.97,0,0,udpFlood
0,udp,60,0,142,142,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,100,100,0,1,0,42,42,1,0.98,0,0,udpFlood
0,udp,60,0,157,157,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,128,128,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,164,164,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,47,47,0,1,0,22,22,1,0.96,0,0,udpFlood
0,udp,60,0,104,104,0,1,0,39,39,1,0.97,0,0,udpFlood
0,udp,60,0,130,130,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,108,108,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,108,108,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,110,110,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,102,102,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,120,120,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,85,85,0,1,0,40,40,1,0.98,0,0,udpFlood
0,udp,60,0,29,29,0,1,0,26,26,1,0.96,0,0,udpFlood
0,udp,60,0,142,142,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,120,120,0,1,0,35,35,1,0.97,0,0,udpFlood
0,udp,60,0,74,74,0,1,0,30,30,1,0.97,0,0,udpFlood
0,udp,60,0,111,111,0,1,0,38,38,1,0.97,0,0,udpFlood
0,udp,60,0,17,17,0,1,0,17,17,1,0.94,0,0,udpFlood
0,udp,60,0,138,138,0,1,0,19,19,1,0.95,0,0,udpFlood
0,udp,60,0,110,110,0,1,0,40,40,1,0.98,0,0,udpFlood
0,udp,60,0,121,121,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,56,56,0,1,0,24,24,1,0.96,0,0,udpFlood
0,udp,60,0,23,23,0,1,0,23,23,1,0.96,0,0,udpFlood
0,udp,60,0,139,139,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,129,129,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,105,105,0,1,0,39,39,1,0.97,0,0,udpFlood
0,udp,60,0,101,101,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,77,77,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,119,119,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,113,113,0,1,0,38,38,1,0.97,0,0,udpFlood
0,udp,60,0,109,109,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,138,138,0,1,0,11,11,1,0.92,0,0,udpFlood
0,udp,60,0,114,114,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,105,105,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,145,145,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,0,0,0,0,0,0,0,0,0,0,0,udpFlood
0,udp,60,0,101,101,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,88,88,0,1,0,41,41,1,0.98,0,0,udpFlood
0,udp,60,0,102,102,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,30,30,0,1,0,27,27,1,0.96,0,0,udpFlood
0,udp,60,0,138,138,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,121,121,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,88,88,0,1,0,40,40,1,0.98,0,0,udpFlood
0,udp,60,0,108,108,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,111,111,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,112,112,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,24,24,0,1,0,24,24,1,0.96,0,0,udpFlood
0,udp,60,0,117,117,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,143,143,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,109,109,0,1,0,38,38,1,0.97,0,0,udpFlood
0,udp,60,0,108,108,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,115,115,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,118,118,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,121,121,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,139,139,0,1,0,20,20,1,0.95,0,0,udpFlood
0,udp,60,0,60,60,0,1,0,25,25,1,0.96,0,0,udpFlood
0,udp,60,0,112,112,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,69,69,0,1,0,27,27,1,0.96,0,0,udpFlood
0,udp,60,0,160,160,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,95,95,0,1,0,42,42,1,0.98,0,0,udpFlood
0,udp,60,0,128,128,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,141,141,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,102,102,0,1,0,40,40,1,0.98,0,0,udpFlood
0,udp,60,0,155,155,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,108,108,0,1,0,34,34,1,0.97,0,0,udpFlood
0,udp,60,0,87,87,0,1,0,40,40,1,0.98,0,0,udpFlood
0,udp,60,0,145,145,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,125,125,0,1,0,33,33,1,0.97,0,0,udpFlood
0,udp,60,0,86,86,0,1,0,40,40,1,0.98,0,0,udpFlood
