% isAttack tcpFlood:	667
% isAttack slowRead:	667
% isAttack httpFlood:	667
% isAttack slowHeaders:	667
% isAttack udpFlood:	372
% isAttack slowBody:	667
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2,4-5,9,11,15,17,23,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute srv_count numeric
@attribute srv_serror_rate numeric
@attribute diff_srv_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_serror_rate numeric
@attribute isAttack {tcpFlood,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
tcp,66,0,55,0,0,45,0,httpFlood
tcp,386,821,0,0,0,0,0,httpFlood
tcp,374,755,280,1,0,100,1,httpFlood
tcp,60,0,167,0,0,33,0,httpFlood
tcp,380,755,957,0.11,0,100,1,httpFlood
tcp,242,140,179,1,0,100,1,httpFlood
tcp,374,755,144,1,0,100,1,httpFlood
tcp,377,755,283,0.49,0.69,100,1,httpFlood
tcp,452,821,163,1,0,100,1,httpFlood
tcp,377,755,284,0.49,0.68,100,1,httpFlood
tcp,374,755,16,1,0,98,1,httpFlood
tcp,377,755,399,0.64,0.54,100,1,httpFlood
tcp,66,0,55,0,0,37,0,httpFlood
tcp,60,0,172,0,0,33,0,httpFlood
tcp,374,755,435,1,0,100,1,httpFlood
tcp,377,755,606,0.76,0.4,99,1,httpFlood
tcp,60,0,174,0,0,33,0,httpFlood
tcp,380,755,142,1,0,100,1,httpFlood
tcp,392,821,754,0.23,0,100,1,httpFlood
tcp,374,755,147,1,0,100,1,httpFlood
tcp,377,755,252,0.43,0.74,100,1,httpFlood
tcp,374,755,400,1,0,100,1,httpFlood
tcp,380,755,938,0.09,0,100,0.86,httpFlood
tcp,446,755,517,0,0,100,0,httpFlood
tcp,374,755,152,1,0,100,1,httpFlood
tcp,374,755,131,1,0,100,1,httpFlood
tcp,446,755,524,0,0,100,0,httpFlood
tcp,446,755,481,0,0,100,0,httpFlood
tcp,60,0,9,0,0,9,0,httpFlood
tcp,380,755,912,0.07,0,100,0.6,httpFlood
tcp,66,0,115,0,0,100,0,httpFlood
tcp,60,0,178,0,0,33,0,httpFlood
tcp,60,0,144,0,0,33,0,httpFlood
tcp,374,755,150,1,0,100,1,httpFlood
tcp,66,0,222,0,0,98,0,httpFlood
tcp,374,755,161,1,0,100,1,httpFlood
tcp,377,755,614,0.77,0.39,99,1,httpFlood
tcp,377,755,691,0.79,0.36,99,1,httpFlood
tcp,374,755,145,1,0,100,1,httpFlood
tcp,374,755,312,1,0,100,1,httpFlood
tcp,380,755,915,0.07,0,100,0.63,httpFlood
tcp,374,755,229,1,0,100,1,httpFlood
tcp,377,755,618,0.77,0.39,99,1,httpFlood
tcp,377,755,149,0.03,0.98,69,0.07,httpFlood
tcp,377,755,470,0.69,0.48,100,1,httpFlood
tcp,377,755,638,0.77,0.38,99,1,httpFlood
tcp,374,755,87,1,0,98,1,httpFlood
tcp,377,755,146,0.01,0.99,68,0.03,httpFlood
tcp,60,0,180,0,0,33,0,httpFlood
tcp,374,755,91,1,0,91,1,httpFlood
tcp,60,0,6,0,0,6,0,httpFlood
tcp,386,821,129,1,0,100,1,httpFlood
tcp,377,755,425,0.66,0.52,100,1,httpFlood
tcp,374,755,184,1,0,100,1,httpFlood
tcp,248,140,169,1,0,100,1,httpFlood
tcp,377,755,848,0.83,0.3,100,1,httpFlood
tcp,446,755,480,0,0,100,0,httpFlood
tcp,66,0,0,0,0,0,0,httpFlood
tcp,66,0,27,0,0,27,0,httpFlood
tcp,60,0,117,0,0,23,0,httpFlood
tcp,374,755,96,1,0,100,1,httpFlood
tcp,446,755,530,0,0,100,0,httpFlood
tcp,66,0,261,0,0,98,0,httpFlood
tcp,374,755,3,1,0,98,1,httpFlood
tcp,446,755,401,0,0,100,0,httpFlood
tcp,60,0,147,0,0,33,0,httpFlood
tcp,60,0,178,0,0,33,0,httpFlood
tcp,374,755,6,1,0,6,1,httpFlood
tcp,66,0,117,0,0,100,0,httpFlood
tcp,248,140,152,1,0,100,1,httpFlood
tcp,374,755,152,1,0,100,1,httpFlood
tcp,60,0,162,0,0,33,0,httpFlood
tcp,242,140,457,1,0,100,1,httpFlood
tcp,446,755,352,0,0,100,0,httpFlood
tcp,377,755,468,0.69,0.48,100,1,httpFlood
tcp,374,755,131,1,0,100,1,httpFlood
tcp,377,755,349,0.59,0.6,100,1,httpFlood
tcp,446,755,706,0,0,100,0,httpFlood
tcp,380,755,770,0.26,0,100,1,httpFlood
tcp,374,755,9,1,0,9,1,httpFlood
tcp,374,755,351,1,0,100,1,httpFlood
tcp,377,755,665,0.78,0.37,99,1,httpFlood
tcp,374,755,149,1,0,100,1,httpFlood
tcp,60,0,169,0,0,33,0,httpFlood
tcp,377,755,690,0.79,0.36,99,1,httpFlood
tcp,242,140,171,1,0,100,1,httpFlood
tcp,66,0,59,0,0,94,0,httpFlood
tcp,377,755,476,0.7,0.48,100,1,httpFlood
tcp,374,755,30,1,0,30,1,httpFlood
tcp,374,755,134,1,0,100,1,httpFlood
tcp,374,755,152,1,0,100,1,httpFlood
tcp,374,755,120,1,0,100,1,httpFlood
tcp,60,0,177,0,0,33,0,httpFlood
tcp,374,755,179,1,0,100,1,httpFlood
tcp,374,755,166,1,0,100,1,httpFlood
tcp,374,755,165,1,0,100,1,httpFlood
tcp,374,755,152,1,0,100,1,httpFlood
tcp,446,755,461,0,0,100,0,httpFlood
tcp,60,0,137,0,0,20,0,httpFlood
tcp,60,0,144,0,0,31,0,httpFlood
tcp,374,755,175,1,0,100,1,httpFlood
tcp,377,755,737,0.8,0.34,100,1,httpFlood
tcp,380,755,771,0.25,0,100,1,httpFlood
tcp,377,755,693,0.79,0.36,99,1,httpFlood
tcp,446,755,486,0,0,100,0,httpFlood
tcp,446,755,843,0,0,100,0,httpFlood
tcp,446,755,689,0,0,100,0,httpFlood
tcp,380,755,145,1,0,100,1,httpFlood
tcp,377,755,768,0.81,0.33,100,1,httpFlood
tcp,245,140,875,0.84,0.29,100,1,httpFlood
tcp,60,0,177,0,0,33,0,httpFlood
tcp,374,755,150,0.73,0,100,1,httpFlood
tcp,248,140,200,1,0,100,1,httpFlood
tcp,60,0,179,0,0,33,0,httpFlood
tcp,374,755,133,1,0,100,1,httpFlood
tcp,464,1370,107,1,0,100,1,httpFlood
tcp,374,755,142,1,0,100,1,httpFlood
tcp,66,0,85,0,0,57,0,httpFlood
tcp,377,755,868,0.83,0.3,100,1,httpFlood
tcp,66,0,99,0,0,100,0,httpFlood
tcp,374,755,137,0.27,0,94,0.39,httpFlood
tcp,374,755,170,1,0,100,1,httpFlood
tcp,374,755,150,1,0,100,1,httpFlood
tcp,374,755,196,0.49,0,100,0.96,httpFlood
tcp,374,755,398,1,0,100,1,httpFlood
tcp,446,755,729,0,0,100,0,httpFlood
tcp,60,0,137,0,0,11,0,httpFlood
tcp,66,0,7,0,0,7,0,httpFlood
tcp,380,755,874,0.03,0,100,0.22,httpFlood
tcp,374,755,294,1,0,100,1,httpFlood
tcp,60,0,141,0,0,31,0,httpFlood
tcp,60,0,119,0,0,31,0,httpFlood
tcp,446,755,692,0,0,100,0,httpFlood
tcp,60,0,178,0,0,33,0,httpFlood
tcp,377,755,661,0.78,0.37,99,1,httpFlood
tcp,374,755,50,1,0,50,1,httpFlood
tcp,66,0,311,0,0,100,0,httpFlood
tcp,446,755,423,0,0,100,0,httpFlood
tcp,374,755,151,1,0,100,1,httpFlood
tcp,374,755,296,1,0,100,1,httpFlood
tcp,446,755,610,0,0,100,0,httpFlood
tcp,374,755,170,0.41,0,100,0.7,httpFlood
tcp,374,755,149,1,0,100,1,httpFlood
tcp,60,0,177,0,0,33,0,httpFlood
tcp,66,0,35,0,0,88,0,httpFlood
tcp,377,755,483,0.7,0.47,100,1,httpFlood
tcp,60,0,174,0,0,33,0,httpFlood
tcp,66,0,60,0,0,41,0,httpFlood
tcp,374,755,157,1,0,100,1,httpFlood
tcp,60,0,133,0,0,37,0,httpFlood
tcp,66,0,31,0,0,85,0,httpFlood
tcp,374,755,133,1,0,100,1,httpFlood
tcp,66,0,72,0,0,56,0,httpFlood
tcp,66,0,86,0,0,96,0,httpFlood
tcp,446,755,848,0,0,100,0,httpFlood
tcp,380,755,162,1,0,100,1,httpFlood
tcp,374,755,121,1,0,100,1,httpFlood
tcp,374,755,444,1,0,100,1,httpFlood
tcp,60,0,164,0,0,33,0,httpFlood
tcp,60,0,178,0,0,33,0,httpFlood
tcp,446,755,363,0,0,100,0,httpFlood
tcp,374,755,154,1,0,100,1,httpFlood
tcp,446,755,538,0,0,100,0,httpFlood
tcp,377,755,553,0.74,0.43,100,1,httpFlood
tcp,377,755,659,0.78,0.37,99,1,httpFlood
tcp,374,755,438,1,0,100,1,httpFlood
tcp,60,0,177,0,0,33,0,httpFlood
tcp,66,0,289,0,0,100,0,httpFlood
tcp,248,140,192,1,0,100,1,httpFlood
tcp,380,755,906,0.06,0,100,0.54,httpFlood
tcp,374,755,54,1,0,98,1,httpFlood
tcp,242,140,182,1,0,100,1,httpFlood
tcp,374,755,135,1,0,100,1,httpFlood
tcp,60,0,114,0,0,32,0,httpFlood
tcp,374,755,150,0.77,0,100,1,httpFlood
tcp,377,755,827,0.83,0.31,100,1,httpFlood
tcp,374,755,145,1,0,100,1,httpFlood
tcp,374,755,146,0.94,0,100,1,httpFlood
tcp,60,0,135,0,0,26,0,httpFlood
tcp,60,0,169,0,0,33,0,httpFlood
tcp,66,0,64,0,0,50,0,httpFlood
tcp,374,755,110,1,0,100,1,httpFlood
tcp,374,755,148,1,0,100,1,httpFlood
tcp,374,755,39,1,0,39,1,httpFlood
tcp,377,755,381,0.62,0.56,100,1,httpFlood
tcp,374,755,93,1,0,98,1,httpFlood
tcp,374,755,150,1,0,100,1,httpFlood
tcp,377,755,224,0.36,0.79,93,0.86,httpFlood
tcp,66,0,42,0,0,38,0,httpFlood
tcp,66,0,265,0,0,98,0,httpFlood
tcp,66,0,53,0,0.99,57,0,httpFlood
tcp,386,821,314,1,0,100,1,httpFlood
tcp,446,755,428,0,0,100,0,httpFlood
tcp,374,755,148,1,0,100,1,httpFlood
tcp,66,0,60,0,0,48,0,httpFlood
tcp,60,0,174,0,0,33,0,httpFlood
tcp,374,755,156,1,0,100,1,httpFlood
tcp,66,0,87,0,0.77,52,0,httpFlood
tcp,66,0,81,0,0,94,0,httpFlood
tcp,377,755,698,0.79,0.35,100,1,httpFlood
tcp,66,0,135,0,0,100,0,httpFlood
tcp,377,755,534,0.73,0.44,100,1,httpFlood
tcp,374,755,141,1,0,100,1,httpFlood
tcp,446,755,671,0,0,100,0,httpFlood
tcp,380,755,888,0.04,0,100,0.36,httpFlood
tcp,392,821,777,0.25,0,100,1,httpFlood
tcp,374,755,139,1,0,100,1,httpFlood
tcp,377,755,668,0.78,0.37,99,1,httpFlood
tcp,374,755,144,1,0,100,1,httpFlood
tcp,377,755,409,0.65,0.53,100,1,httpFlood
tcp,377,755,636,0.77,0.38,99,1,httpFlood
tcp,374,755,149,1,0,100,1,httpFlood
tcp,374,755,143,1,0,100,1,httpFlood
tcp,374,755,141,1,0,100,1,httpFlood
tcp,377,755,352,0.59,0.59,100,1,httpFlood
tcp,464,1370,104,1,0,100,1,httpFlood
tcp,374,755,149,1,0,100,1,httpFlood
tcp,380,755,730,0.2,0,100,1,httpFlood
tcp,374,755,167,1,0,100,1,httpFlood
tcp,60,0,132,0,0,36,0,httpFlood
tcp,374,755,242,1,0,100,1,httpFlood
tcp,374,755,137,1,0,100,1,httpFlood
tcp,242,140,175,1,0,100,1,httpFlood
tcp,374,755,129,1,0,100,1,httpFlood
tcp,377,755,395,0.64,0.55,100,1,httpFlood
tcp,380,755,756,0.23,0,100,1,httpFlood
tcp,386,821,370,1,0,100,1,httpFlood
tcp,60,0,174,0,0,33,0,httpFlood
tcp,392,821,749,0.22,0,100,1,httpFlood
tcp,374,755,84,1,0,84,1,httpFlood
tcp,377,755,626,0.77,0.39,99,1,httpFlood
tcp,66,0,62,0,0,42,0,httpFlood
tcp,374,755,21,1,0,98,1,httpFlood
tcp,374,755,214,1,0,100,1,httpFlood
tcp,374,755,247,1,0,100,1,httpFlood
tcp,446,755,804,0,0,100,0,httpFlood
tcp,374,755,159,1,0,100,1,httpFlood
tcp,66,0,46,0,0,39,0,httpFlood
tcp,380,755,135,1,0,100,1,httpFlood
tcp,374,755,152,1,0,100,1,httpFlood
tcp,377,755,145,0.01,1,68,0.01,httpFlood
tcp,60,0,180,0,0,33,0,httpFlood
tcp,374,755,164,1,0,100,1,httpFlood
tcp,464,1370,121,1,0,100,1,httpFlood
tcp,374,755,115,1,0,100,1,httpFlood
tcp,66,0,275,0,0,99,0,httpFlood
tcp,66,0,274,0,0,99,0,httpFlood
tcp,446,755,539,0,0,100,0,httpFlood
tcp,374,755,161,1,0,100,1,httpFlood
tcp,374,755,134,1,0,100,1,httpFlood
tcp,60,0,174,0,0,33,0,httpFlood
tcp,446,755,529,0,0,100,0,httpFlood
tcp,377,755,683,0.79,0.36,99,1,httpFlood
tcp,446,755,510,0,0,100,0,httpFlood
tcp,374,755,133,1,0,100,1,httpFlood
tcp,386,821,201,1,0,100,1,httpFlood
tcp,377,755,235,0.39,0.77,97,0.94,httpFlood
tcp,374,755,373,1,0,100,1,httpFlood
tcp,386,821,123,1,0,100,1,httpFlood
tcp,66,0,111,0,0,100,0,httpFlood
tcp,374,755,174,0.43,0,100,0.74,httpFlood
tcp,446,755,542,0,0,100,0,httpFlood
tcp,374,755,119,1,0,100,1,httpFlood
tcp,377,755,753,0.81,0.33,100,1,httpFlood
tcp,66,0,58,0,0.95,58,0,httpFlood
tcp,60,0,180,0,0,33,0,httpFlood
tcp,60,0,171,0,0,33,0,httpFlood
tcp,374,755,150,1,0,100,1,httpFlood
tcp,374,755,133,1,0,100,1,httpFlood
tcp,377,755,829,0.83,0.31,100,1,httpFlood
tcp,446,755,708,0,0,100,0,httpFlood
tcp,446,755,630,0,0,100,0,httpFlood
tcp,374,755,106,1,0,100,1,httpFlood
tcp,446,755,416,0,0,100,0,httpFlood
tcp,374,755,118,1,0,100,1,httpFlood
tcp,377,755,408,0.65,0.54,100,1,httpFlood
tcp,374,755,233,1,0,100,1,httpFlood
tcp,374,755,142,1,0,100,1,httpFlood
tcp,380,755,728,0.2,0,100,1,httpFlood
tcp,60,0,180,0,0,33,0,httpFlood
tcp,374,755,58,1,0,98,1,httpFlood
tcp,66,0,65,0,0.89,46,0,httpFlood
tcp,66,0,56,0,0,46,0,httpFlood
tcp,446,755,624,0,0,100,0,httpFlood
tcp,60,0,175,0,0,33,0,httpFlood
tcp,374,755,160,1,0,100,1,httpFlood
tcp,374,755,67,1,0,67,1,httpFlood
tcp,60,0,170,0,0,33,0,httpFlood
tcp,242,140,171,1,0,100,1,httpFlood
tcp,374,755,33,1,0,33,1,httpFlood
tcp,60,0,179,0,0,33,0,httpFlood
tcp,374,755,139,1,0,100,1,httpFlood
tcp,446,755,545,0,0,100,0,httpFlood
tcp,245,140,885,0.84,0.29,100,1,httpFlood
tcp,446,755,457,0,0,100,0,httpFlood
tcp,60,0,117,0,0,33,0,httpFlood
tcp,374,755,154,1,0,100,1,httpFlood
tcp,66,0,80,0,0.81,50,0,httpFlood
tcp,374,755,151,1,0,100,1,httpFlood
tcp,446,755,341,0,0,100,0,httpFlood
tcp,446,755,626,0,0,100,0,httpFlood
tcp,446,755,390,0,0,100,0,httpFlood
tcp,374,755,81,1,0,81,1,httpFlood
tcp,446,755,473,0,0,100,0,httpFlood
tcp,66,0,151,0,0,100,0,httpFlood
tcp,374,755,161,1,0,100,1,httpFlood
tcp,380,755,869,0.02,0,100,0.17,httpFlood
tcp,446,755,699,0,0,100,0,httpFlood
tcp,374,755,417,1,0,100,1,httpFlood
tcp,66,0,41,0,0,92,0,httpFlood
tcp,60,0,179,0,0,33,0,httpFlood
tcp,380,755,157,1,0,100,1,httpFlood
tcp,374,755,269,1,0,100,1,httpFlood
tcp,374,755,270,1,0,100,1,httpFlood
tcp,242,140,172,1,0,100,1,httpFlood
tcp,374,755,150,1,0,100,1,httpFlood
tcp,377,755,709,0.8,0.35,100,1,httpFlood
tcp,374,755,7,1,0,7,1,httpFlood
tcp,386,821,315,1,0,100,1,httpFlood
tcp,374,755,148,0.69,0,100,1,httpFlood
tcp,374,755,153,1,0,100,1,httpFlood
tcp,60,0,138,0,0,33,0,httpFlood
tcp,66,0,91,0,0.75,54,0,httpFlood
tcp,374,755,352,1,0,100,1,httpFlood
tcp,446,755,587,0,0,100,0,httpFlood
tcp,392,821,761,0.24,0,100,1,httpFlood
tcp,374,755,18,1,0,18,1,httpFlood
tcp,60,0,41,0,0,33,0,httpFlood
tcp,374,755,101,1,0,100,1,httpFlood
tcp,60,0,165,0,0,33,0,httpFlood
tcp,377,755,749,0.81,0.33,100,1,httpFlood
tcp,60,0,140,0,0,31,0,httpFlood
tcp,66,0,48,0,0,40,0,httpFlood
tcp,377,755,791,0.82,0.32,100,1,httpFlood
tcp,60,0,179,0,0,33,0,httpFlood
tcp,66,0,50,0,0,34,0,httpFlood
tcp,380,755,145,1,0,100,1,httpFlood
tcp,374,755,165,1,0,100,1,httpFlood
tcp,380,755,864,0.01,0,100,0.12,httpFlood
tcp,374,755,102,1,0,100,1,httpFlood
tcp,446,755,571,0,0,100,0,httpFlood
tcp,374,755,295,1,0,100,1,httpFlood
tcp,446,755,819,0,0,100,0,httpFlood
tcp,380,755,759,0.29,0,100,1,httpFlood
tcp,374,755,150,1,0,100,1,httpFlood
tcp,374,755,68,1,0,98,1,httpFlood
tcp,377,755,750,0.81,0.33,100,1,httpFlood
tcp,374,755,126,1,0,100,1,httpFlood
tcp,374,755,128,1,0,100,1,httpFlood
tcp,60,0,179,0,0,33,0,httpFlood
tcp,66,0,134,0,0,100,0,httpFlood
tcp,374,755,244,1,0,100,1,httpFlood
tcp,374,755,159,1,0,100,1,httpFlood
tcp,380,755,731,0.21,0,100,1,httpFlood
tcp,446,755,655,0,0,100,0,httpFlood
tcp,60,0,164,0,0,33,0,httpFlood
tcp,380,755,960,0.11,0,100,1,httpFlood
tcp,374,755,151,1,0,100,1,httpFlood
tcp,374,755,182,1,0,100,1,httpFlood
tcp,66,0,11,0,0,69,0,httpFlood
tcp,66,0,38,0,0,35,0,httpFlood
tcp,374,755,175,0.43,0,100,0.75,httpFlood
tcp,446,755,693,0,0,100,0,httpFlood
tcp,374,755,167,1,0,100,1,httpFlood
tcp,374,755,169,1,0,100,1,httpFlood
tcp,374,755,109,1,0,100,1,httpFlood
tcp,60,0,135,0,0,29,0,httpFlood
tcp,66,0,122,0,0,100,0,httpFlood
tcp,66,0,180,0,0,99,0,httpFlood
tcp,374,755,160,1,0,100,1,httpFlood
tcp,386,821,317,1,0,100,1,httpFlood
tcp,66,0,98,0,0,100,0,httpFlood
tcp,66,0,40,0,0,92,0,httpFlood
tcp,374,755,96,1,0,98,1,httpFlood
tcp,377,755,850,0.83,0.3,100,1,httpFlood
tcp,446,755,564,0,0,100,0,httpFlood
tcp,446,755,688,0,0,100,0,httpFlood
tcp,374,755,139,1,0,100,1,httpFlood
tcp,66,0,37,0,0,31,0,httpFlood
tcp,380,755,871,0.02,0,100,0.19,httpFlood
tcp,66,0,23,0,0,23,0,httpFlood
tcp,377,755,755,0.81,0.33,100,1,httpFlood
tcp,60,0,143,0,0,31,0,httpFlood
tcp,377,755,304,0.53,0.66,100,1,httpFlood
tcp,242,140,177,1,0,100,1,httpFlood
tcp,60,0,180,0,0,33,0,httpFlood
tcp,374,755,114,1,0,100,1,httpFlood
tcp,60,0,143,0,0,31,0,httpFlood
tcp,66,0,78,0,0.82,49,0,httpFlood
tcp,380,755,959,0.11,0,100,1,httpFlood
tcp,446,755,448,0,0,100,0,httpFlood
tcp,377,755,437,0.67,0.51,100,1,httpFlood
tcp,374,755,13,1,0,13,1,httpFlood
tcp,248,140,177,1,0,100,1,httpFlood
tcp,386,821,136,1,0,100,1,httpFlood
tcp,242,140,174,1,0,100,1,httpFlood
tcp,374,755,123,1,0,100,1,httpFlood
tcp,377,755,568,0.75,0.42,100,1,httpFlood
tcp,377,755,403,0.64,0.54,100,1,httpFlood
tcp,386,821,143,1,0,100,1,httpFlood
tcp,374,755,149,1,0,100,1,httpFlood
tcp,374,755,132,1,0,100,1,httpFlood
tcp,374,755,228,1,0,100,1,httpFlood
tcp,374,755,152,1,0,100,1,httpFlood
tcp,446,755,652,0,0,100,0,httpFlood
tcp,377,755,773,0.81,0.33,100,1,httpFlood
tcp,66,0,5,0,0,5,0,httpFlood
tcp,374,755,83,1,0,83,1,httpFlood
tcp,60,0,180,0,0,33,0,httpFlood
tcp,66,0,319,0,0,100,0,httpFlood
tcp,374,755,145,1,0,100,1,httpFlood
tcp,374,755,100,1,0,100,1,httpFlood
tcp,446,755,627,0,0,100,0,httpFlood
tcp,377,755,486,0.7,0.47,100,1,httpFlood
tcp,60,0,174,0,0,33,0,httpFlood
tcp,374,755,146,0.8,0,100,1,httpFlood
tcp,374,755,157,1,0,100,1,httpFlood
tcp,377,755,228,0.37,0.78,94,0.89,httpFlood
tcp,374,755,79,1,0,79,1,httpFlood
tcp,374,755,134,1,0,100,1,httpFlood
tcp,380,755,895,0.05,0,100,0.43,httpFlood
tcp,374,755,147,1,0,100,1,httpFlood
tcp,374,755,158,0.37,0,100,0.58,httpFlood
tcp,374,755,181,1,0,100,1,httpFlood
tcp,386,821,335,1,0,100,1,httpFlood
tcp,377,755,316,0.54,0.64,100,1,httpFlood
tcp,374,755,134,1,0,100,1,httpFlood
tcp,374,755,156,1,0,100,1,httpFlood
tcp,377,755,741,0.81,0.34,100,1,httpFlood
tcp,374,755,94,1,0,94,1,httpFlood
tcp,374,755,171,1,0,100,1,httpFlood
tcp,374,755,55,1,0,98,1,httpFlood
tcp,60,0,177,0,0,33,0,httpFlood
tcp,380,755,773,0.25,0,100,1,httpFlood
tcp,66,0,29,0,0,29,0,httpFlood
tcp,374,755,154,1,0,100,1,httpFlood
tcp,374,755,145,0.77,0,100,1,httpFlood
tcp,66,0,203,0,0,98,0,httpFlood
tcp,60,0,163,0,0,33,0,httpFlood
tcp,374,755,176,1,0,100,1,httpFlood
tcp,377,755,743,0.81,0.34,100,1,httpFlood
tcp,60,0,177,0,0,33,0,httpFlood
tcp,374,755,164,1,0,100,1,httpFlood
tcp,60,0,170,0,0,33,0,httpFlood
tcp,60,0,174,0,0,33,0,httpFlood
tcp,374,755,137,1,0,100,1,httpFlood
tcp,377,755,758,0.81,0.33,100,1,httpFlood
tcp,380,755,146,1,0,100,1,httpFlood
tcp,374,755,151,1,0,100,1,httpFlood
tcp,66,0,36,0,0,88,0,httpFlood
tcp,374,755,162,1,0,100,1,httpFlood
tcp,374,755,152,1,0,100,1,httpFlood
tcp,446,755,340,0,0,100,0,httpFlood
tcp,242,140,454,1,0,100,1,httpFlood
tcp,374,755,306,1,0,100,1,httpFlood
tcp,380,755,992,0.14,0,100,1,httpFlood
tcp,374,755,15,1,0,98,1,httpFlood
tcp,374,755,154,1,0,100,1,httpFlood
tcp,377,755,246,0.41,0.75,100,1,httpFlood
tcp,242,140,447,1,0,100,1,httpFlood
tcp,60,0,177,0,0,33,0,httpFlood
tcp,380,755,141,1,0,100,1,httpFlood
tcp,66,0,31,0,0,31,0,httpFlood
tcp,60,0,47,0,0,33,0,httpFlood
tcp,374,755,20,1,0,20,1,httpFlood
tcp,374,755,43,1,0,98,1,httpFlood
tcp,66,0,199,0,0,98,0,httpFlood
tcp,374,755,166,1,0,100,1,httpFlood
tcp,377,755,406,0.65,0.54,100,1,httpFlood
tcp,374,755,148,1,0,100,1,httpFlood
tcp,446,755,371,0,0,100,0,httpFlood
tcp,446,755,676,0,0,100,0,httpFlood
tcp,374,755,165,1,0,100,1,httpFlood
tcp,66,0,21,0,0,21,0,httpFlood
tcp,392,821,778,0.25,0,100,1,httpFlood
tcp,66,0,204,0,0,98,0,httpFlood
tcp,374,755,140,1,0,100,1,httpFlood
tcp,446,755,787,0,0,100,0,httpFlood
tcp,374,755,174,1,0,100,1,httpFlood
tcp,374,755,112,0.11,0,75,0.16,httpFlood
tcp,66,0,227,0,0,98,0,httpFlood
tcp,60,0,166,0,0,33,0,httpFlood
tcp,377,755,766,0.81,0.33,100,1,httpFlood
tcp,374,755,222,1,0,100,1,httpFlood
tcp,374,755,395,1,0,100,1,httpFlood
tcp,374,755,141,1,0,100,1,httpFlood
tcp,377,755,354,0.59,0.59,100,1,httpFlood
tcp,446,755,598,0,0,100,0,httpFlood
tcp,377,755,617,0.77,0.39,99,1,httpFlood
tcp,374,755,52,1,0,52,1,httpFlood
tcp,374,755,133,0.93,0,100,1,httpFlood
tcp,446,755,649,0,0,100,0,httpFlood
tcp,377,755,326,0.56,0.63,100,1,httpFlood
tcp,374,755,34,1,0,98,1,httpFlood
tcp,66,0,77,0,0,58,0,httpFlood
tcp,446,755,589,0,0,100,0,httpFlood
tcp,374,755,149,1,0,100,1,httpFlood
tcp,374,755,139,1,0,100,1,httpFlood
tcp,446,755,484,0,0,100,0,httpFlood
tcp,374,755,150,1,0,100,1,httpFlood
tcp,446,755,695,0,0,100,0,httpFlood
tcp,60,0,174,0,0,33,0,httpFlood
tcp,60,0,125,0,0,33,0,httpFlood
tcp,374,755,3,1,0,3,1,httpFlood
tcp,377,755,203,0.29,0.84,86,0.69,httpFlood
tcp,446,755,522,0,0,100,0,httpFlood
tcp,446,755,501,0,0,100,0,httpFlood
tcp,377,755,271,0.47,0.71,100,1,httpFlood
tcp,446,755,359,0,0,100,0,httpFlood
tcp,374,755,103,0.03,0,71,0.04,httpFlood
tcp,374,755,155,0.35,0,100,0.55,httpFlood
tcp,60,0,174,0,0,33,0,httpFlood
tcp,374,755,128,1,0,100,1,httpFlood
tcp,377,755,281,0.49,0.69,100,1,httpFlood
tcp,374,755,106,1,0,100,1,httpFlood
tcp,374,755,137,1,0,100,1,httpFlood
tcp,60,0,176,0,0,33,0,httpFlood
tcp,60,0,177,0,0,33,0,httpFlood
tcp,66,0,145,0,0,100,0,httpFlood
tcp,374,755,120,1,0,100,1,httpFlood
tcp,392,821,764,0.24,0,100,1,httpFlood
tcp,374,755,118,1,0,100,1,httpFlood
tcp,377,755,660,0.78,0.37,99,1,httpFlood
tcp,377,755,380,0.62,0.56,100,1,httpFlood
tcp,66,0,279,0,0,99,0,httpFlood
tcp,374,755,167,1,0,100,1,httpFlood
tcp,374,755,298,1,0,100,1,httpFlood
tcp,380,755,898,0.05,0,100,0.46,httpFlood
tcp,374,755,65,1,0,65,1,httpFlood
tcp,374,755,75,1,0,75,1,httpFlood
tcp,66,0,16,0,0,16,0,httpFlood
tcp,374,755,147,1,0,100,1,httpFlood
tcp,377,755,714,0.8,0.35,100,1,httpFlood
tcp,374,755,147,1,0,100,1,httpFlood
tcp,374,755,97,1,0,100,1,httpFlood
tcp,374,755,70,1,0,70,1,httpFlood
tcp,60,0,174,0,0,33,0,httpFlood
tcp,377,755,163,0.12,0.94,74,0.26,httpFlood
tcp,446,755,740,0,0,100,0,httpFlood
tcp,374,755,149,1,0,100,1,httpFlood
tcp,377,755,860,0.83,0.3,100,1,httpFlood
tcp,374,755,133,1,0,100,1,httpFlood
tcp,374,755,151,1,0,100,1,httpFlood
tcp,374,755,15,1,0,15,1,httpFlood
tcp,377,755,846,0.83,0.3,100,1,httpFlood
tcp,377,755,555,0.74,0.43,100,1,httpFlood
