% isAttack HIGH_RATE:	1087
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'normal-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R6-9,17,19,27,38,40'

@attribute mean_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute min_bpktl numeric
@attribute min_biat numeric
@attribute max_biat numeric
@attribute mean_idle numeric
@attribute total_fhlen numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
76,76,0,-1,0,0,3797992,48,NORMAL
315,315,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,68,NORMAL
64,64,0,-1,0,0,0,28,NORMAL
78,78,0,-1,0,0,0,28,NORMAL
80,80,0,-1,0,0,1999724,68,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
152,152,0,-1,0,0,0,28,NORMAL
149,149,0,-1,0,0,0,28,NORMAL
78,78,0,-1,0,0,0,28,NORMAL
96,96,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
74,74,0,-1,0,0,0,28,NORMAL
84,84,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
1452,1452,0,-1,0,0,0,168,NORMAL
79,79,0,-1,0,0,0,28,NORMAL
341,341,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
74,74,0,-1,0,0,0,28,NORMAL
60,60,0,-1,0,0,0,28,NORMAL
93,93,0,-1,0,0,0,28,NORMAL
426,426,0,-1,0,0,0,28,NORMAL
93,93,0,-1,0,0,0,28,NORMAL
92,92,0,-1,0,0,0,28,NORMAL
596,596,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,88,NORMAL
228,228,0,-1,0,0,0,28,NORMAL
89,89,0,-1,0,0,0,28,NORMAL
62,62,0,-1,0,0,0,28,NORMAL
790,790,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
32,32,0,-1,0,0,2756387,88,NORMAL
39,43,5,-1,0,0,0,48,NORMAL
129,129,0,-1,0,0,3244280,68,NORMAL
44,44,0,-1,0,0,0,48,NORMAL
326,326,0,-1,0,0,0,28,NORMAL
646,646,0,-1,0,0,0,28,NORMAL
41,41,0,-1,0,0,2518796,68,NORMAL
296,296,0,-1,0,0,0,28,NORMAL
79,79,0,-1,0,0,0,28,NORMAL
292,292,0,-1,0,0,0,28,NORMAL
367,367,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
74,74,0,-1,0,0,0,28,NORMAL
315,315,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
1108,1108,0,-1,0,0,6015578,48,NORMAL
122,122,0,-1,0,0,0,28,NORMAL
73,73,0,-1,0,0,0,28,NORMAL
163,163,0,-1,0,0,0,28,NORMAL
131,131,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,7016345,88,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
305,305,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
636,636,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
58,58,0,-1,0,0,3380274,48,NORMAL
58,58,0,-1,0,0,3162133,48,NORMAL
197,197,0,-1,0,0,0,28,NORMAL
165,165,0,-1,0,0,0,28,NORMAL
177,177,0,-1,0,0,0,28,NORMAL
62,62,0,-1,0,0,0,28,NORMAL
153,177,33,-1,0,0,7475339,48,NORMAL
76,76,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
100,100,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
296,296,0,-1,0,0,0,28,NORMAL
177,177,0,-1,0,0,0,48,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
131,131,0,-1,0,0,0,28,NORMAL
147,147,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
572,1096,741,-1,0,0,1035567,48,NORMAL
147,147,0,-1,0,0,0,28,NORMAL
131,131,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,68,NORMAL
305,305,0,-1,0,0,0,28,NORMAL
300,300,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
74,74,0,-1,0,0,0,28,NORMAL
130,130,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
73,73,0,-1,0,0,0,28,NORMAL
65,65,0,-1,0,0,0,28,NORMAL
116,116,0,-1,0,0,0,28,NORMAL
111,111,0,-1,0,0,0,28,NORMAL
100,100,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,1205989,48,NORMAL
51,51,0,-1,0,0,0,28,NORMAL
258,258,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
90,90,0,-1,0,0,0,28,NORMAL
1060,1060,0,-1,0,0,0,28,NORMAL
106,106,0,-1,0,0,0,28,NORMAL
123,123,0,-1,0,0,0,28,NORMAL
92,92,0,-1,0,0,0,28,NORMAL
51,58,5,-1,0,0,0,68,NORMAL
53,57,6,-1,0,0,0,68,NORMAL
172,172,0,-1,0,0,0,28,NORMAL
84,84,0,-1,0,0,0,28,NORMAL
99,99,0,-1,0,0,0,28,NORMAL
116,116,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,1099042,48,NORMAL
76,76,0,-1,0,0,0,28,NORMAL
48,48,0,-1,0,0,0,48,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
74,116,36,-1,0,0,0,68,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
67,67,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,68,NORMAL
59,62,4,-1,0,0,3001414,48,NORMAL
367,367,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,5890086,48,NORMAL
146,146,0,-1,0,0,0,28,NORMAL
95,95,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,88,NORMAL
83,83,0,-1,0,0,0,28,NORMAL
116,116,0,-1,0,0,0,28,NORMAL
71,71,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
116,116,0,-1,0,0,0,28,NORMAL
89,115,26,-1,0,0,0,88,NORMAL
1108,1108,0,-1,0,0,0,28,NORMAL
76,76,0,-1,0,0,0,28,NORMAL
84,84,0,-1,0,0,0,28,NORMAL
88,88,0,-1,0,0,0,28,NORMAL
62,62,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
634,634,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,48,NORMAL
131,131,0,-1,0,0,0,28,NORMAL
89,89,0,-1,0,0,0,28,NORMAL
136,224,124,-1,0,0,1291320,48,NORMAL
142,142,0,-1,0,0,0,28,NORMAL
74,74,0,-1,0,0,0,28,NORMAL
131,131,0,-1,0,0,4510543,48,NORMAL
1452,1452,0,-1,0,0,0,168,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
48,48,0,-1,0,0,0,28,NORMAL
107,107,0,-1,0,0,0,28,NORMAL
90,90,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,48,NORMAL
56,128,11,-1,0,0,0,1248,NORMAL
58,58,0,-1,0,0,3087579,148,NORMAL
64,64,0,-1,0,0,0,28,NORMAL
352,352,0,-1,0,0,0,28,NORMAL
74,74,0,-1,0,0,0,28,NORMAL
145,145,0,-1,0,0,0,28,NORMAL
78,78,0,-1,0,0,0,28,NORMAL
76,76,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
72,72,0,-1,0,0,0,28,NORMAL
200,200,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,6895971,48,NORMAL
129,129,0,-1,0,0,1504074,208,NORMAL
1160,1160,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
74,74,0,-1,0,0,0,28,NORMAL
669,669,0,-1,0,0,0,28,NORMAL
698,698,0,-1,0,0,0,28,NORMAL
73,73,0,-1,0,0,0,28,NORMAL
51,51,0,-1,0,0,0,28,NORMAL
97,97,0,-1,0,0,0,28,NORMAL
145,145,0,-1,0,0,0,28,NORMAL
77,77,0,-1,0,0,0,28,NORMAL
281,284,6,-1,0,0,2119854,128,NORMAL
180,180,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
62,62,0,-1,0,0,0,28,NORMAL
515,515,0,-1,0,0,0,28,NORMAL
475,475,0,-1,0,0,0,28,NORMAL
110,110,0,-1,0,0,0,28,NORMAL
48,48,0,-1,0,0,0,48,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
643,643,0,-1,0,0,0,28,NORMAL
77,77,0,-1,0,0,0,28,NORMAL
48,48,0,-1,0,0,0,28,NORMAL
723,723,0,-1,0,0,0,28,NORMAL
158,158,0,-1,0,0,0,28,NORMAL
305,305,0,-1,0,0,0,28,NORMAL
77,77,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,7024148,68,NORMAL
87,316,93,-1,0,0,1510182,168,NORMAL
44,44,0,-1,0,0,0,48,NORMAL
73,73,0,-1,0,0,0,28,NORMAL
46,46,0,-1,0,0,0,28,NORMAL
95,95,0,-1,0,0,0,28,NORMAL
30,30,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
112,112,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,88,NORMAL
131,131,0,-1,0,0,0,28,NORMAL
96,96,0,-1,0,0,0,28,NORMAL
95,95,0,-1,0,0,0,28,NORMAL
86,86,0,-1,0,0,0,28,NORMAL
116,116,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
273,273,0,-1,0,0,0,28,NORMAL
163,163,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
131,131,0,-1,0,0,0,28,NORMAL
647,1485,621,-1,0,0,0,1608,NORMAL
596,596,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,1097169,48,NORMAL
44,44,0,-1,0,0,0,68,NORMAL
81,81,0,-1,0,0,0,28,NORMAL
30,30,0,-1,0,0,0,28,NORMAL
635,635,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
95,95,0,-1,0,0,0,28,NORMAL
69,69,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
134,134,0,-1,0,0,0,28,NORMAL
90,90,0,-1,0,0,0,28,NORMAL
90,90,0,-1,0,0,0,28,NORMAL
97,97,0,-1,0,0,0,28,NORMAL
1108,1108,0,-1,0,0,0,28,NORMAL
58,58,0,-1,0,0,0,28,NORMAL
82,82,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,6704364,48,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
93,93,0,-1,0,0,0,28,NORMAL
275,275,0,-1,0,0,0,28,NORMAL
311,311,0,-1,0,0,0,28,NORMAL
142,142,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,3640462,48,NORMAL
58,58,0,-1,0,0,0,28,NORMAL
90,90,0,-1,0,0,0,28,NORMAL
611,611,0,-1,0,0,0,28,NORMAL
58,58,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
206,1117,335,-1,0,0,0,208,NORMAL
164,164,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
596,596,0,-1,0,0,0,28,NORMAL
69,69,0,-1,0,0,0,28,NORMAL
749,790,57,-1,0,0,4106718,48,NORMAL
88,106,12,-1,0,0,1848774,108,NORMAL
90,90,0,-1,0,0,0,28,NORMAL
76,76,0,-1,0,0,0,28,NORMAL
49,76,5,-1,0,0,1460720,1008,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
48,48,0,-1,0,0,0,28,NORMAL
856,856,0,-1,0,0,0,28,NORMAL
32,32,0,-1,0,0,5022699,48,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
90,90,0,-1,0,0,0,28,NORMAL
1108,1108,0,-1,0,0,0,28,NORMAL
98,151,74,-1,0,0,4137288,48,NORMAL
147,147,0,-1,0,0,0,28,NORMAL
749,749,0,-1,0,0,0,28,NORMAL
71,71,0,-1,0,0,0,28,NORMAL
124,124,0,-1,0,0,0,28,NORMAL
80,80,0,-1,0,0,1998213,68,NORMAL
131,131,0,-1,0,0,0,28,NORMAL
741,1017,284,-1,0,0,2735438,408,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
87,169,42,-1,0,0,1673577,1508,NORMAL
130,130,0,-1,0,0,0,28,NORMAL
300,300,0,-1,0,0,0,28,NORMAL
58,58,0,-1,0,0,3055410,48,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
152,152,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
85,85,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
48,48,0,-1,0,0,1220422,48,NORMAL
66,66,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
252,252,0,-1,0,0,0,28,NORMAL
53,53,0,-1,0,0,0,28,NORMAL
655,655,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,68,NORMAL
268,268,0,-1,0,0,0,28,NORMAL
634,634,0,-1,0,0,0,28,NORMAL
116,116,0,-1,0,0,0,28,NORMAL
73,73,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
58,58,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,1800054,48,NORMAL
92,92,0,-1,0,0,0,28,NORMAL
119,119,0,-1,0,0,0,28,NORMAL
122,122,0,-1,0,0,0,28,NORMAL
497,575,79,-1,0,0,3077763,68,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
190,190,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
75,75,0,-1,0,0,0,28,NORMAL
67,67,0,-1,0,0,0,28,NORMAL
221,221,0,-1,0,0,0,28,NORMAL
131,131,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
50,380,19,-1,0,0,1287580,5668,NORMAL
44,44,0,-1,0,0,0,48,NORMAL
48,48,0,-1,0,0,0,28,NORMAL
58,58,0,-1,0,0,6168110,48,NORMAL
48,48,0,-1,0,0,2765229,108,NORMAL
99,99,0,-1,0,0,0,28,NORMAL
56,56,0,-1,0,0,2425736,128,NORMAL
396,1076,526,-1,0,0,1058943,128,NORMAL
30,30,0,-1,0,0,0,28,NORMAL
66,66,0,-1,0,0,0,28,NORMAL
95,95,0,-1,0,0,0,28,NORMAL
124,124,0,-1,0,0,0,28,NORMAL
71,75,1,-1,0,0,1600482,428,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
123,123,0,-1,0,0,0,28,NORMAL
51,51,0,-1,0,0,0,28,NORMAL
98,98,0,-1,0,0,0,28,NORMAL
70,70,0,-1,0,0,0,28,NORMAL
102,102,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
299,299,0,-1,0,0,0,28,NORMAL
84,84,0,-1,0,0,0,28,NORMAL
116,116,0,-1,0,0,0,28,NORMAL
174,174,0,-1,0,0,0,28,NORMAL
46,46,0,-1,0,0,0,28,NORMAL
1452,1452,0,-1,0,0,0,168,NORMAL
330,330,0,-1,0,0,0,28,NORMAL
69,69,0,-1,0,0,0,28,NORMAL
92,92,0,-1,0,0,0,28,NORMAL
48,48,0,-1,0,0,6124771,48,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
140,140,0,-1,0,0,0,28,NORMAL
117,117,0,-1,0,0,0,28,NORMAL
140,140,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
145,145,0,-1,0,0,0,28,NORMAL
72,72,0,-1,0,0,0,28,NORMAL
565,565,0,-1,0,0,1613642,108,NORMAL
296,296,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
93,93,0,-1,0,0,0,28,NORMAL
58,58,0,-1,0,0,0,28,NORMAL
57,57,0,-1,0,0,2199084,148,NORMAL
46,46,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,1324408,88,NORMAL
97,97,0,-1,0,0,0,28,NORMAL
131,131,0,-1,0,0,9679887,48,NORMAL
84,84,0,-1,0,0,0,28,NORMAL
74,74,0,-1,0,0,0,28,NORMAL
30,30,0,-1,0,0,0,28,NORMAL
131,131,0,-1,0,0,0,28,NORMAL
144,144,0,-1,0,0,0,28,NORMAL
305,305,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
48,48,0,-1,0,0,0,28,NORMAL
324,324,0,-1,0,0,0,28,NORMAL
73,73,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
81,81,0,-1,0,0,0,28,NORMAL
86,122,50,-1,0,0,3329456,48,NORMAL
596,596,0,-1,0,0,0,48,NORMAL
303,303,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
630,630,0,-1,0,0,0,28,NORMAL
623,623,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
30,30,0,-1,0,0,0,28,NORMAL
377,377,0,-1,0,0,0,28,NORMAL
58,58,0,-1,0,0,6154744,48,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
92,92,0,-1,0,0,0,28,NORMAL
67,67,0,-1,0,0,0,28,NORMAL
79,79,0,-1,0,0,0,28,NORMAL
296,296,0,-1,0,0,0,28,NORMAL
80,80,0,-1,0,0,0,28,NORMAL
92,92,0,-1,0,0,0,28,NORMAL
84,84,0,-1,0,0,0,28,NORMAL
64,64,0,-1,0,0,0,28,NORMAL
116,116,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
78,78,0,-1,0,0,0,28,NORMAL
474,474,0,-1,0,0,0,28,NORMAL
97,97,0,-1,0,0,0,28,NORMAL
131,131,0,-1,0,0,0,28,NORMAL
315,315,0,-1,0,0,0,28,NORMAL
73,73,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
93,93,0,-1,0,0,0,28,NORMAL
183,460,184,-1,0,0,1278231,88,NORMAL
1108,1108,0,-1,0,0,0,28,NORMAL
80,80,0,-1,0,0,0,28,NORMAL
116,116,0,-1,0,0,0,28,NORMAL
107,107,0,-1,0,0,1000432,68,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
121,121,0,-1,0,0,0,28,NORMAL
73,73,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,48,NORMAL
131,131,0,-1,0,0,0,28,NORMAL
92,92,0,-1,0,0,0,28,NORMAL
73,73,0,-1,0,0,0,28,NORMAL
62,62,0,-1,0,0,0,28,NORMAL
596,596,0,-1,0,0,0,28,NORMAL
30,30,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
122,122,0,-1,0,0,0,28,NORMAL
1060,1060,0,-1,0,0,0,28,NORMAL
178,178,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,4981097,88,NORMAL
94,94,0,-1,0,0,0,28,NORMAL
138,138,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
54,54,0,-1,0,0,0,108,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
76,76,0,-1,0,0,0,28,NORMAL
315,315,0,-1,0,0,0,28,NORMAL
75,75,0,-1,0,0,0,28,NORMAL
76,76,0,-1,0,0,0,28,NORMAL
30,30,0,-1,0,0,0,28,NORMAL
92,92,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,1061947,128,NORMAL
1060,1060,0,-1,0,0,0,28,NORMAL
158,158,0,-1,0,0,0,28,NORMAL
65,65,0,-1,0,0,0,28,NORMAL
691,691,0,-1,0,0,0,28,NORMAL
151,151,0,-1,0,0,0,28,NORMAL
635,635,0,-1,0,0,0,28,NORMAL
59,82,16,-1,0,0,1027077,308,NORMAL
63,63,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,88,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
160,160,0,-1,0,0,0,28,NORMAL
197,197,0,-1,0,0,0,28,NORMAL
92,92,0,-1,0,0,0,28,NORMAL
94,94,0,-1,0,0,0,28,NORMAL
64,64,0,-1,0,0,0,28,NORMAL
800,800,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
77,77,0,-1,0,0,0,28,NORMAL
250,250,0,-1,0,0,0,28,NORMAL
153,153,0,-1,0,0,0,28,NORMAL
124,124,0,-1,0,0,0,28,NORMAL
86,86,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,48,NORMAL
326,326,0,-1,0,0,0,28,NORMAL
371,371,0,-1,0,0,0,28,NORMAL
131,131,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
76,76,0,-1,0,0,0,88,NORMAL
29,29,0,-1,0,0,0,28,NORMAL
939,1181,419,-1,0,0,0,68,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
1108,1108,0,-1,0,0,1444428,48,NORMAL
56,56,0,-1,0,0,0,28,NORMAL
317,317,0,-1,0,0,3948607,88,NORMAL
1108,1108,0,-1,0,0,5386854,48,NORMAL
116,116,0,-1,0,0,0,28,NORMAL
133,133,0,-1,0,0,0,28,NORMAL
63,63,0,-1,0,0,0,28,NORMAL
90,90,0,-1,0,0,0,28,NORMAL
91,100,9,-1,0,0,1847904,128,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
48,48,0,-1,0,0,7313298,88,NORMAL
90,90,0,-1,0,0,0,28,NORMAL
100,100,0,-1,0,0,0,28,NORMAL
131,131,0,-1,0,0,0,28,NORMAL
30,30,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
296,296,0,-1,0,0,0,28,NORMAL
72,72,0,-1,0,0,0,28,NORMAL
30,30,0,-1,0,0,0,28,NORMAL
250,250,0,-1,0,0,0,28,NORMAL
30,30,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
95,95,0,-1,0,0,0,28,NORMAL
90,90,0,-1,0,0,0,28,NORMAL
145,145,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
1016,1016,0,-1,0,0,0,48,NORMAL
53,53,0,-1,0,0,0,28,NORMAL
136,136,0,-1,0,0,0,28,NORMAL
319,319,0,-1,0,0,0,28,NORMAL
131,131,0,-1,0,0,0,28,NORMAL
92,92,0,-1,0,0,0,28,NORMAL
116,116,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
32,32,0,-1,0,0,5045374,48,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
528,528,0,-1,0,0,0,28,NORMAL
118,118,0,-1,0,0,0,28,NORMAL
58,58,0,-1,0,0,4534832,68,NORMAL
48,48,0,-1,0,0,0,28,NORMAL
71,71,0,-1,0,0,0,28,NORMAL
119,119,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,48,NORMAL
1019,1019,0,-1,0,0,0,28,NORMAL
74,74,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
48,48,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
184,184,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
122,122,0,-1,0,0,0,28,NORMAL
69,69,0,-1,0,0,0,28,NORMAL
64,64,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,88,NORMAL
121,121,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
56,56,0,-1,0,0,0,28,NORMAL
30,30,0,-1,0,0,0,28,NORMAL
64,64,0,-1,0,0,0,28,NORMAL
70,70,0,-1,0,0,0,28,NORMAL
596,596,0,-1,0,0,0,48,NORMAL
224,577,305,-1,0,0,0,68,NORMAL
97,97,0,-1,0,0,0,28,NORMAL
51,51,0,-1,0,0,0,28,NORMAL
72,72,0,-1,0,0,0,28,NORMAL
69,97,7,-1,0,0,2134093,648,NORMAL
48,48,0,-1,0,0,0,48,NORMAL
109,372,116,-1,0,0,0,328,NORMAL
48,48,0,-1,0,0,0,28,NORMAL
69,69,0,-1,0,0,0,28,NORMAL
62,62,0,-1,0,0,0,28,NORMAL
70,70,0,-1,0,0,0,28,NORMAL
134,152,16,-1,0,0,0,68,NORMAL
695,1415,696,-1,0,0,1100216,308,NORMAL
703,703,0,-1,0,0,0,28,NORMAL
142,142,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,1904101,68,NORMAL
81,81,0,-1,0,0,0,28,NORMAL
313,313,0,-1,0,0,0,28,NORMAL
1016,1016,0,-1,0,0,0,28,NORMAL
57,57,0,-1,0,0,0,28,NORMAL
76,76,0,-1,0,0,0,28,NORMAL
73,73,0,-1,0,0,0,28,NORMAL
78,78,0,-1,0,0,0,28,NORMAL
75,75,0,-1,0,0,0,28,NORMAL
83,83,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,1910894,108,NORMAL
42,42,0,-1,0,0,0,1628,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
92,92,0,-1,0,0,2009754,88,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
131,131,0,-1,0,0,0,28,NORMAL
90,90,0,-1,0,0,0,28,NORMAL
114,234,21,-1,0,0,0,3568,NORMAL
90,90,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
1108,1108,0,-1,0,0,0,28,NORMAL
695,695,0,-1,0,0,0,28,NORMAL
103,103,0,-1,0,0,0,28,NORMAL
30,30,0,-1,0,0,0,28,NORMAL
147,147,0,-1,0,0,0,28,NORMAL
58,58,0,-1,0,0,3415957,48,NORMAL
305,305,0,-1,0,0,0,28,NORMAL
92,92,0,-1,0,0,0,28,NORMAL
71,71,0,-1,0,0,0,28,NORMAL
93,93,0,-1,0,0,0,28,NORMAL
260,260,0,-1,0,0,0,28,NORMAL
90,90,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
58,58,0,-1,0,0,0,28,NORMAL
64,64,0,-1,0,0,0,28,NORMAL
791,791,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
76,76,0,-1,0,0,0,28,NORMAL
176,176,0,-1,0,0,0,28,NORMAL
76,76,0,-1,0,0,0,28,NORMAL
167,167,0,-1,0,0,0,28,NORMAL
106,106,0,-1,0,0,0,28,NORMAL
73,73,0,-1,0,0,0,28,NORMAL
58,58,0,-1,0,0,0,28,NORMAL
1108,1108,0,-1,0,0,0,28,NORMAL
158,158,0,-1,0,0,0,28,NORMAL
