% isAttack HIGH_RATE:	1087
% isAttack LOW_RATE:	1332
% isAttack NORMAL:	1333
@relation 'normal-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R6-9,17,19,27,38,40'

@attribute mean_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute min_bpktl numeric
@attribute min_biat numeric
@attribute max_biat numeric
@attribute mean_idle numeric
@attribute total_fhlen numeric
@attribute isAttack {HIGH_RATE,LOW_RATE,NORMAL}

@data
221,221,0,-1,0,0,0,28,NORMAL
140,140,0,-1,0,0,0,28,NORMAL
164,164,0,-1,0,0,0,28,NORMAL
131,131,0,-1,0,0,0,28,NORMAL
635,635,0,-1,0,0,0,28,NORMAL
106,106,0,-1,0,0,0,28,NORMAL
629,629,0,-1,0,0,0,28,NORMAL
92,92,0,-1,0,0,2009588,48,NORMAL
124,152,15,-1,0,0,1720004,248,NORMAL
44,44,0,-1,0,0,0,68,NORMAL
112,112,0,-1,0,0,0,28,NORMAL
84,84,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
175,175,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
142,142,0,-1,0,0,0,28,NORMAL
73,73,0,-1,0,0,0,28,NORMAL
59,59,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
77,77,0,-1,0,0,0,28,NORMAL
102,102,0,-1,0,0,0,28,NORMAL
177,177,0,-1,0,0,0,28,NORMAL
109,109,0,-1,0,0,0,28,NORMAL
64,64,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,48,NORMAL
770,770,0,-1,0,0,0,28,NORMAL
62,62,0,-1,0,0,0,28,NORMAL
75,75,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
51,58,5,-1,0,0,0,68,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
58,58,0,-1,0,0,3022937,48,NORMAL
96,96,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
672,672,0,-1,0,0,0,28,NORMAL
74,116,36,-1,0,0,1470123,68,NORMAL
30,30,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
370,370,0,-1,0,0,0,28,NORMAL
116,116,0,-1,0,0,0,28,NORMAL
1108,1108,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
78,78,0,-1,0,0,0,28,NORMAL
69,69,0,-1,0,0,0,28,NORMAL
70,70,0,-1,0,0,0,28,NORMAL
84,84,0,-1,0,0,0,28,NORMAL
31,31,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
110,110,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,1580577,48,NORMAL
134,134,0,-1,0,0,0,28,NORMAL
80,80,0,-1,0,0,2148085,68,NORMAL
83,83,0,-1,0,0,0,28,NORMAL
93,93,0,-1,0,0,0,28,NORMAL
111,111,0,-1,0,0,0,28,NORMAL
58,58,0,-1,0,0,0,28,NORMAL
48,48,0,-1,0,0,0,48,NORMAL
131,131,0,-1,0,0,0,28,NORMAL
624,624,0,-1,0,0,0,28,NORMAL
1108,1108,0,-1,0,0,0,28,NORMAL
131,131,0,-1,0,0,0,28,NORMAL
48,48,0,-1,0,0,0,28,NORMAL
74,74,0,-1,0,0,0,28,NORMAL
68,68,0,-1,0,0,0,28,NORMAL
30,30,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
773,773,0,-1,0,0,0,28,NORMAL
1195,1195,0,-1,0,0,0,28,NORMAL
62,62,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
73,73,0,-1,0,0,0,28,NORMAL
1484,1484,0,-1,0,0,9916083,408,NORMAL
125,125,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
596,596,0,-1,0,0,0,28,NORMAL
63,63,0,-1,0,0,0,28,NORMAL
70,354,74,-1,0,0,1221372,728,NORMAL
77,77,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,2997562,48,NORMAL
77,85,3,-1,0,0,0,8528,NORMAL
62,62,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
279,279,0,-1,0,0,0,28,NORMAL
92,92,0,-1,0,0,0,28,NORMAL
58,58,0,-1,0,0,0,28,NORMAL
69,69,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
48,48,0,-1,0,0,0,28,NORMAL
876,876,0,-1,0,0,0,28,NORMAL
58,58,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,48,NORMAL
73,73,0,-1,0,0,0,28,NORMAL
50,74,7,-1,0,0,1486315,228,NORMAL
1452,1452,0,-1,0,0,0,168,NORMAL
63,63,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
69,74,7,-1,0,0,0,48,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
31,31,0,-1,0,0,0,28,NORMAL
166,166,0,-1,0,0,0,28,NORMAL
86,86,0,-1,0,0,0,28,NORMAL
61,61,0,-1,0,0,0,28,NORMAL
74,74,0,-1,0,0,0,28,NORMAL
131,131,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
136,136,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
433,1453,393,-1,0,0,0,7308,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
72,82,6,-1,0,0,1153170,188,NORMAL
58,58,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,1020015,48,NORMAL
44,44,0,-1,0,0,2956357,108,NORMAL
142,142,0,-1,0,0,0,28,NORMAL
326,326,0,-1,0,0,0,28,NORMAL
166,166,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
156,156,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,6093197,48,NORMAL
48,48,0,-1,0,0,2498569,108,NORMAL
326,326,0,-1,0,0,0,28,NORMAL
397,397,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,48,NORMAL
79,79,0,-1,0,0,0,28,NORMAL
96,96,0,-1,0,0,0,28,NORMAL
72,72,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
31,31,0,-1,0,0,0,28,NORMAL
64,64,0,-1,0,0,0,28,NORMAL
130,130,0,-1,0,0,0,28,NORMAL
251,251,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,68,NORMAL
141,141,0,-1,0,0,0,28,NORMAL
94,94,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
175,605,242,-1,0,0,3240337,108,NORMAL
30,30,0,-1,0,0,0,28,NORMAL
76,76,0,-1,0,0,0,28,NORMAL
48,48,0,-1,0,0,0,28,NORMAL
117,117,0,-1,0,0,0,28,NORMAL
76,76,0,-1,0,0,0,28,NORMAL
64,64,0,-1,0,0,0,28,NORMAL
64,64,0,-1,0,0,0,28,NORMAL
147,147,0,-1,0,0,0,28,NORMAL
81,81,0,-1,0,0,0,28,NORMAL
153,177,33,-1,0,0,5001354,48,NORMAL
69,69,0,-1,0,0,0,28,NORMAL
73,73,0,-1,0,0,0,28,NORMAL
48,48,0,-1,0,0,0,28,NORMAL
156,156,0,-1,0,0,0,28,NORMAL
88,169,69,-1,0,0,2896779,68,NORMAL
92,92,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
59,59,0,-1,0,0,0,28,NORMAL
30,30,0,-1,0,0,0,28,NORMAL
77,92,10,-1,0,0,2496952,88,NORMAL
84,84,0,-1,0,0,2009574,48,NORMAL
303,303,0,-1,0,0,0,28,NORMAL
116,116,0,-1,0,0,0,28,NORMAL
72,72,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
317,317,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,2074855,48,NORMAL
81,81,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,48,NORMAL
117,117,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
174,174,0,-1,0,0,0,28,NORMAL
90,90,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
64,64,0,-1,0,0,0,28,NORMAL
92,92,0,-1,0,0,0,28,NORMAL
726,726,0,-1,0,0,0,28,NORMAL
69,69,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
74,74,0,-1,0,0,0,28,NORMAL
30,30,0,-1,0,0,0,28,NORMAL
326,326,0,-1,0,0,0,28,NORMAL
82,82,0,-1,0,0,0,28,NORMAL
300,300,0,-1,0,0,0,28,NORMAL
67,67,0,-1,0,0,0,28,NORMAL
90,90,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,28,NORMAL
48,48,0,-1,0,0,0,48,NORMAL
71,71,0,-1,0,0,0,28,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
93,93,0,-1,0,0,0,28,NORMAL
73,73,0,-1,0,0,0,28,NORMAL
58,58,0,-1,0,0,0,28,NORMAL
70,70,0,-1,0,0,0,28,NORMAL
805,805,0,-1,0,0,0,28,NORMAL
58,58,0,-1,0,0,3320958,48,NORMAL
475,475,0,-1,0,0,0,28,NORMAL
51,51,0,-1,0,0,0,28,NORMAL
81,81,0,-1,0,0,0,28,NORMAL
72,72,0,-1,0,0,0,28,NORMAL
56,56,0,-1,0,0,0,28,NORMAL
116,116,0,-1,0,0,0,28,NORMAL
59,59,0,-1,0,0,0,28,NORMAL
1108,1108,0,-1,0,0,0,28,NORMAL
126,126,0,-1,0,0,0,28,NORMAL
1108,1108,0,-1,0,0,0,28,NORMAL
1277,1453,474,-1,0,0,2740931,488,NORMAL
129,129,0,-1,0,0,0,28,NORMAL
74,116,36,-1,0,0,0,68,NORMAL
64,64,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,128,NORMAL
313,313,0,-1,0,0,5009846,48,NORMAL
121,121,0,-1,0,0,0,28,NORMAL
116,116,0,-1,0,0,0,28,NORMAL
145,177,27,-1,0,0,0,68,NORMAL
273,273,0,-1,0,0,0,28,NORMAL
72,72,0,-1,0,0,0,28,NORMAL
29,29,0,-1,0,0,0,28,NORMAL
44,44,0,-1,0,0,0,108,NORMAL
1016,1016,0,-1,0,0,0,28,NORMAL
131,131,0,-1,0,0,0,28,NORMAL
64,148,5,52,581,325157,0,12488,HIGH_RATE
66,472,18,52,2,556885,0,55336,HIGH_RATE
64,304,12,52,2051,343968,1233869,22576,HIGH_RATE
63,64,1,52,1264,44213,0,6092,HIGH_RATE
65,196,12,52,22,366115,0,7028,HIGH_RATE
67,256,19,52,24,1093637,2058355,32508,HIGH_RATE
65,256,12,52,95,956965,1480130,29440,HIGH_RATE
64,88,2,52,29,377246,0,7132,HIGH_RATE
64,316,7,52,1,238623,0,131672,HIGH_RATE
64,268,6,52,3,377211,0,255172,HIGH_RATE
64,232,9,52,7,1037713,4046057,27516,HIGH_RATE
71,1500,85,52,3,1341808,2393996,42180,HIGH_RATE
66,364,18,52,4,1338547,2387706,67204,HIGH_RATE
65,448,21,52,5,1004529,2043583,17272,HIGH_RATE
64,148,4,52,2,1393551,2106732,22784,HIGH_RATE
65,412,14,52,2,1001850,2384141,47484,HIGH_RATE
64,124,5,52,12,416686,0,6092,HIGH_RATE
67,712,36,52,463,1501315,1486162,18156,HIGH_RATE
64,256,10,52,4,1088115,1925309,18312,HIGH_RATE
64,1252,18,52,3,889212,0,330884,HIGH_RATE
66,292,14,52,13,1342948,1945195,25956,HIGH_RATE
64,256,5,52,2,313487,0,277428,HIGH_RATE
65,328,16,52,7,961618,1414432,22588,HIGH_RATE
64,88,3,52,32,442896,0,5676,HIGH_RATE
65,640,19,52,5,603188,0,92672,HIGH_RATE
64,184,5,52,3,382712,0,275400,HIGH_RATE
65,496,17,52,5,542213,0,78164,HIGH_RATE
64,184,5,52,2,380220,0,258136,HIGH_RATE
65,196,11,52,45,479054,0,8068,HIGH_RATE
64,388,8,52,2,380235,0,253976,HIGH_RATE
67,1500,44,52,4,540643,0,75772,HIGH_RATE
65,1500,42,52,2,1559605,0,227612,HIGH_RATE
65,1500,21,52,2,1134194,0,368844,HIGH_RATE
64,316,8,52,2,58133,0,243212,HIGH_RATE
65,184,10,52,4,433915,0,8380,HIGH_RATE
64,1500,18,52,2,624598,0,418660,HIGH_RATE
64,88,2,52,4,31637,0,8328,HIGH_RATE
64,316,7,52,3,245362,0,152576,HIGH_RATE
65,952,17,52,3,695474,0,353504,HIGH_RATE
64,268,5,52,3,377943,0,249608,HIGH_RATE
64,316,6,52,3,323201,0,219968,HIGH_RATE
64,268,5,52,10,51119,0,124548,HIGH_RATE
64,388,9,52,3,381413,0,254704,HIGH_RATE
65,352,11,52,3,69360,0,87420,HIGH_RATE
64,148,6,52,31577,296947,0,10200,HIGH_RATE
64,292,8,52,537,375898,1233565,47120,HIGH_RATE
68,1500,50,52,3,546920,0,71508,HIGH_RATE
66,208,18,52,205,46419,0,4168,HIGH_RATE
63,64,0,52,24,31209,0,15348,HIGH_RATE
66,640,22,52,2,539385,0,83156,HIGH_RATE
65,220,10,52,9,1001620,1436072,19092,HIGH_RATE
65,352,14,52,3,993896,1808846,28296,HIGH_RATE
70,1500,81,52,2,985067,1944335,34432,HIGH_RATE
66,292,15,52,3,512105,0,55544,HIGH_RATE
64,280,6,52,2,345822,0,473468,HIGH_RATE
64,136,4,52,4,749368,3894781,24188,HIGH_RATE
65,520,20,52,2,547080,0,75928,HIGH_RATE
66,220,13,52,3,1327540,1945002,22940,HIGH_RATE
64,76,1,52,32,361547,0,7808,HIGH_RATE
67,340,20,52,7,511165,0,43584,HIGH_RATE
67,1500,43,52,2,541393,0,78476,HIGH_RATE
67,460,28,52,9,1170214,1432656,13476,HIGH_RATE
66,1500,42,52,4,555541,0,106764,HIGH_RATE
64,172,6,52,982,293753,0,13008,HIGH_RATE
64,436,8,52,3,1363839,0,326672,HIGH_RATE
65,160,9,52,3,716064,0,14204,HIGH_RATE
64,304,7,52,3,256023,0,143216,HIGH_RATE
64,316,12,52,4,44599,0,43376,HIGH_RATE
67,1500,41,52,4,537998,0,80660,HIGH_RATE
65,292,13,52,1,1342169,2970680,49876,HIGH_RATE
65,652,20,52,2,557752,0,90176,HIGH_RATE
64,1500,20,52,2,1173013,0,507528,HIGH_RATE
65,124,7,52,21,433989,0,6196,HIGH_RATE
66,496,22,52,5,520439,1036328,43384,HIGH_RATE
66,208,14,52,16,373454,0,7964,HIGH_RATE
66,472,18,52,4,515430,0,57728,HIGH_RATE
66,400,19,52,3,679911,1938053,25176,HIGH_RATE
65,640,20,52,3,539877,0,103852,HIGH_RATE
64,76,3,52,432,83835,0,1932,HIGH_RATE
64,172,9,52,703,103550,0,10876,HIGH_RATE
66,652,23,52,12,543194,0,89448,HIGH_RATE
65,424,14,52,6,56095,0,105412,HIGH_RATE
65,496,16,52,3,540631,0,102656,HIGH_RATE
66,640,23,52,2,548032,0,93556,HIGH_RATE
66,496,20,52,3,550164,0,73848,HIGH_RATE
76,1500,120,52,2,1069521,1789848,25332,HIGH_RATE
64,340,11,52,6,56271,0,118308,HIGH_RATE
65,232,10,52,4,1024860,1425174,17584,HIGH_RATE
64,172,7,52,219,643425,0,14880,HIGH_RATE
66,292,16,52,3,514886,0,52840,HIGH_RATE
64,388,9,52,3,381475,0,263856,HIGH_RATE
67,1500,47,52,4,536912,0,74888,HIGH_RATE
65,640,19,52,5,550411,0,95844,HIGH_RATE
66,280,16,52,9,1335526,1942401,25176,HIGH_RATE
66,172,10,52,9,1788328,1938561,19872,HIGH_RATE
64,256,6,52,2,381443,0,262764,HIGH_RATE
67,1500,43,52,3,538785,0,74992,HIGH_RATE
64,388,9,52,3,384204,0,262712,HIGH_RATE
64,268,5,52,4,234909,0,125120,HIGH_RATE
64,304,9,52,4,54082,0,69896,HIGH_RATE
64,76,2,52,3,536802,0,5000,HIGH_RATE
63,64,1,52,1264,44213,0,6092,HIGH_RATE
66,1500,40,52,7,542239,0,85392,HIGH_RATE
66,256,14,52,9,945125,1475745,25072,HIGH_RATE
64,232,5,52,2,382040,0,282836,HIGH_RATE
65,232,12,52,5,1003944,1622042,25696,HIGH_RATE
64,148,6,52,31577,296947,0,10200,HIGH_RATE
65,196,13,52,15,601885,0,5884,HIGH_RATE
66,472,19,52,4,520151,0,58144,HIGH_RATE
67,352,24,52,5,961456,1431838,12084,HIGH_RATE
66,160,12,52,10,948722,1434551,13372,HIGH_RATE
65,316,14,52,116,1084946,1482534,21380,HIGH_RATE
195,195,0,-1,0,0,1001291,68,HIGH_RATE
64,388,8,52,2,379091,0,268692,HIGH_RATE
66,448,20,52,2,955993,1424226,23512,HIGH_RATE
64,388,9,52,2,378971,0,261360,HIGH_RATE
64,124,4,52,786,1251786,3937653,10668,HIGH_RATE
64,268,7,52,3,378980,0,272384,HIGH_RATE
70,1500,87,52,1,887888,2575116,19456,HIGH_RATE
64,88,3,52,31,377138,0,6820,HIGH_RATE
64,364,8,52,3,55661,0,248204,HIGH_RATE
64,1060,16,52,5,376594,0,211752,HIGH_RATE
64,124,2,52,4,40353,0,39996,HIGH_RATE
64,292,9,52,3,60466,0,158036,HIGH_RATE
66,268,14,52,9,1350298,1938160,31676,HIGH_RATE
64,388,8,52,3,387644,0,284708,HIGH_RATE
64,352,11,52,4,52044,0,143684,HIGH_RATE
65,388,17,52,2,552351,0,80216,HIGH_RATE
64,400,9,52,2,56347,0,214820,HIGH_RATE
64,100,1,52,6,31561,0,23200,HIGH_RATE
64,280,6,52,3,353209,0,477836,HIGH_RATE
66,220,15,52,9,416279,0,5572,HIGH_RATE
72,1500,79,52,1,1327151,1938198,25332,HIGH_RATE
65,172,9,52,350,1694228,1960749,26540,HIGH_RATE
65,148,8,52,20,972403,1864122,20704,HIGH_RATE
64,256,6,52,3,377292,0,246436,HIGH_RATE
64,172,5,52,752,322989,0,18000,HIGH_RATE
64,388,9,52,3,377880,0,248828,HIGH_RATE
68,1500,72,52,2,927383,1460958,20808,HIGH_RATE
64,124,4,52,253,1116722,4042392,20288,HIGH_RATE
65,220,10,52,7,1170838,1426454,29752,HIGH_RATE
65,184,8,52,33,1243838,1427227,29180,HIGH_RATE
66,1500,39,52,4,537024,0,85288,HIGH_RATE
74,1500,109,52,1,1323026,1938692,24240,HIGH_RATE
65,640,21,52,3,536071,0,84144,HIGH_RATE
68,1500,45,52,3,565947,0,72496,HIGH_RATE
64,244,6,52,3,377843,0,252728,HIGH_RATE
65,256,12,52,3,512443,0,53204,HIGH_RATE
65,220,10,52,93,956691,1425737,21380,HIGH_RATE
67,292,19,52,10,999928,0,11916,HIGH_RATE
65,376,11,52,5,539725,0,93192,HIGH_RATE
66,1500,37,52,3,541231,0,96988,HIGH_RATE
66,820,29,52,4,600159,0,94700,HIGH_RATE
68,1168,46,52,4,665777,0,77176,HIGH_RATE
64,952,11,52,2,445260,0,351944,HIGH_RATE
64,148,5,52,30677,256356,0,10824,HIGH_RATE
66,496,19,52,3,557039,0,85184,HIGH_RATE
65,460,13,52,11,92735,0,68700,HIGH_RATE
65,184,11,52,12,436559,0,6924,HIGH_RATE
64,436,10,52,3,56534,0,190640,HIGH_RATE
65,316,13,52,3,564525,0,88512,HIGH_RATE
66,508,20,52,4,562145,0,75928,HIGH_RATE
66,652,24,52,4,545115,0,80348,HIGH_RATE
74,1500,110,52,2,1214596,1422511,17688,HIGH_RATE
64,868,10,52,2,503305,0,394532,HIGH_RATE
64,256,5,52,6,85109,0,105724,HIGH_RATE
64,484,11,52,3,439920,0,191992,HIGH_RATE
64,208,5,52,1,389170,0,238584,HIGH_RATE
64,736,13,52,2,598673,0,288244,HIGH_RATE
63,64,1,52,1118,275698,0,3024,HIGH_RATE
66,340,18,52,4,512155,0,51176,HIGH_RATE
65,640,19,52,6,542737,0,90020,HIGH_RATE
64,496,7,52,3,347408,0,439408,HIGH_RATE
64,100,4,52,12,410371,0,7496,HIGH_RATE
64,232,5,52,2,388726,0,264220,HIGH_RATE
64,88,3,52,6522,429266,0,3804,HIGH_RATE
64,88,2,52,2,752578,0,8484,HIGH_RATE
64,208,6,52,3,50732,0,32456,HIGH_RATE
66,964,34,52,3,542123,0,82532,HIGH_RATE
65,184,11,52,14,717441,2055080,28244,HIGH_RATE
65,460,13,52,3,418143,0,169216,HIGH_RATE
64,172,6,52,30769,264247,0,13996,HIGH_RATE
65,184,10,52,7,362715,0,8172,HIGH_RATE
65,496,16,52,3,549998,0,98912,HIGH_RATE
65,148,7,52,8,368377,0,7184,HIGH_RATE
66,1500,40,52,3,551614,0,85132,HIGH_RATE
64,388,8,52,2,377910,0,267964,HIGH_RATE
64,172,9,52,703,103550,0,10876,HIGH_RATE
77,1500,118,52,2,707907,1415871,19768,HIGH_RATE
78,78,0,-1,0,0,0,48,HIGH_RATE
64,328,8,52,5,57406,0,274048,HIGH_RATE
64,292,8,52,537,375898,1233565,47120,HIGH_RATE
64,388,8,52,3,382778,0,256524,HIGH_RATE
64,292,9,52,400,332788,1240167,34952,HIGH_RATE
64,184,7,52,4,1009446,1429965,20964,HIGH_RATE
64,316,9,52,4,56487,0,202548,HIGH_RATE
64,388,8,52,3,383253,0,263336,HIGH_RATE
64,340,10,52,3,55245,0,173064,HIGH_RATE
64,304,9,52,502,323880,1192428,57000,HIGH_RATE
67,1500,43,52,3,539784,0,88720,HIGH_RATE
65,496,18,52,3,552481,0,83364,HIGH_RATE
65,484,13,52,4,575204,0,97664,HIGH_RATE
64,352,6,52,2,858856,0,225948,HIGH_RATE
64,388,8,52,2,382066,0,261048,HIGH_RATE
67,1456,42,52,3,558442,0,98236,HIGH_RATE
65,376,14,52,3,555543,0,84820,HIGH_RATE
65,496,16,52,3,542225,0,93400,HIGH_RATE
66,472,21,52,3,512718,1036526,45360,HIGH_RATE
64,232,9,52,2,52202,0,47952,HIGH_RATE
64,424,6,52,2,330822,0,405192,HIGH_RATE
66,1500,39,52,2,548105,0,83104,HIGH_RATE
64,352,8,52,2,428333,0,275036,HIGH_RATE
64,172,6,52,30769,264247,0,13996,HIGH_RATE
64,316,7,52,2,372865,0,267964,HIGH_RATE
65,196,10,52,33,432697,0,9940,HIGH_RATE
64,100,2,52,14,28012,0,19560,HIGH_RATE
63,64,1,52,426,293775,0,3648,HIGH_RATE
64,340,9,52,16,62276,0,63864,HIGH_RATE
63,64,2,52,332,8690,0,1048,HIGH_RATE
64,388,8,52,2,390194,0,262920,HIGH_RATE
66,292,14,52,2,541736,0,56272,HIGH_RATE
64,100,5,52,47,466241,0,5936,HIGH_RATE
68,1072,46,52,1,1350791,1948018,27620,HIGH_RATE
64,460,10,52,3,444734,0,202132,HIGH_RATE
65,1500,32,52,2,1004901,0,288712,HIGH_RATE
65,1500,38,52,2,1420189,0,300308,HIGH_RATE
65,304,12,52,4,542234,0,82948,HIGH_RATE
66,1492,38,52,3,540646,0,105724,HIGH_RATE
65,496,16,52,10,546072,0,85496,HIGH_RATE
64,256,6,52,4,53552,0,85080,HIGH_RATE
65,196,10,52,18,971648,1680610,26944,HIGH_RATE
67,328,22,52,31,1334925,4363883,20808,HIGH_RATE
65,196,8,52,6,1004054,1403753,23564,HIGH_RATE
64,148,5,52,581,325157,0,12488,HIGH_RATE
65,484,14,52,3,413398,0,191680,HIGH_RATE
64,316,6,52,2,352418,0,395260,HIGH_RATE
65,424,14,52,3,73031,0,120700,HIGH_RATE
65,196,12,52,7,498847,0,6404,HIGH_RATE
64,304,9,52,502,323880,1192428,57000,HIGH_RATE
64,388,10,52,3,378960,0,269992,HIGH_RATE
65,496,18,52,3,540713,0,85392,HIGH_RATE
66,1500,40,52,2,558884,0,95688,HIGH_RATE
67,316,20,52,867,987486,1946794,22888,HIGH_RATE
66,640,24,52,4,550651,0,81076,HIGH_RATE
65,496,17,52,3,602847,0,87940,HIGH_RATE
65,220,10,52,517,691007,1680813,19196,HIGH_RATE
66,1456,39,52,3,549213,0,106920,HIGH_RATE
65,484,13,52,2,411483,0,169944,HIGH_RATE
65,340,13,52,2,513958,0,50552,HIGH_RATE
65,256,13,52,254,1237433,1436376,21380,HIGH_RATE
64,292,9,52,400,332788,1240167,34952,HIGH_RATE
67,1500,43,52,3,535592,0,92464,HIGH_RATE
65,400,16,52,4,1008530,2631343,23512,HIGH_RATE
64,148,5,52,30677,256356,0,10824,HIGH_RATE
64,232,5,52,2,381446,0,268120,HIGH_RATE
67,1500,43,52,3,560515,0,80504,HIGH_RATE
65,196,11,52,3,1006919,1426834,24604,HIGH_RATE
66,292,15,52,9,541267,0,51488,HIGH_RATE
64,256,6,52,3,384289,0,264376,HIGH_RATE
66,1500,40,52,3,548104,0,87368,HIGH_RATE
67,1500,44,52,3,560064,0,77592,HIGH_RATE
64,316,8,52,2,331258,0,289128,HIGH_RATE
64,328,7,52,4,57431,0,287776,HIGH_RATE
67,1468,42,52,2,539822,0,85600,HIGH_RATE
64,400,8,52,3,321184,0,312476,HIGH_RATE
66,208,18,52,205,46419,0,4168,HIGH_RATE
66,496,21,52,3,539438,0,72288,HIGH_RATE
64,172,5,52,752,322989,0,18000,HIGH_RATE
64,256,9,52,22,1232579,3937782,30116,HIGH_RATE
65,640,17,52,4,547222,0,99224,HIGH_RATE
65,340,14,52,3,515104,0,54972,HIGH_RATE
64,280,6,52,2,270779,0,163340,HIGH_RATE
64,100,3,52,3,1000852,3938234,34640,HIGH_RATE
64,388,9,52,3,395838,0,247164,HIGH_RATE
66,292,14,52,22,1327548,1946422,27568,HIGH_RATE
65,160,8,52,12,1005149,1947746,19560,HIGH_RATE
64,316,8,52,3,49408,0,105360,HIGH_RATE
64,388,8,52,2,379126,0,264428,HIGH_RATE
64,316,7,52,2,438547,0,240404,HIGH_RATE
65,292,13,52,3,511486,0,61680,HIGH_RATE
66,340,14,52,3,516433,0,51800,HIGH_RATE
65,184,10,52,4,390048,0,8016,HIGH_RATE
64,208,5,52,2,383882,0,242588,HIGH_RATE
64,172,6,52,982,293753,0,13008,HIGH_RATE
66,1500,41,52,3,542386,0,95116,HIGH_RATE
66,640,24,52,3,549355,0,82324,HIGH_RATE
72,1500,82,52,2,995687,1940356,58456,HIGH_RATE
66,352,19,52,2,1352680,1991060,23616,HIGH_RATE
66,340,15,52,4,511486,0,50240,HIGH_RATE
64,364,7,52,2,475584,0,436964,HIGH_RATE
64,88,2,52,8,419245,0,6820,HIGH_RATE
80,1500,131,52,1,984766,1541595,21848,HIGH_RATE
65,172,8,52,3,986815,1907326,27204,HIGH_RATE
64,304,12,52,2051,343968,1233869,22576,HIGH_RATE
64,280,6,52,2,343594,0,471804,HIGH_RATE
73,1500,105,52,1,752353,2192990,54244,HIGH_RATE
