% isAttack tcpFlood:	199
% isAttack slowRead:	667
% isAttack httpFlood:	667
% isAttack slowHeaders:	667
% isAttack udpFlood:	667
% isAttack slowBody:	667
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R1,4-5,7-9,14,18,22,38,40'

@attribute total_fpackets numeric
@attribute total_bvolume numeric
@attribute min_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute min_bpktl numeric
@attribute mean_fiat numeric
@attribute mean_biat numeric
@attribute min_active numeric
@attribute total_fhlen numeric
@attribute isAttack {tcpFlood,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
4,164,52,394,163,52,1546,3081,13,216,slowBody
8,860,40,511,158,52,18270,5515,4594,412,slowBody
8,860,40,511,158,52,17993,3973,4403,412,slowBody
8,912,40,511,158,52,19601,5443,4,412,slowBody
4,164,52,511,223,52,1662,3261,5,216,slowBody
3,112,52,394,195,52,1631,3254,3323,164,slowBody
3,112,52,511,262,52,1403,2808,2872,164,slowBody
9,11896,40,352,158,52,226517,362330,1812143,464,slowBody
3,112,52,394,195,52,1621,3233,3305,164,slowBody
8,860,40,511,157,52,269742,353220,1634,412,slowBody
4,164,52,511,224,52,1634,3258,6,216,slowBody
4,164,52,511,224,52,1661,3275,5,216,slowBody
4,164,52,394,162,52,1602,3194,13,216,slowBody
4,164,52,511,224,52,1600,3196,7,216,slowBody
8,860,40,511,157,52,268355,351203,1201,412,slowBody
14,907,40,246,86,52,156007,262573,2,748,slowBody
8,860,40,467,142,52,22780,12259,4578,412,slowBody
9,860,40,467,134,52,19376,7842,3430,472,slowBody
12,112,52,387,85,52,281400,2860,0,632,slowBody
9,912,40,511,149,52,21174,7493,2,472,slowBody
3,112,52,394,195,52,1546,3081,3127,164,slowBody
11,60,52,511,236,60,287002,0,0,604,slowBody
4,164,52,511,222,52,1689,3323,6,216,slowBody
8,855,40,246,66,52,4580,1758,13,412,slowBody
8,808,40,467,142,52,6650,3082,2823,412,slowBody
8,803,40,246,66,52,13090,3984,12,412,slowBody
8,855,40,246,66,52,13301,1570,5,412,slowBody
4,164,52,511,223,52,1625,3249,8,216,slowBody
12,112,52,387,87,52,281322,3058,0,632,slowBody
3,112,52,394,195,52,1693,3376,3448,164,slowBody
14,11896,40,248,99,52,251105,303,2425,740,slowBody
8,860,40,511,159,52,8126,1819,13,412,slowBody
8,860,40,511,157,52,16850,2754,4580,412,slowBody
12,808,40,467,209,52,250379,1711465,9360,620,slowBody
8,808,40,511,159,52,8718,3016,4429,412,slowBody
12,112,52,387,89,52,280249,2965,0,632,slowBody
4,164,52,511,224,52,1643,3283,6,216,slowBody
3,112,52,394,195,52,1689,3407,3472,164,slowBody
8,808,40,511,159,52,14760,3009,608,412,slowBody
8,907,40,246,66,52,20626,6288,12,412,slowBody
8,803,40,246,66,52,2899,3035,13,412,slowBody
3,112,52,394,195,52,1391,2813,2846,164,slowBody
3,112,52,511,262,52,1672,3285,3402,164,slowBody
4,164,52,511,221,52,1630,3207,6,216,slowBody
3,112,52,394,195,52,1602,3198,3268,164,slowBody
7,60,52,394,164,60,285659,0,1713956,372,slowBody
8,860,40,511,157,52,17971,4254,4078,412,slowBody
8,855,40,246,66,52,14577,1654,12,412,slowBody
8,855,40,246,66,52,14429,1695,13,412,slowBody
4,164,52,394,163,52,1770,3544,14,216,slowBody
8,808,40,467,144,52,2748,3049,1447,412,slowBody
3,112,52,394,195,52,1581,3140,3215,164,slowBody
8,808,40,511,158,52,13697,3277,775,412,slowBody
3,112,52,394,195,52,1667,3329,3395,164,slowBody
3,112,52,511,262,52,1674,3340,3407,164,slowBody
8,860,40,511,159,52,9468,1636,4,412,slowBody
3,112,52,511,262,52,1673,3294,3404,164,slowBody
4,0,60,60,0,-1,288,0,279,88,slowBody
8,907,40,246,67,52,19121,4443,13,412,slowBody
2,0,67,67,0,-1,298,0,298,48,slowBody
4,164,52,511,223,52,1720,3385,6,216,slowBody
3,112,52,394,195,52,1622,3279,3345,164,slowBody
8,907,40,246,67,52,19170,4520,12,412,slowBody
8,855,40,246,66,52,12317,1726,6,412,slowBody
3,112,52,511,262,52,1639,3270,3342,164,slowBody
8,808,40,511,158,52,10160,3017,4446,412,slowBody
8,860,40,511,159,52,21370,9808,4517,412,slowBody
3,112,52,394,195,52,1560,3108,3174,164,slowBody
13,60,52,387,145,60,288006,0,0,692,slowBody
12,112,52,387,90,52,281167,3045,0,632,slowBody
4,164,52,511,222,52,1657,3306,6,216,slowBody
4,164,52,394,163,52,1677,3350,14,216,slowBody
3,112,52,394,195,52,1642,3277,3350,164,slowBody
4,164,52,394,165,52,1687,3365,13,216,slowBody
8,860,40,511,157,52,3027,1808,13,412,slowBody
3,112,52,511,262,52,1676,3338,3411,164,slowBody
8,907,40,246,67,52,19428,4693,12,412,slowBody
8,808,40,467,142,52,8355,3089,4591,412,slowBody
8,860,40,511,159,52,10550,1682,5,412,slowBody
12,112,52,387,85,52,279932,3113,0,632,slowBody
4,164,52,394,162,52,1597,3197,16,216,slowBody
3,112,52,511,262,52,1682,3308,3421,164,slowBody
11,60,52,394,169,60,288040,0,0,596,slowBody
8,860,40,511,157,52,269096,352801,857,412,slowBody
3,112,52,394,195,52,1632,3253,3325,164,slowBody
14,120,52,467,198,60,288035,0,3,744,slowBody
11,60,52,511,236,60,287277,0,0,604,slowBody
11,60,52,511,236,60,287074,0,0,604,slowBody
8,808,40,511,157,52,12404,3237,822,412,slowBody
12,112,52,387,94,52,280544,3052,0,632,slowBody
8,912,40,511,159,52,18358,4743,12,412,slowBody
4,164,52,511,223,52,1588,3173,6,216,slowBody
8,855,40,246,66,52,11172,1673,4,412,slowBody
3,112,52,394,195,52,1662,3320,3389,164,slowBody
12,112,52,387,87,52,280391,3032,0,632,slowBody
3,112,52,394,195,52,1546,3084,3130,164,slowBody
4,164,52,511,226,52,1612,3213,6,216,slowBody
8,907,40,246,66,52,21124,6185,4,412,slowBody
8,808,40,511,158,52,6831,3026,2965,412,slowBody
8,860,40,511,158,52,17987,3780,4335,412,slowBody
4,164,52,511,222,52,1604,3198,6,216,slowBody
12,112,52,387,90,52,279701,3053,0,632,slowBody
12,112,52,387,91,52,280581,3075,0,632,slowBody
4,164,52,394,162,52,1376,2757,14,216,slowBody
4,164,52,511,221,52,1583,3157,6,216,slowBody
8,860,40,511,159,52,14623,1609,13,412,slowBody
9,860,40,467,135,52,19225,6616,3076,472,slowBody
8,860,40,511,157,52,8715,1602,4,412,slowBody
8,860,40,511,158,52,270635,354888,620,412,slowBody
8,907,40,246,66,52,19783,4938,13,412,slowBody
9,912,40,511,149,52,20969,7301,2,472,slowBody
12,112,52,387,90,52,280978,3016,0,632,slowBody
6,1664,40,352,155,52,82954,226684,6,308,slowBody
4,164,52,394,162,52,1599,3202,17,216,slowBody
8,855,40,246,66,52,12396,1674,4,412,slowBody
3,112,52,394,195,52,1644,3285,3351,164,slowBody
8,912,40,511,159,52,19280,4432,5,412,slowBody
8,860,40,511,159,52,16917,2901,4540,412,slowBody
11,60,52,511,236,60,287290,0,0,604,slowBody
5,164,52,394,147,52,1435,2878,14,276,slowBody
3,112,52,394,195,52,1376,2757,2822,164,slowBody
8,907,40,246,66,52,17050,3230,11,412,slowBody
2,0,55,55,0,-1,316,0,316,48,slowBody
12,112,52,387,89,52,281219,3082,0,632,slowBody
8,855,40,246,66,52,7439,1745,13,412,slowBody
8,860,40,511,159,52,18208,5364,4597,412,slowBody
3,112,52,394,195,52,1645,3287,3355,164,slowBody
3,112,52,394,195,52,1636,3261,3333,164,slowBody
12,112,52,387,88,52,281258,2991,0,632,slowBody
8,808,40,511,157,52,9478,3046,4484,412,slowBody
9,907,40,246,63,52,22180,8064,4,472,slowBody
4,164,52,394,163,52,1642,3277,6,216,slowBody
3,112,52,394,195,52,1623,3247,3311,164,slowBody
12,112,52,387,87,52,280560,3036,0,632,slowBody
4,164,52,394,162,52,1560,3108,13,216,slowBody
3,112,52,394,195,52,1643,3285,3357,164,slowBody
8,808,40,511,159,52,12050,3020,788,412,slowBody
8,808,40,511,158,52,8482,3009,908,412,slowBody
13,120,52,467,186,60,286670,0,17,684,slowBody
3,112,52,511,262,52,1726,3440,3512,164,slowBody
4,164,52,394,161,52,1651,3328,15,216,slowBody
8,808,40,511,157,52,9917,2739,916,412,slowBody
3,112,52,511,262,52,1636,3276,3316,164,slowBody
5,164,52,511,198,52,1308,2625,6,276,slowBody
8,860,40,511,158,52,17074,3101,13,412,slowBody
8,855,40,246,67,52,5493,1773,13,412,slowBody
8,808,40,467,142,52,12523,3070,4283,412,slowBody
3,112,52,394,195,52,1597,3197,3235,164,slowBody
4,0,60,60,0,-1,317,0,309,88,slowBody
12,112,52,387,91,52,281266,3021,0,632,slowBody
8,808,40,467,144,52,14866,3038,4533,412,slowBody
12,112,52,387,87,52,281043,3036,0,632,slowBody
8,860,40,511,158,52,269696,353040,1249,412,slowBody
8,860,40,511,158,52,7145,1672,4,412,slowBody
3,112,52,394,195,52,1591,3174,3220,164,slowBody
8,808,40,511,160,52,10072,3009,4429,412,slowBody
4,164,52,511,224,52,1673,3294,6,216,slowBody
8,912,40,511,157,52,17769,3505,13,412,slowBody
8,907,40,246,66,52,17342,3662,12,412,slowBody
12,112,52,387,85,52,280370,2893,0,632,slowBody
4,164,52,511,223,52,1656,3254,5,216,slowBody
8,912,40,511,159,52,21407,6616,2,412,slowBody
8,808,40,511,158,52,6935,3052,2909,412,slowBody
12,112,52,387,87,52,279717,3112,0,632,slowBody
8,907,40,246,66,52,17966,2851,12,412,slowBody
8,808,40,467,143,52,14011,2912,4399,412,slowBody
8,912,40,511,157,52,17165,1845,12,412,slowBody
8,860,40,511,160,52,9856,1746,13,412,slowBody
8,860,40,511,159,52,19264,7342,4457,412,slowBody
3,112,52,511,262,52,1656,3305,3378,164,slowBody
8,808,40,467,143,52,3282,6058,1819,412,slowBody
8,860,40,467,142,52,20955,8104,4587,412,slowBody
12,112,52,387,89,52,280642,2947,0,632,slowBody
9,907,40,246,62,52,22458,8518,5,472,slowBody
8,912,40,511,159,52,16773,1446,14,412,slowBody
8,860,40,467,142,52,22626,11951,4575,412,slowBody
4,164,52,511,225,52,1535,3048,6,216,slowBody
14,120,52,467,195,60,287963,0,17,744,slowBody
4,164,52,511,221,52,1672,3285,6,216,slowBody
8,808,40,467,144,52,14800,3028,4554,412,slowBody
3,112,52,511,262,52,1635,3215,3328,164,slowBody
8,808,40,511,158,52,14416,3231,968,412,slowBody
4,112,52,394,168,52,1169,2338,2359,224,slowBody
3,112,52,511,262,52,1655,3258,3367,164,slowBody
8,860,40,511,157,52,269280,352978,735,412,slowBody
8,860,40,467,141,52,15694,2663,6755,412,slowBody
16,716,40,511,227,52,223209,27926,57775,852,slowBody
3,112,52,394,195,52,1665,3362,3431,164,slowBody
8,808,40,511,156,52,2623,3352,862,412,slowBody
8,855,40,246,66,52,3741,1365,11,412,slowBody
8,855,40,246,66,52,13263,1650,5,412,slowBody
8,907,40,246,66,52,21051,5619,5,412,slowBody
12,112,52,387,88,52,281330,2584,0,632,slowBody
4,164,52,511,219,52,1628,3251,6,216,slowBody
8,808,40,511,159,52,14736,3057,4286,412,slowBody
8,855,40,246,66,52,10827,1741,12,412,slowBody
4,164,52,394,166,52,1596,3182,5,216,slowBody
8,855,40,246,66,52,6319,1809,13,412,slowBody
8,907,40,246,66,52,21118,5645,6,412,slowBody
8,907,40,246,66,52,16553,2074,12,412,slowBody
4,164,52,511,222,52,1662,3297,7,216,slowBody
8,855,40,246,66,52,12699,1655,5,412,slowBody
3,112,52,394,195,52,1617,3223,3270,164,slowBody
12,112,52,387,87,52,279853,3093,0,632,slowBody
13,907,40,246,80,52,96760,147077,5,696,slowBody
8,808,40,467,144,52,11614,3179,3993,412,slowBody
3,112,52,394,195,52,1648,3288,3360,164,slowBody
8,912,40,511,159,52,20712,5843,12,412,slowBody
8,912,40,511,159,52,17391,2278,2,412,slowBody
12,112,52,387,85,52,279864,3050,0,632,slowBody
9,860,40,467,134,52,19200,7193,3660,472,slowBody
9,912,40,511,150,52,19112,4647,2,472,slowBody
8,860,40,511,159,52,18198,4286,4678,412,slowBody
8,808,40,467,142,52,8868,2977,4536,412,slowBody
8,808,40,467,144,52,4709,3038,2165,412,slowBody
8,860,40,467,142,52,22430,10584,4542,412,slowBody
12,112,52,387,88,52,281451,3569,0,632,slowBody
8,912,40,511,159,52,20974,5800,5,412,slowBody
8,860,40,511,157,52,10220,1779,14,412,slowBody
4,164,52,394,164,52,1675,3342,5,216,slowBody
8,808,40,511,158,52,258900,509589,679,412,slowBody
8,860,40,467,142,52,22511,11503,4373,412,slowBody
3,112,52,394,195,52,1628,3247,3318,164,slowBody
16,912,40,511,224,52,222855,3869,5,852,slowBody
8,808,40,511,159,52,13524,2992,958,412,slowBody
8,912,40,511,157,52,19615,5741,13,412,slowBody
3,112,52,511,262,52,1621,3195,3305,164,slowBody
8,907,40,246,66,52,19162,4856,4,412,slowBody
8,808,40,511,157,52,13251,3033,781,412,slowBody
4,164,52,394,167,52,1583,3156,5,216,slowBody
8,855,40,246,67,52,12724,1704,5,412,slowBody
4,164,52,394,166,52,1614,3222,5,216,slowBody
3,112,52,394,195,52,1770,3544,3582,164,slowBody
4,164,52,394,165,52,1642,3314,5,216,slowBody
3,112,52,394,195,52,1624,3231,3306,164,slowBody
9,860,40,511,148,52,19744,7648,3730,472,slowBody
8,860,40,511,158,52,16749,2556,4537,412,slowBody
8,855,40,246,66,52,6728,1715,11,412,slowBody
9,860,40,467,135,52,23133,13731,4451,472,slowBody
8,912,40,511,158,52,16768,1642,12,412,slowBody
8,808,40,511,158,52,6277,3115,2817,412,slowBody
10,60,52,511,191,60,287188,0,0,528,slowBody
8,855,40,246,66,52,4929,1715,13,412,slowBody
10,60,52,394,142,60,288854,0,0,528,slowBody
8,808,40,511,159,52,14630,3019,4344,412,slowBody
8,808,40,467,143,52,3080,2353,1571,412,slowBody
8,907,40,246,66,52,18987,4246,5,412,slowBody
3,112,52,511,262,52,1693,3329,3440,164,slowBody
4,164,52,511,222,52,1839,3669,6,216,slowBody
8,860,40,511,159,52,6215,1786,5,412,slowBody
8,808,40,467,144,52,1749,3306,1047,412,slowBody
4,164,52,394,166,52,1912,3806,14,216,slowBody
16,860,40,511,227,52,222702,4323,3083,844,slowBody
8,860,40,511,158,52,16694,2394,4591,412,slowBody
14,120,52,511,219,60,287442,0,3,744,slowBody
11,60,52,511,236,60,287568,0,0,604,slowBody
8,808,40,467,143,52,6273,3041,4547,412,slowBody
12,112,52,387,85,52,280433,3076,0,632,slowBody
13,912,40,511,231,52,224147,6768,2,672,slowBody
8,912,40,511,159,52,21215,6077,5,412,slowBody
8,860,40,511,159,52,21335,9812,4459,412,slowBody
8,912,40,511,158,52,17885,3472,13,412,slowBody
8,860,40,511,157,52,19403,7522,4423,412,slowBody
4,164,52,394,164,52,1593,3173,15,216,slowBody
4,164,52,394,166,52,1670,3330,14,216,slowBody
4,164,52,511,224,52,1445,2899,5,216,slowBody
8,860,40,511,157,52,19535,7997,4400,412,slowBody
8,907,40,246,66,52,17830,2693,12,412,slowBody
8,912,40,511,158,52,21401,6432,2,412,slowBody
4,164,52,394,165,52,2039,4094,14,216,slowBody
12,112,52,387,89,52,280134,2976,0,632,slowBody
8,860,40,511,158,52,270343,354936,847,412,slowBody
8,860,40,511,158,52,268675,350809,1907,412,slowBody
8,808,40,511,157,52,14205,2997,1017,412,slowBody
4,164,52,511,222,52,1574,3136,6,216,slowBody
11,60,52,511,236,60,288104,0,0,604,slowBody
3,112,52,511,262,52,1664,3266,3386,164,slowBody
3,112,52,511,262,52,1685,3320,3430,164,slowBody
3,112,52,511,262,52,1639,3231,3340,164,slowBody
12,112,52,387,90,52,279647,3048,0,632,slowBody
8,808,40,467,142,52,14096,3117,4586,412,slowBody
12,112,52,387,87,52,281291,2934,0,632,slowBody
8,912,40,511,159,52,19354,5148,2,412,slowBody
8,860,40,511,158,52,267080,348156,2234,412,slowBody
8,855,40,246,66,52,2041,1955,14,412,slowBody
3,112,52,394,195,52,1700,3391,3460,164,slowBody
4,164,52,394,163,52,1629,3249,13,216,slowBody
8,907,40,246,66,52,19083,4534,2,412,slowBody
8,860,40,511,159,52,3373,1528,14,412,slowBody
9,860,40,467,134,52,22531,12774,3161,472,slowBody
14,120,52,511,219,60,323991,0,17,744,slowBody
4,164,52,511,226,52,1649,3292,6,216,slowBody
12,112,52,387,93,52,281331,3036,0,632,slowBody
3,112,52,394,195,52,1642,3314,3385,164,slowBody
3,112,52,394,195,52,1584,3163,3209,164,slowBody
8,860,40,467,143,52,14954,1664,4419,412,slowBody
8,912,40,511,157,52,18227,4449,13,412,slowBody
8,808,40,511,158,52,13786,3138,981,412,slowBody
4,164,52,394,164,52,1620,3229,14,216,slowBody
8,860,40,511,158,52,12576,1806,13,412,slowBody
12,112,52,387,95,52,280919,3039,0,632,slowBody
4,164,52,394,163,52,1660,3323,5,216,slowBody
8,860,40,511,159,52,6145,1755,13,412,slowBody
4,0,67,67,0,-1,302,0,298,88,slowBody
2,0,55,55,0,-1,359,0,359,48,slowBody
4,164,52,394,164,52,1615,3212,14,216,slowBody
7,4612,40,227,66,52,1084,1238,6504,360,slowBody
4,164,52,511,221,52,1613,3291,6,216,slowBody
4,164,52,511,222,52,1587,3183,5,216,slowBody
12,112,52,387,90,52,281387,3086,0,632,slowBody
8,808,40,511,158,52,13920,3426,3931,412,slowBody
8,808,40,511,159,52,3345,2527,1627,412,slowBody
12,112,52,387,89,52,281131,3026,0,632,slowBody
4,164,52,394,162,52,1582,3154,13,216,slowBody
3,112,52,394,195,52,2039,4094,4114,164,slowBody
16,912,40,511,223,52,224147,6768,2,852,slowBody
3,112,52,511,262,52,1652,3306,3346,164,slowBody
4,164,52,394,166,52,1565,3122,5,216,slowBody
4,164,52,394,166,52,1619,3269,13,216,slowBody
8,860,40,511,158,52,268440,351122,1197,412,slowBody
14,60,52,511,228,60,287647,0,0,760,slowBody
3,112,52,511,262,52,1665,3288,3394,164,slowBody
4,164,52,511,226,52,1573,3139,5,216,slowBody
8,808,40,511,159,52,5152,2849,2280,412,slowBody
12,112,52,387,88,52,280334,3047,0,632,slowBody
8,860,40,511,157,52,16646,2226,4597,412,slowBody
11,60,52,511,236,60,287219,0,0,604,slowBody
14,120,52,511,218,60,287404,0,2,744,slowBody
3,112,52,394,195,52,1632,3255,3329,164,slowBody
8,808,40,511,157,52,1526,3387,833,412,slowBody
8,860,40,467,143,52,22718,12247,4664,412,slowBody
8,912,40,511,159,52,18373,3814,14,412,slowBody
8,860,40,511,160,52,16753,2395,4616,412,slowBody
4,164,52,511,220,52,1648,3288,6,216,slowBody
8,912,40,511,159,52,21218,6179,4,412,slowBody
9,860,40,511,149,52,21143,10922,3630,472,slowBody
8,808,40,467,142,52,8833,3034,4535,412,slowBody
8,860,40,511,157,52,17674,4989,4579,412,slowBody
3,112,52,394,195,52,1279,2534,2599,164,slowBody
3,112,52,394,195,52,1575,3137,3184,164,slowBody
9,860,40,467,135,52,23175,13767,4477,472,slowBody
8,808,40,467,142,52,14876,3012,4504,412,slowBody
12,112,52,387,89,52,280059,3074,0,632,slowBody
8,907,40,246,66,52,19495,5274,2,412,slowBody
8,808,40,511,160,52,13747,3109,924,412,slowBody
8,808,40,511,157,52,14600,2729,898,412,slowBody
8,808,40,467,142,52,13810,3088,4554,412,slowBody
3,112,52,511,262,52,1574,3089,3207,164,slowBody
8,808,40,511,158,52,13748,3031,3986,412,slowBody
8,808,40,511,157,52,11401,3041,3353,412,slowBody
8,855,40,246,66,52,9411,1740,13,412,slowBody
3,112,52,394,195,52,1652,3302,3368,164,slowBody
8,855,40,246,66,52,11455,1676,4,412,slowBody
12,112,52,387,91,52,280492,3032,0,632,slowBody
16,716,40,467,208,52,232666,33929,69265,860,slowBody
8,860,40,511,159,52,268658,351311,2197,412,slowBody
8,860,40,511,159,52,14616,1598,12,412,slowBody
14,60,52,511,228,60,287700,0,0,760,slowBody
4,164,52,511,223,52,1645,3284,5,216,slowBody
3,112,52,511,262,52,1655,3301,3372,164,slowBody
8,808,40,467,142,52,12964,2989,4498,412,slowBody
4,164,52,394,163,52,1673,3333,14,216,slowBody
3,112,52,394,195,52,1666,3322,3394,164,slowBody
12,112,52,387,89,52,280172,3106,0,632,slowBody
8,907,40,246,66,52,20926,5987,5,412,slowBody
8,860,40,511,158,52,268278,350963,1203,412,slowBody
3,112,52,511,262,52,1661,3275,3382,164,slowBody
3,112,52,394,195,52,1677,3345,3418,164,slowBody
4,164,52,394,165,52,1765,3519,13,216,slowBody
3,112,52,394,195,52,1578,3154,3200,164,slowBody
1,0,49,49,0,-1,0,0,0,28,slowBody
8,860,40,511,159,52,20652,8274,4269,412,slowBody
8,907,40,246,66,52,19406,4748,13,412,slowBody
8,860,40,511,159,52,269834,353319,1634,412,slowBody
15,60,52,511,229,60,287925,0,0,820,slowBody
3,112,52,511,262,52,1666,3277,3391,164,slowBody
4,0,72,72,0,-1,287,0,266,88,slowBody
3,112,52,394,195,52,1579,3139,3213,164,slowBody
8,860,40,511,158,52,13880,1589,13,412,slowBody
14,716,40,511,206,52,220045,26958,55249,724,slowBody
4,164,52,511,222,52,1674,3338,6,216,slowBody
8,860,40,511,158,52,14129,1947,12,412,slowBody
4,164,52,511,222,52,1738,3472,6,216,slowBody
3,112,52,394,195,52,1562,3111,3157,164,slowBody
4,164,52,394,164,52,1632,3255,14,216,slowBody
4,164,52,511,219,52,1719,3424,6,216,slowBody
3,112,52,511,262,52,1732,3475,3521,164,slowBody
3,112,52,394,195,52,1576,3145,3190,164,slowBody
8,907,40,246,66,52,16853,2920,12,412,slowBody
8,860,40,511,159,52,267203,348391,2039,412,slowBody
8,808,40,511,159,52,6142,3111,4489,412,slowBody
4,164,52,511,225,52,1648,3237,5,216,slowBody
3,112,52,511,262,52,1619,3229,3299,164,slowBody
8,855,40,246,66,52,7500,1716,6,412,slowBody
12,112,52,387,87,52,280171,3029,0,632,slowBody
3,112,52,394,195,52,1597,3187,3257,164,slowBody
8,860,40,511,159,52,17544,4547,4640,412,slowBody
4,164,52,511,223,52,1641,3276,6,216,slowBody
8,860,40,467,143,52,22318,10294,4560,412,slowBody
8,808,40,467,142,52,14519,2988,4477,412,slowBody
9,808,40,467,135,52,14319,1955,3773,472,slowBody
8,808,40,511,159,52,7972,3076,2899,412,slowBody
8,855,40,246,66,52,7079,1756,13,412,slowBody
4,164,52,511,222,52,1664,3276,6,216,slowBody
4,164,52,394,161,52,1635,3301,13,216,slowBody
3,112,52,394,195,52,1902,3788,3858,164,slowBody
8,860,40,467,142,52,22633,10936,4601,412,slowBody
8,860,40,511,159,52,266943,348599,1843,412,slowBody
8,808,40,467,142,52,10832,3105,3480,412,slowBody
8,912,40,511,158,52,17879,3778,13,412,slowBody
3,112,52,511,262,52,1597,3180,3251,164,slowBody
4,164,52,511,219,52,1559,3108,6,216,slowBody
8,860,40,511,158,52,18137,6059,4556,412,slowBody
4,164,52,511,221,52,1674,3298,6,216,slowBody
12,112,52,387,92,52,280874,3019,0,632,slowBody
8,808,40,511,158,52,13559,3057,807,412,slowBody
14,60,52,511,224,60,287463,0,0,760,slowBody
8,808,40,511,158,52,4338,6822,1911,412,slowBody
4,60,52,394,168,60,877,0,1755,224,slowBody
4,164,52,394,166,52,1584,3163,14,216,slowBody
12,164,52,511,232,52,247067,1545,1586,656,slowBody
8,907,40,246,67,52,20688,6661,5,412,slowBody
3,112,52,394,195,52,1664,3356,3426,164,slowBody
3,112,52,394,195,52,1645,3270,3342,164,slowBody
8,907,40,246,66,52,17089,3367,13,412,slowBody
12,112,52,387,89,52,280820,3048,0,632,slowBody
8,912,40,511,159,52,21370,6545,12,412,slowBody
4,164,52,394,164,52,1573,3136,13,216,slowBody
8,808,40,467,144,52,14508,3073,4558,412,slowBody
8,860,40,511,158,52,267423,348738,2223,412,slowBody
3,112,52,394,195,52,1626,3244,3291,164,slowBody
8,855,40,246,66,52,11530,1610,4,412,slowBody
8,860,40,467,142,52,22701,11088,4525,412,slowBody
8,808,40,467,144,52,14701,3049,4561,412,slowBody
8,808,40,467,144,52,5071,2963,4546,412,slowBody
8,855,40,246,66,52,8450,1712,12,412,slowBody
8,808,40,511,159,52,10019,2963,4395,412,slowBody
3,112,52,394,195,52,1652,3298,3366,164,slowBody
8,808,40,511,159,52,14627,3042,4360,412,slowBody
8,860,40,511,157,52,268105,350952,2218,412,slowBody
8,912,40,511,157,52,16765,1507,13,412,slowBody
12,112,52,387,93,52,281133,3035,0,632,slowBody
8,860,40,511,159,52,14745,1616,12,412,slowBody
8,808,40,467,142,52,3879,2051,1761,412,slowBody
9,907,40,246,63,52,21561,7540,4,472,slowBody
4,164,52,511,222,52,1569,3139,6,216,slowBody
8,855,40,246,66,52,2575,1431,12,412,slowBody
8,855,40,246,66,52,7125,1754,13,412,slowBody
8,860,40,511,159,52,19432,7819,4386,412,slowBody
12,112,52,387,89,52,280080,3099,0,632,slowBody
8,808,40,511,158,52,13650,2908,718,412,slowBody
8,860,40,511,157,52,14892,1836,4393,412,slowBody
8,860,40,511,157,52,9542,1768,5,412,slowBody
3,112,52,394,195,52,1624,3277,3350,164,slowBody
3,112,52,511,262,52,1671,3329,3400,164,slowBody
8,808,40,511,159,52,5266,3085,2223,412,slowBody
12,112,52,387,89,52,279731,3077,0,632,slowBody
8,860,40,511,158,52,9884,1643,4,412,slowBody
8,860,40,511,158,52,11163,1738,13,412,slowBody
8,808,40,467,143,52,8844,3049,4555,412,slowBody
4,164,52,394,164,52,1624,3231,13,216,slowBody
6,12000,40,352,155,52,76398,46019,1135,308,slowBody
8,907,40,246,66,52,20608,6409,12,412,slowBody
3,0,328,328,0,-1,0,0,0,68,slowBody
12,112,52,387,85,52,280887,3046,0,632,slowBody
8,860,40,511,157,52,269710,353196,1641,412,slowBody
8,907,40,246,66,52,19160,4809,2,412,slowBody
4,164,52,394,164,52,1554,3102,14,216,slowBody
8,912,40,511,158,52,29634,14554,16,412,slowBody
4,164,52,394,164,52,1507,3003,15,216,slowBody
4,0,72,72,0,-1,327,0,289,88,slowBody
8,808,40,511,158,52,11163,3048,3536,412,slowBody
8,907,40,246,66,52,16545,2197,13,412,slowBody
10,60,52,511,219,60,287310,0,0,536,slowBody
4,0,55,55,0,-1,322,0,286,88,slowBody
8,860,40,511,157,52,4143,2066,13,412,slowBody
9,860,40,511,149,52,19995,9182,3619,472,slowBody
8,808,40,467,142,52,13864,3096,4597,412,slowBody
3,112,52,511,262,52,1700,3406,3473,164,slowBody
8,860,40,511,158,52,270162,351493,2729,412,slowBody
8,855,40,246,66,52,9305,1709,5,412,slowBody
12,112,52,387,89,52,280863,2987,0,632,slowBody
8,855,40,246,67,52,8860,1766,12,412,slowBody
4,164,52,394,165,52,1598,3224,6,216,slowBody
8,808,40,467,142,52,5339,2978,2529,412,slowBody
8,808,40,511,159,52,13232,2960,957,412,slowBody
8,860,40,467,143,52,20949,8090,4559,412,slowBody
3,0,328,328,0,-1,0,0,0,68,slowBody
12,112,52,387,92,52,280050,3053,0,632,slowBody
8,855,40,246,66,52,12326,1735,11,412,slowBody
8,860,40,511,159,52,17992,3837,4333,412,slowBody
9,912,40,511,149,52,20911,7183,5,472,slowBody
8,808,40,511,159,52,14001,2962,1029,412,slowBody
14,60,52,511,223,60,288007,0,0,760,slowBody
8,808,40,511,158,52,4946,3174,1132,412,slowBody
8,907,40,246,66,52,19061,4284,13,412,slowBody
