% isAttack tcpFlood:	667
% isAttack slowRead:	667
% isAttack httpFlood:	667
% isAttack slowHeaders:	667
% isAttack udpFlood:	667
% isAttack slowBody:	667
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R5,7,9,11,24,30,33,40'

@attribute min_fpktl numeric
@attribute max_fpktl numeric
@attribute min_bpktl numeric
@attribute max_bpktl numeric
@attribute max_active numeric
@attribute sflow_fpackets numeric
@attribute sflow_bbytes numeric
@attribute isAttack {tcpFlood,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
52,2756,52,566,13748734,7040,153650,tcpFlood
52,2948,52,566,19050823,11438,281178,tcpFlood
52,2948,40,566,22612122,5341,136825,tcpFlood
52,1612,52,566,17300837,8513,195258,tcpFlood
52,2948,52,566,13907835,2961,84359,tcpFlood
52,1500,52,72,2359862,434,14172,tcpFlood
52,2620,52,566,4528987,2679,72026,tcpFlood
52,2008,52,80,13621751,1499,39360,tcpFlood
52,2332,52,566,15868021,1174,29303,tcpFlood
52,2224,52,80,11431806,1635,38412,tcpFlood
52,1948,52,72,12102019,1591,42112,tcpFlood
52,2948,52,566,17672804,3000,88031,tcpFlood
52,2948,52,566,13905728,2048,62435,tcpFlood
52,2948,52,80,12840870,1236,21586,tcpFlood
52,2116,52,566,17387480,2679,83179,tcpFlood
52,2948,52,80,20201793,2139,47836,tcpFlood
52,2176,52,566,11256946,6629,183278,tcpFlood
52,2476,52,80,18334713,2151,52172,tcpFlood
52,1936,52,566,13897800,1446,44007,tcpFlood
52,1780,52,566,18168107,10795,280594,tcpFlood
52,2948,40,566,18395012,5273,152091,tcpFlood
52,2476,52,80,18151877,1943,46472,tcpFlood
52,2948,52,80,15060044,1678,41196,tcpFlood
52,1500,60,60,1889432,2,24,tcpFlood
52,2948,52,566,13785227,2037,57473,tcpFlood
52,2656,52,566,14760711,9423,260706,tcpFlood
52,2056,52,80,14648125,1843,50416,tcpFlood
52,220,60,60,1507453,13,60,tcpFlood
52,2884,52,566,20202705,12438,354186,tcpFlood
52,2948,52,566,13890041,2840,81637,tcpFlood
52,2948,52,566,19650504,4962,150915,tcpFlood
52,2948,52,72,12545523,983,20232,tcpFlood
52,1500,52,566,18206106,10914,286266,tcpFlood
52,1500,52,72,12867929,1243,19820,tcpFlood
60,2948,52,72,10478110,1081,32100,tcpFlood
52,436,52,72,2110592,462,13088,tcpFlood
52,1500,52,566,13537463,7211,139566,tcpFlood
52,2896,52,566,19155463,11941,332414,tcpFlood
52,1500,52,566,14389603,9041,200990,tcpFlood
52,2948,52,566,22912257,5556,150781,tcpFlood
52,2224,52,80,17755023,2057,49956,tcpFlood
52,2080,52,80,10668870,1337,34860,tcpFlood
52,2056,52,80,20340083,2378,48348,tcpFlood
52,2948,52,566,13769193,2550,75381,tcpFlood
52,2056,52,80,20866014,2389,50528,tcpFlood
52,2236,52,72,11489839,1020,31520,tcpFlood
52,2584,52,566,18017416,10899,266602,tcpFlood
52,2948,52,80,20333825,2154,49876,tcpFlood
52,2248,52,566,13539784,1524,42913,tcpFlood
52,2104,52,566,13907629,1862,55071,tcpFlood
52,2948,52,566,17399863,2763,80725,tcpFlood
52,1780,52,566,5392126,3072,75794,tcpFlood
52,1744,52,566,18110858,11153,280682,tcpFlood
52,2948,52,566,13770670,1761,47065,tcpFlood
52,2948,52,566,22994329,5706,150819,tcpFlood
52,2632,52,566,17287276,8330,191902,tcpFlood
52,2056,52,80,20871231,2221,54176,tcpFlood
52,2948,52,80,13093530,1439,41052,tcpFlood
52,2948,52,80,13449138,1802,43688,tcpFlood
52,2056,52,80,20171878,2206,54336,tcpFlood
52,2248,52,566,12791448,7589,159174,tcpFlood
52,1500,52,566,17265105,8608,199702,tcpFlood
52,2948,52,80,20339863,2386,52088,tcpFlood
52,364,52,72,715970,234,7424,tcpFlood
52,2948,52,72,12842277,1120,20126,tcpFlood
52,2948,52,72,11625225,1128,30932,tcpFlood
52,2728,52,80,20339432,2092,50364,tcpFlood
52,2948,52,566,23150662,5497,141317,tcpFlood
328,328,-1,-1,0,1,0,tcpFlood
60,424,52,80,2744893,540,15396,tcpFlood
52,2116,52,566,11751166,6851,151882,tcpFlood
52,2948,52,72,10242882,1045,30388,tcpFlood
52,2416,52,566,15048034,7118,162722,tcpFlood
52,2948,52,566,16058196,2003,51743,tcpFlood
52,2948,52,72,10226090,1127,34036,tcpFlood
52,1948,52,566,5391788,2943,74658,tcpFlood
52,2948,52,566,5371044,2793,68822,tcpFlood
52,2948,52,80,19337598,2187,45932,tcpFlood
52,1500,52,72,10549536,1696,43184,tcpFlood
52,1500,60,60,443966,1,10,tcpFlood
52,2948,52,72,12848004,1225,21526,tcpFlood
52,2948,52,566,17627670,2830,88641,tcpFlood
52,2948,52,566,13767301,7916,175526,tcpFlood
52,2948,52,566,17286262,2698,78425,tcpFlood
52,2752,52,566,18352067,9270,203678,tcpFlood
52,2248,52,566,13684698,7719,164926,tcpFlood
52,1500,60,60,13053,3,30,tcpFlood
52,2948,52,566,13754563,2706,76505,tcpFlood
52,1500,52,566,18243960,11650,265022,tcpFlood
52,2824,52,566,10250916,5985,191282,tcpFlood
52,2692,52,566,14769548,9027,248706,tcpFlood
52,2948,52,566,13792912,2269,65749,tcpFlood
52,2332,52,566,14416931,7634,169818,tcpFlood
52,2948,52,80,21488619,2267,50944,tcpFlood
52,2948,52,72,11199803,1569,37156,tcpFlood
52,2500,52,566,13897553,2271,64103,tcpFlood
52,2584,52,566,13767912,7929,174774,tcpFlood
52,1500,52,566,19059452,11149,302238,tcpFlood
52,2948,52,566,16816736,3497,130010,tcpFlood
52,2260,52,566,12691106,7132,177890,tcpFlood
52,1552,52,566,12775870,7682,152666,tcpFlood
52,2872,52,566,17343153,8888,208466,tcpFlood
52,2032,52,566,13890295,1611,42461,tcpFlood
60,2128,52,80,9006916,1208,30064,tcpFlood
52,1500,52,566,13553332,8302,230262,tcpFlood
52,1500,52,72,4314619,149,4119,tcpFlood
52,1500,52,80,13517179,1906,46036,tcpFlood
52,316,60,60,1476342,6,20,tcpFlood
52,2948,52,566,18176316,10985,329346,tcpFlood
52,2948,52,72,20806041,2178,51940,tcpFlood
52,2948,52,566,13881762,2017,61021,tcpFlood
52,2948,52,566,16291317,2499,75115,tcpFlood
52,2948,52,566,13881669,1261,34867,tcpFlood
52,2948,52,80,13269811,1554,38540,tcpFlood
52,2848,52,566,16555478,9712,295574,tcpFlood
71,71,-1,-1,624343,2,0,tcpFlood
52,1840,52,80,11022854,1188,34004,tcpFlood
52,1900,52,566,18366414,9567,203646,tcpFlood
52,1960,52,80,12169313,1469,40300,tcpFlood
52,2156,52,72,3505902,456,14248,tcpFlood
52,1684,40,566,21984606,5903,167399,tcpFlood
52,2948,52,566,13775770,7598,159002,tcpFlood
52,2948,52,80,22395533,2215,49532,tcpFlood
52,1240,52,566,16291203,12430,332490,tcpFlood
52,2948,52,566,13905523,2137,65667,tcpFlood
52,2044,52,80,13162362,1366,38412,tcpFlood
52,2948,40,566,24665734,5720,152083,tcpFlood
52,2948,52,566,19908801,5244,153987,tcpFlood
52,2948,52,566,16703748,2265,68865,tcpFlood
52,2068,52,80,12108973,1628,39956,tcpFlood
52,2948,52,586,13776192,1761,50663,tcpFlood
52,2948,52,80,12874249,1245,21662,tcpFlood
52,2948,52,72,6907430,980,23140,tcpFlood
52,256,60,60,1516474,4,15,tcpFlood
52,2948,52,80,12472930,1300,38380,tcpFlood
52,2920,52,566,18625452,11266,347982,tcpFlood
52,2776,52,80,14647145,1988,51140,tcpFlood
52,2948,52,566,15076424,3314,100331,tcpFlood
52,2948,52,72,10627915,946,28980,tcpFlood
52,2428,52,566,12792915,7658,164866,tcpFlood
60,1500,60,60,1169235,1,15,tcpFlood
52,2948,52,566,14887332,3788,109659,tcpFlood
52,280,60,60,1499898,6,20,tcpFlood
52,2948,52,566,16662513,2462,72815,tcpFlood
52,2860,52,566,14760227,9320,259284,tcpFlood
52,2872,52,566,18451887,9345,205250,tcpFlood
52,1500,52,566,5372105,3044,74582,tcpFlood
52,292,60,60,1534374,4,15,tcpFlood
52,2704,52,566,16381693,2666,78659,tcpFlood
52,2948,52,566,14384335,8719,208842,tcpFlood
52,352,52,72,833328,214,6456,tcpFlood
52,2948,52,80,14794395,867,21460,tcpFlood
52,2704,52,566,13325042,7061,164730,tcpFlood
52,2788,52,80,20594636,2213,50532,tcpFlood
52,2948,52,80,12562277,1625,40056,tcpFlood
52,1500,52,80,7501543,330,8942,tcpFlood
52,2068,52,566,16506951,2546,66731,tcpFlood
52,2948,52,566,13537793,1935,65643,tcpFlood
52,2948,52,80,12468197,983,19772,tcpFlood
52,2948,52,586,13753726,1651,42523,tcpFlood
52,2512,52,566,12787392,7683,156026,tcpFlood
52,2948,52,72,21520053,2276,51028,tcpFlood
52,2948,52,566,15879366,4699,143351,tcpFlood
52,2948,52,566,17692209,2839,78319,tcpFlood
52,2948,52,566,17648117,3038,82767,tcpFlood
52,2948,52,80,8007324,1220,26940,tcpFlood
52,2200,52,566,12791734,7750,167350,tcpFlood
52,1500,52,80,12835218,1219,21748,tcpFlood
52,1228,52,566,17339398,13239,632634,tcpFlood
52,2684,52,80,22056236,2588,58044,tcpFlood
52,1792,52,566,18227513,11056,283702,tcpFlood
52,424,52,72,2361252,531,11460,tcpFlood
52,2284,52,566,12709339,7679,163394,tcpFlood
52,2056,52,80,13885287,1520,41236,tcpFlood
52,2224,52,80,10731351,1388,36676,tcpFlood
52,2948,52,72,19995321,1989,45308,tcpFlood
52,1500,60,60,208314,2,30,tcpFlood
52,2020,52,72,3012043,251,7334,tcpFlood
52,2296,52,566,17662544,3077,89479,tcpFlood
52,2948,40,566,17603866,4372,132901,tcpFlood
52,412,52,72,1142038,339,9080,tcpFlood
52,2948,52,566,13771497,3084,88585,tcpFlood
52,2948,52,80,12868062,1155,19710,tcpFlood
52,1500,52,566,5372434,2920,69510,tcpFlood
52,2948,40,566,21599479,5216,147515,tcpFlood
52,2272,52,566,12728015,7742,159710,tcpFlood
52,2948,52,566,16390044,4950,149485,tcpFlood
229,229,-1,-1,0,1,0,tcpFlood
52,2948,52,566,17700129,3356,93591,tcpFlood
52,2948,52,566,13777877,1614,45555,tcpFlood
52,2948,40,566,16890929,4407,140293,tcpFlood
52,2248,52,80,11546684,1506,43372,tcpFlood
52,2488,52,566,18375702,9634,212194,tcpFlood
52,2948,52,566,18649855,2982,89715,tcpFlood
52,2464,52,566,15947494,4481,135013,tcpFlood
52,2948,52,566,20157106,4909,140053,tcpFlood
52,76,52,566,15148362,11348,311846,tcpFlood
52,1500,52,566,5390204,2931,73774,tcpFlood
40,40,-1,-1,2970156,1900,0,udpFlood
40,40,-1,-1,39540754,19173,0,udpFlood
40,40,-1,-1,24215175,7542,0,udpFlood
40,40,-1,-1,27334469,6219,0,udpFlood
40,40,-1,-1,24217586,7564,0,udpFlood
40,40,-1,-1,24215473,6167,0,udpFlood
40,40,-1,-1,39537665,18772,0,udpFlood
40,40,-1,-1,30187130,5650,0,udpFlood
40,40,-1,-1,29743438,9814,0,udpFlood
40,40,-1,-1,21308437,7593,0,udpFlood
40,40,-1,-1,30185691,5634,0,udpFlood
40,40,-1,-1,6854151,4135,0,udpFlood
40,40,-1,-1,39871958,24647,0,udpFlood
40,40,-1,-1,30188858,5714,0,udpFlood
40,40,-1,-1,30178841,4256,0,udpFlood
40,40,-1,-1,29740574,9569,0,udpFlood
40,40,-1,-1,3731688,1254,0,udpFlood
40,40,-1,-1,6854276,4312,0,udpFlood
40,40,-1,-1,24204187,6261,0,udpFlood
40,40,-1,-1,6853343,4076,0,udpFlood
40,40,-1,-1,29745245,9073,0,udpFlood
40,40,-1,-1,24213676,7119,0,udpFlood
40,40,-1,-1,39538925,19404,0,udpFlood
40,40,-1,-1,29746553,9626,0,udpFlood
40,40,-1,-1,30186707,4265,0,udpFlood
40,40,-1,-1,30188189,5478,0,udpFlood
40,40,-1,-1,30188656,4383,0,udpFlood
40,40,-1,-1,30188481,5821,0,udpFlood
40,40,-1,-1,6854163,4188,0,udpFlood
40,40,-1,-1,6854747,4056,0,udpFlood
40,40,-1,-1,24215427,7393,0,udpFlood
40,40,-1,-1,39540650,19539,0,udpFlood
40,40,-1,-1,23898031,5306,0,udpFlood
40,40,-1,-1,39541702,17749,0,udpFlood
40,40,-1,-1,39871856,25599,0,udpFlood
40,40,-1,-1,24217202,7160,0,udpFlood
40,40,-1,-1,27326263,10117,0,udpFlood
40,40,-1,-1,29704092,7036,0,udpFlood
40,40,-1,-1,6855140,4211,0,udpFlood
40,40,-1,-1,39872111,26119,0,udpFlood
40,40,-1,-1,39541721,18656,0,udpFlood
40,40,-1,-1,23810162,8714,0,udpFlood
40,40,-1,-1,30188985,5704,0,udpFlood
40,40,-1,-1,30176348,4328,0,udpFlood
40,40,-1,-1,29743547,7696,0,udpFlood
40,40,-1,-1,24213025,5968,0,udpFlood
40,40,-1,-1,6855418,4329,0,udpFlood
40,40,-1,-1,28741066,7118,0,udpFlood
40,40,-1,-1,29740753,10307,0,udpFlood
40,40,-1,-1,39541700,18175,0,udpFlood
40,40,-1,-1,3538715,1953,0,udpFlood
40,40,-1,-1,39540449,19847,0,udpFlood
40,40,-1,-1,29720808,9291,0,udpFlood
40,40,-1,-1,2970055,1753,0,udpFlood
40,40,-1,-1,24209424,7227,0,udpFlood
40,40,-1,-1,30177884,4432,0,udpFlood
40,40,-1,-1,6854894,4120,0,udpFlood
40,40,-1,-1,1588349,888,0,udpFlood
40,40,-1,-1,39960738,26288,0,udpFlood
40,40,-1,-1,30186788,5824,0,udpFlood
40,40,-1,-1,24217184,5999,0,udpFlood
40,40,-1,-1,30188180,5643,0,udpFlood
40,40,-1,-1,4169565,2577,0,udpFlood
40,40,-1,-1,39961483,26397,0,udpFlood
40,40,-1,-1,39081751,25904,0,udpFlood
40,40,-1,-1,24215088,7351,0,udpFlood
40,40,-1,-1,24217189,6156,0,udpFlood
40,40,-1,-1,30185699,5729,0,udpFlood
40,40,-1,-1,3539402,2166,0,udpFlood
40,40,-1,-1,24215248,7258,0,udpFlood
40,40,-1,-1,39540627,18280,0,udpFlood
40,40,-1,-1,39540743,17713,0,udpFlood
40,40,-1,-1,2970054,1965,0,udpFlood
40,40,-1,-1,26823564,9946,0,udpFlood
40,40,-1,-1,24216813,7215,0,udpFlood
40,40,-1,-1,24217581,7273,0,udpFlood
40,40,-1,-1,24209198,7316,0,udpFlood
40,40,-1,-1,39543116,19627,0,udpFlood
40,40,-1,-1,29745489,11462,0,udpFlood
40,40,-1,-1,30173932,4285,0,udpFlood
40,40,-1,-1,27340818,6286,0,udpFlood
40,40,-1,-1,39541697,18853,0,udpFlood
40,40,-1,-1,24210962,6297,0,udpFlood
40,40,-1,-1,26581916,6564,0,udpFlood
40,40,-1,-1,30185932,4477,0,udpFlood
40,40,-1,-1,29733546,7650,0,udpFlood
40,40,-1,-1,30177210,4274,0,udpFlood
40,40,-1,-1,39960414,26603,0,udpFlood
40,40,-1,-1,30184023,4328,0,udpFlood
40,40,-1,-1,24218289,5928,0,udpFlood
40,40,-1,-1,29748556,6959,0,udpFlood
40,40,-1,-1,6853980,4342,0,udpFlood
40,40,-1,-1,29745703,9424,0,udpFlood
40,40,-1,-1,24216454,6141,0,udpFlood
40,40,-1,-1,30184680,4503,0,udpFlood
40,40,-1,-1,6853987,4254,0,udpFlood
40,40,-1,-1,39960667,26301,0,udpFlood
40,40,-1,-1,6853811,4501,0,udpFlood
40,40,-1,-1,29747998,11607,0,udpFlood
40,40,-1,-1,2969400,1921,0,udpFlood
40,40,-1,-1,2958951,1836,0,udpFlood
40,40,-1,-1,26113550,6032,0,udpFlood
40,40,-1,-1,39540839,19978,0,udpFlood
40,40,-1,-1,39872338,24600,0,udpFlood
40,40,-1,-1,1588024,972,0,udpFlood
40,40,-1,-1,1586620,889,0,udpFlood
40,40,-1,-1,6855059,4028,0,udpFlood
40,40,-1,-1,39540806,17800,0,udpFlood
40,40,-1,-1,39871385,24434,0,udpFlood
40,40,-1,-1,39871253,24661,0,udpFlood
40,40,-1,-1,6855472,4291,0,udpFlood
40,40,-1,-1,24212905,6022,0,udpFlood
40,40,-1,-1,30185698,4285,0,udpFlood
40,40,-1,-1,29743019,9655,0,udpFlood
40,40,-1,-1,29746747,11557,0,udpFlood
40,40,-1,-1,39871406,26156,0,udpFlood
40,40,-1,-1,24216961,7229,0,udpFlood
40,40,-1,-1,29743245,9469,0,udpFlood
40,40,-1,-1,39872147,25705,0,udpFlood
40,40,-1,-1,39081751,25862,0,udpFlood
40,40,-1,-1,30185894,5685,0,udpFlood
40,40,-1,-1,30178826,5556,0,udpFlood
40,40,-1,-1,30189485,4510,0,udpFlood
40,40,-1,-1,39540839,18095,0,udpFlood
40,40,-1,-1,29748203,6985,0,udpFlood
40,40,-1,-1,24215073,6078,0,udpFlood
40,40,-1,-1,39542666,20003,0,udpFlood
40,40,-1,-1,29742517,9404,0,udpFlood
40,40,-1,-1,30188029,5885,0,udpFlood
40,40,-1,-1,39871387,22895,0,udpFlood
40,40,-1,-1,24210200,7384,0,udpFlood
40,40,-1,-1,39541709,19836,0,udpFlood
40,40,-1,-1,24216517,7254,0,udpFlood
40,40,-1,-1,6855057,4351,0,udpFlood
40,40,-1,-1,30179068,5877,0,udpFlood
40,40,-1,-1,6234197,2076,0,udpFlood
40,40,-1,-1,24216873,6274,0,udpFlood
40,40,-1,-1,24215491,7623,0,udpFlood
40,40,-1,-1,584453,270,0,udpFlood
40,40,-1,-1,28360831,6871,0,udpFlood
40,40,-1,-1,1586973,958,0,udpFlood
40,40,-1,-1,39538914,17758,0,udpFlood
40,40,-1,-1,24209896,7418,0,udpFlood
40,40,-1,-1,30186803,5542,0,udpFlood
40,40,-1,-1,39540840,19631,0,udpFlood
40,40,-1,-1,39082246,26049,0,udpFlood
40,40,-1,-1,39542172,19634,0,udpFlood
40,40,-1,-1,24215489,5916,0,udpFlood
40,40,-1,-1,24214067,6181,0,udpFlood
40,40,-1,-1,30183638,4475,0,udpFlood
40,40,-1,-1,30178363,4266,0,udpFlood
40,40,-1,-1,30189173,5246,0,udpFlood
40,40,-1,-1,24213353,7278,0,udpFlood
40,40,-1,-1,30183599,5788,0,udpFlood
40,40,-1,-1,39871758,24531,0,udpFlood
40,40,-1,-1,39960367,26360,0,udpFlood
40,40,-1,-1,30182241,4432,0,udpFlood
40,40,-1,-1,30184082,4435,0,udpFlood
40,40,-1,-1,3538834,2112,0,udpFlood
40,40,-1,-1,24215101,7355,0,udpFlood
40,40,-1,-1,39080305,25831,0,udpFlood
40,40,-1,-1,24216992,6196,0,udpFlood
40,40,-1,-1,30178461,4236,0,udpFlood
40,40,-1,-1,30186442,5603,0,udpFlood
40,40,-1,-1,39541772,18096,0,udpFlood
40,40,-1,-1,29745922,9834,0,udpFlood
40,40,-1,-1,39872123,25830,0,udpFlood
40,40,-1,-1,2534108,1619,0,udpFlood
40,40,-1,-1,29748525,14287,0,udpFlood
40,40,-1,-1,3538287,2111,0,udpFlood
40,40,-1,-1,30186063,4468,0,udpFlood
40,40,-1,-1,30180263,4314,0,udpFlood
40,40,-1,-1,39873018,24816,0,udpFlood
40,40,-1,-1,39541756,19736,0,udpFlood
40,40,-1,-1,29745660,9138,0,udpFlood
40,40,-1,-1,24218303,7245,0,udpFlood
40,40,-1,-1,39540837,20481,0,udpFlood
40,40,-1,-1,39871788,26012,0,udpFlood
40,40,-1,-1,29747436,11290,0,udpFlood
40,40,-1,-1,24214787,7285,0,udpFlood
40,40,-1,-1,30188531,5692,0,udpFlood
40,40,-1,-1,30181036,4224,0,udpFlood
40,40,-1,-1,39960741,26152,0,udpFlood
40,40,-1,-1,4151642,2275,0,udpFlood
40,40,-1,-1,29746762,9311,0,udpFlood
40,40,-1,-1,39871769,25692,0,udpFlood
40,40,-1,-1,29725116,7852,0,udpFlood
40,40,-1,-1,24213018,6014,0,udpFlood
40,40,-1,-1,30188759,5844,0,udpFlood
40,40,-1,-1,29733064,7305,0,udpFlood
40,40,-1,-1,30158700,4148,0,udpFlood
40,40,-1,-1,39870630,25063,0,udpFlood
40,40,-1,-1,39542721,19259,0,udpFlood
40,40,-1,-1,30188275,5634,0,udpFlood
40,40,-1,-1,29744196,7652,0,udpFlood
40,40,-1,-1,30189518,5586,0,udpFlood
40,40,-1,-1,39960414,26609,0,udpFlood
40,40,-1,-1,39541727,19487,0,udpFlood
40,40,-1,-1,30186791,5699,0,udpFlood
40,40,-1,-1,24217276,7460,0,udpFlood
40,40,-1,-1,39538896,18528,0,udpFlood
40,40,-1,-1,17297329,6056,0,udpFlood
40,40,-1,-1,30189518,5726,0,udpFlood
40,40,-1,-1,39542638,19774,0,udpFlood
40,40,-1,-1,29746131,7039,0,udpFlood
40,40,-1,-1,27731670,6559,0,udpFlood
40,40,-1,-1,29744634,7414,0,udpFlood
40,40,-1,-1,24216333,7416,0,udpFlood
40,40,-1,-1,24211569,5990,0,udpFlood
40,40,-1,-1,22802349,8136,0,udpFlood
40,40,-1,-1,24216897,6439,0,udpFlood
40,40,-1,-1,30166333,4316,0,udpFlood
40,40,-1,-1,24212623,6094,0,udpFlood
40,40,-1,-1,4169199,2360,0,udpFlood
40,40,-1,-1,30178074,4570,0,udpFlood
40,40,-1,-1,27732168,6780,0,udpFlood
40,40,-1,-1,29744420,9706,0,udpFlood
40,40,-1,-1,29737720,6800,0,udpFlood
40,40,-1,-1,6855820,4262,0,udpFlood
40,40,-1,-1,29744871,6842,0,udpFlood
40,40,-1,-1,24215150,6244,0,udpFlood
40,40,-1,-1,39873080,24692,0,udpFlood
40,40,-1,-1,39872674,24504,0,udpFlood
40,40,-1,-1,39872714,24423,0,udpFlood
40,40,-1,-1,30189181,5694,0,udpFlood
40,40,-1,-1,24216199,6191,0,udpFlood
40,40,-1,-1,30173961,3953,0,udpFlood
40,40,-1,-1,30182614,4449,0,udpFlood
40,40,-1,-1,39872301,24849,0,udpFlood
40,40,-1,-1,30187741,5474,0,udpFlood
40,40,-1,-1,39872727,22676,0,udpFlood
40,40,-1,-1,39961468,26452,0,udpFlood
40,40,-1,-1,30184820,5489,0,udpFlood
40,40,-1,-1,30189507,5403,0,udpFlood
40,40,-1,-1,15794600,5505,0,udpFlood
40,40,-1,-1,24217285,7194,0,udpFlood
40,40,-1,-1,29748537,9993,0,udpFlood
40,40,-1,-1,30175703,4338,0,udpFlood
40,40,-1,-1,13782133,4576,0,udpFlood
40,40,-1,-1,24217341,7325,0,udpFlood
40,40,-1,-1,26563811,6062,0,udpFlood
40,40,-1,-1,39871463,26529,0,udpFlood
40,40,-1,-1,8746727,2978,0,udpFlood
40,40,-1,-1,6853045,4372,0,udpFlood
40,40,-1,-1,6854329,4198,0,udpFlood
40,40,-1,-1,26582126,5703,0,udpFlood
40,40,-1,-1,24196220,6250,0,udpFlood
40,40,-1,-1,30167244,4348,0,udpFlood
40,40,-1,-1,24212978,6143,0,udpFlood
40,40,-1,-1,24214676,6149,0,udpFlood
40,40,-1,-1,29746970,11208,0,udpFlood
40,40,-1,-1,24216880,6003,0,udpFlood
40,40,-1,-1,39539772,18122,0,udpFlood
40,40,-1,-1,30187065,5380,0,udpFlood
40,40,-1,-1,30187639,4279,0,udpFlood
40,40,-1,-1,24216625,6284,0,udpFlood
40,40,-1,-1,30188168,4373,0,udpFlood
40,40,-1,-1,6855099,4329,0,udpFlood
40,40,-1,-1,29741496,7476,0,udpFlood
40,40,-1,-1,29745668,9701,0,udpFlood
40,40,-1,-1,30186293,4333,0,udpFlood
40,40,-1,-1,29740555,7550,0,udpFlood
40,40,-1,-1,39872092,24723,0,udpFlood
40,40,-1,-1,39542704,19719,0,udpFlood
40,40,-1,-1,24214106,5972,0,udpFlood
40,40,-1,-1,39542675,19720,0,udpFlood
40,40,-1,-1,24214658,6411,0,udpFlood
40,40,-1,-1,24215804,7467,0,udpFlood
40,40,-1,-1,39542625,20096,0,udpFlood
40,40,-1,-1,39872737,24809,0,udpFlood
40,40,-1,-1,39960380,26507,0,udpFlood
40,40,-1,-1,30188488,5700,0,udpFlood
40,40,-1,-1,29734908,6807,0,udpFlood
40,40,-1,-1,39960689,26244,0,udpFlood
40,40,-1,-1,30182415,5544,0,udpFlood
40,40,-1,-1,39542674,18223,0,udpFlood
40,40,-1,-1,30185222,4118,0,udpFlood
40,40,-1,-1,39540010,18159,0,udpFlood
40,40,-1,-1,39871891,25259,0,udpFlood
40,40,-1,-1,30175693,4377,0,udpFlood
40,40,-1,-1,6854276,4339,0,udpFlood
40,40,-1,-1,39542679,20336,0,udpFlood
40,40,-1,-1,29747747,9003,0,udpFlood
40,40,-1,-1,13266650,4292,0,udpFlood
40,40,-1,-1,39961555,26383,0,udpFlood
40,40,-1,-1,28351525,6668,0,udpFlood
40,40,-1,-1,28738720,6848,0,udpFlood
40,40,-1,-1,30181938,4345,0,udpFlood
40,40,-1,-1,39870624,26110,0,udpFlood
40,40,-1,-1,1726519,501,0,udpFlood
40,40,-1,-1,29747724,7289,0,udpFlood
40,40,-1,-1,30187566,5451,0,udpFlood
40,40,-1,-1,24213745,5928,0,udpFlood
40,40,-1,-1,29734126,7078,0,udpFlood
40,40,-1,-1,39537697,19344,0,udpFlood
40,40,-1,-1,30186158,5291,0,udpFlood
40,40,-1,-1,30153960,4343,0,udpFlood
40,40,-1,-1,30178373,4313,0,udpFlood
40,40,-1,-1,30183656,4199,0,udpFlood
40,40,-1,-1,39541728,19564,0,udpFlood
40,40,-1,-1,6854005,4659,0,udpFlood
40,40,-1,-1,39871758,22676,0,udpFlood
40,40,-1,-1,39082586,25984,0,udpFlood
40,40,-1,-1,30180857,4436,0,udpFlood
40,40,-1,-1,24213237,7392,0,udpFlood
40,40,-1,-1,30189133,5481,0,udpFlood
40,40,-1,-1,39961487,26680,0,udpFlood
40,40,-1,-1,26107812,5299,0,udpFlood
40,40,-1,-1,39541741,19775,0,udpFlood
40,40,-1,-1,39536768,19458,0,udpFlood
40,40,-1,-1,18296770,6073,0,udpFlood
40,40,-1,-1,6855423,4164,0,udpFlood
40,40,-1,-1,24217571,7283,0,udpFlood
40,40,-1,-1,24216882,6082,0,udpFlood
40,40,-1,-1,39961489,26366,0,udpFlood
40,40,-1,-1,29736075,7272,0,udpFlood
40,40,-1,-1,30163542,4244,0,udpFlood
40,40,-1,-1,24210960,6070,0,udpFlood
40,40,-1,-1,24216950,6212,0,udpFlood
40,40,-1,-1,39871743,25887,0,udpFlood
40,40,-1,-1,39960444,26343,0,udpFlood
40,40,-1,-1,29747449,7375,0,udpFlood
40,40,-1,-1,30182606,5535,0,udpFlood
40,40,-1,-1,24211608,6175,0,udpFlood
40,40,-1,-1,30189542,5423,0,udpFlood
40,40,-1,-1,30173189,4295,0,udpFlood
40,40,-1,-1,29747261,9326,0,udpFlood
40,40,-1,-1,30180883,4315,0,udpFlood
40,40,-1,-1,30188195,5564,0,udpFlood
40,40,-1,-1,39542663,20138,0,udpFlood
40,40,-1,-1,30184088,4468,0,udpFlood
40,40,-1,-1,6855834,4193,0,udpFlood
40,40,-1,-1,27731697,7113,0,udpFlood
40,40,-1,-1,39539795,20058,0,udpFlood
40,40,-1,-1,30169841,4366,0,udpFlood
40,40,-1,-1,29745571,9404,0,udpFlood
40,40,-1,-1,29746459,6892,0,udpFlood
40,40,-1,-1,39082606,26118,0,udpFlood
40,40,-1,-1,29342341,6929,0,udpFlood
40,40,-1,-1,39961477,26268,0,udpFlood
40,40,-1,-1,39081917,25845,0,udpFlood
