% isAttack HIGH_RATE:	2000
% isAttack LOW_RATE:	2000
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R1,7-9,12,17,27,34-35,40'

@attribute total_fpackets numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute min_bpktl numeric
@attribute std_bpktl numeric
@attribute min_biat numeric
@attribute mean_idle numeric
@attribute fpsh_cnt numeric
@attribute bpsh_cnt numeric
@attribute isAttack {HIGH_RATE,LOW_RATE}

@data
6247,1500,43,52,10,2,0,6243,1,HIGH_RATE
2436,2948,134,52,5,3,1150750,2429,0,HIGH_RATE
1987,2948,202,52,6,3,0,1976,0,HIGH_RATE
2285,1500,126,52,5,32,1148825,2278,0,HIGH_RATE
6831,2812,52,52,8,2,0,6826,1,HIGH_RATE
7860,2404,47,52,9,5,0,7855,1,HIGH_RATE
1349,2948,203,52,5,2,0,1340,0,HIGH_RATE
11430,2948,94,52,7,2,1081882,11409,1,HIGH_RATE
12245,2788,38,52,6,4,0,12241,1,HIGH_RATE
8714,2948,75,52,8,1,0,8704,1,HIGH_RATE
8334,2948,118,52,8,1,1168849,8310,1,HIGH_RATE
7824,2948,97,52,9,2,1103175,7814,1,HIGH_RATE
2967,1744,41,52,13,4,0,2964,1,HIGH_RATE
5451,2948,110,52,10,2,1131621,5434,1,HIGH_RATE
5864,1984,51,52,10,1,0,5858,1,HIGH_RATE
8617,2740,58,52,8,2,0,8614,1,HIGH_RATE
8,1500,508,60,0,0,2368392,5,0,HIGH_RATE
427,1600,88,52,5,38,0,425,0,HIGH_RATE
5616,2948,98,52,10,1,1181855,5606,1,HIGH_RATE
1461,2008,169,52,5,2,0,1451,0,HIGH_RATE
6987,2584,113,52,9,2,1147952,6971,1,HIGH_RATE
5549,2948,111,52,9,2,1169494,5530,1,HIGH_RATE
1223,2948,273,52,6,2,0,1207,0,HIGH_RATE
6110,1972,81,52,9,2,1174626,6097,1,HIGH_RATE
2637,2948,141,52,14,3,1129535,2628,1,HIGH_RATE
5055,2480,101,52,11,2,1202398,5042,1,HIGH_RATE
4539,2948,114,52,11,2,1107766,4529,1,HIGH_RATE
10814,2948,88,40,7,1,1203624,10798,1,HIGH_RATE
1476,2948,196,52,5,2,0,1468,0,HIGH_RATE
2419,2948,187,52,6,2,0,2410,0,HIGH_RATE
3,328,0,-1,0,0,12423941,0,0,HIGH_RATE
11415,1660,28,52,7,2,0,11411,1,HIGH_RATE
1066,2080,138,52,5,2,0,1062,0,HIGH_RATE
2307,2368,178,52,6,2,0,2301,0,HIGH_RATE
16,316,119,60,0,0,2625879,15,0,HIGH_RATE
3418,2948,157,52,12,3,1112453,3398,1,HIGH_RATE
3103,1780,39,52,13,4,0,3100,1,HIGH_RATE
10766,2320,27,52,7,2,0,10763,1,HIGH_RATE
2317,2948,137,52,5,36,1147441,2309,0,HIGH_RATE
15,280,78,60,0,0,0,13,0,HIGH_RATE
2989,1500,46,52,13,2,0,2984,1,HIGH_RATE
5782,2948,98,52,10,2,1202775,5771,1,HIGH_RATE
10387,2948,83,52,7,1,1108651,10372,1,HIGH_RATE
5311,2948,105,52,10,1,1142795,5298,1,HIGH_RATE
1992,2948,179,52,5,2,0,1984,0,HIGH_RATE
2057,2948,152,52,17,2,1103942,2048,1,HIGH_RATE
5,71,0,-1,0,0,2503635,0,0,HIGH_RATE
8116,2596,43,52,9,3,0,8113,1,HIGH_RATE
1460,2948,243,52,5,34,0,1450,0,HIGH_RATE
2234,2692,186,52,5,3,0,2223,0,HIGH_RATE
10480,2764,41,52,6,38,0,10476,1,HIGH_RATE
1661,2948,200,52,6,2,0,1652,0,HIGH_RATE
12,1500,415,60,0,0,3356009,5,0,HIGH_RATE
17,316,111,60,0,0,1663239,15,0,HIGH_RATE
6191,2948,99,52,9,2,1128835,6176,1,HIGH_RATE
2172,1500,130,52,5,9,1148424,2165,0,HIGH_RATE
15360,748,8,52,4,15,0,15357,1,HIGH_RATE
12313,2740,38,52,8,3,0,12308,2,HIGH_RATE
3703,2948,137,52,12,2,1118155,3688,1,HIGH_RATE
2037,2560,167,52,6,2,0,2028,0,HIGH_RATE
5653,2132,113,52,10,1,0,5639,1,HIGH_RATE
9880,64,0,52,7,55,0,9877,1,HIGH_RATE
536,2164,175,52,5,5,0,532,0,HIGH_RATE
1491,1948,155,52,5,30,0,1483,0,HIGH_RATE
1880,2948,175,52,18,3,1133025,1869,1,HIGH_RATE
1556,2200,161,52,6,2,0,1550,0,HIGH_RATE
7164,4396,106,52,9,2,0,7153,1,HIGH_RATE
18,340,127,60,0,0,2542894,16,0,HIGH_RATE
3990,2948,185,52,11,2,1672045,3965,1,HIGH_RATE
1883,2948,149,52,6,2,0,1878,0,HIGH_RATE
2191,1996,188,52,6,2,0,2177,0,HIGH_RATE
6399,1888,83,52,9,2,1157717,6386,1,HIGH_RATE
2337,2488,169,52,6,32,0,2327,0,HIGH_RATE
10102,2512,78,40,7,2,1083813,10089,1,HIGH_RATE
3958,2948,132,52,12,2,1109171,3944,1,HIGH_RATE
2775,2188,158,52,14,2,1100939,2761,1,HIGH_RATE
6684,2948,89,52,9,2,1089247,6673,1,HIGH_RATE
6529,2948,65,52,10,2,0,6522,1,HIGH_RATE
12213,2948,72,52,7,2,1075797,12196,1,HIGH_RATE
2017,2948,203,52,6,5,0,2004,0,HIGH_RATE
9833,2948,104,40,8,2,1095780,9812,1,HIGH_RATE
7738,2948,93,52,9,2,1097940,7725,1,HIGH_RATE
18,340,119,60,0,0,1348352,15,0,HIGH_RATE
8617,2948,63,52,9,2,0,8611,1,HIGH_RATE
2453,2236,157,52,6,2,0,2447,0,HIGH_RATE
7858,2728,45,52,7,23,0,7853,1,HIGH_RATE
6438,2128,91,52,9,2,1097120,6428,1,HIGH_RATE
1111,1500,100,52,5,22,0,1108,0,HIGH_RATE
12488,2452,34,52,6,2,0,12483,1,HIGH_RATE
5338,2948,105,52,10,2,1112105,5328,1,HIGH_RATE
11451,1500,24,52,7,4,0,11447,1,HIGH_RATE
2146,2948,188,52,6,2,0,2132,0,HIGH_RATE
1472,2948,218,52,6,3,0,1460,0,HIGH_RATE
7040,2756,79,52,9,2,0,7028,1,HIGH_RATE
11438,2948,35,52,7,1,0,11434,1,HIGH_RATE
10683,2948,97,40,8,2,1155052,10664,1,HIGH_RATE
8513,1612,56,52,8,2,0,8507,1,HIGH_RATE
5923,2948,107,52,10,2,1104333,5914,1,HIGH_RATE
434,1500,117,52,5,37,0,430,0,HIGH_RATE
2679,2620,63,52,13,2,0,2676,1,HIGH_RATE
1499,2008,169,52,6,2,0,1489,0,HIGH_RATE
2348,2332,193,52,16,2,1640843,2333,1,HIGH_RATE
1635,2224,134,52,6,31,0,1629,0,HIGH_RATE
1591,1948,144,52,5,2,0,1585,0,HIGH_RATE
6000,2948,110,52,9,1,1203456,5983,1,HIGH_RATE
4096,2948,124,52,11,2,1109291,4082,1,HIGH_RATE
2473,2948,133,52,5,4,1146969,2469,0,HIGH_RATE
5359,2116,131,52,10,2,1233435,5333,1,HIGH_RATE
2139,2948,199,52,6,3,0,2124,0,HIGH_RATE
6629,2176,50,52,8,5,0,6624,1,HIGH_RATE
2151,2476,152,52,6,3,0,2142,0,HIGH_RATE
2893,1936,160,52,13,3,1101649,2875,1,HIGH_RATE
10795,1780,29,52,7,5,0,10791,1,HIGH_RATE
10547,2948,79,40,7,2,1083689,10534,1,HIGH_RATE
1943,2476,174,52,5,2,0,1935,0,HIGH_RATE
1678,2948,193,52,6,2,0,1664,0,HIGH_RATE
12,1500,415,60,0,0,7144708,8,0,HIGH_RATE
4074,2948,118,52,12,2,1099782,4065,1,HIGH_RATE
9423,2656,40,52,12,2,0,9417,3,HIGH_RATE
1843,2056,156,52,5,2,0,1837,0,HIGH_RATE
13,220,69,60,0,0,0,11,0,HIGH_RATE
12438,2884,40,52,6,4,0,12434,1,HIGH_RATE
5681,2948,101,52,10,2,1116810,5669,1,HIGH_RATE
9924,2948,98,52,7,1,1112452,9904,1,HIGH_RATE
1966,2948,147,52,5,43,1146789,1960,0,HIGH_RATE
10914,1500,27,52,7,35,0,10909,1,HIGH_RATE
2486,1500,113,52,5,32,1147655,2481,0,HIGH_RATE
1081,2948,235,52,5,34,0,1070,0,HIGH_RATE
462,436,62,52,6,3,0,460,0,HIGH_RATE
7211,1500,55,52,10,2,0,7203,1,HIGH_RATE
11941,2896,37,52,6,5,0,11936,1,HIGH_RATE
9041,1500,31,52,8,5,0,9036,1,HIGH_RATE
11113,2948,89,52,7,2,1082666,11098,1,HIGH_RATE
2057,2224,163,52,6,2,0,2051,0,HIGH_RATE
1337,2080,161,52,5,1,0,1333,0,HIGH_RATE
2378,2056,172,52,6,2,0,2367,0,HIGH_RATE
5100,2948,145,52,10,2,1100283,5078,1,HIGH_RATE
2389,2056,155,52,6,3,0,2381,0,HIGH_RATE
1020,2236,254,52,5,8,0,1006,0,HIGH_RATE
10899,2584,33,52,7,2,0,10895,1,HIGH_RATE
2154,2948,182,52,6,2,0,2144,0,HIGH_RATE
3048,2248,140,52,13,2,1117015,3037,1,HIGH_RATE
3724,2104,122,52,12,2,1102232,3713,1,HIGH_RATE
5527,2948,105,52,10,2,1154891,5513,1,HIGH_RATE
3072,1780,39,52,13,54,0,3069,1,HIGH_RATE
11153,1744,26,52,7,6,0,11149,1,HIGH_RATE
3523,2948,122,52,13,3,1114014,3514,1,HIGH_RATE
11412,2948,83,52,7,2,1087852,11393,1,HIGH_RATE
8330,2632,59,52,8,2,0,8323,1,HIGH_RATE
2221,2056,170,52,6,31,0,2211,0,HIGH_RATE
1439,2948,188,52,6,32,0,1428,0,HIGH_RATE
1802,2948,136,52,5,2,0,1797,0,HIGH_RATE
2206,2056,175,52,6,2,0,2192,0,HIGH_RATE
7589,2248,45,52,9,3,0,7584,1,HIGH_RATE
8608,1500,49,52,8,2,0,8602,1,HIGH_RATE
2386,2948,170,52,6,2,0,2378,0,HIGH_RATE
234,364,50,52,5,2,0,232,0,HIGH_RATE
2240,2948,148,52,5,2,1146680,2233,0,HIGH_RATE
1128,2948,242,52,5,2,0,1116,0,HIGH_RATE
2092,2728,193,52,6,2,0,2080,0,HIGH_RATE
10995,2948,97,52,7,1,1092591,10968,1,HIGH_RATE
4,328,0,-1,0,0,11319946,0,0,HIGH_RATE
540,424,71,52,5,4,0,539,0,HIGH_RATE
6851,2116,50,52,9,6,0,6846,1,HIGH_RATE
1045,2948,235,52,5,2,0,1035,0,HIGH_RATE
7118,2416,57,52,9,1,0,7114,1,HIGH_RATE
4006,2948,132,52,12,2,1184440,3987,1,HIGH_RATE
1127,2948,202,52,6,2,0,1121,0,HIGH_RATE
2943,1948,46,52,13,74,0,2940,1,HIGH_RATE
2793,2948,100,52,14,2,0,2788,1,HIGH_RATE
2187,2948,187,52,6,3,0,2176,0,HIGH_RATE
1696,1500,126,52,5,2,0,1689,0,HIGH_RATE
10,1500,454,60,0,0,4621906,6,0,HIGH_RATE
2451,2948,125,52,5,2,1136607,2445,0,HIGH_RATE
5660,2948,123,52,9,1,1145064,5640,1,HIGH_RATE
7916,2948,60,52,9,5,0,7910,1,HIGH_RATE
5397,2948,120,52,10,2,1174962,5380,1,HIGH_RATE
9270,2752,53,52,8,3,0,9266,1,HIGH_RATE
7719,2248,44,52,9,2,0,7715,1,HIGH_RATE
14,1500,383,60,0,0,2095664,11,0,HIGH_RATE
5412,2948,105,52,10,2,1125424,5399,1,HIGH_RATE
11650,1500,26,52,7,4,0,11646,1,HIGH_RATE
5985,2824,55,52,8,44,0,5981,1,HIGH_RATE
9027,2692,49,52,7,2,0,9022,1,HIGH_RATE
4538,2948,161,52,11,2,1119486,4513,1,HIGH_RATE
7634,2332,46,52,9,3,0,7631,1,HIGH_RATE
2267,2948,182,52,6,2,0,2253,0,HIGH_RATE
1569,2948,159,52,6,2,0,1563,0,HIGH_RATE
4543,2500,122,52,11,1,1115501,4530,1,HIGH_RATE
7929,2584,43,52,9,4,0,7926,1,HIGH_RATE
11149,1500,22,52,7,32,0,11145,1,HIGH_RATE
3497,2948,143,52,11,2,0,3479,1,HIGH_RATE
7132,2260,59,52,9,2,0,7125,1,HIGH_RATE
7682,1552,32,52,9,5,0,7678,1,HIGH_RATE
8888,2872,60,52,8,3,0,8884,1,HIGH_RATE
3222,2032,110,52,14,2,1113510,3215,1,HIGH_RATE
1208,2128,150,52,6,2,0,1204,0,HIGH_RATE
8302,1500,38,52,7,3,0,8297,1,HIGH_RATE
596,1500,128,52,6,3,2356329,590,0,HIGH_RATE
1906,1500,140,52,5,4,0,1897,0,HIGH_RATE
18,316,116,60,0,0,5904051,16,0,HIGH_RATE
10985,2948,50,52,6,2,0,10979,1,HIGH_RATE
2178,2948,202,52,6,32,0,2166,0,HIGH_RATE
4034,2948,124,52,11,2,1131356,4023,1,HIGH_RATE
4999,2948,115,52,10,2,1142129,4982,1,HIGH_RATE
2523,2948,151,52,15,2,1124915,2514,1,HIGH_RATE
1554,2948,183,52,6,2,0,1545,0,HIGH_RATE
9712,2848,45,52,6,29,0,9707,1,HIGH_RATE
2,71,0,-1,0,0,0,0,0,HIGH_RATE
1188,1840,198,52,6,2,0,1177,0,HIGH_RATE
9567,1900,50,52,8,3,0,9561,1,HIGH_RATE
1469,1960,174,52,5,3,0,1460,0,HIGH_RATE
456,2156,192,52,6,3,0,451,0,HIGH_RATE
11807,1684,62,40,7,1,1098225,11791,1,HIGH_RATE
7598,2948,67,52,9,2,0,7590,1,HIGH_RATE
2215,2948,213,52,6,4,0,2201,0,HIGH_RATE
12430,1240,10,52,6,6,0,12427,1,HIGH_RATE
4275,2948,131,52,11,2,1092828,4266,1,HIGH_RATE
1366,2044,204,52,5,2,0,1354,0,HIGH_RATE
11440,2948,88,40,7,2,1081563,11423,1,HIGH_RATE
10488,2948,80,52,7,1,1082241,10471,1,HIGH_RATE
4531,2948,144,52,10,2,1127421,4514,1,HIGH_RATE
1628,2068,155,52,6,2,0,1621,0,HIGH_RATE
3522,2948,130,52,13,2,1096477,3506,1,HIGH_RATE
2491,2948,133,52,6,2,1146234,2486,0,HIGH_RATE
980,2948,166,52,5,3,0,974,0,HIGH_RATE
19,256,86,60,0,0,2021523,16,0,HIGH_RATE
1300,2948,224,52,5,2,0,1291,0,HIGH_RATE
11266,2920,43,52,6,5,0,11263,1,HIGH_RATE
1988,2776,157,52,6,2,0,1985,0,HIGH_RATE
6628,2948,135,52,9,2,1095785,6607,1,HIGH_RATE
946,2948,254,52,5,2,0,934,0,HIGH_RATE
7658,2428,47,52,9,4,0,7653,1,HIGH_RATE
7,1500,543,60,0,0,9486195,2,0,HIGH_RATE
7577,2948,89,52,9,1,1085255,7566,1,HIGH_RATE
18,280,99,60,0,0,2527983,16,0,HIGH_RATE
4925,2948,122,52,10,2,1203062,4906,1,HIGH_RATE
9320,2860,44,52,10,3,0,9315,2,HIGH_RATE
9345,2872,57,52,8,2,0,9342,1,HIGH_RATE
3044,1500,35,52,13,4,0,3040,1,HIGH_RATE
16,292,112,60,0,0,4064015,14,0,HIGH_RATE
5333,2704,97,52,10,4,1178341,5322,1,HIGH_RATE
8719,2948,48,52,8,2,0,8713,1,HIGH_RATE
214,352,47,52,4,279,0,212,0,HIGH_RATE
1735,2948,202,52,5,2,6242224,1725,0,HIGH_RATE
7061,2704,66,52,9,2,0,7054,1,HIGH_RATE
2213,2788,166,52,5,2,0,2205,0,HIGH_RATE
1625,2948,174,52,6,2,0,1616,0,HIGH_RATE
992,1500,151,52,6,32,1513625,983,0,HIGH_RATE
5093,2068,100,52,11,2,1166735,5080,1,HIGH_RATE
3870,2948,176,52,11,2,1118342,3848,1,HIGH_RATE
1967,2948,160,52,6,9,1150804,1961,0,HIGH_RATE
3302,2948,119,52,14,2,1108912,3293,1,HIGH_RATE
7683,2512,43,52,9,2,0,7680,1,HIGH_RATE
2276,2948,186,52,5,2,0,2260,0,HIGH_RATE
9399,2948,93,52,7,1,1110884,9381,1,HIGH_RATE
5678,2948,127,52,10,1,1225949,5655,1,HIGH_RATE
6077,2948,98,52,10,2,1142911,6067,1,HIGH_RATE
1220,2948,180,52,5,3,0,1215,0,HIGH_RATE
7750,2200,42,52,9,2,0,7746,1,HIGH_RATE
2438,1500,120,52,6,7,1140570,2431,0,HIGH_RATE
13239,1228,10,52,4,52,0,13236,1,HIGH_RATE
2588,2684,159,52,6,2,0,2582,0,HIGH_RATE
11056,1792,24,52,7,3,0,11053,1,HIGH_RATE
531,424,75,52,6,280,0,529,0,HIGH_RATE
7679,2284,38,52,9,4,0,7676,1,HIGH_RATE
3040,2056,115,52,4,1,1107356,3033,0,HIGH_RATE
1388,2224,172,52,5,2,0,1383,0,HIGH_RATE
1989,2948,208,52,6,2,0,1978,0,HIGH_RATE
5,1500,644,60,0,0,2009896,1,0,HIGH_RATE
503,2020,115,52,5,3,1032708,500,0,HIGH_RATE
6155,2296,103,52,9,2,1128478,6137,1,HIGH_RATE
8744,2948,121,40,8,2,1159113,8723,1,HIGH_RATE
339,412,55,52,5,42,0,337,0,HIGH_RATE
6169,2948,115,52,10,2,1094747,6155,1,HIGH_RATE
2310,2948,139,52,5,6,1145866,2304,0,HIGH_RATE
2920,1500,51,52,14,5,0,2915,1,HIGH_RATE
10432,2948,95,40,7,2,1103499,10411,1,HIGH_RATE
7742,2272,44,52,9,3,0,7737,1,HIGH_RATE
9900,2948,88,52,7,2,1098452,9884,1,HIGH_RATE
1,229,0,-1,0,0,0,0,0,HIGH_RATE
6713,2948,86,52,9,1,1134346,6705,1,HIGH_RATE
3228,2948,134,52,13,2,1103391,3216,1,HIGH_RATE
8814,2948,104,40,8,1,1108882,8792,1,HIGH_RATE
1506,2248,157,52,6,3,0,1502,0,HIGH_RATE
9634,2488,48,52,8,3,0,9629,1,HIGH_RATE
8948,2948,118,52,8,2,1120971,8922,1,HIGH_RATE
8962,2464,107,52,8,2,1217557,8944,1,HIGH_RATE
9818,2948,113,52,8,2,1154091,9802,1,HIGH_RATE
11348,76,0,52,6,51,0,11345,1,HIGH_RATE
2931,1500,46,52,13,4,0,2926,1,HIGH_RATE
3029,1500,39,52,0,32,0,3025,0,HIGH_RATE
7240,2948,57,52,9,3,0,7232,1,HIGH_RATE
8253,2248,60,52,8,2,0,8245,1,HIGH_RATE
1110,2380,220,52,6,32,0,1103,0,HIGH_RATE
5074,2948,137,52,10,2,1098208,5058,1,HIGH_RATE
9,1500,480,60,0,0,3814632,2,0,HIGH_RATE
6161,1972,90,52,10,2,1228840,6145,1,HIGH_RATE
2898,1804,43,52,13,4,0,2895,1,HIGH_RATE
8653,2332,49,52,8,2,0,8648,1,HIGH_RATE
11397,64,0,52,6,4,0,11394,1,HIGH_RATE
9016,2836,51,52,7,3,1014183,9012,1,HIGH_RATE
1904,2680,176,52,6,2,0,1894,0,HIGH_RATE
1353,2212,149,52,5,2,0,1348,0,HIGH_RATE
11310,1672,24,52,7,4,0,11307,1,HIGH_RATE
6272,2948,112,52,9,2,1241304,6256,1,HIGH_RATE
3362,2948,138,52,11,2,0,3348,1,HIGH_RATE
5976,2620,55,52,9,5,0,5970,1,HIGH_RATE
4604,2596,129,52,10,2,0,4588,1,HIGH_RATE
7013,1500,41,52,8,1,0,7008,1,HIGH_RATE
1854,2948,204,52,6,3,0,1843,0,HIGH_RATE
9355,2776,44,52,7,4,0,9351,1,HIGH_RATE
1115,2948,259,52,6,32,0,1100,0,HIGH_RATE
4310,2948,127,52,11,2,1224347,4291,1,HIGH_RATE
2318,2948,129,52,5,102,1148290,2313,0,HIGH_RATE
11613,1500,25,52,7,3,0,11609,1,HIGH_RATE
9624,2948,59,52,8,2,0,9618,1,HIGH_RATE
6445,2948,87,52,8,1,1756105,6437,1,HIGH_RATE
2279,2948,184,52,5,6,0,2266,0,HIGH_RATE
11379,1936,64,52,7,2,1084274,11369,1,HIGH_RATE
10096,2284,86,52,7,1,1092584,10073,1,HIGH_RATE
2084,2140,177,52,6,3,0,2073,0,HIGH_RATE
1678,2488,166,52,6,2,0,1671,0,HIGH_RATE
3013,1500,36,52,13,6,0,3009,1,HIGH_RATE
8291,2948,59,52,9,3,0,8284,1,HIGH_RATE
2472,2740,175,52,6,1,0,2463,0,HIGH_RATE
586,2104,190,52,6,36,0,580,0,HIGH_RATE
9221,2668,42,52,7,53,0,9216,1,HIGH_RATE
2147,2948,160,52,6,2,0,2140,0,HIGH_RATE
9239,2764,45,52,7,5,0,9235,1,HIGH_RATE
8324,2836,45,52,7,4,0,8319,1,HIGH_RATE
2416,2948,148,52,16,6,1100319,2406,1,HIGH_RATE
6107,2948,127,52,10,2,1098680,6094,1,HIGH_RATE
1518,2948,177,52,6,2,0,1512,0,HIGH_RATE
6093,2948,113,52,9,2,1201873,6075,1,HIGH_RATE
1204,2948,285,52,5,2,4300765,1187,0,HIGH_RATE
1301,1816,178,52,5,3,0,1290,0,HIGH_RATE
1481,2948,231,52,5,2,0,1471,0,HIGH_RATE
1200,2308,210,52,6,2,0,1190,0,HIGH_RATE
6015,2948,118,52,9,2,1203176,5998,1,HIGH_RATE
6119,2948,93,52,9,2,1170415,6108,1,HIGH_RATE
2399,1500,153,52,6,2,0,2389,0,HIGH_RATE
5424,2948,106,52,10,2,1732651,5409,1,HIGH_RATE
5183,2812,108,52,11,2,1143330,5169,1,HIGH_RATE
2739,2948,149,52,14,2,1108283,2729,1,HIGH_RATE
1565,1576,112,52,6,2,0,1562,0,HIGH_RATE
10802,2948,89,40,7,2,1506226,10786,1,HIGH_RATE
5928,2948,137,52,10,2,1107710,5906,1,HIGH_RATE
11393,1500,22,52,6,32,0,11389,1,HIGH_RATE
1573,2032,136,52,5,2,0,1567,0,HIGH_RATE
2022,2948,192,52,6,2,0,2012,0,HIGH_RATE
2803,2140,155,52,14,2,1081785,2788,1,HIGH_RATE
1683,2948,180,52,5,2,1940107,1670,0,HIGH_RATE
10876,1816,25,52,7,38,0,10873,1,HIGH_RATE
1120,2948,218,52,5,2,0,1112,0,HIGH_RATE
11619,1500,25,52,7,2,0,11615,1,HIGH_RATE
1359,2056,119,52,6,2,0,1355,0,HIGH_RATE
5268,2216,135,52,10,2,0,5247,1,HIGH_RATE
4915,2948,135,52,10,2,1228415,4897,1,HIGH_RATE
1373,2948,275,52,6,3,4651354,1352,0,HIGH_RATE
1984,2948,221,52,6,7,0,1974,0,HIGH_RATE
4514,2948,138,52,11,2,1201719,4498,1,HIGH_RATE
16,280,88,60,0,0,0,14,0,HIGH_RATE
892,2948,289,52,5,2,1691560,880,0,HIGH_RATE
9724,2948,57,52,8,2,0,9718,1,HIGH_RATE
3691,2948,144,52,11,1,6112946,3675,1,HIGH_RATE
12052,1588,39,52,6,1,0,12046,1,HIGH_RATE
4019,2948,144,52,11,1,1704520,4007,1,HIGH_RATE
7338,2948,58,52,9,2,0,7331,1,HIGH_RATE
1592,2948,160,52,6,3,0,1586,0,HIGH_RATE
3168,2948,169,52,11,2,0,3158,1,HIGH_RATE
1514,2020,182,52,6,2,0,1506,0,HIGH_RATE
2442,2416,174,52,6,2,0,2431,0,HIGH_RATE
881,2948,264,52,6,2,0,871,0,HIGH_RATE
1697,2948,175,52,5,2,0,1693,0,HIGH_RATE
11701,2788,38,52,6,2,0,11696,1,HIGH_RATE
1093,1500,102,52,5,2,0,1089,0,HIGH_RATE
15366,1300,11,52,5,6,0,15363,1,HIGH_RATE
1842,2948,199,52,6,2,0,1832,0,HIGH_RATE
4415,2948,152,52,11,2,0,4399,1,HIGH_RATE
1449,2948,182,52,5,2,0,1438,0,HIGH_RATE
11,1500,433,60,0,0,6239967,8,0,HIGH_RATE
7608,1984,39,52,9,2,0,7604,1,HIGH_RATE
5593,2948,129,52,10,2,1157697,5569,1,HIGH_RATE
5439,2948,120,52,10,2,1157611,5417,1,HIGH_RATE
2341,2500,161,52,6,2,0,2334,0,HIGH_RATE
1531,2948,235,52,5,5,0,1520,0,HIGH_RATE
11412,64,0,52,6,44,0,11409,1,HIGH_RATE
1278,2948,271,52,5,2,1639943,1258,0,HIGH_RATE
2337,2948,132,52,5,2,1147123,2330,0,HIGH_RATE
2619,2596,159,52,6,2,0,2609,0,HIGH_RATE
8527,2948,128,40,8,2,1123512,8502,1,HIGH_RATE
8,1500,508,60,0,0,1988619,3,0,HIGH_RATE
1483,2948,171,52,6,30,0,1476,0,HIGH_RATE
255,1500,175,52,5,34,0,251,0,HIGH_RATE
7,1500,543,60,0,0,1834295,3,0,HIGH_RATE
2939,1732,46,52,13,47,0,2936,1,HIGH_RATE
4903,2632,101,52,10,2,1121303,4893,1,HIGH_RATE
12872,1240,10,52,4,51,0,12869,1,HIGH_RATE
11,1500,433,60,0,0,1780730,6,0,HIGH_RATE
10286,1900,82,52,7,2,1082727,10267,1,HIGH_RATE
926,2948,231,52,5,2,0,916,0,HIGH_RATE
5533,2948,100,52,10,2,1201201,5523,1,HIGH_RATE
12307,1500,33,52,6,3,0,12301,1,HIGH_RATE
333,1924,170,52,6,2,1519309,328,0,HIGH_RATE
1750,2948,159,52,5,2,0,1742,0,HIGH_RATE
2474,2948,139,52,6,31,1145873,2469,0,HIGH_RATE
11456,2560,33,52,6,4,0,11453,1,HIGH_RATE
7529,1500,39,52,9,2,0,7524,1,HIGH_RATE
7679,1500,39,52,9,2,0,7674,1,HIGH_RATE
11408,2776,88,52,7,2,1246436,11383,1,HIGH_RATE
5130,2948,110,52,11,1,1146175,5112,1,HIGH_RATE
2382,2948,146,52,5,2,1145863,2371,0,HIGH_RATE
9,1500,479,60,0,0,2752444,5,0,HIGH_RATE
2144,1912,185,52,6,2,0,2128,0,HIGH_RATE
1999,2948,202,52,6,31,0,1987,0,HIGH_RATE
10804,2068,69,52,7,1,1082235,10791,1,HIGH_RATE
5121,2948,114,52,11,2,1077354,5106,1,HIGH_RATE
2377,2044,161,52,6,15,0,2371,0,HIGH_RATE
1222,2948,220,52,6,2,0,1210,0,HIGH_RATE
5773,2948,103,52,10,2,1135306,5760,1,HIGH_RATE
10743,1852,26,52,7,4,0,10740,1,HIGH_RATE
9342,1996,49,52,8,2,0,9333,1,HIGH_RATE
12133,1500,33,52,6,2,0,12127,1,HIGH_RATE
2215,2828,186,52,6,2,0,2206,0,HIGH_RATE
3708,2948,146,52,12,2,1177379,3689,1,HIGH_RATE
5744,1720,63,52,5,5,0,5740,0,HIGH_RATE
1185,2948,214,52,5,3,0,1177,0,HIGH_RATE
5523,2320,96,52,10,2,1181049,5514,1,HIGH_RATE
9661,2948,106,40,7,2,1256332,9636,1,HIGH_RATE
1164,2948,292,52,5,2,3035190,1141,0,HIGH_RATE
5778,2948,108,52,9,2,1145830,5760,1,HIGH_RATE
1396,2948,190,52,5,2,0,1390,0,HIGH_RATE
5586,1804,50,52,11,2,0,5582,1,HIGH_RATE
2840,2948,74,52,14,2,0,2836,1,HIGH_RATE
9989,3496,55,52,6,3,0,9985,1,HIGH_RATE
2285,1500,126,52,5,3,1140041,2278,0,HIGH_RATE
8684,2536,55,52,8,3,0,8679,1,HIGH_RATE
2452,2948,130,52,5,2,1148203,2447,0,HIGH_RATE
11649,2752,37,52,6,2,0,11644,1,HIGH_RATE
5729,2948,112,52,10,1,1158945,5717,1,HIGH_RATE
6010,2632,111,52,9,2,1098281,5996,1,HIGH_RATE
15438,1252,11,52,4,5,0,15435,1,HIGH_RATE
141,1500,211,52,4,204,0,137,0,HIGH_RATE
