% isAttack HIGH_RATE:	2000
% isAttack LOW_RATE:	2000
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R1,7-9,12,17,27,34-35,40'

@attribute total_fpackets numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute min_bpktl numeric
@attribute std_bpktl numeric
@attribute min_biat numeric
@attribute mean_idle numeric
@attribute fpsh_cnt numeric
@attribute bpsh_cnt numeric
@attribute isAttack {HIGH_RATE,LOW_RATE}

@data
11400,40,0,-1,0,0,1143029,0,0,HIGH_RATE
6807,40,0,-1,0,0,0,0,0,HIGH_RATE
26244,40,0,-1,0,0,0,0,0,HIGH_RATE
11088,40,0,-1,0,0,1313170,0,0,HIGH_RATE
18223,40,0,-1,0,0,0,0,0,HIGH_RATE
8236,40,0,-1,0,0,1305855,0,0,HIGH_RATE
18159,40,0,-1,0,0,0,0,0,HIGH_RATE
25259,40,0,-1,0,0,0,0,0,HIGH_RATE
8755,40,0,-1,0,0,1312414,0,0,HIGH_RATE
4339,40,0,-1,0,0,0,0,0,HIGH_RATE
20336,40,0,-1,0,0,0,0,0,HIGH_RATE
9003,40,0,-1,0,0,0,0,0,HIGH_RATE
4292,40,0,-1,0,0,0,0,0,HIGH_RATE
26383,40,0,-1,0,0,0,0,0,HIGH_RATE
6668,40,0,-1,0,0,0,0,0,HIGH_RATE
6848,40,0,-1,0,0,0,0,0,HIGH_RATE
8690,40,0,-1,0,0,1145758,0,0,HIGH_RATE
26110,40,0,-1,0,0,0,0,0,HIGH_RATE
501,40,0,-1,0,0,0,0,0,HIGH_RATE
7289,40,0,-1,0,0,0,0,0,HIGH_RATE
10903,40,0,-1,0,0,1308066,0,0,HIGH_RATE
11857,40,0,-1,0,0,1265928,0,0,HIGH_RATE
7078,40,0,-1,0,0,0,0,0,HIGH_RATE
19344,40,0,-1,0,0,0,0,0,HIGH_RATE
10583,40,0,-1,0,0,1311094,0,0,HIGH_RATE
8687,40,0,-1,0,0,1319146,0,0,HIGH_RATE
8627,40,0,-1,0,0,1142551,0,0,HIGH_RATE
8398,40,0,-1,0,0,1313050,0,0,HIGH_RATE
19564,40,0,-1,0,0,0,0,0,HIGH_RATE
4659,40,0,-1,0,0,0,0,0,HIGH_RATE
22676,40,0,-1,0,0,0,0,0,HIGH_RATE
25984,40,0,-1,0,0,0,0,0,HIGH_RATE
8873,40,0,-1,0,0,1315391,0,0,HIGH_RATE
14785,40,0,-1,0,0,1265282,0,0,HIGH_RATE
10962,40,0,-1,0,0,1304158,0,0,HIGH_RATE
26680,40,0,-1,0,0,0,0,0,HIGH_RATE
5299,40,0,-1,0,0,0,0,0,HIGH_RATE
19775,40,0,-1,0,0,0,0,0,HIGH_RATE
19458,40,0,-1,0,0,0,0,0,HIGH_RATE
6073,40,0,-1,0,0,0,0,0,HIGH_RATE
4164,40,0,-1,0,0,0,0,0,HIGH_RATE
14567,40,0,-1,0,0,1265376,0,0,HIGH_RATE
12165,40,0,-1,0,0,1265396,0,0,HIGH_RATE
26366,40,0,-1,0,0,0,0,0,HIGH_RATE
7272,40,0,-1,0,0,0,0,0,HIGH_RATE
8488,40,0,-1,0,0,1323027,0,0,HIGH_RATE
12141,40,0,-1,0,0,1268636,0,0,HIGH_RATE
12425,40,0,-1,0,0,1268184,0,0,HIGH_RATE
25887,40,0,-1,0,0,0,0,0,HIGH_RATE
26343,40,0,-1,0,0,0,0,0,HIGH_RATE
7375,40,0,-1,0,0,0,0,0,HIGH_RATE
11070,40,0,-1,0,0,1313783,0,0,HIGH_RATE
12350,40,0,-1,0,0,1268865,0,0,HIGH_RATE
10846,40,0,-1,0,0,1303971,0,0,HIGH_RATE
8591,40,0,-1,0,0,1145977,0,0,HIGH_RATE
9326,40,0,-1,0,0,0,0,0,HIGH_RATE
8631,40,0,-1,0,0,1313444,0,0,HIGH_RATE
11128,40,0,-1,0,0,1309307,0,0,HIGH_RATE
20138,40,0,-1,0,0,0,0,0,HIGH_RATE
8937,40,0,-1,0,0,1305331,0,0,HIGH_RATE
4193,40,0,-1,0,0,0,0,0,HIGH_RATE
7113,40,0,-1,0,0,0,0,0,HIGH_RATE
20058,40,0,-1,0,0,0,0,0,HIGH_RATE
8733,40,0,-1,0,0,1320228,0,0,HIGH_RATE
9404,40,0,-1,0,0,0,0,0,HIGH_RATE
6892,40,0,-1,0,0,0,0,0,HIGH_RATE
26118,40,0,-1,0,0,0,0,0,HIGH_RATE
6929,40,0,-1,0,0,0,0,0,HIGH_RATE
26268,40,0,-1,0,0,0,0,0,HIGH_RATE
25845,40,0,-1,0,0,0,0,0,HIGH_RATE
8691,40,0,-1,0,0,1308656,0,0,HIGH_RATE
14749,40,0,-1,0,0,1265760,0,0,HIGH_RATE
4387,40,0,-1,0,0,0,0,0,HIGH_RATE
11903,40,0,-1,0,0,1266416,0,0,HIGH_RATE
7143,40,0,-1,0,0,0,0,0,HIGH_RATE
26188,40,0,-1,0,0,0,0,0,HIGH_RATE
11688,40,0,-1,0,0,1309519,0,0,HIGH_RATE
8482,40,0,-1,0,0,1307842,0,0,HIGH_RATE
20360,40,0,-1,0,0,0,0,0,HIGH_RATE
11961,40,0,-1,0,0,0,0,0,HIGH_RATE
25800,40,0,-1,0,0,0,0,0,HIGH_RATE
4281,40,0,-1,0,0,0,0,0,HIGH_RATE
6968,40,0,-1,0,0,0,0,0,HIGH_RATE
2134,40,0,-1,0,0,0,0,0,HIGH_RATE
8521,40,0,-1,0,0,1144927,0,0,HIGH_RATE
14493,40,0,-1,0,0,1270514,0,0,HIGH_RATE
8544,40,0,-1,0,0,1144892,0,0,HIGH_RATE
26516,40,0,-1,0,0,0,0,0,HIGH_RATE
12401,40,0,-1,0,0,1266687,0,0,HIGH_RATE
25876,40,0,-1,0,0,0,0,0,HIGH_RATE
7373,40,0,-1,0,0,0,0,0,HIGH_RATE
14739,40,0,-1,0,0,1272304,0,0,HIGH_RATE
9832,40,0,-1,0,0,0,0,0,HIGH_RATE
14712,40,0,-1,0,0,1267358,0,0,HIGH_RATE
23078,40,0,-1,0,0,0,0,0,HIGH_RATE
19795,40,0,-1,0,0,0,0,0,HIGH_RATE
9438,40,0,-1,0,0,0,0,0,HIGH_RATE
4139,40,0,-1,0,0,0,0,0,HIGH_RATE
6571,40,0,-1,0,0,0,0,0,HIGH_RATE
26081,40,0,-1,0,0,0,0,0,HIGH_RATE
11108,40,0,-1,0,0,1142959,0,0,HIGH_RATE
11394,40,0,-1,0,0,1303812,0,0,HIGH_RATE
17985,40,0,-1,0,0,0,0,0,HIGH_RATE
24550,40,0,-1,0,0,0,0,0,HIGH_RATE
6495,40,0,-1,0,0,0,0,0,HIGH_RATE
7468,40,0,-1,0,0,0,0,0,HIGH_RATE
12053,40,0,-1,0,0,1265416,0,0,HIGH_RATE
10807,40,0,-1,0,0,1143147,0,0,HIGH_RATE
9890,40,0,-1,0,0,0,0,0,HIGH_RATE
8550,40,0,-1,0,0,1307966,0,0,HIGH_RATE
12403,40,0,-1,0,0,1266521,0,0,HIGH_RATE
8503,40,0,-1,0,0,1313100,0,0,HIGH_RATE
9478,40,0,-1,0,0,0,0,0,HIGH_RATE
20515,40,0,-1,0,0,0,0,0,HIGH_RATE
1480,40,0,-1,0,0,0,0,0,HIGH_RATE
7387,40,0,-1,0,0,0,0,0,HIGH_RATE
11106,40,0,-1,0,0,1303938,0,0,HIGH_RATE
20021,40,0,-1,0,0,0,0,0,HIGH_RATE
19545,40,0,-1,0,0,0,0,0,HIGH_RATE
9096,40,0,-1,0,0,0,0,0,HIGH_RATE
26438,40,0,-1,0,0,0,0,0,HIGH_RATE
26060,40,0,-1,0,0,0,0,0,HIGH_RATE
7469,40,0,-1,0,0,0,0,0,HIGH_RATE
4106,40,0,-1,0,0,0,0,0,HIGH_RATE
18627,40,0,-1,0,0,0,0,0,HIGH_RATE
24839,40,0,-1,0,0,0,0,0,HIGH_RATE
11787,40,0,-1,0,0,1265786,0,0,HIGH_RATE
9007,40,0,-1,0,0,1310059,0,0,HIGH_RATE
6145,40,0,-1,0,0,0,0,0,HIGH_RATE
19051,40,0,-1,0,0,0,0,0,HIGH_RATE
4526,40,0,-1,0,0,0,0,0,HIGH_RATE
6439,40,0,-1,0,0,0,0,0,HIGH_RATE
5954,40,0,-1,0,0,0,0,0,HIGH_RATE
11433,40,0,-1,0,0,1308864,0,0,HIGH_RATE
11499,40,0,-1,0,0,1304157,0,0,HIGH_RATE
15062,40,0,-1,0,0,1268964,0,0,HIGH_RATE
18190,40,0,-1,0,0,0,0,0,HIGH_RATE
11561,40,0,-1,0,0,1307902,0,0,HIGH_RATE
11215,40,0,-1,0,0,1310982,0,0,HIGH_RATE
26535,40,0,-1,0,0,0,0,0,HIGH_RATE
7536,40,0,-1,0,0,0,0,0,HIGH_RATE
12442,40,0,-1,0,0,1266401,0,0,HIGH_RATE
22875,40,0,-1,0,0,0,0,0,HIGH_RATE
9781,40,0,-1,0,0,0,0,0,HIGH_RATE
25764,40,0,-1,0,0,0,0,0,HIGH_RATE
8346,40,0,-1,0,0,1305808,0,0,HIGH_RATE
11449,40,0,-1,0,0,1308656,0,0,HIGH_RATE
11668,40,0,-1,0,0,1272443,0,0,HIGH_RATE
1378,40,0,-1,0,0,0,0,0,HIGH_RATE
7175,40,0,-1,0,0,0,0,0,HIGH_RATE
11212,40,0,-1,0,0,1311208,0,0,HIGH_RATE
11618,40,0,-1,0,0,1303877,0,0,HIGH_RATE
4219,40,0,-1,0,0,0,0,0,HIGH_RATE
8855,40,0,-1,0,0,1307963,0,0,HIGH_RATE
14816,40,0,-1,0,0,1270979,0,0,HIGH_RATE
10547,40,0,-1,0,0,1308261,0,0,HIGH_RATE
4630,40,0,-1,0,0,0,0,0,HIGH_RATE
2596,40,0,-1,0,0,0,0,0,HIGH_RATE
14598,40,0,-1,0,0,1267820,0,0,HIGH_RATE
2631,40,0,-1,0,0,0,0,0,HIGH_RATE
12306,40,0,-1,0,0,1266816,0,0,HIGH_RATE
24424,40,0,-1,0,0,0,0,0,HIGH_RATE
8886,40,0,-1,0,0,1307303,0,0,HIGH_RATE
25911,40,0,-1,0,0,0,0,0,HIGH_RATE
11508,40,0,-1,0,0,1308318,0,0,HIGH_RATE
18234,40,0,-1,0,0,0,0,0,HIGH_RATE
9695,40,0,-1,0,0,0,0,0,HIGH_RATE
25994,40,0,-1,0,0,0,0,0,HIGH_RATE
14385,40,0,-1,0,0,1264446,0,0,HIGH_RATE
18993,40,0,-1,0,0,0,0,0,HIGH_RATE
12598,40,0,-1,0,0,1264928,0,0,HIGH_RATE
14344,40,0,-1,0,0,1276948,0,0,HIGH_RATE
12639,40,0,-1,0,0,1265411,0,0,HIGH_RATE
352,40,0,-1,0,0,0,0,0,HIGH_RATE
11059,40,0,-1,0,0,1307841,0,0,HIGH_RATE
26035,40,0,-1,0,0,0,0,0,HIGH_RATE
25888,40,0,-1,0,0,0,0,0,HIGH_RATE
11521,40,0,-1,0,0,1307905,0,0,HIGH_RATE
8792,40,0,-1,0,0,1310107,0,0,HIGH_RATE
19663,40,0,-1,0,0,0,0,0,HIGH_RATE
19985,40,0,-1,0,0,0,0,0,HIGH_RATE
771,40,0,-1,0,0,0,0,0,HIGH_RATE
2477,40,0,-1,0,0,0,0,0,HIGH_RATE
8896,40,0,-1,0,0,1303921,0,0,HIGH_RATE
8812,40,0,-1,0,0,1307792,0,0,HIGH_RATE
8600,40,0,-1,0,0,1145761,0,0,HIGH_RATE
26475,40,0,-1,0,0,0,0,0,HIGH_RATE
6910,40,0,-1,0,0,0,0,0,HIGH_RATE
8255,40,0,-1,0,0,1310838,0,0,HIGH_RATE
10637,40,0,-1,0,0,1307211,0,0,HIGH_RATE
4123,40,0,-1,0,0,0,0,0,HIGH_RATE
17978,40,0,-1,0,0,0,0,0,HIGH_RATE
8568,40,0,-1,0,0,1308000,0,0,HIGH_RATE
10428,40,0,-1,0,0,0,0,0,HIGH_RATE
25957,40,0,-1,0,0,0,0,0,HIGH_RATE
12085,40,0,-1,0,0,1266470,0,0,HIGH_RATE
9875,40,0,-1,0,0,0,0,0,HIGH_RATE
8240,40,0,-1,0,0,1303867,0,0,HIGH_RATE
9620,40,0,-1,0,0,0,0,0,HIGH_RATE
2477,40,0,-1,0,0,0,0,0,HIGH_RATE
9058,40,0,-1,0,0,1316507,0,0,HIGH_RATE
4728,40,0,-1,0,0,0,0,0,HIGH_RATE
11179,40,0,-1,0,0,1308698,0,0,HIGH_RATE
11348,40,0,-1,0,0,1145608,0,0,HIGH_RATE
7053,40,0,-1,0,0,0,0,0,HIGH_RATE
14579,40,0,-1,0,0,1272238,0,0,HIGH_RATE
11384,40,0,-1,0,0,1311247,0,0,HIGH_RATE
11001,40,0,-1,0,0,1307998,0,0,HIGH_RATE
11768,40,0,-1,0,0,1268717,0,0,HIGH_RATE
8621,40,0,-1,0,0,1143562,0,0,HIGH_RATE
8302,40,0,-1,0,0,1310236,0,0,HIGH_RATE
12209,40,0,-1,0,0,1268293,0,0,HIGH_RATE
17962,40,0,-1,0,0,0,0,0,HIGH_RATE
5734,40,0,-1,0,0,0,0,0,HIGH_RATE
14727,40,0,-1,0,0,1264570,0,0,HIGH_RATE
25976,40,0,-1,0,0,0,0,0,HIGH_RATE
12455,40,0,-1,0,0,1266649,0,0,HIGH_RATE
14833,40,0,-1,0,0,1265181,0,0,HIGH_RATE
26090,40,0,-1,0,0,0,0,0,HIGH_RATE
5351,40,0,-1,0,0,0,0,0,HIGH_RATE
12498,40,0,-1,0,0,1267561,0,0,HIGH_RATE
1363,40,0,-1,0,0,0,0,0,HIGH_RATE
11804,40,0,-1,0,0,1265600,0,0,HIGH_RATE
11286,40,0,-1,0,0,1309371,0,0,HIGH_RATE
19847,40,0,-1,0,0,0,0,0,HIGH_RATE
9017,40,0,-1,0,0,1309747,0,0,HIGH_RATE
14880,40,0,-1,0,0,1267158,0,0,HIGH_RATE
12431,40,0,-1,0,0,1265855,0,0,HIGH_RATE
10025,40,0,-1,0,0,0,0,0,HIGH_RATE
9449,40,0,-1,0,0,0,0,0,HIGH_RATE
19621,40,0,-1,0,0,0,0,0,HIGH_RATE
26625,40,0,-1,0,0,0,0,0,HIGH_RATE
14549,40,0,-1,0,0,1264671,0,0,HIGH_RATE
11438,40,0,-1,0,0,1320420,0,0,HIGH_RATE
1816,40,0,-1,0,0,0,0,0,HIGH_RATE
7782,40,0,-1,0,0,0,0,0,HIGH_RATE
9042,40,0,-1,0,0,1311091,0,0,HIGH_RATE
4099,40,0,-1,0,0,0,0,0,HIGH_RATE
19733,40,0,-1,0,0,0,0,0,HIGH_RATE
5201,40,0,-1,0,0,0,0,0,HIGH_RATE
8436,40,0,-1,0,0,1316552,0,0,HIGH_RATE
2367,40,0,-1,0,0,0,0,0,HIGH_RATE
4983,40,0,-1,0,0,0,0,0,HIGH_RATE
3898,40,0,-1,0,0,0,0,0,HIGH_RATE
12586,40,0,-1,0,0,1270702,0,0,HIGH_RATE
4161,40,0,-1,0,0,0,0,0,HIGH_RATE
11329,40,0,-1,0,0,0,0,0,HIGH_RATE
8395,40,0,-1,0,0,1315012,0,0,HIGH_RATE
14992,40,0,-1,0,0,1267017,0,0,HIGH_RATE
7168,40,0,-1,0,0,0,0,0,HIGH_RATE
19312,40,0,-1,0,0,0,0,0,HIGH_RATE
24329,40,0,-1,0,0,0,0,0,HIGH_RATE
10133,40,0,-1,0,0,0,0,0,HIGH_RATE
9939,40,0,-1,0,0,0,0,0,HIGH_RATE
5248,40,0,-1,0,0,0,0,0,HIGH_RATE
6997,40,0,-1,0,0,0,0,0,HIGH_RATE
12122,40,0,-1,0,0,1267043,0,0,HIGH_RATE
8808,40,0,-1,0,0,0,0,0,HIGH_RATE
11492,40,0,-1,0,0,0,0,0,HIGH_RATE
26398,40,0,-1,0,0,0,0,0,HIGH_RATE
5512,40,0,-1,0,0,0,0,0,HIGH_RATE
2227,40,0,-1,0,0,0,0,0,HIGH_RATE
10991,40,0,-1,0,0,1307238,0,0,HIGH_RATE
8709,40,0,-1,0,0,1323028,0,0,HIGH_RATE
19448,40,0,-1,0,0,0,0,0,HIGH_RATE
22610,40,0,-1,0,0,0,0,0,HIGH_RATE
8538,40,0,-1,0,0,1313446,0,0,HIGH_RATE
18869,40,0,-1,0,0,0,0,0,HIGH_RATE
7934,40,0,-1,0,0,0,0,0,HIGH_RATE
12489,40,0,-1,0,0,1271725,0,0,HIGH_RATE
9738,40,0,-1,0,0,0,0,0,HIGH_RATE
10879,40,0,-1,0,0,1145762,0,0,HIGH_RATE
1839,40,0,-1,0,0,0,0,0,HIGH_RATE
17677,40,0,-1,0,0,0,0,0,HIGH_RATE
8882,40,0,-1,0,0,1143565,0,0,HIGH_RATE
10790,40,0,-1,0,0,1149135,0,0,HIGH_RATE
22833,40,0,-1,0,0,0,0,0,HIGH_RATE
12487,40,0,-1,0,0,1266526,0,0,HIGH_RATE
12505,40,0,-1,0,0,1265750,0,0,HIGH_RATE
4385,40,0,-1,0,0,0,0,0,HIGH_RATE
4045,40,0,-1,0,0,0,0,0,HIGH_RATE
22849,40,0,-1,0,0,0,0,0,HIGH_RATE
14162,40,0,-1,0,0,1269430,0,0,HIGH_RATE
7492,40,0,-1,0,0,0,0,0,HIGH_RATE
11508,40,0,-1,0,0,0,0,0,HIGH_RATE
18628,40,0,-1,0,0,0,0,0,HIGH_RATE
14466,40,0,-1,0,0,1272173,0,0,HIGH_RATE
11430,40,0,-1,0,0,0,0,0,HIGH_RATE
18178,40,0,-1,0,0,0,0,0,HIGH_RATE
11610,40,0,-1,0,0,1308073,0,0,HIGH_RATE
1042,40,0,-1,0,0,0,0,0,HIGH_RATE
25867,40,0,-1,0,0,0,0,0,HIGH_RATE
8457,40,0,-1,0,0,1313649,0,0,HIGH_RATE
4313,40,0,-1,0,0,0,0,0,HIGH_RATE
8472,40,0,-1,0,0,1315226,0,0,HIGH_RATE
4171,40,0,-1,0,0,0,0,0,HIGH_RATE
11770,40,0,-1,0,0,1266107,0,0,HIGH_RATE
8448,40,0,-1,0,0,1303902,0,0,HIGH_RATE
24612,40,0,-1,0,0,0,0,0,HIGH_RATE
4071,40,0,-1,0,0,0,0,0,HIGH_RATE
14742,40,0,-1,0,0,1269139,0,0,HIGH_RATE
18426,40,0,-1,0,0,0,0,0,HIGH_RATE
26042,40,0,-1,0,0,0,0,0,HIGH_RATE
22552,40,0,-1,0,0,0,0,0,HIGH_RATE
19687,40,0,-1,0,0,0,0,0,HIGH_RATE
18300,40,0,-1,0,0,0,0,0,HIGH_RATE
20321,40,0,-1,0,0,0,0,0,HIGH_RATE
4324,40,0,-1,0,0,0,0,0,HIGH_RATE
8543,40,0,-1,0,0,1321889,0,0,HIGH_RATE
20153,40,0,-1,0,0,0,0,0,HIGH_RATE
7226,40,0,-1,0,0,0,0,0,HIGH_RATE
8764,40,0,-1,0,0,1305723,0,0,HIGH_RATE
18439,40,0,-1,0,0,0,0,0,HIGH_RATE
14550,40,0,-1,0,0,1265788,0,0,HIGH_RATE
7963,40,0,-1,0,0,0,0,0,HIGH_RATE
11462,40,0,-1,0,0,1265545,0,0,HIGH_RATE
10956,40,0,-1,0,0,0,0,0,HIGH_RATE
12328,40,0,-1,0,0,1266566,0,0,HIGH_RATE
8678,40,0,-1,0,0,1149813,0,0,HIGH_RATE
8606,40,0,-1,0,0,1312883,0,0,HIGH_RATE
11426,40,0,-1,0,0,1310151,0,0,HIGH_RATE
4134,40,0,-1,0,0,0,0,0,HIGH_RATE
11026,40,0,-1,0,0,1143194,0,0,HIGH_RATE
11061,40,0,-1,0,0,1142955,0,0,HIGH_RATE
12772,40,0,-1,0,0,1265630,0,0,HIGH_RATE
8521,40,0,-1,0,0,1310066,0,0,HIGH_RATE
11489,40,0,-1,0,0,0,0,0,HIGH_RATE
24858,40,0,-1,0,0,0,0,0,HIGH_RATE
4039,40,0,-1,0,0,0,0,0,HIGH_RATE
1805,40,0,-1,0,0,0,0,0,HIGH_RATE
7602,40,0,-1,0,0,0,0,0,HIGH_RATE
2414,40,0,-1,0,0,0,0,0,HIGH_RATE
9558,40,0,-1,0,0,0,0,0,HIGH_RATE
6419,40,0,-1,0,0,0,0,0,HIGH_RATE
14653,40,0,-1,0,0,1264484,0,0,HIGH_RATE
22552,40,0,-1,0,0,0,0,0,HIGH_RATE
9104,40,0,-1,0,0,1314410,0,0,HIGH_RATE
10029,40,0,-1,0,0,0,0,0,HIGH_RATE
9642,40,0,-1,0,0,0,0,0,HIGH_RATE
4118,40,0,-1,0,0,0,0,0,HIGH_RATE
8284,40,0,-1,0,0,1315878,0,0,HIGH_RATE
7004,40,0,-1,0,0,0,0,0,HIGH_RATE
8834,40,0,-1,0,0,1311846,0,0,HIGH_RATE
19128,40,0,-1,0,0,0,0,0,HIGH_RATE
9243,40,0,-1,0,0,1309208,0,0,HIGH_RATE
12516,40,0,-1,0,0,1266378,0,0,HIGH_RATE
24814,40,0,-1,0,0,0,0,0,HIGH_RATE
11307,40,0,-1,0,0,1320349,0,0,HIGH_RATE
7486,40,0,-1,0,0,0,0,0,HIGH_RATE
14596,40,0,-1,0,0,1265776,0,0,HIGH_RATE
8481,40,0,-1,0,0,0,0,0,HIGH_RATE
11044,40,0,-1,0,0,0,0,0,HIGH_RATE
15035,40,0,-1,0,0,1269439,0,0,HIGH_RATE
4332,40,0,-1,0,0,0,0,0,HIGH_RATE
26434,40,0,-1,0,0,0,0,0,HIGH_RATE
14375,40,0,-1,0,0,1269839,0,0,HIGH_RATE
11689,40,0,-1,0,0,0,0,0,HIGH_RATE
14240,40,0,-1,0,0,1269125,0,0,HIGH_RATE
1778,40,0,-1,0,0,0,0,0,HIGH_RATE
11755,40,0,-1,0,0,1309388,0,0,HIGH_RATE
302,40,0,-1,0,0,0,0,0,HIGH_RATE
26319,40,0,-1,0,0,0,0,0,HIGH_RATE
20269,40,0,-1,0,0,0,0,0,HIGH_RATE
4377,40,0,-1,0,0,0,0,0,HIGH_RATE
5076,40,0,-1,0,0,0,0,0,HIGH_RATE
26393,40,0,-1,0,0,0,0,0,HIGH_RATE
8560,40,0,-1,0,0,1312827,0,0,HIGH_RATE
2266,40,0,-1,0,0,0,0,0,HIGH_RATE
14625,40,0,-1,0,0,1272198,0,0,HIGH_RATE
5427,40,0,-1,0,0,0,0,0,HIGH_RATE
1052,40,0,-1,0,0,0,0,0,HIGH_RATE
12283,40,0,-1,0,0,1266629,0,0,HIGH_RATE
1758,40,0,-1,0,0,0,0,0,HIGH_RATE
7506,40,0,-1,0,0,0,0,0,HIGH_RATE
7324,40,0,-1,0,0,0,0,0,HIGH_RATE
5179,40,0,-1,0,0,0,0,0,HIGH_RATE
8730,40,0,-1,0,0,1311857,0,0,HIGH_RATE
14638,40,0,-1,0,0,1265249,0,0,HIGH_RATE
14377,40,0,-1,0,0,1265445,0,0,HIGH_RATE
11151,40,0,-1,0,0,1310923,0,0,HIGH_RATE
9660,40,0,-1,0,0,0,0,0,HIGH_RATE
14675,40,0,-1,0,0,1267595,0,0,HIGH_RATE
12057,40,0,-1,0,0,1267746,0,0,HIGH_RATE
19823,40,0,-1,0,0,0,0,0,HIGH_RATE
11630,40,0,-1,0,0,0,0,0,HIGH_RATE
26412,40,0,-1,0,0,0,0,0,HIGH_RATE
8394,40,0,-1,0,0,1318627,0,0,HIGH_RATE
11377,40,0,-1,0,0,1313132,0,0,HIGH_RATE
3173,40,0,-1,0,0,0,0,0,HIGH_RATE
7388,40,0,-1,0,0,0,0,0,HIGH_RATE
26251,40,0,-1,0,0,0,0,0,HIGH_RATE
20433,40,0,-1,0,0,0,0,0,HIGH_RATE
20190,40,0,-1,0,0,0,0,0,HIGH_RATE
4119,40,0,-1,0,0,0,0,0,HIGH_RATE
12259,40,0,-1,0,0,1265872,0,0,HIGH_RATE
8627,40,0,-1,0,0,1314976,0,0,HIGH_RATE
8858,40,0,-1,0,0,1310205,0,0,HIGH_RATE
12774,40,0,-1,0,0,1267153,0,0,HIGH_RATE
24886,40,0,-1,0,0,0,0,0,HIGH_RATE
19957,40,0,-1,0,0,0,0,0,HIGH_RATE
5594,40,0,-1,0,0,0,0,0,HIGH_RATE
4360,40,0,-1,0,0,0,0,0,HIGH_RATE
10841,40,0,-1,0,0,1142613,0,0,HIGH_RATE
4422,40,0,-1,0,0,0,0,0,HIGH_RATE
18269,40,0,-1,0,0,0,0,0,HIGH_RATE
9758,40,0,-1,0,0,0,0,0,HIGH_RATE
9511,40,0,-1,0,0,0,0,0,HIGH_RATE
11478,40,0,-1,0,0,1308322,0,0,HIGH_RATE
14638,40,0,-1,0,0,1268842,0,0,HIGH_RATE
7347,40,0,-1,0,0,0,0,0,HIGH_RATE
26343,40,0,-1,0,0,0,0,0,HIGH_RATE
14930,40,0,-1,0,0,1270470,0,0,HIGH_RATE
11908,40,0,-1,0,0,1266461,0,0,HIGH_RATE
11467,40,0,-1,0,0,1309752,0,0,HIGH_RATE
19499,40,0,-1,0,0,0,0,0,HIGH_RATE
11075,40,0,-1,0,0,1308893,0,0,HIGH_RATE
26452,40,0,-1,0,0,0,0,0,HIGH_RATE
2,53,0,-1,0,0,0,0,0,HIGH_RATE
4,328,0,-1,0,0,11933664,0,0,HIGH_RATE
26425,40,0,-1,0,0,0,0,0,HIGH_RATE
14763,40,0,-1,0,0,1264873,0,0,HIGH_RATE
14213,40,0,-1,0,0,1275934,0,0,HIGH_RATE
8717,40,0,-1,0,0,1307923,0,0,HIGH_RATE
2387,40,0,-1,0,0,0,0,0,HIGH_RATE
8359,40,0,-1,0,0,1303915,0,0,HIGH_RATE
19708,40,0,-1,0,0,0,0,0,HIGH_RATE
22876,40,0,-1,0,0,0,0,0,HIGH_RATE
10911,40,0,-1,0,0,1144217,0,0,HIGH_RATE
22951,40,0,-1,0,0,0,0,0,HIGH_RATE
9157,40,0,-1,0,0,0,0,0,HIGH_RATE
14005,40,0,-1,0,0,1265373,0,0,HIGH_RATE
12079,40,0,-1,0,0,1264666,0,0,HIGH_RATE
14453,40,0,-1,0,0,1270613,0,0,HIGH_RATE
22363,40,0,-1,0,0,0,0,0,HIGH_RATE
14524,40,0,-1,0,0,1276913,0,0,HIGH_RATE
24401,40,0,-1,0,0,0,0,0,HIGH_RATE
19558,40,0,-1,0,0,0,0,0,HIGH_RATE
19152,40,0,-1,0,0,0,0,0,HIGH_RATE
26275,40,0,-1,0,0,0,0,0,HIGH_RATE
4155,40,0,-1,0,0,0,0,0,HIGH_RATE
11727,40,0,-1,0,0,0,0,0,HIGH_RATE
9924,40,0,-1,0,0,0,0,0,HIGH_RATE
8483,40,0,-1,0,0,1310107,0,0,HIGH_RATE
4332,40,0,-1,0,0,0,0,0,HIGH_RATE
10822,40,0,-1,0,0,1144025,0,0,HIGH_RATE
8453,40,0,-1,0,0,1307154,0,0,HIGH_RATE
12091,40,0,-1,0,0,1265535,0,0,HIGH_RATE
11706,40,0,-1,0,0,1268351,0,0,HIGH_RATE
26012,40,0,-1,0,0,0,0,0,HIGH_RATE
2304,40,0,-1,0,0,0,0,0,HIGH_RATE
18055,40,0,-1,0,0,0,0,0,HIGH_RATE
4786,40,0,-1,0,0,0,0,0,HIGH_RATE
2608,40,0,-1,0,0,0,0,0,HIGH_RATE
9023,40,0,-1,0,0,0,0,0,HIGH_RATE
4310,40,0,-1,0,0,0,0,0,HIGH_RATE
