% isAttack HIGH_RATE:	1533
% isAttack LOW_RATE:	2000
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2,7,21,26,30,40'

@attribute total_fvolume numeric
@attribute max_fpktl numeric
@attribute duration numeric
@attribute min_idle numeric
@attribute sflow_fpackets numeric
@attribute isAttack {HIGH_RATE,LOW_RATE}

@data
162200,40,29308257,1011047,2027,HIGH_RATE
113720,40,27108782,1145126,1421,HIGH_RATE
112120,40,27092751,1135381,1401,HIGH_RATE
499720,40,30092717,0,12493,HIGH_RATE
481880,40,30090495,0,12047,HIGH_RATE
172240,40,29324193,0,4306,HIGH_RATE
141560,40,29311416,1237511,1769,HIGH_RATE
48960,40,20114818,1015102,306,HIGH_RATE
105960,40,27108522,1131812,1324,HIGH_RATE
178400,40,29340486,0,4460,HIGH_RATE
251880,40,29861883,0,6297,HIGH_RATE
144640,40,29312649,1006369,1205,HIGH_RATE
375800,40,30055573,1076810,4697,HIGH_RATE
199240,40,29352644,0,4981,HIGH_RATE
117520,40,27114521,1032579,979,HIGH_RATE
282760,40,29860581,0,7069,HIGH_RATE
93200,40,27093196,1095358,1165,HIGH_RATE
237760,40,29125660,1575459,1981,HIGH_RATE
312280,40,27250762,0,7807,HIGH_RATE
288040,40,27251472,0,7201,HIGH_RATE
189360,40,29310024,0,4734,HIGH_RATE
169240,40,28688363,0,4231,HIGH_RATE
297400,40,29366747,0,7435,HIGH_RATE
117960,40,23934316,1123743,737,HIGH_RATE
360560,40,30055500,1254803,4507,HIGH_RATE
107360,40,27109574,1003674,894,HIGH_RATE
297040,40,27248664,0,7426,HIGH_RATE
708880,40,29964567,0,17722,HIGH_RATE
119360,40,23943533,1027310,596,HIGH_RATE
126800,40,28247266,1244745,1056,HIGH_RATE
153880,40,29312739,1016947,1923,HIGH_RATE
166920,40,29306927,1368369,2086,HIGH_RATE
490480,40,29995977,0,12262,HIGH_RATE
123800,40,28374540,1029229,1031,HIGH_RATE
163480,40,29311539,0,4087,HIGH_RATE
186800,40,29349743,0,4670,HIGH_RATE
309720,40,27251851,0,7743,HIGH_RATE
177080,40,9652284,0,4427,HIGH_RATE
142200,40,28664542,0,3555,HIGH_RATE
365280,40,29244628,0,9132,HIGH_RATE
165960,40,29371133,0,4149,HIGH_RATE
121960,40,28375546,1338745,1524,HIGH_RATE
42760,40,20166124,1115046,356,HIGH_RATE
112960,40,23468241,1237088,706,HIGH_RATE
167400,40,29368802,0,4185,HIGH_RATE
622960,40,29672772,0,15574,HIGH_RATE
179200,40,29368577,0,4480,HIGH_RATE
307720,40,29366508,0,7693,HIGH_RATE
254760,40,29120355,1601062,2123,HIGH_RATE
252160,40,28817851,1165710,2101,HIGH_RATE
163520,40,29308368,0,4088,HIGH_RATE
619120,40,29674506,0,15478,HIGH_RATE
121640,40,28364368,1039572,1013,HIGH_RATE
11760,40,5186398,0,294,HIGH_RATE
157440,40,29309923,0,3936,HIGH_RATE
638960,40,29673849,0,15974,HIGH_RATE
256280,40,28779553,1177464,1601,HIGH_RATE
507440,40,30091738,0,12686,HIGH_RATE
141400,40,28288858,1261589,1767,HIGH_RATE
196840,40,9653281,0,4921,HIGH_RATE
489480,40,29996751,0,12237,HIGH_RATE
161400,40,29194939,0,4035,HIGH_RATE
272400,40,27252502,0,6810,HIGH_RATE
231400,40,29862815,0,5785,HIGH_RATE
272040,40,28796490,1165751,2267,HIGH_RATE
174000,40,29359374,0,4350,HIGH_RATE
312440,40,29366479,0,7811,HIGH_RATE
708760,40,29964047,0,17719,HIGH_RATE
244760,40,29125585,1568812,2039,HIGH_RATE
303440,40,27252358,0,7586,HIGH_RATE
162000,40,29312597,0,4050,HIGH_RATE
44320,40,18281343,1347146,277,HIGH_RATE
151000,40,7748462,0,3775,HIGH_RATE
133120,40,28382190,1010588,1109,HIGH_RATE
259160,40,28805426,1151313,1619,HIGH_RATE
178240,40,29313775,1368830,2228,HIGH_RATE
320280,40,29366421,0,8007,HIGH_RATE
243520,40,29866750,0,6088,HIGH_RATE
182880,40,29368428,0,4572,HIGH_RATE
266720,40,29861393,0,6668,HIGH_RATE
372480,40,29241313,0,9312,HIGH_RATE
265440,40,28809597,1179559,2212,HIGH_RATE
264080,40,29867468,0,6602,HIGH_RATE
191920,40,9651936,0,4798,HIGH_RATE
203120,40,9653921,0,5078,HIGH_RATE
150400,40,29309237,0,3760,HIGH_RATE
159920,40,29306593,0,3998,HIGH_RATE
241280,40,28822634,1184708,2010,HIGH_RATE
176400,40,28685537,0,4410,HIGH_RATE
172600,40,29304925,0,4315,HIGH_RATE
200920,40,9653777,0,5023,HIGH_RATE
121720,40,28247810,1376085,1014,HIGH_RATE
369680,40,29245828,0,9242,HIGH_RATE
474080,40,30091362,0,11852,HIGH_RATE
128080,40,28371148,1251761,1601,HIGH_RATE
134360,40,28377694,1242890,1119,HIGH_RATE
621520,40,29670731,0,15538,HIGH_RATE
130120,40,28374623,1274760,1626,HIGH_RATE
115880,40,28373797,1034700,724,HIGH_RATE
146680,40,29312102,1017371,1833,HIGH_RATE
248720,40,28784332,1155990,2072,HIGH_RATE
356400,40,29243323,0,8910,HIGH_RATE
371480,40,30054911,1310998,4643,HIGH_RATE
768760,40,30326141,0,19219,HIGH_RATE
92160,40,27107696,1009215,768,HIGH_RATE
65480,40,21088495,1105685,545,HIGH_RATE
282280,40,27251835,0,7057,HIGH_RATE
751440,40,30326904,0,18786,HIGH_RATE
111160,40,27113992,1041996,926,HIGH_RATE
115440,40,28370839,1344168,962,HIGH_RATE
266880,40,29868217,0,6672,HIGH_RATE
169880,40,29313094,0,4247,HIGH_RATE
143600,40,29309967,1237239,1795,HIGH_RATE
316480,40,29366411,0,7912,HIGH_RATE
635920,40,29673998,0,15898,HIGH_RATE
250120,40,29115108,1700081,2084,HIGH_RATE
465160,40,29995954,0,11629,HIGH_RATE
299160,40,29367463,0,7479,HIGH_RATE
50320,40,19761579,1104056,419,HIGH_RATE
153920,40,29311115,0,3848,HIGH_RATE
196360,40,29339957,0,4909,HIGH_RATE
721240,40,29956729,0,18031,HIGH_RATE
610840,40,29674115,0,15271,HIGH_RATE
269040,40,28821504,1166513,2242,HIGH_RATE
623000,40,29672902,0,15575,HIGH_RATE
382840,40,30055620,1076904,4785,HIGH_RATE
187600,40,9653986,0,4690,HIGH_RATE
318480,40,29368970,0,7962,HIGH_RATE
773120,40,30326909,0,19328,HIGH_RATE
218160,40,29105994,1620789,1818,HIGH_RATE
56480,40,21254160,1025274,353,HIGH_RATE
244360,40,29105667,1568949,2036,HIGH_RATE
151160,40,29310495,1370100,1889,HIGH_RATE
375480,40,29246211,1063542,4693,HIGH_RATE
187120,40,29319298,0,4678,HIGH_RATE
103000,40,23466253,1104399,858,HIGH_RATE
407120,40,29365226,0,10178,HIGH_RATE
97200,40,27081520,1017490,810,HIGH_RATE
63880,40,21723524,1009387,399,HIGH_RATE
120160,40,27116414,1014858,1001,HIGH_RATE
160480,40,29312481,1386515,2006,HIGH_RATE
122760,40,28379056,1261409,1023,HIGH_RATE
31400,40,16834434,1105206,196,HIGH_RATE
769080,40,30326903,0,19227,HIGH_RATE
123560,40,23943259,1011863,617,HIGH_RATE
237360,40,29867195,0,5934,HIGH_RATE
126720,40,28382466,1032226,633,HIGH_RATE
242160,40,29116478,1569718,2018,HIGH_RATE
130440,40,28385296,1339196,1630,HIGH_RATE
155120,40,29273225,0,3878,HIGH_RATE
150760,40,29313551,1014729,1884,HIGH_RATE
147000,40,29310190,0,3675,HIGH_RATE
627800,40,29674000,0,15695,HIGH_RATE
114000,40,28387907,1014684,712,HIGH_RATE
171240,40,8766433,0,4281,HIGH_RATE
128320,40,28368695,1034175,1069,HIGH_RATE
169680,40,29305437,0,4242,HIGH_RATE
393320,40,29364579,0,9833,HIGH_RATE
203280,40,29352410,0,5082,HIGH_RATE
276680,40,28788738,1178108,2305,HIGH_RATE
211840,40,9653102,0,5296,HIGH_RATE
384120,40,29364201,0,9603,HIGH_RATE
309680,40,29364233,0,7742,HIGH_RATE
195040,40,29370257,0,4876,HIGH_RATE
370680,40,30038565,1108407,4633,HIGH_RATE
367440,40,30055363,1108665,4593,HIGH_RATE
184720,40,9651319,0,4618,HIGH_RATE
148960,40,29295154,1237281,1862,HIGH_RATE
765440,40,30326856,0,19136,HIGH_RATE
153360,40,28641515,0,3834,HIGH_RATE
302320,40,29366117,0,7558,HIGH_RATE
134960,40,28388054,1378054,1687,HIGH_RATE
160960,40,29310070,1047686,2012,HIGH_RATE
250520,40,9758446,0,6263,HIGH_RATE
199440,40,9653009,0,4986,HIGH_RATE
252880,40,9758306,0,6322,HIGH_RATE
130520,40,28367414,1240604,1631,HIGH_RATE
150280,40,29370264,0,3757,HIGH_RATE
759160,40,30326673,0,18979,HIGH_RATE
99280,40,27104694,1026672,827,HIGH_RATE
267520,40,28818179,1177575,1672,HIGH_RATE
130480,40,29311207,1017471,1087,HIGH_RATE
267040,40,28812523,1164863,2225,HIGH_RATE
242560,40,28822276,1152181,2021,HIGH_RATE
377920,40,29245801,0,9448,HIGH_RATE
117600,40,28387369,1239121,980,HIGH_RATE
169160,40,29311211,0,4229,HIGH_RATE
242240,40,29126191,1600888,2018,HIGH_RATE
256400,40,28822681,1178319,2136,HIGH_RATE
184800,40,29342704,0,4620,HIGH_RATE
124080,40,28374004,1346014,1034,HIGH_RATE
316120,40,29368710,0,7903,HIGH_RATE
189720,40,9653792,0,4743,HIGH_RATE
159560,40,29276692,1011639,1994,HIGH_RATE
34600,40,16159266,1105175,288,HIGH_RATE
175280,40,29370269,0,4382,HIGH_RATE
154280,40,29311714,0,3857,HIGH_RATE
133120,40,28368068,1244349,1664,HIGH_RATE
707160,40,29964536,0,17679,HIGH_RATE
117320,40,23931224,1334104,977,HIGH_RATE
707000,40,29956467,0,17675,HIGH_RATE
124800,40,28380799,1339177,1560,HIGH_RATE
133880,40,28384585,1245055,1673,HIGH_RATE
126920,40,29313139,0,3173,HIGH_RATE
251360,40,28809469,1152823,2094,HIGH_RATE
39440,40,18027917,1105477,328,HIGH_RATE
615000,40,29672769,0,15375,HIGH_RATE
232600,40,29115522,1595641,1938,HIGH_RATE
621040,40,29674700,0,15526,HIGH_RATE
248640,40,29115902,1589936,2072,HIGH_RATE
278400,40,29866106,0,6960,HIGH_RATE
712280,40,29948219,0,17807,HIGH_RATE
124280,40,28374351,1034730,1035,HIGH_RATE
299160,40,29364839,0,7479,HIGH_RATE
366360,40,30055171,1255411,4579,HIGH_RATE
293040,40,27244166,0,7326,HIGH_RATE
268160,40,28815193,1165838,2234,HIGH_RATE
113240,40,27092689,1095221,1415,HIGH_RATE
118320,40,23937511,1105825,739,HIGH_RATE
207640,40,29310501,0,5191,HIGH_RATE
262720,40,29862106,0,6568,HIGH_RATE
27840,40,14764081,1016624,174,HIGH_RATE
123200,40,23939861,1009732,616,HIGH_RATE
192680,40,9650525,0,4817,HIGH_RATE
160120,40,29310589,0,4003,HIGH_RATE
262760,40,29868695,0,6569,HIGH_RATE
161600,40,29305254,0,4040,HIGH_RATE
287000,40,29364748,0,7175,HIGH_RATE
122800,40,27109836,1094667,1535,HIGH_RATE
101320,40,27112042,1119180,633,HIGH_RATE
119440,40,23943436,1110008,746,HIGH_RATE
120120,40,28238814,1039803,1001,HIGH_RATE
257080,40,29867277,0,6427,HIGH_RATE
166360,40,28689514,0,4159,HIGH_RATE
248280,40,29118682,1633115,2069,HIGH_RATE
374480,40,29361574,0,9362,HIGH_RATE
247040,40,28806699,1164226,2058,HIGH_RATE
324000,40,29370160,0,8100,HIGH_RATE
697040,40,29947405,0,17426,HIGH_RATE
174400,40,29365491,0,4360,HIGH_RATE
197280,40,29336588,0,4932,HIGH_RATE
60280,40,21114978,1009840,376,HIGH_RATE
702440,40,29964746,0,17561,HIGH_RATE
360240,40,30055057,1076887,4503,HIGH_RATE
269920,40,28822553,1172017,2249,HIGH_RATE
198440,40,29362685,0,4961,HIGH_RATE
161520,40,29299769,1021488,2019,HIGH_RATE
289840,40,29367918,0,7246,HIGH_RATE
291800,40,27251937,0,7295,HIGH_RATE
256280,40,29866162,0,6407,HIGH_RATE
129440,40,28425623,1244444,1618,HIGH_RATE
193640,40,9647804,0,4841,HIGH_RATE
301240,40,29367370,0,7531,HIGH_RATE
248600,40,28803008,1159039,2071,HIGH_RATE
238840,40,29862595,0,5971,HIGH_RATE
252040,40,28817303,1172955,2100,HIGH_RATE
152680,40,29310982,0,3817,HIGH_RATE
257680,40,29861452,0,6442,HIGH_RATE
154280,40,29312693,0,3857,HIGH_RATE
268480,40,28819117,1171701,2237,HIGH_RATE
251080,40,28815136,1173738,2092,HIGH_RATE
293520,40,27252388,0,7338,HIGH_RATE
150200,40,29311480,0,3755,HIGH_RATE
311960,40,27251824,0,7799,HIGH_RATE
323320,40,29365499,0,8083,HIGH_RATE
195720,40,29344376,0,4893,HIGH_RATE
184040,40,9652493,0,4601,HIGH_RATE
141840,40,29313588,0,3546,HIGH_RATE
105120,40,28357554,1241327,876,HIGH_RATE
294800,40,29366557,0,7370,HIGH_RATE
166920,40,28689989,0,4173,HIGH_RATE
39480,40,18701593,1012846,197,HIGH_RATE
105880,40,27056554,1032840,882,HIGH_RATE
116320,40,27109609,1094311,1454,HIGH_RATE
95400,40,27116895,1049443,596,HIGH_RATE
156760,40,29304271,1373965,1959,HIGH_RATE
711720,40,29964774,0,17793,HIGH_RATE
720480,40,29957054,0,18012,HIGH_RATE
147280,40,29313541,0,3682,HIGH_RATE
160920,40,29348538,0,4023,HIGH_RATE
132560,40,27101518,1096203,1657,HIGH_RATE
146760,40,29313348,0,3669,HIGH_RATE
160560,40,28690830,0,4014,HIGH_RATE
198600,40,29369990,0,4965,HIGH_RATE
147080,40,29310653,0,3677,HIGH_RATE
264640,40,29118582,1568198,2205,HIGH_RATE
616600,40,29672507,0,15415,HIGH_RATE
56440,40,20941714,1107972,352,HIGH_RATE
115040,40,28413909,1344230,958,HIGH_RATE
250280,40,29106819,1621028,2085,HIGH_RATE
173720,40,29270592,0,4343,HIGH_RATE
156400,40,29310764,0,3910,HIGH_RATE
698840,40,29947131,0,17471,HIGH_RATE
166600,40,29353111,0,4165,HIGH_RATE
46200,40,11188368,0,1155,HIGH_RATE
311600,40,29369230,0,7790,HIGH_RATE
708800,40,29953024,0,17720,HIGH_RATE
700840,40,29955170,0,17521,HIGH_RATE
172320,40,28663685,0,4308,HIGH_RATE
266200,40,29867507,0,6655,HIGH_RATE
306360,40,29367904,0,7659,HIGH_RATE
265440,40,29868199,0,6636,HIGH_RATE
123880,40,23934255,1010247,516,HIGH_RATE
192600,40,29343370,0,4815,HIGH_RATE
265480,40,28822884,1165327,2212,HIGH_RATE
271080,40,28600553,1178005,2259,HIGH_RATE
91160,40,27108110,1060054,569,HIGH_RATE
130920,40,27112239,1108978,1636,HIGH_RATE
152360,40,29293900,0,3809,HIGH_RATE
177080,40,28690467,0,4427,HIGH_RATE
98080,40,24598576,1095855,1226,HIGH_RATE
78880,40,21948197,1094870,986,HIGH_RATE
99400,40,27114265,1114179,1242,HIGH_RATE
250800,40,9757339,0,6270,HIGH_RATE
167480,40,28664402,0,4187,HIGH_RATE
262160,40,29119959,1609440,2184,HIGH_RATE
162440,40,28664646,0,4061,HIGH_RATE
250520,40,29866543,0,6263,HIGH_RATE
196760,40,9653720,0,4919,HIGH_RATE
392240,40,29365172,0,9806,HIGH_RATE
115480,40,27092369,1105124,962,HIGH_RATE
506680,40,30086197,0,12667,HIGH_RATE
23880,40,9782091,1203023,199,HIGH_RATE
258720,40,29865382,0,6468,HIGH_RATE
186200,40,9652499,0,4655,HIGH_RATE
236840,40,29868394,0,5921,HIGH_RATE
118560,40,28341477,1261453,988,HIGH_RATE
135000,40,28425824,1365986,1687,HIGH_RATE
162920,40,28690939,0,4073,HIGH_RATE
268720,40,29126217,1313029,1679,HIGH_RATE
372560,40,29351860,0,9314,HIGH_RATE
148400,40,29313642,0,3710,HIGH_RATE
169000,40,29353438,0,4225,HIGH_RATE
379040,40,30054438,1076871,4738,HIGH_RATE
137920,40,28355471,1241159,1724,HIGH_RATE
262520,40,28806515,1151175,2187,HIGH_RATE
124600,40,28374790,1275467,1557,HIGH_RATE
181960,40,9285791,0,4549,HIGH_RATE
181640,40,29311032,0,4541,HIGH_RATE
178840,40,9653593,0,4471,HIGH_RATE
103720,40,27087396,1035606,864,HIGH_RATE
635640,40,29664352,0,15891,HIGH_RATE
249520,40,29861878,0,6238,HIGH_RATE
171160,40,29366964,0,4279,HIGH_RATE
22720,40,12716489,1009329,113,HIGH_RATE
396120,40,29365450,0,9903,HIGH_RATE
718080,40,29955347,0,17952,HIGH_RATE
294280,40,27252016,0,7357,HIGH_RATE
198800,40,9648652,0,4970,HIGH_RATE
159760,40,29313612,0,3994,HIGH_RATE
184760,40,29368754,0,4619,HIGH_RATE
254880,40,28822075,1171887,2124,HIGH_RATE
262040,40,29868861,0,6551,HIGH_RATE
153960,40,29313435,0,3849,HIGH_RATE
110520,40,27104337,1125823,1381,HIGH_RATE
111280,40,27099190,1018318,927,HIGH_RATE
54280,40,20164780,1104729,452,HIGH_RATE
166160,40,29311126,0,4154,HIGH_RATE
124000,40,28373703,1271351,1550,HIGH_RATE
368720,40,30055051,1252770,4609,HIGH_RATE
714920,40,29965072,0,17873,HIGH_RATE
224160,40,29115247,1695919,1868,HIGH_RATE
292960,40,29868035,0,7324,HIGH_RATE
614240,40,29673772,0,15356,HIGH_RATE
262600,40,29115851,1568274,2188,HIGH_RATE
192640,40,9651703,0,4816,HIGH_RATE
298280,40,29367391,0,7457,HIGH_RATE
403000,40,29365108,0,10075,HIGH_RATE
185600,40,29305628,0,4640,HIGH_RATE
147840,40,29352530,0,3696,HIGH_RATE
250440,40,28796730,1169983,2087,HIGH_RATE
105440,40,27081399,1042698,878,HIGH_RATE
194160,40,29341452,0,4854,HIGH_RATE
159000,40,29308909,0,3975,HIGH_RATE
187160,40,9651263,0,4679,HIGH_RATE
114320,40,28378976,1063264,714,HIGH_RATE
285920,40,27252993,0,7148,HIGH_RATE
247800,40,29115791,1568210,2065,HIGH_RATE
121840,40,23944889,1336596,761,HIGH_RATE
270880,40,29868395,0,6772,HIGH_RATE
118280,40,23944557,1016796,591,HIGH_RATE
135320,40,28259621,1001572,1127,HIGH_RATE
744000,40,30327287,0,18600,HIGH_RATE
188360,40,9652091,0,4709,HIGH_RATE
226960,40,28798580,1171080,1891,HIGH_RATE
638280,40,29672460,0,15957,HIGH_RATE
372040,40,29245256,0,9301,HIGH_RATE
358480,40,29245505,0,8962,HIGH_RATE
176000,40,29296013,0,4400,HIGH_RATE
101920,40,27061418,1096538,1274,HIGH_RATE
780,195,3002258,1207361,2,HIGH_RATE
57160,40,20194270,1352014,476,HIGH_RATE
55240,40,16403686,0,1381,HIGH_RATE
374560,40,30055886,1121173,4682,HIGH_RATE
187280,40,9645836,0,4682,HIGH_RATE
317240,40,29367052,0,7931,HIGH_RATE
117080,40,23943213,1103705,731,HIGH_RATE
385080,40,29358154,0,9627,HIGH_RATE
190840,40,9654183,0,4771,HIGH_RATE
512640,40,29997072,0,12816,HIGH_RATE
29200,40,13937061,1010391,182,HIGH_RATE
99520,40,27077230,1048096,622,HIGH_RATE
633920,40,29672414,0,15848,HIGH_RATE
115080,40,28374106,1230834,959,HIGH_RATE
191080,40,29346360,0,4777,HIGH_RATE
66200,40,21292170,1120300,551,HIGH_RATE
286760,40,27250857,0,7169,HIGH_RATE
354080,40,29246272,0,8852,HIGH_RATE
132200,40,29311133,1553149,1652,HIGH_RATE
248520,40,29866495,0,6213,HIGH_RATE
605520,40,29673098,0,15138,HIGH_RATE
193040,40,9650656,0,4826,HIGH_RATE
160560,40,29368286,0,4014,HIGH_RATE
111880,40,27109779,1119062,1398,HIGH_RATE
53920,40,16408792,0,1348,HIGH_RATE
25320,40,14745597,1017868,158,HIGH_RATE
241560,40,29120440,1581421,2013,HIGH_RATE
293760,40,27253462,0,7344,HIGH_RATE
244880,40,29119393,1615382,2040,HIGH_RATE
172440,40,29295833,0,4311,HIGH_RATE
344400,40,29245521,0,8610,HIGH_RATE
263320,40,29125230,1568494,2194,HIGH_RATE
48760,40,13200168,0,1219,HIGH_RATE
407760,40,29365358,0,10194,HIGH_RATE
141760,40,28371823,1337275,1772,HIGH_RATE
119160,40,27107584,1104949,1489,HIGH_RATE
161440,40,29310971,0,4036,HIGH_RATE
721880,40,29948505,0,18047,HIGH_RATE
135600,40,28384616,1341735,1695,HIGH_RATE
130600,40,29313509,1389149,1632,HIGH_RATE
383800,40,29359144,0,9595,HIGH_RATE
756600,40,30327351,0,18915,HIGH_RATE
159600,40,28676394,0,3990,HIGH_RATE
272840,40,29868750,0,6821,HIGH_RATE
231040,40,29125359,1599876,1925,HIGH_RATE
379360,40,29358966,0,9484,HIGH_RATE
301040,40,29365893,0,7526,HIGH_RATE
172680,40,28690540,0,4317,HIGH_RATE
386640,40,29243576,0,9666,HIGH_RATE
180960,40,9652558,0,4524,HIGH_RATE
23560,40,7847786,0,589,HIGH_RATE
713200,40,29956709,0,17830,HIGH_RATE
167880,40,29312524,1012956,2098,HIGH_RATE
613360,40,29673383,0,15334,HIGH_RATE
60520,40,19735778,1135391,756,HIGH_RATE
237720,40,28820181,1165700,1981,HIGH_RATE
105920,40,27047976,1105423,1324,HIGH_RATE
270000,40,28804334,1167747,2250,HIGH_RATE
66720,40,15407173,0,1668,HIGH_RATE
92560,40,27107528,1048316,578,HIGH_RATE
162120,40,29312702,1368444,2026,HIGH_RATE
249400,40,29859730,0,6235,HIGH_RATE
221080,40,29119993,1569536,1842,HIGH_RATE
256160,40,29067395,1570116,2134,HIGH_RATE
265000,40,29868132,0,6625,HIGH_RATE
57560,40,20943131,1012478,359,HIGH_RATE
247640,40,28794340,1178373,1547,HIGH_RATE
248480,40,28603685,1183857,2070,HIGH_RATE
168200,40,28689819,0,4205,HIGH_RATE
126880,40,28364284,1348846,1586,HIGH_RATE
209880,40,9652587,0,5247,HIGH_RATE
116360,40,23939839,1109965,727,HIGH_RATE
377920,40,29245889,0,9448,HIGH_RATE
257960,40,28810125,1165925,1612,HIGH_RATE
103240,40,23705509,1095017,1290,HIGH_RATE
162200,40,8260346,0,4055,HIGH_RATE
476000,40,29996793,0,11900,HIGH_RATE
149040,40,28663052,0,3726,HIGH_RATE
131240,40,28381271,1231823,1093,HIGH_RATE
246480,40,28822149,1164146,2054,HIGH_RATE
158440,40,29313201,1358168,1980,HIGH_RATE
1560,78,12547108,1325857,4,HIGH_RATE
245600,40,29868138,0,6140,HIGH_RATE
201920,40,9651108,0,5048,HIGH_RATE
172720,40,28690130,0,4318,HIGH_RATE
171440,40,29312378,0,4286,HIGH_RATE
375240,40,30055240,1078142,4690,HIGH_RATE
163200,40,29311409,0,4080,HIGH_RATE
300120,40,27252410,0,7503,HIGH_RATE
231800,40,28819677,1171244,1931,HIGH_RATE
256280,40,28779053,1062755,1601,HIGH_RATE
292920,40,29366395,0,7323,HIGH_RATE
186240,40,29369420,0,4656,HIGH_RATE
209600,40,29328548,0,5240,HIGH_RATE
197040,40,9652633,0,4926,HIGH_RATE
127320,40,28357693,1273022,1061,HIGH_RATE
156080,40,28691301,0,3902,HIGH_RATE
120360,40,27108699,1000468,1003,HIGH_RATE
711320,40,29965008,0,17783,HIGH_RATE
402320,40,29361677,0,10058,HIGH_RATE
255680,40,28820026,1165469,2130,HIGH_RATE
259560,40,28800536,1164433,2163,HIGH_RATE
150360,40,29312580,0,3759,HIGH_RATE
197960,40,9654234,0,4949,HIGH_RATE
266240,40,28822744,1092578,1664,HIGH_RATE
144720,40,29309998,1952623,1809,HIGH_RATE
107440,40,23454185,1104235,895,HIGH_RATE
190640,40,29368992,0,4766,HIGH_RATE
95200,40,27109249,1058128,793,HIGH_RATE
62760,40,21296254,1107992,313,HIGH_RATE
271400,40,29867233,0,6785,HIGH_RATE
24880,40,12837152,1312130,207,HIGH_RATE
105280,40,27105929,1107635,1316,HIGH_RATE
110240,40,23932065,1118651,689,HIGH_RATE
402160,40,29365443,0,10054,HIGH_RATE
275840,40,28822698,1164952,2298,HIGH_RATE
107920,40,28373227,1045808,674,HIGH_RATE
120080,40,28248028,1356798,1501,HIGH_RATE
374880,40,30054416,1080803,4686,HIGH_RATE
704160,40,29955471,0,17604,HIGH_RATE
190320,40,9651833,0,4758,HIGH_RATE
107760,40,27109744,1022530,898,HIGH_RATE
165200,40,29312302,0,4130,HIGH_RATE
258560,40,29861385,0,6464,HIGH_RATE
371800,40,30037548,1076921,4647,HIGH_RATE
102240,40,23473900,1109696,639,HIGH_RATE
297520,40,29364837,0,7438,HIGH_RATE
154440,40,29311483,1014161,1930,HIGH_RATE
148400,40,29298246,1961436,1855,HIGH_RATE
270240,40,29867683,0,6756,HIGH_RATE
132440,40,27102837,1145240,1655,HIGH_RATE
237400,40,29116167,3527496,2967,HIGH_RATE
136440,40,29313989,1368068,1705,HIGH_RATE
196000,40,9651866,0,4900,HIGH_RATE
174480,40,29341156,0,4362,HIGH_RATE
129400,40,28353676,1248464,1617,HIGH_RATE
388760,40,29365555,0,9719,HIGH_RATE
367320,40,30038302,1261622,4591,HIGH_RATE
309120,40,29366040,0,7728,HIGH_RATE
611000,40,29672898,0,15275,HIGH_RATE
22560,40,12723867,1342123,188,HIGH_RATE
365200,40,30053601,1077089,4565,HIGH_RATE
189880,40,9653477,0,4747,HIGH_RATE
167080,40,28677949,0,4177,HIGH_RATE
108960,40,23467808,1104943,908,HIGH_RATE
497200,40,30092334,0,12430,HIGH_RATE
195,195,0,0,1,HIGH_RATE
168720,40,28689297,0,4218,HIGH_RATE
244600,40,29125688,1609265,2038,HIGH_RATE
130360,40,28358494,1058603,1086,HIGH_RATE
242680,40,28820405,1159041,2022,HIGH_RATE
112360,40,27116116,1148646,1404,HIGH_RATE
78,78,0,0,1,HIGH_RATE
104160,40,27108944,1042159,520,HIGH_RATE
297320,40,27252584,0,7433,HIGH_RATE
185160,40,29345027,0,4629,HIGH_RATE
153560,40,29349041,0,3839,HIGH_RATE
369480,40,30036971,1255199,4618,HIGH_RATE
478480,40,30092071,0,11962,HIGH_RATE
360120,40,30054711,1085306,4501,HIGH_RATE
504000,40,30092391,0,12600,HIGH_RATE
260040,40,28822552,1158226,2167,HIGH_RATE
162720,40,29313785,0,4068,HIGH_RATE
153920,40,29312097,0,3848,HIGH_RATE
185360,40,29342400,0,4634,HIGH_RATE
602640,40,29672973,0,15066,HIGH_RATE
244640,40,28823132,1165938,1529,HIGH_RATE
95200,40,28413752,1233720,793,HIGH_RATE
245320,40,29124124,1572139,2044,HIGH_RATE
624680,40,29674176,0,15617,HIGH_RATE
116080,40,23125291,1104551,967,HIGH_RATE
124560,40,27105578,1100442,1557,HIGH_RATE
623560,40,29673153,0,15589,HIGH_RATE
65560,40,14847375,0,1639,HIGH_RATE
121280,40,28375325,1034600,1010,HIGH_RATE
465640,40,30092378,0,11641,HIGH_RATE
254880,40,28805307,1355719,2124,HIGH_RATE
253120,40,9757623,0,6328,HIGH_RATE
165440,40,28690545,0,4136,HIGH_RATE
246120,40,28808837,1164931,2051,HIGH_RATE
477600,40,30092374,0,11940,HIGH_RATE
767520,40,30326872,0,19188,HIGH_RATE
256080,40,28820104,1174569,2134,HIGH_RATE
163480,40,29312120,0,4087,HIGH_RATE
