% isAttack HIGH_RATE:	1533
% isAttack LOW_RATE:	2000
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2,7,21,26,30,40'

@attribute total_fvolume numeric
@attribute max_fpktl numeric
@attribute duration numeric
@attribute min_idle numeric
@attribute sflow_fpackets numeric
@attribute isAttack {HIGH_RATE,LOW_RATE}

@data
22280,40,9795859,1104570,278,HIGH_RATE
713880,40,29963260,0,17847,HIGH_RATE
275320,40,27250855,0,6883,HIGH_RATE
251520,40,29867479,0,6288,HIGH_RATE
46400,40,19751351,1011429,290,HIGH_RATE
389360,40,29361903,0,9734,HIGH_RATE
762960,40,30326810,0,19074,HIGH_RATE
249600,40,29076888,1684290,2080,HIGH_RATE
260080,40,29867825,0,6502,HIGH_RATE
311720,40,27252483,0,7793,HIGH_RATE
711360,40,29963949,0,17784,HIGH_RATE
299400,40,27252465,0,7485,HIGH_RATE
176720,40,29344968,0,4418,HIGH_RATE
125880,40,28380314,1304159,1573,HIGH_RATE
29800,40,16147165,1109029,186,HIGH_RATE
134280,40,28376288,1239653,1678,HIGH_RATE
180640,40,29316378,0,4516,HIGH_RATE
195920,40,29365909,0,4898,HIGH_RATE
243840,40,29120432,1583936,2032,HIGH_RATE
266680,40,29125412,1578379,2222,HIGH_RATE
384680,40,29365944,0,9617,HIGH_RATE
188480,40,29367968,0,4712,HIGH_RATE
120,60,409601,0,2,HIGH_RATE
309520,40,29364757,0,7738,HIGH_RATE
261880,40,29866840,0,6547,HIGH_RATE
359520,40,29243667,0,8988,HIGH_RATE
187760,40,29368945,0,4694,HIGH_RATE
28120,40,9616382,1047226,351,HIGH_RATE
264760,40,28822897,1171218,2206,HIGH_RATE
389240,40,29361269,0,9731,HIGH_RATE
116680,40,27093297,1020357,972,HIGH_RATE
170480,40,29312771,1381164,2131,HIGH_RATE
120520,40,28368819,1231698,1004,HIGH_RATE
156480,40,29367729,0,3912,HIGH_RATE
77680,40,27114069,1051035,388,HIGH_RATE
242360,40,29868807,0,6059,HIGH_RATE
374200,40,30038280,1091132,4677,HIGH_RATE
308440,40,29365363,0,7711,HIGH_RATE
196600,40,9654240,0,4915,HIGH_RATE
114320,40,28380741,1250159,952,HIGH_RATE
256400,40,29861412,0,6410,HIGH_RATE
106240,40,27116172,1036898,885,HIGH_RATE
212160,40,29347987,0,5304,HIGH_RATE
99200,40,27109591,1015440,826,HIGH_RATE
154000,40,28687670,0,3850,HIGH_RATE
411000,40,29365284,0,10275,HIGH_RATE
189160,40,29309940,0,4729,HIGH_RATE
199680,40,9653700,0,4992,HIGH_RATE
120,60,409603,0,2,HIGH_RATE
709040,40,29957178,0,17726,HIGH_RATE
22400,40,11709629,1012514,140,HIGH_RATE
372480,40,30054835,1108722,4656,HIGH_RATE
118600,40,28387826,1276907,1482,HIGH_RATE
125520,40,28366795,1234701,1046,HIGH_RATE
149240,40,29313753,1241125,1243,HIGH_RATE
98560,40,27078587,1060145,821,HIGH_RATE
198240,40,9652322,0,4956,HIGH_RATE
100,50,1453077,1453077,1,HIGH_RATE
156680,40,29308609,0,3917,HIGH_RATE
767760,40,30327782,0,19194,HIGH_RATE
255640,40,29867188,0,6391,HIGH_RATE
252160,40,29868200,0,6304,HIGH_RATE
305520,40,27252587,0,7638,HIGH_RATE
112600,40,28387955,1233995,938,HIGH_RATE
188200,40,29343699,0,4705,HIGH_RATE
173400,40,29309782,0,4335,HIGH_RATE
183320,40,29370293,0,4583,HIGH_RATE
198480,40,29356957,0,4962,HIGH_RATE
312360,40,29366034,0,7809,HIGH_RATE
193800,40,9653736,0,4845,HIGH_RATE
245560,40,29865923,0,6139,HIGH_RATE
365840,40,30037676,1080349,4573,HIGH_RATE
607480,40,29673983,0,15187,HIGH_RATE
243920,40,29115216,1587758,2032,HIGH_RATE
348160,40,30038362,1029886,2901,HIGH_RATE
195440,40,9653246,0,4886,HIGH_RATE
264520,40,28777542,1163855,2204,HIGH_RATE
378480,40,29243921,0,9462,HIGH_RATE
247040,40,29867813,0,6176,HIGH_RATE
148400,40,29291594,1239732,1855,HIGH_RATE
114880,40,23939440,1336233,718,HIGH_RATE
107120,40,28366799,1013894,669,HIGH_RATE
195080,40,29369678,0,4877,HIGH_RATE
130000,40,6654947,0,3250,HIGH_RATE
244440,40,29867280,0,6111,HIGH_RATE
480040,40,29996264,0,12001,HIGH_RATE
714680,40,29964259,0,17867,HIGH_RATE
269160,40,28822046,1172611,2243,HIGH_RATE
128240,40,27112978,1109478,1603,HIGH_RATE
253320,40,29107264,1676836,2111,HIGH_RATE
164040,40,29319290,0,4101,HIGH_RATE
203480,40,9651567,0,5087,HIGH_RATE
259440,40,28801852,1179290,2162,HIGH_RATE
114640,40,27109898,1016574,955,HIGH_RATE
66440,40,21127091,1104002,553,HIGH_RATE
142680,40,29310799,0,3567,HIGH_RATE
697320,40,29948555,0,17433,HIGH_RATE
125240,40,28367888,1241876,1565,HIGH_RATE
207800,40,29352250,0,5195,HIGH_RATE
64080,40,21253542,1012490,320,HIGH_RATE
367240,40,30054619,1261269,4590,HIGH_RATE
201800,40,9653461,0,5045,HIGH_RATE
254320,40,29868241,0,6358,HIGH_RATE
261480,40,29861089,0,6537,HIGH_RATE
290480,40,29367002,0,7262,HIGH_RATE
142280,40,28374860,1058407,1185,HIGH_RATE
147880,40,29309847,0,3697,HIGH_RATE
123040,40,23944828,1337531,769,HIGH_RATE
174360,40,29369333,1047816,2179,HIGH_RATE
346720,40,29243130,0,8668,HIGH_RATE
105400,40,27105913,1110081,1317,HIGH_RATE
351440,40,30055034,1078332,4393,HIGH_RATE
63600,40,17848523,1134719,795,HIGH_RATE
154800,40,28688385,0,3870,HIGH_RATE
148040,40,29314169,0,3701,HIGH_RATE
350520,40,29244145,0,8763,HIGH_RATE
168840,40,29312123,0,4221,HIGH_RATE
770440,40,30326668,0,19261,HIGH_RATE
184280,40,29368504,0,4607,HIGH_RATE
320800,40,29365457,0,8020,HIGH_RATE
118680,40,27076870,1129915,1483,HIGH_RATE
249640,40,9757449,0,6241,HIGH_RATE
379400,40,29364884,0,9485,HIGH_RATE
128160,40,28379522,1000114,801,HIGH_RATE
111760,40,27109667,1016131,931,HIGH_RATE
704280,40,29965203,0,17607,HIGH_RATE
162720,40,28689310,0,4068,HIGH_RATE
265640,40,28819698,1151232,2213,HIGH_RATE
278000,40,27251794,0,6950,HIGH_RATE
113200,40,28367768,1360556,943,HIGH_RATE
188200,40,9654058,0,4705,HIGH_RATE
86840,40,27109721,1059190,542,HIGH_RATE
287160,40,27251581,0,7179,HIGH_RATE
268640,40,28819112,1166006,2238,HIGH_RATE
619600,40,29673261,0,15490,HIGH_RATE
233760,40,29077542,1680245,1948,HIGH_RATE
502840,40,30091457,0,12571,HIGH_RATE
264000,40,28817590,1162609,2200,HIGH_RATE
192480,40,29355420,0,4812,HIGH_RATE
164960,40,28690369,0,4124,HIGH_RATE
184960,40,29358999,0,4624,HIGH_RATE
189640,40,29342901,0,4741,HIGH_RATE
375040,40,29245734,0,9376,HIGH_RATE
299320,40,27251854,0,7483,HIGH_RATE
162400,40,29309225,0,4060,HIGH_RATE
114040,40,27060332,1095003,950,HIGH_RATE
154560,40,29312727,0,3864,HIGH_RATE
320480,40,29366333,0,8012,HIGH_RATE
121360,40,28377802,1253460,1517,HIGH_RATE
319680,40,29367005,0,7992,HIGH_RATE
181800,40,29311047,0,4545,HIGH_RATE
149560,40,28688923,0,3739,HIGH_RATE
161040,40,29309736,0,4026,HIGH_RATE
22920,40,14323066,1009692,114,HIGH_RATE
699240,40,29947516,0,17481,HIGH_RATE
179440,40,29311421,1011510,2243,HIGH_RATE
708240,40,29956522,0,17706,HIGH_RATE
131000,40,28355051,1353508,1637,HIGH_RATE
780,195,3001168,1000136,1,HIGH_RATE
367440,40,29245868,0,9186,HIGH_RATE
208800,40,29344207,0,5220,HIGH_RATE
104480,40,28367469,1277871,1306,HIGH_RATE
178240,40,29358542,0,4456,HIGH_RATE
273320,40,28818823,1164593,2277,HIGH_RATE
384320,40,30055397,1076927,4804,HIGH_RATE
275400,40,29364827,0,6885,HIGH_RATE
240760,40,28823805,1187959,2006,HIGH_RATE
265880,40,28822615,1174019,2215,HIGH_RATE
115320,40,27094029,1146532,1441,HIGH_RATE
160000,40,29313279,1014920,2000,HIGH_RATE
115960,40,28383751,1000995,966,HIGH_RATE
191000,40,29369368,0,4775,HIGH_RATE
156880,40,28690056,0,3922,HIGH_RATE
189160,40,29370100,0,4729,HIGH_RATE
123720,40,28367490,1249571,1546,HIGH_RATE
108880,40,27116532,1110659,1361,HIGH_RATE
301480,40,27251449,0,7537,HIGH_RATE
91280,40,23317802,1098502,1141,HIGH_RATE
245560,40,28797219,1178348,2046,HIGH_RATE
491600,40,30093145,0,12290,HIGH_RATE
270800,40,29125838,1718781,2256,HIGH_RATE
62000,40,21291680,1107872,387,HIGH_RATE
114,57,409472,0,2,HIGH_RATE
243840,40,29868480,0,6096,HIGH_RATE
766680,40,30327073,0,19167,HIGH_RATE
272880,40,29867384,0,6822,HIGH_RATE
100,50,403235,0,2,HIGH_RATE
52080,40,20166085,1104424,434,HIGH_RATE
179240,40,29369002,0,4481,HIGH_RATE
168040,40,28690075,0,4201,HIGH_RATE
304,88,372428,0,5,HIGH_RATE
304,88,49432,0,5,HIGH_RATE
304,88,49290,0,5,HIGH_RATE
316,88,1079557,1065759,2,HIGH_RATE
310,94,68083,0,5,HIGH_RATE
307,91,715051,0,5,HIGH_RATE
304,88,47181,0,5,HIGH_RATE
307,91,1038257,0,5,HIGH_RATE
304,88,51056,0,5,HIGH_RATE
200,88,5731,0,3,HIGH_RATE
310,94,60637,0,5,HIGH_RATE
304,88,55647,0,5,HIGH_RATE
304,88,45184,0,5,HIGH_RATE
304,88,728697,0,5,HIGH_RATE
304,88,732290,0,5,HIGH_RATE
304,88,50784,0,5,HIGH_RATE
362,94,6402496,6278897,3,HIGH_RATE
310,94,68156,0,5,HIGH_RATE
304,88,719917,0,5,HIGH_RATE
362,94,4244315,4020034,3,HIGH_RATE
304,88,374749,0,5,HIGH_RATE
310,94,67489,0,5,HIGH_RATE
316,88,28285,0,5,HIGH_RATE
304,88,729463,0,5,HIGH_RATE
304,88,56981,0,5,HIGH_RATE
307,91,1044352,0,5,HIGH_RATE
322,94,1974579,1946391,2,HIGH_RATE
304,88,46965,0,5,HIGH_RATE
304,88,359255,0,5,HIGH_RATE
304,88,719093,0,5,HIGH_RATE
304,88,51963,0,5,HIGH_RATE
304,88,1131561,1066364,2,HIGH_RATE
304,88,1349260,1293818,2,HIGH_RATE
304,88,731584,0,5,HIGH_RATE
362,94,6249041,6083115,3,HIGH_RATE
304,88,371115,0,5,HIGH_RATE
307,91,723506,0,5,HIGH_RATE
307,91,305862,0,5,HIGH_RATE
304,88,48452,0,5,HIGH_RATE
362,94,353303,0,6,HIGH_RATE
304,88,73920,0,5,HIGH_RATE
304,88,364085,0,5,HIGH_RATE
304,88,48732,0,5,HIGH_RATE
304,88,726631,0,5,HIGH_RATE
362,94,4225694,3315708,3,HIGH_RATE
316,88,1531599,1523090,2,HIGH_RATE
304,88,102945,0,5,HIGH_RATE
310,94,1988848,1942121,2,HIGH_RATE
316,88,1328890,1303668,2,HIGH_RATE
304,88,66660,0,5,HIGH_RATE
304,88,588393,0,5,HIGH_RATE
310,94,159815,0,5,HIGH_RATE
310,94,123081,0,5,HIGH_RATE
310,94,122635,0,5,HIGH_RATE
304,88,727952,0,5,HIGH_RATE
304,88,750330,0,5,HIGH_RATE
304,88,729832,0,5,HIGH_RATE
310,94,1537480,1490956,2,HIGH_RATE
304,88,1350019,1299061,2,HIGH_RATE
362,94,5331352,4310407,3,HIGH_RATE
310,94,72791,0,5,HIGH_RATE
307,91,47811,0,5,HIGH_RATE
362,94,6288433,6061885,3,HIGH_RATE
362,94,6332457,6208305,3,HIGH_RATE
304,88,1346761,1300831,2,HIGH_RATE
307,91,59813,0,5,HIGH_RATE
304,88,370498,0,5,HIGH_RATE
304,88,363132,0,5,HIGH_RATE
304,88,491396,0,5,HIGH_RATE
304,88,1715911,1670298,2,HIGH_RATE
304,88,54683,0,5,HIGH_RATE
304,88,1356207,1304003,2,HIGH_RATE
304,88,733323,0,5,HIGH_RATE
307,91,725419,0,5,HIGH_RATE
307,91,717972,0,5,HIGH_RATE
304,88,244596,0,5,HIGH_RATE
307,91,52695,0,5,HIGH_RATE
307,91,48058,0,5,HIGH_RATE
304,88,1356267,1304373,2,HIGH_RATE
304,88,358492,0,5,HIGH_RATE
362,94,2109089,1158986,3,HIGH_RATE
307,91,56814,0,5,HIGH_RATE
304,88,51969,0,5,HIGH_RATE
304,88,44900,0,5,HIGH_RATE
304,88,724997,0,5,HIGH_RATE
304,88,80625,0,5,HIGH_RATE
304,88,74612,0,5,HIGH_RATE
304,88,56082,0,5,HIGH_RATE
307,91,71461,0,5,HIGH_RATE
304,88,725518,0,5,HIGH_RATE
307,91,55738,0,5,HIGH_RATE
362,94,6391474,6279406,3,HIGH_RATE
304,88,53091,0,5,HIGH_RATE
304,88,45609,0,5,HIGH_RATE
304,88,247238,0,5,HIGH_RATE
310,94,72864,0,5,HIGH_RATE
200,88,1758,0,3,HIGH_RATE
304,88,1354521,1308553,2,HIGH_RATE
304,88,46132,0,5,HIGH_RATE
304,88,121056,0,5,HIGH_RATE
206,94,2296,0,3,HIGH_RATE
304,88,46868,0,5,HIGH_RATE
304,88,65396,0,5,HIGH_RATE
310,94,53884,0,5,HIGH_RATE
310,94,1992171,1945701,2,HIGH_RATE
362,94,4153830,3192621,3,HIGH_RATE
304,88,46213,0,5,HIGH_RATE
362,94,1219319,0,6,HIGH_RATE
307,91,305229,0,5,HIGH_RATE
304,88,49392,0,5,HIGH_RATE
304,88,726926,0,5,HIGH_RATE
304,88,45132,0,5,HIGH_RATE
307,91,307585,0,5,HIGH_RATE
304,88,47333,0,5,HIGH_RATE
304,88,733482,0,5,HIGH_RATE
304,88,1005477,0,5,HIGH_RATE
304,88,731510,0,5,HIGH_RATE
304,88,74349,0,5,HIGH_RATE
304,88,47067,0,5,HIGH_RATE
304,88,68037,0,5,HIGH_RATE
304,88,362920,0,5,HIGH_RATE
304,88,350247,0,5,HIGH_RATE
304,88,73198,0,5,HIGH_RATE
316,88,699333,0,5,HIGH_RATE
304,88,597279,0,5,HIGH_RATE
362,94,4509609,4246739,3,HIGH_RATE
380,88,1574447,1548492,3,HIGH_RATE
307,91,54049,0,5,HIGH_RATE
200,88,1858,0,3,HIGH_RATE
304,88,1346427,1298250,2,HIGH_RATE
304,88,1004474,0,5,HIGH_RATE
304,88,50515,0,5,HIGH_RATE
307,91,49995,0,5,HIGH_RATE
304,88,719913,0,5,HIGH_RATE
304,88,1113993,1065579,2,HIGH_RATE
362,94,4304014,4072977,3,HIGH_RATE
304,88,247389,0,5,HIGH_RATE
304,88,56518,0,5,HIGH_RATE
307,91,48623,0,5,HIGH_RATE
304,88,52492,0,5,HIGH_RATE
307,91,51403,0,5,HIGH_RATE
362,94,321481,0,6,HIGH_RATE
304,88,1310415,1264046,2,HIGH_RATE
304,88,59586,0,5,HIGH_RATE
362,94,2283066,2047312,3,HIGH_RATE
362,94,4060180,1725257,2,HIGH_RATE
304,88,1130770,1063106,2,HIGH_RATE
304,88,55110,0,5,HIGH_RATE
304,88,1059481,1004615,2,HIGH_RATE
304,88,68687,0,5,HIGH_RATE
362,94,374323,0,6,HIGH_RATE
307,91,54685,0,5,HIGH_RATE
304,88,1124757,1065933,2,HIGH_RATE
304,88,721857,0,5,HIGH_RATE
304,88,734141,0,5,HIGH_RATE
310,94,72569,0,5,HIGH_RATE
362,94,2390812,2265323,3,HIGH_RATE
322,94,1986356,1943504,2,HIGH_RATE
316,88,1532558,1522656,2,HIGH_RATE
362,94,6168776,5267827,3,HIGH_RATE
307,91,56228,0,5,HIGH_RATE
362,94,3203310,2262109,3,HIGH_RATE
200,88,5688,0,3,HIGH_RATE
76,76,286711,0,1,HIGH_RATE
304,88,47223,0,5,HIGH_RATE
362,94,2058524,1732689,3,HIGH_RATE
362,94,6115003,1721899,2,HIGH_RATE
307,91,302719,0,5,HIGH_RATE
304,88,1011693,0,5,HIGH_RATE
304,88,1717244,1670078,2,HIGH_RATE
304,88,102301,0,5,HIGH_RATE
304,88,55136,0,5,HIGH_RATE
310,94,51022,0,5,HIGH_RATE
362,94,4243232,4019977,3,HIGH_RATE
203,91,910,0,3,HIGH_RATE
304,88,57781,0,5,HIGH_RATE
310,94,62907,0,5,HIGH_RATE
304,88,250782,0,5,HIGH_RATE
304,88,64317,0,5,HIGH_RATE
206,94,2082,0,3,HIGH_RATE
362,94,2398676,2204309,3,HIGH_RATE
304,88,1334819,1278929,2,HIGH_RATE
307,91,52361,0,5,HIGH_RATE
304,88,50133,0,5,HIGH_RATE
319,91,17006,0,5,HIGH_RATE
304,88,61661,0,5,HIGH_RATE
362,94,3195207,2242737,3,HIGH_RATE
307,91,307553,0,5,HIGH_RATE
362,94,4264717,4043219,3,HIGH_RATE
307,91,310969,0,5,HIGH_RATE
304,88,722701,0,5,HIGH_RATE
307,91,306379,0,5,HIGH_RATE
304,88,48642,0,5,HIGH_RATE
304,88,733673,0,5,HIGH_RATE
304,88,96640,0,5,HIGH_RATE
304,88,51257,0,5,HIGH_RATE
304,88,246283,0,5,HIGH_RATE
310,94,67773,0,5,HIGH_RATE
304,88,1118276,1073053,2,HIGH_RATE
307,91,58044,0,5,HIGH_RATE
362,94,6307821,6117135,3,HIGH_RATE
304,88,726332,0,5,HIGH_RATE
307,91,305995,0,5,HIGH_RATE
307,91,715539,0,5,HIGH_RATE
304,88,44015,0,5,HIGH_RATE
304,88,1354650,1304375,2,HIGH_RATE
304,88,1113648,1069241,2,HIGH_RATE
304,88,1120485,1072211,2,HIGH_RATE
304,88,1127353,1065711,2,HIGH_RATE
362,94,2122914,1730441,3,HIGH_RATE
304,88,1128268,1066891,2,HIGH_RATE
200,88,5503,0,3,HIGH_RATE
304,88,373259,0,5,HIGH_RATE
304,88,730815,0,5,HIGH_RATE
310,94,1036218,0,5,HIGH_RATE
362,94,6538872,6270119,3,HIGH_RATE
304,88,47292,0,5,HIGH_RATE
310,94,55301,0,5,HIGH_RATE
362,94,366785,0,6,HIGH_RATE
307,91,714649,0,5,HIGH_RATE
304,88,71940,0,5,HIGH_RATE
304,88,46717,0,5,HIGH_RATE
310,94,58404,0,5,HIGH_RATE
310,94,57298,0,5,HIGH_RATE
304,88,712882,0,5,HIGH_RATE
307,91,306793,0,5,HIGH_RATE
304,88,365103,0,5,HIGH_RATE
304,88,47304,0,5,HIGH_RATE
304,88,47339,0,5,HIGH_RATE
307,91,55106,0,5,HIGH_RATE
304,88,737428,0,5,HIGH_RATE
304,88,47506,0,5,HIGH_RATE
362,94,1238747,0,6,HIGH_RATE
316,88,1532941,1523657,2,HIGH_RATE
970,511,29956442,1007245,1,LOW_RATE
657,394,9764942,1024495,1,LOW_RATE
3264,394,13757558,1696123,2,LOW_RATE
996,511,30822110,1004714,1,LOW_RATE
506,394,3344,0,3,LOW_RATE
660,352,6214,0,7,LOW_RATE
896,467,30748093,1013544,1,LOW_RATE
989,511,30797405,1004364,1,LOW_RATE
937,467,30042419,1011327,1,LOW_RATE
2628,352,7214422,1792382,3,LOW_RATE
723,511,10268113,10264751,2,LOW_RATE
2822,358,34460300,1017766,1,LOW_RATE
1013,511,30926146,1008058,1,LOW_RATE
998,511,30916725,1007679,1,LOW_RATE
1240,387,31725311,1668040,2,LOW_RATE
506,394,3231,0,3,LOW_RATE
506,394,3309,0,3,LOW_RATE
506,394,3224,0,3,LOW_RATE
4908,511,31520759,1696124,1,LOW_RATE
706,246,30730813,1006952,1,LOW_RATE
506,394,3258,0,3,LOW_RATE
969,511,30616080,1000055,1,LOW_RATE
958,511,30740060,1003053,1,LOW_RATE
1252,387,31575590,1666329,2,LOW_RATE
597,394,10725920,10722503,2,LOW_RATE
721,511,10639206,10635872,2,LOW_RATE
957,511,30765455,1005080,1,LOW_RATE
220,55,14012213,14011677,2,LOW_RATE
623,511,3325,0,3,LOW_RATE
2188,248,13871229,1728759,3,LOW_RATE
1237,387,31546246,1665984,2,LOW_RATE
1000,511,30571388,1008624,1,LOW_RATE
1329,387,31769368,1668887,2,LOW_RATE
604,394,10619732,10616421,2,LOW_RATE
687,246,30941684,1013352,1,LOW_RATE
965,511,30632621,9032847,2,LOW_RATE
944,511,28945987,1006245,1,LOW_RATE
3358,511,10610820,1009100,2,LOW_RATE
706,511,10559773,10556400,2,LOW_RATE
575,394,10503140,10499811,2,LOW_RATE
1319,387,31455170,1664706,2,LOW_RATE
589,394,9747519,9744186,2,LOW_RATE
4539,511,28519570,1013181,1,LOW_RATE
931,467,31053649,1020923,1,LOW_RATE
566,394,1018534,1015102,2,LOW_RATE
1309,387,30516638,1658482,2,LOW_RATE
3689,511,6920583,1696074,3,LOW_RATE
943,511,30598716,1003921,1,LOW_RATE
938,467,30992992,1018997,1,LOW_RATE
599,394,10611284,10607810,2,LOW_RATE
980,511,30742871,1004737,1,LOW_RATE
969,511,30974259,1008106,1,LOW_RATE
1006,511,31015844,1008607,1,LOW_RATE
623,511,3404,0,3,LOW_RATE
2980,352,13822065,1592015,2,LOW_RATE
586,394,10425487,10422344,2,LOW_RATE
943,511,30613680,9033257,2,LOW_RATE
578,394,10702818,10699413,2,LOW_RATE
2082,394,1730044,0,7,LOW_RATE
506,394,2794,0,3,LOW_RATE
713,246,30886639,1011490,1,LOW_RATE
2291,246,28990091,1002967,2,LOW_RATE
4943,511,32389778,1005060,2,LOW_RATE
963,511,29970365,9029609,2,LOW_RATE
506,394,3420,0,3,LOW_RATE
1391,387,30558354,1659304,2,LOW_RATE
762,246,30117320,1004750,1,LOW_RATE
693,246,30630047,1005788,1,LOW_RATE
506,394,2616,0,3,LOW_RATE
1007,511,30878149,1004904,1,LOW_RATE
5000,511,32397517,1016055,1,LOW_RATE
240,60,14013802,14013167,2,LOW_RATE
960,511,30751307,1003976,1,LOW_RATE
916,467,30742462,1013660,1,LOW_RATE
506,394,3472,0,3,LOW_RATE
3460,511,10476401,1003025,2,LOW_RATE
1013,511,29898908,1007070,1,LOW_RATE
921,467,30733861,1014660,1,LOW_RATE
3358,511,10692923,1027999,2,LOW_RATE
4565,511,28549524,1011093,1,LOW_RATE
720,511,8587255,8583717,2,LOW_RATE
729,511,10718803,10715417,2,LOW_RATE
765,246,30948147,1013304,1,LOW_RATE
623,511,3362,0,3,LOW_RATE
506,394,3365,0,3,LOW_RATE
1172,387,31180136,1660787,2,LOW_RATE
78,78,0,0,1,LOW_RATE
999,511,30551423,9030629,2,LOW_RATE
4487,511,28543530,1005051,1,LOW_RATE
623,511,3359,0,3,LOW_RATE
1144,387,30498806,1658229,2,LOW_RATE
506,394,3348,0,3,LOW_RATE
947,511,28945850,1006249,1,LOW_RATE
506,394,3214,0,3,LOW_RATE
713,246,29052489,1003520,1,LOW_RATE
734,246,30111415,1004740,1,LOW_RATE
911,467,30928751,1017479,1,LOW_RATE
934,511,30954954,1006844,1,LOW_RATE
990,511,30026810,1008859,1,LOW_RATE
1349,387,31171309,1660687,2,LOW_RATE
3749,511,7790614,1010253,2,LOW_RATE
995,511,29961765,9029615,2,LOW_RATE
1005,467,29875232,1006769,1,LOW_RATE
506,394,3370,0,3,LOW_RATE
506,394,3303,0,3,LOW_RATE
932,467,30019069,1010810,1,LOW_RATE
925,467,30705484,1014802,1,LOW_RATE
3919,511,9833200,1031521,2,LOW_RATE
506,394,3382,0,3,LOW_RATE
624,394,10685561,10682223,2,LOW_RATE
587,394,8650698,8647292,2,LOW_RATE
702,511,10315443,10312025,2,LOW_RATE
948,511,28986532,1007241,1,LOW_RATE
954,511,30951974,1006911,1,LOW_RATE
966,511,30843094,1004610,1,LOW_RATE
603,394,10546208,10542859,2,LOW_RATE
942,511,30794431,1004099,1,LOW_RATE
1471,387,31332866,1662904,2,LOW_RATE
994,511,31038124,1009588,1,LOW_RATE
719,246,30684520,1006145,1,LOW_RATE
956,511,31024793,1010005,1,LOW_RATE
566,394,1023383,1020766,2,LOW_RATE
576,394,8657581,8654163,2,LOW_RATE
963,511,29000659,1007699,1,LOW_RATE
951,511,28923384,1004463,1,LOW_RATE
686,511,10321265,10317924,2,LOW_RATE
723,511,10556828,10553482,2,LOW_RATE
720,511,10453764,10450330,2,LOW_RATE
4530,511,28552282,1014114,1,LOW_RATE
699,511,10403770,10400466,2,LOW_RATE
1274,387,31429720,1664315,2,LOW_RATE
506,394,3794,0,3,LOW_RATE
623,511,3428,0,3,LOW_RATE
746,246,30924733,1012933,1,LOW_RATE
954,467,30903474,1017163,1,LOW_RATE
4939,511,31411747,1544686,1,LOW_RATE
699,246,30931950,1013016,1,LOW_RATE
3324,394,14795754,1003118,2,LOW_RATE
613,394,8733397,8729969,2,LOW_RATE
931,511,30872550,1005329,1,LOW_RATE
599,394,10778365,10774957,2,LOW_RATE
954,511,30717249,1002069,1,LOW_RATE
993,511,30980703,1007440,1,LOW_RATE
689,511,10365536,10362197,2,LOW_RATE
506,394,3351,0,3,LOW_RATE
993,511,29921443,1001017,1,LOW_RATE
894,467,30694459,1014658,1,LOW_RATE
2716,335,30441914,1031970,2,LOW_RATE
506,394,3278,0,3,LOW_RATE
956,511,30690112,1003973,1,LOW_RATE
1303,387,31572631,1666268,2,LOW_RATE
1446,387,30552362,1659237,2,LOW_RATE
956,467,29968327,1010018,1,LOW_RATE
712,511,10805213,10801391,2,LOW_RATE
1363,387,31716528,1667985,2,LOW_RATE
657,394,9651091,1002007,1,LOW_RATE
1170,387,30579254,1659542,2,LOW_RATE
4490,511,28477825,1002990,1,LOW_RATE
716,511,10777369,10774520,2,LOW_RATE
4189,511,29916951,1005650,2,LOW_RATE
707,511,10338938,10335617,2,LOW_RATE
608,394,8692548,8689185,2,LOW_RATE
739,511,10279872,10276538,2,LOW_RATE
916,467,30945402,1017767,1,LOW_RATE
3358,511,10683996,1019032,2,LOW_RATE
1001,511,30734444,1002665,1,LOW_RATE
1039,511,29884899,1031170,1,LOW_RATE
699,246,30539059,1004793,1,LOW_RATE
712,246,30602679,1005559,1,LOW_RATE
921,511,30991048,1007990,1,LOW_RATE
1008,511,28928427,1005777,1,LOW_RATE
599,394,10448422,10445256,2,LOW_RATE
996,511,30771426,1004029,1,LOW_RATE
978,511,28977664,1005493,1,LOW_RATE
959,511,29951214,1007091,1,LOW_RATE
703,511,10512614,10509231,2,LOW_RATE
506,394,3323,0,3,LOW_RATE
623,511,2872,0,3,LOW_RATE
1964,352,1812143,0,9,LOW_RATE
506,394,3305,0,3,LOW_RATE
1019,511,30000704,9030134,2,LOW_RATE
701,511,10394969,10391634,2,LOW_RATE
696,511,10645118,10641731,2,LOW_RATE
607,394,10775435,10772156,2,LOW_RATE
695,511,10503708,10500439,2,LOW_RATE
988,511,29953443,9029621,2,LOW_RATE
1608,246,28897963,1002905,2,LOW_RATE
930,467,30004725,1010582,1,LOW_RATE
1004,467,29928040,1008849,1,LOW_RATE
1506,387,31787991,1669058,2,LOW_RATE
1038,511,29927180,1006831,1,LOW_RATE
506,394,3127,0,3,LOW_RATE
3358,511,10728616,1032299,2,LOW_RATE
710,511,10636296,10632854,2,LOW_RATE
711,246,31023299,1016729,1,LOW_RATE
944,467,31003403,1019271,1,LOW_RATE
