% isAttack tcpFlood:	1333
% isAttack httpFlood:	1333
% isAttack udpFlood:	372
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2,9,17,20,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute srv_count numeric
@attribute dst_host_count numeric
@attribute dst_host_diff_srv_rate numeric
@attribute isAttack {tcpFlood,httpFlood,udpFlood}

@data
tcp,121,100,0,httpFlood
tcp,444,100,0,httpFlood
tcp,164,33,0,httpFlood
tcp,178,33,0,httpFlood
tcp,363,100,0,httpFlood
tcp,154,100,0,httpFlood
tcp,538,100,0,httpFlood
tcp,553,100,0,httpFlood
tcp,659,99,0,httpFlood
tcp,438,100,0,httpFlood
tcp,177,33,0,httpFlood
tcp,289,100,0,httpFlood
tcp,192,100,0,httpFlood
tcp,906,100,0,httpFlood
tcp,54,98,0,httpFlood
tcp,182,100,0,httpFlood
tcp,135,100,0,httpFlood
tcp,114,32,0,httpFlood
tcp,150,100,0,httpFlood
tcp,827,100,0,httpFlood
tcp,145,100,0,httpFlood
tcp,146,100,0,httpFlood
tcp,135,26,0,httpFlood
tcp,169,33,0,httpFlood
tcp,64,50,0,httpFlood
tcp,110,100,0,httpFlood
tcp,148,100,0,httpFlood
tcp,39,39,0,httpFlood
tcp,381,100,0,httpFlood
tcp,93,98,0,httpFlood
tcp,150,100,0,httpFlood
tcp,224,93,0.14,httpFlood
tcp,42,38,0,httpFlood
tcp,265,98,0,httpFlood
tcp,53,57,0.98,httpFlood
tcp,314,100,0,httpFlood
tcp,428,100,0,httpFlood
tcp,148,100,0,httpFlood
tcp,60,48,0,httpFlood
tcp,174,33,0,httpFlood
tcp,156,100,0,httpFlood
tcp,87,52,0.37,httpFlood
tcp,81,94,0,httpFlood
tcp,698,100,0,httpFlood
tcp,135,100,0,httpFlood
tcp,534,100,0,httpFlood
tcp,141,100,0,httpFlood
tcp,671,100,0,httpFlood
tcp,888,100,0,httpFlood
tcp,777,100,0,httpFlood
tcp,139,100,0,httpFlood
tcp,668,99,0,httpFlood
tcp,144,100,0,httpFlood
tcp,409,100,0,httpFlood
tcp,636,99,0,httpFlood
tcp,149,100,0,httpFlood
tcp,143,100,0,httpFlood
tcp,141,100,0,httpFlood
tcp,352,100,0,httpFlood
tcp,104,100,0,httpFlood
tcp,149,100,0,httpFlood
tcp,730,100,0,httpFlood
tcp,167,100,0,httpFlood
tcp,10559,70,0,tcpFlood
tcp,4363,71,0,tcpFlood
tcp,720,70,0,tcpFlood
tcp,6305,68,0,tcpFlood
tcp,7558,67,0,tcpFlood
tcp,11219,65,0,tcpFlood
tcp,5761,70,0,tcpFlood
tcp,26829,72,0,tcpFlood
tcp,23123,73,0,tcpFlood
tcp,5662,74,0,tcpFlood
tcp,18720,68,0,tcpFlood
tcp,4117,56,0,tcpFlood
tcp,7539,66,0,tcpFlood
tcp,20384,69,0,tcpFlood
tcp,6608,66,0,tcpFlood
tcp,6612,67,0,tcpFlood
tcp,11108,73,0,tcpFlood
tcp,5360,67,0,tcpFlood
tcp,20654,69,0,tcpFlood
tcp,9884,67,0,tcpFlood
tcp,11797,75,0,tcpFlood
tcp,870,72,0,tcpFlood
tcp,6416,69,0,tcpFlood
tcp,8060,74,0,tcpFlood
tcp,7582,69,0,tcpFlood
tcp,9924,68,0,tcpFlood
tcp,5491,68,0,tcpFlood
tcp,15276,65,0,tcpFlood
tcp,21769,81,0,tcpFlood
tcp,9893,69,0,tcpFlood
tcp,11780,73,0,tcpFlood
tcp,9297,67,0,tcpFlood
tcp,8800,71,0,tcpFlood
tcp,9468,68,0,tcpFlood
tcp,6237,67,0,tcpFlood
tcp,10597,68,0,tcpFlood
tcp,8316,71,0,tcpFlood
tcp,20442,66,0,tcpFlood
tcp,14933,68,0,tcpFlood
tcp,11802,69,0,tcpFlood
tcp,9978,67,0,tcpFlood
tcp,20338,79,0,tcpFlood
tcp,23684,66,0,tcpFlood
tcp,15784,75,0,tcpFlood
tcp,20814,72,0,tcpFlood
tcp,25565,66,0,tcpFlood
tcp,9420,68,0,tcpFlood
tcp,27124,67,0,tcpFlood
tcp,8354,67,0,tcpFlood
tcp,10191,74,0,tcpFlood
tcp,14045,76,0,tcpFlood
tcp,170,69,0,tcpFlood
tcp,17384,75,0,tcpFlood
tcp,1977,72,0,tcpFlood
tcp,26964,66,0,tcpFlood
tcp,22014,68,0,tcpFlood
tcp,8986,74,0,tcpFlood
tcp,7912,68,0,tcpFlood
tcp,26680,74,0,tcpFlood
tcp,4452,70,0,tcpFlood
tcp,6702,67,0,tcpFlood
tcp,5857,71,0,tcpFlood
tcp,4429,67,0,tcpFlood
tcp,2041,73,0,tcpFlood
tcp,2063,68,0,tcpFlood
tcp,1079,68,0,tcpFlood
tcp,10597,66,0,tcpFlood
tcp,10447,68,0,tcpFlood
tcp,5698,69,0,tcpFlood
tcp,9886,71,0,tcpFlood
tcp,26766,63,0,tcpFlood
tcp,8619,71,0,tcpFlood
tcp,11797,67,0,tcpFlood
tcp,8634,71,0,tcpFlood
tcp,9356,65,0,tcpFlood
tcp,15569,72,0,tcpFlood
tcp,7136,71,0,tcpFlood
tcp,25730,69,0,tcpFlood
tcp,22103,67,0,tcpFlood
tcp,18121,73,0,tcpFlood
tcp,2087,63,0,tcpFlood
tcp,6804,78,0,tcpFlood
tcp,8353,63,0,tcpFlood
tcp,6465,67,0,tcpFlood
tcp,10761,66,0,tcpFlood
tcp,9128,71,0,tcpFlood
tcp,19045,72,0,tcpFlood
tcp,443,70,0,tcpFlood
tcp,7204,74,0,tcpFlood
tcp,11761,67,0,tcpFlood
tcp,24842,73,0,tcpFlood
tcp,5421,72,0,tcpFlood
tcp,11834,69,0,tcpFlood
tcp,23684,68,0,tcpFlood
tcp,22042,51,0,tcpFlood
tcp,20624,72,0,tcpFlood
tcp,21488,74,0,tcpFlood
tcp,3200,66,0,tcpFlood
tcp,10593,71,0,tcpFlood
tcp,10479,66,0,tcpFlood
tcp,6477,69,0,tcpFlood
tcp,6448,76,0,tcpFlood
tcp,10345,67,0,tcpFlood
tcp,10810,63,0,tcpFlood
tcp,5310,68,0,tcpFlood
tcp,17604,71,0,tcpFlood
tcp,7176,70,0,tcpFlood
tcp,22695,67,0,tcpFlood
tcp,20365,73,0,tcpFlood
tcp,20634,67,0,tcpFlood
tcp,1313,66,0,tcpFlood
tcp,9955,72,0,tcpFlood
tcp,23136,69,0,tcpFlood
tcp,10367,65,0,tcpFlood
tcp,9889,72,0,tcpFlood
tcp,26180,71,0,tcpFlood
tcp,22285,66,0,tcpFlood
tcp,10060,75,0,tcpFlood
tcp,9696,66,0,tcpFlood
tcp,23571,66,0,tcpFlood
tcp,5565,70,0,tcpFlood
tcp,8234,65,0,tcpFlood
tcp,8386,73,0,tcpFlood
tcp,9880,72,0,tcpFlood
tcp,5872,67,0,tcpFlood
tcp,7454,73,0,tcpFlood
tcp,10090,70,0,tcpFlood
tcp,26692,73,0,tcpFlood
tcp,13582,81,0,tcpFlood
tcp,11689,62,0,tcpFlood
tcp,20676,63,0,tcpFlood
tcp,17541,74,0,tcpFlood
tcp,26962,69,0,tcpFlood
tcp,22283,69,0,tcpFlood
tcp,9918,67,0,tcpFlood
tcp,9971,66,0,tcpFlood
tcp,20726,64,0,tcpFlood
tcp,9537,73,0,tcpFlood
tcp,14446,76,0,tcpFlood
tcp,13663,74,0,tcpFlood
tcp,20469,73,0,tcpFlood
tcp,27129,66,0,tcpFlood
tcp,11405,69,0,tcpFlood
tcp,8068,74,0,tcpFlood
tcp,17168,74,0,tcpFlood
tcp,10707,69,0,tcpFlood
tcp,984,72,0,tcpFlood
tcp,2857,72,0,tcpFlood
tcp,9889,67,0,tcpFlood
tcp,6523,68,0,tcpFlood
tcp,8378,72,0,tcpFlood
tcp,9717,69,0,tcpFlood
tcp,11251,69,0,tcpFlood
tcp,10774,68,0,tcpFlood
tcp,11762,67,0,tcpFlood
tcp,6047,68,0,tcpFlood
tcp,27017,70,0,tcpFlood
tcp,6460,65,0,tcpFlood
tcp,11922,67,0,tcpFlood
tcp,8652,70,0,tcpFlood
tcp,10775,68,0,tcpFlood
tcp,2688,73,0,tcpFlood
tcp,3833,67,0,tcpFlood
tcp,23553,65,0,tcpFlood
tcp,22201,70,0,tcpFlood
tcp,10779,65,0,tcpFlood
tcp,17669,72,0,tcpFlood
tcp,3905,65,0,tcpFlood
tcp,7563,67,0,tcpFlood
tcp,7421,73,0,tcpFlood
tcp,5532,73,0,tcpFlood
tcp,26825,69,0,tcpFlood
tcp,5394,72,0,tcpFlood
tcp,6467,70,0,tcpFlood
tcp,5741,68,0,tcpFlood
tcp,2482,67,0,tcpFlood
tcp,5458,66,0,tcpFlood
tcp,6837,69,0,tcpFlood
tcp,24913,60,0,tcpFlood
tcp,6798,73,0,tcpFlood
tcp,7074,69,0,tcpFlood
tcp,16993,74,0,tcpFlood
tcp,20622,67,0,tcpFlood
tcp,23901,71,0,tcpFlood
tcp,23171,69,0,tcpFlood
tcp,5512,66,0,tcpFlood
tcp,11243,71,0,tcpFlood
tcp,15190,68,0,tcpFlood
tcp,7474,76,0,tcpFlood
tcp,1875,72,0,tcpFlood
tcp,12705,72,0,tcpFlood
tcp,9888,72,0,tcpFlood
tcp,17221,76,0,tcpFlood
tcp,5442,69,0,tcpFlood
tcp,8379,72,0,tcpFlood
tcp,16673,76,0,tcpFlood
tcp,5856,68,0,tcpFlood
tcp,5133,70,0,tcpFlood
tcp,6542,71,0,tcpFlood
tcp,21879,64,0,tcpFlood
tcp,9521,70,0,tcpFlood
tcp,20537,69,0,tcpFlood
tcp,11908,72,0,tcpFlood
tcp,9946,69,0,tcpFlood
tcp,13986,75,0,tcpFlood
tcp,9934,72,0,tcpFlood
tcp,9405,70,0,tcpFlood
tcp,9912,79,0,tcpFlood
tcp,11221,75,0,tcpFlood
tcp,10168,68,0,tcpFlood
tcp,27018,72,0,tcpFlood
tcp,10015,69,0,tcpFlood
tcp,6456,69,0,tcpFlood
tcp,24782,72,0,tcpFlood
tcp,5455,67,0,tcpFlood
tcp,6136,70,0,tcpFlood
tcp,20723,66,0,tcpFlood
tcp,20213,73,0,tcpFlood
tcp,26868,65,0,tcpFlood
tcp,125,68,0,tcpFlood
tcp,11690,66,0,tcpFlood
tcp,20011,72,0,tcpFlood
tcp,15586,76,0,tcpFlood
tcp,25165,74,0,tcpFlood
tcp,13971,74,0,tcpFlood
tcp,18289,75,0,tcpFlood
tcp,21661,69,0,tcpFlood
tcp,6493,70,0,tcpFlood
tcp,8266,63,0,tcpFlood
tcp,5567,70,0,tcpFlood
tcp,26722,65,0,tcpFlood
tcp,9586,67,0,tcpFlood
tcp,7973,65,0,tcpFlood
tcp,8682,71,0,tcpFlood
tcp,25405,68,0,tcpFlood
tcp,18461,70,0,tcpFlood
tcp,26667,69,0,tcpFlood
tcp,4206,70,0,tcpFlood
tcp,25882,69,0,tcpFlood
tcp,13597,77,0,tcpFlood
tcp,9866,69,0,tcpFlood
tcp,15655,77,0,tcpFlood
tcp,23654,71,0,tcpFlood
tcp,6262,68,0,tcpFlood
tcp,5668,67,0,tcpFlood
tcp,7539,66,0,tcpFlood
tcp,24604,67,0,tcpFlood
tcp,9851,71,0,tcpFlood
tcp,5988,73,0,tcpFlood
tcp,6263,68,0,tcpFlood
tcp,8880,70,0,tcpFlood
tcp,10453,74,0,tcpFlood
tcp,23585,73,0,tcpFlood
tcp,6571,66,0,tcpFlood
tcp,20511,68,0,tcpFlood
tcp,25842,65,0,tcpFlood
tcp,6519,66,0,tcpFlood
tcp,11822,70,0,tcpFlood
tcp,4748,66,0,tcpFlood
tcp,6524,66,0,tcpFlood
tcp,2750,70,0,tcpFlood
tcp,15490,66,0,tcpFlood
tcp,23619,69,0,tcpFlood
tcp,5456,67,0,tcpFlood
tcp,16003,76,0,tcpFlood
tcp,5650,70,0,tcpFlood
tcp,11718,70,0,tcpFlood
tcp,2934,69,0,tcpFlood
tcp,5787,71,0,tcpFlood
tcp,16903,71,0,tcpFlood
tcp,26459,75,0,tcpFlood
tcp,23067,65,0,tcpFlood
tcp,18957,72,0,tcpFlood
tcp,23834,55,0,tcpFlood
tcp,9986,67,0,tcpFlood
tcp,27125,66,0,tcpFlood
tcp,7925,65,0,tcpFlood
tcp,7832,74,0,tcpFlood
tcp,2185,67,0,tcpFlood
tcp,5591,67,0,tcpFlood
tcp,19568,67,0,tcpFlood
tcp,6572,70,0,tcpFlood
tcp,10523,66,0,tcpFlood
tcp,10163,67,0,tcpFlood
tcp,8292,66,0,tcpFlood
tcp,20628,70,0,tcpFlood
tcp,6456,69,0,tcpFlood
tcp,26067,74,0,tcpFlood
tcp,12003,75,0,tcpFlood
tcp,10596,72,0,tcpFlood
tcp,19377,68,0,tcpFlood
tcp,23013,61,0,tcpFlood
tcp,13168,77,0,tcpFlood
tcp,22020,58,0,tcpFlood
tcp,15006,76,0,tcpFlood
tcp,22635,67,0,tcpFlood
tcp,26642,66,0,tcpFlood
tcp,4703,61,0,tcpFlood
tcp,23681,65,0,tcpFlood
tcp,7940,74,0,tcpFlood
tcp,17179,74,0,tcpFlood
tcp,9222,70,0,tcpFlood
tcp,8669,68,0,tcpFlood
tcp,9995,68,0,tcpFlood
tcp,2392,69,0,tcpFlood
tcp,5316,62,0,tcpFlood
tcp,4834,71,0,tcpFlood
tcp,8539,70,0,tcpFlood
tcp,23841,58,0,tcpFlood
tcp,7281,70,0,tcpFlood
tcp,6530,69,0,tcpFlood
tcp,5567,70,0,tcpFlood
tcp,9525,73,0,tcpFlood
tcp,10596,72,0,tcpFlood
tcp,9167,64,0,tcpFlood
tcp,9783,69,0,tcpFlood
tcp,25194,75,0,tcpFlood
tcp,11101,68,0,tcpFlood
tcp,18177,75,0,tcpFlood
tcp,12143,67,0,tcpFlood
tcp,23094,67,0,tcpFlood
tcp,8000,69,0,tcpFlood
tcp,14333,77,0,tcpFlood
tcp,6981,57,0,tcpFlood
tcp,15379,71,0,tcpFlood
tcp,9925,69,0,tcpFlood
tcp,2136,66,0,tcpFlood
tcp,19603,48,0,tcpFlood
tcp,3007,75,0,tcpFlood
tcp,15578,72,0,tcpFlood
tcp,13305,74,0,tcpFlood
tcp,3185,67,0,tcpFlood
tcp,17952,73,0,tcpFlood
tcp,11793,70,0,tcpFlood
tcp,27016,68,0,tcpFlood
tcp,21453,68,0,tcpFlood
tcp,9446,72,0,tcpFlood
tcp,3709,63,0,tcpFlood
tcp,13606,78,0,tcpFlood
tcp,8599,65,0,tcpFlood
tcp,5513,66,0,tcpFlood
tcp,19511,66,0,tcpFlood
tcp,7135,68,0,tcpFlood
tcp,8891,73,0,tcpFlood
tcp,10737,62,0,tcpFlood
tcp,18163,72,0,tcpFlood
tcp,20381,64,0,tcpFlood
tcp,10233,74,0,tcpFlood
tcp,5627,66,0,tcpFlood
tcp,225,72,0,tcpFlood
tcp,26087,73,0,tcpFlood
tcp,5181,70,0,tcpFlood
tcp,20622,71,0,tcpFlood
tcp,25466,68,0,tcpFlood
tcp,10619,63,0,tcpFlood
tcp,10549,64,0,tcpFlood
tcp,7935,74,0,tcpFlood
tcp,17374,74,0,tcpFlood
tcp,10715,70,0,tcpFlood
tcp,9259,74,0,tcpFlood
tcp,5356,67,0,tcpFlood
tcp,5534,72,0,tcpFlood
tcp,22143,67,0,tcpFlood
tcp,20848,72,0,tcpFlood
tcp,10359,63,0,tcpFlood
tcp,11285,68,0,tcpFlood
tcp,10763,67,0,tcpFlood
tcp,17253,78,0,tcpFlood
tcp,20626,71,0,tcpFlood
tcp,7297,69,0,tcpFlood
tcp,22141,68,0,tcpFlood
tcp,15809,74,0,tcpFlood
tcp,23458,64,0,tcpFlood
tcp,20131,61,0,tcpFlood
tcp,9886,69,0,tcpFlood
tcp,15040,63,0,tcpFlood
tcp,6961,54,0,tcpFlood
tcp,9555,67,0,tcpFlood
tcp,20568,66,0,tcpFlood
tcp,18241,71,0,tcpFlood
tcp,4812,65,0,tcpFlood
tcp,8270,72,0,tcpFlood
tcp,8441,69,0,tcpFlood
tcp,15475,65,0,tcpFlood
tcp,21352,69,0,tcpFlood
tcp,23700,71,0,tcpFlood
tcp,11776,69,0,tcpFlood
tcp,12384,66,0,tcpFlood
tcp,9887,66,0,tcpFlood
tcp,25037,70,0,tcpFlood
tcp,6454,72,0,tcpFlood
tcp,9979,66,0,tcpFlood
tcp,6406,65,0,tcpFlood
tcp,10089,70,0,tcpFlood
tcp,6258,69,0,tcpFlood
tcp,15004,68,0,tcpFlood
tcp,25302,74,0,tcpFlood
tcp,5316,68,0,tcpFlood
tcp,2074,67,0,tcpFlood
tcp,7618,74,0,tcpFlood
tcp,4797,66,0,tcpFlood
tcp,9890,71,0,tcpFlood
tcp,15310,72,0,tcpFlood
tcp,4462,70,0,tcpFlood
tcp,4905,71,0,tcpFlood
tcp,1898,67,0,tcpFlood
tcp,8384,74,0,tcpFlood
tcp,9628,70,0,tcpFlood
tcp,22141,69,0,tcpFlood
tcp,11504,65,0,tcpFlood
tcp,4596,73,0,tcpFlood
tcp,27095,62,0,tcpFlood
tcp,8080,71,0,tcpFlood
tcp,10775,68,0,tcpFlood
tcp,21481,72,0,tcpFlood
tcp,19283,66,0,tcpFlood
tcp,6331,68,0,tcpFlood
tcp,15156,71,0,tcpFlood
tcp,8859,71,0,tcpFlood
tcp,12960,80,0,tcpFlood
tcp,6629,71,0,tcpFlood
tcp,7110,69,0,tcpFlood
tcp,5578,69,0,tcpFlood
tcp,20260,72,0,tcpFlood
tcp,12030,69,0,tcpFlood
tcp,26464,75,0,tcpFlood
tcp,17411,76,0,tcpFlood
tcp,7661,72,0,tcpFlood
tcp,25298,75,0,tcpFlood
tcp,4234,70,0,tcpFlood
tcp,10558,69,0,tcpFlood
tcp,3710,63,0,tcpFlood
tcp,16671,76,0,tcpFlood
tcp,7748,71,0,tcpFlood
tcp,25856,66,0,tcpFlood
tcp,4612,63,0,tcpFlood
tcp,8904,67,0,tcpFlood
tcp,6467,66,0,tcpFlood
tcp,10546,64,0,tcpFlood
tcp,9957,69,0,tcpFlood
tcp,9927,74,0,tcpFlood
tcp,18433,71,0,tcpFlood
tcp,9908,66,0,tcpFlood
tcp,6931,68,0,tcpFlood
tcp,4305,70,0,tcpFlood
tcp,26551,73,0,tcpFlood
tcp,4385,65,0,tcpFlood
tcp,13373,77,0,tcpFlood
tcp,5892,71,0,tcpFlood
tcp,3941,66,0,tcpFlood
tcp,25168,74,0,tcpFlood
tcp,22119,67,0,tcpFlood
tcp,8415,61,0,tcpFlood
tcp,20750,68,0,tcpFlood
tcp,12317,72,0,tcpFlood
tcp,11146,70,0,tcpFlood
tcp,20791,69,0,tcpFlood
tcp,10946,71,0,tcpFlood
tcp,6765,69,0,tcpFlood
tcp,27013,66,0,tcpFlood
tcp,5526,67,0,tcpFlood
tcp,1306,63,0,tcpFlood
tcp,4425,66,0,tcpFlood
tcp,57,57,0,tcpFlood
tcp,25841,65,0,tcpFlood
tcp,11089,72,0,tcpFlood
tcp,9944,72,0,tcpFlood
tcp,10765,67,0,tcpFlood
tcp,13295,73,0,tcpFlood
tcp,3271,68,0,tcpFlood
tcp,8533,67,0,tcpFlood
tcp,18406,73,0,tcpFlood
tcp,6201,66,0,tcpFlood
tcp,25890,71,0,tcpFlood
tcp,20507,75,0,tcpFlood
tcp,7203,74,0,tcpFlood
tcp,22503,67,0,tcpFlood
tcp,1391,68,0,tcpFlood
tcp,14721,77,0,tcpFlood
tcp,21459,69,0,tcpFlood
tcp,14268,73,0,tcpFlood
tcp,292,73,0,tcpFlood
tcp,15535,60,0,tcpFlood
tcp,7800,72,0,tcpFlood
tcp,21888,65,0,tcpFlood
tcp,9445,70,0,tcpFlood
tcp,2435,69,0,tcpFlood
tcp,7665,75,0,tcpFlood
tcp,11610,68,0,tcpFlood
tcp,11122,69,0,tcpFlood
tcp,9085,72,0,tcpFlood
tcp,10926,72,0,tcpFlood
tcp,9343,68,0,tcpFlood
tcp,12586,66,0,tcpFlood
tcp,20639,68,0,tcpFlood
tcp,4498,66,0,tcpFlood
tcp,11816,71,0,tcpFlood
tcp,27046,74,0,tcpFlood
tcp,22140,67,0,tcpFlood
tcp,1818,68,0,tcpFlood
tcp,5583,67,0,tcpFlood
tcp,5455,69,0,tcpFlood
tcp,7607,75,0,tcpFlood
tcp,4889,67,0,tcpFlood
tcp,14824,68,0,tcpFlood
tcp,957,70,0,tcpFlood
tcp,9969,69,0,tcpFlood
tcp,17414,76,0,tcpFlood
tcp,13653,70,0,tcpFlood
tcp,16769,79,0,tcpFlood
tcp,7610,76,0,tcpFlood
tcp,8510,67,0,tcpFlood
tcp,11900,69,0,tcpFlood
tcp,15833,73,0,tcpFlood
tcp,10263,69,0,tcpFlood
tcp,439,68,0,tcpFlood
tcp,23587,73,0,tcpFlood
tcp,8272,64,0,tcpFlood
tcp,1685,67,0,tcpFlood
tcp,598,68,0,tcpFlood
tcp,5877,67,0,tcpFlood
tcp,27172,71,0,tcpFlood
tcp,11815,69,0,tcpFlood
tcp,7935,74,0,tcpFlood
tcp,26749,64,0,tcpFlood
tcp,7404,69,0,tcpFlood
tcp,5456,67,0,tcpFlood
tcp,1604,72,0,tcpFlood
tcp,595,68,0,tcpFlood
tcp,25125,72,0,tcpFlood
tcp,8116,71,0,tcpFlood
tcp,20711,64,0,tcpFlood
tcp,26608,70,0,tcpFlood
tcp,6478,70,0,tcpFlood
tcp,10675,71,0,tcpFlood
tcp,4773,65,0,tcpFlood
tcp,10112,73,0,tcpFlood
tcp,20594,69,0,tcpFlood
tcp,8748,64,0,tcpFlood
tcp,1839,69,0,tcpFlood
tcp,17988,75,0,tcpFlood
tcp,24718,71,0,tcpFlood
tcp,7756,66,0,tcpFlood
tcp,13861,75,0,tcpFlood
tcp,2999,68,0,tcpFlood
tcp,13571,78,0,tcpFlood
tcp,9031,70,0,tcpFlood
tcp,22466,67,0,tcpFlood
tcp,1294,66,0,tcpFlood
tcp,4257,76,0,tcpFlood
tcp,23012,60,0,tcpFlood
tcp,10618,65,0,tcpFlood
tcp,7792,67,0,tcpFlood
tcp,6673,73,0,tcpFlood
tcp,2863,72,0,tcpFlood
tcp,14689,73,0,tcpFlood
tcp,5077,72,0,tcpFlood
tcp,22014,69,0,tcpFlood
tcp,6553,68,0,tcpFlood
tcp,759,69,0,tcpFlood
tcp,15099,78,0,tcpFlood
tcp,8084,75,0,tcpFlood
tcp,20380,67,0,tcpFlood
tcp,10783,70,0,tcpFlood
tcp,816,69,0,tcpFlood
tcp,23607,71,0,tcpFlood
tcp,11001,70,0,tcpFlood
tcp,8451,67,0,tcpFlood
tcp,8065,70,0,tcpFlood
tcp,10998,67,0,tcpFlood
tcp,26124,65,0,tcpFlood
tcp,4503,68,0,tcpFlood
tcp,6486,72,0,tcpFlood
tcp,5450,69,0,tcpFlood
tcp,10603,72,0,tcpFlood
tcp,21887,66,0,tcpFlood
tcp,11559,70,0,tcpFlood
tcp,10606,66,0,tcpFlood
tcp,16757,77,0,tcpFlood
tcp,16813,79,0,tcpFlood
tcp,6463,69,0,tcpFlood
tcp,4416,65,0,tcpFlood
tcp,16364,76,0,tcpFlood
tcp,10597,72,0,tcpFlood
tcp,20379,66,0,tcpFlood
tcp,9117,70,0,tcpFlood
tcp,11225,64,0,tcpFlood
tcp,5718,70,0,tcpFlood
tcp,4177,63,0,tcpFlood
tcp,9859,77,0,tcpFlood
tcp,22119,70,0,tcpFlood
tcp,15789,75,0,tcpFlood
tcp,19255,69,0,tcpFlood
tcp,6578,66,0,tcpFlood
tcp,9822,74,0,tcpFlood
tcp,3519,66,0,tcpFlood
tcp,25435,69,0,tcpFlood
tcp,8828,66,0,tcpFlood
tcp,6570,70,0,tcpFlood
tcp,20537,69,0,tcpFlood
tcp,14424,79,0,tcpFlood
tcp,12912,79,0,tcpFlood
tcp,20643,66,0,tcpFlood
tcp,10612,70,0,tcpFlood
tcp,9904,65,0,tcpFlood
tcp,7347,72,0,tcpFlood
tcp,732,69,0,tcpFlood
tcp,1838,73,0,tcpFlood
tcp,9862,66,0,tcpFlood
tcp,26348,72,0,tcpFlood
tcp,212,72,0,tcpFlood
tcp,8112,73,0,tcpFlood
tcp,9917,68,0,tcpFlood
tcp,13962,74,0,tcpFlood
tcp,1145,64,0,tcpFlood
tcp,7947,76,0,tcpFlood
tcp,22649,66,0,tcpFlood
tcp,5434,69,0,tcpFlood
tcp,23768,69,0,tcpFlood
tcp,21843,63,0,tcpFlood
tcp,9988,70,0,tcpFlood
tcp,5996,73,0,tcpFlood
tcp,6468,68,0,tcpFlood
tcp,25552,68,0,tcpFlood
tcp,11822,68,0,tcpFlood
tcp,26612,67,0,tcpFlood
tcp,8001,65,0,tcpFlood
tcp,23416,73,0,tcpFlood
tcp,9373,67,0,tcpFlood
tcp,11792,69,0,tcpFlood
tcp,22026,68,0,tcpFlood
tcp,7842,66,0,tcpFlood
tcp,7171,68,0,tcpFlood
tcp,20607,68,0,tcpFlood
tcp,20815,72,0,tcpFlood
tcp,6508,73,0,tcpFlood
tcp,10754,68,0,tcpFlood
tcp,19737,72,0,tcpFlood
tcp,22082,68,0,tcpFlood
tcp,23822,63,0,tcpFlood
tcp,21216,67,0,tcpFlood
tcp,6156,71,0,tcpFlood
tcp,11205,70,0,tcpFlood
tcp,6534,66,0,tcpFlood
tcp,11093,70,0,tcpFlood
tcp,6642,63,0,tcpFlood
tcp,17004,70,0,tcpFlood
tcp,6457,69,0,tcpFlood
tcp,17852,69,0,tcpFlood
tcp,10618,65,0,tcpFlood
tcp,20467,73,0,tcpFlood
tcp,18291,75,0,tcpFlood
tcp,5455,70,0,tcpFlood
tcp,9860,78,0,tcpFlood
tcp,22726,74,0,tcpFlood
tcp,8187,69,0,tcpFlood
tcp,9965,67,0,tcpFlood
tcp,20537,65,0,tcpFlood
tcp,13014,79,0,tcpFlood
tcp,10963,68,0,tcpFlood
tcp,11824,67,0,tcpFlood
tcp,8958,70,0,tcpFlood
tcp,27009,75,0,tcpFlood
tcp,15641,76,0,tcpFlood
tcp,1536,70,0,tcpFlood
tcp,4768,64,0,tcpFlood
tcp,10328,72,0,tcpFlood
tcp,9259,68,0,tcpFlood
tcp,23389,65,0,tcpFlood
tcp,5813,72,0,tcpFlood
tcp,26885,71,0,tcpFlood
tcp,10840,77,0,tcpFlood
tcp,10597,77,0,tcpFlood
tcp,11148,65,0,tcpFlood
tcp,10760,70,0,tcpFlood
tcp,18981,74,0,tcpFlood
tcp,11663,66,0,tcpFlood
tcp,9889,73,0,tcpFlood
tcp,17427,75,0,tcpFlood
tcp,11495,69,0,tcpFlood
tcp,11088,74,0,tcpFlood
tcp,9523,71,0,tcpFlood
tcp,4641,71,0,tcpFlood
tcp,7366,67,0,tcpFlood
tcp,15007,67,0,tcpFlood
tcp,6464,62,0,tcpFlood
tcp,9988,70,0,tcpFlood
tcp,7954,76,0,tcpFlood
tcp,9747,70,0,tcpFlood
tcp,8913,75,0,tcpFlood
tcp,6219,72,0,tcpFlood
tcp,26768,64,0,tcpFlood
tcp,8908,74,0,tcpFlood
tcp,7002,72,0,tcpFlood
tcp,9887,71,0,tcpFlood
tcp,9984,67,0,tcpFlood
tcp,20377,72,0,tcpFlood
tcp,9894,69,0,tcpFlood
tcp,5580,68,0,tcpFlood
tcp,7996,72,0,tcpFlood
tcp,25239,73,0,tcpFlood
tcp,9865,68,0,tcpFlood
tcp,24008,72,0,tcpFlood
tcp,8737,65,0,tcpFlood
tcp,8127,69,0,tcpFlood
tcp,22492,66,0,tcpFlood
