% isAttack tcpFlood:	1333
% isAttack httpFlood:	1333
% isAttack udpFlood:	372
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2,9,17,20,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute srv_count numeric
@attribute dst_host_count numeric
@attribute dst_host_diff_srv_rate numeric
@attribute isAttack {tcpFlood,httpFlood,udpFlood}

@data
tcp,163,100,0,httpFlood
tcp,433,100,0,httpFlood
tcp,173,100,0,httpFlood
tcp,825,100,0,httpFlood
tcp,129,100,0,httpFlood
tcp,133,34,0,httpFlood
tcp,96,65,0,httpFlood
tcp,140,100,0,httpFlood
tcp,909,100,0,httpFlood
tcp,725,100,0,httpFlood
tcp,554,100,0,httpFlood
tcp,546,100,0,httpFlood
tcp,332,100,0,httpFlood
tcp,157,33,0,httpFlood
tcp,742,100,0,httpFlood
tcp,144,100,0,httpFlood
tcp,135,100,0,httpFlood
tcp,135,100,0,httpFlood
tcp,153,100,0,httpFlood
tcp,172,100,0,httpFlood
tcp,795,100,0,httpFlood
tcp,146,100,0,httpFlood
tcp,687,99,0,httpFlood
tcp,153,100,0,httpFlood
tcp,845,100,0,httpFlood
tcp,701,100,0,httpFlood
tcp,180,33,0,httpFlood
tcp,91,91,0,httpFlood
tcp,144,100,0,httpFlood
tcp,243,100,0,httpFlood
tcp,726,100,0,httpFlood
tcp,525,100,0,httpFlood
tcp,664,100,0,httpFlood
tcp,414,100,0,httpFlood
tcp,155,100,0,httpFlood
tcp,220,92,0.17,httpFlood
tcp,220,100,0,httpFlood
tcp,153,100,0,httpFlood
tcp,139,31,0,httpFlood
tcp,150,100,0,httpFlood
tcp,63,63,0,httpFlood
tcp,191,100,0,httpFlood
tcp,147,100,0,httpFlood
tcp,147,33,0,httpFlood
tcp,62,98,0,httpFlood
tcp,162,100,0,httpFlood
tcp,772,100,0,httpFlood
tcp,757,100,0,httpFlood
tcp,68,68,0,httpFlood
tcp,179,33,0,httpFlood
tcp,119,32,0,httpFlood
tcp,143,100,0,httpFlood
tcp,186,98,0,httpFlood
tcp,276,99,0,httpFlood
tcp,137,100,0,httpFlood
tcp,163,100,0,httpFlood
tcp,37,37,0,httpFlood
tcp,185,99,0,httpFlood
tcp,461,100,0,httpFlood
tcp,400,100,0,httpFlood
tcp,270,98,0,httpFlood
tcp,59,98,0,httpFlood
tcp,96,100,0,httpFlood
tcp,120,100,0,httpFlood
tcp,173,100,0,httpFlood
tcp,22,22,0,httpFlood
tcp,11,11,0,httpFlood
tcp,773,100,0,httpFlood
tcp,781,100,0,httpFlood
tcp,977,100,0,httpFlood
tcp,132,31,0,httpFlood
tcp,45,39,0,httpFlood
tcp,763,100,0,httpFlood
tcp,948,100,0,httpFlood
tcp,144,100,0,httpFlood
tcp,34,31,0,httpFlood
tcp,57,98,0,httpFlood
tcp,272,100,0,httpFlood
tcp,599,100,0,httpFlood
tcp,130,100,0,httpFlood
tcp,124,100,0,httpFlood
tcp,390,100,0,httpFlood
tcp,69,94,0,httpFlood
tcp,624,99,0,httpFlood
tcp,119,31,0,httpFlood
tcp,160,33,0,httpFlood
tcp,179,33,0,httpFlood
tcp,119,33,0,httpFlood
tcp,168,100,0,httpFlood
tcp,264,100,0,httpFlood
tcp,431,100,0,httpFlood
tcp,140,31,0,httpFlood
tcp,107,100,0,httpFlood
tcp,606,100,0,httpFlood
tcp,623,100,0,httpFlood
tcp,878,100,0,httpFlood
tcp,287,100,0,httpFlood
tcp,162,100,0,httpFlood
tcp,379,100,0,httpFlood
tcp,134,100,0,httpFlood
tcp,88,98,0,httpFlood
tcp,156,100,0,httpFlood
tcp,779,100,0,httpFlood
tcp,151,100,0,httpFlood
tcp,136,94,0,httpFlood
tcp,137,100,0,httpFlood
tcp,535,100,0,httpFlood
tcp,856,100,0,httpFlood
tcp,172,100,0,httpFlood
tcp,148,100,0,httpFlood
tcp,171,100,0,httpFlood
tcp,179,33,0,httpFlood
tcp,138,100,0,httpFlood
tcp,160,100,0,httpFlood
tcp,93,100,0,httpFlood
tcp,785,100,0,httpFlood
tcp,165,100,0,httpFlood
tcp,696,100,0,httpFlood
tcp,169,75,0.67,httpFlood
tcp,162,100,0,httpFlood
tcp,163,100,0,httpFlood
tcp,715,100,0,httpFlood
tcp,116,100,0,httpFlood
tcp,139,100,0,httpFlood
tcp,342,100,0,httpFlood
tcp,146,100,0,httpFlood
tcp,152,100,0,httpFlood
tcp,926,100,0,httpFlood
tcp,365,100,0,httpFlood
tcp,528,100,0,httpFlood
tcp,12,69,0,httpFlood
tcp,143,100,0,httpFlood
tcp,10,10,0,httpFlood
tcp,199,85,0.35,httpFlood
tcp,464,100,0,httpFlood
tcp,723,100,0,httpFlood
tcp,760,100,0,httpFlood
tcp,180,33,0,httpFlood
tcp,161,100,0,httpFlood
tcp,17,72,0,httpFlood
tcp,561,100,0,httpFlood
tcp,164,33,0,httpFlood
tcp,41,41,0,httpFlood
tcp,231,100,0,httpFlood
tcp,125,100,0,httpFlood
tcp,388,100,0,httpFlood
tcp,19,19,0,httpFlood
tcp,725,100,0,httpFlood
tcp,147,100,0,httpFlood
tcp,244,100,0,httpFlood
tcp,241,100,0,httpFlood
tcp,600,99,0,httpFlood
tcp,151,100,0,httpFlood
tcp,825,100,0,httpFlood
tcp,156,100,0,httpFlood
tcp,152,100,0,httpFlood
tcp,620,99,0,httpFlood
tcp,267,100,0,httpFlood
tcp,261,100,0,httpFlood
tcp,151,100,0,httpFlood
tcp,97,65,0,httpFlood
tcp,147,100,0,httpFlood
tcp,26,26,0,httpFlood
tcp,614,100,0,httpFlood
tcp,515,100,0,httpFlood
tcp,148,100,0,httpFlood
tcp,134,32,0,httpFlood
tcp,451,100,0,httpFlood
tcp,157,100,0,httpFlood
tcp,119,100,0,httpFlood
tcp,601,99,0,httpFlood
tcp,439,100,0,httpFlood
tcp,50,50,0,httpFlood
tcp,51,34,0,httpFlood
tcp,170,33,0,httpFlood
tcp,152,100,0,httpFlood
tcp,42,42,0,httpFlood
tcp,145,100,0,httpFlood
tcp,172,100,0,httpFlood
tcp,822,100,0,httpFlood
tcp,238,98,0,httpFlood
tcp,332,100,0,httpFlood
tcp,180,33,0,httpFlood
tcp,175,33,0,httpFlood
tcp,144,100,0,httpFlood
tcp,146,100,0,httpFlood
tcp,88,53,0.36,httpFlood
tcp,177,33,0,httpFlood
tcp,106,100,0,httpFlood
tcp,902,100,0,httpFlood
tcp,116,100,0,httpFlood
tcp,150,100,0,httpFlood
tcp,870,100,0,httpFlood
tcp,749,100,0,httpFlood
tcp,863,100,0,httpFlood
tcp,299,100,0,httpFlood
tcp,735,100,0,httpFlood
tcp,190,100,0,httpFlood
tcp,455,100,0,httpFlood
tcp,141,100,0,httpFlood
tcp,537,100,0,httpFlood
tcp,285,100,0,httpFlood
tcp,119,32,0,httpFlood
tcp,149,100,0,httpFlood
tcp,178,33,0,httpFlood
tcp,524,100,0,httpFlood
tcp,129,32,0,httpFlood
tcp,76,94,0,httpFlood
tcp,233,98,0,httpFlood
tcp,98,100,0,httpFlood
tcp,155,100,0,httpFlood
tcp,150,100,0,httpFlood
tcp,512,100,0,httpFlood
tcp,647,99,0,httpFlood
tcp,409,100,0,httpFlood
tcp,177,33,0,httpFlood
tcp,98,98,0,httpFlood
tcp,466,100,0,httpFlood
tcp,180,33,0,httpFlood
tcp,444,100,0,httpFlood
tcp,21,21,0,httpFlood
tcp,456,100,0,httpFlood
tcp,467,100,0,httpFlood
tcp,95,65,0,httpFlood
tcp,125,100,0,httpFlood
tcp,110,100,0,httpFlood
tcp,772,100,0,httpFlood
tcp,154,71,0.86,httpFlood
tcp,476,100,0,httpFlood
tcp,149,100,0,httpFlood
tcp,371,100,0,httpFlood
tcp,152,100,0,httpFlood
tcp,134,100,0,httpFlood
tcp,151,100,0,httpFlood
tcp,175,100,0,httpFlood
tcp,472,100,0,httpFlood
tcp,235,98,0,httpFlood
tcp,600,100,0,httpFlood
tcp,132,100,0,httpFlood
tcp,993,100,0,httpFlood
tcp,128,100,0,httpFlood
tcp,141,100,0,httpFlood
tcp,160,100,0,httpFlood
tcp,82,56,0,httpFlood
tcp,491,100,0,httpFlood
tcp,168,33,0,httpFlood
tcp,174,33,0,httpFlood
tcp,813,100,0,httpFlood
tcp,343,100,0,httpFlood
tcp,979,100,0,httpFlood
tcp,753,100,0,httpFlood
tcp,133,100,0,httpFlood
tcp,413,100,0,httpFlood
tcp,176,33,0,httpFlood
tcp,135,100,0,httpFlood
tcp,115,100,0,httpFlood
tcp,678,99,0,httpFlood
tcp,565,100,0,httpFlood
tcp,71,49,0,httpFlood
tcp,216,100,0,httpFlood
tcp,6,66,0,httpFlood
tcp,180,33,0,httpFlood
tcp,6,6,0,httpFlood
tcp,961,100,0,httpFlood
tcp,641,100,0,httpFlood
tcp,354,100,0,httpFlood
tcp,40,33,0,httpFlood
tcp,119,32,0,httpFlood
tcp,176,100,0,httpFlood
tcp,42,42,0,httpFlood
tcp,733,100,0,httpFlood
tcp,42,92,0,httpFlood
tcp,177,33,0,httpFlood
tcp,742,100,0,httpFlood
tcp,768,100,0,httpFlood
tcp,143,100,0,httpFlood
tcp,737,100,0,httpFlood
tcp,443,100,0,httpFlood
tcp,988,100,0,httpFlood
tcp,152,100,0,httpFlood
tcp,323,100,0,httpFlood
tcp,300,100,0,httpFlood
tcp,144,100,0,httpFlood
tcp,383,100,0,httpFlood
tcp,164,33,0,httpFlood
tcp,180,33,0,httpFlood
tcp,143,100,0,httpFlood
tcp,353,100,0,httpFlood
tcp,504,100,0,httpFlood
tcp,121,100,0,httpFlood
tcp,144,100,0,httpFlood
tcp,336,100,0,httpFlood
tcp,136,36,0,httpFlood
tcp,893,100,0,httpFlood
tcp,144,100,0,httpFlood
tcp,187,100,0,httpFlood
tcp,155,33,0,httpFlood
tcp,752,100,0,httpFlood
tcp,157,100,0,httpFlood
tcp,765,100,0,httpFlood
tcp,319,100,0,httpFlood
tcp,163,33,0,httpFlood
tcp,140,31,0,httpFlood
tcp,54,54,0,httpFlood
tcp,133,33,0,httpFlood
tcp,31,29,0,httpFlood
tcp,146,100,0,httpFlood
tcp,174,33,0,httpFlood
tcp,796,100,0,httpFlood
tcp,164,100,0,httpFlood
tcp,375,100,0,httpFlood
tcp,595,100,0,httpFlood
tcp,138,100,0,httpFlood
tcp,943,100,0,httpFlood
tcp,159,100,0,httpFlood
tcp,114,100,0,httpFlood
tcp,756,100,0,httpFlood
tcp,405,100,0,httpFlood
tcp,61,44,0.8,httpFlood
tcp,141,100,0,httpFlood
tcp,163,33,0,httpFlood
tcp,282,99,0,httpFlood
tcp,125,84,0,httpFlood
tcp,842,100,0,httpFlood
tcp,104,100,0,httpFlood
tcp,129,32,0,httpFlood
tcp,152,100,0,httpFlood
tcp,145,100,0,httpFlood
tcp,376,100,0,httpFlood
tcp,548,100,0,httpFlood
tcp,232,100,0,httpFlood
tcp,323,100,0,httpFlood
tcp,934,100,0,httpFlood
tcp,120,82,0,httpFlood
tcp,97,97,0,httpFlood
tcp,141,94,0,httpFlood
tcp,501,100,0,httpFlood
tcp,145,100,0,httpFlood
tcp,174,33,0,httpFlood
tcp,73,98,0,httpFlood
tcp,33,32,0,httpFlood
tcp,84,84,0,httpFlood
tcp,146,100,0,httpFlood
tcp,894,100,0,httpFlood
tcp,156,33,0,httpFlood
tcp,146,100,0,httpFlood
tcp,96,100,0,httpFlood
tcp,920,100,0,httpFlood
tcp,130,100,0,httpFlood
tcp,573,100,0,httpFlood
tcp,154,100,0,httpFlood
tcp,288,100,0,httpFlood
tcp,190,100,0,httpFlood
tcp,731,100,0,httpFlood
tcp,807,100,0,httpFlood
tcp,140,33,0,httpFlood
tcp,178,33,0,httpFlood
tcp,174,33,0,httpFlood
tcp,133,100,0,httpFlood
tcp,170,33,0,httpFlood
tcp,177,33,0,httpFlood
tcp,16,16,0,httpFlood
tcp,357,100,0,httpFlood
tcp,840,100,0,httpFlood
tcp,708,100,0,httpFlood
tcp,189,98,0,httpFlood
tcp,506,100,0,httpFlood
tcp,178,100,0,httpFlood
tcp,144,100,0,httpFlood
tcp,143,100,0,httpFlood
tcp,137,100,0,httpFlood
tcp,237,98,0,httpFlood
tcp,140,100,0,httpFlood
tcp,347,100,0,httpFlood
tcp,19,19,0,httpFlood
tcp,11,11,0,httpFlood
tcp,110,100,0,httpFlood
tcp,833,100,0,httpFlood
tcp,347,100,0,httpFlood
tcp,118,100,0,httpFlood
tcp,109,100,0,httpFlood
tcp,533,100,0,httpFlood
tcp,84,51,0.41,httpFlood
tcp,158,100,0,httpFlood
tcp,328,100,0,httpFlood
tcp,730,100,0,httpFlood
tcp,164,33,0,httpFlood
tcp,169,33,0,httpFlood
tcp,89,61,0,httpFlood
tcp,435,100,0,httpFlood
tcp,754,100,0,httpFlood
tcp,148,100,0,httpFlood
tcp,92,98,0,httpFlood
tcp,146,100,0,httpFlood
tcp,394,100,0,httpFlood
tcp,278,100,0,httpFlood
tcp,155,100,0,httpFlood
tcp,199,100,0,httpFlood
tcp,41,41,0,httpFlood
tcp,831,100,0,httpFlood
tcp,340,100,0,httpFlood
tcp,117,100,0,httpFlood
tcp,147,100,0,httpFlood
tcp,99,100,0,httpFlood
tcp,46,94,0,httpFlood
tcp,156,100,0,httpFlood
tcp,179,33,0,httpFlood
tcp,420,100,0,httpFlood
tcp,180,33,0,httpFlood
tcp,63,42,0,httpFlood
tcp,98,100,0,httpFlood
tcp,176,33,0,httpFlood
tcp,132,100,0,httpFlood
tcp,21,21,0,httpFlood
tcp,462,100,0,httpFlood
tcp,339,100,0,httpFlood
tcp,174,33,0,httpFlood
tcp,152,32,0,httpFlood
tcp,398,100,0,httpFlood
tcp,162,33,0,httpFlood
tcp,841,100,0,httpFlood
tcp,758,100,0,httpFlood
tcp,200,85,0.34,httpFlood
tcp,128,32,0,httpFlood
tcp,637,99,0,httpFlood
tcp,138,35,0,httpFlood
tcp,67,98,0,httpFlood
tcp,4,4,0,httpFlood
tcp,830,100,0,httpFlood
tcp,373,100,0,httpFlood
tcp,179,33,0,httpFlood
tcp,863,100,0,httpFlood
tcp,465,100,0,httpFlood
tcp,493,100,0,httpFlood
tcp,145,100,0,httpFlood
tcp,177,33,0,httpFlood
tcp,422,100,0,httpFlood
tcp,160,100,0,httpFlood
tcp,142,100,0,httpFlood
tcp,14,14,0,httpFlood
tcp,136,100,0,httpFlood
tcp,65,51,0,httpFlood
tcp,428,100,0,httpFlood
tcp,157,100,0,httpFlood
tcp,735,100,0,httpFlood
tcp,633,99,0,httpFlood
tcp,106,100,0,httpFlood
tcp,881,100,0,httpFlood
tcp,125,100,0,httpFlood
tcp,13,13,0,httpFlood
tcp,140,100,0,httpFlood
tcp,29,98,0,httpFlood
tcp,133,33,0,httpFlood
tcp,52,62,1,httpFlood
tcp,149,100,0,httpFlood
tcp,92,8,0,httpFlood
tcp,857,100,0,httpFlood
tcp,144,31,0,httpFlood
tcp,141,100,0,httpFlood
tcp,167,100,0,httpFlood
tcp,530,100,0,httpFlood
tcp,165,74,0.72,httpFlood
tcp,149,100,0,httpFlood
tcp,427,100,0,httpFlood
tcp,138,18,0,httpFlood
tcp,175,100,0,httpFlood
tcp,114,32,0,httpFlood
tcp,148,100,0,httpFlood
tcp,757,100,0,httpFlood
tcp,128,100,0,httpFlood
tcp,2,64,0,httpFlood
tcp,17,17,0,httpFlood
tcp,728,100,0,httpFlood
tcp,327,100,0,httpFlood
tcp,158,100,0,httpFlood
tcp,155,100,0,httpFlood
tcp,142,100,0,httpFlood
tcp,108,100,0,httpFlood
tcp,769,100,0,httpFlood
tcp,12,12,0,httpFlood
tcp,611,100,0,httpFlood
tcp,26,26,0,httpFlood
tcp,97,100,0,httpFlood
tcp,120,100,0,httpFlood
tcp,178,33,0,httpFlood
tcp,251,100,0,httpFlood
tcp,170,100,0,httpFlood
tcp,151,100,0,httpFlood
tcp,3,3,0,httpFlood
tcp,24,24,0,httpFlood
tcp,123,100,0,httpFlood
tcp,446,100,0,httpFlood
tcp,161,100,0,httpFlood
tcp,248,98,0,httpFlood
tcp,561,100,0,httpFlood
tcp,141,100,0,httpFlood
tcp,99,100,0,httpFlood
tcp,883,100,0,httpFlood
tcp,33,30,0,httpFlood
tcp,140,31,0,httpFlood
tcp,68,47,0.66,httpFlood
tcp,177,33,0,httpFlood
tcp,67,52,0,httpFlood
tcp,749,100,0,httpFlood
tcp,139,13,0,httpFlood
tcp,117,100,0,httpFlood
tcp,146,100,0,httpFlood
tcp,165,33,0,httpFlood
tcp,722,100,0,httpFlood
tcp,150,100,0,httpFlood
tcp,463,100,0,httpFlood
tcp,35,32,0,httpFlood
tcp,167,33,0,httpFlood
tcp,8,8,0,httpFlood
tcp,153,100,0,httpFlood
tcp,572,100,0,httpFlood
tcp,7,7,0,httpFlood
tcp,174,33,0,httpFlood
tcp,762,100,0,httpFlood
tcp,178,100,0,httpFlood
tcp,154,100,0,httpFlood
tcp,144,100,0,httpFlood
tcp,142,33,0,httpFlood
tcp,23,23,0,httpFlood
tcp,149,100,0,httpFlood
tcp,124,29,0,httpFlood
tcp,471,100,0,httpFlood
tcp,876,100,0,httpFlood
tcp,382,100,0,httpFlood
tcp,729,100,0,httpFlood
tcp,129,32,0,httpFlood
tcp,143,100,0,httpFlood
tcp,160,100,0,httpFlood
tcp,149,100,0,httpFlood
tcp,146,100,0,httpFlood
tcp,151,100,0,httpFlood
tcp,1,1,0,httpFlood
tcp,314,100,0,httpFlood
tcp,599,99,0,httpFlood
tcp,183,80,0.51,httpFlood
tcp,164,100,0,httpFlood
tcp,632,99,0,httpFlood
tcp,817,100,0,httpFlood
tcp,157,100,0,httpFlood
tcp,362,100,0,httpFlood
tcp,36,36,0,httpFlood
tcp,989,100,0,httpFlood
tcp,88,96,0,httpFlood
tcp,157,100,0,httpFlood
tcp,140,31,0,httpFlood
tcp,116,23,0,httpFlood
tcp,175,100,0,httpFlood
tcp,5,66,0,httpFlood
tcp,666,99,0,httpFlood
tcp,93,100,0,httpFlood
tcp,126,100,0,httpFlood
tcp,663,99,0,httpFlood
tcp,143,32,0,httpFlood
tcp,155,100,0,httpFlood
tcp,162,100,0,httpFlood
tcp,654,99,0,httpFlood
tcp,728,100,0,httpFlood
tcp,148,69,0.94,httpFlood
tcp,122,100,0,httpFlood
tcp,166,33,0,httpFlood
tcp,134,100,0,httpFlood
tcp,499,100,0,httpFlood
tcp,353,100,0,httpFlood
tcp,160,100,0,httpFlood
tcp,29,29,0,httpFlood
tcp,808,100,0,httpFlood
tcp,44,44,0,httpFlood
tcp,215,98,0,httpFlood
tcp,95,95,0,httpFlood
tcp,147,100,0,httpFlood
tcp,138,100,0,httpFlood
tcp,350,100,0,httpFlood
tcp,153,100,0,httpFlood
tcp,162,100,0,httpFlood
tcp,411,100,0,httpFlood
tcp,154,100,0,httpFlood
tcp,388,100,0,httpFlood
tcp,154,100,0,httpFlood
tcp,796,100,0,httpFlood
tcp,139,33,0,httpFlood
tcp,500,100,0,httpFlood
tcp,321,100,0,httpFlood
tcp,124,33,0,httpFlood
tcp,165,100,0,httpFlood
tcp,6,6,0,httpFlood
tcp,150,100,0,httpFlood
tcp,691,100,0,httpFlood
tcp,30,29,0,httpFlood
tcp,420,100,0,httpFlood
tcp,49,34,0,httpFlood
tcp,180,33,0,httpFlood
tcp,172,33,0,httpFlood
tcp,440,100,0,httpFlood
tcp,303,100,0,httpFlood
tcp,105,100,0,httpFlood
tcp,105,100,0,httpFlood
tcp,268,98,0,httpFlood
tcp,557,100,0,httpFlood
tcp,336,100,0,httpFlood
tcp,115,100,0,httpFlood
tcp,663,100,0,httpFlood
tcp,379,100,0,httpFlood
tcp,188,100,0,httpFlood
tcp,756,100,0,httpFlood
tcp,759,100,0,httpFlood
tcp,36,34,0,httpFlood
tcp,121,82,0,httpFlood
tcp,178,33,0,httpFlood
tcp,142,100,0,httpFlood
tcp,365,100,0,httpFlood
tcp,0,0,0,httpFlood
tcp,208,88,0.27,httpFlood
tcp,966,100,0,httpFlood
tcp,190,98,0,httpFlood
tcp,30,30,0,httpFlood
tcp,138,100,0,httpFlood
tcp,178,33,0,httpFlood
tcp,940,100,0,httpFlood
tcp,179,33,0,httpFlood
tcp,150,100,0,httpFlood
tcp,339,100,0,httpFlood
tcp,432,100,0,httpFlood
tcp,566,100,0,httpFlood
tcp,142,94,0,httpFlood
tcp,945,100,0,httpFlood
tcp,89,53,0.34,httpFlood
tcp,129,32,0,httpFlood
tcp,430,100,0,httpFlood
tcp,131,36,0,httpFlood
tcp,156,100,0,httpFlood
tcp,1,1,0,httpFlood
tcp,873,100,0,httpFlood
tcp,145,100,0,httpFlood
tcp,189,100,0,httpFlood
tcp,427,100,0,httpFlood
tcp,85,98,0,httpFlood
tcp,76,49,0.55,httpFlood
tcp,131,100,0,httpFlood
tcp,136,10,0,httpFlood
tcp,146,100,0,httpFlood
tcp,771,100,0,httpFlood
tcp,58,48,0,httpFlood
tcp,156,100,0,httpFlood
tcp,497,100,0,httpFlood
tcp,218,98,0,httpFlood
tcp,171,33,0,httpFlood
tcp,133,100,0,httpFlood
tcp,608,99,0,httpFlood
tcp,287,100,0,httpFlood
tcp,250,100,0,httpFlood
tcp,1,63,0,httpFlood
tcp,378,100,0,httpFlood
tcp,164,100,0,httpFlood
tcp,140,100,0,httpFlood
tcp,112,100,0,httpFlood
tcp,15,15,0,httpFlood
tcp,371,100,0,httpFlood
tcp,703,100,0,httpFlood
tcp,642,100,0,httpFlood
tcp,156,100,0,httpFlood
tcp,740,100,0,httpFlood
tcp,331,100,0,httpFlood
tcp,104,100,0,httpFlood
tcp,240,98,0.02,httpFlood
tcp,563,100,0,httpFlood
tcp,263,100,0,httpFlood
tcp,189,100,0,httpFlood
tcp,230,95,0.09,httpFlood
tcp,174,33,0,httpFlood
tcp,74,74,0,httpFlood
tcp,155,100,0,httpFlood
tcp,177,33,0,httpFlood
tcp,129,32,0,httpFlood
tcp,707,100,0,httpFlood
tcp,710,100,0,httpFlood
tcp,741,100,0,httpFlood
tcp,38,32,0,httpFlood
tcp,43,33,0,httpFlood
tcp,151,100,0,httpFlood
tcp,48,33,0,httpFlood
tcp,152,100,0,httpFlood
tcp,716,100,0,httpFlood
tcp,83,98,0,httpFlood
tcp,149,100,0,httpFlood
tcp,346,100,0,httpFlood
tcp,103,100,0,httpFlood
tcp,632,100,0,httpFlood
tcp,134,9,0,httpFlood
tcp,404,100,0,httpFlood
tcp,786,100,0,httpFlood
tcp,41,98,0,httpFlood
tcp,666,100,0,httpFlood
tcp,148,100,0,httpFlood
tcp,55,45,0,httpFlood
tcp,0,0,0,httpFlood
tcp,280,100,0,httpFlood
tcp,167,33,0,httpFlood
tcp,957,100,0,httpFlood
tcp,179,100,0,httpFlood
tcp,144,100,0,httpFlood
tcp,283,100,0,httpFlood
tcp,163,100,0,httpFlood
tcp,284,100,0,httpFlood
tcp,16,98,0,httpFlood
tcp,399,100,0,httpFlood
tcp,55,37,0,httpFlood
tcp,172,33,0,httpFlood
tcp,435,100,0,httpFlood
tcp,606,99,0,httpFlood
tcp,174,33,0,httpFlood
tcp,142,100,0,httpFlood
tcp,754,100,0,httpFlood
tcp,147,100,0,httpFlood
tcp,252,100,0,httpFlood
tcp,400,100,0,httpFlood
tcp,938,100,0,httpFlood
tcp,517,100,0,httpFlood
tcp,152,100,0,httpFlood
tcp,131,100,0,httpFlood
tcp,524,100,0,httpFlood
tcp,481,100,0,httpFlood
tcp,9,9,0,httpFlood
tcp,912,100,0,httpFlood
tcp,115,100,0,httpFlood
tcp,178,33,0,httpFlood
tcp,144,33,0,httpFlood
tcp,150,100,0,httpFlood
tcp,222,98,0,httpFlood
tcp,161,100,0,httpFlood
tcp,614,99,0,httpFlood
tcp,691,99,0,httpFlood
tcp,145,100,0,httpFlood
tcp,312,100,0,httpFlood
tcp,915,100,0,httpFlood
tcp,229,100,0,httpFlood
tcp,618,99,0,httpFlood
tcp,149,69,0.93,httpFlood
tcp,470,100,0,httpFlood
tcp,638,99,0,httpFlood
tcp,87,98,0,httpFlood
tcp,146,68,0.97,httpFlood
tcp,180,33,0,httpFlood
tcp,91,91,0,httpFlood
tcp,6,6,0,httpFlood
tcp,129,100,0,httpFlood
tcp,425,100,0,httpFlood
tcp,184,100,0,httpFlood
tcp,169,100,0,httpFlood
tcp,848,100,0,httpFlood
tcp,480,100,0,httpFlood
tcp,0,0,0,httpFlood
tcp,27,27,0,httpFlood
tcp,117,23,0,httpFlood
tcp,96,100,0,httpFlood
tcp,530,100,0,httpFlood
tcp,261,98,0,httpFlood
tcp,3,98,0,httpFlood
tcp,401,100,0,httpFlood
tcp,147,33,0,httpFlood
tcp,178,33,0,httpFlood
tcp,6,6,0,httpFlood
tcp,117,100,0,httpFlood
tcp,152,100,0,httpFlood
tcp,152,100,0,httpFlood
tcp,162,33,0,httpFlood
tcp,457,100,0,httpFlood
tcp,352,100,0,httpFlood
tcp,468,100,0,httpFlood
tcp,131,100,0,httpFlood
tcp,349,100,0,httpFlood
tcp,706,100,0,httpFlood
tcp,770,100,0,httpFlood
tcp,9,9,0,httpFlood
tcp,351,100,0,httpFlood
tcp,665,99,0,httpFlood
tcp,149,100,0,httpFlood
tcp,169,33,0,httpFlood
tcp,690,99,0,httpFlood
tcp,171,100,0,httpFlood
tcp,59,94,0,httpFlood
tcp,476,100,0,httpFlood
tcp,30,30,0,httpFlood
tcp,134,100,0,httpFlood
tcp,152,100,0,httpFlood
tcp,120,100,0,httpFlood
tcp,177,33,0,httpFlood
tcp,179,100,0,httpFlood
tcp,166,100,0,httpFlood
tcp,165,100,0,httpFlood
tcp,152,100,0,httpFlood
tcp,461,100,0,httpFlood
tcp,137,20,0,httpFlood
tcp,144,31,0,httpFlood
tcp,175,100,0,httpFlood
tcp,737,100,0,httpFlood
tcp,771,100,0,httpFlood
tcp,693,99,0,httpFlood
tcp,486,100,0,httpFlood
tcp,843,100,0,httpFlood
tcp,689,100,0,httpFlood
tcp,145,100,0,httpFlood
tcp,768,100,0,httpFlood
tcp,875,100,0,httpFlood
tcp,177,33,0,httpFlood
tcp,150,100,0,httpFlood
tcp,200,100,0,httpFlood
tcp,179,33,0,httpFlood
tcp,133,100,0,httpFlood
tcp,107,100,0,httpFlood
tcp,142,100,0,httpFlood
tcp,85,57,0,httpFlood
tcp,868,100,0,httpFlood
tcp,99,100,0,httpFlood
tcp,137,94,0,httpFlood
tcp,170,100,0,httpFlood
tcp,150,100,0,httpFlood
tcp,196,100,0,httpFlood
tcp,398,100,0,httpFlood
tcp,729,100,0,httpFlood
tcp,137,11,0,httpFlood
tcp,7,7,0,httpFlood
tcp,874,100,0,httpFlood
tcp,294,100,0,httpFlood
tcp,141,31,0,httpFlood
tcp,119,31,0,httpFlood
tcp,692,100,0,httpFlood
tcp,178,33,0,httpFlood
tcp,661,99,0,httpFlood
tcp,50,50,0,httpFlood
tcp,311,100,0,httpFlood
tcp,423,100,0,httpFlood
tcp,151,100,0,httpFlood
tcp,296,100,0,httpFlood
tcp,610,100,0,httpFlood
tcp,170,100,0,httpFlood
tcp,149,100,0,httpFlood
tcp,177,33,0,httpFlood
tcp,35,88,0,httpFlood
tcp,483,100,0,httpFlood
tcp,174,33,0,httpFlood
tcp,60,41,0,httpFlood
tcp,157,100,0,httpFlood
tcp,133,37,0,httpFlood
tcp,31,85,0,httpFlood
tcp,133,100,0,httpFlood
tcp,72,56,0,httpFlood
tcp,86,96,0,httpFlood
tcp,848,100,0,httpFlood
tcp,162,100,0,httpFlood
