% isAttack slowRead:	1333
% isAttack slowHeaders:	1333
% isAttack slowBody:	1333
@relation 'Slowrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3-5,9,11,15,18,20,23-24,27'

@attribute flag {SF,S0,REJ,RSTR,SH,RSTO,S1,RSTOS0,S3,S2,OTH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute srv_count numeric
@attribute srv_serror_rate numeric
@attribute diff_srv_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_diff_srv_rate numeric
@attribute dst_host_serror_rate numeric
@attribute dst_host_srv_serror_rate numeric
@attribute isAttack {slowRead,slowHeaders,slowBody}

@data
S1,148,0,236,0.99,0,98,0.01,0.97,0.98,slowRead
S1,296,0,677,1,0,100,0,1,1,slowBody
RSTO,1145,1024,197,0,0,100,0,0,0,slowBody
S1,296,0,167,1,0,100,0,1,1,slowBody
S1,296,0,357,1,0,100,0,1,1,slowRead
OTH,66,0,429,0,0,88,0,0,0,slowBody
OTH,96,0,40,0,0,54,0,0,0,slowBody
RSTO,1124,958,101,0,0,100,0,0,0,slowBody
S1,370,0,327,0.37,0,100,0,0.98,0.98,slowBody
S1,296,0,125,1,0,100,0,1,1,slowRead
S1,370,0,396,0.9,0,100,0,0.98,0.98,slowBody
S1,296,0,168,1,0,100,0,1,1,slowBody
S1,296,0,445,1,0,100,0,1,1,slowRead
OTH,60,0,1110,0,0,57,0,0,0,slowBody
OTH,60,0,661,0,0,73,0,0,0,slowBody
OTH,60,0,598,0,0,74,0,0,0,slowRead
S1,296,0,149,1,0,100,0,1,1,slowBody
S1,148,0,222,1,0,100,0,1,1,slowBody
S1,74,0,111,0.97,0,100,0,1,1,slowHeaders
S1,370,0,555,0.49,0,100,0,0.83,0.83,slowHeaders
OTH,66,0,584,0,0,93,0,0,0,slowHeaders
OTH,472,0,1,0,0,63,0,0,0,slowRead
S1,370,0,728,0.17,0,100,0,1,1,slowRead
RSTO,922,953,58,0,0,83,0,0,0,slowHeaders
S1,370,0,442,0.38,0,100,0,0.3,0.3,slowHeaders
OTH,123,0,78,0,0,50,0,0,0,slowHeaders
OTH,72,0,146,0,0,50,0,0,0,slowBody
OTH,60,0,1106,0,0,50,0,0,0,slowBody
S1,222,0,737,1,0,100,0,1,1,slowBody
RSTO,3340,1424,226,0,0,100,0,0,0,slowRead
OTH,66,0,441,0,0,88,0,0,0,slowRead
RSTO,865,953,55,0,0,82,0,0,0,slowHeaders
S1,74,0,228,0.99,0,100,0,1,1,slowBody
OTH,106,0,14,0,0,54,0,0,0,slowBody
S1,370,0,552,1,0,100,0,1,1,slowHeaders
OTH,60,0,839,0,0,51,0,0,0,slowHeaders
S1,370,0,643,0.62,0,100,0,0.99,0.99,slowHeaders
S1,760,206,196,0.94,0.01,100,0,1,1,slowBody
OTH,93,0,250,0,0,50,0,0,0,slowHeaders
OTH,103,0,31,0,0,45,0,0,0,slowHeaders
S1,621,140,741,0.99,0,99,0,1,1,slowRead
S1,296,0,425,1,0,100,0,1,1,slowRead
OTH,66,0,608,0,0,90,0,0,0,slowRead
RSTO,1159,958,12,0,0,15,0,0,0,slowBody
OTH,124,0,193,0,0,50,0,0,0,slowHeaders
OTH,100,0,9,0,0,60,0,0,0,slowRead
S1,74,0,187,0.99,0.01,100,0,1,1,slowBody
S1,74,0,719,0.99,0,100,0,1,1,slowRead
S1,370,0,260,0.87,0,100,0,0.71,0.71,slowHeaders
OTH,84,0,95,0,0,50,0,0,0,slowBody
RSTO,1139,1754,527,0,0,100,0,0,0,slowRead
OTH,60,0,654,0,0,69,0,0,0,slowRead
S1,370,0,668,0.63,0,100,0,1,1,slowHeaders
OTH,116,0,48,0,0,53,0,0,0,slowBody
OTH,112,0,74,0,0,50,0,0,0,slowRead
S1,370,0,805,0.21,0,100,0,0.98,0.98,slowRead
OTH,88,0,268,0,0,50,0,0,0,slowHeaders
OTH,60,0,502,0,0,71,0,0,0,slowBody
OTH,60,0,606,0,0,89,0,0,0,slowBody
OTH,60,0,916,0,0,29,0,0,0,slowBody
OTH,77,0,170,0,0,50,0,0,0,slowBody
RSTO,931,953,73,0,0,89,0,0,0,slowHeaders
S1,296,0,392,1,0,100,0,1,1,slowBody
S1,370,0,234,0.12,0,100,0,0.29,0.29,slowBody
RSTO,934,953,22,0,0,53,0,0,0,slowHeaders
S1,746,206,122,1,0.01,100,0,1,1,slowHeaders
S1,74,0,474,0.99,0,98,0,0.97,0.97,slowRead
S1,370,0,295,0.31,0,100,0,0.9,0.9,slowBody
RSTO,1115,1024,83,0,0,92,0,0,0,slowBody
S1,370,0,888,0.68,0,100,0,0.98,0.98,slowRead
RSTO,960,953,95,0,0,98,0,0,0,slowHeaders
S1,926,1490,341,0.98,0,100,0,1,1,slowRead
S1,370,0,13,1,0,100,0,1,1,slowRead
S1,370,0,100,1,0,100,0,1,1,slowBody
S1,723,206,103,1,0.01,100,0,1,1,slowRead
OTH,60,0,935,0,0,52,0,0,0,slowRead
OTH,103,0,193,0,0,50,0,0,0,slowBody
S1,370,0,655,0.57,0,100,0,0.97,0.97,slowHeaders
OTH,66,0,458,0,0,100,0,0,0,slowHeaders
OTH,99,0,180,0,0,50,0,0,0,slowRead
OTH,84,0,53,0,0,50,0,0,0,slowHeaders
OTH,101,0,156,0,0,50,0,0,0,slowBody
OTH,60,0,1048,0,0,50,0,0,0,slowHeaders
OTH,98,0,102,0,0,50,0,0,0,slowRead
S1,370,0,684,0.63,0,100,0,1,1,slowBody
RSTO,968,887,26,0,0,27,0,0,0,slowHeaders
OTH,79,0,147,0,0,50,0,0,0,slowHeaders
S1,222,0,757,1,0,100,0,1,1,slowRead
OTH,60,0,13,0,0,64,0,0,0,slowBody
OTH,125,0,280,0,0,50,0,0,0,slowRead
S1,759,206,97,1,0.01,97,0.01,0.99,1,slowHeaders
S1,74,0,746,0.99,0,100,0,1,1,slowRead
S1,370,0,247,0.98,0,100,0,0.99,0.99,slowHeaders
S1,665,140,493,1,0,94,0,0.99,0.99,slowBody
S1,370,0,660,0.08,0,100,0,0.53,0.53,slowRead
S1,765,206,152,1,0.01,100,0,1,1,slowHeaders
S1,296,0,132,1,0,100,0,1,1,slowRead
S1,739,206,132,0.91,0.01,100,0,1,1,slowBody
RSTO,1308,1754,503,0,0,100,0,0,0,slowRead
S1,148,0,713,1,0,100,0,1,1,slowBody
S1,74,0,125,0.98,0.01,100,0,1,1,slowBody
OTH,66,0,518,0,0,85,0,0,0,slowBody
S1,296,0,284,1,0,100,0,1,1,slowRead
S1,148,0,279,0.99,0,100,0,1,1,slowRead
OTH,66,0,514,0,0,69,0,0,0,slowBody
RSTO,4474,689,13,0.92,0,100,0,0.14,0.14,slowHeaders
RSTO,1144,1886,71,0,0,75,0,0,0,slowRead
S1,296,0,892,0.69,0,100,0,1,1,slowBody
S1,370,0,473,1,0,100,0,1,1,slowBody
S1,74,0,35,0.94,0.03,73,0.01,0.45,0.45,slowBody
S1,296,0,608,1,0,100,0,1,1,slowRead
S2,1440,140,171,1,0,100,0,1,1,slowBody
S1,296,0,405,1,0,100,0,1,1,slowBody
OTH,525,0,14,0,0,24,0,0,0,slowRead
OTH,113,0,15,0,0,53,0,0,0,slowBody
S1,370,0,209,0.04,0,100,0,0.09,0.09,slowRead
OTH,112,0,195,0,0,50,0,0,0,slowBody
RSTO,1179,1024,56,0,0,81,0,0,0,slowBody
OTH,60,0,981,0,0,19,0,0,0,slowRead
OTH,102,0,92,0,0,50,0,0,0,slowRead
OTH,186,0,570,0,0,100,0,0,0,slowHeaders
OTH,165,0,247,0,0,100,0,0,0,slowBody
RSTO,1177,1024,398,0.39,0,100,0,0.64,0.64,slowBody
OTH,60,0,1088,0,0,54,0,0,0,slowHeaders
S1,370,0,271,0.24,0,100,0,0.66,0.66,slowBody
OTH,114,0,157,0,0,50,0,0,0,slowBody
S1,148,0,11,0.82,0.08,98,0.01,0.95,0.96,slowRead
OTH,60,0,877,0,0,49,0,0,0,slowBody
OTH,60,0,969,0,0,47,0,0,0,slowHeaders
S1,370,0,480,1,0,100,0,1,1,slowBody
S1,148,0,87,0.9,0,95,0,0.82,0.82,slowRead
OTH,66,0,566,0,0,78,0,0,0,slowBody
OTH,115,0,260,0,0,50,0,0,0,slowHeaders
RSTO,1000,953,8,0,0,9,0,0,0,slowHeaders
S1,296,0,684,1,0,100,0,1,1,slowRead
S1,296,0,217,1,0,100,0,1,1,slowRead
S1,370,0,276,0.72,0,100,0,1,1,slowHeaders
S1,370,0,201,0.82,0,100,0,0.65,0.65,slowBody
S1,296,0,6,1,0,7,0,1,1,slowRead
OTH,60,0,891,0,0,3,0,0,0,slowHeaders
S1,370,0,443,0.91,0,100,0,1,1,slowBody
S1,370,0,656,0.87,0,100,0,0.97,0.97,slowBody
S1,762,206,190,0.94,0.01,100,0,1,1,slowBody
S1,370,0,408,1,0,100,0,1,1,slowHeaders
OTH,66,0,532,0,0,85,0,0,0,slowBody
RSTO,1089,1019,39,0,0,40,0,0,0,slowHeaders
OTH,60,0,518,0,0,83,0,0,0,slowRead
S1,768,206,172,0.93,0.01,100,0,1,1,slowBody
OTH,60,0,1089,0,0,49,0,0,0,slowHeaders
RSTO,926,887,153,0,0.01,100,0,0,0,slowRead
S1,370,0,508,1,0,100,0,1,1,slowRead
S1,222,0,765,1,0,100,0,1,1,slowRead
OTH,60,0,1088,0,0,48,0,0,0,slowRead
S1,148,0,712,1,0,100,0,1,1,slowBody
OTH,114,0,147,0,0,50,0,0,0,slowRead
OTH,60,0,832,0,0,44,0,0,0,slowRead
S1,296,0,53,1,0,54,0,1,1,slowRead
OTH,84,0,82,0,0,50,0,0,0,slowHeaders
RSTO,1100,1886,23,0,0,62,0,0,0,slowRead
S1,74,0,128,0.98,0.01,100,0,1,1,slowBody
OTH,111,0,42,0,0,60,0,0,0,slowRead
OTH,100,0,55,0,0,50,0,0,0,slowBody
OTH,60,0,681,0,0,50,0,0,0,slowBody
S1,370,0,415,0.4,0,100,0,0.55,0.55,slowBody
S1,902,1754,160,0.95,0.01,100,0,1,1,slowRead
OTH,60,0,969,0,0,43,0,0,0,slowBody
S1,222,0,494,1,0,100,0,1,1,slowBody
S1,370,0,228,0.11,0,100,0,0.24,0.24,slowHeaders
OTH,100,0,144,0,0,50,0,0,0,slowBody
OTH,122,0,182,0,0,50,0,0,0,slowHeaders
OTH,66,0,455,0,0,100,0,0,0,slowHeaders
OTH,100,0,232,0,0,50,0,0,0,slowBody
S1,621,140,769,0.99,0,99,0,1,1,slowRead
OTH,408,0,9,0,0,9,0,0,0,slowRead
S1,296,0,117,1,0,100,0,1,1,slowRead
S1,665,140,470,1,0,95,0,1,1,slowBody
S1,370,0,123,0.99,0,100,0,1,1,slowHeaders
OTH,111,0,241,0,0,50,0,0,0,slowHeaders
OTH,66,0,610,0,0,74,0,0,0,slowRead
S1,370,0,540,0.48,0,100,0,0.68,0.68,slowHeaders
RSTO,964,953,19,0,0,50,0,0,0,slowHeaders
RSTO,1075,1019,136,0.71,0,100,0,0.64,0.64,slowHeaders
RSTO,863,953,26,0,0,60,0,0,0,slowHeaders
OTH,60,0,657,0,0,78,0,0,0,slowRead
S1,148,0,49,0.76,0,82,0,0.45,0.45,slowHeaders
OTH,114,0,258,0,0,50,0,0,0,slowBody
S1,74,0,755,0.99,0,100,0,1,1,slowRead
S1,296,0,30,1,0,31,0,1,1,slowBody
S2,5046,74,735,0.61,0,100,0,0.68,0.68,slowBody
S1,148,0,149,0.97,0.01,100,0,1,1,slowRead
S1,296,0,373,1,0,100,0,1,1,slowRead
OTH,60,0,1068,0,0,49,0,0,0,slowRead
S1,296,0,436,1,0,100,0,1,1,slowRead
S1,370,0,388,1,0,100,0,1,1,slowBody
OTH,60,0,926,0,0,47,0,0,0,slowRead
S1,148,0,256,0.99,0,98,0.01,0.97,0.98,slowRead
OTH,473,0,7,0,0,63,0,0,0,slowRead
OTH,366,0,237,0,0,61,0,0,0,slowBody
RSTO,1144,1886,139,0,0,100,0,0,0,slowRead
OTH,60,0,755,0,0,52,0,0,0,slowHeaders
S1,222,0,945,1,0,100,0,1,1,slowBody
RSTO,1043,958,125,0,0,100,0,0,0,slowBody
S1,74,0,402,0.99,0,98,0,0.98,0.98,slowRead
S1,148,0,143,0.97,0.01,100,0,1,1,slowRead
OTH,60,0,715,0,0,49,0,0,0,slowRead
OTH,100,0,257,0,0,50,0,0,0,slowHeaders
RSTO,1100,1886,121,0,0,100,0,0,0,slowRead
S1,370,0,117,0.98,0,100,0,0.98,0.98,slowHeaders
S1,665,140,100,0.99,0,97,0,0.99,0.99,slowBody
S1,370,0,408,0.4,0,100,0,0.57,0.57,slowHeaders
S1,148,0,153,0.97,0.01,100,0,1,1,slowRead
RSTO,1010,1019,81,0,0,82,0,0,0,slowHeaders
S1,222,0,58,0.67,0,84,0,0.46,0.46,slowRead
S1,745,206,130,1,0.01,100,0,1,1,slowHeaders
OTH,90,0,191,0,0,50,0,0,0,slowHeaders
RSTO,1144,1886,104,0,0,100,0,0,0,slowRead
RSTO,1400,1019,200,0,0,99,0,0,0,slowBody
S1,222,0,675,1,0,100,0,1,1,slowRead
OTH,92,0,224,0,0,52,0,0,0,slowRead
OTH,66,0,309,0,0,63,0,0,0,slowRead
S1,296,0,685,1,0,100,0,1,1,slowBody
RSTO,934,887,362,0.42,0,100,0,0.91,0.91,slowHeaders
S1,296,0,670,1,0,100,0,1,1,slowBody
S1,768,206,537,1,0,100,0,1,1,slowBody
S1,737,206,191,1,0,100,0,1,1,slowBody
S1,296,0,932,0.71,0,100,0,1,1,slowBody
S1,621,140,770,0.99,0,100,0,1,1,slowRead
S1,222,0,729,1,0,100,0,1,1,slowRead
OTH,70,0,258,0,0,50,0,0,0,slowHeaders
S1,296,0,52,1,0,53,0,1,1,slowRead
S1,296,0,1,1,0,2,0,1,1,slowRead
S1,370,0,360,1,0,100,0,1,1,slowBody
S1,296,0,209,1,0,100,0,1,1,slowRead
S1,296,0,654,1,0,100,0,1,1,slowBody
RSTO,1159,1024,128,0,0,100,0,0,0,slowBody
RSTO,2247,1424,358,0,0,100,0,0,0,slowRead
S2,1656,140,163,1,0,100,0,1,1,slowBody
S1,653,206,159,0.99,0.01,100,0,1,1,slowBody
S1,296,0,729,0.62,0,100,0,1,1,slowBody
S1,665,140,88,0.97,0.01,93,0.01,0.96,0.97,slowHeaders
S1,148,0,181,1,0.01,100,0,1,1,slowBody
S1,370,0,483,1,0,100,0,1,1,slowHeaders
S1,370,0,436,1,0,100,0,1,1,slowHeaders
S1,370,0,244,1,0,99,0,1,1,slowHeaders
S1,370,0,130,1,0,100,0,1,1,slowBody
OTH,60,0,643,0,0,46,0,0,0,slowHeaders
S1,370,0,770,0.64,0,100,0,0.66,0.66,slowRead
RSTO,1308,1754,514,0,0,100,0,0,0,slowRead
OTH,60,0,690,0,0,57,0,0,0,slowRead
OTH,60,0,938,0,0,44,0,0,0,slowHeaders
S1,370,0,208,0.99,0,100,0,1,1,slowHeaders
S1,222,0,644,1,0,100,0,1,1,slowHeaders
S1,148,0,260,1,0,100,0,0.99,0.99,slowBody
OTH,66,0,374,0,0,97,0,0,0,slowHeaders
OTH,66,0,341,0,0,77,0,0,0,slowBody
OTH,111,0,240,0,0,50,0,0,0,slowRead
OTH,66,0,374,0,0,97,0,0,0,slowHeaders
S1,370,0,619,0.6,0,100,0,0.99,0.99,slowRead
OTH,66,0,384,0,0,85,0,0,0,slowHeaders
S1,370,0,265,1,0,99,0,1,1,slowHeaders
S1,370,0,745,0.62,0,100,0,0.66,0.66,slowRead
OTH,60,0,1093,0,0,50,0,0,0,slowHeaders
RSTO,924,953,713,0.64,0,100,0,0.87,0.87,slowHeaders
RSTO,2321,1424,602,0,0,100,0,0,0,slowRead
S1,370,0,147,0.99,0,100,0,1,1,slowBody
S1,74,0,753,0.99,0,100,0,1,1,slowRead
S1,296,0,701,1,0,100,0,1,1,slowHeaders
S1,370,0,48,0.94,0,100,0,0.47,0.47,slowHeaders
S1,296,0,300,1,0,100,0,1,1,slowRead
RSTO,2321,1424,601,0,0,100,0,0,0,slowRead
S1,370,0,260,0.72,0,100,0,0.41,0.41,slowBody
OTH,66,0,352,0,0,82,0,0,0,slowRead
S1,370,0,263,0.22,0,100,0,0.58,0.58,slowBody
RSTO,912,953,59,0,0,84,0,0,0,slowHeaders
OTH,83,0,281,0,0,50,0,0,0,slowHeaders
S1,296,0,75,1,0,100,0,1,1,slowRead
S1,370,0,603,0.58,0,100,0,1,1,slowBody
S1,370,0,350,0.89,0,100,0,0.98,0.98,slowHeaders
RSTO,2736,11980,4,0,0.2,86,0.01,0.92,0.93,slowHeaders
S1,370,0,102,1,0,100,0,1,1,slowRead
OTH,66,0,591,0,0,89,0,0,0,slowRead
OTH,481,0,289,0,0,53,0,0,0,slowHeaders
S1,643,206,93,0.99,0.01,93,0.01,0.98,0.99,slowBody
S1,148,0,70,0.99,0,100,0,0.99,0.99,slowRead
OTH,60,0,625,0,0,73,0,0,0,slowHeaders
S1,370,0,290,0.3,0,100,0,0.88,0.88,slowRead
OTH,60,0,14,0,0,14,0,0,0,slowHeaders
S1,296,0,832,0.67,0,100,0,1,1,slowBody
S1,370,0,521,1,0,100,0,1,1,slowHeaders
S1,296,0,111,1,0,100,0,1,1,slowBody
S1,370,0,664,0.62,0,100,0,1,1,slowBody
S1,222,0,731,1,0,99,0,1,1,slowHeaders
S1,296,0,38,1,0,100,0,1,1,slowRead
OTH,66,0,333,0,0,73,0,0,0,slowRead
RSTO,889,1019,274,0.99,0,99,0,0.99,0.99,slowBody
OTH,86,0,179,0,0,50,0,0,0,slowBody
S1,370,0,419,1,0,100,0,1,1,slowBody
S1,74,0,16,0.88,0.06,97,0.01,0.97,0.98,slowHeaders
OTH,60,0,1077,0,0,51,0,0,0,slowRead
OTH,66,0,299,0,0,59,0,0,0,slowRead
OTH,87,0,205,0,0,50,0,0,0,slowHeaders
OTH,60,0,1135,0,0,56,0,0,0,slowRead
RSTO,1131,1820,391,0,0,100,0,0,0,slowRead
RSTO,1038,1019,90,0,0,96,0,0,0,slowHeaders
S1,981,338,126,1,0.01,100,0,1,1,slowRead
RSTO,985,953,61,0,0,62,0,0,0,slowHeaders
OTH,99,0,241,0,0,50,0,0,0,slowHeaders
S1,296,0,155,1,0,100,0,1,1,slowBody
OTH,66,0,315,0,0,68,0,0,0,slowHeaders
OTH,102,0,7,0,0,13,0,0,0,slowRead
S1,548,140,598,0.99,0,100,0,1,1,slowBody
S1,296,0,635,1,0,100,0,1,1,slowBody
OTH,74,0,24,0,0,24,0,0,0,slowHeaders
RSTO,4436,11980,1,0,0.5,94,0.01,0.96,0.97,slowHeaders
S1,750,206,86,0.86,0.01,85,0.01,0.86,0.87,slowBody
S1,370,0,370,1,0,100,0,1,1,slowBody
S1,370,0,457,0.91,0,100,0,1,1,slowBody
S1,74,0,431,1,0,100,0,1,1,slowHeaders
RSTO,1126,1024,143,0,0,99,0,0,0,slowHeaders
S1,222,0,101,0.79,0,100,0,0.8,0.8,slowRead
RSTO,1128,1024,371,0.42,0,100,0,0.9,0.9,slowHeaders
OTH,66,0,452,0,0,88,0,0,0,slowBody
S1,296,0,48,1,0,49,0,1,1,slowRead
S1,296,0,170,1,0,100,0,1,1,slowBody
S1,370,0,110,0.98,0,100,0,1,1,slowBody
S1,222,0,803,1,0,100,0,1,1,slowBody
OTH,107,0,15,0,0,15,0,0,0,slowHeaders
S1,370,0,858,0.67,0,100,0,0.98,0.98,slowRead
OTH,66,0,348,0,0,79,0,0,0,slowHeaders
S1,370,0,208,0.02,0,100,0,0.05,0.05,slowBody
S1,370,0,230,0.03,0,100,0,0.07,0.07,slowHeaders
RSTO,913,953,2,0,0,36,0,0,0,slowBody
OTH,60,0,1086,0,0,45,0,0,0,slowBody
S1,296,0,606,1,0,100,0,1,1,slowRead
S1,296,0,55,1,0,100,0,1,1,slowRead
S1,622,140,188,1,0,100,0,1,1,slowBody
RSTO,1078,1820,173,0,0,100,0,0,0,slowRead
OTH,60,0,893,0,0,34,0,0,0,slowRead
RSTO,3122,1424,377,0,0,100,0,0,0,slowRead
OTH,66,0,564,0,0,86,0,0,0,slowBody
OTH,85,0,48,0,0,54,0,0,0,slowHeaders
OTH,84,0,70,0,0,50,0,0,0,slowBody
S1,370,0,239,0.14,0,100,0,0.34,0.34,slowBody
OTH,66,0,465,0,0,100,0,0,0,slowHeaders
S1,296,0,663,1,0,100,0,1,1,slowHeaders
OTH,60,0,736,0,0,51,0,0,0,slowRead
OTH,66,0,354,0,0,82,0,0,0,slowRead
S1,296,0,357,1,0,100,0,1,1,slowBody
S1,400,140,352,1,0,100,0,1,1,slowHeaders
S1,296,0,484,0.43,0,100,0,1,1,slowBody
RSTO,1127,958,52,0,0.02,77,0.01,0,0,slowBody
OTH,87,0,208,0,0,50,0,0,0,slowRead
OTH,60,0,1009,0,0,50,0,0,0,slowHeaders
S1,296,0,566,0.52,0,100,0,1,1,slowBody
S1,400,140,40,1,0.02,92,0.01,0.97,0.98,slowHeaders
S1,370,0,228,1,0,100,0,1,1,slowHeaders
OTH,66,0,438,0,0,100,0,0,0,slowHeaders
S1,296,0,309,1,0,100,0,1,1,slowRead
OTH,114,0,257,0,0,50,0,0,0,slowBody
OTH,66,0,19,0,0,56,0,0,0,slowRead
OTH,60,0,446,0,0,80,0,0,0,slowBody
S1,370,0,314,0.28,0,100,0,0.89,0.89,slowHeaders
S1,370,0,231,0.85,0,100,0,0.66,0.66,slowHeaders
S1,370,0,557,0.55,0,100,0,0.97,0.97,slowBody
OTH,60,0,855,0,0,49,0,0,0,slowRead
S1,370,0,558,0.85,0,100,0,0.56,0.56,slowBody
S1,222,0,33,0.42,0,76,0,0.18,0.18,slowRead
S1,370,0,77,1,0,100,0,1,1,slowBody
S1,296,0,58,1,0,59,0,1,1,slowRead
S1,148,0,88,0.86,0,94,0,0.81,0.81,slowHeaders
S1,296,0,46,1,0,47,0,1,1,slowRead
OTH,60,0,1085,0,0,51,0,0,0,slowHeaders
RSTO,948,1019,425,0.42,0,100,0,0.83,0.83,slowHeaders
S1,74,0,820,0.99,0,100,0,1,1,slowRead
OTH,99,0,53,0,0,50,0,0,0,slowRead
OTH,66,0,305,0,0,62,0,0,0,slowBody
S1,74,0,94,0.98,0.01,95,0.01,0.96,0.97,slowBody
S1,370,0,543,0.53,0,99,0,0.97,0.97,slowBody
S1,296,0,349,1,0,100,0,1,1,slowRead
S1,370,0,678,0.64,0,100,0,1,1,slowRead
OTH,60,0,684,0,0,59,0,0,0,slowRead
OTH,66,0,413,0,0,100,0,0,0,slowHeaders
S1,296,0,643,1,0,100,0,1,1,slowBody
S1,148,0,83,1,0.01,96,0.01,0.86,0.86,slowBody
S1,74,0,739,0.99,0,100,0,1,1,slowRead
S1,717,206,117,1,0.01,99,0,1,1,slowRead
S1,296,0,480,0.98,0,100,0,1,1,slowRead
OTH,60,0,428,0,0,80,0,0,0,slowBody
S1,296,0,287,1,0,100,0,1,1,slowBody
OTH,66,0,453,0,0,86,0,0,0,slowRead
OTH,101,0,107,0,0,50,0,0,0,slowHeaders
OTH,66,0,343,0,0,78,0,0,0,slowBody
S1,296,0,624,0.56,0,100,0,1,1,slowBody
OTH,60,0,634,0,0,47,0,0,0,slowHeaders
S1,370,0,101,0.99,0,100,0,1,1,slowBody
RSTO,1037,1019,196,0,0,100,0,0,0,slowHeaders
S1,370,0,205,0.62,0,100,0,0.32,0.32,slowHeaders
OTH,96,0,166,0,0,50,0,0,0,slowBody
S1,296,0,406,1,0,100,0,1,1,slowBody
S1,296,0,229,1,0,100,0,1,1,slowBody
OTH,93,0,28,0,0,28,0,0,0,slowHeaders
OTH,66,0,361,0,0,86,0,0,0,slowRead
OTH,66,0,470,0,0,89,0,0,0,slowBody
S1,148,0,150,0.97,0.01,100,0,1,1,slowRead
OTH,60,0,617,0,0,82,0,0,0,slowHeaders
S1,296,0,620,1,0,100,0,1,1,slowRead
OTH,60,0,656,0,0,49,0,0,0,slowHeaders
RSTO,938,887,378,0.4,0,100,0,0.75,0.75,slowRead
S1,148,0,193,0.99,0,100,0,1,1,slowRead
S1,370,0,325,0.37,0,100,0,0.98,0.98,slowBody
RSTO,1061,958,55,0,0,82,0,0,0,slowBody
OTH,118,0,207,0,0,50,0,0,0,slowBody
OTH,120,0,31,0,0,53,0,0,0,slowBody
S1,4562,74,851,1,0,100,0,1,1,slowRead
S1,370,0,56,0.98,0,100,0,0.89,0.89,slowHeaders
OTH,84,0,30,0,0,38,0,0,0,slowHeaders
RSTO,1091,958,9,0,0,53,0.02,0,0,slowHeaders
OTH,102,0,146,0,0,50,0,0,0,slowRead
RSTO,1144,1886,11,0,0,15,0,0,0,slowRead
OTH,104,0,24,0,0,85,0,0,0,slowRead
S1,749,206,369,1,0,100,0,1,1,slowHeaders
S1,296,0,518,1,0,100,0,1,1,slowRead
S1,665,140,389,1,0,100,0,1,1,slowHeaders
S1,296,0,281,1,0,100,0,1,1,slowRead
S1,370,0,468,0.48,0,99,0,0.73,0.73,slowRead
S1,370,0,279,1,0,100,0,1,1,slowHeaders
S1,222,0,579,1,0,100,0,1,1,slowBody
S1,370,0,257,0.2,0,100,0,0.52,0.52,slowBody
S1,596,272,166,1,0.01,99,0,1,1,slowHeaders
OTH,120,0,66,0,0,50,0,0,0,slowHeaders
S1,370,0,727,0.13,0,100,0,0.96,0.96,slowRead
RSTO,933,1019,217,0,0,100,0,0,0,slowHeaders
OTH,60,0,797,0,0,38,0,0,0,slowBody
S1,370,0,270,0.24,0,100,0,0.65,0.65,slowHeaders
OTH,60,0,881,0,0,43,0,0,0,slowRead
RSTO,1144,1886,84,0,0,88,0,0,0,slowRead
S1,773,206,136,1,0.01,100,0,1,1,slowHeaders
OTH,66,0,500,0,0,84,0,0,0,slowHeaders
S1,665,140,153,0.99,0.01,100,0,1,1,slowHeaders
S1,296,0,221,1,0,100,0,1,1,slowBody
OTH,463,0,2,0,0,8,0,0,0,slowHeaders
OTH,60,0,1117,0,0,51,0,0,0,slowRead
S1,296,0,974,0.72,0,100,0,1,1,slowBody
OTH,60,0,1085,0,0,51,0,0,0,slowRead
OTH,60,0,514,0,0,83,0,0,0,slowRead
S1,296,0,485,1,0,100,0,1,1,slowRead
RSTO,915,887,22,0,0,47,0,0,0,slowHeaders
S1,296,0,401,1,0,100,0,1,1,slowBody
S1,370,0,981,1,0,100,0,1,1,slowRead
OTH,60,0,829,0,0,23,0,0,0,slowBody
S1,74,0,450,0.99,0,98,0,0.97,0.97,slowRead
S1,148,0,268,1,0,100,0,1,1,slowBody
OTH,114,0,161,0,0,50,0,0,0,slowHeaders
S1,222,0,977,1,0,100,0,1,1,slowRead
OTH,66,0,323,0,0,69,0,0,0,slowRead
S1,370,0,330,0.38,0,100,0,0.98,0.98,slowBody
RSTO,940,1019,137,0,0,100,0,0,0,slowHeaders
OTH,66,0,615,0,0,85,0,0,0,slowBody
S1,296,0,674,1,0,100,0,1,1,slowRead
S1,74,0,527,0.99,0,100,0,1,1,slowRead
OTH,66,0,521,0,0,89,0,0,0,slowHeaders
S1,370,0,312,0.88,0,100,0,0.64,0.64,slowHeaders
S1,370,0,590,0.86,0,100,0,0.68,0.68,slowBody
S1,222,0,508,1,0,100,0,1,1,slowHeaders
OTH,60,0,869,0,0,22,0,0,0,slowRead
RSTO,1059,1019,47,0,0,48,0,0,0,slowHeaders
S1,548,140,632,0.99,0,100,0,1,1,slowBody
OTH,66,0,835,0,0,61,0,0,0,slowBody
