% isAttack normal:	1333
% isAttack attack:	2592
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-4,8,17-18,25,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_rerror_rate numeric
@attribute isAttack {normal,attack}

@data
tcp,SF,946,280,100,100,0,normal
tcp,SF,946,642,100,100,0,normal
tcp,OTH,66,3156,52,52,0,normal
tcp,SF,946,2282,100,100,0,normal
tcp,SF,946,2125,100,100,0,normal
tcp,S3,814,2126,100,100,0,normal
tcp,SF,946,590,100,100,0,normal
tcp,SF,946,1925,86,86,0,normal
tcp,OTH,66,5092,69,69,0,normal
tcp,OTH,66,4840,57,57,0,normal
tcp,OTH,66,3838,44,44,0,normal
tcp,OTH,66,3186,100,100,0,normal
tcp,OTH,66,3294,45,45,0,normal
tcp,SF,946,2843,100,100,0,normal
tcp,SF,946,1863,100,100,0,normal
tcp,SF,946,2201,100,100,0,normal
tcp,S1,386,2159,100,100,0,normal
tcp,S2,1024,3257,100,100,0,normal
tcp,OTH,66,5933,41,41,0,normal
tcp,OTH,66,6028,42,42,0,normal
tcp,SF,946,2023,100,100,0,normal
tcp,SF,946,3942,71,71,0,normal
tcp,SF,946,2357,100,100,0,normal
tcp,S2,946,3631,100,100,0,normal
tcp,SF,946,2170,100,100,0,normal
tcp,OTH,146,5309,81,81,0,normal
tcp,SF,734,3944,71,71,0,normal
tcp,SF,946,2818,99,99,0,normal
tcp,OTH,66,3037,20,20,0,normal
tcp,SF,946,3049,100,100,0,normal
tcp,SF,880,1129,100,100,0,normal
tcp,SF,946,1393,100,100,0,normal
tcp,SF,1120,2127,100,100,0,normal
tcp,OTH,66,3810,39,39,0,normal
tcp,SF,946,2047,100,100,0,normal
tcp,OTH,66,3281,38,38,0,normal
tcp,OTH,146,2972,44,44,0,normal
tcp,SF,946,2143,91,91,0,normal
tcp,OTH,66,2368,52,52,0,normal
tcp,SF,946,3381,100,100,0,normal
tcp,OTH,146,2789,79,79,0,normal
tcp,SF,946,2263,100,100,0,normal
tcp,SF,946,1558,100,100,0,normal
tcp,OTH,66,3667,45,45,0,normal
tcp,OTH,66,3947,84,84,0,normal
tcp,OTH,66,2814,46,46,0,normal
tcp,SF,946,1606,100,100,0,normal
tcp,SF,946,2914,100,100,0,normal
tcp,SF,946,1580,100,100,0,normal
tcp,OTH,66,2608,43,43,0,normal
tcp,OTH,66,5789,32,32,0,normal
tcp,SF,946,2290,100,100,0,normal
tcp,SF,946,3090,100,100,0,normal
tcp,SF,946,1916,50,50,0,normal
tcp,SF,946,307,100,100,0,normal
tcp,OTH,66,4210,57,57,0,normal
tcp,SF,946,5681,72,72,0,normal
tcp,OTH,66,5340,81,81,0,normal
tcp,OTH,66,3195,43,43,0,normal
tcp,SF,1024,3115,74,74,0,normal
tcp,OTH,66,3185,53,53,0,normal
tcp,OTH,66,2770,50,50,0,normal
tcp,OTH,66,4996,68,68,0,normal
tcp,OTH,66,5199,51,51,0,normal
tcp,SF,946,2102,100,100,0,normal
tcp,SF,946,905,99,99,0,normal
tcp,SF,946,976,100,100,0,normal
tcp,SF,880,1471,100,100,0,normal
tcp,OTH,66,5491,79,79,0,normal
tcp,SF,946,20,20,20,0,normal
tcp,OTH,66,6233,50,50,0,normal
tcp,SF,946,2057,99,99,0,normal
tcp,SF,946,3053,100,100,0,normal
tcp,SF,946,1528,100,100,0,normal
tcp,SF,946,2146,100,100,0,normal
tcp,OTH,146,3091,41,41,0,normal
tcp,S2,206,2575,100,100,0,normal
tcp,SF,946,779,100,100,0,normal
tcp,SF,946,1871,100,100,0,normal
tcp,OTH,66,2795,53,53,0,normal
tcp,SF,946,985,100,100,0,normal
tcp,OTH,66,6297,44,44,0,normal
tcp,SF,946,2456,100,100,0,normal
tcp,SF,430,3309,82,82,0,normal
tcp,OTH,66,2740,56,56,0,normal
tcp,OTH,66,1449,50,50,0,normal
tcp,SF,946,2153,100,100,0,normal
tcp,S2,1024,3266,100,100,0,normal
tcp,S2,946,3582,100,100,0,normal
tcp,OTH,66,2973,63,63,0,normal
tcp,SF,880,4460,60,60,0,normal
tcp,OTH,66,5465,100,100,0,normal
tcp,OTH,66,1492,67,67,0,normal
tcp,OTH,66,2863,49,49,0,normal
tcp,OTH,66,2849,50,50,0,normal
tcp,SF,946,1126,100,100,0,normal
tcp,SF,946,2177,100,100,0,normal
tcp,SF,946,2039,100,100,0,normal
tcp,OTH,66,4082,99,99,0,normal
tcp,SF,946,1536,100,100,0,normal
tcp,SF,946,2251,100,100,0,normal
tcp,OTH,66,3186,44,44,0,normal
tcp,SF,946,1910,100,100,0,normal
tcp,OTH,66,3877,54,54,0,normal
tcp,SF,946,1892,99,99,0,normal
tcp,SF,1092,2242,100,100,0,normal
tcp,SF,946,3358,100,100,0,normal
tcp,OTH,66,4879,50,50,0,normal
tcp,SF,946,1150,100,100,0,normal
tcp,SF,946,1917,85,85,0,normal
tcp,S3,800,3688,100,100,0,normal
tcp,SF,946,2978,63,63,0,normal
tcp,OTH,66,2026,47,47,0,normal
tcp,OTH,66,2129,53,53,0,normal
tcp,SF,946,1981,100,100,0,normal
tcp,OTH,78,2490,55,55,0,normal
tcp,OTH,66,2890,41,41,0,normal
tcp,OTH,66,5820,45,45,0,normal
tcp,SF,946,2126,100,100,0,normal
tcp,OTH,66,3648,85,85,0,normal
tcp,OTH,66,3927,80,80,0,normal
tcp,SF,946,3846,100,100,0,normal
tcp,SF,946,2120,100,100,0,normal
tcp,OTH,78,3865,75,75,0,normal
tcp,SF,946,3909,100,100,0,normal
tcp,OTH,66,2960,46,46,0,normal
tcp,SF,946,2000,86,86,0,normal
tcp,OTH,66,2242,48,48,0,normal
tcp,SF,946,1904,100,100,0,normal
tcp,SF,946,3022,63,63,0,normal
tcp,OTH,66,3973,97,97,0,normal
tcp,SF,946,3173,100,100,0,normal
tcp,SF,946,2138,100,100,0,normal
tcp,OTH,66,3384,52,52,0,normal
tcp,OTH,66,4392,32,32,0,normal
tcp,SF,946,2067,47,47,0,normal
tcp,SF,880,2272,100,100,0,normal
tcp,SF,880,4271,66,66,0,normal
tcp,SF,946,3378,100,100,0,normal
tcp,SF,946,1146,100,100,0,normal
tcp,OTH,66,3081,46,46,0,normal
tcp,SF,946,2842,100,100,0,normal
tcp,OTH,66,4394,34,34,0,normal
tcp,OTH,66,5659,11,11,0,normal
tcp,OTH,66,5833,41,41,0,normal
tcp,SF,880,3161,100,100,0,normal
tcp,S1,220,3179,100,100,0,normal
tcp,SF,946,2757,48,48,0,normal
tcp,OTH,66,4010,99,99,0,normal
tcp,SF,800,2619,66,66,0,normal
tcp,S1,734,3568,100,100,0,normal
tcp,OTH,66,3459,53,53,0,normal
tcp,OTH,146,5762,45,45,0,normal
tcp,SF,880,2133,99,99,0,normal
tcp,S3,1012,2927,100,100,0,normal
tcp,SF,946,3098,80,80,0,normal
tcp,SF,946,1952,100,100,0,normal
tcp,SF,946,3523,100,100,0,normal
tcp,OTH,66,4372,39,39,0,normal
tcp,SF,946,2253,100,100,0,normal
tcp,OTH,66,3156,39,39,0,normal
tcp,SF,946,2989,65,65,0,normal
tcp,OTH,66,3266,48,48,0,normal
tcp,SF,946,3238,98,98,0,normal
tcp,SF,880,5662,72,72,0,normal
tcp,SF,946,2531,100,100,0,normal
tcp,SF,946,3901,100,100,0,normal
tcp,OTH,66,2930,47,47,0,normal
tcp,SF,946,3883,98,98,0,normal
tcp,OTH,78,2880,76,76,0,normal
tcp,SF,946,2112,100,100,0,normal
tcp,SF,946,2963,100,100,0,normal
tcp,S3,946,1739,100,100,0,normal
tcp,SF,880,3045,89,89,0,normal
tcp,OTH,66,3661,86,86,0,normal
tcp,OTH,66,3306,58,58,0,normal
tcp,SF,946,1737,100,100,0,normal
tcp,OTH,66,5211,42,42,0,normal
tcp,SF,946,3331,91,91,0,normal
tcp,SF,946,2168,100,100,0,normal
tcp,SF,946,3081,85,85,0,normal
tcp,S2,1024,1927,100,100,0,normal
tcp,SF,946,1853,100,100,0,normal
tcp,SF,946,2150,100,100,0,normal
tcp,SF,946,2066,100,100,0,normal
tcp,SF,946,2235,100,100,0,normal
tcp,OTH,66,6134,44,44,0,normal
tcp,SF,946,1188,100,100,0,normal
tcp,OTH,78,3282,96,96,0,normal
tcp,OTH,66,2954,48,48,0,normal
tcp,OTH,66,3186,62,62,0,normal
tcp,OTH,66,5892,45,45,0,normal
tcp,OTH,66,3117,29,29,0,normal
tcp,OTH,66,6264,48,48,0,normal
tcp,SF,946,4091,100,100,0,normal
tcp,OTH,66,5512,81,81,0,normal
tcp,OTH,66,4904,43,43,0,normal
tcp,SF,946,2393,86,86,0,normal
tcp,SF,946,2519,100,100,0,normal
tcp,OTH,66,3368,46,46,0,normal
tcp,SF,946,2555,100,100,0,normal
tcp,SF,946,4251,83,83,0,normal
tcp,OTH,66,3777,43,43,0,normal
tcp,OTH,66,5902,43,43,0,normal
tcp,SF,946,3386,100,100,0,normal
tcp,OTH,66,3666,39,39,0,normal
tcp,OTH,66,3834,33,33,0,normal
tcp,SF,946,2512,100,100,0,normal
tcp,SF,946,3371,100,100,0,normal
tcp,OTH,66,3600,66,66,0,normal
tcp,SF,946,804,100,100,0,normal
tcp,SF,946,2238,100,100,0,normal
tcp,OTH,66,2911,53,53,0,normal
tcp,SF,880,1505,95,95,0,normal
tcp,SF,946,950,100,100,0,normal
tcp,OTH,146,3192,62,62,0,normal
tcp,SF,880,1936,86,86,0,normal
tcp,OTH,66,2813,50,50,0,normal
tcp,OTH,66,5406,97,97,0,normal
tcp,OTH,66,3026,21,21,0,normal
tcp,RSTR,880,3306,100,100,0,normal
tcp,SF,946,1461,100,100,0,normal
tcp,OTH,66,3970,94,94,0,normal
tcp,OTH,66,3491,49,49,0,normal
tcp,SF,946,1062,100,100,0,normal
tcp,OTH,66,2894,50,50,0,normal
tcp,SF,880,986,100,100,0,normal
tcp,SF,946,2351,100,100,0,normal
tcp,SF,946,3314,51,51,0,normal
tcp,OTH,66,3297,47,47,0,normal
tcp,S1,880,2206,100,100,0,normal
tcp,SF,946,2577,52,52,0,normal
tcp,OTH,66,5823,45,45,0,normal
tcp,S1,140,2657,100,100,0,normal
tcp,SF,946,1839,100,100,0,normal
tcp,OTH,66,2853,49,49,0,normal
tcp,SF,946,4000,98,98,0,normal
tcp,SF,946,3960,100,100,0,normal
tcp,OTH,66,3160,42,42,0,normal
tcp,SF,880,946,100,100,0,normal
tcp,SF,946,2324,100,100,0,normal
tcp,SF,946,3248,100,100,0,normal
tcp,OTH,66,3032,39,39,0,normal
tcp,OTH,66,3158,51,51,0,normal
tcp,OTH,66,3532,46,46,0,normal
tcp,SF,946,2501,100,100,0,normal
tcp,OTH,66,5687,47,47,0,normal
tcp,SF,880,2315,100,100,0,normal
tcp,OTH,66,4601,48,48,0,normal
tcp,SF,946,1143,100,100,0,normal
tcp,SF,946,2246,100,100,0,normal
tcp,OTH,146,2987,58,58,0,normal
tcp,OTH,66,2592,68,68,0,normal
tcp,OTH,66,6255,48,48,0,normal
tcp,SF,946,927,100,100,0,normal
tcp,SF,946,35,35,35,0,normal
tcp,RSTR,364,1894,100,100,0,normal
tcp,OTH,66,4646,52,52,0,normal
tcp,SF,946,1008,100,100,0,normal
tcp,SF,946,2167,50,50,0,normal
tcp,OTH,66,2616,51,51,0,normal
tcp,SF,946,3363,73,73,0,normal
tcp,S3,140,1966,100,100,0,normal
tcp,SF,946,1192,100,100,0,normal
tcp,SF,946,2882,77,77,0,normal
tcp,OTH,78,2467,85,85,0,normal
tcp,SF,946,746,100,100,0,normal
tcp,OTH,66,3089,43,43,0,normal
tcp,SF,946,2152,100,100,0,normal
tcp,SF,946,2137,100,100,0,normal
tcp,SF,946,2502,100,100,0,normal
tcp,OTH,66,3615,94,94,0,normal
tcp,SF,946,2314,100,100,0,normal
tcp,SF,946,2227,100,100,0,normal
tcp,SF,1024,3094,73,73,0,normal
tcp,OTH,66,5953,44,44,0,normal
tcp,S1,286,3563,100,100,0,normal
tcp,SF,946,3910,100,100,0,normal
tcp,SF,946,4195,76,76,0,normal
tcp,SF,946,2127,92,92,0,normal
tcp,OTH,66,4924,57,57,0,normal
tcp,OTH,66,5622,49,49,0,normal
tcp,SF,946,3375,100,100,0,normal
tcp,SF,946,2445,100,100,0,normal
tcp,SF,946,1862,100,100,0,normal
tcp,OTH,66,6368,26,26,0,normal
tcp,SF,946,3219,94,94,0,normal
tcp,OTH,66,3320,63,63,0,normal
tcp,OTH,78,5709,48,48,0,normal
tcp,SF,946,2113,100,100,0,normal
tcp,SF,946,1866,99,99,0,normal
tcp,S1,880,3489,100,100,0,normal
tcp,OTH,66,3197,84,84,0,normal
tcp,SF,946,2536,100,100,0,normal
tcp,SF,946,4113,100,100,0,normal
tcp,OTH,146,5840,55,55,0,normal
tcp,OTH,66,2838,45,45,0,normal
tcp,SF,946,2404,99,99,0,normal
tcp,OTH,66,4689,31,31,0,normal
tcp,OTH,66,3900,80,80,0,normal
tcp,OTH,66,3302,60,60,0,normal
tcp,SF,946,3157,100,100,0,normal
tcp,OTH,66,3042,48,48,0,normal
tcp,OTH,66,4468,54,54,0,normal
tcp,SF,946,1455,100,100,0,normal
tcp,OTH,78,3524,66,66,0,normal
tcp,OTH,66,2693,56,56,0,normal
tcp,SF,946,1836,100,100,0,normal
tcp,SF,946,2246,100,100,0,normal
tcp,SF,946,709,100,100,0,normal
tcp,OTH,146,2856,74,74,0,normal
tcp,S3,946,3628,100,100,0,normal
tcp,SF,946,1127,100,100,0,normal
tcp,SF,946,2041,100,100,0,normal
tcp,SF,946,3316,100,100,0,normal
tcp,SF,946,2154,98,98,0,normal
tcp,S2,352,2516,100,100,0,normal
tcp,OTH,66,2092,50,50,0,normal
tcp,SF,946,1087,100,100,0,normal
tcp,SF,946,2528,100,100,0,normal
tcp,SF,880,2565,100,100,0,normal
tcp,SF,946,1856,100,100,0,normal
tcp,SF,946,1893,92,92,0,normal
tcp,SF,880,2341,100,100,0,normal
tcp,OTH,66,3197,62,62,0,normal
tcp,SF,946,3875,100,100,0,normal
tcp,OTH,66,5764,45,45,0,normal
tcp,SF,946,2263,100,100,0,normal
tcp,OTH,66,2986,53,53,0,normal
tcp,SF,946,2846,77,77,0,normal
tcp,OTH,66,5961,45,45,0,normal
tcp,SF,946,2541,100,100,0,normal
tcp,OTH,66,3024,19,19,0,normal
tcp,SF,946,1893,50,50,0,normal
tcp,SF,946,3341,100,100,0,normal
tcp,OTH,146,3579,67,67,0,normal
tcp,OTH,78,2456,86,86,0,normal
tcp,SF,946,3905,100,100,0,normal
tcp,SF,946,1992,100,100,0,normal
tcp,SF,946,2224,100,100,0,normal
tcp,SF,946,1873,100,100,0,normal
tcp,OTH,66,3515,46,46,0,normal
tcp,OTH,66,3639,85,85,0,normal
tcp,OTH,66,5435,98,98,0,normal
tcp,SF,880,3854,75,75,0,normal
tcp,SF,880,4472,55,55,0,normal
tcp,OTH,66,2947,48,48,0,normal
tcp,SF,946,3081,90,90,0,normal
tcp,SF,946,797,100,100,0,normal
tcp,SF,946,2057,86,86,0,normal
tcp,OTH,66,3936,68,68,0,normal
tcp,OTH,66,4908,61,61,0,normal
tcp,SF,880,1462,100,100,0,normal
tcp,SF,1024,351,100,100,0,normal
tcp,SF,946,1971,100,100,0,normal
tcp,OTH,66,1452,52,52,0,normal
tcp,OTH,66,3258,31,31,0,normal
tcp,SF,946,1848,100,100,0,normal
tcp,OTH,66,3113,37,37,0,normal
tcp,OTH,66,2881,25,25,0,normal
tcp,OTH,66,3082,33,33,0,normal
tcp,OTH,66,2780,44,44,0,normal
tcp,SF,946,1189,100,100,0,normal
tcp,S3,748,2951,100,100,0,normal
tcp,OTH,66,3218,41,41,0,normal
tcp,SF,946,1991,100,100,0,normal
tcp,SF,946,2389,100,100,0,normal
tcp,OTH,66,5043,45,45,0,normal
tcp,RSTR,364,1896,100,100,0,normal
tcp,OTH,78,3005,73,73,0,normal
tcp,OTH,66,3814,41,41,0,normal
tcp,OTH,66,3536,35,35,0,normal
tcp,S1,286,2348,100,100,0,normal
tcp,SF,946,2104,100,100,0,normal
tcp,SF,946,2118,100,100,0,normal
tcp,OTH,66,2767,42,42,0,normal
tcp,SF,946,3883,100,100,0,normal
tcp,OTH,66,3262,47,47,0,normal
tcp,SF,946,3006,74,74,0,normal
tcp,SF,946,1944,100,100,0,normal
tcp,OTH,66,3140,49,49,0,normal
tcp,SF,946,3890,100,100,0,normal
tcp,SF,946,3387,100,100,0,normal
tcp,SF,946,3859,100,100,0,normal
tcp,OTH,66,4954,57,57,0,normal
tcp,OTH,66,2433,39,39,0,normal
tcp,OTH,66,3349,53,53,0,normal
tcp,S3,946,2191,100,100,0,normal
tcp,S3,958,3094,100,100,0,normal
tcp,SF,946,2276,100,100,0,normal
tcp,S3,946,1969,100,100,0,normal
tcp,SF,946,2082,100,100,0,normal
tcp,OTH,66,2855,50,50,0,normal
tcp,SF,946,2126,100,100,0,normal
tcp,OTH,66,5272,92,92,0,normal
tcp,SF,1120,2265,100,100,0,normal
tcp,SF,946,3170,100,100,0,normal
tcp,OTH,66,3542,48,48,0,normal
tcp,OTH,66,4848,48,48,0,normal
tcp,OTH,66,3518,46,46,0,normal
tcp,SF,946,2274,100,100,0,normal
tcp,SF,946,2761,52,52,0,normal
tcp,SF,1020,2049,100,100,0,normal
tcp,SF,946,1983,100,100,0,normal
tcp,OTH,66,5904,40,40,0,normal
tcp,OTH,146,3291,68,68,0,normal
tcp,SF,946,2194,100,100,0,normal
tcp,SF,946,3876,100,100,0,normal
tcp,SF,946,1945,100,100,0,normal
tcp,OTH,146,3312,47,47,0,normal
tcp,SF,946,3347,96,96,0,normal
tcp,OTH,78,5385,98,98,0,normal
tcp,OTH,66,5181,22,22,0,normal
tcp,SF,946,2524,99,99,0,normal
tcp,SF,946,3367,100,100,0,normal
tcp,SF,946,2067,100,100,0,normal
tcp,OTH,66,2857,37,37,0,normal
tcp,SF,946,2206,100,100,0,normal
tcp,SF,1042,1953,93,93,0,normal
tcp,OTH,66,5234,65,65,0,normal
tcp,OTH,78,5744,59,59,0,normal
tcp,SF,946,2008,100,100,0,normal
tcp,SF,219,17,255,255,0,normal
tcp,SF,264,1,255,241,0,normal
tcp,SF,222,7,255,255,0,normal
tcp,SF,233,16,255,255,0,normal
tcp,SF,257,6,255,255,0.01,normal
tcp,SF,199,13,255,255,0,normal
tcp,SF,332,7,7,255,0,normal
tcp,SF,316,1,255,255,0,normal
tcp,SF,244,9,166,255,0,normal
tcp,SF,242,4,16,255,0,normal
tcp,SF,343,19,101,255,0,normal
tcp,SF,390,6,24,255,0,normal
tcp,SF,225,22,44,255,0,normal
tcp,SF,272,21,255,255,0,normal
tcp,SF,192,13,13,239,0,normal
tcp,SF,296,6,255,255,0,normal
tcp,SF,238,8,15,255,0,normal
tcp,SF,329,38,255,255,0,normal
tcp,SF,219,4,83,255,0,normal
tcp,SF,227,3,91,255,0,normal
tcp,SF,194,14,219,255,0,normal
tcp,SF,301,2,26,25,0,normal
tcp,SF,303,6,255,246,0.03,normal
tcp,SF,214,3,101,255,0,normal
tcp,SF,228,1,18,255,0,normal
tcp,SF,228,1,255,255,0,normal
tcp,SF,247,4,255,255,0,normal
tcp,SF,293,11,35,255,0,normal
tcp,SF,229,19,255,255,0,normal
tcp,SF,329,15,255,255,0,normal
tcp,SF,226,10,255,255,0,normal
tcp,SF,289,10,234,255,0,normal
tcp,SF,220,4,39,83,0,normal
tcp,REJ,0,1,17,249,1,normal
tcp,S0,0,2,228,255,0,normal
tcp,REJ,0,1,8,60,1,normal
tcp,SF,209,5,5,255,0,normal
tcp,SF,323,10,78,255,0,normal
tcp,SF,215,3,53,255,0,normal
tcp,REJ,0,1,16,195,1,normal
tcp,SF,305,3,73,255,0,normal
tcp,REJ,0,1,61,243,1,normal
tcp,SF,214,4,106,255,0,normal
tcp,SF,298,17,36,255,0,normal
tcp,SF,300,2,189,180,0,normal
tcp,SF,337,23,118,109,0,normal
tcp,SF,308,7,255,237,0,normal
tcp,SF,268,1,10,255,0,normal
tcp,SF,213,1,19,209,0.95,normal
tcp,SF,323,12,60,255,0,normal
tcp,SF,307,8,248,255,0,normal
tcp,SF,260,6,255,255,0,normal
tcp,SF,237,1,48,255,0,normal
tcp,SF,338,2,2,255,0,normal
tcp,SF,171,1,28,255,0.07,normal
tcp,SF,222,10,255,255,0,normal
tcp,SF,256,1,34,255,0,normal
tcp,SF,293,24,135,255,0,normal
tcp,SF,302,3,255,225,0,normal
tcp,SF,204,4,26,255,0,normal
tcp,SF,238,1,147,255,0,normal
tcp,SF,168,1,34,255,0,normal
tcp,SF,323,2,139,139,0,normal
tcp,SF,345,20,86,255,0,normal
tcp,REJ,0,1,1,222,1,normal
tcp,SF,197,2,2,255,0,normal
tcp,REJ,0,1,6,255,1,normal
tcp,SF,299,7,7,255,0,normal
tcp,SF,243,5,17,255,0,normal
tcp,SF,185,5,24,255,0,normal
tcp,SF,401,4,255,255,0,normal
tcp,SF,297,5,255,255,0,normal
tcp,SF,216,38,121,255,0,normal
tcp,SF,221,1,111,255,0,normal
tcp,REJ,0,1,58,204,1,normal
tcp,SF,143,1,1,255,0,normal
tcp,SF,327,4,32,255,0,normal
tcp,SF,239,11,97,255,0,normal
tcp,SF,394,8,255,255,0,normal
tcp,SF,302,2,13,255,0,normal
tcp,SF,200,3,100,255,0.01,normal
tcp,SF,237,21,107,255,0,normal
tcp,SF,233,7,201,255,0.01,normal
tcp,SF,337,6,10,255,0,normal
tcp,SF,279,1,27,255,0,normal
tcp,SF,223,8,255,255,0,normal
tcp,REJ,0,1,125,255,0.22,normal
tcp,SF,359,17,255,255,0,normal
tcp,SF,242,2,72,255,0,normal
tcp,SF,296,24,255,255,0,normal
tcp,SF,272,12,255,255,0,normal
tcp,SF,236,13,255,255,0,normal
tcp,SF,283,7,70,255,0,normal
tcp,SF,255,4,126,255,0,normal
tcp,SF,298,6,84,255,0,normal
tcp,SF,243,7,30,255,0,normal
tcp,REJ,0,1,7,212,1,normal
tcp,SF,251,6,6,255,0,normal
tcp,SF,285,9,9,255,0,normal
tcp,SF,251,10,10,255,0,normal
tcp,SF,299,2,29,255,0,normal
tcp,SF,311,20,255,255,0,normal
tcp,SF,186,1,10,255,0,normal
tcp,SF,295,11,25,255,0,normal
tcp,SF,212,10,255,255,0,normal
tcp,S1,170,4,43,255,0,normal
tcp,SF,251,11,173,255,0,normal
tcp,SF,201,14,127,255,0,normal
tcp,SF,269,3,94,255,0.02,normal
tcp,SF,246,1,33,255,0,normal
tcp,SF,202,6,206,255,0,normal
tcp,SF,269,20,41,255,0,normal
tcp,REJ,0,1,4,255,1,normal
tcp,SF,295,8,9,255,0,normal
tcp,SF,352,9,20,255,0,normal
tcp,SF,214,5,48,255,0,normal
tcp,SF,239,29,29,255,0,normal
tcp,SF,168,15,255,255,0,normal
tcp,SF,228,16,255,255,0,normal
tcp,SF,202,2,15,255,0,normal
tcp,SF,215,7,40,255,0,normal
tcp,SF,307,15,33,255,0,normal
tcp,SF,198,19,101,255,0,normal
tcp,SF,275,2,28,255,0,normal
tcp,SF,277,4,255,255,0,normal
tcp,SF,236,9,255,255,0,normal
tcp,SF,250,1,255,255,0,normal
tcp,SF,285,1,88,255,0,normal
tcp,SF,320,10,255,255,0,normal
tcp,SF,338,15,255,255,0,normal
tcp,SF,264,10,255,255,0,normal
tcp,SF,273,1,255,255,0,normal
tcp,REJ,0,1,24,9,0.38,normal
tcp,SF,212,9,9,255,0,normal
tcp,SF,305,13,179,255,0,normal
tcp,SF,252,10,255,255,0,normal
tcp,SF,306,1,58,46,0,normal
tcp,SF,237,11,255,255,0,normal
tcp,SF,219,1,4,255,0,normal
tcp,SF,375,3,223,255,0,normal
tcp,SF,344,17,255,255,0,normal
tcp,SF,229,8,140,255,0.02,normal
tcp,SF,229,8,255,255,0,normal
tcp,SF,346,7,16,255,0,normal
tcp,SF,210,7,7,255,0,normal
tcp,SF,306,1,255,243,0,normal
tcp,SF,240,3,255,255,0.02,normal
tcp,SF,216,12,42,255,0,normal
tcp,SF,216,13,53,255,0,normal
tcp,SF,293,10,65,255,0,normal
tcp,SF,296,20,255,255,0,normal
tcp,SF,309,13,255,255,0,normal
tcp,SF,308,6,74,67,0,normal
tcp,SF,330,9,88,255,0,normal
tcp,SF,305,6,12,255,0,normal
tcp,SF,303,4,255,247,0,normal
tcp,SF,294,9,181,255,0,normal
tcp,SF,226,3,129,255,0,normal
tcp,SF,229,10,255,255,0,normal
tcp,SF,300,4,84,255,0,normal
tcp,SF,222,5,47,255,0,normal
tcp,REJ,0,1,2,250,1,normal
tcp,SF,243,14,255,255,0,normal
tcp,SF,315,22,255,255,0,normal
tcp,REJ,0,1,109,255,0.83,normal
tcp,REJ,0,1,73,255,1,normal
tcp,SF,240,16,255,255,0,normal
tcp,SF,220,25,255,255,0,normal
tcp,SF,361,18,166,255,0,normal
tcp,REJ,0,1,1,11,1,normal
tcp,SF,211,10,27,255,0,normal
tcp,SF,351,7,29,255,0,normal
tcp,SF,301,4,181,255,0,normal
tcp,SF,331,4,255,255,0,normal
tcp,SF,206,8,8,255,0,normal
tcp,SF,233,17,134,255,0,normal
tcp,SF,184,1,255,249,0,normal
tcp,SF,310,2,255,255,0,normal
tcp,SF,303,5,80,255,0,normal
tcp,SF,326,4,255,255,0,normal
tcp,SF,208,1,31,255,0,normal
tcp,SF,287,9,43,255,0,normal
tcp,SF,216,2,255,255,0,normal
tcp,SF,327,22,255,255,0,normal
tcp,SF,230,37,253,255,0,normal
tcp,SF,248,3,255,255,0,normal
tcp,REJ,0,1,52,250,1,normal
tcp,SF,309,3,102,255,0,normal
tcp,SF,214,4,52,255,0,normal
tcp,SF,218,4,48,255,0,normal
tcp,SF,211,2,74,255,0,normal
tcp,SF,156,5,255,255,0,normal
tcp,SF,264,1,1,255,0,normal
tcp,SF,315,1,47,255,0,normal
tcp,SF,216,14,14,255,0,normal
tcp,SF,293,3,154,255,0,normal
tcp,SF,220,9,9,255,0,normal
tcp,SF,344,1,1,255,0,normal
tcp,SF,224,16,255,255,0,normal
tcp,SF,163,1,255,255,0,normal
tcp,SF,331,13,51,255,0,normal
tcp,SF,213,10,255,255,0,normal
tcp,SF,197,3,3,255,0,normal
tcp,SF,299,7,255,250,0,normal
tcp,SF,228,1,254,255,0,normal
tcp,SF,229,6,255,255,0.02,normal
tcp,REJ,0,1,7,255,1,normal
tcp,SF,309,5,255,255,0.01,normal
tcp,SF,249,29,255,255,0,normal
tcp,SF,317,19,255,255,0,normal
tcp,SF,230,10,41,255,0,normal
tcp,SF,326,8,8,255,0,normal
tcp,SF,293,13,13,204,0,normal
tcp,SF,350,12,255,255,0,normal
tcp,SF,229,3,30,255,0,normal
tcp,SF,314,18,255,255,0,normal
tcp,SF,303,16,255,255,0,normal
tcp,SF,224,7,255,255,0,normal
tcp,SF,244,1,7,255,0,normal
tcp,REJ,0,1,1,255,1,normal
tcp,SF,328,6,255,255,0,normal
tcp,SF,219,51,51,255,0,normal
tcp,SF,304,9,255,255,0,normal
tcp,SF,386,12,255,255,0,normal
tcp,SF,327,5,255,255,0,normal
tcp,SF,209,1,34,255,0,normal
