% isAttack tcpFlood:	667
% isAttack slowRead:	667
% isAttack httpFlood:	667
% isAttack slowHeaders:	667
% isAttack udpFlood:	667
% isAttack slowBody:	667
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R7,11-12,18,21,26,30,32,40'

@attribute max_fpktl numeric
@attribute max_bpktl numeric
@attribute std_bpktl numeric
@attribute mean_biat numeric
@attribute duration numeric
@attribute min_idle numeric
@attribute sflow_fpackets numeric
@attribute sflow_bpackets numeric
@attribute isAttack {tcpFlood,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
384,538,183,1795,30428597,1008226,1,1,slowBody
467,538,197,2960,31532348,1017682,1,1,slowBody
406,538,183,1903,31577173,1007900,1,1,slowBody
406,538,183,1514,31523047,1006402,1,1,slowBody
406,538,183,758,30881666,1015213,1,1,slowBody
405,538,171,246088,31753000,10037837,2,2,slowBody
467,538,183,1783,31218229,1005392,1,1,slowBody
385,538,183,1761,31213666,1012012,1,1,slowBody
406,538,183,1633,31159340,1022193,1,1,slowBody
509,538,183,1827,31509887,1009494,1,1,slowBody
406,538,183,1659,31483758,1004568,1,1,slowBody
405,538,183,296337,31692916,10046352,2,1,slowBody
405,538,183,299668,31619716,10044866,2,1,slowBody
385,538,241,6472,31403424,1014175,1,0,slowBody
406,538,183,1691,31677473,1006867,1,1,slowBody
406,538,183,1855,30379473,1007789,1,1,slowBody
246,60,0,0,16409530,1017005,2,0,slowBody
405,538,197,4367,31772204,1014626,1,1,slowBody
406,538,241,13085,31447507,1001915,1,0,slowBody
406,538,183,1704,31573611,1003500,1,1,slowBody
406,538,183,1672,31204764,1022583,1,1,slowBody
466,538,215,11454,31448846,1032154,1,0,slowBody
406,538,183,1705,31590648,1006465,1,1,slowBody
385,538,183,1973,31551605,1003322,1,1,slowBody
385,538,183,1690,31327445,1000318,1,1,slowBody
406,538,183,3254,31314041,1016872,1,1,slowBody
405,538,171,1263,31455621,1009584,1,1,slowBody
406,538,183,347350,31554012,9948162,2,1,slowBody
466,538,183,1668,31146419,1001170,1,1,slowBody
509,538,241,4913,31432676,1016224,1,0,slowBody
554,538,183,1602,31289789,1003992,1,1,slowBody
406,538,183,1484,30377817,1022620,1,1,slowBody
554,538,215,2278,31398471,1010438,2,0,slowBody
405,538,241,10790,31457372,1021256,1,0,slowBody
384,538,183,1700,31584487,1008291,1,1,slowBody
406,538,171,4508,31450127,1000801,1,1,slowBody
509,538,197,2871,31441687,1006518,1,1,slowBody
406,538,171,261056,31181768,9951989,2,2,slowBody
385,538,183,1624,31188665,1014093,1,1,slowBody
225,2948,1492,302,27479232,1012846,2,1,slowBody
385,538,183,1707,31176761,1004909,1,1,slowBody
246,60,0,0,13829800,1583227,2,0,slowBody
405,538,183,324880,31318598,1027023,1,1,slowBody
385,538,183,1710,31202360,1005000,1,1,slowBody
509,538,183,1627,31229314,1010934,1,1,slowBody
384,538,183,1275,30696470,1013334,1,1,slowBody
405,538,183,324224,31617360,10038459,2,1,slowBody
384,538,197,3103,31338798,1008374,1,1,slowBody
385,538,183,1798,31356150,1007824,1,1,slowBody
385,538,183,1762,31358324,1007974,1,1,slowBody
406,538,215,12431,30630768,1031188,1,0,slowBody
465,538,196,16917,31549252,1631037,2,1,slowBody
554,538,183,1671,31230538,1003001,1,1,slowBody
467,538,183,810,30842690,1014656,1,1,slowBody
405,538,183,1791,30164000,1015909,1,1,slowBody
350,2948,1492,335186,1676304,0,9,6,slowBody
405,538,183,299713,31055033,1026590,1,1,slowBody
406,538,183,1665,31517825,1002538,1,1,slowBody
466,60,0,0,30131381,1032293,2,0,slowBody
384,538,171,15677,30632261,1003743,1,1,slowBody
405,538,197,3150,31449009,1009694,1,1,slowBody
384,538,197,3144,31320587,1007920,1,1,slowBody
554,538,183,1655,31204461,1008951,1,1,slowBody
405,538,183,1635,31255733,1009835,1,1,slowBody
406,538,171,262975,31181664,9951918,2,2,slowBody
405,538,183,1532,31265324,1009697,1,1,slowBody
385,538,183,1662,31138366,1002240,1,1,slowBody
466,538,183,1766,31210678,1002359,1,1,slowBody
405,538,183,1818,31313822,1010858,1,1,slowBody
225,4396,2117,1046,31110137,5086814,1,2,slowBody
467,538,215,6891,31403516,1008244,1,0,slowBody
509,538,183,1751,31528072,1010245,1,1,slowBody
406,538,183,1797,31630291,1008540,1,1,slowBody
467,538,215,6242,30844624,1667084,2,0,slowBody
466,538,171,53733,31368970,1010387,1,1,slowBody
406,538,171,114745,31417189,1008148,1,1,slowBody
225,60,0,0,13876290,1601134,2,0,slowBody
384,538,183,1653,31628830,1012381,1,1,slowBody
384,538,183,1755,31584089,1011376,1,1,slowBody
384,538,183,1655,31494411,1009384,1,1,slowBody
405,538,183,323194,31683600,10038117,2,1,slowBody
406,538,183,1369,31499519,1005696,1,1,slowBody
405,538,183,1387,31295943,1010617,1,1,slowBody
246,4396,2177,2217,12797,0,13,6,slowBody
509,538,183,1558,31358114,1019429,1,1,slowBody
466,538,183,1686,31278394,1002967,1,1,slowBody
467,538,183,1867,31565723,1018129,1,1,slowBody
467,538,183,887,30586581,1004240,1,1,slowBody
225,2948,1492,119,26635343,1599906,2,1,slowBody
553,538,183,895,30995438,1010132,1,1,slowBody
465,538,183,1568,31356603,1005100,1,1,slowBody
405,538,197,3298,31658559,1012815,1,1,slowBody
406,538,183,1726,30368091,1018159,1,1,slowBody
466,538,171,15893,30365486,1004759,1,1,slowBody
466,538,183,1023,31505611,1002245,1,1,slowBody
225,2948,1545,1926,13586,0,13,7,slowBody
384,538,171,17170,31197766,1002990,1,1,slowBody
406,538,183,1674,29690619,1013963,1,1,slowBody
467,538,183,997,30834995,1007395,1,1,slowBody
406,538,183,1609,31509389,1006136,1,1,slowBody
467,538,183,1591,31470574,1016891,1,1,slowBody
554,538,183,1193,31184781,1009704,1,1,slowBody
406,538,183,1650,31611100,1007808,1,1,slowBody
406,538,171,261105,31465904,9952335,2,2,slowBody
384,538,197,3559,31397515,1009854,1,1,slowBody
405,538,183,1591,31228540,1009259,1,1,slowBody
384,538,183,1745,31502267,1007788,1,1,slowBody
553,538,183,1530,31061750,1009333,1,1,slowBody
246,60,0,0,13469805,1664049,2,0,slowBody
405,538,183,335252,31167319,1009338,1,1,slowBody
246,2948,1492,334741,1674422,0,9,6,slowBody
554,538,183,1069,30622402,1005601,1,1,slowBody
406,538,171,264185,31181320,10026813,2,2,slowBody
406,538,183,1764,31190237,1005817,1,1,slowBody
467,538,183,1454,30559644,1003898,1,1,slowBody
405,538,197,3289,31711897,1013879,1,1,slowBody
384,538,183,1689,31605720,1011761,1,1,slowBody
405,538,183,299661,31058074,1029694,1,1,slowBody
405,538,183,324362,31612336,10038465,2,1,slowBody
406,538,197,3152,31616585,1007095,1,1,slowBody
405,538,183,1637,31249548,1004843,1,1,slowBody
406,538,183,1535,31132509,1005775,1,1,slowBody
384,538,183,1655,31571137,1010786,1,1,slowBody
406,538,183,1653,31674941,1006294,1,1,slowBody
406,538,215,10539,29355784,1003205,2,0,slowBody
246,60,0,0,14333700,1022096,2,0,slowBody
405,538,183,1683,31174253,1006626,1,1,slowBody
553,538,183,786,31188205,1004112,1,1,slowBody
509,538,183,1710,31451523,1007173,1,1,slowBody
384,538,183,1825,31657716,1013171,1,1,slowBody
554,538,171,2772,31245489,1008877,1,1,slowBody
384,538,197,3111,31265411,1006884,1,1,slowBody
384,538,197,3155,31343973,1008613,1,1,slowBody
385,538,183,1657,31266666,1011103,1,1,slowBody
385,538,183,1028,31357439,1000848,1,1,slowBody
384,538,171,13927,31207825,1003220,1,1,slowBody
385,538,183,1706,31204537,1012143,1,1,slowBody
509,538,183,1744,30349339,1030331,1,1,slowBody
466,538,183,1221,31514285,1002033,1,1,slowBody
554,538,183,1505,31272314,1011858,1,1,slowBody
405,538,183,1496,31265814,1005365,1,1,slowBody
554,538,183,1516,31285491,1010907,1,1,slowBody
465,538,171,1379,31275702,1005521,1,1,slowBody
553,538,183,1465,30970205,1004197,1,1,slowBody
465,538,183,1600,31487394,1007234,1,1,slowBody
406,538,171,125642,31428300,1008261,1,1,slowBody
406,538,183,1599,31576408,1000264,1,1,slowBody
554,538,171,3573,31353544,1009926,1,1,slowBody
406,538,183,1615,31565136,1003438,1,1,slowBody
554,538,183,1350,31163757,1001216,1,1,slowBody
405,538,183,1887,31272499,1005595,1,1,slowBody
406,538,183,1713,31193247,1005817,1,1,slowBody
554,538,183,1752,30652496,1005902,1,1,slowBody
405,60,0,0,29575871,1029316,1,0,slowBody
406,538,183,1000,31183267,1002500,1,1,slowBody
405,538,183,335169,31164689,1006253,1,1,slowBody
554,538,183,1087,30604662,1002110,1,1,slowBody
405,538,215,5117,30559901,1030365,1,0,slowBody
246,60,0,0,16351138,1321806,2,0,slowBody
385,538,183,342639,31264145,1022075,1,1,slowBody
467,538,183,935,30633226,1004363,1,1,slowBody
554,538,183,1631,31316267,1004946,1,1,slowBody
405,538,183,322860,31694211,10038052,2,1,slowBody
225,2948,1492,176,26618152,1635982,2,1,slowBody
466,538,183,962,31470938,1001530,1,1,slowBody
509,538,171,4070,31274972,1003323,1,1,slowBody
467,538,183,1734,31208105,1005283,1,1,slowBody
405,538,183,825,31153594,1006193,1,1,slowBody
406,538,171,264744,31214895,1027377,1,1,slowBody
406,538,183,1617,31515110,1002426,1,1,slowBody
405,538,183,322737,31710852,10038071,2,1,slowBody
405,538,197,3499,31543704,1010522,1,1,slowBody
406,538,215,12115,30685679,1695934,2,0,slowBody
394,2948,1492,330,13802631,1584054,2,1,slowBody
307,60,0,0,6852155,1663776,2,0,slowBody
509,538,171,1271,31203326,1009478,1,1,slowBody
384,538,183,1091,30710905,1001116,1,1,slowBody
465,538,183,1509,31516225,1008007,1,1,slowBody
385,538,183,1641,31538662,1003054,1,1,slowBody
225,60,0,0,13869704,1605539,2,0,slowBody
385,538,183,1517,31241563,1011380,1,1,slowBody
384,538,183,1814,31594206,1008383,1,1,slowBody
406,538,171,122914,31168639,1010382,1,1,slowBody
406,538,183,1711,31658243,1005521,1,1,slowBody
406,538,183,1539,31187648,1005735,1,1,slowBody
406,538,183,1745,31418997,1000183,1,1,slowBody
553,538,183,1277,30995041,1010177,1,1,slowBody
384,538,183,1751,31589663,1008276,1,1,slowBody
406,538,197,3293,31559737,1003216,1,1,slowBody
509,538,215,873,28611381,1033189,2,0,slowBody
406,538,183,1575,31598756,1001773,1,1,slowBody
509,538,183,1700,31422716,1005831,1,1,slowBody
554,538,183,1599,31246441,1002983,1,1,slowBody
466,538,183,1758,31434665,1006198,1,1,slowBody
554,538,183,1479,31304375,1009610,1,1,slowBody
406,538,183,1523,31662538,1006868,1,1,slowBody
394,60,0,0,13316710,1648927,2,0,slowBody
384,538,197,3145,31220420,1006377,1,1,slowBody
553,538,183,1215,30941655,1010332,1,1,slowBody
384,538,183,1731,30685708,1003048,1,1,slowBody
406,538,183,1584,31118592,1020293,1,1,slowBody
405,538,183,1660,31507100,1010009,1,1,slowBody
406,538,183,347353,31559558,9947860,2,1,slowBody
405,538,183,322044,31743560,10037844,2,1,slowBody
385,538,183,1744,31261111,1011187,1,1,slowBody
406,538,239,28354,31359769,1001094,2,0,slowBody
385,538,183,65226,30588356,1003710,1,1,slowBody
384,538,183,1556,30723679,1006336,1,1,slowBody
509,538,183,1643,31378779,1005153,1,1,slowBody
465,538,183,1580,31385237,1005824,1,1,slowBody
385,538,183,1558,31234545,1011609,1,1,slowBody
384,538,183,1654,31200825,1006186,1,1,slowBody
350,60,0,0,13300323,1631852,2,0,slowBody
405,538,183,1614,31292277,1005912,1,1,slowBody
405,538,183,1889,31399878,1002876,1,1,slowBody
385,538,183,1876,31068764,1005832,1,1,slowBody
246,4396,2177,1957,11329,0,13,6,slowBody
405,538,183,742,31159277,1006407,1,1,slowBody
405,538,183,1633,31359487,1011877,1,1,slowBody
406,538,215,4556,31340614,1003135,2,0,slowBody
384,538,183,1179,31425819,1007047,1,1,slowBody
406,538,183,1847,31687759,1007894,1,1,slowBody
406,60,0,0,30326233,1008838,1,0,slowBody
406,538,183,1952,31253963,1019147,1,1,slowBody
465,538,183,1551,31583830,1008750,1,1,slowBody
405,538,183,1612,31475354,1009764,1,1,slowBody
405,538,183,1599,30166300,1016007,1,1,slowBody
384,538,183,1656,31539800,1010376,1,1,slowBody
385,538,183,1844,31368992,1009902,1,1,slowBody
406,538,215,10738,29666010,1696051,2,0,slowBody
467,538,183,1634,31540733,1018025,1,1,slowBody
554,538,183,1734,31361057,1005808,1,1,slowBody
465,538,183,1886,31453487,1006602,1,1,slowBody
406,538,183,2240,31547609,1008097,1,1,slowBody
405,538,197,3176,31484103,1009755,1,1,slowBody
385,538,183,1686,31309540,1000087,1,1,slowBody
406,538,171,260931,31166854,1011052,1,1,slowBody
246,2948,1545,2841,18380,0,13,7,slowBody
385,538,183,2122,31147243,1022923,1,1,slowBody
466,538,183,1749,31407031,1005572,1,1,slowBody
384,538,197,2938,31416244,1010071,1,1,slowBody
384,538,197,450301,31048666,1033451,1,1,slowBody
307,2948,1492,199,26731470,1345017,2,1,slowBody
405,538,183,1718,30163923,1010536,1,1,slowBody
405,538,197,3248,31527728,1010540,1,1,slowBody
405,538,183,1637,31233874,1004868,1,1,slowBody
406,538,183,1538,31237947,1022371,1,1,slowBody
385,538,183,1708,31340648,1009481,1,1,slowBody
509,538,183,1820,31486560,1008426,1,1,slowBody
554,538,183,1637,31360809,1008884,1,1,slowBody
405,538,183,1593,31298139,1010772,1,1,slowBody
78,-1,0,0,1499072,0,3,0,slowBody
466,538,183,1685,31464397,1007247,1,1,slowBody
509,538,183,1595,31387418,1004959,1,1,slowBody
384,538,215,7472,31410970,1027465,1,0,slowBody
466,538,183,1722,31644288,1004790,1,1,slowBody
406,538,183,1622,31569304,1007068,1,1,slowBody
406,538,278,12914,31463724,1026936,1,0,slowBody
406,538,183,1850,31469176,1003044,1,1,slowBody
553,538,183,1494,30969596,1001229,1,1,slowBody
406,538,197,3227,31609455,1007699,1,1,slowBody
554,538,183,1628,31236480,1020213,1,1,slowBody
465,538,183,1571,31664399,1008647,1,1,slowBody
405,538,183,1581,31199163,1009176,1,1,slowBody
466,538,183,1776,31230903,1003007,1,1,slowBody
406,538,183,1798,31464190,1002114,1,1,slowBody
466,538,171,53600,31381843,1008923,1,1,slowBody
385,538,171,39292,31159441,1004008,1,1,slowBody
384,538,183,1656,31587112,1008267,1,1,slowBody
406,538,171,262854,31423226,9952189,2,2,slowBody
405,538,215,4028,31367727,1011311,2,0,slowBody
405,538,183,1663,31171187,1006507,1,1,slowBody
406,538,183,1816,31065849,1008728,1,1,slowBody
406,538,183,1697,29881937,1023683,1,1,slowBody
509,538,197,3177,31275914,1003576,1,1,slowBody
466,538,183,1506,31365658,1007218,1,1,slowBody
554,538,183,1148,30576684,1001134,1,1,slowBody
467,538,183,1706,31179613,1003963,1,1,slowBody
406,538,183,1637,29673933,1013358,1,1,slowBody
405,538,215,10289,29251808,1632238,2,0,slowBody
466,538,183,1782,31259076,1002512,1,1,slowBody
554,538,183,1714,31377708,1006239,1,1,slowBody
384,538,171,17267,31194488,1002891,1,1,slowBody
466,538,183,1892,31673521,1006555,1,1,slowBody
385,538,241,7115,31395795,1005104,1,0,slowBody
384,538,197,3163,31466574,1008806,1,1,slowBody
467,538,183,1675,31658627,1019737,1,1,slowBody
406,538,183,1532,31501193,1005720,1,1,slowBody
544,538,278,288,30471569,1030252,2,0,slowBody
467,538,183,1783,31521459,1017429,1,1,slowBody
465,538,183,1622,31394046,1005574,1,1,slowBody
465,538,183,1652,31481294,1010029,1,1,slowBody
466,60,0,0,31443964,1288556,1,0,slowBody
405,538,241,14359,31465401,1018323,1,0,slowBody
554,538,183,1521,31288500,1011106,1,1,slowBody
385,538,183,1707,31257642,1006389,1,1,slowBody
509,538,183,1609,31384438,1004849,1,1,slowBody
509,538,183,1616,31333499,1004542,1,1,slowBody
384,538,197,3183,31375580,1009393,1,1,slowBody
467,538,183,1729,31150997,1004016,1,1,slowBody
509,538,183,1791,31536153,1010650,1,1,slowBody
467,538,183,1633,31207468,1004574,1,1,slowBody
467,538,183,1579,31484792,1016779,1,1,slowBody
406,538,183,1790,31764557,1009461,1,1,slowBody
394,2948,1492,313,14343816,1029105,2,1,slowBody
406,538,183,1704,31625973,1003162,1,1,slowBody
385,538,183,1699,31306035,1009963,1,1,slowBody
246,2948,1492,310,28503321,1012809,2,1,slowBody
246,2948,1544,148968,1044167,0,9,8,slowBody
509,538,183,1856,30362673,1030368,1,1,slowBody
385,538,183,1710,31308583,1009649,1,1,slowBody
406,538,171,121589,31203713,1009866,1,1,slowBody
384,538,197,3050,31423507,1010454,1,1,slowBody
405,538,183,1646,31504825,1010258,1,1,slowBody
225,2948,1290,416567,1667124,0,9,5,slowBody
306,60,0,0,16948162,1012490,2,0,slowBody
405,538,183,294918,31737556,10045970,2,1,slowBody
406,538,183,1814,31646256,1006376,1,1,slowBody
405,538,183,335801,31178454,10046464,2,1,slowBody
405,538,183,324609,31593461,10038584,2,1,slowBody
406,538,183,1650,31699830,1007166,1,1,slowBody
466,538,183,1705,31400003,1005572,1,1,slowBody
509,538,183,1686,31355393,1019252,1,1,slowBody
466,538,171,49667,30378702,1010128,1,1,slowBody
384,538,197,3085,31291772,1007603,1,1,slowBody
553,538,183,1849,31075763,1010076,1,1,slowBody
385,538,183,337082,31307019,10046492,2,1,slowBody
405,538,183,959,31141552,1008697,1,1,slowBody
466,538,183,1663,31338452,1004224,1,1,slowBody
384,538,197,2978,31367365,1009034,1,1,slowBody
406,538,183,1457,31179858,1002482,1,1,slowBody
405,538,215,2873,31155964,1027093,2,0,slowBody
385,538,183,1548,31210602,1005302,1,1,slowBody
554,538,183,2094,31200481,1001956,1,1,slowBody
406,538,183,2056,29380534,1008524,1,1,slowBody
554,538,183,1655,30666530,1006025,1,1,slowBody
384,538,183,1685,31187882,1005985,1,1,slowBody
405,538,183,300460,31530486,10044667,2,1,slowBody
554,538,183,1682,31304101,1009307,1,1,slowBody
465,538,183,1682,31465966,1006857,1,1,slowBody
554,538,215,10748,31148312,1009541,2,0,slowBody
385,538,183,1767,31325410,1007353,1,1,slowBody
405,538,197,2121,30918951,1004605,1,1,slowBody
385,538,183,340065,31202744,1029349,1,1,slowBody
466,538,171,15476,30378233,1005369,1,1,slowBody
553,538,215,1509,31159242,1036718,2,0,slowBody
466,538,171,3192,31148742,1001033,1,1,slowBody
384,538,241,8065,31404392,1010220,1,0,slowBody
465,538,183,1547,31407165,1005990,1,1,slowBody
406,538,183,1146,30369528,1008136,1,1,slowBody
405,538,183,321640,31759835,10037753,2,1,slowBody
406,538,183,1615,31650246,1008872,1,1,slowBody
509,538,183,1657,31401434,1005424,1,1,slowBody
406,538,171,264407,31199684,1011779,1,1,slowBody
384,538,183,1785,31452490,1008404,1,1,slowBody
466,538,183,1847,31680196,1006313,1,1,slowBody
406,538,241,14911,31449672,1032393,1,0,slowBody
406,538,183,1725,31533429,1007844,1,1,slowBody
405,538,197,3129,31610629,1011634,1,1,slowBody
465,538,183,1716,31490075,1007342,1,1,slowBody
385,538,183,1650,31084792,1006679,1,1,slowBody
553,538,183,2008,31078027,1010084,1,1,slowBody
466,538,183,1678,31217116,1002119,1,1,slowBody
466,538,171,9730,31537618,1007620,1,1,slowBody
405,538,183,939,30901540,1004667,1,1,slowBody
384,538,183,1668,31205149,1006381,1,1,slowBody
385,538,183,2276,31080624,1006367,1,1,slowBody
467,538,215,7210,30382918,1007091,2,0,slowBody
306,5844,3168,2812,12873,0,13,5,slowBody
466,538,183,1720,31624104,1004463,1,1,slowBody
554,538,183,1512,31228360,1020001,1,1,slowBody
553,538,197,1732,31221975,1004798,1,1,slowBody
509,538,183,1640,31431505,1005938,1,1,slowBody
405,538,183,1655,31311782,1010733,1,1,slowBody
554,538,183,827705,30660038,1006062,2,1,slowBody
385,538,183,1665,31165373,1004422,1,1,slowBody
405,538,183,325581,31309622,10038683,2,1,slowBody
384,538,241,6864,31416546,1025307,1,0,slowBody
554,538,197,3006,31177583,1001574,1,1,slowBody
384,538,183,1597,31544583,1007929,1,1,slowBody
384,538,183,2273,31660854,1013564,1,1,slowBody
406,538,171,262932,31142275,1009741,1,1,slowBody
406,538,183,1878,29876214,1023336,1,1,slowBody
466,538,183,1645,31289528,1003017,1,1,slowBody
384,538,171,11980,30637813,1003861,1,1,slowBody
554,538,183,1779,30669439,1007050,1,1,slowBody
467,538,183,1627,31498968,1017122,1,1,slowBody
465,538,183,1589,31704279,1008003,1,1,slowBody
385,538,171,38074,30601775,1004342,1,1,slowBody
467,538,183,1255,31567942,1018246,1,1,slowBody
406,538,183,1649,31556632,1003105,1,1,slowBody
554,538,183,1356,31352579,1008833,1,1,slowBody
509,538,183,1626,31361775,1004701,1,1,slowBody
554,538,183,432065,31138118,1001321,2,1,slowBody
466,538,183,1492,31380231,1007445,1,1,slowBody
406,538,171,262657,31431545,9952341,2,2,slowBody
385,538,183,1678,31168401,1004557,1,1,slowBody
384,538,183,1640,31189613,1006091,1,1,slowBody
406,538,183,1555,29884068,1023940,1,1,slowBody
465,538,183,2156,31746178,1009373,1,1,slowBody
465,538,183,1533,31624754,1009935,1,1,slowBody
466,60,0,0,32456033,1011139,1,0,slowBody
466,538,183,1462,31332979,1003999,1,1,slowBody
465,538,183,1910,30458816,1011082,1,1,slowBody
406,538,183,1576,31492705,1005722,1,1,slowBody
405,538,183,1596,31219543,1004301,1,1,slowBody
406,538,183,347445,31568121,9947585,2,1,slowBody
466,538,183,1777,31306199,1005057,1,1,slowBody
553,538,197,1979,30997291,1009820,1,1,slowBody
384,538,197,3062,31262405,1006705,1,1,slowBody
406,538,183,1609,31588407,1006360,1,1,slowBody
405,538,183,320951,31797777,10037443,2,1,slowBody
384,538,197,3103,31289136,1007497,1,1,slowBody
405,538,183,1817,31307143,1006358,1,1,slowBody
465,538,171,52081,30414704,1006345,1,1,slowBody
406,538,183,1739,31580956,1006453,1,1,slowBody
406,538,183,1593,31166490,1005707,1,1,slowBody
406,538,183,1768,31632300,1008632,1,1,slowBody
246,60,0,0,14901175,1012380,2,0,slowBody
406,538,183,1598,31575268,1007311,1,1,slowBody
406,538,171,264756,31460170,9952426,2,2,slowBody
394,60,0,0,6879155,1658195,2,0,slowBody
406,538,183,1969,31512973,1006914,1,1,slowBody
405,538,183,1124,31303942,1006181,1,1,slowBody
465,538,183,1627,31471404,1007082,1,1,slowBody
384,538,183,1925,31623730,1009222,1,1,slowBody
405,538,183,323167,31686612,10038141,2,1,slowBody
509,538,183,1634,31370053,1005038,1,1,slowBody
554,538,183,1738,31318038,1005112,1,1,slowBody
554,538,183,1590,31247505,1002651,1,1,slowBody
406,538,183,1614,31157890,1005665,1,1,slowBody
553,538,197,1604,31204538,1004602,1,1,slowBody
405,538,183,300388,31595993,10044942,2,1,slowBody
384,538,197,3238,31428719,1010702,1,1,slowBody
406,538,171,121616,31186197,1009647,1,1,slowBody
406,538,183,1524,31539878,1006724,1,1,slowBody
405,538,183,1787,31274667,1010408,1,1,slowBody
405,538,183,1559,31274784,1005444,1,1,slowBody
385,538,183,337730,31300364,10046470,2,1,slowBody
405,538,183,684,31146653,1008909,1,1,slowBody
467,538,183,1599,31461611,1016596,1,1,slowBody
328,-1,0,0,36385725,9236493,1,0,slowBody
465,538,183,1631,31687024,1007607,1,1,slowBody
384,538,183,1594,31597125,1008335,1,1,slowBody
406,538,183,1662,31532109,1005936,1,1,slowBody
406,538,183,1562,31476042,1005419,1,1,slowBody
405,538,241,15558,31442103,1026449,1,0,slowBody
406,538,215,12430,31398942,1002348,2,0,slowBody
467,538,183,1691,31661635,1019828,1,1,slowBody
466,538,183,1878,31215943,1002613,1,1,slowBody
467,538,183,1691,31640686,1019744,1,1,slowBody
385,538,171,41011,30590007,1004034,1,1,slowBody
405,538,215,5876,30556624,1032303,1,0,slowBody
405,538,183,1578,31168137,1006649,1,1,slowBody
406,538,215,8650,31181203,1664202,2,0,slowBody
405,538,215,7864,31352078,1024297,2,0,slowBody
466,538,183,1616,31324974,1003955,1,1,slowBody
384,538,183,1538,31457832,1008750,1,1,slowBody
406,538,171,264812,31422576,10025249,2,2,slowBody
406,538,171,260819,31524861,9949562,2,2,slowBody
554,538,183,1527,31257735,1012315,1,1,slowBody
406,538,183,1691,31622735,1008181,1,1,slowBody
466,538,183,1738,31344323,1006133,1,1,slowBody
385,538,183,341145,31184838,1007510,1,1,slowBody
405,538,171,3364,30157741,1015701,1,1,slowBody
509,538,171,1542,31243408,1003082,1,1,slowBody
405,538,183,322909,31700050,10038064,2,1,slowBody
405,538,183,300604,31582450,10045033,2,1,slowBody
553,538,183,1523,30989891,1008596,1,1,slowBody
406,538,183,182221,31183722,1009945,1,1,slowBody
553,538,183,1093,30947391,1010531,1,1,slowBody
384,538,171,16779,31209489,1003223,1,1,slowBody
385,538,183,1770,31315864,1006920,1,1,slowBody
554,538,171,2343,31249545,1009134,1,1,slowBody
554,538,183,1374,31350368,1008691,1,1,slowBody
405,538,183,1342,30925461,1004465,1,1,slowBody
406,538,241,13748,31481050,1030007,1,0,slowBody
406,538,183,1591,31272072,1022933,1,1,slowBody
509,538,241,5062,31429110,1012140,1,0,slowBody
394,2948,1544,147355,1032532,0,9,8,slowBody
467,538,183,1900,31283443,1008746,1,1,slowBody
405,538,197,3318,31546457,1010629,1,1,slowBody
406,538,197,3171,31656778,1009682,1,1,slowBody
554,538,215,517,31203603,1024265,2,0,slowBody
406,538,183,1775,31382921,1000750,1,1,slowBody
406,60,0,0,30327530,1009040,1,0,slowBody
509,538,183,1698,31227132,1010827,1,1,slowBody
384,538,241,6422,31421989,1031287,1,0,slowBody
246,60,0,0,7728206,1008021,2,0,slowBody
465,538,183,1608,31692264,1007838,1,1,slowBody
553,538,183,1721,31031708,1010106,1,1,slowBody
406,538,183,1916,31436110,1005316,1,1,slowBody
384,538,197,444506,31070758,10046389,2,1,slowBody
509,538,183,1583,31404016,1005536,1,1,slowBody
405,538,183,1644,31259434,1009644,1,1,slowBody
467,538,197,3215,30599016,1004178,1,1,slowBody
405,538,215,510,31163820,1696252,2,0,slowBody
406,538,215,11130,30401875,1019805,2,0,slowBody
406,538,183,1593,31123224,1005688,1,1,slowBody
466,538,183,208157,31480717,1001088,1,1,slowBody
405,60,0,0,29578887,1032360,1,0,slowBody
467,538,183,1793,31232970,1005866,1,1,slowBody
467,538,183,1475,31242304,1006547,1,1,slowBody
246,2948,1492,330,26615165,1633961,2,1,slowBody
405,538,183,300689,31579482,10045034,2,1,slowBody
466,538,171,3343,31145934,1000784,1,1,slowBody
467,538,183,1686,31678862,1020030,1,1,slowBody
466,538,171,56055,31405572,1008968,1,1,slowBody
384,538,197,3086,31402567,1009625,1,1,slowBody
509,538,183,1746,31507296,1009385,1,1,slowBody
509,538,183,1780,31494622,1008797,1,1,slowBody
509,538,171,3826,31283196,1003297,1,1,slowBody
406,538,183,1582,31179085,1020467,1,1,slowBody
509,538,183,1748,31489468,1009117,1,1,slowBody
406,538,171,114432,31419126,1008237,1,1,slowBody
554,538,183,1139,30554177,1004702,1,1,slowBody
406,538,183,1667,31651952,1005883,1,1,slowBody
466,538,183,1750,31252388,1003522,1,1,slowBody
466,538,183,1718,31296206,1004545,1,1,slowBody
246,4396,2177,2072,12568,0,13,6,slowBody
466,538,183,1638,31341419,1004013,1,1,slowBody
509,538,183,1639,31325183,1004252,1,1,slowBody
406,538,183,1147,31654473,1009220,1,1,slowBody
406,538,183,821,31166746,1001688,1,1,slowBody
