% isAttack highrate:	1705
% isAttack lowrate:	2000
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:highrate, udpFlood:highrate, httpFlood:highrate, slowBody:lowrate, slowHeaders:lowrate, slowRead:lowrate-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2-4,8-9,16-18,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute isAttack {highrate,lowrate}

@data
tcp,OTH,66,15,15,0,15,15,highrate
tcp,S3,386,371,371,0,100,100,highrate
tcp,S3,377,863,703,0.2,100,100,highrate
tcp,RSTO,446,642,642,0,100,100,highrate
tcp,S3,374,156,156,0,100,100,highrate
tcp,S3,380,740,740,0,100,100,highrate
tcp,S3,377,491,331,0.44,100,100,highrate
tcp,S3,374,104,104,0,100,100,highrate
udp,OTH,60,74,74,0,30,30,highrate
udp,OTH,60,142,142,0,33,33,highrate
tcp,S3,377,400,240,0.6,98,98,highrate
tcp,RSTO,446,563,563,0,100,100,highrate
tcp,S3,377,423,263,0.55,100,100,highrate
udp,OTH,60,50,50,0,22,22,highrate
tcp,S1,242,189,189,0,100,100,highrate
udp,OTH,60,141,141,0,24,24,highrate
tcp,S3,377,390,230,0.63,95,91,highrate
tcp,OTH,60,136,174,0.22,33,33,highrate
tcp,S3,374,74,74,0,74,74,highrate
tcp,S3,374,155,155,0,100,100,highrate
tcp,OTH,60,177,177,0,33,33,highrate
tcp,OTH,60,129,129,0,32,32,highrate
udp,OTH,60,130,130,0,33,33,highrate
tcp,RSTO,446,707,707,0,100,100,highrate
tcp,S3,377,870,710,0.2,100,100,highrate
tcp,S3,380,741,741,0,100,100,highrate
tcp,OTH,66,38,38,0,32,32,highrate
tcp,OTH,60,43,43,0,33,33,highrate
tcp,S3,374,151,151,0,100,100,highrate
tcp,OTH,66,48,48,0,33,33,highrate
tcp,S1,248,152,152,0,100,100,highrate
tcp,S3,377,876,716,0.2,100,100,highrate
tcp,S3,374,83,83,0,98,98,highrate
tcp,S3,374,149,149,0,100,100,highrate
udp,OTH,60,56,56,0,24,24,highrate
tcp,S3,374,346,346,0,100,100,highrate
tcp,OTH,66,103,103,0,100,100,highrate
tcp,RSTO,446,632,632,0,100,100,highrate
tcp,OTH,60,134,134,0,9,9,highrate
tcp,S3,374,404,404,0,100,100,highrate
tcp,S3,377,946,786,0.18,100,100,highrate
tcp,S3,374,41,41,0,98,98,highrate
tcp,RSTO,446,666,666,0,100,100,highrate
tcp,S3,374,148,148,0,100,100,highrate
tcp,OTH,66,55,55,0,45,45,highrate
tcp,S3,386,0,0,0,0,0,highrate
tcp,S3,374,280,280,0,100,100,highrate
tcp,OTH,60,129,167,0.23,33,33,highrate
tcp,S3,380,957,957,0,100,100,highrate
tcp,S1,242,179,179,0,100,100,highrate
tcp,S3,374,144,144,0,100,100,highrate
tcp,S3,377,443,283,0.51,100,100,highrate
tcp,S3,452,163,163,0,100,100,highrate
tcp,S3,377,444,284,0.51,100,100,highrate
tcp,S3,374,16,16,0,98,98,highrate
tcp,S3,377,559,399,0.36,100,100,highrate
tcp,OTH,66,55,55,0,37,37,highrate
tcp,OTH,60,134,172,0.22,33,33,highrate
tcp,S3,374,435,435,0,100,100,highrate
tcp,S3,377,766,606,0.24,99,99,highrate
tcp,OTH,60,174,174,0,33,33,highrate
udp,OTH,60,160,160,0,33,33,highrate
tcp,S3,380,142,142,0,100,100,highrate
tcp,S3,392,754,754,0,100,100,highrate
tcp,S3,374,147,147,0,100,100,highrate
tcp,S3,377,412,252,0.57,100,100,highrate
tcp,S3,374,400,400,0,100,100,highrate
tcp,S3,380,938,938,0,100,100,highrate
tcp,RSTO,446,517,517,0,100,100,highrate
tcp,S3,374,152,152,0,100,100,highrate
tcp,S3,374,131,131,0,100,100,highrate
tcp,RSTO,446,524,524,0,100,100,highrate
tcp,RSTO,446,481,481,0,100,100,highrate
tcp,OTH,60,9,9,0,9,9,highrate
tcp,S3,380,912,912,0,100,100,highrate
tcp,OTH,66,115,115,0,100,100,highrate
tcp,OTH,60,178,178,0,33,33,highrate
tcp,OTH,60,144,144,0,33,33,highrate
tcp,S3,374,150,150,0,100,100,highrate
tcp,OTH,66,222,222,0,98,98,highrate
tcp,S3,374,161,161,0,100,100,highrate
tcp,S3,377,774,614,0.23,99,99,highrate
tcp,S3,377,851,691,0.21,99,99,highrate
tcp,S3,374,145,145,0,100,100,highrate
tcp,S3,374,312,312,0,100,100,highrate
tcp,S3,380,915,915,0,100,100,highrate
tcp,S3,374,229,229,0,100,100,highrate
tcp,S3,377,778,618,0.23,99,99,highrate
tcp,S3,377,309,149,0.97,69,36,highrate
tcp,S3,377,630,470,0.31,100,100,highrate
tcp,S3,377,798,638,0.23,99,99,highrate
tcp,S3,374,87,87,0,98,98,highrate
tcp,S3,377,306,146,0.99,68,34,highrate
tcp,OTH,60,180,180,0,33,33,highrate
tcp,S3,374,91,91,0,91,91,highrate
tcp,OTH,60,6,6,0,6,6,highrate
tcp,S3,386,129,129,0,100,100,highrate
tcp,S3,377,585,425,0.34,100,100,highrate
tcp,S3,374,184,184,0,100,100,highrate
tcp,S1,248,169,169,0,100,100,highrate
tcp,S3,377,1008,848,0.17,100,100,highrate
tcp,RSTO,446,480,480,0,100,100,highrate
tcp,OTH,66,0,0,0,0,0,highrate
tcp,OTH,66,27,27,0,27,27,highrate
tcp,OTH,60,79,117,0.32,23,23,highrate
tcp,S3,374,96,96,0,100,100,highrate
tcp,RSTO,446,530,530,0,100,100,highrate
tcp,OTH,66,261,261,0,98,98,highrate
udp,OTH,60,105,105,0,33,33,highrate
tcp,S3,374,3,3,0,98,98,highrate
tcp,RSTO,446,401,401,0,100,100,highrate
tcp,OTH,60,147,147,0,33,33,highrate
tcp,OTH,60,178,178,0,33,33,highrate
tcp,S3,374,6,6,0,6,6,highrate
tcp,OTH,66,117,117,0,100,100,highrate
tcp,S1,248,152,152,0,100,100,highrate
tcp,S3,374,152,152,0,100,100,highrate
tcp,OTH,60,162,162,0,33,33,highrate
udp,OTH,60,117,117,0,33,33,highrate
tcp,S1,242,457,457,0,100,100,highrate
tcp,RSTO,446,352,352,0,100,100,highrate
tcp,S3,377,628,468,0.31,100,100,highrate
tcp,S3,374,131,131,0,100,100,highrate
tcp,S3,377,509,349,0.41,100,100,highrate
udp,OTH,60,98,98,0,42,42,highrate
tcp,RSTO,446,706,706,0,100,100,highrate
tcp,S3,380,770,770,0,100,100,highrate
tcp,S3,374,9,9,0,9,9,highrate
udp,OTH,60,109,109,0,33,33,highrate
tcp,S3,374,351,351,0,100,100,highrate
tcp,S3,377,825,665,0.22,99,99,highrate
tcp,S3,374,149,149,0,100,100,highrate
tcp,OTH,60,169,169,0,33,33,highrate
tcp,S3,377,850,690,0.21,99,99,highrate
tcp,S1,242,171,171,0,100,100,highrate
tcp,OTH,66,59,59,0,94,94,highrate
tcp,S3,377,636,476,0.3,100,100,highrate
tcp,S3,374,30,30,0,30,30,highrate
tcp,S3,374,134,134,0,100,100,highrate
tcp,S3,374,152,152,0,100,100,highrate
tcp,S3,374,120,120,0,100,100,highrate
tcp,OTH,60,177,177,0,33,33,highrate
tcp,S3,374,179,179,0,100,100,highrate
tcp,S3,374,166,166,0,100,100,highrate
udp,OTH,60,117,117,0,33,33,highrate
udp,OTH,60,113,113,0,38,38,highrate
tcp,S3,374,165,165,0,100,100,highrate
tcp,S3,374,152,152,0,100,100,highrate
tcp,RSTO,446,461,461,0,100,100,highrate
udp,OTH,60,110,110,0,34,34,highrate
tcp,OTH,60,137,137,0,20,20,highrate
tcp,OTH,60,144,144,0,31,31,highrate
tcp,S3,374,175,175,0,100,100,highrate
tcp,S3,377,897,737,0.2,100,100,highrate
tcp,S3,380,771,771,0,100,100,highrate
tcp,S3,377,853,693,0.21,99,99,highrate
tcp,RSTO,446,486,486,0,100,100,highrate
tcp,RSTO,446,843,843,0,100,100,highrate
tcp,RSTO,446,689,689,0,100,100,highrate
tcp,S3,380,145,145,0,100,100,highrate
tcp,S3,377,928,768,0.19,100,100,highrate
tcp,S1,245,1034,875,0.16,100,100,highrate
tcp,OTH,60,177,177,0,33,33,highrate
tcp,S3,374,150,150,0,100,100,highrate
tcp,S1,248,200,200,0,100,100,highrate
udp,OTH,60,153,153,0,33,33,highrate
tcp,OTH,60,179,179,0,33,33,highrate
udp,OTH,60,104,104,0,34,34,highrate
tcp,S3,374,133,133,0,100,100,highrate
tcp,S3,464,107,107,0,100,100,highrate
tcp,S3,374,142,142,0,100,100,highrate
tcp,OTH,66,85,85,0,57,57,highrate
tcp,S3,377,1028,868,0.17,100,100,highrate
tcp,OTH,66,99,99,0,100,100,highrate
tcp,S3,374,137,137,0,94,94,highrate
tcp,S3,374,170,170,0,100,100,highrate
tcp,S3,374,150,150,0,100,100,highrate
tcp,S3,374,196,196,0,100,100,highrate
tcp,S3,374,398,398,0,100,100,highrate
tcp,RSTO,446,729,729,0,100,100,highrate
tcp,OTH,60,137,137,0,11,11,highrate
tcp,OTH,66,7,7,0,7,7,highrate
tcp,S3,380,874,874,0,100,100,highrate
tcp,S3,374,294,294,0,100,100,highrate
tcp,OTH,60,141,141,0,31,31,highrate
tcp,OTH,60,119,119,0,31,31,highrate
tcp,RSTO,446,692,692,0,100,100,highrate
udp,OTH,60,100,100,0,40,40,highrate
tcp,OTH,60,178,178,0,33,33,highrate
tcp,S3,377,821,661,0.22,99,99,highrate
tcp,S3,374,50,50,0,50,50,highrate
tcp,OTH,66,311,311,0,100,100,highrate
tcp,RSTO,446,423,423,0,100,100,highrate
tcp,S3,374,151,151,0,100,100,highrate
tcp,S3,374,296,296,0,100,100,highrate
tcp,RSTO,446,610,610,0,100,100,highrate
tcp,S3,374,170,170,0,100,100,highrate
udp,OTH,60,112,112,0,38,38,highrate
tcp,S3,374,149,149,0,100,100,highrate
tcp,OTH,60,177,177,0,33,33,highrate
tcp,OTH,66,35,35,0,88,88,highrate
tcp,S3,377,643,483,0.3,100,100,highrate
tcp,OTH,60,136,174,0.22,33,33,highrate
tcp,OTH,66,60,60,0,41,41,highrate
tcp,S3,374,157,157,0,100,100,highrate
udp,OTH,60,89,89,0,41,41,highrate
tcp,OTH,60,95,133,0.29,37,37,highrate
tcp,OTH,66,31,31,0,85,85,highrate
tcp,S3,374,133,133,0,100,100,highrate
tcp,OTH,66,72,72,0,56,56,highrate
tcp,OTH,66,86,86,0,96,96,highrate
tcp,RSTO,446,848,848,0,100,100,highrate
tcp,S3,380,162,162,0,100,100,highrate
tcp,S3,374,121,121,0,100,100,highrate
tcp,S3,374,444,444,0,100,100,highrate
udp,OTH,60,107,107,0,33,33,highrate
tcp,OTH,60,126,164,0.23,33,33,highrate
tcp,OTH,60,178,178,0,33,33,highrate
tcp,RSTO,446,363,363,0,100,100,highrate
tcp,S3,374,154,154,0,100,100,highrate
tcp,RSTO,446,538,538,0,100,100,highrate
tcp,S3,377,713,553,0.26,100,100,highrate
tcp,S3,377,819,659,0.22,99,99,highrate
tcp,S3,374,438,438,0,100,100,highrate
tcp,OTH,60,177,177,0,33,33,highrate
tcp,OTH,66,289,289,0,100,100,highrate
udp,OTH,60,111,111,0,33,33,highrate
tcp,S1,248,192,192,0,100,100,highrate
tcp,S3,380,906,906,0,100,100,highrate
tcp,S3,374,54,54,0,98,98,highrate
tcp,S1,242,182,182,0,100,100,highrate
tcp,S3,374,135,135,0,100,100,highrate
tcp,OTH,60,114,114,0,32,32,highrate
udp,OTH,60,111,111,0,38,38,highrate
tcp,S3,374,150,150,0,100,100,highrate
tcp,S3,377,987,827,0.17,100,100,highrate
tcp,S3,374,145,145,0,100,100,highrate
tcp,S3,374,146,146,0,100,100,highrate
tcp,OTH,60,135,135,0,26,26,highrate
tcp,OTH,60,169,169,0,33,33,highrate
tcp,OTH,66,64,64,0,50,50,highrate
tcp,S3,374,110,110,0,100,100,highrate
udp,OTH,60,51,51,0,23,23,highrate
tcp,S3,374,148,148,0,100,100,highrate
udp,OTH,60,122,122,0,33,33,highrate
tcp,S3,374,39,39,0,39,39,highrate
tcp,S3,377,541,381,0.38,100,100,highrate
tcp,S3,374,93,93,0,98,98,highrate
udp,OTH,60,125,125,0,33,33,highrate
tcp,S3,374,150,150,0,100,100,highrate
tcp,S3,377,384,224,0.64,93,87,highrate
tcp,OTH,66,42,42,0,38,38,highrate
udp,OTH,60,104,104,0,33,33,highrate
tcp,OTH,66,265,265,0,98,98,highrate
tcp,OTH,66,105,53,0.98,57,30,highrate
udp,OTH,60,160,160,0,33,33,highrate
tcp,S3,386,314,314,0,100,100,highrate
tcp,RSTO,446,428,428,0,100,100,highrate
tcp,S3,374,148,148,0,100,100,highrate
tcp,OTH,66,60,60,0,48,48,highrate
tcp,OTH,60,174,174,0,33,33,highrate
tcp,S3,374,156,156,0,100,100,highrate
tcp,OTH,66,142,87,0.62,52,43,highrate
tcp,OTH,66,81,81,0,94,94,highrate
tcp,S3,377,858,698,0.21,100,100,highrate
tcp,OTH,66,135,135,0,100,100,highrate
tcp,S3,377,694,534,0.27,100,100,highrate
tcp,S3,374,141,141,0,100,100,highrate
tcp,RSTO,446,671,671,0,100,100,highrate
tcp,S3,380,888,888,0,100,100,highrate
tcp,S3,392,777,777,0,100,100,highrate
tcp,S3,374,139,139,0,100,100,highrate
tcp,S3,377,828,668,0.22,99,99,highrate
tcp,S3,374,144,144,0,100,100,highrate
tcp,S3,377,569,409,0.35,100,100,highrate
tcp,S3,377,796,636,0.23,99,99,highrate
tcp,S3,374,149,149,0,100,100,highrate
tcp,S3,374,143,143,0,100,100,highrate
tcp,S3,374,141,141,0,100,100,highrate
tcp,S3,377,512,352,0.41,100,100,highrate
tcp,S3,464,104,104,0,100,100,highrate
tcp,S3,374,149,149,0,100,100,highrate
tcp,S3,380,730,730,0,100,100,highrate
tcp,S3,374,167,167,0,100,100,highrate
tcp,OTH,60,132,132,0,36,36,highrate
tcp,S3,374,242,242,0,100,100,highrate
tcp,S3,374,137,137,0,100,100,highrate
tcp,S1,242,175,175,0,100,100,highrate
tcp,S3,374,129,129,0,100,100,highrate
tcp,S3,377,555,395,0.36,100,100,highrate
tcp,S3,380,756,756,0,100,100,highrate
tcp,S3,386,370,370,0,100,100,highrate
tcp,OTH,60,136,174,0.22,33,33,highrate
tcp,S3,392,749,749,0,100,100,highrate
tcp,S3,374,84,84,0,84,84,highrate
tcp,S3,377,786,626,0.23,99,99,highrate
tcp,OTH,66,62,62,0,42,42,highrate
tcp,S3,374,21,21,0,98,98,highrate
udp,OTH,60,19,19,0,19,19,highrate
tcp,S3,374,214,214,0,100,100,highrate
tcp,S3,374,247,247,0,100,100,highrate
tcp,RSTO,446,804,804,0,100,100,highrate
tcp,S3,374,159,159,0,100,100,highrate
tcp,OTH,66,46,46,0,39,39,highrate
udp,OTH,60,122,122,0,33,33,highrate
tcp,S3,380,135,135,0,100,100,highrate
tcp,S3,374,152,152,0,100,100,highrate
tcp,S3,377,305,145,0.99,68,33,highrate
tcp,OTH,60,180,180,0,33,33,highrate
tcp,S3,374,164,164,0,100,100,highrate
tcp,S3,464,121,121,0,100,100,highrate
tcp,S3,374,115,115,0,100,100,highrate
tcp,OTH,66,275,275,0,99,99,highrate
tcp,OTH,66,274,274,0,99,99,highrate
tcp,RSTO,446,539,539,0,100,100,highrate
tcp,S3,374,161,161,0,100,100,highrate
tcp,S3,374,134,134,0,100,100,highrate
tcp,OTH,60,174,174,0,33,33,highrate
tcp,RSTO,446,529,529,0,100,100,highrate
tcp,S3,377,843,683,0.21,99,99,highrate
tcp,RSTO,446,510,510,0,100,100,highrate
tcp,S3,374,133,133,0,100,100,highrate
tcp,S3,386,201,201,0,100,100,highrate
tcp,S3,377,395,235,0.61,97,94,highrate
tcp,S3,374,373,373,0,100,100,highrate
tcp,S3,386,123,123,0,100,100,highrate
tcp,OTH,66,111,111,0,100,100,highrate
tcp,S3,374,174,174,0,100,100,highrate
tcp,RSTO,446,542,542,0,100,100,highrate
tcp,S3,374,119,119,0,100,100,highrate
tcp,S3,377,913,753,0.19,100,100,highrate
tcp,OTH,66,110,58,0.9,58,33,highrate
tcp,OTH,60,180,180,0,33,33,highrate
tcp,OTH,60,171,171,0,33,33,highrate
tcp,S3,374,150,150,0,100,100,highrate
tcp,S3,374,133,133,0,100,100,highrate
udp,OTH,60,110,110,0,33,33,highrate
tcp,S3,377,989,829,0.17,100,100,highrate
tcp,RSTO,446,708,708,0,100,100,highrate
tcp,RSTO,446,630,630,0,100,100,highrate
tcp,S3,374,106,106,0,100,100,highrate
tcp,RSTO,446,416,416,0,100,100,highrate
tcp,S3,374,118,118,0,100,100,highrate
tcp,S3,377,568,408,0.35,100,100,highrate
tcp,S3,374,233,233,0,100,100,highrate
tcp,S3,374,142,142,0,100,100,highrate
tcp,S3,380,728,728,0,100,100,highrate
tcp,OTH,60,180,180,0,33,33,highrate
tcp,S3,374,58,58,0,98,98,highrate
tcp,OTH,66,118,65,0.8,46,29,highrate
tcp,OTH,66,56,56,0,46,46,highrate
tcp,RSTO,446,624,624,0,100,100,highrate
tcp,OTH,60,137,175,0.22,33,33,highrate
tcp,S3,374,160,160,0,100,100,highrate
tcp,S3,374,67,67,0,67,67,highrate
udp,OTH,60,110,110,0,40,40,highrate
tcp,OTH,60,170,170,0,33,33,highrate
udp,OTH,60,94,94,0,42,42,highrate
tcp,S1,242,171,171,0,100,100,highrate
tcp,S3,374,33,33,0,33,33,highrate
tcp,OTH,60,179,179,0,33,33,highrate
tcp,S3,374,139,139,0,100,100,highrate
tcp,RSTO,446,545,545,0,100,100,highrate
tcp,S1,245,1044,885,0.16,100,100,highrate
tcp,RSTO,446,457,457,0,100,100,highrate
tcp,OTH,60,117,117,0,33,33,highrate
tcp,S3,374,154,154,0,100,100,highrate
tcp,OTH,66,135,80,0.68,50,38,highrate
tcp,S3,374,151,151,0,100,100,highrate
tcp,RSTO,446,341,341,0,100,100,highrate
tcp,RSTO,446,626,626,0,100,100,highrate
tcp,RSTO,446,390,390,0,100,100,highrate
tcp,S3,374,81,81,0,81,81,highrate
tcp,RSTO,446,473,473,0,100,100,highrate
tcp,OTH,66,151,151,0,100,100,highrate
tcp,S3,374,161,161,0,100,100,highrate
tcp,S3,380,869,869,0,100,100,highrate
tcp,RSTO,446,699,699,0,100,100,highrate
tcp,S3,374,417,417,0,100,100,highrate
tcp,OTH,66,41,41,0,92,92,highrate
tcp,OTH,60,179,179,0,33,33,highrate
tcp,S3,380,157,157,0,100,100,highrate
tcp,S3,374,269,269,0,100,100,highrate
tcp,S3,374,270,270,0,100,100,highrate
tcp,S1,242,172,172,0,100,100,highrate
tcp,S3,374,150,150,0,100,100,highrate
tcp,S3,377,869,709,0.2,100,100,highrate
tcp,S3,374,7,7,0,7,7,highrate
tcp,S3,386,315,315,0,100,100,highrate
tcp,S3,374,148,148,0,100,100,highrate
tcp,S3,374,153,153,0,100,100,highrate
udp,OTH,60,161,161,0,33,33,highrate
tcp,OTH,60,138,138,0,33,33,highrate
tcp,OTH,66,146,91,0.59,54,45,highrate
tcp,S3,374,352,352,0,100,100,highrate
tcp,RSTO,446,587,587,0,100,100,highrate
tcp,S3,392,761,761,0,100,100,highrate
tcp,S3,374,18,18,0,18,18,highrate
tcp,OTH,60,41,41,0,33,33,highrate
tcp,S3,374,101,101,0,100,100,highrate
tcp,OTH,60,165,165,0,33,33,highrate
udp,OTH,60,138,138,0,33,33,highrate
tcp,S3,377,909,749,0.19,100,100,highrate
tcp,OTH,60,140,140,0,31,31,highrate
tcp,OTH,66,48,48,0,40,40,highrate
tcp,S3,377,951,791,0.18,100,100,highrate
tcp,OTH,60,179,179,0,33,33,highrate
tcp,OTH,66,50,50,0,34,34,highrate
tcp,S3,380,145,145,0,100,100,highrate
tcp,S3,374,165,165,0,100,100,highrate
tcp,S3,380,864,864,0,100,100,highrate
tcp,S3,374,102,102,0,100,100,highrate
tcp,RSTO,446,571,571,0,100,100,highrate
tcp,S3,374,295,295,0,100,100,highrate
tcp,RSTO,446,819,819,0,100,100,highrate
tcp,S3,380,759,759,0,100,100,highrate
tcp,S3,374,150,150,0,100,100,highrate
udp,OTH,60,111,111,0,33,33,highrate
tcp,S3,374,68,68,0,98,98,highrate
tcp,S3,377,910,750,0.19,100,100,highrate
tcp,S3,374,126,126,0,100,100,highrate
tcp,S3,374,128,128,0,100,100,highrate
tcp,OTH,60,179,179,0,33,33,highrate
tcp,OTH,66,134,134,0,100,100,highrate
tcp,S3,374,244,244,0,100,100,highrate
tcp,S3,374,159,159,0,100,100,highrate
tcp,S3,380,731,731,0,100,100,highrate
tcp,RSTO,446,655,655,0,100,100,highrate
tcp,OTH,60,164,164,0,33,33,highrate
tcp,S3,380,960,960,0,100,100,highrate
tcp,S3,374,151,151,0,100,100,highrate
tcp,S3,374,182,182,0,100,100,highrate
tcp,OTH,66,11,11,0,69,69,highrate
tcp,OTH,66,38,38,0,35,35,highrate
tcp,S3,374,175,175,0,100,100,highrate
udp,OTH,60,105,105,0,39,39,highrate
tcp,RSTO,446,693,693,0,100,100,highrate
tcp,S3,374,167,167,0,100,100,highrate
tcp,S3,374,169,169,0,100,100,highrate
tcp,S3,374,109,109,0,100,100,highrate
tcp,OTH,60,135,135,0,29,29,highrate
tcp,OTH,66,122,122,0,100,100,highrate
tcp,OTH,66,180,180,0,99,99,highrate
udp,OTH,60,88,88,0,41,41,highrate
tcp,S3,374,160,160,0,100,100,highrate
tcp,S3,386,317,317,0,100,100,highrate
tcp,OTH,66,98,98,0,100,100,highrate
udp,OTH,60,142,142,0,33,33,highrate
tcp,OTH,66,40,40,0,92,92,highrate
tcp,S3,374,96,96,0,98,98,highrate
tcp,S3,377,1010,850,0.17,100,100,highrate
tcp,RSTO,446,564,564,0,100,100,highrate
tcp,RSTO,446,688,688,0,100,100,highrate
tcp,S3,374,139,139,0,100,100,highrate
tcp,OTH,66,37,37,0,31,31,highrate
udp,OTH,60,110,110,0,33,33,highrate
tcp,S3,380,871,871,0,100,100,highrate
tcp,OTH,66,23,23,0,23,23,highrate
tcp,S3,377,915,755,0.19,100,100,highrate
tcp,OTH,60,143,143,0,31,31,highrate
tcp,S3,377,464,304,0.47,100,100,highrate
tcp,S1,242,177,177,0,100,100,highrate
tcp,OTH,60,180,180,0,33,33,highrate
tcp,S3,374,114,114,0,100,100,highrate
tcp,OTH,60,143,143,0,31,31,highrate
tcp,OTH,66,133,78,0.69,49,37,highrate
udp,OTH,60,67,67,0,27,27,highrate
tcp,S3,380,959,959,0,100,100,highrate
tcp,RSTO,446,448,448,0,100,100,highrate
tcp,S3,377,597,437,0.33,100,100,highrate
tcp,S3,374,13,13,0,13,13,highrate
tcp,S1,248,177,177,0,100,100,highrate
tcp,S3,386,136,136,0,100,100,highrate
udp,OTH,60,133,133,0,33,33,highrate
tcp,S1,242,174,174,0,100,100,highrate
tcp,S3,374,123,123,0,100,100,highrate
tcp,S3,377,728,568,0.25,100,100,highrate
tcp,S3,377,563,403,0.36,100,100,highrate
tcp,S3,386,143,143,0,100,100,highrate
tcp,S3,374,149,149,0,100,100,highrate
tcp,S3,374,132,132,0,100,100,highrate
tcp,S3,374,228,228,0,100,100,highrate
tcp,S3,374,152,152,0,100,100,highrate
tcp,RSTO,446,652,652,0,100,100,highrate
tcp,S3,377,933,773,0.19,100,100,highrate
tcp,OTH,66,5,5,0,5,5,highrate
tcp,S3,374,83,83,0,83,83,highrate
tcp,OTH,60,180,180,0,33,33,highrate
tcp,OTH,66,319,319,0,100,100,highrate
udp,OTH,60,141,141,0,23,23,highrate
tcp,S3,374,145,145,0,100,100,highrate
tcp,S3,374,100,100,0,100,100,highrate
tcp,RSTO,446,627,627,0,100,100,highrate
tcp,S3,377,646,486,0.3,100,100,highrate
tcp,OTH,60,174,174,0,33,33,highrate
tcp,S3,374,146,146,0,100,100,highrate
tcp,S3,374,157,157,0,100,100,highrate
tcp,S3,377,388,228,0.63,94,90,highrate
tcp,S3,374,79,79,0,79,79,highrate
tcp,S3,374,134,134,0,100,100,highrate
tcp,S3,380,895,895,0,100,100,highrate
tcp,S3,374,147,147,0,100,100,highrate
tcp,S3,374,158,158,0,100,100,highrate
tcp,S3,374,181,181,0,100,100,highrate
tcp,S3,386,335,335,0,100,100,highrate
tcp,S3,377,476,316,0.46,100,100,highrate
tcp,S3,374,134,134,0,100,100,highrate
tcp,S3,374,156,156,0,100,100,highrate
tcp,S3,377,901,741,0.19,100,100,highrate
tcp,S3,374,94,94,0,94,94,highrate
tcp,S3,374,171,171,0,100,100,highrate
tcp,S3,374,55,55,0,98,98,highrate
tcp,OTH,60,177,177,0,33,33,highrate
tcp,S3,380,773,773,0,100,100,highrate
tcp,OTH,66,29,29,0,29,29,highrate
tcp,S3,374,154,154,0,100,100,highrate
udp,OTH,60,116,116,0,33,33,highrate
udp,OTH,60,59,59,0,25,25,highrate
tcp,S3,374,145,145,0,100,100,highrate
tcp,OTH,66,203,203,0,98,98,highrate
tcp,OTH,60,163,163,0,33,33,highrate
tcp,S3,374,176,176,0,100,100,highrate
tcp,S3,377,903,743,0.19,100,100,highrate
tcp,OTH,60,177,177,0,33,33,highrate
udp,OTH,60,105,105,0,34,34,highrate
tcp,S3,374,164,164,0,100,100,highrate
tcp,OTH,60,170,170,0,33,33,highrate
udp,OTH,60,81,81,0,42,42,highrate
tcp,OTH,60,136,174,0.22,33,33,highrate
tcp,S3,374,137,137,0,100,100,highrate
tcp,S3,377,918,758,0.19,100,100,highrate
udp,OTH,60,142,142,0,33,33,highrate
tcp,S3,380,146,146,0,100,100,highrate
tcp,S3,374,151,151,0,100,100,highrate
tcp,OTH,66,36,36,0,88,88,highrate
tcp,S3,374,162,162,0,100,100,highrate
tcp,S3,374,152,152,0,100,100,highrate
tcp,RSTO,446,340,340,0,100,100,highrate
tcp,S1,242,454,454,0,100,100,highrate
tcp,S3,374,306,306,0,100,100,highrate
tcp,S3,380,992,992,0,100,100,highrate
tcp,S3,374,15,15,0,98,98,highrate
tcp,S3,374,154,154,0,100,100,highrate
tcp,S3,377,406,246,0.59,100,100,highrate
tcp,S1,242,447,447,0,100,100,highrate
tcp,OTH,60,177,177,0,33,33,highrate
tcp,S3,380,141,141,0,100,100,highrate
tcp,OTH,66,31,31,0,31,31,highrate
tcp,OTH,60,47,47,0,33,33,highrate
tcp,S3,374,20,20,0,20,20,highrate
tcp,S3,374,43,43,0,98,98,highrate
tcp,OTH,66,199,199,0,98,98,highrate
tcp,S3,374,166,166,0,100,100,highrate
tcp,S3,377,566,406,0.35,100,100,highrate
tcp,S3,374,148,148,0,100,100,highrate
tcp,RSTO,446,371,371,0,100,100,highrate
tcp,RSTO,446,676,676,0,100,100,highrate
tcp,S3,374,165,165,0,100,100,highrate
tcp,OTH,66,21,21,0,21,21,highrate
tcp,S3,392,778,778,0,100,100,highrate
tcp,OTH,66,204,204,0,98,98,highrate
tcp,S3,374,140,140,0,100,100,highrate
tcp,RSTO,446,787,787,0,100,100,highrate
tcp,S3,374,174,174,0,100,100,highrate
tcp,S3,374,112,112,0,75,75,highrate
tcp,OTH,66,227,227,0,98,98,highrate
tcp,OTH,60,166,166,0,33,33,highrate
tcp,S3,377,926,766,0.19,100,100,highrate
tcp,S3,374,222,222,0,100,100,highrate
tcp,S3,374,395,395,0,100,100,highrate
tcp,S3,374,141,141,0,100,100,highrate
