% isAttack normal:	2000
% isAttack highrate:	1000
% isAttack lowrate:	1000
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:highrate, udpFlood:highrate, httpFlood:highrate, slowBody:lowrate, slowHeaders:lowrate, slowRead:lowrate-weka.filters.unsupervised.attribute.Remove-V-R3-4,9,18-19,21,24,27-weka.filters.unsupervised.attribute.Remove'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute srv_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_serror_rate numeric
@attribute isAttack {normal,highrate,lowrate}

@data
SF,946,3097,100,1,0,0,normal
SF,946,2325,58,1,0,0,normal
S3,1024,3123,100,1,0,0.8,normal
OTH,66,4980,38,1,0,0,normal
OTH,66,2113,51,1,0.15,0,normal
OTH,66,3064,83,1,0.02,0,normal
OTH,66,5636,40,1,0.2,0,normal
SF,946,2229,100,1,0,0,normal
SF,946,2191,98,1,0,0,normal
OTH,66,2917,47,1,0.15,0,normal
SF,946,2520,100,1,0,0,normal
SF,946,2541,100,1,0,0,normal
OTH,66,4943,43,1,0.02,0,normal
OTH,66,2918,48,1,0.16,0,normal
SF,880,2091,100,1,0,0,normal
OTH,66,4182,45,1,0.11,0,normal
SF,1120,2259,100,1,0,0,normal
SF,946,2614,100,1,0,0,normal
OTH,66,4497,47,1,0.12,0,normal
SF,946,3168,100,1,0,0,normal
SF,958,2435,86,1,0,0,normal
SF,946,2706,89,1,0,0,normal
OTH,66,2824,50,1,0.02,0,normal
SF,946,636,100,1,0,0,normal
S1,74,2688,100,1,0,1,normal
OTH,66,3160,47,1,0.02,0,normal
OTH,66,5842,50,1,0.08,0,normal
SF,946,3181,100,1,0,0,normal
OTH,66,2962,46,1,0.06,0,normal
SF,946,2569,100,1,0,0,normal
SF,946,2003,100,1,0,0,normal
OTH,66,3337,74,1,0.07,0,normal
SF,946,3051,98,1,0,0,normal
OTH,146,2831,68,1,0,0,normal
OTH,66,2529,44,1,0.02,0,normal
SF,946,4042,100,1,0,0,normal
SF,1024,3084,90,1,0,0,normal
OTH,66,3402,51,1,0.02,0,normal
SF,946,2353,88,1,0,0,normal
SF,946,3452,65,1,0,0,normal
OTH,66,5952,50,1,0.12,0,normal
SF,880,2246,100,1,0,0,normal
SF,946,3876,100,1,0,0,normal
SF,946,1344,100,1,0,0,normal
SF,946,2549,100,1,0,0,normal
SF,946,1932,100,1,0,0,normal
SF,946,3944,100,1,0,0,normal
SF,946,2182,98,1,0,0,normal
OTH,66,3272,49,1,0.06,0,normal
OTH,66,4674,53,1,0.13,0,normal
OTH,66,5914,44,1,0.16,0,normal
OTH,66,3498,51,1,0.13,0,normal
SF,880,566,97,1,0,0,normal
SF,946,2435,98,1,0,0,normal
OTH,146,5678,21,1,0,0,normal
OTH,66,2884,42,1,0.12,0,normal
SF,946,3338,91,1,0,0,normal
SF,946,1747,100,1,0,0,normal
SF,946,3372,100,1,0,0,normal
OTH,66,2671,52,1,0.15,0,normal
OTH,66,1495,69,1,0,0,normal
OTH,66,3291,44,1,0.04,0,normal
OTH,66,3153,56,1,0.05,0,normal
SF,946,2218,100,1,0,0,normal
OTH,66,2999,49,1,0.02,0,normal
SF,946,2386,100,1,0,0,normal
OTH,66,3159,57,1,0,0,normal
OTH,66,5058,42,1,0.16,0,normal
OTH,66,3525,48,1,0,0,normal
OTH,66,4960,38,1,0.1,0,normal
SF,946,3083,100,1,0,0,normal
OTH,66,2840,55,1,0.05,0,normal
SF,1024,3178,87,1,0,0,normal
SF,946,1969,100,1,0,0,normal
OTH,66,5129,69,1,0,0,normal
OTH,66,3283,46,1,0.13,0,normal
SF,1120,1512,100,1,0,0,normal
OTH,66,5246,72,1,0.07,0,normal
OTH,66,3287,34,1,0.17,0,normal
OTH,66,3905,80,1,0.06,0,normal
OTH,66,3849,45,1,0,0,normal
SF,946,1998,100,1,0,0,normal
OTH,66,2729,48,1,0.02,0,normal
OTH,146,4862,46,1,0.02,0,normal
OTH,66,2700,45,1,0.11,0,normal
SF,946,2211,100,1,0,0,normal
SF,946,5668,72,1,0,0,normal
S1,74,2677,100,1,0,1,normal
SF,946,467,100,1,0,0,normal
OTH,66,5364,96,1,0.04,0,normal
OTH,78,3393,99,1,0.01,0,normal
SF,946,2081,88,1,0,0,normal
SF,946,1835,100,1,0,0,normal
OTH,66,2985,71,1,0.04,0,normal
SF,946,3886,100,1,0,0,normal
OTH,66,2344,68,1,0,0,normal
SF,946,2150,100,1,0,0,normal
SF,1020,1444,100,1,0,0,normal
SF,946,3513,100,1,0,0,normal
OTH,66,2431,52,1,0.02,0,normal
SF,946,2109,100,1,0,0,normal
OTH,66,5880,48,1,0,0,normal
SF,946,2435,100,1,0,0,normal
OTH,146,4911,48,1,0.02,0,normal
SF,1012,2266,100,1,0,0,normal
SF,982,1655,100,1,0,0,normal
OTH,66,4961,54,1,0.02,0,normal
OTH,66,3057,55,1,0,0,normal
SF,946,3010,100,1,0,0,normal
OTH,66,2670,50,1,0.02,0,normal
OTH,66,4837,57,1,0,0,normal
SF,946,1749,100,1,0,0,normal
OTH,66,3397,46,1,0.06,0,normal
OTH,146,5154,51,1,0.02,0,normal
OTH,66,5787,13,1,0,0,normal
OTH,78,5743,65,1,0.08,0,normal
SF,946,899,99,1,0,0,normal
SF,1024,2726,72,1,0,0,normal
SF,946,1019,100,1,0,0,normal
SF,946,3346,93,1,0,0,normal
SF,352,3172,87,1,0,0,normal
SF,946,2913,98,1,0,0,normal
SF,946,3296,100,1,0,0,normal
SF,946,3533,100,1,0,0,normal
OTH,146,2498,37,1,0.03,0,normal
SF,946,2255,100,1,0,0,normal
SF,946,2205,100,1,0,0,normal
SF,946,2149,100,1,0,0,normal
SF,946,1429,100,1,0,0,normal
SF,946,2860,100,1,0,0,normal
OTH,66,5778,43,1,0.11,0,normal
OTH,66,4955,57,1,0.02,0,normal
SF,946,2243,100,1,0,0,normal
OTH,66,3140,39,1,0,0,normal
OTH,78,5813,50,1,0.08,0,normal
S3,880,1674,100,1,0,0.83,normal
SF,1024,3832,54,1,0,0,normal
OTH,66,4935,45,1,0.11,0,normal
SF,946,3062,24,1,0,0,normal
OTH,78,5701,45,1,0,0,normal
SF,946,2599,100,1,0,0,normal
SF,946,2968,63,1,0,0,normal
SF,880,3348,93,1,0,0,normal
S1,218,2462,100,1,0,1,normal
OTH,66,3430,47,1,0.08,0,normal
OTH,66,3142,50,1,0.02,0,normal
OTH,66,4051,99,1,0.08,0,normal
OTH,78,5515,81,1,0,0,normal
SF,946,1939,100,1,0,0,normal
OTH,66,3286,69,1,0,0,normal
SF,946,3042,88,1,0,0,normal
OTH,66,3483,60,1,0,0,normal
OTH,66,3201,49,1,0.06,0,normal
OTH,78,4813,44,1,0,0,normal
OTH,146,2521,44,1,0.02,0,normal
OTH,66,2494,34,1,0,0,normal
SF,946,2222,100,1,0,0,normal
OTH,146,2618,41,1,0,0,normal
SF,1120,2613,100,1,0,0,normal
OTH,66,4192,45,1,0.13,0,normal
SF,946,2225,100,1,0,0,normal
S1,74,2830,100,1,0,0.83,normal
SF,946,2515,94,1,0,0,normal
SF,946,3521,100,1,0,0,normal
SF,946,1525,100,1,0,0,normal
SF,946,2222,100,1,0,0,normal
SF,880,2201,100,1,0,0,normal
SF,946,2228,100,1,0,0,normal
OTH,66,2903,49,1,0.14,0,normal
SF,946,1899,100,1,0,0,normal
SF,946,4252,73,1,0,0,normal
SF,946,2155,98,1,0,0,normal
SF,946,3998,95,1,0,0,normal
SF,946,1140,100,1,0,0,normal
SF,1024,2725,72,1,0,0,normal
SF,946,2012,100,1,0,0,normal
OTH,66,2883,45,1,0,0,normal
SF,946,4468,55,1,0,0,normal
OTH,66,3848,44,1,0.18,0,normal
OTH,66,3031,58,1,0,0,normal
SF,946,2250,100,1,0,0,normal
SF,946,3348,96,1,0,0,normal
OTH,66,3393,42,1,0,0,normal
OTH,66,4874,57,1,0.16,0,normal
OTH,66,4042,44,1,0.2,0,normal
SF,946,2062,100,1,0,0,normal
SF,946,3916,69,1,0,0,normal
SF,946,2157,100,1,0,0,normal
SF,946,2853,63,1,0,0,normal
OTH,66,6211,52,1,0,0,normal
OTH,66,3146,41,1,0.12,0,normal
S1,286,1611,100,1,0,0.22,normal
SF,946,2026,100,1,0,0,normal
OTH,66,3299,36,1,0.03,0,normal
SF,946,2189,41,1,0,0,normal
OTH,66,2953,38,1,0,0,normal
SF,946,1827,100,1,0,0,normal
SF,946,1931,100,1,0,0,normal
SF,946,2050,100,1,0,0,normal
SF,946,2130,100,1,0,0,normal
OTH,66,3343,49,1,0.06,0,normal
SF,1012,2040,100,1,0,0,normal
OTH,66,2726,42,1,0.09,0,normal
SF,946,1940,100,1,0,0,normal
OTH,66,4974,28,1,0,0,normal
SF,946,2390,98,1,0,0,normal
OTH,66,3393,52,1,0.15,0,normal
OTH,66,2830,45,1,0.09,0,normal
SF,946,1851,100,1,0,0,normal
SF,946,2071,100,1,0,0,normal
SF,1078,1182,100,1,0,0,normal
OTH,66,6119,38,1,0.23,0,normal
SF,946,2044,100,1,0,0,normal
OTH,66,3883,70,1,0.01,0,normal
OTH,78,4238,95,1,0.01,0,normal
OTH,66,4992,40,1,0.05,0,normal
OTH,66,4886,52,1,0.09,0,normal
S1,286,2736,100,1,0,1,normal
OTH,66,3954,58,1,0.12,0,normal
SF,1024,3299,75,1,0,0,normal
SF,1120,2254,100,1,0,0,normal
SF,880,2311,100,1,0,0,normal
S3,880,3098,100,1,0,0.58,normal
SF,946,1140,100,1,0,0,normal
SF,946,1906,92,1,0,0,normal
SF,880,2307,100,1,0,0,normal
OTH,66,2133,48,1,0,0,normal
SF,946,3889,98,1,0,0,normal
OTH,78,5592,75,1,0.01,0,normal
OTH,66,2925,29,1,0.03,0,normal
OTH,146,2598,69,1,0.01,0,normal
OTH,66,2016,47,1,0.02,0,normal
SF,946,2358,63,1,0,0,normal
OTH,66,3076,43,1,0.16,0,normal
OTH,66,2506,50,1,0.08,0,normal
SF,946,2282,100,1,0,0,normal
OTH,78,5702,45,1,0,0,normal
OTH,66,4954,46,1,0.02,0,normal
SF,946,3207,100,1,0,0,normal
SF,946,2386,100,1,0,0,normal
SF,946,2367,100,1,0,0,normal
SF,946,2989,98,1,0,0,normal
OTH,66,5178,58,1,0,0,normal
OTH,66,2719,52,1,0.02,0,normal
OTH,66,5330,86,1,0.08,0,normal
SF,946,2205,100,1,0,0,normal
SF,946,3295,71,1,0,0,normal
SF,880,2400,85,1,0,0,normal
SF,946,592,100,1,0,0,normal
SF,946,2012,100,1,0,0,normal
SF,1120,591,100,1,0,0,normal
OTH,66,3197,49,1,0.18,0,normal
SF,946,2790,98,1,0,0,normal
SF,946,795,100,1,0,0,normal
SF,946,2492,100,1,0,0,normal
SF,946,1948,100,1,0,0,normal
SF,946,3349,100,1,0,0,normal
OTH,66,6272,47,1,0.06,0,normal
OTH,66,3330,44,1,0.11,0,normal
SF,946,3026,68,1,0,0,normal
SF,1042,2321,100,1,0,0,normal
SF,1120,2619,100,1,0,0,normal
OTH,66,5859,52,1,0.08,0,normal
SF,946,1834,100,1,0,0,normal
OTH,66,4301,51,1,0,0,normal
SF,946,1885,100,1,0,0,normal
SF,734,3015,47,1,0,0,normal
SF,946,2316,100,1,0,0,normal
OTH,66,3615,38,1,0.05,0,normal
OTH,66,3076,43,1,0.02,0,normal
SF,946,1865,94,1,0,0,normal
OTH,66,4913,78,1,0.08,0,normal
OTH,66,4416,43,1,0,0,normal
SF,946,4231,95,1,0,0,normal
OTH,66,4746,42,1,0,0,normal
SF,946,2531,100,1,0,0,normal
OTH,66,5982,32,1,0.15,0,normal
OTH,66,2864,50,1,0.14,0,normal
SF,946,3539,100,1,0,0,normal
S2,1024,3615,100,1,0,0.99,normal
SF,946,1973,100,1,0,0,normal
SF,946,2337,78,1,0,0,normal
OTH,66,5109,42,1,0.12,0,normal
OTH,66,3268,35,1,0.17,0,normal
OTH,66,5784,41,1,0.05,0,normal
SF,946,3428,95,1,0,0,normal
SF,946,2778,100,1,0,0,normal
S1,140,2986,100,1,0,0.98,normal
OTH,66,4679,32,1,0.09,0,normal
OTH,66,2999,45,1,0,0,normal
SF,946,2285,100,1,0,0,normal
SF,1024,2786,89,1,0,0,normal
OTH,66,3358,48,1,0.12,0,normal
SF,946,1479,100,1,0,0,normal
OTH,66,2905,49,1,0.04,0,normal
OTH,66,3850,49,1,0.08,0,normal
OTH,66,2766,47,1,0.12,0,normal
SF,1024,3017,55,1,0,0,normal
OTH,66,3945,18,1,0,0,normal
OTH,66,2142,52,1,0.15,0,normal
SF,946,2021,86,1,0,0,normal
OTH,66,4980,33,1,0,0,normal
OTH,66,5076,25,1,0,0,normal
SF,946,2533,100,1,0,0,normal
OTH,66,4883,48,1,0,0,normal
SF,946,2114,100,1,0,0,normal
OTH,78,5993,50,1,0.04,0,normal
SF,946,3098,85,1,0,0,normal
OTH,66,5510,100,1,0,0,normal
RSTR,286,3342,100,1,0,0.57,normal
OTH,146,3316,47,1,0.02,0,normal
SF,946,1548,100,1,0,0,normal
OTH,66,3185,43,1,0.14,0,normal
SF,946,1943,100,1,0,0,normal
OTH,146,3535,45,1,0,0,normal
OTH,66,4059,37,1,0,0,normal
OTH,66,5084,42,1,0.02,0,normal
OTH,66,4937,59,1,0,0,normal
OTH,146,4073,34,1,0.03,0,normal
SF,946,2413,100,1,0,0,normal
SF,946,2251,100,1,0,0,normal
SF,946,1926,100,1,0,0,normal
OTH,66,5701,31,1,0.25,0,normal
OTH,66,3261,47,1,0.15,0,normal
OTH,66,3948,68,1,0.09,0,normal
OTH,66,5147,49,1,0.1,0,normal
SF,946,2139,100,1,0,0,normal
SF,880,2043,100,1,0,0,normal
SF,946,1950,99,1,0,0,normal
SF,946,1953,100,1,0,0,normal
SF,946,2249,100,1,0,0,normal
SF,946,2003,100,1,0,0,normal
OTH,66,5943,52,1,0.15,0,normal
OTH,66,3758,40,1,0.02,0,normal
S3,286,1757,100,1,0,0.98,normal
OTH,66,2956,42,1,0,0,normal
OTH,66,6323,51,1,0.06,0,normal
OTH,66,5023,46,1,0.15,0,normal
S2,352,2883,100,1,0,0.87,normal
SF,946,1248,100,1,0,0,normal
SF,946,3356,100,1,0,0,normal
OTH,66,2477,52,1,0.06,0,normal
SF,1024,2784,89,1,0,0,normal
OTH,66,4441,49,1,0.1,0,normal
OTH,66,2520,48,1,0,0,normal
SF,946,1866,100,1,0,0,normal
SF,946,1944,100,1,0,0,normal
OTH,66,4742,52,1,0.08,0,normal
SF,946,2210,100,1,0,0,normal
SF,946,2141,100,1,0,0,normal
OTH,66,3065,40,1,0.17,0,normal
SF,946,2122,100,1,0,0,normal
OTH,66,5910,53,1,0.04,0,normal
SF,946,1144,100,1,0,0,normal
SF,946,2119,100,1,0,0,normal
SF,946,2323,47,1,0,0,normal
SF,946,2750,100,1,0,0,normal
OTH,66,3114,83,1,0.08,0,normal
SF,946,3028,100,1,0,0,normal
S1,286,1665,100,1,0,0.76,normal
SF,946,2187,100,1,0,0,normal
OTH,66,3069,85,1,0,0,normal
OTH,66,3493,48,1,0.18,0,normal
SF,946,1583,100,1,0,0,normal
SF,946,2122,100,1,0,0,normal
SF,946,2330,100,1,0,0,normal
S1,140,2264,100,1,0,1,normal
SF,880,2711,78,1,0,0,normal
OTH,66,3383,52,1,0.08,0,normal
SF,946,2179,98,1,0,0,normal
SF,946,2943,100,1,0,0,normal
SF,946,999,100,1,0,0,normal
OTH,146,3546,52,1,0.02,0,normal
SF,1048,2034,100,1,0,0,normal
RSTR,1086,1530,90,1,0,0,normal
SF,1024,2780,100,1,0,0,normal
SF,1024,2685,100,1,0,0,normal
SF,946,2533,100,1,0,0,normal
OTH,66,2789,46,1,0.02,0,normal
SF,946,2321,100,1,0,0,normal
SF,946,2167,99,1,0,0,normal
SF,880,2080,88,1,0,0,normal
SF,946,3088,100,1,0,0,normal
OTH,146,4355,80,1,0.01,0,normal
OTH,66,3005,56,1,0,0,normal
SF,880,3372,65,1,0,0,normal
OTH,66,5974,42,1,0.19,0,normal
SF,946,2187,100,1,0,0,normal
SF,946,281,100,1,0,0,normal
OTH,66,5917,64,1,0.03,0,normal
SF,880,1886,99,1,0,0,normal
SF,946,2753,100,1,0,0,normal
SF,946,3368,100,1,0,0,normal
SF,946,3909,100,1,0,0,normal
SF,880,2621,100,1,0,0,normal
OTH,66,3144,100,1,0.01,0,normal
SF,1120,1723,100,1,0,0,normal
OTH,66,5463,100,1,0.01,0,normal
OTH,66,3743,52,1,0.11,0,normal
OTH,66,5044,46,1,0,0,normal
SF,946,3301,100,1,0,0,normal
SF,946,3345,96,1,0,0,normal
SF,430,3117,86,1,0,0,normal
S3,958,3754,100,1,0,0.98,normal
OTH,66,4363,48,1,0.06,0,normal
OTH,66,3868,46,1,0.13,0,normal
SF,946,2015,100,1,0,0,normal
SF,880,2216,100,1,0,0,normal
OTH,66,5011,47,1,0.06,0,normal
SF,946,2041,100,1,0,0,normal
OTH,66,3360,50,1,0.16,0,normal
OTH,66,5902,56,1,0,0,normal
OTH,66,3255,38,1,0.08,0,normal
OTH,66,2952,42,1,0.14,0,normal
OTH,66,5891,45,1,0,0,normal
SF,946,2202,100,1,0,0,normal
RSTR,364,1912,100,1,0,0.68,normal
SF,946,1241,100,1,0,0,normal
OTH,66,3721,50,1,0.02,0,normal
OTH,66,6276,50,1,0.12,0,normal
OTH,66,1889,45,1,0.04,0,normal
OTH,66,4318,53,1,0,0,normal
OTH,66,5082,31,1,0.19,0,normal
OTH,78,3876,100,1,0.01,0,normal
SF,352,1912,68,1,0,0,normal
SF,946,2306,100,1,0,0,normal
OTH,66,5909,50,1,0.08,0,normal
SF,946,1906,100,1,0,0,normal
SF,1024,2214,100,1,0,0,normal
OTH,66,3217,47,1,0,0,normal
SF,946,4263,64,1,0,0,normal
OTH,66,3013,43,1,0.14,0,normal
SF,946,1945,100,1,0,0,normal
OTH,66,3030,45,1,0.17,0,normal
SF,946,105,100,1,0,0,normal
SF,880,3219,98,1,0,0,normal
OTH,66,3616,44,1,0,0,normal
SF,1120,2113,100,1,0,0,normal
OTH,66,2856,48,1,0.18,0,normal
SF,1020,1440,100,1,0,0,normal
SF,880,1980,100,1,0,0,normal
SF,946,2955,100,1,0,0,normal
SF,1120,1530,100,1,0,0,normal
OTH,66,2987,46,1,0.13,0,normal
SF,946,2554,100,1,0,0,normal
SF,946,2243,100,1,0,0,normal
OTH,78,2849,88,1,0.01,0,normal
SF,1024,1887,79,1,0,0,normal
OTH,66,3079,83,1,0.1,0,normal
S2,352,3407,100,1,0,0.33,normal
SF,946,306,100,1,0,0,normal
OTH,78,3897,88,1,0.01,0,normal
SF,880,2031,100,1,0,0,normal
SF,946,1281,100,1,0,0,normal
OTH,66,5099,45,1,0.13,0,normal
SF,946,1291,100,1,0,0,normal
RSTR,958,1776,100,1,0,0.93,normal
OTH,66,3021,84,1,0.04,0,normal
SF,946,2321,100,1,0,0,normal
SF,946,3873,100,1,0,0,normal
SF,946,2077,100,1,0,0,normal
SF,946,2334,100,1,0,0,normal
SF,946,4071,100,1,0,0,normal
SF,946,1910,89,1,0,0,normal
OTH,66,5104,50,1,0.04,0,normal
S1,880,3467,100,1,0,0.75,normal
SF,1024,3210,52,1,0,0,normal
OTH,66,5192,28,1,0,0,normal
OTH,66,3101,83,1,0.04,0,normal
SF,946,1852,100,1,0,0,normal
OTH,66,4955,43,1,0.11,0,normal
SF,946,1842,100,1,0,0,normal
OTH,66,5964,52,1,0.15,0,normal
SF,946,2381,100,1,0,0,normal
OTH,66,5686,47,1,0.12,0,normal
SF,946,4011,94,1,0,0,normal
OTH,66,3607,32,1,0.09,0,normal
OTH,66,5182,22,1,0,0,normal
OTH,66,5961,39,1,0.03,0,normal
SF,946,2077,100,1,0,0,normal
OTH,66,3201,48,1,0.04,0,normal
SF,946,1855,100,1,0,0,normal
SF,1048,2134,100,1,0,0,normal
SF,946,1671,100,1,0,0,normal
SF,946,1829,100,1,0,0,normal
SF,946,1895,100,1,0,0,normal
OTH,146,3075,46,1,0.02,0,normal
OTH,146,5229,39,1,0.03,0,normal
OTH,66,3686,91,1,0.02,0,normal
SF,946,1936,100,1,0,0,normal
SF,946,2066,100,1,0,0,normal
OTH,66,2878,53,1,0.15,0,normal
OTH,66,3363,52,1,0.09,0,normal
OTH,66,2909,19,1,0.2,0,normal
OTH,66,3172,67,1,0.12,0,normal
OTH,66,2931,49,1,0.16,0,normal
SF,946,2147,100,1,0,0,normal
SF,946,2051,88,1,0,0,normal
SF,1024,3067,72,1,0,0,normal
OTH,66,3906,51,1,0.13,0,normal
OTH,66,5189,40,1,0.02,0,normal
SF,946,2440,100,1,0,0,normal
OTH,78,1858,100,1,0.01,0,normal
SF,946,2511,100,1,0,0,normal
OTH,66,6237,47,1,0.08,0,normal
OTH,78,5707,46,1,0.02,0,normal
OTH,66,3207,48,1,0.04,0,normal
SF,946,2612,100,1,0,0,normal
S3,286,2762,100,1,0,0.94,normal
OTH,66,4310,48,1,0,0,normal
SF,946,280,100,1,0,0,normal
SF,946,642,100,1,0,0,normal
OTH,66,3156,52,1,0,0,normal
SF,946,2282,100,1,0,0,normal
SF,946,2125,100,1,0,0,normal
S3,814,2126,100,1,0,1,normal
SF,946,590,100,1,0,0,normal
SF,946,1925,86,1,0,0,normal
OTH,66,5092,69,1,0,0,normal
OTH,66,4840,57,1,0,0,normal
OTH,66,3838,44,1,0,0,normal
OTH,66,3186,100,1,0.04,0,normal
OTH,66,3294,45,1,0.13,0,normal
SF,946,2843,100,1,0,0,normal
SF,946,1863,100,1,0,0,normal
SF,946,2201,100,1,0,0,normal
S1,386,2159,100,1,0,1,normal
S2,1024,3257,100,1,0,1,normal
OTH,66,5933,41,1,0.21,0,normal
OTH,66,6028,42,1,0.09,0,normal
SF,946,2023,100,1,0,0,normal
SF,946,3942,71,1,0,0,normal
SF,946,2357,100,1,0,0,normal
S2,946,3631,100,1,0,0.99,normal
SF,946,2170,100,1,0,0,normal
OTH,146,5309,81,1,0,0,normal
SF,734,3944,71,1,0,0,normal
SF,946,2818,99,1,0,0,normal
OTH,66,3037,20,1,0.38,0,normal
SF,946,3049,100,1,0,0,normal
SF,880,1129,100,1,0,0,normal
SF,946,1393,100,1,0,0,normal
SF,1120,2127,100,1,0,0,normal
OTH,66,3810,39,1,0.05,0,normal
SF,946,2047,100,1,0,0,normal
OTH,66,3281,38,1,0.18,0,normal
OTH,146,2972,44,1,0.02,0,normal
SF,946,2143,91,1,0,0,normal
OTH,66,2368,52,1,0.04,0,normal
SF,946,3381,100,1,0,0,normal
OTH,146,2789,79,1,0.03,0,normal
SF,946,2263,100,1,0,0,normal
SF,946,1558,100,1,0,0,normal
OTH,66,3667,45,1,0,0,normal
OTH,66,3947,84,1,0.02,0,normal
OTH,66,2814,46,1,0.11,0,normal
SF,946,1606,100,1,0,0,normal
SF,946,2914,100,1,0,0,normal
SF,946,1580,100,1,0,0,normal
OTH,66,2608,43,1,0.18,0,normal
OTH,66,5789,32,1,0.12,0,normal
SF,946,2290,100,1,0,0,normal
SF,946,3090,100,1,0,0,normal
SF,946,1916,50,1,0,0,normal
SF,946,307,100,1,0,0,normal
OTH,66,4210,57,1,0.1,0,normal
SF,946,5681,72,1,0,0,normal
OTH,66,5340,81,1,0,0,normal
OTH,66,3195,43,1,0.16,0,normal
SF,1024,3115,74,1,0,0,normal
OTH,66,3185,53,1,0.02,0,normal
OTH,66,2770,50,1,0.16,0,normal
OTH,66,4996,68,1,0.01,0,normal
OTH,66,5199,51,1,0.15,0,normal
SF,946,2102,100,1,0,0,normal
SF,946,905,99,1,0,0,normal
SF,946,976,100,1,0,0,normal
SF,880,1471,100,1,0,0,normal
OTH,66,5491,79,1,0.03,0,normal
SF,946,20,20,1,0,0,normal
OTH,66,6233,50,1,0,0,normal
SF,946,2057,99,1,0,0,normal
SF,946,3053,100,1,0,0,normal
SF,946,1528,100,1,0,0,normal
SF,946,2146,100,1,0,0,normal
OTH,146,3091,41,1,0,0,normal
S2,206,2575,100,1,0,1,normal
SF,946,779,100,1,0,0,normal
SF,946,1871,100,1,0,0,normal
OTH,66,2795,53,1,0,0,normal
SF,946,985,100,1,0,0,normal
OTH,66,6297,44,1,0.02,0,normal
SF,946,2456,100,1,0,0,normal
SF,430,3309,82,1,0,0,normal
OTH,66,2740,56,1,0.05,0,normal
OTH,66,1449,50,1,0.02,0,normal
SF,946,2153,100,1,0,0,normal
S2,1024,3266,100,1,0,1,normal
S2,946,3582,100,1,0,0.99,normal
OTH,66,2973,63,1,0,0,normal
SF,880,4460,60,1,0,0,normal
OTH,66,5465,100,1,0.03,0,normal
OTH,66,1492,67,1,0.01,0,normal
OTH,66,2863,49,1,0.12,0,normal
OTH,66,2849,50,1,0.1,0,normal
SF,946,1126,100,1,0,0,normal
SF,946,2177,100,1,0,0,normal
SF,946,2039,100,1,0,0,normal
OTH,66,4082,99,1,0.05,0,normal
SF,946,1536,100,1,0,0,normal
SF,946,2251,100,1,0,0,normal
OTH,66,3186,44,1,0.16,0,normal
SF,946,1910,100,1,0,0,normal
OTH,66,3877,54,1,0.15,0,normal
SF,946,1892,99,1,0,0,normal
SF,1092,2242,100,1,0,0,normal
SF,946,3358,100,1,0,0,normal
OTH,66,4879,50,1,0.14,0,normal
SF,946,1150,100,1,0,0,normal
SF,946,1917,85,1,0,0,normal
S3,800,3688,100,1,0,0.96,normal
SF,946,2978,63,1,0,0,normal
OTH,66,2026,47,1,0.04,0,normal
OTH,66,2129,53,1,0.07,0,normal
SF,946,1981,100,1,0,0,normal
OTH,78,2490,55,1,0.02,0,normal
OTH,66,2890,41,1,0.07,0,normal
OTH,66,5820,45,1,0.02,0,normal
SF,946,2126,100,1,0,0,normal
OTH,66,3648,85,1,0,0,normal
OTH,66,3927,80,1,0,0,normal
SF,946,3846,100,1,0,0,normal
SF,946,2120,100,1,0,0,normal
OTH,78,3865,75,1,0.01,0,normal
SF,946,3909,100,1,0,0,normal
OTH,66,2960,46,1,0.15,0,normal
SF,946,2000,86,1,0,0,normal
OTH,66,2242,48,1,0.16,0,normal
SF,946,1904,100,1,0,0,normal
SF,946,3022,63,1,0,0,normal
OTH,66,3973,97,1,0.01,0,normal
SF,946,3173,100,1,0,0,normal
SF,946,2138,100,1,0,0,normal
OTH,66,3384,52,1,0.09,0,normal
OTH,66,4392,32,1,0.12,0,normal
SF,946,2067,47,1,0,0,normal
SF,880,2272,100,1,0,0,normal
SF,880,4271,66,1,0,0,normal
SF,946,3378,100,1,0,0,normal
SF,946,1146,100,1,0,0,normal
OTH,66,3081,46,1,0,0,normal
SF,946,2842,100,1,0,0,normal
OTH,66,4394,34,1,0.17,0,normal
OTH,66,5659,11,1,0,0,normal
OTH,66,5833,41,1,0,0,normal
SF,880,3161,100,1,0,0,normal
S1,220,3179,100,1,0,0.92,normal
SF,946,2757,48,1,0,0,normal
OTH,66,4010,99,1,0.02,0,normal
SF,800,2619,66,1,0,0,normal
S1,734,3568,100,1,0,0.99,normal
OTH,66,3459,53,1,0.07,0,normal
OTH,146,5762,45,1,0.02,0,normal
SF,880,2133,99,1,0,0,normal
S3,1012,2927,100,1,0,0.98,normal
SF,946,3098,80,1,0,0,normal
SF,946,1952,100,1,0,0,normal
SF,946,3523,100,1,0,0,normal
OTH,66,4372,39,1,0.07,0,normal
SF,946,2253,100,1,0,0,normal
OTH,66,3156,39,1,0.12,0,normal
