% isAttack normal:	2000
% isAttack highrate:	1000
% isAttack lowrate:	1000
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:highrate, udpFlood:highrate, httpFlood:highrate, slowBody:lowrate, slowHeaders:lowrate, slowRead:lowrate-weka.filters.unsupervised.attribute.Remove-V-R3-4,9,18-19,21,24,27-weka.filters.unsupervised.attribute.Remove'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute srv_count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_serror_rate numeric
@attribute isAttack {normal,highrate,lowrate}

@data
SF,204,17,255,1,0,0,normal
SF,306,5,211,0.83,0,0,normal
SF,286,2,255,1,0.5,0,normal
SF,288,42,58,1,0.02,0.02,normal
SF,220,5,255,1,0.07,0,normal
SF,305,58,255,1,0,0,normal
SF,305,11,255,1,0.01,0,normal
SF,203,11,255,1,0.01,0,normal
SF,244,1,255,1,0.1,0,normal
REJ,0,2,255,1,0.02,0,normal
SF,221,6,255,1,0.01,0,normal
SF,247,27,255,1,0,0,normal
SF,283,25,255,1,0,0,normal
SF,226,1,255,1,0,0,normal
SF,349,42,255,1,0,0,normal
SF,298,16,255,1,0,0.01,normal
SF,227,5,253,0.99,0,0,normal
SF,202,11,255,1,0.02,0,normal
SF,208,22,255,1,0.05,0,normal
REJ,0,1,229,1,0.11,0,normal
SF,235,1,255,1,0.01,0,normal
SF,305,11,255,1,0,0,normal
SF,322,24,255,1,0,0,normal
REJ,0,2,94,1,0.05,0,normal
SF,233,22,255,1,0,0,normal
SF,298,7,255,1,0,0,normal
SF,213,60,255,1,0,0,normal
SF,294,7,255,1,0.06,0.01,normal
SF,315,16,255,1,0,0,normal
SF,325,28,255,1,0,0,normal
SF,288,41,255,1,0.01,0,normal
SF,211,20,255,1,0,0,normal
REJ,0,1,253,1,0.04,0,normal
SF,293,4,255,1,0.04,0,normal
SF,271,6,255,1,0.04,0,normal
SF,288,7,255,1,0,0,normal
SF,226,10,255,1,0.07,0,normal
SF,237,9,255,1,0,0,normal
REJ,0,3,255,1,0.06,0,normal
REJ,0,1,255,1,0.17,0,normal
SF,223,19,255,1,0,0,normal
SF,335,4,252,0.99,0,0,normal
SF,271,5,255,1,0.02,0,normal
SF,279,11,255,1,0.09,0,normal
SF,187,8,255,1,0.01,0.01,normal
SF,302,7,232,0.91,0,0,normal
SF,332,21,255,1,0,0,normal
SF,223,11,255,1,0,0,normal
SF,203,12,255,1,0.01,0,normal
SF,144,1,255,1,0,0,normal
SF,312,34,229,0.9,0,0,normal
SF,264,2,1,1,1,0,normal
SF,231,56,255,1,0,0,normal
REJ,0,1,255,1,0.12,0,normal
SF,218,2,255,1,0.06,0,normal
SF,173,7,255,1,0.02,0,normal
SF,325,24,255,1,0.01,0,normal
SF,280,1,255,1,0,0,normal
SF,267,4,248,0.97,0,0,normal
SF,246,7,255,1,0.05,0,normal
SF,318,17,255,1,0,0,normal
SF,300,5,238,0.93,0,0,normal
SF,220,32,255,1,0,0,normal
SF,302,39,255,1,0.01,0,normal
SF,331,8,255,1,0.01,0,normal
SF,336,17,255,1,0,0,normal
REJ,0,2,253,1,0.01,0,normal
SF,332,32,255,1,0.01,0,normal
SF,303,32,255,1,0.01,0,normal
SF,231,5,249,0.98,0,0,normal
S1,295,3,255,1,0.01,0.01,normal
SF,357,10,255,1,0,0,normal
SF,338,8,239,1,0,0,normal
SF,167,7,255,1,0.01,0,normal
SF,204,7,255,1,0,0,normal
SF,303,4,234,0.92,0,0,normal
OTH,60,95,42,1,0.98,0,highrate
OTH,60,112,33,1,0.97,0,highrate
OTH,60,141,26,1,0.96,0,highrate
OTH,60,99,41,1,0.98,0,highrate
OTH,60,110,34,1,0.97,0,highrate
OTH,60,143,33,1,0.97,0,highrate
OTH,60,160,33,1,0.97,0,highrate
OTH,60,85,40,1,0.98,0,highrate
OTH,60,141,34,1,0.97,0,highrate
OTH,60,109,34,1,0.97,0,highrate
OTH,60,137,33,1,0.97,0,highrate
OTH,60,12,12,1,0.92,0,highrate
OTH,60,136,10,1,0.91,0,highrate
OTH,60,138,21,1,0.95,0,highrate
OTH,60,149,33,1,0.97,0,highrate
OTH,60,114,34,1,0.97,0,highrate
OTH,60,153,33,1,0.97,0,highrate
OTH,60,114,34,1,0.97,0,highrate
OTH,60,145,33,1,0.97,0,highrate
OTH,60,121,33,1,0.97,0,highrate
OTH,60,150,33,1,0.97,0,highrate
OTH,60,106,34,1,0.97,0,highrate
OTH,60,120,33,1,0.97,0,highrate
OTH,60,29,26,1,0.96,0,highrate
OTH,60,116,33,1,0.97,0,highrate
OTH,60,84,41,1,0.98,0,highrate
OTH,60,86,42,1,0.98,0,highrate
OTH,60,102,33,1,0.97,0,highrate
OTH,60,78,34,1,0.97,0,highrate
OTH,60,69,27,1,0.96,0,highrate
OTH,60,3,3,1,0.75,0,highrate
OTH,60,14,14,1,0.93,0,highrate
OTH,60,107,33,1,0.97,0,highrate
OTH,60,165,33,1,0.97,0,highrate
OTH,60,112,34,1,0.97,0,highrate
OTH,60,106,34,1,0.97,0,highrate
OTH,60,110,34,1,0.97,0,highrate
OTH,60,23,23,1,0.96,0,highrate
OTH,60,102,33,1,0.97,0,highrate
OTH,60,131,33,1,0.97,0,highrate
OTH,60,125,33,1,0.97,0,highrate
OTH,60,26,26,1,0.96,0,highrate
OTH,60,77,33,1,0.97,0,highrate
OTH,60,109,33,1,0.97,0,highrate
OTH,60,118,33,1,0.97,0,highrate
OTH,60,100,34,1,0.97,0,highrate
OTH,60,117,33,1,0.97,0,highrate
OTH,60,138,12,1,0.92,0,highrate
OTH,60,160,33,1,0.97,0,highrate
OTH,60,121,33,1,0.97,0,highrate
OTH,60,55,24,1,0.96,0,highrate
OTH,60,125,33,1,0.97,0,highrate
OTH,60,46,21,1,0.95,0,highrate
OTH,60,107,38,1,0.97,0,highrate
OTH,60,108,34,1,0.97,0,highrate
OTH,60,21,21,1,0.95,0,highrate
OTH,60,114,33,1,0.97,0,highrate
OTH,60,143,33,1,0.97,0,highrate
OTH,60,112,34,1,0.97,0,highrate
OTH,60,159,33,1,0.97,0,highrate
OTH,60,145,33,1,0.97,0,highrate
OTH,60,85,40,1,0.98,0,highrate
OTH,60,5,5,1,0.83,0,highrate
OTH,60,121,33,1,0.97,0,highrate
OTH,60,141,33,1,0.97,0,highrate
OTH,60,109,33,1,0.97,0,highrate
OTH,60,156,33,1,0.97,0,highrate
OTH,60,159,33,1,0.97,0,highrate
OTH,60,114,33,1,0.97,0,highrate
OTH,60,84,40,1,0.98,0,highrate
OTH,60,121,33,1,0.97,0,highrate
OTH,60,153,33,1,0.97,0,highrate
OTH,60,85,42,1,0.98,0,highrate
OTH,60,153,33,1,0.97,0,highrate
OTH,60,103,34,1,0.97,0,highrate
OTH,60,164,33,1,0.97,0,highrate
OTH,60,139,20,1,0.95,0,highrate
OTH,60,1,1,1,0.5,0,highrate
OTH,60,104,34,1,0.97,0,highrate
OTH,60,141,34,1,0.97,0,highrate
OTH,60,138,16,1,0.94,0,highrate
OTH,60,141,21,1,0.95,0,highrate
OTH,60,141,33,1,0.97,0,highrate
OTH,60,144,33,1,0.97,0,highrate
OTH,60,112,33,1,0.97,0,highrate
OTH,60,138,12,1,0.92,0,highrate
OTH,60,111,34,1,0.97,0,highrate
OTH,60,114,33,1,0.97,0,highrate
OTH,60,123,33,1,0.97,0,highrate
OTH,60,130,33,1,0.97,0,highrate
OTH,60,114,33,1,0.97,0,highrate
OTH,60,90,42,1,0.98,0,highrate
OTH,60,137,20,1,0.95,0,highrate
OTH,60,105,33,1,0.97,0,highrate
OTH,60,92,42,1,0.98,0,highrate
OTH,60,107,33,1,0.97,0,highrate
OTH,60,113,34,1,0.97,0,highrate
OTH,60,117,33,1,0.97,0,highrate
OTH,60,112,34,1,0.97,0,highrate
OTH,60,111,34,1,0.97,0,highrate
OTH,60,145,33,1,0.97,0,highrate
OTH,60,91,42,1,0.98,0,highrate
OTH,60,141,23,1,0.96,0,highrate
OTH,60,99,42,1,0.98,0,highrate
OTH,60,109,33,1,0.97,0,highrate
OTH,60,108,33,1,0.97,0,highrate
OTH,60,100,42,1,0.98,0,highrate
OTH,60,78,43,1,0.98,0,highrate
OTH,60,103,33,1,0.97,0,highrate
OTH,60,108,40,1,0.98,0,highrate
OTH,60,135,18,1,0.95,0,highrate
OTH,60,125,33,1,0.97,0,highrate
OTH,60,82,40,1,0.98,0,highrate
OTH,60,108,33,1,0.97,0,highrate
OTH,60,52,24,1,0.96,0,highrate
OTH,60,142,33,1,0.97,0,highrate
OTH,60,33,30,1,0.97,0,highrate
OTH,60,27,27,1,0.96,0,highrate
OTH,60,161,33,1,0.97,0,highrate
OTH,60,162,33,1,0.97,0,highrate
OTH,60,110,33,1,0.97,0,highrate
OTH,60,108,34,1,0.97,0,highrate
OTH,60,139,17,1,0.94,0,highrate
OTH,60,119,35,1,0.97,0,highrate
OTH,60,108,34,1,0.97,0,highrate
OTH,60,151,33,1,0.97,0,highrate
OTH,60,102,33,1,0.97,0,highrate
OTH,60,106,34,1,0.97,0,highrate
OTH,60,82,42,1,0.98,0,highrate
OTH,60,153,33,1,0.97,0,highrate
OTH,60,142,33,1,0.97,0,highrate
OTH,60,108,33,1,0.97,0,highrate
OTH,60,101,34,1,0.97,0,highrate
OTH,60,118,34,1,0.97,0,highrate
OTH,60,103,33,1,0.97,0,highrate
OTH,60,105,33,1,0.97,0,highrate
OTH,60,18,18,1,0.95,0,highrate
OTH,60,109,40,1,0.98,0,highrate
OTH,60,151,33,1,0.97,0,highrate
OTH,60,114,33,1,0.97,0,highrate
OTH,60,113,33,1,0.97,0,highrate
OTH,60,106,39,1,0.97,0,highrate
OTH,60,121,33,1,0.97,0,highrate
OTH,60,117,33,1,0.97,0,highrate
OTH,60,105,33,1,0.97,0,highrate
OTH,60,111,34,1,0.97,0,highrate
OTH,60,41,36,1,0.97,0,highrate
OTH,60,86,40,1,0.98,0,highrate
OTH,60,66,26,1,0.96,0,highrate
OTH,60,116,33,1,0.97,0,highrate
OTH,60,6,6,1,0.86,0,highrate
OTH,60,138,15,1,0.94,0,highrate
OTH,60,112,33,1,0.97,0,highrate
OTH,60,96,43,1,0.98,0,highrate
OTH,60,128,33,1,0.97,0,highrate
OTH,60,116,34,1,0.97,0,highrate
OTH,60,136,33,1,0.97,0,highrate
OTH,60,160,33,1,0.97,0,highrate
OTH,60,141,34,1,0.97,0,highrate
OTH,60,131,33,1,0.97,0,highrate
OTH,60,130,33,1,0.97,0,highrate
OTH,60,115,34,1,0.97,0,highrate
OTH,60,105,33,1,0.97,0,highrate
OTH,60,130,33,1,0.97,0,highrate
OTH,60,97,43,1,0.98,0,highrate
OTH,60,142,33,1,0.97,0,highrate
OTH,60,2,2,1,0.67,0,highrate
OTH,60,125,33,1,0.97,0,highrate
OTH,60,153,33,1,0.97,0,highrate
OTH,60,137,11,1,0.92,0,highrate
OTH,60,120,33,1,0.97,0,highrate
OTH,60,141,25,1,0.96,0,highrate
OTH,60,37,34,1,0.97,0,highrate
OTH,60,72,28,1,0.97,0,highrate
OTH,60,61,25,1,0.96,0,highrate
OTH,60,104,34,1,0.97,0,highrate
OTH,60,108,33,1,0.97,0,highrate
OTH,60,101,40,1,0.98,0,highrate
OTH,60,110,33,1,0.97,0,highrate
OTH,60,34,31,1,0.97,0,highrate
OTH,60,135,33,1,0.97,0,highrate
OTH,60,105,40,1,0.98,0,highrate
OTH,60,142,33,1,0.97,0,highrate
OTH,60,159,33,1,0.97,0,highrate
OTH,60,153,33,1,0.97,0,highrate
OTH,60,115,33,1,0.97,0,highrate
OTH,60,141,27,1,0.96,0,highrate
OTH,60,38,35,1,0.97,0,highrate
OTH,60,15,15,1,0.94,0,highrate
OTH,60,35,32,1,0.97,0,highrate
OTH,60,113,33,1,0.97,0,highrate
OTH,60,112,33,1,0.97,0,highrate
OTH,60,142,33,1,0.97,0,highrate
OTH,60,114,33,1,0.97,0,highrate
OTH,60,162,33,1,0.97,0,highrate
OTH,60,0,0,0,0,0,highrate
OTH,60,115,37,1,0.97,0,highrate
OTH,60,153,33,1,0.97,0,highrate
OTH,60,146,33,1,0.97,0,highrate
OTH,60,43,32,1,0.97,0,highrate
OTH,60,108,33,1,0.97,0,highrate
OTH,60,112,33,1,0.97,0,highrate
OTH,60,108,33,1,0.97,0,highrate
OTH,60,82,38,1,0.97,0,highrate
OTH,60,105,34,1,0.97,0,highrate
OTH,60,158,33,1,0.97,0,highrate
OTH,60,125,33,1,0.97,0,highrate
OTH,60,110,33,1,0.97,0,highrate
OTH,60,84,40,1,0.98,0,highrate
OTH,60,108,33,1,0.97,0,highrate
OTH,60,140,33,1,0.97,0,highrate
OTH,60,119,33,1,0.97,0,highrate
OTH,60,45,22,1,0.96,0,highrate
OTH,60,93,42,1,0.98,0,highrate
OTH,60,47,22,1,0.96,0,highrate
OTH,60,113,34,1,0.97,0,highrate
OTH,60,118,33,1,0.97,0,highrate
OTH,60,142,33,1,0.97,0,highrate
OTH,60,146,33,1,0.97,0,highrate
OTH,60,143,33,1,0.97,0,highrate
OTH,60,113,33,1,0.97,0,highrate
OTH,60,131,33,1,0.97,0,highrate
OTH,60,145,33,1,0.97,0,highrate
OTH,60,152,33,1,0.97,0,highrate
OTH,60,7,7,1,0.88,0,highrate
OTH,60,117,34,1,0.97,0,highrate
OTH,60,80,41,1,0.98,0,highrate
OTH,60,125,33,1,0.97,0,highrate
OTH,60,20,20,1,0.95,0,highrate
OTH,60,138,19,1,0.95,0,highrate
OTH,60,141,25,1,0.96,0,highrate
OTH,60,103,34,1,0.97,0,highrate
OTH,60,138,33,1,0.97,0,highrate
OTH,60,109,33,1,0.97,0,highrate
OTH,60,16,16,1,0.94,0,highrate
OTH,60,102,34,1,0.97,0,highrate
OTH,60,81,41,1,0.98,0,highrate
OTH,60,153,33,1,0.97,0,highrate
OTH,60,40,37,1,0.97,0,highrate
OTH,60,140,21,1,0.95,0,highrate
OTH,60,87,41,1,0.98,0,highrate
OTH,60,145,33,1,0.97,0,highrate
OTH,60,80,42,1,0.98,0,highrate
OTH,60,70,28,1,0.97,0,highrate
OTH,60,134,33,1,0.97,0,highrate
OTH,60,129,33,1,0.97,0,highrate
OTH,60,126,33,1,0.97,0,highrate
OTH,60,103,40,1,0.98,0,highrate
OTH,60,142,33,1,0.97,0,highrate
OTH,60,141,33,1,0.97,0,highrate
OTH,60,141,30,1,0.97,0,highrate
OTH,60,65,26,1,0.96,0,highrate
OTH,60,131,33,1,0.97,0,highrate
OTH,60,112,33,1,0.97,0,highrate
OTH,60,153,33,1,0.97,0,highrate
OTH,60,137,11,1,0.92,0,highrate
OTH,60,64,26,1,0.96,0,highrate
OTH,60,42,34,1,0.97,0,highrate
OTH,60,141,31,1,0.97,0,highrate
OTH,60,32,29,1,0.97,0,highrate
OTH,60,24,24,1,0.96,0,highrate
OTH,60,143,33,1,0.97,0,highrate
OTH,60,114,33,1,0.97,0,highrate
OTH,60,151,33,1,0.97,0,highrate
OTH,60,54,23,1,0.96,0,highrate
OTH,60,49,21,1,0.95,0,highrate
OTH,60,146,33,1,0.97,0,highrate
OTH,60,117,34,1,0.97,0,highrate
OTH,60,110,34,1,0.97,0,highrate
OTH,60,108,33,1,0.97,0,highrate
OTH,60,142,33,1,0.97,0,highrate
OTH,60,142,33,1,0.97,0,highrate
OTH,60,133,33,1,0.97,0,highrate
OTH,60,110,33,1,0.97,0,highrate
OTH,60,8,8,1,0.89,0,highrate
OTH,60,142,33,1,0.97,0,highrate
OTH,60,79,41,1,0.98,0,highrate
OTH,60,125,33,1,0.97,0,highrate
OTH,60,125,33,1,0.97,0,highrate
OTH,60,154,33,1,0.97,0,highrate
OTH,60,107,34,1,0.97,0,highrate
OTH,60,106,33,1,0.97,0,highrate
OTH,60,98,41,1,0.98,0,highrate
OTH,60,114,33,1,0.97,0,highrate
OTH,60,109,34,1,0.97,0,highrate
OTH,60,93,42,1,0.98,0,highrate
OTH,60,138,11,1,0.92,0,highrate
OTH,60,131,33,1,0.97,0,highrate
OTH,60,148,33,1,0.97,0,highrate
OTH,60,108,33,1,0.97,0,highrate
OTH,60,142,33,1,0.97,0,highrate
OTH,60,13,13,1,0.93,0,highrate
OTH,60,113,33,1,0.97,0,highrate
OTH,60,109,33,1,0.97,0,highrate
OTH,60,141,22,1,0.96,0,highrate
OTH,60,102,40,1,0.98,0,highrate
OTH,60,138,33,1,0.97,0,highrate
OTH,60,166,33,1,0.97,0,highrate
OTH,60,10,10,1,0.91,0,highrate
OTH,60,138,13,1,0.93,0,highrate
OTH,60,87,42,1,0.98,0,highrate
OTH,60,87,42,1,0.98,0,highrate
OTH,60,104,40,1,0.98,0,highrate
OTH,60,117,33,1,0.97,0,highrate
OTH,60,86,43,1,0.98,0,highrate
OTH,60,86,41,1,0.98,0,highrate
OTH,60,91,42,1,0.98,0,highrate
OTH,60,137,33,1,0.97,0,highrate
OTH,60,82,42,1,0.98,0,highrate
OTH,60,108,38,1,0.97,0,highrate
OTH,60,109,33,1,0.97,0,highrate
OTH,60,136,33,1,0.97,0,highrate
OTH,60,121,33,1,0.97,0,highrate
OTH,60,44,33,1,0.97,0,highrate
OTH,60,153,33,1,0.97,0,highrate
OTH,60,71,29,1,0.97,0,highrate
OTH,60,145,33,1,0.97,0,highrate
OTH,60,76,32,1,0.97,0,highrate
OTH,60,114,33,1,0.97,0,highrate
OTH,60,114,33,1,0.97,0,highrate
OTH,60,110,37,1,0.97,0,highrate
OTH,60,81,37,1,0.97,0,highrate
OTH,60,143,30,1,0.97,0,highrate
OTH,60,141,28,1,0.97,0,highrate
OTH,60,117,33,1,0.97,0,highrate
OTH,60,145,33,1,0.97,0,highrate
OTH,60,142,33,1,0.97,0,highrate
OTH,60,141,32,1,0.97,0,highrate
OTH,60,70,28,1,0.97,0,highrate
OTH,60,86,42,1,0.98,0,highrate
OTH,60,117,36,1,0.97,0,highrate
OTH,60,110,33,1,0.97,0,highrate
OTH,60,107,34,1,0.97,0,highrate
OTH,60,128,33,1,0.97,0,highrate
OTH,60,145,33,1,0.97,0,highrate
OTH,60,131,33,1,0.97,0,highrate
OTH,60,110,33,1,0.97,0,highrate
OTH,60,137,33,1,0.97,0,highrate
OTH,60,112,33,1,0.97,0,highrate
OTH,60,145,33,1,0.97,0,highrate
OTH,60,160,33,1,0.97,0,highrate
OTH,60,138,33,1,0.97,0,highrate
OTH,60,153,33,1,0.97,0,highrate
OTH,60,104,34,1,0.97,0,highrate
OTH,60,113,34,1,0.97,0,highrate
OTH,60,124,33,1,0.97,0,highrate
OTH,60,85,41,1,0.98,0,highrate
OTH,60,131,33,1,0.97,0,highrate
OTH,60,142,33,1,0.97,0,highrate
OTH,60,117,33,1,0.97,0,highrate
OTH,60,87,40,1,0.98,0,highrate
OTH,60,155,33,1,0.97,0,highrate
OTH,60,17,17,1,0.94,0,highrate
OTH,60,141,24,1,0.96,0,highrate
OTH,60,112,33,1,0.97,0,highrate
OTH,60,141,33,1,0.97,0,highrate
OTH,60,109,38,1,0.97,0,highrate
OTH,60,83,42,1,0.98,0,highrate
OTH,60,138,14,1,0.93,0,highrate
OTH,60,88,40,1,0.98,0,highrate
OTH,60,114,37,1,0.97,0,highrate
OTH,60,75,31,1,0.97,0,highrate
OTH,60,109,33,1,0.97,0,highrate
OTH,60,112,33,1,0.97,0,highrate
OTH,60,57,24,1,0.96,0,highrate
OTH,60,138,21,1,0.95,0,highrate
OTH,60,128,33,1,0.97,0,highrate
OTH,60,101,34,1,0.97,0,highrate
OTH,60,138,33,1,0.97,0,highrate
OTH,60,137,33,1,0.97,0,highrate
OTH,60,53,23,1,0.96,0,highrate
OTH,60,107,33,1,0.97,0,highrate
OTH,60,153,33,1,0.97,0,highrate
OTH,60,62,25,1,0.96,0,highrate
OTH,60,85,42,1,0.98,0,highrate
OTH,60,127,33,1,0.97,0,highrate
OTH,60,132,33,1,0.97,0,highrate
OTH,60,160,33,1,0.97,0,highrate
OTH,60,160,33,1,0.97,0,highrate
OTH,60,89,41,1,0.98,0,highrate
OTH,60,163,33,1,0.97,0,highrate
OTH,60,107,33,1,0.97,0,highrate
OTH,60,108,33,1,0.97,0,highrate
OTH,60,80,36,1,0.97,0,highrate
OTH,60,131,33,1,0.97,0,highrate
OTH,60,108,34,1,0.97,0,highrate
OTH,60,101,34,1,0.97,0,highrate
OTH,60,117,33,1,0.97,0,highrate
OTH,60,11,11,1,0.92,0,highrate
OTH,60,135,33,1,0.97,0,highrate
OTH,60,25,25,1,0.96,0,highrate
OTH,60,114,33,1,0.97,0,highrate
OTH,60,109,33,1,0.97,0,highrate
OTH,60,102,34,1,0.97,0,highrate
OTH,60,87,42,1,0.98,0,highrate
OTH,60,121,33,1,0.97,0,highrate
OTH,60,95,42,1,0.98,0,highrate
OTH,60,141,24,1,0.96,0,highrate
OTH,60,147,33,1,0.97,0,highrate
OTH,60,74,30,1,0.97,0,highrate
OTH,60,142,33,1,0.97,0,highrate
OTH,60,50,22,1,0.96,0,highrate
OTH,60,141,24,1,0.96,0,highrate
OTH,60,130,33,1,0.97,0,highrate
OTH,60,56,24,1,0.96,0,highrate
OTH,60,160,33,1,0.97,0,highrate
OTH,60,105,33,1,0.97,0,highrate
OTH,60,117,33,1,0.97,0,highrate
OTH,60,98,42,1,0.98,0,highrate
OTH,60,109,33,1,0.97,0,highrate
OTH,60,117,33,1,0.97,0,highrate
OTH,60,113,38,1,0.97,0,highrate
OTH,60,110,34,1,0.97,0,highrate
OTH,60,153,33,1,0.97,0,highrate
OTH,60,104,34,1,0.97,0,highrate
OTH,60,100,40,1,0.98,0,highrate
OTH,60,112,38,1,0.97,0,highrate
OTH,60,89,41,1,0.98,0,highrate
OTH,60,107,33,1,0.97,0,highrate
OTH,60,111,33,1,0.97,0,highrate
OTH,60,111,38,1,0.97,0,highrate
OTH,60,51,23,1,0.96,0,highrate
OTH,60,122,33,1,0.97,0,highrate
OTH,60,125,33,1,0.97,0,highrate
OTH,60,104,33,1,0.97,0,highrate
OTH,60,160,33,1,0.97,0,highrate
OTH,60,19,19,1,0.95,0,highrate
OTH,60,122,33,1,0.97,0,highrate
OTH,60,110,33,1,0.97,0,highrate
OTH,60,110,40,1,0.98,0,highrate
OTH,60,94,42,1,0.98,0,highrate
OTH,60,161,33,1,0.97,0,highrate
OTH,60,138,33,1,0.97,0,highrate
OTH,60,111,33,1,0.97,0,highrate
OTH,60,105,39,1,0.97,0,highrate
OTH,60,88,41,1,0.98,0,highrate
OTH,60,142,33,1,0.97,0,highrate
OTH,60,110,33,1,0.97,0,highrate
S3,374,114,100,1,0,1,highrate
OTH,60,143,31,1,0.97,0,highrate
OTH,66,78,37,0.49,0.03,0,highrate
OTH,60,67,27,1,0.96,0,highrate
S3,380,959,100,1,0,1,highrate
RSTO,446,448,100,1,0,0,highrate
S3,377,437,100,1,0,1,highrate
S3,374,13,13,1,0,1,highrate
S1,248,177,100,1,0,1,highrate
S3,386,136,100,1,0,1,highrate
OTH,60,133,33,1,0.97,0,highrate
S1,242,174,100,1,0,1,highrate
S3,374,123,100,1,0,1,highrate
S3,377,568,100,1,0,1,highrate
S3,377,403,100,1,0,1,highrate
S3,386,143,100,1,0,1,highrate
S3,374,149,100,1,0,1,highrate
S3,374,132,100,1,0,1,highrate
S3,374,228,100,1,0,1,highrate
S3,374,152,100,1,0,1,highrate
RSTO,446,652,100,1,0,0,highrate
S3,377,773,100,1,0,1,highrate
OTH,66,5,5,1,0,0,highrate
S3,374,83,83,1,0,1,highrate
OTH,60,180,33,1,0.97,0,highrate
OTH,66,319,100,1,0,0,highrate
OTH,60,141,23,1,0.96,0,highrate
S3,374,145,100,1,0,1,highrate
S3,374,100,100,1,0,1,highrate
RSTO,446,627,100,1,0,0,highrate
S3,377,486,100,1,0,1,highrate
OTH,60,174,33,1,0.97,0,highrate
S3,374,146,100,1,0,1,highrate
S3,374,157,100,1,0,1,highrate
S3,377,228,90,0.89,0,0.93,highrate
S3,374,79,79,1,0,1,highrate
S3,374,134,100,1,0,1,highrate
S3,380,895,100,1,0,0.43,highrate
S3,374,147,100,1,0,1,highrate
S3,374,158,100,1,0,0.58,highrate
S3,374,181,100,1,0,1,highrate
S3,386,335,100,1,0,1,highrate
S3,377,316,100,1,0,1,highrate
S3,374,134,100,1,0,1,highrate
S3,374,156,100,1,0,1,highrate
S3,377,741,100,1,0,1,highrate
S3,374,94,94,1,0,1,highrate
S3,374,171,100,1,0,1,highrate
S3,374,55,98,1,0,1,highrate
OTH,60,177,33,1,0.97,0,highrate
S3,380,773,100,1,0,1,highrate
OTH,66,29,29,1,0,0,highrate
S3,374,154,100,1,0,1,highrate
OTH,60,116,33,1,0.97,0,highrate
OTH,60,59,25,1,0.96,0,highrate
S3,374,145,100,1,0,1,highrate
OTH,66,203,98,1,0,0,highrate
OTH,60,163,33,1,0.97,0,highrate
S3,374,176,100,1,0,1,highrate
S3,377,743,100,1,0,1,highrate
OTH,60,177,33,1,0.97,0,highrate
OTH,60,105,34,1,0.97,0,highrate
S3,374,164,100,1,0,1,highrate
OTH,60,170,33,1,0.97,0,highrate
OTH,60,81,42,1,0.98,0,highrate
OTH,60,174,33,1,0.97,0,highrate
S3,374,137,100,1,0,1,highrate
S3,377,758,100,1,0,1,highrate
OTH,60,142,33,1,0.97,0,highrate
S3,380,146,100,1,0,1,highrate
S3,374,151,100,1,0,1,highrate
OTH,66,36,88,1,0,0,highrate
S3,374,162,100,1,0,1,highrate
S3,374,152,100,1,0,1,highrate
RSTO,446,340,100,1,0,0,highrate
S1,242,454,100,1,0,1,highrate
S3,374,306,100,1,0,1,highrate
S3,380,992,100,1,0,1,highrate
S3,374,15,98,1,0,1,highrate
S3,374,154,100,1,0,1,highrate
S3,377,246,100,1,0,1,highrate
S1,242,447,100,1,0,1,highrate
OTH,60,177,33,1,0.97,0,highrate
S3,380,141,100,1,0,1,highrate
OTH,66,31,31,1,0,0,highrate
OTH,60,47,33,1,0.97,0,highrate
S3,374,20,20,1,0,1,highrate
S3,374,43,98,1,0,1,highrate
OTH,66,199,98,1,0,0,highrate
S3,374,166,100,1,0,1,highrate
S3,377,406,100,1,0,1,highrate
S3,374,148,100,1,0,1,highrate
RSTO,446,371,100,1,0,0,highrate
RSTO,446,676,100,1,0,0,highrate
S3,374,165,100,1,0,1,highrate
OTH,66,21,21,1,0,0,highrate
S3,392,778,100,1,0,1,highrate
OTH,66,204,98,1,0,0,highrate
S3,374,140,100,1,0,1,highrate
RSTO,446,787,100,1,0,0,highrate
S3,374,174,100,1,0,1,highrate
S3,374,112,75,1,0,0.16,highrate
OTH,66,227,98,1,0,0,highrate
OTH,60,166,33,1,0.97,0,highrate
S3,377,766,100,1,0,1,highrate
S3,374,222,100,1,0,1,highrate
S3,374,395,100,1,0,1,highrate
S3,374,141,100,1,0,1,highrate
OTH,60,141,29,1,0.97,0,highrate
S3,377,354,100,1,0,1,highrate
OTH,60,102,33,1,0.97,0,highrate
RSTO,446,598,100,1,0,0,highrate
S3,377,617,99,1,0,1,highrate
S3,374,52,52,1,0,1,highrate
S3,374,133,100,1,0,1,highrate
RSTO,446,649,100,1,0,0,highrate
S3,377,326,100,1,0,1,highrate
S3,374,34,98,1,0,1,highrate
OTH,66,77,58,1,0,0,highrate
RSTO,446,589,100,1,0,0,highrate
S3,374,149,100,1,0,1,highrate
S3,374,139,100,1,0,1,highrate
RSTO,446,484,100,1,0,0,highrate
