% isAttack tcpFlood:	199
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack udpFlood:	571
% isAttack slowBody:	571
@relation 'normal-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R7-10,13,21,24,26,38,40'

@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute min_bpktl numeric
@attribute mean_bpktl numeric
@attribute min_fiat numeric
@attribute duration numeric
@attribute max_active numeric
@attribute min_idle numeric
@attribute total_fhlen numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
40,0,-1,-1,54,29305254,29305254,0,80808,udpFlood
40,0,-1,-1,12,29364748,29364748,0,143508,udpFlood
40,0,-1,-1,280,27109836,16408174,1094667,61408,udpFlood
40,0,-1,-1,411,27112042,11725757,1119180,50668,udpFlood
40,0,-1,-1,14,23943436,12365824,1110008,59728,udpFlood
40,0,-1,-1,1,28238814,16563786,1039803,60068,udpFlood
40,0,-1,-1,184,29867277,29867277,0,128548,udpFlood
40,0,-1,-1,87,28689514,28689514,0,83188,udpFlood
40,0,-1,-1,18,29118682,14795744,1633115,124148,udpFlood
40,0,-1,-1,2,29361574,29361574,0,187248,udpFlood
40,0,-1,-1,7,28806699,20035553,1164226,123528,udpFlood
40,0,-1,-1,1,29370160,29370160,0,162008,udpFlood
40,0,-1,-1,219,29947405,29947405,0,348528,udpFlood
40,0,-1,-1,239,29365491,29365491,0,87208,udpFlood
40,0,-1,-1,254,29336588,29336588,0,98648,udpFlood
40,0,-1,-1,42,21114978,9482871,1009840,30148,udpFlood
40,0,-1,-1,96,29964746,29964746,0,351228,udpFlood
40,0,-1,-1,6,30055057,20514016,1076887,180128,udpFlood
40,0,-1,-1,2,28822553,20028844,1172017,134968,udpFlood
40,0,-1,-1,9,29362685,29362685,0,99228,udpFlood
40,0,-1,-1,176,29299769,15632183,1021488,80768,udpFlood
40,0,-1,-1,5,29367918,29367918,0,144928,udpFlood
40,0,-1,-1,10,27251937,27251937,0,145908,udpFlood
40,0,-1,-1,6,29866162,29866162,0,128148,udpFlood
40,0,-1,-1,13,28425623,18842297,1244444,64728,udpFlood
40,0,-1,-1,198,9647804,9647804,0,96828,udpFlood
40,0,-1,-1,14,29367370,29367370,0,150628,udpFlood
40,0,-1,-1,190,28803008,20028752,1159039,124308,udpFlood
40,0,-1,-1,173,29862595,29862595,0,119428,udpFlood
40,0,-1,-1,19,28817303,20028012,1172955,126028,udpFlood
40,0,-1,-1,131,29310982,29310982,0,76348,udpFlood
40,0,-1,-1,10,29861452,29861452,0,128848,udpFlood
40,0,-1,-1,322,29312693,29312693,0,77148,udpFlood
40,0,-1,-1,7,28819117,20026531,1171701,134248,udpFlood
40,0,-1,-1,178,28815136,20024483,1173738,125548,udpFlood
40,0,-1,-1,2,27252388,27252388,0,146768,udpFlood
40,0,-1,-1,1,29311480,29311480,0,75108,udpFlood
40,0,-1,-1,7,27251824,27251824,0,155988,udpFlood
40,0,-1,-1,2,29365499,29365499,0,161668,udpFlood
40,0,-1,-1,6,29344376,29344376,0,97868,udpFlood
40,0,-1,-1,301,9652493,9652493,0,92028,udpFlood
40,0,-1,-1,43,29313588,29313588,0,70928,udpFlood
40,0,-1,-1,2,28357554,16382966,1241327,52568,udpFlood
40,0,-1,-1,13,29366557,29366557,0,147408,udpFlood
40,0,-1,-1,4,28689989,28689989,0,83468,udpFlood
40,0,-1,-1,5,18701593,7072617,1012846,19748,udpFlood
40,0,-1,-1,431,27056554,13684062,1032840,52948,udpFlood
40,0,-1,-1,235,27109609,16407713,1094311,58168,udpFlood
40,0,-1,-1,275,27116895,11730185,1049443,47708,udpFlood
40,0,-1,-1,168,29304271,14950982,1373965,78388,udpFlood
40,0,-1,-1,60,29964774,29964774,0,355868,udpFlood
40,0,-1,-1,6,29957054,29957054,0,360248,udpFlood
40,0,-1,-1,3,29313541,29313541,0,73648,udpFlood
40,0,-1,-1,156,29348538,29348538,0,80468,udpFlood
40,0,-1,-1,271,27101518,16406327,1096203,66288,udpFlood
40,0,-1,-1,143,29313348,29313348,0,73388,udpFlood
40,0,-1,-1,242,28690830,28690830,0,80288,udpFlood
40,0,-1,-1,190,29369990,29369990,0,99308,udpFlood
40,0,-1,-1,10,29310653,29310653,0,73548,udpFlood
40,0,-1,-1,20,29118582,14797959,1568198,132328,udpFlood
40,0,-1,-1,192,29672507,29672507,0,308308,udpFlood
40,0,-1,-1,13,20941714,9301537,1107972,28228,udpFlood
40,0,-1,-1,55,28413909,16364429,1344230,57528,udpFlood
40,0,-1,-1,10,29106819,14798954,1621028,125148,udpFlood
40,0,-1,-1,331,29270592,29270592,0,86868,udpFlood
40,0,-1,-1,11,29310764,29310764,0,78208,udpFlood
40,0,-1,-1,8,29947131,29947131,0,349428,udpFlood
40,0,-1,-1,8,29353111,29353111,0,83308,udpFlood
40,0,-1,-1,12,11188368,11188368,0,23108,udpFlood
40,0,-1,-1,8,29369230,29369230,0,155808,udpFlood
40,0,-1,-1,3,29953024,29953024,0,354408,udpFlood
40,0,-1,-1,9,29955170,29955170,0,350428,udpFlood
40,0,-1,-1,257,28663685,28663685,0,86168,udpFlood
40,0,-1,-1,196,29867507,29867507,0,133108,udpFlood
40,0,-1,-1,4,29367904,29367904,0,153188,udpFlood
40,0,-1,-1,9,29868199,29868199,0,132728,udpFlood
40,0,-1,-1,43,23934255,12302700,1010247,61948,udpFlood
40,0,-1,-1,208,29343370,29343370,0,96308,udpFlood
40,0,-1,-1,300,28822884,20035479,1165327,132748,udpFlood
40,0,-1,-1,11,28600553,20023045,1178005,135548,udpFlood
40,0,-1,-1,106,27108110,11720773,1060054,45588,udpFlood
40,0,-1,-1,15,27112239,16397435,1108978,65468,udpFlood
40,0,-1,-1,16,29293900,29293900,0,76188,udpFlood
40,0,-1,-1,8,28690467,28690467,0,88548,udpFlood
40,0,-1,-1,327,24598576,16408480,1095855,49048,udpFlood
40,0,-1,-1,238,21948197,16414772,1094870,39448,udpFlood
40,0,-1,-1,288,27114265,16395366,1114179,49708,udpFlood
40,0,-1,-1,69,9757339,9757339,0,125408,udpFlood
40,0,-1,-1,12,28664402,28664402,0,83748,udpFlood
40,0,-1,-1,137,29119959,14800065,1609440,131088,udpFlood
40,0,-1,-1,152,28664646,28664646,0,81228,udpFlood
40,0,-1,-1,202,29866543,29866543,0,125268,udpFlood
40,0,-1,-1,456,9653720,9653720,0,98388,udpFlood
40,0,-1,-1,6,29365172,29365172,0,196128,udpFlood
40,0,-1,-1,2,27092369,16411598,1105124,57748,udpFlood
40,0,-1,-1,10,30086197,30086197,0,253348,udpFlood
40,0,-1,-1,45,9782091,6325294,1203023,11948,udpFlood
40,0,-1,-1,6,29865382,29865382,0,129368,udpFlood
40,0,-1,-1,294,9652499,9652499,0,93108,udpFlood
40,0,-1,-1,3,29868394,29868394,0,118428,udpFlood
40,0,-1,-1,143,28341477,16372553,1261453,59288,udpFlood
40,0,-1,-1,141,28425824,18717488,1365986,67508,udpFlood
40,0,-1,-1,52,28690939,28690939,0,81468,udpFlood
40,0,-1,-1,40,29126217,10799214,1313029,134368,udpFlood
40,0,-1,-1,5,29351860,29351860,0,186288,udpFlood
40,0,-1,-1,5,29313642,29313642,0,74208,udpFlood
40,0,-1,-1,233,29353438,29353438,0,84508,udpFlood
40,0,-1,-1,7,30054438,20513873,1076871,189528,udpFlood
40,0,-1,-1,278,28355471,18843402,1241159,68968,udpFlood
40,0,-1,-1,53,28806515,20032712,1151175,131268,udpFlood
40,0,-1,-1,125,28374790,18828189,1275467,62308,udpFlood
40,0,-1,-1,1,9285791,9285791,0,90988,udpFlood
40,0,-1,-1,236,29311032,29311032,0,90828,udpFlood
40,0,-1,-1,50,9653593,9653593,0,89428,udpFlood
40,0,-1,-1,713,27087396,13697886,1035606,51868,udpFlood
40,0,-1,-1,315,29664352,29664352,0,317828,udpFlood
40,0,-1,-1,6,29861878,29861878,0,124768,udpFlood
40,0,-1,-1,11,29366964,29366964,0,85588,udpFlood
40,0,-1,-1,193,12716489,2361288,1009329,11368,udpFlood
40,0,-1,-1,6,29365450,29365450,0,198068,udpFlood
40,0,-1,-1,6,29955347,29955347,0,359048,udpFlood
40,0,-1,-1,3,27252016,27252016,0,147148,udpFlood
40,0,-1,-1,5,9648652,9648652,0,99408,udpFlood
40,0,-1,-1,4,29313612,29313612,0,79888,udpFlood
40,0,-1,-1,488,29368754,29368754,0,92388,udpFlood
40,0,-1,-1,167,28822075,20029058,1171887,127448,udpFlood
40,0,-1,-1,5,29868861,29868861,0,131028,udpFlood
40,0,-1,-1,218,29313435,29313435,0,76988,udpFlood
40,0,-1,-1,6,27104337,16382741,1125823,55268,udpFlood
40,0,-1,-1,6,27099190,13700472,1018318,55648,udpFlood
40,0,-1,-1,194,20164780,8594743,1104729,27148,udpFlood
40,0,-1,-1,57,29311126,29311126,0,83088,udpFlood
40,0,-1,-1,22,28373703,18832515,1271351,62008,udpFlood
40,0,-1,-1,13,30055051,20337860,1252770,184368,udpFlood
40,0,-1,-1,4,29965072,29965072,0,357468,udpFlood
40,0,-1,-1,7,29115247,14799243,1695919,112088,udpFlood
40,0,-1,-1,10,29868035,29868035,0,146488,udpFlood
40,0,-1,-1,13,29673772,29673772,0,307128,udpFlood
40,0,-1,-1,11,29115851,14798168,1568274,131308,udpFlood
40,0,-1,-1,5,9651703,9651703,0,96328,udpFlood
40,0,-1,-1,2,29367391,29367391,0,149148,udpFlood
40,0,-1,-1,11,29365108,29365108,0,201508,udpFlood
40,0,-1,-1,680,29305628,29305628,0,92808,udpFlood
40,0,-1,-1,411,29352530,29352530,0,73928,udpFlood
40,0,-1,-1,24,28796730,20030196,1169983,125228,udpFlood
40,0,-1,-1,591,27081399,13689304,1042698,52728,udpFlood
40,0,-1,-1,188,29341452,29341452,0,97088,udpFlood
40,0,-1,-1,225,29308909,29308909,0,79508,udpFlood
40,0,-1,-1,4,9651263,9651263,0,93588,udpFlood
40,0,-1,-1,13,28378976,8561771,1063264,57168,udpFlood
40,0,-1,-1,6,27252993,27252993,0,142968,udpFlood
40,0,-1,-1,51,29115791,14797098,1568210,123908,udpFlood
40,0,-1,-1,34,23944889,12368473,1336596,60928,udpFlood
40,0,-1,-1,155,29868395,29868395,0,135448,udpFlood
40,0,-1,-1,7,23944557,12367420,1016796,59148,udpFlood
40,0,-1,-1,14,28259621,16629852,1001572,67668,udpFlood
40,0,-1,-1,6,30327287,30327287,0,372008,udpFlood
40,0,-1,-1,18,9652091,9652091,0,94188,udpFlood
40,0,-1,-1,18,28798580,20028414,1171080,113488,udpFlood
40,0,-1,-1,8,29672460,29672460,0,319148,udpFlood
40,0,-1,-1,2,29245256,29245256,0,186028,udpFlood
40,0,-1,-1,7,29245505,29245505,0,179248,udpFlood
40,0,-1,-1,250,29296013,29296013,0,88008,udpFlood
40,0,-1,-1,248,27061418,16385626,1096538,50968,udpFlood
195,0,-1,-1,866182,3002258,1794897,1207361,88,udpFlood
40,0,-1,-1,57,20194270,9371463,1352014,28588,udpFlood
40,0,-1,-1,305,16403686,16403686,0,27628,udpFlood
40,0,-1,-1,3,30055886,20513236,1121173,187288,udpFlood
40,0,-1,-1,238,9645836,9645836,0,93648,udpFlood
40,0,-1,-1,2,29367052,29367052,0,158628,udpFlood
40,0,-1,-1,230,23943213,12367992,1103705,58548,udpFlood
40,0,-1,-1,6,29358154,29358154,0,192548,udpFlood
40,0,-1,-1,76,9654183,9654183,0,95428,udpFlood
40,0,-1,-1,5,29997072,29997072,0,256328,udpFlood
40,0,-1,-1,228,13937061,3650011,1010391,14608,udpFlood
40,0,-1,-1,47,27077230,11728879,1048096,49768,udpFlood
40,0,-1,-1,6,29672414,29672414,0,316968,udpFlood
40,0,-1,-1,13,28374106,16379793,1230834,57548,udpFlood
40,0,-1,-1,256,29346360,29346360,0,95548,udpFlood
40,0,-1,-1,217,21292170,9715300,1120300,33108,udpFlood
40,0,-1,-1,3,27250857,27250857,0,143388,udpFlood
40,0,-1,-1,10,29246272,29246272,0,177048,udpFlood
40,0,-1,-1,444,29311133,14774728,1553149,66108,udpFlood
40,0,-1,-1,148,29866495,29866495,0,124268,udpFlood
40,0,-1,-1,1,29673098,29673098,0,302768,udpFlood
40,0,-1,-1,342,9650656,9650656,0,96528,udpFlood
40,0,-1,-1,25,29368286,29368286,0,80288,udpFlood
40,0,-1,-1,421,27109779,16389341,1119062,55948,udpFlood
40,0,-1,-1,290,16408792,16408792,0,26968,udpFlood
40,0,-1,-1,178,14745597,3641962,1017868,12668,udpFlood
40,0,-1,-1,7,29120440,14797891,1581421,120788,udpFlood
40,0,-1,-1,6,27253462,27253462,0,146888,udpFlood
40,0,-1,-1,9,29119393,14798554,1615382,122448,udpFlood
40,0,-1,-1,380,29295833,29295833,0,86228,udpFlood
40,0,-1,-1,3,29245521,29245521,0,172208,udpFlood
40,0,-1,-1,152,29125230,14799439,1568494,131668,udpFlood
40,0,-1,-1,877,13200168,13200168,0,24388,udpFlood
40,0,-1,-1,22,29365358,29365358,0,203888,udpFlood
40,0,-1,-1,45,28371823,18737057,1337275,70888,udpFlood
40,0,-1,-1,655,27107584,16394521,1104949,59588,udpFlood
40,0,-1,-1,334,29310971,29310971,0,80728,udpFlood
40,0,-1,-1,6,29948505,29948505,0,360948,udpFlood
40,0,-1,-1,19,28384616,18741526,1341735,67808,udpFlood
40,0,-1,-1,1,29313509,14939613,1389149,65308,udpFlood
40,0,-1,-1,11,29359144,29359144,0,191908,udpFlood
40,0,-1,-1,18,30327351,30327351,0,378308,udpFlood
40,0,-1,-1,49,28676394,28676394,0,79808,udpFlood
40,0,-1,-1,2,29868750,29868750,0,136428,udpFlood
40,0,-1,-1,7,29125359,14798956,1599876,115528,udpFlood
40,0,-1,-1,6,29358966,29358966,0,189688,udpFlood
40,0,-1,-1,10,29365893,29365893,0,150528,udpFlood
40,0,-1,-1,10,28690540,28690540,0,86348,udpFlood
40,0,-1,-1,8,29243576,29243576,0,193328,udpFlood
40,0,-1,-1,468,9652558,9652558,0,90488,udpFlood
40,0,-1,-1,983,7847786,7847786,0,11788,udpFlood
40,0,-1,-1,372,29956709,29956709,0,356608,udpFlood
40,0,-1,-1,4,29312524,15649291,1012956,83948,udpFlood
40,0,-1,-1,6,29673383,29673383,0,306688,udpFlood
40,0,-1,-1,804,19735778,16381924,1135391,30268,udpFlood
40,0,-1,-1,46,28820181,20032926,1165700,118868,udpFlood
40,0,-1,-1,2,27047976,16385110,1105423,52968,udpFlood
40,0,-1,-1,65,28804334,20033090,1167747,135008,udpFlood
40,0,-1,-1,259,15407173,15407173,0,33368,udpFlood
40,0,-1,-1,330,27107528,11733289,1048316,46288,udpFlood
40,0,-1,-1,485,29312702,14959691,1368444,81068,udpFlood
40,0,-1,-1,24,29859730,29859730,0,124708,udpFlood
40,0,-1,-1,3,29119993,14798512,1569536,110548,udpFlood
40,0,-1,-1,235,29067395,14757847,1570116,128088,udpFlood
40,0,-1,-1,4,29868132,29868132,0,132508,udpFlood
40,0,-1,-1,9,20943131,9366059,1012478,28788,udpFlood
40,0,-1,-1,8,28794340,14503375,1178373,123828,udpFlood
40,0,-1,-1,59,28603685,20013856,1183857,124248,udpFlood
40,0,-1,-1,35,28689819,28689819,0,84108,udpFlood
40,0,-1,-1,13,28364284,18745580,1348846,63448,udpFlood
40,0,-1,-1,3,9652587,9652587,0,104948,udpFlood
40,0,-1,-1,57,23939839,12367959,1109965,58188,udpFlood
40,0,-1,-1,2,29245889,29245889,0,188968,udpFlood
40,0,-1,-1,299,28810125,14503807,1165925,128988,udpFlood
40,0,-1,-1,341,23705509,16413043,1095017,51628,udpFlood
40,0,-1,-1,768,8260346,8260346,0,81108,udpFlood
40,0,-1,-1,3,29996793,29996793,0,238008,udpFlood
40,0,-1,-1,15,28663052,28663052,0,74528,udpFlood
40,0,-1,-1,10,28381271,16384171,1231823,65628,udpFlood
40,0,-1,-1,163,28822149,20036403,1164146,123248,udpFlood
40,0,-1,-1,258,29313201,27238441,1358168,79228,udpFlood
78,0,-1,-1,4,12547108,1737692,1325857,408,udpFlood
40,0,-1,-1,72,29868138,29868138,0,122808,udpFlood
40,0,-1,-1,73,9651108,9651108,0,100968,udpFlood
40,0,-1,-1,269,28690130,28690130,0,86368,udpFlood
40,0,-1,-1,454,29312378,29312378,0,85728,udpFlood
40,0,-1,-1,8,30055240,20513755,1078142,187628,udpFlood
40,0,-1,-1,179,29311409,29311409,0,81608,udpFlood
88,15,52,174,819,59586,59586,0,268,httpFlood
94,16,52,174,84,2283066,235754,2047312,320,httpFlood
94,16,52,174,1162,4060180,47543,1725257,320,httpFlood
88,15,52,174,1311,1130770,49473,1063106,268,httpFlood
88,15,52,174,490,55110,55110,0,268,httpFlood
88,15,52,174,560,1059481,45479,1004615,268,httpFlood
88,15,52,174,120,68687,68687,0,268,httpFlood
94,16,52,174,131,374323,374323,0,320,httpFlood
91,16,52,174,59,54685,54685,0,268,httpFlood
88,15,52,174,3623,1124757,50587,1065933,268,httpFlood
88,15,52,174,66,721857,721857,0,268,httpFlood
88,15,52,174,2915,734141,734141,0,268,httpFlood
94,18,52,174,164,72569,72569,0,268,httpFlood
94,16,52,174,211,2390812,125489,2265323,320,httpFlood
94,17,52,150,233,1986356,40048,1943504,280,httpFlood
88,14,52,150,72,1532558,7839,1522656,280,httpFlood
94,16,52,174,359,6168776,900949,5267827,320,httpFlood
91,16,52,174,616,56228,56228,0,268,httpFlood
94,16,52,174,707,3203310,941201,2262109,320,httpFlood
88,18,52,56,69,5688,5688,0,164,httpFlood
76,0,76,76,0,286711,286711,0,28,httpFlood
88,15,52,174,321,47223,47223,0,268,httpFlood
94,16,52,174,195,2058524,321847,1732689,320,httpFlood
94,16,52,174,826,6115003,42498,1721899,320,httpFlood
91,16,52,174,436,302719,302719,0,268,httpFlood
88,15,52,174,338,1011693,1011693,0,268,httpFlood
88,15,52,174,934,1717244,43524,1670078,268,httpFlood
88,15,52,174,126,102301,102301,0,268,httpFlood
88,15,52,174,514,55136,55136,0,268,httpFlood
94,18,52,174,817,51022,51022,0,268,httpFlood
94,16,52,174,201,4243232,223255,4019977,320,httpFlood
91,20,52,56,308,910,910,0,164,httpFlood
88,15,52,174,725,57781,57781,0,268,httpFlood
94,18,52,174,330,62907,62907,0,268,httpFlood
88,15,52,174,847,250782,250782,0,268,httpFlood
88,15,52,174,635,64317,64317,0,268,httpFlood
94,22,52,56,288,2082,2082,0,164,httpFlood
94,16,52,174,1636,2398676,194367,2204309,320,httpFlood
88,15,52,174,312,1334819,48417,1278929,268,httpFlood
91,16,52,174,361,52361,52361,0,268,httpFlood
88,15,52,174,115,50133,50133,0,268,httpFlood
91,16,52,150,297,17006,17006,0,280,httpFlood
88,15,52,174,93,61661,61661,0,268,httpFlood
94,16,52,174,450,3195207,952470,2242737,320,httpFlood
91,16,52,174,303,307553,307553,0,268,httpFlood
94,16,52,174,81,4264717,221498,4043219,320,httpFlood
91,16,52,174,52,310969,310969,0,268,httpFlood
88,15,52,174,101,722701,722701,0,268,httpFlood
91,16,52,174,448,306379,306379,0,268,httpFlood
88,15,52,174,300,48642,48642,0,268,httpFlood
88,15,52,174,733,733673,733673,0,268,httpFlood
88,15,52,174,657,96640,96640,0,268,httpFlood
88,15,52,174,486,51257,51257,0,268,httpFlood
88,15,52,174,414,246283,246283,0,268,httpFlood
94,18,52,174,9,67773,67773,0,268,httpFlood
88,15,52,174,195,1118276,42827,1073053,268,httpFlood
91,16,52,174,1291,58044,58044,0,268,httpFlood
94,16,52,174,611,6307821,190686,6117135,320,httpFlood
88,15,52,174,673,726332,726332,0,268,httpFlood
91,16,52,174,344,305995,305995,0,268,httpFlood
91,16,52,174,122,715539,715539,0,268,httpFlood
88,15,52,174,117,44015,44015,0,268,httpFlood
88,15,52,174,649,1354650,44811,1304375,268,httpFlood
88,15,52,174,49,1113648,42994,1069241,268,httpFlood
88,15,52,174,1303,1120485,43934,1072211,268,httpFlood
88,15,52,174,3005,1127353,49557,1065711,268,httpFlood
94,16,52,174,108,2122914,388335,1730441,320,httpFlood
88,15,52,174,3278,1128268,53658,1066891,268,httpFlood
88,18,52,56,8,5503,5503,0,164,httpFlood
88,15,52,174,501,373259,373259,0,268,httpFlood
88,15,52,174,138,730815,730815,0,268,httpFlood
94,18,52,174,183,1036218,1036218,0,268,httpFlood
94,16,52,174,138,6538872,268753,6270119,320,httpFlood
88,15,52,174,424,47292,47292,0,268,httpFlood
94,18,52,174,171,55301,55301,0,268,httpFlood
94,16,52,174,136,366785,366785,0,320,httpFlood
91,16,52,174,131,714649,714649,0,268,httpFlood
88,15,52,174,381,71940,71940,0,268,httpFlood
88,15,52,174,386,46717,46717,0,268,httpFlood
94,18,52,174,277,58404,58404,0,268,httpFlood
94,18,52,174,37,57298,57298,0,268,httpFlood
88,15,52,174,1366,712882,712882,0,268,httpFlood
91,16,52,174,27,306793,306793,0,268,httpFlood
88,15,52,174,270,365103,365103,0,268,httpFlood
88,15,52,174,699,47304,47304,0,268,httpFlood
88,15,52,174,37,47339,47339,0,268,httpFlood
91,16,52,174,379,55106,55106,0,268,httpFlood
88,15,52,174,251,737428,737428,0,268,httpFlood
88,15,52,174,410,47506,47506,0,268,httpFlood
94,16,52,174,891,1238747,1238747,0,320,httpFlood
88,14,52,150,59,1532941,7018,1523657,280,httpFlood
91,16,52,174,30,51299,51299,0,268,httpFlood
94,18,52,174,370,129776,129776,0,268,httpFlood
94,16,52,174,727,353370,353370,0,320,httpFlood
88,15,52,174,245,872271,872271,0,268,httpFlood
88,15,52,174,139,50615,50615,0,268,httpFlood
88,15,52,174,285,716745,716745,0,268,httpFlood
91,16,52,174,655,52914,52914,0,268,httpFlood
94,16,52,174,363,2320586,235274,2085312,320,httpFlood
88,15,52,174,311,46730,46730,0,268,httpFlood
88,15,52,174,73,736783,736783,0,268,httpFlood
88,15,52,174,724,724469,724469,0,268,httpFlood
94,16,52,174,748,4412201,127461,4284740,320,httpFlood
94,16,52,174,125,4118661,44101,1721000,320,httpFlood
94,18,52,174,125,1989472,45384,1941615,268,httpFlood
88,15,52,174,155,52257,52257,0,268,httpFlood
88,15,52,174,1678,350305,350305,0,268,httpFlood
88,15,52,174,761,66473,66473,0,268,httpFlood
88,15,52,174,1168,51196,51196,0,268,httpFlood
88,15,52,174,472,1133737,46755,1066280,268,httpFlood
94,16,52,174,54,239549,239549,0,320,httpFlood
88,15,52,174,584,47382,47382,0,268,httpFlood
91,16,52,174,554,1037272,1037272,0,268,httpFlood
88,15,52,174,1388,74668,74668,0,268,httpFlood
94,16,52,174,618,4331124,219442,4111682,320,httpFlood
88,15,52,174,46,722541,722541,0,268,httpFlood
94,16,52,174,1172,6348102,191579,6156523,320,httpFlood
94,16,52,174,823,344738,344738,0,320,httpFlood
91,16,52,174,134,1032453,1032453,0,268,httpFlood
88,15,52,174,668,1127870,46790,1068459,268,httpFlood
88,15,52,174,734,57538,57538,0,268,httpFlood
88,15,52,174,573,55472,55472,0,268,httpFlood
88,15,52,174,359,49601,49601,0,268,httpFlood
91,16,52,174,101,55889,55889,0,268,httpFlood
94,18,52,174,192,75554,75554,0,268,httpFlood
91,16,52,174,422,59341,59341,0,268,httpFlood
88,15,52,174,1571,713207,713207,0,268,httpFlood
91,16,52,174,426,61335,61335,0,268,httpFlood
88,18,52,56,2487,7982,7982,0,164,httpFlood
88,15,52,174,107,50728,50728,0,268,httpFlood
91,16,52,174,502,45096,45096,0,268,httpFlood
94,16,52,174,334,5341092,1021853,4319239,320,httpFlood
88,15,52,174,239,63639,63639,0,268,httpFlood
94,16,52,174,885,3336323,1025120,2311203,320,httpFlood
88,15,52,174,1068,243373,243373,0,268,httpFlood
91,16,52,174,253,715174,715174,0,268,httpFlood
88,15,52,174,813,1348310,43090,1301767,268,httpFlood
88,15,52,174,639,1351115,49270,1298984,268,httpFlood
88,15,52,174,53,44882,44882,0,268,httpFlood
94,16,52,174,1319,344778,344778,0,320,httpFlood
88,15,52,174,735,1013660,1013660,0,268,httpFlood
88,15,52,174,918,247632,247632,0,268,httpFlood
88,15,52,174,2060,54530,54530,0,268,httpFlood
88,15,52,174,308,54392,54392,0,268,httpFlood
88,15,52,174,159,729305,729305,0,268,httpFlood
94,16,52,174,247,340576,340576,0,320,httpFlood
94,17,52,150,3,1984425,36076,1943454,280,httpFlood
91,16,52,174,1169,727728,727728,0,268,httpFlood
88,15,52,174,760,726019,726019,0,268,httpFlood
94,18,52,174,848,71425,71425,0,268,httpFlood
94,16,52,174,1129,1315422,1315422,0,320,httpFlood
88,15,52,174,448,48200,48200,0,268,httpFlood
91,16,52,174,727,48977,48977,0,268,httpFlood
88,15,52,174,1505,713127,713127,0,268,httpFlood
88,15,52,174,174,724662,724662,0,268,httpFlood
94,16,52,174,1280,4406115,117946,4288169,320,httpFlood
94,16,52,174,488,6379103,125402,6253701,320,httpFlood
88,15,52,174,149,58431,58431,0,268,httpFlood
91,16,52,174,980,46532,46532,0,268,httpFlood
88,15,52,174,1732,255080,255080,0,268,httpFlood
94,16,52,174,1861,4382816,127631,4255185,320,httpFlood
91,16,52,174,71,55451,55451,0,268,httpFlood
94,22,52,56,575,2556,2556,0,164,httpFlood
88,15,52,174,55,382193,382193,0,268,httpFlood
88,15,52,174,1758,257306,257306,0,268,httpFlood
94,16,52,174,2051,2375402,195206,2180196,320,httpFlood
88,14,52,150,696,28358,28358,0,280,httpFlood
88,18,52,56,107,1687,1687,0,164,httpFlood
91,16,52,174,489,58298,58298,0,268,httpFlood
88,15,52,174,389,45716,45716,0,268,httpFlood
94,16,52,174,848,6337726,115318,6222408,320,httpFlood
88,15,52,174,1019,726741,726741,0,268,httpFlood
88,15,52,174,213,488010,488010,0,268,httpFlood
94,16,52,174,125,6107163,49844,1712082,320,httpFlood
88,15,52,174,116,70019,70019,0,268,httpFlood
94,16,52,174,1527,6389870,180941,6208929,320,httpFlood
88,15,52,174,526,365573,365573,0,268,httpFlood
91,16,52,174,544,55406,55406,0,268,httpFlood
88,15,52,174,1079,256869,256869,0,268,httpFlood
88,15,52,174,332,1359575,52632,1305281,268,httpFlood
88,15,52,174,351,46686,46686,0,268,httpFlood
88,15,52,174,291,44739,44739,0,268,httpFlood
91,16,52,174,133,1041599,1041599,0,268,httpFlood
88,15,52,174,54,1333824,44031,1287702,268,httpFlood
91,16,52,174,379,52102,52102,0,268,httpFlood
91,16,52,174,224,50520,50520,0,268,httpFlood
88,15,52,174,353,44370,44370,0,268,httpFlood
94,16,52,174,1123,6354805,121520,6233285,320,httpFlood
88,15,52,174,551,1116331,44413,1069360,268,httpFlood
88,15,52,174,50,246936,246936,0,268,httpFlood
94,18,52,174,602,69045,69045,0,268,httpFlood
88,15,52,174,247,485747,485747,0,268,httpFlood
88,15,52,174,1705,72890,72890,0,268,httpFlood
88,15,52,174,1030,1708943,42172,1661644,268,httpFlood
88,15,52,174,29,65444,65444,0,268,httpFlood
91,16,52,174,589,56641,56641,0,268,httpFlood
88,15,52,174,543,51319,51319,0,268,httpFlood
94,22,52,56,1292,5739,5739,0,164,httpFlood
88,14,52,150,892,979650,979650,0,280,httpFlood
88,15,52,174,632,475401,475401,0,268,httpFlood
88,15,52,174,769,731882,731882,0,268,httpFlood
91,16,52,174,81,44124,44124,0,268,httpFlood
88,15,52,174,85,1353828,47419,1304457,268,httpFlood
88,15,52,174,129,675724,675724,0,268,httpFlood
91,16,52,174,418,58334,58334,0,268,httpFlood
