@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3-4,9,18,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute srv_count numeric
@attribute dst_host_srv_count numeric
@attribute isAttack {normal,attack}

@data
OTH,78,11816,68,attack
OTH,78,8328,68,attack
S3,374,75,75,attack
OTH,78,10603,71,attack
OTH,78,10174,68,attack
OTH,78,24087,74,attack
OTH,78,10902,72,attack
OTH,66,302,100,attack
OTH,78,9504,64,attack
OTH,78,7761,71,attack
OTH,78,10545,65,attack
OTH,78,24859,69,attack
OTH,78,8076,73,attack
OTH,78,8723,75,attack
OTH,78,20492,70,attack
S3,374,148,100,attack
OTH,78,765,68,attack
OTH,78,2533,63,attack
OTH,78,6336,68,attack
OTH,78,13233,79,attack
OTH,78,7633,72,attack
OTH,78,14434,75,attack
OTH,78,6538,68,attack
OTH,78,20381,75,attack
OTH,78,8480,65,attack
OTH,78,8265,63,attack
OTH,78,10762,71,attack
OTH,78,12819,69,attack
OTH,78,8729,66,attack
OTH,78,9243,70,attack
S3,377,783,100,attack
OTH,78,4894,68,attack
S3,377,330,100,attack
OTH,78,8744,73,attack
OTH,78,9849,66,attack
OTH,78,7934,73,attack
OTH,78,10454,75,attack
OTH,78,10465,69,attack
OTH,78,26892,69,attack
OTH,78,9902,72,attack
OTH,78,15380,71,attack
OTH,78,6061,71,attack
OTH,78,8568,73,attack
OTH,78,9967,69,attack
OTH,78,10949,67,attack
OTH,78,6497,70,attack
OTH,78,21322,68,attack
OTH,78,18436,68,attack
OTH,78,1865,68,attack
OTH,78,16998,73,attack
OTH,78,2700,70,attack
OTH,78,9974,69,attack
S3,374,127,100,attack
OTH,78,7809,74,attack
OTH,78,10713,67,attack
OTH,78,5464,70,attack
OTH,78,22390,69,attack
OTH,78,15771,73,attack
OTH,78,6150,66,attack
OTH,78,5835,67,attack
OTH,78,2106,64,attack
OTH,78,9889,72,attack
OTH,78,6474,71,attack
OTH,78,8316,69,attack
OTH,78,7173,72,attack
OTH,78,11799,69,attack
OTH,78,10303,68,attack
OTH,78,8940,73,attack
OTH,78,9927,67,attack
OTH,78,8864,69,attack
OTH,78,7592,66,attack
RSTO,446,391,100,attack
OTH,78,9601,66,attack
OTH,78,15264,65,attack
OTH,78,14414,78,attack
OTH,78,5175,66,attack
OTH,78,24181,76,attack
OTH,78,10720,72,attack
OTH,78,5748,69,attack
OTH,78,1772,73,attack
S3,374,27,98,attack
OTH,78,19050,72,attack
OTH,78,718,71,attack
OTH,78,8640,69,attack
OTH,78,5658,74,attack
OTH,78,8590,64,attack
OTH,78,13384,76,attack
OTH,78,21100,76,attack
OTH,78,4111,69,attack
OTH,66,66,44,attack
OTH,78,4591,70,attack
OTH,78,5827,70,attack
OTH,78,22836,67,attack
OTH,78,11828,71,attack
OTH,78,9457,72,attack
OTH,78,21819,70,attack
OTH,78,25375,65,attack
OTH,78,5001,66,attack
S3,377,767,100,attack
OTH,78,6967,70,attack
OTH,60,135,25,attack
OTH,78,15417,79,attack
OTH,78,2222,67,attack
OTH,78,10618,63,attack
OTH,60,114,33,attack
OTH,78,17007,70,attack
OTH,78,3663,65,attack
OTH,78,11613,68,attack
OTH,78,6156,68,attack
OTH,78,5214,71,attack
OTH,78,4320,69,attack
OTH,78,10000,72,attack
OTH,78,18425,68,attack
OTH,78,20717,65,attack
OTH,78,24762,75,attack
RSTO,446,601,100,attack
OTH,78,9671,70,attack
OTH,78,9098,69,attack
OTH,78,25246,75,attack
OTH,78,15815,73,attack
OTH,78,22637,68,attack
OTH,78,9869,68,attack
OTH,78,10618,70,attack
OTH,306,4669,53,attack
S3,374,134,100,attack
OTH,78,20626,65,attack
OTH,78,8132,69,attack
OTH,78,9329,63,attack
OTH,78,11705,66,attack
OTH,78,6153,67,attack
OTH,78,22734,74,attack
OTH,78,7975,77,attack
OTH,78,7838,75,attack
OTH,78,16794,75,attack
OTH,60,157,33,attack
OTH,78,3296,68,attack
OTH,78,6495,68,attack
OTH,78,12183,71,attack
OTH,78,23247,72,attack
OTH,78,9986,68,attack
OTH,78,12059,71,attack
OTH,78,23687,74,attack
OTH,78,27078,68,attack
OTH,78,15688,72,attack
OTH,60,118,36,attack
OTH,78,10036,70,attack
OTH,78,7358,61,attack
OTH,78,5480,70,attack
OTH,78,24465,64,attack
OTH,78,20869,71,attack
OTH,78,22892,69,attack
OTH,78,25893,70,attack
OTH,78,8175,71,attack
OTH,78,11825,72,attack
OTH,78,20785,64,attack
OTH,60,178,33,attack
OTH,78,9997,72,attack
OTH,78,11047,74,attack
OTH,78,10625,73,attack
OTH,78,6158,71,attack
OTH,60,142,33,attack
OTH,78,9901,68,attack
OTH,78,22032,64,attack
OTH,78,19528,68,attack
OTH,78,23835,56,attack
OTH,78,6092,70,attack
OTH,78,19539,71,attack
OTH,78,18114,73,attack
OTH,78,22473,69,attack
OTH,60,96,35,attack
OTH,78,22140,69,attack
OTH,78,2571,61,attack
OTH,78,7679,76,attack
OTH,78,7625,72,attack
OTH,78,8459,68,attack
OTH,78,22393,67,attack
OTH,78,11148,71,attack
OTH,78,20617,71,attack
OTH,78,16144,76,attack
OTH,78,2217,72,attack
OTH,78,6069,76,attack
OTH,78,7335,71,attack
OTH,78,2221,67,attack
OTH,78,8697,72,attack
OTH,60,179,33,attack
OTH,78,9904,71,attack
OTH,78,23493,69,attack
OTH,78,15105,75,attack
OTH,78,6574,68,attack
OTH,78,17068,73,attack
OTH,78,1923,71,attack
OTH,78,17787,70,attack
OTH,78,6671,66,attack
OTH,78,9357,65,attack
OTH,78,20333,75,attack
OTH,78,10946,68,attack
OTH,78,8615,71,attack
OTH,78,7598,66,attack
OTH,78,26346,72,attack
OTH,78,8034,71,attack
OTH,78,12887,80,attack
OTH,78,15107,76,attack
OTH,78,20406,68,attack
OTH,78,7465,75,attack
OTH,78,7172,68,attack
OTH,78,20389,67,attack
OTH,78,10183,68,attack
OTH,78,7715,64,attack
OTH,78,7917,80,attack
OTH,78,23486,68,attack
OTH,78,7589,68,attack
OTH,78,6531,72,attack
OTH,78,14777,81,attack
OTH,78,23563,68,attack
OTH,60,116,32,attack
OTH,78,4537,74,attack
OTH,78,3676,67,attack
OTH,78,8609,68,attack
OTH,60,145,31,attack
OTH,78,10540,69,attack
OTH,60,28,25,attack
OTH,78,912,64,attack
OTH,78,889,64,attack
OTH,78,15185,71,attack
OTH,78,20716,69,attack
OTH,78,10228,72,attack
OTH,78,6478,74,attack
OTH,78,22171,67,attack
OTH,78,8721,75,attack
OTH,78,12553,69,attack
OTH,78,6898,67,attack
OTH,78,8330,68,attack
OTH,78,4084,60,attack
S3,374,162,100,attack
OTH,78,1265,67,attack
OTH,78,6965,69,attack
OTH,78,11343,66,attack
OTH,78,5990,70,attack
OTH,78,9970,68,attack
RSTO,446,771,100,attack
OTH,78,21628,71,attack
OTH,78,14904,70,attack
OTH,78,25054,71,attack
OTH,78,20637,73,attack
OTH,78,4071,65,attack
OTH,78,17552,71,attack
OTH,78,23874,68,attack
OTH,78,8973,71,attack
OTH,78,5459,67,attack
OTH,78,1121,66,attack
OTH,78,12341,66,attack
OTH,78,15475,66,attack
OTH,78,1617,70,attack
OTH,78,12276,70,attack
OTH,78,27147,65,attack
OTH,78,9396,64,attack
OTH,78,23333,75,attack
OTH,162,7184,64,attack
OTH,78,17661,73,attack
OTH,78,6548,68,attack
OTH,78,23582,72,attack
OTH,78,8066,71,attack
OTH,78,9894,71,attack
S3,374,133,100,attack
OTH,78,26691,73,attack
OTH,78,4713,64,attack
OTH,78,6277,71,attack
OTH,78,6547,68,attack
OTH,78,9995,69,attack
OTH,78,22090,67,attack
OTH,78,18871,69,attack
OTH,78,22207,69,attack
OTH,78,14982,78,attack
OTH,78,23757,71,attack
OTH,78,7747,71,attack
OTH,78,6063,68,attack
OTH,78,9974,70,attack
OTH,78,20539,71,attack
OTH,78,15679,71,attack
OTH,78,6322,68,attack
S3,374,142,100,attack
OTH,60,180,33,attack
OTH,78,83,64,attack
OTH,78,11011,68,attack
OTH,78,17291,77,attack
OTH,78,17190,73,attack
OTH,78,26685,68,attack
OTH,78,11762,75,attack
OTH,78,5558,71,attack
OTH,78,20437,66,attack
S3,374,100,100,attack
OTH,78,25554,68,attack
OTH,78,22440,58,attack
OTH,78,20618,69,attack
OTH,78,6070,76,attack
OTH,78,7566,71,attack
OTH,78,3407,74,attack
OTH,78,3587,72,attack
OTH,78,5321,65,attack
OTH,78,1911,68,attack
OTH,78,15867,73,attack
OTH,78,15251,71,attack
OTH,78,6294,66,attack
OTH,78,10593,69,attack
OTH,78,20818,73,attack
OTH,78,10247,67,attack
OTH,78,24756,75,attack
OTH,78,23521,70,attack
OTH,78,21722,72,attack
OTH,78,20630,68,attack
OTH,78,12657,70,attack
S3,374,169,100,attack
OTH,78,26275,66,attack
OTH,78,14436,76,attack
OTH,78,11801,68,attack
OTH,78,20715,67,attack
OTH,78,6598,73,attack
OTH,78,5577,67,attack
OTH,78,6468,69,attack
OTH,78,6490,71,attack
OTH,78,11079,70,attack
OTH,78,7940,69,attack
OTH,78,5788,71,attack
OTH,78,16699,75,attack
OTH,78,15327,73,attack
OTH,78,171,69,attack
OTH,78,23768,74,attack
OTH,78,11648,69,attack
OTH,78,11446,66,attack
OTH,78,13501,71,attack
OTH,78,11994,76,attack
OTH,78,7176,69,attack
OTH,78,6550,69,attack
OTH,78,22165,69,attack
OTH,78,23264,70,attack
OTH,78,6483,70,attack
OTH,78,22467,64,attack
OTH,78,2690,73,attack
OTH,78,12583,67,attack
OTH,78,26838,70,attack
OTH,78,10262,69,attack
RSTO,446,468,100,attack
OTH,78,6141,73,attack
OTH,78,9055,71,attack
S3,374,149,100,attack
OTH,78,8921,73,attack
OTH,78,10606,69,attack
OTH,78,24579,72,attack
OTH,78,7969,71,attack
OTH,78,11341,66,attack
OTH,78,6540,68,attack
OTH,78,18435,68,attack
OTH,78,11820,68,attack
OTH,78,18776,67,attack
OTH,78,1760,69,attack
OTH,78,17814,73,attack
OTH,78,8804,65,attack
OTH,78,9686,69,attack
OTH,78,7405,69,attack
OTH,78,9370,68,attack
OTH,60,108,34,attack
OTH,78,9210,72,attack
OTH,78,19051,72,attack
OTH,78,23174,70,attack
S3,374,71,71,attack
OTH,78,7474,71,attack
OTH,78,22781,78,attack
OTH,78,24457,64,attack
OTH,78,6543,70,attack
OTH,78,2396,67,attack
OTH,78,10803,74,attack
OTH,78,5671,68,attack
S3,377,225,88,attack
S3,374,154,100,attack
OTH,78,8002,65,attack
OTH,78,7244,73,attack
OTH,78,8618,63,attack
OTH,60,84,42,attack
OTH,78,10286,68,attack
OTH,78,5141,65,attack
OTH,60,592,21,attack
S1,610,162,99,attack
S1,370,333,100,attack
RSTO,1012,102,100,attack
OTH,117,198,50,attack
S1,370,265,100,attack
S1,370,19,100,attack
OTH,107,79,50,attack
S1,370,380,100,attack
S1,784,95,95,attack
S1,370,384,100,attack
S1,296,520,99,attack
RSTO,946,40,71,attack
OTH,60,747,54,attack
OTH,66,393,85,attack
OTH,60,658,50,attack
OTH,60,1043,51,attack
S1,370,284,100,attack
S1,370,262,100,attack
S1,370,688,100,attack
S1,370,79,100,attack
OTH,66,553,93,attack
OTH,60,3,62,attack
S1,622,93,93,attack
S2,4132,183,100,attack
OTH,66,302,61,attack
RSTO,878,165,100,attack
RSTO,908,125,100,attack
S1,370,606,100,attack
S1,370,285,100,attack
OTH,107,128,50,attack
OTH,89,194,50,attack
RSTO,1078,147,99,attack
S1,1996,492,100,attack
OTH,66,310,63,attack
S1,665,148,100,attack
OTH,60,887,56,attack
S1,296,677,100,attack
S1,370,617,100,attack
OTH,99,175,50,attack
S1,370,307,99,attack
S1,370,43,100,attack
S1,222,254,99,attack
OTH,94,214,50,attack
S1,370,115,100,attack
S1,370,237,100,attack
S1,370,396,100,attack
OTH,93,60,50,attack
S1,370,90,100,attack
OTH,60,695,48,attack
S1,296,591,100,attack
RSTO,972,56,57,attack
OTH,60,585,14,attack
RSTO,995,392,100,attack
S1,370,284,100,attack
S1,370,331,100,attack
OTH,60,926,50,attack
S1,370,632,100,attack
S1,583,76,88,attack
OTH,95,194,50,attack
RSTO,906,82,92,attack
S1,400,123,99,attack
S1,370,294,100,attack
S1,370,631,100,attack
S1,665,193,100,attack
OTH,60,894,47,attack
OTH,106,270,50,attack
RSTO,1028,121,100,attack
S1,370,302,100,attack
S1,370,338,100,attack
S1,774,123,100,attack
S1,400,143,99,attack
OTH,60,860,48,attack
S1,665,379,100,attack
OTH,410,25,66,attack
RSTO,1051,56,82,attack
OTH,66,422,100,attack
OTH,60,738,51,attack
OTH,353,7,7,attack
S1,370,230,100,attack
S1,370,184,100,attack
OTH,54,3,3,attack
RSTO,1069,0,44,attack
S1,296,617,100,attack
S1,665,196,100,attack
RSTO,932,163,100,attack
S1,370,127,100,attack
S1,74,427,100,attack
RSTO,940,138,100,attack
OTH,117,65,50,attack
OTH,105,264,50,attack
S1,74,169,100,attack
RSTO,1132,146,100,attack
OTH,108,82,50,attack
S1,370,592,100,attack
OTH,60,608,37,attack
S1,370,22,100,attack
S1,74,548,99,attack
S1,296,475,100,attack
S1,757,148,100,attack
S1,148,215,100,attack
OTH,60,742,55,attack
RSTO,1055,93,97,attack
S1,578,122,99,attack
OTH,60,612,87,attack
OTH,60,1057,53,attack
S1,370,347,100,attack
OTH,60,595,18,attack
OTH,100,136,50,attack
RSTO,1076,7,8,attack
S1,370,489,100,attack
S1,370,771,100,attack
OTH,111,51,50,attack
RSTO,874,130,100,attack
OTH,83,76,50,attack
S1,370,326,99,attack
S1,370,397,100,attack
OTH,96,50,57,attack
OTH,101,27,53,attack
S1,296,411,100,attack
S1,74,117,100,attack
S1,296,151,100,attack
S1,370,226,100,attack
S1,222,979,100,attack
S1,74,719,100,attack
OTH,60,589,12,attack
S1,74,25,71,attack
OTH,108,283,50,attack
OTH,60,665,72,attack
S1,222,79,97,attack
S1,370,258,100,attack
OTH,66,409,100,attack
S1,370,354,100,attack
RSTO,886,129,100,attack
OTH,94,220,50,attack
S1,296,209,100,attack
OTH,60,792,49,attack
OTH,60,888,53,attack
S1,296,665,100,attack
S1,148,440,100,attack
OTH,60,865,50,attack
OTH,95,276,50,attack
S1,296,615,100,attack
S1,370,372,100,attack
S1,1127,202,99,attack
OTH,60,1120,53,attack
OTH,104,123,50,attack
OTH,97,38,76,attack
OTH,66,454,80,attack
S1,148,97,100,attack
S1,370,729,100,attack
RSTO,909,447,100,attack
OTH,66,553,86,attack
OTH,113,151,50,attack
OTH,105,136,50,attack
S1,370,421,100,attack
S1,649,143,100,attack
OTH,66,475,90,attack
S2,2695,362,100,attack
OTH,66,440,85,attack
OTH,104,223,50,attack
OTH,89,71,50,attack
OTH,60,5,64,attack
OTH,114,259,50,attack
S1,222,654,100,attack
S1,148,18,100,attack
OTH,54,7,25,attack
OTH,60,545,79,attack
S1,148,101,100,attack
S1,140,132,100,attack
RSTO,985,335,100,attack
S1,74,218,100,attack
S1,370,264,99,attack
OTH,60,4,62,attack
S1,370,635,100,attack
S1,953,731,100,attack
S1,296,535,99,attack
S1,296,291,100,attack
RSTO,1024,100,100,attack
OTH,110,76,50,attack
S1,296,618,100,attack
OTH,82,114,50,attack
OTH,60,1026,49,attack
S2,1519,437,100,attack
S1,370,307,100,attack
S1,296,663,100,attack
S1,148,593,100,attack
S1,74,663,100,attack
S1,370,456,99,attack
S1,370,657,100,attack
OTH,66,476,89,attack
OTH,60,951,53,attack
OTH,60,968,46,attack
S1,296,742,100,attack
OTH,60,795,37,attack
OTH,98,251,50,attack
S1,370,8,100,attack
OTH,86,228,50,attack
RSTO,1100,80,93,attack
S1,296,231,100,attack
S1,296,353,100,attack
S1,296,956,100,attack
S1,370,264,100,attack
OTH,626,6,58,attack
S1,148,90,100,attack
OTH,103,228,50,attack
S1,370,455,100,attack
S1,296,224,100,attack
OTH,173,196,100,attack
S1,148,414,100,attack
S1,370,348,100,attack
RSTO,964,55,82,attack
S1,2220,710,99,attack
OTH,60,677,57,attack
OTH,112,120,50,attack
OTH,60,840,48,attack
OTH,132,10,14,attack
S1,296,72,100,attack
OTH,60,958,46,attack
OTH,167,71,79,attack
S1,370,247,100,attack
RSTO,1644,288,100,attack
S1,296,420,100,attack
S1,296,151,100,attack
S1,148,705,100,attack
S1,370,465,100,attack
OTH,60,676,56,attack
OTH,66,347,74,attack
S1,148,411,100,attack
OTH,60,773,39,attack
RSTO,1151,396,100,attack
OTH,60,1127,54,attack
RSTO,1183,7,32,attack
S1,296,391,100,attack
S1,370,313,100,attack
S2,4034,200,100,attack
OTH,83,15,19,attack
S1,296,471,100,attack
S1,222,650,100,attack
S1,296,276,100,attack
S1,370,213,100,attack
S1,370,394,100,attack
S1,370,335,100,attack
S1,370,420,100,attack
OTH,60,777,47,attack
S1,370,978,100,attack
S1,296,561,100,attack
OTH,106,204,50,attack
OTH,114,278,50,attack
S1,222,831,100,attack
S1,370,272,100,attack
OTH,99,190,50,attack
OTH,66,349,76,attack
OTH,66,430,84,attack
S1,370,547,100,attack
RSTO,924,122,100,attack
S1,370,669,100,attack
OTH,60,12,59,attack
OTH,66,464,87,attack
S1,222,988,100,attack
S1,296,232,100,attack
OTH,66,430,100,attack
OTH,66,477,88,attack
S1,665,115,100,attack
S1,370,424,100,attack
S1,370,482,100,attack
RSTO,2567,318,99,attack
S1,296,397,100,attack
OTH,66,340,76,attack
OTH,525,298,53,attack
S1,296,789,100,attack
S1,548,561,96,attack
S1,370,685,100,attack
OTH,60,1099,50,attack
S1,74,238,100,attack
OTH,60,898,33,attack
S1,148,133,100,attack
OTH,66,594,86,attack
OTH,113,183,50,attack
S1,296,152,100,attack
OTH,66,538,85,attack
S1,370,556,100,attack
S1,763,103,94,attack
RSTO,1078,473,100,attack
S1,296,554,100,attack
S1,370,304,100,attack
RSTO,3430,391,100,attack
RSTO,1332,635,100,attack
S1,370,475,100,attack
S1,370,523,100,attack
S1,370,788,100,attack
S1,902,149,100,attack
S1,148,248,98,attack
OTH,105,230,50,attack
S1,370,155,100,attack
S1,296,466,100,attack
S1,296,458,100,attack
OTH,519,1,13,attack
RSTO,802,126,100,attack
OTH,110,190,50,attack
S1,370,820,100,attack
S1,370,615,100,attack
S1,370,330,100,attack
S1,296,149,100,attack
S1,296,542,99,attack
OTH,112,231,52,attack
OTH,114,24,52,attack
S1,296,672,100,attack
S1,296,164,100,attack
OTH,101,25,33,attack
OTH,481,5,53,attack
S1,968,86,88,attack
OTH,66,378,90,attack
OTH,481,4,53,attack
RSTO,1131,252,100,attack
RSTO,1129,372,100,attack
S1,74,156,100,attack
S1,370,602,100,attack
S1,74,353,100,attack
S1,296,308,100,attack
S1,370,485,100,attack
S1,370,748,100,attack
S1,370,329,100,attack
S1,955,92,96,attack
S1,296,326,100,attack
S1,296,110,100,attack
S1,400,192,99,attack
S1,370,627,100,attack
S1,296,443,100,attack
S1,370,687,100,attack
OTH,66,620,74,attack
S1,370,316,100,attack
S1,370,343,100,attack
S1,74,633,100,attack
S1,296,102,100,attack
OTH,66,520,89,attack
OTH,66,298,59,attack
S1,296,407,100,attack
S1,986,715,100,attack
S1,296,614,100,attack
OTH,106,225,50,attack
S1,148,180,100,attack
OTH,117,213,50,attack
S1,74,570,100,attack
OTH,98,206,50,attack
S1,74,131,100,attack
OTH,66,621,90,attack
OTH,124,217,50,attack
OTH,66,290,54,attack
OTH,66,498,90,attack
S1,370,655,100,attack
OTH,66,384,89,attack
S1,74,164,100,attack
S1,296,464,100,attack
S1,370,435,100,attack
OTH,145,487,100,attack
S1,74,73,91,attack
S2,4760,217,100,attack
OTH,60,1073,45,attack
S1,296,637,100,attack
S1,370,422,100,attack
RSTO,973,433,100,attack
OTH,60,793,35,attack
S1,370,156,100,attack
RSTO,914,153,100,attack
S1,370,859,100,attack
S1,665,109,99,attack
S1,74,299,100,attack
S1,370,434,100,attack
OTH,96,200,50,attack
S1,296,24,100,attack
OTH,66,531,71,attack
S2,1595,159,100,attack
OTH,66,12,59,attack
S1,296,46,100,attack
OTH,156,511,83,attack
RSTO,2247,354,100,attack
OTH,60,523,83,attack
OTH,60,739,46,attack
OTH,98,30,42,attack
S1,222,764,100,attack
RSTO,1121,69,84,attack
OTH,60,872,48,attack
S1,296,257,100,attack
S1,370,430,100,attack
S1,370,257,100,attack
S1,296,695,100,attack
OTH,66,476,89,attack
S1,74,184,100,attack
S1,296,645,100,attack
RSTO,905,194,100,attack
S1,296,740,100,attack
RSTO,4479,402,100,attack
OTH,60,1177,49,attack
OTH,126,175,50,attack
S1,370,803,100,attack
OTH,66,442,85,attack
RSTO,1190,167,100,attack
S1,222,639,100,attack
RSTO,971,191,100,attack
OTH,98,88,50,attack
S1,370,570,100,attack
RSTO,1169,372,100,attack
OTH,151,596,94,attack
OTH,66,608,90,attack
S1,370,474,100,attack
S1,943,50,65,attack
OTH,60,714,51,attack
OTH,116,88,50,attack
S1,370,644,100,attack
OTH,110,34,46,attack
S1,370,909,100,attack
S1,148,502,100,attack
S1,222,936,100,attack
OTH,60,814,47,attack
S1,296,601,100,attack
OTH,60,836,42,attack
S1,370,298,100,attack
S1,296,464,100,attack
RSTO,1003,53,54,attack
S1,758,46,79,attack
S1,624,87,91,attack
S1,222,43,78,attack
RSTO,1264,482,100,attack
S1,296,641,100,attack
S1,296,431,100,attack
S1,621,782,100,attack
OTH,94,19,19,attack
OTH,60,1155,49,attack
RSTO,1256,311,100,attack
OTH,66,317,63,attack
S1,370,297,99,attack
S1,296,320,100,attack
OTH,60,706,75,attack
S1,74,648,100,attack
S1,987,168,100,attack
RSTO,1300,232,100,attack
S1,370,471,100,attack
S1,608,17,65,attack
S1,222,540,100,attack
OTH,94,58,54,attack
OTH,60,18,62,attack
OTH,66,403,100,attack
RSTO,965,227,100,attack
OTH,626,5,58,attack
OTH,60,684,50,attack
S1,296,746,100,attack
S2,1500,168,100,attack
OTH,93,10,24,attack
S1,370,301,100,attack
S1,370,251,100,attack
S1,370,529,100,attack
RSTO,2247,371,100,attack
S1,1879,1,99,attack
OTH,60,769,35,attack
S1,222,300,99,attack
S1,148,341,100,attack
RSTO,1163,142,99,attack
OTH,60,659,48,attack
OTH,54,2,2,attack
S1,2558,382,100,attack
S1,370,299,100,attack
S1,222,255,99,attack
RSTO,1132,150,100,attack
S1,370,219,100,attack
S1,296,410,100,attack
S1,148,643,100,attack
S1,296,686,100,attack
S1,296,187,100,attack
RSTO,1100,42,74,attack
RSTO,1172,367,100,attack
OTH,102,49,54,attack
S1,370,574,100,attack
OTH,60,1071,50,attack
OTH,60,834,45,attack
S1,222,688,100,attack
OTH,84,83,50,attack
S1,296,262,100,attack
OTH,95,271,50,attack
OTH,60,639,47,attack
OTH,66,283,51,attack
S1,370,647,100,attack
RSTO,923,417,100,attack
S1,74,413,98,attack
S1,370,711,99,attack
OTH,123,243,50,attack
OTH,66,281,50,attack
S1,370,349,100,attack
S1,222,546,100,attack
RSTO,1042,175,100,attack
S1,222,800,100,attack
RSTO,909,434,100,attack
S2,1327,88,97,attack
S1,296,463,100,attack
RSTO,1070,201,100,attack
S1,742,91,92,attack
S1,370,364,100,attack
S1,148,376,100,attack
RSTO,1144,124,100,attack
S1,296,156,100,attack
