% isAttack tcpFlood:	1333
% isAttack httpFlood:	1333
% isAttack udpFlood:	372
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R2,4,8,27'

@attribute protocol_type {tcp,icmp,udp}
@attribute src_bytes numeric
@attribute count numeric
@attribute isAttack {tcpFlood,httpFlood,udpFlood}

@data
tcp,386,152,httpFlood
tcp,380,926,httpFlood
tcp,458,365,httpFlood
tcp,446,528,httpFlood
tcp,66,12,httpFlood
tcp,374,143,httpFlood
tcp,374,10,httpFlood
tcp,377,359,httpFlood
tcp,377,624,httpFlood
tcp,377,883,httpFlood
tcp,380,760,httpFlood
tcp,60,180,httpFlood
tcp,374,161,httpFlood
tcp,66,17,httpFlood
tcp,446,561,httpFlood
tcp,60,164,httpFlood
tcp,374,41,httpFlood
tcp,374,231,httpFlood
tcp,386,125,httpFlood
tcp,374,388,httpFlood
tcp,374,19,httpFlood
tcp,446,725,httpFlood
tcp,386,147,httpFlood
tcp,377,404,httpFlood
tcp,374,241,httpFlood
tcp,377,760,httpFlood
tcp,386,151,httpFlood
tcp,377,985,httpFlood
tcp,380,156,httpFlood
tcp,66,152,httpFlood
tcp,377,780,httpFlood
tcp,377,427,httpFlood
tcp,374,261,httpFlood
tcp,380,151,httpFlood
tcp,66,97,httpFlood
tcp,374,147,httpFlood
tcp,66,26,httpFlood
tcp,446,614,httpFlood
tcp,377,675,httpFlood
tcp,374,148,httpFlood
tcp,60,134,httpFlood
tcp,446,451,httpFlood
tcp,374,157,httpFlood
tcp,464,119,httpFlood
tcp,377,761,httpFlood
tcp,374,439,httpFlood
tcp,374,50,httpFlood
tcp,66,51,httpFlood
tcp,60,170,httpFlood
tcp,374,152,httpFlood
tcp,374,42,httpFlood
tcp,374,145,httpFlood
tcp,374,172,httpFlood
tcp,377,982,httpFlood
tcp,66,238,httpFlood
tcp,377,492,httpFlood
tcp,60,180,httpFlood
tcp,60,175,httpFlood
tcp,374,144,httpFlood
tcp,374,146,httpFlood
tcp,66,143,httpFlood
tcp,60,177,httpFlood
tcp,374,106,httpFlood
tcp,380,902,httpFlood
tcp,374,116,httpFlood
tcp,374,150,httpFlood
tcp,380,870,httpFlood
tcp,446,749,httpFlood
tcp,380,863,httpFlood
tcp,377,459,httpFlood
tcp,380,735,httpFlood
tcp,248,190,httpFlood
tcp,446,455,httpFlood
tcp,374,141,httpFlood
tcp,446,537,httpFlood
tcp,374,285,httpFlood
tcp,60,119,httpFlood
tcp,374,149,httpFlood
tcp,60,178,httpFlood
tcp,377,684,httpFlood
tcp,60,129,httpFlood
tcp,66,76,httpFlood
tcp,66,233,httpFlood
tcp,374,98,httpFlood
tcp,374,155,httpFlood
tcp,374,150,httpFlood
tcp,377,672,httpFlood
tcp,377,807,httpFlood
tcp,374,409,httpFlood
tcp,60,177,httpFlood
tcp,374,98,httpFlood
tcp,377,626,httpFlood
tcp,60,180,httpFlood
tcp,377,604,httpFlood
tcp,60,21,httpFlood
tcp,377,616,httpFlood
tcp,377,627,httpFlood
tcp,66,95,httpFlood
tcp,374,125,httpFlood
tcp,374,110,httpFlood
tcp,446,772,httpFlood
tcp,377,314,httpFlood
tcp,446,476,httpFlood
tcp,386,149,httpFlood
tcp,377,531,httpFlood
tcp,374,152,httpFlood
tcp,374,134,httpFlood
tcp,374,151,httpFlood
tcp,374,175,httpFlood
tcp,446,472,httpFlood
tcp,66,235,httpFlood
tcp,446,600,httpFlood
tcp,374,132,httpFlood
tcp,380,993,httpFlood
tcp,374,128,httpFlood
tcp,374,141,httpFlood
tcp,374,160,httpFlood
tcp,66,82,httpFlood
tcp,377,651,httpFlood
tcp,60,168,httpFlood
tcp,60,174,httpFlood
tcp,377,973,httpFlood
tcp,374,343,httpFlood
tcp,380,979,httpFlood
tcp,392,753,httpFlood
tcp,374,133,httpFlood
tcp,374,413,httpFlood
tcp,60,138,httpFlood
tcp,374,135,httpFlood
tcp,374,115,httpFlood
tcp,377,838,httpFlood
tcp,446,565,httpFlood
tcp,66,71,httpFlood
tcp,248,216,httpFlood
tcp,66,6,httpFlood
tcp,60,180,httpFlood
tcp,374,6,httpFlood
tcp,380,961,httpFlood
tcp,446,641,httpFlood
tcp,374,354,httpFlood
tcp,60,40,httpFlood
tcp,60,119,httpFlood
tcp,374,176,httpFlood
tcp,374,42,httpFlood
tcp,446,733,httpFlood
tcp,66,42,httpFlood
tcp,60,177,httpFlood
tcp,446,742,httpFlood
tcp,446,768,httpFlood
tcp,374,143,httpFlood
tcp,446,737,httpFlood
tcp,446,443,httpFlood
tcp,380,988,httpFlood
tcp,374,152,httpFlood
tcp,374,323,httpFlood
tcp,374,300,httpFlood
tcp,374,144,httpFlood
tcp,377,543,httpFlood
tcp,60,164,httpFlood
tcp,60,180,httpFlood
tcp,374,143,httpFlood
tcp,374,353,httpFlood
tcp,446,504,httpFlood
tcp,374,121,httpFlood
tcp,374,144,httpFlood
tcp,386,336,httpFlood
tcp,60,98,httpFlood
tcp,380,893,httpFlood
tcp,374,144,httpFlood
tcp,374,187,httpFlood
tcp,60,136,httpFlood
tcp,380,752,httpFlood
tcp,380,157,httpFlood
tcp,446,765,httpFlood
tcp,374,319,httpFlood
tcp,60,163,httpFlood
tcp,60,140,httpFlood
tcp,374,54,httpFlood
tcp,60,133,httpFlood
tcp,66,31,httpFlood
tcp,374,146,httpFlood
tcp,60,136,httpFlood
tcp,377,956,httpFlood
tcp,374,164,httpFlood
tcp,374,375,httpFlood
tcp,446,595,httpFlood
tcp,374,138,httpFlood
tcp,380,943,httpFlood
tcp,374,159,httpFlood
tcp,374,114,httpFlood
tcp,380,756,httpFlood
tcp,377,565,httpFlood
tcp,66,114,httpFlood
tcp,374,141,httpFlood
tcp,60,163,httpFlood
tcp,66,282,httpFlood
tcp,374,125,httpFlood
tcp,377,1002,httpFlood
tcp,374,104,httpFlood
tcp,60,129,httpFlood
tcp,380,152,httpFlood
tcp,374,145,httpFlood
tcp,446,376,httpFlood
tcp,377,708,httpFlood
tcp,374,232,httpFlood
tcp,66,323,httpFlood
tcp,380,934,httpFlood
tcp,374,120,httpFlood
tcp,374,97,httpFlood
tcp,374,141,httpFlood
tcp,377,661,httpFlood
tcp,374,145,httpFlood
tcp,60,136,httpFlood
tcp,374,73,httpFlood
tcp,66,33,httpFlood
tcp,374,84,httpFlood
tcp,374,146,httpFlood
tcp,380,894,httpFlood
tcp,60,118,httpFlood
tcp,66,146,httpFlood
tcp,66,96,httpFlood
tcp,380,920,httpFlood
tcp,374,130,httpFlood
tcp,377,733,httpFlood
tcp,374,154,httpFlood
tcp,66,288,httpFlood
tcp,242,190,httpFlood
tcp,377,891,httpFlood
tcp,446,807,httpFlood
tcp,60,140,httpFlood
tcp,60,178,httpFlood
tcp,60,136,httpFlood
tcp,374,133,httpFlood
tcp,60,170,httpFlood
tcp,60,177,httpFlood
tcp,374,16,httpFlood
tcp,446,357,httpFlood
tcp,377,1000,httpFlood
tcp,377,868,httpFlood
tcp,66,189,httpFlood
tcp,446,506,httpFlood
tcp,242,178,httpFlood
tcp,374,144,httpFlood
tcp,374,143,httpFlood
tcp,374,137,httpFlood
tcp,66,237,httpFlood
tcp,374,140,httpFlood
tcp,377,507,httpFlood
tcp,60,19,httpFlood
tcp,60,11,httpFlood
tcp,374,110,httpFlood
tcp,446,833,httpFlood
tcp,446,347,httpFlood
tcp,374,118,httpFlood
tcp,374,109,httpFlood
tcp,446,533,httpFlood
tcp,66,139,httpFlood
tcp,374,158,httpFlood
tcp,386,328,httpFlood
tcp,446,730,httpFlood
tcp,60,164,httpFlood
tcp,60,169,httpFlood
tcp,66,89,httpFlood
tcp,446,435,httpFlood
tcp,380,754,httpFlood
tcp,380,148,httpFlood
tcp,66,92,httpFlood
tcp,374,146,httpFlood
tcp,377,554,httpFlood
tcp,377,438,httpFlood
tcp,374,155,httpFlood
tcp,248,199,httpFlood
tcp,374,41,httpFlood
tcp,446,831,httpFlood
tcp,377,500,httpFlood
tcp,374,117,httpFlood
tcp,374,147,httpFlood
tcp,374,99,httpFlood
tcp,66,46,httpFlood
tcp,374,156,httpFlood
tcp,60,179,httpFlood
tcp,374,420,httpFlood
tcp,60,180,httpFlood
tcp,66,63,httpFlood
tcp,374,98,httpFlood
tcp,60,138,httpFlood
tcp,386,132,httpFlood
tcp,374,21,httpFlood
tcp,446,462,httpFlood
tcp,377,499,httpFlood
tcp,60,136,httpFlood
tcp,60,152,httpFlood
tcp,377,558,httpFlood
tcp,60,162,httpFlood
tcp,377,1001,httpFlood
tcp,380,758,httpFlood
tcp,377,360,httpFlood
tcp,60,128,httpFlood
tcp,377,797,httpFlood
tcp,60,100,httpFlood
tcp,374,67,httpFlood
tcp,66,4,httpFlood
tcp,446,830,httpFlood
tcp,377,533,httpFlood
tcp,60,179,httpFlood
tcp,377,1023,httpFlood
tcp,446,465,httpFlood
tcp,446,493,httpFlood
tcp,380,145,httpFlood
tcp,60,177,httpFlood
tcp,446,422,httpFlood
tcp,374,160,httpFlood
tcp,374,142,httpFlood
tcp,66,14,httpFlood
tcp,374,136,httpFlood
tcp,66,65,httpFlood
tcp,377,588,httpFlood
tcp,242,157,httpFlood
tcp,377,895,httpFlood
tcp,377,793,httpFlood
tcp,374,106,httpFlood
tcp,245,1040,httpFlood
tcp,374,125,httpFlood
tcp,66,13,httpFlood
tcp,374,140,httpFlood
tcp,374,29,httpFlood
tcp,60,133,httpFlood
tcp,66,104,httpFlood
tcp,374,149,httpFlood
tcp,60,54,httpFlood
tcp,380,857,httpFlood
tcp,60,144,httpFlood
tcp,374,141,httpFlood
tcp,374,167,httpFlood
tcp,377,690,httpFlood
tcp,377,325,httpFlood
tcp,374,149,httpFlood
tcp,446,427,httpFlood
tcp,60,138,httpFlood
tcp,374,175,httpFlood
tcp,60,114,httpFlood
tcp,374,148,httpFlood
tcp,446,757,httpFlood
tcp,66,128,httpFlood
tcp,66,2,httpFlood
tcp,60,17,httpFlood
tcp,446,728,httpFlood
tcp,446,327,httpFlood
tcp,374,158,httpFlood
tcp,374,155,httpFlood
tcp,374,142,httpFlood
tcp,66,108,httpFlood
tcp,446,769,httpFlood
tcp,66,12,httpFlood
tcp,446,611,httpFlood
tcp,60,26,httpFlood
tcp,374,97,httpFlood
tcp,374,120,httpFlood
tcp,60,178,httpFlood
tcp,374,251,httpFlood
tcp,374,170,httpFlood
tcp,374,151,httpFlood
tcp,60,3,httpFlood
tcp,66,24,httpFlood
tcp,374,123,httpFlood
tcp,446,446,httpFlood
tcp,374,161,httpFlood
tcp,66,248,httpFlood
tcp,377,721,httpFlood
tcp,386,141,httpFlood
tcp,374,99,httpFlood
tcp,380,883,httpFlood
tcp,66,33,httpFlood
tcp,60,140,httpFlood
tcp,66,121,httpFlood
tcp,60,177,httpFlood
tcp,66,67,httpFlood
tcp,380,749,httpFlood
tcp,60,139,httpFlood
tcp,374,117,httpFlood
tcp,374,146,httpFlood
tcp,60,165,httpFlood
tcp,446,722,httpFlood
tcp,374,150,httpFlood
tcp,446,463,httpFlood
tcp,66,35,httpFlood
tcp,60,167,httpFlood
tcp,66,8,httpFlood
tcp,374,153,httpFlood
tcp,377,732,httpFlood
tcp,374,7,httpFlood
tcp,60,174,httpFlood
tcp,446,762,httpFlood
tcp,374,178,httpFlood
tcp,374,154,httpFlood
tcp,374,144,httpFlood
tcp,60,104,httpFlood
tcp,60,23,httpFlood
tcp,374,149,httpFlood
tcp,60,86,httpFlood
tcp,377,631,httpFlood
tcp,380,876,httpFlood
tcp,374,382,httpFlood
tcp,377,889,httpFlood
tcp,60,129,httpFlood
tcp,374,143,httpFlood
tcp,380,160,httpFlood
tcp,374,149,httpFlood
tcp,374,146,httpFlood
tcp,374,151,httpFlood
tcp,374,1,httpFlood
tcp,377,474,httpFlood
tcp,377,759,httpFlood
tcp,377,343,httpFlood
tcp,374,164,httpFlood
tcp,377,792,httpFlood
tcp,377,977,httpFlood
tcp,66,157,httpFlood
tcp,374,362,httpFlood
tcp,374,36,httpFlood
tcp,380,989,httpFlood
tcp,66,88,httpFlood
tcp,374,157,httpFlood
tcp,60,140,httpFlood
tcp,60,78,httpFlood
tcp,248,175,httpFlood
tcp,66,5,httpFlood
tcp,377,826,httpFlood
tcp,374,93,httpFlood
tcp,374,126,httpFlood
tcp,377,823,httpFlood
tcp,60,143,httpFlood
tcp,374,155,httpFlood
tcp,242,162,httpFlood
tcp,377,814,httpFlood
tcp,377,888,httpFlood
tcp,377,308,httpFlood
tcp,374,122,httpFlood
tcp,60,166,httpFlood
tcp,386,134,httpFlood
tcp,377,659,httpFlood
tcp,377,513,httpFlood
tcp,374,160,httpFlood
tcp,60,29,httpFlood
tcp,377,968,httpFlood
tcp,374,44,httpFlood
tcp,66,215,httpFlood
tcp,374,95,httpFlood
tcp,374,147,httpFlood
tcp,374,138,httpFlood
tcp,446,350,httpFlood
tcp,374,153,httpFlood
tcp,374,162,httpFlood
tcp,374,411,httpFlood
tcp,374,154,httpFlood
tcp,446,388,httpFlood
tcp,380,154,httpFlood
tcp,446,796,httpFlood
tcp,60,139,httpFlood
tcp,377,660,httpFlood
tcp,374,321,httpFlood
tcp,60,124,httpFlood
tcp,374,165,httpFlood
tcp,66,6,httpFlood
tcp,374,150,httpFlood
tcp,446,691,httpFlood
tcp,66,30,httpFlood
tcp,377,580,httpFlood
tcp,66,49,httpFlood
tcp,60,180,httpFlood
tcp,60,172,httpFlood
tcp,242,440,httpFlood
tcp,377,463,httpFlood
tcp,374,105,httpFlood
tcp,374,105,httpFlood
tcp,66,268,httpFlood
tcp,446,557,httpFlood
tcp,446,336,httpFlood
tcp,386,115,httpFlood
tcp,446,663,httpFlood
tcp,446,379,httpFlood
tcp,374,188,httpFlood
tcp,377,916,httpFlood
tcp,380,759,httpFlood
tcp,66,36,httpFlood
tcp,374,121,httpFlood
tcp,60,178,httpFlood
tcp,374,142,httpFlood
tcp,377,525,httpFlood
tcp,66,0,httpFlood
tcp,377,368,httpFlood
tcp,380,966,httpFlood
tcp,66,190,httpFlood
tcp,60,30,httpFlood
tcp,374,138,httpFlood
tcp,60,178,httpFlood
tcp,380,940,httpFlood
tcp,60,179,httpFlood
tcp,374,150,httpFlood
tcp,374,339,httpFlood
tcp,374,432,httpFlood
tcp,446,566,httpFlood
tcp,374,142,httpFlood
tcp,380,945,httpFlood
tcp,66,144,httpFlood
tcp,60,129,httpFlood
tcp,374,430,httpFlood
tcp,60,93,httpFlood
tcp,374,156,httpFlood
tcp,66,1,httpFlood
tcp,380,873,httpFlood
tcp,374,145,httpFlood
tcp,374,189,httpFlood
tcp,374,427,httpFlood
tcp,374,85,httpFlood
tcp,66,131,httpFlood
tcp,374,131,httpFlood
tcp,60,136,httpFlood
tcp,374,146,httpFlood
tcp,377,931,httpFlood
tcp,66,58,httpFlood
tcp,66,156,httpFlood
tcp,446,497,httpFlood
tcp,66,218,httpFlood
tcp,60,133,httpFlood
tcp,374,133,httpFlood
tcp,377,768,httpFlood
tcp,377,447,httpFlood
tcp,374,250,httpFlood
tcp,66,1,httpFlood
tcp,446,378,httpFlood
tcp,374,164,httpFlood
tcp,374,140,httpFlood
tcp,374,112,httpFlood
tcp,66,15,httpFlood
tcp,386,371,httpFlood
tcp,377,863,httpFlood
tcp,446,642,httpFlood
tcp,374,156,httpFlood
tcp,380,740,httpFlood
tcp,377,491,httpFlood
tcp,374,104,httpFlood
tcp,377,400,httpFlood
tcp,446,563,httpFlood
tcp,377,423,httpFlood
tcp,242,189,httpFlood
tcp,377,390,httpFlood
tcp,60,136,httpFlood
tcp,374,74,httpFlood
tcp,374,155,httpFlood
tcp,60,177,httpFlood
tcp,60,129,httpFlood
tcp,446,707,httpFlood
tcp,377,870,httpFlood
tcp,380,741,httpFlood
tcp,66,38,httpFlood
tcp,60,43,httpFlood
tcp,374,151,httpFlood
tcp,66,48,httpFlood
tcp,248,152,httpFlood
tcp,377,876,httpFlood
tcp,374,83,httpFlood
tcp,374,149,httpFlood
tcp,374,346,httpFlood
tcp,66,103,httpFlood
tcp,446,632,httpFlood
tcp,60,134,httpFlood
tcp,374,404,httpFlood
tcp,377,946,httpFlood
tcp,374,41,httpFlood
tcp,446,666,httpFlood
tcp,374,148,httpFlood
tcp,66,55,httpFlood
tcp,386,0,httpFlood
tcp,374,280,httpFlood
tcp,60,129,httpFlood
tcp,380,957,httpFlood
tcp,242,179,httpFlood
tcp,374,144,httpFlood
tcp,377,443,httpFlood
tcp,452,163,httpFlood
tcp,377,444,httpFlood
tcp,374,16,httpFlood
tcp,377,559,httpFlood
tcp,66,55,httpFlood
tcp,60,134,httpFlood
tcp,374,435,httpFlood
tcp,377,766,httpFlood
tcp,60,174,httpFlood
tcp,380,142,httpFlood
tcp,392,754,httpFlood
tcp,374,147,httpFlood
tcp,377,412,httpFlood
tcp,374,400,httpFlood
tcp,380,938,httpFlood
tcp,446,517,httpFlood
tcp,374,152,httpFlood
tcp,374,131,httpFlood
tcp,446,524,httpFlood
tcp,446,481,httpFlood
tcp,60,9,httpFlood
tcp,380,912,httpFlood
tcp,66,115,httpFlood
tcp,60,178,httpFlood
tcp,60,144,httpFlood
tcp,374,150,httpFlood
tcp,66,222,httpFlood
tcp,374,161,httpFlood
tcp,377,774,httpFlood
tcp,377,851,httpFlood
tcp,374,145,httpFlood
tcp,374,312,httpFlood
tcp,380,915,httpFlood
tcp,374,229,httpFlood
tcp,377,778,httpFlood
tcp,377,309,httpFlood
tcp,377,630,httpFlood
tcp,377,798,httpFlood
tcp,374,87,httpFlood
tcp,377,306,httpFlood
tcp,60,180,httpFlood
tcp,374,91,httpFlood
tcp,60,6,httpFlood
tcp,386,129,httpFlood
tcp,377,585,httpFlood
tcp,374,184,httpFlood
tcp,248,169,httpFlood
tcp,377,1008,httpFlood
tcp,446,480,httpFlood
tcp,66,0,httpFlood
tcp,66,27,httpFlood
tcp,60,79,httpFlood
tcp,374,96,httpFlood
tcp,446,530,httpFlood
tcp,66,261,httpFlood
tcp,374,3,httpFlood
tcp,446,401,httpFlood
tcp,60,147,httpFlood
tcp,60,178,httpFlood
tcp,374,6,httpFlood
tcp,66,117,httpFlood
tcp,248,152,httpFlood
tcp,374,152,httpFlood
tcp,60,162,httpFlood
tcp,242,457,httpFlood
tcp,446,352,httpFlood
tcp,377,628,httpFlood
tcp,374,131,httpFlood
tcp,377,509,httpFlood
tcp,446,706,httpFlood
tcp,380,770,httpFlood
tcp,374,9,httpFlood
tcp,374,351,httpFlood
tcp,377,825,httpFlood
tcp,374,149,httpFlood
tcp,60,169,httpFlood
tcp,377,850,httpFlood
tcp,242,171,httpFlood
tcp,66,59,httpFlood
tcp,377,636,httpFlood
tcp,374,30,httpFlood
tcp,374,134,httpFlood
tcp,374,152,httpFlood
tcp,374,120,httpFlood
tcp,60,177,httpFlood
tcp,374,179,httpFlood
tcp,374,166,httpFlood
tcp,374,165,httpFlood
tcp,374,152,httpFlood
tcp,446,461,httpFlood
tcp,60,137,httpFlood
tcp,60,144,httpFlood
tcp,374,175,httpFlood
tcp,377,897,httpFlood
tcp,380,771,httpFlood
tcp,377,853,httpFlood
tcp,446,486,httpFlood
tcp,446,843,httpFlood
tcp,446,689,httpFlood
tcp,380,145,httpFlood
tcp,377,928,httpFlood
tcp,245,1034,httpFlood
tcp,60,177,httpFlood
tcp,374,150,httpFlood
tcp,248,200,httpFlood
tcp,60,179,httpFlood
tcp,374,133,httpFlood
tcp,464,107,httpFlood
tcp,374,142,httpFlood
tcp,66,85,httpFlood
tcp,377,1028,httpFlood
tcp,66,99,httpFlood
tcp,374,137,httpFlood
tcp,374,170,httpFlood
tcp,374,150,httpFlood
tcp,374,196,httpFlood
tcp,374,398,httpFlood
tcp,446,729,httpFlood
tcp,60,137,httpFlood
tcp,66,7,httpFlood
tcp,380,874,httpFlood
tcp,374,294,httpFlood
tcp,60,141,httpFlood
tcp,60,119,httpFlood
tcp,446,692,httpFlood
tcp,60,178,httpFlood
tcp,377,821,httpFlood
tcp,374,50,httpFlood
tcp,66,311,httpFlood
tcp,446,423,httpFlood
tcp,374,151,httpFlood
tcp,374,296,httpFlood
tcp,446,610,httpFlood
tcp,374,170,httpFlood
tcp,374,149,httpFlood
tcp,60,177,httpFlood
tcp,66,35,httpFlood
tcp,377,643,httpFlood
tcp,60,136,httpFlood
tcp,66,60,httpFlood
tcp,374,157,httpFlood
tcp,60,95,httpFlood
tcp,66,31,httpFlood
tcp,374,133,httpFlood
tcp,66,72,httpFlood
tcp,66,86,httpFlood
tcp,446,848,httpFlood
tcp,380,162,httpFlood
tcp,374,121,httpFlood
tcp,374,444,httpFlood
tcp,60,126,httpFlood
tcp,60,178,httpFlood
tcp,446,363,httpFlood
tcp,374,154,httpFlood
tcp,446,538,httpFlood
tcp,377,713,httpFlood
tcp,377,819,httpFlood
tcp,374,438,httpFlood
tcp,60,177,httpFlood
tcp,66,289,httpFlood
tcp,248,192,httpFlood
tcp,380,906,httpFlood
tcp,374,54,httpFlood
tcp,242,182,httpFlood
tcp,374,135,httpFlood
tcp,60,114,httpFlood
tcp,374,150,httpFlood
tcp,377,987,httpFlood
tcp,374,145,httpFlood
tcp,374,146,httpFlood
tcp,60,135,httpFlood
tcp,60,169,httpFlood
tcp,66,64,httpFlood
tcp,374,110,httpFlood
tcp,374,148,httpFlood
tcp,374,39,httpFlood
tcp,377,541,httpFlood
tcp,374,93,httpFlood
tcp,374,150,httpFlood
tcp,377,384,httpFlood
tcp,66,42,httpFlood
tcp,66,265,httpFlood
tcp,66,105,httpFlood
tcp,386,314,httpFlood
tcp,446,428,httpFlood
tcp,374,148,httpFlood
tcp,66,60,httpFlood
tcp,60,174,httpFlood
tcp,374,156,httpFlood
tcp,66,142,httpFlood
tcp,66,81,httpFlood
tcp,377,858,httpFlood
tcp,66,135,httpFlood
tcp,377,694,httpFlood
tcp,374,141,httpFlood
tcp,446,671,httpFlood
tcp,380,888,httpFlood
tcp,392,777,httpFlood
tcp,374,139,httpFlood
tcp,377,828,httpFlood
tcp,374,144,httpFlood
tcp,377,569,httpFlood
tcp,377,796,httpFlood
tcp,374,149,httpFlood
tcp,374,143,httpFlood
tcp,374,141,httpFlood
tcp,377,512,httpFlood
tcp,464,104,httpFlood
tcp,374,149,httpFlood
tcp,380,730,httpFlood
tcp,374,167,httpFlood
tcp,78,10559,tcpFlood
tcp,78,4363,tcpFlood
tcp,78,720,tcpFlood
tcp,78,6305,tcpFlood
tcp,78,7558,tcpFlood
tcp,78,11219,tcpFlood
tcp,78,5761,tcpFlood
tcp,78,26829,tcpFlood
tcp,78,23123,tcpFlood
tcp,78,5662,tcpFlood
tcp,78,18720,tcpFlood
tcp,78,4117,tcpFlood
tcp,78,7539,tcpFlood
tcp,78,20384,tcpFlood
tcp,78,6608,tcpFlood
tcp,78,6612,tcpFlood
tcp,78,11108,tcpFlood
tcp,78,5360,tcpFlood
tcp,78,20654,tcpFlood
tcp,78,9884,tcpFlood
tcp,78,11797,tcpFlood
tcp,78,870,tcpFlood
tcp,78,6416,tcpFlood
tcp,78,8060,tcpFlood
tcp,78,7582,tcpFlood
tcp,78,9924,tcpFlood
tcp,78,5491,tcpFlood
tcp,78,15276,tcpFlood
tcp,78,21769,tcpFlood
tcp,78,9893,tcpFlood
tcp,78,11780,tcpFlood
tcp,78,9297,tcpFlood
tcp,78,8800,tcpFlood
tcp,78,9468,tcpFlood
tcp,78,6237,tcpFlood
tcp,78,10597,tcpFlood
tcp,78,8316,tcpFlood
tcp,78,20442,tcpFlood
tcp,78,14933,tcpFlood
tcp,78,11802,tcpFlood
tcp,78,9978,tcpFlood
tcp,78,20338,tcpFlood
tcp,78,23684,tcpFlood
tcp,78,15784,tcpFlood
tcp,78,20814,tcpFlood
tcp,78,25565,tcpFlood
tcp,78,9420,tcpFlood
tcp,78,27124,tcpFlood
tcp,78,8354,tcpFlood
tcp,78,10191,tcpFlood
tcp,78,14045,tcpFlood
tcp,78,170,tcpFlood
tcp,78,17384,tcpFlood
tcp,78,1977,tcpFlood
tcp,78,26964,tcpFlood
tcp,78,22014,tcpFlood
tcp,78,8986,tcpFlood
tcp,78,7912,tcpFlood
tcp,78,26680,tcpFlood
tcp,78,4452,tcpFlood
tcp,78,6702,tcpFlood
tcp,78,5857,tcpFlood
tcp,78,4429,tcpFlood
tcp,78,2041,tcpFlood
tcp,78,2063,tcpFlood
tcp,78,1079,tcpFlood
tcp,78,10597,tcpFlood
tcp,78,10447,tcpFlood
tcp,78,5698,tcpFlood
tcp,78,9886,tcpFlood
tcp,78,26766,tcpFlood
tcp,78,8619,tcpFlood
tcp,78,11797,tcpFlood
tcp,78,8634,tcpFlood
tcp,78,9356,tcpFlood
tcp,78,15569,tcpFlood
tcp,78,7136,tcpFlood
tcp,78,25730,tcpFlood
tcp,78,22103,tcpFlood
tcp,78,18121,tcpFlood
tcp,78,2087,tcpFlood
tcp,78,6804,tcpFlood
tcp,78,8353,tcpFlood
tcp,78,6465,tcpFlood
tcp,78,10761,tcpFlood
tcp,78,9128,tcpFlood
tcp,78,19045,tcpFlood
tcp,78,443,tcpFlood
tcp,78,7204,tcpFlood
tcp,78,11761,tcpFlood
tcp,78,24842,tcpFlood
tcp,78,5421,tcpFlood
tcp,78,11834,tcpFlood
tcp,78,23684,tcpFlood
tcp,78,22042,tcpFlood
tcp,78,20624,tcpFlood
tcp,78,21488,tcpFlood
tcp,78,3200,tcpFlood
tcp,78,10593,tcpFlood
tcp,78,10479,tcpFlood
tcp,78,6477,tcpFlood
tcp,78,6448,tcpFlood
tcp,78,10345,tcpFlood
tcp,78,10810,tcpFlood
tcp,78,5310,tcpFlood
tcp,78,17604,tcpFlood
tcp,78,7176,tcpFlood
tcp,78,22695,tcpFlood
tcp,78,20365,tcpFlood
tcp,78,20634,tcpFlood
tcp,78,1313,tcpFlood
tcp,78,9955,tcpFlood
tcp,78,23136,tcpFlood
tcp,78,10367,tcpFlood
tcp,78,9889,tcpFlood
tcp,78,26180,tcpFlood
tcp,78,22285,tcpFlood
tcp,78,10060,tcpFlood
tcp,78,9696,tcpFlood
tcp,78,23571,tcpFlood
tcp,78,5565,tcpFlood
tcp,78,8234,tcpFlood
tcp,78,8386,tcpFlood
tcp,78,9880,tcpFlood
tcp,78,5872,tcpFlood
tcp,78,7454,tcpFlood
tcp,78,10090,tcpFlood
tcp,78,26692,tcpFlood
tcp,78,13582,tcpFlood
tcp,78,11689,tcpFlood
tcp,78,20676,tcpFlood
tcp,78,17541,tcpFlood
tcp,78,26962,tcpFlood
tcp,78,22283,tcpFlood
tcp,78,9918,tcpFlood
tcp,78,9971,tcpFlood
tcp,78,20726,tcpFlood
tcp,78,9537,tcpFlood
tcp,78,14446,tcpFlood
tcp,78,13663,tcpFlood
tcp,78,20469,tcpFlood
tcp,78,27129,tcpFlood
tcp,78,11405,tcpFlood
tcp,78,8068,tcpFlood
tcp,78,17168,tcpFlood
tcp,78,10707,tcpFlood
tcp,78,984,tcpFlood
tcp,78,2857,tcpFlood
tcp,78,9889,tcpFlood
tcp,78,6523,tcpFlood
tcp,78,8378,tcpFlood
tcp,78,9717,tcpFlood
tcp,78,11251,tcpFlood
tcp,78,10774,tcpFlood
tcp,78,11762,tcpFlood
tcp,78,6047,tcpFlood
tcp,78,27017,tcpFlood
tcp,78,6460,tcpFlood
tcp,78,11922,tcpFlood
tcp,78,8652,tcpFlood
tcp,78,10775,tcpFlood
tcp,78,2688,tcpFlood
tcp,78,3833,tcpFlood
tcp,78,23553,tcpFlood
tcp,78,22201,tcpFlood
tcp,78,10779,tcpFlood
