% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack udpFlood:	571
% isAttack slowBody:	571
@relation 'normal-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R6-8,10,21,26,32,40'

@attribute mean_fpktl numeric
@attribute max_fpktl numeric
@attribute std_fpktl numeric
@attribute mean_bpktl numeric
@attribute duration numeric
@attribute min_idle numeric
@attribute sflow_bpackets numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
66,2416,46,52,13532850,0,3175,tcpFlood
87,2584,146,54,22532021,0,3077,tcpFlood
121,2948,176,55,19246819,0,928,tcpFlood
115,2548,169,55,10054773,0,636,tcpFlood
112,2164,170,55,8186015,0,490,tcpFlood
65,2512,32,52,19147263,0,5363,tcpFlood
131,2948,210,55,18728412,0,796,tcpFlood
78,2948,108,53,18979059,1169653,1465,tcpFlood
130,2948,237,55,9414562,0,533,tcpFlood
65,2948,50,52,18144670,0,4940,tcpFlood
135,2572,204,55,22254424,0,909,tcpFlood
66,2272,41,52,13758907,0,3284,tcpFlood
66,2860,54,52,13569684,0,4598,tcpFlood
127,1936,195,55,20826401,0,915,tcpFlood
109,2452,138,55,14973183,1081900,391,tcpFlood
102,2144,133,54,14538706,1148250,373,tcpFlood
66,1500,43,52,5385102,0,1451,tcpFlood
65,2848,46,52,16135610,0,5354,tcpFlood
77,2948,112,53,17963465,1128604,1424,tcpFlood
192,1500,433,60,25535802,2497490,0,tcpFlood
66,1500,45,52,5366227,0,1380,tcpFlood
64,88,4,56,65011,0,39,tcpFlood
65,1500,33,52,20200942,0,6708,tcpFlood
78,2948,118,53,30639021,1090272,2461,tcpFlood
96,2948,142,55,15953758,1117785,511,tcpFlood
131,1996,220,55,11107164,0,585,tcpFlood
131,2948,241,55,12012654,0,662,tcpFlood
72,2488,77,53,31009453,1082960,3174,tcpFlood
154,304,117,60,14717122,1028088,0,tcpFlood
121,2948,184,55,21427451,0,1000,tcpFlood
67,2948,68,52,17322982,0,3803,tcpFlood
91,2056,147,54,16769064,0,2171,tcpFlood
206,1500,454,60,26523185,1637818,0,tcpFlood
116,2948,183,55,14046742,0,765,tcpFlood
65,1500,39,52,13534119,0,4526,tcpFlood
72,2948,77,53,31197386,1082466,2828,tcpFlood
76,2948,103,53,18918126,1129731,1544,tcpFlood
128,2948,210,55,20254427,0,832,tcpFlood
118,2948,194,55,11161575,0,655,tcpFlood
108,244,78,60,13024010,1149345,0,tcpFlood
67,2948,63,52,18410374,0,3811,tcpFlood
89,2948,136,54,22604927,1116095,1151,tcpFlood
66,2320,52,52,13753003,0,3194,tcpFlood
95,1500,101,55,14122124,1148013,398,tcpFlood
88,2948,165,53,18229508,1158903,1068,tcpFlood
85,2948,122,54,26458976,1096516,1518,tcpFlood
119,2948,191,55,18172007,0,839,tcpFlood
124,2948,209,55,14079733,0,709,tcpFlood
82,2948,128,53,18319366,1179100,1239,tcpFlood
128,2548,179,56,19434898,0,867,tcpFlood
107,2948,141,55,13012137,0,814,tcpFlood
89,1500,89,55,3765543,0,296,tcpFlood
67,2948,62,52,17235240,0,3501,tcpFlood
65,1792,27,52,14396463,0,4050,tcpFlood
91,2948,141,54,20599979,1111033,1088,tcpFlood
65,2948,57,52,20212328,1074678,3558,tcpFlood
108,2548,159,55,9426521,1032428,253,tcpFlood
83,2176,88,54,22801084,1114041,1451,tcpFlood
66,2260,54,52,12677289,0,3092,tcpFlood
181,1500,415,60,16357220,1029273,0,tcpFlood
81,2948,127,53,18087773,1144658,1209,tcpFlood
66,2728,45,52,13559027,0,4509,tcpFlood
70,2948,98,52,16399495,0,3198,tcpFlood
101,1500,128,54,14048093,1150701,377,tcpFlood
78,2948,118,53,19104248,1181574,1477,tcpFlood
72,2948,93,53,30976035,1102472,2677,tcpFlood
123,2428,172,55,20872427,0,968,tcpFlood
65,2716,37,52,19164676,0,6610,tcpFlood
76,2300,105,53,19371519,1202227,1664,tcpFlood
67,2948,65,52,17358932,0,3622,tcpFlood
64,1528,12,52,18991101,1004365,6384,tcpFlood
768,1480,747,60,6753378,1018222,0,tcpFlood
92,2948,108,54,16348235,1104354,637,tcpFlood
82,2948,144,53,18150993,1101424,850,tcpFlood
128,1736,199,55,11015535,0,600,tcpFlood
205,1500,454,60,6537114,1022845,0,tcpFlood
70,2948,71,53,31289333,1100918,3104,tcpFlood
98,2948,146,55,14561290,1145082,342,tcpFlood
137,2948,233,55,22301822,0,822,tcpFlood
65,2836,35,52,19187969,0,6794,tcpFlood
131,2948,223,55,10353616,0,560,tcpFlood
66,2948,56,52,13776390,0,3279,tcpFlood
64,1500,22,52,19079986,0,5470,tcpFlood
111,1500,134,55,14985077,1081202,371,tcpFlood
118,2260,165,55,20810365,0,918,tcpFlood
103,2152,137,55,10531803,0,720,tcpFlood
125,2948,218,55,10970659,0,613,tcpFlood
79,2948,128,53,18669299,1170395,1473,tcpFlood
82,2948,105,53,28856543,1090999,1828,tcpFlood
126,2948,195,55,21230212,0,948,tcpFlood
217,2948,532,52,31032970,1887519,12,tcpFlood
65,2332,37,52,18016076,0,5422,tcpFlood
121,2948,181,55,18160720,0,871,tcpFlood
65,2788,49,52,13544388,0,4574,tcpFlood
148,2948,265,55,21428581,0,779,tcpFlood
101,2948,151,55,14541306,1147278,356,tcpFlood
80,2948,124,53,17983018,1168849,1332,tcpFlood
65,1828,26,52,17940997,0,5306,tcpFlood
101,2948,136,54,14501223,1150746,373,tcpFlood
69,2632,66,53,5392079,0,461,tcpFlood
107,2500,141,55,21029230,0,1072,tcpFlood
76,2524,110,53,19373576,1154595,1606,tcpFlood
78,2164,109,53,19307981,1203116,1506,tcpFlood
84,2948,113,53,25334263,1108812,1502,tcpFlood
75,2948,94,53,19342305,1128602,1741,tcpFlood
65,2948,39,52,18974824,0,5581,tcpFlood
98,2948,151,55,17583446,1122749,759,tcpFlood
112,2284,156,55,11525678,0,666,tcpFlood
122,2192,166,55,13362094,0,669,tcpFlood
75,1852,81,53,17327856,1168032,1354,tcpFlood
63,64,0,52,12168922,0,4886,tcpFlood
109,2948,153,55,9293033,0,573,tcpFlood
134,2948,249,55,24559622,1007521,130,tcpFlood
67,2500,58,52,18436856,0,3952,tcpFlood
138,2948,265,55,16020559,1027318,232,tcpFlood
106,280,86,60,2483801,1007702,0,tcpFlood
120,2080,165,55,21391104,0,931,tcpFlood
67,2948,57,52,17369116,0,3814,tcpFlood
65,2824,44,52,14758909,0,4969,tcpFlood
65,2392,39,52,19097342,0,5686,tcpFlood
128,2296,195,55,20321990,0,835,tcpFlood
380,1348,593,60,7611662,1005567,0,tcpFlood
99,2632,143,55,18082225,1119919,720,tcpFlood
79,2948,122,53,18029283,1126209,1384,tcpFlood
64,1672,24,52,14388062,0,4090,tcpFlood
117,2728,172,55,18128569,0,848,tcpFlood
110,2284,154,55,11497145,0,659,tcpFlood
102,532,100,55,4220837,0,250,tcpFlood
65,2692,39,52,19150330,0,6550,tcpFlood
117,2224,156,55,20318797,0,924,tcpFlood
65,1500,25,52,14380462,0,4011,tcpFlood
110,340,101,60,672537,0,1,tcpFlood
81,2428,114,53,15826100,0,2842,tcpFlood
96,2296,172,54,24070898,1020031,523,tcpFlood
74,2948,97,53,31083386,1081900,2894,tcpFlood
66,2248,47,52,5384657,0,1391,tcpFlood
115,2564,157,55,21156432,0,1023,tcpFlood
65,2752,37,52,19166692,0,6649,tcpFlood
220,1500,479,60,26526286,8190072,0,tcpFlood
64,760,8,52,20359828,0,13460,tcpFlood
126,2948,222,55,12712465,1642975,321,tcpFlood
96,544,91,55,6844047,0,495,tcpFlood
85,2948,156,53,17949223,1147676,1129,tcpFlood
117,1876,164,55,10841011,0,656,tcpFlood
131,2020,200,55,21197370,0,879,tcpFlood
74,2948,100,53,31140740,1084406,2627,tcpFlood
66,1500,40,52,5365860,0,1485,tcpFlood
105,2948,165,55,14538104,1145768,316,tcpFlood
66,2948,56,52,13751995,0,3154,tcpFlood
75,2948,95,53,30465003,1088518,2746,tcpFlood
65,2644,40,52,14755339,0,4988,tcpFlood
133,2948,235,55,21039309,1014167,161,tcpFlood
328,328,0,-1,20330165,7758169,0,tcpFlood
66,1876,45,52,12783663,0,3042,tcpFlood
134,2948,208,55,20858794,0,872,tcpFlood
122,2924,185,55,20881891,0,976,tcpFlood
98,2948,195,54,15825098,0,1813,tcpFlood
76,2704,93,53,18390032,1182512,1484,tcpFlood
76,2948,102,53,31176411,1081125,2656,tcpFlood
83,2896,102,54,23098801,1100536,1493,tcpFlood
124,2948,199,55,14537638,0,763,tcpFlood
63,88,0,52,11590754,0,7397,tcpFlood
65,1780,27,52,19079913,0,5659,tcpFlood
124,2764,177,55,21060501,0,996,tcpFlood
75,2188,93,53,19105882,1181955,1596,tcpFlood
65,2788,39,52,18641816,0,6466,tcpFlood
100,2948,136,54,12663252,1146855,330,tcpFlood
125,2948,198,55,20515077,0,887,tcpFlood
64,1500,23,52,18986475,0,5439,tcpFlood
66,1500,38,52,5309865,0,1349,tcpFlood
65,2896,42,52,15083872,0,5131,tcpFlood
98,1500,102,55,4569932,0,338,tcpFlood
147,2948,249,55,38398634,1445556,163,tcpFlood
98,1500,111,55,5023697,0,387,tcpFlood
59,64,3,60,28348909,4030227,0,tcpFlood
119,2500,164,55,21368171,0,1084,tcpFlood
65,2728,41,52,18147179,0,5999,tcpFlood
77,2524,104,53,17970806,1200983,1301,tcpFlood
67,2248,53,52,17305707,0,3680,tcpFlood
121,2948,173,55,21249171,0,973,tcpFlood
108,2948,147,55,14112061,1147292,360,tcpFlood
95,2948,117,55,14531247,1147718,395,tcpFlood
93,2344,158,53,16711189,0,2136,tcpFlood
76,3076,103,53,31142601,1096338,2620,tcpFlood
63,64,0,52,12580114,0,5015,tcpFlood
112,2296,145,56,17464127,0,914,tcpFlood
112,1948,148,55,11671797,0,692,tcpFlood
104,1500,121,55,7648427,0,496,tcpFlood
86,2948,112,54,22251276,1096548,1216,tcpFlood
116,2704,166,55,21209361,0,952,tcpFlood
67,1912,50,52,17232896,0,3684,tcpFlood
65,1516,33,52,12787365,0,3037,tcpFlood
65,2848,50,52,13545319,0,4496,tcpFlood
67,2684,65,52,11049343,0,2563,tcpFlood
107,2948,154,55,15784602,1082207,453,tcpFlood
96,2948,142,54,18264188,1094432,851,tcpFlood
103,1500,126,55,9405871,0,634,tcpFlood
113,2200,157,55,9579652,0,598,tcpFlood
75,1780,88,53,19304875,1131808,1602,tcpFlood
96,2044,136,55,17773306,1123330,723,tcpFlood
74,2948,96,53,31039173,1081026,2764,tcpFlood
66,1500,43,52,10589317,0,2579,tcpFlood
98,2948,134,55,14530803,1150750,372,tcpFlood
127,2948,202,55,19598668,0,861,tcpFlood
102,1500,126,55,14533041,1148825,387,tcpFlood
66,2812,52,52,11791149,0,3752,tcpFlood
66,2404,47,52,13703445,0,3122,tcpFlood
130,2948,203,55,13081216,0,672,tcpFlood
72,2948,94,53,31539753,1081882,2737,tcpFlood
65,2788,38,52,20171951,0,6683,tcpFlood
68,2948,75,52,18379174,0,3731,tcpFlood
77,2948,118,53,31240859,1168849,2360,tcpFlood
79,2948,97,53,30380439,1103175,2047,tcpFlood
66,1744,41,52,5364496,0,1458,tcpFlood
79,2948,110,53,19361435,1131621,1495,tcpFlood
66,1984,51,52,10120228,0,2369,tcpFlood
67,2740,58,52,17083312,0,3661,tcpFlood
242,1500,508,60,8830762,1731429,0,tcpFlood
82,1600,88,54,1899301,0,214,tcpFlood
76,2948,98,53,18368337,1181855,1365,tcpFlood
114,2008,169,55,11244542,0,665,tcpFlood
82,2584,113,53,30466172,1147952,1954,tcpFlood
78,2948,111,53,18905269,1169494,1578,tcpFlood
140,2948,273,55,13059586,0,628,tcpFlood
74,1972,81,53,18948558,1174626,1666,tcpFlood
99,2948,141,54,16976241,1129535,699,tcpFlood
78,2480,101,54,17918031,1202398,1313,tcpFlood
86,2948,114,54,23237788,1107766,1300,tcpFlood
72,2948,88,53,31003852,1203624,2749,tcpFlood
118,2948,196,55,12152470,0,736,tcpFlood
124,2948,187,55,22243944,0,984,tcpFlood
328,328,0,-1,24847883,11615728,0,tcpFlood
65,1660,28,52,19078952,0,5492,tcpFlood
102,2080,138,55,6873958,0,454,tcpFlood
119,2368,178,55,20073055,0,956,tcpFlood
150,316,119,60,6787715,1695191,0,tcpFlood
95,2948,157,54,20216026,1112453,996,tcpFlood
66,1780,39,52,5385552,0,1459,tcpFlood
64,2320,27,52,18155909,0,5257,tcpFlood
101,2948,137,55,14521361,1147441,391,tcpFlood
98,280,78,60,1472573,0,1,tcpFlood
66,1500,46,52,5365985,0,1361,tcpFlood
76,2948,98,53,18201512,1202775,1443,tcpFlood
73,2948,83,53,31127507,1108651,2833,tcpFlood
78,2948,105,53,18078325,1142795,1333,tcpFlood
113,2948,179,55,14963269,0,886,tcpFlood
110,2948,152,55,15920100,1103942,486,tcpFlood
71,71,0,-1,10014543,1555062,0,tcpFlood
66,2596,43,52,13778600,0,3390,tcpFlood
131,2948,243,55,14054985,0,694,tcpFlood
123,2692,186,55,21025416,0,949,tcpFlood
65,2764,41,52,17101087,0,5885,tcpFlood
126,2948,200,55,15062445,0,809,tcpFlood
181,1500,415,60,18551420,1015610,0,tcpFlood
130,316,111,60,3150630,1663239,0,tcpFlood
75,2948,99,53,19074236,1128835,1620,tcpFlood
104,1500,130,55,14377348,1148424,341,tcpFlood
64,748,8,52,20350472,0,13512,tcpFlood
65,2740,38,52,20194059,0,7380,tcpFlood
90,2948,137,54,20784946,1118155,1010,tcpFlood
121,2560,167,55,18129271,0,854,tcpFlood
81,2132,113,53,22750829,0,3254,tcpFlood
63,64,0,52,13143293,0,5257,tcpFlood
110,2164,175,54,3784892,0,278,tcpFlood
113,1948,155,55,11482071,0,752,tcpFlood
114,2948,175,56,15449374,1133025,429,tcpFlood
118,2200,161,55,13362795,0,767,tcpFlood
69,4396,106,52,16013674,0,2995,tcpFlood
148,340,127,60,6604498,1657315,0,tcpFlood
95,2948,185,54,22301601,1672045,1246,tcpFlood
109,2948,149,55,13562161,0,839,tcpFlood
129,1996,188,55,22296688,0,983,tcpFlood
74,1888,83,53,18936459,1157717,1686,tcpFlood
122,2488,169,55,20832772,0,972,tcpFlood
73,2512,78,53,31049003,1083813,2731,tcpFlood
90,2948,132,54,21753918,1109171,1060,tcpFlood
101,2188,158,55,18535335,1100939,749,tcpFlood
81,2948,89,54,27123778,1089247,1708,tcpFlood
66,2948,65,52,11207633,0,2735,tcpFlood
70,2948,72,53,31642865,1036135,2055,tcpFlood
127,2948,203,55,20104027,0,865,tcpFlood
75,2948,104,53,31270466,1095780,2604,tcpFlood
78,2948,93,53,29033868,1097940,2067,tcpFlood
132,340,119,60,4231475,1004705,0,tcpFlood
67,2948,63,52,16908697,0,3312,tcpFlood
116,2236,157,55,20782764,0,1000,tcpFlood
66,2728,45,52,12870345,0,4330,tcpFlood
81,2128,91,54,26741380,1097120,1729,tcpFlood
98,1500,100,55,6402110,0,476,tcpFlood
65,2452,34,52,20178014,0,7231,tcpFlood
83,2948,105,54,24446658,1112105,1532,tcpFlood
65,1500,24,52,19056891,0,5498,tcpFlood
124,2948,188,55,20241658,0,987,tcpFlood
131,2948,218,55,14185395,0,739,tcpFlood
68,2756,79,52,13748734,0,2926,tcpFlood
65,2948,35,52,19050823,0,5382,tcpFlood
73,2948,97,53,31068116,1155052,2570,tcpFlood
67,1612,56,52,17300837,0,3715,tcpFlood
83,2948,107,54,26959528,1104333,1556,tcpFlood
92,1500,117,55,2359862,0,257,tcpFlood
66,2620,63,52,4528987,0,1373,tcpFlood
120,2008,169,55,13621751,0,709,tcpFlood
125,2332,193,55,22165279,1640843,525,tcpFlood
105,2224,134,55,11431806,0,690,tcpFlood
115,1948,144,55,12102019,0,761,tcpFlood
77,2948,110,53,19351620,1203456,1651,tcpFlood
87,2948,124,54,21096682,1109291,1153,tcpFlood
98,2948,133,55,14516610,1146969,391,tcpFlood
82,2116,131,53,19088843,1233435,1553,tcpFlood
124,2948,199,56,20201793,0,854,tcpFlood
66,2176,50,52,11256946,0,3510,tcpFlood
116,2476,152,55,18334713,0,937,tcpFlood
102,1936,160,54,19047524,1101649,804,tcpFlood
65,1780,29,52,18168107,0,5370,tcpFlood
72,2948,79,53,31152684,1083689,2848,tcpFlood
123,2476,174,55,18151877,0,839,tcpFlood
123,2948,193,55,15060044,0,742,tcpFlood
181,1500,415,60,31437343,1886993,0,tcpFlood
87,2948,118,54,20737266,1099782,1056,tcpFlood
65,2656,40,52,14760711,0,4974,tcpFlood
113,2056,156,55,14648125,0,909,tcpFlood
98,220,69,60,1507453,0,1,tcpFlood
65,2884,40,52,20202705,0,6793,tcpFlood
83,2948,101,54,24873120,1116810,1507,tcpFlood
74,2948,98,53,31137905,1112452,2832,tcpFlood
106,2948,147,54,13805856,1146789,368,tcpFlood
65,1500,27,52,18206106,0,5477,tcpFlood
96,1500,113,54,14528589,1147655,363,tcpFlood
129,2948,235,55,10478110,0,583,tcpFlood
85,436,62,55,2110592,0,236,tcpFlood
67,1500,55,52,13537463,0,2652,tcpFlood
65,2896,37,52,19155463,0,6376,tcpFlood
65,1500,31,52,14389603,0,3843,tcpFlood
71,2948,89,53,32088644,1082666,2839,tcpFlood
118,2224,163,56,17755023,0,892,tcpFlood
114,2080,161,54,10668870,0,634,tcpFlood
120,2056,172,55,20340083,0,866,tcpFlood
90,2948,145,53,26921822,1100283,1397,tcpFlood
117,2056,155,55,20866014,0,907,tcpFlood
143,2236,254,55,11489839,0,570,tcpFlood
65,2584,33,52,18017416,0,5094,tcpFlood
124,2948,182,56,20333825,0,889,tcpFlood
96,2248,140,54,18239127,1117015,782,tcpFlood
90,2104,122,54,19148082,1102232,1014,tcpFlood
77,2948,105,53,19095011,1154891,1506,tcpFlood
66,1780,39,52,5392126,0,1445,tcpFlood
64,1744,26,52,18110858,0,5371,tcpFlood
90,2948,122,54,18727959,1114014,859,tcpFlood
72,2948,83,53,31110809,1087852,2834,tcpFlood
68,2632,59,52,17287276,0,3648,tcpFlood
124,2056,170,56,20871231,0,966,tcpFlood
126,2948,188,55,13093530,0,736,tcpFlood
107,2948,136,55,13449138,0,784,tcpFlood
122,2056,175,55,20171878,0,973,tcpFlood
66,2248,45,52,12791448,0,3036,tcpFlood
67,1500,49,52,17265105,0,3791,tcpFlood
116,2948,170,55,20339863,0,938,tcpFlood
78,364,50,54,715970,0,136,tcpFlood
104,2948,148,55,14518035,1146680,365,tcpFlood
133,2948,242,55,11625225,0,562,tcpFlood
126,2728,193,55,20339432,0,901,tcpFlood
73,2948,97,53,31253837,1092591,2659,tcpFlood
328,328,0,-1,33959838,8260020,0,tcpFlood
89,424,71,54,2744893,0,280,tcpFlood
66,2116,50,52,11751166,0,2893,tcpFlood
132,2948,235,55,10242882,0,548,tcpFlood
67,2416,57,52,15048034,0,3093,tcpFlood
86,2948,132,53,17331376,1184440,959,tcpFlood
125,2948,202,55,10226090,0,615,tcpFlood
66,1948,46,52,5391788,0,1425,tcpFlood
69,2948,100,52,5371044,0,1313,tcpFlood
118,2948,187,55,19337598,0,825,tcpFlood
100,1500,126,55,10549536,0,783,tcpFlood
205,1500,454,60,23553498,1445602,0,tcpFlood
97,2948,125,55,14504249,1136607,390,tcpFlood
78,2948,123,53,19323294,1145064,1656,tcpFlood
66,2948,60,52,13767301,0,3347,tcpFlood
78,2948,120,53,18972808,1174962,1463,tcpFlood
67,2752,53,52,18352067,0,3880,tcpFlood
66,2248,44,52,13684698,0,3143,tcpFlood
173,1500,383,60,6300050,1013669,0,tcpFlood
84,2948,105,54,24814211,1125424,1412,tcpFlood
65,1500,26,52,18243960,0,5063,tcpFlood
66,2824,55,52,10250916,0,3659,tcpFlood
66,2692,49,52,14769548,0,4767,tcpFlood
95,2948,161,54,26448837,1119486,1210,tcpFlood
66,2332,46,52,14416931,0,3228,tcpFlood
122,2948,182,55,21488619,0,912,tcpFlood
108,2948,159,55,11199803,0,668,tcpFlood
87,2500,122,54,22543721,1115501,1178,tcpFlood
66,2584,43,52,13767912,0,3315,tcpFlood
64,1500,22,52,19059452,0,5780,tcpFlood
87,2948,143,53,16816736,0,2415,tcpFlood
67,2260,59,52,12691106,0,3390,tcpFlood
65,1552,32,52,12775870,0,2906,tcpFlood
67,2872,60,52,17343153,0,3967,tcpFlood
93,2032,110,54,17914831,1113510,774,tcpFlood
112,2128,150,55,9006916,0,540,tcpFlood
65,1500,38,52,13553332,0,4413,tcpFlood
110,1500,128,55,11383606,1019144,73,tcpFlood
110,1500,140,55,13517179,0,834,tcpFlood
140,316,116,60,13284445,1628218,0,tcpFlood
65,2948,50,52,18176316,0,6318,tcpFlood
125,2948,202,55,20806041,0,928,tcpFlood
88,2948,124,54,21360216,1131356,1126,tcpFlood
78,2948,115,53,17517152,1142129,1401,tcpFlood
102,2948,151,55,17104977,1124915,631,tcpFlood
118,2948,183,56,13269811,0,685,tcpFlood
65,2848,45,52,16555478,0,5667,tcpFlood
71,71,0,-1,624343,0,0,tcpFlood
127,1840,198,55,11022854,0,608,tcpFlood
67,1900,50,52,18366414,0,3878,tcpFlood
120,1960,174,55,12169313,0,729,tcpFlood
109,2156,192,55,3505902,0,255,tcpFlood
70,1684,62,53,31087686,1098225,3148,tcpFlood
67,2948,67,52,13775770,0,3030,tcpFlood
130,2948,213,55,22395533,0,889,tcpFlood
64,1240,10,52,16291203,0,6384,tcpFlood
89,2948,131,54,22041864,1092828,1206,tcpFlood
131,2044,204,55,13162362,0,697,tcpFlood
72,2948,88,52,30989696,1081563,2874,tcpFlood
72,2948,80,53,31130039,1082241,2885,tcpFlood
83,2948,144,53,18383116,1127421,1286,tcpFlood
112,2068,155,55,12108973,0,722,tcpFlood
92,2948,130,54,20191281,1096477,926,tcpFlood
99,2948,133,55,14554297,1146234,390,tcpFlood
108,2948,166,54,6907430,0,422,tcpFlood
117,256,86,60,7581045,1018832,0,tcpFlood
128,2948,224,55,12472930,0,692,tcpFlood
65,2920,43,52,18625452,0,6667,tcpFlood
112,2776,157,55,14647145,0,921,tcpFlood
86,2948,135,53,29933139,1095785,1863,tcpFlood
141,2948,254,55,10627915,0,526,tcpFlood
66,2428,47,52,12792915,0,3133,tcpFlood
266,1500,543,60,29627820,4065485,0,tcpFlood
79,2948,89,53,29879470,1085255,2041,tcpFlood
128,280,99,60,6555865,1667932,0,tcpFlood
80,2948,122,53,17911304,1203062,1358,tcpFlood
65,2860,44,52,14760227,0,4958,tcpFlood
67,2872,57,52,18451887,0,3908,tcpFlood
66,1500,35,52,5372105,0,1421,tcpFlood
155,292,112,60,13726419,1696123,0,tcpFlood
76,2704,97,53,17649637,1178341,1471,tcpFlood
65,2948,48,52,14384335,0,3997,tcpFlood
78,352,47,54,833328,0,119,tcpFlood
121,2948,202,55,21036619,6242224,387,tcpFlood
67,2704,66,52,13325042,0,3138,tcpFlood
123,2788,166,55,20594636,0,909,tcpFlood
115,2948,174,55,12562277,0,719,tcpFlood
111,1500,151,55,10528794,1011148,160,tcpFlood
77,2068,100,53,17759514,1166735,1240,tcpFlood
97,2948,176,54,23684575,1118342,1206,tcpFlood
105,2948,160,55,13754108,1150804,355,tcpFlood
90,2948,119,54,18222228,1108912,775,tcpFlood
65,2512,43,52,12787392,0,2968,tcpFlood
125,2948,186,55,21520053,0,921,tcpFlood
74,2948,93,53,30763825,1110884,2686,tcpFlood
79,2948,127,53,19386049,1225949,1465,tcpFlood
76,2948,98,53,18903233,1142911,1544,tcpFlood
103,2948,180,55,8007324,0,489,tcpFlood
65,2200,42,52,12791734,0,3191,tcpFlood
98,1500,120,55,14499063,1140570,391,tcpFlood
64,1228,10,52,17339398,0,12156,tcpFlood
117,2684,159,55,22056236,0,1043,tcpFlood
64,1792,24,52,18227513,0,5427,tcpFlood
87,424,75,55,2361252,0,208,tcpFlood
65,2284,38,52,12709339,0,3113,tcpFlood
93,2056,115,54,17414380,1107356,760,tcpFlood
113,2224,172,55,10731351,0,666,tcpFlood
127,2948,208,55,19995321,0,813,tcpFlood
347,1500,644,60,2218210,2009896,0,tcpFlood
95,2020,115,55,4044751,1032708,133,tcpFlood
76,2296,103,53,19341306,1128478,1668,tcpFlood
77,2948,121,53,31049086,1159113,2491,tcpFlood
79,412,55,54,1142038,0,167,tcpFlood
85,2948,115,54,27505797,1094747,1634,tcpFlood
101,2948,139,54,14543451,1145866,359,tcpFlood
66,1500,51,52,5372434,0,1326,tcpFlood
74,2948,95,53,31105144,1103499,2779,tcpFlood
66,2272,44,52,12728015,0,3042,tcpFlood
73,2948,88,53,31067702,1098452,2792,tcpFlood
229,229,0,-1,0,0,0,tcpFlood
73,2948,86,53,19385750,1134346,1750,tcpFlood
95,2948,134,54,19243285,1103391,832,tcpFlood
76,2948,104,53,31275626,1108882,2625,tcpFlood
111,2248,157,55,11546684,0,782,tcpFlood
67,2488,48,52,18375702,0,4040,tcpFlood
77,2948,118,53,31271356,1030387,1680,tcpFlood
77,2464,107,53,31072883,1217557,2522,tcpFlood
75,2948,113,53,31307267,1154091,2627,tcpFlood
63,76,0,52,15148362,0,5987,tcpFlood
66,1500,46,52,5390204,0,1408,tcpFlood
66,1500,39,52,5369212,0,1396,tcpFlood
66,2948,57,52,12798774,0,3096,tcpFlood
67,2248,60,52,17244737,0,3809,tcpFlood
126,2380,220,55,9994409,0,593,tcpFlood
88,2948,137,54,24998682,1098208,1479,tcpFlood
220,1500,480,60,15679322,1017401,0,tcpFlood
76,1972,90,53,18700526,1228840,1521,tcpFlood
66,1804,43,52,5369614,0,1468,tcpFlood
67,2332,49,52,17392720,0,3899,tcpFlood
63,64,0,52,15131114,0,6019,tcpFlood
65,2836,51,52,16055405,1014183,2526,tcpFlood
124,2680,176,55,18738220,0,773,tcpFlood
113,2212,149,55,9993505,0,666,tcpFlood
65,1672,24,52,19074751,0,5343,tcpFlood
76,2948,112,53,19308550,1241304,1718,tcpFlood
88,2948,138,53,16645315,0,2352,tcpFlood
66,2620,55,52,10368690,0,3303,tcpFlood
89,2596,129,54,21841934,0,2787,tcpFlood
66,1500,41,52,11803176,0,3683,tcpFlood
132,2948,204,55,19342290,0,774,tcpFlood
65,2776,44,52,14759510,0,4899,tcpFlood
148,2948,259,55,13026613,0,520,tcpFlood
82,2948,127,53,17579955,1224347,1239,tcpFlood
99,2948,129,55,14411154,1148290,385,tcpFlood
65,1500,25,52,19153996,0,5607,tcpFlood
67,2948,59,52,18396270,0,3841,tcpFlood
68,2948,87,52,13555444,1647144,1126,tcpFlood
122,2948,184,55,20834051,0,967,tcpFlood
71,1936,64,53,31055258,1084274,3010,tcpFlood
74,2284,86,53,31126618,1092584,2881,tcpFlood
124,2140,177,55,20282037,0,855,tcpFlood
118,2488,166,55,13624333,0,708,tcpFlood
66,1500,36,52,5384609,0,1468,tcpFlood
67,2948,59,52,16343336,0,3576,tcpFlood
119,2740,175,56,21444090,0,976,tcpFlood
119,2104,190,56,4946376,0,284,tcpFlood
65,2668,42,52,14770061,0,4930,tcpFlood
119,2948,160,55,19463544,0,869,tcpFlood
65,2764,45,52,14758277,0,4886,tcpFlood
65,2836,45,52,13529917,0,4443,tcpFlood
103,2948,148,55,16896292,1100319,573,tcpFlood
85,2948,127,53,27741634,1098680,1600,tcpFlood
122,2948,177,55,13742945,0,676,tcpFlood
77,2948,113,53,19369460,1201873,1671,tcpFlood
158,2948,285,55,26064732,2560479,154,tcpFlood
123,1816,178,55,11443985,0,668,tcpFlood
