% isAttack highrate:	1705
% isAttack lowrate:	2000
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:highrate, udpFlood:highrate, httpFlood:highrate, slowBody:lowrate, slowHeaders:lowrate, slowRead:lowrate-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3-4,8,21,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute isAttack {highrate,lowrate}

@data
S1,370,269,0,lowrate
OTH,408,6,0,lowrate
S1,370,544,0,lowrate
RSTO,905,80,0,lowrate
S1,370,211,0,lowrate
OTH,97,43,0,lowrate
OTH,83,119,0,lowrate
RSTO,1057,59,0,lowrate
OTH,106,143,0,lowrate
S1,370,401,0,lowrate
OTH,66,433,0,lowrate
S1,625,98,0,lowrate
RSTO,1001,55,0,lowrate
S1,618,146,0,lowrate
S1,370,76,0,lowrate
S1,370,788,0,lowrate
S1,400,12,0,lowrate
OTH,108,117,0,lowrate
S1,74,137,0,lowrate
OTH,60,759,0.02,lowrate
S1,370,225,0,lowrate
OTH,72,78,0,lowrate
S1,635,170,0,lowrate
OTH,60,6,0.03,lowrate
S1,370,336,0,lowrate
S1,296,426,0,lowrate
S1,370,608,0,lowrate
S1,222,448,0,lowrate
S1,222,643,0,lowrate
S1,74,341,0,lowrate
OTH,102,243,0,lowrate
S1,370,111,0,lowrate
OTH,96,224,0,lowrate
S1,665,172,0,lowrate
S1,370,204,0,lowrate
RSTO,1042,109,0,lowrate
OTH,106,79,0,lowrate
S1,370,388,0,lowrate
RSTO,995,13,0,lowrate
OTH,88,23,0,lowrate
OTH,86,63,0,lowrate
OTH,60,809,0,lowrate
S1,370,626,0,lowrate
OTH,66,316,0,lowrate
OTH,60,1003,0.02,lowrate
RSTO,1084,30,0,lowrate
OTH,60,920,0,lowrate
OTH,76,9,0,lowrate
OTH,85,135,0,lowrate
S1,370,318,0,lowrate
OTH,408,4,0,lowrate
S1,665,163,0,lowrate
S1,74,151,0,lowrate
S1,370,282,0,lowrate
OTH,66,397,0,lowrate
OTH,95,184,0,lowrate
S1,370,473,0,lowrate
OTH,109,266,0,lowrate
RSTO,920,153,0,lowrate
S1,400,681,0,lowrate
RSTO,981,42,0,lowrate
S1,74,510,0,lowrate
RSTO,914,35,0,lowrate
OTH,114,180,0,lowrate
RSTO,988,161,0,lowrate
OTH,66,307,0,lowrate
OTH,60,897,0,lowrate
OTH,66,385,0,lowrate
S1,400,363,0,lowrate
S1,370,249,0,lowrate
S1,370,312,0,lowrate
S1,370,544,0,lowrate
OTH,95,154,0,lowrate
S1,370,43,0,lowrate
OTH,120,195,0,lowrate
OTH,66,444,0,lowrate
S1,400,30,0,lowrate
S1,370,275,0,lowrate
OTH,81,10,0,lowrate
RSTO,946,191,0,lowrate
S1,618,688,0,lowrate
S1,74,23,0,lowrate
OTH,60,1024,0,lowrate
OTH,98,18,0,lowrate
S1,370,737,0,lowrate
OTH,60,777,0.02,lowrate
OTH,60,786,0,lowrate
S1,370,344,0,lowrate
RSTO,921,426,0,lowrate
RSTO,931,221,0,lowrate
OTH,66,468,0,lowrate
S1,148,156,0,lowrate
S1,370,307,0,lowrate
OTH,95,37,0,lowrate
OTH,66,9,0,lowrate
OTH,81,214,0,lowrate
S1,296,527,0,lowrate
OTH,112,178,0,lowrate
S1,370,210,0,lowrate
OTH,107,70,0,lowrate
OTH,89,88,0,lowrate
OTH,60,799,0,lowrate
OTH,85,24,0,lowrate
S1,74,26,0,lowrate
OTH,117,124,0,lowrate
S1,370,133,0,lowrate
OTH,60,703,0,lowrate
S1,665,208,0,lowrate
RSTO,1188,409,0,lowrate
RSTO,1062,191,0,lowrate
S1,370,214,0,lowrate
S1,370,408,0,lowrate
S1,370,272,0,lowrate
S2,1926,753,0,lowrate
S1,665,140,0,lowrate
S1,744,78,0,lowrate
S1,370,662,0,lowrate
RSTO,840,147,0,lowrate
S1,370,565,0,lowrate
OTH,60,953,0,lowrate
S1,370,256,0,lowrate
OTH,66,299,0,lowrate
S1,370,257,0,lowrate
OTH,60,771,0.02,lowrate
OTH,112,18,0,lowrate
RSTO,944,434,0,lowrate
OTH,66,525,0,lowrate
S1,370,489,0,lowrate
RSTO,970,242,0,lowrate
S1,962,147,0,lowrate
OTH,173,120,0,lowrate
OTH,79,121,0,lowrate
S1,370,230,0,lowrate
OTH,102,114,0,lowrate
OTH,66,363,0,lowrate
OTH,109,258,0,lowrate
RSTO,942,151,0,lowrate
RSTO,1061,113,0,lowrate
S1,370,637,0,lowrate
OTH,60,892,0.02,lowrate
S1,296,114,0,lowrate
OTH,60,710,0.02,lowrate
RSTO,1144,56,0,lowrate
S1,296,158,0,lowrate
RSTO,3208,577,0,lowrate
S1,74,387,0,lowrate
OTH,66,290,0,lowrate
S1,370,537,0,lowrate
OTH,126,675,0,lowrate
S1,370,313,0,lowrate
OTH,66,461,0,lowrate
OTH,60,795,0.03,lowrate
OTH,108,64,0,lowrate
OTH,66,385,0,lowrate
S1,370,316,0,lowrate
S1,296,252,0,lowrate
S1,370,431,0,lowrate
S1,768,714,0,lowrate
OTH,103,134,0,lowrate
S1,296,78,0,lowrate
OTH,103,159,0,lowrate
S1,370,940,0,lowrate
OTH,66,357,0,lowrate
OTH,60,30,0.02,lowrate
S1,370,70,0,lowrate
RSTO,975,107,0,lowrate
RSTO,3504,604,0,lowrate
S1,148,245,0,lowrate
S1,370,90,0,lowrate
S1,222,453,0,lowrate
S1,74,580,0,lowrate
S1,4340,200,0,lowrate
S1,296,744,0,lowrate
S1,370,654,0,lowrate
OTH,103,96,0,lowrate
S1,370,532,0,lowrate
OTH,60,1016,0,lowrate
OTH,60,1017,0,lowrate
RSTO,3768,213,0,lowrate
S1,296,652,0,lowrate
S1,296,602,0,lowrate
S1,296,258,0,lowrate
S1,370,420,0,lowrate
S1,296,475,0,lowrate
S1,2558,389,0,lowrate
RSTO,909,444,0,lowrate
S1,760,194,0,lowrate
S1,370,246,0,lowrate
S1,148,240,0,lowrate
OTH,66,598,0,lowrate
RSTO,1023,237,0,lowrate
OTH,100,73,0,lowrate
OTH,60,527,0,lowrate
RSTO,894,65,0,lowrate
S1,370,689,0,lowrate
S1,296,405,0,lowrate
S1,370,297,0,lowrate
S1,74,246,0,lowrate
OTH,106,115,0,lowrate
S1,74,464,0,lowrate
OTH,111,245,0,lowrate
S1,872,1005,0,lowrate
OTH,60,7,0.05,lowrate
OTH,119,235,0,lowrate
S1,74,460,0,lowrate
OTH,73,132,0,lowrate
S1,636,170,0,lowrate
S1,148,42,0,lowrate
S1,370,54,0,lowrate
OTH,60,566,0,lowrate
RSTO,877,29,0,lowrate
OTH,66,540,0,lowrate
S1,370,100,0,lowrate
OTH,99,112,0,lowrate
S1,296,200,0,lowrate
S1,74,404,0,lowrate
OTH,66,394,0,lowrate
S1,296,766,0,lowrate
S1,296,495,0,lowrate
RSTO,3430,401,0,lowrate
S1,296,693,0,lowrate
S1,296,75,0,lowrate
S1,296,447,0,lowrate
OTH,66,395,0,lowrate
S1,296,123,0,lowrate
RSTO,975,87,0,lowrate
OTH,93,61,0,lowrate
OTH,525,601,0.01,lowrate
S1,296,39,0,lowrate
OTH,100,275,0,lowrate
OTH,60,840,0.03,lowrate
S1,370,211,0,lowrate
S1,74,271,0,lowrate
OTH,79,258,0,lowrate
RSTO,2356,10,0,lowrate
S1,74,296,0,lowrate
OTH,66,510,0,lowrate
S1,296,394,0,lowrate
OTH,123,199,0,lowrate
S1,370,51,0,lowrate
S1,370,88,0,lowrate
S1,222,34,0,lowrate
RSTO,3504,605,0,lowrate
S1,74,645,0,lowrate
RSTO,1078,435,0,lowrate
S1,370,900,0,lowrate
S1,296,466,0,lowrate
RSTO,1139,514,0,lowrate
S1,370,324,0,lowrate
S1,370,326,0,lowrate
OTH,94,165,0,lowrate
OTH,60,5,0.03,lowrate
OTH,60,1010,0.03,lowrate
S1,222,776,0,lowrate
OTH,118,235,0,lowrate
S1,370,530,0,lowrate
RSTO,1000,203,0,lowrate
RSTO,1022,101,0,lowrate
S1,370,313,0,lowrate
OTH,66,457,0,lowrate
S1,370,206,0,lowrate
RSTO,1164,417,0,lowrate
S1,370,98,0,lowrate
S1,296,676,0,lowrate
S1,296,270,0,lowrate
S1,296,198,0,lowrate
S1,296,67,0,lowrate
RSTO,1144,24,0,lowrate
S1,370,497,0,lowrate
S1,370,589,0,lowrate
S1,370,432,0,lowrate
OTH,66,559,0,lowrate
OTH,125,212,0,lowrate
OTH,260,7,0,lowrate
S2,3294,352,0,lowrate
RSTO,1100,77,0,lowrate
S1,621,728,0,lowrate
OTH,60,1046,0,lowrate
OTH,60,980,0.02,lowrate
OTH,66,573,0,lowrate
OTH,66,328,0,lowrate
S1,752,377,0,lowrate
RSTO,1166,160,0,lowrate
S1,296,347,0,lowrate
RSTO,1131,314,0,lowrate
RSTO,1264,462,0,lowrate
S1,296,217,0,lowrate
OTH,60,749,0.02,lowrate
OTH,60,1167,0,lowrate
S1,148,52,0,lowrate
OTH,60,980,0,lowrate
S1,548,610,0,lowrate
RSTO,1264,491,0,lowrate
S1,222,307,0,lowrate
S1,296,627,0,lowrate
S1,370,418,0,lowrate
RSTO,1076,103,0,lowrate
S1,370,175,0,lowrate
S1,296,715,0,lowrate
RSTO,892,361,0,lowrate
S1,222,594,0,lowrate
OTH,60,958,0,lowrate
S1,766,98,0,lowrate
RSTO,937,374,0,lowrate
S1,370,559,0,lowrate
S1,370,102,0,lowrate
OTH,93,84,0,lowrate
S1,74,454,0,lowrate
OTH,104,218,0,lowrate
OTH,60,740,0,lowrate
S1,148,47,0,lowrate
OTH,115,234,0,lowrate
S1,370,96,0,lowrate
S1,370,560,0,lowrate
S1,744,139,0,lowrate
RSTO,1183,397,0,lowrate
S1,370,430,0,lowrate
S1,370,431,0,lowrate
OTH,117,97,0,lowrate
OTH,78,170,0,lowrate
OTH,66,455,0,lowrate
OTH,123,245,0,lowrate
S1,296,649,0,lowrate
RSTO,991,53,0,lowrate
OTH,114,234,0,lowrate
OTH,101,194,0,lowrate
S1,370,293,0,lowrate
OTH,60,332,0.01,lowrate
S1,296,563,0,lowrate
OTH,102,218,0,lowrate
S1,968,57,0,lowrate
S1,296,280,0,lowrate
S1,370,354,0,lowrate
S1,148,667,0,lowrate
S1,370,221,0,lowrate
S1,767,143,0,lowrate
S1,370,453,0,lowrate
RSTO,1100,56,0,lowrate
S1,296,305,0,lowrate
OTH,104,104,0,lowrate
S1,74,422,0,lowrate
S1,370,597,0,lowrate
S1,222,875,0,lowrate
S1,148,295,0,lowrate
OTH,60,914,0,lowrate
OTH,66,590,0,lowrate
OTH,60,821,0.02,lowrate
S1,148,172,0,lowrate
OTH,66,500,0,lowrate
S2,1614,424,0,lowrate
RSTO,939,199,0,lowrate
S1,296,174,0,lowrate
S1,982,8,0,lowrate
S1,621,705,0,lowrate
S1,148,70,0,lowrate
OTH,102,90,0,lowrate
S1,296,651,0,lowrate
OTH,66,500,0,lowrate
OTH,60,1008,0.02,lowrate
OTH,89,174,0,lowrate
OTH,66,520,0,lowrate
S1,659,140,0,lowrate
S1,74,354,0,lowrate
S1,296,657,0,lowrate
OTH,66,523,0,lowrate
S1,370,436,0,lowrate
OTH,104,127,0,lowrate
S1,296,656,0,lowrate
S1,370,752,0,lowrate
OTH,83,159,0,lowrate
S1,296,603,0,lowrate
S1,148,417,0,lowrate
S1,296,657,0,lowrate
OTH,526,2,0,lowrate
S1,222,485,0,lowrate
S1,370,48,0,lowrate
RSTO,1100,100,0,lowrate
OTH,60,768,0,lowrate
OTH,66,386,0,lowrate
S1,370,310,0,lowrate
OTH,60,707,0,lowrate
OTH,60,932,0,lowrate
S1,296,390,0,lowrate
S1,74,272,0,lowrate
OTH,118,205,0,lowrate
OTH,60,14,0.03,lowrate
S1,296,159,0,lowrate
OTH,88,182,0,lowrate
S1,296,599,0,lowrate
OTH,66,515,0,lowrate
OTH,122,51,0,lowrate
S1,296,535,0,lowrate
RSTO,2576,18,0,lowrate
S1,74,882,0,lowrate
S1,665,36,0,lowrate
OTH,97,250,0,lowrate
S1,370,286,0,lowrate
S1,148,174,0,lowrate
OTH,105,232,0,lowrate
S1,370,673,0,lowrate
OTH,215,608,0,lowrate
OTH,66,432,0,lowrate
OTH,60,784,0.03,lowrate
RSTO,2091,229,0,lowrate
RSTO,984,58,0,lowrate
OTH,103,73,0,lowrate
OTH,60,860,0.02,lowrate
S1,296,144,0,lowrate
RSTO,3094,891,0,lowrate
OTH,104,238,0,lowrate
RSTO,874,349,0,lowrate
S1,296,302,0,lowrate
S1,296,576,0,lowrate
RSTO,885,83,0,lowrate
OTH,60,607,0.03,lowrate
OTH,60,917,0,lowrate
RSTO,3430,387,0,lowrate
S1,296,454,0,lowrate
OTH,60,880,0,lowrate
OTH,60,739,0.02,lowrate
S1,956,748,0,lowrate
S1,222,729,0,lowrate
OTH,95,124,0,lowrate
OTH,60,971,0,lowrate
OTH,60,681,0.02,lowrate
RSTO,2266,574,0,lowrate
S1,370,223,0,lowrate
S1,370,248,0,lowrate
OTH,60,4,0.03,lowrate
RSTO,891,27,0,lowrate
OTH,60,630,0,lowrate
S1,370,239,0,lowrate
S1,296,619,0,lowrate
OTH,108,109,0,lowrate
S1,296,434,0,lowrate
OTH,170,81,0,lowrate
S1,296,415,0,lowrate
OTH,66,543,0,lowrate
S1,296,475,0,lowrate
S1,370,641,0,lowrate
S1,370,117,0,lowrate
S1,370,585,0,lowrate
S1,296,665,0,lowrate
OTH,110,128,0,lowrate
S1,370,263,0,lowrate
S1,370,220,0,lowrate
OTH,66,388,0,lowrate
OTH,96,139,0,lowrate
OTH,60,725,0.02,lowrate
OTH,189,5,0,lowrate
S1,296,558,0,lowrate
S1,370,443,0,lowrate
S1,148,414,0,lowrate
S1,296,313,0,lowrate
OTH,66,433,0,lowrate
S1,296,554,0,lowrate
OTH,114,118,0,lowrate
S1,370,109,0,lowrate
S1,370,273,0,lowrate
S1,370,146,0,lowrate
S1,296,473,0,lowrate
S1,74,342,0,lowrate
S1,370,246,0,lowrate
RSTO,2994,200,0,lowrate
OTH,60,809,0.02,lowrate
OTH,85,250,0,lowrate
S1,370,277,0,lowrate
S1,370,383,0,lowrate
S1,296,265,0,lowrate
OTH,66,336,0,lowrate
OTH,463,3,0,lowrate
S1,148,381,0,lowrate
OTH,84,225,0,lowrate
OTH,54,16,0.53,lowrate
RSTO,1100,132,0,lowrate
OTH,87,130,0,lowrate
S1,148,109,0,lowrate
OTH,60,740,0,lowrate
S1,370,994,0,lowrate
S1,773,725,0,lowrate
S1,148,78,0,lowrate
OTH,60,706,0.02,lowrate
S1,296,363,0,lowrate
S1,148,280,0,lowrate
S1,296,340,0,lowrate
OTH,66,495,0,lowrate
S1,296,637,0,lowrate
S1,370,211,0,lowrate
S1,370,117,0,lowrate
S1,370,805,0,lowrate
S1,74,490,0,lowrate
S1,370,15,0,lowrate
OTH,60,678,0,lowrate
S1,370,380,0,lowrate
S1,370,806,0,lowrate
OTH,60,818,0.04,lowrate
RSTO,1100,27,0,lowrate
S1,222,38,0,lowrate
OTH,60,7,0.1,lowrate
S1,370,185,0,lowrate
S1,370,174,0,lowrate
OTH,166,244,0,lowrate
RSTO,958,140,0,lowrate
S1,296,432,0,lowrate
S1,370,483,0,lowrate
RSTO,993,390,0,lowrate
S1,370,719,0,lowrate
OTH,102,179,0,lowrate
OTH,66,477,0,lowrate
OTH,101,221,0,lowrate
S1,370,50,0,lowrate
OTH,60,749,0.04,lowrate
S1,296,465,0,lowrate
OTH,60,888,0,lowrate
OTH,60,1096,0.02,lowrate
RSTO,1644,300,0,lowrate
S1,222,90,0,lowrate
S1,370,8,0,lowrate
S1,296,224,0,lowrate
OTH,104,61,0,lowrate
RSTO,1027,178,0,lowrate
RSTO,1388,203,0,lowrate
S1,370,255,0,lowrate
S1,370,656,0,lowrate
OTH,66,484,0,lowrate
OTH,66,559,0,lowrate
S1,148,222,0,lowrate
RSTO,1096,168,0,lowrate
OTH,60,827,0.02,lowrate
S1,370,505,0,lowrate
S1,296,61,0,lowrate
OTH,60,910,0.02,lowrate
OTH,99,193,0,lowrate
RSTO,975,8,0,lowrate
OTH,66,416,0,lowrate
OTH,110,15,0,lowrate
S1,148,139,0,lowrate
S1,370,382,0,lowrate
S1,548,626,0,lowrate
S1,296,674,0,lowrate
OTH,408,4,0.02,lowrate
S1,370,217,0,lowrate
S1,968,27,0,lowrate
S1,370,237,0,lowrate
S1,74,120,0,lowrate
OTH,60,1064,0,lowrate
OTH,99,207,0,lowrate
OTH,60,633,0.02,lowrate
S1,296,654,0,lowrate
RSTO,947,51,0,lowrate
RSTO,2321,603,0,lowrate
S1,370,40,0,lowrate
OTH,60,690,0.02,lowrate
S1,370,248,0,lowrate
S1,74,435,0,lowrate
OTH,106,235,0,lowrate
S1,148,119,0,lowrate
OTH,60,4,0.2,lowrate
S1,370,579,0,lowrate
S1,370,36,0,lowrate
S1,296,47,0,lowrate
S1,296,493,0,lowrate
S1,296,31,0,lowrate
S1,621,651,0,lowrate
OTH,86,3,0,lowrate
OTH,60,629,0,lowrate
S1,370,18,0,lowrate
RSTO,1109,107,0,lowrate
OTH,60,805,0,lowrate
S1,370,550,0,lowrate
OTH,60,1066,0,lowrate
OTH,66,391,0,lowrate
S1,370,289,0,lowrate
S1,370,776,0,lowrate
S1,370,423,0,lowrate
OTH,98,179,0,lowrate
S1,296,659,0,lowrate
OTH,112,268,0,lowrate
OTH,366,1,0,lowrate
S1,370,482,0,lowrate
S1,296,337,0,lowrate
OTH,60,506,0.01,lowrate
OTH,103,225,0,lowrate
S1,370,416,0,lowrate
OTH,119,139,0,lowrate
S1,148,516,0,lowrate
OTH,60,1038,0,lowrate
OTH,66,854,0,lowrate
OTH,120,152,0,lowrate
S1,370,453,0,lowrate
RSTO,1021,110,0,lowrate
RSTO,1103,120,0,lowrate
OTH,60,1112,0.02,lowrate
RSTO,1256,247,0,lowrate
OTH,60,1102,0.02,lowrate
RSTO,953,119,0,lowrate
RSTO,1025,49,0,lowrate
S1,296,662,0,lowrate
OTH,66,303,0,lowrate
OTH,99,219,0,lowrate
S1,296,6,0,lowrate
OTH,116,71,0,lowrate
OTH,60,876,0,lowrate
S1,296,4,0,lowrate
S1,548,464,0,lowrate
OTH,60,955,0.02,lowrate
S1,296,1,0,lowrate
S1,370,14,0,lowrate
RSTO,3122,372,0,lowrate
S1,296,130,0,lowrate
RSTO,1034,187,0,lowrate
OTH,60,1075,0,lowrate
OTH,60,802,0,lowrate
S1,370,170,0,lowrate
S1,370,427,0,lowrate
S1,148,48,0,lowrate
OTH,60,795,0.02,lowrate
OTH,66,512,0,lowrate
RSTO,1644,289,0,lowrate
S1,660,169,0,lowrate
S1,370,274,0,lowrate
S1,2834,224,0,lowrate
S1,370,795,0,lowrate
S1,296,632,0,lowrate
S1,296,105,0,lowrate
S1,148,421,0,lowrate
OTH,60,3,0.5,lowrate
S1,370,355,0,lowrate
S1,610,165,0,lowrate
S1,370,464,0,lowrate
S1,370,54,0,lowrate
OTH,525,32,0,lowrate
S1,968,42,0,lowrate
S1,148,283,0,lowrate
OTH,66,408,0,lowrate
S1,296,90,0,lowrate
S2,3777,293,0,lowrate
OTH,60,745,0,lowrate
S1,370,502,0,lowrate
S1,665,207,0,lowrate
OTH,106,118,0,lowrate
RSTO,909,163,0,lowrate
RSTO,2522,337,0,lowrate
S1,370,337,0,lowrate
S1,222,918,0,lowrate
S1,370,666,0,lowrate
OTH,112,132,0,lowrate
OTH,66,313,0,lowrate
S1,370,238,0,lowrate
OTH,66,404,0,lowrate
S1,400,58,0,lowrate
OTH,66,503,0,lowrate
S1,370,232,0,lowrate
S1,296,491,0,lowrate
RSTO,1078,198,0,lowrate
S1,3859,575,0,lowrate
S1,222,915,0,lowrate
OTH,66,360,0,lowrate
S1,74,419,0,lowrate
S1,3748,203,0,lowrate
OTH,129,16,0,lowrate
S1,926,334,0,lowrate
S1,370,684,0,lowrate
OTH,85,41,0,lowrate
RSTO,1179,145,0,lowrate
S1,148,137,0,lowrate
S1,296,94,0,lowrate
OTH,60,1135,0,lowrate
OTH,60,1083,0,lowrate
RSTO,1131,242,0,lowrate
OTH,109,76,0,lowrate
S1,296,492,0,lowrate
OTH,66,415,0,lowrate
S1,370,70,0,lowrate
OTH,105,180,0,lowrate
S1,296,294,0,lowrate
S1,222,644,0,lowrate
S1,296,420,0,lowrate
S1,752,185,0,lowrate
OTH,60,713,0.02,lowrate
OTH,60,737,0.02,lowrate
S1,370,210,0,lowrate
RSTO,1099,18,0,lowrate
S1,4053,402,0,lowrate
S1,370,67,0,lowrate
S1,370,975,0,lowrate
OTH,119,141,0,lowrate
OTH,86,77,0,lowrate
OTH,66,418,0,lowrate
OTH,110,249,0,lowrate
OTH,60,903,0.06,lowrate
OTH,66,491,0,lowrate
OTH,60,1108,0.02,lowrate
S1,296,532,0,lowrate
S1,370,186,0,lowrate
OTH,60,517,0,lowrate
OTH,66,543,0,lowrate
S1,296,105,0,lowrate
OTH,66,418,0,lowrate
OTH,94,223,0,lowrate
RSTO,1025,2,0,lowrate
OTH,60,918,0,lowrate
S1,370,226,0,lowrate
S1,296,681,0,lowrate
S1,370,737,0,lowrate
RSTO,883,67,0,lowrate
S1,296,567,0,lowrate
RSTO,994,44,0,lowrate
RSTO,1122,11,0,lowrate
S1,370,181,0,lowrate
S1,74,400,0,lowrate
S1,370,351,0,lowrate
S1,370,297,0,lowrate
OTH,93,151,0,lowrate
S1,370,328,0,lowrate
S1,74,271,0,lowrate
OTH,60,712,0,lowrate
RSTO,1149,480,0,lowrate
OTH,105,256,0,lowrate
RSTO,2828,1,0,lowrate
OTH,60,957,0,lowrate
S1,370,95,0,lowrate
S1,370,343,0,lowrate
OTH,60,688,0.02,lowrate
S1,370,498,0,lowrate
OTH,66,303,0,lowrate
OTH,83,103,0,lowrate
OTH,60,621,0.02,lowrate
OTH,122,64,0,lowrate
S1,296,622,0,lowrate
OTH,60,1109,0.08,lowrate
RSTO,1132,424,0,lowrate
RSTO,905,273,0,lowrate
S1,74,193,0,lowrate
S1,74,801,0,lowrate
OTH,108,262,0,lowrate
OTH,60,1075,0,lowrate
OTH,121,138,0,lowrate
OTH,60,938,0.02,lowrate
OTH,60,951,0.02,lowrate
S1,74,536,0,lowrate
S1,296,54,0,lowrate
S1,920,157,0,lowrate
RSTO,958,243,0,lowrate
RSTO,874,145,0,lowrate
S1,74,431,0,lowrate
OTH,66,379,0,lowrate
OTH,60,44,0.04,lowrate
S1,296,113,0,lowrate
OTH,66,384,0,lowrate
S1,148,39,0,lowrate
OTH,66,301,0,lowrate
S1,370,603,0,lowrate
S1,148,197,0,lowrate
S1,296,616,0,lowrate
OTH,60,11,0.13,lowrate
RSTO,1139,190,0,lowrate
RSTO,889,125,0,lowrate
S1,148,332,0,lowrate
S1,370,200,0,lowrate
S1,296,65,0,lowrate
RSTO,1644,304,0,lowrate
S1,370,659,0,lowrate
S1,370,554,0,lowrate
RSTO,1100,64,0,lowrate
RSTO,3430,429,0,lowrate
RSTO,1300,330,0,lowrate
OTH,92,213,0,lowrate
S1,758,196,0,lowrate
S1,762,176,0,lowrate
OTH,80,197,0,lowrate
OTH,60,849,0,lowrate
RSTO,1100,135,0,lowrate
RSTO,909,330,0,lowrate
OTH,586,3,0,lowrate
S1,148,130,0,lowrate
OTH,60,348,0.01,lowrate
OTH,98,176,0,lowrate
S1,74,440,0,lowrate
OTH,60,984,0.02,lowrate
RSTO,1100,110,0,lowrate
RSTO,1089,146,0,lowrate
OTH,66,24,0,lowrate
OTH,66,298,0,lowrate
OTH,60,877,0,lowrate
OTH,66,470,0,lowrate
OTH,66,640,0,lowrate
OTH,60,500,0,lowrate
S1,370,685,0,lowrate
S1,1362,234,0,lowrate
OTH,60,661,0.02,lowrate
S1,622,153,0,lowrate
S1,370,320,0,lowrate
S1,370,563,0,lowrate
OTH,87,79,0,lowrate
S1,296,471,0,lowrate
S1,296,196,0,lowrate
OTH,66,461,0,lowrate
S1,370,241,0,lowrate
S1,222,766,0,lowrate
OTH,66,333,0,lowrate
S1,296,273,0,lowrate
OTH,66,407,0,lowrate
RSTO,1104,32,0,lowrate
S1,370,510,0,lowrate
OTH,104,14,0,lowrate
S1,370,264,0,lowrate
S1,148,480,0,lowrate
OTH,88,272,0,lowrate
OTH,81,39,0,lowrate
S1,370,61,0,lowrate
S1,370,520,0,lowrate
S1,296,51,0,lowrate
OTH,66,582,0,lowrate
S1,628,145,0,lowrate
OTH,60,628,0.01,lowrate
S1,370,697,0,lowrate
OTH,104,191,0,lowrate
OTH,54,10,0.03,lowrate
S1,370,340,0,lowrate
OTH,96,138,0,lowrate
S1,370,222,0,lowrate
S1,296,261,0,lowrate
S1,370,275,0,lowrate
S1,296,416,0,lowrate
S2,4736,621,0,lowrate
S1,74,521,0,lowrate
S1,296,680,0,lowrate
S1,296,749,0,lowrate
S1,148,80,0,lowrate
S1,148,399,0,lowrate
OTH,60,808,0,lowrate
OTH,104,276,0,lowrate
S1,296,660,0,lowrate
OTH,132,150,0,lowrate
S1,370,196,0,lowrate
OTH,60,851,0.03,lowrate
OTH,60,675,0.01,lowrate
S1,296,149,0,lowrate
OTH,96,248,0,lowrate
S1,370,462,0,lowrate
OTH,633,19,0,lowrate
S1,296,194,0,lowrate
S1,622,195,0,lowrate
OTH,60,999,0,lowrate
OTH,95,161,0,lowrate
OTH,60,1036,0,lowrate
S1,222,736,0,lowrate
OTH,60,466,0,lowrate
OTH,66,446,0,lowrate
S1,781,50,0,lowrate
OTH,60,354,0.01,lowrate
RSTO,1127,160,0,lowrate
OTH,66,539,0,lowrate
S1,296,400,0,lowrate
S1,296,443,0,lowrate
OTH,60,731,0.02,lowrate
S1,370,504,0,lowrate
S1,370,696,0,lowrate
S1,296,80,0,lowrate
OTH,150,198,0,lowrate
S1,148,169,0,lowrate
OTH,95,122,0,lowrate
OTH,101,89,0,lowrate
OTH,60,693,0,lowrate
S1,370,214,0,lowrate
RSTO,1131,386,0,lowrate
OTH,66,518,0,lowrate
OTH,60,976,0.02,lowrate
S1,370,396,0,lowrate
OTH,60,670,0,lowrate
RSTO,808,124,0,lowrate
OTH,66,613,0,lowrate
OTH,525,14,0.03,lowrate
RSTO,1034,191,0,lowrate
S1,370,245,0,lowrate
OTH,60,841,0.02,lowrate
RSTO,947,61,0,lowrate
OTH,105,263,0,lowrate
OTH,60,902,0,lowrate
OTH,94,169,0,lowrate
RSTO,1040,96,0,lowrate
RSTO,5345,11,0,lowrate
S1,74,190,0,lowrate
OTH,114,57,0,lowrate
S1,762,35,0,lowrate
S1,296,810,0,lowrate
OTH,60,869,0,lowrate
S1,296,663,0,lowrate
S1,296,407,0,lowrate
OTH,60,863,0.02,lowrate
OTH,105,274,0,lowrate
RSTO,1308,508,0,lowrate
S1,370,445,0,lowrate
OTH,78,76,0,lowrate
S1,148,362,0,lowrate
OTH,89,172,0,lowrate
S1,370,575,0,lowrate
RSTO,1119,156,0,lowrate
OTH,60,644,0,lowrate
S1,296,352,0,lowrate
OTH,66,408,0,lowrate
S1,148,63,0,lowrate
RSTO,1176,409,0,lowrate
S1,370,137,0,lowrate
OTH,66,518,0,lowrate
S1,148,258,0,lowrate
S1,222,98,0,lowrate
S1,296,282,0,lowrate
OTH,118,14,0,lowrate
OTH,60,1011,0.02,lowrate
S1,370,181,0,lowrate
S1,370,274,0,lowrate
S1,296,484,0,lowrate
