% isAttack highrate:	1705
% isAttack lowrate:	2000
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:highrate, udpFlood:highrate, httpFlood:highrate, slowBody:lowrate, slowHeaders:lowrate, slowRead:lowrate-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R3-4,8,21,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute isAttack {highrate,lowrate}

@data
S3,374,159,0,highrate
OTH,66,46,0,highrate
OTH,60,122,0.97,highrate
S3,380,135,0,highrate
S3,374,152,0,highrate
S3,377,305,0,highrate
OTH,60,180,0.97,highrate
S3,374,164,0,highrate
S3,464,121,0,highrate
S3,374,115,0,highrate
OTH,66,275,0,highrate
OTH,66,274,0,highrate
RSTO,446,539,0,highrate
S3,374,161,0,highrate
S3,374,134,0,highrate
OTH,60,174,0.97,highrate
RSTO,446,529,0,highrate
S3,377,843,0,highrate
RSTO,446,510,0,highrate
S3,374,133,0,highrate
S3,386,201,0,highrate
S3,377,395,0,highrate
S3,374,373,0,highrate
S3,386,123,0,highrate
OTH,66,111,0,highrate
S3,374,174,0,highrate
RSTO,446,542,0,highrate
S3,374,119,0,highrate
S3,377,913,0,highrate
OTH,66,110,0,highrate
OTH,60,180,0.97,highrate
OTH,60,171,0.97,highrate
S3,374,150,0,highrate
S3,374,133,0,highrate
OTH,60,110,0.97,highrate
S3,377,989,0,highrate
RSTO,446,708,0,highrate
RSTO,446,630,0,highrate
S3,374,106,0,highrate
RSTO,446,416,0,highrate
S3,374,118,0,highrate
S3,377,568,0,highrate
S3,374,233,0,highrate
S3,374,142,0,highrate
S3,380,728,0,highrate
OTH,60,180,0.97,highrate
S3,374,58,0,highrate
OTH,66,118,0,highrate
OTH,66,56,0.02,highrate
RSTO,446,624,0,highrate
OTH,60,137,0.97,highrate
S3,374,160,0,highrate
S3,374,67,0,highrate
OTH,60,110,0.98,highrate
OTH,60,170,0.97,highrate
OTH,60,94,0.98,highrate
S1,242,171,0,highrate
S3,374,33,0,highrate
OTH,60,179,0.97,highrate
S3,374,139,0,highrate
RSTO,446,545,0,highrate
S1,245,1044,0,highrate
RSTO,446,457,0,highrate
OTH,60,117,0.97,highrate
S3,374,154,0,highrate
OTH,66,135,0.03,highrate
S3,374,151,0,highrate
RSTO,446,341,0,highrate
RSTO,446,626,0,highrate
RSTO,446,390,0,highrate
S3,374,81,0,highrate
RSTO,446,473,0,highrate
OTH,66,151,0,highrate
S3,374,161,0,highrate
S3,380,869,0,highrate
RSTO,446,699,0,highrate
S3,374,417,0,highrate
OTH,66,41,0,highrate
OTH,60,179,0.97,highrate
S3,380,157,0,highrate
S3,374,269,0,highrate
S3,374,270,0,highrate
S1,242,172,0,highrate
S3,374,150,0,highrate
S3,377,869,0,highrate
S3,374,7,0,highrate
S3,386,315,0,highrate
S3,374,148,0,highrate
S3,374,153,0,highrate
OTH,60,161,0.97,highrate
OTH,60,138,0.97,highrate
OTH,66,146,0.02,highrate
S3,374,352,0,highrate
RSTO,446,587,0,highrate
S3,392,761,0,highrate
S3,374,18,0,highrate
OTH,60,41,0.97,highrate
S3,374,101,0,highrate
OTH,60,165,0.97,highrate
OTH,60,138,0.97,highrate
S3,377,909,0,highrate
OTH,60,140,0.97,highrate
OTH,66,48,0.02,highrate
S3,377,951,0,highrate
OTH,60,179,0.97,highrate
OTH,66,50,0,highrate
S3,380,145,0,highrate
S3,374,165,0,highrate
S3,380,864,0,highrate
S3,374,102,0,highrate
RSTO,446,571,0,highrate
S3,374,295,0,highrate
RSTO,446,819,0,highrate
S3,380,759,0,highrate
S3,374,150,0,highrate
OTH,60,111,0.97,highrate
S3,374,68,0,highrate
S3,377,910,0,highrate
S3,374,126,0,highrate
S3,374,128,0,highrate
OTH,60,179,0.97,highrate
OTH,66,134,0,highrate
S3,374,244,0,highrate
S3,374,159,0,highrate
S3,380,731,0,highrate
RSTO,446,655,0,highrate
OTH,60,164,0.97,highrate
S3,380,960,0,highrate
S3,374,151,0,highrate
S3,374,182,0,highrate
OTH,66,11,0,highrate
OTH,66,38,0,highrate
S3,374,175,0,highrate
OTH,60,105,0.97,highrate
RSTO,446,693,0,highrate
S3,374,167,0,highrate
S3,374,169,0,highrate
S3,374,109,0,highrate
OTH,60,135,0.97,highrate
OTH,66,122,0,highrate
OTH,66,180,0,highrate
OTH,60,88,0.98,highrate
S3,374,160,0,highrate
S3,386,317,0,highrate
OTH,66,98,0,highrate
OTH,60,142,0.97,highrate
OTH,66,40,0,highrate
S3,374,96,0,highrate
S3,377,1010,0,highrate
RSTO,446,564,0,highrate
RSTO,446,688,0,highrate
S3,374,139,0,highrate
OTH,66,37,0,highrate
OTH,60,110,0.97,highrate
S3,380,871,0,highrate
OTH,66,23,0,highrate
S3,377,915,0,highrate
OTH,60,143,0.97,highrate
S3,377,464,0,highrate
S1,242,177,0,highrate
OTH,60,180,0.97,highrate
S3,374,114,0,highrate
OTH,60,143,0.97,highrate
OTH,66,133,0.03,highrate
OTH,60,67,0.96,highrate
S3,380,959,0,highrate
RSTO,446,448,0,highrate
S3,377,597,0,highrate
S3,374,13,0,highrate
S1,248,177,0,highrate
S3,386,136,0,highrate
OTH,60,133,0.97,highrate
S1,242,174,0,highrate
S3,374,123,0,highrate
S3,377,728,0,highrate
S3,377,563,0,highrate
S3,386,143,0,highrate
S3,374,149,0,highrate
S3,374,132,0,highrate
S3,374,228,0,highrate
S3,374,152,0,highrate
RSTO,446,652,0,highrate
S3,377,933,0,highrate
OTH,66,5,0,highrate
S3,374,83,0,highrate
OTH,60,180,0.97,highrate
OTH,66,319,0,highrate
OTH,60,141,0.96,highrate
S3,374,145,0,highrate
S3,374,100,0,highrate
RSTO,446,627,0,highrate
S3,377,646,0,highrate
OTH,60,174,0.97,highrate
S3,374,146,0,highrate
S3,374,157,0,highrate
S3,377,388,0,highrate
S3,374,79,0,highrate
S3,374,134,0,highrate
S3,380,895,0,highrate
S3,374,147,0,highrate
S3,374,158,0,highrate
S3,374,181,0,highrate
S3,386,335,0,highrate
S3,377,476,0,highrate
S3,374,134,0,highrate
S3,374,156,0,highrate
S3,377,901,0,highrate
S3,374,94,0,highrate
S3,374,171,0,highrate
S3,374,55,0,highrate
OTH,60,177,0.97,highrate
S3,380,773,0,highrate
OTH,66,29,0,highrate
S3,374,154,0,highrate
OTH,60,116,0.97,highrate
OTH,60,59,0.96,highrate
S3,374,145,0,highrate
OTH,66,203,0,highrate
OTH,60,163,0.97,highrate
S3,374,176,0,highrate
S3,377,903,0,highrate
OTH,60,177,0.97,highrate
OTH,60,105,0.97,highrate
S3,374,164,0,highrate
OTH,60,170,0.97,highrate
OTH,60,81,0.98,highrate
OTH,60,136,0.97,highrate
S3,374,137,0,highrate
S3,377,918,0,highrate
OTH,60,142,0.97,highrate
S3,380,146,0,highrate
S3,374,151,0,highrate
OTH,66,36,0,highrate
S3,374,162,0,highrate
S3,374,152,0,highrate
RSTO,446,340,0,highrate
S1,242,454,0,highrate
S3,374,306,0,highrate
S3,380,992,0,highrate
S3,374,15,0,highrate
S3,374,154,0,highrate
S3,377,406,0,highrate
S1,242,447,0,highrate
OTH,60,177,0.97,highrate
S3,380,141,0,highrate
OTH,66,31,0,highrate
OTH,60,47,0.97,highrate
S3,374,20,0,highrate
S3,374,43,0,highrate
OTH,66,199,0,highrate
S3,374,166,0,highrate
S3,377,566,0,highrate
S3,374,148,0,highrate
RSTO,446,371,0,highrate
RSTO,446,676,0,highrate
S3,374,165,0,highrate
OTH,66,21,0,highrate
S3,392,778,0,highrate
OTH,66,204,0,highrate
S3,374,140,0,highrate
RSTO,446,787,0,highrate
S3,374,174,0,highrate
S3,374,112,0,highrate
OTH,66,227,0,highrate
OTH,60,166,0.97,highrate
S3,377,926,0,highrate
S3,374,222,0,highrate
S3,374,395,0,highrate
S3,374,141,0,highrate
OTH,60,141,0.97,highrate
S3,377,514,0,highrate
OTH,60,102,0.97,highrate
RSTO,446,598,0,highrate
S3,377,777,0,highrate
S3,374,52,0,highrate
S3,374,133,0,highrate
RSTO,446,649,0,highrate
S3,377,486,0,highrate
S3,374,34,0,highrate
OTH,66,77,0,highrate
RSTO,446,589,0,highrate
S3,374,149,0,highrate
S3,374,139,0,highrate
RSTO,446,484,0,highrate
S3,374,150,0,highrate
RSTO,446,695,0,highrate
OTH,60,136,0.97,highrate
OTH,60,125,0.97,highrate
S3,374,3,0,highrate
S3,377,363,0,highrate
RSTO,446,522,0,highrate
RSTO,446,501,0,highrate
S3,377,431,0,highrate
RSTO,446,359,0,highrate
S3,374,103,0,highrate
S3,374,155,0,highrate
OTH,60,136,0.97,highrate
S3,374,128,0,highrate
S3,377,441,0,highrate
S3,374,106,0,highrate
OTH,60,94,0.98,highrate
S3,374,137,0,highrate
OTH,60,176,0.97,highrate
OTH,60,177,0.97,highrate
OTH,66,145,0,highrate
S3,374,120,0,highrate
S3,392,764,0,highrate
S3,374,118,0,highrate
S3,377,820,0,highrate
S3,377,540,0,highrate
OTH,66,279,0,highrate
S3,374,167,0,highrate
S3,374,298,0,highrate
S3,380,898,0,highrate
S3,374,65,0,highrate
S3,374,75,0,highrate
OTH,66,16,0,highrate
S3,374,147,0,highrate
OTH,60,115,0.97,highrate
S3,377,874,0,highrate
S3,374,147,0,highrate
S3,374,97,0,highrate
S3,374,70,0,highrate
OTH,60,136,0.97,highrate
S3,377,323,0,highrate
RSTO,446,740,0,highrate
S3,374,149,0,highrate
S3,377,1020,0,highrate
S3,374,133,0,highrate
S3,374,151,0,highrate
S3,374,15,0,highrate
S3,377,1006,0,highrate
S3,377,715,0,highrate
S3,377,772,0,highrate
S3,374,147,0,highrate
OTH,66,94,0.02,highrate
S3,374,153,0,highrate
OTH,60,4,0.8,highrate
S1,242,449,0,highrate
OTH,60,9,0.9,highrate
S3,374,159,0,highrate
RSTO,446,413,0,highrate
S3,377,673,0,highrate
OTH,60,107,0.97,highrate
OTH,66,73,0,highrate
OTH,60,130,0.97,highrate
S3,377,749,0,highrate
OTH,60,110,0.97,highrate
S3,380,165,0,highrate
OTH,66,37,0.01,highrate
S3,374,64,0,highrate
OTH,60,84,0.96,highrate
OTH,60,119,0.97,highrate
S3,377,657,0,highrate
S3,374,145,0,highrate
S3,377,800,0,highrate
S3,374,142,0,highrate
S3,377,736,0,highrate
S3,377,333,0,highrate
OTH,60,158,0.97,highrate
S3,374,141,0,highrate
S3,374,145,0,highrate
S3,374,138,0,highrate
S3,374,302,0,highrate
RSTO,446,759,0,highrate
S3,374,110,0,highrate
OTH,60,179,0.97,highrate
S1,242,452,0,highrate
S3,377,697,0,highrate
OTH,60,177,0.97,highrate
OTH,60,87,0.98,highrate
S3,377,812,0,highrate
S3,374,134,0,highrate
S3,386,142,0,highrate
OTH,60,129,0.97,highrate
RSTO,446,844,0,highrate
S3,377,420,0,highrate
S3,374,130,0,highrate
S3,377,574,0,highrate
S3,377,449,0,highrate
RSTO,446,396,0,highrate
S3,374,156,0,highrate
S3,377,975,0,highrate
S3,377,386,0,highrate
S3,374,44,0,highrate
OTH,60,69,0.52,highrate
OTH,66,85,0,highrate
OTH,60,179,0.97,highrate
OTH,66,56,0,highrate
S3,377,623,0,highrate
S3,374,197,0,highrate
OTH,60,179,0.97,highrate
RSTO,446,329,0,highrate
S3,374,248,0,highrate
OTH,60,142,0.97,highrate
OTH,66,19,0,highrate
OTH,60,80,0.96,highrate
OTH,60,177,0.97,highrate
OTH,60,22,0.96,highrate
OTH,60,105,0.97,highrate
OTH,60,178,0.97,highrate
S3,377,722,0,highrate
S3,374,145,0,highrate
S3,374,38,0,highrate
OTH,60,179,0.97,highrate
S3,374,72,0,highrate
S3,374,145,0,highrate
OTH,60,180,0.97,highrate
S3,374,144,0,highrate
S3,374,81,0,highrate
S3,377,520,0,highrate
S3,374,95,0,highrate
OTH,60,140,0.97,highrate
RSTO,446,404,0,highrate
RSTO,446,846,0,highrate
S3,377,676,0,highrate
S3,374,150,0,highrate
S3,377,961,0,highrate
S3,380,141,0,highrate
S3,374,10,0,highrate
OTH,66,309,0,highrate
S3,374,39,0,highrate
RSTO,446,332,0,highrate
OTH,60,179,0.97,highrate
S3,374,138,0,highrate
OTH,60,136,0.97,highrate
S3,374,155,0,highrate
S3,374,196,0,highrate
S3,377,572,0,highrate
OTH,60,107,0.97,highrate
RSTO,446,346,0,highrate
S3,374,135,0,highrate
S3,374,72,0,highrate
S1,248,215,0,highrate
S3,374,131,0,highrate
S3,374,138,0,highrate
S3,374,104,0,highrate
S3,374,146,0,highrate
OTH,60,177,0.97,highrate
S3,374,396,0,highrate
S3,374,135,0,highrate
RSTO,446,502,0,highrate
OTH,60,31,0.97,highrate
S3,374,97,0,highrate
OTH,60,28,0.97,highrate
S3,377,966,0,highrate
S3,374,120,0,highrate
OTH,66,224,0,highrate
S3,374,31,0,highrate
S3,374,374,0,highrate
S3,374,154,0,highrate
OTH,66,254,0,highrate
RSTO,446,367,0,highrate
OTH,60,177,0.97,highrate
S3,380,930,0,highrate
RSTO,446,639,0,highrate
OTH,60,128,0.97,highrate
S3,374,150,0,highrate
S3,377,316,0,highrate
RSTO,446,431,0,highrate
S3,374,92,0,highrate
OTH,60,179,0.97,highrate
OTH,60,176,0.97,highrate
S1,248,186,0,highrate
OTH,60,147,0.97,highrate
OTH,60,56,0.1,highrate
S3,374,164,0,highrate
S3,374,140,0,highrate
OTH,60,63,0.35,highrate
OTH,60,4,0.8,highrate
OTH,60,179,0.97,highrate
OTH,60,138,0.97,highrate
RSTO,446,847,0,highrate
S3,374,253,0,highrate
S3,377,947,0,highrate
S3,374,184,0,highrate
S3,374,113,0,highrate
OTH,66,84,0,highrate
OTH,66,16,0.01,highrate
OTH,60,90,0.98,highrate
OTH,66,87,0.02,highrate
S1,248,181,0,highrate
S3,374,163,0,highrate
S1,242,159,0,highrate
OTH,60,0,0,highrate
S3,377,1030,0,highrate
OTH,60,113,0.97,highrate
S3,377,553,0,highrate
OTH,66,10,0,highrate
S1,248,160,0,highrate
RSTO,446,482,0,highrate
S3,392,774,0,highrate
S3,374,145,0,highrate
S3,374,64,0,highrate
OTH,60,135,0.97,highrate
OTH,60,108,0.97,highrate
S1,248,206,0,highrate
OTH,60,142,0.97,highrate
RSTO,446,432,0,highrate
S3,374,119,0,highrate
S3,374,102,0,highrate
S3,374,133,0,highrate
S3,377,640,0,highrate
OTH,60,177,0.97,highrate
S3,374,153,0,highrate
RSTO,446,438,0,highrate
S3,374,149,0,highrate
OTH,60,125,0.97,highrate
S3,374,12,0,highrate
OTH,60,125,0.97,highrate
OTH,66,296,0,highrate
S3,374,153,0,highrate
S3,374,14,0,highrate
S3,374,117,0,highrate
S3,374,442,0,highrate
OTH,60,177,0.97,highrate
OTH,60,139,0.94,highrate
S3,380,144,0,highrate
S3,374,271,0,highrate
S3,392,775,0,highrate
OTH,66,166,0,highrate
S3,377,335,0,highrate
S3,374,121,0,highrate
OTH,66,260,0,highrate
OTH,60,163,0.97,highrate
S3,377,865,0,highrate
OTH,66,155,0,highrate
S3,374,113,0,highrate
OTH,60,109,0.97,highrate
S3,374,61,0,highrate
S3,377,844,0,highrate
OTH,60,119,0.97,highrate
S3,374,156,0,highrate
OTH,66,14,0.03,highrate
OTH,60,117,0.97,highrate
OTH,60,36,0.97,highrate
S3,374,132,0,highrate
OTH,60,114,0.97,highrate
OTH,60,143,0.97,highrate
OTH,60,138,0.97,highrate
OTH,60,174,0.97,highrate
OTH,60,163,0.97,highrate
S3,374,142,0,highrate
S3,374,159,0,highrate
S3,377,840,0,highrate
RSTO,446,354,0,highrate
S3,377,632,0,highrate
OTH,60,109,0.97,highrate
OTH,66,258,0,highrate
OTH,60,180,0.97,highrate
S3,374,147,0,highrate
S3,380,919,0,highrate
S3,377,787,0,highrate
OTH,66,40,0,highrate
S3,380,144,0,highrate
S3,374,279,0,highrate
RSTO,446,381,0,highrate
S3,374,126,0,highrate
OTH,60,131,0.97,highrate
OTH,66,71,0,highrate
OTH,60,58,0.96,highrate
OTH,60,64,0.35,highrate
S3,374,363,0,highrate
S3,374,149,0,highrate
S3,377,803,0,highrate
OTH,60,73,0.86,highrate
OTH,60,177,0.97,highrate
S3,374,169,0,highrate
S3,377,403,0,highrate
OTH,60,14,0.93,highrate
OTH,60,109,0.97,highrate
S3,377,769,0,highrate
S3,377,387,0,highrate
S3,374,145,0,highrate
S3,377,488,0,highrate
S3,374,144,0,highrate
S3,377,339,0,highrate
S3,380,163,0,highrate
S3,377,601,0,highrate
OTH,60,141,0.97,highrate
OTH,60,141,0.97,highrate
OTH,60,129,0.97,highrate
S3,380,851,0,highrate
S3,374,355,0,highrate
OTH,66,82,0,highrate
S3,377,454,0,highrate
S3,377,452,0,highrate
OTH,60,154,0.97,highrate
RSTO,446,361,0,highrate
S3,374,149,0,highrate
S1,248,203,0,highrate
S3,380,161,0,highrate
S3,374,215,0,highrate
S3,374,153,0,highrate
S3,374,147,0,highrate
S3,377,620,0,highrate
OTH,60,178,0.97,highrate
OTH,60,117,0.97,highrate
OTH,60,136,0.97,highrate
S3,374,161,0,highrate
OTH,60,167,0.97,highrate
OTH,66,16,0,highrate
RSTO,446,576,0,highrate
S3,377,905,0,highrate
OTH,60,140,0.95,highrate
S3,374,172,0,highrate
S3,374,105,0,highrate
S3,380,142,0,highrate
OTH,66,240,0,highrate
S3,374,5,0,highrate
OTH,60,112,0.97,highrate
S3,377,607,0,highrate
OTH,60,168,0.97,highrate
OTH,60,120,0.97,highrate
OTH,60,45,0.97,highrate
OTH,60,133,0.97,highrate
OTH,60,164,0.97,highrate
S3,374,169,0,highrate
S3,377,378,0,highrate
OTH,60,139,0.95,highrate
OTH,60,177,0.97,highrate
S3,377,410,0,highrate
S3,374,80,0,highrate
S3,464,112,0,highrate
OTH,66,162,0,highrate
S3,380,762,0,highrate
S3,377,999,0,highrate
OTH,60,143,0.97,highrate
S3,377,801,0,highrate
RSTO,446,791,0,highrate
OTH,78,20950,0.01,highrate
OTH,78,8863,0.01,highrate
OTH,78,6568,0.03,highrate
OTH,78,6911,0,highrate
OTH,78,11407,0.01,highrate
OTH,78,18150,0.04,highrate
OTH,78,5228,0.03,highrate
OTH,78,394,0.01,highrate
OTH,78,14256,0.03,highrate
OTH,66,111,0,highrate
OTH,78,5708,0.03,highrate
OTH,78,6509,0.03,highrate
OTH,78,8471,0.03,highrate
OTH,78,9916,0.01,highrate
OTH,78,27022,0.03,highrate
OTH,78,14593,0.01,highrate
OTH,78,23771,0,highrate
OTH,78,25340,0.01,highrate
OTH,78,2403,0,highrate
OTH,78,6470,0.03,highrate
OTH,78,9134,0.03,highrate
OTH,78,6471,0.03,highrate
OTH,78,9959,0.01,highrate
OTH,78,9864,0.01,highrate
OTH,78,8813,0.01,highrate
OTH,78,25793,0.02,highrate
OTH,78,11430,0,highrate
OTH,78,20398,0.01,highrate
OTH,78,7273,0.01,highrate
OTH,78,7472,0.01,highrate
S3,374,136,0,highrate
OTH,78,17781,0.01,highrate
OTH,78,25472,0,highrate
OTH,78,24945,0.03,highrate
OTH,78,6511,0,highrate
OTH,78,23649,0.03,highrate
OTH,78,10741,0.03,highrate
OTH,78,5526,0.03,highrate
OTH,78,10796,0.03,highrate
OTH,78,4745,0.06,highrate
OTH,78,5455,0,highrate
OTH,78,6218,0.03,highrate
OTH,78,11792,0.03,highrate
OTH,78,22007,0.03,highrate
OTH,78,10251,0.02,highrate
OTH,78,7598,0.04,highrate
OTH,78,8341,0.05,highrate
OTH,78,8711,0.01,highrate
OTH,78,15823,0.03,highrate
OTH,78,17649,0.03,highrate
OTH,78,25696,0.01,highrate
OTH,78,20546,0,highrate
OTH,78,24436,0.02,highrate
OTH,78,8491,0.02,highrate
OTH,78,7817,0.08,highrate
OTH,78,596,0.04,highrate
OTH,78,20562,0.03,highrate
OTH,78,19939,0.01,highrate
OTH,78,10676,0.01,highrate
OTH,78,5342,0.02,highrate
OTH,78,5589,0.03,highrate
OTH,78,20386,0.01,highrate
OTH,78,10663,0.01,highrate
OTH,78,11711,0,highrate
S3,386,203,0,highrate
OTH,78,2240,0.01,highrate
OTH,78,11791,0.04,highrate
OTH,78,11566,0.01,highrate
OTH,78,10602,0.01,highrate
OTH,78,20611,0.01,highrate
OTH,78,16012,0.03,highrate
OTH,78,10080,0.04,highrate
OTH,78,8791,0.03,highrate
OTH,78,26749,0.03,highrate
OTH,78,18382,0.04,highrate
OTH,78,8270,0.01,highrate
OTH,78,9657,0.01,highrate
OTH,78,10572,0.02,highrate
S3,374,144,0,highrate
OTH,78,8155,0.01,highrate
OTH,78,5369,0,highrate
OTH,78,22276,0,highrate
OTH,78,4756,0.02,highrate
OTH,78,9928,0.03,highrate
OTH,78,9908,0.03,highrate
OTH,78,23269,0,highrate
OTH,78,6461,0,highrate
OTH,78,10502,0.03,highrate
OTH,78,2978,0.03,highrate
OTH,78,11955,0.04,highrate
OTH,78,20547,0.01,highrate
OTH,78,8350,0.05,highrate
OTH,78,21048,0.01,highrate
OTH,78,4583,0.03,highrate
OTH,78,23440,0.03,highrate
OTH,78,27012,0,highrate
OTH,78,20396,0.01,highrate
OTH,78,5933,0.03,highrate
OTH,78,20391,0.03,highrate
OTH,78,4687,0.03,highrate
S3,374,176,0,highrate
OTH,78,12834,0.01,highrate
OTH,78,20634,0,highrate
S3,374,150,0,highrate
OTH,78,15649,0.01,highrate
OTH,78,11737,0.01,highrate
OTH,78,9887,0.01,highrate
OTH,78,22704,0.03,highrate
OTH,78,20645,0.03,highrate
OTH,78,17624,0.03,highrate
OTH,78,22939,0.01,highrate
OTH,78,20639,0.03,highrate
OTH,78,6591,0.03,highrate
OTH,78,17958,0.03,highrate
OTH,78,18972,0.01,highrate
S3,377,587,0,highrate
OTH,78,7904,0.01,highrate
OTH,78,9863,0,highrate
OTH,78,22422,0.01,highrate
OTH,78,13047,0.04,highrate
OTH,78,9950,0.01,highrate
OTH,78,24049,0.01,highrate
OTH,78,9295,0.01,highrate
OTH,78,6390,0.03,highrate
OTH,78,11082,0,highrate
OTH,78,6553,0.03,highrate
OTH,78,5511,0.03,highrate
OTH,78,5590,0.01,highrate
S3,374,289,0,highrate
OTH,78,20692,0.01,highrate
OTH,78,6533,0,highrate
OTH,78,4889,0.04,highrate
OTH,78,15491,0.02,highrate
OTH,78,8320,0.04,highrate
OTH,78,10603,0.02,highrate
OTH,78,16196,0.03,highrate
OTH,78,15309,0.03,highrate
OTH,78,22160,0,highrate
OTH,78,11035,0.03,highrate
OTH,78,23441,0.01,highrate
OTH,78,18225,0.04,highrate
OTH,78,19029,0.01,highrate
OTH,78,10611,0,highrate
OTH,78,11071,0.03,highrate
OTH,78,6569,0,highrate
OTH,78,7700,0,highrate
OTH,78,11165,0.03,highrate
OTH,78,6296,0.01,highrate
OTH,78,6085,0.03,highrate
OTH,78,6822,0.03,highrate
OTH,78,25545,0.03,highrate
OTH,78,14274,0.03,highrate
OTH,78,18008,0.01,highrate
OTH,78,9991,0.03,highrate
S3,374,113,0,highrate
OTH,78,4660,0,highrate
OTH,78,20718,0.01,highrate
OTH,78,8229,0.02,highrate
OTH,78,9591,0,highrate
OTH,78,4678,0.03,highrate
OTH,78,17495,0.04,highrate
OTH,78,8403,0.03,highrate
OTH,78,11448,0,highrate
OTH,78,7546,0.01,highrate
OTH,78,8288,0.02,highrate
OTH,78,9885,0.01,highrate
OTH,78,10576,0,highrate
OTH,78,11716,0.03,highrate
OTH,78,26943,0.01,highrate
OTH,78,17598,0.03,highrate
OTH,78,11739,0.01,highrate
OTH,78,26090,0,highrate
OTH,78,23867,0.03,highrate
OTH,78,16050,0,highrate
OTH,78,15046,0.02,highrate
OTH,78,9001,0.01,highrate
OTH,78,5570,0.06,highrate
OTH,78,11754,0.03,highrate
OTH,78,10309,0.01,highrate
OTH,78,24837,0.03,highrate
OTH,78,20644,0,highrate
OTH,78,8534,0.03,highrate
OTH,78,9505,0.03,highrate
OTH,78,25447,0,highrate
OTH,78,5642,0.04,highrate
OTH,78,23573,0.03,highrate
OTH,78,3599,0,highrate
OTH,78,11771,0.01,highrate
OTH,78,6511,0.03,highrate
OTH,78,16387,0.03,highrate
OTH,60,20,0.95,highrate
OTH,78,17567,0.01,highrate
OTH,78,15347,0.01,highrate
OTH,78,8616,0.04,highrate
OTH,78,3319,0.03,highrate
OTH,78,23505,0.01,highrate
OTH,78,25831,0.01,highrate
OTH,78,11376,0.02,highrate
OTH,78,21058,0.03,highrate
OTH,78,3682,0.01,highrate
S3,374,151,0,highrate
OTH,78,11018,0,highrate
OTH,78,6519,0.03,highrate
OTH,78,7295,0.03,highrate
OTH,78,8024,0.04,highrate
OTH,78,693,0.01,highrate
OTH,78,10598,0.03,highrate
OTH,78,11375,0.01,highrate
S3,377,775,0,highrate
OTH,78,24834,0.03,highrate
OTH,162,7178,0.02,highrate
OTH,78,8035,0.06,highrate
OTH,78,5279,0.03,highrate
OTH,78,7191,0.03,highrate
OTH,78,10626,0.01,highrate
OTH,78,10763,0.01,highrate
OTH,78,9093,0,highrate
OTH,78,5524,0,highrate
OTH,78,16655,0.04,highrate
OTH,78,9958,0.06,highrate
OTH,78,20648,0.01,highrate
OTH,78,9051,0.01,highrate
OTH,78,8710,0.07,highrate
OTH,78,8814,0.07,highrate
OTH,78,26519,0.01,highrate
OTH,78,6466,0.04,highrate
OTH,78,11818,0.04,highrate
OTH,78,8889,0.04,highrate
OTH,78,14487,0.01,highrate
OTH,78,27025,0.03,highrate
OTH,78,12055,0.01,highrate
OTH,78,25252,0.03,highrate
OTH,78,7467,0.03,highrate
OTH,78,12057,0.04,highrate
OTH,78,943,0.01,highrate
OTH,78,8388,0.01,highrate
OTH,78,11880,0.06,highrate
OTH,78,10767,0.03,highrate
OTH,78,4654,0,highrate
OTH,78,15350,0,highrate
OTH,60,993,0,lowrate
RSTO,1024,102,0,lowrate
S1,370,258,0,lowrate
OTH,102,55,0,lowrate
OTH,60,1076,0.02,lowrate
OTH,105,150,0,lowrate
S1,370,436,0,lowrate
S1,370,153,0,lowrate
OTH,60,943,0,lowrate
S1,296,542,0,lowrate
S1,370,59,0,lowrate
S1,370,239,0,lowrate
OTH,60,806,0,lowrate
OTH,95,256,0,lowrate
S2,3725,263,0,lowrate
OTH,116,197,0,lowrate
S1,148,91,0,lowrate
S1,665,178,0,lowrate
OTH,66,414,0,lowrate
OTH,60,696,0.02,lowrate
S1,370,47,0,lowrate
S1,296,501,0,lowrate
RSTO,976,180,0,lowrate
OTH,60,872,0,lowrate
OTH,100,98,0,lowrate
S1,74,463,0,lowrate
OTH,80,172,0,lowrate
S1,400,101,0,lowrate
OTH,66,342,0,lowrate
RSTO,924,136,0,lowrate
S1,370,225,0,lowrate
OTH,80,238,0,lowrate
OTH,113,10,0,lowrate
S1,370,16,0,lowrate
OTH,96,162,0,lowrate
OTH,117,180,0,lowrate
RSTO,967,177,0,lowrate
OTH,60,638,0,lowrate
S1,370,448,0,lowrate
OTH,60,885,0,lowrate
S1,370,347,0,lowrate
OTH,60,946,0.02,lowrate
OTH,85,202,0,lowrate
OTH,108,51,0,lowrate
OTH,60,754,0,lowrate
S1,370,210,0,lowrate
OTH,66,525,0,lowrate
OTH,96,157,0,lowrate
S1,370,507,0,lowrate
OTH,90,18,0,lowrate
OTH,112,184,0,lowrate
S1,370,361,0,lowrate
OTH,87,206,0,lowrate
OTH,66,378,0,lowrate
S1,370,263,0,lowrate
OTH,122,49,0,lowrate
OTH,60,637,0.02,lowrate
