% isAttack normal:	1000
% isAttack attack:	1000
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-V-R2-4,8-10,16,18,21-22,27-weka.filters.unsupervised.attribute.Remove'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute serror_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {normal,attack}

@data
tcp,REJ,0,2,2,0,0,255,0.25,0.14,normal
tcp,SF,230,25,25,0,0,255,0.01,0.02,normal
tcp,SF,324,11,11,0,0,255,0.02,0.03,normal
tcp,SF,231,1,1,0,0,255,1,0.05,normal
tcp,SF,286,2,14,0,0.14,255,0,0,normal
tcp,SF,210,10,10,0,0,255,0.03,0.03,normal
tcp,SF,227,26,27,0,0.07,255,0,0,normal
tcp,SF,204,38,40,0,0.08,255,0,0,normal
tcp,SF,210,8,8,0,0,255,0.09,0.02,normal
tcp,SF,232,1,1,0,0,253,0,0,normal
tcp,SF,230,1,3,0,0.67,255,0.33,0.02,normal
tcp,SF,302,12,12,0,0,255,0.03,0.02,normal
tcp,SF,272,8,8,0,0,255,0.01,0.02,normal
tcp,SF,239,8,8,0,0,255,0,0.01,normal
tcp,SF,235,7,7,0,0,255,0.02,0.05,normal
tcp,SF,225,10,12,0,0.25,255,0.01,0.06,normal
tcp,SF,214,3,7,0,0.29,255,0.01,0.01,normal
tcp,REJ,0,1,2,0,1,206,1,0.19,normal
tcp,SF,206,55,55,0,0,255,0.02,0.03,normal
tcp,SF,299,26,44,0,0.07,255,0,0,normal
tcp,REJ,0,1,3,0,0.67,93,0.17,0.09,normal
tcp,SF,331,21,21,0,0,255,0.01,0.03,normal
tcp,SF,301,5,5,0,0,255,0.08,0.04,normal
tcp,S0,0,1,1,1,0,120,1,0.17,normal
tcp,SF,145,1,21,0,0.19,255,0.02,0.03,normal
tcp,SF,220,2,2,0,0,255,0.04,0.02,normal
tcp,SF,346,18,18,0,0,255,0.01,0.01,normal
tcp,SF,218,4,4,0,0,255,0.03,0.04,normal
tcp,SF,222,3,3,0,0,255,0.33,0.01,normal
tcp,SF,272,2,15,0,0.33,255,0.01,0.02,normal
tcp,SF,334,9,10,0,0.2,255,0,0.01,normal
tcp,REJ,0,1,1,0,0,255,0.02,0.12,normal
tcp,SF,286,31,31,0,0,255,0.01,0,normal
tcp,SF,233,1,2,0,1,255,0,0,normal
tcp,SF,215,28,28,0,0,68,0.01,0,normal
tcp,SF,200,11,17,0,0.12,255,0.02,0.02,normal
tcp,REJ,0,1,1,0,0,255,0.07,0.07,normal
tcp,SF,224,37,37,0,0,255,0,0,normal
tcp,REJ,0,1,1,0,0,52,0.02,0,normal
tcp,SF,299,2,4,0,0.75,248,0,0,normal
tcp,SF,239,1,1,0,0,255,0,0,normal
tcp,SF,234,16,24,0,0.21,255,0,0,normal
tcp,SF,227,4,4,0,0,255,0.08,0.04,normal
tcp,SF,187,2,2,0,0,255,0,0,normal
tcp,SF,296,18,34,0,0.12,255,0.01,0.01,normal
tcp,SF,306,6,6,0,0,201,0,0,normal
tcp,SF,320,13,13,0,0,255,0.01,0.02,normal
tcp,SF,209,12,12,0,0,255,0,0,normal
tcp,SF,149,1,2,0,1,255,0.5,0.01,normal
tcp,SF,317,7,7,0,0,255,0,0,normal
tcp,SF,306,28,28,0,0,255,0.01,0.02,normal
tcp,SF,210,10,31,0,0.19,255,0.03,0.04,normal
tcp,SF,246,1,1,0,0,255,1,0.07,normal
tcp,REJ,0,1,1,0,0,79,0.06,0.08,normal
tcp,SF,278,1,1,0,0,255,1,0.03,normal
tcp,SF,286,2,4,0,0.75,248,0.07,0.06,normal
tcp,SF,321,41,41,0,0,255,0.01,0.04,normal
tcp,REJ,0,1,1,0,0,91,1,0.27,normal
tcp,SF,258,21,21,0,0,255,0,0,normal
tcp,SF,252,34,34,0.09,0,237,0.01,0.05,normal
tcp,SF,276,1,10,0,0.3,255,0,0,normal
tcp,SF,178,1,5,0,0.4,255,0.05,0.08,normal
tcp,SF,231,12,18,0,0.11,255,0.02,0.05,normal
tcp,SF,224,6,6,0,0,255,0,0,normal
tcp,SF,196,1,2,0,1,255,0.5,0.07,normal
tcp,SF,226,2,7,0,0.57,255,0,0.02,normal
tcp,SF,329,25,25,0,0,255,0.02,0.02,normal
tcp,SF,207,4,5,0,0.4,255,0.1,0.07,normal
tcp,SF,284,3,33,0,0.06,176,0.01,0,normal
tcp,SF,292,13,14,0,0.14,255,0.01,0.04,normal
tcp,SF,280,3,4,0,0.5,255,0.33,0.05,normal
tcp,SF,226,4,4,0,0,255,0.01,0.04,normal
tcp,SF,328,2,2,0,0,255,0.05,0.07,normal
tcp,SF,318,35,35,0,0,255,0,0,normal
tcp,SF,280,4,4,0,0,255,0.01,0.01,normal
tcp,SF,282,20,40,0,0.1,255,0.02,0.03,normal
tcp,SF,193,1,8,0,0.25,255,0.01,0.05,normal
tcp,REJ,0,1,2,0,1,26,1,0.19,normal
tcp,SF,167,1,1,0,0,255,0.17,0.02,normal
tcp,SF,284,1,1,0,0,6,0.33,0.33,normal
tcp,SF,207,16,16,0,0,255,0.06,0.01,normal
tcp,SF,238,1,1,0,0,255,0.03,0.01,normal
tcp,SF,225,17,21,0,0.19,255,0,0,normal
tcp,SF,229,3,9,0,0.22,252,0,0,normal
tcp,SF,258,1,1,0,0,255,0.17,0.03,normal
tcp,SF,283,8,8,0,0,255,0.01,0,normal
tcp,SF,303,5,5,0,0,246,0,0,normal
tcp,SF,278,7,21,0,0.24,255,0,0,normal
tcp,SF,510,12,12,0,0,255,0,0,normal
tcp,SF,331,11,46,0,0.17,255,0,0,normal
tcp,REJ,0,1,1,0,0,226,0.33,0.16,normal
tcp,SF,251,30,31,0,0.06,255,0,0,normal
tcp,SF,219,4,4,0,0,255,0,0,normal
tcp,SF,248,18,28,0,0.11,255,0,0,normal
tcp,SF,259,16,16,0,0,198,0.01,0.06,normal
tcp,SF,284,5,5,0.2,0,255,0,0,normal
tcp,SF,220,1,16,0,0.12,255,0.01,0.05,normal
tcp,SF,286,8,8,0,0,255,0.12,0.04,normal
tcp,SF,307,2,2,0,0,72,0.01,0,normal
tcp,SF,300,14,14,0,0,255,0.01,0.04,normal
tcp,SF,300,2,2,0,0,241,0,0,normal
tcp,SF,247,10,11,0,0.18,255,0,0,normal
tcp,REJ,0,1,1,0,0,255,0.03,0.07,normal
tcp,SF,291,17,17,0,0,255,0,0,normal
tcp,SF,234,7,7,0,0,254,0,0,normal
tcp,SF,319,16,47,0,0.11,255,0.06,0.07,normal
tcp,SF,311,11,11,0,0,255,0.01,0.04,normal
tcp,SF,233,13,13,0,0,255,0,0,normal
tcp,SF,311,13,15,0,0.13,255,0.04,0.02,normal
tcp,SF,229,17,17,0,0,255,0.01,0.02,normal
tcp,SF,310,9,9,0,0,156,0.02,0.04,normal
tcp,SF,270,3,3,0,0,255,0.01,0.02,normal
tcp,SF,210,32,32,0,0,255,0.01,0,normal
tcp,SF,306,16,16,0,0,255,0.01,0.03,normal
tcp,SF,238,2,4,0,0.5,255,0.5,0.05,normal
tcp,SF,219,13,13,0,0,255,0,0,normal
tcp,SF,159,1,9,0,0.22,255,0.03,0.05,normal
tcp,SF,205,4,4,0,0,255,0.02,0.05,normal
tcp,SF,300,9,17,0,0.12,255,0.02,0.07,normal
tcp,REJ,0,1,4,0,0.5,130,1,0.27,normal
tcp,SF,373,10,10,0,0,255,0.01,0.01,normal
tcp,SF,299,6,6,0,0,250,0,0,normal
tcp,SF,178,1,1,0,0,255,0.02,0.02,normal
tcp,S2,209,1,1,1,0,255,0.14,0.04,normal
tcp,SF,202,2,2,0,0,255,0.01,0.04,normal
tcp,SF,251,6,11,0,0.27,255,0.03,0.01,normal
tcp,SF,188,1,1,0,0,231,0,0,normal
tcp,SF,2044,5,5,0,0,255,0.04,0.07,normal
tcp,SF,306,17,18,0,0.11,255,0,0,normal
tcp,SF,309,3,3,0,0,225,0,0,normal
tcp,SF,340,9,9,0,0,255,0.01,0.02,normal
tcp,SF,316,2,33,0,0.06,229,0,0,normal
tcp,S1,221,2,6,0.5,0.5,255,0.09,0.05,normal
tcp,SF,347,7,7,0,0,255,0,0,normal
tcp,SF,304,10,15,0,0.33,255,0,0,normal
tcp,SF,215,21,21,0,0,255,0.01,0.01,normal
tcp,SF,227,17,18,0,0.11,255,0.04,0.04,normal
tcp,SF,162,1,1,0,0,255,0.01,0.01,normal
tcp,SF,211,2,2,0,0,255,0.02,0.01,normal
tcp,SF,217,7,7,0,0,255,0.14,0.03,normal
tcp,SF,281,10,14,0,0.21,255,0.05,0.03,normal
tcp,SF,339,8,8,0,0,249,0,0,normal
tcp,SF,224,23,23,0,0,255,0.04,0.06,normal
tcp,SF,309,3,3,0,0,243,0,0,normal
tcp,SF,263,1,1,0,0,243,0,0,normal
tcp,SF,347,7,7,0,0,255,0.01,0.02,normal
tcp,SF,199,4,4,0.25,0,255,0,0.01,normal
tcp,SF,190,2,4,0,0.5,255,0.01,0.05,normal
tcp,SF,228,17,28,0,0.07,255,0,0,normal
tcp,SF,229,24,24,0,0,255,0.04,0.07,normal
tcp,SF,347,8,37,0,0.05,255,0,0,normal
tcp,S0,0,2,2,0.5,0,255,0.5,0.04,normal
tcp,SF,240,9,19,0,0.37,239,0,0,normal
tcp,SF,247,9,9,0,0,255,0,0,normal
tcp,REJ,0,6,6,0,0,191,0.06,0.21,normal
tcp,SF,312,10,12,0.1,0.17,255,0.04,0.03,normal
tcp,SF,290,9,9,0,0,255,0.01,0.05,normal
tcp,SF,224,4,4,0,0,255,0.25,0.03,normal
tcp,SF,273,3,3,0,0,255,0,0,normal
tcp,SF,301,25,28,0,0.11,255,0,0,normal
tcp,SF,229,8,28,0,0.07,255,0,0,normal
tcp,SF,215,9,9,0,0,255,0,0,normal
tcp,SF,330,5,5,0,0,255,0.01,0.02,normal
tcp,SF,244,1,1,0,0,255,0.01,0.03,normal
tcp,S0,0,1,8,1,0.38,255,0.25,0.04,normal
tcp,SF,315,5,16,0,0.19,255,0.02,0.03,normal
tcp,SF,243,27,27,0,0,255,0,0,normal
udp,OTH,60,141,141,0,0,30,0.97,0,attack
udp,OTH,60,65,65,0,0,26,0.96,0,attack
udp,OTH,60,131,131,0,0,33,0.97,0,attack
udp,OTH,60,112,112,0,0,33,0.97,0,attack
udp,OTH,60,153,153,0,0,33,0.97,0,attack
udp,OTH,60,137,137,0,0,11,0.92,0,attack
udp,OTH,60,64,64,0,0,26,0.96,0,attack
udp,OTH,60,42,42,0,0,34,0.97,0,attack
udp,OTH,60,141,141,0,0,31,0.97,0,attack
udp,OTH,60,32,32,0,0,29,0.97,0,attack
udp,OTH,60,24,24,0,0,24,0.96,0,attack
udp,OTH,60,143,143,0,0,33,0.97,0,attack
udp,OTH,60,114,114,0,0,33,0.97,0,attack
udp,OTH,60,151,151,0,0,33,0.97,0,attack
udp,OTH,60,54,54,0,0,23,0.96,0,attack
udp,OTH,60,49,49,0,0,21,0.95,0,attack
udp,OTH,60,146,146,0,0,33,0.97,0,attack
udp,OTH,60,117,117,0,0,34,0.97,0,attack
udp,OTH,60,110,110,0,0,34,0.97,0,attack
udp,OTH,60,108,108,0,0,33,0.97,0,attack
udp,OTH,60,142,142,0,0,33,0.97,0,attack
udp,OTH,60,142,142,0,0,33,0.97,0,attack
udp,OTH,60,133,133,0,0,33,0.97,0,attack
udp,OTH,60,110,110,0,0,33,0.97,0,attack
udp,OTH,60,8,8,0,0,8,0.89,0,attack
udp,OTH,60,142,142,0,0,33,0.97,0,attack
udp,OTH,60,79,79,0,0,41,0.98,0,attack
udp,OTH,60,125,125,0,0,33,0.97,0,attack
udp,OTH,60,125,125,0,0,33,0.97,0,attack
udp,OTH,60,154,154,0,0,33,0.97,0,attack
udp,OTH,60,107,107,0,0,34,0.97,0,attack
udp,OTH,60,106,106,0,0,33,0.97,0,attack
udp,OTH,60,98,98,0,0,41,0.98,0,attack
udp,OTH,60,114,114,0,0,33,0.97,0,attack
udp,OTH,60,109,109,0,0,34,0.97,0,attack
udp,OTH,60,93,93,0,0,42,0.98,0,attack
udp,OTH,60,138,138,0,0,11,0.92,0,attack
udp,OTH,60,131,131,0,0,33,0.97,0,attack
udp,OTH,60,148,148,0,0,33,0.97,0,attack
udp,OTH,60,108,108,0,0,33,0.97,0,attack
udp,OTH,60,142,142,0,0,33,0.97,0,attack
udp,OTH,60,13,13,0,0,13,0.93,0,attack
udp,OTH,60,113,113,0,0,33,0.97,0,attack
udp,OTH,60,109,109,0,0,33,0.97,0,attack
udp,OTH,60,141,141,0,0,22,0.96,0,attack
udp,OTH,60,102,102,0,0,40,0.98,0,attack
udp,OTH,60,138,138,0,0,33,0.97,0,attack
udp,OTH,60,166,166,0,0,33,0.97,0,attack
udp,OTH,60,10,10,0,0,10,0.91,0,attack
udp,OTH,60,138,138,0,0,13,0.93,0,attack
udp,OTH,60,87,87,0,0,42,0.98,0,attack
udp,OTH,60,87,87,0,0,42,0.98,0,attack
udp,OTH,60,104,104,0,0,40,0.98,0,attack
udp,OTH,60,117,117,0,0,33,0.97,0,attack
udp,OTH,60,86,86,0,0,43,0.98,0,attack
udp,OTH,60,86,86,0,0,41,0.98,0,attack
udp,OTH,60,91,91,0,0,42,0.98,0,attack
udp,OTH,60,137,137,0,0,33,0.97,0,attack
udp,OTH,60,82,82,0,0,42,0.98,0,attack
udp,OTH,60,108,108,0,0,38,0.97,0,attack
udp,OTH,60,109,109,0,0,33,0.97,0,attack
udp,OTH,60,136,136,0,0,33,0.97,0,attack
udp,OTH,60,121,121,0,0,33,0.97,0,attack
udp,OTH,60,44,44,0,0,33,0.97,0,attack
udp,OTH,60,153,153,0,0,33,0.97,0,attack
udp,OTH,60,71,71,0,0,29,0.97,0,attack
udp,OTH,60,145,145,0,0,33,0.97,0,attack
udp,OTH,60,76,76,0,0,32,0.97,0,attack
udp,OTH,60,114,114,0,0,33,0.97,0,attack
udp,OTH,60,114,114,0,0,33,0.97,0,attack
udp,OTH,60,110,110,0,0,37,0.97,0,attack
udp,OTH,60,81,81,0,0,37,0.97,0,attack
udp,OTH,60,143,143,0,0,30,0.97,0,attack
udp,OTH,60,141,141,0,0,28,0.97,0,attack
udp,OTH,60,117,117,0,0,33,0.97,0,attack
udp,OTH,60,145,145,0,0,33,0.97,0,attack
udp,OTH,60,142,142,0,0,33,0.97,0,attack
udp,OTH,60,141,141,0,0,32,0.97,0,attack
udp,OTH,60,70,70,0,0,28,0.97,0,attack
udp,OTH,60,86,86,0,0,42,0.98,0,attack
udp,OTH,60,117,117,0,0,36,0.97,0,attack
udp,OTH,60,110,110,0,0,33,0.97,0,attack
udp,OTH,60,107,107,0,0,34,0.97,0,attack
udp,OTH,60,128,128,0,0,33,0.97,0,attack
udp,OTH,60,145,145,0,0,33,0.97,0,attack
udp,OTH,60,131,131,0,0,33,0.97,0,attack
udp,OTH,60,110,110,0,0,33,0.97,0,attack
udp,OTH,60,137,137,0,0,33,0.97,0,attack
udp,OTH,60,112,112,0,0,33,0.97,0,attack
udp,OTH,60,145,145,0,0,33,0.97,0,attack
udp,OTH,60,160,160,0,0,33,0.97,0,attack
udp,OTH,60,138,138,0,0,33,0.97,0,attack
udp,OTH,60,153,153,0,0,33,0.97,0,attack
udp,OTH,60,104,104,0,0,34,0.97,0,attack
udp,OTH,60,113,113,0,0,34,0.97,0,attack
udp,OTH,60,124,124,0,0,33,0.97,0,attack
udp,OTH,60,85,85,0,0,41,0.98,0,attack
udp,OTH,60,131,131,0,0,33,0.97,0,attack
udp,OTH,60,142,142,0,0,33,0.97,0,attack
udp,OTH,60,117,117,0,0,33,0.97,0,attack
udp,OTH,60,87,87,0,0,40,0.98,0,attack
udp,OTH,60,155,155,0,0,33,0.97,0,attack
udp,OTH,60,17,17,0,0,17,0.94,0,attack
udp,OTH,60,141,141,0,0,24,0.96,0,attack
udp,OTH,60,112,112,0,0,33,0.97,0,attack
udp,OTH,60,141,141,0,0,33,0.97,0,attack
udp,OTH,60,109,109,0,0,38,0.97,0,attack
udp,OTH,60,83,83,0,0,42,0.98,0,attack
udp,OTH,60,138,138,0,0,14,0.93,0,attack
udp,OTH,60,88,88,0,0,40,0.98,0,attack
udp,OTH,60,114,114,0,0,37,0.97,0,attack
udp,OTH,60,75,75,0,0,31,0.97,0,attack
udp,OTH,60,109,109,0,0,33,0.97,0,attack
udp,OTH,60,112,112,0,0,33,0.97,0,attack
udp,OTH,60,57,57,0,0,24,0.96,0,attack
udp,OTH,60,138,138,0,0,21,0.95,0,attack
udp,OTH,60,128,128,0,0,33,0.97,0,attack
udp,OTH,60,101,101,0,0,34,0.97,0,attack
udp,OTH,60,138,138,0,0,33,0.97,0,attack
udp,OTH,60,137,137,0,0,33,0.97,0,attack
udp,OTH,60,53,53,0,0,23,0.96,0,attack
udp,OTH,60,107,107,0,0,33,0.97,0,attack
udp,OTH,60,153,153,0,0,33,0.97,0,attack
udp,OTH,60,62,62,0,0,25,0.96,0,attack
udp,OTH,60,85,85,0,0,42,0.98,0,attack
udp,OTH,60,127,127,0,0,33,0.97,0,attack
udp,OTH,60,132,132,0,0,33,0.97,0,attack
udp,OTH,60,160,160,0,0,33,0.97,0,attack
udp,OTH,60,160,160,0,0,33,0.97,0,attack
udp,OTH,60,89,89,0,0,41,0.98,0,attack
udp,OTH,60,163,163,0,0,33,0.97,0,attack
udp,OTH,60,107,107,0,0,33,0.97,0,attack
udp,OTH,60,108,108,0,0,33,0.97,0,attack
udp,OTH,60,80,80,0,0,36,0.97,0,attack
udp,OTH,60,131,131,0,0,33,0.97,0,attack
udp,OTH,60,108,108,0,0,34,0.97,0,attack
udp,OTH,60,101,101,0,0,34,0.97,0,attack
udp,OTH,60,117,117,0,0,33,0.97,0,attack
udp,OTH,60,11,11,0,0,11,0.92,0,attack
udp,OTH,60,135,135,0,0,33,0.97,0,attack
udp,OTH,60,25,25,0,0,25,0.96,0,attack
udp,OTH,60,114,114,0,0,33,0.97,0,attack
udp,OTH,60,109,109,0,0,33,0.97,0,attack
udp,OTH,60,102,102,0,0,34,0.97,0,attack
udp,OTH,60,87,87,0,0,42,0.98,0,attack
udp,OTH,60,121,121,0,0,33,0.97,0,attack
udp,OTH,60,95,95,0,0,42,0.98,0,attack
udp,OTH,60,141,141,0,0,24,0.96,0,attack
udp,OTH,60,147,147,0,0,33,0.97,0,attack
udp,OTH,60,74,74,0,0,30,0.97,0,attack
udp,OTH,60,142,142,0,0,33,0.97,0,attack
udp,OTH,60,50,50,0,0,22,0.96,0,attack
udp,OTH,60,141,141,0,0,24,0.96,0,attack
udp,OTH,60,130,130,0,0,33,0.97,0,attack
udp,OTH,60,56,56,0,0,24,0.96,0,attack
udp,OTH,60,160,160,0,0,33,0.97,0,attack
udp,OTH,60,105,105,0,0,33,0.97,0,attack
udp,OTH,60,117,117,0,0,33,0.97,0,attack
udp,OTH,60,98,98,0,0,42,0.98,0,attack
udp,OTH,60,109,109,0,0,33,0.97,0,attack
udp,OTH,60,117,117,0,0,33,0.97,0,attack
udp,OTH,60,113,113,0,0,38,0.97,0,attack
udp,OTH,60,110,110,0,0,34,0.97,0,attack
udp,OTH,60,153,153,0,0,33,0.97,0,attack
udp,OTH,60,104,104,0,0,34,0.97,0,attack
udp,OTH,60,100,100,0,0,40,0.98,0,attack
udp,OTH,60,112,112,0,0,38,0.97,0,attack
udp,OTH,60,89,89,0,0,41,0.98,0,attack
udp,OTH,60,107,107,0,0,33,0.97,0,attack
udp,OTH,60,111,111,0,0,33,0.97,0,attack
udp,OTH,60,111,111,0,0,38,0.97,0,attack
udp,OTH,60,51,51,0,0,23,0.96,0,attack
udp,OTH,60,122,122,0,0,33,0.97,0,attack
udp,OTH,60,125,125,0,0,33,0.97,0,attack
udp,OTH,60,104,104,0,0,33,0.97,0,attack
udp,OTH,60,160,160,0,0,33,0.97,0,attack
udp,OTH,60,19,19,0,0,19,0.95,0,attack
udp,OTH,60,122,122,0,0,33,0.97,0,attack
udp,OTH,60,110,110,0,0,33,0.97,0,attack
udp,OTH,60,110,110,0,0,40,0.98,0,attack
udp,OTH,60,94,94,0,0,42,0.98,0,attack
udp,OTH,60,161,161,0,0,33,0.97,0,attack
udp,OTH,60,138,138,0,0,33,0.97,0,attack
udp,OTH,60,111,111,0,0,33,0.97,0,attack
udp,OTH,60,105,105,0,0,39,0.97,0,attack
udp,OTH,60,88,88,0,0,41,0.98,0,attack
udp,OTH,60,142,142,0,0,33,0.97,0,attack
udp,OTH,60,110,110,0,0,33,0.97,0,attack
udp,OTH,60,67,67,0,0,27,0.96,0,attack
udp,OTH,60,133,133,0,0,33,0.97,0,attack
udp,OTH,60,141,141,0,0,23,0.96,0,attack
udp,OTH,60,116,116,0,0,33,0.97,0,attack
udp,OTH,60,59,59,0,0,25,0.96,0,attack
udp,OTH,60,105,105,0,0,34,0.97,0,attack
udp,OTH,60,81,81,0,0,42,0.98,0,attack
udp,OTH,60,142,142,0,0,33,0.97,0,attack
udp,OTH,60,141,141,0,0,29,0.97,0,attack
udp,OTH,60,102,102,0,0,33,0.97,0,attack
udp,OTH,60,94,94,0,0,42,0.98,0,attack
udp,OTH,60,115,115,0,0,33,0.97,0,attack
udp,OTH,60,9,9,0,0,9,0.9,0,attack
udp,OTH,60,107,107,0,0,33,0.97,0,attack
udp,OTH,60,110,110,0,0,33,0.97,0,attack
udp,OTH,60,158,158,0,0,33,0.97,0,attack
udp,OTH,60,87,87,0,0,42,0.98,0,attack
udp,OTH,60,142,142,0,0,33,0.97,0,attack
udp,OTH,60,22,22,0,0,22,0.96,0,attack
udp,OTH,60,105,105,0,0,34,0.97,0,attack
udp,OTH,60,107,107,0,0,34,0.97,0,attack
tcp,S3,374,72,72,1,0,98,0,0,attack
tcp,S1,248,215,215,1,0,100,0,0,attack
tcp,S3,374,131,131,1,0,100,0,0,attack
tcp,S3,374,138,138,1,0,100,0,0,attack
tcp,S3,374,104,104,0.04,0,71,0,0,attack
tcp,S3,374,146,146,1,0,100,0,0,attack
tcp,OTH,60,177,177,0,0,33,0.97,0,attack
tcp,S3,374,396,396,1,0,100,0,0,attack
tcp,S3,374,135,135,1,0,100,0,0,attack
tcp,RSTO,446,502,502,0,0,100,0,0,attack
udp,OTH,60,31,31,0,0,28,0.97,0,attack
tcp,S3,374,97,97,1,0,100,0,0,attack
tcp,OTH,60,28,28,0,0,28,0.97,0,attack
tcp,S3,377,966,806,0.69,0.18,100,0,0,attack
tcp,S3,374,120,120,1,0,100,0,0,attack
tcp,OTH,66,224,224,0,0,98,0,0,attack
tcp,S3,374,31,31,1,0,31,0,0,attack
tcp,S3,374,374,374,1,0,100,0,0,attack
tcp,S3,374,154,154,1,0,100,0,0,attack
tcp,OTH,66,254,254,0,0,98,0,0,attack
tcp,RSTO,446,367,367,0,0,100,0,0,attack
tcp,OTH,60,177,177,0,0,33,0.97,0,attack
tcp,S3,380,930,930,0.08,0,100,0,0,attack
tcp,RSTO,446,639,639,0,0,100,0,0,attack
tcp,OTH,60,128,166,0,0.23,33,0.97,0,attack
tcp,S3,374,150,150,1,0,100,0,0,attack
tcp,S3,377,316,156,0.04,0.92,41,0,0.71,attack
tcp,RSTO,446,431,431,0,0,100,0,0,attack
tcp,S3,374,92,92,1,0,92,0,0,attack
tcp,OTH,60,179,179,0,0,33,0.97,0,attack
tcp,OTH,60,176,176,0,0,33,0.97,0,attack
tcp,S1,248,186,186,1,0,100,0,0,attack
tcp,OTH,60,147,147,0,0,31,0.97,0,attack
tcp,OTH,60,56,94,0,0.4,41,0.1,0.9,attack
tcp,S3,374,164,164,1,0,100,0,0,attack
tcp,S3,374,140,140,1,0,100,0,0,attack
tcp,OTH,60,63,101,0,0.38,30,0.35,0.63,attack
udp,OTH,60,4,4,0,0,4,0.8,0,attack
tcp,OTH,60,179,179,0,0,33,0.97,0,attack
udp,OTH,60,138,138,0,0,33,0.97,0,attack
tcp,RSTO,446,847,847,0,0,100,0,0,attack
tcp,S3,374,253,253,1,0,100,0,0,attack
tcp,S3,377,947,787,0.68,0.18,100,0,0,attack
tcp,S3,374,184,184,0.46,0,100,0,0,attack
tcp,S3,374,113,113,1,0,100,0,0,attack
tcp,OTH,66,84,84,0,0,96,0,0,attack
tcp,OTH,66,16,16,0,0,72,0.01,0,attack
udp,OTH,60,90,90,0,0,41,0.98,0,attack
tcp,OTH,66,87,87,0,0,59,0.02,0,attack
tcp,S1,248,181,181,1,0,100,0,0,attack
tcp,S3,374,163,163,1,0,100,0,0,attack
tcp,S1,242,159,159,1,0,100,0,0,attack
tcp,OTH,60,0,0,0,0,0,0,0,attack
tcp,S3,377,1030,871,0.71,0.16,100,0,0,attack
udp,OTH,60,113,113,0,0,34,0.97,0,attack
tcp,S3,377,553,393,0.45,0.37,100,0,0,attack
tcp,OTH,66,10,10,0,0,10,0,0,attack
tcp,S1,248,160,160,1,0,100,0,0,attack
tcp,RSTO,446,482,482,0,0,100,0,0,attack
tcp,S3,392,774,774,0.25,0,100,0,0,attack
tcp,S3,374,145,145,1,0,100,0,0,attack
tcp,S3,374,64,64,1,0,64,0,0,attack
tcp,OTH,60,135,135,0,0,32,0.97,0,attack
udp,OTH,60,108,108,0,0,34,0.97,0,attack
tcp,S1,248,206,206,1,0,100,0,0,attack
tcp,OTH,60,142,142,0,0,31,0.97,0,attack
tcp,RSTO,446,432,432,0,0,100,0,0,attack
tcp,S3,374,119,119,1,0,100,0,0,attack
tcp,S3,374,102,102,1,0,100,0,0,attack
tcp,S3,374,133,133,1,0,100,0,0,attack
tcp,S3,377,640,480,0.53,0.3,100,0,0,attack
tcp,OTH,60,177,177,0,0,33,0.97,0,attack
tcp,S3,374,153,153,1,0,100,0,0,attack
tcp,RSTO,446,438,438,0,0,100,0,0,attack
tcp,S3,374,149,149,1,0,100,0,0,attack
udp,OTH,60,125,125,0,0,33,0.97,0,attack
tcp,S3,374,12,12,1,0,98,0,0,attack
udp,OTH,60,125,125,0,0,33,0.97,0,attack
tcp,OTH,66,296,296,0,0,100,0,0,attack
tcp,S3,374,153,153,0.35,0,100,0,0,attack
tcp,S3,374,14,14,1,0,14,0,0,attack
tcp,S3,374,117,117,1,0,100,0,0,attack
tcp,S3,374,442,442,1,0,100,0,0,attack
tcp,OTH,60,177,177,0,0,33,0.97,0,attack
udp,OTH,60,139,139,0,0,17,0.94,0,attack
tcp,S3,380,144,144,1,0,100,0,0,attack
tcp,S3,374,271,271,1,0,100,0,0,attack
tcp,S3,392,775,775,0.25,0,100,0,0,attack
tcp,OTH,66,166,166,0,0,100,0,0,attack
tcp,S3,377,335,175,0.09,0.82,54,0,0.43,attack
tcp,S3,374,121,121,1,0,100,0,0,attack
tcp,OTH,66,260,260,0,0,98,0,0,attack
tcp,OTH,60,163,163,0,0,33,0.97,0,attack
tcp,S3,377,865,705,0.65,0.2,100,0,0,attack
tcp,OTH,66,155,155,0,0,100,0,0,attack
tcp,S3,374,113,113,1,0,100,0,0,attack
udp,OTH,60,109,109,0,0,34,0.97,0,attack
tcp,S3,374,61,61,1,0,61,0,0,attack
tcp,S3,377,844,684,0.64,0.21,99,0,0,attack
udp,OTH,60,119,119,0,0,34,0.97,0,attack
tcp,S3,374,156,156,1,0,100,0,0,attack
