% isAttack normal:	1000
% isAttack attack:	1000
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:attack, udpFlood:attack, httpFlood:attack, slowBody:attack, slowHeaders:attack, slowRead:attack-weka.filters.unsupervised.attribute.Remove-V-R2-4,8-10,16,18,21-22,27-weka.filters.unsupervised.attribute.Remove'

@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute serror_rate numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {normal,attack}

@data
tcp,OTH,146,5840,5840,0,0,55,0,0,normal
tcp,OTH,66,2838,2838,0,0,45,0,0,normal
tcp,SF,946,2404,2404,0,0,99,0,0,normal
tcp,OTH,66,4689,4689,0,0,31,0.12,0,normal
tcp,OTH,66,3900,3900,0,0,80,0,0,normal
tcp,OTH,66,3302,3302,0,0,60,0.1,0,normal
tcp,SF,946,3157,3157,0,0,100,0,0,normal
tcp,OTH,66,3042,3042,0,0,48,0.12,0,normal
tcp,OTH,66,4468,4468,0,0,54,0.07,0,normal
tcp,SF,946,1455,1455,0,0,100,0,0,normal
tcp,OTH,78,3524,3524,0,0,66,0,0,normal
tcp,OTH,66,2693,2693,0,0,56,0,0,normal
tcp,SF,946,1836,1836,0,0,100,0,0,normal
tcp,SF,946,2246,2246,0,0,100,0,0,normal
tcp,SF,946,709,709,0,0,100,0,0,normal
tcp,OTH,146,2856,2856,0,0,74,0.01,0,normal
tcp,S3,946,3628,3628,0.5,0,100,0,0,normal
tcp,SF,946,1127,1127,0,0,100,0,0,normal
tcp,SF,946,2041,2041,0,0,100,0,0,normal
tcp,SF,946,3316,3316,0,0,100,0,0,normal
tcp,SF,946,2154,2154,0,0,98,0,0,normal
tcp,S2,352,2516,2516,0.34,0,100,0,0,normal
tcp,OTH,66,2092,2092,0,0,50,0.04,0,normal
tcp,SF,946,1087,1087,0,0,100,0,0,normal
tcp,SF,946,2528,2528,0,0,100,0,0,normal
tcp,SF,880,2565,2565,0,0,100,0,0,normal
tcp,SF,946,1856,1856,0,0,100,0,0,normal
tcp,SF,946,1893,1893,0,0,92,0,0,normal
tcp,SF,880,2341,2341,0,0,100,0,0,normal
tcp,OTH,66,3197,3197,0,0,62,0.05,0,normal
tcp,SF,946,3875,3875,0,0,100,0,0,normal
tcp,OTH,66,5764,5764,0,0,45,0.17,0,normal
tcp,SF,946,2263,2263,0,0,100,0,0,normal
tcp,OTH,66,2986,2986,0,0,53,0.07,0,normal
tcp,SF,946,2846,2846,0,0,77,0,0,normal
tcp,OTH,66,5961,5961,0,0,45,0.04,0,normal
tcp,SF,946,2541,2541,0,0,100,0,0,normal
tcp,OTH,66,3024,3024,0,0,19,0,0,normal
tcp,SF,946,1893,1893,0,0,50,0,0,normal
tcp,SF,946,3341,3341,0,0,100,0,0,normal
tcp,OTH,146,3579,3579,0,0,67,0.01,0,normal
tcp,OTH,78,2456,2456,0,0,86,0.01,0,normal
tcp,SF,946,3905,3905,0,0,100,0,0,normal
tcp,SF,946,1992,1992,0,0,100,0,0,normal
tcp,SF,946,2224,2224,0,0,100,0,0,normal
tcp,SF,946,1873,1873,0,0,100,0,0,normal
tcp,OTH,66,3515,3515,0,0,46,0.09,0,normal
tcp,OTH,66,3639,3639,0,0,85,0,0,normal
tcp,OTH,66,5435,5435,0,0,98,0.07,0,normal
tcp,SF,880,3854,3854,0,0,75,0,0,normal
tcp,SF,880,4472,4472,0,0,55,0,0,normal
tcp,OTH,66,2947,2947,0,0,48,0,0,normal
tcp,SF,946,3081,3081,0,0,90,0,0,normal
tcp,SF,946,797,797,0,0,100,0,0,normal
tcp,SF,946,2057,2057,0,0,86,0,0,normal
tcp,OTH,66,3936,3936,0,0,68,0.12,0,normal
tcp,OTH,66,4908,4908,0,0,61,0.13,0,normal
tcp,SF,880,1462,1462,0,0,100,0,0,normal
tcp,SF,1024,351,351,0,0,100,0,0,normal
tcp,SF,946,1971,1971,0,0,100,0,0,normal
tcp,OTH,66,1452,1452,0,0,52,0,0,normal
tcp,OTH,66,3258,3258,0,0,31,0.19,0,normal
tcp,SF,946,1848,1848,0,0,100,0,0,normal
tcp,OTH,66,3113,3113,0,0,37,0.16,0,normal
tcp,OTH,66,2881,2881,0,0,25,0.27,0,normal
tcp,OTH,66,3082,3082,0,0,33,0.15,0,normal
tcp,OTH,66,2780,2780,0,0,44,0.09,0,normal
tcp,SF,946,1189,1189,0,0,100,0,0,normal
tcp,S3,748,2951,2951,0.43,0,100,0,0,normal
tcp,OTH,66,3218,3218,0,0,41,0.14,0,normal
tcp,SF,946,1991,1991,0,0,100,0,0,normal
tcp,SF,946,2389,2389,0,0,100,0,0,normal
tcp,OTH,66,5043,5043,0,0,45,0.02,0,normal
tcp,RSTR,364,1896,1896,0.13,0,100,0,0,normal
tcp,OTH,78,3005,3005,0,0,73,0.01,0,normal
tcp,OTH,66,3814,3814,0,0,41,0.02,0,normal
tcp,OTH,66,3536,3536,0,0,35,0,0,normal
tcp,S1,286,2348,2348,0.29,0,100,0,0,normal
tcp,SF,946,2104,2104,0,0,100,0,0,normal
tcp,SF,946,2118,2118,0,0,100,0,0,normal
tcp,OTH,66,2767,2767,0,0,42,0.19,0,normal
tcp,SF,946,3883,3883,0,0,100,0,0,normal
tcp,OTH,66,3262,3262,0,0,47,0.17,0,normal
tcp,SF,946,3006,3006,0,0,74,0,0,normal
tcp,SF,946,1944,1944,0,0,100,0,0,normal
tcp,OTH,66,3140,3140,0,0,49,0.18,0,normal
tcp,SF,946,3890,3890,0,0,100,0,0,normal
tcp,SF,946,3387,3387,0,0,100,0,0,normal
tcp,SF,946,3859,3859,0,0,100,0,0,normal
tcp,OTH,66,4954,4954,0,0,57,0,0,normal
tcp,OTH,66,2433,2433,0,0,39,0.1,0,normal
tcp,OTH,66,3349,3349,0,0,53,0.13,0,normal
tcp,S3,946,2191,2191,0.24,0,100,0,0,normal
tcp,S3,958,3094,3094,0.44,0,100,0,0,normal
tcp,SF,946,2276,2276,0,0,100,0,0,normal
tcp,S3,946,1969,1969,0.15,0,100,0,0,normal
tcp,SF,946,2082,2082,0,0,100,0,0,normal
tcp,OTH,66,2855,2855,0,0,50,0.06,0,normal
tcp,SF,946,2126,2126,0,0,100,0,0,normal
tcp,OTH,66,5272,5272,0,0,92,0.06,0,normal
tcp,SF,1120,2265,2265,0,0,100,0,0,normal
tcp,SF,946,3170,3170,0,0,100,0,0,normal
tcp,OTH,66,3542,3542,0,0,48,0.02,0,normal
tcp,OTH,66,4848,4848,0,0,48,0.06,0,normal
tcp,OTH,66,3518,3518,0,0,46,0.15,0,normal
tcp,SF,946,2274,2274,0,0,100,0,0,normal
tcp,SF,946,2761,2761,0,0,52,0,0,normal
tcp,SF,1020,2049,2049,0,0,100,0,0,normal
tcp,SF,946,1983,1983,0,0,100,0,0,normal
tcp,OTH,66,5904,5904,0,0,40,0.02,0,normal
tcp,OTH,146,3291,3291,0,0,68,0.01,0,normal
tcp,SF,946,2194,2194,0,0,100,0,0,normal
tcp,SF,946,3876,3876,0,0,100,0,0,normal
tcp,SF,946,1945,1945,0,0,100,0,0,normal
tcp,OTH,146,3312,3312,0,0,47,0.02,0,normal
tcp,SF,946,3347,3347,0,0,96,0,0,normal
tcp,OTH,78,5385,5385,0,0,98,0,0,normal
tcp,OTH,66,5181,5181,0,0,22,0,0,normal
tcp,SF,946,2524,2524,0,0,99,0,0,normal
tcp,SF,946,3367,3367,0,0,100,0,0,normal
tcp,SF,946,2067,2067,0,0,100,0,0,normal
tcp,OTH,66,2857,2857,0,0,37,0.18,0,normal
tcp,SF,946,2206,2206,0,0,100,0,0,normal
tcp,SF,1042,1953,1953,0,0,93,0,0,normal
tcp,OTH,66,5234,5234,0,0,65,0.03,0,normal
tcp,OTH,78,5744,5744,0,0,59,0.12,0,normal
tcp,SF,946,2008,2008,0,0,100,0,0,normal
tcp,SF,297,3,3,0.33,0,255,0,0,normal
tcp,SF,237,7,7,0,0,255,0.14,0.03,normal
tcp,REJ,0,1,1,0,0,253,0.03,0.16,normal
tcp,SF,226,20,24,0,0.12,255,0,0,normal
tcp,SF,357,12,13,0,0.15,255,0,0,normal
tcp,SF,327,12,29,0,0.07,255,0,0,normal
tcp,SF,241,5,6,0,0.33,255,0.01,0.05,normal
tcp,REJ,0,1,1,0,0,255,0.11,0.05,normal
tcp,SF,218,13,13,0,0,239,0.08,0.07,normal
tcp,SF,221,3,3,0,0,255,0.02,0.04,normal
tcp,SF,200,18,18,0,0,255,0.06,0.06,normal
tcp,SF,349,10,11,0,0.18,163,0.03,0.01,normal
tcp,SF,288,21,23,0,0.13,255,0.02,0.04,normal
tcp,SF,318,11,11,0,0,255,0.09,0.03,normal
tcp,SF,207,20,40,0,0.12,255,0,0,normal
tcp,SF,336,12,13,0,0.15,241,0,0,normal
tcp,SF,313,10,24,0,0.21,255,0.01,0.05,normal
tcp,REJ,0,1,1,0,0,255,0,0.02,normal
tcp,SF,220,8,8,0,0,255,0.01,0.03,normal
tcp,SF,208,17,17,0,0,255,0.06,0.03,normal
tcp,SF,351,1,12,0,0.25,255,0.04,0.04,normal
tcp,SF,316,17,17,0,0,255,0,0,normal
tcp,SF,232,5,8,0,0.38,255,0.2,0.03,normal
tcp,SF,227,5,5,0,0,255,0.2,0.05,normal
tcp,SF,245,5,29,0,0.07,255,0,0,normal
tcp,SF,288,29,35,0,0.11,255,0,0,normal
tcp,SF,218,24,24,0,0,179,0.02,0.19,normal
tcp,SF,195,20,20,0,0,255,0.02,0.02,normal
tcp,SF,252,6,9,0,0.33,255,0,0,normal
tcp,SF,282,17,17,0,0,255,0.01,0.01,normal
tcp,SF,323,5,22,0,0.23,255,0.01,0.01,normal
tcp,SF,272,7,7,0,0,255,0.01,0.01,normal
tcp,SF,197,28,28,0,0,255,0,0,normal
tcp,SF,262,3,4,0,0.5,255,0.01,0.02,normal
tcp,SF,204,4,7,0,0.29,196,0.01,0.02,normal
tcp,SF,227,5,5,0,0,255,0.01,0.02,normal
tcp,SF,201,54,56,0,0.04,255,0,0,normal
tcp,SF,310,2,27,0,0.15,254,0,0,normal
tcp,SF,306,2,2,0,0,255,0.02,0.02,normal
tcp,SF,301,7,7,0,0,255,0.03,0.02,normal
tcp,SF,295,2,2,0,0,255,0.01,0.01,normal
tcp,SF,164,13,13,0,0,255,0,0,normal
tcp,SF,215,11,11,0.09,0,255,0.02,0.05,normal
tcp,SF,232,1,1,0,0,99,0.01,0,normal
tcp,SF,357,16,17,0,0.12,255,0.01,0.01,normal
tcp,SF,365,13,20,0,0.15,255,0.01,0.01,normal
tcp,SF,316,11,16,0,0.31,255,0,0,normal
tcp,SF,194,3,3,0,0,255,0.33,0.04,normal
tcp,SF,212,5,5,0,0,251,0,0.01,normal
tcp,SF,147,4,4,0,0,255,0.01,0.04,normal
tcp,SF,298,2,2,0,0,255,0,0,normal
tcp,SF,233,1,1,0,0,255,0.03,0.02,normal
tcp,SF,166,1,1,0,0,255,0.11,0.03,normal
tcp,SF,272,2,3,0,0.67,255,0.01,0.02,normal
tcp,SF,213,1,1,0,0,255,1,0.03,normal
tcp,SF,278,19,19,0,0,255,0.02,0.05,normal
tcp,SF,250,5,9,0,0.44,255,0,0,normal
tcp,SF,375,20,20,0,0,255,0,0,normal
tcp,REJ,0,1,1,0,0,214,0.5,0.19,normal
tcp,SF,267,2,2,0,0,255,0.01,0.04,normal
tcp,SF,229,1,3,0,1,255,0,0.01,normal
tcp,SF,255,3,6,0,0.67,255,0.33,0.02,normal
tcp,SF,288,14,15,0,0.13,255,0.01,0.03,normal
tcp,SF,196,22,45,0,0.07,255,0.01,0.03,normal
tcp,S2,266,4,4,0.25,0,255,0,0.02,normal
tcp,SF,243,13,13,0,0,255,0.01,0.02,normal
tcp,SF,222,12,12,0,0,255,0,0,normal
tcp,SF,148,1,1,0,0,255,0,0,normal
tcp,SF,222,11,11,0,0,255,0,0.01,normal
tcp,SF,287,5,5,0,0,255,0,0,normal
tcp,SF,220,8,8,0,0,255,0,0,normal
tcp,SF,300,19,20,0,0.1,255,0,0,normal
tcp,SF,221,18,18,0,0,255,0.06,0.06,normal
tcp,SF,212,24,43,0,0.07,255,0,0,normal
tcp,REJ,0,1,2,0,1,255,0,0.02,normal
tcp,SF,300,7,7,0,0,255,0.01,0.02,normal
tcp,SF,350,17,21,0,0.14,255,0,0,normal
tcp,SF,182,4,4,0,0,255,0.03,0.08,normal
tcp,SF,232,9,30,0,0.1,255,0.11,0.05,normal
tcp,SF,223,10,55,0,0.18,255,0.04,0.03,normal
tcp,S2,303,1,1,1,0,248,0,0,normal
tcp,SF,263,3,4,0,0.5,245,0,0,normal
tcp,SF,339,28,36,0,0.06,255,0.02,0.04,normal
tcp,SF,191,2,8,0,0.38,255,0.12,0.05,normal
tcp,SF,214,11,11,0,0,255,0.05,0.03,normal
tcp,SF,248,17,17,0,0,255,0,0,normal
tcp,SF,285,1,4,0,0.5,255,0.04,0.01,normal
tcp,SF,405,2,2,0,0,245,0.01,0.19,normal
tcp,SF,352,40,40,0,0,255,0,0,normal
tcp,SF,317,14,24,0,0.12,255,0,0,normal
tcp,REJ,0,1,1,0,0,165,0.25,0.19,normal
tcp,SF,298,2,3,0,0.67,255,0,0,normal
tcp,SF,279,3,3,0,0,255,0,0,normal
tcp,SF,222,9,9,0.11,0,255,0.01,0.01,normal
tcp,SF,286,2,2,0,0,255,0.5,0.02,normal
tcp,SF,288,21,35,0,0.09,255,0.05,0.01,normal
tcp,SF,272,7,13,0,0.31,255,0.01,0.02,normal
tcp,SF,205,2,3,0,0.67,255,0.5,0.02,normal
tcp,SF,298,27,32,0,0.09,255,0,0,normal
tcp,SF,159,2,38,0,0.16,255,0.5,0.01,normal
tcp,REJ,0,1,1,0,0,255,1,0.06,normal
tcp,S1,142,1,1,1,0,255,0.01,0.01,normal
tcp,SF,294,12,32,0,0.09,255,0,0,normal
tcp,SF,377,3,31,0,0.1,255,0.01,0.02,normal
tcp,SF,208,3,3,0,0,255,0.33,0.03,normal
tcp,SF,208,42,42,0,0,255,0.01,0.03,normal
tcp,SF,277,5,9,0,0.33,255,0.02,0.01,normal
tcp,SF,364,8,8,0,0,255,0,0,normal
tcp,SF,302,8,8,0,0,255,0.01,0.04,normal
tcp,SF,257,6,13,0,0.15,255,0.01,0.03,normal
tcp,SF,338,5,7,0,0.43,255,0.08,0.08,normal
tcp,SF,338,2,2,0,0,255,0.01,0.02,normal
tcp,SF,316,1,14,0,0.21,255,0.03,0.02,normal
tcp,SF,300,2,2,0,0,255,0.03,0.03,normal
tcp,REJ,0,1,1,0,0,146,0.5,0.05,normal
tcp,SF,196,2,2,0,0,255,0.04,0.05,normal
tcp,SF,210,2,4,0,0.5,255,0.01,0.01,normal
tcp,SF,235,5,5,0.2,0,255,0,0,normal
tcp,SF,229,3,3,0,0,252,0,0,normal
tcp,SF,284,4,10,0,0.3,255,0,0,normal
tcp,REJ,0,1,1,0,0,255,0.11,0.1,normal
tcp,SF,246,4,9,0,0.22,255,0.01,0.02,normal
tcp,SF,170,1,1,0,0,255,0.01,0.01,normal
tcp,SF,236,1,2,0,1,255,0.02,0.06,normal
tcp,SF,275,18,18,0,0,255,0.06,0.04,normal
tcp,SF,215,11,11,0,0,255,0.09,0.01,normal
tcp,SF,301,2,4,0,0.75,255,0.14,0.04,normal
tcp,SF,285,2,10,0,0.4,255,0.25,0.05,normal
tcp,SF,165,1,1,0,0,255,0.02,0.03,normal
tcp,SF,316,7,7,0,0,255,0.01,0.01,normal
tcp,SF,272,2,8,0,0.25,255,0,0,normal
tcp,SF,221,13,31,0,0.1,255,0.01,0.02,normal
tcp,SF,299,7,8,0,0.25,255,0.01,0.02,normal
tcp,SF,281,3,4,0,0.5,255,0.1,0.02,normal
tcp,SF,294,25,54,0,0.11,108,0.01,0.03,normal
tcp,REJ,0,1,1,0,0,165,0.33,0.24,normal
tcp,SF,375,10,11,0,0.18,255,0,0,normal
tcp,SF,290,13,15,0,0.13,255,0.02,0.05,normal
tcp,SF,314,26,28,0,0.07,255,0.01,0.01,normal
tcp,SF,165,2,4,0,0.75,255,0.25,0.05,normal
tcp,SF,249,1,13,0,0.15,255,0.06,0.04,normal
tcp,SF,250,8,8,0,0,119,0.01,0,normal
tcp,SF,316,17,17,0,0,255,0.01,0.02,normal
tcp,SF,232,10,28,0,0.11,255,0.01,0.01,normal
tcp,SF,328,7,7,0,0,255,0,0,normal
tcp,SF,319,8,8,0,0,255,0.02,0.02,normal
tcp,SF,224,9,10,0,0.2,255,0,0,normal
tcp,SF,206,19,34,0,0.06,255,0.02,0.01,normal
tcp,SF,289,12,12,0,0,255,0,0,normal
tcp,SF,251,4,4,0,0,255,0.01,0,normal
tcp,SF,215,14,15,0,0.13,255,0,0,normal
tcp,SF,215,25,26,0,0.08,255,0,0,normal
tcp,SF,211,2,2,0,0,2,0.5,0,normal
tcp,SF,211,11,13,0,0.23,255,0,0,normal
tcp,SF,360,1,1,0,0,255,0.01,0.04,normal
tcp,SF,372,29,29,0,0,255,0,0,normal
tcp,REJ,0,1,2,0,1,255,0.02,0.17,normal
tcp,SF,237,3,5,0,0.4,255,0.01,0.02,normal
tcp,SF,353,12,12,0,0,255,0,0,normal
tcp,SF,491,16,16,0.06,0,255,0,0,normal
tcp,SF,251,1,1,0,0,131,0.01,0,normal
tcp,SF,226,1,1,0,0,41,1,0.12,normal
tcp,SF,254,8,8,0,0,255,0,0,normal
tcp,SF,312,13,36,0,0.06,255,0,0,normal
tcp,SF,269,1,3,0,1,255,1,0.05,normal
tcp,SF,234,22,22,0,0,255,0,0,normal
tcp,SF,151,2,2,0,0,255,0.01,0.02,normal
tcp,SF,324,26,30,0,0.1,255,0,0,normal
tcp,SF,195,11,11,0,0,255,0,0,normal
tcp,SF,213,5,5,0,0,255,0.08,0.03,normal
tcp,SF,409,13,13,0,0,247,0.01,0.12,normal
tcp,SF,231,18,18,0,0,255,0,0,normal
tcp,SF,182,5,6,0,0.33,255,0.01,0.02,normal
tcp,SF,206,8,8,0,0,255,0,0,normal
tcp,SF,217,12,12,0,0,255,0.08,0.03,normal
tcp,SF,324,8,11,0,0.27,255,0.12,0.05,normal
tcp,SF,233,14,23,0,0.17,255,0,0,normal
tcp,SF,236,9,9,0,0,255,0.04,0.02,normal
tcp,SF,310,11,11,0,0,242,0.03,0.07,normal
tcp,SF,238,9,13,0,0.15,255,0.02,0.03,normal
tcp,SF,291,3,3,0.33,0,255,0,0,normal
tcp,SF,330,2,7,0,0.43,255,0,0,normal
tcp,SF,270,4,9,0,0.33,255,0.06,0.01,normal
tcp,REJ,0,4,4,0,0,189,0.07,0.21,normal
tcp,SF,307,11,11,0,0,255,0.01,0.01,normal
tcp,SF,372,3,5,0,0.4,255,0.33,0.07,normal
tcp,SF,291,26,26,0,0,255,0,0.01,normal
tcp,SF,243,18,18,0,0,255,0,0,normal
tcp,SF,305,7,7,0,0,255,0.01,0.02,normal
tcp,SF,165,9,12,0,0.17,191,0.01,0,normal
tcp,SF,239,15,15,0,0,255,0,0,normal
tcp,SF,329,11,11,0,0,255,0,0,normal
tcp,SF,325,1,6,0,0.33,254,0.01,0.02,normal
tcp,SF,209,15,35,0,0.09,255,0.01,0.03,normal
tcp,SF,238,1,1,0,0,255,0.04,0.02,normal
tcp,SF,222,10,11,0,0.18,255,0.1,0.03,normal
tcp,SF,195,4,4,0,0,255,0.25,0.02,normal
tcp,SF,243,5,5,0.2,0,255,0.01,0.05,normal
tcp,SF,249,11,11,0,0,255,0,0,normal
tcp,SF,231,10,15,0,0.13,255,0,0,normal
tcp,SF,308,12,16,0,0.12,255,0,0,normal
tcp,SF,197,3,3,0,0,255,0,0.01,normal
tcp,SF,224,13,13,0,0,24,0.04,0,normal
tcp,SF,362,2,2,0,0,255,0,0,normal
tcp,SF,203,7,7,0,0,255,0.02,0.03,normal
tcp,REJ,0,17,17,0,0,188,0.02,0.18,normal
tcp,SF,323,50,71,0,0.06,255,0.02,0.05,normal
tcp,REJ,0,1,1,0,0,47,0.11,0.26,normal
tcp,SF,338,17,17,0,0,255,0,0,normal
tcp,SF,203,4,4,0,0,255,0.01,0.01,normal
tcp,SF,305,5,5,0,0,244,0,0,normal
tcp,SF,217,3,3,0,0,255,0.33,0.03,normal
tcp,SF,221,11,11,0,0,255,0.03,0.05,normal
tcp,SF,374,5,9,0,0.22,255,0,0,normal
tcp,SF,283,3,3,0,0,255,0.33,0.06,normal
tcp,SF,236,1,1,0,0,255,0.01,0.02,normal
tcp,SF,241,1,1,0,0,255,1,0.06,normal
tcp,SF,207,2,39,0,0.1,255,0.25,0.06,normal
tcp,SF,285,13,17,0,0.12,255,0.02,0.07,normal
tcp,SF,237,4,4,0,0,248,0,0,normal
tcp,SF,229,2,2,0,0,255,0,0,normal
tcp,SF,212,16,34,0,0.06,255,0,0,normal
tcp,SF,323,1,15,0,0.13,255,0.04,0.01,normal
tcp,SF,313,14,14,0,0,255,0.01,0.03,normal
tcp,SF,193,3,14,0,0.14,255,0.03,0.01,normal
tcp,SF,330,2,2,0,0,255,0.01,0.02,normal
tcp,SF,364,5,5,0,0,255,0,0,normal
tcp,SF,237,27,37,0,0.05,255,0.01,0.01,normal
tcp,SF,280,8,8,0,0,255,0,0,normal
tcp,SF,271,31,56,0,0.04,255,0.01,0.04,normal
tcp,SF,218,5,5,0,0,89,0.08,0.12,normal
tcp,SF,319,24,25,0,0.08,255,0,0,normal
tcp,SF,379,34,34,0,0,255,0,0,normal
tcp,SF,293,5,43,0,0.12,255,0.01,0.01,normal
tcp,SF,234,1,1,0,0,140,0.01,0.01,normal
tcp,SF,270,2,3,0,0.67,255,0.01,0.02,normal
tcp,SF,331,15,17,0,0.12,255,0,0,normal
tcp,SF,329,12,12,0,0,255,0.08,0.03,normal
tcp,SF,198,41,41,0,0,255,0,0,normal
tcp,SF,304,5,12,0,0.25,246,0,0,normal
tcp,REJ,0,7,7,0,0,111,0.04,0.17,normal
tcp,SF,230,13,13,0,0,255,0,0,normal
tcp,SF,286,33,33,0,0,255,0.01,0,normal
tcp,SF,214,3,3,0.33,0,255,0.01,0.02,normal
tcp,REJ,0,1,2,0,1,201,0.02,0.12,normal
tcp,SF,296,15,16,0,0.12,255,0.01,0.13,normal
tcp,SF,198,24,24,0,0,255,0,0,normal
tcp,SF,227,19,19,0,0,255,0.01,0.01,normal
tcp,SF,317,4,4,0,0,255,0.25,0.02,normal
tcp,SF,228,3,3,0.33,0,255,0.01,0.01,normal
tcp,SF,239,4,4,0,0,32,0.03,0,normal
tcp,SF,211,10,10,0,0,255,0,0.01,normal
tcp,SF,318,7,8,0,0.25,99,0.12,0.12,normal
tcp,SF,208,30,31,0,0.06,255,0.03,0.03,normal
tcp,SF,320,11,11,0,0,255,0.09,0.02,normal
tcp,SF,232,50,50,0,0,255,0,0,normal
tcp,SF,300,19,22,0,0.14,255,0,0.01,normal
tcp,SF,179,1,1,0,0,254,0,0,normal
tcp,SF,359,8,9,0,0.22,255,0.03,0.03,normal
tcp,SF,220,3,4,0.33,0.5,255,0,0,normal
tcp,SF,227,11,11,0,0,255,0.01,0.01,normal
tcp,SF,239,17,17,0,0,253,0.06,0.03,normal
tcp,SF,232,3,3,0,0,255,0.33,0.03,normal
tcp,SF,179,2,1,0,0,244,0,0,normal
tcp,SF,283,31,31,0,0,255,0,0,normal
tcp,SF,225,9,9,0,0,255,0.04,0.04,normal
tcp,SF,206,29,30,0,0.07,255,0,0,normal
tcp,SF,309,5,16,0,0.12,255,0,0,normal
tcp,SF,156,3,22,0,0.09,255,0.08,0.02,normal
tcp,SF,264,10,10,0,0,255,0.02,0.03,normal
tcp,SF,276,1,1,0,0,255,0.04,0.02,normal
tcp,REJ,0,1,1,0,0,255,0.03,0.09,normal
tcp,SF,196,1,26,0,0.08,255,0,0,normal
tcp,SF,237,1,1,0,0,255,0.06,0.04,normal
tcp,SF,214,7,22,0,0.14,255,0,0,normal
tcp,SF,216,29,29,0,0,255,0,0,normal
tcp,SF,176,1,5,0,0.6,245,0,0,normal
tcp,SF,199,3,5,0,0.6,255,0,0,normal
tcp,SF,189,33,34,0,0.06,255,0.01,0.02,normal
tcp,SF,272,3,5,0,0.6,255,0,0,normal
tcp,SF,255,12,17,0,0.18,255,0,0,normal
tcp,SF,192,2,3,0,0.67,255,0,0,normal
tcp,SF,217,8,8,0,0,255,0.12,0.04,normal
tcp,SF,214,13,16,0,0.25,255,0.08,0.06,normal
tcp,SF,228,3,3,0,0,255,0,0,normal
tcp,SF,233,15,15,0,0,255,0.01,0.02,normal
tcp,REJ,0,1,1,0,0,255,0.14,0.16,normal
tcp,SF,296,10,10,0,0,255,0.01,0.02,normal
tcp,SF,352,14,14,0,0,255,0,0,normal
tcp,SF,347,15,29,0,0.07,255,0,0,normal
tcp,SF,200,10,28,0,0.07,255,0.02,0.03,normal
tcp,SF,210,10,10,0,0,255,0.03,0.08,normal
tcp,SF,205,18,20,0,0.15,255,0,0,normal
tcp,SF,182,2,2,0,0,255,0,0,normal
tcp,SF,185,4,5,0.25,0.4,255,0.25,0.03,normal
tcp,REJ,0,1,2,0,1,255,0.01,0.13,normal
tcp,SF,301,9,9,0,0,203,0.11,0.03,normal
tcp,SF,206,11,11,0,0,255,0.01,0.03,normal
tcp,SF,320,14,14,0,0,255,0.07,0.03,normal
tcp,SF,299,4,41,0,0.05,228,0.04,0.01,normal
tcp,SF,213,9,9,0,0,255,0.03,0.06,normal
tcp,SF,252,14,15,0,0.13,255,0.01,0.04,normal
tcp,SF,313,16,16,0,0,255,0.06,0.05,normal
tcp,SF,215,15,15,0,0,255,0.01,0.02,normal
tcp,SF,192,6,8,0,0.25,255,0.03,0.02,normal
tcp,SF,207,6,6,0.17,0,255,0.17,0.01,normal
tcp,SF,241,11,11,0,0,255,0.01,0.02,normal
tcp,SF,245,3,11,0.33,0.27,255,0.08,0.03,normal
tcp,SF,363,1,4,0,1,255,0.01,0.02,normal
tcp,SF,203,2,2,0,0,255,0.25,0.05,normal
tcp,SF,339,14,17,0,0.24,255,0.02,0.04,normal
tcp,SF,298,1,1,0,0,255,0,0,normal
tcp,SF,224,29,31,0,0.1,255,0,0,normal
tcp,SF,257,9,9,0,0,255,0,0.01,normal
tcp,SF,322,6,6,0,0,255,0.02,0.02,normal
tcp,SF,226,20,21,0,0.1,255,0.01,0.01,normal
tcp,SF,198,1,1,0,0,255,0.01,0.01,normal
tcp,S1,227,2,16,0.5,0.12,255,0.5,0.01,normal
tcp,SF,205,20,23,0,0.13,255,0.01,0.01,normal
tcp,SF,310,2,2,0,0,246,0,0,normal
tcp,SF,310,17,20,0,0.2,215,0.01,0.01,normal
tcp,SF,286,3,20,0,0.2,255,0,0,normal
tcp,SF,210,3,3,0,0,255,0.08,0.08,normal
tcp,SF,335,16,16,0,0,255,0,0,normal
tcp,SF,329,8,10,0,0.2,255,0.04,0.03,normal
tcp,SF,228,9,18,0,0.11,255,0,0,normal
tcp,SF,210,9,9,0,0,255,0.03,0.04,normal
tcp,SF,249,17,17,0,0,255,0,0,normal
tcp,SF,298,2,17,0,0.12,255,0,0,normal
tcp,SF,242,12,12,0,0,255,0.01,0.01,normal
tcp,SF,244,5,13,0,0.38,255,0.01,0.02,normal
tcp,REJ,0,1,1,0,0,7,0.05,0,normal
tcp,SF,296,9,9,0,0,255,0.11,0.05,normal
