% isAttack normal:	1000
% isAttack highrate:	500
% isAttack lowrate:	500
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:highrate, udpFlood:highrate, httpFlood:highrate, slowBody:lowrate, slowHeaders:lowrate, slowRead:lowrate-weka.filters.unsupervised.attribute.Remove-V-R3-4,8-9,16,18,21-22,27-weka.filters.unsupervised.attribute.Remove'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute srv_count numeric
@attribute srv_diff_host_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute dst_host_srv_diff_host_rate numeric
@attribute isAttack {normal,highrate,lowrate}

@data
SF,288,21,23,0.13,255,0.02,0.04,normal
SF,318,11,11,0,255,0.09,0.03,normal
SF,207,20,40,0.12,255,0,0,normal
SF,336,12,13,0.15,241,0,0,normal
SF,313,10,24,0.21,255,0.01,0.05,normal
REJ,0,1,1,0,255,0,0.02,normal
SF,220,8,8,0,255,0.01,0.03,normal
SF,208,17,17,0,255,0.06,0.03,normal
SF,351,1,12,0.25,255,0.04,0.04,normal
SF,316,17,17,0,255,0,0,normal
SF,232,5,8,0.38,255,0.2,0.03,normal
SF,227,5,5,0,255,0.2,0.05,normal
SF,245,5,29,0.07,255,0,0,normal
SF,288,29,35,0.11,255,0,0,normal
SF,218,24,24,0,179,0.02,0.19,normal
SF,195,20,20,0,255,0.02,0.02,normal
SF,252,6,9,0.33,255,0,0,normal
SF,282,17,17,0,255,0.01,0.01,normal
SF,323,5,22,0.23,255,0.01,0.01,normal
SF,272,7,7,0,255,0.01,0.01,normal
SF,197,28,28,0,255,0,0,normal
SF,262,3,4,0.5,255,0.01,0.02,normal
SF,204,4,7,0.29,196,0.01,0.02,normal
SF,227,5,5,0,255,0.01,0.02,normal
SF,201,54,56,0.04,255,0,0,normal
SF,310,2,27,0.15,254,0,0,normal
SF,306,2,2,0,255,0.02,0.02,normal
SF,301,7,7,0,255,0.03,0.02,normal
SF,295,2,2,0,255,0.01,0.01,normal
SF,164,13,13,0,255,0,0,normal
SF,215,11,11,0,255,0.02,0.05,normal
SF,232,1,1,0,99,0.01,0,normal
SF,357,16,17,0.12,255,0.01,0.01,normal
SF,365,13,20,0.15,255,0.01,0.01,normal
SF,316,11,16,0.31,255,0,0,normal
SF,194,3,3,0,255,0.33,0.04,normal
SF,212,5,5,0,251,0,0.01,normal
SF,147,4,4,0,255,0.01,0.04,normal
SF,298,2,2,0,255,0,0,normal
SF,233,1,1,0,255,0.03,0.02,normal
SF,166,1,1,0,255,0.11,0.03,normal
SF,272,2,3,0.67,255,0.01,0.02,normal
SF,213,1,1,0,255,1,0.03,normal
SF,278,19,19,0,255,0.02,0.05,normal
SF,250,5,9,0.44,255,0,0,normal
SF,375,20,20,0,255,0,0,normal
REJ,0,1,1,0,214,0.5,0.19,normal
SF,267,2,2,0,255,0.01,0.04,normal
SF,229,1,3,1,255,0,0.01,normal
SF,255,3,6,0.67,255,0.33,0.02,normal
SF,288,14,15,0.13,255,0.01,0.03,normal
SF,196,22,45,0.07,255,0.01,0.03,normal
S2,266,4,4,0,255,0,0.02,normal
SF,243,13,13,0,255,0.01,0.02,normal
SF,222,12,12,0,255,0,0,normal
SF,148,1,1,0,255,0,0,normal
SF,222,11,11,0,255,0,0.01,normal
SF,287,5,5,0,255,0,0,normal
SF,220,8,8,0,255,0,0,normal
SF,300,19,20,0.1,255,0,0,normal
SF,221,18,18,0,255,0.06,0.06,normal
SF,212,24,43,0.07,255,0,0,normal
REJ,0,1,2,1,255,0,0.02,normal
SF,300,7,7,0,255,0.01,0.02,normal
SF,350,17,21,0.14,255,0,0,normal
SF,182,4,4,0,255,0.03,0.08,normal
SF,232,9,30,0.1,255,0.11,0.05,normal
SF,223,10,55,0.18,255,0.04,0.03,normal
S2,303,1,1,0,248,0,0,normal
SF,263,3,4,0.5,245,0,0,normal
SF,339,28,36,0.06,255,0.02,0.04,normal
SF,191,2,8,0.38,255,0.12,0.05,normal
SF,214,11,11,0,255,0.05,0.03,normal
SF,248,17,17,0,255,0,0,normal
SF,285,1,4,0.5,255,0.04,0.01,normal
SF,405,2,2,0,245,0.01,0.19,normal
SF,352,40,40,0,255,0,0,normal
SF,317,14,24,0.12,255,0,0,normal
REJ,0,1,1,0,165,0.25,0.19,normal
SF,298,2,3,0.67,255,0,0,normal
SF,279,3,3,0,255,0,0,normal
SF,222,9,9,0,255,0.01,0.01,normal
SF,286,2,2,0,255,0.5,0.02,normal
SF,288,21,35,0.09,255,0.05,0.01,normal
SF,272,7,13,0.31,255,0.01,0.02,normal
SF,205,2,3,0.67,255,0.5,0.02,normal
SF,298,27,32,0.09,255,0,0,normal
SF,159,2,38,0.16,255,0.5,0.01,normal
REJ,0,1,1,0,255,1,0.06,normal
S1,142,1,1,0,255,0.01,0.01,normal
SF,294,12,32,0.09,255,0,0,normal
SF,377,3,31,0.1,255,0.01,0.02,normal
SF,208,3,3,0,255,0.33,0.03,normal
SF,208,42,42,0,255,0.01,0.03,normal
SF,277,5,9,0.33,255,0.02,0.01,normal
SF,364,8,8,0,255,0,0,normal
SF,302,8,8,0,255,0.01,0.04,normal
SF,257,6,13,0.15,255,0.01,0.03,normal
SF,338,5,7,0.43,255,0.08,0.08,normal
SF,338,2,2,0,255,0.01,0.02,normal
SF,316,1,14,0.21,255,0.03,0.02,normal
SF,300,2,2,0,255,0.03,0.03,normal
REJ,0,1,1,0,146,0.5,0.05,normal
SF,196,2,2,0,255,0.04,0.05,normal
SF,210,2,4,0.5,255,0.01,0.01,normal
SF,235,5,5,0,255,0,0,normal
SF,229,3,3,0,252,0,0,normal
SF,284,4,10,0.3,255,0,0,normal
REJ,0,1,1,0,255,0.11,0.1,normal
SF,246,4,9,0.22,255,0.01,0.02,normal
SF,170,1,1,0,255,0.01,0.01,normal
SF,236,1,2,1,255,0.02,0.06,normal
SF,275,18,18,0,255,0.06,0.04,normal
SF,215,11,11,0,255,0.09,0.01,normal
SF,301,2,4,0.75,255,0.14,0.04,normal
SF,285,2,10,0.4,255,0.25,0.05,normal
SF,165,1,1,0,255,0.02,0.03,normal
SF,316,7,7,0,255,0.01,0.01,normal
SF,272,2,8,0.25,255,0,0,normal
SF,221,13,31,0.1,255,0.01,0.02,normal
SF,299,7,8,0.25,255,0.01,0.02,normal
SF,281,3,4,0.5,255,0.1,0.02,normal
SF,294,25,54,0.11,108,0.01,0.03,normal
REJ,0,1,1,0,165,0.33,0.24,normal
SF,375,10,11,0.18,255,0,0,normal
SF,290,13,15,0.13,255,0.02,0.05,normal
SF,314,26,28,0.07,255,0.01,0.01,normal
SF,165,2,4,0.75,255,0.25,0.05,normal
SF,249,1,13,0.15,255,0.06,0.04,normal
SF,250,8,8,0,119,0.01,0,normal
SF,316,17,17,0,255,0.01,0.02,normal
SF,232,10,28,0.11,255,0.01,0.01,normal
SF,328,7,7,0,255,0,0,normal
SF,319,8,8,0,255,0.02,0.02,normal
SF,224,9,10,0.2,255,0,0,normal
SF,206,19,34,0.06,255,0.02,0.01,normal
SF,289,12,12,0,255,0,0,normal
SF,251,4,4,0,255,0.01,0,normal
SF,215,14,15,0.13,255,0,0,normal
SF,215,25,26,0.08,255,0,0,normal
SF,211,2,2,0,2,0.5,0,normal
SF,211,11,13,0.23,255,0,0,normal
SF,360,1,1,0,255,0.01,0.04,normal
SF,372,29,29,0,255,0,0,normal
REJ,0,1,2,1,255,0.02,0.17,normal
SF,237,3,5,0.4,255,0.01,0.02,normal
SF,353,12,12,0,255,0,0,normal
SF,491,16,16,0,255,0,0,normal
SF,251,1,1,0,131,0.01,0,normal
SF,226,1,1,0,41,1,0.12,normal
SF,254,8,8,0,255,0,0,normal
SF,312,13,36,0.06,255,0,0,normal
SF,269,1,3,1,255,1,0.05,normal
SF,234,22,22,0,255,0,0,normal
SF,151,2,2,0,255,0.01,0.02,normal
SF,324,26,30,0.1,255,0,0,normal
SF,195,11,11,0,255,0,0,normal
SF,213,5,5,0,255,0.08,0.03,normal
SF,409,13,13,0,247,0.01,0.12,normal
SF,231,18,18,0,255,0,0,normal
SF,182,5,6,0.33,255,0.01,0.02,normal
SF,206,8,8,0,255,0,0,normal
SF,217,12,12,0,255,0.08,0.03,normal
SF,324,8,11,0.27,255,0.12,0.05,normal
SF,233,14,23,0.17,255,0,0,normal
SF,236,9,9,0,255,0.04,0.02,normal
SF,310,11,11,0,242,0.03,0.07,normal
SF,238,9,13,0.15,255,0.02,0.03,normal
SF,291,3,3,0,255,0,0,normal
SF,330,2,7,0.43,255,0,0,normal
SF,270,4,9,0.33,255,0.06,0.01,normal
REJ,0,4,4,0,189,0.07,0.21,normal
SF,307,11,11,0,255,0.01,0.01,normal
SF,372,3,5,0.4,255,0.33,0.07,normal
SF,291,26,26,0,255,0,0.01,normal
SF,243,18,18,0,255,0,0,normal
SF,305,7,7,0,255,0.01,0.02,normal
SF,165,9,12,0.17,191,0.01,0,normal
SF,239,15,15,0,255,0,0,normal
SF,329,11,11,0,255,0,0,normal
SF,325,1,6,0.33,254,0.01,0.02,normal
SF,209,15,35,0.09,255,0.01,0.03,normal
SF,238,1,1,0,255,0.04,0.02,normal
SF,222,10,11,0.18,255,0.1,0.03,normal
SF,195,4,4,0,255,0.25,0.02,normal
SF,243,5,5,0,255,0.01,0.05,normal
SF,249,11,11,0,255,0,0,normal
SF,231,10,15,0.13,255,0,0,normal
SF,308,12,16,0.12,255,0,0,normal
SF,197,3,3,0,255,0,0.01,normal
SF,224,13,13,0,24,0.04,0,normal
SF,362,2,2,0,255,0,0,normal
SF,203,7,7,0,255,0.02,0.03,normal
REJ,0,17,17,0,188,0.02,0.18,normal
SF,323,50,71,0.06,255,0.02,0.05,normal
REJ,0,1,1,0,47,0.11,0.26,normal
SF,338,17,17,0,255,0,0,normal
SF,203,4,4,0,255,0.01,0.01,normal
SF,305,5,5,0,244,0,0,normal
SF,217,3,3,0,255,0.33,0.03,normal
SF,221,11,11,0,255,0.03,0.05,normal
SF,374,5,9,0.22,255,0,0,normal
SF,283,3,3,0,255,0.33,0.06,normal
SF,236,1,1,0,255,0.01,0.02,normal
SF,241,1,1,0,255,1,0.06,normal
SF,207,2,39,0.1,255,0.25,0.06,normal
SF,285,13,17,0.12,255,0.02,0.07,normal
SF,237,4,4,0,248,0,0,normal
SF,229,2,2,0,255,0,0,normal
SF,212,16,34,0.06,255,0,0,normal
SF,323,1,15,0.13,255,0.04,0.01,normal
SF,313,14,14,0,255,0.01,0.03,normal
SF,193,3,14,0.14,255,0.03,0.01,normal
SF,330,2,2,0,255,0.01,0.02,normal
SF,364,5,5,0,255,0,0,normal
SF,237,27,37,0.05,255,0.01,0.01,normal
SF,280,8,8,0,255,0,0,normal
SF,271,31,56,0.04,255,0.01,0.04,normal
SF,218,5,5,0,89,0.08,0.12,normal
SF,319,24,25,0.08,255,0,0,normal
SF,379,34,34,0,255,0,0,normal
SF,293,5,43,0.12,255,0.01,0.01,normal
SF,234,1,1,0,140,0.01,0.01,normal
SF,270,2,3,0.67,255,0.01,0.02,normal
SF,331,15,17,0.12,255,0,0,normal
SF,329,12,12,0,255,0.08,0.03,normal
SF,198,41,41,0,255,0,0,normal
SF,304,5,12,0.25,246,0,0,normal
REJ,0,7,7,0,111,0.04,0.17,normal
SF,230,13,13,0,255,0,0,normal
SF,286,33,33,0,255,0.01,0,normal
SF,214,3,3,0,255,0.01,0.02,normal
REJ,0,1,2,1,201,0.02,0.12,normal
SF,296,15,16,0.12,255,0.01,0.13,normal
SF,198,24,24,0,255,0,0,normal
SF,227,19,19,0,255,0.01,0.01,normal
SF,317,4,4,0,255,0.25,0.02,normal
SF,228,3,3,0,255,0.01,0.01,normal
SF,239,4,4,0,32,0.03,0,normal
SF,211,10,10,0,255,0,0.01,normal
SF,318,7,8,0.25,99,0.12,0.12,normal
SF,208,30,31,0.06,255,0.03,0.03,normal
SF,320,11,11,0,255,0.09,0.02,normal
SF,232,50,50,0,255,0,0,normal
SF,300,19,22,0.14,255,0,0.01,normal
SF,179,1,1,0,254,0,0,normal
SF,359,8,9,0.22,255,0.03,0.03,normal
SF,220,3,4,0.5,255,0,0,normal
SF,227,11,11,0,255,0.01,0.01,normal
SF,239,17,17,0,253,0.06,0.03,normal
SF,232,3,3,0,255,0.33,0.03,normal
SF,179,2,1,0,244,0,0,normal
SF,283,31,31,0,255,0,0,normal
SF,225,9,9,0,255,0.04,0.04,normal
SF,206,29,30,0.07,255,0,0,normal
SF,309,5,16,0.12,255,0,0,normal
SF,156,3,22,0.09,255,0.08,0.02,normal
SF,264,10,10,0,255,0.02,0.03,normal
SF,276,1,1,0,255,0.04,0.02,normal
REJ,0,1,1,0,255,0.03,0.09,normal
SF,196,1,26,0.08,255,0,0,normal
SF,237,1,1,0,255,0.06,0.04,normal
SF,214,7,22,0.14,255,0,0,normal
SF,216,29,29,0,255,0,0,normal
SF,176,1,5,0.6,245,0,0,normal
SF,199,3,5,0.6,255,0,0,normal
SF,189,33,34,0.06,255,0.01,0.02,normal
SF,272,3,5,0.6,255,0,0,normal
SF,255,12,17,0.18,255,0,0,normal
SF,192,2,3,0.67,255,0,0,normal
SF,217,8,8,0,255,0.12,0.04,normal
SF,214,13,16,0.25,255,0.08,0.06,normal
SF,228,3,3,0,255,0,0,normal
SF,233,15,15,0,255,0.01,0.02,normal
REJ,0,1,1,0,255,0.14,0.16,normal
SF,296,10,10,0,255,0.01,0.02,normal
SF,352,14,14,0,255,0,0,normal
SF,347,15,29,0.07,255,0,0,normal
SF,200,10,28,0.07,255,0.02,0.03,normal
SF,210,10,10,0,255,0.03,0.08,normal
SF,205,18,20,0.15,255,0,0,normal
SF,182,2,2,0,255,0,0,normal
SF,185,4,5,0.4,255,0.25,0.03,normal
REJ,0,1,2,1,255,0.01,0.13,normal
SF,301,9,9,0,203,0.11,0.03,normal
SF,206,11,11,0,255,0.01,0.03,normal
SF,320,14,14,0,255,0.07,0.03,normal
SF,299,4,41,0.05,228,0.04,0.01,normal
SF,213,9,9,0,255,0.03,0.06,normal
SF,252,14,15,0.13,255,0.01,0.04,normal
SF,313,16,16,0,255,0.06,0.05,normal
SF,215,15,15,0,255,0.01,0.02,normal
SF,192,6,8,0.25,255,0.03,0.02,normal
SF,207,6,6,0,255,0.17,0.01,normal
SF,241,11,11,0,255,0.01,0.02,normal
SF,245,3,11,0.27,255,0.08,0.03,normal
SF,363,1,4,1,255,0.01,0.02,normal
SF,203,2,2,0,255,0.25,0.05,normal
SF,339,14,17,0.24,255,0.02,0.04,normal
SF,298,1,1,0,255,0,0,normal
SF,224,29,31,0.1,255,0,0,normal
SF,257,9,9,0,255,0,0.01,normal
SF,322,6,6,0,255,0.02,0.02,normal
SF,226,20,21,0.1,255,0.01,0.01,normal
SF,198,1,1,0,255,0.01,0.01,normal
S1,227,2,16,0.12,255,0.5,0.01,normal
SF,205,20,23,0.13,255,0.01,0.01,normal
SF,310,2,2,0,246,0,0,normal
SF,310,17,20,0.2,215,0.01,0.01,normal
SF,286,3,20,0.2,255,0,0,normal
SF,210,3,3,0,255,0.08,0.08,normal
SF,335,16,16,0,255,0,0,normal
SF,329,8,10,0.2,255,0.04,0.03,normal
SF,228,9,18,0.11,255,0,0,normal
SF,210,9,9,0,255,0.03,0.04,normal
SF,249,17,17,0,255,0,0,normal
SF,298,2,17,0.12,255,0,0,normal
SF,242,12,12,0,255,0.01,0.01,normal
SF,244,5,13,0.38,255,0.01,0.02,normal
REJ,0,1,1,0,7,0.05,0,normal
SF,296,9,9,0,255,0.11,0.05,normal
REJ,0,2,2,0,255,0.25,0.14,normal
SF,230,25,25,0,255,0.01,0.02,normal
SF,324,11,11,0,255,0.02,0.03,normal
SF,231,1,1,0,255,1,0.05,normal
SF,286,2,14,0.14,255,0,0,normal
SF,210,10,10,0,255,0.03,0.03,normal
SF,227,26,27,0.07,255,0,0,normal
SF,204,38,40,0.08,255,0,0,normal
SF,210,8,8,0,255,0.09,0.02,normal
SF,232,1,1,0,253,0,0,normal
SF,230,1,3,0.67,255,0.33,0.02,normal
SF,302,12,12,0,255,0.03,0.02,normal
SF,272,8,8,0,255,0.01,0.02,normal
SF,239,8,8,0,255,0,0.01,normal
SF,235,7,7,0,255,0.02,0.05,normal
SF,225,10,12,0.25,255,0.01,0.06,normal
SF,214,3,7,0.29,255,0.01,0.01,normal
REJ,0,1,2,1,206,1,0.19,normal
SF,206,55,55,0,255,0.02,0.03,normal
SF,299,26,44,0.07,255,0,0,normal
REJ,0,1,3,0.67,93,0.17,0.09,normal
SF,331,21,21,0,255,0.01,0.03,normal
SF,301,5,5,0,255,0.08,0.04,normal
S0,0,1,1,0,120,1,0.17,normal
SF,145,1,21,0.19,255,0.02,0.03,normal
SF,220,2,2,0,255,0.04,0.02,normal
SF,346,18,18,0,255,0.01,0.01,normal
SF,218,4,4,0,255,0.03,0.04,normal
SF,222,3,3,0,255,0.33,0.01,normal
SF,272,2,15,0.33,255,0.01,0.02,normal
SF,334,9,10,0.2,255,0,0.01,normal
REJ,0,1,1,0,255,0.02,0.12,normal
SF,286,31,31,0,255,0.01,0,normal
SF,233,1,2,1,255,0,0,normal
SF,215,28,28,0,68,0.01,0,normal
SF,200,11,17,0.12,255,0.02,0.02,normal
REJ,0,1,1,0,255,0.07,0.07,normal
SF,224,37,37,0,255,0,0,normal
REJ,0,1,1,0,52,0.02,0,normal
SF,299,2,4,0.75,248,0,0,normal
SF,239,1,1,0,255,0,0,normal
SF,234,16,24,0.21,255,0,0,normal
SF,227,4,4,0,255,0.08,0.04,normal
SF,187,2,2,0,255,0,0,normal
SF,296,18,34,0.12,255,0.01,0.01,normal
SF,306,6,6,0,201,0,0,normal
SF,320,13,13,0,255,0.01,0.02,normal
SF,209,12,12,0,255,0,0,normal
SF,149,1,2,1,255,0.5,0.01,normal
SF,317,7,7,0,255,0,0,normal
SF,306,28,28,0,255,0.01,0.02,normal
SF,210,10,31,0.19,255,0.03,0.04,normal
SF,246,1,1,0,255,1,0.07,normal
REJ,0,1,1,0,79,0.06,0.08,normal
SF,278,1,1,0,255,1,0.03,normal
SF,286,2,4,0.75,248,0.07,0.06,normal
SF,321,41,41,0,255,0.01,0.04,normal
REJ,0,1,1,0,91,1,0.27,normal
SF,258,21,21,0,255,0,0,normal
SF,252,34,34,0,237,0.01,0.05,normal
SF,276,1,10,0.3,255,0,0,normal
SF,178,1,5,0.4,255,0.05,0.08,normal
SF,231,12,18,0.11,255,0.02,0.05,normal
SF,224,6,6,0,255,0,0,normal
SF,196,1,2,1,255,0.5,0.07,normal
SF,226,2,7,0.57,255,0,0.02,normal
SF,329,25,25,0,255,0.02,0.02,normal
SF,207,4,5,0.4,255,0.1,0.07,normal
SF,284,3,33,0.06,176,0.01,0,normal
SF,292,13,14,0.14,255,0.01,0.04,normal
SF,280,3,4,0.5,255,0.33,0.05,normal
SF,226,4,4,0,255,0.01,0.04,normal
SF,328,2,2,0,255,0.05,0.07,normal
SF,318,35,35,0,255,0,0,normal
SF,280,4,4,0,255,0.01,0.01,normal
SF,282,20,40,0.1,255,0.02,0.03,normal
SF,193,1,8,0.25,255,0.01,0.05,normal
REJ,0,1,2,1,26,1,0.19,normal
SF,167,1,1,0,255,0.17,0.02,normal
SF,284,1,1,0,6,0.33,0.33,normal
SF,207,16,16,0,255,0.06,0.01,normal
SF,238,1,1,0,255,0.03,0.01,normal
SF,225,17,21,0.19,255,0,0,normal
SF,229,3,9,0.22,252,0,0,normal
SF,258,1,1,0,255,0.17,0.03,normal
SF,283,8,8,0,255,0.01,0,normal
SF,303,5,5,0,246,0,0,normal
SF,278,7,21,0.24,255,0,0,normal
SF,510,12,12,0,255,0,0,normal
SF,331,11,46,0.17,255,0,0,normal
REJ,0,1,1,0,226,0.33,0.16,normal
SF,251,30,31,0.06,255,0,0,normal
SF,219,4,4,0,255,0,0,normal
SF,248,18,28,0.11,255,0,0,normal
SF,259,16,16,0,198,0.01,0.06,normal
SF,284,5,5,0,255,0,0,normal
SF,220,1,16,0.12,255,0.01,0.05,normal
SF,286,8,8,0,255,0.12,0.04,normal
SF,307,2,2,0,72,0.01,0,normal
SF,300,14,14,0,255,0.01,0.04,normal
SF,300,2,2,0,241,0,0,normal
SF,247,10,11,0.18,255,0,0,normal
REJ,0,1,1,0,255,0.03,0.07,normal
SF,291,17,17,0,255,0,0,normal
SF,234,7,7,0,254,0,0,normal
SF,319,16,47,0.11,255,0.06,0.07,normal
SF,311,11,11,0,255,0.01,0.04,normal
SF,233,13,13,0,255,0,0,normal
SF,311,13,15,0.13,255,0.04,0.02,normal
SF,229,17,17,0,255,0.01,0.02,normal
SF,310,9,9,0,156,0.02,0.04,normal
SF,270,3,3,0,255,0.01,0.02,normal
SF,210,32,32,0,255,0.01,0,normal
SF,306,16,16,0,255,0.01,0.03,normal
SF,238,2,4,0.5,255,0.5,0.05,normal
SF,219,13,13,0,255,0,0,normal
SF,159,1,9,0.22,255,0.03,0.05,normal
SF,205,4,4,0,255,0.02,0.05,normal
SF,300,9,17,0.12,255,0.02,0.07,normal
REJ,0,1,4,0.5,130,1,0.27,normal
SF,373,10,10,0,255,0.01,0.01,normal
SF,299,6,6,0,250,0,0,normal
SF,178,1,1,0,255,0.02,0.02,normal
S2,209,1,1,0,255,0.14,0.04,normal
SF,202,2,2,0,255,0.01,0.04,normal
SF,251,6,11,0.27,255,0.03,0.01,normal
SF,188,1,1,0,231,0,0,normal
SF,2044,5,5,0,255,0.04,0.07,normal
SF,306,17,18,0.11,255,0,0,normal
SF,309,3,3,0,225,0,0,normal
SF,340,9,9,0,255,0.01,0.02,normal
SF,316,2,33,0.06,229,0,0,normal
S1,221,2,6,0.5,255,0.09,0.05,normal
SF,347,7,7,0,255,0,0,normal
SF,304,10,15,0.33,255,0,0,normal
SF,215,21,21,0,255,0.01,0.01,normal
SF,227,17,18,0.11,255,0.04,0.04,normal
SF,162,1,1,0,255,0.01,0.01,normal
SF,211,2,2,0,255,0.02,0.01,normal
SF,217,7,7,0,255,0.14,0.03,normal
SF,281,10,14,0.21,255,0.05,0.03,normal
SF,339,8,8,0,249,0,0,normal
SF,224,23,23,0,255,0.04,0.06,normal
SF,309,3,3,0,243,0,0,normal
SF,263,1,1,0,243,0,0,normal
SF,347,7,7,0,255,0.01,0.02,normal
SF,199,4,4,0,255,0,0.01,normal
SF,190,2,4,0.5,255,0.01,0.05,normal
SF,228,17,28,0.07,255,0,0,normal
SF,229,24,24,0,255,0.04,0.07,normal
SF,347,8,37,0.05,255,0,0,normal
S0,0,2,2,0,255,0.5,0.04,normal
SF,240,9,19,0.37,239,0,0,normal
SF,247,9,9,0,255,0,0,normal
REJ,0,6,6,0,191,0.06,0.21,normal
SF,312,10,12,0.17,255,0.04,0.03,normal
SF,290,9,9,0,255,0.01,0.05,normal
SF,224,4,4,0,255,0.25,0.03,normal
SF,273,3,3,0,255,0,0,normal
SF,301,25,28,0.11,255,0,0,normal
SF,229,8,28,0.07,255,0,0,normal
SF,215,9,9,0,255,0,0,normal
SF,330,5,5,0,255,0.01,0.02,normal
SF,244,1,1,0,255,0.01,0.03,normal
S0,0,1,8,0.38,255,0.25,0.04,normal
SF,315,5,16,0.19,255,0.02,0.03,normal
SF,243,27,27,0,255,0,0,normal
OTH,60,141,141,0,30,0.97,0,highrate
OTH,60,65,65,0,26,0.96,0,highrate
OTH,60,131,131,0,33,0.97,0,highrate
OTH,60,112,112,0,33,0.97,0,highrate
OTH,60,153,153,0,33,0.97,0,highrate
OTH,60,137,137,0,11,0.92,0,highrate
OTH,60,64,64,0,26,0.96,0,highrate
OTH,60,42,42,0,34,0.97,0,highrate
OTH,60,141,141,0,31,0.97,0,highrate
OTH,60,32,32,0,29,0.97,0,highrate
OTH,60,24,24,0,24,0.96,0,highrate
OTH,60,143,143,0,33,0.97,0,highrate
OTH,60,114,114,0,33,0.97,0,highrate
OTH,60,151,151,0,33,0.97,0,highrate
OTH,60,54,54,0,23,0.96,0,highrate
OTH,60,49,49,0,21,0.95,0,highrate
OTH,60,146,146,0,33,0.97,0,highrate
OTH,60,117,117,0,34,0.97,0,highrate
OTH,60,110,110,0,34,0.97,0,highrate
OTH,60,108,108,0,33,0.97,0,highrate
OTH,60,142,142,0,33,0.97,0,highrate
OTH,60,142,142,0,33,0.97,0,highrate
OTH,60,133,133,0,33,0.97,0,highrate
OTH,60,110,110,0,33,0.97,0,highrate
OTH,60,8,8,0,8,0.89,0,highrate
OTH,60,142,142,0,33,0.97,0,highrate
OTH,60,79,79,0,41,0.98,0,highrate
OTH,60,125,125,0,33,0.97,0,highrate
OTH,60,125,125,0,33,0.97,0,highrate
OTH,60,154,154,0,33,0.97,0,highrate
OTH,60,107,107,0,34,0.97,0,highrate
OTH,60,106,106,0,33,0.97,0,highrate
OTH,60,98,98,0,41,0.98,0,highrate
OTH,60,114,114,0,33,0.97,0,highrate
OTH,60,109,109,0,34,0.97,0,highrate
OTH,60,93,93,0,42,0.98,0,highrate
OTH,60,138,138,0,11,0.92,0,highrate
OTH,60,131,131,0,33,0.97,0,highrate
OTH,60,148,148,0,33,0.97,0,highrate
OTH,60,108,108,0,33,0.97,0,highrate
OTH,60,142,142,0,33,0.97,0,highrate
OTH,60,13,13,0,13,0.93,0,highrate
OTH,60,113,113,0,33,0.97,0,highrate
OTH,60,109,109,0,33,0.97,0,highrate
OTH,60,141,141,0,22,0.96,0,highrate
OTH,60,102,102,0,40,0.98,0,highrate
OTH,60,138,138,0,33,0.97,0,highrate
OTH,60,166,166,0,33,0.97,0,highrate
OTH,60,10,10,0,10,0.91,0,highrate
OTH,60,138,138,0,13,0.93,0,highrate
OTH,60,87,87,0,42,0.98,0,highrate
OTH,60,87,87,0,42,0.98,0,highrate
OTH,60,104,104,0,40,0.98,0,highrate
OTH,60,117,117,0,33,0.97,0,highrate
OTH,60,86,86,0,43,0.98,0,highrate
OTH,60,86,86,0,41,0.98,0,highrate
OTH,60,91,91,0,42,0.98,0,highrate
OTH,60,137,137,0,33,0.97,0,highrate
OTH,60,82,82,0,42,0.98,0,highrate
OTH,60,108,108,0,38,0.97,0,highrate
OTH,60,109,109,0,33,0.97,0,highrate
OTH,60,136,136,0,33,0.97,0,highrate
OTH,60,121,121,0,33,0.97,0,highrate
OTH,60,44,44,0,33,0.97,0,highrate
OTH,60,153,153,0,33,0.97,0,highrate
OTH,60,71,71,0,29,0.97,0,highrate
OTH,60,145,145,0,33,0.97,0,highrate
OTH,60,76,76,0,32,0.97,0,highrate
OTH,60,114,114,0,33,0.97,0,highrate
OTH,60,114,114,0,33,0.97,0,highrate
OTH,60,110,110,0,37,0.97,0,highrate
OTH,60,81,81,0,37,0.97,0,highrate
OTH,60,143,143,0,30,0.97,0,highrate
OTH,60,141,141,0,28,0.97,0,highrate
OTH,60,117,117,0,33,0.97,0,highrate
OTH,60,145,145,0,33,0.97,0,highrate
OTH,60,142,142,0,33,0.97,0,highrate
OTH,60,141,141,0,32,0.97,0,highrate
OTH,60,70,70,0,28,0.97,0,highrate
OTH,60,86,86,0,42,0.98,0,highrate
OTH,60,117,117,0,36,0.97,0,highrate
OTH,60,110,110,0,33,0.97,0,highrate
OTH,60,107,107,0,34,0.97,0,highrate
OTH,60,128,128,0,33,0.97,0,highrate
OTH,60,145,145,0,33,0.97,0,highrate
OTH,60,131,131,0,33,0.97,0,highrate
OTH,60,110,110,0,33,0.97,0,highrate
OTH,60,137,137,0,33,0.97,0,highrate
OTH,60,112,112,0,33,0.97,0,highrate
OTH,60,145,145,0,33,0.97,0,highrate
