% isAttack tcpFlood:	571
% isAttack normal:	571
% isAttack slowRead:	571
% isAttack httpFlood:	571
% isAttack slowHeaders:	571
% isAttack udpFlood:	571
% isAttack slowBody:	571
@relation 'normal-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R4,7,9,11-12,23,27,30,33,38,40'

@attribute total_bvolume numeric
@attribute max_fpktl numeric
@attribute min_bpktl numeric
@attribute max_bpktl numeric
@attribute std_bpktl numeric
@attribute mean_active numeric
@attribute mean_idle numeric
@attribute sflow_fpackets numeric
@attribute sflow_bbytes numeric
@attribute total_fhlen numeric
@attribute isAttack {tcpFlood,normal,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
156638,2948,52,566,10,9080050,1225949,2839,78319,295264,tcpFlood
165534,2948,52,566,10,8880161,1142911,3038,82767,316012,tcpFlood
26940,2948,52,80,5,8007324,0,1220,26940,63448,tcpFlood
167350,2200,52,566,9,12791734,0,7750,167350,403008,tcpFlood
43496,1500,52,80,6,6679246,1140570,1219,21748,126784,tcpFlood
632634,1228,52,566,4,17339398,0,13239,632634,688436,tcpFlood
58044,2684,52,80,6,22056236,0,2588,58044,134584,tcpFlood
283702,1792,52,566,7,18227513,0,11056,283702,574920,tcpFlood
11460,424,52,72,6,2361252,0,531,11460,27620,tcpFlood
163394,2284,52,566,9,12709339,0,7679,163394,399316,tcpFlood
82472,2056,52,80,4,8153512,1107356,1520,41236,158088,tcpFlood
36676,2224,52,80,5,10731351,0,1388,36676,72184,tcpFlood
45308,2948,52,72,6,19995321,0,1989,45308,103436,tcpFlood
60,1500,60,60,0,104157,2009896,2,30,276,tcpFlood
14668,2020,52,72,5,1506021,1032708,251,7334,26172,tcpFlood
178958,2296,52,566,9,9106414,1128478,3077,89479,320068,tcpFlood
265802,2948,40,566,8,14944986,1159113,4372,132901,454696,tcpFlood
9080,412,52,72,5,1142038,0,339,9080,17636,tcpFlood
177170,2948,52,566,10,13205525,1094747,3084,88585,320796,tcpFlood
39420,2948,52,80,5,6698792,1145866,1155,19710,120128,tcpFlood
69510,1500,52,566,14,5372434,0,2920,69510,151848,tcpFlood
295030,2948,40,566,7,15000822,1103499,5216,147515,542472,tcpFlood
159710,2272,52,566,9,12728015,0,7742,159710,402592,tcpFlood
298970,2948,52,566,7,14984625,1098452,4950,149485,514808,tcpFlood
0,229,-1,-1,0,0,0,1,0,28,tcpFlood
187182,2948,52,566,9,9125702,1134346,3356,93591,349084,tcpFlood
91110,2948,52,566,13,9069947,1103391,1614,45555,167864,tcpFlood
280586,2948,40,566,8,15083372,1108882,4407,140293,458336,tcpFlood
43372,2248,52,80,6,11546684,0,1506,43372,78320,tcpFlood
212194,2488,52,566,8,18375702,0,9634,212194,500976,tcpFlood
269146,2948,52,566,8,9676471,1120971,2982,89715,465304,tcpFlood
270026,2464,52,566,8,14927663,1217557,4481,135013,466032,tcpFlood
280106,2948,52,566,8,15076588,1154091,4909,140053,510544,tcpFlood
311846,76,52,566,6,15148362,0,11348,311846,590104,tcpFlood
73774,1500,52,566,13,5390204,0,2931,73774,152420,tcpFlood
72696,1500,52,64,0,5369212,0,3029,72696,157516,tcpFlood
162186,2948,52,566,9,12798774,0,7240,162186,376488,tcpFlood
200518,2248,52,566,8,17244737,0,8253,200518,429164,tcpFlood
32980,2380,52,72,6,9994409,0,1110,32980,57728,tcpFlood
160166,2948,52,566,10,11950237,1098208,2537,80083,263856,tcpFlood
60,1500,60,60,0,84158,3814632,1,12,508,tcpFlood
162950,1972,52,566,10,8735843,1228840,3080,81475,320380,tcpFlood
76882,1804,52,566,13,5369614,0,2898,76882,150704,tcpFlood
204850,2332,52,566,8,17392720,0,8653,204850,449964,tcpFlood
313510,64,52,566,6,15131114,0,11397,313510,592652,tcpFlood
263714,2836,52,566,7,7520611,1014183,4508,131857,468840,tcpFlood
43144,2680,52,80,6,18738220,0,1904,43144,99016,tcpFlood
36860,2212,52,72,5,9993505,0,1353,36860,70364,tcpFlood
279470,1672,52,566,7,19074751,0,11310,279470,588128,tcpFlood
183486,2948,52,566,9,9033623,1241304,3136,91743,326152,tcpFlood
126990,2948,52,578,11,16645315,0,3362,126990,174844,tcpFlood
172726,2620,52,566,9,10368690,0,5976,172726,310760,tcpFlood
150862,2596,52,566,10,21841934,0,4604,150862,239416,tcpFlood
192186,1500,52,566,8,11803176,0,7013,192186,364684,tcpFlood
43264,2948,52,80,6,19342290,0,1854,43264,96416,tcpFlood
255634,2776,52,566,7,14759510,0,9355,255634,486468,tcpFlood
28772,2948,52,80,6,13026613,0,1115,28772,57988,tcpFlood
132870,2948,52,578,11,8177804,1224347,2155,66435,224128,tcpFlood
42516,2948,52,80,5,6631432,1148290,1159,21258,120544,tcpFlood
292662,1500,52,566,7,19153996,0,11613,292662,603884,tcpFlood
201982,2948,52,566,8,18396270,0,9624,201982,500456,tcpFlood
176434,2948,52,566,8,3347744,1756105,2148,58811,335148,tcpFlood
53584,2948,52,80,5,20834051,0,2279,53584,118516,tcpFlood
320282,1936,52,566,7,14985492,1084274,5689,160141,591716,tcpFlood
306682,2284,52,566,7,15017017,1092584,5048,153341,525000,tcpFlood
47776,2140,52,80,6,20282037,0,2084,47776,108376,tcpFlood
39484,2488,52,80,6,13624333,0,1678,39484,87264,tcpFlood
77014,1500,52,566,13,5384609,0,3013,77014,156684,tcpFlood
188302,2948,52,566,9,16343336,0,8291,188302,431140,tcpFlood
54724,2740,52,80,6,21444090,0,2472,54724,128552,tcpFlood
16064,2104,52,72,6,4946376,0,586,16064,30480,tcpFlood
257146,2668,52,566,7,14770061,0,9221,257146,479500,tcpFlood
48472,2948,52,80,6,19463544,0,2147,48472,111652,tcpFlood
254998,2764,52,566,7,14758277,0,9239,254998,480436,tcpFlood
231854,2836,52,566,7,13529917,0,8324,231854,432856,tcpFlood
63386,2948,52,566,16,7897986,1100319,1208,31693,125640,tcpFlood
172770,2948,52,566,10,13321477,1098680,3053,86385,317572,tcpFlood
37672,2948,52,80,6,13742945,0,1518,37672,78944,tcpFlood
178426,2948,52,566,9,9083793,1201873,3046,89213,316844,tcpFlood
34076,2948,52,72,5,3290609,4300765,301,8519,62616,tcpFlood
37044,1816,52,80,5,11443985,0,1301,37044,67660,tcpFlood
41572,2948,52,72,5,13093613,0,1481,41572,77020,tcpFlood
0,40,-1,-1,0,19368124,1308074,5542,0,221708,udpFlood
0,40,-1,-1,0,39540840,0,19631,0,392628,udpFlood
0,40,-1,-1,0,39082246,0,26049,0,520988,udpFlood
0,40,-1,-1,0,39542172,0,19634,0,392688,udpFlood
0,40,-1,-1,0,18909995,1266498,5916,0,236648,udpFlood
0,40,-1,-1,0,18907550,1273918,6181,0,247268,udpFlood
0,40,-1,-1,0,19371378,1309844,4475,0,179008,udpFlood
0,40,-1,-1,0,19366662,1320005,4266,0,170668,udpFlood
0,40,-1,-1,0,19371966,1306983,5246,0,209848,udpFlood
0,40,-1,-1,0,18908312,1267352,7278,0,291148,udpFlood
0,40,-1,-1,0,19365971,1314739,5788,0,231548,udpFlood
0,40,-1,-1,0,39871758,0,24531,0,490628,udpFlood
0,40,-1,-1,0,39960367,0,26360,0,527208,udpFlood
0,40,-1,-1,0,19367461,1314550,4432,0,177308,udpFlood
0,40,-1,-1,0,19449182,1143567,4435,0,177428,udpFlood
0,40,-1,-1,0,3538834,0,2112,0,42248,udpFlood
0,40,-1,-1,0,18909567,1270027,7355,0,294228,udpFlood
0,40,-1,-1,0,39080305,0,25831,0,516628,udpFlood
0,40,-1,-1,0,18911543,1266108,6196,0,247868,udpFlood
0,40,-1,-1,0,19363487,1319482,4236,0,169448,udpFlood
0,40,-1,-1,0,19370265,1311767,5603,0,224148,udpFlood
0,40,-1,-1,0,39541772,0,18096,0,361928,udpFlood
0,40,-1,-1,0,29745922,0,9834,0,196688,udpFlood
0,40,-1,-1,0,39872123,0,25830,0,516608,udpFlood
0,40,-1,-1,0,2534108,0,1619,0,32388,udpFlood
0,40,-1,-1,0,29748525,0,14287,0,285748,udpFlood
0,40,-1,-1,0,3538287,0,2111,0,42228,udpFlood
0,40,-1,-1,0,19368677,1307288,4468,0,178748,udpFlood
0,40,-1,-1,0,19356767,1313440,4314,0,172568,udpFlood
0,40,-1,-1,0,39873018,0,24816,0,496328,udpFlood
0,40,-1,-1,0,39541756,0,19736,0,394728,udpFlood
0,40,-1,-1,0,29745660,0,9138,0,182768,udpFlood
0,40,-1,-1,0,18912386,1264518,7245,0,289828,udpFlood
0,40,-1,-1,0,39540837,0,20481,0,409628,udpFlood
0,40,-1,-1,0,39871788,0,26012,0,520248,udpFlood
0,40,-1,-1,0,29747436,0,11290,0,225808,udpFlood
0,40,-1,-1,0,18909158,1267021,7285,0,291428,udpFlood
0,40,-1,-1,0,19371809,1308698,5692,0,227688,udpFlood
0,40,-1,-1,0,19366496,1315977,4224,0,168968,udpFlood
0,40,-1,-1,0,39960741,0,26152,0,523048,udpFlood
0,40,-1,-1,0,4151642,0,2275,0,45508,udpFlood
0,40,-1,-1,0,29746762,0,9311,0,186228,udpFlood
0,40,-1,-1,0,39871769,0,25692,0,513848,udpFlood
0,40,-1,-1,0,29725116,0,7852,0,157048,udpFlood
0,40,-1,-1,0,18909966,1267145,6014,0,240568,udpFlood
0,40,-1,-1,0,19372302,1308323,5844,0,233768,udpFlood
0,40,-1,-1,0,29733064,0,7305,0,146108,udpFlood
0,40,-1,-1,0,19355003,1328123,4148,0,165948,udpFlood
0,40,-1,-1,0,39870630,0,25063,0,501268,udpFlood
0,40,-1,-1,0,39542721,0,19259,0,385188,udpFlood
0,40,-1,-1,0,19371515,1308356,5634,0,225388,udpFlood
0,40,-1,-1,0,29744196,0,7652,0,153048,udpFlood
0,40,-1,-1,0,19372403,1307100,5586,0,223468,udpFlood
0,40,-1,-1,0,39960414,0,26609,0,532188,udpFlood
0,40,-1,-1,0,39541727,0,19487,0,389748,udpFlood
0,40,-1,-1,0,19370793,1307996,5699,0,227968,udpFlood
0,40,-1,-1,0,18907204,1271620,7460,0,298408,udpFlood
0,40,-1,-1,0,39538896,0,18528,0,370568,udpFlood
0,40,-1,-1,0,17297329,0,6056,0,121128,udpFlood
0,40,-1,-1,0,19371918,1308070,5726,0,229068,udpFlood
0,40,-1,-1,0,39542638,0,19774,0,395488,udpFlood
0,40,-1,-1,0,29746131,0,7039,0,140788,udpFlood
0,40,-1,-1,0,27731670,0,6559,0,131188,udpFlood
0,40,-1,-1,0,29744634,0,7414,0,148288,udpFlood
0,40,-1,-1,0,18910491,1265836,7416,0,296668,udpFlood
0,40,-1,-1,0,18909026,1268407,5990,0,239628,udpFlood
0,40,-1,-1,0,22802349,0,8136,0,162728,udpFlood
0,40,-1,-1,0,18904058,1276507,6439,0,257588,udpFlood
0,40,-1,-1,0,19361047,1319060,4316,0,172648,udpFlood
0,40,-1,-1,0,18909536,1268457,6094,0,243788,udpFlood
0,40,-1,-1,0,4169199,0,2360,0,47208,udpFlood
0,40,-1,-1,0,19361707,1312861,4570,0,182808,udpFlood
0,40,-1,-1,0,27732168,0,6780,0,135608,udpFlood
0,40,-1,-1,0,29744420,0,9706,0,194128,udpFlood
0,40,-1,-1,0,29737720,0,6800,0,136008,udpFlood
0,40,-1,-1,0,6855820,0,4262,0,85248,udpFlood
0,40,-1,-1,0,29744871,0,6842,0,136848,udpFlood
0,40,-1,-1,0,18911452,1265921,6244,0,249768,udpFlood
0,40,-1,-1,0,39873080,0,24692,0,493848,udpFlood
0,40,-1,-1,0,39872674,0,24504,0,490088,udpFlood
0,40,-1,-1,0,39872714,0,24423,0,488468,udpFlood
0,40,-1,-1,0,19363991,1307904,5694,0,227788,udpFlood
0,40,-1,-1,0,18911151,1265709,6191,0,247648,udpFlood
0,40,-1,-1,0,19366074,1311149,3953,0,158128,udpFlood
0,40,-1,-1,0,19364293,1313944,4449,0,177968,udpFlood
0,40,-1,-1,0,39872301,0,24849,0,496988,udpFlood
0,40,-1,-1,0,19370401,1309413,5474,0,218988,udpFlood
0,40,-1,-1,0,39872727,0,22676,0,453528,udpFlood
0,40,-1,-1,0,39961468,0,26452,0,529048,udpFlood
0,40,-1,-1,0,19368789,1314516,5489,0,219568,udpFlood
0,40,-1,-1,0,19371739,1307099,5403,0,216128,udpFlood
0,40,-1,-1,0,15794600,0,5505,0,110108,udpFlood
0,40,-1,-1,0,18911898,1264471,7194,0,287788,udpFlood
0,40,-1,-1,0,29748537,0,9993,0,199868,udpFlood
0,40,-1,-1,0,19353898,1312858,4338,0,173548,udpFlood
0,40,-1,-1,0,13782133,0,4576,0,91528,udpFlood
0,40,-1,-1,0,18912200,1264907,7325,0,293008,udpFlood
0,40,-1,-1,0,26563811,0,6062,0,121248,udpFlood
0,40,-1,-1,0,39871463,0,26529,0,530588,udpFlood
0,40,-1,-1,0,8746727,0,2978,0,59568,udpFlood
0,40,-1,-1,0,6853045,0,4372,0,87448,udpFlood
0,40,-1,-1,0,6854329,0,4198,0,83968,udpFlood
0,40,-1,-1,0,26582126,0,5703,0,114068,udpFlood
0,40,-1,-1,0,18900089,1282215,6250,0,250028,udpFlood
0,40,-1,-1,0,19350646,1310207,4348,0,173948,udpFlood
0,40,-1,-1,0,18907010,1268485,6143,0,245728,udpFlood
0,40,-1,-1,0,18910890,1265594,6149,0,245988,udpFlood
0,40,-1,-1,0,29746970,0,11208,0,224168,udpFlood
0,40,-1,-1,0,18911957,1264557,6003,0,240128,udpFlood
0,40,-1,-1,0,39539772,0,18122,0,362448,udpFlood
0,40,-1,-1,0,19371511,1309565,5380,0,215208,udpFlood
0,40,-1,-1,0,19453947,1143138,4279,0,171188,udpFlood
0,40,-1,-1,0,18909302,1267501,6284,0,251368,udpFlood
0,40,-1,-1,0,19370118,1307843,4373,0,174948,udpFlood
0,40,-1,-1,0,6855099,0,4329,0,86588,udpFlood
0,40,-1,-1,0,29741496,0,7476,0,149528,udpFlood
0,40,-1,-1,0,29745668,0,9701,0,194028,udpFlood
0,40,-1,-1,0,19372847,1305740,4333,0,173328,udpFlood
0,40,-1,-1,0,29740555,0,7550,0,151008,udpFlood
0,40,-1,-1,0,39872092,0,24723,0,494468,udpFlood
0,40,-1,-1,0,39542704,0,19719,0,394388,udpFlood
0,40,-1,-1,0,18909648,1267783,5972,0,238888,udpFlood
0,40,-1,-1,0,39542675,0,19720,0,394408,udpFlood
0,40,-1,-1,0,18910596,1265576,6411,0,256468,udpFlood
0,40,-1,-1,0,18909175,1268383,7467,0,298708,udpFlood
0,40,-1,-1,0,39542625,0,20096,0,401928,udpFlood
0,40,-1,-1,0,39872737,0,24809,0,496188,udpFlood
0,40,-1,-1,0,39960380,0,26507,0,530148,udpFlood
0,40,-1,-1,0,19454942,1143029,5700,0,228008,udpFlood
0,40,-1,-1,0,29734908,0,6807,0,136148,udpFlood
0,40,-1,-1,0,39960689,0,26244,0,524888,udpFlood
0,40,-1,-1,0,19368236,1313170,5544,0,221768,udpFlood
0,40,-1,-1,0,39542674,0,18223,0,364468,udpFlood
0,40,-1,-1,0,19370689,1305855,4118,0,164728,udpFlood
0,40,-1,-1,0,39540010,0,18159,0,363188,udpFlood
0,40,-1,-1,0,39871891,0,25259,0,505188,udpFlood
0,40,-1,-1,0,19365996,1312414,4377,0,175108,udpFlood
0,40,-1,-1,0,6854276,0,4339,0,86788,udpFlood
0,40,-1,-1,0,39542679,0,20336,0,406728,udpFlood
0,40,-1,-1,0,29747747,0,9003,0,180068,udpFlood
0,40,-1,-1,0,13266650,0,4292,0,85848,udpFlood
0,40,-1,-1,0,39961555,0,26383,0,527668,udpFlood
0,40,-1,-1,0,28351525,0,6668,0,133368,udpFlood
0,40,-1,-1,0,28738720,0,6848,0,136968,udpFlood
0,40,-1,-1,0,19450201,1145758,4345,0,173808,udpFlood
0,40,-1,-1,0,39870624,0,26110,0,522208,udpFlood
0,40,-1,-1,0,1726519,0,501,0,10028,udpFlood
0,40,-1,-1,0,29747724,0,7289,0,145788,udpFlood
0,40,-1,-1,0,19367318,1308066,5451,0,218068,udpFlood
0,40,-1,-1,0,18907581,1265928,5928,0,237148,udpFlood
0,40,-1,-1,0,29734126,0,7078,0,141568,udpFlood
0,40,-1,-1,0,39537697,0,19344,0,386888,udpFlood
0,40,-1,-1,0,19368766,1311094,5291,0,211668,udpFlood
0,40,-1,-1,0,19343890,1319146,4343,0,173748,udpFlood
0,40,-1,-1,0,19449141,1142551,4313,0,172548,udpFlood
0,40,-1,-1,0,19361794,1313050,4199,0,167968,udpFlood
0,40,-1,-1,0,39541728,0,19564,0,391288,udpFlood
0,40,-1,-1,0,6854005,0,4659,0,93188,udpFlood
0,40,-1,-1,0,39871758,0,22676,0,453528,udpFlood
0,40,-1,-1,0,39082586,0,25984,0,519688,udpFlood
0,40,-1,-1,0,19367763,1315391,4436,0,177468,udpFlood
0,40,-1,-1,0,18910150,1265282,7392,0,295708,udpFlood
0,40,-1,-1,0,19371419,1304158,5481,0,219248,udpFlood
0,40,-1,-1,0,39961487,0,26680,0,533608,udpFlood
0,40,-1,-1,0,26107812,0,5299,0,105988,udpFlood
0,40,-1,-1,0,39541741,0,19775,0,395508,udpFlood
0,40,-1,-1,0,39536768,0,19458,0,389168,udpFlood
0,40,-1,-1,0,18296770,0,6073,0,121468,udpFlood
0,40,-1,-1,0,6855423,0,4164,0,83288,udpFlood
0,40,-1,-1,0,18911575,1265376,7283,0,291348,udpFlood
0,40,-1,-1,0,18911206,1265396,6082,0,243308,udpFlood
0,40,-1,-1,0,39961489,0,26366,0,527328,udpFlood
0,40,-1,-1,0,29736075,0,7272,0,145448,udpFlood
0,40,-1,-1,0,19358619,1323027,4244,0,169768,udpFlood
0,40,-1,-1,0,18905691,1268636,6070,0,242828,udpFlood
0,40,-1,-1,0,18909663,1268184,6212,0,248508,udpFlood
0,40,-1,-1,0,39871743,0,25887,0,517748,udpFlood
0,40,-1,-1,0,39960444,0,26343,0,526868,udpFlood
0,40,-1,-1,0,29747449,0,7375,0,147508,udpFlood
0,40,-1,-1,0,19358966,1313783,5535,0,221408,udpFlood
0,40,-1,-1,0,18906974,1268865,6175,0,247008,udpFlood
0,40,-1,-1,0,19374492,1303971,5423,0,216928,udpFlood
0,40,-1,-1,0,19447435,1145977,4295,0,171828,udpFlood
0,40,-1,-1,0,29747261,0,9326,0,186528,udpFlood
0,40,-1,-1,0,19367389,1313444,4315,0,172628,udpFlood
0,40,-1,-1,0,19371490,1309307,5564,0,222568,udpFlood
0,40,-1,-1,0,39542663,0,20138,0,402768,udpFlood
0,40,-1,-1,0,19367612,1305331,4468,0,178748,udpFlood
0,40,-1,-1,0,6855834,0,4193,0,83868,udpFlood
0,40,-1,-1,0,27731697,0,7113,0,142268,udpFlood
0,40,-1,-1,0,39539795,0,20058,0,401168,udpFlood
0,40,-1,-1,0,19362039,1320228,4366,0,174668,udpFlood
0,40,-1,-1,0,29745571,0,9404,0,188088,udpFlood
0,40,-1,-1,0,29746459,0,6892,0,137848,udpFlood
0,40,-1,-1,0,39082606,0,26118,0,522368,udpFlood
0,40,-1,-1,0,29342341,0,6929,0,138588,udpFlood
0,40,-1,-1,0,39961477,0,26268,0,525368,udpFlood
0,40,-1,-1,0,39081917,0,25845,0,516908,udpFlood
0,40,-1,-1,0,19362442,1308656,4345,0,173828,udpFlood
0,40,-1,-1,0,18906144,1265760,7374,0,294988,udpFlood
0,40,-1,-1,0,6854447,0,4387,0,87748,udpFlood
0,40,-1,-1,0,18911371,1266416,5951,0,238068,udpFlood
0,40,-1,-1,0,29746213,0,7143,0,142868,udpFlood
0,40,-1,-1,0,39960703,0,26188,0,523768,udpFlood
0,40,-1,-1,0,19371733,1309519,5844,0,233768,udpFlood
0,40,-1,-1,0,19371028,1307842,4241,0,169648,udpFlood
0,40,-1,-1,0,39541773,0,20360,0,407208,udpFlood
0,40,-1,-1,0,29746763,0,11961,0,239228,udpFlood
0,40,-1,-1,0,39872166,0,25800,0,516008,udpFlood
0,40,-1,-1,0,6854868,0,4281,0,85628,udpFlood
0,40,-1,-1,0,29747126,0,6968,0,139368,udpFlood
0,40,-1,-1,0,3538686,0,2134,0,42688,udpFlood
0,40,-1,-1,0,19446805,1144927,4260,0,170428,udpFlood
0,40,-1,-1,0,18908791,1270514,7246,0,289868,udpFlood
0,40,-1,-1,0,19440702,1144892,4272,0,170888,udpFlood
0,40,-1,-1,0,39961458,0,26516,0,530328,udpFlood
0,40,-1,-1,0,18909720,1266687,6200,0,248028,udpFlood
0,40,-1,-1,0,39082060,0,25876,0,517528,udpFlood
0,40,-1,-1,0,29738974,0,7373,0,147468,udpFlood
0,40,-1,-1,0,18905503,1272304,7369,0,294788,udpFlood
0,40,-1,-1,0,29744783,0,9832,0,196648,udpFlood
0,40,-1,-1,0,18910079,1267358,7356,0,294248,udpFlood
0,40,-1,-1,0,39872084,0,23078,0,461568,udpFlood
0,40,-1,-1,0,39539715,0,19795,0,395908,udpFlood
0,40,-1,-1,0,29745587,0,9438,0,188768,udpFlood
0,40,-1,-1,0,6853323,0,4139,0,82788,udpFlood
0,40,-1,-1,0,28738395,0,6571,0,131428,udpFlood
0,40,-1,-1,0,39871786,0,26081,0,521628,udpFlood
0,40,-1,-1,0,19454975,1142959,5554,0,222168,udpFlood
0,40,-1,-1,0,19373057,1303812,5697,0,227888,udpFlood
0,40,-1,-1,0,39539658,0,17985,0,359708,udpFlood
0,40,-1,-1,0,39871548,0,24550,0,491008,udpFlood
0,40,-1,-1,0,26587478,0,6495,0,129908,udpFlood
0,40,-1,-1,0,29740551,0,7468,0,149368,udpFlood
0,40,-1,-1,0,18910111,1265416,6026,0,241068,udpFlood
0,40,-1,-1,0,19454059,1143147,5403,0,216148,udpFlood
0,40,-1,-1,0,29748310,0,9890,0,197808,udpFlood
0,40,-1,-1,0,19371153,1307966,4275,0,171008,udpFlood
0,40,-1,-1,0,18908118,1266521,6201,0,248068,udpFlood
0,40,-1,-1,0,19365286,1313100,4251,0,170068,udpFlood
0,40,-1,-1,0,29747461,0,9478,0,189568,udpFlood
0,40,-1,-1,0,39541715,0,20515,0,410308,udpFlood
0,40,-1,-1,0,4229733,0,1480,0,29608,udpFlood
0,40,-1,-1,0,29743945,0,7387,0,147748,udpFlood
0,40,-1,-1,0,19372217,1303938,5553,0,222128,udpFlood
0,40,-1,-1,0,39540856,0,20021,0,400428,udpFlood
0,40,-1,-1,0,39541752,0,19545,0,390908,udpFlood
0,40,-1,-1,0,29746910,0,9096,0,181928,udpFlood
0,40,-1,-1,0,39963151,0,26438,0,528768,udpFlood
0,40,-1,-1,0,39081901,0,26060,0,521208,udpFlood
0,40,-1,-1,0,29747423,0,7469,0,149388,udpFlood
0,40,-1,-1,0,6854349,0,4106,0,82128,udpFlood
0,40,-1,-1,0,39541806,0,18627,0,372548,udpFlood
0,40,-1,-1,0,39871765,0,24839,0,496788,udpFlood
0,40,-1,-1,0,18904679,1265786,5893,0,235748,udpFlood
0,40,-1,-1,0,19364500,1310059,4503,0,180148,udpFlood
0,40,-1,-1,0,27328407,0,6145,0,122908,udpFlood
0,40,-1,-1,0,39541708,0,19051,0,381028,udpFlood
0,40,-1,-1,0,6854821,0,4526,0,90528,udpFlood
0,40,-1,-1,0,18796400,0,6439,0,128788,udpFlood
0,40,-1,-1,0,26117665,0,5954,0,119088,udpFlood
0,40,-1,-1,0,19371449,1308864,5716,0,228668,udpFlood
0,40,-1,-1,0,19371696,1304157,5749,0,229988,udpFlood
0,40,-1,-1,0,18909368,1268964,7531,0,301248,udpFlood
0,40,-1,-1,0,39540326,0,18190,0,363808,udpFlood
0,40,-1,-1,0,19372516,1307902,5780,0,231228,udpFlood
0,40,-1,-1,0,19370572,1310982,5607,0,224308,udpFlood
0,40,-1,-1,0,39963156,0,26535,0,530708,udpFlood
0,40,-1,-1,0,29746819,0,7536,0,150728,udpFlood
0,40,-1,-1,0,18911448,1266401,6221,0,248848,udpFlood
0,40,-1,-1,0,39871597,0,22875,0,457508,udpFlood
0,40,-1,-1,0,29740779,0,9781,0,195628,udpFlood
0,40,-1,-1,0,39871804,0,25764,0,515288,udpFlood
0,40,-1,-1,0,19371004,1305808,4173,0,166928,udpFlood
0,40,-1,-1,0,19372143,1308656,5724,0,228988,udpFlood
0,40,-1,-1,0,18908064,1272443,5834,0,233368,udpFlood
0,40,-1,-1,0,2534446,0,1378,0,27568,udpFlood
0,40,-1,-1,0,29362059,0,7175,0,143508,udpFlood
0,40,-1,-1,0,19370279,1311208,5606,0,224248,udpFlood
0,40,-1,-1,0,19372033,1303877,5809,0,232368,udpFlood
0,40,-1,-1,0,6855818,0,4219,0,84388,udpFlood
0,40,-1,-1,0,19370953,1307963,4427,0,177108,udpFlood
0,40,-1,-1,0,18909154,1270979,7408,0,296328,udpFlood
0,40,-1,-1,0,19366284,1308261,5273,0,210948,udpFlood
0,40,-1,-1,0,14290375,0,4630,0,92608,udpFlood
0,40,-1,-1,0,4169867,0,2596,0,51928,udpFlood
0,40,-1,-1,0,18910661,1267820,7299,0,291968,udpFlood
0,40,-1,-1,0,4171314,0,2631,0,52628,udpFlood
0,40,-1,-1,0,18911019,1266816,6153,0,246128,udpFlood
0,40,-1,-1,0,39872304,0,24424,0,488488,udpFlood
0,40,-1,-1,0,19365561,1307303,4443,0,177728,udpFlood
0,40,-1,-1,0,39082057,0,25911,0,518228,udpFlood
0,40,-1,-1,0,19372156,1308318,5754,0,230168,udpFlood
0,40,-1,-1,0,39540642,0,18234,0,364688,udpFlood
0,40,-1,-1,0,29748221,0,9695,0,193908,udpFlood
0,40,-1,-1,0,39082236,0,25994,0,519888,udpFlood
0,40,-1,-1,0,18911688,1264446,7192,0,287708,udpFlood
0,40,-1,-1,0,39539686,0,18993,0,379868,udpFlood
0,40,-1,-1,0,18911767,1264928,6299,0,251968,udpFlood
0,40,-1,-1,0,18905774,1276948,7172,0,286888,udpFlood
0,40,-1,-1,0,18910261,1265411,6319,0,252788,udpFlood
0,40,-1,-1,0,585411,0,352,0,7048,udpFlood
0,40,-1,-1,0,19371104,1307841,5529,0,221188,udpFlood
0,40,-1,-1,0,39870623,0,26035,0,520708,udpFlood
0,40,-1,-1,0,39081424,0,25888,0,517768,udpFlood
0,40,-1,-1,0,19369149,1307905,5760,0,230428,udpFlood
0,40,-1,-1,0,19358918,1310107,4396,0,175848,udpFlood
0,40,-1,-1,0,39542705,0,19663,0,393268,udpFlood
0,40,-1,-1,0,39541725,0,19985,0,399708,udpFlood
0,40,-1,-1,0,2728852,0,771,0,15428,udpFlood
0,40,-1,-1,0,4152064,0,2477,0,49548,udpFlood
0,40,-1,-1,0,19365850,1303921,4448,0,177928,udpFlood
0,40,-1,-1,0,19370289,1307792,4406,0,176248,udpFlood
0,40,-1,-1,0,19452545,1145761,4300,0,172008,udpFlood
0,40,-1,-1,0,39960675,0,26475,0,529508,udpFlood
0,40,-1,-1,0,20306778,0,6910,0,138208,udpFlood
0,40,-1,-1,0,19364830,1310838,4127,0,165108,udpFlood
0,40,-1,-1,0,19370819,1307211,5318,0,212748,udpFlood
0,40,-1,-1,0,6854144,0,4123,0,82468,udpFlood
0,40,-1,-1,0,39541769,0,17978,0,359568,udpFlood
0,40,-1,-1,0,19361531,1308000,4284,0,171368,udpFlood
0,40,-1,-1,0,29749452,0,10428,0,208568,udpFlood
0,40,-1,-1,0,39081903,0,25957,0,519148,udpFlood
0,40,-1,-1,0,18911109,1266470,6042,0,241708,udpFlood
0,40,-1,-1,0,29746801,0,9875,0,197508,udpFlood
0,40,-1,-1,0,19369345,1303867,4120,0,164808,udpFlood
