% isAttack HIGH_RATE:	2000
% isAttack LOW_RATE:	2000
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R8,17,34,40'

@attribute std_fpktl numeric
@attribute min_biat numeric
@attribute fpsh_cnt numeric
@attribute isAttack {HIGH_RATE,LOW_RATE}

@data
112,1,5717,HIGH_RATE
111,2,5996,HIGH_RATE
11,5,15435,HIGH_RATE
211,204,137,HIGH_RATE
92,2,5559,HIGH_RATE
112,2,4085,HIGH_RATE
197,2,1176,HIGH_RATE
110,1,8811,HIGH_RATE
30,2,11353,HIGH_RATE
112,2,6170,HIGH_RATE
48,31,7826,HIGH_RATE
55,4,8526,HIGH_RATE
46,5,9228,HIGH_RATE
52,4,9217,HIGH_RATE
140,1,5462,HIGH_RATE
118,1,5821,HIGH_RATE
433,0,8,HIGH_RATE
188,2,2259,HIGH_RATE
27,5,11073,HIGH_RATE
543,0,3,HIGH_RATE
128,2,2021,HIGH_RATE
168,1,3662,HIGH_RATE
199,0,12,HIGH_RATE
40,6,5469,HIGH_RATE
210,2,983,HIGH_RATE
110,0,16,HIGH_RATE
148,2,2959,HIGH_RATE
76,2,8447,HIGH_RATE
44,40,94,HIGH_RATE
200,2,1187,HIGH_RATE
6,65,8274,HIGH_RATE
45,42,3120,HIGH_RATE
98,2,10173,HIGH_RATE
129,2,5138,HIGH_RATE
136,2,2184,HIGH_RATE
183,3,2458,HIGH_RATE
46,56,8302,HIGH_RATE
167,2,2438,HIGH_RATE
162,67,516,HIGH_RATE
78,0,11,HIGH_RATE
186,2,1316,HIGH_RATE
133,3,1012,HIGH_RATE
66,3,7637,HIGH_RATE
93,3,5980,HIGH_RATE
100,2,6083,HIGH_RATE
11,6,15374,HIGH_RATE
134,2,7980,HIGH_RATE
0,5,11315,HIGH_RATE
49,5,7498,HIGH_RATE
143,2,2700,HIGH_RATE
176,2,1447,HIGH_RATE
116,2,5702,HIGH_RATE
106,2,5768,HIGH_RATE
169,2,648,HIGH_RATE
49,1,10656,HIGH_RATE
185,2,2109,HIGH_RATE
182,2,1906,HIGH_RATE
143,2,3012,HIGH_RATE
230,0,12,HIGH_RATE
138,2,3480,HIGH_RATE
127,2,4870,HIGH_RATE
150,3,818,HIGH_RATE
57,4,7480,HIGH_RATE
110,0,16,HIGH_RATE
26,4,11854,HIGH_RATE
173,2,1445,HIGH_RATE
165,2,2442,HIGH_RATE
143,2,4545,HIGH_RATE
42,4,3005,HIGH_RATE
100,2,6987,HIGH_RATE
152,2,4936,HIGH_RATE
0,42,10120,HIGH_RATE
130,2,4648,HIGH_RATE
152,2,2618,HIGH_RATE
77,2,11248,HIGH_RATE
54,1,2931,HIGH_RATE
131,32,1708,HIGH_RATE
128,3,2415,HIGH_RATE
153,2,3020,HIGH_RATE
194,2,2036,HIGH_RATE
42,1,6331,HIGH_RATE
94,33,1024,HIGH_RATE
46,5,9170,HIGH_RATE
329,5,1132,HIGH_RATE
135,4,2364,HIGH_RATE
162,31,2399,HIGH_RATE
151,2,3692,HIGH_RATE
43,33,2865,HIGH_RATE
35,2,10979,HIGH_RATE
177,2,3898,HIGH_RATE
173,9,1664,HIGH_RATE
144,2,4205,HIGH_RATE
164,2,3075,HIGH_RATE
205,30,1170,HIGH_RATE
158,3,1015,HIGH_RATE
161,2,3921,HIGH_RATE
99,2,9495,HIGH_RATE
0,67,10891,HIGH_RATE
84,2,565,HIGH_RATE
42,4,9325,HIGH_RATE
415,0,8,HIGH_RATE
89,1,10841,HIGH_RATE
114,0,14,HIGH_RATE
36,31,7724,HIGH_RATE
124,2,5146,HIGH_RATE
117,2,3525,HIGH_RATE
115,3,2261,HIGH_RATE
160,32,1293,HIGH_RATE
120,2,5135,HIGH_RATE
180,2,2224,HIGH_RATE
182,32,2304,HIGH_RATE
62,2,9417,HIGH_RATE
47,14,6267,HIGH_RATE
43,1,11073,HIGH_RATE
277,2,977,HIGH_RATE
81,2,6951,HIGH_RATE
99,2,6994,HIGH_RATE
81,2,11238,HIGH_RATE
174,1,5420,HIGH_RATE
96,1,9632,HIGH_RATE
161,31,1476,HIGH_RATE
126,32,576,HIGH_RATE
171,2,1425,HIGH_RATE
194,3,1322,HIGH_RATE
188,3,1943,HIGH_RATE
166,2,1566,HIGH_RATE
121,2,5410,HIGH_RATE
43,2,2990,HIGH_RATE
103,2,5062,HIGH_RATE
8,15,15383,HIGH_RATE
57,2,9019,HIGH_RATE
70,2,8389,HIGH_RATE
93,2,9788,HIGH_RATE
29,4,10850,HIGH_RATE
225,2,1100,HIGH_RATE
192,2,1445,HIGH_RATE
88,0,14,HIGH_RATE
63,1,12045,HIGH_RATE
85,2,5441,HIGH_RATE
120,2,6669,HIGH_RATE
111,2,6028,HIGH_RATE
111,2,2750,HIGH_RATE
76,2,11171,HIGH_RATE
26,2,10906,HIGH_RATE
98,2,11254,HIGH_RATE
87,2,5763,HIGH_RATE
52,2,7748,HIGH_RATE
158,2,4295,HIGH_RATE
0,68,10219,HIGH_RATE
44,2,177,HIGH_RATE
178,2,2252,HIGH_RATE
121,2,5502,HIGH_RATE
148,80,246,HIGH_RATE
140,2,4632,HIGH_RATE
175,2,2469,HIGH_RATE
1,6,10078,HIGH_RATE
197,2,1906,HIGH_RATE
60,3,2922,HIGH_RATE
91,2,520,HIGH_RATE
109,2,4852,HIGH_RATE
225,3,491,HIGH_RATE
172,2,2555,HIGH_RATE
86,2,10050,HIGH_RATE
160,3,2288,HIGH_RATE
8,36,15388,HIGH_RATE
161,2,2898,HIGH_RATE
399,0,6,HIGH_RATE
454,0,7,HIGH_RATE
34,3,9029,HIGH_RATE
170,0,15,HIGH_RATE
29,5,7056,HIGH_RATE
77,0,16,HIGH_RATE
119,2,4335,HIGH_RATE
122,4,2516,HIGH_RATE
44,4,7488,HIGH_RATE
168,2,2044,HIGH_RATE
26,5,11187,HIGH_RATE
195,2,1218,HIGH_RATE
39,4,8254,HIGH_RATE
126,2,5364,HIGH_RATE
204,2,1875,HIGH_RATE
454,0,6,HIGH_RATE
131,34,2520,HIGH_RATE
140,2,2314,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
