% isAttack HIGH_RATE:	2000
% isAttack LOW_RATE:	2000
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R8,17,34,40'

@attribute std_fpktl numeric
@attribute min_biat numeric
@attribute fpsh_cnt numeric
@attribute isAttack {HIGH_RATE,LOW_RATE}

@data
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
0,0,0,HIGH_RATE
120,3278,4,LOW_RATE
143,241,4,LOW_RATE
158,0,8,LOW_RATE
121,3194,4,LOW_RATE
128,112,4,LOW_RATE
114,263,4,LOW_RATE
136,61,4,LOW_RATE
156,116,11,LOW_RATE
144,145,11,LOW_RATE
173,103,4,LOW_RATE
176,21,4,LOW_RATE
114,121,4,LOW_RATE
142,22,4,LOW_RATE
114,295,4,LOW_RATE
120,222,4,LOW_RATE
92,0,7,LOW_RATE
122,95,4,LOW_RATE
122,212,4,LOW_RATE
107,123,4,LOW_RATE
113,3552,4,LOW_RATE
93,0,8,LOW_RATE
122,71,4,LOW_RATE
142,113,4,LOW_RATE
142,108,4,LOW_RATE
160,0,10,LOW_RATE
122,96,4,LOW_RATE
121,22,4,LOW_RATE
114,2912,4,LOW_RATE
123,115,4,LOW_RATE
114,129,4,LOW_RATE
166,15,11,LOW_RATE
209,28,10,LOW_RATE
107,215,4,LOW_RATE
120,157,4,LOW_RATE
115,26,4,LOW_RATE
121,108,4,LOW_RATE
121,151,4,LOW_RATE
121,15,4,LOW_RATE
102,21,4,LOW_RATE
114,3310,4,LOW_RATE
114,149,4,LOW_RATE
121,3189,4,LOW_RATE
114,305,4,LOW_RATE
163,216,4,LOW_RATE
143,391,4,LOW_RATE
143,238,4,LOW_RATE
142,12,4,LOW_RATE
142,12,4,LOW_RATE
126,0,7,LOW_RATE
113,3351,4,LOW_RATE
142,87,4,LOW_RATE
143,117,4,LOW_RATE
141,137,4,LOW_RATE
163,216,11,LOW_RATE
114,677,4,LOW_RATE
142,262,4,LOW_RATE
113,212,4,LOW_RATE
83,0,8,LOW_RATE
108,105,4,LOW_RATE
122,72,4,LOW_RATE
121,24,4,LOW_RATE
134,12,4,LOW_RATE
142,135,4,LOW_RATE
114,15,4,LOW_RATE
114,3424,4,LOW_RATE
174,188,4,LOW_RATE
143,405,4,LOW_RATE
156,0,10,LOW_RATE
110,75,1,LOW_RATE
143,13,4,LOW_RATE
128,220,8,LOW_RATE
114,254,4,LOW_RATE
114,56,4,LOW_RATE
110,144,1,LOW_RATE
122,233,4,LOW_RATE
115,12,4,LOW_RATE
143,121,4,LOW_RATE
172,97,4,LOW_RATE
122,159,4,LOW_RATE
122,108,4,LOW_RATE
183,111,11,LOW_RATE
102,112,4,LOW_RATE
142,90,4,LOW_RATE
122,27,4,LOW_RATE
143,88,4,LOW_RATE
98,214,8,LOW_RATE
142,114,4,LOW_RATE
158,326,4,LOW_RATE
122,182,4,LOW_RATE
177,122,9,LOW_RATE
142,14,4,LOW_RATE
189,0,10,LOW_RATE
121,261,4,LOW_RATE
142,257,4,LOW_RATE
114,235,4,LOW_RATE
114,8,1,LOW_RATE
141,582,4,LOW_RATE
114,117,4,LOW_RATE
144,2960,4,LOW_RATE
122,709,4,LOW_RATE
123,88,4,LOW_RATE
116,25,4,LOW_RATE
122,14,4,LOW_RATE
142,252,4,LOW_RATE
114,21,4,LOW_RATE
121,98,4,LOW_RATE
156,292,4,LOW_RATE
122,110,4,LOW_RATE
121,278,4,LOW_RATE
123,36,4,LOW_RATE
104,184,1,LOW_RATE
121,114,4,LOW_RATE
122,152,4,LOW_RATE
95,0,8,LOW_RATE
122,4367,4,LOW_RATE
110,20,1,LOW_RATE
122,188,4,LOW_RATE
121,217,4,LOW_RATE
208,136,10,LOW_RATE
122,262,4,LOW_RATE
114,412,4,LOW_RATE
114,314,4,LOW_RATE
121,1125,4,LOW_RATE
120,174,4,LOW_RATE
121,25,4,LOW_RATE
143,109,4,LOW_RATE
143,20,1,LOW_RATE
174,123,4,LOW_RATE
121,123,4,LOW_RATE
247,299,10,LOW_RATE
110,188,1,LOW_RATE
114,268,4,LOW_RATE
123,12,4,LOW_RATE
158,2871,4,LOW_RATE
121,60,4,LOW_RATE
115,23,4,LOW_RATE
85,216,9,LOW_RATE
113,108,4,LOW_RATE
89,0,8,LOW_RATE
114,62,4,LOW_RATE
114,116,4,LOW_RATE
158,116,4,LOW_RATE
107,24,4,LOW_RATE
121,30,4,LOW_RATE
115,3103,4,LOW_RATE
114,330,4,LOW_RATE
114,280,4,LOW_RATE
176,23,10,LOW_RATE
192,13,11,LOW_RATE
174,111,4,LOW_RATE
135,60,4,LOW_RATE
121,111,4,LOW_RATE
157,262,5,LOW_RATE
115,15,4,LOW_RATE
121,120,4,LOW_RATE
193,0,10,LOW_RATE
114,114,4,LOW_RATE
121,3150,4,LOW_RATE
114,3144,4,LOW_RATE
173,103,4,LOW_RATE
122,90,4,LOW_RATE
121,64,4,LOW_RATE
121,109,4,LOW_RATE
102,28,4,LOW_RATE
143,197,4,LOW_RATE
120,108,4,LOW_RATE
78,5,1,LOW_RATE
209,147,10,LOW_RATE
157,295,4,LOW_RATE
121,215,4,LOW_RATE
185,27,11,LOW_RATE
135,11,4,LOW_RATE
121,151,4,LOW_RATE
79,0,8,LOW_RATE
113,201,4,LOW_RATE
114,229,4,LOW_RATE
114,41,4,LOW_RATE
120,35,4,LOW_RATE
115,130,4,LOW_RATE
122,114,4,LOW_RATE
53,283,1,LOW_RATE
158,18,4,LOW_RATE
143,126,4,LOW_RATE
145,131,4,LOW_RATE
143,94,4,LOW_RATE
83,5,9,LOW_RATE
154,81,4,LOW_RATE
142,146,4,LOW_RATE
122,3298,4,LOW_RATE
114,18,4,LOW_RATE
143,11,4,LOW_RATE
128,85,4,LOW_RATE
47,269,1,LOW_RATE
102,117,4,LOW_RATE
121,21,4,LOW_RATE
134,92,4,LOW_RATE
121,88,4,LOW_RATE
143,12,4,LOW_RATE
173,139,4,LOW_RATE
122,212,4,LOW_RATE
121,59,4,LOW_RATE
116,3559,4,LOW_RATE
120,23,4,LOW_RATE
114,97,4,LOW_RATE
173,263,4,LOW_RATE
89,0,8,LOW_RATE
114,218,4,LOW_RATE
102,217,5,LOW_RATE
163,216,4,LOW_RATE
122,57,4,LOW_RATE
121,96,4,LOW_RATE
135,119,4,LOW_RATE
121,3289,4,LOW_RATE
115,171,4,LOW_RATE
114,15,4,LOW_RATE
120,30,4,LOW_RATE
122,3152,4,LOW_RATE
122,11,4,LOW_RATE
121,122,4,LOW_RATE
113,172,4,LOW_RATE
122,97,4,LOW_RATE
173,110,10,LOW_RATE
93,0,8,LOW_RATE
120,62,4,LOW_RATE
155,170,4,LOW_RATE
158,223,4,LOW_RATE
113,289,4,LOW_RATE
172,13,4,LOW_RATE
115,3111,4,LOW_RATE
113,3155,4,LOW_RATE
114,257,4,LOW_RATE
107,41,4,LOW_RATE
102,135,4,LOW_RATE
115,112,4,LOW_RATE
159,156,4,LOW_RATE
133,103,4,LOW_RATE
174,16,4,LOW_RATE
122,12,4,LOW_RATE
173,13,4,LOW_RATE
134,113,4,LOW_RATE
155,78,4,LOW_RATE
143,252,4,LOW_RATE
121,57,4,LOW_RATE
121,130,4,LOW_RATE
172,15,4,LOW_RATE
121,96,4,LOW_RATE
155,73,4,LOW_RATE
120,11,4,LOW_RATE
122,95,4,LOW_RATE
173,213,4,LOW_RATE
174,0,9,LOW_RATE
121,57,4,LOW_RATE
114,223,4,LOW_RATE
164,216,4,LOW_RATE
176,232,10,LOW_RATE
95,0,8,LOW_RATE
108,190,4,LOW_RATE
135,113,4,LOW_RATE
175,95,4,LOW_RATE
120,44,4,LOW_RATE
83,127,9,LOW_RATE
128,18,4,LOW_RATE
157,113,4,LOW_RATE
144,290,4,LOW_RATE
115,105,4,LOW_RATE
116,57,4,LOW_RATE
122,26,4,LOW_RATE
121,30,4,LOW_RATE
121,3499,4,LOW_RATE
158,22,11,LOW_RATE
168,213,8,LOW_RATE
121,0,7,LOW_RATE
141,117,4,LOW_RATE
108,149,4,LOW_RATE
141,270,4,LOW_RATE
115,237,4,LOW_RATE
79,0,8,LOW_RATE
114,23,4,LOW_RATE
113,254,4,LOW_RATE
115,11,4,LOW_RATE
120,129,4,LOW_RATE
123,95,4,LOW_RATE
121,128,4,LOW_RATE
162,289,4,LOW_RATE
115,273,4,LOW_RATE
121,3293,4,LOW_RATE
231,157,9,LOW_RATE
122,25,4,LOW_RATE
157,206,4,LOW_RATE
173,92,4,LOW_RATE
143,213,4,LOW_RATE
172,244,4,LOW_RATE
121,63,4,LOW_RATE
158,0,8,LOW_RATE
113,3145,4,LOW_RATE
155,107,4,LOW_RATE
108,23,4,LOW_RATE
121,37,4,LOW_RATE
121,146,4,LOW_RATE
122,25,4,LOW_RATE
121,63,4,LOW_RATE
115,345,4,LOW_RATE
172,1607,10,LOW_RATE
107,2387,4,LOW_RATE
113,128,4,LOW_RATE
156,110,4,LOW_RATE
143,23,4,LOW_RATE
114,23,4,LOW_RATE
115,121,4,LOW_RATE
137,0,8,LOW_RATE
121,11,4,LOW_RATE
120,740,4,LOW_RATE
113,338,4,LOW_RATE
53,269,1,LOW_RATE
115,55,4,LOW_RATE
121,109,4,LOW_RATE
174,311,10,LOW_RATE
102,250,4,LOW_RATE
121,172,4,LOW_RATE
161,0,10,LOW_RATE
121,268,4,LOW_RATE
142,57,4,LOW_RATE
121,98,4,LOW_RATE
121,108,4,LOW_RATE
114,40,4,LOW_RATE
114,308,4,LOW_RATE
157,147,11,LOW_RATE
142,26,4,LOW_RATE
173,112,4,LOW_RATE
141,340,4,LOW_RATE
121,219,4,LOW_RATE
121,3176,4,LOW_RATE
113,247,4,LOW_RATE
114,58,4,LOW_RATE
53,123,1,LOW_RATE
115,970,4,LOW_RATE
142,274,4,LOW_RATE
114,2938,4,LOW_RATE
107,1645,4,LOW_RATE
123,6,9,LOW_RATE
121,98,4,LOW_RATE
121,3248,4,LOW_RATE
121,55,4,LOW_RATE
122,95,4,LOW_RATE
114,211,4,LOW_RATE
158,257,4,LOW_RATE
173,12,4,LOW_RATE
121,22,4,LOW_RATE
0,0,0,LOW_RATE
144,322,4,LOW_RATE
157,22,4,LOW_RATE
165,226,10,LOW_RATE
143,219,4,LOW_RATE
122,92,4,LOW_RATE
110,9141,1,LOW_RATE
121,115,4,LOW_RATE
156,118,4,LOW_RATE
121,3227,4,LOW_RATE
173,12,4,LOW_RATE
142,16,4,LOW_RATE
122,121,4,LOW_RATE
142,226,4,LOW_RATE
121,414,4,LOW_RATE
134,11,4,LOW_RATE
114,93,4,LOW_RATE
114,262,4,LOW_RATE
121,73,4,LOW_RATE
161,277,11,LOW_RATE
122,61,4,LOW_RATE
120,302,4,LOW_RATE
121,22,4,LOW_RATE
157,3177,4,LOW_RATE
142,213,4,LOW_RATE
163,259,4,LOW_RATE
142,123,4,LOW_RATE
121,28,4,LOW_RATE
157,12,11,LOW_RATE
142,87,4,LOW_RATE
172,94,4,LOW_RATE
102,22,4,LOW_RATE
143,223,4,LOW_RATE
104,236,1,LOW_RATE
114,3163,4,LOW_RATE
143,106,4,LOW_RATE
121,101,4,LOW_RATE
208,288,10,LOW_RATE
144,161,4,LOW_RATE
142,127,4,LOW_RATE
142,12,4,LOW_RATE
190,0,10,LOW_RATE
110,109,1,LOW_RATE
173,16,4,LOW_RATE
113,221,4,LOW_RATE
157,21,4,LOW_RATE
157,109,4,LOW_RATE
114,3183,4,LOW_RATE
143,286,4,LOW_RATE
158,338,4,LOW_RATE
142,153,4,LOW_RATE
142,30,4,LOW_RATE
121,232,4,LOW_RATE
172,227,8,LOW_RATE
122,105,4,LOW_RATE
113,213,4,LOW_RATE
96,217,9,LOW_RATE
102,2,5,LOW_RATE
157,32,4,LOW_RATE
114,271,4,LOW_RATE
115,72,4,LOW_RATE
114,3050,4,LOW_RATE
120,104,4,LOW_RATE
91,217,5,LOW_RATE
126,0,8,LOW_RATE
121,173,4,LOW_RATE
122,499,4,LOW_RATE
121,218,4,LOW_RATE
121,12,4,LOW_RATE
123,94,4,LOW_RATE
142,211,4,LOW_RATE
157,13,4,LOW_RATE
142,44,4,LOW_RATE
113,3085,4,LOW_RATE
172,340,4,LOW_RATE
115,254,4,LOW_RATE
115,65,4,LOW_RATE
144,88,4,LOW_RATE
114,2978,4,LOW_RATE
121,57,4,LOW_RATE
162,210,11,LOW_RATE
114,85,4,LOW_RATE
173,25,4,LOW_RATE
121,135,4,LOW_RATE
175,84,4,LOW_RATE
114,174,4,LOW_RATE
121,15,4,LOW_RATE
172,94,4,LOW_RATE
143,210,4,LOW_RATE
243,12,11,LOW_RATE
114,249,4,LOW_RATE
114,2121,4,LOW_RATE
107,46,4,LOW_RATE
144,205,4,LOW_RATE
243,315,11,LOW_RATE
135,112,4,LOW_RATE
103,275,1,LOW_RATE
143,87,4,LOW_RATE
115,57,4,LOW_RATE
121,31,4,LOW_RATE
122,249,4,LOW_RATE
157,22,4,LOW_RATE
115,57,4,LOW_RATE
114,139,4,LOW_RATE
142,315,4,LOW_RATE
110,20,1,LOW_RATE
122,214,4,LOW_RATE
122,3129,4,LOW_RATE
143,214,4,LOW_RATE
113,432,4,LOW_RATE
173,463,4,LOW_RATE
142,98,4,LOW_RATE
143,55,4,LOW_RATE
114,267,4,LOW_RATE
114,124,4,LOW_RATE
115,278,4,LOW_RATE
204,141,10,LOW_RATE
70,416,1,LOW_RATE
144,209,4,LOW_RATE
173,14,4,LOW_RATE
162,1732,4,LOW_RATE
158,225,4,LOW_RATE
122,78,4,LOW_RATE
252,100,8,LOW_RATE
114,26,4,LOW_RATE
120,12,4,LOW_RATE
103,280,1,LOW_RATE
174,3006,4,LOW_RATE
113,103,4,LOW_RATE
114,670,4,LOW_RATE
114,11,4,LOW_RATE
122,21,4,LOW_RATE
142,128,4,LOW_RATE
115,138,4,LOW_RATE
173,284,4,LOW_RATE
142,133,4,LOW_RATE
143,81,4,LOW_RATE
114,237,4,LOW_RATE
142,152,4,LOW_RATE
122,153,4,LOW_RATE
172,13,4,LOW_RATE
159,109,4,LOW_RATE
242,15,7,LOW_RATE
142,375,4,LOW_RATE
121,72,4,LOW_RATE
114,20,4,LOW_RATE
115,96,4,LOW_RATE
121,21,4,LOW_RATE
142,35,4,LOW_RATE
143,16,4,LOW_RATE
194,0,10,LOW_RATE
142,86,4,LOW_RATE
142,12,4,LOW_RATE
121,87,4,LOW_RATE
121,11,4,LOW_RATE
121,156,4,LOW_RATE
142,299,4,LOW_RATE
162,1979,4,LOW_RATE
114,3062,4,LOW_RATE
121,58,4,LOW_RATE
122,40,4,LOW_RATE
115,3103,4,LOW_RATE
121,11,4,LOW_RATE
142,126,4,LOW_RATE
121,266,4,LOW_RATE
121,104,4,LOW_RATE
121,250,4,LOW_RATE
93,0,8,LOW_RATE
121,85,4,LOW_RATE
120,83,4,LOW_RATE
163,0,7,LOW_RATE
122,264,4,LOW_RATE
122,12,4,LOW_RATE
142,209,4,LOW_RATE
114,326,4,LOW_RATE
121,32,4,LOW_RATE
157,133,4,LOW_RATE
173,96,4,LOW_RATE
173,61,4,LOW_RATE
121,98,4,LOW_RATE
163,1604,4,LOW_RATE
121,40,4,LOW_RATE
114,3238,4,LOW_RATE
122,57,4,LOW_RATE
122,99,4,LOW_RATE
123,130,4,LOW_RATE
121,12,4,LOW_RATE
114,140,4,LOW_RATE
115,64,4,LOW_RATE
143,12,4,LOW_RATE
0,0,0,LOW_RATE
142,122,4,LOW_RATE
115,287,4,LOW_RATE
121,107,4,LOW_RATE
122,21,4,LOW_RATE
110,112,1,LOW_RATE
174,25,10,LOW_RATE
144,108,4,LOW_RATE
142,92,4,LOW_RATE
143,118,4,LOW_RATE
113,134,4,LOW_RATE
175,274,10,LOW_RATE
121,61,4,LOW_RATE
159,12,11,LOW_RATE
171,305,11,LOW_RATE
142,86,4,LOW_RATE
113,41,4,LOW_RATE
122,57,4,LOW_RATE
121,27,4,LOW_RATE
174,23,4,LOW_RATE
122,281,4,LOW_RATE
143,210,4,LOW_RATE
108,220,4,LOW_RATE
120,23,4,LOW_RATE
157,116,4,LOW_RATE
121,30,4,LOW_RATE
121,45,4,LOW_RATE
163,256,4,LOW_RATE
122,2534,4,LOW_RATE
155,85,4,LOW_RATE
102,22,4,LOW_RATE
114,251,4,LOW_RATE
174,69,4,LOW_RATE
171,12,4,LOW_RATE
114,258,4,LOW_RATE
110,150,1,LOW_RATE
122,96,4,LOW_RATE
143,23,1,LOW_RATE
180,79,5,LOW_RATE
142,507,4,LOW_RATE
122,3318,4,LOW_RATE
122,3171,4,LOW_RATE
243,12,11,LOW_RATE
121,28,4,LOW_RATE
157,0,10,LOW_RATE
157,23,4,LOW_RATE
103,236,1,LOW_RATE
95,0,7,LOW_RATE
142,55,4,LOW_RATE
172,266,4,LOW_RATE
122,105,4,LOW_RATE
114,3894,4,LOW_RATE
158,28,4,LOW_RATE
121,165,4,LOW_RATE
142,3215,4,LOW_RATE
155,54,11,LOW_RATE
164,57,11,LOW_RATE
121,124,4,LOW_RATE
189,85,6,LOW_RATE
173,0,9,LOW_RATE
145,357,4,LOW_RATE
143,282,4,LOW_RATE
93,221,9,LOW_RATE
121,34,4,LOW_RATE
133,127,4,LOW_RATE
142,157,4,LOW_RATE
143,12,4,LOW_RATE
113,3086,4,LOW_RATE
157,217,4,LOW_RATE
158,216,4,LOW_RATE
158,147,4,LOW_RATE
120,55,4,LOW_RATE
158,305,4,LOW_RATE
121,163,4,LOW_RATE
164,93,4,LOW_RATE
121,93,4,LOW_RATE
143,238,4,LOW_RATE
143,213,4,LOW_RATE
53,277,1,LOW_RATE
143,94,4,LOW_RATE
157,128,4,LOW_RATE
121,222,4,LOW_RATE
115,57,4,LOW_RATE
173,319,4,LOW_RATE
115,231,4,LOW_RATE
121,125,4,LOW_RATE
114,112,4,LOW_RATE
115,11,4,LOW_RATE
143,290,4,LOW_RATE
121,182,4,LOW_RATE
142,240,4,LOW_RATE
142,304,4,LOW_RATE
120,146,4,LOW_RATE
121,74,4,LOW_RATE
122,12,4,LOW_RATE
122,116,4,LOW_RATE
142,12,4,LOW_RATE
121,195,4,LOW_RATE
120,3230,4,LOW_RATE
165,0,10,LOW_RATE
120,3186,4,LOW_RATE
114,171,4,LOW_RATE
113,94,4,LOW_RATE
143,21,4,LOW_RATE
123,27,4,LOW_RATE
144,13,4,LOW_RATE
121,106,4,LOW_RATE
120,200,4,LOW_RATE
95,0,7,LOW_RATE
123,26,4,LOW_RATE
164,267,4,LOW_RATE
122,3050,4,LOW_RATE
143,289,4,LOW_RATE
113,325,4,LOW_RATE
122,153,4,LOW_RATE
122,319,4,LOW_RATE
121,234,4,LOW_RATE
121,3091,4,LOW_RATE
142,119,4,LOW_RATE
142,229,4,LOW_RATE
122,87,4,LOW_RATE
121,36,4,LOW_RATE
142,105,4,LOW_RATE
115,154,4,LOW_RATE
174,14,4,LOW_RATE
121,104,4,LOW_RATE
141,340,4,LOW_RATE
174,58,4,LOW_RATE
121,138,4,LOW_RATE
