% isAttack tcpFlood:	667
% isAttack slowRead:	667
% isAttack httpFlood:	667
% isAttack slowHeaders:	667
% isAttack udpFlood:	372
% isAttack slowBody:	667
@relation 'TCP Flood-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R1-5,9,11,14-15,18-19,23-24,27'

@attribute duration numeric
@attribute protocol_type {tcp,icmp,udp}
@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute srv_count numeric
@attribute srv_serror_rate numeric
@attribute same_srv_rate numeric
@attribute diff_srv_rate numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_srv_rate numeric
@attribute dst_host_serror_rate numeric
@attribute dst_host_srv_serror_rate numeric
@attribute isAttack {tcpFlood,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
0,tcp,OTH,78,0,6220,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,6353,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,26696,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,10930,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,5642,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,6540,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,15117,0,1,0,77,1,0,0,tcpFlood
0,tcp,OTH,78,0,6930,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,21965,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,9326,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,8296,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,8826,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,12049,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,5728,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,25800,0,1,0,64,1,0,0,tcpFlood
0,tcp,OTH,78,0,15889,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,1529,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,19264,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,22916,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,10821,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,13132,0,1,0,76,1,0,0,tcpFlood
0,tcp,OTH,78,0,5514,0,1,0,74,1,0,0,tcpFlood
0,tcp,OTH,78,0,6591,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,8177,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,10075,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,21023,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,19419,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,15696,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,11538,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,18018,0,1,0,75,1,0,0,tcpFlood
0,tcp,OTH,78,0,5503,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,10701,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,7536,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,10274,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,4240,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,8053,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,26769,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,20664,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,8956,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,8636,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,6728,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,11099,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,6555,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,12457,0,1,0,74,1,0,0,tcpFlood
0,tcp,OTH,78,0,11702,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,3205,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,15069,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,19644,0,1,0,53,1,0,0,tcpFlood
0,tcp,OTH,78,0,4679,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,14811,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,6493,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,6090,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,5158,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,10607,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,9899,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,14842,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,6968,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,17369,0,1,0,76,1,0,0,tcpFlood
0,tcp,OTH,78,0,5566,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,10601,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,2461,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,6576,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,20547,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,1627,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,21299,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,23016,0,1,0,64,1,0,0,tcpFlood
0,tcp,OTH,78,0,7205,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,26696,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,6566,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,22230,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,10061,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,27016,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,15942,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,7926,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,6775,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,24080,0,1,0,74,1,0,0,tcpFlood
0,tcp,OTH,78,0,7619,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,6558,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,5526,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,5506,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,23617,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,9360,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,7403,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,11522,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,20807,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,4737,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,7205,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,23719,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,5434,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,6548,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,15327,0,1,0,64,1,0,0,tcpFlood
0,tcp,OTH,78,0,25399,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,24910,0,1,0,60,1,0,0,tcpFlood
0,tcp,OTH,78,0,10507,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,3326,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,6835,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,11559,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,15062,0,1,0,75,1,0,0,tcpFlood
0,tcp,OTH,78,0,13583,0,1,0,81,1,0,0,tcpFlood
0,tcp,OTH,78,0,594,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,7141,0,1,0,74,1,0,0,tcpFlood
0,tcp,OTH,78,0,15715,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,5985,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,19075,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,10837,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,9369,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,10302,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,12350,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,6510,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,5570,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,7075,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,20728,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,5979,0,1,0,63,1,0,0,tcpFlood
0,tcp,OTH,78,0,10764,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,2099,0,1,0,62,1,0,0,tcpFlood
0,tcp,OTH,78,0,12148,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,19589,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,4607,0,1,0,63,1,0,0,tcpFlood
0,tcp,OTH,78,0,11769,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,367,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,9915,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,13278,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,22041,0,1,0,51,1,0,0,tcpFlood
0,tcp,OTH,78,0,5489,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,27166,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,17207,0,1,0,76,1,0,0,tcpFlood
0,tcp,OTH,78,0,8560,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,16524,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,23691,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,4605,0,1,0,62,1,0,0,tcpFlood
0,tcp,OTH,78,0,13203,0,1,0,79,1,0,0,tcpFlood
0,tcp,OTH,78,0,9097,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,6320,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,17461,0,1,0,76,1,0,0,tcpFlood
0,tcp,OTH,78,0,6608,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,5895,0,1,0,64,1,0,0,tcpFlood
0,tcp,OTH,78,0,678,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,11667,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,9897,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,25926,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,10819,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,19643,0,1,0,52,1,0,0,tcpFlood
0,tcp,OTH,78,0,18386,0,1,0,74,1,0,0,tcpFlood
0,tcp,OTH,78,0,5706,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,19931,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,7824,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,22034,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,7978,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,9864,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,11472,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,3027,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,16777,0,1,0,77,1,0,0,tcpFlood
0,tcp,OTH,78,0,6304,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,7448,0,1,0,74,1,0,0,tcpFlood
0,tcp,OTH,78,0,9247,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,5579,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,9882,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,10360,0,1,0,63,1,0,0,tcpFlood
0,tcp,OTH,78,0,9664,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,18392,0,1,0,74,1,0,0,tcpFlood
0,tcp,OTH,78,0,5135,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,10618,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,15175,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,10816,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,20624,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,250,0,1,0,74,1,0,0,tcpFlood
0,tcp,OTH,78,0,9488,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,24923,0,1,0,62,1,0,0,tcpFlood
0,tcp,OTH,78,0,8481,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,20013,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,9060,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,10569,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,27022,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,4830,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,22358,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,20752,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,6520,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,22561,0,1,0,77,1,0,0,tcpFlood
0,tcp,OTH,78,0,7665,0,1,0,74,1,0,0,tcpFlood
0,tcp,OTH,78,0,14541,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,14173,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,20541,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,24591,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,9074,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,8870,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,26890,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,6646,0,1,0,63,1,0,0,tcpFlood
0,tcp,OTH,78,0,5959,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,11628,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,25745,0,1,0,64,1,0,0,tcpFlood
0,tcp,OTH,78,0,23618,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,22501,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,23487,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,9888,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,5436,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,7134,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,5437,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,20673,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,15148,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,16498,0,1,0,75,1,0,0,tcpFlood
0,tcp,OTH,78,0,3990,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,4648,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,21310,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,18190,0,1,0,76,1,0,0,tcpFlood
0,tcp,OTH,78,0,6905,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,10184,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,6558,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,9928,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,10779,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,8283,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,4778,0,1,0,63,1,0,0,tcpFlood
0,tcp,OTH,78,0,26885,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,24463,0,1,0,62,1,0,0,tcpFlood
0,tcp,OTH,78,0,7898,0,1,0,76,1,0,0,tcpFlood
0,tcp,OTH,78,0,20681,0,1,0,64,1,0,0,tcpFlood
0,tcp,OTH,78,0,9961,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,15652,0,1,0,78,1,0,0,tcpFlood
0,tcp,OTH,78,0,21120,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,22833,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,27098,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,11021,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,7173,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,4701,0,1,0,59,1,0,0,tcpFlood
0,tcp,OTH,78,0,24061,0,1,0,76,1,0,0,tcpFlood
0,tcp,OTH,78,0,23951,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,12670,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,20632,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,5455,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,22234,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,20707,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,7562,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,11827,0,1,0,63,1,0,0,tcpFlood
0,tcp,OTH,78,0,11984,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,15064,0,1,0,75,1,0,0,tcpFlood
0,tcp,OTH,78,0,10318,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,127,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,8700,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,13500,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,12396,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,24670,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,14996,0,1,0,62,1,0,0,tcpFlood
0,tcp,OTH,78,0,5767,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,20318,0,1,0,76,1,0,0,tcpFlood
0,tcp,OTH,78,0,23763,0,1,0,74,1,0,0,tcpFlood
0,tcp,OTH,78,0,26254,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,21538,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,7133,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,15356,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,21309,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,9675,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,15000,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,8335,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,17815,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,8832,0,1,0,77,1,0,0,tcpFlood
0,tcp,OTH,78,0,23549,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,23649,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,21150,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,6459,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,20546,0,1,0,74,1,0,0,tcpFlood
0,tcp,OTH,78,0,6556,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,26523,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,11391,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,10672,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,5694,0,1,0,62,1,0,0,tcpFlood
0,tcp,OTH,78,0,11067,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,26769,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,11121,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,17490,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,25027,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,6702,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,12574,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,17542,0,1,0,74,1,0,0,tcpFlood
0,tcp,OTH,78,0,21789,0,1,0,74,1,0,0,tcpFlood
0,tcp,OTH,78,0,22359,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,19793,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,24077,0,1,0,74,1,0,0,tcpFlood
0,tcp,OTH,78,0,5639,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,438,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,20385,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,8057,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,4645,0,1,0,58,1,0,0,tcpFlood
0,tcp,OTH,78,0,20540,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,11118,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,9399,0,1,0,64,1,0,0,tcpFlood
0,tcp,OTH,78,0,9875,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,6475,0,1,0,75,1,0,0,tcpFlood
0,tcp,OTH,78,0,20630,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,10707,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,6458,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,11737,0,1,0,74,1,0,0,tcpFlood
0,tcp,OTH,78,0,9825,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,15336,0,1,0,74,1,0,0,tcpFlood
0,tcp,OTH,78,0,5511,0,1,0,64,1,0,0,tcpFlood
0,tcp,OTH,78,0,9849,0,1,0,74,1,0,0,tcpFlood
0,tcp,OTH,78,0,18105,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,306,0,4671,0,1,0,56,1,0,0,tcpFlood
0,tcp,OTH,78,0,5254,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,17184,0,1,0,75,1,0,0,tcpFlood
0,tcp,OTH,78,0,10008,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,10772,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,6564,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,26867,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,24465,0,1,0,64,1,0,0,tcpFlood
0,tcp,OTH,78,0,7204,0,1,0,77,1,0,0,tcpFlood
0,tcp,OTH,78,0,23019,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,5183,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,6234,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,15388,0,1,0,76,1,0,0,tcpFlood
0,tcp,OTH,78,0,8622,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,9543,0,1,0,76,1,0,0,tcpFlood
0,tcp,OTH,78,0,4773,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,26888,0,1,0,64,1,0,0,tcpFlood
0,tcp,OTH,78,0,6470,0,1,0,64,1,0,0,tcpFlood
0,tcp,OTH,78,0,5288,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,6573,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,11760,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,25650,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,5599,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,9977,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,16612,0,1,0,76,1,0,0,tcpFlood
0,tcp,OTH,78,0,10516,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,8234,0,1,0,73,1,0,0,tcpFlood
0,tcp,OTH,78,0,22149,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,1329,0,1,0,63,1,0,0,tcpFlood
0,tcp,OTH,78,0,772,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,8347,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,22598,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,3783,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,8583,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,20081,0,1,0,62,1,0,0,tcpFlood
0,tcp,OTH,78,0,20719,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,7152,0,1,0,71,1,0,0,tcpFlood
0,tcp,OTH,78,0,26863,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,11117,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,20626,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,12330,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,9862,0,1,0,75,1,0,0,tcpFlood
0,tcp,OTH,78,0,9973,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,14529,0,1,0,68,1,0,0,tcpFlood
0,tcp,OTH,78,0,14994,0,1,0,64,1,0,0,tcpFlood
0,tcp,OTH,78,0,5679,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,27088,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,23586,0,1,0,66,1,0,0,tcpFlood
0,tcp,OTH,78,0,20616,0,1,0,70,1,0,0,tcpFlood
0,tcp,OTH,78,0,9957,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,15590,0,1,0,76,1,0,0,tcpFlood
0,tcp,OTH,78,0,17173,0,1,0,75,1,0,0,tcpFlood
0,tcp,OTH,78,0,12604,0,1,0,67,1,0,0,tcpFlood
0,tcp,OTH,78,0,214,0,1,0,72,1,0,0,tcpFlood
0,tcp,OTH,78,0,10737,0,1,0,64,1,0,0,tcpFlood
0,tcp,OTH,78,0,12622,0,1,0,69,1,0,0,tcpFlood
0,tcp,OTH,78,0,10582,0,1,0,57,1,0,0,tcpFlood
0,tcp,OTH,78,0,5151,0,1,0,65,1,0,0,tcpFlood
0,tcp,OTH,78,0,23421,0,1,0,65,1,0,0,tcpFlood
