@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:highrate, udpFlood:highrate, httpFlood:highrate, slowBody:lowrate, slowHeaders:lowrate, slowRead:lowrate-weka.filters.unsupervised.attribute.Remove-V-R3-4,8,18,21,27'

@attribute flag {OTH,REJ,RSTO,RSTOS0,RSTR,S0,S1,S2,S3,SF,SH}
@attribute src_bytes numeric
@attribute count numeric
@attribute dst_host_srv_count numeric
@attribute dst_host_same_src_port_rate numeric
@attribute isAttack {highrate,lowrate}

@data
S3,374,138,100,0,highrate
OTH,60,136,33,0.97,highrate
S3,374,155,100,0,highrate
S3,374,196,100,0,highrate
S3,377,572,100,0,highrate
OTH,60,107,34,0.97,highrate
RSTO,446,346,100,0,highrate
S3,374,135,100,0,highrate
S3,374,72,98,0,highrate
S1,248,215,100,0,highrate
S3,374,131,100,0,highrate
S3,374,138,100,0,highrate
S3,374,104,71,0,highrate
S3,374,146,100,0,highrate
OTH,60,177,33,0.97,highrate
S3,374,396,100,0,highrate
S3,374,135,100,0,highrate
RSTO,446,502,100,0,highrate
OTH,60,31,28,0.97,highrate
S3,374,97,100,0,highrate
OTH,60,28,28,0.97,highrate
S3,377,966,100,0,highrate
S3,374,120,100,0,highrate
OTH,66,224,98,0,highrate
S3,374,31,31,0,highrate
S3,374,374,100,0,highrate
S3,374,154,100,0,highrate
OTH,66,254,98,0,highrate
RSTO,446,367,100,0,highrate
OTH,60,177,33,0.97,highrate
S3,380,930,100,0,highrate
RSTO,446,639,100,0,highrate
OTH,60,128,33,0.97,highrate
S3,374,150,100,0,highrate
S3,377,316,41,0,highrate
RSTO,446,431,100,0,highrate
S3,374,92,92,0,highrate
OTH,60,179,33,0.97,highrate
OTH,60,176,33,0.97,highrate
S1,248,186,100,0,highrate
OTH,60,147,31,0.97,highrate
OTH,60,56,41,0.1,highrate
S3,374,164,100,0,highrate
S3,374,140,100,0,highrate
OTH,60,63,30,0.35,highrate
OTH,60,4,4,0.8,highrate
OTH,60,179,33,0.97,highrate
OTH,60,138,33,0.97,highrate
RSTO,446,847,100,0,highrate
S3,374,253,100,0,highrate
S3,377,947,100,0,highrate
S3,374,184,100,0,highrate
S3,374,113,100,0,highrate
OTH,66,84,96,0,highrate
OTH,66,16,72,0.01,highrate
OTH,60,90,41,0.98,highrate
OTH,66,87,59,0.02,highrate
S1,248,181,100,0,highrate
S3,374,163,100,0,highrate
S1,242,159,100,0,highrate
OTH,60,0,0,0,highrate
S3,377,1030,100,0,highrate
OTH,60,113,34,0.97,highrate
S3,377,553,100,0,highrate
OTH,66,10,10,0,highrate
S1,248,160,100,0,highrate
RSTO,446,482,100,0,highrate
S3,392,774,100,0,highrate
S3,374,145,100,0,highrate
S3,374,64,64,0,highrate
OTH,60,135,32,0.97,highrate
OTH,60,108,34,0.97,highrate
S1,248,206,100,0,highrate
OTH,60,142,31,0.97,highrate
RSTO,446,432,100,0,highrate
S3,374,119,100,0,highrate
S3,374,102,100,0,highrate
S3,374,133,100,0,highrate
S3,377,640,100,0,highrate
OTH,60,177,33,0.97,highrate
S3,374,153,100,0,highrate
RSTO,446,438,100,0,highrate
S3,374,149,100,0,highrate
OTH,60,125,33,0.97,highrate
S3,374,12,98,0,highrate
OTH,60,125,33,0.97,highrate
OTH,66,296,100,0,highrate
S3,374,153,100,0,highrate
S3,374,14,14,0,highrate
S3,374,117,100,0,highrate
S3,374,442,100,0,highrate
OTH,60,177,33,0.97,highrate
OTH,60,139,17,0.94,highrate
S3,380,144,100,0,highrate
S3,374,271,100,0,highrate
S3,392,775,100,0,highrate
OTH,66,166,100,0,highrate
S3,377,335,54,0,highrate
S3,374,121,100,0,highrate
OTH,66,260,98,0,highrate
OTH,60,163,33,0.97,highrate
S3,377,865,100,0,highrate
OTH,66,155,100,0,highrate
S3,374,113,100,0,highrate
OTH,60,109,34,0.97,highrate
S3,374,61,61,0,highrate
S3,377,844,99,0,highrate
OTH,60,119,34,0.97,highrate
S3,374,156,100,0,highrate
OTH,66,14,71,0.03,highrate
OTH,60,117,33,0.97,highrate
OTH,60,36,33,0.97,highrate
S3,374,132,100,0,highrate
OTH,60,114,32,0.97,highrate
OTH,60,143,33,0.97,highrate
OTH,60,138,33,0.97,highrate
OTH,60,174,33,0.97,highrate
OTH,60,163,33,0.97,highrate
S3,374,142,100,0,highrate
S3,374,159,100,0,highrate
S3,377,840,99,0,highrate
RSTO,446,354,100,0,highrate
S3,377,632,100,0,highrate
OTH,60,109,33,0.97,highrate
OTH,66,258,98,0,highrate
OTH,60,180,33,0.97,highrate
S3,374,147,100,0,highrate
S3,380,919,100,0,highrate
S3,377,787,99,0,highrate
OTH,66,40,33,0,highrate
S3,380,144,100,0,highrate
S3,374,279,100,0,highrate
RSTO,446,381,100,0,highrate
S3,374,126,100,0,highrate
OTH,60,131,33,0.97,highrate
OTH,66,71,94,0,highrate
OTH,60,58,25,0.96,highrate
OTH,60,64,30,0.35,highrate
S3,374,363,100,0,highrate
S3,374,149,100,0,highrate
S3,377,803,99,0,highrate
OTH,60,73,21,0.86,highrate
OTH,60,177,33,0.97,highrate
S3,374,169,100,0,highrate
S3,377,403,100,0,highrate
OTH,60,14,14,0.93,highrate
OTH,60,109,34,0.97,highrate
S3,377,769,99,0,highrate
S3,377,387,89,0,highrate
S3,374,145,100,0,highrate
S3,377,488,100,0,highrate
S3,374,144,100,0,highrate
S3,377,339,57,0,highrate
S3,380,163,100,0,highrate
S3,377,601,100,0,highrate
OTH,60,141,29,0.97,highrate
OTH,60,141,30,0.97,highrate
OTH,60,129,32,0.97,highrate
S3,380,851,100,0,highrate
S3,374,355,100,0,highrate
OTH,66,82,94,0,highrate
S3,377,454,100,0,highrate
S3,377,452,100,0,highrate
OTH,60,154,33,0.97,highrate
RSTO,446,361,100,0,highrate
S3,374,149,100,0,highrate
S1,248,203,100,0,highrate
S3,380,161,100,0,highrate
S3,374,215,100,0,highrate
S3,374,153,100,0,highrate
S3,374,147,100,0,highrate
S3,377,620,100,0,highrate
OTH,60,178,33,0.97,highrate
OTH,60,117,32,0.97,highrate
OTH,60,136,33,0.97,highrate
S3,374,161,100,0,highrate
OTH,60,167,33,0.97,highrate
OTH,66,16,16,0,highrate
RSTO,446,576,100,0,highrate
S3,377,905,100,0,highrate
OTH,60,140,21,0.95,highrate
S3,374,172,100,0,highrate
S3,374,105,71,0,highrate
S3,380,142,100,0,highrate
OTH,66,240,98,0,highrate
S3,374,5,98,0,highrate
OTH,60,112,33,0.97,highrate
S3,377,607,100,0,highrate
OTH,60,168,33,0.97,highrate
OTH,60,120,35,0.97,highrate
OTH,60,45,33,0.97,highrate
OTH,60,133,33,0.97,highrate
OTH,60,164,33,0.97,highrate
S3,374,169,100,0,highrate
S3,377,378,83,0,highrate
OTH,60,139,20,0.95,highrate
OTH,60,177,33,0.97,highrate
S3,377,410,100,0,highrate
S3,374,80,80,0,highrate
S3,464,112,100,0,highrate
OTH,66,162,100,0,highrate
S3,380,762,100,0,highrate
S3,377,999,100,0,highrate
OTH,60,143,31,0.97,highrate
S3,377,801,99,0,highrate
RSTO,446,791,100,0,highrate
OTH,66,111,33,0,highrate
S3,374,136,100,0,highrate
S3,386,203,100,0,highrate
S3,374,144,100,0,highrate
S3,374,176,100,0,highrate
S3,374,150,100,0,highrate
S3,377,587,100,0,highrate
S3,374,289,100,0,highrate
S3,374,113,76,0,highrate
OTH,60,20,20,0.95,highrate
S3,374,151,100,0,highrate
S3,377,775,99,0,highrate
OTH,60,138,13,0.93,highrate
OTH,66,56,38,0,highrate
OTH,60,138,33,0.97,highrate
OTH,60,123,33,0.97,highrate
OTH,60,179,33,0.97,highrate
OTH,60,39,36,0.97,highrate
S3,374,303,100,0,highrate
S3,377,332,52,0,highrate
S3,374,358,100,0,highrate
RSTO,446,385,100,0,highrate
S3,374,45,45,0,highrate
OTH,66,290,100,0,highrate
S3,377,355,67,0,highrate
OTH,60,116,33,0.97,highrate
OTH,60,46,33,0.97,highrate
S3,377,334,54,0,highrate
S1,248,208,100,0,highrate
S3,377,367,76,0,highrate
RSTO,446,744,100,0,highrate
OTH,66,11,11,0,highrate
S3,377,859,100,0,highrate
S3,377,600,100,0,highrate
OTH,78,5257,70,0,highrate
OTH,78,26999,65,0.02,highrate
OTH,78,18324,78,0.03,highrate
OTH,78,9120,66,0,highrate
OTH,78,12341,71,0.04,highrate
OTH,78,20743,72,0.01,highrate
OTH,78,5577,68,0,highrate
OTH,78,6539,72,0.01,highrate
OTH,78,7776,72,0,highrate
S3,374,157,100,0,highrate
OTH,78,3692,71,0.01,highrate
OTH,78,9582,72,0.01,highrate
OTH,78,8085,70,0.04,highrate
OTH,78,7824,72,0,highrate
OTH,78,20434,67,0.01,highrate
OTH,78,22118,68,0.01,highrate
OTH,78,5219,67,0.03,highrate
OTH,78,26689,74,0.03,highrate
OTH,78,9449,70,0.03,highrate
S3,374,74,98,0,highrate
OTH,78,11425,67,0.01,highrate
OTH,78,11818,70,0.04,highrate
OTH,78,25097,75,0.03,highrate
OTH,78,7470,73,0.04,highrate
OTH,78,9918,67,0,highrate
OTH,78,22130,71,0.04,highrate
OTH,78,450,72,0.01,highrate
OTH,60,79,35,0.97,highrate
OTH,78,11823,67,0.03,highrate
OTH,78,15900,70,0,highrate
OTH,78,23722,73,0.03,highrate
OTH,78,11062,69,0.03,highrate
OTH,78,20446,66,0.01,highrate
OTH,78,6547,69,0.03,highrate
OTH,78,8809,63,0,highrate
OTH,78,1336,63,0.02,highrate
OTH,78,8651,68,0.03,highrate
OTH,78,5430,70,0.07,highrate
OTH,78,6491,68,0.01,highrate
OTH,78,19713,73,0.01,highrate
OTH,78,8033,72,0.03,highrate
S3,374,165,100,0,highrate
OTH,78,11501,70,0.01,highrate
OTH,78,9875,68,0.03,highrate
OTH,66,176,99,0,highrate
OTH,78,7623,72,0.01,highrate
OTH,60,68,27,0.96,highrate
OTH,78,1592,75,0.03,highrate
OTH,78,11549,66,0.03,highrate
OTH,78,9202,65,0.02,highrate
OTH,78,26381,69,0,highrate
OTH,78,20669,65,0.02,highrate
OTH,78,15725,72,0.01,highrate
OTH,78,10885,70,0,highrate
OTH,78,9846,70,0,highrate
OTH,78,11760,64,0.05,highrate
S3,374,169,100,0,highrate
OTH,78,7149,71,0.01,highrate
OTH,78,7934,73,0.01,highrate
OTH,78,12541,67,0.01,highrate
OTH,78,9698,73,0,highrate
OTH,78,20640,67,0.01,highrate
OTH,78,14306,74,0.03,highrate
OTH,78,7960,66,0.01,highrate
OTH,78,26668,66,0,highrate
OTH,78,15014,69,0.03,highrate
OTH,78,5282,71,0.03,highrate
OTH,78,1133,67,0.04,highrate
OTH,78,12876,76,0.04,highrate
OTH,78,8695,71,0,highrate
OTH,78,5544,71,0.03,highrate
S3,377,366,75,0,highrate
OTH,78,24994,70,0.01,highrate
OTH,60,109,33,0.97,highrate
OTH,78,27025,68,0.01,highrate
OTH,78,15801,74,0.04,highrate
S3,374,284,100,0,highrate
OTH,78,26861,66,0.01,highrate
OTH,78,7621,72,0.01,highrate
OTH,78,5649,70,0.01,highrate
S3,374,159,100,0,highrate
OTH,78,9982,69,0.01,highrate
OTH,78,13633,71,0.03,highrate
OTH,78,7817,72,0.03,highrate
OTH,78,6466,64,0.02,highrate
OTH,78,7525,69,0.01,highrate
OTH,78,4397,65,0.03,highrate
OTH,78,11785,76,0.05,highrate
OTH,78,16464,74,0.01,highrate
OTH,78,12265,71,0.01,highrate
OTH,78,23395,64,0.02,highrate
OTH,78,22083,66,0,highrate
OTH,78,10665,74,0.01,highrate
OTH,78,12207,72,0.03,highrate
OTH,78,8870,69,0,highrate
OTH,78,8531,74,0.03,highrate
OTH,78,21055,74,0.01,highrate
OTH,78,9403,65,0.02,highrate
OTH,78,22172,68,0.01,highrate
OTH,78,14546,73,0.04,highrate
OTH,78,9125,68,0.01,highrate
OTH,78,8203,75,0.03,highrate
OTH,78,7771,65,0.02,highrate
OTH,78,5503,71,0.01,highrate
OTH,78,9345,66,0.04,highrate
OTH,78,7181,67,0.01,highrate
OTH,78,7913,70,0.03,highrate
OTH,78,20638,69,0.01,highrate
OTH,78,22476,65,0,highrate
S3,374,98,100,0,highrate
OTH,78,22223,66,0.01,highrate
OTH,78,17994,71,0.03,highrate
OTH,78,16022,79,0.04,highrate
OTH,78,25945,72,0.03,highrate
OTH,78,17546,72,0,highrate
OTH,78,5782,70,0.01,highrate
OTH,78,9890,71,0.01,highrate
OTH,78,3601,71,0.01,highrate
OTH,78,6171,70,0.01,highrate
OTH,78,25927,70,0.04,highrate
OTH,78,4659,57,0,highrate
OTH,78,6376,71,0.01,highrate
S3,377,995,100,0,highrate
OTH,78,17755,71,0.01,highrate
OTH,78,20714,64,0.03,highrate
S3,374,180,100,0,highrate
OTH,78,8048,73,0.01,highrate
OTH,78,6207,69,0,highrate
OTH,78,21339,69,0.03,highrate
OTH,78,9860,65,0.02,highrate
OTH,78,23837,56,0.02,highrate
OTH,78,6546,68,0.01,highrate
OTH,78,27120,70,0.01,highrate
OTH,78,4986,68,0.01,highrate
OTH,78,27026,71,0.01,highrate
OTH,78,14594,75,0.01,highrate
OTH,78,1171,67,0.04,highrate
OTH,78,7941,75,0.03,highrate
OTH,78,23697,73,0.03,highrate
OTH,78,11123,69,0.01,highrate
OTH,78,9892,70,0.01,highrate
OTH,78,10759,67,0.01,highrate
OTH,78,23791,70,0,highrate
OTH,78,17466,78,0.04,highrate
OTH,78,5354,71,0.01,highrate
OTH,78,7084,73,0.01,highrate
S3,374,25,25,0,highrate
OTH,78,7189,75,0.04,highrate
OTH,78,7568,65,0.02,highrate
OTH,78,20559,68,0,highrate
OTH,78,8059,74,0.01,highrate
OTH,78,11764,67,0.04,highrate
OTH,78,9899,67,0,highrate
OTH,66,83,56,0.02,highrate
OTH,78,16332,71,0.03,highrate
OTH,78,5539,69,0.01,highrate
OTH,78,27114,67,0,highrate
S3,374,119,100,0,highrate
OTH,60,177,33,0.97,highrate
OTH,78,20717,67,0,highrate
OTH,78,8182,68,0.03,highrate
OTH,78,8515,68,0,highrate
OTH,78,6549,69,0.01,highrate
OTH,60,138,33,0.97,highrate
OTH,78,17556,73,0.03,highrate
OTH,78,20621,71,0.01,highrate
S3,374,51,51,0,highrate
OTH,78,17794,75,0.01,highrate
OTH,78,7783,72,0,highrate
OTH,78,9220,64,0.02,highrate
OTH,78,20782,65,0.02,highrate
OTH,78,23447,74,0.03,highrate
OTH,78,4975,69,0.03,highrate
OTH,78,23589,65,0.02,highrate
OTH,78,25966,73,0.01,highrate
OTH,78,7548,67,0.01,highrate
OTH,78,1713,64,0.06,highrate
S3,374,149,100,0,highrate
OTH,60,129,33,0.97,highrate
OTH,78,11816,68,0.04,highrate
OTH,78,8328,68,0,highrate
S3,374,75,75,0,highrate
OTH,78,10603,71,0.01,highrate
OTH,78,10174,68,0.03,highrate
OTH,78,24087,74,0.01,highrate
OTH,78,10902,72,0,highrate
OTH,66,302,100,0,highrate
OTH,78,9504,64,0.02,highrate
OTH,78,7761,71,0.01,highrate
OTH,78,10545,65,0.02,highrate
OTH,78,24859,69,0.04,highrate
OTH,78,8076,73,0.01,highrate
OTH,78,8723,75,0.01,highrate
OTH,78,20492,70,0,highrate
S3,374,148,100,0,highrate
OTH,78,765,68,0.03,highrate
OTH,78,2533,63,0,highrate
OTH,78,6336,68,0,highrate
OTH,78,13233,79,0.05,highrate
OTH,78,7633,72,0,highrate
OTH,78,14434,75,0,highrate
OTH,78,6538,68,0.01,highrate
OTH,78,20381,75,0,highrate
OTH,78,8480,65,0.02,highrate
OTH,78,8265,63,0.03,highrate
OTH,78,10762,71,0,highrate
OTH,78,12819,69,0.03,highrate
OTH,78,8729,66,0.01,highrate
OTH,78,9243,70,0.01,highrate
S3,377,943,100,0,highrate
OTH,78,4894,68,0.04,highrate
S3,377,490,100,0,highrate
OTH,78,8744,73,0.01,highrate
OTH,78,9849,66,0.04,highrate
OTH,78,7934,73,0.04,highrate
OTH,78,10454,75,0.03,highrate
OTH,78,10465,69,0.01,highrate
OTH,78,26892,69,0.01,highrate
OTH,78,9902,72,0.01,highrate
OTH,78,15380,71,0.01,highrate
OTH,78,6061,71,0.01,highrate
OTH,78,8568,73,0.03,highrate
OTH,78,9967,69,0,highrate
OTH,78,10949,67,0.01,highrate
OTH,78,6497,70,0.03,highrate
OTH,78,21322,68,0.03,highrate
OTH,78,18436,68,0.03,highrate
OTH,78,1865,68,0.01,highrate
OTH,78,16998,73,0.01,highrate
OTH,78,2700,70,0.03,highrate
OTH,78,9974,69,0.01,highrate
S3,374,127,100,0,highrate
OTH,78,7809,74,0.07,highrate
OTH,78,10713,67,0.01,highrate
OTH,78,5464,70,0.03,highrate
OTH,78,22390,69,0.04,highrate
OTH,78,15771,73,0.04,highrate
OTH,78,6150,66,0.01,highrate
OTH,78,5835,67,0,highrate
OTH,78,2106,64,0.03,highrate
OTH,78,9889,72,0.01,highrate
OTH,78,6474,71,0.01,highrate
OTH,78,8316,69,0.01,highrate
OTH,78,7173,72,0.03,highrate
OTH,78,11799,69,0.06,highrate
OTH,78,10303,68,0.01,highrate
OTH,78,8940,73,0.01,highrate
OTH,78,9927,67,0.01,highrate
OTH,78,8864,69,0.01,highrate
OTH,78,7592,66,0,highrate
RSTO,446,391,100,0,highrate
OTH,78,9601,66,0.04,highrate
OTH,78,15264,65,0.02,highrate
OTH,78,14414,78,0,highrate
OTH,78,5175,66,0.01,highrate
OTH,78,24181,76,0.03,highrate
OTH,78,10720,72,0.04,highrate
OTH,78,5748,69,0.01,highrate
OTH,78,1772,73,0.04,highrate
S3,374,27,98,0,highrate
OTH,78,19050,72,0.01,highrate
OTH,78,718,71,0.03,highrate
OTH,78,8640,69,0.01,highrate
OTH,78,5658,74,0.01,highrate
OTH,78,8590,64,0.02,highrate
OTH,78,13384,76,0,highrate
OTH,78,21100,76,0,highrate
OTH,78,4111,69,0.01,highrate
OTH,66,66,44,0,highrate
OTH,78,4591,70,0.03,highrate
OTH,78,5827,70,0.01,highrate
OTH,78,22836,67,0.03,highrate
OTH,78,11828,71,0.03,highrate
OTH,78,9457,72,0.01,highrate
OTH,78,21819,70,0.01,highrate
OTH,78,25375,65,0.02,highrate
OTH,78,5001,66,0,highrate
S3,377,927,100,0,highrate
OTH,78,6967,70,0.01,highrate
OTH,60,135,25,0.96,highrate
OTH,78,15417,79,0.04,highrate
OTH,78,2222,67,0.03,highrate
OTH,78,10618,63,0.05,highrate
OTH,60,114,33,0.97,highrate
OTH,78,17007,70,0.03,highrate
OTH,78,3663,65,0.02,highrate
OTH,78,11613,68,0.03,highrate
OTH,78,6156,68,0.03,highrate
OTH,78,5214,71,0.01,highrate
OTH,78,4320,69,0.01,highrate
OTH,78,10000,72,0.01,highrate
OTH,78,18425,68,0.03,highrate
OTH,78,20717,65,0,highrate
OTH,78,24762,75,0.01,highrate
RSTO,446,601,100,0,highrate
OTH,78,9671,70,0.03,highrate
OTH,78,9098,69,0.01,highrate
OTH,78,25246,75,0.04,highrate
OTH,78,15815,73,0.03,highrate
OTH,78,22637,68,0.01,highrate
OTH,78,9869,68,0,highrate
OTH,78,10618,70,0.01,highrate
OTH,306,4669,53,0,highrate
S3,374,134,100,0,highrate
OTH,78,20626,65,0.03,highrate
OTH,78,8132,69,0.07,highrate
OTH,78,9329,63,0.02,highrate
OTH,78,11705,66,0.01,highrate
OTH,78,6153,67,0.01,highrate
OTH,78,22734,74,0.01,highrate
OTH,78,7975,77,0,highrate
OTH,78,7838,75,0.07,highrate
OTH,78,16794,75,0.04,highrate
OTH,60,157,33,0.97,highrate
OTH,78,3296,68,0.03,highrate
OTH,78,6495,68,0.01,highrate
OTH,78,12183,71,0.01,highrate
OTH,78,23247,72,0.03,highrate
OTH,78,9986,68,0.01,highrate
OTH,78,12059,71,0.01,highrate
OTH,78,23687,74,0.01,highrate
OTH,78,27078,68,0,highrate
OTH,78,15688,72,0.01,highrate
OTH,60,118,36,0.97,highrate
OTH,78,10036,70,0.03,highrate
OTH,78,7358,61,0,highrate
OTH,78,5480,70,0,highrate
OTH,78,24465,64,0.03,highrate
OTH,78,20869,71,0,highrate
OTH,78,22892,69,0.01,highrate
OTH,78,25893,70,0.01,highrate
OTH,78,8175,71,0.01,highrate
OTH,78,11825,72,0.05,highrate
OTH,78,20785,64,0.03,highrate
OTH,60,178,33,0.97,highrate
OTH,78,9997,72,0.01,highrate
OTH,78,11047,74,0.03,highrate
OTH,78,10625,73,0.01,highrate
OTH,78,6158,71,0.03,highrate
OTH,60,142,33,0.97,highrate
OTH,78,9901,68,0.01,highrate
OTH,78,22032,64,0.02,highrate
OTH,78,19528,68,0,highrate
OTH,78,23835,56,0.02,highrate
OTH,78,6092,70,0.01,highrate
OTH,78,19539,71,0.01,highrate
OTH,78,18114,73,0.01,highrate
OTH,78,22473,69,0.01,highrate
OTH,60,58,35,0.17,highrate
OTH,78,22140,69,0.03,highrate
OTH,78,2571,61,0,highrate
OTH,78,7679,76,0.03,highrate
OTH,78,7625,72,0.01,highrate
OTH,78,8459,68,0.01,highrate
OTH,78,22393,67,0.03,highrate
OTH,78,11148,71,0.03,highrate
OTH,78,20617,71,0.01,highrate
OTH,78,16144,76,0.01,highrate
OTH,78,2217,72,0,highrate
OTH,78,6069,76,0.01,highrate
OTH,78,7335,71,0.01,highrate
OTH,78,2221,67,0.03,highrate
OTH,78,8697,72,0.07,highrate
OTH,60,179,33,0.97,highrate
OTH,78,9904,71,0.01,highrate
OTH,78,23493,69,0.01,highrate
OTH,78,15105,75,0.01,highrate
OTH,78,6574,68,0,highrate
OTH,78,17068,73,0.03,highrate
OTH,78,1923,71,0.01,highrate
OTH,78,17787,70,0.01,highrate
OTH,78,6671,66,0.03,highrate
OTH,78,9357,65,0.05,highrate
OTH,78,20333,75,0.03,highrate
OTH,78,10946,68,0.01,highrate
OTH,78,8615,71,0.03,highrate
OTH,78,7598,66,0.01,highrate
OTH,78,26346,72,0,highrate
OTH,78,8034,71,0.06,highrate
OTH,78,12887,80,0.02,highrate
OTH,78,15107,76,0.03,highrate
OTH,78,20406,68,0.03,highrate
OTH,78,7465,75,0.01,highrate
OTH,78,7172,68,0.01,highrate
OTH,78,20389,67,0.01,highrate
OTH,78,10183,68,0.01,highrate
OTH,78,7715,64,0.03,highrate
OTH,78,7917,80,0.02,highrate
OTH,78,23486,68,0.03,highrate
OTH,78,7589,68,0.01,highrate
OTH,78,6531,72,0.03,highrate
OTH,78,14777,81,0.04,highrate
OTH,78,23563,68,0.01,highrate
OTH,60,116,32,0.97,highrate
OTH,78,4537,74,0.05,highrate
OTH,78,3676,67,0.01,highrate
OTH,78,8609,68,0.03,highrate
OTH,60,145,31,0.97,highrate
OTH,78,10540,69,0.03,highrate
OTH,60,28,25,0.96,highrate
OTH,78,912,64,0.02,highrate
OTH,78,889,64,0.02,highrate
OTH,78,15185,71,0.01,highrate
OTH,78,20716,69,0.03,highrate
OTH,78,10228,72,0.01,highrate
OTH,78,6478,74,0.01,highrate
OTH,78,22171,67,0.03,highrate
OTH,78,8721,75,0.03,highrate
OTH,78,12553,69,0.03,highrate
OTH,78,6898,67,0.01,highrate
OTH,78,8330,68,0.03,highrate
OTH,78,4084,60,0.02,highrate
S3,374,162,100,0,highrate
OTH,78,1265,67,0.03,highrate
OTH,78,6965,69,0.01,highrate
OTH,78,11343,66,0,highrate
OTH,78,5990,70,0.03,highrate
OTH,78,9970,68,0.01,highrate
RSTO,446,771,100,0,highrate
OTH,78,21628,71,0.01,highrate
OTH,78,14904,70,0.03,highrate
OTH,78,25054,71,0.03,highrate
OTH,78,20637,73,0.04,highrate
OTH,78,4071,65,0.03,highrate
OTH,78,17552,71,0.04,highrate
OTH,78,23874,68,0.01,highrate
OTH,78,8973,71,0,highrate
OTH,78,5459,67,0.01,highrate
OTH,78,1121,66,0.03,highrate
OTH,78,12341,66,0.03,highrate
OTH,78,15475,66,0.01,highrate
OTH,78,1617,70,0.03,highrate
OTH,78,12276,70,0,highrate
OTH,78,27147,65,0.02,highrate
OTH,78,9396,64,0,highrate
OTH,78,23333,75,0.01,highrate
OTH,162,7184,64,0.02,highrate
OTH,78,17661,73,0.05,highrate
OTH,78,6548,68,0.03,highrate
OTH,78,23582,72,0.01,highrate
OTH,78,8066,71,0.03,highrate
OTH,78,9894,71,0.01,highrate
S3,374,133,100,0,highrate
OTH,78,26691,73,0.01,highrate
OTH,78,4713,64,0.05,highrate
OTH,78,6277,71,0.01,highrate
OTH,78,6547,68,0.01,highrate
OTH,78,9995,69,0.03,highrate
OTH,78,22090,67,0.03,highrate
OTH,78,18871,69,0.01,highrate
OTH,78,22207,69,0,highrate
OTH,78,14982,78,0.04,highrate
OTH,78,23757,71,0.01,highrate
OTH,78,7747,71,0.01,highrate
OTH,78,6063,68,0.01,highrate
OTH,78,9974,70,0.04,highrate
OTH,78,20539,71,0.01,highrate
OTH,78,15679,71,0.01,highrate
OTH,78,6322,68,0.01,highrate
S3,374,142,100,0,highrate
OTH,60,180,33,0.97,highrate
OTH,78,83,64,0.02,highrate
OTH,78,11011,68,0.01,highrate
OTH,78,17291,77,0.05,highrate
OTH,78,17190,73,0.03,highrate
OTH,78,26685,68,0.01,highrate
OTH,78,11762,75,0.01,highrate
OTH,78,5558,71,0.03,highrate
OTH,78,20437,66,0.01,highrate
S3,374,100,100,0,highrate
OTH,78,25554,68,0.01,highrate
OTH,78,22440,58,0.02,highrate
OTH,78,20618,69,0.01,highrate
OTH,78,6070,76,0.03,highrate
OTH,78,7566,71,0.01,highrate
OTH,78,3407,74,0.01,highrate
OTH,78,3587,72,0.01,highrate
OTH,78,5321,65,0,highrate
OTH,78,1911,68,0.01,highrate
OTH,78,15867,73,0.04,highrate
OTH,78,15251,71,0.01,highrate
OTH,78,6294,66,0.03,highrate
OTH,78,10593,69,0.03,highrate
OTH,78,20818,73,0.04,highrate
OTH,78,10247,67,0.01,highrate
OTH,78,24756,75,0.04,highrate
OTH,78,23521,70,0.04,highrate
OTH,78,21722,72,0.01,highrate
OTH,78,20630,68,0.01,highrate
OTH,78,12657,70,0.04,highrate
S3,374,169,100,0,highrate
OTH,78,26275,66,0.01,highrate
OTH,78,14436,76,0,highrate
OTH,78,11801,68,0.03,highrate
OTH,78,20715,67,0.03,highrate
OTH,78,6598,73,0.01,highrate
OTH,78,5577,67,0.01,highrate
OTH,78,6468,69,0,highrate
OTH,78,6490,71,0.01,highrate
OTH,78,11079,70,0.01,highrate
OTH,78,7940,69,0.01,highrate
OTH,78,5788,71,0,highrate
OTH,78,16699,75,0.03,highrate
OTH,78,15327,73,0.03,highrate
OTH,78,171,69,0.04,highrate
OTH,78,23768,74,0.01,highrate
OTH,78,11648,69,0.03,highrate
OTH,78,11446,66,0,highrate
OTH,78,13501,71,0.03,highrate
OTH,78,11994,76,0.03,highrate
OTH,78,7176,69,0.01,highrate
OTH,78,6550,69,0.01,highrate
OTH,78,22165,69,0.03,highrate
OTH,78,23264,70,0.03,highrate
OTH,78,6483,70,0.03,highrate
OTH,78,22467,64,0,highrate
OTH,78,2690,73,0.03,highrate
OTH,78,12583,67,0.03,highrate
OTH,78,26838,70,0.03,highrate
OTH,78,10262,69,0.01,highrate
RSTO,446,468,100,0,highrate
OTH,78,6141,73,0.01,highrate
OTH,78,9055,71,0,highrate
S3,374,149,100,0,highrate
OTH,78,8921,73,0.01,highrate
OTH,78,10606,69,0.01,highrate
OTH,78,24579,72,0.03,highrate
OTH,78,7969,71,0,highrate
OTH,78,11341,66,0.01,highrate
OTH,78,6540,68,0.01,highrate
OTH,78,18435,68,0.03,highrate
