% isAttack HIGH_RATE:	1533
% isAttack LOW_RATE:	2000
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R6,15,21,40'

@attribute mean_fpktl numeric
@attribute max_fiat numeric
@attribute duration numeric
@attribute isAttack {HIGH_RATE,LOW_RATE}

@data
60,676734,722701,HIGH_RATE
61,261965,306379,HIGH_RATE
60,43459,48642,HIGH_RATE
60,688326,733673,HIGH_RATE
60,53605,96640,HIGH_RATE
60,43816,51257,HIGH_RATE
60,202207,246283,HIGH_RATE
62,39992,67773,HIGH_RATE
60,42639,1118276,HIGH_RATE
61,41547,58044,HIGH_RATE
60,146183,6307821,HIGH_RATE
60,677666,726332,HIGH_RATE
61,261831,305995,HIGH_RATE
61,671572,715539,HIGH_RATE
60,40528,44015,HIGH_RATE
60,44700,1354650,HIGH_RATE
60,42615,1113648,HIGH_RATE
60,43473,1120485,HIGH_RATE
60,41330,1127353,HIGH_RATE
60,343063,2122914,HIGH_RATE
60,38611,1128268,HIGH_RATE
66,2073,5503,HIGH_RATE
60,327046,373259,HIGH_RATE
60,689330,730815,HIGH_RATE
62,991529,1036218,HIGH_RATE
60,223468,6538872,HIGH_RATE
60,42575,47292,HIGH_RATE
62,42333,55301,HIGH_RATE
60,237466,366785,HIGH_RATE
61,670030,714649,HIGH_RATE
60,47932,71940,HIGH_RATE
60,40463,46717,HIGH_RATE
62,43237,58404,HIGH_RATE
62,42030,57298,HIGH_RATE
60,668369,712882,HIGH_RATE
61,260045,306793,HIGH_RATE
60,321495,365103,HIGH_RATE
60,42355,47304,HIGH_RATE
60,42623,47339,HIGH_RATE
61,41268,55106,HIGH_RATE
60,692405,737428,HIGH_RATE
60,42656,47506,HIGH_RATE
60,900062,1238747,HIGH_RATE
63,1063,1532941,HIGH_RATE
121,55121,29956442,LOW_RATE
131,1925,9764942,LOW_RATE
326,864031,13757558,LOW_RATE
124,51037,30822110,LOW_RATE
168,1736,3344,LOW_RATE
94,2472,6214,LOW_RATE
112,41791,30748093,LOW_RATE
123,37575,30797405,LOW_RATE
117,64285,30042419,LOW_RATE
262,895990,7214422,LOW_RATE
180,1865,10268113,LOW_RATE
176,864675,34460300,LOW_RATE
126,41386,30926146,LOW_RATE
124,46667,30916725,LOW_RATE
103,827609,31725311,LOW_RATE
168,1899,3231,LOW_RATE
168,1812,3309,LOW_RATE
168,1838,3224,LOW_RATE
377,864014,31520759,LOW_RATE
88,55921,30730813,LOW_RATE
168,1710,3258,LOW_RATE
121,13035,30616080,LOW_RATE
119,38892,30740060,LOW_RATE
104,829685,31575590,LOW_RATE
149,1910,10725920,LOW_RATE
180,1715,10639206,LOW_RATE
119,51504,30765455,LOW_RATE
55,316,14012213,LOW_RATE
207,1789,3325,LOW_RATE
182,863946,13871229,LOW_RATE
103,830119,31546246,LOW_RATE
125,60144,30571388,LOW_RATE
110,826714,31769368,LOW_RATE
151,1756,10619732,LOW_RATE
85,35276,30941684,LOW_RATE
120,1015868,30632621,LOW_RATE
118,54303,28945987,LOW_RATE
305,864891,10610820,LOW_RATE
176,1774,10559773,LOW_RATE
143,1706,10503140,LOW_RATE
109,831388,31455170,LOW_RATE
147,1874,9747519,LOW_RATE
324,865640,28519570,LOW_RATE
116,3936,31053649,LOW_RATE
141,2346,1018534,LOW_RATE
109,837606,30516638,LOW_RATE
409,864114,6920583,LOW_RATE
117,25951,30598716,LOW_RATE
117,21094,30992992,LOW_RATE
149,1913,10611284,LOW_RATE
122,52154,30742871,LOW_RATE
121,25606,30974259,LOW_RATE
125,11221,31015844,LOW_RATE
207,1841,3404,LOW_RATE
270,864788,13822065,LOW_RATE
146,1596,10425487,LOW_RATE
117,1016001,30613680,LOW_RATE
144,1789,10702818,LOW_RATE
297,864003,1730044,LOW_RATE
168,1394,2794,LOW_RATE
89,44781,30886639,LOW_RATE
152,863347,28990091,LOW_RATE
353,863944,32389778,LOW_RATE
120,1016413,29970365,LOW_RATE
168,1790,3420,LOW_RATE
115,836784,30558354,LOW_RATE
84,63448,30117320,LOW_RATE
86,22797,30630047,LOW_RATE
168,2270,2616,LOW_RATE
125,48751,30878149,LOW_RATE
357,864478,32397517,LOW_RATE
60,326,14013802,LOW_RATE
120,52074,30751307,LOW_RATE
114,42058,30742462,LOW_RATE
168,1860,3472,LOW_RATE
288,864864,10476401,LOW_RATE
112,1016573,29898908,LOW_RATE
115,41225,30733861,LOW_RATE
305,865946,10692923,LOW_RATE
326,866714,28549524,LOW_RATE
180,2273,8587255,LOW_RATE
182,1843,10718803,LOW_RATE
95,33177,30948147,LOW_RATE
207,1947,3362,LOW_RATE
168,1859,3365,LOW_RATE
97,835295,31180136,LOW_RATE
78,0,0,LOW_RATE
124,1015977,30551423,LOW_RATE
320,866172,28543530,LOW_RATE
207,1886,3359,LOW_RATE
95,837858,30498806,LOW_RATE
168,1801,3348,LOW_RATE
118,51167,28945850,LOW_RATE
168,1756,3214,LOW_RATE
89,54484,29052489,LOW_RATE
91,60017,30111415,LOW_RATE
113,35636,30928751,LOW_RATE
116,26036,30954954,LOW_RATE
110,56318,30026810,LOW_RATE
112,835396,31171309,LOW_RATE
374,864530,7790614,LOW_RATE
124,1016694,29961765,LOW_RATE
111,65686,29875232,LOW_RATE
168,1931,3370,LOW_RATE
168,1698,3303,LOW_RATE
116,64745,30019069,LOW_RATE
115,41368,30705484,LOW_RATE
326,863946,9833200,LOW_RATE
168,1814,3382,LOW_RATE
156,1726,10685561,LOW_RATE
146,2016,8650698,LOW_RATE
175,1930,10315443,LOW_RATE
118,50024,28986532,LOW_RATE
119,25993,30951974,LOW_RATE
120,36844,30843094,LOW_RATE
150,1752,10546208,LOW_RATE
117,37416,30794431,LOW_RATE
122,833181,31332866,LOW_RATE
124,5109,31038124,LOW_RATE
89,59464,30684520,LOW_RATE
119,8222,31024793,LOW_RATE
141,1805,1023383,LOW_RATE
144,1806,8657581,LOW_RATE
120,49391,29000659,LOW_RATE
118,55836,28923384,LOW_RATE
171,1817,10321265,LOW_RATE
180,1735,10556828,LOW_RATE
180,1889,10453764,LOW_RATE
323,866630,28552282,LOW_RATE
174,1655,10403770,LOW_RATE
106,831779,31429720,LOW_RATE
168,2096,3794,LOW_RATE
207,1889,3428,LOW_RATE
93,38898,30924733,LOW_RATE
119,36599,30903474,LOW_RATE
379,864123,31411747,LOW_RATE
87,35265,30931950,LOW_RATE
302,863999,14795754,LOW_RATE
153,1766,8733397,LOW_RATE
116,49063,30872550,LOW_RATE
149,1792,10778365,LOW_RATE
119,39922,30717249,LOW_RATE
124,17071,30980703,LOW_RATE
172,1819,10365536,LOW_RATE
168,1761,3351,LOW_RATE
110,61581,29921443,LOW_RATE
111,41970,30694459,LOW_RATE
181,863877,30441914,LOW_RATE
168,1758,3278,LOW_RATE
119,59300,30690112,LOW_RATE
108,829762,31572631,LOW_RATE
120,836852,30552362,LOW_RATE
119,48671,29968327,LOW_RATE
178,2836,10805213,LOW_RATE
113,827711,31716528,LOW_RATE
131,2869,9651091,LOW_RATE
97,836535,30579254,LOW_RATE
320,863327,28477825,LOW_RATE
179,1419,10777369,LOW_RATE
261,864086,29916951,LOW_RATE
176,1820,10338938,LOW_RATE
152,1757,8692548,LOW_RATE
184,1867,10279872,LOW_RATE
114,34802,30945402,LOW_RATE
305,865410,10683996,LOW_RATE
125,39246,30734444,LOW_RATE
115,1016512,29884899,LOW_RATE
87,61022,30539059,LOW_RATE
89,30715,30602679,LOW_RATE
115,15679,30991048,LOW_RATE
126,54926,28928427,LOW_RATE
149,1606,10448422,LOW_RATE
124,51738,30771426,LOW_RATE
122,51011,28977664,LOW_RATE
119,55496,29951214,LOW_RATE
175,1710,10512614,LOW_RATE
168,1739,3323,LOW_RATE
207,1645,2872,LOW_RATE
218,797357,1812143,LOW_RATE
168,1737,3305,LOW_RATE
127,1016613,30000704,LOW_RATE
175,1819,10394969,LOW_RATE
174,1895,10645118,LOW_RATE
151,1956,10775435,LOW_RATE
173,1722,10503708,LOW_RATE
123,1016692,29953443,LOW_RATE
114,439801,28897963,LOW_RATE
116,65220,30004725,LOW_RATE
111,55879,29928040,LOW_RATE
125,826497,31787991,LOW_RATE
115,60499,29927180,LOW_RATE
168,1789,3127,LOW_RATE
305,867126,10728616,LOW_RATE
177,1862,10636296,LOW_RATE
88,10479,31023299,LOW_RATE
118,16894,31003403,LOW_RATE
89,35268,30935707,LOW_RATE
89,36762,30529302,LOW_RATE
176,1853,10271034,LOW_RATE
113,827398,31740043,LOW_RATE
168,1869,3448,LOW_RATE
164,863932,16897727,LOW_RATE
119,21091,30975634,LOW_RATE
123,47462,30891406,LOW_RATE
230,864412,30517341,LOW_RATE
117,23060,30590583,LOW_RATE
105,833951,31277031,LOW_RATE
175,1718,9689914,LOW_RATE
168,1885,3472,LOW_RATE
117,41232,30677093,LOW_RATE
88,58608,30715736,LOW_RATE
92,5658,31045586,LOW_RATE
168,1457,2846,LOW_RATE
207,1802,3402,LOW_RATE
179,1789,10742299,LOW_RATE
168,1709,3268,LOW_RATE
297,863944,1713956,LOW_RATE
124,50321,29004261,LOW_RATE
87,40498,30899700,LOW_RATE
92,40003,30896744,LOW_RATE
149,3352,10534816,LOW_RATE
113,5161,31049239,LOW_RATE
168,1676,3215,LOW_RATE
121,37979,30768742,LOW_RATE
168,1963,3395,LOW_RATE
207,1888,3407,LOW_RATE
119,25173,30580990,LOW_RATE
207,1867,3404,LOW_RATE
60,298,14014139,LOW_RATE
91,53958,30762843,LOW_RATE
67,298,298,LOW_RATE
175,1891,10494948,LOW_RATE
168,1775,3345,LOW_RATE
89,54265,30757396,LOW_RATE
88,33586,30570912,LOW_RATE
207,1986,3342,LOW_RATE
121,27423,30544496,LOW_RATE
119,61001,30680468,LOW_RATE
168,1593,3174,LOW_RATE
296,864037,30474820,LOW_RATE
104,828278,31675387,LOW_RATE
178,1851,9695835,LOW_RATE
151,1790,10506098,LOW_RATE
168,1764,3350,LOW_RATE
147,1838,10583487,LOW_RATE
125,5789,31030932,LOW_RATE
207,1827,3411,LOW_RATE
89,54914,30752144,LOW_RATE
118,21953,30628103,LOW_RATE
118,28419,30554561,LOW_RATE
131,835965,30620959,LOW_RATE
152,1896,10625596,LOW_RATE
207,1890,3421,LOW_RATE
271,864073,9928577,LOW_RATE
125,1015840,30577030,LOW_RATE
168,1738,3325,LOW_RATE
324,864377,32593257,LOW_RATE
305,864950,10666300,LOW_RATE
305,866739,10713569,LOW_RATE
126,34093,30881418,LOW_RATE
95,832139,31403339,LOW_RATE
117,51728,30796513,LOW_RATE
176,1674,9678106,LOW_RATE
91,30229,30614110,LOW_RATE
168,1801,3389,LOW_RATE
114,833061,31338713,LOW_RATE
168,1760,3130,LOW_RATE
171,1886,8613689,LOW_RATE
89,60071,30058947,LOW_RATE
121,17423,30983599,LOW_RATE
121,50774,28989645,LOW_RATE
178,1910,8640323,LOW_RATE
102,837462,30528519,LOW_RATE
107,832005,31415104,LOW_RATE
152,1521,10434322,LOW_RATE
181,1660,10618567,LOW_RATE
118,40681,30937496,LOW_RATE
108,55916,30043032,LOW_RATE
124,22959,30587744,LOW_RATE
120,1016005,30595010,LOW_RATE
90,56271,30736620,LOW_RATE
116,60187,29932889,LOW_RATE
101,829498,31590350,LOW_RATE
151,224761,20341526,LOW_RATE
151,1926,10631234,LOW_RATE
87,33947,30562291,LOW_RATE
168,1765,3351,LOW_RATE
118,54619,28940321,LOW_RATE
117,47685,30885744,LOW_RATE
305,863037,10646531,LOW_RATE
133,2066,9762117,LOW_RATE
168,1521,2822,LOW_RATE
91,47887,30851149,LOW_RATE
55,316,316,LOW_RATE
107,828043,31695989,LOW_RATE
87,19040,30987326,LOW_RATE
117,51553,30777097,LOW_RATE
168,1741,3355,LOW_RATE
168,1747,3333,LOW_RATE
110,827832,31710633,LOW_RATE
125,25311,30575141,LOW_RATE
89,63660,30132855,LOW_RATE
151,1764,9677334,LOW_RATE
168,1752,3311,LOW_RATE
115,832039,31412123,LOW_RATE
153,1593,10636785,LOW_RATE
168,1759,3357,LOW_RATE
118,33066,30889018,LOW_RATE
121,22405,30962954,LOW_RATE
348,863962,31442074,LOW_RATE
207,1997,3512,LOW_RATE
156,1859,10554781,LOW_RATE
123,26693,30943954,LOW_RATE
207,1994,3316,LOW_RATE
157,2052,9604151,LOW_RATE
120,47855,30882984,LOW_RATE
87,13173,31017042,LOW_RATE
117,34500,30950977,LOW_RATE
168,1896,3235,LOW_RATE
60,326,14013802,LOW_RATE
105,827678,31719433,LOW_RATE
111,41528,30759411,LOW_RATE
116,829094,31619648,LOW_RATE
122,1015853,30532759,LOW_RATE
121,18314,30611523,LOW_RATE
168,1804,3220,LOW_RATE
116,27136,30550213,LOW_RATE
175,1859,10436081,LOW_RATE
125,50040,30835549,LOW_RATE
87,48803,30831384,LOW_RATE
124,833215,31329920,LOW_RATE
175,1736,10565672,LOW_RATE
117,61005,30533503,LOW_RATE
122,17727,30980958,LOW_RATE
112,837389,30534530,LOW_RATE
90,50616,30798063,LOW_RATE
114,38965,30838679,LOW_RATE
123,48192,30891966,LOW_RATE
115,26314,30972167,LOW_RATE
120,54556,29982980,LOW_RATE
207,1905,3378,LOW_RATE
113,7401,31040214,LOW_RATE
117,59750,30600461,LOW_RATE
104,831455,31449295,LOW_RATE
86,63465,30123868,LOW_RATE
119,47027,30908454,LOW_RATE
118,64696,30025020,LOW_RATE
172,1537,9636578,LOW_RATE
327,863893,32602062,LOW_RATE
180,1802,10536228,LOW_RATE
111,41312,30736842,LOW_RATE
207,1715,3328,LOW_RATE
124,40167,30708600,LOW_RATE
141,1176,1029966,LOW_RATE
207,1823,3367,LOW_RATE
128,1015978,30562774,LOW_RATE
123,41803,30691655,LOW_RATE
317,863879,29659019,LOW_RATE
168,1849,3431,LOW_RATE
128,4503,31040603,LOW_RATE
88,8872,31033201,LOW_RATE
90,36483,30535109,LOW_RATE
91,59868,30102754,LOW_RATE
111,826570,31780794,LOW_RATE
184,1856,10265152,LOW_RATE
119,41115,30934696,LOW_RATE
87,29163,30956110,LOW_RATE
144,1876,10281145,LOW_RATE
89,15545,31007463,LOW_RATE
91,60198,30096992,LOW_RATE
93,46382,30879291,LOW_RATE
178,1841,8625585,LOW_RATE
86,34858,30551412,LOW_RATE
168,1887,3270,LOW_RATE
115,836390,30588224,LOW_RATE
110,212367,30430028,LOW_RATE
111,31745,30959982,LOW_RATE
168,1772,3360,LOW_RATE
118,58997,30684594,LOW_RATE
117,49388,28997644,LOW_RATE
122,836201,30600134,LOW_RATE
112,55433,29957125,LOW_RATE
112,56008,30032511,LOW_RATE
116,51387,28975261,LOW_RATE
118,23510,30611802,LOW_RATE
112,11036,31023870,LOW_RATE
116,64196,30566110,LOW_RATE
116,827297,31748809,LOW_RATE
117,59303,30693549,LOW_RATE
126,27362,30970567,LOW_RATE
147,2008,10295117,LOW_RATE
124,1015950,30604621,LOW_RATE
116,64341,30036483,LOW_RATE
168,1732,3318,LOW_RATE
230,864043,30428149,LOW_RATE
118,37476,30802981,LOW_RATE
126,55675,30704369,LOW_RATE
207,1719,3305,LOW_RATE
87,54486,29055433,LOW_RATE
126,36657,30851730,LOW_RATE
143,1830,10263710,LOW_RATE
85,34872,30557456,LOW_RATE
145,1742,9718090,LOW_RATE
168,3352,3582,LOW_RATE
146,1770,8666240,LOW_RATE
168,1731,3306,LOW_RATE
119,56806,30023955,LOW_RATE
122,47183,30894049,LOW_RATE
87,16981,30999843,LOW_RATE
108,66593,29890928,LOW_RATE
119,47023,30899719,LOW_RATE
122,15761,30990769,LOW_RATE
420,864149,13723593,LOW_RATE
86,11576,31018394,LOW_RATE
326,864083,13797687,LOW_RATE
118,40812,30937338,LOW_RATE
114,6727,31041919,LOW_RATE
88,53876,29094297,LOW_RATE
207,1838,3440,LOW_RATE
177,2265,10236773,LOW_RATE
118,15352,30614556,LOW_RATE
111,2228,31056966,LOW_RATE
144,2319,10402601,LOW_RATE
262,863959,28886617,LOW_RATE
119,47014,30899722,LOW_RATE
353,864586,32394563,LOW_RATE
305,864052,10623118,LOW_RATE
118,15720,30624880,LOW_RATE
121,832779,31359300,LOW_RATE
271,864131,23385679,LOW_RATE
117,60377,30568862,LOW_RATE
119,60885,30671555,LOW_RATE
123,50339,30838558,LOW_RATE
124,54937,29974385,LOW_RATE
148,1780,10734451,LOW_RATE
145,1929,9738750,LOW_RATE
175,1516,10471239,LOW_RATE
127,55466,29954042,LOW_RATE
88,50293,30803653,LOW_RATE
121,61008,30545457,LOW_RATE
147,2139,8743272,LOW_RATE
103,834627,31230070,LOW_RATE
123,1015989,30629631,LOW_RATE
119,1017433,28993225,LOW_RATE
123,39507,30722844,LOW_RATE
177,1779,8684699,LOW_RATE
305,864933,10476494,LOW_RATE
207,1826,3386,LOW_RATE
207,1887,3430,LOW_RATE
207,1735,3340,LOW_RATE
100,837784,30504641,LOW_RATE
116,39196,30833060,LOW_RATE
112,827520,31731169,LOW_RATE
118,54765,29971544,LOW_RATE
121,1017376,28951197,LOW_RATE
90,2533,31057700,LOW_RATE
168,1933,3460,LOW_RATE
151,1719,10465876,LOW_RATE
88,54170,29080776,LOW_RATE
119,7372,31026534,LOW_RATE
112,65620,29880958,LOW_RATE
353,863908,32421919,LOW_RATE
171,1994,8678887,LOW_RATE
89,826786,31763503,LOW_RATE
168,1770,3385,LOW_RATE
168,1852,3209,LOW_RATE
116,41733,30697180,LOW_RATE
123,51406,30807833,LOW_RATE
122,38250,30763138,LOW_RATE
147,1698,10708537,LOW_RATE
122,34497,30954661,LOW_RATE
89,829917,31563874,LOW_RATE
151,2107,8736301,LOW_RATE
119,15192,30993290,LOW_RATE
67,306,14014300,LOW_RATE
55,359,359,LOW_RATE
149,1765,9680270,LOW_RATE
76,2991,6504,LOW_RATE
179,1785,10333089,LOW_RATE
178,2090,8696256,LOW_RATE
102,826606,31778220,LOW_RATE
122,38664,30946962,LOW_RATE
119,7373,31026384,LOW_RATE
105,828611,31657747,LOW_RATE
152,1697,10745915,LOW_RATE
168,2139,4114,LOW_RATE
231,864131,30434986,LOW_RATE
207,1993,3346,LOW_RATE
143,1822,10252064,LOW_RATE
144,1775,8710058,LOW_RATE
121,1016692,29947772,LOW_RATE
320,866088,28528556,LOW_RATE
207,1915,3394,LOW_RATE
171,1877,8619607,LOW_RATE
119,12423,31007972,LOW_RATE
110,833350,31318151,LOW_RATE
125,46867,30905405,LOW_RATE
305,865416,10681338,LOW_RATE
355,864248,32403075,LOW_RATE
168,1739,3329,LOW_RATE
124,1853,31051970,LOW_RATE
116,64999,30010522,LOW_RATE
120,51810,30762877,LOW_RATE
114,47162,30902729,LOW_RATE
182,1865,10297634,LOW_RATE
119,60379,30562889,LOW_RATE
116,61245,29933104,LOW_RATE
120,23418,30620695,LOW_RATE
123,49989,30844249,LOW_RATE
168,1511,2599,LOW_RATE
168,1809,3184,LOW_RATE
111,66636,29887980,LOW_RATE
116,41572,30762371,LOW_RATE
107,835040,31197737,LOW_RATE
89,55498,29028539,LOW_RATE
116,38135,30760147,LOW_RATE
123,40825,30688348,LOW_RATE
118,38347,30861426,LOW_RATE
207,1665,3207,LOW_RATE
121,38191,30949251,LOW_RATE
124,31112,30959794,LOW_RATE
90,24967,30957818,LOW_RATE
168,1762,3368,LOW_RATE
87,31094,30600110,LOW_RATE
104,832512,31379816,LOW_RATE
265,896138,29672219,LOW_RATE
117,1016691,29936671,LOW_RATE
119,40678,30940139,LOW_RATE
320,864227,28461119,LOW_RATE
176,1847,10324219,LOW_RATE
207,1989,3372,LOW_RATE
120,35894,30923109,LOW_RATE
150,1864,10786942,LOW_RATE
168,1792,3394,LOW_RATE
113,834486,31238885,LOW_RATE
85,59764,30067503,LOW_RATE
121,1016694,29956141,LOW_RATE
207,1895,3382,LOW_RATE
168,1944,3418,LOW_RATE
146,2064,10428621,LOW_RATE
168,1841,3200,LOW_RATE
49,0,0,LOW_RATE
119,58889,30690017,LOW_RATE
94,55350,30741450,LOW_RATE
119,1016614,29998068,LOW_RATE
303,864208,30457903,LOW_RATE
207,1899,3391,LOW_RATE
72,308,14013302,LOW_RATE
168,1669,3213,LOW_RATE
121,38808,30943865,LOW_RATE
385,863124,30521747,LOW_RATE
178,1890,10383219,LOW_RATE
122,38793,30947252,LOW_RATE
178,2139,9660412,LOW_RATE
168,1774,3157,LOW_RATE
148,1739,10711400,LOW_RATE
184,2047,10630471,LOW_RATE
207,2065,3521,LOW_RATE
168,1845,3190,LOW_RATE
85,47281,30865566,LOW_RATE
116,1017175,28936896,LOW_RATE
118,15255,30614322,LOW_RATE
173,1731,10665760,LOW_RATE
207,1811,3299,LOW_RATE
89,19248,30638314,LOW_RATE
112,834288,31247650,LOW_RATE
168,1718,3257,LOW_RATE
118,49534,30855597,LOW_RATE
176,1972,10701272,LOW_RATE
116,63866,30577778,LOW_RATE
117,40546,30784663,LOW_RATE
108,40558,29814131,LOW_RATE
119,20884,30975414,LOW_RATE
86,17938,30994880,LOW_RATE
177,1815,10562730,LOW_RATE
154,1759,8663388,LOW_RATE
168,2238,3858,LOW_RATE
117,64800,30554724,LOW_RATE
119,1017215,28959534,LOW_RATE
118,29411,30980868,LOW_RATE
121,50408,30827447,LOW_RATE
207,1882,3251,LOW_RATE
183,1861,8663845,LOW_RATE
123,51346,30819304,LOW_RATE
181,1868,10568652,LOW_RATE
96,830085,31549170,LOW_RATE
123,37578,30808943,LOW_RATE
324,862684,28495811,LOW_RATE
121,9891,31016368,LOW_RATE
141,1466,1004873,LOW_RATE
143,1852,10309894,LOW_RATE
288,864780,10479691,LOW_RATE
96,58849,30698427,LOW_RATE
168,1841,3426,LOW_RATE
168,1755,3342,LOW_RATE
86,47985,30845492,LOW_RATE
110,830443,31522717,LOW_RATE
119,60842,30680356,LOW_RATE
149,1808,10321519,LOW_RATE
111,40448,30793439,LOW_RATE
121,1017136,28916976,LOW_RATE
168,1917,3291,LOW_RATE
84,31460,30585671,LOW_RATE
119,64992,30546080,LOW_RATE
109,41025,30739485,LOW_RATE
113,12142,30627288,LOW_RATE
88,22131,30969691,LOW_RATE
117,26978,30593868,LOW_RATE
168,1794,3366,LOW_RATE
119,40819,30940274,LOW_RATE
124,1016612,29976146,LOW_RATE
125,47032,30905451,LOW_RATE
90,828645,31654832,LOW_RATE
119,41029,30934863,LOW_RATE
118,8053,31038546,LOW_RATE
79,63043,30140688,LOW_RATE
178,1998,8699174,LOW_RATE
85,5150,31047211,LOW_RATE
90,18082,30992337,LOW_RATE
118,55074,29965632,LOW_RATE
108,834862,31209501,LOW_RATE
120,37877,30765736,LOW_RATE
126,41597,30926378,LOW_RATE
125,25382,30600876,LOW_RATE
168,1757,3350,LOW_RATE
207,1767,3400,LOW_RATE
119,12737,31005375,LOW_RATE
109,837044,30540516,LOW_RATE
121,26493,30555600,LOW_RATE
121,30267,30961859,LOW_RATE
115,23448,30605856,LOW_RATE
147,1731,10676960,LOW_RATE
151,222388,20321541,LOW_RATE
91,58584,30709771,LOW_RATE
328,0,29935034,LOW_RATE
126,830052,31552129,LOW_RATE
126,1015853,30529784,LOW_RATE
88,54484,29058370,LOW_RATE
148,1929,10413545,LOW_RATE
124,85932,31128990,LOW_RATE
147,1659,10388321,LOW_RATE
72,365,14013730,LOW_RATE
122,30440,30964970,LOW_RATE
88,46374,30873316,LOW_RATE
374,864201,7802495,LOW_RATE
55,359,14012620,LOW_RATE
125,8612,31022541,LOW_RATE
114,57899,29935717,LOW_RATE
116,38517,30855694,LOW_RATE
207,1932,3473,LOW_RATE
121,1017155,28895549,LOW_RATE
92,24658,30625904,LOW_RATE
105,830153,31543303,LOW_RATE
87,23291,30964929,LOW_RATE
146,1878,9689056,LOW_RATE
116,13031,31017000,LOW_RATE
118,36594,30860364,LOW_RATE
114,59761,30597453,LOW_RATE
328,0,27475061,LOW_RATE
104,835083,31194808,LOW_RATE
91,33736,30943118,LOW_RATE
118,50775,28986649,LOW_RATE
115,60190,29935780,LOW_RATE
117,38894,30737092,LOW_RATE
327,864034,29349403,LOW_RATE
120,11632,30623639,LOW_RATE
89,53959,30765889,LOW_RATE
302,896164,30522869,LOW_RATE
116,36949,30900937,LOW_RATE
128,22172,30965537,LOW_RATE
320,865922,28534525,LOW_RATE
168,2064,3587,LOW_RATE
126,27498,30970507,LOW_RATE
121,46534,30922653,LOW_RATE
168,1769,3324,LOW_RATE
326,865450,28525561,LOW_RATE
207,1814,3351,LOW_RATE
122,1017174,28945576,LOW_RATE
123,51013,28966526,LOW_RATE
152,1832,10333120,LOW_RATE
324,863763,28513810,LOW_RATE
168,1771,3153,LOW_RATE
149,1248,10292071,LOW_RATE
118,30139,30918182,LOW_RATE
168,1705,3374,LOW_RATE
168,1473,2737,LOW_RATE
147,2354,10540443,LOW_RATE
194,863712,31520471,LOW_RATE
168,1864,3406,LOW_RATE
109,55869,29931017,LOW_RATE
120,40537,30699989,LOW_RATE
104,827788,31713569,LOW_RATE
110,45531,29902699,LOW_RATE
172,1867,10515589,LOW_RATE
130,1176,9767907,LOW_RATE
125,50164,30835644,LOW_RATE
117,831110,31475744,LOW_RATE
111,40997,30776366,LOW_RATE
168,1915,3517,LOW_RATE
119,47180,29969539,LOW_RATE
120,54383,29977099,LOW_RATE
168,1784,3224,LOW_RATE
123,59321,30696382,LOW_RATE
110,836997,30543494,LOW_RATE
207,3313,3379,LOW_RATE
168,1910,3401,LOW_RATE
323,864438,28455118,LOW_RATE
97,827432,31737051,LOW_RATE
118,46690,30911070,LOW_RATE
168,1621,3210,LOW_RATE
124,11993,30620881,LOW_RATE
120,22953,30584762,LOW_RATE
107,65019,29916210,LOW_RATE
120,1017237,28962478,LOW_RATE
168,1759,3373,LOW_RATE
153,1812,10728766,LOW_RATE
91,31748,30583095,LOW_RATE
118,831971,31418032,LOW_RATE
146,1963,10691316,LOW_RATE
104,834255,31250583,LOW_RATE
168,1722,3316,LOW_RATE
175,2750,10368261,LOW_RATE
55,411,14012982,LOW_RATE
86,50036,30815062,LOW_RATE
176,1568,10253383,LOW_RATE
112,56271,29922440,LOW_RATE
125,25570,30575404,LOW_RATE
124,11226,30613136,LOW_RATE
115,39151,30830054,LOW_RATE
118,46998,30896759,LOW_RATE
91,39909,30910969,LOW_RATE
178,1694,8581145,LOW_RATE
145,1769,10549064,LOW_RATE
118,4381,31035587,LOW_RATE
120,50606,29001265,LOW_RATE
94,25430,30955307,LOW_RATE
125,18995,30606443,LOW_RATE
117,51696,30802148,LOW_RATE
87,39626,30916444,LOW_RATE
117,37383,30886737,LOW_RATE
117,51917,30805394,LOW_RATE
91,53050,30791509,LOW_RATE
321,865798,28537519,LOW_RATE
147,1840,10592101,LOW_RATE
118,49673,30855569,LOW_RATE
207,1898,3386,LOW_RATE
168,1544,3084,LOW_RATE
92,54260,30760101,LOW_RATE
149,1841,9723969,LOW_RATE
178,1735,10712864,LOW_RATE
88,35105,30560457,LOW_RATE
127,52278,30791063,LOW_RATE
321,864597,28449077,LOW_RATE
305,865475,10696185,LOW_RATE
122,1016412,29967709,LOW_RATE
72,332,14016815,LOW_RATE
115,64042,30583754,LOW_RATE
119,52466,30737154,LOW_RATE
323,863184,28480820,LOW_RATE
110,55755,29939724,LOW_RATE
168,1935,3265,LOW_RATE
120,51397,30782689,LOW_RATE
124,61227,30001944,LOW_RATE
168,1824,3179,LOW_RATE
119,25044,30580766,LOW_RATE
