% isAttack HIGH_RATE:	1533
% isAttack LOW_RATE:	2000
@relation 'tcpFlood-weka.filters.unsupervised.attribute.Remove-R1,2,3,4,5-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-NtcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowBody:LOW_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R6,15,21,40'

@attribute mean_fpktl numeric
@attribute max_fiat numeric
@attribute duration numeric
@attribute isAttack {HIGH_RATE,LOW_RATE}

@data
40,663561,29126191,HIGH_RATE
40,991498,28822681,HIGH_RATE
40,781253,29342704,HIGH_RATE
40,822011,28374004,HIGH_RATE
40,459609,29368710,HIGH_RATE
40,43811,9653792,HIGH_RATE
40,867479,29276692,HIGH_RATE
40,896752,16159266,HIGH_RATE
40,763752,29370269,HIGH_RATE
40,881734,29311714,HIGH_RATE
40,965788,28368068,HIGH_RATE
40,16685,29964536,HIGH_RATE
40,877733,23931224,HIGH_RATE
40,17542,29956467,HIGH_RATE
40,989121,28380799,HIGH_RATE
40,977013,28384585,HIGH_RATE
40,943494,29313139,HIGH_RATE
40,989174,28809469,HIGH_RATE
40,886150,18027917,HIGH_RATE
40,123436,29672769,HIGH_RATE
40,662108,29115522,HIGH_RATE
40,123882,29674700,HIGH_RATE
40,673007,29115902,HIGH_RATE
40,836740,29866106,HIGH_RATE
40,15743,29948219,HIGH_RATE
40,987221,28374351,HIGH_RATE
40,598245,29364839,HIGH_RATE
40,285991,30055171,HIGH_RATE
40,631503,27244166,HIGH_RATE
40,989157,28815193,HIGH_RATE
40,959238,27092689,HIGH_RATE
40,883411,23937511,HIGH_RATE
40,762224,29310501,HIGH_RATE
40,842291,29862106,HIGH_RATE
40,867779,14764081,HIGH_RATE
40,915180,23939861,HIGH_RATE
40,28412,9650525,HIGH_RATE
40,866492,29310589,HIGH_RATE
40,833048,29868695,HIGH_RATE
40,905189,29305254,HIGH_RATE
40,597214,29364748,HIGH_RATE
40,955083,27109836,HIGH_RATE
40,958703,27112042,HIGH_RATE
40,897270,23943436,HIGH_RATE
40,992465,28238814,HIGH_RATE
40,834645,29867277,HIGH_RATE
40,857525,28689514,HIGH_RATE
40,666570,29118682,HIGH_RATE
40,793014,29361574,HIGH_RATE
40,984837,28806699,HIGH_RATE
40,459152,29370160,HIGH_RATE
40,21495,29947405,HIGH_RATE
40,794683,29365491,HIGH_RATE
40,780486,29336588,HIGH_RATE
40,902176,21114978,HIGH_RATE
40,18550,29964746,HIGH_RATE
40,285900,30055057,HIGH_RATE
40,901657,28822553,HIGH_RATE
40,760107,29362685,HIGH_RATE
40,938916,29299769,HIGH_RATE
40,597827,29367918,HIGH_RATE
40,688364,27251937,HIGH_RATE
40,832357,29866162,HIGH_RATE
40,992748,28425623,HIGH_RATE
40,25458,9647804,HIGH_RATE
40,459735,29367370,HIGH_RATE
40,910762,28803008,HIGH_RATE
40,855445,29862595,HIGH_RATE
40,907947,28817303,HIGH_RATE
40,901930,29310982,HIGH_RATE
40,834579,29861452,HIGH_RATE
40,873739,29312693,HIGH_RATE
40,907293,28819117,HIGH_RATE
40,906664,28815136,HIGH_RATE
40,688400,27252388,HIGH_RATE
40,886142,29311480,HIGH_RATE
40,714348,27251824,HIGH_RATE
40,459151,29365499,HIGH_RATE
40,759014,29344376,HIGH_RATE
40,18193,9652493,HIGH_RATE
40,869200,29313588,HIGH_RATE
40,963915,28357554,HIGH_RATE
40,459272,29366557,HIGH_RATE
40,871480,28689989,HIGH_RATE
40,807041,18701593,HIGH_RATE
40,930117,27056554,HIGH_RATE
40,955795,27109609,HIGH_RATE
40,962055,27116895,HIGH_RATE
40,883187,29304271,HIGH_RATE
40,17032,29964774,HIGH_RATE
40,15632,29957054,HIGH_RATE
40,886040,29313541,HIGH_RATE
40,791845,29348538,HIGH_RATE
40,958578,27101518,HIGH_RATE
40,939093,29313348,HIGH_RATE
40,871342,28690830,HIGH_RATE
40,766637,29369990,HIGH_RATE
40,907092,29310653,HIGH_RATE
40,661438,29118582,HIGH_RATE
40,122908,29672507,HIGH_RATE
40,902208,20941714,HIGH_RATE
40,891010,28413909,HIGH_RATE
40,663469,29106819,HIGH_RATE
40,861611,29270592,HIGH_RATE
40,868179,29310764,HIGH_RATE
40,15627,29947131,HIGH_RATE
40,800210,29353111,HIGH_RATE
40,946602,11188368,HIGH_RATE
40,600348,29369230,HIGH_RATE
40,16219,29953024,HIGH_RATE
40,15408,29955170,HIGH_RATE
40,859648,28663685,HIGH_RATE
40,831827,29867507,HIGH_RATE
40,597899,29367904,HIGH_RATE
40,840402,29868199,HIGH_RATE
40,793326,23934255,HIGH_RATE
40,790747,29343370,HIGH_RATE
40,987982,28822884,HIGH_RATE
40,988126,28600553,HIGH_RATE
40,961466,27108110,HIGH_RATE
40,979059,27112239,HIGH_RATE
40,869017,29293900,HIGH_RATE
40,857932,28690467,HIGH_RATE
40,953336,24598576,HIGH_RATE
40,953373,21948197,HIGH_RATE
40,965774,27114265,HIGH_RATE
40,8219,9757339,HIGH_RATE
40,857459,28664402,HIGH_RATE
40,679586,29119959,HIGH_RATE
40,857747,28664646,HIGH_RATE
40,834053,29866543,HIGH_RATE
40,43801,9653720,HIGH_RATE
40,608069,29365172,HIGH_RATE
40,961477,27092369,HIGH_RATE
40,417042,30086197,HIGH_RATE
40,793646,9782091,HIGH_RATE
40,834125,29865382,HIGH_RATE
40,24354,9652499,HIGH_RATE
40,835483,29868394,HIGH_RATE
40,993079,28341477,HIGH_RATE
40,989528,28425824,HIGH_RATE
40,858160,28690939,HIGH_RATE
40,541207,29126217,HIGH_RATE
40,794508,29351860,HIGH_RATE
40,883392,29313642,HIGH_RATE
40,800274,29353438,HIGH_RATE
40,288966,30054438,HIGH_RATE
40,974708,28355471,HIGH_RATE
40,970476,28806515,HIGH_RATE
40,976305,28374790,HIGH_RATE
40,40036,9285791,HIGH_RATE
40,880262,29311032,HIGH_RATE
40,53783,9653593,HIGH_RATE
40,911419,27087396,HIGH_RATE
40,123623,29664352,HIGH_RATE
40,832199,29861878,HIGH_RATE
40,800508,29366964,HIGH_RATE
40,801969,12716489,HIGH_RATE
40,793316,29365450,HIGH_RATE
40,15433,29955347,HIGH_RATE
40,687928,27252016,HIGH_RATE
40,24953,9648652,HIGH_RATE
40,918135,29313612,HIGH_RATE
40,763486,29368754,HIGH_RATE
40,894013,28822075,HIGH_RATE
40,836472,29868861,HIGH_RATE
40,861965,29313435,HIGH_RATE
40,977408,27104337,HIGH_RATE
40,919849,27099190,HIGH_RATE
40,896592,20164780,HIGH_RATE
40,862839,29311126,HIGH_RATE
40,987963,28373703,HIGH_RATE
40,285095,30055051,HIGH_RATE
40,17205,29965072,HIGH_RATE
40,690319,29115247,HIGH_RATE
40,831038,29868035,HIGH_RATE
40,127816,29673772,HIGH_RATE
40,662044,29115851,HIGH_RATE
40,46794,9651703,HIGH_RATE
40,598532,29367391,HIGH_RATE
40,794602,29365108,HIGH_RATE
40,883111,29305628,HIGH_RATE
40,787606,29352530,HIGH_RATE
40,910776,28796730,HIGH_RATE
40,923143,27081399,HIGH_RATE
40,797237,29341452,HIGH_RATE
40,898262,29308909,HIGH_RATE
40,24203,9651263,HIGH_RATE
40,974123,28378976,HIGH_RATE
40,688739,27252993,HIGH_RATE
40,681704,29115791,HIGH_RATE
40,789773,23944889,HIGH_RATE
40,837842,29868395,HIGH_RATE
40,902453,23944557,HIGH_RATE
40,818380,28259621,HIGH_RATE
40,42780,30327287,HIGH_RATE
40,34693,9652091,HIGH_RATE
40,912162,28798580,HIGH_RATE
40,123944,29672460,HIGH_RATE
40,967327,29245256,HIGH_RATE
40,967828,29245505,HIGH_RATE
40,865808,29296013,HIGH_RATE
40,957445,27061418,HIGH_RATE
195,928715,3002258,HIGH_RATE
40,745704,20194270,HIGH_RATE
40,957315,16403686,HIGH_RATE
40,287931,30055886,HIGH_RATE
40,32312,9645836,HIGH_RATE
40,459279,29367052,HIGH_RATE
40,828236,23943213,HIGH_RATE
40,794673,29358154,HIGH_RATE
40,25990,9654183,HIGH_RATE
40,411011,29997072,HIGH_RATE
40,902793,13937061,HIGH_RATE
40,951494,27077230,HIGH_RATE
40,123922,29672414,HIGH_RATE
40,990795,28374106,HIGH_RATE
40,764391,29346360,HIGH_RATE
40,902398,21292170,HIGH_RATE
40,688323,27250857,HIGH_RATE
40,968450,29246272,HIGH_RATE
40,913108,29311133,HIGH_RATE
40,834824,29866495,HIGH_RATE
40,123877,29673098,HIGH_RATE
40,28441,9650656,HIGH_RATE
40,795037,29368286,HIGH_RATE
40,965788,27109779,HIGH_RATE
40,973442,16408792,HIGH_RATE
40,886686,14745597,HIGH_RATE
40,681104,29120440,HIGH_RATE
40,632065,27253462,HIGH_RATE
40,671580,29119393,HIGH_RATE
40,865361,29295833,HIGH_RATE
40,968739,29245521,HIGH_RATE
40,664579,29125230,HIGH_RATE
40,954751,13200168,HIGH_RATE
40,794111,29365358,HIGH_RATE
40,983155,28371823,HIGH_RATE
40,958275,27107584,HIGH_RATE
40,890479,29310971,HIGH_RATE
40,25856,29948505,HIGH_RATE
40,985067,28384616,HIGH_RATE
40,870430,29313509,HIGH_RATE
40,794163,29359144,HIGH_RATE
40,63456,30327351,HIGH_RATE
40,871072,28676394,HIGH_RATE
40,835058,29868750,HIGH_RATE
40,681584,29125359,HIGH_RATE
40,794428,29358966,HIGH_RATE
40,459294,29365893,HIGH_RATE
40,862371,28690540,HIGH_RATE
40,969105,29243576,HIGH_RATE
40,25833,9652558,HIGH_RATE
40,944364,7847786,HIGH_RATE
40,18411,29956709,HIGH_RATE
40,861170,29312524,HIGH_RATE
40,124432,29673383,HIGH_RATE
40,990401,19735778,HIGH_RATE
40,984687,28820181,HIGH_RATE
40,957833,27047976,HIGH_RATE
40,896640,28804334,HIGH_RATE
40,967822,15407173,HIGH_RATE
40,952307,27107528,HIGH_RATE
40,899186,29312702,HIGH_RATE
40,844408,29859730,HIGH_RATE
40,700727,29119993,HIGH_RATE
40,661480,29067395,HIGH_RATE
40,833703,29868132,HIGH_RATE
40,884016,20943131,HIGH_RATE
40,980702,28794340,HIGH_RATE
40,891068,28603685,HIGH_RATE
40,875688,28689819,HIGH_RATE
40,982922,28364284,HIGH_RATE
40,39730,9652587,HIGH_RATE
40,885736,23939839,HIGH_RATE
40,973146,29245889,HIGH_RATE
40,988469,28810125,HIGH_RATE
40,954027,23705509,HIGH_RATE
40,26857,8260346,HIGH_RATE
40,406263,29996793,HIGH_RATE
40,859335,28663052,HIGH_RATE
40,819678,28381271,HIGH_RATE
40,975398,28822149,HIGH_RATE
40,874285,29313201,HIGH_RATE
78,753379,12547108,HIGH_RATE
40,841215,29868138,HIGH_RATE
40,24329,9651108,HIGH_RATE
40,858238,28690130,HIGH_RATE
40,867709,29312378,HIGH_RATE
40,289835,30055240,HIGH_RATE
40,939076,29311409,HIGH_RATE
40,688888,27252410,HIGH_RATE
40,906818,28819677,HIGH_RATE
40,910926,28779053,HIGH_RATE
40,459594,29366395,HIGH_RATE
40,797743,29369420,HIGH_RATE
40,770446,29328548,HIGH_RATE
40,27799,9652633,HIGH_RATE
40,997558,28357693,HIGH_RATE
40,865398,28691301,HIGH_RATE
40,900271,27108699,HIGH_RATE
40,17273,29965008,HIGH_RATE
40,605134,29361677,HIGH_RATE
40,902317,28820026,HIGH_RATE
40,909777,28800536,HIGH_RATE
40,897229,29312580,HIGH_RATE
40,33789,9654234,HIGH_RATE
40,910308,28822744,HIGH_RATE
40,922485,29309998,HIGH_RATE
40,883493,23454185,HIGH_RATE
40,760284,29368992,HIGH_RATE
40,953591,27109249,HIGH_RATE
40,789194,21296254,HIGH_RATE
40,834340,29867233,HIGH_RATE
40,908868,12837152,HIGH_RATE
40,955477,27105929,HIGH_RATE
40,878261,23932065,HIGH_RATE
40,793781,29365443,HIGH_RATE
40,901564,28822698,HIGH_RATE
40,842579,28373227,HIGH_RATE
40,989391,28248028,HIGH_RATE
40,294941,30054416,HIGH_RATE
40,17225,29955471,HIGH_RATE
40,21492,9651833,HIGH_RATE
40,943744,27109744,HIGH_RATE
40,938489,29312302,HIGH_RATE
40,834407,29861385,HIGH_RATE
40,286519,30037548,HIGH_RATE
40,885350,23473900,HIGH_RATE
40,459140,29364837,HIGH_RATE
40,883641,29311483,HIGH_RATE
40,859519,29298246,HIGH_RATE
40,838255,29867683,HIGH_RATE
40,981226,27102837,HIGH_RATE
40,679076,29116167,HIGH_RATE
40,863072,29313989,HIGH_RATE
40,32329,9651866,HIGH_RATE
40,784602,29341156,HIGH_RATE
40,987526,28353676,HIGH_RATE
40,594797,29365555,HIGH_RATE
40,290402,30038302,HIGH_RATE
40,597173,29366040,HIGH_RATE
40,123051,29672898,HIGH_RATE
40,893692,12723867,HIGH_RATE
40,284442,30053601,HIGH_RATE
40,33351,9653477,HIGH_RATE
40,857825,28677949,HIGH_RATE
40,788684,23467808,HIGH_RATE
40,407454,30092334,HIGH_RATE
195,0,0,HIGH_RATE
40,871067,28689297,HIGH_RATE
40,660909,29125688,HIGH_RATE
40,990979,28358494,HIGH_RATE
40,985077,28820405,HIGH_RATE
40,995477,27116116,HIGH_RATE
78,0,0,HIGH_RATE
40,956349,27108944,HIGH_RATE
40,688545,27252584,HIGH_RATE
40,795192,29345027,HIGH_RATE
40,885831,29349041,HIGH_RATE
40,295138,30036971,HIGH_RATE
40,405130,30092071,HIGH_RATE
40,288991,30054711,HIGH_RATE
40,403601,30092391,HIGH_RATE
40,906662,28822552,HIGH_RATE
40,872497,29313785,HIGH_RATE
40,864530,29312097,HIGH_RATE
40,828463,29342400,HIGH_RATE
40,123515,29672973,HIGH_RATE
40,985796,28823132,HIGH_RATE
40,997524,28413752,HIGH_RATE
40,662229,29124124,HIGH_RATE
40,123906,29674176,HIGH_RATE
40,902092,23125291,HIGH_RATE
40,955728,27105578,HIGH_RATE
40,130678,29673153,HIGH_RATE
40,951711,14847375,HIGH_RATE
40,963180,28375325,HIGH_RATE
40,422119,30092378,HIGH_RATE
40,892344,28805307,HIGH_RATE
40,11770,9757623,HIGH_RATE
40,872779,28690545,HIGH_RATE
40,906516,28808837,HIGH_RATE
40,409886,30092374,HIGH_RATE
40,43136,30326872,HIGH_RATE
40,896631,28820104,HIGH_RATE
40,948765,29312120,HIGH_RATE
40,910634,9795859,HIGH_RATE
40,15633,29963260,HIGH_RATE
40,632490,27250855,HIGH_RATE
40,839673,29867479,HIGH_RATE
40,904257,19751351,HIGH_RATE
40,796641,29361903,HIGH_RATE
40,43771,30326810,HIGH_RATE
40,685045,29076888,HIGH_RATE
40,833017,29867825,HIGH_RATE
40,633114,27252483,HIGH_RATE
40,17926,29963949,HIGH_RATE
40,688468,27252465,HIGH_RATE
40,758699,29344968,HIGH_RATE
40,979741,28380314,HIGH_RATE
40,787261,16147165,HIGH_RATE
40,976554,28376288,HIGH_RATE
40,767233,29316378,HIGH_RATE
40,811077,29365909,HIGH_RATE
40,750649,29120432,HIGH_RATE
40,660333,29125412,HIGH_RATE
40,794144,29365944,HIGH_RATE
40,757495,29367968,HIGH_RATE
60,409601,409601,HIGH_RATE
40,459195,29364757,HIGH_RATE
40,843441,29866840,HIGH_RATE
40,969208,29243667,HIGH_RATE
40,827134,29368945,HIGH_RATE
40,936744,9616382,HIGH_RATE
40,988815,28822897,HIGH_RATE
40,795302,29361269,HIGH_RATE
40,899767,27093297,HIGH_RATE
40,906187,29312771,HIGH_RATE
40,992865,28368819,HIGH_RATE
40,793327,29367729,HIGH_RATE
40,925191,27114069,HIGH_RATE
40,831646,29868807,HIGH_RATE
40,284242,30038280,HIGH_RATE
40,459762,29365363,HIGH_RATE
40,21149,9654240,HIGH_RATE
40,818750,28380741,HIGH_RATE
40,851408,29861412,HIGH_RATE
40,965725,27116172,HIGH_RATE
40,783274,29347987,HIGH_RATE
40,904703,27109591,HIGH_RATE
40,871099,28687670,HIGH_RATE
40,596042,29365284,HIGH_RATE
40,865937,29309940,HIGH_RATE
40,23201,9653700,HIGH_RATE
60,409603,409603,HIGH_RATE
40,17026,29957178,HIGH_RATE
40,788655,11709629,HIGH_RATE
40,287409,30054835,HIGH_RATE
40,965619,28387826,HIGH_RATE
40,990347,28366795,HIGH_RATE
40,833324,29313753,HIGH_RATE
40,925236,27078587,HIGH_RATE
40,34143,9652322,HIGH_RATE
50,0,1453077,HIGH_RATE
40,903895,29308609,HIGH_RATE
40,63787,30327782,HIGH_RATE
40,834092,29867188,HIGH_RATE
40,831620,29868200,HIGH_RATE
40,632957,27252587,HIGH_RATE
40,820915,28387955,HIGH_RATE
40,792513,29343699,HIGH_RATE
40,861049,29309782,HIGH_RATE
40,787982,29370293,HIGH_RATE
40,771969,29356957,HIGH_RATE
40,459264,29366034,HIGH_RATE
40,26886,9653736,HIGH_RATE
40,843495,29865923,HIGH_RATE
40,295258,30037676,HIGH_RATE
40,123128,29673983,HIGH_RATE
40,661945,29115216,HIGH_RATE
40,287744,30038362,HIGH_RATE
40,28666,9653246,HIGH_RATE
40,973452,28777542,HIGH_RATE
40,969574,29243921,HIGH_RATE
40,840948,29867813,HIGH_RATE
40,871261,29291594,HIGH_RATE
40,787827,23939440,HIGH_RATE
40,901324,28366799,HIGH_RATE
40,770080,29369678,HIGH_RATE
40,18338,6654947,HIGH_RATE
40,842816,29867280,HIGH_RATE
40,458796,29996264,HIGH_RATE
40,17614,29964259,HIGH_RATE
40,973955,28822046,HIGH_RATE
40,969342,27112978,HIGH_RATE
40,662489,29107264,HIGH_RATE
40,786066,29319290,HIGH_RATE
40,20432,9651567,HIGH_RATE
40,981925,28801852,HIGH_RATE
40,938652,27109898,HIGH_RATE
40,799847,21127091,HIGH_RATE
40,928442,29310799,HIGH_RATE
40,24576,29948555,HIGH_RATE
40,985108,28367888,HIGH_RATE
40,827147,29352250,HIGH_RATE
40,789257,21253542,HIGH_RATE
40,284532,30054619,HIGH_RATE
40,25513,9653461,HIGH_RATE
40,840704,29868241,HIGH_RATE
40,835335,29861089,HIGH_RATE
40,597869,29367002,HIGH_RATE
40,981475,28374860,HIGH_RATE
40,869416,29309847,HIGH_RATE
40,791435,23944828,HIGH_RATE
40,828306,29369333,HIGH_RATE
40,968900,29243130,HIGH_RATE
40,993193,27105913,HIGH_RATE
40,662021,30055034,HIGH_RATE
40,973844,17848523,HIGH_RATE
40,857814,28688385,HIGH_RATE
40,869534,29314169,HIGH_RATE
40,967290,29244145,HIGH_RATE
40,871059,29312123,HIGH_RATE
40,42739,30326668,HIGH_RATE
40,761269,29368504,HIGH_RATE
40,599053,29365457,HIGH_RATE
40,966396,27076870,HIGH_RATE
40,11806,9757449,HIGH_RATE
40,794553,29364884,HIGH_RATE
40,824008,28379522,HIGH_RATE
40,916585,27109667,HIGH_RATE
40,21495,29965203,HIGH_RATE
40,857140,28689310,HIGH_RATE
40,891983,28819698,HIGH_RATE
40,687637,27251794,HIGH_RATE
40,885296,28367768,HIGH_RATE
40,25826,9654058,HIGH_RATE
40,900269,27109721,HIGH_RATE
40,633308,27251581,HIGH_RATE
40,989203,28819112,HIGH_RATE
40,127532,29673261,HIGH_RATE
40,698759,29077542,HIGH_RATE
40,416586,30091457,HIGH_RATE
40,988633,28817590,HIGH_RATE
40,803196,29355420,HIGH_RATE
40,871698,28690369,HIGH_RATE
40,762206,29358999,HIGH_RATE
40,760026,29342901,HIGH_RATE
40,968891,29245734,HIGH_RATE
40,689175,27251854,HIGH_RATE
40,861032,29309225,HIGH_RATE
40,954583,27060332,HIGH_RATE
40,879985,29312727,HIGH_RATE
40,459839,29366333,HIGH_RATE
40,973561,28377802,HIGH_RATE
40,459267,29367005,HIGH_RATE
40,819440,29311047,HIGH_RATE
40,864956,28688923,HIGH_RATE
40,862850,29309736,HIGH_RATE
40,801410,14323066,HIGH_RATE
40,16486,29947516,HIGH_RATE
40,903358,29311421,HIGH_RATE
40,15545,29956522,HIGH_RATE
40,997614,28355051,HIGH_RATE
195,0,3001168,HIGH_RATE
40,969498,29245868,HIGH_RATE
40,769317,29344207,HIGH_RATE
40,981511,28367469,HIGH_RATE
40,803652,29358542,HIGH_RATE
40,974228,28818823,HIGH_RATE
40,287906,30055397,HIGH_RATE
40,598081,29364827,HIGH_RATE
40,909673,28823805,HIGH_RATE
40,988904,28822615,HIGH_RATE
40,965431,27094029,HIGH_RATE
40,871291,29313279,HIGH_RATE
40,965864,28383751,HIGH_RATE
40,762598,29369368,HIGH_RATE
40,871962,28690056,HIGH_RATE
40,871719,29370100,HIGH_RATE
40,977736,28367490,HIGH_RATE
40,965594,27116532,HIGH_RATE
40,687579,27251449,HIGH_RATE
40,953667,23317802,HIGH_RATE
40,890373,28797219,HIGH_RATE
40,404352,30093145,HIGH_RATE
40,661464,29125838,HIGH_RATE
40,885162,21291680,HIGH_RATE
57,409472,409472,HIGH_RATE
40,842116,29868480,HIGH_RATE
40,63760,30327073,HIGH_RATE
40,835498,29867384,HIGH_RATE
50,403235,403235,HIGH_RATE
40,789586,20166085,HIGH_RATE
40,760403,29369002,HIGH_RATE
40,857946,28690075,HIGH_RATE
60,325999,372428,HIGH_RATE
60,40574,49432,HIGH_RATE
60,42378,49290,HIGH_RATE
63,3195,1079557,HIGH_RATE
62,41132,68083,HIGH_RATE
61,669537,715051,HIGH_RATE
60,44362,47181,HIGH_RATE
61,994949,1038257,HIGH_RATE
60,44089,51056,HIGH_RATE
66,2143,5731,HIGH_RATE
62,41367,60637,HIGH_RATE
60,40412,55647,HIGH_RATE
60,41806,45184,HIGH_RATE
60,683600,728697,HIGH_RATE
60,683503,732290,HIGH_RATE
60,47207,50784,HIGH_RATE
60,80306,6402496,HIGH_RATE
62,39962,68156,HIGH_RATE
60,675647,719917,HIGH_RATE
60,179379,4244315,HIGH_RATE
60,330397,374749,HIGH_RATE
62,41536,67489,HIGH_RATE
63,26548,28285,HIGH_RATE
60,676619,729463,HIGH_RATE
60,41330,56981,HIGH_RATE
61,998741,1044352,HIGH_RATE
64,1344,1974579,HIGH_RATE
60,43567,46965,HIGH_RATE
60,316949,359255,HIGH_RATE
60,675361,719093,HIGH_RATE
60,44096,51963,HIGH_RATE
60,41475,1131561,HIGH_RATE
60,41043,1349260,HIGH_RATE
60,689317,731584,HIGH_RATE
60,116313,6249041,HIGH_RATE
60,327308,371115,HIGH_RATE
61,680877,723506,HIGH_RATE
61,261611,305862,HIGH_RATE
60,43475,48452,HIGH_RATE
60,211559,353303,HIGH_RATE
60,53982,73920,HIGH_RATE
60,315441,364085,HIGH_RATE
60,42297,48732,HIGH_RATE
60,683989,726631,HIGH_RATE
60,860314,4225694,HIGH_RATE
63,744,1531599,HIGH_RATE
60,57466,102945,HIGH_RATE
62,41943,1988848,HIGH_RATE
63,1137,1328890,HIGH_RATE
60,42766,66660,HIGH_RATE
60,536290,588393,HIGH_RATE
62,115388,159815,HIGH_RATE
62,78913,123081,HIGH_RATE
62,80490,122635,HIGH_RATE
60,681876,727952,HIGH_RATE
60,673464,750330,HIGH_RATE
60,684162,729832,HIGH_RATE
62,43797,1537480,HIGH_RATE
60,47764,1350019,HIGH_RATE
60,977143,5331352,HIGH_RATE
62,43256,72791,HIGH_RATE
61,41569,47811,HIGH_RATE
60,182273,6288433,HIGH_RATE
60,79067,6332457,HIGH_RATE
60,42558,1346761,HIGH_RATE
61,42957,59813,HIGH_RATE
60,310427,370498,HIGH_RATE
60,318740,363132,HIGH_RATE
60,444111,491396,HIGH_RATE
60,41671,1715911,HIGH_RATE
60,40619,54683,HIGH_RATE
60,46810,1356207,HIGH_RATE
60,685826,733323,HIGH_RATE
61,679022,725419,HIGH_RATE
61,676544,717972,HIGH_RATE
60,196505,244596,HIGH_RATE
61,43721,52695,HIGH_RATE
61,44188,48058,HIGH_RATE
60,44417,1356267,HIGH_RATE
60,313324,358492,HIGH_RATE
60,908630,2109089,HIGH_RATE
61,42692,56814,HIGH_RATE
60,41685,51969,HIGH_RATE
60,41402,44900,HIGH_RATE
60,678150,724997,HIGH_RATE
60,43724,80625,HIGH_RATE
60,48249,74612,HIGH_RATE
60,41144,56082,HIGH_RATE
61,41338,71461,HIGH_RATE
60,680200,725518,HIGH_RATE
61,41918,55738,HIGH_RATE
60,68135,6391474,HIGH_RATE
60,41304,53091,HIGH_RATE
60,42493,45609,HIGH_RATE
60,201407,247238,HIGH_RATE
62,41871,72864,HIGH_RATE
66,1192,1758,HIGH_RATE
60,42641,1354521,HIGH_RATE
60,40409,46132,HIGH_RATE
60,75079,121056,HIGH_RATE
68,909,2296,HIGH_RATE
60,43306,46868,HIGH_RATE
60,40396,65396,HIGH_RATE
62,41348,53884,HIGH_RATE
62,43216,1992171,HIGH_RATE
60,913687,4153830,HIGH_RATE
60,44258,46213,HIGH_RATE
60,936557,1219319,HIGH_RATE
61,262070,305229,HIGH_RATE
60,46018,49392,HIGH_RATE
60,684067,726926,HIGH_RATE
60,41005,45132,HIGH_RATE
61,262930,307585,HIGH_RATE
60,40693,47333,HIGH_RATE
60,672585,733482,HIGH_RATE
60,960531,1005477,HIGH_RATE
60,681112,731510,HIGH_RATE
60,42835,74349,HIGH_RATE
60,42706,47067,HIGH_RATE
60,47454,68037,HIGH_RATE
60,318984,362920,HIGH_RATE
60,301286,350247,HIGH_RATE
60,53839,73198,HIGH_RATE
63,693690,699333,HIGH_RATE
60,549641,597279,HIGH_RATE
60,219621,4509609,HIGH_RATE
63,1652,1574447,HIGH_RATE
61,43572,54049,HIGH_RATE
66,732,1858,HIGH_RATE
60,43745,1346427,HIGH_RATE
60,956541,1004474,HIGH_RATE
60,45758,50515,HIGH_RATE
61,43272,49995,HIGH_RATE
60,674813,719913,HIGH_RATE
60,40750,1113993,HIGH_RATE
60,184967,4304014,HIGH_RATE
60,205142,247389,HIGH_RATE
60,48141,56518,HIGH_RATE
61,41924,48623,HIGH_RATE
60,41891,52492,HIGH_RATE
61,42976,51403,HIGH_RATE
60,197610,321481,HIGH_RATE
60,42567,1310415,HIGH_RATE
60,44402,59586,HIGH_RATE
60,191239,2283066,HIGH_RATE
60,43574,4060180,HIGH_RATE
60,46753,1130770,HIGH_RATE
60,40356,55110,HIGH_RATE
60,43910,1059481,HIGH_RATE
60,42187,68687,HIGH_RATE
60,193588,374323,HIGH_RATE
61,41076,54685,HIGH_RATE
60,47807,1124757,HIGH_RATE
60,677203,721857,HIGH_RATE
60,683396,734141,HIGH_RATE
62,44154,72569,HIGH_RATE
60,80231,2390812,HIGH_RATE
64,1143,1986356,HIGH_RATE
63,770,1532558,HIGH_RATE
60,858170,6168776,HIGH_RATE
61,41303,56228,HIGH_RATE
60,896473,3203310,HIGH_RATE
66,3577,5688,HIGH_RATE
76,0,286711,HIGH_RATE
60,41942,47223,HIGH_RATE
60,277493,2058524,HIGH_RATE
60,41947,6115003,HIGH_RATE
61,261114,302719,HIGH_RATE
60,956378,1011693,HIGH_RATE
60,42603,1717244,HIGH_RATE
60,57363,102301,HIGH_RATE
60,40366,55136,HIGH_RATE
62,40374,51022,HIGH_RATE
60,178666,4243232,HIGH_RATE
67,315,910,HIGH_RATE
60,42938,57781,HIGH_RATE
62,44137,62907,HIGH_RATE
60,200062,250782,HIGH_RATE
60,42733,64317,HIGH_RATE
68,1075,2082,HIGH_RATE
60,148502,2398676,HIGH_RATE
60,46160,1334819,HIGH_RATE
61,41275,52361,HIGH_RATE
60,44038,50133,HIGH_RATE
63,14309,17006,HIGH_RATE
60,41569,61661,HIGH_RATE
60,909031,3195207,HIGH_RATE
61,262739,307553,HIGH_RATE
60,175564,4264717,HIGH_RATE
61,264178,310969,HIGH_RATE
