% isAttack tcpFlood:	667
% isAttack slowRead:	667
% isAttack httpFlood:	667
% isAttack slowHeaders:	667
% isAttack udpFlood:	372
% isAttack slowBody:	667
@relation 'highrate-weka.filters.unsupervised.attribute.Remove-R3,7-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-weka.filters.unsupervised.attribute.Remove-weka.filters.unsupervised.attribute.Remove-V-R1-2,4-5,8,11,14-15,17-18,27'

@attribute duration numeric
@attribute protocol_type {tcp,icmp,udp}
@attribute src_bytes numeric
@attribute dst_bytes numeric
@attribute count numeric
@attribute srv_serror_rate numeric
@attribute same_srv_rate numeric
@attribute diff_srv_rate numeric
@attribute dst_host_count numeric
@attribute dst_host_srv_count numeric
@attribute isAttack {tcpFlood,httpFlood,slowRead,slowHeaders,udpFlood,slowBody}

@data
0,udp,60,0,90,0,1,0,42,42,udpFlood
0,udp,60,0,137,0,1,0,20,20,udpFlood
0,udp,60,0,105,0,1,0,33,33,udpFlood
0,udp,60,0,92,0,1,0,42,42,udpFlood
0,udp,60,0,107,0,1,0,33,33,udpFlood
0,udp,60,0,113,0,1,0,34,34,udpFlood
0,udp,60,0,117,0,1,0,33,33,udpFlood
0,udp,60,0,112,0,1,0,34,34,udpFlood
0,udp,60,0,111,0,1,0,34,34,udpFlood
0,udp,60,0,145,0,1,0,33,33,udpFlood
0,udp,60,0,91,0,1,0,42,42,udpFlood
0,udp,60,0,141,0,1,0,23,23,udpFlood
0,udp,60,0,99,0,1,0,42,42,udpFlood
0,udp,60,0,109,0,1,0,33,33,udpFlood
0,udp,60,0,108,0,1,0,33,33,udpFlood
0,udp,60,0,100,0,1,0,42,42,udpFlood
0,udp,60,0,78,0,1,0,43,43,udpFlood
0,udp,60,0,103,0,1,0,33,33,udpFlood
0,udp,60,0,108,0,1,0,40,40,udpFlood
0,udp,60,0,135,0,1,0,18,18,udpFlood
0,udp,60,0,125,0,1,0,33,33,udpFlood
0,udp,60,0,82,0,1,0,40,40,udpFlood
0,udp,60,0,108,0,1,0,33,33,udpFlood
0,udp,60,0,52,0,1,0,24,24,udpFlood
0,udp,60,0,142,0,1,0,33,33,udpFlood
0,udp,60,0,33,0,1,0,30,30,udpFlood
0,udp,60,0,27,0,1,0,27,27,udpFlood
0,udp,60,0,161,0,1,0,33,33,udpFlood
0,udp,60,0,162,0,1,0,33,33,udpFlood
0,udp,60,0,110,0,1,0,33,33,udpFlood
0,udp,60,0,108,0,1,0,34,34,udpFlood
0,udp,60,0,139,0,1,0,17,17,udpFlood
0,udp,60,0,119,0,1,0,35,35,udpFlood
0,udp,60,0,108,0,1,0,34,34,udpFlood
0,udp,60,0,151,0,1,0,33,33,udpFlood
0,udp,60,0,102,0,1,0,33,33,udpFlood
0,udp,60,0,106,0,1,0,34,34,udpFlood
0,udp,60,0,82,0,1,0,42,42,udpFlood
0,udp,60,0,153,0,1,0,33,33,udpFlood
0,udp,60,0,142,0,1,0,33,33,udpFlood
0,udp,60,0,108,0,1,0,33,33,udpFlood
0,udp,60,0,101,0,1,0,34,34,udpFlood
0,udp,60,0,118,0,1,0,34,34,udpFlood
0,udp,60,0,103,0,1,0,33,33,udpFlood
0,udp,60,0,105,0,1,0,33,33,udpFlood
0,udp,60,0,18,0,1,0,18,18,udpFlood
0,udp,60,0,109,0,1,0,40,40,udpFlood
0,udp,60,0,151,0,1,0,33,33,udpFlood
0,udp,60,0,114,0,1,0,33,33,udpFlood
0,udp,60,0,113,0,1,0,33,33,udpFlood
0,udp,60,0,106,0,1,0,39,39,udpFlood
0,udp,60,0,121,0,1,0,33,33,udpFlood
0,udp,60,0,117,0,1,0,33,33,udpFlood
0,udp,60,0,105,0,1,0,33,33,udpFlood
0,udp,60,0,111,0,1,0,34,34,udpFlood
0,udp,60,0,41,0,1,0,36,36,udpFlood
0,udp,60,0,86,0,1,0,40,40,udpFlood
0,udp,60,0,66,0,1,0,26,26,udpFlood
0,udp,60,0,116,0,1,0,33,33,udpFlood
0,udp,60,0,6,0,1,0,6,6,udpFlood
0,udp,60,0,138,0,1,0,15,15,udpFlood
0,udp,60,0,112,0,1,0,33,33,udpFlood
0,udp,60,0,96,0,1,0,43,43,udpFlood
0,udp,60,0,128,0,1,0,33,33,udpFlood
0,udp,60,0,116,0,1,0,34,34,udpFlood
0,udp,60,0,136,0,1,0,33,33,udpFlood
0,udp,60,0,160,0,1,0,33,33,udpFlood
0,udp,60,0,141,0,1,0,34,34,udpFlood
0,udp,60,0,131,0,1,0,33,33,udpFlood
0,udp,60,0,130,0,1,0,33,33,udpFlood
0,udp,60,0,115,0,1,0,34,34,udpFlood
0,udp,60,0,105,0,1,0,33,33,udpFlood
0,udp,60,0,130,0,1,0,33,33,udpFlood
0,udp,60,0,97,0,1,0,43,43,udpFlood
0,udp,60,0,142,0,1,0,33,33,udpFlood
0,udp,60,0,2,0,1,0,2,2,udpFlood
0,udp,60,0,125,0,1,0,33,33,udpFlood
0,udp,60,0,153,0,1,0,33,33,udpFlood
0,udp,60,0,137,0,1,0,11,11,udpFlood
0,udp,60,0,120,0,1,0,33,33,udpFlood
0,udp,60,0,141,0,1,0,25,25,udpFlood
0,udp,60,0,37,0,1,0,34,34,udpFlood
0,udp,60,0,72,0,1,0,28,28,udpFlood
0,udp,60,0,61,0,1,0,25,25,udpFlood
0,udp,60,0,104,0,1,0,34,34,udpFlood
0,udp,60,0,108,0,1,0,33,33,udpFlood
0,udp,60,0,101,0,1,0,40,40,udpFlood
0,udp,60,0,110,0,1,0,33,33,udpFlood
0,udp,60,0,34,0,1,0,31,31,udpFlood
0,udp,60,0,135,0,1,0,33,33,udpFlood
0,udp,60,0,105,0,1,0,40,40,udpFlood
0,udp,60,0,142,0,1,0,33,33,udpFlood
0,udp,60,0,159,0,1,0,33,33,udpFlood
0,udp,60,0,153,0,1,0,33,33,udpFlood
0,udp,60,0,115,0,1,0,33,33,udpFlood
0,udp,60,0,141,0,1,0,27,27,udpFlood
0,udp,60,0,38,0,1,0,35,35,udpFlood
0,udp,60,0,15,0,1,0,15,15,udpFlood
0,udp,60,0,35,0,1,0,32,32,udpFlood
0,udp,60,0,113,0,1,0,33,33,udpFlood
0,udp,60,0,112,0,1,0,33,33,udpFlood
0,udp,60,0,142,0,1,0,33,33,udpFlood
0,udp,60,0,114,0,1,0,33,33,udpFlood
0,udp,60,0,162,0,1,0,33,33,udpFlood
0,udp,60,0,0,0,0,0,0,0,udpFlood
0,udp,60,0,115,0,1,0,37,37,udpFlood
0,udp,60,0,153,0,1,0,33,33,udpFlood
0,udp,60,0,146,0,1,0,33,33,udpFlood
0,udp,60,0,43,0,1,0,32,32,udpFlood
0,udp,60,0,108,0,1,0,33,33,udpFlood
0,udp,60,0,112,0,1,0,33,33,udpFlood
0,udp,60,0,108,0,1,0,33,33,udpFlood
0,udp,60,0,82,0,1,0,38,38,udpFlood
0,udp,60,0,105,0,1,0,34,34,udpFlood
0,udp,60,0,158,0,1,0,33,33,udpFlood
0,udp,60,0,125,0,1,0,33,33,udpFlood
0,udp,60,0,110,0,1,0,33,33,udpFlood
0,udp,60,0,84,0,1,0,40,40,udpFlood
0,udp,60,0,108,0,1,0,33,33,udpFlood
0,udp,60,0,140,0,1,0,33,33,udpFlood
0,udp,60,0,119,0,1,0,33,33,udpFlood
0,udp,60,0,45,0,1,0,22,22,udpFlood
0,udp,60,0,93,0,1,0,42,42,udpFlood
0,udp,60,0,47,0,1,0,22,22,udpFlood
0,udp,60,0,113,0,1,0,34,34,udpFlood
0,udp,60,0,118,0,1,0,33,33,udpFlood
0,udp,60,0,142,0,1,0,33,33,udpFlood
0,udp,60,0,146,0,1,0,33,33,udpFlood
0,udp,60,0,143,0,1,0,33,33,udpFlood
0,udp,60,0,113,0,1,0,33,33,udpFlood
0,udp,60,0,131,0,1,0,33,33,udpFlood
0,udp,60,0,145,0,1,0,33,33,udpFlood
0,udp,60,0,152,0,1,0,33,33,udpFlood
0,udp,60,0,7,0,1,0,7,7,udpFlood
0,udp,60,0,117,0,1,0,34,34,udpFlood
0,udp,60,0,80,0,1,0,41,41,udpFlood
0,udp,60,0,125,0,1,0,33,33,udpFlood
0,udp,60,0,20,0,1,0,20,20,udpFlood
0,udp,60,0,138,0,1,0,19,19,udpFlood
0,udp,60,0,141,0,1,0,25,25,udpFlood
0,udp,60,0,103,0,1,0,34,34,udpFlood
0,udp,60,0,138,0,1,0,33,33,udpFlood
0,udp,60,0,109,0,1,0,33,33,udpFlood
0,udp,60,0,16,0,1,0,16,16,udpFlood
0,udp,60,0,102,0,1,0,34,34,udpFlood
0,udp,60,0,81,0,1,0,41,41,udpFlood
0,udp,60,0,153,0,1,0,33,33,udpFlood
0,udp,60,0,40,0,1,0,37,37,udpFlood
0,udp,60,0,140,0,1,0,21,21,udpFlood
0,udp,60,0,87,0,1,0,41,41,udpFlood
0,udp,60,0,145,0,1,0,33,33,udpFlood
0,udp,60,0,80,0,1,0,42,42,udpFlood
0,udp,60,0,70,0,1,0,28,28,udpFlood
0,udp,60,0,134,0,1,0,33,33,udpFlood
0,udp,60,0,129,0,1,0,33,33,udpFlood
0,udp,60,0,126,0,1,0,33,33,udpFlood
0,udp,60,0,103,0,1,0,40,40,udpFlood
0,udp,60,0,142,0,1,0,33,33,udpFlood
0,udp,60,0,141,0,1,0,33,33,udpFlood
0,udp,60,0,141,0,1,0,30,30,udpFlood
0,udp,60,0,65,0,1,0,26,26,udpFlood
0,udp,60,0,131,0,1,0,33,33,udpFlood
0,udp,60,0,112,0,1,0,33,33,udpFlood
0,udp,60,0,153,0,1,0,33,33,udpFlood
0,udp,60,0,137,0,1,0,11,11,udpFlood
0,udp,60,0,64,0,1,0,26,26,udpFlood
0,udp,60,0,42,0,1,0,34,34,udpFlood
0,udp,60,0,141,0,1,0,31,31,udpFlood
0,udp,60,0,32,0,1,0,29,29,udpFlood
0,udp,60,0,24,0,1,0,24,24,udpFlood
0,udp,60,0,143,0,1,0,33,33,udpFlood
0,udp,60,0,114,0,1,0,33,33,udpFlood
0,udp,60,0,151,0,1,0,33,33,udpFlood
0,udp,60,0,54,0,1,0,23,23,udpFlood
0,udp,60,0,49,0,1,0,21,21,udpFlood
0,udp,60,0,146,0,1,0,33,33,udpFlood
0,udp,60,0,117,0,1,0,34,34,udpFlood
0,udp,60,0,110,0,1,0,34,34,udpFlood
0,udp,60,0,108,0,1,0,33,33,udpFlood
0,udp,60,0,142,0,1,0,33,33,udpFlood
0,udp,60,0,142,0,1,0,33,33,udpFlood
0,udp,60,0,133,0,1,0,33,33,udpFlood
0,udp,60,0,110,0,1,0,33,33,udpFlood
0,udp,60,0,8,0,1,0,8,8,udpFlood
0,udp,60,0,142,0,1,0,33,33,udpFlood
0,udp,60,0,79,0,1,0,41,41,udpFlood
0,udp,60,0,125,0,1,0,33,33,udpFlood
0,udp,60,0,125,0,1,0,33,33,udpFlood
0,udp,60,0,154,0,1,0,33,33,udpFlood
0,udp,60,0,107,0,1,0,34,34,udpFlood
0,udp,60,0,106,0,1,0,33,33,udpFlood
0,udp,60,0,98,0,1,0,41,41,udpFlood
0,udp,60,0,114,0,1,0,33,33,udpFlood
0,udp,60,0,109,0,1,0,34,34,udpFlood
0,udp,60,0,93,0,1,0,42,42,udpFlood
0,udp,60,0,138,0,1,0,11,11,udpFlood
0,udp,60,0,131,0,1,0,33,33,udpFlood
0,udp,60,0,148,0,1,0,33,33,udpFlood
0,udp,60,0,108,0,1,0,33,33,udpFlood
0,udp,60,0,142,0,1,0,33,33,udpFlood
0,udp,60,0,13,0,1,0,13,13,udpFlood
0,udp,60,0,113,0,1,0,33,33,udpFlood
0,udp,60,0,109,0,1,0,33,33,udpFlood
0,udp,60,0,141,0,1,0,22,22,udpFlood
0,udp,60,0,102,0,1,0,40,40,udpFlood
0,udp,60,0,138,0,1,0,33,33,udpFlood
0,udp,60,0,166,0,1,0,33,33,udpFlood
0,udp,60,0,10,0,1,0,10,10,udpFlood
0,udp,60,0,138,0,1,0,13,13,udpFlood
0,udp,60,0,87,0,1,0,42,42,udpFlood
0,udp,60,0,87,0,1,0,42,42,udpFlood
0,udp,60,0,104,0,1,0,40,40,udpFlood
0,udp,60,0,117,0,1,0,33,33,udpFlood
0,udp,60,0,86,0,1,0,43,43,udpFlood
0,udp,60,0,86,0,1,0,41,41,udpFlood
0,udp,60,0,91,0,1,0,42,42,udpFlood
0,udp,60,0,137,0,1,0,33,33,udpFlood
0,udp,60,0,82,0,1,0,42,42,udpFlood
0,udp,60,0,108,0,1,0,38,38,udpFlood
0,udp,60,0,109,0,1,0,33,33,udpFlood
0,udp,60,0,136,0,1,0,33,33,udpFlood
0,udp,60,0,121,0,1,0,33,33,udpFlood
0,udp,60,0,44,0,1,0,33,33,udpFlood
0,tcp,60,0,139,0,1,0,33,33,httpFlood
0,tcp,377,755,660,0.71,0.54,0.46,100,100,httpFlood
1,tcp,374,755,321,1,1,0,100,100,httpFlood
0,tcp,60,0,124,0,1,0,33,33,httpFlood
1,tcp,374,755,165,0.39,1,0,100,100,httpFlood
0,tcp,66,0,6,0,1,0,6,6,httpFlood
0,tcp,374,755,150,1,1,0,100,100,httpFlood
2,tcp,446,755,691,0,1,0,100,100,httpFlood
0,tcp,66,0,30,0,1,0,29,29,httpFlood
0,tcp,377,755,580,0.66,0.48,0.52,100,100,httpFlood
0,tcp,66,0,49,0,1,0,34,34,httpFlood
0,tcp,60,0,180,0,1,0,33,33,httpFlood
0,tcp,60,0,172,0,1,0,33,33,httpFlood
0,tcp,242,140,440,1,1,0,100,100,httpFlood
0,tcp,377,755,463,0.52,0.34,0.66,100,100,httpFlood
0,tcp,374,755,105,1,1,0,100,100,httpFlood
0,tcp,374,755,105,1,1,0,100,100,httpFlood
0,tcp,66,0,268,0,1,0,98,98,httpFlood
4,tcp,446,755,557,0,1,0,100,100,httpFlood
6,tcp,446,755,336,0,1,0,100,100,httpFlood
0,tcp,386,821,115,1,1,0,100,100,httpFlood
2,tcp,446,755,663,0,1,0,100,100,httpFlood
6,tcp,446,755,379,0,1,0,100,100,httpFlood
1,tcp,374,755,188,0.47,1,0,100,100,httpFlood
0,tcp,377,755,916,0.81,0.67,0.33,100,100,httpFlood
1,tcp,380,755,759,0.23,1,0,100,100,httpFlood
0,tcp,66,0,36,0,1,0,34,34,httpFlood
0,tcp,374,755,121,0.17,1,0,82,82,httpFlood
0,tcp,60,0,178,0,1,0,33,33,httpFlood
0,tcp,374,755,142,1,1,0,100,100,httpFlood
0,tcp,377,755,525,0.61,0.42,0.58,100,100,httpFlood
0,tcp,66,0,0,0,0,0,0,0,httpFlood
0,tcp,377,755,368,0.31,0.17,0.83,88,76,httpFlood
0,tcp,380,755,966,0.12,1,0,100,100,httpFlood
0,tcp,66,0,190,0,1,0,98,98,httpFlood
0,tcp,60,0,30,0,1,0,30,30,httpFlood
0,tcp,374,755,138,1,1,0,100,100,httpFlood
0,tcp,60,0,178,0,1,0,33,33,httpFlood
0,tcp,380,755,940,0.09,1,0,100,100,httpFlood
0,tcp,60,0,179,0,1,0,33,33,httpFlood
0,tcp,374,755,150,1,1,0,100,100,httpFlood
0,tcp,374,755,339,1,1,0,100,100,httpFlood
0,tcp,374,755,432,1,1,0,100,100,httpFlood
4,tcp,446,755,566,0,1,0,100,100,httpFlood
0,tcp,374,755,142,0.3,1,0,94,94,httpFlood
0,tcp,380,755,945,0.1,1,0,100,100,httpFlood
0,tcp,66,0,144,0,0.24,0.76,53,44,httpFlood
0,tcp,60,0,129,0,1,0,32,32,httpFlood
0,tcp,374,755,430,1,1,0,100,100,httpFlood
0,tcp,60,0,93,0,1,0,36,36,httpFlood
1,tcp,374,755,156,1,1,0,100,100,httpFlood
0,tcp,66,0,1,0,1,0,1,1,httpFlood
0,tcp,380,755,873,0.02,1,0,100,100,httpFlood
0,tcp,374,755,145,1,1,0,100,100,httpFlood
0,tcp,374,755,189,1,1,0,100,100,httpFlood
0,tcp,374,755,427,1,1,0,100,100,httpFlood
0,tcp,374,755,85,1,1,0,98,98,httpFlood
0,tcp,66,0,131,0,0.17,0.83,49,35,httpFlood
0,tcp,374,755,131,1,1,0,100,100,httpFlood
0,tcp,60,0,136,0,1,0,10,10,httpFlood
0,tcp,374,755,146,1,1,0,100,100,httpFlood
0,tcp,377,755,931,0.81,0.67,0.33,100,100,httpFlood
0,tcp,66,0,58,0,1,0,48,48,httpFlood
0,tcp,66,0,156,0,1,0,100,100,httpFlood
4,tcp,446,755,497,0,1,0,100,100,httpFlood
0,tcp,66,0,218,0,1,0,98,98,httpFlood
0,tcp,60,0,133,0,1,0,33,33,httpFlood
0,tcp,374,755,133,1,1,0,100,100,httpFlood
0,tcp,377,755,768,0.76,0.6,0.4,99,99,httpFlood
1,tcp,377,755,447,0.5,0.32,0.68,100,100,httpFlood
0,tcp,374,755,250,1,1,0,100,100,httpFlood
0,tcp,66,0,1,0,1,0,63,63,httpFlood
6,tcp,446,755,378,0,1,0,100,100,httpFlood
0,tcp,374,755,164,1,1,0,100,100,httpFlood
0,tcp,374,755,140,1,1,0,100,100,httpFlood
1,tcp,374,755,112,1,1,0,100,100,httpFlood
0,tcp,66,0,15,0,1,0,15,15,httpFlood
0,tcp,386,821,371,1,1,0,100,100,httpFlood
0,tcp,377,755,863,0.8,0.65,0.35,100,100,httpFlood
2,tcp,446,755,642,0,1,0,100,100,httpFlood
1,tcp,374,755,156,1,1,0,100,100,httpFlood
1,tcp,380,755,740,0.21,1,0,100,100,httpFlood
0,tcp,377,755,491,0.56,0.38,0.62,100,100,httpFlood
0,tcp,374,755,104,1,1,0,100,100,httpFlood
0,tcp,377,755,400,0.4,0.24,0.76,98,98,httpFlood
4,tcp,446,755,563,0,1,0,100,100,httpFlood
0,tcp,377,755,423,0.45,0.28,0.72,100,100,httpFlood
0,tcp,242,140,189,1,1,0,100,100,httpFlood
0,tcp,377,755,390,0.37,0.22,0.78,95,91,httpFlood
0,tcp,60,0,136,0,1,0,33,33,httpFlood
0,tcp,374,755,74,1,1,0,74,74,httpFlood
0,tcp,374,755,155,1,1,0,100,100,httpFlood
0,tcp,60,0,177,0,1,0,33,33,httpFlood
0,tcp,60,0,129,0,1,0,32,32,httpFlood
2,tcp,446,755,707,0,1,0,100,100,httpFlood
0,tcp,377,755,870,0.8,0.65,0.35,100,100,httpFlood
1,tcp,380,755,741,0.22,1,0,100,100,httpFlood
0,tcp,66,0,38,0,1,0,32,32,httpFlood
0,tcp,60,0,43,0,1,0,33,33,httpFlood
0,tcp,374,755,151,1,1,0,100,100,httpFlood
0,tcp,66,0,48,0,1,0,33,33,httpFlood
0,tcp,248,140,152,1,1,0,100,100,httpFlood
0,tcp,377,755,876,0.8,0.65,0.35,100,100,httpFlood
0,tcp,374,755,83,1,1,0,98,98,httpFlood
0,tcp,374,755,149,1,1,0,100,100,httpFlood
