@relation 'httpFlood-weka.filters.unsupervised.attribute.Remove-R1,3,5,2,4-weka.filters.unsupervised.instance.Randomize-S11-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack-Nnormal:NORMAL, tcpFlood:HIGH_RATE, udpFlood:HIGH_RATE, httpFlood:HIGH_RATE, slowHeaders:LOW_RATE, slowRead:LOW_RATE'

@attribute duration numeric
@attribute cof {N/A,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127}
@attribute total_f_packets numeric
@attribute total_b_packets numeric
@attribute total_f_bytes numeric
@attribute total_b_bytes numeric
@attribute pps_f numeric
@attribute pps_b numeric
@attribute bps_f numeric
@attribute bps_b numeric
@attribute rfb_packets numeric
@attribute rfb_bytes numeric
@attribute min_f_pkt numeric
@attribute mean_f_pkt numeric
@attribute max_f_pkt numeric
@attribute std_f_pkt numeric
@attribute min_b_pkt numeric
@attribute mean_b_pkt numeric
@attribute max_b_pkt numeric
@attribute std_b_pkt numeric
@attribute min_f_time numeric
@attribute mean_f_time numeric
@attribute max_f_time numeric
@attribute std_f_time numeric
@attribute min_b_time numeric
@attribute mean_b_time numeric
@attribute max_b_time numeric
@attribute std_b_time numeric
@attribute psh_f_cnt numeric
@attribute urg_f_cnt numeric
@attribute psh_b_cnt numeric
@attribute urg_b_cnt numeric
@attribute isAttack {NORMAL,LOW_RATE,slowRead,HIGH_RATE,udpFlood,httpFlood}

@data
0.004921,31,6,4,447,471,1219.215348,1095.905415,90831.543433,129042.86263,1.5,0.949045,46,74.5,191,52.312363,52,117.75,307,109.312339,0.000052,0.000984,0.002256,0.000826,0.000329,0.001217,0.002335,0.000835,1,0,1,0,HIGH_RATE
0.030587,31,6,4,447,471,196.160509,260.479374,14613.957909,30671.446289,1.5,0.949045,46,74.5,191,52.312363,52,117.75,307,109.312339,0.000004,0.006117,0.015351,0.007326,0.000122,0.005119,0.015106,0.007062,1,0,1,0,HIGH_RATE
0.006521,31,6,4,440,471,920.072536,870.774692,67471.985961,102533.720039,1.5,0.934183,46,73.333333,184,49.714742,52,117.75,307,109.312339,0.000005,0.001304,0.005059,0.001942,0.000107,0.001531,0.002929,0.001152,1,0,1,0,HIGH_RATE
0.015177,31,6,4,447,471,395.340958,588.178937,29452.901345,69258.069836,1.5,0.949045,46,74.5,191,52.312363,52,117.75,307,109.312339,0.000002,0.003035,0.008422,0.003566,0.000002,0.002267,0.006408,0.002932,1,0,1,0,HIGH_RATE
0.040399,31,6,4,441,471,148.518254,167.080447,10916.09164,19673.722628,1.5,0.936306,46,73.5,185,50.08576,52,117.75,307,109.312339,0.000001,0.00808,0.022182,0.009742,0.000003,0.00798,0.018165,0.007577,1,0,1,0,HIGH_RATE
1.050141,31,7,4,500,471,6.665774,132.262361,476.126712,15573.893037,1.75,1.061571,46,71.428571,184,46.262781,52,117.75,307,109.312339,0.000003,0.175023,1.011831,0.374331,0,0.010081,0.017491,0.007386,1,0,1,0,HIGH_RATE
0.002315,31,6,4,440,471,2591.476058,2810.724745,190041.577592,330962.838666,1.5,0.934183,46,73.333333,184,49.714742,52,117.75,307,109.312339,0.000002,0.000463,0.001011,0.000456,0.000015,0.000474,0.001304,0.000588,1,0,1,0,HIGH_RATE
0.002306,31,6,4,440,471,2602.194602,3460.646865,190827.604177,407491.168317,1.5,0.934183,46,73.333333,184,49.714742,52,117.75,307,109.312339,0.000001,0.000461,0.001251,0.000468,0.000001,0.000385,0.000986,0.00043,1,0,1,0,HIGH_RATE
0.029641,31,6,4,440,471,202.421286,273.654596,14844.227663,32222.828734,1.5,0.934183,46,73.333333,184,49.714742,52,117.75,307,109.312339,0.000037,0.005928,0.015343,0.007182,0,0.004872,0.014301,0.006668,1,0,1,0,HIGH_RATE
0.03346,31,6,4,440,471,179.319116,247.882982,13150.068476,29188.221152,1.5,0.934183,46,73.333333,184,49.714742,52,117.75,307,109.312339,0.000003,0.006692,0.017375,0.008013,0,0.005379,0.016026,0.007529,1,0,1,0,HIGH_RATE
