@relation 'normal-weka.filters.unsupervised.attribute.Remove-R1,3,5,2,4-weka.filters.unsupervised.instance.Randomize-S22-weka.filters.unsupervised.attribute.RenameNominalValues-RisAttack'

@attribute duration numeric
@attribute cof {N/A,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127}
@attribute total_f_packets numeric
@attribute total_b_packets numeric
@attribute total_f_bytes numeric
@attribute total_b_bytes numeric
@attribute pps_f numeric
@attribute pps_b numeric
@attribute bps_f numeric
@attribute bps_b numeric
@attribute rfb_packets numeric
@attribute rfb_bytes numeric
@attribute min_f_pkt numeric
@attribute mean_f_pkt numeric
@attribute max_f_pkt numeric
@attribute std_f_pkt numeric
@attribute min_b_pkt numeric
@attribute mean_b_pkt numeric
@attribute max_b_pkt numeric
@attribute std_b_pkt numeric
@attribute min_f_time numeric
@attribute mean_f_time numeric
@attribute max_f_time numeric
@attribute std_f_time numeric
@attribute min_b_time numeric
@attribute mean_b_time numeric
@attribute max_b_time numeric
@attribute std_b_time numeric
@attribute psh_f_cnt numeric
@attribute urg_f_cnt numeric
@attribute psh_b_cnt numeric
@attribute urg_b_cnt numeric
@attribute isAttack {normal,slowHeaders,slowRead,tcpFlood,udpFlood,httpFlood}

@data
0.018912,31,6,4,447,471,317.261592,442.23887,23635.988603,52073.626908,1.5,0.949045,46,74.5,191,52.312363,52,117.75,307,109.312339,0.000001,0.003782,0.010621,0.004688,0.000001,0.003015,0.008399,0.003816,1,0,1,0,normal
0.019172,31,6,4,447,471,312.961051,406.296854,23315.598269,47841.454581,1.5,0.949045,46,74.5,191,52.312363,52,117.75,307,109.312339,0.000099,0.003834,0.009248,0.00416,0.000077,0.003282,0.00958,0.004454,1,0,1,0,normal
0.040548,31,6,4,440,471,147.974199,170.533091,10851.441239,20080.271435,1.5,0.934183,46,73.333333,184,49.714742,52,117.75,307,109.312339,0.000003,0.00811,0.019692,0.008599,0,0.007819,0.020777,0.009228,1,0,1,0,normal
0.031471,31,6,4,440,471,190.648738,208.606975,13980.907417,24563.471358,1.5,0.934183,46,73.333333,184,49.714742,52,117.75,307,109.312339,0.000003,0.006294,0.01714,0.00745,0.000018,0.006392,0.014416,0.005993,1,0,1,0,normal
0.019295,31,6,4,440,471,310.965599,391.396617,22804.14393,46086.951686,1.5,0.934183,46,73.333333,184,49.714742,52,117.75,307,109.312339,0.000028,0.003859,0.009891,0.004356,0.000001,0.003407,0.009211,0.004125,1,0,1,0,normal
0.005618,31,6,4,440,471,1067.977593,954.064032,78318.356815,112341.03975,1.5,0.934183,46,73.333333,184,49.714742,52,117.75,307,109.312339,0.000003,0.001124,0.002394,0.000959,0.000001,0.001398,0.004108,0.001917,1,0,1,0,normal
0.024781,31,6,4,447,471,242.12109,298.521663,18038.021224,35150.925855,1.5,0.949045,46,74.5,191,52.312363,52,117.75,307,109.312339,0.000009,0.004956,0.012093,0.005554,0,0.004466,0.013397,0.006315,1,0,1,0,normal
0.01831,31,6,4,440,471,327.692801,352.69963,24030.80537,41530.381433,1.5,0.934183,46,73.333333,184,49.714742,52,117.75,307,109.312339,0.000002,0.003662,0.009817,0.004133,0.001731,0.00378,0.007621,0.002718,1,0,1,0,normal
0.017637,31,6,4,440,471,340.193633,403.327548,24947.533086,47491.818737,1.5,0.934183,46,73.333333,184,49.714742,52,117.75,307,109.312339,0.000035,0.003527,0.008746,0.004043,0,0.003306,0.00877,0.003892,1,0,1,0,normal
0.011534,31,6,4,447,471,520.202245,697.017698,38755.067243,82073.833984,1.5,0.949045,46,74.5,191,52.312363,52,117.75,307,109.312339,0.000002,0.002307,0.005968,0.00274,0.000001,0.001913,0.005339,0.002428,1,0,1,0,normal
